ko:K13060	ypc:BZ23_2820
ko:K03273	ypc:BZ23_2565
ko:K02071	ypc:BZ23_2566
ko:K02072	ypc:BZ23_2567
ko:K02073	ypc:BZ23_2568
ko:K06080	ypc:BZ23_2569
ko:K01881	ypc:BZ23_2571
ko:K06079	ypc:BZ23_2572
ko:K15034	ypc:BZ23_2573
ko:K19000	ypc:BZ23_2576
ko:K04075	ypc:BZ23_2578
ko:K08234	ypc:BZ23_2579
ko:K01962	ypc:BZ23_2580
ko:K02337	ypc:BZ23_2581
ko:K03470	ypc:BZ23_2582
ko:K00748	ypc:BZ23_2583
ko:K00677	ypc:BZ23_2584
ko:K02372	ypc:BZ23_2585
ko:K02536	ypc:BZ23_2586
ko:K07400	ypc:BZ23_3394
ko:K00705	ypc:BZ23_3395
ko:K00688	ypc:BZ23_3396
ko:K03556	ypc:BZ23_3397
ko:K02439	ypc:BZ23_3398
ko:K02441	ypc:BZ23_3399
ko:K02444	ypc:BZ23_3400
ko:K07483	ypc:BZ23_3401
ko:K00111	ypc:BZ23_3407
ko:K00688	ypc:BZ23_3408
ko:K00703	ypc:BZ23_3409
ko:K00975	ypc:BZ23_3410
ko:K00700	ypc:BZ23_3412
ko:K02478	ypc:BZ23_3413
ko:K13735	ypc:BZ23_3414
ko:K00133	ypc:BZ23_3415
ko:K00851	ypc:BZ23_3422
ko:K06155	ypc:BZ23_3423
ko:K06145	ypc:BZ23_3424
ko:K06911	ypc:BZ23_3425
ko:K01624	ypc:BZ23_3429
ko:K09988	ypc:BZ23_3430
ko:K10439	ypc:BZ23_3431
ko:K10440	ypc:BZ23_3432
ko:K10441	ypc:BZ23_3433
ko:K07007	ypc:BZ23_3435
ko:K16322	ypc:BZ23_3436
ko:K06144	ypc:BZ23_3437
ko:K06149	ypc:BZ23_3438
ko:K00262	ypc:BZ23_3439
ko:K15984	ypc:BZ23_3441
ko:K01414	ypc:BZ23_3442
ko:K07115	ypc:BZ23_3443
ko:K00383	ypc:BZ23_3444
ko:K02647	ypc:BZ23_3445
ko:K03299	ypc:BZ23_3446
ko:K01465	ypc:BZ23_2062
ko:K12149	ypc:BZ23_2063
ko:K12148	ypc:BZ23_2064
ko:K02846	ypc:BZ23_2065
ko:K11744	ypc:BZ23_2067
ko:K07146	ypc:BZ23_2068
ko:K02517	ypc:BZ23_2070
ko:K03305	ypc:BZ23_2071
ko:K03669	ypc:BZ23_2073
ko:K03670	ypc:BZ23_2074
ko:K11941	ypc:BZ23_2075
ko:K11105	ypc:BZ23_2077
ko:K08368	ypc:BZ23_2083
ko:K10713	ypc:BZ23_2084
ko:K15342	ypc:BZ23_2091
ko:K16053	ypc:BZ23_2092
ko:K02026	ypc:BZ23_2097
ko:K02025	ypc:BZ23_2098
ko:K02027	ypc:BZ23_2099
ko:K01840	ypc:BZ23_2101
ko:K10111	ypc:BZ23_2102
ko:K15125	ypc:BZ23_2108
ko:K03451	ypc:BZ23_2112
ko:K02387	ypc:BZ23_2906
ko:K02386	ypc:BZ23_2907
ko:K02398	ypc:BZ23_2908
ko:K02399	ypc:BZ23_2909
ko:K02412	ypc:BZ23_2911
ko:K02411	ypc:BZ23_2912
ko:K02410	ypc:BZ23_2913
ko:K02409	ypc:BZ23_2914
ko:K02408	ypc:BZ23_2915
ko:K02416	ypc:BZ23_2917
ko:K02417	ypc:BZ23_2918
ko:K02419	ypc:BZ23_2919
ko:K02420	ypc:BZ23_2920
ko:K02421	ypc:BZ23_2921
ko:K02401	ypc:BZ23_2922
ko:K02400	ypc:BZ23_2923
ko:K02016	ypc:BZ23_2926
ko:K18320	ypc:BZ23_2934
ko:K13735	ypc:BZ23_2935
ko:K02278	ypc:BZ23_2938
ko:K02279	ypc:BZ23_2939
ko:K02280	ypc:BZ23_2940
ko:K02282	ypc:BZ23_2942
ko:K02283	ypc:BZ23_2943
ko:K12510	ypc:BZ23_2944
ko:K12511	ypc:BZ23_2945
ko:K12512	ypc:BZ23_2946
ko:K12513	ypc:BZ23_2947
ko:K12514	ypc:BZ23_2948
ko:K12515	ypc:BZ23_2949
ko:K03559	ypc:BZ23_2950
ko:K03561	ypc:BZ23_2952
ko:K01760	ypc:BZ23_2953
ko:K08325	ypc:BZ23_2956
ko:K06221	ypc:BZ23_2957
ko:K00655	ypc:BZ23_2960
ko:K11258	ypc:BZ23_3760
ko:K00826	ypc:BZ23_3761
ko:K01687	ypc:BZ23_3762
ko:K01754	ypc:BZ23_3763
ko:K02521	ypc:BZ23_3769
ko:K00053	ypc:BZ23_3770
ko:K07347	ypc:BZ23_3781
ko:K07346	ypc:BZ23_3782
ko:K07345	ypc:BZ23_3783
ko:K03769	ypc:BZ23_3785
ko:K03656	ypc:BZ23_3786
ko:K01524	ypc:BZ23_3787
ko:K03732	ypc:BZ23_3788
ko:K03671	ypc:BZ23_3789
ko:K03628	ypc:BZ23_3790
ko:K02851	ypc:BZ23_3791
ko:K05790	ypc:BZ23_3792
ko:K01791	ypc:BZ23_3793
ko:K02472	ypc:BZ23_3794
ko:K00973	ypc:BZ23_3796
ko:K16704	ypc:BZ23_3797
ko:K02805	ypc:BZ23_3798
ko:K16693	ypc:BZ23_3799
ko:K12582	ypc:BZ23_3800
ko:K02853	ypc:BZ23_3801
ko:K02852	ypc:BZ23_3802
ko:K07491	ypc:BZ23_3808
ko:K02498	ypc:BZ23_3809
ko:K02496	ypc:BZ23_3810
ko:K01719	ypc:BZ23_3811
ko:K01749	ypc:BZ23_3812
ko:K05851	ypc:BZ23_3813
ko:K00853	ypc:BZ23_1739
ko:K10537	ypc:BZ23_1740
ko:K10539	ypc:BZ23_1741
ko:K10538	ypc:BZ23_1742
ko:K02099	ypc:BZ23_1743
ko:K14347	ypc:BZ23_1745
ko:K01488	ypc:BZ23_1746
ko:K03710	ypc:BZ23_1750
ko:K01809	ypc:BZ23_1752
ko:K01679	ypc:BZ23_1753
ko:K10748	ypc:BZ23_1754
ko:K08224	ypc:BZ23_1755
ko:K15545	ypc:BZ23_1757
ko:K01935	ypc:BZ23_1759
ko:K03281	ypc:BZ23_1760
ko:K16066	ypc:BZ23_1763
ko:K00138	ypc:BZ23_1765
ko:K07790	ypc:BZ23_1767
ko:K14155	ypc:BZ23_1768
ko:K03315	ypc:BZ23_1769
ko:K02529	ypc:BZ23_1770
ko:K17202	ypc:BZ23_1772
ko:K17203	ypc:BZ23_1773
ko:K17204	ypc:BZ23_1774
ko:K02051	ypc:BZ23_1776
ko:K02050	ypc:BZ23_1777
ko:K02049	ypc:BZ23_1778
ko:K01241	ypc:BZ23_1779
ko:K01652	ypc:BZ23_1784
ko:K01653	ypc:BZ23_1785
ko:K01077	ypc:BZ23_1788
ko:K00567	ypc:BZ23_1789
ko:K14055	ypc:BZ23_1791
ko:K06142	ypc:BZ23_2587
ko:K07277	ypc:BZ23_2588
ko:K11749	ypc:BZ23_2589
ko:K00981	ypc:BZ23_2590
ko:K00806	ypc:BZ23_2591
ko:K07491	ypc:BZ23_2592
ko:K00099	ypc:BZ23_2593
ko:K02838	ypc:BZ23_2594
ko:K09903	ypc:BZ23_2595
ko:K02357	ypc:BZ23_2596
ko:K02967	ypc:BZ23_2597
ko:K01265	ypc:BZ23_2598
ko:K00990	ypc:BZ23_2599
ko:K00674	ypc:BZ23_2600
ko:K06175	ypc:BZ23_2603
ko:K15723	ypc:BZ23_2605
ko:K06879	ypc:BZ23_2606
ko:K06966	ypc:BZ23_2607
ko:K01146	ypc:BZ23_2608
ko:K06968	ypc:BZ23_2609
ko:K03566	ypc:BZ23_2611
ko:K01766	ypc:BZ23_2612
ko:K02426	ypc:BZ23_2613
ko:K08304	ypc:BZ23_2615
ko:K01448	ypc:BZ23_2619
ko:K14682	ypc:BZ23_2620
ko:K03581	ypc:BZ23_2621
ko:K03582	ypc:BZ23_2622
ko:K01407	ypc:BZ23_2623
ko:K03583	ypc:BZ23_2624
ko:K02681	ypc:BZ23_2625
ko:K02680	ypc:BZ23_2627
ko:K02679	ypc:BZ23_2628
ko:K13292	ypc:BZ23_2631
ko:K08484	ypc:BZ23_2632
ko:K08311	ypc:BZ23_2633
ko:K03573	ypc:BZ23_2634
ko:K08227	ypc:BZ23_2638
ko:K05939	ypc:BZ23_2639
ko:K00865	ypc:BZ23_3447
ko:K07058	ypc:BZ23_3453
ko:K01521	ypc:BZ23_3454
ko:K07290	ypc:BZ23_3455
ko:K01821	ypc:BZ23_3457
ko:K00874	ypc:BZ23_3458
ko:K11103	ypc:BZ23_3461
ko:K01728	ypc:BZ23_3463
ko:K12372	ypc:BZ23_3467
ko:K12371	ypc:BZ23_3468
ko:K12370	ypc:BZ23_3469
ko:K12369	ypc:BZ23_3470
ko:K12368	ypc:BZ23_3471
ko:K07491	ypc:BZ23_3475
ko:K07491	ypc:BZ23_3476
ko:K07783	ypc:BZ23_3478
ko:K07675	ypc:BZ23_3479
ko:K12975	ypc:BZ23_3481
ko:K16234	ypc:BZ23_3483
ko:K01745	ypc:BZ23_3484
ko:K07246	ypc:BZ23_2113
ko:K16135	ypc:BZ23_2114
ko:K02529	ypc:BZ23_2115
ko:K10440	ypc:BZ23_2116
ko:K10441	ypc:BZ23_2117
ko:K10439	ypc:BZ23_2118
ko:K00008	ypc:BZ23_2119
ko:K11934	ypc:BZ23_2123
ko:K11939	ypc:BZ23_2124
ko:K00598	ypc:BZ23_2126
ko:K04047	ypc:BZ23_2127
ko:K10036	ypc:BZ23_2129
ko:K10037	ypc:BZ23_2130
ko:K10038	ypc:BZ23_2131
ko:K03406	ypc:BZ23_2132
ko:K06970	ypc:BZ23_2133
ko:K01911	ypc:BZ23_2136
ko:K02549	ypc:BZ23_2137
ko:K01661	ypc:BZ23_2138
ko:K08680	ypc:BZ23_2139
ko:K02551	ypc:BZ23_2140
ko:K02552	ypc:BZ23_2141
ko:K05594	ypc:BZ23_2143
ko:K01690	ypc:BZ23_2145
ko:K00046	ypc:BZ23_2151
ko:K00851	ypc:BZ23_2152
ko:K00343	ypc:BZ23_2155
ko:K00342	ypc:BZ23_2156
ko:K00341	ypc:BZ23_2157
ko:K00340	ypc:BZ23_2158
ko:K00339	ypc:BZ23_2159
ko:K00338	ypc:BZ23_2160
ko:K00337	ypc:BZ23_2161
ko:K02621	ypc:BZ23_2961
ko:K03923	ypc:BZ23_2962
ko:K02622	ypc:BZ23_2964
ko:K07000	ypc:BZ23_2965
ko:K07483	ypc:BZ23_2966
ko:K03651	ypc:BZ23_2968
ko:K09920	ypc:BZ23_2969
ko:K01515	ypc:BZ23_2970
ko:K12340	ypc:BZ23_2971
ko:K02858	ypc:BZ23_2976
ko:K09806	ypc:BZ23_2977
ko:K16263	ypc:BZ23_2978
ko:K03272	ypc:BZ23_2979
ko:K00982	ypc:BZ23_2980
ko:K18446	ypc:BZ23_2981
ko:K07184	ypc:BZ23_2982
ko:K00974	ypc:BZ23_2983
ko:K06153	ypc:BZ23_2984
ko:K01633	ypc:BZ23_2985
ko:K08591	ypc:BZ23_2986
ko:K01409	ypc:BZ23_2987
ko:K02970	ypc:BZ23_2988
ko:K03086	ypc:BZ23_2990
ko:K06202	ypc:BZ23_3815
ko:K01778	ypc:BZ23_3817
ko:K09921	ypc:BZ23_3818
ko:K03733	ypc:BZ23_3819
ko:K03657	ypc:BZ23_3821
ko:K03284	ypc:BZ23_3825
ko:K05786	ypc:BZ23_3826
ko:K01058	ypc:BZ23_3828
ko:K03654	ypc:BZ23_3829
ko:K05835	ypc:BZ23_3830
ko:K05834	ypc:BZ23_3831
ko:K01048	ypc:BZ23_3832
ko:K01126	ypc:BZ23_3835
ko:K00111	ypc:BZ23_3836
ko:K00112	ypc:BZ23_3837
ko:K00113	ypc:BZ23_3838
ko:K09125	ypc:BZ23_3840
ko:K04085	ypc:BZ23_3841
ko:K01534	ypc:BZ23_3842
ko:K08993	ypc:BZ23_3846
ko:K08316	ypc:BZ23_3847
ko:K03110	ypc:BZ23_3848
ko:K09812	ypc:BZ23_3849
ko:K09811	ypc:BZ23_3850
ko:K03089	ypc:BZ23_3851
ko:K01999	ypc:BZ23_3853
ko:K01997	ypc:BZ23_3854
ko:K01998	ypc:BZ23_3855
ko:K01995	ypc:BZ23_3856
ko:K01996	ypc:BZ23_3857
ko:K05813	ypc:BZ23_3865
ko:K05814	ypc:BZ23_3866
ko:K05815	ypc:BZ23_3867
ko:K01712	ypc:BZ23_3485
ko:K01738	ypc:BZ23_3486
ko:K00759	ypc:BZ23_3487
ko:K02016	ypc:BZ23_3490
ko:K02015	ypc:BZ23_3491
ko:K02015	ypc:BZ23_3492
ko:K02013	ypc:BZ23_3494
ko:K18837	ypc:BZ23_3499
ko:K18838	ypc:BZ23_3500
ko:K01579	ypc:BZ23_205
ko:K01918	ypc:BZ23_206
ko:K00606	ypc:BZ23_207
ko:K00950	ypc:BZ23_208
ko:K00970	ypc:BZ23_209
ko:K01894	ypc:BZ23_210
ko:K06204	ypc:BZ23_211
ko:K06206	ypc:BZ23_212
ko:K01975	ypc:BZ23_213
ko:K03579	ypc:BZ23_214
ko:K05365	ypc:BZ23_215
ko:K02013	ypc:BZ23_216
ko:K02016	ypc:BZ23_217
ko:K02015	ypc:BZ23_218
ko:K01845	ypc:BZ23_219
ko:K03281	ypc:BZ23_220
ko:K15724	ypc:BZ23_221
ko:K06858	ypc:BZ23_223
ko:K01243	ypc:BZ23_224
ko:K01129	ypc:BZ23_225
ko:K07678	ypc:BZ23_227
ko:K00951	ypc:BZ23_228
ko:K04765	ypc:BZ23_229
ko:K01937	ypc:BZ23_230
ko:K01689	ypc:BZ23_231
ko:K04565	ypc:BZ23_232
ko:K10026	ypc:BZ23_233
ko:K01737	ypc:BZ23_234
ko:K00380	ypc:BZ23_235
ko:K00381	ypc:BZ23_236
ko:K00390	ypc:BZ23_237
ko:K02302	ypc:BZ23_240
ko:K00957	ypc:BZ23_241
ko:K00956	ypc:BZ23_242
ko:K00860	ypc:BZ23_243
ko:K05589	ypc:BZ23_245
ko:K00991	ypc:BZ23_246
ko:K01770	ypc:BZ23_247
ko:K06176	ypc:BZ23_248
ko:K03787	ypc:BZ23_249
ko:K00573	ypc:BZ23_250
ko:K06194	ypc:BZ23_251
ko:K03087	ypc:BZ23_252
ko:K03555	ypc:BZ23_253
ko:K01808	ypc:BZ23_254
ko:K05878	ypc:BZ23_257
ko:K00645	ypc:BZ23_1096
ko:K11901	ypc:BZ23_1097
ko:K11900	ypc:BZ23_1098
ko:K11893	ypc:BZ23_1099
ko:K11892	ypc:BZ23_1100
ko:K11903	ypc:BZ23_1102
ko:K11907	ypc:BZ23_1103
ko:K11904	ypc:BZ23_1104
ko:K11891	ypc:BZ23_1112
ko:K11910	ypc:BZ23_1113
ko:K11896	ypc:BZ23_1116
ko:K11895	ypc:BZ23_1117
ko:K11906	ypc:BZ23_1118
ko:K11905	ypc:BZ23_1119
ko:K11911	ypc:BZ23_1120
ko:K03750	ypc:BZ23_1126
ko:K06871	ypc:BZ23_1128
ko:K02003	ypc:BZ23_1129
ko:K02005	ypc:BZ23_1130
ko:K02004	ypc:BZ23_1131
ko:K01070	ypc:BZ23_1133
ko:K00121	ypc:BZ23_1134
ko:K01495	ypc:BZ23_1137
ko:K07148	ypc:BZ23_1138
ko:K10540	ypc:BZ23_1139
ko:K10542	ypc:BZ23_1140
ko:K10541	ypc:BZ23_1141
ko:K03748	ypc:BZ23_1142
ko:K00027	ypc:BZ23_1143
ko:K01489	ypc:BZ23_1144
ko:K06518	ypc:BZ23_1146
ko:K02058	ypc:BZ23_1149
ko:K01874	ypc:BZ23_1151
ko:K03593	ypc:BZ23_1152
ko:K00876	ypc:BZ23_1153
ko:K01494	ypc:BZ23_1154
ko:K07289	ypc:BZ23_1155
ko:K13255	ypc:BZ23_1157
ko:K13745	ypc:BZ23_1158
ko:K03897	ypc:BZ23_1159
ko:K02013	ypc:BZ23_1162
ko:K02015	ypc:BZ23_1163
ko:K02015	ypc:BZ23_1164
ko:K02016	ypc:BZ23_1165
ko:K16088	ypc:BZ23_1166
ko:K00963	ypc:BZ23_1168
ko:K00963	ypc:BZ23_1169
ko:K00033	ypc:BZ23_1170
ko:K11755	ypc:BZ23_1171
ko:K02500	ypc:BZ23_1172
ko:K01814	ypc:BZ23_1173
ko:K02501	ypc:BZ23_1174
ko:K01089	ypc:BZ23_1175
ko:K00817	ypc:BZ23_1176
ko:K00013	ypc:BZ23_1177
ko:K00765	ypc:BZ23_1178
ko:K02057	ypc:BZ23_1182
ko:K02056	ypc:BZ23_1183
ko:K08317	ypc:BZ23_1184
ko:K01141	ypc:BZ23_1187
ko:K09802	ypc:BZ23_1189
ko:K18335	ypc:BZ23_1193
ko:K18334	ypc:BZ23_1195
ko:K00101	ypc:BZ23_1197
ko:K01940	ypc:BZ23_1198
ko:K09912	ypc:BZ23_1203
ko:K07733	ypc:BZ23_1211
ko:K15721	ypc:BZ23_1213
ko:K04783	ypc:BZ23_1214
ko:K05374	ypc:BZ23_1215
ko:K04785	ypc:BZ23_1216
ko:K04786	ypc:BZ23_1217
ko:K04784	ypc:BZ23_1218
ko:K05372	ypc:BZ23_1219
ko:K06147	ypc:BZ23_1220
ko:K06147	ypc:BZ23_1221
ko:K05373	ypc:BZ23_1222
ko:K04781	ypc:BZ23_1223
ko:K07407	ypc:BZ23_1233
ko:K02532	ypc:BZ23_1234
ko:K02529	ypc:BZ23_1235
ko:K09933	ypc:BZ23_1237
ko:K07178	ypc:BZ23_1239
ko:K06147	ypc:BZ23_1240
ko:K11734	ypc:BZ23_1249
ko:K12973	ypc:BZ23_1250
ko:K03704	ypc:BZ23_1252
ko:K00563	ypc:BZ23_1254
ko:K02014	ypc:BZ23_1257
ko:K02795	ypc:BZ23_1261
ko:K02793	ypc:BZ23_1262
ko:K02794	ypc:BZ23_1262
ko:K05921	ypc:BZ23_1265
ko:K05921	ypc:BZ23_1266
ko:K00151	ypc:BZ23_1267
ko:K00455	ypc:BZ23_1268
ko:K01826	ypc:BZ23_1269
ko:K02509	ypc:BZ23_1270
ko:K02510	ypc:BZ23_1271
ko:K02511	ypc:BZ23_1272
ko:K00483	ypc:BZ23_1273
ko:K00484	ypc:BZ23_1274
ko:K01752	ypc:BZ23_1275
ko:K01665	ypc:BZ23_1277
ko:K09917	ypc:BZ23_1278
ko:K08289	ypc:BZ23_1279
ko:K05591	ypc:BZ23_1280
ko:K09918	ypc:BZ23_1281
ko:K09900	ypc:BZ23_1282
ko:K01354	ypc:BZ23_1284
ko:K01259	ypc:BZ23_1285
ko:K02345	ypc:BZ23_1286
ko:K02217	ypc:BZ23_1287
ko:K07156	ypc:BZ23_1288
ko:K07245	ypc:BZ23_1289
ko:K02401	ypc:BZ23_1297
ko:K02400	ypc:BZ23_1298
ko:K03516	ypc:BZ23_1299
ko:K02399	ypc:BZ23_1301
ko:K02398	ypc:BZ23_1302
ko:K03427	ypc:BZ23_17
ko:K11202	ypc:BZ23_21
ko:K11202	ypc:BZ23_23
ko:K11203	ypc:BZ23_24
ko:K08483	ypc:BZ23_25
ko:K11189	ypc:BZ23_25
ko:K11201	ypc:BZ23_25
ko:K11530	ypc:BZ23_27
ko:K08321	ypc:BZ23_28
ko:K10555	ypc:BZ23_29
ko:K10557	ypc:BZ23_30
ko:K10556	ypc:BZ23_31
ko:K10558	ypc:BZ23_32
ko:K11531	ypc:BZ23_33
ko:K11216	ypc:BZ23_34
ko:K02849	ypc:BZ23_35
ko:K01051	ypc:BZ23_41
ko:K00564	ypc:BZ23_47
ko:K02344	ypc:BZ23_48
ko:K03789	ypc:BZ23_49
ko:K02837	ypc:BZ23_50
ko:K04065	ypc:BZ23_51
ko:K03424	ypc:BZ23_54
ko:K03317	ypc:BZ23_55
ko:K01619	ypc:BZ23_56
ko:K00758	ypc:BZ23_57
ko:K01839	ypc:BZ23_58
ko:K03784	ypc:BZ23_59
ko:K07186	ypc:BZ23_60
ko:K01079	ypc:BZ23_61
ko:K04485	ypc:BZ23_62
ko:K06211	ypc:BZ23_63
ko:K08309	ypc:BZ23_70
ko:K03720	ypc:BZ23_72
ko:K05879	ypc:BZ23_258
ko:K03893	ypc:BZ23_260
ko:K01713	ypc:BZ23_264
ko:K00428	ypc:BZ23_265
ko:K16089	ypc:BZ23_267
ko:K01265	ypc:BZ23_269
ko:K01676	ypc:BZ23_271
ko:K00880	ypc:BZ23_272
ko:K02057	ypc:BZ23_274
ko:K02057	ypc:BZ23_275
ko:K02056	ypc:BZ23_276
ko:K02058	ypc:BZ23_277
ko:K02430	ypc:BZ23_278
ko:K07306	ypc:BZ23_280
ko:K07307	ypc:BZ23_281
ko:K07308	ypc:BZ23_282
ko:K12262	ypc:BZ23_284
ko:K15536	ypc:BZ23_285
ko:K03782	ypc:BZ23_286
ko:K17202	ypc:BZ23_287
ko:K17204	ypc:BZ23_289
ko:K17203	ypc:BZ23_290
ko:K00615	ypc:BZ23_291
ko:K00615	ypc:BZ23_292
ko:K00864	ypc:BZ23_293
ko:K03743	ypc:BZ23_297
ko:K03565	ypc:BZ23_299
ko:K03565	ypc:BZ23_302
ko:K01872	ypc:BZ23_303
ko:K03563	ypc:BZ23_304
ko:K01919	ypc:BZ23_311
ko:K07173	ypc:BZ23_312
ko:K03106	ypc:BZ23_315
ko:K02959	ypc:BZ23_316
ko:K02860	ypc:BZ23_317
ko:K00554	ypc:BZ23_318
ko:K02884	ypc:BZ23_319
ko:K07283	ypc:BZ23_320
ko:K07792	ypc:BZ23_321
ko:K02477	ypc:BZ23_322
ko:K01626	ypc:BZ23_323
ko:K14187	ypc:BZ23_324
ko:K14170	ypc:BZ23_325
ko:K07491	ypc:BZ23_326
ko:K05809	ypc:BZ23_361
ko:K05807	ypc:BZ23_362
ko:K06180	ypc:BZ23_363
ko:K05810	ypc:BZ23_364
ko:K03695	ypc:BZ23_365
ko:K05811	ypc:BZ23_372
ko:K00998	ypc:BZ23_373
ko:K05812	ypc:BZ23_375
ko:K03672	ypc:BZ23_376
ko:K03214	ypc:BZ23_377
ko:K03446	ypc:BZ23_378
ko:K03543	ypc:BZ23_379
ko:K15974	ypc:BZ23_380
ko:K02030	ypc:BZ23_388
ko:K02029	ypc:BZ23_389
ko:K02029	ypc:BZ23_390
ko:K02028	ypc:BZ23_391
ko:K02083	ypc:BZ23_393
ko:K14287	ypc:BZ23_395
ko:K08964	ypc:BZ23_396
ko:K09880	ypc:BZ23_397
ko:K08967	ypc:BZ23_398
ko:K08963	ypc:BZ23_399
ko:K00899	ypc:BZ23_400
ko:K06445	ypc:BZ23_405
ko:K03271	ypc:BZ23_406
ko:K00346	ypc:BZ23_409
ko:K00347	ypc:BZ23_410
ko:K00348	ypc:BZ23_411
ko:K00349	ypc:BZ23_412
ko:K00350	ypc:BZ23_413
ko:K00351	ypc:BZ23_414
ko:K03734	ypc:BZ23_415
ko:K05952	ypc:BZ23_416
ko:K02346	ypc:BZ23_418
ko:K01270	ypc:BZ23_419
ko:K00769	ypc:BZ23_423
ko:K11750	ypc:BZ23_424
ko:K11926	ypc:BZ23_425
ko:K00931	ypc:BZ23_426
ko:K00147	ypc:BZ23_427
ko:K00891	ypc:BZ23_432
ko:K09913	ypc:BZ23_433
ko:K03554	ypc:BZ23_434
ko:K00847	ypc:BZ23_435
ko:K03547	ypc:BZ23_437
ko:K07657	ypc:BZ23_438
ko:K07636	ypc:BZ23_439
ko:K02040	ypc:BZ23_440
ko:K03311	ypc:BZ23_441
ko:K11736	ypc:BZ23_442
ko:K01187	ypc:BZ23_443
ko:K00681	ypc:BZ23_445
ko:K03386	ypc:BZ23_446
ko:K08682	ypc:BZ23_447
ko:K07568	ypc:BZ23_448
ko:K00773	ypc:BZ23_449
ko:K03210	ypc:BZ23_450
ko:K03072	ypc:BZ23_451
ko:K03074	ypc:BZ23_452
ko:K07738	ypc:BZ23_454
ko:K11752	ypc:BZ23_455
ko:K00794	ypc:BZ23_456
ko:K03625	ypc:BZ23_457
ko:K00946	ypc:BZ23_458
ko:K01095	ypc:BZ23_459
ko:K01662	ypc:BZ23_460
ko:K00795	ypc:BZ23_461
ko:K03602	ypc:BZ23_462
ko:K03151	ypc:BZ23_463
ko:K03152	ypc:BZ23_464
ko:K00077	ypc:BZ23_465
ko:K09767	ypc:BZ23_466
ko:K02300	ypc:BZ23_469
ko:K02299	ypc:BZ23_470
ko:K02298	ypc:BZ23_471
ko:K02297	ypc:BZ23_472
ko:K08218	ypc:BZ23_474
ko:K07286	ypc:BZ23_475
ko:K05527	ypc:BZ23_476
ko:K03545	ypc:BZ23_478
ko:K01358	ypc:BZ23_479
ko:K03544	ypc:BZ23_480
ko:K01338	ypc:BZ23_481
ko:K03530	ypc:BZ23_482
ko:K03770	ypc:BZ23_483
ko:K02237	ypc:BZ23_484
ko:K12500	ypc:BZ23_485
ko:K06920	ypc:BZ23_486
ko:K11938	ypc:BZ23_488
ko:K01738	ypc:BZ23_489
ko:K05800	ypc:BZ23_490
ko:K18889	ypc:BZ23_491
ko:K18890	ypc:BZ23_492
ko:K04752	ypc:BZ23_493
ko:K03320	ypc:BZ23_494
ko:K10805	ypc:BZ23_495
ko:K09914	ypc:BZ23_496
ko:K07443	ypc:BZ23_497
ko:K05839	ypc:BZ23_498
ko:K02919	ypc:BZ23_501
ko:K02909	ypc:BZ23_502
ko:K18138	ypc:BZ23_503
ko:K03585	ypc:BZ23_504
ko:K03577	ypc:BZ23_505
ko:K06039	ypc:BZ23_506
ko:K05802	ypc:BZ23_507
ko:K04067	ypc:BZ23_508
ko:K09790	ypc:BZ23_509
ko:K00759	ypc:BZ23_510
ko:K02343	ypc:BZ23_511
ko:K09747	ypc:BZ23_512
ko:K06187	ypc:BZ23_513
ko:K04079	ypc:BZ23_514
ko:K00939	ypc:BZ23_515
ko:K01772	ypc:BZ23_516
ko:K00523	ypc:BZ23_517
ko:K00978	ypc:BZ23_518
ko:K01709	ypc:BZ23_519
ko:K12452	ypc:BZ23_520
ko:K01711	ypc:BZ23_529
ko:K07031	ypc:BZ23_530
ko:K03271	ypc:BZ23_531
ko:K03273	ypc:BZ23_533
ko:K00892	ypc:BZ23_536
ko:K03455	ypc:BZ23_537
ko:K08223	ypc:BZ23_538
ko:K11751	ypc:BZ23_539
ko:K03976	ypc:BZ23_543
ko:K09973	ypc:BZ23_544
ko:K17686	ypc:BZ23_545
ko:K07340	ypc:BZ23_547
ko:K05838	ypc:BZ23_549
ko:K10804	ypc:BZ23_551
ko:K02003	ypc:BZ23_552
ko:K02004	ypc:BZ23_553
ko:K01589	ypc:BZ23_554
ko:K01588	ypc:BZ23_555
ko:K03269	ypc:BZ23_556
ko:K03768	ypc:BZ23_557
ko:K01883	ypc:BZ23_558
ko:K14761	ypc:BZ23_559
ko:K01491	ypc:BZ23_560
ko:K00981	ypc:BZ23_568
ko:K06221	ypc:BZ23_577
ko:K05349	ypc:BZ23_579
ko:K06182	ypc:BZ23_582
ko:K18850	ypc:BZ23_583
ko:K06887	ypc:BZ23_587
ko:K07724	ypc:BZ23_593
ko:K05367	ypc:BZ23_594
ko:K07491	ypc:BZ23_596
ko:K06894	ypc:BZ23_597
ko:K00140	ypc:BZ23_599
ko:K03336	ypc:BZ23_600
ko:K00010	ypc:BZ23_601
ko:K17208	ypc:BZ23_602
ko:K17210	ypc:BZ23_603
ko:K17209	ypc:BZ23_604
ko:K03338	ypc:BZ23_606
ko:K03335	ypc:BZ23_607
ko:K03337	ypc:BZ23_608
ko:K06147	ypc:BZ23_610
ko:K03704	ypc:BZ23_616
ko:K06199	ypc:BZ23_617
ko:K03425	ypc:BZ23_618
ko:K03644	ypc:BZ23_619
ko:K03801	ypc:BZ23_620
ko:K09158	ypc:BZ23_621
ko:K07258	ypc:BZ23_622
ko:K03642	ypc:BZ23_623
ko:K05837	ypc:BZ23_624
