ko:K08744	mtut:HKBT1_1911
ko:K07042	mtut:HKBT1_2497
ko:K09761	mtut:HKBT1_2502
ko:K03686	mtut:HKBT1_2503
ko:K00215	mtut:HKBT1_2918
ko:K07044	mtut:HKBT1_2922
ko:K00259	mtut:HKBT1_2925
ko:K00459	mtut:HKBT1_2926
ko:K00962	mtut:HKBT1_2928
ko:K02956	mtut:HKBT1_2930
ko:K11753	mtut:HKBT1_2931
ko:K03709	mtut:HKBT1_2933
ko:K03177	mtut:HKBT1_2938
ko:K06978	mtut:HKBT1_2945
ko:K09118	mtut:HKBT1_3362
ko:K07177	mtut:HKBT1_3363
ko:K03657	mtut:HKBT1_3369
ko:K10716	mtut:HKBT1_3372
ko:K03657	mtut:HKBT1_3373
ko:K04567	mtut:HKBT1_3800
ko:K03525	mtut:HKBT1_3801
ko:K01579	mtut:HKBT1_3802
ko:K01918	mtut:HKBT1_3803
ko:K00950	mtut:HKBT1_3807
ko:K01633	mtut:HKBT1_3808
ko:K00796	mtut:HKBT1_3809
ko:K01495	mtut:HKBT1_3810
ko:K03798	mtut:HKBT1_3811
ko:K14733	mtut:HKBT1_3819
ko:K09807	mtut:HKBT1_3824
ko:K01692	mtut:HKBT1_1131
ko:K01692	mtut:HKBT1_1132
ko:K00626	mtut:HKBT1_1135
ko:K01697	mtut:HKBT1_1138
ko:K01739	mtut:HKBT1_1140
ko:K03624	mtut:HKBT1_1141
ko:K18455	mtut:HKBT1_1143
ko:K06888	mtut:HKBT1_1145
ko:K11068	mtut:HKBT1_1147
ko:K12503	mtut:HKBT1_1148
ko:K00867	mtut:HKBT1_1157
ko:K00600	mtut:HKBT1_1158
ko:K03922	mtut:HKBT1_1159
ko:K07175	mtut:HKBT1_1160
ko:K01679	mtut:HKBT1_1163
ko:K02446	mtut:HKBT1_1165
ko:K16045	mtut:HKBT1_1172
ko:K03602	mtut:HKBT1_1173
ko:K03601	mtut:HKBT1_1174
ko:K03527	mtut:HKBT1_1176
ko:K06942	mtut:HKBT1_1178
ko:K00666	mtut:HKBT1_2019
ko:K09166	mtut:HKBT1_2021
ko:K11065	mtut:HKBT1_2026
ko:K01692	mtut:HKBT1_2029
ko:K14652	mtut:HKBT1_2034
ko:K02066	mtut:HKBT1_2059
ko:K02066	mtut:HKBT1_2060
ko:K02067	mtut:HKBT1_2061
ko:K02067	mtut:HKBT1_2062
ko:K02067	mtut:HKBT1_2063
ko:K02067	mtut:HKBT1_2064
ko:K02067	mtut:HKBT1_2065
ko:K18481	mtut:HKBT1_2066
ko:K18481	mtut:HKBT1_2067
ko:K03705	mtut:HKBT1_2504
ko:K04793	mtut:HKBT1_2508
ko:K04792	mtut:HKBT1_2509
ko:K04789	mtut:HKBT1_2510
ko:K04791	mtut:HKBT1_2511
ko:K04790	mtut:HKBT1_2512
ko:K04788	mtut:HKBT1_2513
ko:K04787	mtut:HKBT1_2514
ko:K04781	mtut:HKBT1_2516
ko:K07086	mtut:HKBT1_2518
ko:K18481	mtut:HKBT1_2521
ko:K00392	mtut:HKBT1_2522
ko:K00390	mtut:HKBT1_2523
ko:K02045	mtut:HKBT1_2529
ko:K02047	mtut:HKBT1_2530
ko:K09002	mtut:HKBT1_2963
ko:K01692	mtut:HKBT1_2974
ko:K05816	mtut:HKBT1_2975
ko:K03426	mtut:HKBT1_3371
ko:K02361	mtut:HKBT1_3389
ko:K03088	mtut:HKBT1_3398
ko:K06949	mtut:HKBT1_3405
ko:K00508	mtut:HKBT1_3406
ko:K03455	mtut:HKBT1_3412
ko:K00760	mtut:HKBT1_3825
ko:K04075	mtut:HKBT1_3826
ko:K07259	mtut:HKBT1_3828
ko:K01507	mtut:HKBT1_3829
ko:K09799	mtut:HKBT1_3830
ko:K09153	mtut:HKBT1_3833
ko:K01784	mtut:HKBT1_3835
ko:K04095	mtut:HKBT1_3842
ko:K02341	mtut:HKBT1_3846
ko:K03168	mtut:HKBT1_3848
ko:K03704	mtut:HKBT1_3850
ko:K06877	mtut:HKBT1_3851
ko:K14218	mtut:HKBT1_t02
ko:K14218	mtut:HKBT1_t15
ko:K14228	mtut:HKBT1_t17
ko:K14228	mtut:HKBT1_t19
ko:K14228	mtut:HKBT1_t22
ko:K14225	mtut:HKBT1_t27
ko:K14225	mtut:HKBT1_t32
ko:K14224	mtut:HKBT1_t11
ko:K14221	mtut:HKBT1_t12
ko:K14231	mtut:HKBT1_t13
ko:K14219	mtut:HKBT1_t14
ko:K14223	mtut:HKBT1_t16
ko:K14223	mtut:HKBT1_t36
ko:K00681	mtut:HKBT1_2525
ko:K14227	mtut:HKBT1_t01
ko:K14228	mtut:HKBT1_t03
ko:K14225	mtut:HKBT1_t04
ko:K14236	mtut:HKBT1_t05
ko:K14234	mtut:HKBT1_t06
ko:K14230	mtut:HKBT1_t07
ko:K14235	mtut:HKBT1_t08
ko:K14234	mtut:HKBT1_t09
ko:K14234	mtut:HKBT1_t39
ko:K14230	mtut:HKBT1_t24
ko:K14230	mtut:HKBT1_t38
ko:K14229	mtut:HKBT1_t10
ko:K14229	mtut:HKBT1_t30
ko:K14219	mtut:HKBT1_t18
ko:K14219	mtut:HKBT1_t28
ko:K14219	mtut:HKBT1_t43
ko:K01977	mtut:HKBT1_r01
ko:K01980	mtut:HKBT1_r02
ko:K01985	mtut:HKBT1_r03
ko:K14232	mtut:HKBT1_t21
ko:K14237	mtut:HKBT1_t23
ko:K14237	mtut:HKBT1_t31
ko:K14220	mtut:HKBT1_t25
ko:K14226	mtut:HKBT1_t29
ko:K14222	mtut:HKBT1_t33
ko:K14218	mtut:HKBT1_t37
ko:K14233	mtut:HKBT1_t41
ko:K14228	mtut:HKBT1_t20
ko:K14232	mtut:HKBT1_t26
ko:K14232	mtut:HKBT1_t40
ko:K14237	mtut:HKBT1_t34
ko:K14233	mtut:HKBT1_t42
ko:K14233	mtut:HKBT1_t44
ko:K14233	mtut:HKBT1_t45
ko:K14224	mtut:HKBT1_t35
ko:K03574	mtut:HKBT1_3135
ko:K14956	mtut:HKBT1_4089
ko:K22311	mtut:HKBT1_2754
ko:K18554	mtut:HKBT1_2781
ko:K18688	mtut:HKBT1_3716
ko:K12436	mtut:HKBT1_2163
ko:K12429	mtut:HKBT1_1269
ko:K07068	mtut:HKBT1_3743
ko:K07485	mtut:HKBT1_1394
ko:K07497	mtut:HKBT1_3981
ko:K17484	mtut:HKBT1_2399
ko:K18687	mtut:HKBT1_3762
ko:K07171	mtut:HKBT1_2790
ko:K01990	mtut:HKBT1_3992
ko:K01992	mtut:HKBT1_3994
ko:K21672	mtut:HKBT1_0974
ko:K18851	mtut:HKBT1_0139
ko:K18917	mtut:HKBT1_3370
ko:K18955	mtut:HKBT1_3607
ko:K18913	mtut:HKBT1_3905
ko:K18955	mtut:HKBT1_3393
ko:K07481	mtut:HKBT1_1089
ko:K07171	mtut:HKBT1_1593
ko:K07171	mtut:HKBT1_2036
ko:K07171	mtut:HKBT1_2178
ko:K07171	mtut:HKBT1_3254
ko:K04565	mtut:HKBT1_0449
ko:K03111	mtut:HKBT1_0059
ko:K18851	mtut:HKBT1_4016
ko:K07171	mtut:HKBT1_2946
ko:K18851	mtut:HKBT1_1975
ko:K10747	mtut:HKBT1_3217
ko:K18894	mtut:HKBT1_0210
ko:K01971	mtut:HKBT1_0986
ko:K18955	mtut:HKBT1_3886
ko:K18851	mtut:HKBT1_0996
ko:K18911	mtut:HKBT1_3906
ko:K18912	mtut:HKBT1_3908
ko:K03497	mtut:HKBT1_4132
ko:K03496	mtut:HKBT1_4133
ko:K03496	mtut:HKBT1_1800
ko:K03496	mtut:HKBT1_3387
ko:K03111	mtut:HKBT1_2617
ko:K03976	mtut:HKBT1_3401
ko:K07492	mtut:HKBT1_1098
ko:K07496	mtut:HKBT1_0970
ko:K07496	mtut:HKBT1_2936
ko:K07496	mtut:HKBT1_3030
ko:K07496	mtut:HKBT1_3128
ko:K07496	mtut:HKBT1_4040
ko:K07497	mtut:HKBT1_2958
ko:K03325	mtut:HKBT1_2788
ko:K03741	mtut:HKBT1_2788
ko:K07481	mtut:HKBT1_3109
ko:K07481	mtut:HKBT1_3577
ko:K07481	mtut:HKBT1_3576
ko:K07497	mtut:HKBT1_3173
ko:K03822	mtut:HKBT1_1773
ko:K07064	mtut:HKBT1_2745
ko:K00335	mtut:HKBT1_3314
ko:K07064	mtut:HKBT1_3347
ko:K02483	mtut:HKBT1_3974
ko:K00249	mtut:HKBT1_0141
ko:K00249	mtut:HKBT1_0167
ko:K07497	mtut:HKBT1_0003
ko:K07497	mtut:HKBT1_0837
ko:K07497	mtut:HKBT1_1204
ko:K07497	mtut:HKBT1_1458
ko:K07497	mtut:HKBT1_1563
ko:K07064	mtut:HKBT1_0257
ko:K06893	mtut:HKBT1_0039
ko:K07064	mtut:HKBT1_0646
ko:K00249	mtut:HKBT1_0247
ko:K00249	mtut:HKBT1_1025
ko:K00249	mtut:HKBT1_3304
ko:K00529	mtut:HKBT1_1958
ko:K00001	mtut:HKBT1_0178
ko:K00001	mtut:HKBT1_1631
ko:K02113	mtut:HKBT1_1388
ko:K02109	mtut:HKBT1_1388
ko:K07497	mtut:HKBT1_1851
ko:K07497	mtut:HKBT1_2009
ko:K07497	mtut:HKBT1_2125
ko:K07497	mtut:HKBT1_2223
ko:K07497	mtut:HKBT1_2483
ko:K07497	mtut:HKBT1_3288
ko:K07497	mtut:HKBT1_3345
ko:K07497	mtut:HKBT1_3510
ko:K07497	mtut:HKBT1_3572
ko:K07497	mtut:HKBT1_3622
ko:K07485	mtut:HKBT1_0778
ko:K02483	mtut:HKBT1_0796
ko:K01822	mtut:HKBT1_0799
ko:K01046	mtut:HKBT1_3253
ko:K12431	mtut:HKBT1_4038
ko:K12435	mtut:HKBT1_1752
ko:K12439	mtut:HKBT1_1753
ko:K01239	mtut:HKBT1_3583
ko:K01768	mtut:HKBT1_1343
ko:K01768	mtut:HKBT1_1400
ko:K01768	mtut:HKBT1_1402
ko:K01768	mtut:HKBT1_1403
ko:K01768	mtut:HKBT1_1714
ko:K01768	mtut:HKBT1_3847
ko:K14215	mtut:HKBT1_2491
ko:K00020	mtut:HKBT1_0789
ko:K07064	mtut:HKBT1_1320
ko:K00336	mtut:HKBT1_3315
ko:K07064	mtut:HKBT1_2055
ko:K16233	mtut:HKBT1_1461
ko:K05898	mtut:HKBT1_3738
ko:K01436	mtut:HKBT1_3483
ko:K17483	mtut:HKBT1_2400
ko:K03892	mtut:HKBT1_2787
ko:K07100	mtut:HKBT1_2263
ko:K07064	mtut:HKBT1_2671
ko:K07064	mtut:HKBT1_3574
ko:K13572	mtut:HKBT1_2213
ko:K16191	mtut:HKBT1_0945
ko:K00344	mtut:HKBT1_0160
ko:K00344	mtut:HKBT1_1548
ko:K12954	mtut:HKBT1_2097
ko:K13670	mtut:HKBT1_1599
ko:K16193	mtut:HKBT1_0947
ko:K16048	mtut:HKBT1_3769
ko:K08095	mtut:HKBT1_2086
ko:K08095	mtut:HKBT1_3655
ko:K08095	mtut:HKBT1_2421
ko:K07450	mtut:HKBT1_0969
ko:K07482	mtut:HKBT1_3358
ko:K03761	mtut:HKBT1_3677
ko:K07483	mtut:HKBT1_0836
ko:K07483	mtut:HKBT1_0002
ko:K07483	mtut:HKBT1_2010
ko:K07483	mtut:HKBT1_2484
ko:K07483	mtut:HKBT1_2960
ko:K07483	mtut:HKBT1_1205
ko:K07483	mtut:HKBT1_2126
ko:K07483	mtut:HKBT1_3511
ko:K07483	mtut:HKBT1_1459
ko:K07483	mtut:HKBT1_2222
ko:K07483	mtut:HKBT1_3571
ko:K07483	mtut:HKBT1_1564
ko:K07483	mtut:HKBT1_3172
ko:K07483	mtut:HKBT1_3289
ko:K07483	mtut:HKBT1_1852
ko:K07483	mtut:HKBT1_3346
ko:K07497	mtut:HKBT1_2961
ko:K07493	mtut:HKBT1_1105
ko:K07493	mtut:HKBT1_1275
ko:K07493	mtut:HKBT1_2652
ko:K07493	mtut:HKBT1_3177
ko:K07493	mtut:HKBT1_3272
ko:K07481	mtut:HKBT1_1088
ko:K07481	mtut:HKBT1_1090
ko:K00370	mtut:HKBT1_1831
ko:K03526	mtut:HKBT1_3013
ko:K07746	mtut:HKBT1_2054
ko:K08299	mtut:HKBT1_1208
ko:K19092	mtut:HKBT1_2052
ko:K00273	mtut:HKBT1_1996
ko:K19221	mtut:HKBT1_2992
ko:K19159	mtut:HKBT1_3545
ko:K19138	mtut:HKBT1_2964
ko:K16192	mtut:HKBT1_0946
ko:K06893	mtut:HKBT1_0152
ko:K07064	mtut:HKBT1_0693
ko:K07064	mtut:HKBT1_3017
ko:K19093	mtut:HKBT1_2261
ko:K00798	mtut:HKBT1_1395
ko:K19158	mtut:HKBT1_3546
ko:K07064	mtut:HKBT1_0294
ko:K01865	mtut:HKBT1_3233
ko:K07492	mtut:HKBT1_1224
ko:K07016	mtut:HKBT1_2965
ko:K01710	mtut:HKBT1_3995
ko:K01710	mtut:HKBT1_3667
ko:K00135	mtut:HKBT1_1825
ko:K07064	mtut:HKBT1_0786
ko:K07064	mtut:HKBT1_1927
ko:K07064	mtut:HKBT1_2633
ko:K07493	mtut:HKBT1_0968
ko:K19094	mtut:HKBT1_2262
ko:K03722	mtut:HKBT1_1413
ko:K01992	mtut:HKBT1_1776
ko:K07065	mtut:HKBT1_2692
ko:K00091	mtut:HKBT1_0150
ko:K07486	mtut:HKBT1_2122
ko:K17840	mtut:HKBT1_0279
ko:K07496	mtut:HKBT1_0870
ko:K07496	mtut:HKBT1_0633
ko:K07065	mtut:HKBT1_0608
ko:K02483	mtut:HKBT1_0629
ko:K07497	mtut:HKBT1_3631
ko:K12952	mtut:HKBT1_0954
ko:K07098	mtut:HKBT1_3888
ko:K15856	mtut:HKBT1_0121
ko:K08884	mtut:HKBT1_1841
ko:K07064	mtut:HKBT1_2219
ko:K19686	mtut:HKBT1_2903
ko:K19686	mtut:HKBT1_0654
ko:K19686	mtut:HKBT1_0636
ko:K19687	mtut:HKBT1_0653
ko:K19687	mtut:HKBT1_1835
ko:K19710	mtut:HKBT1_2756
ko:K19687	mtut:HKBT1_0635
ko:K19686	mtut:HKBT1_2083
ko:K19687	mtut:HKBT1_2084
ko:K19686	mtut:HKBT1_1836
ko:K15510	mtut:HKBT1_0423
ko:K07682	mtut:HKBT1_3295
ko:K12132	mtut:HKBT1_0019
ko:K12132	mtut:HKBT1_2205
ko:K12132	mtut:HKBT1_0020
ko:K20074	mtut:HKBT1_0023
ko:K20467	mtut:HKBT1_0219
ko:K22552	mtut:HKBT1_0889
ko:K03636	mtut:HKBT1_1419
ko:K20469	mtut:HKBT1_0221
ko:K20497	mtut:HKBT1_2390
ko:K20470	mtut:HKBT1_0222
ko:K07695	mtut:HKBT1_3296
ko:K20466	mtut:HKBT1_0218
ko:K20468	mtut:HKBT1_0220
ko:K01179	mtut:HKBT1_0067
ko:K01179	mtut:HKBT1_1154
ko:K01179	mtut:HKBT1_1155
ko:K01214	mtut:HKBT1_1667
ko:K20814	mtut:HKBT1_2229
ko:K07054	mtut:HKBT1_0436
ko:K21059	mtut:HKBT1_3096
ko:K01768	mtut:HKBT1_1401
ko:K21071	mtut:HKBT1_3162
ko:K21140	mtut:HKBT1_1418
ko:K21014	mtut:HKBT1_0313
ko:K00821	mtut:HKBT1_1745
ko:K21119	mtut:HKBT1_1334
ko:K21147	mtut:HKBT1_3379
ko:K21142	mtut:HKBT1_3276
ko:K21199	mtut:HKBT1_2392
ko:K00526	mtut:HKBT1_3203
ko:K00526	mtut:HKBT1_0249
ko:K00526	mtut:HKBT1_2082
ko:K02335	mtut:HKBT1_1718
ko:K00525	mtut:HKBT1_3206
ko:K06217	mtut:HKBT1_2498
ko:K07465	mtut:HKBT1_2236
ko:K06904	mtut:HKBT1_2795
ko:K06191	mtut:HKBT1_3208
ko:K01520	mtut:HKBT1_2840
ko:K03553	mtut:HKBT1_2880
ko:K02316	mtut:HKBT1_2472
ko:K03465	mtut:HKBT1_2898
ko:K00287	mtut:HKBT1_2907
ko:K00560	mtut:HKBT1_2908
ko:K02314	mtut:HKBT1_0063
ko:K08884	mtut:HKBT1_2294
ko:K21302	mtut:HKBT1_3488
ko:K05364	mtut:HKBT1_0021
ko:K21142	mtut:HKBT1_3503
ko:K22468	mtut:HKBT1_3409
ko:K08884	mtut:HKBT1_0979
ko:K06954	mtut:HKBT1_0466
ko:K07027	mtut:HKBT1_0611
ko:K00257	mtut:HKBT1_1430
ko:K21147	mtut:HKBT1_3273
ko:K21148	mtut:HKBT1_1420
ko:K03636	mtut:HKBT1_0911
ko:K05375	mtut:HKBT1_2507
ko:K07133	mtut:HKBT1_3472
ko:K00525	mtut:HKBT1_0594
ko:K21200	mtut:HKBT1_1866
ko:K21310	mtut:HKBT1_3414
ko:K00632	mtut:HKBT1_2935
ko:K21397	mtut:HKBT1_1842
ko:K21473	mtut:HKBT1_1574
ko:K03651	mtut:HKBT1_0847
ko:K21474	mtut:HKBT1_1575
ko:K21401	mtut:HKBT1_0585
ko:K21481	mtut:HKBT1_3794
ko:K21495	mtut:HKBT1_2046
ko:K21609	mtut:HKBT1_0202
ko:K21687	mtut:HKBT1_0910
ko:K21600	mtut:HKBT1_1017
ko:K21600	mtut:HKBT1_0206
ko:K10914	mtut:HKBT1_3879
ko:K21608	mtut:HKBT1_0890
ko:K21691	mtut:HKBT1_2589
ko:K21672	mtut:HKBT1_1120
ko:K21686	mtut:HKBT1_1196
ko:K21689	mtut:HKBT1_1973
ko:K21690	mtut:HKBT1_2520
ko:K21884	mtut:HKBT1_1765
ko:K21885	mtut:HKBT1_2099
ko:K21886	mtut:HKBT1_3953
ko:K21929	mtut:HKBT1_1337
ko:K21887	mtut:HKBT1_3952
ko:K21961	mtut:HKBT1_4070
ko:K21992	mtut:HKBT1_1431
ko:K21962	mtut:HKBT1_1571
ko:K22027	mtut:HKBT1_3250
ko:K00936	mtut:HKBT1_3394
ko:K22010	mtut:HKBT1_1715
ko:K22044	mtut:HKBT1_3261
ko:K22107	mtut:HKBT1_3776
ko:K03595	mtut:HKBT1_2494
ko:K22108	mtut:HKBT1_3758
ko:K17758	mtut:HKBT1_3636
ko:K17759	mtut:HKBT1_3636
ko:K22297	mtut:HKBT1_2001
ko:K22306	mtut:HKBT1_2554
ko:K02257	mtut:HKBT1_1544
ko:K22336	mtut:HKBT1_4053
ko:K01563	mtut:HKBT1_2721
ko:K01563	mtut:HKBT1_2416
ko:K13775	mtut:HKBT1_3399
ko:K05606	mtut:HKBT1_1406
ko:K18688	mtut:HKBT1_3714
ko:K01563	mtut:HKBT1_1922
ko:K22295	mtut:HKBT1_3596
ko:K22298	mtut:HKBT1_2488
ko:K01551	mtut:HKBT1_2303
ko:K22303	mtut:HKBT1_3597
ko:K03181	mtut:HKBT1_3095
ko:K11206	mtut:HKBT1_0500
ko:K01934	mtut:HKBT1_1042
ko:K15510	mtut:HKBT1_0142
ko:K19302	mtut:HKBT1_0325
ko:K07141	mtut:HKBT1_0361
ko:K00728	mtut:HKBT1_1054
ko:K08300	mtut:HKBT1_2583
ko:K08301	mtut:HKBT1_2583
ko:K07566	mtut:HKBT1_1382
