ko:K01006	lmw:LMOSLCC2755_1928
ko:K07658	lmw:LMOSLCC2755_2507
ko:K02242	lmw:LMOSLCC2755_2518
ko:K02240	lmw:LMOSLCC2755_2519
ko:K07692	lmw:LMOSLCC2755_2521
ko:K02549	lmw:LMOSLCC2755_2526
ko:K02851	lmw:LMOSLCC2755_0960
ko:K07404	lmw:LMOSLCC2755_0563
ko:K01523	lmw:LMOSLCC2755_0566
ko:K01496	lmw:LMOSLCC2755_0567
ko:K03492	lmw:LMOSLCC2755_0580
ko:K07030	lmw:LMOSLCC2755_0596
ko:K10947	lmw:LMOSLCC2755_0605
ko:K01934	lmw:LMOSLCC2755_1338
ko:K00845	lmw:LMOSLCC2755_1341
ko:K02249	lmw:LMOSLCC2755_1343
ko:K02248	lmw:LMOSLCC2755_1344
ko:K02246	lmw:LMOSLCC2755_1346
ko:K02245	lmw:LMOSLCC2755_1347
ko:K02244	lmw:LMOSLCC2755_1348
ko:K02243	lmw:LMOSLCC2755_1349
ko:K01262	lmw:LMOSLCC2755_1356
ko:K00929	lmw:LMOSLCC2755_1372
ko:K00033	lmw:LMOSLCC2755_1379
ko:K01619	lmw:LMOSLCC2755_2048
ko:K02793	lmw:LMOSLCC2755_2050
ko:K07720	lmw:LMOSLCC2755_2063
ko:K09704	lmw:LMOSLCC2755_2066
ko:K01191	lmw:LMOSLCC2755_2067
ko:K01191	lmw:LMOSLCC2755_2068
ko:K07105	lmw:LMOSLCC2755_2074
ko:K06147	lmw:LMOSLCC2755_0613
ko:K06147	lmw:LMOSLCC2755_0614
ko:K07025	lmw:LMOSLCC2755_0642
ko:K03294	lmw:LMOSLCC2755_0654
ko:K07104	lmw:LMOSLCC2755_0655
ko:K01823	lmw:LMOSLCC2755_1386
ko:K02056	lmw:LMOSLCC2755_1393
ko:K00059	lmw:LMOSLCC2755_1398
ko:K02443	lmw:LMOSLCC2755_1409
ko:K00626	lmw:LMOSLCC2755_1419
ko:K01641	lmw:LMOSLCC2755_1420
ko:K06902	lmw:LMOSLCC2755_1422
ko:K05845	lmw:LMOSLCC2755_1427
ko:K05846	lmw:LMOSLCC2755_1427
ko:K08724	lmw:LMOSLCC2755_2101
ko:K08152	lmw:LMOSLCC2755_2105
ko:K07177	lmw:LMOSLCC2755_2113
ko:K07457	lmw:LMOSLCC2755_0667
ko:K06948	lmw:LMOSLCC2755_1497
ko:K07052	lmw:LMOSLCC2755_2133
ko:K06889	lmw:LMOSLCC2755_2137
ko:K01409	lmw:LMOSLCC2755_2138
ko:K05020	lmw:LMOSLCC2755_2155
ko:K00882	lmw:LMOSLCC2755_2158
ko:K02775	lmw:LMOSLCC2755_2159
ko:K00625	lmw:LMOSLCC2755_2166
ko:K07098	lmw:LMOSLCC2755_2170
ko:K02004	lmw:LMOSLCC2755_2179
ko:K00575	lmw:LMOSLCC2755_0696
ko:K00383	lmw:LMOSLCC2755_1438
ko:K07533	lmw:LMOSLCC2755_1449
ko:K02076	lmw:LMOSLCC2755_1450
ko:K15986	lmw:LMOSLCC2755_1453
ko:K01489	lmw:LMOSLCC2755_1468
ko:K00158	lmw:LMOSLCC2755_0735
ko:K03406	lmw:LMOSLCC2755_0736
ko:K02238	lmw:LMOSLCC2755_1487
ko:K01243	lmw:LMOSLCC2755_1500
ko:K02004	lmw:LMOSLCC2755_1513
ko:K00691	lmw:LMOSLCC2755_2185
ko:K07052	lmw:LMOSLCC2755_2192
ko:K07035	lmw:LMOSLCC2755_2212
ko:K07098	lmw:LMOSLCC2755_0764
ko:K09704	lmw:LMOSLCC2755_0766
ko:K02795	lmw:LMOSLCC2755_0782
ko:K02793	lmw:LMOSLCC2755_0784
ko:K03976	lmw:LMOSLCC2755_0791
ko:K03316	lmw:LMOSLCC2755_0803
ko:K11072	lmw:LMOSLCC2755_0807
ko:K01674	lmw:LMOSLCC2755_0811
ko:K00016	lmw:LMOSLCC2755_1541
ko:K04518	lmw:LMOSLCC2755_1543
ko:K07584	lmw:LMOSLCC2755_1548
ko:K02236	lmw:LMOSLCC2755_1557
ko:K01719	lmw:LMOSLCC2755_1563
ko:K01759	lmw:LMOSLCC2755_2235
ko:K01026	lmw:LMOSLCC2755_2239
ko:K10823	lmw:LMOSLCC2755_2260
ko:K15583	lmw:LMOSLCC2755_2261
ko:K15582	lmw:LMOSLCC2755_2262
ko:K06201	lmw:LMOSLCC2755_0026
ko:K02755	lmw:LMOSLCC2755_0027
ko:K02756	lmw:LMOSLCC2755_0027
ko:K02757	lmw:LMOSLCC2755_0027
ko:K01478	lmw:LMOSLCC2755_0048
ko:K07706	lmw:LMOSLCC2755_0055
ko:K11071	lmw:LMOSLCC2755_0808
ko:K11069	lmw:LMOSLCC2755_0810
ko:K02371	lmw:LMOSLCC2755_0814
ko:K01426	lmw:LMOSLCC2755_0847
ko:K02025	lmw:LMOSLCC2755_0858
ko:K11144	lmw:LMOSLCC2755_1568
ko:K03346	lmw:LMOSLCC2755_1569
ko:K10563	lmw:LMOSLCC2755_1572
ko:K06286	lmw:LMOSLCC2755_1603
ko:K06976	lmw:LMOSLCC2755_2277
ko:K00054	lmw:LMOSLCC2755_0825
ko:K07533	lmw:LMOSLCC2755_2287
ko:K03698	lmw:LMOSLCC2755_2288
ko:K01679	lmw:LMOSLCC2755_2293
ko:K12555	lmw:LMOSLCC2755_2297
ko:K06147	lmw:LMOSLCC2755_0835
ko:K07784	lmw:LMOSLCC2755_0836
ko:K02793	lmw:LMOSLCC2755_0103
ko:K02794	lmw:LMOSLCC2755_0103
ko:K02795	lmw:LMOSLCC2755_0104
ko:K06147	lmw:LMOSLCC2755_0119
ko:K09167	lmw:LMOSLCC2755_0881
ko:K08981	lmw:LMOSLCC2755_0882
ko:K07315	lmw:LMOSLCC2755_0891
ko:K06147	lmw:LMOSLCC2755_0120
ko:K03090	lmw:LMOSLCC2755_0894
ko:K05518	lmw:LMOSLCC2755_0895
ko:K03095	lmw:LMOSLCC2755_0898
ko:K03492	lmw:LMOSLCC2755_0903
ko:K01439	lmw:LMOSLCC2755_1630
ko:K06889	lmw:LMOSLCC2755_2329
ko:K00882	lmw:LMOSLCC2755_2340
ko:K03436	lmw:LMOSLCC2755_2341
ko:K01372	lmw:LMOSLCC2755_2342
ko:K06183	lmw:LMOSLCC2755_2346
ko:K01226	lmw:LMOSLCC2755_0860
ko:K01081	lmw:LMOSLCC2755_0142
ko:K00088	lmw:LMOSLCC2755_0144
ko:K02035	lmw:LMOSLCC2755_0147
ko:K02033	lmw:LMOSLCC2755_0148
ko:K02035	lmw:LMOSLCC2755_0154
ko:K09815	lmw:LMOSLCC2755_0156
ko:K00383	lmw:LMOSLCC2755_0907
ko:K00135	lmw:LMOSLCC2755_0914
ko:K03491	lmw:LMOSLCC2755_0919
ko:K00867	lmw:LMOSLCC2755_0923
ko:K01104	lmw:LMOSLCC2755_0940
ko:K00016	lmw:LMOSLCC2755_1679
ko:K09815	lmw:LMOSLCC2755_1683
ko:K08680	lmw:LMOSLCC2755_1686
ko:K02552	lmw:LMOSLCC2755_1688
ko:K01760	lmw:LMOSLCC2755_1691
ko:K02564	lmw:LMOSLCC2755_2363
ko:K01580	lmw:LMOSLCC2755_2368
ko:K16644	lmw:LMOSLCC2755_0203
ko:K07570	lmw:LMOSLCC2755_2374
ko:K02004	lmw:LMOSLCC2755_2376
ko:K03768	lmw:LMOSLCC2755_2381
ko:K05565	lmw:LMOSLCC2755_2383
ko:K05568	lmw:LMOSLCC2755_2386
ko:K01182	lmw:LMOSLCC2755_0183
ko:K03478	lmw:LMOSLCC2755_0190
ko:K09685	lmw:LMOSLCC2755_0191
ko:K02005	lmw:LMOSLCC2755_0192
ko:K02004	lmw:LMOSLCC2755_0194
ko:K01771	lmw:LMOSLCC2755_0200
ko:K11031	lmw:LMOSLCC2755_0201
ko:K07586	lmw:LMOSLCC2755_1699
ko:K00016	lmw:LMOSLCC2755_0208
ko:K05570	lmw:LMOSLCC2755_2388
ko:K00657	lmw:LMOSLCC2755_2406
ko:K02564	lmw:LMOSLCC2755_0958
ko:K07816	lmw:LMOSLCC2755_0968
ko:K00567	lmw:LMOSLCC2755_0998
ko:K04488	lmw:LMOSLCC2755_2415
ko:K03697	lmw:LMOSLCC2755_0999
ko:K09825	lmw:LMOSLCC2755_1695
ko:K15770	lmw:LMOSLCC2755_2190
ko:K05822	lmw:LMOSLCC2755_1013
ko:K06201	lmw:LMOSLCC2755_1020
ko:K11617	lmw:LMOSLCC2755_1023
ko:K11618	lmw:LMOSLCC2755_1024
ko:K03499	lmw:LMOSLCC2755_1025
ko:K02755	lmw:LMOSLCC2755_1037
ko:K02756	lmw:LMOSLCC2755_1037
ko:K02757	lmw:LMOSLCC2755_1037
ko:K02017	lmw:LMOSLCC2755_1041
ko:K03635	lmw:LMOSLCC2755_1046
ko:K01580	lmw:LMOSLCC2755_2437
ko:K03488	lmw:LMOSLCC2755_2439
ko:K07032	lmw:LMOSLCC2755_2440
ko:K06994	lmw:LMOSLCC2755_2467
ko:K09762	lmw:LMOSLCC2755_2477
ko:K01835	lmw:LMOSLCC2755_2480
ko:K03708	lmw:LMOSLCC2755_0227
ko:K09698	lmw:LMOSLCC2755_0235
ko:K00564	lmw:LMOSLCC2755_0249
ko:K01182	lmw:LMOSLCC2755_0255
ko:K07052	lmw:LMOSLCC2755_1000
ko:K11189	lmw:LMOSLCC2755_1004
ko:K08483	lmw:LMOSLCC2755_1005
ko:K00841	lmw:LMOSLCC2755_1008
ko:K15770	lmw:LMOSLCC2755_0252
ko:K15772	lmw:LMOSLCC2755_0254
ko:K01985	lmw:LMOSLCC2755rRNA03
ko:K01985	lmw:LMOSLCC2755rRNA07
ko:K01985	lmw:LMOSLCC2755rRNA16
ko:K01985	lmw:LMOSLCC2755rRNA13
ko:K01985	lmw:LMOSLCC2755rRNA06
ko:K01985	lmw:LMOSLCC2755rRNA10
ko:K13730	lmw:LMOSLCC2755_0439
ko:K13731	lmw:LMOSLCC2755_0440
ko:K07979	lmw:LMOSLCC2755_2309
ko:K15772	lmw:LMOSLCC2755_2188
ko:K15771	lmw:LMOSLCC2755_2189
ko:K16786	lmw:LMOSLCC2755_2614
ko:K02768	lmw:LMOSLCC2755_0431
ko:K02026	lmw:LMOSLCC2755_0179
ko:K02025	lmw:LMOSLCC2755_0767
ko:K16787	lmw:LMOSLCC2755_2613
ko:K16785	lmw:LMOSLCC2755_2612
ko:K09681	lmw:LMOSLCC2755_1793
ko:K00980	lmw:LMOSLCC2755_1087
ko:K16789	lmw:LMOSLCC2755_1434
ko:K01838	lmw:LMOSLCC2755_2852
ko:K02768	lmw:LMOSLCC2755_0406
ko:K02768	lmw:LMOSLCC2755_2203
ko:K02768	lmw:LMOSLCC2755_0638
ko:K02025	lmw:LMOSLCC2755_0178
ko:K13052	lmw:LMOSLCC2755_0215
ko:K10947	lmw:LMOSLCC2755_0732
ko:K03574	lmw:LMOSLCC2755_1631
ko:K16785	lmw:LMOSLCC2755_2648
ko:K03574	lmw:LMOSLCC2755_2373
ko:K09951	lmw:LMOSLCC2755_2605
ko:K02768	lmw:LMOSLCC2755_0359
ko:K11050	lmw:LMOSLCC2755_0988
ko:K16651	lmw:LMOSLCC2755_1162
ko:K02851	lmw:LMOSLCC2755_2525
ko:K16898	lmw:LMOSLCC2755_2334
ko:K00634	lmw:LMOSLCC2755_1371
ko:K01834	lmw:LMOSLCC2755_2273
ko:K02030	lmw:LMOSLCC2755_1796
ko:K14236	lmw:LMOSLCC2755tRNA43
ko:K14236	lmw:LMOSLCC2755tRNA52
ko:K14237	lmw:LMOSLCC2755tRNA67
ko:K02006	lmw:LMOSLCC2755_1199
ko:K01271	lmw:LMOSLCC2755_1586
ko:K14224	lmw:LMOSLCC2755tRNA14
ko:K14224	lmw:LMOSLCC2755tRNA18
ko:K14224	lmw:LMOSLCC2755tRNA57
ko:K14224	lmw:LMOSLCC2755tRNA41
ko:K14228	lmw:LMOSLCC2755tRNA05
ko:K14228	lmw:LMOSLCC2755tRNA35
ko:K14218	lmw:LMOSLCC2755tRNA10
ko:K14218	lmw:LMOSLCC2755tRNA65
ko:K14218	lmw:LMOSLCC2755tRNA30
ko:K14218	lmw:LMOSLCC2755tRNA60
ko:K14231	lmw:LMOSLCC2755tRNA24
ko:K14231	lmw:LMOSLCC2755tRNA53
ko:K02226	lmw:LMOSLCC2755_1141
ko:K11991	lmw:LMOSLCC2755_2742
ko:K10974	lmw:LMOSLCC2755_0462
ko:K02008	lmw:LMOSLCC2755_1198
ko:K14229	lmw:LMOSLCC2755tRNA01
ko:K14229	lmw:LMOSLCC2755tRNA04
ko:K14229	lmw:LMOSLCC2755tRNA45
ko:K14229	lmw:LMOSLCC2755tRNA36
ko:K01980	lmw:LMOSLCC2755rRNA02
ko:K01980	lmw:LMOSLCC2755rRNA11
ko:K01980	lmw:LMOSLCC2755rRNA05
ko:K01980	lmw:LMOSLCC2755rRNA17
ko:K01980	lmw:LMOSLCC2755rRNA08
ko:K01980	lmw:LMOSLCC2755rRNA14
ko:K14237	lmw:LMOSLCC2755tRNA02
ko:K14237	lmw:LMOSLCC2755tRNA38
ko:K14237	lmw:LMOSLCC2755tRNA56
ko:K14228	lmw:LMOSLCC2755tRNA33
ko:K14234	lmw:LMOSLCC2755tRNA03
ko:K14234	lmw:LMOSLCC2755tRNA37
ko:K14228	lmw:LMOSLCC2755tRNA07
ko:K14225	lmw:LMOSLCC2755tRNA06
ko:K14225	lmw:LMOSLCC2755tRNA34
ko:K14225	lmw:LMOSLCC2755tRNA48
ko:K14225	lmw:LMOSLCC2755tRNA16
ko:K14225	lmw:LMOSLCC2755tRNA22
ko:K14219	lmw:LMOSLCC2755tRNA08
ko:K14219	lmw:LMOSLCC2755tRNA32
ko:K14219	lmw:LMOSLCC2755tRNA17
ko:K14232	lmw:LMOSLCC2755tRNA09
ko:K14232	lmw:LMOSLCC2755tRNA31
ko:K14233	lmw:LMOSLCC2755tRNA11
ko:K14233	lmw:LMOSLCC2755tRNA13
ko:K14233	lmw:LMOSLCC2755tRNA19
ko:K14220	lmw:LMOSLCC2755tRNA12
ko:K14220	lmw:LMOSLCC2755tRNA20
ko:K14220	lmw:LMOSLCC2755tRNA59
ko:K14220	lmw:LMOSLCC2755tRNA64
ko:K14221	lmw:LMOSLCC2755tRNA15
ko:K14221	lmw:LMOSLCC2755tRNA25
ko:K14221	lmw:LMOSLCC2755tRNA54
ko:K14227	lmw:LMOSLCC2755tRNA21
ko:K14227	lmw:LMOSLCC2755tRNA61
ko:K14227	lmw:LMOSLCC2755tRNA66
ko:K14226	lmw:LMOSLCC2755tRNA23
ko:K14226	lmw:LMOSLCC2755tRNA50
ko:K14230	lmw:LMOSLCC2755tRNA26
ko:K14230	lmw:LMOSLCC2755tRNA55
ko:K14230	lmw:LMOSLCC2755tRNA28
ko:K14230	lmw:LMOSLCC2755tRNA29
ko:K14233	lmw:LMOSLCC2755tRNA27
ko:K14219	lmw:LMOSLCC2755tRNA39
ko:K14234	lmw:LMOSLCC2755tRNA42
ko:K14228	lmw:LMOSLCC2755tRNA40
ko:K14228	lmw:LMOSLCC2755tRNA46
ko:K14223	lmw:LMOSLCC2755tRNA44
ko:K14223	lmw:LMOSLCC2755tRNA49
ko:K14222	lmw:LMOSLCC2755tRNA47
ko:K14235	lmw:LMOSLCC2755tRNA51
ko:K14233	lmw:LMOSLCC2755tRNA58
ko:K14219	lmw:LMOSLCC2755tRNA62
ko:K04027	lmw:LMOSLCC2755_1173
ko:K16899	lmw:LMOSLCC2755_2335
ko:K16960	lmw:LMOSLCC2755_2350
ko:K16959	lmw:LMOSLCC2755_2351
ko:K16958	lmw:LMOSLCC2755_2352
ko:K16957	lmw:LMOSLCC2755_2353
ko:K11070	lmw:LMOSLCC2755_0809
ko:K10027	lmw:LMOSLCC2755_1002
ko:K01992	lmw:LMOSLCC2755_2294
ko:K01990	lmw:LMOSLCC2755_2295
ko:K01992	lmw:LMOSLCC2755_2282
ko:K02029	lmw:LMOSLCC2755_0845
ko:K02030	lmw:LMOSLCC2755_0845
ko:K02029	lmw:LMOSLCC2755_2318
ko:K02030	lmw:LMOSLCC2755_2318
ko:K17319	lmw:LMOSLCC2755_2062
ko:K17318	lmw:LMOSLCC2755_2060
ko:K02028	lmw:LMOSLCC2755_1797
ko:K01990	lmw:LMOSLCC2755_2283
ko:K13923	lmw:LMOSLCC2755_1152
ko:K01990	lmw:LMOSLCC2755_0749
ko:K01990	lmw:LMOSLCC2755_2205
ko:K01992	lmw:LMOSLCC2755_2023
ko:K01992	lmw:LMOSLCC2755_2206
ko:K02028	lmw:LMOSLCC2755_0846
ko:K02028	lmw:LMOSLCC2755_2319
ko:K03574	lmw:LMOSLCC2755_1247
ko:K17320	lmw:LMOSLCC2755_2061
ko:K00951	lmw:LMOSLCC2755_1530
ko:K00265	lmw:LMOSLCC2755_1792
ko:K08986	lmw:LMOSLCC2755_0922
ko:K01992	lmw:LMOSLCC2755_0758
ko:K17472	lmw:LMOSLCC2755_1522
ko:K01992	lmw:LMOSLCC2755_0680
ko:K01992	lmw:LMOSLCC2755_0982
ko:K01992	lmw:LMOSLCC2755_1098
ko:K01992	lmw:LMOSLCC2755_2307
ko:K10112	lmw:LMOSLCC2755_0284
ko:K17686	lmw:LMOSLCC2755_1914
ko:K01990	lmw:LMOSLCC2755_0030
ko:K01990	lmw:LMOSLCC2755_0679
ko:K01990	lmw:LMOSLCC2755_0981
ko:K01990	lmw:LMOSLCC2755_1097
ko:K01990	lmw:LMOSLCC2755_2024
ko:K01990	lmw:LMOSLCC2755_2308
ko:K01990	lmw:LMOSLCC2755_2667
ko:K01990	lmw:LMOSLCC2755_2793
ko:K01990	lmw:LMOSLCC2755_0924
ko:K01990	lmw:LMOSLCC2755_1646
ko:K01533	lmw:LMOSLCC2755_p0033
ko:K07260	lmw:LMOSLCC2755_1916
ko:K01739	lmw:LMOSLCC2755_1692
ko:K01840	lmw:LMOSLCC2755_0863
ko:K02027	lmw:LMOSLCC2755_1788
ko:K02026	lmw:LMOSLCC2755_2858
ko:K01791	lmw:LMOSLCC2755_2543
ko:K17752	lmw:LMOSLCC2755_0890
ko:K02027	lmw:LMOSLCC2755_0180
ko:K02026	lmw:LMOSLCC2755_0768
ko:K02026	lmw:LMOSLCC2755_0859
ko:K02026	lmw:LMOSLCC2755_1790
ko:K17828	lmw:LMOSLCC2755_1894
ko:K01658	lmw:LMOSLCC2755_1642
ko:K02027	lmw:LMOSLCC2755_0769
ko:K02027	lmw:LMOSLCC2755_2860
ko:K12574	lmw:LMOSLCC2755_1439
ko:K12574	lmw:LMOSLCC2755_1029
ko:K17763	lmw:LMOSLCC2755_0164
ko:K17763	lmw:LMOSLCC2755_0888
ko:K07284	lmw:LMOSLCC2755_0929
ko:K02027	lmw:LMOSLCC2755_0857
ko:K00661	lmw:LMOSLCC2755_0676
ko:K00537	lmw:LMOSLCC2755_2429
ko:K04757	lmw:LMOSLCC2755_0893
ko:K01183	lmw:LMOSLCC2755_0112
ko:K17762	lmw:LMOSLCC2755_0889
ko:K01187	lmw:LMOSLCC2755_0182
ko:K02769	lmw:LMOSLCC2755_0407
ko:K02769	lmw:LMOSLCC2755_0432
ko:K02769	lmw:LMOSLCC2755_2202
ko:K07145	lmw:LMOSLCC2755_0482
ko:K09022	lmw:LMOSLCC2755_0842
ko:K18104	lmw:LMOSLCC2755_2768
ko:K08221	lmw:LMOSLCC2755_1413
ko:K02770	lmw:LMOSLCC2755_2201
ko:K08316	lmw:LMOSLCC2755_2115
ko:K01101	lmw:LMOSLCC2755_2407
ko:K02809	lmw:LMOSLCC2755_1669
ko:K02810	lmw:LMOSLCC2755_1669
ko:K02770	lmw:LMOSLCC2755_0408
ko:K02770	lmw:LMOSLCC2755_0433
ko:K22597	lmw:LMOSLCC2755_2861
ko:K02794	lmw:LMOSLCC2755_0022
ko:K02794	lmw:LMOSLCC2755_0783
ko:K22597	lmw:LMOSLCC2755_2758
ko:K00008	lmw:LMOSLCC2755_0505
ko:K00008	lmw:LMOSLCC2755_2684
ko:K00008	lmw:LMOSLCC2755_2683
ko:K18231	lmw:LMOSLCC2755_0920
ko:K05352	lmw:LMOSLCC2755_1085
ko:K02994	lmw:LMOSLCC2755_2632
ko:K00691	lmw:LMOSLCC2755_2186
ko:K04773	lmw:LMOSLCC2755_1593
ko:K00789	lmw:LMOSLCC2755_1741
ko:K09017	lmw:LMOSLCC2755_2022
ko:K22579	lmw:LMOSLCC2755_0418
ko:K02538	lmw:LMOSLCC2755_0430
ko:K03483	lmw:LMOSLCC2755_2665
ko:K01297	lmw:LMOSLCC2755_1648
ko:K03742	lmw:LMOSLCC2755_1401
ko:K03328	lmw:LMOSLCC2755_0213
ko:K04749	lmw:LMOSLCC2755_0892
ko:K00285	lmw:LMOSLCC2755_1970
ko:K18672	lmw:LMOSLCC2755_2184
ko:K18673	lmw:LMOSLCC2755_2787
ko:K18682	lmw:LMOSLCC2755_1403
ko:K18692	lmw:LMOSLCC2755_1455
ko:K03790	lmw:LMOSLCC2755_2864
ko:K09692	lmw:LMOSLCC2755_1072
ko:K07171	lmw:LMOSLCC2755_0887
ko:K07012	lmw:LMOSLCC2755_0521
ko:K18892	lmw:LMOSLCC2755_2775
ko:K18891	lmw:LMOSLCC2755_2774
ko:K18821	lmw:LMOSLCC2755_2572
ko:K18967	lmw:LMOSLCC2755_2241
ko:K03502	lmw:LMOSLCC2755_p0061
ko:K03169	lmw:LMOSLCC2755_2779
ko:K03497	lmw:LMOSLCC2755_2811
ko:K03496	lmw:LMOSLCC2755_2812
ko:K03497	lmw:LMOSLCC2755_2815
ko:K03111	lmw:LMOSLCC2755_2529
ko:K03502	lmw:LMOSLCC2755_2696
ko:K03111	lmw:LMOSLCC2755_0050
ko:K08151	lmw:LMOSLCC2755_0837
ko:K00662	lmw:LMOSLCC2755_1770
ko:K07498	lmw:LMOSLCC2755_p0021
ko:K19005	lmw:LMOSLCC2755_0927
ko:K04028	lmw:LMOSLCC2755_1177
ko:K07029	lmw:LMOSLCC2755_1811
ko:K07483	lmw:LMOSLCC2755_0669
ko:K03526	lmw:LMOSLCC2755_1446
ko:K18979	lmw:LMOSLCC2755_0936
ko:K07483	lmw:LMOSLCC2755_p0052
ko:K07483	lmw:LMOSLCC2755_0830
ko:K07816	lmw:LMOSLCC2755_0802
ko:K07498	lmw:LMOSLCC2755_p0022
ko:K07498	lmw:LMOSLCC2755_p0029
ko:K19002	lmw:LMOSLCC2755_2561
ko:K19088	lmw:LMOSLCC2755_0518
ko:K02777	lmw:LMOSLCC2755_1019
ko:K09951	lmw:LMOSLCC2755_0523
ko:K00354	lmw:LMOSLCC2755_2476
ko:K03339	lmw:LMOSLCC2755_2562
ko:K00798	lmw:LMOSLCC2755_1201
ko:K19075	lmw:LMOSLCC2755_0519
ko:K19090	lmw:LMOSLCC2755_0520
ko:K05881	lmw:LMOSLCC2755_0352
ko:K01710	lmw:LMOSLCC2755_1081
ko:K05881	lmw:LMOSLCC2755_2716
ko:K00020	lmw:LMOSLCC2755_1007
ko:K00571	lmw:LMOSLCC2755_1590
ko:K19091	lmw:LMOSLCC2755_0517
ko:K19090	lmw:LMOSLCC2755_p0048
ko:K19137	lmw:LMOSLCC2755_2604
ko:K19225	lmw:LMOSLCC2755_1339
ko:K19285	lmw:LMOSLCC2755_0938
ko:K03722	lmw:LMOSLCC2755_1959
ko:K01990	lmw:LMOSLCC2755_0757
ko:K01992	lmw:LMOSLCC2755_0925
ko:K01992	lmw:LMOSLCC2755_1647
ko:K19351	lmw:LMOSLCC2755_0202
ko:K19411	lmw:LMOSLCC2755_0228
ko:K19302	lmw:LMOSLCC2755_2070
ko:K19267	lmw:LMOSLCC2755_0442
ko:K04771	lmw:LMOSLCC2755_0299
ko:K19405	lmw:LMOSLCC2755_0229
ko:K19302	lmw:LMOSLCC2755_1633
ko:K03574	lmw:LMOSLCC2755_1681
ko:K19509	lmw:LMOSLCC2755_2053
ko:K19508	lmw:LMOSLCC2755_2054
ko:K19507	lmw:LMOSLCC2755_2055
ko:K19504	lmw:LMOSLCC2755_2052
ko:K06881	lmw:LMOSLCC2755_1583
ko:K19510	lmw:LMOSLCC2755_2051
ko:K19504	lmw:LMOSLCC2755_0040
ko:K02796	lmw:LMOSLCC2755_0781
ko:K02796	lmw:LMOSLCC2755_0105
ko:K00887	lmw:LMOSLCC2755_1469
ko:K02796	lmw:LMOSLCC2755_0024
ko:K19689	lmw:LMOSLCC2755_1773
ko:K19689	lmw:LMOSLCC2755_1612
ko:K01258	lmw:LMOSLCC2755_1378
ko:K00547	lmw:LMOSLCC2755_1690
ko:K00297	lmw:LMOSLCC2755_1690
ko:K02538	lmw:LMOSLCC2755_2204
ko:K21636	lmw:LMOSLCC2755_0285
ko:K19975	lmw:LMOSLCC2755_1908
ko:K19976	lmw:LMOSLCC2755_1909
ko:K19973	lmw:LMOSLCC2755_1910
ko:K20074	lmw:LMOSLCC2755_1882
ko:K12132	lmw:LMOSLCC2755_1881
ko:K20265	lmw:LMOSLCC2755_2367
ko:K20265	lmw:LMOSLCC2755_0042
ko:K20265	lmw:LMOSLCC2755_0453
ko:K20201	lmw:LMOSLCC2755_2546
ko:K00525	lmw:LMOSLCC2755_2222
ko:K18889	lmw:LMOSLCC2755_1661
ko:K20534	lmw:LMOSLCC2755_0934
ko:K18890	lmw:LMOSLCC2755_1660
ko:K20534	lmw:LMOSLCC2755_2556
ko:K22103	lmw:LMOSLCC2755_2171
ko:K20885	lmw:LMOSLCC2755_0862
ko:K01208	lmw:LMOSLCC2755_2191
ko:K21030	lmw:LMOSLCC2755_1084
ko:K21029	lmw:LMOSLCC2755_1051
ko:K08968	lmw:LMOSLCC2755_1604
ko:K21064	lmw:LMOSLCC2755_2330
ko:K00821	lmw:LMOSLCC2755_1597
ko:K00435	lmw:LMOSLCC2755_2177
ko:K04068	lmw:LMOSLCC2755_0286
ko:K06223	lmw:LMOSLCC2755_0304
ko:K00857	lmw:LMOSLCC2755_2550
ko:K00287	lmw:LMOSLCC2755_1934
ko:K00560	lmw:LMOSLCC2755_1935
ko:K03553	lmw:LMOSLCC2755_1402
ko:K07313	lmw:LMOSLCC2755_0664
ko:K02316	lmw:LMOSLCC2755_1460
ko:K06217	lmw:LMOSLCC2755_1472
ko:K01493	lmw:LMOSLCC2755_1488
ko:K02314	lmw:LMOSLCC2755_0059
ko:K09935	lmw:LMOSLCC2755_0899
ko:K03546	lmw:LMOSLCC2755_1655
ko:K01520	lmw:LMOSLCC2755_1703
ko:K21298	lmw:LMOSLCC2755_1786
ko:K02335	lmw:LMOSLCC2755_1573
ko:K13731	lmw:LMOSLCC2755_2564
ko:K21285	lmw:LMOSLCC2755_1086
ko:K00526	lmw:LMOSLCC2755_2221
ko:K21252	lmw:LMOSLCC2755_1714
ko:K22044	lmw:LMOSLCC2755_1015
ko:K21465	lmw:LMOSLCC2755_1443
ko:K21467	lmw:LMOSLCC2755_0446
ko:K21481	lmw:LMOSLCC2755_2281
ko:K21471	lmw:LMOSLCC2755_2510
ko:K21471	lmw:LMOSLCC2755_2511
ko:K18704	lmw:LMOSLCC2755_1083
ko:K21567	lmw:LMOSLCC2755_2396
ko:K21567	lmw:LMOSLCC2755_2021
ko:K21600	lmw:LMOSLCC2755_1915
ko:K21560	lmw:LMOSLCC2755_0199
ko:K18704	lmw:LMOSLCC2755_1075
ko:K02334	lmw:LMOSLCC2755_1750
ko:K00680	lmw:LMOSLCC2755_2354
ko:K21993	lmw:LMOSLCC2755_0913
ko:K22043	lmw:LMOSLCC2755_2499
ko:K00936	lmw:LMOSLCC2755_1166
ko:K21960	lmw:LMOSLCC2755_2356
ko:K21903	lmw:LMOSLCC2755_p0038
