ko:K19744	bcew:DM40_1511
ko:K01868	bcew:DM40_2104
ko:K02520	bcew:DM40_2105
ko:K02916	bcew:DM40_2106
ko:K02887	bcew:DM40_2107
ko:K01889	bcew:DM40_2108
ko:K01890	bcew:DM40_2109
ko:K04764	bcew:DM40_2110
ko:K07287	bcew:DM40_2114
ko:K06024	bcew:DM40_2123
ko:K06178	bcew:DM40_2124
ko:K09748	bcew:DM40_2125
ko:K02600	bcew:DM40_2126
ko:K02519	bcew:DM40_2127
ko:K02834	bcew:DM40_2128
ko:K03177	bcew:DM40_2129
ko:K03446	bcew:DM40_2130
ko:K00962	bcew:DM40_2904
ko:K02956	bcew:DM40_2905
ko:K01999	bcew:DM40_2906
ko:K01673	bcew:DM40_2908
ko:K01649	bcew:DM40_2910
ko:K17103	bcew:DM40_2911
ko:K01613	bcew:DM40_2912
ko:K00053	bcew:DM40_2913
ko:K01653	bcew:DM40_2914
ko:K01652	bcew:DM40_2915
ko:K03088	bcew:DM40_2916
ko:K00901	bcew:DM40_2922
ko:K06966	bcew:DM40_2924
ko:K06886	bcew:DM40_2929
ko:K02004	bcew:DM40_2930
ko:K09712	bcew:DM40_2933
ko:K07667	bcew:DM40_2934
ko:K07646	bcew:DM40_2935
ko:K01548	bcew:DM40_2936
ko:K01547	bcew:DM40_2937
ko:K01546	bcew:DM40_2938
ko:K01734	bcew:DM40_2942
ko:K00059	bcew:DM40_2943
ko:K00761	bcew:DM40_2944
ko:K01945	bcew:DM40_2947
ko:K00228	bcew:DM40_2948
ko:K00969	bcew:DM40_2949
ko:K09710	bcew:DM40_2950
ko:K00783	bcew:DM40_2951
ko:K06287	bcew:DM40_2952
ko:K08301	bcew:DM40_2953
ko:K09923	bcew:DM40_2954
ko:K00820	bcew:DM40_3762
ko:K03543	bcew:DM40_3766
ko:K09128	bcew:DM40_3771
ko:K00219	bcew:DM40_3773
ko:K00355	bcew:DM40_3776
ko:K03464	bcew:DM40_3777
ko:K03381	bcew:DM40_3778
ko:K16320	bcew:DM40_3783
ko:K01652	bcew:DM40_3789
ko:K03316	bcew:DM40_3791
ko:K13487	bcew:DM40_3793
ko:K13488	bcew:DM40_3794
ko:K13486	bcew:DM40_3795
ko:K13489	bcew:DM40_3796
ko:K13490	bcew:DM40_3797
ko:K13491	bcew:DM40_3798
ko:K00793	bcew:DM40_3800
ko:K06147	bcew:DM40_3801
ko:K07223	bcew:DM40_3802
ko:K07397	bcew:DM40_3803
ko:K01991	bcew:DM40_3807
ko:K01104	bcew:DM40_3808
ko:K16692	bcew:DM40_3809
ko:K03566	bcew:DM40_4596
ko:K01467	bcew:DM40_4597
ko:K06194	bcew:DM40_4598
ko:K00480	bcew:DM40_4611
ko:K11312	bcew:DM40_4614
ko:K15125	bcew:DM40_4622
ko:K10716	bcew:DM40_4623
ko:K03322	bcew:DM40_4627
ko:K07217	bcew:DM40_4629
ko:K04077	bcew:DM40_4632
ko:K04078	bcew:DM40_4633
ko:K03406	bcew:DM40_4638
ko:K03823	bcew:DM40_4642
ko:K15553	bcew:DM40_4644
ko:K07032	bcew:DM40_4645
ko:K01061	bcew:DM40_5452
ko:K01939	bcew:DM40_5454
ko:K03566	bcew:DM40_5455
ko:K03607	bcew:DM40_5464
ko:K15790	bcew:DM40_5467
ko:K06075	bcew:DM40_5473
ko:K01754	bcew:DM40_5475
ko:K15783	bcew:DM40_5477
ko:K15784	bcew:DM40_5478
ko:K15782	bcew:DM40_5479
ko:K15786	bcew:DM40_5480
ko:K15785	bcew:DM40_5481
ko:K01903	bcew:DM40_275
ko:K03565	bcew:DM40_277
ko:K07649	bcew:DM40_280
ko:K18199	bcew:DM40_285
ko:K07136	bcew:DM40_287
ko:K01684	bcew:DM40_291
ko:K07245	bcew:DM40_292
ko:K11927	bcew:DM40_296
ko:K00681	bcew:DM40_298
ko:K02444	bcew:DM40_299
ko:K02048	bcew:DM40_544
ko:K01714	bcew:DM40_545
ko:K16090	bcew:DM40_548
ko:K00799	bcew:DM40_549
ko:K11177	bcew:DM40_551
ko:K11178	bcew:DM40_552
ko:K13483	bcew:DM40_553
ko:K01114	bcew:DM40_555
ko:K07002	bcew:DM40_556
ko:K06991	bcew:DM40_557
ko:K12972	bcew:DM40_558
ko:K01640	bcew:DM40_559
ko:K06938	bcew:DM40_561
ko:K03719	bcew:DM40_563
ko:K01561	bcew:DM40_564
ko:K00459	bcew:DM40_565
ko:K14347	bcew:DM40_569
ko:K00847	bcew:DM40_573
ko:K01633	bcew:DM40_578
ko:K14058	bcew:DM40_579
ko:K04042	bcew:DM40_580
ko:K00820	bcew:DM40_581
ko:K07243	bcew:DM40_584
ko:K07213	bcew:DM40_586
ko:K07010	bcew:DM40_589
ko:K01915	bcew:DM40_590
ko:K12256	bcew:DM40_591
ko:K11073	bcew:DM40_592
ko:K11076	bcew:DM40_593
ko:K11075	bcew:DM40_594
ko:K11074	bcew:DM40_595
ko:K06996	bcew:DM40_1399
ko:K07444	bcew:DM40_1400
ko:K09857	bcew:DM40_1402
ko:K06192	bcew:DM40_1403
ko:K03808	bcew:DM40_1404
ko:K03808	bcew:DM40_1405
ko:K12262	bcew:DM40_1406
ko:K03762	bcew:DM40_1409
ko:K03074	bcew:DM40_1410
ko:K03072	bcew:DM40_1411
ko:K03210	bcew:DM40_1412
ko:K00773	bcew:DM40_1413
ko:K07568	bcew:DM40_1414
ko:K03655	bcew:DM40_1415
ko:K04761	bcew:DM40_1416
ko:K03782	bcew:DM40_1418
ko:K04047	bcew:DM40_1420
ko:K03179	bcew:DM40_1421
ko:K00286	bcew:DM40_1422
ko:K06997	bcew:DM40_1423
ko:K11473	bcew:DM40_1424
ko:K11472	bcew:DM40_1425
ko:K00104	bcew:DM40_1426
ko:K00798	bcew:DM40_1428
ko:K05916	bcew:DM40_1429
ko:K01626	bcew:DM40_1430
ko:K03568	bcew:DM40_1431
ko:K00982	bcew:DM40_1434
ko:K03631	bcew:DM40_1435
ko:K00858	bcew:DM40_1436
ko:K03705	bcew:DM40_1437
ko:K01772	bcew:DM40_1438
ko:K04762	bcew:DM40_1439
ko:K03687	bcew:DM40_1440
ko:K04043	bcew:DM40_1442
ko:K03686	bcew:DM40_1443
ko:K03342	bcew:DM40_1444
ko:K00606	bcew:DM40_1445
ko:K00950	bcew:DM40_1447
ko:K02046	bcew:DM40_2237
ko:K02047	bcew:DM40_2238
ko:K02045	bcew:DM40_2239
ko:K13635	bcew:DM40_2240
ko:K10439	bcew:DM40_2241
ko:K10441	bcew:DM40_2242
ko:K10440	bcew:DM40_2243
ko:K02529	bcew:DM40_2244
ko:K00852	bcew:DM40_2245
ko:K07180	bcew:DM40_2247
ko:K09786	bcew:DM40_2248
ko:K02030	bcew:DM40_2251
ko:K02029	bcew:DM40_2252
ko:K02029	bcew:DM40_2253
ko:K18129	bcew:DM40_2255
ko:K18094	bcew:DM40_2256
ko:K18095	bcew:DM40_2257
ko:K07345	bcew:DM40_2259
ko:K07347	bcew:DM40_2260
ko:K07346	bcew:DM40_2261
ko:K07345	bcew:DM40_2262
ko:K03088	bcew:DM40_2265
ko:K02013	bcew:DM40_2268
ko:K02015	bcew:DM40_2269
ko:K13255	bcew:DM40_2270
ko:K02016	bcew:DM40_2271
ko:K06160	bcew:DM40_2272
ko:K10531	bcew:DM40_2276
ko:K02014	bcew:DM40_2277
ko:K02224	bcew:DM40_2283
ko:K02189	bcew:DM40_2285
ko:K02303	bcew:DM40_2286
ko:K07241	bcew:DM40_2287
ko:K02002	bcew:DM40_3072
ko:K02001	bcew:DM40_3074
ko:K02000	bcew:DM40_3075
ko:K00299	bcew:DM40_3078
ko:K01968	bcew:DM40_3093
ko:K13766	bcew:DM40_3094
ko:K01969	bcew:DM40_3095
ko:K00253	bcew:DM40_3096
ko:K02014	bcew:DM40_3101
ko:K07734	bcew:DM40_3111
ko:K00375	bcew:DM40_3112
ko:K05366	bcew:DM40_3113
ko:K00033	bcew:DM40_3916
ko:K06194	bcew:DM40_3919
ko:K12262	bcew:DM40_3921
ko:K02014	bcew:DM40_3923
ko:K00375	bcew:DM40_3926
ko:K02052	bcew:DM40_3927
ko:K02055	bcew:DM40_3928
ko:K02054	bcew:DM40_3929
ko:K02053	bcew:DM40_3930
ko:K05998	bcew:DM40_3931
ko:K01681	bcew:DM40_3935
ko:K01720	bcew:DM40_3936
ko:K01644	bcew:DM40_3938
ko:K00024	bcew:DM40_3939
ko:K03710	bcew:DM40_3940
ko:K00241	bcew:DM40_3941
ko:K00242	bcew:DM40_3942
ko:K00239	bcew:DM40_3943
ko:K00240	bcew:DM40_3944
ko:K09159	bcew:DM40_3945
ko:K01647	bcew:DM40_3946
ko:K01482	bcew:DM40_3950
ko:K00799	bcew:DM40_3952
ko:K01703	bcew:DM40_3953
ko:K01704	bcew:DM40_3954
ko:K00052	bcew:DM40_3955
ko:K00133	bcew:DM40_3956
ko:K06173	bcew:DM40_3958
ko:K01817	bcew:DM40_3959
ko:K01696	bcew:DM40_3960
ko:K01695	bcew:DM40_3962
ko:K01963	bcew:DM40_3963
ko:K11754	bcew:DM40_3964
ko:K03749	bcew:DM40_3965
ko:K03558	bcew:DM40_3966
ko:K00059	bcew:DM40_4752
ko:K00609	bcew:DM40_4758
ko:K11906	bcew:DM40_4759
ko:K11895	bcew:DM40_4760
ko:K11896	bcew:DM40_4761
ko:K11910	bcew:DM40_4762
ko:K11891	bcew:DM40_4763
ko:K11904	bcew:DM40_4768
ko:K11900	bcew:DM40_4769
ko:K11901	bcew:DM40_4770
ko:K11893	bcew:DM40_4771
ko:K11892	bcew:DM40_4772
ko:K11903	bcew:DM40_4774
ko:K11907	bcew:DM40_4775
ko:K11905	bcew:DM40_4776
ko:K16090	bcew:DM40_4777
ko:K07126	bcew:DM40_4778
ko:K07141	bcew:DM40_4780
ko:K00854	bcew:DM40_4783
ko:K00008	bcew:DM40_4784
ko:K10440	bcew:DM40_4785
ko:K10441	bcew:DM40_4786
ko:K10439	bcew:DM40_4787
ko:K00077	bcew:DM40_4789
ko:K03406	bcew:DM40_4790
ko:K07302	bcew:DM40_4801
ko:K07303	bcew:DM40_4802
ko:K03225	bcew:DM40_4804
ko:K03929	bcew:DM40_5598
ko:K00059	bcew:DM40_5600
ko:K01426	bcew:DM40_5601
ko:K00484	bcew:DM40_5612
ko:K00299	bcew:DM40_5621
ko:K17228	bcew:DM40_5622
ko:K16137	bcew:DM40_5634
ko:K03809	bcew:DM40_5640
ko:K06911	bcew:DM40_5641
ko:K15977	bcew:DM40_5644
ko:K00067	bcew:DM40_5645
ko:K02621	bcew:DM40_9
ko:K02622	bcew:DM40_10
ko:K15738	bcew:DM40_11
ko:K00034	bcew:DM40_22
ko:K08276	bcew:DM40_23
ko:K08169	bcew:DM40_27
ko:K00697	bcew:DM40_29
ko:K02049	bcew:DM40_33
ko:K02050	bcew:DM40_34
ko:K07638	bcew:DM40_36
ko:K07659	bcew:DM40_37
ko:K06911	bcew:DM40_39
ko:K10014	bcew:DM40_40
ko:K10016	bcew:DM40_41
ko:K10015	bcew:DM40_42
ko:K10017	bcew:DM40_43
ko:K04751	bcew:DM40_47
ko:K01950	bcew:DM40_48
ko:K09919	bcew:DM40_49
ko:K07461	bcew:DM40_50
ko:K01507	bcew:DM40_51
ko:K00128	bcew:DM40_52
ko:K00059	bcew:DM40_53
ko:K02498	bcew:DM40_55
ko:K01749	bcew:DM40_57
ko:K01595	bcew:DM40_58
ko:K07346	bcew:DM40_63
ko:K07347	bcew:DM40_64
ko:K01999	bcew:DM40_866
ko:K01997	bcew:DM40_867
ko:K01995	bcew:DM40_868
ko:K01998	bcew:DM40_868
ko:K01996	bcew:DM40_869
ko:K03495	bcew:DM40_870
ko:K03501	bcew:DM40_871
ko:K02116	bcew:DM40_875
ko:K02108	bcew:DM40_876
ko:K02110	bcew:DM40_877
ko:K02109	bcew:DM40_878
ko:K02113	bcew:DM40_879
ko:K02111	bcew:DM40_880
ko:K02115	bcew:DM40_881
ko:K02112	bcew:DM40_882
ko:K02114	bcew:DM40_883
ko:K00666	bcew:DM40_884
ko:K01713	bcew:DM40_886
ko:K01599	bcew:DM40_887
ko:K04066	bcew:DM40_888
ko:K13821	bcew:DM40_889
ko:K01999	bcew:DM40_890
ko:K12508	bcew:DM40_891
ko:K09456	bcew:DM40_892
ko:K10013	bcew:DM40_895
ko:K01534	bcew:DM40_900
ko:K13652	bcew:DM40_901
ko:K03735	bcew:DM40_904
ko:K03736	bcew:DM40_905
ko:K00138	bcew:DM40_909
ko:K04033	bcew:DM40_911
ko:K01652	bcew:DM40_913
ko:K01752	bcew:DM40_915
ko:K00281	bcew:DM40_917
ko:K02945	bcew:DM40_1708
ko:K05788	bcew:DM40_1709
ko:K00012	bcew:DM40_1712
ko:K03274	bcew:DM40_1714
ko:K02237	bcew:DM40_1715
ko:K12339	bcew:DM40_1716
ko:K08305	bcew:DM40_1717
ko:K02071	bcew:DM40_1720
ko:K02072	bcew:DM40_1721
ko:K02073	bcew:DM40_1722
ko:K03521	bcew:DM40_1723
ko:K03522	bcew:DM40_1724
ko:K00285	bcew:DM40_1725
ko:K00111	bcew:DM40_302
ko:K00864	bcew:DM40_303
ko:K02440	bcew:DM40_304
ko:K02858	bcew:DM40_306
ko:K06168	bcew:DM40_310
ko:K07042	bcew:DM40_312
ko:K07232	bcew:DM40_313
ko:K06189	bcew:DM40_315
ko:K03820	bcew:DM40_316
ko:K01878	bcew:DM40_318
ko:K01879	bcew:DM40_319
ko:K03273	bcew:DM40_320
ko:K00655	bcew:DM40_321
ko:K07043	bcew:DM40_322
ko:K01759	bcew:DM40_323
ko:K02528	bcew:DM40_325
ko:K00097	bcew:DM40_326
ko:K03771	bcew:DM40_327
ko:K04744	bcew:DM40_328
ko:K07102	bcew:DM40_329
ko:K00790	bcew:DM40_1140
ko:K00765	bcew:DM40_1141
ko:K00013	bcew:DM40_1142
ko:K00817	bcew:DM40_1143
ko:K01693	bcew:DM40_1144
ko:K05595	bcew:DM40_1145
ko:K02501	bcew:DM40_1146
ko:K01814	bcew:DM40_1147
ko:K02500	bcew:DM40_1148
ko:K01496	bcew:DM40_1149
ko:K01523	bcew:DM40_1150
ko:K02503	bcew:DM40_1152
ko:K03116	bcew:DM40_1153
ko:K03117	bcew:DM40_1154
ko:K03118	bcew:DM40_1155
ko:K00411	bcew:DM40_1158
ko:K00412	bcew:DM40_1159
ko:K00413	bcew:DM40_1160
ko:K03599	bcew:DM40_1161
ko:K03600	bcew:DM40_1162
ko:K03726	bcew:DM40_1173
ko:K01607	bcew:DM40_1176
ko:K00135	bcew:DM40_1177
ko:K02424	bcew:DM40_1180
ko:K11904	bcew:DM40_1181
ko:K11892	bcew:DM40_1183
ko:K11893	bcew:DM40_1184
ko:K11906	bcew:DM40_1185
ko:K11901	bcew:DM40_1187
ko:K11900	bcew:DM40_1188
ko:K11903	bcew:DM40_1189
ko:K11897	bcew:DM40_1190
ko:K11896	bcew:DM40_1191
ko:K03327	bcew:DM40_1972
ko:K01895	bcew:DM40_1974
ko:K06153	bcew:DM40_1977
ko:K02484	bcew:DM40_1988
ko:K03300	bcew:DM40_1996
ko:K03406	bcew:DM40_1999
ko:K00981	bcew:DM40_2000
ko:K00995	bcew:DM40_2002
ko:K00694	bcew:DM40_2010
ko:K06911	bcew:DM40_2013
ko:K07397	bcew:DM40_2014
ko:K03316	bcew:DM40_2015
ko:K00832	bcew:DM40_2805
ko:K01915	bcew:DM40_2809
ko:K07010	bcew:DM40_2810
ko:K05603	bcew:DM40_2812
ko:K01468	bcew:DM40_2813
ko:K09975	bcew:DM40_2814
ko:K01712	bcew:DM40_2815
ko:K05836	bcew:DM40_2816
ko:K01745	bcew:DM40_2817
ko:K06133	bcew:DM40_2818
ko:K07404	bcew:DM40_2825
ko:K18697	bcew:DM40_2828
ko:K14393	bcew:DM40_2834
ko:K01895	bcew:DM40_2836
ko:K01676	bcew:DM40_2839
ko:K03594	bcew:DM40_2840
ko:K01776	bcew:DM40_2841
ko:K02192	bcew:DM40_2842
ko:K03832	bcew:DM40_2843
ko:K03561	bcew:DM40_2844
ko:K03559	bcew:DM40_2845
ko:K06911	bcew:DM40_2848
ko:K07243	bcew:DM40_2852
ko:K00799	bcew:DM40_3652
ko:K07649	bcew:DM40_3662
ko:K07774	bcew:DM40_3663
ko:K02051	bcew:DM40_3664
ko:K02055	bcew:DM40_3674
ko:K00303	bcew:DM40_3675
ko:K02053	bcew:DM40_3678
ko:K02054	bcew:DM40_3679
ko:K02052	bcew:DM40_3680
ko:K03307	bcew:DM40_3684
ko:K01114	bcew:DM40_3688
ko:K03449	bcew:DM40_3689
ko:K03088	bcew:DM40_4503
ko:K02055	bcew:DM40_4513
ko:K14205	bcew:DM40_4516
ko:K00363	bcew:DM40_4519
ko:K00362	bcew:DM40_4520
ko:K02575	bcew:DM40_4521
ko:K02303	bcew:DM40_4522
ko:K16165	bcew:DM40_4529
ko:K08224	bcew:DM40_4533
ko:K00375	bcew:DM40_4534
ko:K00004	bcew:DM40_4536
ko:K07052	bcew:DM40_4538
ko:K05595	bcew:DM40_4539
ko:K13766	bcew:DM40_4540
ko:K01912	bcew:DM40_4541
ko:K00074	bcew:DM40_4542
ko:K06192	bcew:DM40_5331
ko:K09857	bcew:DM40_5332
ko:K05712	bcew:DM40_5334
ko:K00666	bcew:DM40_5337
ko:K07275	bcew:DM40_5338
ko:K00425	bcew:DM40_5342
ko:K00426	bcew:DM40_5343
ko:K00782	bcew:DM40_5346
ko:K09857	bcew:DM40_5348
ko:K03808	bcew:DM40_5350
ko:K03098	bcew:DM40_5351
ko:K00574	bcew:DM40_5353
ko:K03098	bcew:DM40_5354
ko:K09701	bcew:DM40_5356
ko:K00574	bcew:DM40_5357
ko:K01495	bcew:DM40_5361
ko:K03088	bcew:DM40_5362
ko:K00240	bcew:DM40_5363
ko:K00239	bcew:DM40_5364
ko:K00242	bcew:DM40_5365
ko:K00241	bcew:DM40_5366
ko:K06955	bcew:DM40_5369
ko:K06876	bcew:DM40_5370
ko:K01669	bcew:DM40_5374
ko:K09822	bcew:DM40_5375
ko:K05577	bcew:DM40_5376
ko:K03717	bcew:DM40_5377
ko:K13924	bcew:DM40_5378
ko:K18139	bcew:DM40_5379
ko:K18307	bcew:DM40_5380
ko:K18306	bcew:DM40_5381
ko:K16937	bcew:DM40_5382
ko:K13979	bcew:DM40_705
ko:K01142	bcew:DM40_706
ko:K02434	bcew:DM40_708
ko:K02433	bcew:DM40_709
ko:K02435	bcew:DM40_710
ko:K03569	bcew:DM40_711
ko:K03570	bcew:DM40_712
ko:K03571	bcew:DM40_713
ko:K05515	bcew:DM40_714
ko:K05837	bcew:DM40_715
ko:K01630	bcew:DM40_717
ko:K01737	bcew:DM40_718
ko:K06920	bcew:DM40_720
ko:K03500	bcew:DM40_725
ko:K03799	bcew:DM40_726
ko:K00604	bcew:DM40_728
ko:K01462	bcew:DM40_729
ko:K04096	bcew:DM40_730
ko:K00058	bcew:DM40_734
ko:K03303	bcew:DM40_742
ko:K01919	bcew:DM40_745
ko:K01247	bcew:DM40_746
ko:K10778	bcew:DM40_747
ko:K08234	bcew:DM40_749
ko:K00657	bcew:DM40_752
ko:K03650	bcew:DM40_757
ko:K01784	bcew:DM40_1556
ko:K01784	bcew:DM40_1560
ko:K15778	bcew:DM40_1564
ko:K02841	bcew:DM40_1565
ko:K02527	bcew:DM40_1567
ko:K03189	bcew:DM40_1568
ko:K03188	bcew:DM40_1569
ko:K03187	bcew:DM40_1570
ko:K01428	bcew:DM40_1571
ko:K01429	bcew:DM40_1572
ko:K01430	bcew:DM40_1573
ko:K03190	bcew:DM40_1574
ko:K11963	bcew:DM40_1575
ko:K11962	bcew:DM40_1576
ko:K11961	bcew:DM40_1577
ko:K11960	bcew:DM40_1578
ko:K11959	bcew:DM40_1579
ko:K00573	bcew:DM40_1581
ko:K06153	bcew:DM40_1585
ko:K03439	bcew:DM40_1586
ko:K06995	bcew:DM40_1588
ko:K07240	bcew:DM40_1593
ko:K07240	bcew:DM40_1594
ko:K06199	bcew:DM40_1598
ko:K02221	bcew:DM40_1600
ko:K06180	bcew:DM40_2391
ko:K05807	bcew:DM40_2392
ko:K06959	bcew:DM40_2396
ko:K03549	bcew:DM40_2397
ko:K07101	bcew:DM40_2398
ko:K01939	bcew:DM40_2399
ko:K02502	bcew:DM40_2400
ko:K09937	bcew:DM40_2401
ko:K04087	bcew:DM40_2402
ko:K04088	bcew:DM40_2403
ko:K03665	bcew:DM40_2404
ko:K03666	bcew:DM40_2405
ko:K03977	bcew:DM40_2406
ko:K17713	bcew:DM40_2407
ko:K01892	bcew:DM40_2409
ko:K15539	bcew:DM40_2411
ko:K06941	bcew:DM40_2412
ko:K00940	bcew:DM40_2413
ko:K03215	bcew:DM40_2415
ko:K07501	bcew:DM40_2417
ko:K03087	bcew:DM40_2418
ko:K06194	bcew:DM40_2419
ko:K00573	bcew:DM40_2420
ko:K03787	bcew:DM40_2421
ko:K06187	bcew:DM40_2423
ko:K09747	bcew:DM40_2424
ko:K02343	bcew:DM40_2425
ko:K03671	bcew:DM40_2426
ko:K03628	bcew:DM40_2427
ko:K09933	bcew:DM40_2430
ko:K02909	bcew:DM40_2431
ko:K03327	bcew:DM40_2433
ko:K03644	bcew:DM40_2434
ko:K00627	bcew:DM40_2435
ko:K01607	bcew:DM40_2440
ko:K10013	bcew:DM40_3223
ko:K06987	bcew:DM40_3224
ko:K02073	bcew:DM40_3225
ko:K16087	bcew:DM40_3230
ko:K07225	bcew:DM40_3231
ko:K02016	bcew:DM40_3232
ko:K02015	bcew:DM40_3233
ko:K02013	bcew:DM40_3234
ko:K05366	bcew:DM40_3236
ko:K14977	bcew:DM40_3237
ko:K02503	bcew:DM40_3241
ko:K00799	bcew:DM40_3243
ko:K00209	bcew:DM40_3246
ko:K16137	bcew:DM40_3248
ko:K00799	bcew:DM40_3258
ko:K05596	bcew:DM40_3260
ko:K01620	bcew:DM40_3262
ko:K00425	bcew:DM40_3263
ko:K00426	bcew:DM40_3264
ko:K06966	bcew:DM40_3267
ko:K02053	bcew:DM40_3268
ko:K02055	bcew:DM40_3269
ko:K02052	bcew:DM40_3270
ko:K02053	bcew:DM40_3271
ko:K16345	bcew:DM40_4072
ko:K09957	bcew:DM40_4077
ko:K15553	bcew:DM40_4078
ko:K02651	bcew:DM40_4080
ko:K02278	bcew:DM40_4081
ko:K02279	bcew:DM40_4082
ko:K02280	bcew:DM40_4083
ko:K02282	bcew:DM40_4085
ko:K02283	bcew:DM40_4086
ko:K12511	bcew:DM40_4088
ko:K00140	bcew:DM40_4102
ko:K11444	bcew:DM40_4106
ko:K03412	bcew:DM40_4107
ko:K01744	bcew:DM40_4114
ko:K11738	bcew:DM40_4115
ko:K06999	bcew:DM40_4116
ko:K03413	bcew:DM40_4121
ko:K01775	bcew:DM40_4123
ko:K01166	bcew:DM40_4914
ko:K07023	bcew:DM40_4917
ko:K00140	bcew:DM40_4923
ko:K01895	bcew:DM40_4924
ko:K07403	bcew:DM40_4927
ko:K07044	bcew:DM40_4932
ko:K06901	bcew:DM40_4936
ko:K07156	bcew:DM40_4943
ko:K00615	bcew:DM40_4949
ko:K00615	bcew:DM40_4950
ko:K00596	bcew:DM40_4955
ko:K01996	bcew:DM40_4958
ko:K01995	bcew:DM40_4959
ko:K01998	bcew:DM40_4960
ko:K01997	bcew:DM40_4961
ko:K01999	bcew:DM40_4962
ko:K12511	bcew:DM40_5753
ko:K03719	bcew:DM40_1726
ko:K02959	bcew:DM40_1730
ko:K02860	bcew:DM40_1731
ko:K00554	bcew:DM40_1732
ko:K02884	bcew:DM40_1733
ko:K02227	bcew:DM40_1735
ko:K06949	bcew:DM40_1737
ko:K06013	bcew:DM40_1738
ko:K13288	bcew:DM40_1739
ko:K03831	bcew:DM40_1740
ko:K09889	bcew:DM40_1741
ko:K03592	bcew:DM40_1742
ko:K01679	bcew:DM40_1751
ko:K03327	bcew:DM40_1752
ko:K14761	bcew:DM40_1753
ko:K05805	bcew:DM40_1759
ko:K02291	bcew:DM40_2589
ko:K07659	bcew:DM40_2593
ko:K07638	bcew:DM40_2594
ko:K03386	bcew:DM40_2595
ko:K04756	bcew:DM40_2596
ko:K01770	bcew:DM40_2597
ko:K00991	bcew:DM40_2598
ko:K02026	bcew:DM40_3378
ko:K00077	bcew:DM40_3382
ko:K00014	bcew:DM40_3386
ko:K11477	bcew:DM40_3387
ko:K01638	bcew:DM40_3388
ko:K02480	bcew:DM40_3390
ko:K07003	bcew:DM40_3393
ko:K04754	bcew:DM40_3394
ko:K06045	bcew:DM40_3396
ko:K03410	bcew:DM40_3402
ko:K03088	bcew:DM40_3406
ko:K00537	bcew:DM40_3408
ko:K00639	bcew:DM40_3417
ko:K00060	bcew:DM40_3418
ko:K09958	bcew:DM40_3420
ko:K07246	bcew:DM40_3421
ko:K16135	bcew:DM40_3422
ko:K00145	bcew:DM40_3423
ko:K07001	bcew:DM40_3426
ko:K00019	bcew:DM40_3427
ko:K01574	bcew:DM40_3428
ko:K01192	bcew:DM40_4235
ko:K03606	bcew:DM40_4242
ko:K00259	bcew:DM40_4246
ko:K06152	bcew:DM40_4247
ko:K06151	bcew:DM40_4248
ko:K03455	bcew:DM40_4250
ko:K03587	bcew:DM40_4251
ko:K05921	bcew:DM40_4255
ko:K05921	bcew:DM40_4256
ko:K00151	bcew:DM40_4257
ko:K00455	bcew:DM40_4258
ko:K01826	bcew:DM40_4259
ko:K02509	bcew:DM40_4260
ko:K02510	bcew:DM40_4261
ko:K04064	bcew:DM40_4262
ko:K02010	bcew:DM40_4267
ko:K02011	bcew:DM40_4268
ko:K02012	bcew:DM40_4269
ko:K07774	bcew:DM40_4270
ko:K07649	bcew:DM40_4271
ko:K07140	bcew:DM40_4272
ko:K15553	bcew:DM40_4273
ko:K02049	bcew:DM40_4275
ko:K02050	bcew:DM40_4276
ko:K12543	bcew:DM40_5067
ko:K12542	bcew:DM40_5068
ko:K12541	bcew:DM40_5069
ko:K02050	bcew:DM40_5076
ko:K02049	bcew:DM40_5077
ko:K02051	bcew:DM40_5078
ko:K03119	bcew:DM40_5079
ko:K07507	bcew:DM40_5086
ko:K00797	bcew:DM40_5093
ko:K06193	bcew:DM40_5094
ko:K11189	bcew:DM40_5095
ko:K03446	bcew:DM40_5100
ko:K03543	bcew:DM40_5101
ko:K07217	bcew:DM40_5103
ko:K00123	bcew:DM40_5106
ko:K02275	bcew:DM40_5107
ko:K02274	bcew:DM40_5108
ko:K20862	bcew:DM40_3653
ko:K01061	bcew:DM40_5769
ko:K00121	bcew:DM40_5771
ko:K10014	bcew:DM40_5775
ko:K01785	bcew:DM40_5777
ko:K02529	bcew:DM40_5778
ko:K01805	bcew:DM40_5779
ko:K00854	bcew:DM40_5780
ko:K10543	bcew:DM40_5781
ko:K10545	bcew:DM40_5782
ko:K10544	bcew:DM40_5783
ko:K03893	bcew:DM40_5789
ko:K00135	bcew:DM40_5799
ko:K12972	bcew:DM40_5802
ko:K01560	bcew:DM40_5804
ko:K03406	bcew:DM40_5805
ko:K07240	bcew:DM40_176
ko:K04564	bcew:DM40_177
ko:K03601	bcew:DM40_178
ko:K00912	bcew:DM40_179
ko:K09791	bcew:DM40_180
ko:K00979	bcew:DM40_181
ko:K00939	bcew:DM40_182
ko:K03980	bcew:DM40_185
ko:K02968	bcew:DM40_186
ko:K00075	bcew:DM40_189
ko:K09767	bcew:DM40_190
ko:K08591	bcew:DM40_191
ko:K04763	bcew:DM40_194
ko:K00567	bcew:DM40_195
ko:K06925	bcew:DM40_197
ko:K01448	bcew:DM40_198
ko:K15268	bcew:DM40_199
ko:K06911	bcew:DM40_200
ko:K05838	bcew:DM40_201
ko:K00275	bcew:DM40_203
