ko:K11893	ses:SARI_02631
ko:K04653	ses:SARI_01470
ko:K03605	ses:SARI_01471
ko:K03620	ses:SARI_01472
ko:K06281	ses:SARI_01473
ko:K06282	ses:SARI_01474
ko:K07043	ses:SARI_01486
ko:K03281	ses:SARI_01487
ko:K01935	ses:SARI_01489
ko:K00147	ses:SARI_02690
ko:K00931	ses:SARI_02691
ko:K06890	ses:SARI_02118
ko:K03635	ses:SARI_02119
ko:K03637	ses:SARI_02121
ko:K03638	ses:SARI_02122
ko:K03639	ses:SARI_02123
ko:K01935	ses:SARI_02129
ko:K02169	ses:SARI_02130
ko:K01012	ses:SARI_02132
ko:K06910	ses:SARI_02134
ko:K01745	ses:SARI_02135
ko:K01712	ses:SARI_02136
ko:K03533	ses:SARI_03823
ko:K01420	ses:SARI_01322
ko:K07307	ses:SARI_01999
ko:K00040	ses:SARI_01444
ko:K10026	ses:SARI_00012
ko:K00040	ses:SARI_04490
ko:K00951	ses:SARI_00006
ko:K07304	ses:SARI_03222
ko:K11911	ses:SARI_02709
ko:K01628	ses:SARI_04688
ko:K01096	ses:SARI_01252
ko:K01270	ses:SARI_02696
ko:K02574	ses:SARI_00633
ko:K11941	ses:SARI_01849
ko:K01485	ses:SARI_04290
ko:K12152	ses:SARI_01755
ko:K03810	ses:SARI_01828
ko:K01835	ses:SARI_02243
ko:K11742	ses:SARI_01495
ko:K12262	ses:SARI_01347
ko:K04763	ses:SARI_04606
ko:K00813	ses:SARI_01962
ko:K03704	ses:SARI_00934
ko:K01579	ses:SARI_02818
ko:K01914	ses:SARI_03773
ko:K05809	ses:SARI_00262
ko:K05807	ses:SARI_00263
ko:K06180	ses:SARI_00264
ko:K05810	ses:SARI_00265
ko:K03695	ses:SARI_00266
ko:K03761	ses:SARI_00271
ko:K08984	ses:SARI_03348
ko:K07406	ses:SARI_03359
ko:K01584	ses:SARI_03361
ko:K06193	ses:SARI_03369
ko:K02041	ses:SARI_03371
ko:K02044	ses:SARI_03372
ko:K02042	ses:SARI_03373
ko:K06166	ses:SARI_03374
ko:K06165	ses:SARI_03375
ko:K06164	ses:SARI_03376
ko:K06163	ses:SARI_03377
ko:K05781	ses:SARI_03378
ko:K05780	ses:SARI_03379
ko:K06162	ses:SARI_03380
ko:K05774	ses:SARI_03381
ko:K06167	ses:SARI_03383
ko:K04013	ses:SARI_03398
ko:K03385	ses:SARI_03399
ko:K02065	ses:SARI_04312
ko:K02066	ses:SARI_04313
ko:K02067	ses:SARI_04314
ko:K07323	ses:SARI_04315
ko:K05245	ses:SARI_02926
ko:K03632	ses:SARI_01968
ko:K03804	ses:SARI_01969
ko:K00865	ses:SARI_04370
ko:K01754	ses:SARI_04375
ko:K06925	ses:SARI_03274
ko:K09996	ses:SARI_03280
ko:K06949	ses:SARI_03282
ko:K01613	ses:SARI_03283
ko:K00246	ses:SARI_03292
ko:K02356	ses:SARI_03298
ko:K04077	ses:SARI_03302
ko:K04078	ses:SARI_03303
ko:K07113	ses:SARI_03305
ko:K07791	ses:SARI_03307
ko:K03926	ses:SARI_03308
ko:K04084	ses:SARI_03309
ko:K04047	ses:SARI_02096
ko:K11258	ses:SARI_03750
ko:K02784	ses:SARI_00456
ko:K01652	ses:SARI_02887
ko:K01126	ses:SARI_00610
ko:K11107	ses:SARI_00613
ko:K00937	ses:SARI_00379
ko:K11175	ses:SARI_00380
ko:K00761	ses:SARI_00382
ko:K03548	ses:SARI_00387
ko:K02647	ses:SARI_00388
ko:K00865	ses:SARI_00390
ko:K03564	ses:SARI_00391
ko:K03567	ses:SARI_00392
ko:K01714	ses:SARI_00393
ko:K07287	ses:SARI_00394
ko:K01923	ses:SARI_00395
ko:K07054	ses:SARI_00396
ko:K01439	ses:SARI_00399
ko:K07674	ses:SARI_00402
ko:K00111	ses:SARI_00608
ko:K02445	ses:SARI_00609
ko:K00027	ses:SARI_01403
ko:K00821	ses:SARI_04147
ko:K03477	ses:SARI_03253
ko:K01890	ses:SARI_01631
ko:K07026	ses:SARI_00951
ko:K02418	ses:SARI_00959
ko:K02415	ses:SARI_00962
ko:K02413	ses:SARI_00964
ko:K02410	ses:SARI_00967
ko:K02408	ses:SARI_00969
ko:K07112	ses:SARI_00972
ko:K02406	ses:SARI_00979
ko:K02424	ses:SARI_00983
ko:K10009	ses:SARI_00985
ko:K10010	ses:SARI_00986
ko:K00995	ses:SARI_00992
ko:K07039	ses:SARI_01001
ko:K03834	ses:SARI_01002
ko:K05811	ses:SARI_00272
ko:K00998	ses:SARI_00273
ko:K02563	ses:SARI_02873
ko:K11015	ses:SARI_01304
ko:K02961	ses:SARI_04198
ko:K02904	ses:SARI_04197
ko:K11021	ses:SARI_00651
ko:K11021	ses:SARI_00652
ko:K03040	ses:SARI_04213
ko:K11102	ses:SARI_03393
ko:K09973	ses:SARI_02436
ko:K08723	ses:SARI_03021
ko:K08218	ses:SARI_02490
ko:K05527	ses:SARI_02488
ko:K08483	ses:SARI_00486
ko:K11189	ses:SARI_00486
ko:K11201	ses:SARI_00486
ko:K01479	ses:SARI_02138
ko:K02566	ses:SARI_02260
ko:K03554	ses:SARI_02533
ko:K06518	ses:SARI_00720
ko:K05876	ses:SARI_01357
ko:K03475	ses:SARI_00558
ko:K03789	ses:SARI_03022
ko:K01023	ses:SARI_04436
ko:K09125	ses:SARI_04057
ko:K02417	ses:SARI_00960
ko:K02389	ses:SARI_01821
ko:K04043	ses:SARI_02980
ko:K03087	ses:SARI_00033
ko:K01676	ses:SARI_01510
ko:K11023	ses:SARI_02389
ko:K02396	ses:SARI_01814
ko:K03070	ses:SARI_02862
ko:K00758	ses:SARI_03010
ko:K00757	ses:SARI_03689
ko:K11105	ses:SARI_01138
ko:K02393	ses:SARI_01817
ko:K06916	ses:SARI_04278
ko:K02916	ses:SARI_01635
ko:K08350	ses:SARI_01401
ko:K01147	ses:SARI_01262
ko:K06190	ses:SARI_01219
ko:K02493	ses:SARI_01178
ko:K02416	ses:SARI_00961
ko:K07862	ses:SARI_04403
ko:K01443	ses:SARI_02258
ko:K01703	ses:SARI_02891
ko:K01448	ses:SARI_03273
ko:K07347	ses:SARI_02969
ko:K00876	ses:SARI_00774
ko:K00850	ses:SARI_03581
ko:K02567	ses:SARI_00631
ko:K02519	ses:SARI_04338
ko:K00427	ses:SARI_03950
ko:K03412	ses:SARI_01029
ko:K00857	ses:SARI_01203
ko:K11103	ses:SARI_04020
ko:K04485	ses:SARI_03004
ko:K01814	ses:SARI_00808
ko:K02744	ses:SARI_01161
ko:K00762	ses:SARI_03908
ko:K01679	ses:SARI_01508
ko:K00817	ses:SARI_00811
ko:K02419	ses:SARI_00958
ko:K01255	ses:SARI_03166
ko:K02982	ses:SARI_04195
ko:K03733	ses:SARI_03708
ko:K03633	ses:SARI_01970
ko:K01676	ses:SARI_03347
ko:K02745	ses:SARI_01158
ko:K02747	ses:SARI_01160
ko:K00112	ses:SARI_00607
ko:K00343	ses:SARI_00583
ko:K00342	ses:SARI_00582
ko:K00341	ses:SARI_00581
ko:K00340	ses:SARI_00580
ko:K00339	ses:SARI_00579
ko:K00334	ses:SARI_00574
ko:K00330	ses:SARI_00571
ko:K03596	ses:SARI_00295
ko:K03803	ses:SARI_00286
ko:K01507	ses:SARI_03215
ko:K00013	ses:SARI_00812
ko:K00088	ses:SARI_00365
ko:K06175	ses:SARI_04699
ko:K03569	ses:SARI_04259
ko:K03570	ses:SARI_04260
ko:K02760	ses:SARI_01666
ko:K01424	ses:SARI_01685
ko:K01424	ses:SARI_04038
ko:K01424	ses:SARI_04540
ko:K01744	ses:SARI_03306
ko:K01652	ses:SARI_03853
ko:K08682	ses:SARI_02522
ko:K05835	ses:SARI_03698
ko:K11066	ses:SARI_02031
ko:K02822	ses:SARI_03250
ko:K02806	ses:SARI_04303
ko:K04075	ses:SARI_02765
ko:K11104	ses:SARI_03358
ko:K00852	ses:SARI_03764
ko:K01951	ses:SARI_00366
ko:K02570	ses:SARI_00630
ko:K03772	ses:SARI_04173
ko:K01338	ses:SARI_02484
ko:K01652	ses:SARI_03751
ko:K00760	ses:SARI_02824
ko:K00425	ses:SARI_01146
ko:K01681	ses:SARI_01250
ko:K11068	ses:SARI_04601
ko:K03571	ses:SARI_04261
ko:K01887	ses:SARI_01039
ko:K07404	ses:SARI_02157
ko:K00389	ses:SARI_03962
ko:K03222	ses:SARI_01572
ko:K07684	ses:SARI_01186
ko:K02510	ses:SARI_01895
ko:K05596	ses:SARI_04586
ko:K03230	ses:SARI_01568
ko:K03230	ses:SARI_00077
ko:K02507	ses:SARI_04127
ko:K07305	ses:SARI_01688
ko:K03841	ses:SARI_03213
ko:K01489	ses:SARI_00718
ko:K07309	ses:SARI_01435
ko:K03076	ses:SARI_04210
ko:K07639	ses:SARI_01506
ko:K01582	ses:SARI_02768
ko:K02996	ses:SARI_04280
ko:K02890	ses:SARI_04194
ko:K01581	ses:SARI_04532
ko:K07312	ses:SARI_01431
ko:K01438	ses:SARI_03544
ko:K04651	ses:SARI_00118
ko:K04651	ses:SARI_04481
ko:K04651	ses:SARI_01466
ko:K03719	ses:SARI_02005
ko:K07708	ses:SARI_03653
ko:K07712	ses:SARI_03654
ko:K09894	ses:SARI_03657
ko:K03978	ses:SARI_03659
ko:K03673	ses:SARI_03663
ko:K01586	ses:SARI_04643
ko:K08227	ses:SARI_04650
ko:K08311	ses:SARI_04655
ko:K08484	ses:SARI_04656
ko:K00560	ses:SARI_04659
ko:K01407	ses:SARI_04665
ko:K08304	ses:SARI_04672
ko:K02430	ses:SARI_04683
ko:K01818	ses:SARI_04686
ko:K02429	ses:SARI_04687
ko:K00855	ses:SARI_04151
ko:K07019	ses:SARI_04153
ko:K03229	ses:SARI_01560
ko:K01823	ses:SARI_04611
ko:K02444	ses:SARI_04098
ko:K03556	ses:SARI_04099
ko:K00688	ses:SARI_04100
ko:K00705	ses:SARI_04101
ko:K06155	ses:SARI_04102
ko:K07400	ses:SARI_04103
ko:K02170	ses:SARI_04104
ko:K07490	ses:SARI_04108
ko:K04759	ses:SARI_04109
ko:K04758	ses:SARI_04110
ko:K06959	ses:SARI_04111
ko:K04760	ses:SARI_04112
ko:K03800	ses:SARI_03007
ko:K03784	ses:SARI_03008
ko:K01839	ses:SARI_03009
ko:K01619	ses:SARI_03011
ko:K03424	ses:SARI_03014
ko:K19504	ses:SARI_03040
ko:K02805	ses:SARI_03728
ko:K02679	ses:SARI_04660
ko:K02680	ses:SARI_04662
ko:K02682	ses:SARI_02851
ko:K13920	ses:SARI_00845
ko:K03227	ses:SARI_01562
ko:K02505	ses:SARI_02853
ko:K03787	ses:SARI_00029
ko:K00265	ses:SARI_04294
ko:K00266	ses:SARI_04293
ko:K08161	ses:SARI_01844
ko:K01643	ses:SARI_02314
ko:K05396	ses:SARI_00984
ko:K03636	ses:SARI_02120
ko:K00059	ses:SARI_01803
ko:K08219	ses:SARI_01995
ko:K01760	ses:SARI_04464
ko:K01104	ses:SARI_00781
ko:K09898	ses:SARI_04152
ko:K07278	ses:SARI_03221
ko:K03773	ses:SARI_03234
ko:K00031	ses:SARI_01752
ko:K11900	ses:SARI_02733
ko:K07689	ses:SARI_00990
ko:K03748	ses:SARI_00714
ko:K11072	ses:SARI_01763
ko:K11535	ses:SARI_00475
ko:K02217	ses:SARI_01004
ko:K07122	ses:SARI_04316
ko:K07264	ses:SARI_00599
ko:K01813	ses:SARI_03601
ko:K00971	ses:SARI_00793
ko:K01154	ses:SARI_01422
ko:K08224	ses:SARI_01492
ko:K11896	ses:SARI_02715
ko:K11747	ses:SARI_04168
ko:K07592	ses:SARI_04374
ko:K06934	ses:SARI_04573
ko:K01894	ses:SARI_02812
ko:K11903	ses:SARI_02729
ko:K07454	ses:SARI_03150
ko:K09251	ses:SARI_04409
ko:K08195	ses:SARI_00722
ko:K04334	ses:SARI_01854
ko:K00262	ses:SARI_01680
ko:K11749	ses:SARI_02779
ko:K04335	ses:SARI_01855
ko:K08317	ses:SARI_02334
ko:K06889	ses:SARI_03254
ko:K07782	ses:SARI_00987
ko:K04751	ses:SARI_00315
ko:K11755	ses:SARI_00806
ko:K07343	ses:SARI_01938
ko:K04020	ses:SARI_00418
ko:K11906	ses:SARI_02600
ko:K12974	ses:SARI_00489
ko:K07126	ses:SARI_03392
ko:K09953	ses:SARI_01648
ko:K12975	ses:SARI_03999
ko:K07349	ses:SARI_01799
ko:K07349	ses:SARI_01800
ko:K08314	ses:SARI_03548
ko:K12963	ses:SARI_00596
ko:K12981	ses:SARI_03926
ko:K02851	ses:SARI_03735
ko:K01779	ses:SARI_03065
ko:K01460	ses:SARI_04484
ko:K00906	ses:SARI_03471
ko:K02847	ses:SARI_03928
ko:K07794	ses:SARI_00188
ko:K03278	ses:SARI_03923
ko:K12684	ses:SARI_01743
ko:K03478	ses:SARI_01661
ko:K01207	ses:SARI_01782
ko:K07289	ses:SARI_00776
ko:K02002	ses:SARI_00162
ko:K06183	ses:SARI_00665
ko:K12370	ses:SARI_04004
ko:K09476	ses:SARI_01961
ko:K11892	ses:SARI_02731
ko:K00138	ses:SARI_03969
ko:K01130	ses:SARI_04509
ko:K08324	ses:SARI_01461
ko:K04027	ses:SARI_00419
ko:K06218	ses:SARI_03203
ko:K05875	ses:SARI_04412
ko:K12944	ses:SARI_00602
ko:K08305	ses:SARI_00141
ko:K13301	ses:SARI_02863
ko:K13288	ses:SARI_03281
ko:K00799	ses:SARI_01531
ko:K11209	ses:SARI_04483
ko:K00748	ses:SARI_02773
ko:K06159	ses:SARI_00626
ko:K03757	ses:SARI_00318
ko:K00385	ses:SARI_00327
ko:K04333	ses:SARI_01856
ko:K08322	ses:SARI_01442
ko:K04775	ses:SARI_01494
ko:K08357	ses:SARI_01599
ko:K03208	ses:SARI_00792
ko:K04025	ses:SARI_00429
ko:K03324	ses:SARI_03467
ko:K11929	ses:SARI_02692
ko:K04065	ses:SARI_03018
ko:K09017	ses:SARI_01880
ko:K01187	ses:SARI_02085
ko:K03755	ses:SARI_03362
ko:K03759	ses:SARI_03363
ko:K06133	ses:SARI_04053
ko:K06079	ses:SARI_02760
ko:K02009	ses:SARI_00866
ko:K11753	ses:SARI_02949
ko:K11745	ses:SARI_02918
ko:K04018	ses:SARI_03394
ko:K03791	ses:SARI_02404
ko:K11903	ses:SARI_02628
ko:K11735	ses:SARI_00180
ko:K03897	ses:SARI_02155
ko:K12297	ses:SARI_01948
ko:K12290	ses:SARI_04125
ko:K12288	ses:SARI_04123
ko:K11732	ses:SARI_02370
ko:K01809	ses:SARI_01511
ko:K03426	ses:SARI_03492
ko:K03769	ses:SARI_03744
ko:K01061	ses:SARI_03690
ko:K12410	ses:SARI_01770
ko:K05540	ses:SARI_04246
ko:K00228	ses:SARI_00431
ko:K02598	ses:SARI_04136
ko:K08163	ses:SARI_03802
ko:K00835	ses:SARI_03971
ko:K01846	ses:SARI_02198
ko:K02068	ses:SARI_02431
ko:K07351	ses:SARI_02410
ko:K11736	ses:SARI_02525
ko:K08368	ses:SARI_02921
ko:K11737	ses:SARI_03233
ko:K07470	ses:SARI_00826
ko:K07724	ses:SARI_04319
ko:K07724	ses:SARI_03131
ko:K07027	ses:SARI_02117
ko:K01497	ses:SARI_01251
ko:K01491	ses:SARI_02412
ko:K02790	ses:SARI_01514
ko:K02791	ses:SARI_01514
ko:K03078	ses:SARI_03248
ko:K12372	ses:SARI_04006
ko:K01150	ses:SARI_04552
ko:K03394	ses:SARI_00864
ko:K13053	ses:SARI_01939
ko:K04336	ses:SARI_01853
ko:K01069	ses:SARI_02741
ko:K05595	ses:SARI_01458
ko:K05368	ses:SARI_03678
ko:K02840	ses:SARI_03922
ko:K07459	ses:SARI_02023
ko:K12525	ses:SARI_03555
ko:K12500	ses:SARI_02480
ko:K03819	ses:SARI_00784
ko:K02972	ses:SARI_01405
ko:K03838	ses:SARI_04376
ko:K02478	ses:SARI_00739
ko:K13085	ses:SARI_01910
ko:K12961	ses:SARI_04356
ko:K01156	ses:SARI_02564
ko:K10804	ses:SARI_02427
ko:K07109	ses:SARI_03225
ko:K01011	ses:SARI_00344
ko:K07005	ses:SARI_02242
ko:K01847	ses:SARI_04585
ko:K13292	ses:SARI_04658
ko:K00626	ses:SARI_04635
ko:K04772	ses:SARI_04276
ko:K11939	ses:SARI_02094
ko:K08477	ses:SARI_00495
ko:K11685	ses:SARI_00173
ko:K11930	ses:SARI_03818
ko:K04771	ses:SARI_02795
ko:K00884	ses:SARI_01771
ko:K01139	ses:SARI_03897
ko:K00060	ses:SARI_03933
ko:K11607	ses:SARI_00110
ko:K11605	ses:SARI_00109
ko:K11896	ses:SARI_02606
ko:K01739	ses:SARI_03556
ko:K00568	ses:SARI_00616
ko:K11901	ses:SARI_02734
ko:K11910	ses:SARI_02607
ko:K11893	ses:SARI_02732
ko:K11910	ses:SARI_02718
ko:K11910	ses:SARI_02719
ko:K11905	ses:SARI_02601
ko:K11925	ses:SARI_02896
ko:K11752	ses:SARI_02510
ko:K08154	ses:SARI_03849
ko:K01766	ses:SARI_04677
ko:K11926	ses:SARI_02693
ko:K10037	ses:SARI_02098
ko:K00965	ses:SARI_02167
ko:K10213	ses:SARI_00683
ko:K03417	ses:SARI_02557
ko:K11891	ses:SARI_02612
ko:K11928	ses:SARI_01877
ko:K11927	ses:SARI_02107
ko:K03524	ses:SARI_03524
ko:K11754	ses:SARI_00534
ko:K00134	ses:SARI_01690
ko:K11933	ses:SARI_02026
ko:K03768	ses:SARI_02416
ko:K11907	ses:SARI_02627
ko:K04487	ses:SARI_00333
ko:K11717	ses:SARI_01606
ko:K11719	ses:SARI_04308
ko:K11934	ses:SARI_02093
ko:K11924	ses:SARI_02089
ko:K01785	ses:SARI_02169
ko:K03425	ses:SARI_02301
ko:K06168	ses:SARI_02272
ko:K11895	ses:SARI_02714
ko:K08234	ses:SARI_02767
ko:K11895	ses:SARI_02605
ko:K11907	ses:SARI_02728
ko:K00029	ses:SARI_00411
ko:K11932	ses:SARI_02322
ko:K01720	ses:SARI_02555
ko:K01358	ses:SARI_02486
ko:K01710	ses:SARI_03731
ko:K01759	ses:SARI_01546
ko:K01119	ses:SARI_03228
ko:K01169	ses:SARI_02318
ko:K01187	ses:SARI_02524
ko:K05799	ses:SARI_02843
ko:K00661	ses:SARI_02462
ko:K07251	ses:SARI_01783
ko:K00024	ses:SARI_04274
ko:K03386	ses:SARI_02523
ko:K03386	ses:SARI_02328
ko:K12151	ses:SARI_01777
ko:K06957	ses:SARI_00397
ko:K10038	ses:SARI_02099
ko:K00117	ses:SARI_02825
ko:K01190	ses:SARI_02832
ko:K07214	ses:SARI_02350
ko:K00853	ses:SARI_02902
ko:K01659	ses:SARI_02556
ko:K07726	ses:SARI_03991
ko:K02302	ses:SARI_04135
ko:K08297	ses:SARI_02927
ko:K03762	ses:SARI_03367
ko:K02362	ses:SARI_02352
ko:K10036	ses:SARI_02097
ko:K03855	ses:SARI_02922
ko:K03472	ses:SARI_04575
ko:K11900	ses:SARI_02632
ko:K11748	ses:SARI_04167
ko:K08277	ses:SARI_02936
ko:K11751	ses:SARI_02439
ko:K02099	ses:SARI_02901
ko:K00042	ses:SARI_04369
ko:K11906	ses:SARI_02604
ko:K11905	ses:SARI_02712
ko:K11906	ses:SARI_02713
ko:K07757	ses:SARI_02081
ko:K04755	ses:SARI_00338
ko:K01089	ses:SARI_00810
ko:K11940	ses:SARI_01931
ko:K01243	ses:SARI_02797
ko:K03286	ses:SARI_01940
ko:K01085	ses:SARI_01883
ko:K02426	ses:SARI_04676
ko:K06884	ses:SARI_01227
ko:K00633	ses:SARI_02830
ko:K11720	ses:SARI_03163
ko:K08225	ses:SARI_02343
ko:K00137	ses:SARI_01380
ko:K04063	ses:SARI_01407
ko:K08997	ses:SARI_01624
ko:K11938	ses:SARI_02477
ko:K01092	ses:SARI_00330
ko:K12291	ses:SARI_04126
ko:K11743	ses:SARI_01496
ko:K02237	ses:SARI_02481
ko:K05984	ses:SARI_01669
ko:K08299	ses:SARI_02930
ko:K00602	ses:SARI_03481
ko:K11534	ses:SARI_02066
ko:K11534	ses:SARI_03855
ko:K00065	ses:SARI_04638
ko:K01644	ses:SARI_02313
ko:K11606	ses:SARI_00108
ko:K08137	ses:SARI_04554
ko:K08325	ses:SARI_04461
ko:K02255	ses:SARI_01009
ko:K00694	ses:SARI_04015
ko:K08351	ses:SARI_03995
ko:K11892	ses:SARI_02630
ko:K11901	ses:SARI_02633
ko:K02000	ses:SARI_00164
ko:K01524	ses:SARI_03739
ko:K09979	ses:SARI_04351
ko:K08485	ses:SARI_04301
ko:K07397	ses:SARI_04150
ko:K01784	ses:SARI_02165
ko:K01250	ses:SARI_02282
ko:K04844	ses:SARI_01291
ko:K00956	ses:SARI_00022
ko:K08961	ses:SARI_02380
ko:K13890	ses:SARI_02074
ko:K13892	ses:SARI_02076
ko:K07497	ses:SARI_04386
ko:K07001	ses:SARI_00231
ko:K05685	ses:SARI_02020
ko:K13889	ses:SARI_02075
ko:K13741	ses:SARI_01086
ko:K13637	ses:SARI_03069
ko:K12943	ses:SARI_04612
ko:K05520	ses:SARI_04353
ko:K00215	ses:SARI_02943
ko:K13256	ses:SARI_03456
ko:K13038	ses:SARI_03911
ko:K13255	ses:SARI_03029
ko:K06879	ses:SARI_04695
ko:K13285	ses:SARI_00088
ko:K13283	ses:SARI_03582
ko:K13284	ses:SARI_00091
ko:K13286	ses:SARI_00089
ko:K13378	ses:SARI_00573
ko:K08353	ses:SARI_00823
ko:K02423	ses:SARI_00975
ko:K13287	ses:SARI_00090
ko:K00297	ses:SARI_03551
ko:K02790	ses:SARI_03958
ko:K02791	ses:SARI_03958
ko:K12972	ses:SARI_01863
ko:K12957	ses:SARI_03157
ko:K03895	ses:SARI_02154
ko:K08359	ses:SARI_01598
ko:K01699	ses:SARI_00847
ko:K02081	ses:SARI_04365
ko:K01138	ses:SARI_01166
ko:K07497	ses:SARI_01235
ko:K02027	ses:SARI_01285
ko:K07346	ses:SARI_02409
ko:K13795	ses:SARI_02251
ko:K03288	ses:SARI_02252
ko:K13788	ses:SARI_00562
ko:K05939	ses:SARI_04649
ko:K02468	ses:SARI_00134
ko:K02793	ses:SARI_02360
ko:K08478	ses:SARI_00493
ko:K05782	ses:SARI_01372
ko:K01066	ses:SARI_02444
ko:K00249	ses:SARI_02573
ko:K06714	ses:SARI_00538
ko:K07350	ses:SARI_02407
ko:K05349	ses:SARI_00733
ko:K12368	ses:SARI_04002
ko:K08318	ses:SARI_03643
ko:K04030	ses:SARI_00416
ko:K02173	ses:SARI_04568
ko:K09612	ses:SARI_00020
ko:K12371	ses:SARI_04005
ko:K02485	ses:SARI_01200
ko:K07724	ses:SARI_03317
ko:K01630	ses:SARI_04368
ko:K12339	ses:SARI_00448
ko:K09806	ses:SARI_04432
ko:K16371	ses:SARI_04364
ko:K06518	ses:SARI_03405
ko:K09994	ses:SARI_03382
ko:K08352	ses:SARI_00822
ko:K02414	ses:SARI_00963
ko:K03079	ses:SARI_03247
ko:K12686	ses:SARI_02367
ko:K05875	ses:SARI_01027
ko:K03321	ses:SARI_01171
ko:K00657	ses:SARI_01438
ko:K05845	ses:SARI_01428
ko:K05847	ses:SARI_01426
ko:K08358	ses:SARI_01597
ko:K00146	ses:SARI_04502
ko:K04835	ses:SARI_02201
ko:K01664	ses:SARI_04146
ko:K15548	ses:SARI_04268
ko:K12573	ses:SARI_03263
ko:K07793	ses:SARI_00187
ko:K03817	ses:SARI_01367
ko:K07017	ses:SARI_00201
ko:K11382	ses:SARI_00492
ko:K03468	ses:SARI_04269
ko:K01708	ses:SARI_04366
ko:K03406	ses:SARI_04473
ko:K15830	ses:SARI_00123
ko:K00885	ses:SARI_04288
ko:K05845	ses:SARI_00734
ko:K02850	ses:SARI_03925
ko:K01048	ses:SARI_03696
ko:K01271	ses:SARI_03675
ko:K00124	ses:SARI_03631
ko:K06148	ses:SARI_03416
ko:K14062	ses:SARI_01505
ko:K13930	ses:SARI_04158
ko:K14055	ses:SARI_01321
ko:K13935	ses:SARI_04164
ko:K13888	ses:SARI_02021
ko:K14061	ses:SARI_01332
ko:K03726	ses:SARI_00228
ko:K05847	ses:SARI_00736
ko:K13919	ses:SARI_00846
ko:K02081	ses:SARI_01157
ko:K01051	ses:SARI_02141
ko:K03894	ses:SARI_02152
ko:K00932	ses:SARI_04377
ko:K07497	ses:SARI_04391
ko:K13735	ses:SARI_03891
ko:K02852	ses:SARI_03724
ko:K12582	ses:SARI_03726
ko:K03272	ses:SARI_04429
ko:K14054	ses:SARI_01301
ko:K13936	ses:SARI_04162
ko:K13934	ses:SARI_04163
ko:K13928	ses:SARI_04165
ko:K13929	ses:SARI_04157
ko:K13932	ses:SARI_04160
ko:K13933	ses:SARI_04161
ko:K03896	ses:SARI_02153
ko:K14064	ses:SARI_01014
ko:K13921	ses:SARI_00835
ko:K13922	ses:SARI_00836
ko:K01002	ses:SARI_03038
ko:K06887	ses:SARI_03217
ko:K07186	ses:SARI_03006
ko:K03292	ses:SARI_03558
ko:K01671	ses:SARI_03644
ko:K08173	ses:SARI_01443
ko:K01782	ses:SARI_00511
ko:K01825	ses:SARI_03676
ko:K14058	ses:SARI_01329
ko:K14053	ses:SARI_01294
ko:K06211	ses:SARI_03003
ko:K13628	ses:SARI_00335
ko:K13450	ses:SARI_01482
ko:K13953	ses:SARI_01402
ko:K02224	ses:SARI_00853
ko:K01916	ses:SARI_01668
ko:K07245	ses:SARI_01072
ko:K01534	ses:SARI_04060
ko:K00455	ses:SARI_01899
ko:K08344	ses:SARI_01886
ko:K02062	ses:SARI_02899
ko:K07310	ses:SARI_01433
ko:K03490	ses:SARI_01663
ko:K06956	ses:SARI_01656
ko:K12700	ses:SARI_02944
ko:K02004	ses:SARI_02425
ko:K12524	ses:SARI_02990
ko:K05789	ses:SARI_00805
ko:K11891	ses:SARI_02720
ko:K12369	ses:SARI_04003
ko:K04691	ses:SARI_04275
ko:K03329	ses:SARI_02560
ko:K07038	ses:SARI_01655
ko:K02226	ses:SARI_02289
ko:K01297	ses:SARI_01139
ko:K01087	ses:SARI_01012
ko:K00854	ses:SARI_03977
ko:K06884	ses:SARI_01451
ko:K03668	ses:SARI_01336
ko:K00632	ses:SARI_03677
ko:K00632	ses:SARI_00510
ko:K06075	ses:SARI_01538
ko:K02477	ses:SARI_00740
ko:K04072	ses:SARI_01204
ko:K13895	ses:SARI_00669
ko:K06895	ses:SARI_04579
ko:K01058	ses:SARI_03700
ko:K03446	ses:SARI_00158
ko:K02069	ses:SARI_02430
ko:K08970	ses:SARI_04629
ko:K04753	ses:SARI_04456
ko:K02100	ses:SARI_04640
ko:K12973	ses:SARI_02305
ko:K01826	ses:SARI_01898
ko:K05921	ses:SARI_01901
ko:K13040	ses:SARI_01596
ko:K01488	ses:SARI_01517
ko:K06006	ses:SARI_03584
ko:K05812	ses:SARI_00275
ko:K00879	ses:SARI_04685
ko:K08349	ses:SARI_01400
ko:K03970	ses:SARI_01281
ko:K03971	ses:SARI_01283
ko:K12945	ses:SARI_00406
ko:K03297	ses:SARI_01331
ko:K02078	ses:SARI_01802
ko:K03280	ses:SARI_01642
ko:K02191	ses:SARI_00858
ko:K00121	ses:SARI_01356
ko:K00557	ses:SARI_03534
ko:K13631	ses:SARI_03412
ko:K03782	ses:SARI_03550
ko:K13638	ses:SARI_04216
ko:K01792	ses:SARI_01691
ko:K13641	ses:SARI_03469
ko:K10778	ses:SARI_00624
ko:K13654	ses:SARI_01390
ko:K13643	ses:SARI_00332
ko:K13634	ses:SARI_01247
ko:K01070	ses:SARI_00697
ko:K13694	ses:SARI_00673
ko:K13821	ses:SARI_01878
ko:K11201	ses:SARI_03609
ko:K01838	ses:SARI_01292
ko:K07497	ses:SARI_02634
