ko:K13060	ypu:BZ21_2539
ko:K00975	ypu:BZ21_3119
ko:K00700	ypu:BZ21_3121
ko:K02478	ypu:BZ21_3122
ko:K13735	ypu:BZ21_3123
ko:K00133	ypu:BZ21_3127
ko:K00851	ypu:BZ21_3133
ko:K06155	ypu:BZ21_3134
ko:K06145	ypu:BZ21_3135
ko:K06911	ypu:BZ21_3136
ko:K01624	ypu:BZ21_3140
ko:K09988	ypu:BZ21_3141
ko:K10439	ypu:BZ21_3142
ko:K10440	ypu:BZ21_3143
ko:K10441	ypu:BZ21_3144
ko:K07007	ypu:BZ21_3161
ko:K16322	ypu:BZ21_3162
ko:K06144	ypu:BZ21_3163
ko:K06149	ypu:BZ21_3164
ko:K00262	ypu:BZ21_3165
ko:K15984	ypu:BZ21_3167
ko:K01414	ypu:BZ21_3168
ko:K07115	ypu:BZ21_3169
ko:K00383	ypu:BZ21_3170
ko:K02647	ypu:BZ21_3171
ko:K03299	ypu:BZ21_3172
ko:K05804	ypu:BZ21_3978
ko:K05805	ypu:BZ21_3981
ko:K07773	ypu:BZ21_3982
ko:K12524	ypu:BZ21_3984
ko:K00872	ypu:BZ21_3985
ko:K01733	ypu:BZ21_3986
ko:K09861	ypu:BZ21_3988
ko:K00616	ypu:BZ21_3989
ko:K03831	ypu:BZ21_3990
ko:K07034	ypu:BZ21_3993
ko:K04043	ypu:BZ21_3994
ko:K03686	ypu:BZ21_3995
ko:K03313	ypu:BZ21_3996
ko:K03717	ypu:BZ21_3997
ko:K02968	ypu:BZ21_3998
ko:K11753	ypu:BZ21_3999
ko:K01870	ypu:BZ21_4000
ko:K03101	ypu:BZ21_4001
ko:K03774	ypu:BZ21_4002
ko:K03527	ypu:BZ21_4003
ko:K00215	ypu:BZ21_4005
ko:K01956	ypu:BZ21_4006
ko:K01955	ypu:BZ21_4007
ko:K01525	ypu:BZ21_4013
ko:K06195	ypu:BZ21_4014
ko:K02528	ypu:BZ21_4015
ko:K00097	ypu:BZ21_4016
ko:K03771	ypu:BZ21_4017
ko:K04744	ypu:BZ21_4018
ko:K05801	ypu:BZ21_4019
ko:K06177	ypu:BZ21_4020
ko:K11902	ypu:BZ21_4022
ko:K11901	ypu:BZ21_4023
ko:K11900	ypu:BZ21_4024
ko:K11903	ypu:BZ21_4025
ko:K11897	ypu:BZ21_4026
ko:K11896	ypu:BZ21_4027
ko:K11895	ypu:BZ21_4028
ko:K11907	ypu:BZ21_4029
ko:K11904	ypu:BZ21_4030
ko:K13637	ypu:BZ21_587
ko:K00040	ypu:BZ21_588
ko:K01686	ypu:BZ21_589
ko:K02356	ypu:BZ21_590
ko:K03835	ypu:BZ21_591
ko:K06940	ypu:BZ21_592
ko:K00058	ypu:BZ21_594
ko:K00135	ypu:BZ21_596
ko:K00854	ypu:BZ21_597
ko:K02058	ypu:BZ21_600
ko:K02056	ypu:BZ21_601
ko:K02057	ypu:BZ21_602
ko:K02768	ypu:BZ21_604
ko:K11183	ypu:BZ21_604
ko:K00882	ypu:BZ21_605
ko:K02769	ypu:BZ21_606
ko:K02770	ypu:BZ21_606
ko:K07347	ypu:BZ21_611
ko:K01151	ypu:BZ21_612
ko:K11733	ypu:BZ21_616
ko:K02016	ypu:BZ21_617
ko:K02015	ypu:BZ21_618
ko:K02013	ypu:BZ21_619
ko:K16089	ypu:BZ21_620
ko:K02073	ypu:BZ21_624
ko:K02071	ypu:BZ21_625
ko:K02072	ypu:BZ21_626
ko:K07258	ypu:BZ21_627
ko:K03837	ypu:BZ21_628
ko:K11534	ypu:BZ21_629
ko:K01619	ypu:BZ21_630
ko:K07085	ypu:BZ21_633
ko:K03674	ypu:BZ21_634
ko:K11073	ypu:BZ21_637
ko:K11076	ypu:BZ21_638
ko:K11075	ypu:BZ21_639
ko:K03710	ypu:BZ21_1465
ko:K01809	ypu:BZ21_1467
ko:K01679	ypu:BZ21_1468
ko:K10748	ypu:BZ21_1469
ko:K08224	ypu:BZ21_1470
ko:K15545	ypu:BZ21_1473
ko:K03281	ypu:BZ21_1472
ko:K16066	ypu:BZ21_1476
ko:K00138	ypu:BZ21_1478
ko:K07790	ypu:BZ21_1480
ko:K14155	ypu:BZ21_1481
ko:K03315	ypu:BZ21_1482
ko:K02529	ypu:BZ21_1483
ko:K17202	ypu:BZ21_1485
ko:K17203	ypu:BZ21_1486
ko:K17204	ypu:BZ21_1487
ko:K02051	ypu:BZ21_1489
ko:K02050	ypu:BZ21_1490
ko:K02049	ypu:BZ21_1491
ko:K01241	ypu:BZ21_1492
ko:K01652	ypu:BZ21_1497
ko:K01653	ypu:BZ21_1498
ko:K01077	ypu:BZ21_1501
ko:K00567	ypu:BZ21_1502
ko:K00325	ypu:BZ21_1506
ko:K00324	ypu:BZ21_1507
ko:K03758	ypu:BZ21_1509
ko:K07661	ypu:BZ21_1511
ko:K07639	ypu:BZ21_1512
ko:K01299	ypu:BZ21_1513
ko:K11021	ypu:BZ21_1514
ko:K04775	ypu:BZ21_1518
ko:K02967	ypu:BZ21_2316
ko:K01265	ypu:BZ21_2317
ko:K00990	ypu:BZ21_2318
ko:K00674	ypu:BZ21_2319
ko:K06175	ypu:BZ21_2322
ko:K15723	ypu:BZ21_2325
ko:K06879	ypu:BZ21_2326
ko:K06966	ypu:BZ21_2327
ko:K01146	ypu:BZ21_2328
ko:K06968	ypu:BZ21_2329
ko:K03566	ypu:BZ21_2331
ko:K01766	ypu:BZ21_2333
ko:K02426	ypu:BZ21_2334
ko:K08304	ypu:BZ21_2336
ko:K01448	ypu:BZ21_2340
ko:K14682	ypu:BZ21_2341
ko:K03581	ypu:BZ21_2342
ko:K03582	ypu:BZ21_2343
ko:K01407	ypu:BZ21_2344
ko:K03583	ypu:BZ21_2345
ko:K02681	ypu:BZ21_2346
ko:K02680	ypu:BZ21_2348
ko:K02679	ypu:BZ21_2349
ko:K02297	ypu:BZ21_196
ko:K08218	ypu:BZ21_198
ko:K07286	ypu:BZ21_199
ko:K05527	ypu:BZ21_200
ko:K03545	ypu:BZ21_202
ko:K01358	ypu:BZ21_203
ko:K03544	ypu:BZ21_204
ko:K01338	ypu:BZ21_205
ko:K03530	ypu:BZ21_206
ko:K03770	ypu:BZ21_207
ko:K02237	ypu:BZ21_208
ko:K12500	ypu:BZ21_209
ko:K06920	ypu:BZ21_210
ko:K11938	ypu:BZ21_212
ko:K01738	ypu:BZ21_213
ko:K05800	ypu:BZ21_214
ko:K18889	ypu:BZ21_215
ko:K18890	ypu:BZ21_216
ko:K04752	ypu:BZ21_217
ko:K03320	ypu:BZ21_218
ko:K10805	ypu:BZ21_219
ko:K09914	ypu:BZ21_220
ko:K07443	ypu:BZ21_221
ko:K05839	ypu:BZ21_222
ko:K02919	ypu:BZ21_225
ko:K02909	ypu:BZ21_226
ko:K18138	ypu:BZ21_227
ko:K03585	ypu:BZ21_228
ko:K03577	ypu:BZ21_229
ko:K06039	ypu:BZ21_230
ko:K05802	ypu:BZ21_231
ko:K04067	ypu:BZ21_232
ko:K09790	ypu:BZ21_233
ko:K00759	ypu:BZ21_234
ko:K02343	ypu:BZ21_235
ko:K09747	ypu:BZ21_236
ko:K06187	ypu:BZ21_237
ko:K04079	ypu:BZ21_238
ko:K00939	ypu:BZ21_239
ko:K01772	ypu:BZ21_240
ko:K00523	ypu:BZ21_241
ko:K00978	ypu:BZ21_242
ko:K01709	ypu:BZ21_243
ko:K12452	ypu:BZ21_244
ko:K11737	ypu:BZ21_1084
ko:K07689	ypu:BZ21_1090
ko:K03703	ypu:BZ21_1091
ko:K00995	ypu:BZ21_1092
ko:K02195	ypu:BZ21_1943
ko:K02194	ypu:BZ21_1944
ko:K02193	ypu:BZ21_1945
ko:K03744	ypu:BZ21_1948
ko:K06193	ypu:BZ21_1950
ko:K11897	ypu:BZ21_1952
ko:K11898	ypu:BZ21_1953
ko:K11904	ypu:BZ21_1956
ko:K11891	ypu:BZ21_1957
ko:K11892	ypu:BZ21_1958
ko:K11893	ypu:BZ21_1959
ko:K11906	ypu:BZ21_1960
ko:K11903	ypu:BZ21_1961
ko:K11900	ypu:BZ21_1962
ko:K11901	ypu:BZ21_1963
ko:K07347	ypu:BZ21_1965
ko:K07345	ypu:BZ21_1967
ko:K11907	ypu:BZ21_1968
ko:K11896	ypu:BZ21_1969
ko:K11895	ypu:BZ21_1970
ko:K11902	ypu:BZ21_1971
ko:K08305	ypu:BZ21_1978
ko:K02012	ypu:BZ21_1979
ko:K02011	ypu:BZ21_1980
ko:K02010	ypu:BZ21_1981
ko:K06887	ypu:BZ21_1984
ko:K07306	ypu:BZ21_1986
ko:K07307	ypu:BZ21_1987
ko:K07308	ypu:BZ21_1988
ko:K18843	ypu:BZ21_1994
ko:K14261	ypu:BZ21_1996
ko:K00845	ypu:BZ21_1998
ko:K07862	ypu:BZ21_2797
ko:K01685	ypu:BZ21_2799
ko:K00041	ypu:BZ21_2800
ko:K01812	ypu:BZ21_2801
ko:K08191	ypu:BZ21_2802
ko:K15977	ypu:BZ21_2811
ko:K15977	ypu:BZ21_2814
ko:K07393	ypu:BZ21_2815
ko:K06911	ypu:BZ21_2817
ko:K07056	ypu:BZ21_2818
ko:K07121	ypu:BZ21_2819
ko:K07460	ypu:BZ21_2820
ko:K12961	ypu:BZ21_2821
ko:K03814	ypu:BZ21_2823
ko:K07648	ypu:BZ21_2825
ko:K07139	ypu:BZ21_2827
ko:K00265	ypu:BZ21_2828
ko:K00266	ypu:BZ21_2829
ko:K03600	ypu:BZ21_2831
ko:K03599	ypu:BZ21_2832
ko:K02996	ypu:BZ21_2833
ko:K02871	ypu:BZ21_2834
ko:K06916	ypu:BZ21_2835
ko:K09908	ypu:BZ21_2836
ko:K04691	ypu:BZ21_2838
ko:K00790	ypu:BZ21_2839
ko:K07122	ypu:BZ21_2841
ko:K07323	ypu:BZ21_2842
ko:K02067	ypu:BZ21_2843
ko:K02066	ypu:BZ21_2844
ko:K02065	ypu:BZ21_2845
ko:K07301	ypu:BZ21_2846
ko:K06041	ypu:BZ21_2847
ko:K03270	ypu:BZ21_2848
ko:K11719	ypu:BZ21_2849
ko:K09774	ypu:BZ21_2850
ko:K06861	ypu:BZ21_2851
ko:K03046	ypu:BZ21_3651
ko:K03150	ypu:BZ21_3652
ko:K03149	ypu:BZ21_3653
ko:K03154	ypu:BZ21_3654
ko:K03148	ypu:BZ21_3655
ko:K00788	ypu:BZ21_3656
ko:K03147	ypu:BZ21_3657
ko:K07740	ypu:BZ21_3658
ko:K03426	ypu:BZ21_3659
ko:K01599	ypu:BZ21_3661
ko:K05982	ypu:BZ21_3662
ko:K09891	ypu:BZ21_3663
ko:K05787	ypu:BZ21_3664
ko:K01945	ypu:BZ21_3666
ko:K00602	ypu:BZ21_3667
ko:K14393	ypu:BZ21_3678
ko:K01895	ypu:BZ21_3680
ko:K11102	ypu:BZ21_3681
ko:K14979	ypu:BZ21_3682
ko:K14978	ypu:BZ21_3683
ko:K03219	ypu:BZ21_3684
ko:K03220	ypu:BZ21_3685
ko:K18984	ypu:BZ21_3686
ko:K03221	ypu:BZ21_3688
ko:K03222	ypu:BZ21_3691
ko:K03230	ypu:BZ21_3694
ko:K03224	ypu:BZ21_3695
ko:K03225	ypu:BZ21_3698
ko:K03226	ypu:BZ21_3699
ko:K03227	ypu:BZ21_3700
ko:K03228	ypu:BZ21_3701
ko:K03229	ypu:BZ21_3702
ko:K07112	ypu:BZ21_3703
ko:K13292	ypu:BZ21_2352
ko:K08484	ypu:BZ21_2353
ko:K08311	ypu:BZ21_2354
ko:K03573	ypu:BZ21_2355
ko:K08227	ypu:BZ21_2359
ko:K05939	ypu:BZ21_2360
ko:K08351	ypu:BZ21_2361
ko:K02529	ypu:BZ21_2363
ko:K01586	ypu:BZ21_2362
ko:K07396	ypu:BZ21_2369
ko:K00865	ypu:BZ21_3173
ko:K07058	ypu:BZ21_3178
ko:K01521	ypu:BZ21_3179
ko:K07290	ypu:BZ21_3180
ko:K01821	ypu:BZ21_3182
ko:K00874	ypu:BZ21_3183
ko:K11103	ypu:BZ21_3186
ko:K01728	ypu:BZ21_3188
ko:K12372	ypu:BZ21_3193
ko:K12371	ypu:BZ21_3194
ko:K12370	ypu:BZ21_3195
ko:K12369	ypu:BZ21_3196
ko:K12368	ypu:BZ21_3197
ko:K07783	ypu:BZ21_3203
ko:K07675	ypu:BZ21_3204
ko:K12975	ypu:BZ21_3206
ko:K16234	ypu:BZ21_3208
ko:K01745	ypu:BZ21_3209
ko:K01712	ypu:BZ21_3210
ko:K01738	ypu:BZ21_3211
ko:K00759	ypu:BZ21_3212
ko:K02016	ypu:BZ21_3215
ko:K02015	ypu:BZ21_3216
ko:K02015	ypu:BZ21_3217
ko:K02013	ypu:BZ21_3219
ko:K18837	ypu:BZ21_3224
ko:K18838	ypu:BZ21_3225
ko:K03630	ypu:BZ21_3226
ko:K11906	ypu:BZ21_4035
ko:K11893	ypu:BZ21_4036
ko:K11892	ypu:BZ21_4037
ko:K11891	ypu:BZ21_4038
ko:K03580	ypu:BZ21_4040
ko:K02336	ypu:BZ21_4041
ko:K02062	ypu:BZ21_4043
ko:K02063	ypu:BZ21_4044
ko:K02064	ypu:BZ21_4045
ko:K11925	ypu:BZ21_4049
ko:K03291	ypu:BZ21_4050
ko:K01704	ypu:BZ21_4051
ko:K01703	ypu:BZ21_4053
ko:K00052	ypu:BZ21_4054
ko:K01649	ypu:BZ21_4055
ko:K05798	ypu:BZ21_4057
ko:K01897	ypu:BZ21_4058
ko:K01652	ypu:BZ21_4059
ko:K01653	ypu:BZ21_4060
ko:K03435	ypu:BZ21_4061
ko:K03925	ypu:BZ21_4063
ko:K03438	ypu:BZ21_4064
ko:K03586	ypu:BZ21_4065
ko:K03587	ypu:BZ21_4066
ko:K01928	ypu:BZ21_4067
ko:K01929	ypu:BZ21_4068
ko:K01000	ypu:BZ21_4069
ko:K01925	ypu:BZ21_4070
ko:K03588	ypu:BZ21_4071
ko:K02563	ypu:BZ21_4072
ko:K01924	ypu:BZ21_4073
ko:K01921	ypu:BZ21_4074
ko:K03589	ypu:BZ21_4075
ko:K03590	ypu:BZ21_4076
ko:K03531	ypu:BZ21_4077
ko:K02535	ypu:BZ21_4078
ko:K13301	ypu:BZ21_4080
ko:K03070	ypu:BZ21_4081
ko:K03574	ypu:BZ21_4082
ko:K07491	ypu:BZ21_4083
ko:K09862	ypu:BZ21_4084
ko:K01711	ypu:BZ21_253
ko:K07031	ypu:BZ21_254
ko:K03271	ypu:BZ21_255
ko:K11074	ypu:BZ21_640
ko:K03212	ypu:BZ21_642
ko:K09996	ypu:BZ21_643
ko:K02013	ypu:BZ21_647
ko:K09998	ypu:BZ21_651
ko:K09999	ypu:BZ21_652
ko:K09997	ypu:BZ21_653
ko:K10000	ypu:BZ21_654
ko:K04093	ypu:BZ21_655
ko:K01620	ypu:BZ21_659
ko:K00156	ypu:BZ21_660
ko:K11933	ypu:BZ21_661
ko:K05601	ypu:BZ21_662
ko:K07459	ypu:BZ21_664
ko:K09824	ypu:BZ21_665
ko:K13888	ypu:BZ21_666
ko:K05685	ypu:BZ21_667
ko:K03704	ypu:BZ21_668
ko:K06891	ypu:BZ21_669
ko:K03694	ypu:BZ21_670
ko:K02518	ypu:BZ21_671
ko:K00684	ypu:BZ21_672
ko:K16012	ypu:BZ21_673
ko:K16013	ypu:BZ21_674
ko:K00384	ypu:BZ21_675
ko:K03719	ypu:BZ21_676
ko:K03466	ypu:BZ21_677
ko:K03634	ypu:BZ21_678
ko:K07478	ypu:BZ21_680
ko:K01875	ypu:BZ21_681
ko:K08219	ypu:BZ21_682
ko:K04069	ypu:BZ21_683
ko:K07270	ypu:BZ21_684
ko:K00656	ypu:BZ21_685
ko:K06212	ypu:BZ21_686
ko:K09136	ypu:BZ21_687
ko:K01424	ypu:BZ21_688
ko:K12342	ypu:BZ21_689
ko:K12342	ypu:BZ21_690
ko:K00831	ypu:BZ21_691
ko:K00800	ypu:BZ21_692
ko:K03578	ypu:BZ21_1521
ko:K01118	ypu:BZ21_1522
ko:K00007	ypu:BZ21_1524
ko:K09978	ypu:BZ21_1525
ko:K03778	ypu:BZ21_1528
ko:K03668	ypu:BZ21_1529
ko:K07507	ypu:BZ21_1531
ko:K03297	ypu:BZ21_1532
ko:K03737	ypu:BZ21_1533
ko:K14058	ypu:BZ21_1534
ko:K16074	ypu:BZ21_1538
ko:K15580	ypu:BZ21_1539
ko:K14054	ypu:BZ21_1540
ko:K11065	ypu:BZ21_1542
ko:K03721	ypu:BZ21_1543
ko:K08990	ypu:BZ21_1546
ko:K06918	ypu:BZ21_1547
ko:K03971	ypu:BZ21_1548
ko:K03970	ypu:BZ21_1550
ko:K03969	ypu:BZ21_1551
ko:K03974	ypu:BZ21_1552
ko:K01710	ypu:BZ21_3523
ko:K03273	ypu:BZ21_257
ko:K00892	ypu:BZ21_260
ko:K03455	ypu:BZ21_261
ko:K08223	ypu:BZ21_262
ko:K11751	ypu:BZ21_263
ko:K03976	ypu:BZ21_266
ko:K09973	ypu:BZ21_267
ko:K17686	ypu:BZ21_268
ko:K07340	ypu:BZ21_270
ko:K05838	ypu:BZ21_272
ko:K10804	ypu:BZ21_274
ko:K02003	ypu:BZ21_275
ko:K02004	ypu:BZ21_276
ko:K01589	ypu:BZ21_277
ko:K01588	ypu:BZ21_278
ko:K03269	ypu:BZ21_279
ko:K03768	ypu:BZ21_280
ko:K01883	ypu:BZ21_281
ko:K14761	ypu:BZ21_282
ko:K01491	ypu:BZ21_283
ko:K00981	ypu:BZ21_290
ko:K06221	ypu:BZ21_300
ko:K05349	ypu:BZ21_302
ko:K06182	ypu:BZ21_305
ko:K18850	ypu:BZ21_306
ko:K06887	ypu:BZ21_1150
ko:K01586	ypu:BZ21_1160
ko:K09803	ypu:BZ21_1171
ko:K03710	ypu:BZ21_1181
ko:K02027	ypu:BZ21_1183
ko:K02025	ypu:BZ21_1184
ko:K02026	ypu:BZ21_1185
ko:K10111	ypu:BZ21_1186
ko:K07347	ypu:BZ21_1190
ko:K07345	ypu:BZ21_1192
ko:K07679	ypu:BZ21_1193
ko:K07688	ypu:BZ21_1194
ko:K18288	ypu:BZ21_1195
ko:K18290	ypu:BZ21_1196
ko:K03322	ypu:BZ21_2003
ko:K11535	ypu:BZ21_2004
ko:K01885	ypu:BZ21_2009
ko:K09962	ypu:BZ21_2013
ko:K09954	ypu:BZ21_2015
ko:K01972	ypu:BZ21_2016
ko:K03528	ypu:BZ21_2017
ko:K06203	ypu:BZ21_2018
ko:K01738	ypu:BZ21_2019
ko:K02784	ypu:BZ21_2020
ko:K08483	ypu:BZ21_2021
ko:K02484	ypu:BZ21_2023
ko:K13888	ypu:BZ21_2025
ko:K05685	ypu:BZ21_2026
ko:K03307	ypu:BZ21_2028
ko:K14155	ypu:BZ21_2031
ko:K07114	ypu:BZ21_2032
ko:K12339	ypu:BZ21_2036
ko:K02045	ypu:BZ21_2037
ko:K02047	ypu:BZ21_2038
ko:K02046	ypu:BZ21_2039
ko:K02048	ypu:BZ21_2040
ko:K03290	ypu:BZ21_2041
ko:K00885	ypu:BZ21_2044
ko:K01788	ypu:BZ21_2046
ko:K01639	ypu:BZ21_2047
ko:K07223	ypu:BZ21_2048
ko:K03092	ypu:BZ21_2852
ko:K05808	ypu:BZ21_2853
ko:K02806	ypu:BZ21_2854
ko:K06958	ypu:BZ21_2855
ko:K08485	ypu:BZ21_2856
ko:K00609	ypu:BZ21_2857
ko:K00610	ypu:BZ21_2858
ko:K09022	ypu:BZ21_2859
ko:K03485	ypu:BZ21_2861
ko:K02818	ypu:BZ21_2862
ko:K02819	ypu:BZ21_2862
ko:K01226	ypu:BZ21_2863
ko:K06140	ypu:BZ21_2865
ko:K15536	ypu:BZ21_2866
ko:K03592	ypu:BZ21_2868
ko:K09889	ypu:BZ21_2869
ko:K03623	ypu:BZ21_2870
ko:K00135	ypu:BZ21_2872
ko:K03468	ypu:BZ21_2873
ko:K15548	ypu:BZ21_2874
ko:K11021	ypu:BZ21_2884
ko:K03568	ypu:BZ21_2885
ko:K08301	ypu:BZ21_2888
ko:K06287	ypu:BZ21_2889
ko:K03571	ypu:BZ21_2890
ko:K03570	ypu:BZ21_2891
ko:K03569	ypu:BZ21_2892
ko:K18765	ypu:BZ21_2893
ko:K17247	ypu:BZ21_2896
ko:K03786	ypu:BZ21_2897
ko:K02160	ypu:BZ21_2898
ko:K01961	ypu:BZ21_2899
ko:K14392	ypu:BZ21_2902
ko:K02687	ypu:BZ21_2903
ko:K05540	ypu:BZ21_2904
ko:K03557	ypu:BZ21_2905
ko:K01760	ypu:BZ21_3707
ko:K02013	ypu:BZ21_3708
ko:K02015	ypu:BZ21_3709
ko:K02016	ypu:BZ21_3710
ko:K07225	ypu:BZ21_3711
ko:K16087	ypu:BZ21_3712
ko:K07227	ypu:BZ21_3715
ko:K00297	ypu:BZ21_3717
ko:K05791	ypu:BZ21_3724
ko:K05792	ypu:BZ21_3725
ko:K05793	ypu:BZ21_3726
ko:K05794	ypu:BZ21_3727
ko:K05795	ypu:BZ21_3728
ko:K05795	ypu:BZ21_3729
ko:K03181	ypu:BZ21_3736
ko:K03179	ypu:BZ21_3737
ko:K00631	ypu:BZ21_3738
ko:K00901	ypu:BZ21_3739
ko:K01356	ypu:BZ21_3740
ko:K09823	ypu:BZ21_3741
ko:K05539	ypu:BZ21_3742
ko:K01775	ypu:BZ21_3746
ko:K00832	ypu:BZ21_3747
ko:K03701	ypu:BZ21_3749
ko:K03111	ypu:BZ21_3750
ko:K03534	ypu:BZ21_3751
ko:K01629	ypu:BZ21_3753
ko:K01813	ypu:BZ21_3754
ko:K00848	ypu:BZ21_3755
ko:K02855	ypu:BZ21_3758
ko:K02854	ypu:BZ21_3759
ko:K03305	ypu:BZ21_1560
ko:K00799	ypu:BZ21_1563
ko:K00868	ypu:BZ21_1564
ko:K01866	ypu:BZ21_1565
ko:K00275	ypu:BZ21_1566
ko:K09001	ypu:BZ21_1568
ko:K06077	ypu:BZ21_1569
ko:K06075	ypu:BZ21_1570
ko:K06938	ypu:BZ21_1572
ko:K03760	ypu:BZ21_1573
ko:K02465	ypu:BZ21_2373
ko:K02461	ypu:BZ21_2375
ko:K02460	ypu:BZ21_2376
ko:K02459	ypu:BZ21_2377
ko:K02458	ypu:BZ21_2378
ko:K02457	ypu:BZ21_2379
ko:K02456	ypu:BZ21_2380
ko:K02455	ypu:BZ21_2381
ko:K02454	ypu:BZ21_2382
ko:K02453	ypu:BZ21_2383
ko:K02452	ypu:BZ21_2384
ko:K01673	ypu:BZ21_2386
ko:K08961	ypu:BZ21_2390
ko:K16371	ypu:BZ21_2393
ko:K02082	ypu:BZ21_2394
ko:K02745	ypu:BZ21_2395
ko:K02746	ypu:BZ21_2396
ko:K02747	ypu:BZ21_2397
ko:K02744	ypu:BZ21_2398
ko:K02079	ypu:BZ21_2399
ko:K00065	ypu:BZ21_2400
ko:K06871	ypu:BZ21_2402
ko:K08302	ypu:BZ21_2405
ko:K08191	ypu:BZ21_2409
ko:K01187	ypu:BZ21_2410
ko:K02024	ypu:BZ21_2412
ko:K02778	ypu:BZ21_2413
ko:K12308	ypu:BZ21_2414
ko:K01224	ypu:BZ21_2415
ko:K15772	ypu:BZ21_2416
ko:K15771	ypu:BZ21_2417
ko:K15770	ypu:BZ21_2418
ko:K10111	ypu:BZ21_2419
ko:K06946	ypu:BZ21_3229
ko:K07043	ypu:BZ21_3235
ko:K01153	ypu:BZ21_3236
ko:K01154	ypu:BZ21_3238
ko:K03427	ypu:BZ21_3239
ko:K02529	ypu:BZ21_3244
ko:K10544	ypu:BZ21_3245
ko:K10545	ypu:BZ21_3246
ko:K10543	ypu:BZ21_3247
ko:K01805	ypu:BZ21_3248
ko:K00854	ypu:BZ21_3249
ko:K07483	ypu:BZ21_3255
ko:K01754	ypu:BZ21_3258
ko:K04080	ypu:BZ21_3261
ko:K04081	ypu:BZ21_3262
ko:K07085	ypu:BZ21_3263
ko:K00835	ypu:BZ21_3264
ko:K01176	ypu:BZ21_3266
ko:K00090	ypu:BZ21_3267
ko:K03826	ypu:BZ21_3270
ko:K01246	ypu:BZ21_3271
ko:K01878	ypu:BZ21_3272
ko:K01879	ypu:BZ21_3273
ko:K02798	ypu:BZ21_3275
ko:K02799	ypu:BZ21_3275
ko:K02800	ypu:BZ21_3275
ko:K00009	ypu:BZ21_3276
ko:K02562	ypu:BZ21_3277
ko:K14762	ypu:BZ21_3279
ko:K18778	ypu:BZ21_4085
ko:K00859	ypu:BZ21_4086
ko:K00364	ypu:BZ21_4087
ko:K02505	ypu:BZ21_4089
ko:K02504	ypu:BZ21_4090
ko:K02682	ypu:BZ21_4091
ko:K00767	ypu:BZ21_4092
ko:K03806	ypu:BZ21_4093
ko:K03807	ypu:BZ21_4094
ko:K11734	ypu:BZ21_4095
ko:K00163	ypu:BZ21_4097
ko:K00627	ypu:BZ21_4098
ko:K00382	ypu:BZ21_4099
ko:K01682	ypu:BZ21_4100
ko:K09910	ypu:BZ21_4101
ko:K01611	ypu:BZ21_4103
ko:K00797	ypu:BZ21_4104
ko:K14588	ypu:BZ21_4106
ko:K00760	ypu:BZ21_4107
ko:K01673	ypu:BZ21_4108
ko:K01990	ypu:BZ21_4109
ko:K01992	ypu:BZ21_4110
ko:K01579	ypu:BZ21_4112
ko:K01918	ypu:BZ21_4113
ko:K00606	ypu:BZ21_4114
ko:K00950	ypu:BZ21_4115
ko:K00970	ypu:BZ21_4116
ko:K01894	ypu:BZ21_4117
ko:K06204	ypu:BZ21_4118
ko:K06206	ypu:BZ21_4119
ko:K01975	ypu:BZ21_4120
ko:K03579	ypu:BZ21_4121
ko:K05365	ypu:BZ21_4122
ko:K02013	ypu:BZ21_4123
ko:K02016	ypu:BZ21_4124
ko:K02015	ypu:BZ21_4125
ko:K01845	ypu:BZ21_4126
ko:K03281	ypu:BZ21_4127
ko:K15724	ypu:BZ21_4128
ko:K06858	ypu:BZ21_4130
ko:K01243	ypu:BZ21_4131
ko:K01129	ypu:BZ21_4132
ko:K07678	ypu:BZ21_4134
ko:K00951	ypu:BZ21_4135
ko:K06887	ypu:BZ21_311
ko:K07724	ypu:BZ21_316
ko:K05367	ypu:BZ21_317
ko:K06894	ypu:BZ21_318
ko:K00140	ypu:BZ21_321
ko:K03336	ypu:BZ21_322
ko:K00010	ypu:BZ21_323
ko:K17208	ypu:BZ21_324
ko:K17210	ypu:BZ21_325
ko:K17209	ypu:BZ21_326
ko:K03338	ypu:BZ21_328
ko:K03335	ypu:BZ21_329
ko:K03337	ypu:BZ21_330
ko:K06147	ypu:BZ21_332
ko:K03704	ypu:BZ21_338
ko:K06199	ypu:BZ21_339
ko:K03425	ypu:BZ21_340
ko:K03644	ypu:BZ21_341
ko:K03801	ypu:BZ21_342
ko:K00945	ypu:BZ21_693
ko:K02945	ypu:BZ21_694
ko:K05788	ypu:BZ21_696
ko:K02238	ypu:BZ21_697
ko:K11085	ypu:BZ21_698
ko:K00912	ypu:BZ21_699
ko:K03704	ypu:BZ21_701
ko:K09791	ypu:BZ21_702
ko:K00979	ypu:BZ21_703
ko:K06219	ypu:BZ21_705
ko:K03633	ypu:BZ21_706
ko:K03804	ypu:BZ21_707
ko:K03632	ypu:BZ21_708
ko:K00813	ypu:BZ21_712
ko:K09476	ypu:BZ21_713
ko:K01893	ypu:BZ21_714
ko:K00763	ypu:BZ21_715
ko:K01256	ypu:BZ21_716
ko:K00254	ypu:BZ21_717
ko:K18657	ypu:BZ21_718
ko:K07140	ypu:BZ21_719
ko:K12297	ypu:BZ21_720
ko:K15738	ypu:BZ21_721
ko:K03808	ypu:BZ21_722
ko:K06192	ypu:BZ21_723
ko:K09857	ypu:BZ21_724
ko:K07491	ypu:BZ21_725
