ko:K07062	xcj:J158_04449
ko:K05596	xcj:J158_03294
ko:K07071	xcj:J158_04106
ko:K01255	xcj:J158_04118
ko:K03088	xcj:J158_04120
ko:K03781	xcj:J158_04121
ko:K12262	xcj:J158_04122
ko:K09992	xcj:J158_04123
ko:K07693	xcj:J158_04124
ko:K07778	xcj:J158_04125
ko:K02003	xcj:J158_04127
ko:K02004	xcj:J158_04128
ko:K02004	xcj:J158_04129
ko:K05786	xcj:J158_04131
ko:K05786	xcj:J158_04132
ko:K01867	xcj:J158_04137
ko:K01476	xcj:J158_04141
ko:K07131	xcj:J158_04142
ko:K06945	xcj:J158_04145
ko:K00943	xcj:J158_04146
ko:K03525	xcj:J158_04149
ko:K03524	xcj:J158_04150
ko:K09933	xcj:J158_04152
ko:K07637	xcj:J158_04155
ko:K01092	xcj:J158_02547
ko:K04564	xcj:J158_02548
ko:K15738	xcj:J158_02551
ko:K05591	xcj:J158_02552
ko:K00759	xcj:J158_02553
ko:K00799	xcj:J158_02556
ko:K03704	xcj:J158_02557
ko:K07007	xcj:J158_02559
ko:K03799	xcj:J158_02561
ko:K01894	xcj:J158_02562
ko:K00023	xcj:J158_02563
ko:K09973	xcj:J158_02565
ko:K09164	xcj:J158_02566
ko:K03572	xcj:J158_02567
ko:K01448	xcj:J158_02568
ko:K06925	xcj:J158_02569
ko:K17758	xcj:J158_02570
ko:K17759	xcj:J158_02570
ko:K18979	xcj:J158_02571
ko:K03684	xcj:J158_02575
ko:K01971	xcj:J158_02577
ko:K07481	xcj:J158_02585
ko:K07497	xcj:J158_02586
ko:K07497	xcj:J158_02587
ko:K07473	xcj:J158_02590
ko:K02668	xcj:J158_03402
ko:K02667	xcj:J158_03403
ko:K02652	xcj:J158_03407
ko:K03601	xcj:J158_02572
ko:K02653	xcj:J158_03410
ko:K02654	xcj:J158_03411
ko:K00859	xcj:J158_03412
ko:K19048	xcj:J158_03414
ko:K07483	xcj:J158_03415
ko:K07497	xcj:J158_03416
ko:K05844	xcj:J158_03420
ko:K03630	xcj:J158_03434
ko:K03406	xcj:J158_03437
ko:K03413	xcj:J158_03440
ko:K07497	xcj:J158_03446
ko:K07497	xcj:J158_03447
ko:K07052	xcj:J158_03456
ko:K01093	xcj:J158_04264
ko:K11907	xcj:J158_04271
ko:K11895	xcj:J158_04272
ko:K11896	xcj:J158_04273
ko:K11897	xcj:J158_04274
ko:K11898	xcj:J158_04275
ko:K11903	xcj:J158_04276
ko:K11900	xcj:J158_04277
ko:K11901	xcj:J158_04278
ko:K00661	xcj:J158_04281
ko:K03657	xcj:J158_04282
ko:K06131	xcj:J158_04284
ko:K10218	xcj:J158_04286
ko:K16514	xcj:J158_04287
ko:K10220	xcj:J158_04288
ko:K02913	xcj:J158_04289
ko:K02902	xcj:J158_04290
ko:K15726	xcj:J158_04291
ko:K15727	xcj:J158_04292
ko:K15725	xcj:J158_04293
ko:K03501	xcj:J158_04296
ko:K01113	xcj:J158_04297
ko:K01113	xcj:J158_04299
ko:K06133	xcj:J158_04300
ko:K01142	xcj:J158_04303
ko:K14393	xcj:J158_04309
ko:K01895	xcj:J158_04312
ko:K07497	xcj:J158_02281
ko:K07483	xcj:J158_02282
ko:K02477	xcj:J158_02290
ko:K15727	xcj:J158_02294
ko:K15726	xcj:J158_02295
ko:K09702	xcj:J158_02301
ko:K02303	xcj:J158_02305
ko:K02304	xcj:J158_02307
ko:K15977	xcj:J158_02312
ko:K03406	xcj:J158_02317
ko:K03717	xcj:J158_02319
ko:K05577	xcj:J158_02320
ko:K09822	xcj:J158_02321
ko:K07497	xcj:J158_02322
ko:K07483	xcj:J158_02323
ko:K03630	xcj:J158_02327
ko:K07733	xcj:J158_02328
ko:K09774	xcj:J158_03134
ko:K06861	xcj:J158_03135
ko:K03092	xcj:J158_03136
ko:K05808	xcj:J158_03137
ko:K02806	xcj:J158_03138
ko:K06023	xcj:J158_03139
ko:K06958	xcj:J158_03140
ko:K02821	xcj:J158_03141
ko:K11189	xcj:J158_03142
ko:K08483	xcj:J158_03143
ko:K06213	xcj:J158_03144
ko:K00426	xcj:J158_03146
ko:K00425	xcj:J158_03147
ko:K01273	xcj:J158_03148
ko:K01728	xcj:J158_03150
ko:K18457	xcj:J158_03151
ko:K07782	xcj:J158_03152
ko:K14266	xcj:J158_03159
ko:K13639	xcj:J158_03164
ko:K08989	xcj:J158_03169
ko:K10716	xcj:J158_03171
ko:K09980	xcj:J158_03173
ko:K00275	xcj:J158_03174
ko:K00891	xcj:J158_03175
ko:K01735	xcj:J158_03176
ko:K01599	xcj:J158_03178
ko:K19119	xcj:J158_03992
ko:K19117	xcj:J158_03993
ko:K19117	xcj:J158_03994
ko:K19118	xcj:J158_03995
ko:K07464	xcj:J158_03996
ko:K15342	xcj:J158_03997
ko:K09951	xcj:J158_03998
ko:K06879	xcj:J158_04001
ko:K07799	xcj:J158_04003
ko:K07788	xcj:J158_04004
ko:K07789	xcj:J158_04005
ko:K07025	xcj:J158_04009
ko:K08641	xcj:J158_04014
ko:K05349	xcj:J158_04024
ko:K01633	xcj:J158_04025
ko:K01409	xcj:J158_04026
ko:K06182	xcj:J158_02980
ko:K05592	xcj:J158_02982
ko:K03088	xcj:J158_02983
ko:K14761	xcj:J158_02985
ko:K13529	xcj:J158_02991
ko:K00567	xcj:J158_02992
ko:K02014	xcj:J158_02998
ko:K18139	xcj:J158_03012
ko:K03585	xcj:J158_03014
ko:K09823	xcj:J158_03016
ko:K01885	xcj:J158_03017
ko:K06143	xcj:J158_03022
ko:K07641	xcj:J158_03024
ko:K07663	xcj:J158_03025
ko:K07115	xcj:J158_03026
ko:K03723	xcj:J158_03028
ko:K09767	xcj:J158_03832
ko:K09941	xcj:J158_03836
ko:K06183	xcj:J158_03839
ko:K00564	xcj:J158_03840
ko:K01775	xcj:J158_03848
ko:K00285	xcj:J158_03849
ko:K03719	xcj:J158_03850
ko:K07305	xcj:J158_03852
ko:K02556	xcj:J158_03854
ko:K02557	xcj:J158_03855
ko:K01992	xcj:J158_03860
ko:K01990	xcj:J158_03861
ko:K03316	xcj:J158_03862
ko:K15977	xcj:J158_03867
ko:K07386	xcj:J158_03872
ko:K07217	xcj:J158_03883
ko:K02970	xcj:J158_04027
ko:K09117	xcj:J158_04028
ko:K07058	xcj:J158_04029
ko:K14347	xcj:J158_04031
ko:K02259	xcj:J158_04034
ko:K02276	xcj:J158_04038
ko:K02258	xcj:J158_04039
ko:K02274	xcj:J158_04041
ko:K02275	xcj:J158_04042
ko:K13821	xcj:J158_04044
ko:K03630	xcj:J158_02441
ko:K07733	xcj:J158_02447
ko:K01951	xcj:J158_02449
ko:K00088	xcj:J158_02450
ko:K01491	xcj:J158_02451
ko:K09948	xcj:J158_02452
ko:K11747	xcj:J158_02453
ko:K00963	xcj:J158_02454
ko:K05788	xcj:J158_02459
ko:K02945	xcj:J158_02460
ko:K00945	xcj:J158_02461
ko:K02919	xcj:J158_02462
ko:K12251	xcj:J158_02466
ko:K03823	xcj:J158_02467
ko:K02026	xcj:J158_02471
ko:K02025	xcj:J158_02472
ko:K02027	xcj:J158_02473
ko:K02529	xcj:J158_02476
ko:K05527	xcj:J158_02477
ko:K09780	xcj:J158_02478
ko:K05896	xcj:J158_02479
ko:K06024	xcj:J158_02480
ko:K06178	xcj:J158_02481
ko:K14287	xcj:J158_02485
ko:K02193	xcj:J158_02486
ko:K02194	xcj:J158_02487
ko:K02195	xcj:J158_02488
ko:K02196	xcj:J158_02489
ko:K02197	xcj:J158_02490
ko:K02198	xcj:J158_02491
ko:K06920	xcj:J158_03297
ko:K10026	xcj:J158_03299
ko:K03640	xcj:J158_03301
ko:K03641	xcj:J158_03302
ko:K03646	xcj:J158_03303
ko:K03560	xcj:J158_03304
ko:K03562	xcj:J158_03305
ko:K07107	xcj:J158_03306
ko:K03551	xcj:J158_03307
ko:K03549	xcj:J158_03309
ko:K03550	xcj:J158_03310
ko:K01159	xcj:J158_03311
ko:K01876	xcj:J158_03315
ko:K01114	xcj:J158_03321
ko:K17836	xcj:J158_03323
ko:K17850	xcj:J158_03324
ko:K06158	xcj:J158_03326
ko:K02014	xcj:J158_03327
ko:K02014	xcj:J158_03329
ko:K02014	xcj:J158_03330
ko:K03455	xcj:J158_03332
ko:K02510	xcj:J158_03336
ko:K16091	xcj:J158_03337
ko:K01586	xcj:J158_03342
ko:K02233	xcj:J158_03345
ko:K02226	xcj:J158_03346
ko:K00768	xcj:J158_03347
ko:K02231	xcj:J158_03348
ko:K07660	xcj:J158_04156
ko:K05539	xcj:J158_04158
ko:K06867	xcj:J158_04160
ko:K03781	xcj:J158_04161
ko:K03722	xcj:J158_04162
ko:K00014	xcj:J158_04165
ko:K00380	xcj:J158_04167
ko:K01173	xcj:J158_04168
ko:K01698	xcj:J158_04171
ko:K01278	xcj:J158_04175
ko:K14266	xcj:J158_04180
ko:K03832	xcj:J158_04181
ko:K09696	xcj:J158_04182
ko:K09697	xcj:J158_04183
ko:K07729	xcj:J158_04185
ko:K01198	xcj:J158_04187
ko:K02014	xcj:J158_04191
ko:K13633	xcj:J158_04193
ko:K01990	xcj:J158_04195
ko:K01992	xcj:J158_04196
ko:K00077	xcj:J158_04199
ko:K03671	xcj:J158_04203
ko:K09799	xcj:J158_04207
ko:K06213	xcj:J158_04209
ko:K00940	xcj:J158_02163
ko:K06941	xcj:J158_02164
ko:K02656	xcj:J158_02165
ko:K15539	xcj:J158_02166
ko:K17713	xcj:J158_02168
ko:K03977	xcj:J158_02169
ko:K03750	xcj:J158_02170
ko:K08995	xcj:J158_02174
ko:K01142	xcj:J158_02178
ko:K03750	xcj:J158_02180
ko:K03752	xcj:J158_02181
ko:K03322	xcj:J158_02184
ko:K11924	xcj:J158_02185
ko:K13288	xcj:J158_02187
ko:K09773	xcj:J158_02190
ko:K09920	xcj:J158_02191
ko:K03574	xcj:J158_02192
ko:K00019	xcj:J158_02193
ko:K17103	xcj:J158_02194
ko:K03821	xcj:J158_02196
ko:K06959	xcj:J158_02201
ko:K01625	xcj:J158_02215
ko:K01690	xcj:J158_02216
ko:K01057	xcj:J158_02217
ko:K00845	xcj:J158_02218
ko:K19048	xcj:J158_03033
ko:K03407	xcj:J158_03035
ko:K03406	xcj:J158_03036
ko:K03408	xcj:J158_03037
ko:K00575	xcj:J158_03039
ko:K03412	xcj:J158_03040
ko:K07386	xcj:J158_03042
ko:K01834	xcj:J158_03044
ko:K05982	xcj:J158_03045
ko:K06911	xcj:J158_03047
ko:K07397	xcj:J158_03049
ko:K06911	xcj:J158_03050
ko:K06200	xcj:J158_03051
ko:K07141	xcj:J158_03059
ko:K07497	xcj:J158_03060
ko:K07497	xcj:J158_03061
ko:K07402	xcj:J158_03062
ko:K11177	xcj:J158_03064
ko:K11178	xcj:J158_03065
ko:K13483	xcj:J158_03066
ko:K03111	xcj:J158_03069
ko:K02523	xcj:J158_03070
ko:K01925	xcj:J158_03072
ko:K12526	xcj:J158_03075
ko:K04063	xcj:J158_03079
ko:K00609	xcj:J158_03080
ko:K07447	xcj:J158_03081
ko:K13924	xcj:J158_03886
ko:K00425	xcj:J158_03891
ko:K00426	xcj:J158_03892
ko:K01784	xcj:J158_03896
ko:K01854	xcj:J158_03898
ko:K06147	xcj:J158_03900
ko:K02014	xcj:J158_03912
ko:K01992	xcj:J158_03913
ko:K01992	xcj:J158_03914
ko:K01990	xcj:J158_03915
ko:K07497	xcj:J158_03920
ko:K07497	xcj:J158_03921
ko:K01173	xcj:J158_03925
ko:K01118	xcj:J158_03928
ko:K01265	xcj:J158_03937
ko:K02014	xcj:J158_02335
ko:K07172	xcj:J158_02339
ko:K03088	xcj:J158_02342
ko:K07165	xcj:J158_02343
ko:K11003	xcj:J158_02353
ko:K11004	xcj:J158_02354
ko:K07733	xcj:J158_02355
ko:K12055	xcj:J158_02356
ko:K03111	xcj:J158_02363
ko:K03169	xcj:J158_02365
ko:K07483	xcj:J158_02379
ko:K07497	xcj:J158_02380
ko:K11939	xcj:J158_02381
ko:K12262	xcj:J158_03198
ko:K01752	xcj:J158_03201
ko:K00003	xcj:J158_03203
ko:K01739	xcj:J158_03204
ko:K00641	xcj:J158_03205
ko:K02837	xcj:J158_03208
ko:K11068	xcj:J158_03209
ko:K07290	xcj:J158_03210
ko:K03814	xcj:J158_03213
ko:K04083	xcj:J158_03214
ko:K02014	xcj:J158_03216
ko:K06445	xcj:J158_03220
ko:K08987	xcj:J158_03221
ko:K03301	xcj:J158_03222
ko:K01467	xcj:J158_03223
ko:K02437	xcj:J158_03225
ko:K00605	xcj:J158_03226
ko:K07340	xcj:J158_03227
ko:K09771	xcj:J158_03229
ko:K04765	xcj:J158_03230
ko:K01082	xcj:J158_03231
ko:K08312	xcj:J158_03232
ko:K00833	xcj:J158_03233
ko:K09761	xcj:J158_03234
ko:K00845	xcj:J158_03235
ko:K02014	xcj:J158_03236
ko:K01206	xcj:J158_03237
ko:K12373	xcj:J158_03239
ko:K01192	xcj:J158_03240
ko:K05349	xcj:J158_03241
ko:K01866	xcj:J158_04052
ko:K09001	xcj:J158_04054
ko:K08218	xcj:J158_04056
ko:K01142	xcj:J158_04057
ko:K00762	xcj:J158_04058
ko:K03496	xcj:J158_04060
ko:K03497	xcj:J158_04061
ko:K08679	xcj:J158_04063
ko:K00721	xcj:J158_04064
ko:K15778	xcj:J158_04067
ko:K13038	xcj:J158_04069
ko:K03630	xcj:J158_04070
ko:K01887	xcj:J158_04071
ko:K02364	xcj:J158_04077
ko:K01585	xcj:J158_04078
ko:K00797	xcj:J158_04079
ko:K01197	xcj:J158_04083
ko:K04751	xcj:J158_04084
ko:K09806	xcj:J158_04085
ko:K07391	xcj:J158_04086
ko:K03098	xcj:J158_04087
ko:K00508	xcj:J158_04090
ko:K14415	xcj:J158_04098
ko:K06889	xcj:J158_04100
ko:K02199	xcj:J158_02492
ko:K02200	xcj:J158_02493
ko:K02200	xcj:J158_02494
ko:K00641	xcj:J158_02495
ko:K16012	xcj:J158_02497
ko:K16013	xcj:J158_02498
ko:K00425	xcj:J158_02499
ko:K00426	xcj:J158_02500
ko:K03449	xcj:J158_02503
ko:K06978	xcj:J158_02504
ko:K00147	xcj:J158_02505
ko:K00931	xcj:J158_02506
ko:K01755	xcj:J158_02508
ko:K00145	xcj:J158_02509
ko:K01438	xcj:J158_02512
ko:K01940	xcj:J158_02514
ko:K01883	xcj:J158_02517
ko:K02426	xcj:J158_02518
ko:K06204	xcj:J158_02520
ko:K08998	xcj:J158_02521
ko:K01465	xcj:J158_02522
ko:K03735	xcj:J158_02526
ko:K03736	xcj:J158_02527
ko:K07497	xcj:J158_02533
ko:K01728	xcj:J158_02534
ko:K00568	xcj:J158_02539
ko:K02356	xcj:J158_02542
ko:K02044	xcj:J158_02545
ko:K15396	xcj:J158_02546
ko:K02232	xcj:J158_03349
ko:K02225	xcj:J158_03350
ko:K02227	xcj:J158_03352
ko:K19221	xcj:J158_03353
ko:K16092	xcj:J158_03356
ko:K03695	xcj:J158_03358
ko:K15555	xcj:J158_03359
ko:K15554	xcj:J158_03360
ko:K15553	xcj:J158_03361
ko:K19265	xcj:J158_03362
ko:K02014	xcj:J158_03364
ko:K07461	xcj:J158_03365
ko:K00799	xcj:J158_03366
ko:K06901	xcj:J158_03369
ko:K02014	xcj:J158_03372
ko:K01087	xcj:J158_03373
ko:K00697	xcj:J158_03375
ko:K00117	xcj:J158_03376
ko:K03406	xcj:J158_03377
ko:K05810	xcj:J158_03380
ko:K06180	xcj:J158_03381
ko:K05807	xcj:J158_03382
ko:K01950	xcj:J158_03384
ko:K07483	xcj:J158_03386
ko:K07497	xcj:J158_03387
ko:K01902	xcj:J158_03400
ko:K01903	xcj:J158_03401
ko:K01674	xcj:J158_04210
ko:K11747	xcj:J158_04211
ko:K00036	xcj:J158_04212
ko:K06867	xcj:J158_04215
ko:K09902	xcj:J158_04216
ko:K00647	xcj:J158_04217
ko:K00059	xcj:J158_04222
ko:K00655	xcj:J158_04231
ko:K02078	xcj:J158_04233
ko:K18240	xcj:J158_04235
ko:K00228	xcj:J158_04241
ko:K11902	xcj:J158_04244
ko:K11890	xcj:J158_04250
ko:K11891	xcj:J158_04251
ko:K11892	xcj:J158_04252
ko:K11893	xcj:J158_04253
ko:K11904	xcj:J158_04256
ko:K03088	xcj:J158_04261
ko:K07165	xcj:J158_04262
ko:K00355	xcj:J158_02384
ko:K00799	xcj:J158_02385
ko:K03449	xcj:J158_02389
ko:K03658	xcj:J158_02420
ko:K12308	xcj:J158_03243
ko:K01222	xcj:J158_03246
ko:K09704	xcj:J158_03247
ko:K12308	xcj:J158_03249
ko:K06201	xcj:J158_03255
ko:K01444	xcj:J158_03256
ko:K03790	xcj:J158_03257
ko:K06598	xcj:J158_03258
ko:K06597	xcj:J158_03259
ko:K02487	xcj:J158_03260
ko:K06596	xcj:J158_03260
ko:K02660	xcj:J158_03261
ko:K02659	xcj:J158_03262
ko:K02658	xcj:J158_03263
ko:K02657	xcj:J158_03264
ko:K13658	xcj:J158_02746
ko:K18379	xcj:J158_00520
ko:K05886	xcj:J158_04074
ko:K00632	xcj:J158_02160
ko:K11894	xcj:J158_04254
ko:K19577	xcj:J158_01504
ko:K19577	xcj:J158_03006
ko:K01768	xcj:J158_01470
ko:K02650	xcj:J158_03409
ko:K00683	xcj:J158_02483
ko:K13656	xcj:J158_02751
ko:K03328	xcj:J158_01834
ko:K18377	xcj:J158_00537
ko:K19092	xcj:J158_01272
ko:K13665	xcj:J158_02743
ko:K18375	xcj:J158_00517
ko:K18380	xcj:J158_00516
ko:K02479	xcj:J158_02316
ko:K18378	xcj:J158_00536
ko:K00433	xcj:J158_02183
ko:K07216	xcj:J158_02649
ko:K03406	xcj:J158_03612
ko:K19586	xcj:J158_01627
ko:K19585	xcj:J158_01628
ko:K07483	xcj:J158_02593
ko:K09690	xcj:J158_03763
ko:K02483	xcj:J158_04107
ko:K03328	xcj:J158_02745
ko:K00799	xcj:J158_01018
ko:K09065	xcj:J158_02515
ko:K07011	xcj:J158_03688
ko:K19033	xcj:J158_02996
ko:K02650	xcj:J158_03959
ko:K01184	xcj:J158_02536
ko:K02650	xcj:J158_03408
ko:K01090	xcj:J158_04249
ko:K06977	xcj:J158_01365
ko:K02021	xcj:J158_01676
ko:K00992	xcj:J158_03119
ko:K12960	xcj:J158_02540
ko:K01978	xcj:J158_00889
ko:K19696	xcj:J158_01476
ko:K22292	xcj:J158_02538
ko:K01983	xcj:J158_01232
ko:K07119	xcj:J158_00403
ko:K00799	xcj:J158_03973
ko:K19784	xcj:J158_01619
ko:K06132	xcj:J158_03041
ko:K07147	xcj:J158_01796
ko:K15777	xcj:J158_03866
ko:K01457	xcj:J158_04461
ko:K19804	xcj:J158_02457
ko:K19802	xcj:J158_04017
ko:K08992	xcj:J158_02458
ko:K22003	xcj:J158_03638
ko:K13775	xcj:J158_03593
ko:K06884	xcj:J158_02304
ko:K07274	xcj:J158_02970
ko:K01434	xcj:J158_01579
ko:K05770	xcj:J158_01963
ko:K21420	xcj:J158_01377
ko:K09796	xcj:J158_01384
ko:K00020	xcj:J158_02436
ko:K01977	xcj:J158_04051
ko:K01977	xcj:J158_04424
ko:K14225	xcj:J158_01078
ko:K14225	xcj:J158_02243
ko:K14225	xcj:J158_02245
ko:K14234	xcj:J158_01079
ko:K14228	xcj:J158_01590
ko:K14228	xcj:J158_01713
ko:K14228	xcj:J158_02204
ko:K14228	xcj:J158_02253
ko:K14228	xcj:J158_02872
ko:K14237	xcj:J158_01212
ko:K14237	xcj:J158_01265
ko:K14233	xcj:J158_01223
ko:K14233	xcj:J158_01240
ko:K14233	xcj:J158_01805
ko:K14233	xcj:J158_01887
ko:K14218	xcj:J158_02580
ko:K14218	xcj:J158_04096
ko:K14231	xcj:J158_02728
ko:K14220	xcj:J158_02796
ko:K14230	xcj:J158_02857
ko:K01985	xcj:J158_04046
ko:K01985	xcj:J158_04419
ko:K15035	xcj:J158_01658
ko:K14219	xcj:J158_00511
ko:K14219	xcj:J158_01173
ko:K14219	xcj:J158_01892
ko:K14219	xcj:J158_01893
ko:K14219	xcj:J158_01953
ko:K14223	xcj:J158_00609
ko:K14223	xcj:J158_01072
ko:K14230	xcj:J158_00610
ko:K14225	xcj:J158_03462
ko:K14224	xcj:J158_01927
ko:K14224	xcj:J158_02206
ko:K14224	xcj:J158_02208
ko:K14218	xcj:J158_02207
ko:K14218	xcj:J158_02209
ko:K14218	xcj:J158_04050
ko:K14218	xcj:J158_04423
ko:K14222	xcj:J158_02244
ko:K01980	xcj:J158_04047
ko:K01980	xcj:J158_04420
ko:K14227	xcj:J158_04049
ko:K14227	xcj:J158_04422
ko:K14234	xcj:J158_01396
ko:K14235	xcj:J158_01081
ko:K14232	xcj:J158_01172
ko:K14232	xcj:J158_02502
ko:K14232	xcj:J158_02754
ko:K14226	xcj:J158_01174
ko:K14229	xcj:J158_01203
ko:K14229	xcj:J158_03298
ko:K14228	xcj:J158_01206
ko:K14237	xcj:J158_02794
ko:K14221	xcj:J158_01213
ko:K14221	xcj:J158_01214
ko:K14234	xcj:J158_04147
ko:K13661	xcj:J158_02752
ko:K14236	xcj:J158_01077
ko:K00507	xcj:J158_01521
ko:K00507	xcj:J158_00294
ko:K20444	xcj:J158_03272
ko:K20444	xcj:J158_03760
ko:K20444	xcj:J158_03759
ko:K20455	xcj:J158_01270
ko:K20429	xcj:J158_02112
ko:K20444	xcj:J158_02102
ko:K20326	xcj:J158_03687
ko:K20327	xcj:J158_03686
ko:K20328	xcj:J158_03685
ko:K20542	xcj:J158_03678
ko:K20541	xcj:J158_03679
ko:K00001	xcj:J158_02995
ko:K20543	xcj:J158_03677
ko:K03200	xcj:J158_02782
ko:K03198	xcj:J158_02784
ko:K03197	xcj:J158_02785
ko:K03200	xcj:J158_00086
ko:K03198	xcj:J158_00088
ko:K03197	xcj:J158_00089
ko:K20534	xcj:J158_03212
ko:K07275	xcj:J158_03518
ko:K22132	xcj:J158_01611
ko:K01014	xcj:J158_00925
ko:K00130	xcj:J158_00838
ko:K01179	xcj:J158_00141
ko:K01179	xcj:J158_00464
ko:K01179	xcj:J158_00732
ko:K03199	xcj:J158_02783
ko:K03199	xcj:J158_00087
ko:K03195	xcj:J158_02788
ko:K03195	xcj:J158_00080
ko:K01179	xcj:J158_00139
ko:K01179	xcj:J158_00140
ko:K20755	xcj:J158_03000
ko:K20755	xcj:J158_03003
ko:K01214	xcj:J158_03421
ko:K14230	xcj:J158_03940
ko:K01214	xcj:J158_00551
ko:K20866	xcj:J158_03590
ko:K02487	xcj:J158_02409
ko:K11937	xcj:J158_01954
ko:K21071	xcj:J158_03600
ko:K21061	xcj:J158_02717
ko:K21062	xcj:J158_02714
ko:K21023	xcj:J158_02084
ko:K13877	xcj:J158_02713
ko:K21025	xcj:J158_02560
ko:K08968	xcj:J158_03779
ko:K12658	xcj:J158_02718
ko:K00821	xcj:J158_03591
ko:K00526	xcj:J158_04205
ko:K02335	xcj:J158_04242
ko:K07336	xcj:J158_03106
ko:K02316	xcj:J158_04030
ko:K00558	xcj:J158_02366
ko:K01520	xcj:J158_04068
ko:K06217	xcj:J158_02628
ko:K05889	xcj:J158_04334
ko:K00857	xcj:J158_04414
ko:K03791	xcj:J158_02822
ko:K01185	xcj:J158_01191
ko:K00560	xcj:J158_00966
ko:K00287	xcj:J158_00968
ko:K10747	xcj:J158_01481
ko:K03676	xcj:J158_01168
ko:K03553	xcj:J158_01883
ko:K02314	xcj:J158_01620
ko:K03791	xcj:J158_00586
ko:K13522	xcj:J158_00791
ko:K03462	xcj:J158_00792
ko:K01139	xcj:J158_03556
ko:K20938	xcj:J158_00979
ko:K02014	xcj:J158_01146
ko:K00108	xcj:J158_00837
ko:K00525	xcj:J158_04206
ko:K02481	xcj:J158_00341
ko:K03293	xcj:J158_03149
ko:K21472	xcj:J158_03092
ko:K21472	xcj:J158_03531
ko:K02483	xcj:J158_00850
ko:K21405	xcj:J158_00772
ko:K01420	xcj:J158_01969
ko:K21686	xcj:J158_01451
ko:K01777	xcj:J158_02386
ko:K21495	xcj:J158_04448
ko:K21929	xcj:J158_03864
ko:K03442	xcj:J158_02188
ko:K22318	xcj:J158_00350
ko:K22105	xcj:J158_04092
ko:K13874	xcj:J158_01906
ko:K03595	xcj:J158_01466
ko:K08994	xcj:J158_03596
ko:K22319	xcj:J158_00352
ko:K01337	xcj:J158_03156
ko:K17758	xcj:J158_01308
ko:K02257	xcj:J158_04033
ko:K22317	xcj:J158_00348
ko:K22320	xcj:J158_00354
ko:K13566	xcj:J158_02484
ko:K22478	xcj:J158_02511
ko:K22479	xcj:J158_02510
ko:K00424	xcj:J158_02501
ko:K22550	xcj:J158_02716
ko:K22549	xcj:J158_02715
