ko:K07591	ebw:BWG_2827
ko:K05779	ebw:BWG_1569
ko:K08320	ebw:BWG_1572
ko:K00262	ebw:BWG_1574
ko:K01008	ebw:BWG_1577
ko:K04773	ebw:BWG_1579
ko:K08369	ebw:BWG_1582
ko:K08369	ebw:BWG_1588
ko:K09916	ebw:BWG_1590
ko:K00134	ebw:BWG_1592
ko:K07180	ebw:BWG_1596
ko:K09786	ebw:BWG_1597
ko:K03449	ebw:BWG_1604
ko:K09712	ebw:BWG_1606
ko:K11250	ebw:BWG_1611
ko:K03684	ebw:BWG_1617
ko:K07285	ebw:BWG_1619
ko:K09917	ebw:BWG_1624
ko:K01665	ebw:BWG_1625
ko:K01752	ebw:BWG_1627
ko:K12264	ebw:BWG_2446
ko:K12265	ebw:BWG_2447
ko:K04656	ebw:BWG_2448
ko:K05796	ebw:BWG_2449
ko:K01223	ebw:BWG_2452
ko:K08315	ebw:BWG_2453
ko:K04651	ebw:BWG_2462
ko:K04653	ebw:BWG_2464
ko:K04654	ebw:BWG_2465
ko:K03555	ebw:BWG_2469
ko:K06194	ebw:BWG_2478
ko:K00573	ebw:BWG_2479
ko:K03787	ebw:BWG_2480
ko:K06176	ebw:BWG_2481
ko:K01770	ebw:BWG_2482
ko:K00991	ebw:BWG_2483
ko:K05589	ebw:BWG_2484
ko:K00860	ebw:BWG_2486
ko:K00957	ebw:BWG_2488
ko:K00390	ebw:BWG_2498
ko:K00381	ebw:BWG_2499
ko:K01737	ebw:BWG_2501
ko:K02073	ebw:BWG_3351
ko:K06901	ebw:BWG_3355
ko:K01486	ebw:BWG_3356
ko:K07783	ebw:BWG_3358
ko:K01653	ebw:BWG_3361
ko:K01652	ebw:BWG_3362
ko:K06871	ebw:BWG_3367
ko:K03482	ebw:BWG_3374
ko:K07085	ebw:BWG_3375
ko:K04081	ebw:BWG_3376
ko:K04080	ebw:BWG_3377
ko:K00883	ebw:BWG_3384
ko:K02470	ebw:BWG_3389
ko:K03629	ebw:BWG_3390
ko:K02338	ebw:BWG_3391
ko:K02313	ebw:BWG_3392
ko:K02914	ebw:BWG_3393
ko:K03536	ebw:BWG_3394
ko:K08998	ebw:BWG_3395
ko:K03217	ebw:BWG_3396
ko:K03650	ebw:BWG_3397
ko:K01667	ebw:BWG_3399
ko:K08163	ebw:BWG_3401
ko:K06901	ebw:BWG_3405
ko:K02967	ebw:BWG_0161
ko:K02357	ebw:BWG_0162
ko:K09903	ebw:BWG_0163
ko:K02838	ebw:BWG_0164
ko:K00099	ebw:BWG_0165
ko:K00806	ebw:BWG_0166
ko:K00981	ebw:BWG_0167
ko:K11749	ebw:BWG_0168
ko:K07277	ebw:BWG_0169
ko:K06142	ebw:BWG_0170
ko:K02536	ebw:BWG_0171
ko:K02372	ebw:BWG_0172
ko:K00677	ebw:BWG_0173
ko:K00748	ebw:BWG_0174
ko:K03470	ebw:BWG_0175
ko:K02337	ebw:BWG_0176
ko:K01962	ebw:BWG_0177
ko:K04075	ebw:BWG_0180
ko:K06079	ebw:BWG_0185
ko:K01881	ebw:BWG_0187
ko:K06080	ebw:BWG_0189
ko:K02073	ebw:BWG_0190
ko:K02072	ebw:BWG_0191
ko:K02071	ebw:BWG_0192
ko:K03273	ebw:BWG_0193
ko:K06222	ebw:BWG_0194
ko:K08307	ebw:BWG_0198
ko:K03271	ebw:BWG_0208
ko:K02346	ebw:BWG_0215
ko:K07223	ebw:BWG_2193
ko:K01448	ebw:BWG_2197
ko:K00228	ebw:BWG_2198
ko:K04033	ebw:BWG_2199
ko:K04025	ebw:BWG_2200
ko:K04026	ebw:BWG_2201
ko:K03736	ebw:BWG_2202
ko:K03735	ebw:BWG_2203
ko:K04019	ebw:BWG_2213
ko:K04023	ebw:BWG_2214
ko:K04022	ebw:BWG_2215
ko:K04024	ebw:BWG_2216
ko:K04032	ebw:BWG_2221
ko:K04029	ebw:BWG_2223
ko:K04031	ebw:BWG_2224
ko:K00029	ebw:BWG_2225
ko:K01867	ebw:BWG_3075
ko:K01091	ebw:BWG_3076
ko:K01783	ebw:BWG_3077
ko:K03112	ebw:BWG_3079
ko:K01735	ebw:BWG_3080
ko:K00891	ebw:BWG_3081
ko:K02507	ebw:BWG_3082
ko:K12291	ebw:BWG_3083
ko:K12290	ebw:BWG_3084
ko:K12289	ebw:BWG_3085
ko:K12288	ebw:BWG_3086
ko:K05366	ebw:BWG_3087
ko:K08312	ebw:BWG_3088
ko:K04762	ebw:BWG_3091
ko:K04083	ebw:BWG_3092
ko:K01610	ebw:BWG_3094
ko:K07638	ebw:BWG_3095
ko:K07659	ebw:BWG_3096
ko:K04760	ebw:BWG_3097
ko:K06959	ebw:BWG_3098
ko:K04758	ebw:BWG_3099
ko:K04759	ebw:BWG_3100
ko:K07490	ebw:BWG_3101
ko:K02170	ebw:BWG_3103
ko:K07400	ebw:BWG_3105
ko:K06155	ebw:BWG_3109
ko:K00705	ebw:BWG_3110
ko:K00688	ebw:BWG_3111
ko:K03556	ebw:BWG_3112
ko:K02444	ebw:BWG_3116
ko:K02439	ebw:BWG_3118
ko:K00111	ebw:BWG_3119
ko:K00688	ebw:BWG_3120
ko:K07269	ebw:BWG_3917
ko:K03773	ebw:BWG_3918
ko:K11737	ebw:BWG_3919
ko:K07322	ebw:BWG_3920
ko:K07109	ebw:BWG_3927
ko:K07278	ebw:BWG_3931
ko:K09800	ebw:BWG_3932
ko:K03841	ebw:BWG_3941
ko:K02558	ebw:BWG_3942
ko:K09889	ebw:BWG_3943
ko:K03592	ebw:BWG_3944
ko:K02818	ebw:BWG_3948
ko:K00242	ebw:BWG_0581
ko:K00239	ebw:BWG_0582
ko:K00240	ebw:BWG_0583
ko:K00164	ebw:BWG_0584
ko:K00658	ebw:BWG_0585
ko:K01903	ebw:BWG_0586
ko:K01902	ebw:BWG_0587
ko:K00313	ebw:BWG_1513
ko:K09773	ebw:BWG_1517
ko:K01626	ebw:BWG_1518
ko:K06074	ebw:BWG_1523
ko:K00432	ebw:BWG_1524
ko:K06073	ebw:BWG_1525
ko:K04764	ebw:BWG_1526
ko:K01890	ebw:BWG_1527
ko:K01889	ebw:BWG_1528
ko:K02887	ebw:BWG_1530
ko:K02916	ebw:BWG_1531
ko:K02520	ebw:BWG_1532
ko:K01868	ebw:BWG_1533
ko:K03781	ebw:BWG_1545
ko:K02759	ebw:BWG_1549
ko:K02761	ebw:BWG_1550
ko:K02760	ebw:BWG_1551
ko:K04064	ebw:BWG_1552
ko:K05984	ebw:BWG_1554
ko:K09975	ebw:BWG_1555
ko:K05526	ebw:BWG_1557
ko:K01484	ebw:BWG_1558
ko:K06447	ebw:BWG_1559
ko:K00673	ebw:BWG_1560
ko:K00840	ebw:BWG_1561
ko:K01142	ebw:BWG_1562
ko:K11735	ebw:BWG_2406
ko:K02002	ebw:BWG_2422
ko:K03543	ebw:BWG_2426
ko:K07173	ebw:BWG_2428
ko:K01919	ebw:BWG_2429
ko:K03563	ebw:BWG_2432
ko:K01872	ebw:BWG_2433
ko:K03565	ebw:BWG_2434
ko:K02781	ebw:BWG_2440
ko:K02467	ebw:BWG_2444
ko:K12266	ebw:BWG_2445
ko:K00427	ebw:BWG_3294
ko:K03216	ebw:BWG_3297
ko:K00640	ebw:BWG_3298
ko:K00057	ebw:BWG_3299
ko:K03071	ebw:BWG_3300
ko:K09798	ebw:BWG_3305
ko:K00060	ebw:BWG_3307
ko:K03274	ebw:BWG_3310
ko:K02841	ebw:BWG_3312
ko:K02848	ebw:BWG_3321
ko:K02844	ebw:BWG_3322
ko:K02527	ebw:BWG_3324
ko:K00954	ebw:BWG_3325
ko:K02913	ebw:BWG_3327
ko:K02902	ebw:BWG_3328
ko:K03630	ebw:BWG_3329
ko:K05501	ebw:BWG_3332
ko:K00762	ebw:BWG_3333
ko:K00989	ebw:BWG_3334
ko:K01972	ebw:BWG_3338
ko:K00942	ebw:BWG_3339
ko:K03060	ebw:BWG_3340
ko:K00556	ebw:BWG_3342
ko:K03655	ebw:BWG_3343
ko:K03312	ebw:BWG_3344
ko:K01811	ebw:BWG_3347
ko:K03291	ebw:BWG_3349
ko:K03807	ebw:BWG_0104
ko:K11734	ebw:BWG_0105
ko:K00163	ebw:BWG_0107
ko:K00627	ebw:BWG_0108
ko:K00382	ebw:BWG_0109
ko:K01682	ebw:BWG_0111
ko:K09910	ebw:BWG_0112
ko:K01611	ebw:BWG_0113
ko:K00797	ebw:BWG_0114
ko:K00760	ebw:BWG_0118
ko:K01673	ebw:BWG_0119
ko:K01579	ebw:BWG_0124
ko:K01918	ebw:BWG_0126
ko:K00606	ebw:BWG_0127
ko:K00950	ebw:BWG_0135
ko:K01894	ebw:BWG_0137
ko:K06204	ebw:BWG_0138
ko:K06206	ebw:BWG_0139
ko:K01975	ebw:BWG_0140
ko:K03579	ebw:BWG_0141
ko:K05365	ebw:BWG_0142
ko:K02013	ebw:BWG_0144
ko:K02016	ebw:BWG_0145
ko:K02015	ebw:BWG_0146
ko:K01845	ebw:BWG_0147
ko:K03281	ebw:BWG_0148
ko:K11739	ebw:BWG_0439
ko:K07644	ebw:BWG_0441
ko:K07798	ebw:BWG_0445
ko:K07787	ebw:BWG_0446
ko:K11732	ebw:BWG_0447
ko:K10679	ebw:BWG_0449
ko:K06048	ebw:BWG_0452
ko:K02362	ebw:BWG_0455
ko:K02013	ebw:BWG_0461
ko:K02015	ebw:BWG_0462
ko:K02015	ebw:BWG_0463
ko:K02016	ebw:BWG_0465
ko:K02361	ebw:BWG_0466
ko:K02363	ebw:BWG_0467
ko:K00216	ebw:BWG_0469
ko:K06200	ebw:BWG_0471
ko:K08317	ebw:BWG_0473
ko:K08322	ebw:BWG_1394
ko:K10037	ebw:BWG_0663
ko:K10036	ebw:BWG_0664
ko:K04047	ebw:BWG_0665
ko:K11939	ebw:BWG_0666
ko:K11934	ebw:BWG_0667
ko:K11924	ebw:BWG_0670
ko:K00656	ebw:BWG_0676
ko:K09747	ebw:BWG_0352
ko:K06187	ebw:BWG_0353
ko:K04079	ebw:BWG_0354
ko:K01772	ebw:BWG_0356
ko:K00892	ebw:BWG_0358
ko:K08223	ebw:BWG_0360
ko:K09973	ebw:BWG_0363
ko:K01425	ebw:BWG_0366
ko:K07340	ebw:BWG_0369
ko:K05838	ebw:BWG_0373
ko:K02003	ebw:BWG_0376
ko:K06917	ebw:BWG_0380
ko:K10972	ebw:BWG_0381
ko:K01483	ebw:BWG_0382
ko:K10973	ebw:BWG_0383
ko:K01608	ebw:BWG_0384
ko:K10975	ebw:BWG_0387
ko:K00865	ebw:BWG_0390
ko:K11931	ebw:BWG_0875
ko:K11935	ebw:BWG_0876
ko:K06214	ebw:BWG_0886
ko:K04338	ebw:BWG_0887
ko:K04337	ebw:BWG_0888
ko:K04335	ebw:BWG_0890
ko:K04334	ebw:BWG_0891
ko:K04336	ebw:BWG_0892
ko:K11941	ebw:BWG_0896
ko:K03670	ebw:BWG_0897
ko:K03669	ebw:BWG_0898
ko:K12147	ebw:BWG_0900
ko:K02517	ebw:BWG_0902
ko:K07146	ebw:BWG_0903
ko:K02846	ebw:BWG_0907
ko:K12148	ebw:BWG_0908
ko:K12149	ebw:BWG_0909
ko:K01465	ebw:BWG_0910
ko:K03675	ebw:BWG_0912
ko:K08162	ebw:BWG_0913
ko:K03790	ebw:BWG_0914
ko:K09915	ebw:BWG_0915
ko:K03980	ebw:BWG_0917
ko:K02399	ebw:BWG_0918
ko:K02398	ebw:BWG_0919
ko:K02386	ebw:BWG_0920
ko:K02387	ebw:BWG_0921
ko:K02388	ebw:BWG_0922
ko:K02389	ebw:BWG_0923
ko:K02390	ebw:BWG_0924
ko:K02391	ebw:BWG_0925
ko:K02392	ebw:BWG_0926
ko:K02393	ebw:BWG_0927
ko:K00568	ebw:BWG_2004
ko:K12136	ebw:BWG_2245
ko:K12137	ebw:BWG_2246
ko:K12142	ebw:BWG_2251
ko:K12144	ebw:BWG_2253
ko:K12145	ebw:BWG_2254
ko:K12146	ebw:BWG_2255
ko:K03459	ebw:BWG_2256
ko:K01139	ebw:BWG_3341
ko:K01011	ebw:BWG_2285
ko:K02057	ebw:BWG_2310
ko:K02056	ebw:BWG_2311
ko:K01048	ebw:BWG_3503
ko:K01271	ebw:BWG_3523
ko:K14225	ebw:BWG_4197
ko:K20542	ebw:BWG_3220
ko:K03297	ebw:BWG_0414
ko:K16345	ebw:BWG_3345
ko:K00024	ebw:BWG_2937
ko:K03711	ebw:BWG_0543
ko:K02972	ebw:BWG_1301
ko:K08349	ebw:BWG_1296
ko:K08997	ebw:BWG_1520
ko:K12299	ebw:BWG_2833
ko:K12262	ebw:BWG_1243
ko:K05835	ebw:BWG_3501
ko:K01207	ebw:BWG_0955
ko:K01488	ebw:BWG_1437
ko:K01684	ebw:BWG_3382
ko:K01631	ebw:BWG_3383
ko:K01524	ebw:BWG_3462
ko:K00821	ebw:BWG_3051
ko:K01664	ebw:BWG_3052
ko:K11745	ebw:BWG_0045
ko:K00853	ebw:BWG_0059
ko:K02099	ebw:BWG_0060
ko:K08194	ebw:BWG_3381
ko:K05799	ebw:BWG_0106
ko:K05520	ebw:BWG_2857
ko:K04691	ebw:BWG_2936
ko:K05540	ebw:BWG_2959
ko:K05349	ebw:BWG_1916
ko:K02468	ebw:BWG_2443
ko:K07397	ebw:BWG_3048
ko:K07797	ebw:BWG_2136
ko:K09476	ebw:BWG_0781
ko:K00371	ebw:BWG_1290
ko:K00373	ebw:BWG_1289
ko:K00675	ebw:BWG_1286
ko:K00374	ebw:BWG_1288
ko:K01250	ebw:BWG_0522
ko:K01580	ebw:BWG_1314
ko:K00076	ebw:BWG_1433
ko:K07279	ebw:BWG_2005
ko:K02483	ebw:BWG_1770
ko:K00956	ebw:BWG_2487
ko:K01854	ebw:BWG_1826
ko:K00146	ebw:BWG_1214
ko:K10124	ebw:BWG_3411
ko:K07496	ebw:BWG_1257
ko:K07319	ebw:BWG_2961
ko:K10711	ebw:BWG_3066
ko:K06887	ebw:BWG_3133
ko:K08154	ebw:BWG_3366
ko:K11201	ebw:BWG_3570
ko:K04017	ebw:BWG_3789
ko:K13892	ebw:BWG_0682
ko:K10985	ebw:BWG_2843
ko:K05685	ebw:BWG_0732
ko:K01766	ebw:BWG_2548
ko:K13889	ebw:BWG_0683
ko:K13890	ebw:BWG_0684
ko:K13637	ebw:BWG_4022
ko:K12940	ebw:BWG_1172
ko:K12943	ebw:BWG_2591
ko:K13256	ebw:BWG_3687
ko:K11991	ebw:BWG_2323
ko:K13038	ebw:BWG_3330
ko:K01355	ebw:BWG_0436
ko:K13255	ebw:BWG_4060
ko:K02462	ebw:BWG_3025
ko:K02116	ebw:BWG_3430
ko:K06879	ebw:BWG_2532
ko:K00971	ebw:BWG_1839
ko:K09477	ebw:BWG_0485
ko:K00117	ebw:BWG_0117
ko:K04771	ebw:BWG_0154
ko:K01582	ebw:BWG_3845
ko:K01582	ebw:BWG_0178
ko:K08234	ebw:BWG_0179
ko:K13283	ebw:BWG_3584
ko:K13378	ebw:BWG_2060
ko:K00297	ebw:BWG_3610
ko:K03973	ebw:BWG_1138
ko:K13243	ebw:BWG_1310
ko:K07356	ebw:BWG_0408
ko:K07353	ebw:BWG_0406
ko:K02423	ebw:BWG_1735
ko:K09017	ebw:BWG_0867
ko:K07343	ebw:BWG_0811
ko:K12972	ebw:BWG_0882
ko:K07246	ebw:BWG_1613
ko:K01545	ebw:BWG_0559
ko:K13480	ebw:BWG_2594
ko:K00616	ebw:BWG_0008
ko:K01185	ebw:BWG_0427
ko:K05939	ebw:BWG_2572
ko:K12138	ebw:BWG_2247
ko:K12139	ebw:BWG_2248
ko:K12143	ebw:BWG_2252
ko:K07214	ebw:BWG_3410
ko:K07214	ebw:BWG_0457
ko:K07812	ebw:BWG_1686
ko:K05817	ebw:BWG_2301
ko:K02464	ebw:BWG_3026
ko:K01069	ebw:BWG_0199
ko:K01066	ebw:BWG_0357
ko:K01176	ebw:BWG_3261
ko:K00694	ebw:BWG_3222
ko:K10709	ebw:BWG_3064
ko:K00042	ebw:BWG_0386
ko:K02083	ebw:BWG_0392
ko:K00073	ebw:BWG_0393
ko:K11920	ebw:BWG_0437
ko:K11740	ebw:BWG_0440
ko:K01169	ebw:BWG_0484
ko:K07126	ebw:BWG_0518
ko:K01160	ebw:BWG_0422
ko:K01187	ebw:BWG_0285
ko:K10038	ebw:BWG_0662
ko:K11085	ebw:BWG_0766
ko:K01420	ebw:BWG_1165
ko:K02485	ebw:BWG_1062
ko:K01466	ebw:BWG_0388
ko:K01630	ebw:BWG_2832
ko:K16371	ebw:BWG_2838
ko:K10986	ebw:BWG_2844
ko:K00537	ebw:BWG_2259
ko:K09612	ebw:BWG_2489
ko:K01760	ebw:BWG_2722
ko:K08325	ebw:BWG_2725
ko:K07232	ebw:BWG_1046
ko:K08138	ebw:BWG_3688
ko:K01002	ebw:BWG_4052
ko:K00557	ebw:BWG_3633
ko:K07310	ebw:BWG_1402
ko:K01104	ebw:BWG_1851
ko:K05847	ebw:BWG_1913
ko:K06157	ebw:BWG_3971
ko:K12528	ebw:BWG_2607
ko:K12529	ebw:BWG_2606
ko:K00065	ebw:BWG_2578
ko:K03445	ebw:BWG_3353
ko:K15524	ebw:BWG_0590
ko:K05875	ebw:BWG_1700
ko:K00104	ebw:BWG_2698
ko:K04085	ebw:BWG_3161
ko:K08278	ebw:BWG_0001
ko:K15548	ebw:BWG_2942
ko:K01708	ebw:BWG_2834
ko:K07684	ebw:BWG_1049
ko:K03468	ebw:BWG_2941
ko:K12573	ebw:BWG_3891
ko:K03817	ebw:BWG_1252
ko:K02799	ebw:BWG_2655
ko:K02800	ebw:BWG_2655
ko:K02790	ebw:BWG_1435
ko:K02791	ebw:BWG_1435
ko:K02414	ebw:BWG_1748
ko:K02058	ebw:BWG_3937
ko:K07352	ebw:BWG_0405
ko:K07666	ebw:BWG_2738
ko:K15831	ebw:BWG_2456
ko:K00529	ebw:BWG_2306
ko:K05819	ebw:BWG_0242
ko:K01515	ebw:BWG_2747
ko:K02850	ebw:BWG_3316
ko:K13629	ebw:BWG_2133
ko:K13735	ebw:BWG_1777
ko:K14057	ebw:BWG_1173
ko:K14062	ebw:BWG_1205
ko:K14063	ebw:BWG_1213
ko:K14064	ebw:BWG_1708
ko:K14056	ebw:BWG_1131
ko:K14061	ebw:BWG_1204
ko:K14055	ebw:BWG_1164
ko:K13650	ebw:BWG_0659
ko:K07404	ebw:BWG_0619
ko:K10549	ebw:BWG_3803
ko:K02852	ebw:BWG_3477
ko:K12582	ebw:BWG_3475
ko:K00758	ebw:BWG_4074
ko:K08368	ebw:BWG_0043
ko:K02752	ebw:BWG_2451
ko:K02753	ebw:BWG_2451
ko:K03272	ebw:BWG_2763
ko:K14054	ebw:BWG_1157
ko:K07733	ebw:BWG_2381
ko:K14065	ebw:BWG_3592
ko:K10550	ebw:BWG_3801
ko:K03077	ebw:BWG_3910
ko:K01782	ebw:BWG_2113
ko:K01825	ebw:BWG_3522
ko:K14059	ebw:BWG_1179
ko:K14060	ebw:BWG_1202
ko:K14052	ebw:BWG_1128
ko:K14053	ebw:BWG_1150
ko:K14058	ebw:BWG_1178
ko:K14051	ebw:BWG_1117
ko:K06211	ebw:BWG_4082
ko:K13628	ebw:BWG_2292
ko:K02462	ebw:BWG_2689
ko:K07483	ebw:BWG_3246
ko:K07749	ebw:BWG_2142
ko:K12507	ebw:BWG_1515
ko:K07782	ebw:BWG_1725
ko:K02062	ebw:BWG_0062
ko:K11106	ebw:BWG_2774
ko:K01190	ebw:BWG_3744
ko:K12700	ebw:BWG_0028
ko:K02068	ebw:BWG_0371
ko:K02069	ebw:BWG_0372
ko:K07350	ebw:BWG_4018
ko:K00823	ebw:BWG_1134
ko:K01835	ebw:BWG_0549
ko:K02100	ebw:BWG_2577
ko:K07358	ebw:BWG_4011
ko:K07351	ebw:BWG_4013
ko:K06956	ebw:BWG_1542
ko:K09806	ebw:BWG_2754
ko:K01840	ebw:BWG_1838
ko:K02004	ebw:BWG_0377
ko:K01079	ebw:BWG_4080
ko:K08225	ebw:BWG_0464
ko:K02226	ebw:BWG_0509
ko:K12524	ebw:BWG_0002
ko:K03767	ebw:BWG_3055
ko:K05789	ebw:BWG_1818
ko:K02315	ebw:BWG_4054
ko:K06156	ebw:BWG_3127
ko:K07348	ebw:BWG_4016
ko:K16693	ebw:BWG_3474
ko:K07677	ebw:BWG_1992
ko:K01297	ebw:BWG_1017
ko:K07459	ebw:BWG_0729
ko:K07038	ebw:BWG_0402
ko:K07038	ebw:BWG_1541
ko:K01096	ebw:BWG_1109
ko:K06218	ebw:BWG_1382
ko:K01897	ebw:BWG_1618
ko:K00965	ebw:BWG_0610
ko:K03321	ebw:BWG_1031
ko:K01087	ebw:BWG_1710
ko:K01176	ebw:BWG_1736
ko:K06884	ebw:BWG_1088
ko:K01580	ebw:BWG_3206
ko:K01119	ebw:BWG_3924
ko:K02057	ebw:BWG_3940
ko:K04065	ebw:BWG_4067
ko:K10906	ebw:BWG_1184
ko:K10762	ebw:BWG_1195
ko:K00632	ebw:BWG_2114
ko:K00632	ebw:BWG_3521
ko:K06075	ebw:BWG_1457
ko:K13069	ebw:BWG_1607
ko:K02477	ebw:BWG_1908
ko:K04030	ebw:BWG_2222
ko:K04072	ebw:BWG_1066
ko:K07034	ebw:BWG_0010
ko:K07165	ebw:BWG_3989
ko:K00281	ebw:BWG_2628
ko:K00087	ebw:BWG_2592
ko:K04091	ebw:BWG_0787
ko:K03446	ebw:BWG_2427
ko:K01147	ebw:BWG_1118
ko:K01759	ebw:BWG_1466
ko:K03719	ebw:BWG_0741
ko:K02778	ebw:BWG_0949
ko:K02779	ebw:BWG_0949
ko:K01077	ebw:BWG_0267
ko:K07126	ebw:BWG_3792
ko:K01270	ebw:BWG_0219
ko:K08970	ebw:BWG_1892
ko:K03768	ebw:BWG_0400
ko:K05845	ebw:BWG_1915
ko:K09994	ebw:BWG_3808
ko:K05876	ebw:BWG_1247
ko:K07314	ebw:BWG_2470
ko:K03855	ebw:BWG_0042
ko:K01525	ebw:BWG_0047
ko:K06177	ebw:BWG_0054
ko:K11104	ebw:BWG_3833
ko:K03892	ebw:BWG_3191
ko:K08299	ebw:BWG_0034
ko:K11139	ebw:BWG_1007
ko:K03972	ebw:BWG_1140
ko:K04844	ebw:BWG_1148
ko:K07245	ebw:BWG_1654
ko:K02255	ebw:BWG_1714
ko:K06957	ebw:BWG_2238
ko:K08177	ebw:BWG_3235
ko:K03838	ebw:BWG_2824
ko:K02614	ebw:BWG_1225
ko:K12527	ebw:BWG_2604
ko:K04063	ebw:BWG_1303
ko:K01739	ebw:BWG_3608
ko:K07346	ebw:BWG_4014
ko:K00564	ebw:BWG_4062
ko:K07687	ebw:BWG_1991
ko:K07274	ebw:BWG_1595
ko:K02847	ebw:BWG_3313
ko:K04027	ebw:BWG_2219
ko:K08305	ebw:BWG_2437
ko:K01243	ebw:BWG_0152
ko:K07098	ebw:BWG_0157
ko:K05806	ebw:BWG_0071
ko:K12957	ebw:BWG_3975
ko:K08351	ebw:BWG_3239
ko:K12986	ebw:BWG_3320
ko:K03762	ebw:BWG_3824
ko:K07349	ebw:BWG_4017
ko:K13635	ebw:BWG_1782
ko:K08280	ebw:BWG_1823
ko:K00344	ebw:BWG_3764
ko:K00276	ebw:BWG_1215
ko:K05834	ebw:BWG_3502
ko:K06006	ebw:BWG_3583
ko:K12660	ebw:BWG_2018
ko:K12661	ebw:BWG_2020
ko:K00799	ebw:BWG_1450
ko:K04751	ebw:BWG_2317
ko:K05812	ebw:BWG_2347
ko:K00879	ebw:BWG_2541
ko:K02615	ebw:BWG_1226
ko:K00042	ebw:BWG_2831
ko:K01104	ebw:BWG_0834
ko:K12941	ebw:BWG_1171
ko:K12942	ebw:BWG_1170
ko:K12945	ebw:BWG_2229
ko:K02484	ebw:BWG_1769
ko:K02617	ebw:BWG_1229
ko:K07354	ebw:BWG_0407
ko:K03649	ebw:BWG_2779
ko:K02027	ebw:BWG_1142
ko:K01838	ebw:BWG_1149
ko:K00138	ebw:BWG_3278
ko:K07471	ebw:BWG_2736
ko:K07483	ebw:BWG_0258
ko:K13631	ebw:BWG_3776
ko:K13634	ebw:BWG_1104
ko:K03782	ebw:BWG_3611
ko:K13638	ebw:BWG_2983
ko:K01813	ebw:BWG_3573
ko:K13641	ebw:BWG_3674
ko:K06946	ebw:BWG_2389
ko:K01792	ebw:BWG_1593
ko:K10778	ebw:BWG_1987
ko:K10939	ebw:BWG_2692
ko:K13479	ebw:BWG_2593
ko:K13643	ebw:BWG_2295
ko:K13694	ebw:BWG_1951
ko:K01070	ebw:BWG_1936
ko:K13821	ebw:BWG_0868
ko:K11922	ebw:BWG_0588
ko:K11198	ebw:BWG_0589
ko:K11199	ebw:BWG_0589
ko:K11200	ebw:BWG_0589
ko:K01051	ebw:BWG_0624
ko:K00652	ebw:BWG_0628
ko:K14218	ebw:BWG_4158
ko:K14218	ebw:BWG_4159
ko:K07248	ebw:BWG_1242
ko:K13938	ebw:BWG_1421
ko:K03078	ebw:BWG_3908
ko:K13953	ebw:BWG_1299
ko:K13954	ebw:BWG_3279
ko:K07480	ebw:BWG_0841
ko:K02550	ebw:BWG_2693
ko:K02056	ebw:BWG_3938
ko:K11535	ebw:BWG_2160
ko:K13918	ebw:BWG_2526
ko:K07186	ebw:BWG_4079
ko:K02057	ebw:BWG_3939
ko:K09925	ebw:BWG_3408
ko:K13695	ebw:BWG_1522
ko:K11477	ebw:BWG_2695
ko:K02081	ebw:BWG_2837
ko:K10984	ebw:BWG_2842
ko:K02080	ebw:BWG_2845
ko:K13497	ebw:BWG_1092
ko:K08326	ebw:BWG_2153
ko:K13896	ebw:BWG_1956
ko:K13639	ebw:BWG_3777
ko:K02058	ebw:BWG_2312
ko:K13893	ebw:BWG_1953
ko:K07114	ebw:BWG_2044
ko:K13891	ebw:BWG_0685
ko:K13894	ebw:BWG_1954
ko:K04750	ebw:BWG_3820
ko:K00121	ebw:BWG_0245
ko:K13620	ebw:BWG_1846
ko:K10710	ebw:BWG_3065
ko:K02477	ebw:BWG_2149
ko:K04021	ebw:BWG_2217
ko:K14220	ebw:BWG_4151
ko:K14220	ebw:BWG_4152
ko:K14220	ebw:BWG_4153
ko:K14220	ebw:BWG_4154
ko:K07713	ebw:BWG_3664
ko:K14238	ebw:BWG_4183
ko:K14237	ebw:BWG_4133
ko:K14237	ebw:BWG_4135
ko:K14237	ebw:BWG_4162
ko:K14237	ebw:BWG_4160
ko:K14237	ebw:BWG_4161
ko:K14232	ebw:BWG_4182
ko:K01983	ebw:BWG_4211
ko:K14221	ebw:BWG_4120
ko:K14221	ebw:BWG_4121
ko:K14221	ebw:BWG_4186
ko:K14219	ebw:BWG_4123
ko:K14229	ebw:BWG_4132
ko:K14229	ebw:BWG_4136
ko:K14229	ebw:BWG_4137
ko:K14229	ebw:BWG_4134
ko:K14229	ebw:BWG_4139
ko:K14229	ebw:BWG_4163
ko:K14229	ebw:BWG_4138
ko:K14228	ebw:BWG_4204
ko:K14233	ebw:BWG_4170
ko:K14228	ebw:BWG_4178
ko:K14228	ebw:BWG_4130
ko:K01070	ebw:BWG_0244
ko:K06146	ebw:BWG_3970
ko:K07714	ebw:BWG_1994
ko:K10551	ebw:BWG_3802
ko:K13498	ebw:BWG_1091
ko:K08281	ebw:BWG_1581
ko:K13636	ebw:BWG_2132
ko:K13632	ebw:BWG_1350
ko:K13630	ebw:BWG_1351
ko:K13684	ebw:BWG_1847
ko:K13683	ebw:BWG_1845
ko:K13574	ebw:BWG_0654
ko:K07786	ebw:BWG_2135
ko:K13651	ebw:BWG_2735
ko:K13654	ebw:BWG_1276
ko:K13655	ebw:BWG_2734
