ko:K01006	lmot:LMOSLCC2540_1949
ko:K01990	lmot:LMOSLCC2540_2314
ko:K13923	lmot:LMOSLCC2540_1138
ko:K01990	lmot:LMOSLCC2540_0748
ko:K01990	lmot:LMOSLCC2540_2236
ko:K01992	lmot:LMOSLCC2540_2044
ko:K01992	lmot:LMOSLCC2540_2237
ko:K02028	lmot:LMOSLCC2540_0845
ko:K02028	lmot:LMOSLCC2540_2350
ko:K01980	lmot:LMOSLCC2540rRNA08
ko:K01980	lmot:LMOSLCC2540rRNA17
ko:K01980	lmot:LMOSLCC2540rRNA05
ko:K01980	lmot:LMOSLCC2540rRNA11
ko:K01980	lmot:LMOSLCC2540rRNA14
ko:K03574	lmot:LMOSLCC2540_1296
ko:K03574	lmot:LMOSLCC2540_2403
ko:K00265	lmot:LMOSLCC2540_1814
ko:K17320	lmot:LMOSLCC2540_2082
ko:K08986	lmot:LMOSLCC2540_0921
ko:K01992	lmot:LMOSLCC2540_0757
ko:K17472	lmot:LMOSLCC2540_1594
ko:K01992	lmot:LMOSLCC2540_0679
ko:K01992	lmot:LMOSLCC2540_0980
ko:K01992	lmot:LMOSLCC2540_2338
ko:K10112	lmot:LMOSLCC2540_0291
ko:K14224	lmot:LMOSLCC2540tRNA57
ko:K14224	lmot:LMOSLCC2540tRNA18
ko:K14224	lmot:LMOSLCC2540tRNA41
ko:K14227	lmot:LMOSLCC2540tRNA66
ko:K14227	lmot:LMOSLCC2540tRNA61
ko:K14230	lmot:LMOSLCC2540tRNA55
ko:K14225	lmot:LMOSLCC2540tRNA34
ko:K17686	lmot:LMOSLCC2540_1935
ko:K01990	lmot:LMOSLCC2540_0030
ko:K01990	lmot:LMOSLCC2540_0678
ko:K01990	lmot:LMOSLCC2540_0979
ko:K01990	lmot:LMOSLCC2540_2045
ko:K01990	lmot:LMOSLCC2540_2339
ko:K01990	lmot:LMOSLCC2540_2822
ko:K01092	lmot:LMOSLCC2540_1062
ko:K01958	lmot:LMOSLCC2540_1068
ko:K09693	lmot:LMOSLCC2540_1071
ko:K01916	lmot:LMOSLCC2540_1090
ko:K06889	lmot:LMOSLCC2540_1105
ko:K07504	lmot:LMOSLCC2540_1800
ko:K09963	lmot:LMOSLCC2540_1801
ko:K02025	lmot:LMOSLCC2540_1811
ko:K02004	lmot:LMOSLCC2540_1826
ko:K02433	lmot:LMOSLCC2540_1835
ko:K07094	lmot:LMOSLCC2540_1840
ko:K06023	lmot:LMOSLCC2540_2516
ko:K07658	lmot:LMOSLCC2540_2534
ko:K02242	lmot:LMOSLCC2540_2545
ko:K02240	lmot:LMOSLCC2540_2546
ko:K07692	lmot:LMOSLCC2540_2548
ko:K02549	lmot:LMOSLCC2540_2553
ko:K07025	lmot:LMOSLCC2540_0641
ko:K03294	lmot:LMOSLCC2540_0653
ko:K07104	lmot:LMOSLCC2540_0654
ko:K07457	lmot:LMOSLCC2540_0666
ko:K00575	lmot:LMOSLCC2540_0695
ko:K00158	lmot:LMOSLCC2540_0734
ko:K03406	lmot:LMOSLCC2540_0735
ko:K07098	lmot:LMOSLCC2540_0763
ko:K09704	lmot:LMOSLCC2540_0765
ko:K02795	lmot:LMOSLCC2540_0781
ko:K02793	lmot:LMOSLCC2540_0783
ko:K03976	lmot:LMOSLCC2540_0790
ko:K03316	lmot:LMOSLCC2540_0802
ko:K11072	lmot:LMOSLCC2540_0806
ko:K11071	lmot:LMOSLCC2540_0807
ko:K11069	lmot:LMOSLCC2540_0809
ko:K01674	lmot:LMOSLCC2540_0810
ko:K02371	lmot:LMOSLCC2540_0813
ko:K00054	lmot:LMOSLCC2540_0824
ko:K13921	lmot:LMOSLCC2540_1144
ko:K04720	lmot:LMOSLCC2540_1147
ko:K01258	lmot:LMOSLCC2540_1860
ko:K01104	lmot:LMOSLCC2540_1881
ko:K09787	lmot:LMOSLCC2540_1883
ko:K02116	lmot:LMOSLCC2540_2569
ko:K07027	lmot:LMOSLCC2540_2586
ko:K03048	lmot:LMOSLCC2540_2594
ko:K02035	lmot:LMOSLCC2540_2603
ko:K03399	lmot:LMOSLCC2540_1174
ko:K02190	lmot:LMOSLCC2540_1181
ko:K02009	lmot:LMOSLCC2540_1184
ko:K00059	lmot:LMOSLCC2540_1889
ko:K07030	lmot:LMOSLCC2540_1896
ko:K00949	lmot:LMOSLCC2540_1899
ko:K02823	lmot:LMOSLCC2540_1916
ko:K02824	lmot:LMOSLCC2540_1921
ko:K02004	lmot:LMOSLCC2540_2617
ko:K03593	lmot:LMOSLCC2540_2627
ko:K09952	lmot:LMOSLCC2540_2635
ko:K01426	lmot:LMOSLCC2540_2644
ko:K02004	lmot:LMOSLCC2540_1204
ko:K06994	lmot:LMOSLCC2540_1206
ko:K03471	lmot:LMOSLCC2540_1208
ko:K02428	lmot:LMOSLCC2540_1220
ko:K07213	lmot:LMOSLCC2540_1934
ko:K03784	lmot:LMOSLCC2540_1938
ko:K03810	lmot:LMOSLCC2540_1940
ko:K07305	lmot:LMOSLCC2540_1941
ko:K07304	lmot:LMOSLCC2540_1942
ko:K03469	lmot:LMOSLCC2540_1961
ko:K03700	lmot:LMOSLCC2540_1972
ko:K00939	lmot:LMOSLCC2540_2652
ko:K00805	lmot:LMOSLCC2540_2681
ko:K00805	lmot:LMOSLCC2540_2682
ko:K01470	lmot:LMOSLCC2540_2687
ko:K07048	lmot:LMOSLCC2540_2688
ko:K03475	lmot:LMOSLCC2540_2689
ko:K02822	lmot:LMOSLCC2540_2690
ko:K04750	lmot:LMOSLCC2540_1291
ko:K03486	lmot:LMOSLCC2540_1304
ko:K01226	lmot:LMOSLCC2540_1305
ko:K02086	lmot:LMOSLCC2540_1976
ko:K00974	lmot:LMOSLCC2540_1986
ko:K00027	lmot:LMOSLCC2540_1996
ko:K04517	lmot:LMOSLCC2540_2005
ko:K00805	lmot:LMOSLCC2540_2011
ko:K00805	lmot:LMOSLCC2540_2013
ko:K01104	lmot:LMOSLCC2540_2016
ko:K02775	lmot:LMOSLCC2540_2706
ko:K01478	lmot:LMOSLCC2540_0049
ko:K07706	lmot:LMOSLCC2540_0056
ko:K03713	lmot:LMOSLCC2540_1349
ko:K01424	lmot:LMOSLCC2540_2021
ko:K03783	lmot:LMOSLCC2540_2034
ko:K04763	lmot:LMOSLCC2540_2036
ko:K03711	lmot:LMOSLCC2540_2037
ko:K01515	lmot:LMOSLCC2540_2046
ko:K00784	lmot:LMOSLCC2540_2051
ko:K00851	lmot:LMOSLCC2540_2765
ko:K16012	lmot:LMOSLCC2540_2768
ko:K16013	lmot:LMOSLCC2540_2769
ko:K04750	lmot:LMOSLCC2540_2777
ko:K02793	lmot:LMOSLCC2540_0104
ko:K02794	lmot:LMOSLCC2540_0104
ko:K02795	lmot:LMOSLCC2540_0105
ko:K06147	lmot:LMOSLCC2540_0115
ko:K06147	lmot:LMOSLCC2540_0116
ko:K01081	lmot:LMOSLCC2540_0138
ko:K00088	lmot:LMOSLCC2540_0140
ko:K09976	lmot:LMOSLCC2540_1357
ko:K09764	lmot:LMOSLCC2540_1376
ko:K03177	lmot:LMOSLCC2540_1378
ko:K01934	lmot:LMOSLCC2540_1386
ko:K00845	lmot:LMOSLCC2540_1389
ko:K02249	lmot:LMOSLCC2540_1391
ko:K02248	lmot:LMOSLCC2540_1392
ko:K02246	lmot:LMOSLCC2540_1394
ko:K02245	lmot:LMOSLCC2540_1395
ko:K02244	lmot:LMOSLCC2540_1396
ko:K02243	lmot:LMOSLCC2540_1397
ko:K01619	lmot:LMOSLCC2540_2069
ko:K02793	lmot:LMOSLCC2540_2071
ko:K07720	lmot:LMOSLCC2540_2084
ko:K09704	lmot:LMOSLCC2540_2087
ko:K01191	lmot:LMOSLCC2540_2088
ko:K01191	lmot:LMOSLCC2540_2089
ko:K07105	lmot:LMOSLCC2540_2095
ko:K01191	lmot:LMOSLCC2540_2787
ko:K08161	lmot:LMOSLCC2540_2794
ko:K00616	lmot:LMOSLCC2540_2796
ko:K07343	lmot:LMOSLCC2540_2799
ko:K03342	lmot:LMOSLCC2540_2803
ko:K07258	lmot:LMOSLCC2540_2807
ko:K00088	lmot:LMOSLCC2540_2811
ko:K02755	lmot:LMOSLCC2540_2825
ko:K02756	lmot:LMOSLCC2540_2825
ko:K02757	lmot:LMOSLCC2540_2825
ko:K03488	lmot:LMOSLCC2540_2826
ko:K02004	lmot:LMOSLCC2540_2828
ko:K02035	lmot:LMOSLCC2540_0143
ko:K02033	lmot:LMOSLCC2540_0144
ko:K02035	lmot:LMOSLCC2540_0157
ko:K09815	lmot:LMOSLCC2540_0159
ko:K01182	lmot:LMOSLCC2540_0187
ko:K03478	lmot:LMOSLCC2540_0194
ko:K01262	lmot:LMOSLCC2540_1404
ko:K00929	lmot:LMOSLCC2540_1420
ko:K00033	lmot:LMOSLCC2540_1427
ko:K01823	lmot:LMOSLCC2540_1434
ko:K02056	lmot:LMOSLCC2540_1441
ko:K00059	lmot:LMOSLCC2540_1446
ko:K08724	lmot:LMOSLCC2540_2132
ko:K08152	lmot:LMOSLCC2540_2136
ko:K07177	lmot:LMOSLCC2540_2144
ko:K03491	lmot:LMOSLCC2540_2837
ko:K02798	lmot:LMOSLCC2540_2847
ko:K02799	lmot:LMOSLCC2540_2849
ko:K02800	lmot:LMOSLCC2540_2849
ko:K01788	lmot:LMOSLCC2540_2851
ko:K00059	lmot:LMOSLCC2540_2865
ko:K00058	lmot:LMOSLCC2540_2874
ko:K09685	lmot:LMOSLCC2540_0195
ko:K02005	lmot:LMOSLCC2540_0196
ko:K02004	lmot:LMOSLCC2540_0198
ko:K01771	lmot:LMOSLCC2540_0204
ko:K11031	lmot:LMOSLCC2540_0205
ko:K00016	lmot:LMOSLCC2540_0213
ko:K02443	lmot:LMOSLCC2540_1457
ko:K00626	lmot:LMOSLCC2540_1492
ko:K01641	lmot:LMOSLCC2540_1493
ko:K06902	lmot:LMOSLCC2540_1495
ko:K07052	lmot:LMOSLCC2540_2164
ko:K06889	lmot:LMOSLCC2540_2168
ko:K01409	lmot:LMOSLCC2540_2169
ko:K05020	lmot:LMOSLCC2540_2187
ko:K00882	lmot:LMOSLCC2540_2190
ko:K02775	lmot:LMOSLCC2540_2191
ko:K00625	lmot:LMOSLCC2540_2199
ko:K07098	lmot:LMOSLCC2540_2203
ko:K04844	lmot:LMOSLCC2540_2884
ko:K02025	lmot:LMOSLCC2540_2889
ko:K01629	lmot:LMOSLCC2540_2897
ko:K01813	lmot:LMOSLCC2540_2898
ko:K06610	lmot:LMOSLCC2540_2900
ko:K06346	lmot:LMOSLCC2540_2903
ko:K03708	lmot:LMOSLCC2540_0235
ko:K09698	lmot:LMOSLCC2540_0243
ko:K00564	lmot:LMOSLCC2540_0257
ko:K01182	lmot:LMOSLCC2540_0263
ko:K01439	lmot:LMOSLCC2540_0277
ko:K05845	lmot:LMOSLCC2540_1501
ko:K05846	lmot:LMOSLCC2540_1501
ko:K00383	lmot:LMOSLCC2540_1512
ko:K07533	lmot:LMOSLCC2540_1523
ko:K02076	lmot:LMOSLCC2540_1524
ko:K15986	lmot:LMOSLCC2540_1527
ko:K01489	lmot:LMOSLCC2540_1542
ko:K02004	lmot:LMOSLCC2540_2212
ko:K00691	lmot:LMOSLCC2540_2218
ko:K07052	lmot:LMOSLCC2540_2224
ko:K07035	lmot:LMOSLCC2540_2243
ko:K08969	lmot:LMOSLCC2540_0300
ko:K07668	lmot:LMOSLCC2540_0301
ko:K07652	lmot:LMOSLCC2540_0302
ko:K03491	lmot:LMOSLCC2540_0312
ko:K01081	lmot:LMOSLCC2540_0319
ko:K02238	lmot:LMOSLCC2540_1561
ko:K06948	lmot:LMOSLCC2540_1570
ko:K01243	lmot:LMOSLCC2540_1573
ko:K02004	lmot:LMOSLCC2540_1585
ko:K01759	lmot:LMOSLCC2540_2266
ko:K01026	lmot:LMOSLCC2540_2270
ko:K10823	lmot:LMOSLCC2540_2291
ko:K15583	lmot:LMOSLCC2540_2292
ko:K15582	lmot:LMOSLCC2540_2293
ko:K00616	lmot:LMOSLCC2540_0355
ko:K00244	lmot:LMOSLCC2540_0368
ko:K06147	lmot:LMOSLCC2540_0834
ko:K07784	lmot:LMOSLCC2540_0835
ko:K01426	lmot:LMOSLCC2540_0846
ko:K02025	lmot:LMOSLCC2540_0857
ko:K01226	lmot:LMOSLCC2540_0859
ko:K00016	lmot:LMOSLCC2540_1613
ko:K04518	lmot:LMOSLCC2540_1615
ko:K07584	lmot:LMOSLCC2540_1620
ko:K02236	lmot:LMOSLCC2540_1629
ko:K01719	lmot:LMOSLCC2540_1635
ko:K06976	lmot:LMOSLCC2540_2308
ko:K07533	lmot:LMOSLCC2540_2318
ko:K03698	lmot:LMOSLCC2540_2319
ko:K01679	lmot:LMOSLCC2540_2324
ko:K12555	lmot:LMOSLCC2540_2328
ko:K05937	lmot:LMOSLCC2540_0399
ko:K02004	lmot:LMOSLCC2540_0417
ko:K15524	lmot:LMOSLCC2540_0423
ko:K01759	lmot:LMOSLCC2540_0428
ko:K09167	lmot:LMOSLCC2540_0880
ko:K08981	lmot:LMOSLCC2540_0881
ko:K07315	lmot:LMOSLCC2540_0890
ko:K03090	lmot:LMOSLCC2540_0893
ko:K05518	lmot:LMOSLCC2540_0894
ko:K03095	lmot:LMOSLCC2540_0897
ko:K03492	lmot:LMOSLCC2540_0902
ko:K00383	lmot:LMOSLCC2540_0906
ko:K00135	lmot:LMOSLCC2540_0913
ko:K11144	lmot:LMOSLCC2540_1640
ko:K03346	lmot:LMOSLCC2540_1641
ko:K10563	lmot:LMOSLCC2540_1644
ko:K06286	lmot:LMOSLCC2540_1674
ko:K06889	lmot:LMOSLCC2540_2360
ko:K00882	lmot:LMOSLCC2540_2371
ko:K03436	lmot:LMOSLCC2540_2372
ko:K01372	lmot:LMOSLCC2540_2373
ko:K16329	lmot:LMOSLCC2540_2375
ko:K06183	lmot:LMOSLCC2540_2377
ko:K07729	lmot:LMOSLCC2540_0438
ko:K03491	lmot:LMOSLCC2540_0918
ko:K00867	lmot:LMOSLCC2540_0922
ko:K01104	lmot:LMOSLCC2540_0938
ko:K02564	lmot:LMOSLCC2540_0956
ko:K01439	lmot:LMOSLCC2540_1700
ko:K02564	lmot:LMOSLCC2540_2393
ko:K01580	lmot:LMOSLCC2540_2398
ko:K07570	lmot:LMOSLCC2540_2404
ko:K02004	lmot:LMOSLCC2540_2406
ko:K03768	lmot:LMOSLCC2540_2411
ko:K05565	lmot:LMOSLCC2540_2413
ko:K05568	lmot:LMOSLCC2540_2416
ko:K10254	lmot:LMOSLCC2540_0486
ko:K02775	lmot:LMOSLCC2540_0514
ko:K01222	lmot:LMOSLCC2540_0527
ko:K07816	lmot:LMOSLCC2540_0966
ko:K00567	lmot:LMOSLCC2540_0996
ko:K03697	lmot:LMOSLCC2540_0997
ko:K07052	lmot:LMOSLCC2540_0998
ko:K11189	lmot:LMOSLCC2540_1002
ko:K08483	lmot:LMOSLCC2540_1003
ko:K00841	lmot:LMOSLCC2540_1006
ko:K00016	lmot:LMOSLCC2540_1750
ko:K09815	lmot:LMOSLCC2540_1754
ko:K08680	lmot:LMOSLCC2540_1757
ko:K02552	lmot:LMOSLCC2540_1759
ko:K01760	lmot:LMOSLCC2540_1762
ko:K05570	lmot:LMOSLCC2540_2418
ko:K00657	lmot:LMOSLCC2540_2435
ko:K04488	lmot:LMOSLCC2540_2444
ko:K01222	lmot:LMOSLCC2540_0541
ko:K01635	lmot:LMOSLCC2540_0544
ko:K02782	lmot:LMOSLCC2540_0548
ko:K02783	lmot:LMOSLCC2540_0548
ko:K02783	lmot:LMOSLCC2540_0549
ko:K07404	lmot:LMOSLCC2540_0563
ko:K01523	lmot:LMOSLCC2540_0566
ko:K01496	lmot:LMOSLCC2540_0567
ko:K05822	lmot:LMOSLCC2540_1011
ko:K06201	lmot:LMOSLCC2540_1018
ko:K11617	lmot:LMOSLCC2540_1021
ko:K11618	lmot:LMOSLCC2540_1022
ko:K03499	lmot:LMOSLCC2540_1023
ko:K02755	lmot:LMOSLCC2540_1035
ko:K02756	lmot:LMOSLCC2540_1035
ko:K02757	lmot:LMOSLCC2540_1035
ko:K02017	lmot:LMOSLCC2540_1039
ko:K03635	lmot:LMOSLCC2540_1044
ko:K09825	lmot:LMOSLCC2540_1766
ko:K07586	lmot:LMOSLCC2540_1770
ko:K01580	lmot:LMOSLCC2540_2466
ko:K03488	lmot:LMOSLCC2540_2468
ko:K07032	lmot:LMOSLCC2540_2469
ko:K06994	lmot:LMOSLCC2540_2496
ko:K09762	lmot:LMOSLCC2540_2505
ko:K01835	lmot:LMOSLCC2540_2508
ko:K01785	lmot:LMOSLCC2540_2509
ko:K01784	lmot:LMOSLCC2540_2510
ko:K03492	lmot:LMOSLCC2540_0580
ko:K07030	lmot:LMOSLCC2540_0595
ko:K10947	lmot:LMOSLCC2540_0604
ko:K06147	lmot:LMOSLCC2540_0612
ko:K06147	lmot:LMOSLCC2540_0613
ko:K14237	lmot:LMOSLCC2540tRNA38
ko:K14237	lmot:LMOSLCC2540tRNA56
ko:K14234	lmot:LMOSLCC2540tRNA37
ko:K14225	lmot:LMOSLCC2540tRNA22
ko:K14228	lmot:LMOSLCC2540tRNA33
ko:K14220	lmot:LMOSLCC2540tRNA20
ko:K14220	lmot:LMOSLCC2540tRNA64
ko:K14220	lmot:LMOSLCC2540tRNA59
ko:K14231	lmot:LMOSLCC2540tRNA53
ko:K14236	lmot:LMOSLCC2540tRNA52
ko:K07260	lmot:LMOSLCC2540_1937
ko:K01739	lmot:LMOSLCC2540_1763
ko:K01840	lmot:LMOSLCC2540_0862
ko:K02027	lmot:LMOSLCC2540_1810
ko:K01658	lmot:LMOSLCC2540_1712
ko:K17752	lmot:LMOSLCC2540_0889
ko:K02027	lmot:LMOSLCC2540_0183
ko:K17828	lmot:LMOSLCC2540_1915
ko:K02026	lmot:LMOSLCC2540_1812
ko:K02026	lmot:LMOSLCC2540_0767
ko:K02026	lmot:LMOSLCC2540_2888
ko:K02026	lmot:LMOSLCC2540_0858
ko:K02027	lmot:LMOSLCC2540_0768
ko:K02027	lmot:LMOSLCC2540_2890
ko:K17763	lmot:LMOSLCC2540_0167
ko:K17763	lmot:LMOSLCC2540_0887
ko:K07284	lmot:LMOSLCC2540_0928
ko:K02027	lmot:LMOSLCC2540_0856
ko:K00537	lmot:LMOSLCC2540_2458
ko:K00661	lmot:LMOSLCC2540_0675
ko:K01183	lmot:LMOSLCC2540_0113
ko:K04757	lmot:LMOSLCC2540_0892
ko:K17762	lmot:LMOSLCC2540_0888
ko:K17733	lmot:LMOSLCC2540_1274
ko:K01187	lmot:LMOSLCC2540_0186
ko:K02769	lmot:LMOSLCC2540_0421
ko:K02769	lmot:LMOSLCC2540_0446
ko:K02769	lmot:LMOSLCC2540_2233
ko:K07145	lmot:LMOSLCC2540_0489
ko:K09022	lmot:LMOSLCC2540_0841
ko:K18104	lmot:LMOSLCC2540_2798
ko:K08221	lmot:LMOSLCC2540_1461
ko:K02770	lmot:LMOSLCC2540_2232
ko:K08316	lmot:LMOSLCC2540_2146
ko:K01101	lmot:LMOSLCC2540_2436
ko:K02809	lmot:LMOSLCC2540_1740
ko:K02810	lmot:LMOSLCC2540_1740
ko:K02770	lmot:LMOSLCC2540_0422
ko:K02770	lmot:LMOSLCC2540_0447
ko:K22597	lmot:LMOSLCC2540_2891
ko:K02794	lmot:LMOSLCC2540_0782
ko:K22597	lmot:LMOSLCC2540_2788
ko:K00008	lmot:LMOSLCC2540_2705
ko:K00008	lmot:LMOSLCC2540_0512
ko:K00008	lmot:LMOSLCC2540_2704
ko:K18231	lmot:LMOSLCC2540_0919
ko:K05352	lmot:LMOSLCC2540_1084
ko:K09017	lmot:LMOSLCC2540_2043
ko:K22579	lmot:LMOSLCC2540_0432
ko:K02538	lmot:LMOSLCC2540_0444
ko:K03483	lmot:LMOSLCC2540_2692
ko:K02004	lmot:LMOSLCC2540_1203
ko:K01187	lmot:LMOSLCC2540_0185
ko:K04763	lmot:LMOSLCC2540_1467
ko:K00865	lmot:LMOSLCC2540_2883
ko:K01297	lmot:LMOSLCC2540_1718
ko:K03742	lmot:LMOSLCC2540_1449
ko:K15780	lmot:LMOSLCC2540_0222
ko:K03328	lmot:LMOSLCC2540_0218
ko:K04749	lmot:LMOSLCC2540_0891
ko:K00285	lmot:LMOSLCC2540_1991
ko:K18672	lmot:LMOSLCC2540_2217
ko:K18673	lmot:LMOSLCC2540_2817
ko:K18682	lmot:LMOSLCC2540_1451
ko:K18692	lmot:LMOSLCC2540_1529
ko:K03790	lmot:LMOSLCC2540_2894
ko:K07171	lmot:LMOSLCC2540_0886
ko:K18892	lmot:LMOSLCC2540_2805
ko:K18891	lmot:LMOSLCC2540_2804
ko:K18821	lmot:LMOSLCC2540_2600
ko:K18967	lmot:LMOSLCC2540_2272
ko:K03111	lmot:LMOSLCC2540_2556
ko:K03502	lmot:LMOSLCC2540_2717
ko:K03111	lmot:LMOSLCC2540_0051
ko:K03169	lmot:LMOSLCC2540_2809
ko:K03497	lmot:LMOSLCC2540_2840
ko:K03496	lmot:LMOSLCC2540_2841
ko:K03497	lmot:LMOSLCC2540_2844
ko:K07467	lmot:LMOSLCC2540_1485
ko:K08151	lmot:LMOSLCC2540_0836
ko:K00662	lmot:LMOSLCC2540_1791
ko:K07483	lmot:LMOSLCC2540_2113
ko:K07483	lmot:LMOSLCC2540_2114
ko:K07483	lmot:LMOSLCC2540_2118
ko:K19005	lmot:LMOSLCC2540_0926
ko:K04028	lmot:LMOSLCC2540_1163
ko:K00634	lmot:LMOSLCC2540_1419
ko:K07029	lmot:LMOSLCC2540_1833
ko:K03526	lmot:LMOSLCC2540_1520
ko:K07483	lmot:LMOSLCC2540_0668
ko:K18979	lmot:LMOSLCC2540_0934
ko:K07483	lmot:LMOSLCC2540_0829
ko:K07816	lmot:LMOSLCC2540_0801
ko:K19002	lmot:LMOSLCC2540_2588
ko:K02777	lmot:LMOSLCC2540_1017
ko:K00354	lmot:LMOSLCC2540_2504
ko:K03339	lmot:LMOSLCC2540_2589
ko:K00798	lmot:LMOSLCC2540_1188
ko:K05881	lmot:LMOSLCC2540_0363
ko:K05881	lmot:LMOSLCC2540_2746
ko:K00020	lmot:LMOSLCC2540_1005
ko:K01710	lmot:LMOSLCC2540_1080
ko:K00571	lmot:LMOSLCC2540_1662
ko:K19137	lmot:LMOSLCC2540_2632
ko:K19225	lmot:LMOSLCC2540_1387
ko:K19285	lmot:LMOSLCC2540_0936
ko:K03722	lmot:LMOSLCC2540_1980
ko:K01990	lmot:LMOSLCC2540_0756
ko:K01992	lmot:LMOSLCC2540_0924
ko:K01992	lmot:LMOSLCC2540_1717
ko:K19351	lmot:LMOSLCC2540_0206
ko:K01990	lmot:LMOSLCC2540_0923
ko:K01990	lmot:LMOSLCC2540_1716
ko:K19411	lmot:LMOSLCC2540_0236
ko:K19302	lmot:LMOSLCC2540_2091
ko:K19267	lmot:LMOSLCC2540_0456
ko:K04771	lmot:LMOSLCC2540_0306
ko:K19405	lmot:LMOSLCC2540_0237
ko:K19302	lmot:LMOSLCC2540_1703
ko:K03574	lmot:LMOSLCC2540_1752
ko:K19509	lmot:LMOSLCC2540_2074
ko:K19508	lmot:LMOSLCC2540_2075
ko:K19507	lmot:LMOSLCC2540_2076
ko:K19504	lmot:LMOSLCC2540_2073
ko:K06881	lmot:LMOSLCC2540_1655
ko:K19510	lmot:LMOSLCC2540_2072
ko:K19504	lmot:LMOSLCC2540_0041
ko:K00887	lmot:LMOSLCC2540_1543
ko:K02796	lmot:LMOSLCC2540_0780
ko:K02796	lmot:LMOSLCC2540_0106
ko:K02796	lmot:LMOSLCC2540_0024
ko:K19689	lmot:LMOSLCC2540_1794
ko:K19689	lmot:LMOSLCC2540_1682
ko:K01258	lmot:LMOSLCC2540_1426
ko:K00547	lmot:LMOSLCC2540_1761
ko:K00297	lmot:LMOSLCC2540_1761
ko:K02538	lmot:LMOSLCC2540_2235
ko:K21636	lmot:LMOSLCC2540_0292
ko:K19975	lmot:LMOSLCC2540_1929
ko:K19976	lmot:LMOSLCC2540_1930
ko:K19973	lmot:LMOSLCC2540_1931
ko:K20074	lmot:LMOSLCC2540_1903
ko:K12132	lmot:LMOSLCC2540_1902
ko:K20265	lmot:LMOSLCC2540_2397
ko:K20265	lmot:LMOSLCC2540_0043
ko:K20201	lmot:LMOSLCC2540_2573
ko:K00525	lmot:LMOSLCC2540_2253
ko:K18889	lmot:LMOSLCC2540_1731
ko:K20534	lmot:LMOSLCC2540_0932
ko:K20534	lmot:LMOSLCC2540_2583
ko:K18890	lmot:LMOSLCC2540_1730
ko:K22103	lmot:LMOSLCC2540_2204
ko:K20885	lmot:LMOSLCC2540_0861
ko:K01208	lmot:LMOSLCC2540_2223
ko:K21030	lmot:LMOSLCC2540_1083
ko:K21029	lmot:LMOSLCC2540_1049
ko:K08968	lmot:LMOSLCC2540_1675
ko:K21064	lmot:LMOSLCC2540_2361
ko:K00821	lmot:LMOSLCC2540_1668
ko:K00435	lmot:LMOSLCC2540_2210
ko:K02314	lmot:LMOSLCC2540_0060
ko:K07313	lmot:LMOSLCC2540_0663
ko:K04068	lmot:LMOSLCC2540_0293
ko:K06919	lmot:LMOSLCC2540_1250
ko:K02316	lmot:LMOSLCC2540_1534
ko:K06217	lmot:LMOSLCC2540_1546
ko:K03546	lmot:LMOSLCC2540_1725
ko:K00287	lmot:LMOSLCC2540_1955
ko:K00560	lmot:LMOSLCC2540_1956
ko:K09935	lmot:LMOSLCC2540_0898
ko:K00558	lmot:LMOSLCC2540_1096
ko:K01520	lmot:LMOSLCC2540_1774
ko:K03553	lmot:LMOSLCC2540_1450
ko:K01493	lmot:LMOSLCC2540_1562
ko:K00857	lmot:LMOSLCC2540_2577
ko:K21298	lmot:LMOSLCC2540_1808
ko:K02335	lmot:LMOSLCC2540_1645
ko:K13731	lmot:LMOSLCC2540_2591
ko:K21285	lmot:LMOSLCC2540_1085
ko:K00526	lmot:LMOSLCC2540_2252
ko:K21252	lmot:LMOSLCC2540_1785
ko:K22044	lmot:LMOSLCC2540_1013
ko:K21481	lmot:LMOSLCC2540_2312
ko:K21465	lmot:LMOSLCC2540_1517
ko:K21467	lmot:LMOSLCC2540_0461
ko:K21471	lmot:LMOSLCC2540_1471
ko:K21471	lmot:LMOSLCC2540_2537
ko:K21471	lmot:LMOSLCC2540_2538
ko:K21567	lmot:LMOSLCC2540_2042
ko:K21494	lmot:LMOSLCC2540_0075
ko:K18704	lmot:LMOSLCC2540_1082
ko:K21567	lmot:LMOSLCC2540_2426
ko:K21600	lmot:LMOSLCC2540_1936
ko:K21560	lmot:LMOSLCC2540_0203
ko:K21493	lmot:LMOSLCC2540_0074
ko:K18704	lmot:LMOSLCC2540_1073
ko:K00680	lmot:LMOSLCC2540_2385
ko:K21993	lmot:LMOSLCC2540_0912
ko:K22043	lmot:LMOSLCC2540_2526
ko:K00936	lmot:LMOSLCC2540_1152
ko:K21960	lmot:LMOSLCC2540_2387
ko:K03547	lmot:LMOSLCC2540_2321
ko:K03595	lmot:LMOSLCC2540_1541
ko:K01537	lmot:LMOSLCC2540_0838
ko:K22251	lmot:LMOSLCC2540_0356
ko:K22278	lmot:LMOSLCC2540_0437
ko:K17758	lmot:LMOSLCC2540_1702
ko:K02257	lmot:LMOSLCC2540_2150
ko:K05592	lmot:LMOSLCC2540_1294
ko:K13566	lmot:LMOSLCC2540_0295
ko:K22441	lmot:LMOSLCC2540_0815
