ko:K22317	sbs:Sbal117_1657
ko:K02399	sbs:Sbal117_4132
ko:K02412	sbs:Sbal117_4134
ko:K01975	sbs:Sbal117_0682
ko:K03579	sbs:Sbal117_0684
ko:K05365	sbs:Sbal117_0685
ko:K03841	sbs:Sbal117_0708
ko:K07773	sbs:Sbal117_0710
ko:K00928	sbs:Sbal117_0712
ko:K06987	sbs:Sbal117_0713
ko:K03230	sbs:Sbal117_0216
ko:K04760	sbs:Sbal117_0234
ko:K06959	sbs:Sbal117_0235
ko:K02170	sbs:Sbal117_0238
ko:K07400	sbs:Sbal117_0240
ko:K03327	sbs:Sbal117_0242
ko:K07152	sbs:Sbal117_0244
ko:K02259	sbs:Sbal117_0246
ko:K02276	sbs:Sbal117_0250
ko:K02275	sbs:Sbal117_0253
ko:K01356	sbs:Sbal117_0255
ko:K00631	sbs:Sbal117_0256
ko:K03835	sbs:Sbal117_0257
ko:K06996	sbs:Sbal117_0258
ko:K00426	sbs:Sbal117_1012
ko:K00425	sbs:Sbal117_1013
ko:K01740	sbs:Sbal117_1015
ko:K05527	sbs:Sbal117_1019
ko:K07173	sbs:Sbal117_1021
ko:K00346	sbs:Sbal117_1023
ko:K00347	sbs:Sbal117_1024
ko:K00348	sbs:Sbal117_1025
ko:K00349	sbs:Sbal117_1026
ko:K00350	sbs:Sbal117_1027
ko:K00351	sbs:Sbal117_1028
ko:K03734	sbs:Sbal117_1029
ko:K05952	sbs:Sbal117_1030
ko:K03594	sbs:Sbal117_1031
ko:K03594	sbs:Sbal117_1032
ko:K02346	sbs:Sbal117_1034
ko:K01255	sbs:Sbal117_1040
ko:K02013	sbs:Sbal117_1045
ko:K02015	sbs:Sbal117_1046
ko:K02016	sbs:Sbal117_1047
ko:K03561	sbs:Sbal117_1049
ko:K03832	sbs:Sbal117_1050
ko:K07226	sbs:Sbal117_1053
ko:K01141	sbs:Sbal117_1808
ko:K00563	sbs:Sbal117_1820
ko:K03704	sbs:Sbal117_1821
ko:K08300	sbs:Sbal117_1823
ko:K01091	sbs:Sbal117_1825
ko:K07040	sbs:Sbal117_1827
ko:K09910	sbs:Sbal117_0715
ko:K07685	sbs:Sbal117_0716
ko:K07674	sbs:Sbal117_0717
ko:K03385	sbs:Sbal117_0718
ko:K04752	sbs:Sbal117_0721
ko:K03320	sbs:Sbal117_0722
ko:K01626	sbs:Sbal117_0725
ko:K00528	sbs:Sbal117_0733
ko:K02040	sbs:Sbal117_1488
ko:K00432	sbs:Sbal117_1492
ko:K06213	sbs:Sbal117_1493
ko:K03500	sbs:Sbal117_1500
ko:K06193	sbs:Sbal117_1506
ko:K03449	sbs:Sbal117_1507
ko:K06987	sbs:Sbal117_1509
ko:K06133	sbs:Sbal117_1535
ko:K06879	sbs:Sbal117_1539
ko:K15723	sbs:Sbal117_1540
ko:K00404	sbs:Sbal117_2324
ko:K00405	sbs:Sbal117_2325
ko:K00407	sbs:Sbal117_2326
ko:K00406	sbs:Sbal117_2327
ko:K09926	sbs:Sbal117_2328
ko:K09792	sbs:Sbal117_2331
ko:K14055	sbs:Sbal117_2333
ko:K14058	sbs:Sbal117_2334
ko:K00832	sbs:Sbal117_2338
ko:K02401	sbs:Sbal117_3051
ko:K02421	sbs:Sbal117_3052
ko:K02420	sbs:Sbal117_3053
ko:K02419	sbs:Sbal117_3054
ko:K02418	sbs:Sbal117_3055
ko:K02417	sbs:Sbal117_3056
ko:K02416	sbs:Sbal117_3057
ko:K02415	sbs:Sbal117_3058
ko:K02413	sbs:Sbal117_3061
ko:K02412	sbs:Sbal117_3062
ko:K02411	sbs:Sbal117_3063
ko:K02410	sbs:Sbal117_3064
ko:K02409	sbs:Sbal117_3065
ko:K02408	sbs:Sbal117_3066
ko:K10941	sbs:Sbal117_3069
ko:K02422	sbs:Sbal117_3070
ko:K02407	sbs:Sbal117_3072
ko:K02406	sbs:Sbal117_3074
ko:K02406	sbs:Sbal117_3075
ko:K02397	sbs:Sbal117_3076
ko:K02396	sbs:Sbal117_3077
ko:K02395	sbs:Sbal117_3078
ko:K02394	sbs:Sbal117_3079
ko:K02393	sbs:Sbal117_3080
ko:K02392	sbs:Sbal117_3081
ko:K02391	sbs:Sbal117_3082
ko:K02390	sbs:Sbal117_3083
ko:K02389	sbs:Sbal117_3084
ko:K02388	sbs:Sbal117_3085
ko:K02387	sbs:Sbal117_3086
ko:K03415	sbs:Sbal117_3088
ko:K02386	sbs:Sbal117_3089
ko:K02398	sbs:Sbal117_3090
ko:K02399	sbs:Sbal117_3091
ko:K09860	sbs:Sbal117_3092
ko:K06958	sbs:Sbal117_3821
ko:K06213	sbs:Sbal117_3823
ko:K07178	sbs:Sbal117_3828
ko:K05776	sbs:Sbal117_3856
ko:K04077	sbs:Sbal117_3863
ko:K04078	sbs:Sbal117_3864
ko:K03427	sbs:Sbal117_3870
ko:K01154	sbs:Sbal117_3872
ko:K02911	sbs:Sbal117_1828
ko:K03621	sbs:Sbal117_1829
ko:K00648	sbs:Sbal117_1830
ko:K00645	sbs:Sbal117_1831
ko:K02078	sbs:Sbal117_1833
ko:K09458	sbs:Sbal117_1834
ko:K01792	sbs:Sbal117_1840
ko:K01953	sbs:Sbal117_1845
ko:K11175	sbs:Sbal117_1850
ko:K01933	sbs:Sbal117_1851
ko:K00761	sbs:Sbal117_1852
ko:K07084	sbs:Sbal117_1853
ko:K03683	sbs:Sbal117_1855
ko:K07107	sbs:Sbal117_1859
ko:K03562	sbs:Sbal117_1860
ko:K01874	sbs:Sbal117_2601
ko:K07088	sbs:Sbal117_2602
ko:K06077	sbs:Sbal117_2604
ko:K00684	sbs:Sbal117_2605
ko:K02518	sbs:Sbal117_2607
ko:K03694	sbs:Sbal117_2608
ko:K06891	sbs:Sbal117_2609
ko:K03704	sbs:Sbal117_2610
ko:K00031	sbs:Sbal117_2611
ko:K06181	sbs:Sbal117_2612
ko:K12152	sbs:Sbal117_2613
ko:K00566	sbs:Sbal117_2614
ko:K07153	sbs:Sbal117_2615
ko:K01756	sbs:Sbal117_2616
ko:K00263	sbs:Sbal117_2619
ko:K09986	sbs:Sbal117_2622
ko:K09773	sbs:Sbal117_2625
ko:K01626	sbs:Sbal117_2626
ko:K13634	sbs:Sbal117_2630
ko:K03168	sbs:Sbal117_2633
ko:K01484	sbs:Sbal117_2634
ko:K07637	sbs:Sbal117_2639
ko:K03284	sbs:Sbal117_2642
ko:K12410	sbs:Sbal117_2645
ko:K06140	sbs:Sbal117_2648
ko:K01902	sbs:Sbal117_2649
ko:K01903	sbs:Sbal117_2650
ko:K00658	sbs:Sbal117_2651
ko:K01079	sbs:Sbal117_3358
ko:K01839	sbs:Sbal117_3361
ko:K05517	sbs:Sbal117_3364
ko:K03424	sbs:Sbal117_3366
ko:K02837	sbs:Sbal117_3368
ko:K05803	sbs:Sbal117_3369
ko:K00962	sbs:Sbal117_3370
ko:K02956	sbs:Sbal117_3372
ko:K02834	sbs:Sbal117_3374
ko:K02519	sbs:Sbal117_3375
ko:K02600	sbs:Sbal117_3376
ko:K09748	sbs:Sbal117_3377
ko:K03075	sbs:Sbal117_3378
ko:K01803	sbs:Sbal117_3379
ko:K03431	sbs:Sbal117_3380
ko:K00796	sbs:Sbal117_3381
ko:K03798	sbs:Sbal117_3382
ko:K07574	sbs:Sbal117_3384
ko:K03074	sbs:Sbal117_3385
ko:K03072	sbs:Sbal117_3386
ko:K03624	sbs:Sbal117_3388
ko:K09939	sbs:Sbal117_3391
ko:K06942	sbs:Sbal117_3394
ko:K01056	sbs:Sbal117_3395
ko:K03184	sbs:Sbal117_3396
ko:K06168	sbs:Sbal117_3398
ko:K07042	sbs:Sbal117_3400
ko:K02411	sbs:Sbal117_4135
ko:K02410	sbs:Sbal117_4136
ko:K02409	sbs:Sbal117_4137
ko:K02408	sbs:Sbal117_4138
ko:K02417	sbs:Sbal117_4141
ko:K02419	sbs:Sbal117_4142
ko:K02420	sbs:Sbal117_4143
ko:K02421	sbs:Sbal117_4144
ko:K02401	sbs:Sbal117_4145
ko:K02400	sbs:Sbal117_4146
ko:K07322	sbs:Sbal117_4147
ko:K03192	sbs:Sbal117_4149
ko:K03733	sbs:Sbal117_4151
ko:K09921	sbs:Sbal117_4152
ko:K01778	sbs:Sbal117_4153
ko:K01586	sbs:Sbal117_4154
ko:K06202	sbs:Sbal117_4156
ko:K01749	sbs:Sbal117_4158
ko:K02496	sbs:Sbal117_4160
ko:K02498	sbs:Sbal117_4161
ko:K12541	sbs:Sbal117_4163
ko:K12542	sbs:Sbal117_4164
ko:K12543	sbs:Sbal117_4165
ko:K03656	sbs:Sbal117_4170
ko:K09927	sbs:Sbal117_4174
ko:K06143	sbs:Sbal117_4176
ko:K03308	sbs:Sbal117_4180
ko:K14232	sbs:Sbal117_R0026
ko:K14232	sbs:Sbal117_R0110
ko:K14232	sbs:Sbal117_R0111
ko:K10716	sbs:Sbal117_3595
ko:K16053	sbs:Sbal117_4405
ko:K14219	sbs:Sbal117_R0027
ko:K16074	sbs:Sbal117_0714
ko:K01270	sbs:Sbal117_1039
ko:K01801	sbs:Sbal117_1597
ko:K02017	sbs:Sbal117_0393
ko:K00568	sbs:Sbal117_2151
ko:K01983	sbs:Sbal117_R0029
ko:K01978	sbs:Sbal117_R0114
ko:K15773	sbs:Sbal117_0470
ko:K07506	sbs:Sbal117_3313
ko:K08344	sbs:Sbal117_0159
ko:K07394	sbs:Sbal117_1927
ko:K01250	sbs:Sbal117_0800
ko:K08680	sbs:Sbal117_0276
ko:K04015	sbs:Sbal117_0282
ko:K03406	sbs:Sbal117_0293
ko:K03406	sbs:Sbal117_1073
ko:K01525	sbs:Sbal117_1074
ko:K06177	sbs:Sbal117_1089
ko:K07034	sbs:Sbal117_1107
ko:K00652	sbs:Sbal117_1876
ko:K01585	sbs:Sbal117_1885
ko:K02824	sbs:Sbal117_1901
ko:K03548	sbs:Sbal117_1909
ko:K00241	sbs:Sbal117_2656
ko:K01916	sbs:Sbal117_2680
ko:K00939	sbs:Sbal117_2683
ko:K08305	sbs:Sbal117_3414
ko:K07258	sbs:Sbal117_3416
ko:K02014	sbs:Sbal117_3424
ko:K02030	sbs:Sbal117_3441
ko:K06177	sbs:Sbal117_3442
ko:K00830	sbs:Sbal117_4185
ko:K08997	sbs:Sbal117_4220
ko:K06039	sbs:Sbal117_4223
ko:K02193	sbs:Sbal117_0330
ko:K02200	sbs:Sbal117_0332
ko:K02200	sbs:Sbal117_0335
ko:K09983	sbs:Sbal117_0337
ko:K07640	sbs:Sbal117_0361
ko:K06183	sbs:Sbal117_1116
ko:K03406	sbs:Sbal117_1118
ko:K01571	sbs:Sbal117_1128
ko:K01572	sbs:Sbal117_1129
ko:K07263	sbs:Sbal117_1133
ko:K07114	sbs:Sbal117_1141
ko:K00616	sbs:Sbal117_1148
ko:K03286	sbs:Sbal117_1149
ko:K07004	sbs:Sbal117_1936
ko:K01760	sbs:Sbal117_1955
ko:K07114	sbs:Sbal117_1961
ko:K13590	sbs:Sbal117_1963
ko:K03825	sbs:Sbal117_2708
ko:K11751	sbs:Sbal117_2720
ko:K07167	sbs:Sbal117_2734
ko:K02030	sbs:Sbal117_2741
ko:K00666	sbs:Sbal117_2743
ko:K06149	sbs:Sbal117_3468
ko:K02004	sbs:Sbal117_3477
ko:K02004	sbs:Sbal117_3478
ko:K02005	sbs:Sbal117_3482
ko:K00135	sbs:Sbal117_3496
ko:K06910	sbs:Sbal117_4239
ko:K03756	sbs:Sbal117_4242
ko:K00851	sbs:Sbal117_4244
ko:K12961	sbs:Sbal117_4257
ko:K02665	sbs:Sbal117_4271
ko:K10954	sbs:Sbal117_2308
ko:K10954	sbs:Sbal117_2297
ko:K08642	sbs:Sbal117_4409
ko:K03406	sbs:Sbal117_0376
ko:K03406	sbs:Sbal117_0385
ko:K03635	sbs:Sbal117_0390
ko:K06177	sbs:Sbal117_0398
ko:K07792	sbs:Sbal117_0405
ko:K02674	sbs:Sbal117_1165
ko:K03406	sbs:Sbal117_1185
ko:K09471	sbs:Sbal117_1214
ko:K00135	sbs:Sbal117_1215
ko:K07504	sbs:Sbal117_1971
ko:K01104	sbs:Sbal117_1972
ko:K08305	sbs:Sbal117_1988
ko:K03406	sbs:Sbal117_1990
ko:K04655	sbs:Sbal117_1998
ko:K04652	sbs:Sbal117_2001
ko:K01119	sbs:Sbal117_2767
ko:K09909	sbs:Sbal117_2768
ko:K02342	sbs:Sbal117_2773
ko:K07182	sbs:Sbal117_2774
ko:K00548	sbs:Sbal117_3507
ko:K03406	sbs:Sbal117_3510
ko:K03406	sbs:Sbal117_3516
ko:K03317	sbs:Sbal117_3519
ko:K00230	sbs:Sbal117_3540
ko:K00124	sbs:Sbal117_4293
ko:K00127	sbs:Sbal117_4294
ko:K00124	sbs:Sbal117_4297
ko:K00127	sbs:Sbal117_4298
ko:K00058	sbs:Sbal117_3644
ko:K01259	sbs:Sbal117_0419
ko:K00059	sbs:Sbal117_0431
ko:K00647	sbs:Sbal117_0433
ko:K02004	sbs:Sbal117_3650
ko:K07250	sbs:Sbal117_1216
ko:K01409	sbs:Sbal117_1248
ko:K06078	sbs:Sbal117_1254
ko:K00974	sbs:Sbal117_1255
ko:K02450	sbs:Sbal117_1256
ko:K02571	sbs:Sbal117_2027
ko:K02569	sbs:Sbal117_2031
ko:K05595	sbs:Sbal117_2042
ko:K14979	sbs:Sbal117_2058
ko:K14978	sbs:Sbal117_2059
ko:K06212	sbs:Sbal117_2802
ko:K02004	sbs:Sbal117_2818
ko:K04774	sbs:Sbal117_2825
ko:K00380	sbs:Sbal117_3557
ko:K11105	sbs:Sbal117_3566
ko:K07793	sbs:Sbal117_3576
ko:K07221	sbs:Sbal117_3579
ko:K03406	sbs:Sbal117_3583
ko:K16012	sbs:Sbal117_3604
ko:K16013	sbs:Sbal117_3605
ko:K00867	sbs:Sbal117_4341
ko:K01082	sbs:Sbal117_4355
ko:K02463	sbs:Sbal117_4364
ko:K02454	sbs:Sbal117_4374
ko:K01243	sbs:Sbal117_1277
ko:K03803	sbs:Sbal117_1299
ko:K03316	sbs:Sbal117_1320
ko:K15350	sbs:Sbal117_2073
ko:K03227	sbs:Sbal117_2091
ko:K03768	sbs:Sbal117_2105
ko:K03469	sbs:Sbal117_2116
ko:K02342	sbs:Sbal117_2117
ko:K03406	sbs:Sbal117_2862
ko:K03406	sbs:Sbal117_2869
ko:K08086	sbs:Sbal117_2879
ko:K00647	sbs:Sbal117_2882
ko:K01782	sbs:Sbal117_2899
ko:K07019	sbs:Sbal117_3627
ko:K00970	sbs:Sbal117_3635
ko:K14223	sbs:Sbal117_R0097
ko:K02858	sbs:Sbal117_4388
ko:K06970	sbs:Sbal117_4395
ko:K09607	sbs:Sbal117_4398
ko:K05595	sbs:Sbal117_4399
ko:K01607	sbs:Sbal117_4435
ko:K06183	sbs:Sbal117_0527
ko:K07054	sbs:Sbal117_0540
ko:K07386	sbs:Sbal117_0554
ko:K08676	sbs:Sbal117_1333
ko:K03406	sbs:Sbal117_1347
ko:K01424	sbs:Sbal117_2144
ko:K00219	sbs:Sbal117_2146
ko:K08992	sbs:Sbal117_2162
ko:K05812	sbs:Sbal117_2176
ko:K07114	sbs:Sbal117_2904
ko:K07114	sbs:Sbal117_2905
ko:K06177	sbs:Sbal117_2931
ko:K00567	sbs:Sbal117_2939
ko:K01885	sbs:Sbal117_2942
ko:K01077	sbs:Sbal117_3670
ko:K00564	sbs:Sbal117_3671
ko:K09749	sbs:Sbal117_3672
ko:K02017	sbs:Sbal117_3682
ko:K09697	sbs:Sbal117_4448
ko:K09696	sbs:Sbal117_4449
ko:K03499	sbs:Sbal117_4471
ko:K03498	sbs:Sbal117_4472
ko:K02348	sbs:Sbal117_0586
ko:K05844	sbs:Sbal117_0607
ko:K03455	sbs:Sbal117_1418
ko:K13590	sbs:Sbal117_2192
ko:K03406	sbs:Sbal117_2194
ko:K03406	sbs:Sbal117_2201
ko:K00575	sbs:Sbal117_2202
ko:K11689	sbs:Sbal117_2947
ko:K00033	sbs:Sbal117_2964
ko:K01515	sbs:Sbal117_3720
ko:K02014	sbs:Sbal117_4525
ko:K02116	sbs:Sbal117_4535
ko:K07165	sbs:Sbal117_0148
ko:K16293	sbs:Sbal117_3937
ko:K01980	sbs:Sbal117_R0005
ko:K01980	sbs:Sbal117_R0116
ko:K01980	sbs:Sbal117_R0129
ko:K01980	sbs:Sbal117_R0022
ko:K01980	sbs:Sbal117_R0002
ko:K01980	sbs:Sbal117_R0123
ko:K01980	sbs:Sbal117_R0011
ko:K01980	sbs:Sbal117_R0108
ko:K01980	sbs:Sbal117_R0104
ko:K01980	sbs:Sbal117_R0066
ko:K02077	sbs:Sbal117_0629
ko:K00569	sbs:Sbal117_0643
ko:K03406	sbs:Sbal117_0645
ko:K01664	sbs:Sbal117_0669
ko:K10914	sbs:Sbal117_0680
ko:K00700	sbs:Sbal117_1435
ko:K00030	sbs:Sbal117_1475
ko:K07657	sbs:Sbal117_1486
ko:K03148	sbs:Sbal117_2232
ko:K11179	sbs:Sbal117_2276
ko:K03409	sbs:Sbal117_3786
ko:K07283	sbs:Sbal117_3794
ko:K02067	sbs:Sbal117_3810
ko:K02806	sbs:Sbal117_3820
ko:K03769	sbs:Sbal117_0686
ko:K03406	sbs:Sbal117_0690
ko:K08357	sbs:Sbal117_0691
ko:K08358	sbs:Sbal117_0693
ko:K13040	sbs:Sbal117_0694
ko:K13041	sbs:Sbal117_0695
ko:K01278	sbs:Sbal117_0709
ko:K06147	sbs:Sbal117_0727
ko:K00799	sbs:Sbal117_0734
ko:K12373	sbs:Sbal117_1513
ko:K00845	sbs:Sbal117_1514
ko:K03796	sbs:Sbal117_2336
ko:K02414	sbs:Sbal117_3060
ko:K10943	sbs:Sbal117_3067
ko:K10942	sbs:Sbal117_3068
ko:K06603	sbs:Sbal117_3073
ko:K00575	sbs:Sbal117_3087
ko:K00059	sbs:Sbal117_3099
ko:K01077	sbs:Sbal117_3843
ko:K01077	sbs:Sbal117_3844
ko:K01607	sbs:Sbal117_3858
ko:K02010	sbs:Sbal117_0740
ko:K01934	sbs:Sbal117_0749
ko:K06889	sbs:Sbal117_0775
ko:K03406	sbs:Sbal117_0782
ko:K09705	sbs:Sbal117_0787
ko:K00674	sbs:Sbal117_1556
ko:K03455	sbs:Sbal117_1577
ko:K04477	sbs:Sbal117_1581
ko:K01082	sbs:Sbal117_1583
ko:K01784	sbs:Sbal117_1591
ko:K01724	sbs:Sbal117_1594
ko:K07304	sbs:Sbal117_2347
ko:K01835	sbs:Sbal117_2348
ko:K03617	sbs:Sbal117_2383
ko:K00088	sbs:Sbal117_3124
ko:K01081	sbs:Sbal117_3135
ko:K03830	sbs:Sbal117_3139
ko:K01785	sbs:Sbal117_3884
ko:K01387	sbs:Sbal117_3887
ko:K07263	sbs:Sbal117_3897
ko:K01424	sbs:Sbal117_3899
ko:K00244	sbs:Sbal117_3904
ko:K00245	sbs:Sbal117_3905
ko:K03292	sbs:Sbal117_1228
ko:K16211	sbs:Sbal117_2479
ko:K16317	sbs:Sbal117_2676
ko:K00209	sbs:Sbal117_1723
ko:K01113	sbs:Sbal117_0792
ko:K00852	sbs:Sbal117_0799
ko:K02014	sbs:Sbal117_0803
ko:K00027	sbs:Sbal117_0815
ko:K08981	sbs:Sbal117_0818
ko:K00799	sbs:Sbal117_0820
ko:K06183	sbs:Sbal117_0827
ko:K03406	sbs:Sbal117_0831
ko:K00626	sbs:Sbal117_1605
ko:K00059	sbs:Sbal117_1611
ko:K03616	sbs:Sbal117_2384
ko:K03615	sbs:Sbal117_2385
ko:K03614	sbs:Sbal117_2386
ko:K03612	sbs:Sbal117_2387
ko:K03613	sbs:Sbal117_2388
ko:K01759	sbs:Sbal117_2393
ko:K08234	sbs:Sbal117_2417
ko:K06445	sbs:Sbal117_2432
ko:K03442	sbs:Sbal117_3153
ko:K02428	sbs:Sbal117_3170
ko:K03406	sbs:Sbal117_3930
ko:K01679	sbs:Sbal117_3958
ko:K04085	sbs:Sbal117_0018
ko:K03498	sbs:Sbal117_0024
ko:K00230	sbs:Sbal117_0025
ko:K00230	sbs:Sbal117_0027
ko:K03498	sbs:Sbal117_0028
ko:K03499	sbs:Sbal117_0029
ko:K03747	sbs:Sbal117_0035
ko:K03299	sbs:Sbal117_1686
ko:K01840	sbs:Sbal117_1668
ko:K01739	sbs:Sbal117_3933
ko:K01659	sbs:Sbal117_4205
ko:K01990	sbs:Sbal117_4445
ko:K13053	sbs:Sbal117_0254
ko:K01183	sbs:Sbal117_3223
ko:K01488	sbs:Sbal117_0046
ko:K02441	sbs:Sbal117_0055
ko:K00639	sbs:Sbal117_0058
ko:K10563	sbs:Sbal117_0075
ko:K06857	sbs:Sbal117_0080
ko:K02552	sbs:Sbal117_0088
ko:K03718	sbs:Sbal117_0868
ko:K06177	sbs:Sbal117_0869
ko:K03406	sbs:Sbal117_0880
ko:K02014	sbs:Sbal117_0881
ko:K05794	sbs:Sbal117_1664
ko:K01580	sbs:Sbal117_1683
ko:K02342	sbs:Sbal117_2486
ko:K03406	sbs:Sbal117_2489
ko:K02784	sbs:Sbal117_2491
ko:K08483	sbs:Sbal117_2492
ko:K01069	sbs:Sbal117_2113
ko:K00253	sbs:Sbal117_2968
ko:K01990	sbs:Sbal117_1630
ko:K08974	sbs:Sbal117_3213
ko:K01262	sbs:Sbal117_3225
ko:K03406	sbs:Sbal117_3227
ko:K12287	sbs:Sbal117_3981
ko:K12286	sbs:Sbal117_3982
ko:K12285	sbs:Sbal117_3983
ko:K10927	sbs:Sbal117_3984
ko:K10926	sbs:Sbal117_3985
ko:K10924	sbs:Sbal117_3986
ko:K10925	sbs:Sbal117_3987
ko:K12278	sbs:Sbal117_3989
ko:K12276	sbs:Sbal117_3990
ko:K12284	sbs:Sbal117_3991
ko:K12283	sbs:Sbal117_3992
ko:K12282	sbs:Sbal117_3993
ko:K12281	sbs:Sbal117_3994
ko:K12280	sbs:Sbal117_3995
ko:K12279	sbs:Sbal117_3997
ko:K03442	sbs:Sbal117_4014
ko:K03307	sbs:Sbal117_0116
ko:K00383	sbs:Sbal117_0121
ko:K00799	sbs:Sbal117_0126
ko:K12942	sbs:Sbal117_0133
ko:K07116	sbs:Sbal117_0901
ko:K15460	sbs:Sbal117_0936
ko:K04763	sbs:Sbal117_0939
ko:K03386	sbs:Sbal117_0945
ko:K03768	sbs:Sbal117_1713
ko:K09909	sbs:Sbal117_1739
ko:K04067	sbs:Sbal117_1740
ko:K03406	sbs:Sbal117_2495
ko:K01439	sbs:Sbal117_2499
ko:K05844	sbs:Sbal117_2525
ko:K13628	sbs:Sbal117_2529
ko:K04488	sbs:Sbal117_2530
ko:K01092	sbs:Sbal117_2535
ko:K03087	sbs:Sbal117_3260
ko:K04765	sbs:Sbal117_3270
ko:K06177	sbs:Sbal117_4039
ko:K02014	sbs:Sbal117_4042
ko:K15986	sbs:Sbal117_4044
ko:K02653	sbs:Sbal117_4079
ko:K03286	sbs:Sbal117_4832
ko:K00059	sbs:Sbal117_0157
ko:K07660	sbs:Sbal117_0172
ko:K00244	sbs:Sbal117_0955
ko:K03406	sbs:Sbal117_0966
ko:K03406	sbs:Sbal117_0978
ko:K07004	sbs:Sbal117_0986
ko:K06183	sbs:Sbal117_1000
ko:K03406	sbs:Sbal117_1006
ko:K03769	sbs:Sbal117_1761
ko:K14761	sbs:Sbal117_1763
ko:K02238	sbs:Sbal117_1795
ko:K11085	sbs:Sbal117_1796
ko:K01489	sbs:Sbal117_1807
ko:K00121	sbs:Sbal117_2554
ko:K11392	sbs:Sbal117_2591
ko:K02619	sbs:Sbal117_2597
ko:K04767	sbs:Sbal117_3345
ko:K02571	sbs:Sbal117_3347
ko:K07772	sbs:Sbal117_3353
ko:K00245	sbs:Sbal117_4093
ko:K00244	sbs:Sbal117_4094
ko:K02414	sbs:Sbal117_4110
ko:K02258	sbs:Sbal117_0251
ko:K02274	sbs:Sbal117_0252
ko:K03406	sbs:Sbal117_0259
ko:K03406	sbs:Sbal117_1037
ko:K07227	sbs:Sbal117_1052
ko:K06147	sbs:Sbal117_1054
ko:K02014	sbs:Sbal117_1058
ko:K06179	sbs:Sbal117_1824
ko:K00059	sbs:Sbal117_1832
ko:K02014	sbs:Sbal117_1843
ko:K02566	sbs:Sbal117_1849
ko:K03386	sbs:Sbal117_1854
ko:K01322	sbs:Sbal117_1858
ko:K03560	sbs:Sbal117_1861
ko:K03593	sbs:Sbal117_2600
ko:K07660	sbs:Sbal117_2638
ko:K03711	sbs:Sbal117_2646
ko:K07186	sbs:Sbal117_3359
ko:K03784	sbs:Sbal117_3360
ko:K00758	sbs:Sbal117_3362
ko:K01619	sbs:Sbal117_3363
ko:K03317	sbs:Sbal117_3365
ko:K03177	sbs:Sbal117_3373
ko:K02427	sbs:Sbal117_3383
ko:K01719	sbs:Sbal117_4159
ko:K09806	sbs:Sbal117_4171
ko:K02549	sbs:Sbal117_0275
ko:K08154	sbs:Sbal117_2174
ko:K12982	sbs:Sbal117_0062
ko:K08085	sbs:Sbal117_1168
ko:K06858	sbs:Sbal117_3497
ko:K02303	sbs:Sbal117_3549
ko:K15269	sbs:Sbal117_0314
ko:K01048	sbs:Sbal117_0044
ko:K01977	sbs:Sbal117_R0008
ko:K01977	sbs:Sbal117_R0126
ko:K01977	sbs:Sbal117_R0069
ko:K01977	sbs:Sbal117_R0001
ko:K01977	sbs:Sbal117_R0130
ko:K01977	sbs:Sbal117_R0109
ko:K01977	sbs:Sbal117_R0004
ko:K01977	sbs:Sbal117_R0117
ko:K01977	sbs:Sbal117_R0105
ko:K01977	sbs:Sbal117_R0021
ko:K12262	sbs:Sbal117_3182
ko:K08359	sbs:Sbal117_0692
ko:K14059	sbs:Sbal117_2444
ko:K16322	sbs:Sbal117_0974
ko:K16294	sbs:Sbal117_3936
ko:K05799	sbs:Sbal117_4073
ko:K05349	sbs:Sbal117_1231
ko:K16171	sbs:Sbal117_1596
ko:K14219	sbs:Sbal117_R0084
ko:K03566	sbs:Sbal117_1471
ko:K08364	sbs:Sbal117_3199
ko:K16263	sbs:Sbal117_0285
ko:K13283	sbs:Sbal117_0364
ko:K03321	sbs:Sbal117_1822
ko:K02075	sbs:Sbal117_0630
ko:K01985	sbs:Sbal117_R0003
ko:K01985	sbs:Sbal117_R0006
ko:K01985	sbs:Sbal117_R0065
ko:K01985	sbs:Sbal117_R0115
ko:K01985	sbs:Sbal117_R0128
ko:K01985	sbs:Sbal117_R0023
ko:K01985	sbs:Sbal117_R0012
ko:K01985	sbs:Sbal117_R0107
ko:K01985	sbs:Sbal117_R0122
ko:K01985	sbs:Sbal117_R0014
ko:K01985	sbs:Sbal117_R0103
ko:K14227	sbs:Sbal117_R0009
ko:K14227	sbs:Sbal117_R0125
ko:K14227	sbs:Sbal117_R0068
ko:K14218	sbs:Sbal117_R0010
ko:K14218	sbs:Sbal117_R0124
ko:K14218	sbs:Sbal117_R0067
ko:K14236	sbs:Sbal117_R0047
ko:K14236	sbs:Sbal117_R0120
ko:K14236	sbs:Sbal117_R0048
ko:K14230	sbs:Sbal117_R0024
ko:K01271	sbs:Sbal117_0022
ko:K01166	sbs:Sbal117_0260
ko:K14234	sbs:Sbal117_R0013
ko:K08280	sbs:Sbal117_3018
ko:K14225	sbs:Sbal117_R0119
ko:K14234	sbs:Sbal117_R0118
ko:K14228	sbs:Sbal117_R0106
ko:K14228	sbs:Sbal117_R0018
ko:K14228	sbs:Sbal117_R0019
ko:K14231	sbs:Sbal117_R0020
ko:K14231	sbs:Sbal117_R0082
ko:K14231	sbs:Sbal117_R0080
ko:K02484	sbs:Sbal117_1102
ko:K14226	sbs:Sbal117_R0028
ko:K14226	sbs:Sbal117_R0112
