ko:K13613	bmp:NG74_01767
ko:K03708	bmp:NG74_00106
ko:K03696	bmp:NG74_00109
ko:K04485	bmp:NG74_00110
ko:K07067	bmp:NG74_00111
ko:K00991	bmp:NG74_00113
ko:K01770	bmp:NG74_00114
ko:K09698	bmp:NG74_00115
ko:K00640	bmp:NG74_00117
ko:K01883	bmp:NG74_00118
ko:K00034	bmp:NG74_00288
ko:K01182	bmp:NG74_00290
ko:K09815	bmp:NG74_00291
ko:K09817	bmp:NG74_00292
ko:K09816	bmp:NG74_00293
ko:K05795	bmp:NG74_00296
ko:K05795	bmp:NG74_00297
ko:K08369	bmp:NG74_00301
ko:K02000	bmp:NG74_00302
ko:K02001	bmp:NG74_00303
ko:K02002	bmp:NG74_00304
ko:K14665	bmp:NG74_00305
ko:K01176	bmp:NG74_00308
ko:K00016	bmp:NG74_00309
ko:K09190	bmp:NG74_00313
ko:K09967	bmp:NG74_00315
ko:K01916	bmp:NG74_00316
ko:K15652	bmp:NG74_00319
ko:K08194	bmp:NG74_00320
ko:K00891	bmp:NG74_00321
ko:K01060	bmp:NG74_00324
ko:K07074	bmp:NG74_00325
ko:K00318	bmp:NG74_00326
ko:K00294	bmp:NG74_00327
ko:K11928	bmp:NG74_00328
ko:K13542	bmp:NG74_00331
ko:K00363	bmp:NG74_00332
ko:K00362	bmp:NG74_00333
ko:K00372	bmp:NG74_00334
ko:K00362	bmp:NG74_00335
ko:K02575	bmp:NG74_00336
ko:K00121	bmp:NG74_00338
ko:K00121	bmp:NG74_00561
ko:K00661	bmp:NG74_00566
ko:K11623	bmp:NG74_00568
ko:K07010	bmp:NG74_00571
ko:K00005	bmp:NG74_00575
ko:K07552	bmp:NG74_00576
ko:K09458	bmp:NG74_00577
ko:K07090	bmp:NG74_00579
ko:K00657	bmp:NG74_00580
ko:K07246	bmp:NG74_00585
ko:K03492	bmp:NG74_00595
ko:K03449	bmp:NG74_00597
ko:K07217	bmp:NG74_00602
ko:K00946	bmp:NG74_00615
ko:K03147	bmp:NG74_00905
ko:K02035	bmp:NG74_00908
ko:K02033	bmp:NG74_00909
ko:K02034	bmp:NG74_00910
ko:K03781	bmp:NG74_00913
ko:K07045	bmp:NG74_00914
ko:K07045	bmp:NG74_00915
ko:K15555	bmp:NG74_00916
ko:K15553	bmp:NG74_00917
ko:K15554	bmp:NG74_00918
ko:K04091	bmp:NG74_00919
ko:K02954	bmp:NG74_00920
ko:K03216	bmp:NG74_00926
ko:K07180	bmp:NG74_00931
ko:K09786	bmp:NG74_00932
ko:K03809	bmp:NG74_00936
ko:K01990	bmp:NG74_00940
ko:K03704	bmp:NG74_00944
ko:K02073	bmp:NG74_00945
ko:K03088	bmp:NG74_01282
ko:K06389	bmp:NG74_01312
ko:K06388	bmp:NG74_01313
ko:K03306	bmp:NG74_01314
ko:K07220	bmp:NG74_01315
ko:K03294	bmp:NG74_01316
ko:K15975	bmp:NG74_01317
ko:K16203	bmp:NG74_01324
ko:K16200	bmp:NG74_01325
ko:K16201	bmp:NG74_01326
ko:K16202	bmp:NG74_01327
ko:K16199	bmp:NG74_01328
ko:K01297	bmp:NG74_01329
ko:K06410	bmp:NG74_01718
ko:K06411	bmp:NG74_01719
ko:K00133	bmp:NG74_01720
ko:K00928	bmp:NG74_01721
ko:K01714	bmp:NG74_01722
ko:K12574	bmp:NG74_01723
ko:K03466	bmp:NG74_01726
ko:K03710	bmp:NG74_01727
ko:K08221	bmp:NG74_01728
ko:K06994	bmp:NG74_01730
ko:K00059	bmp:NG74_01733
ko:K00995	bmp:NG74_01737
ko:K03742	bmp:NG74_01738
ko:K18682	bmp:NG74_01741
ko:K09769	bmp:NG74_01742
ko:K06416	bmp:NG74_01743
ko:K00060	bmp:NG74_01744
ko:K00639	bmp:NG74_01745
ko:K06168	bmp:NG74_01746
ko:K06328	bmp:NG74_01748
ko:K03555	bmp:NG74_01749
ko:K03572	bmp:NG74_01750
ko:K15328	bmp:NG74_01759
ko:K15329	bmp:NG74_01760
ko:K15337	bmp:NG74_01761
ko:K15311	bmp:NG74_01762
ko:K15312	bmp:NG74_01763
ko:K15313	bmp:NG74_01764
ko:K00057	bmp:NG74_02198
ko:K03977	bmp:NG74_02199
ko:K01823	bmp:NG74_02202
ko:K02945	bmp:NG74_02203
ko:K00945	bmp:NG74_02204
ko:K06313	bmp:NG74_02207
ko:K01449	bmp:NG74_02208
ko:K00384	bmp:NG74_02210
ko:K00260	bmp:NG74_02211
ko:K16511	bmp:NG74_02212
ko:K07052	bmp:NG74_02216
ko:K03654	bmp:NG74_02217
ko:K05337	bmp:NG74_02219
ko:K00058	bmp:NG74_02222
ko:K03088	bmp:NG74_02224
ko:K07651	bmp:NG74_02225
ko:K07775	bmp:NG74_02226
ko:K07399	bmp:NG74_02228
ko:K06178	bmp:NG74_02230
ko:K06374	bmp:NG74_02231
ko:K06373	bmp:NG74_02232
ko:K06024	bmp:NG74_02235
ko:K05896	bmp:NG74_02236
ko:K09763	bmp:NG74_02238
ko:K02859	bmp:NG74_02239
ko:K00794	bmp:NG74_02240
ko:K14652	bmp:NG74_02241
ko:K00793	bmp:NG74_02242
ko:K11752	bmp:NG74_02243
ko:K03100	bmp:NG74_02246
ko:K03768	bmp:NG74_02248
ko:K01586	bmp:NG74_02250
ko:K17234	bmp:NG74_02721
ko:K00096	bmp:NG74_02722
ko:K00853	bmp:NG74_02725
ko:K01804	bmp:NG74_02726
ko:K06113	bmp:NG74_02727
ko:K02887	bmp:NG74_02731
ko:K02916	bmp:NG74_02732
ko:K02520	bmp:NG74_02733
ko:K05339	bmp:NG74_02735
ko:K05338	bmp:NG74_02736
ko:K07705	bmp:NG74_02737
ko:K07704	bmp:NG74_02738
ko:K07025	bmp:NG74_02739
ko:K01868	bmp:NG74_02740
ko:K11144	bmp:NG74_02744
ko:K03346	bmp:NG74_02745
ko:K07738	bmp:NG74_02746
ko:K01611	bmp:NG74_02747
ko:K00134	bmp:NG74_02748
ko:K00859	bmp:NG74_02752
ko:K10563	bmp:NG74_02754
ko:K07636	bmp:NG74_02756
ko:K07658	bmp:NG74_02757
ko:K00024	bmp:NG74_02758
ko:K00031	bmp:NG74_02759
ko:K01647	bmp:NG74_02760
ko:K06366	bmp:NG74_02762
ko:K07113	bmp:NG74_02768
ko:K00873	bmp:NG74_02769
ko:K00850	bmp:NG74_02770
ko:K01962	bmp:NG74_02771
ko:K01963	bmp:NG74_02772
ko:K02103	bmp:NG74_03292
ko:K00851	bmp:NG74_03300
ko:K03299	bmp:NG74_03301
ko:K00782	bmp:NG74_03302
ko:K05825	bmp:NG74_03305
ko:K03303	bmp:NG74_03307
ko:K03092	bmp:NG74_03308
ko:K03929	bmp:NG74_03328
ko:K13727	bmp:NG74_03333
ko:K01193	bmp:NG74_03342
ko:K02532	bmp:NG74_03343
ko:K03484	bmp:NG74_03344
ko:K01358	bmp:NG74_03345
ko:K03644	bmp:NG74_03092
ko:K07090	bmp:NG74_03096
ko:K01466	bmp:NG74_03099
ko:K09684	bmp:NG74_03100
ko:K06366	bmp:NG74_03103
ko:K08153	bmp:NG74_03105
ko:K02083	bmp:NG74_03107
ko:K10112	bmp:NG74_03109
ko:K10711	bmp:NG74_03110
ko:K10710	bmp:NG74_03111
ko:K10119	bmp:NG74_03112
ko:K10118	bmp:NG74_03113
ko:K10117	bmp:NG74_03114
ko:K10708	bmp:NG74_03115
ko:K01448	bmp:NG74_00179
ko:K03593	bmp:NG74_00180
ko:K06294	bmp:NG74_00181
ko:K06349	bmp:NG74_00182
ko:K08174	bmp:NG74_00189
ko:K01092	bmp:NG74_00191
ko:K00004	bmp:NG74_00192
ko:K03321	bmp:NG74_00193
ko:K02015	bmp:NG74_00196
ko:K02015	bmp:NG74_00197
ko:K02016	bmp:NG74_00198
ko:K01207	bmp:NG74_00201
ko:K02809	bmp:NG74_00203
ko:K02810	bmp:NG74_00203
ko:K07106	bmp:NG74_00204
ko:K03088	bmp:NG74_00212
ko:K18672	bmp:NG74_00214
ko:K03431	bmp:NG74_00216
ko:K00820	bmp:NG74_00218
ko:K01990	bmp:NG74_00219
ko:K06518	bmp:NG74_00225
ko:K01560	bmp:NG74_00229
ko:K03322	bmp:NG74_00449
ko:K07217	bmp:NG74_00458
ko:K11692	bmp:NG74_00461
ko:K11103	bmp:NG74_00462
ko:K01990	bmp:NG74_00464
ko:K01921	bmp:NG74_00472
ko:K01929	bmp:NG74_00473
ko:K05592	bmp:NG74_00474
ko:K09167	bmp:NG74_00475
ko:K08981	bmp:NG74_00476
ko:K03800	bmp:NG74_01053
ko:K01897	bmp:NG74_01055
ko:K02016	bmp:NG74_01059
ko:K00626	bmp:NG74_01061
ko:K03523	bmp:NG74_01063
ko:K02250	bmp:NG74_01068
ko:K05937	bmp:NG74_01069
ko:K05937	bmp:NG74_01070
ko:K03307	bmp:NG74_01075
ko:K03100	bmp:NG74_01079
ko:K07120	bmp:NG74_01082
ko:K16899	bmp:NG74_01087
ko:K16898	bmp:NG74_01088
ko:K03547	bmp:NG74_01089
ko:K06304	bmp:NG74_01092
ko:K06303	bmp:NG74_01093
ko:K06302	bmp:NG74_01094
ko:K06301	bmp:NG74_01095
ko:K06300	bmp:NG74_01096
ko:K06299	bmp:NG74_01097
ko:K01953	bmp:NG74_01102
ko:K02291	bmp:NG74_01103
ko:K09776	bmp:NG74_01446
ko:K03839	bmp:NG74_01450
ko:K03839	bmp:NG74_01452
ko:K05822	bmp:NG74_01453
ko:K05823	bmp:NG74_01454
ko:K03752	bmp:NG74_01460
ko:K03750	bmp:NG74_01462
ko:K03753	bmp:NG74_01463
ko:K03635	bmp:NG74_01464
ko:K03636	bmp:NG74_01465
ko:K02005	bmp:NG74_01467
ko:K02003	bmp:NG74_01468
ko:K02004	bmp:NG74_01469
ko:K03436	bmp:NG74_01470
ko:K00882	bmp:NG74_01471
ko:K02768	bmp:NG74_01472
ko:K02769	bmp:NG74_01472
ko:K02770	bmp:NG74_01472
ko:K03100	bmp:NG74_01473
ko:K00077	bmp:NG74_01476
ko:K03569	bmp:NG74_01479
ko:K06284	bmp:NG74_01480
ko:K07698	bmp:NG74_01481
ko:K03499	bmp:NG74_01483
ko:K12574	bmp:NG74_01485
ko:K01462	bmp:NG74_01488
ko:K15329	bmp:NG74_01491
ko:K15924	bmp:NG74_01890
ko:K15921	bmp:NG74_01891
ko:K00645	bmp:NG74_01895
ko:K00019	bmp:NG74_01896
ko:K01029	bmp:NG74_01897
ko:K01028	bmp:NG74_01898
ko:K01012	bmp:NG74_01901
ko:K01935	bmp:NG74_01902
ko:K00652	bmp:NG74_01903
ko:K00963	bmp:NG74_01907
ko:K01640	bmp:NG74_01911
ko:K02160	bmp:NG74_01912
ko:K01961	bmp:NG74_01913
ko:K00666	bmp:NG74_01914
ko:K07259	bmp:NG74_01923
ko:K00681	bmp:NG74_01930
ko:K06304	bmp:NG74_02359
ko:K01775	bmp:NG74_02360
ko:K07699	bmp:NG74_02361
ko:K06399	bmp:NG74_02362
ko:K03631	bmp:NG74_02363
ko:K03402	bmp:NG74_02364
ko:K06442	bmp:NG74_02365
ko:K01662	bmp:NG74_02366
ko:K13789	bmp:NG74_02367
ko:K03602	bmp:NG74_02368
ko:K03601	bmp:NG74_02369
ko:K01491	bmp:NG74_02370
ko:K03625	bmp:NG74_02371
ko:K01961	bmp:NG74_02373
ko:K02160	bmp:NG74_02374
ko:K06397	bmp:NG74_02375
ko:K06396	bmp:NG74_02376
ko:K06395	bmp:NG74_02377
ko:K06394	bmp:NG74_02378
ko:K06393	bmp:NG74_02379
ko:K06392	bmp:NG74_02380
ko:K06391	bmp:NG74_02381
ko:K06390	bmp:NG74_02382
ko:K02356	bmp:NG74_02384
ko:K01262	bmp:NG74_02385
ko:K07001	bmp:NG74_02389
ko:K03800	bmp:NG74_02391
ko:K00283	bmp:NG74_02393
ko:K00282	bmp:NG74_02394
ko:K00605	bmp:NG74_02395
ko:K13280	bmp:NG74_02402
ko:K11630	bmp:NG74_02877
ko:K16918	bmp:NG74_02878
ko:K16920	bmp:NG74_02879
ko:K16919	bmp:NG74_02880
ko:K16919	bmp:NG74_02881
ko:K16919	bmp:NG74_02882
ko:K07979	bmp:NG74_02884
ko:K07139	bmp:NG74_02886
ko:K01126	bmp:NG74_02889
ko:K16188	bmp:NG74_02890
ko:K01048	bmp:NG74_02891
ko:K01953	bmp:NG74_02894
ko:K00789	bmp:NG74_02895
ko:K01610	bmp:NG74_02897
ko:K02051	bmp:NG74_02900
ko:K02049	bmp:NG74_02901
ko:K02050	bmp:NG74_02902
ko:K04047	bmp:NG74_02905
ko:K07173	bmp:NG74_02908
ko:K08998	bmp:NG74_02909
ko:K01673	bmp:NG74_02910
ko:K02909	bmp:NG74_02911
ko:K00425	bmp:NG74_02912
ko:K00426	bmp:NG74_02913
ko:K11709	bmp:NG74_02915
ko:K11708	bmp:NG74_02916
ko:K11710	bmp:NG74_02917
ko:K11707	bmp:NG74_02918
ko:K02549	bmp:NG74_02919
ko:K01911	bmp:NG74_02920
ko:K01661	bmp:NG74_02921
ko:K08680	bmp:NG74_02922
ko:K02551	bmp:NG74_02923
ko:K02552	bmp:NG74_02924
ko:K16698	bmp:NG74_03446
ko:K16705	bmp:NG74_03448
ko:K00012	bmp:NG74_03449
ko:K16697	bmp:NG74_03450
ko:K16694	bmp:NG74_03451
ko:K01448	bmp:NG74_03453
ko:K01791	bmp:NG74_03457
ko:K00963	bmp:NG74_03458
ko:K09693	bmp:NG74_03459
ko:K05946	bmp:NG74_03464
ko:K01809	bmp:NG74_03467
ko:K07282	bmp:NG74_03478
ko:K06295	bmp:NG74_03481
ko:K02529	bmp:NG74_03484
ko:K00852	bmp:NG74_03485
ko:K06726	bmp:NG74_03486
ko:K10441	bmp:NG74_03487
ko:K10440	bmp:NG74_03488
ko:K10439	bmp:NG74_03489
ko:K00285	bmp:NG74_03122
ko:K09014	bmp:NG74_03127
ko:K04488	bmp:NG74_03128
ko:K11717	bmp:NG74_03129
ko:K09015	bmp:NG74_03130
ko:K09013	bmp:NG74_03131
ko:K02073	bmp:NG74_03133
ko:K02072	bmp:NG74_03134
ko:K02071	bmp:NG74_03135
ko:K07476	bmp:NG74_03139
ko:K06314	bmp:NG74_03648
ko:K10947	bmp:NG74_03649
ko:K01990	bmp:NG74_03651
ko:K01992	bmp:NG74_03652
ko:K16869	bmp:NG74_03657
ko:K00625	bmp:NG74_03660
ko:K07552	bmp:NG74_03670
ko:K02205	bmp:NG74_03671
ko:K00294	bmp:NG74_03673
ko:K00260	bmp:NG74_03674
ko:K01790	bmp:NG74_03680
ko:K00067	bmp:NG74_03681
ko:K00973	bmp:NG74_03683
ko:K07257	bmp:NG74_03685
ko:K06305	bmp:NG74_03691
ko:K03648	bmp:NG74_03695
ko:K00868	bmp:NG74_03700
ko:K01193	bmp:NG74_03702
ko:K02809	bmp:NG74_03703
ko:K02810	bmp:NG74_03703
ko:K03488	bmp:NG74_03704
ko:K14647	bmp:NG74_03706
ko:K05837	bmp:NG74_03709
ko:K03829	bmp:NG74_03710
ko:K02829	bmp:NG74_03712
ko:K02828	bmp:NG74_03713
ko:K02827	bmp:NG74_03714
ko:K02826	bmp:NG74_03715
ko:K00965	bmp:NG74_03717
ko:K00849	bmp:NG74_03718
ko:K16301	bmp:NG74_03725
ko:K00788	bmp:NG74_03726
ko:K00878	bmp:NG74_03727
ko:K06518	bmp:NG74_03729
ko:K06969	bmp:NG74_03734
ko:K01759	bmp:NG74_03735
ko:K02761	bmp:NG74_03736
ko:K01866	bmp:NG74_03741
ko:K02548	bmp:NG74_03743
ko:K03367	bmp:NG74_03745
ko:K03739	bmp:NG74_03746
ko:K14188	bmp:NG74_03747
ko:K03740	bmp:NG74_03748
ko:K18929	bmp:NG74_03303
ko:K14230	bmp:NG74_00613
ko:K14230	bmp:NG74_02935
ko:K14230	bmp:NG74_00889
ko:K14219	bmp:NG74_02678
ko:K14219	bmp:NG74_02679
ko:K18928	bmp:NG74_03304
ko:K18924	bmp:NG74_01338
ko:K18925	bmp:NG74_01339
ko:K18907	bmp:NG74_03962
ko:K06147	bmp:NG74_00837
ko:K09692	bmp:NG74_03460
ko:K11814	bmp:NG74_01779
ko:K11815	bmp:NG74_01778
ko:K14219	bmp:NG74_00606
ko:K14219	bmp:NG74_02941
ko:K14219	bmp:NG74_01927
ko:K14236	bmp:NG74_00210
ko:K14236	bmp:NG74_00893
ko:K14233	bmp:NG74_00495
ko:K14233	bmp:NG74_02928
ko:K14228	bmp:NG74_00500
ko:K14228	bmp:NG74_00899
ko:K14228	bmp:NG74_02942
ko:K14228	bmp:NG74_00900
ko:K14228	bmp:NG74_02944
ko:K14235	bmp:NG74_00894
ko:K14226	bmp:NG74_00895
ko:K14226	bmp:NG74_02932
ko:K14233	bmp:NG74_00886
ko:K14225	bmp:NG74_00897
ko:K14225	bmp:NG74_02943
ko:K14225	bmp:NG74_00607
ko:K14225	bmp:NG74_00922
ko:K14225	bmp:NG74_02931
ko:K14237	bmp:NG74_00208
ko:K14237	bmp:NG74_02947
ko:K14237	bmp:NG74_00888
ko:K14237	bmp:NG74_01212
ko:K14230	bmp:NG74_02938
ko:K14230	bmp:NG74_02937
ko:K14220	bmp:NG74_00494
ko:K14220	bmp:NG74_02929
ko:K14220	bmp:NG74_00885
ko:K14219	bmp:NG74_03341
ko:K01612	bmp:NG74_00359
ko:K14231	bmp:NG74_00891
ko:K14231	bmp:NG74_02933
ko:K14231	bmp:NG74_03918
ko:K14218	bmp:NG74_00010
ko:K14218	bmp:NG74_00103
ko:K14218	bmp:NG74_00882
ko:K14218	bmp:NG74_02950
ko:K14218	bmp:NG74_00610
ko:K14218	bmp:NG74_00037
ko:K14218	bmp:NG74_00186
ko:K14218	bmp:NG74_02939
ko:K07171	bmp:NG74_00482
ko:K14224	bmp:NG74_00496
ko:K14224	bmp:NG74_00887
ko:K14224	bmp:NG74_00207
ko:K14224	bmp:NG74_02927
ko:K14224	bmp:NG74_03920
ko:K14224	bmp:NG74_00081
ko:K13611	bmp:NG74_01765
ko:K01971	bmp:NG74_01370
ko:K14229	bmp:NG74_00498
ko:K14229	bmp:NG74_02945
ko:K14229	bmp:NG74_03921
ko:K18967	bmp:NG74_00946
ko:K03790	bmp:NG74_01833
ko:K06147	bmp:NG74_00836
ko:K06321	bmp:NG74_02041
ko:K06320	bmp:NG74_02043
ko:K06343	bmp:NG74_01190
ko:K06340	bmp:NG74_01193
ko:K02538	bmp:NG74_02543
ko:K08191	bmp:NG74_01879
ko:K06352	bmp:NG74_01269
ko:K06378	bmp:NG74_02260
ko:K16247	bmp:NG74_00633
ko:K06372	bmp:NG74_02399
ko:K16960	bmp:NG74_03245
ko:K16956	bmp:NG74_03249
ko:K16593	bmp:NG74_01900
ko:K06344	bmp:NG74_01189
ko:K19005	bmp:NG74_00740
ko:K06376	bmp:NG74_01397
ko:K06437	bmp:NG74_01459
ko:K09681	bmp:NG74_01939
ko:K06358	bmp:NG74_02051
ko:K06323	bmp:NG74_02039
ko:K03526	bmp:NG74_02442
ko:K14742	bmp:NG74_00617
ko:K06289	bmp:NG74_03168
ko:K19005	bmp:NG74_00785
ko:K18979	bmp:NG74_00924
ko:K13052	bmp:NG74_00078
ko:K03169	bmp:NG74_00427
ko:K06979	bmp:NG74_00267
ko:K15632	bmp:NG74_00546
ko:K18231	bmp:NG74_00572
ko:K05593	bmp:NG74_00718
ko:K03111	bmp:NG74_03528
ko:K04565	bmp:NG74_01994
ko:K03111	bmp:NG74_03975
ko:K03497	bmp:NG74_03982
ko:K03496	bmp:NG74_03983
ko:K03497	bmp:NG74_03984
ko:K08168	bmp:NG74_02525
ko:K01233	bmp:NG74_03126
ko:K11639	bmp:NG74_00774
ko:K06361	bmp:NG74_00379
ko:K01174	bmp:NG74_02073
ko:K07816	bmp:NG74_03742
ko:K06368	bmp:NG74_00287
ko:K03429	bmp:NG74_02099
ko:K15655	bmp:NG74_00348
ko:K06353	bmp:NG74_00380
ko:K11624	bmp:NG74_00569
ko:K06595	bmp:NG74_01064
ko:K06609	bmp:NG74_00605
ko:K06415	bmp:NG74_00973
ko:K19242	bmp:NG74_00976
ko:K02483	bmp:NG74_00377
ko:K19563	bmp:NG74_01904
ko:K06293	bmp:NG74_03470
ko:K13037	bmp:NG74_03665
ko:K02032	bmp:NG74_01332
ko:K06362	bmp:NG74_03533
ko:K06360	bmp:NG74_03561
ko:K02777	bmp:NG74_02136
ko:K07149	bmp:NG74_00353
ko:K11633	bmp:NG74_03836
ko:K02253	bmp:NG74_03027
ko:K00354	bmp:NG74_02317
ko:K06355	bmp:NG74_03628
ko:K13277	bmp:NG74_03737
ko:K16699	bmp:NG74_03445
ko:K19220	bmp:NG74_01995
ko:K15663	bmp:NG74_01892
ko:K00798	bmp:NG74_03177
ko:K19223	bmp:NG74_00970
ko:K19224	bmp:NG74_00975
ko:K06345	bmp:NG74_02616
ko:K11615	bmp:NG74_03011
ko:K01897	bmp:NG74_01062
ko:K01447	bmp:NG74_01311
ko:K01710	bmp:NG74_03682
ko:K11634	bmp:NG74_03837
ko:K12132	bmp:NG74_01623
ko:K06288	bmp:NG74_03167
ko:K01447	bmp:NG74_01270
ko:K16921	bmp:NG74_02883
ko:K15640	bmp:NG74_01060
ko:K15668	bmp:NG74_01918
ko:K06369	bmp:NG74_02050
ko:K00634	bmp:NG74_02342
ko:K06336	bmp:NG74_02401
ko:K00632	bmp:NG74_03144
ko:K16044	bmp:NG74_03240
ko:K06291	bmp:NG74_03468
ko:K16236	bmp:NG74_03821
ko:K11620	bmp:NG74_03174
ko:K16706	bmp:NG74_03447
ko:K01227	bmp:NG74_03466
ko:K06364	bmp:NG74_03627
ko:K15661	bmp:NG74_01894
ko:K03339	bmp:NG74_03843
ko:K01785	bmp:NG74_01924
ko:K19426	bmp:NG74_03316
ko:K19433	bmp:NG74_02403
ko:K00839	bmp:NG74_03106
ko:K19285	bmp:NG74_03708
ko:K19286	bmp:NG74_00388
ko:K19424	bmp:NG74_03319
ko:K00020	bmp:NG74_01429
ko:K19302	bmp:NG74_02025
ko:K02100	bmp:NG74_03291
ko:K01567	bmp:NG74_00813
ko:K15667	bmp:NG74_01919
ko:K15666	bmp:NG74_01920
ko:K15665	bmp:NG74_01921
ko:K01992	bmp:NG74_00465
ko:K01992	bmp:NG74_00942
ko:K01992	bmp:NG74_01202
ko:K01992	bmp:NG74_03225
ko:K03722	bmp:NG74_02124
ko:K03722	bmp:NG74_02153
ko:K19422	bmp:NG74_03321
ko:K19421	bmp:NG74_03322
ko:K01046	bmp:NG74_00280
ko:K04771	bmp:NG74_03160
ko:K15664	bmp:NG74_01922
ko:K02031	bmp:NG74_01147
ko:K01400	bmp:NG74_01512
ko:K04771	bmp:NG74_01321
ko:K19302	bmp:NG74_00816
ko:K19405	bmp:NG74_00108
ko:K00903	bmp:NG74_03325
ko:K19411	bmp:NG74_00107
ko:K00525	bmp:NG74_01787
ko:K19432	bmp:NG74_03721
ko:K19419	bmp:NG74_03318
ko:K19423	bmp:NG74_03320
ko:K19425	bmp:NG74_03317
ko:K03574	bmp:NG74_02903
ko:K19428	bmp:NG74_03313
ko:K19431	bmp:NG74_03310
ko:K19418	bmp:NG74_03314
ko:K18567	bmp:NG74_00593
ko:K19550	bmp:NG74_03662
ko:K13612	bmp:NG74_01766
ko:K02032	bmp:NG74_01148
ko:K06881	bmp:NG74_02778
ko:K19577	bmp:NG74_00857
ko:K03483	bmp:NG74_00417
ko:K06884	bmp:NG74_00455
ko:K06440	bmp:NG74_00563
ko:K11625	bmp:NG74_00570
ko:K16248	bmp:NG74_00635
ko:K13613	bmp:NG74_02307
ko:K00887	bmp:NG74_02467
ko:K03294	bmp:NG74_02516
ko:K01906	bmp:NG74_01905
ko:K21755	bmp:NG74_00357
ko:K19552	bmp:NG74_03664
ko:K19549	bmp:NG74_03663
ko:K19548	bmp:NG74_03666
ko:K19547	bmp:NG74_03667
ko:K08164	bmp:NG74_01931
ko:K14218	bmp:NG74_02969
ko:K01258	bmp:NG74_02325
ko:K14234	bmp:NG74_02946
ko:K14234	bmp:NG74_00892
ko:K14234	bmp:NG74_00209
ko:K00549	bmp:NG74_03790
ko:K19784	bmp:NG74_02992
ko:K07119	bmp:NG74_00758
ko:K00547	bmp:NG74_01111
ko:K00297	bmp:NG74_01111
ko:K19802	bmp:NG74_01330
ko:K19955	bmp:NG74_02995
ko:K01342	bmp:NG74_01058
ko:K19955	bmp:NG74_02994
ko:K05770	bmp:NG74_02926
ko:K20074	bmp:NG74_01622
ko:K20201	bmp:NG74_03585
ko:K20116	bmp:NG74_01423
ko:K20117	bmp:NG74_01423
ko:K20118	bmp:NG74_01423
ko:K21613	bmp:NG74_00373
ko:K20492	bmp:NG74_03267
ko:K20461	bmp:NG74_03842
ko:K20459	bmp:NG74_03840
ko:K20460	bmp:NG74_03841
ko:K15035	bmp:NG74_03256
ko:K20487	bmp:NG74_03265
ko:K20488	bmp:NG74_03266
ko:K20490	bmp:NG74_03269
ko:K20491	bmp:NG74_03268
ko:K20534	bmp:NG74_01319
ko:K18889	bmp:NG74_01002
ko:K08884	bmp:NG74_00084
ko:K18890	bmp:NG74_01003
ko:K20534	bmp:NG74_00864
ko:K21759	bmp:NG74_00360
ko:K22103	bmp:NG74_03527
ko:K01179	bmp:NG74_01886
ko:K20742	bmp:NG74_01331
ko:K07258	bmp:NG74_02233
ko:K01271	bmp:NG74_01419
ko:K02101	bmp:NG74_02723
ko:K01208	bmp:NG74_03353
ko:K22106	bmp:NG74_02549
ko:K21029	bmp:NG74_01461
ko:K20895	bmp:NG74_01576
ko:K03148	bmp:NG74_01185
ko:K21064	bmp:NG74_03474
ko:K08968	bmp:NG74_02804
ko:K00821	bmp:NG74_01133
ko:K21064	bmp:NG74_00405
ko:K00435	bmp:NG74_03661
ko:K00526	bmp:NG74_01788
ko:K00287	bmp:NG74_02089
ko:K00560	bmp:NG74_02090
ko:K17733	bmp:NG74_00286
ko:K07474	bmp:NG74_01283
ko:K06909	bmp:NG74_01284
ko:K03553	bmp:NG74_01739
ko:K07451	bmp:NG74_01753
ko:K01520	bmp:NG74_01838
ko:K03546	bmp:NG74_01090
ko:K02316	bmp:NG74_02456
ko:K02314	bmp:NG74_03924
ko:K06217	bmp:NG74_02470
ko:K01493	bmp:NG74_02494
ko:K00857	bmp:NG74_03598
ko:K05799	bmp:NG74_03306
ko:K02031	bmp:NG74_00911
ko:K05375	bmp:NG74_03050
ko:K21285	bmp:NG74_03465
ko:K03328	bmp:NG74_00073
ko:K03293	bmp:NG74_00228
ko:K03293	bmp:NG74_02893
ko:K00980	bmp:NG74_03463
ko:K02483	bmp:NG74_02519
ko:K02335	bmp:NG74_02755
ko:K21416	bmp:NG74_00827
ko:K21417	bmp:NG74_00828
ko:K13281	bmp:NG74_03612
ko:K06607	bmp:NG74_03854
ko:K03293	bmp:NG74_03296
ko:K21405	bmp:NG74_00831
ko:K21464	bmp:NG74_03638
ko:K21481	bmp:NG74_01041
ko:K21465	bmp:NG74_02436
ko:K21467	bmp:NG74_00415
ko:K02483	bmp:NG74_03910
ko:K21468	bmp:NG74_02563
ko:K09809	bmp:NG74_03461
ko:K21567	bmp:NG74_00330
ko:K21487	bmp:NG74_01956
ko:K21601	bmp:NG74_00398
ko:K21487	bmp:NG74_02071
ko:K21600	bmp:NG74_03239
ko:K21567	bmp:NG74_03065
ko:K21488	bmp:NG74_01955
ko:K21488	bmp:NG74_02070
ko:K21745	bmp:NG74_00550
ko:K11923	bmp:NG74_00986
ko:K21701	bmp:NG74_00199
ko:K21802	bmp:NG74_00748
ko:K21902	bmp:NG74_00753
ko:K21935	bmp:NG74_02032
ko:K06299	bmp:NG74_03036
