ko:K15581	ecl:EcolC_2384
ko:K02471	ecl:EcolC_2161
ko:K01194	ecl:EcolC_2429
ko:K08308	ecl:EcolC_2432
ko:K01775	ecl:EcolC_2435
ko:K00285	ecl:EcolC_2436
ko:K03603	ecl:EcolC_2438
ko:K03314	ecl:EcolC_2439
ko:K03611	ecl:EcolC_2440
ko:K09160	ecl:EcolC_2444
ko:K09902	ecl:EcolC_2446
ko:K07645	ecl:EcolC_0671
ko:K02035	ecl:EcolC_0677
ko:K00880	ecl:EcolC_0134
ko:K03796	ecl:EcolC_0144
ko:K10544	ecl:EcolC_0146
ko:K10545	ecl:EcolC_0147
ko:K10543	ecl:EcolC_0148
ko:K01805	ecl:EcolC_0149
ko:K01879	ecl:EcolC_0156
ko:K03704	ecl:EcolC_0160
ko:K03826	ecl:EcolC_0166
ko:K00973	ecl:EcolC_4214
ko:K02472	ecl:EcolC_4216
ko:K05790	ecl:EcolC_4218
ko:K03671	ecl:EcolC_4222
ko:K03732	ecl:EcolC_4223
ko:K02521	ecl:EcolC_4229
ko:K01754	ecl:EcolC_4230
ko:K01687	ecl:EcolC_4231
ko:K07391	ecl:EcolC_4236
ko:K09897	ecl:EcolC_4237
ko:K10439	ecl:EcolC_4243
ko:K10440	ecl:EcolC_4244
ko:K10441	ecl:EcolC_4245
ko:K03549	ecl:EcolC_4247
ko:K03924	ecl:EcolC_4248
ko:K06205	ecl:EcolC_4252
ko:K01626	ecl:EcolC_2908
ko:K03517	ecl:EcolC_2912
ko:K03640	ecl:EcolC_2914
ko:K03646	ecl:EcolC_2916
ko:K03560	ecl:EcolC_2917
ko:K03562	ecl:EcolC_2918
ko:K07107	ecl:EcolC_2919
ko:K00426	ecl:EcolC_2922
ko:K00425	ecl:EcolC_2923
ko:K00164	ecl:EcolC_2930
ko:K00611	ecl:EcolC_3758
ko:K00610	ecl:EcolC_3767
ko:K09022	ecl:EcolC_3768
ko:K01531	ecl:EcolC_3769
ko:K03485	ecl:EcolC_3770
ko:K01226	ecl:EcolC_3772
ko:K04068	ecl:EcolC_3774
ko:K04754	ecl:EcolC_1307
ko:K06076	ecl:EcolC_1309
ko:K08641	ecl:EcolC_2169
ko:K02035	ecl:EcolC_2170
ko:K02033	ecl:EcolC_2171
ko:K02034	ecl:EcolC_2172
ko:K02031	ecl:EcolC_2173
ko:K02032	ecl:EcolC_2174
ko:K08350	ecl:EcolC_2181
ko:K02575	ecl:EcolC_2187
ko:K01821	ecl:EcolC_2195
ko:K02014	ecl:EcolC_2208
ko:K03559	ecl:EcolC_0690
ko:K06281	ecl:EcolC_0699
ko:K04653	ecl:EcolC_0703
ko:K01638	ecl:EcolC_0725
ko:K10541	ecl:EcolC_1500
ko:K05541	ecl:EcolC_1508
ko:K04655	ecl:EcolC_0982
ko:K04654	ecl:EcolC_0983
ko:K04653	ecl:EcolC_0984
ko:K08315	ecl:EcolC_0995
ko:K05796	ecl:EcolC_0999
ko:K04656	ecl:EcolC_1000
ko:K02467	ecl:EcolC_1004
ko:K02466	ecl:EcolC_1006
ko:K00068	ecl:EcolC_1007
ko:K07089	ecl:EcolC_0547
ko:K07460	ecl:EcolC_0550
ko:K07121	ecl:EcolC_0551
ko:K07056	ecl:EcolC_0552
ko:K03528	ecl:EcolC_1266
ko:K09954	ecl:EcolC_1268
ko:K01885	ecl:EcolC_1272
ko:K03322	ecl:EcolC_1278
ko:K01577	ecl:EcolC_1296
ko:K07088	ecl:EcolC_1297
ko:K01753	ecl:EcolC_1303
ko:K07262	ecl:EcolC_1513
ko:K03777	ecl:EcolC_1514
ko:K05846	ecl:EcolC_1517
ko:K05846	ecl:EcolC_1519
ko:K03593	ecl:EcolC_1534
ko:K00878	ecl:EcolC_1543
ko:K08302	ecl:EcolC_1551
ko:K08303	ecl:EcolC_1560
ko:K03808	ecl:EcolC_1799
ko:K03607	ecl:EcolC_1801
ko:K03797	ecl:EcolC_1802
ko:K03799	ecl:EcolC_1803
ko:K08169	ecl:EcolC_1804
ko:K00563	ecl:EcolC_1810
ko:K02796	ecl:EcolC_1813
ko:K01752	ecl:EcolC_1819
ko:K01665	ecl:EcolC_1821
ko:K09917	ecl:EcolC_1822
ko:K07285	ecl:EcolC_1827
ko:K03684	ecl:EcolC_1829
ko:K03451	ecl:EcolC_1832
ko:K09712	ecl:EcolC_1840
ko:K03449	ecl:EcolC_1842
ko:K09786	ecl:EcolC_1848
ko:K07180	ecl:EcolC_1849
ko:K00769	ecl:EcolC_3343
ko:K02037	ecl:EcolC_4267
ko:K02038	ecl:EcolC_4268
ko:K02036	ecl:EcolC_4269
ko:K02039	ecl:EcolC_4270
ko:K03488	ecl:EcolC_4271
ko:K06901	ecl:EcolC_4280
ko:K01667	ecl:EcolC_4286
ko:K03650	ecl:EcolC_4288
ko:K03217	ecl:EcolC_4289
ko:K08998	ecl:EcolC_4290
ko:K03536	ecl:EcolC_4291
ko:K02914	ecl:EcolC_4292
ko:K02557	ecl:EcolC_3350
ko:K02556	ecl:EcolC_3351
ko:K02405	ecl:EcolC_3352
ko:K02415	ecl:EcolC_3353
ko:K02422	ecl:EcolC_3356
ko:K02407	ecl:EcolC_3357
ko:K02406	ecl:EcolC_3358
ko:K02397	ecl:EcolC_3361
ko:K02396	ecl:EcolC_3362
ko:K02395	ecl:EcolC_3363
ko:K02391	ecl:EcolC_3367
ko:K02390	ecl:EcolC_3368
ko:K02389	ecl:EcolC_3369
ko:K06970	ecl:EcolC_2836
ko:K07336	ecl:EcolC_2839
ko:K01993	ecl:EcolC_2848
ko:K06890	ecl:EcolC_2856
ko:K06890	ecl:EcolC_2857
ko:K03635	ecl:EcolC_2858
ko:K03637	ecl:EcolC_2860
ko:K03638	ecl:EcolC_2861
ko:K03639	ecl:EcolC_2862
ko:K01935	ecl:EcolC_2865
ko:K02169	ecl:EcolC_2866
ko:K01012	ecl:EcolC_2868
ko:K06910	ecl:EcolC_2870
ko:K03475	ecl:EcolC_3820
ko:K03476	ecl:EcolC_3821
ko:K09456	ecl:EcolC_3826
ko:K02509	ecl:EcolC_3706
ko:K09019	ecl:EcolC_2587
ko:K21905	ecl:EcolC_0201
ko:K02529	ecl:EcolC_0145
ko:K02529	ecl:EcolC_4241
ko:K02529	ecl:EcolC_0878
ko:K02529	ecl:EcolC_1497
ko:K11392	ecl:EcolC_1797
ko:K00058	ecl:EcolC_0797
ko:K00655	ecl:EcolC_0679
ko:K07496	ecl:EcolC_2227
ko:K07496	ecl:EcolC_0023
ko:K08992	ecl:EcolC_2347
ko:K02824	ecl:EcolC_1179
ko:K07688	ecl:EcolC_3087
ko:K02775	ecl:EcolC_1555
ko:K07686	ecl:EcolC_0030
ko:K09477	ecl:EcolC_3032
ko:K02774	ecl:EcolC_1646
ko:K02451	ecl:EcolC_0391
ko:K04652	ecl:EcolC_0985
ko:K07679	ecl:EcolC_1299
ko:K01091	ecl:EcolC_0328
ko:K15555	ecl:EcolC_2663
ko:K02431	ecl:EcolC_0908
ko:K06212	ecl:EcolC_2692
ko:K08348	ecl:EcolC_2183
ko:K07675	ecl:EcolC_0031
ko:K01962	ecl:EcolC_3475
ko:K00564	ecl:EcolC_3686
ko:K07689	ecl:EcolC_1725
ko:K11198	ecl:EcolC_2925
ko:K11199	ecl:EcolC_2925
ko:K11200	ecl:EcolC_2925
ko:K11202	ecl:EcolC_4066
ko:K02622	ecl:EcolC_0667
ko:K01756	ecl:EcolC_2472
ko:K11216	ecl:EcolC_2147
ko:K00847	ecl:EcolC_3238
ko:K09001	ecl:EcolC_1989
ko:K03645	ecl:EcolC_2969
ko:K00163	ecl:EcolC_3545
ko:K02919	ecl:EcolC_0414
ko:K09020	ecl:EcolC_2584
ko:K10773	ecl:EcolC_1996
ko:K09016	ecl:EcolC_2589
ko:K03273	ecl:EcolC_3459
ko:K01630	ecl:EcolC_0574
ko:K02773	ecl:EcolC_1553
ko:K02782	ecl:EcolC_1009
ko:K02783	ecl:EcolC_1009
ko:K02759	ecl:EcolC_1896
ko:K11203	ecl:EcolC_4067
ko:K11203	ecl:EcolC_1283
ko:K07642	ecl:EcolC_1563
ko:K11202	ecl:EcolC_1282
ko:K00337	ecl:EcolC_1370
ko:K03148	ecl:EcolC_4033
ko:K02508	ecl:EcolC_3709
ko:K06958	ecl:EcolC_0495
ko:K02619	ecl:EcolC_2505
ko:K03316	ecl:EcolC_3962
ko:K00832	ecl:EcolC_3974
ko:K00299	ecl:EcolC_2659
ko:K01840	ecl:EcolC_1593
ko:K00027	ecl:EcolC_2178
ko:K03477	ecl:EcolC_3822
ko:K01874	ecl:EcolC_1533
ko:K07090	ecl:EcolC_1325
ko:K01895	ecl:EcolC_3958
ko:K06203	ecl:EcolC_1265
ko:K06149	ecl:EcolC_0221
ko:K07703	ecl:EcolC_3903
ko:K04774	ecl:EcolC_2356
ko:K07665	ecl:EcolC_3075
ko:K07792	ecl:EcolC_3904
ko:K00380	ecl:EcolC_0948
ko:K00930	ecl:EcolC_4057
ko:K03574	ecl:EcolC_3558
ko:K11754	ecl:EcolC_1337
ko:K01625	ecl:EcolC_1782
ko:K03566	ecl:EcolC_0904
ko:K07637	ecl:EcolC_2474
ko:K07660	ecl:EcolC_2473
ko:K05802	ecl:EcolC_3151
ko:K03647	ecl:EcolC_1032
ko:K03561	ecl:EcolC_0689
ko:K01631	ecl:EcolC_0010
ko:K00868	ecl:EcolC_1993
ko:K02017	ecl:EcolC_2897
ko:K07666	ecl:EcolC_0672
ko:K07772	ecl:EcolC_2600
ko:K07684	ecl:EcolC_2402
ko:K04042	ecl:EcolC_4264
ko:K07657	ecl:EcolC_3234
ko:K00868	ecl:EcolC_1260
ko:K07647	ecl:EcolC_2602
ko:K00090	ecl:EcolC_0163
ko:K01911	ecl:EcolC_1388
ko:K07687	ecl:EcolC_1433
ko:K07677	ecl:EcolC_1432
ko:K07690	ecl:EcolC_1300
ko:K07235	ecl:EcolC_0368
ko:K07659	ecl:EcolC_0308
ko:K00113	ecl:EcolC_1408
ko:K12265	ecl:EcolC_1001
ko:K12136	ecl:EcolC_1195
ko:K12142	ecl:EcolC_1189
ko:K07702	ecl:EcolC_3024
ko:K12113	ecl:EcolC_0625
ko:K12147	ecl:EcolC_2548
ko:K12148	ecl:EcolC_2540
ko:K12149	ecl:EcolC_2539
ko:K07304	ecl:EcolC_3788
ko:K12144	ecl:EcolC_1187
ko:K12145	ecl:EcolC_1186
ko:K12146	ecl:EcolC_1185
ko:K12111	ecl:EcolC_0624
ko:K12112	ecl:EcolC_0623
ko:K01079	ecl:EcolC_3668
ko:K11209	ecl:EcolC_0704
ko:K00632	ecl:EcolC_1311
ko:K12289	ecl:EcolC_0319
ko:K09810	ecl:EcolC_2484
ko:K12266	ecl:EcolC_1003
ko:K11991	ecl:EcolC_1118
ko:K12264	ecl:EcolC_1002
ko:K00703	ecl:EcolC_0283
ko:K12340	ecl:EcolC_0662
ko:K10974	ecl:EcolC_3289
ko:K01937	ecl:EcolC_0932
ko:K00145	ecl:EcolC_4058
ko:K02115	ecl:EcolC_4261
ko:K05879	ecl:EcolC_2427
ko:K03820	ecl:EcolC_2988
ko:K01056	ecl:EcolC_2422
ko:K02746	ecl:EcolC_0566
ko:K06282	ecl:EcolC_0696
ko:K04073	ecl:EcolC_3274
ko:K03186	ecl:EcolC_1341
ko:K03533	ecl:EcolC_2597
ko:K01420	ecl:EcolC_2291
ko:K07307	ecl:EcolC_2701
ko:K01784	ecl:EcolC_2903
ko:K05396	ecl:EcolC_1720
ko:K08219	ecl:EcolC_2698
ko:K09898	ecl:EcolC_0358
ko:K08224	ecl:EcolC_2034
ko:K07122	ecl:EcolC_0509
ko:K07264	ecl:EcolC_1392
ko:K02217	ecl:EcolC_1731
ko:K01139	ecl:EcolC_0061
ko:K00951	ecl:EcolC_0928
ko:K12299	ecl:EcolC_0573
ko:K11921	ecl:EcolC_3287
ko:K01628	ecl:EcolC_0912
ko:K01096	ecl:EcolC_2348
ko:K03892	ecl:EcolC_0215
ko:K01270	ecl:EcolC_3344
ko:K04091	ecl:EcolC_2661
ko:K00575	ecl:EcolC_1748
ko:K11941	ecl:EcolC_2552
ko:K01485	ecl:EcolC_3288
ko:K12140	ecl:EcolC_1191
ko:K12141	ecl:EcolC_1190
ko:K11178	ecl:EcolC_3334
ko:K03810	ecl:EcolC_2532
ko:K01835	ecl:EcolC_2968
ko:K11937	ecl:EcolC_2575
ko:K02401	ecl:EcolC_3390
ko:K12262	ecl:EcolC_2241
ko:K00813	ecl:EcolC_2668
ko:K01579	ecl:EcolC_3528
ko:K01953	ecl:EcolC_2982
ko:K05245	ecl:EcolC_3615
ko:K03632	ecl:EcolC_2672
ko:K03804	ecl:EcolC_2673
ko:K03329	ecl:EcolC_3296
ko:K04047	ecl:EcolC_2831
ko:K11258	ecl:EcolC_4233
ko:K02784	ecl:EcolC_1263
ko:K01652	ecl:EcolC_3580
ko:K00969	ecl:EcolC_3006
ko:K00970	ecl:EcolC_3516
ko:K00821	ecl:EcolC_0353
ko:K01890	ecl:EcolC_1918
ko:K02563	ecl:EcolC_3567
ko:K11202	ecl:EcolC_4063
ko:K02961	ecl:EcolC_0402
ko:K01520	ecl:EcolC_0071
ko:K01258	ecl:EcolC_2476
ko:K02410	ecl:EcolC_1703
ko:K01868	ecl:EcolC_1913
ko:K00674	ecl:EcolC_3494
ko:K02939	ecl:EcolC_3810
ko:K02518	ecl:EcolC_2712
ko:K01525	ecl:EcolC_3606
ko:K04069	ecl:EcolC_2694
ko:K11065	ecl:EcolC_2301
ko:K03648	ecl:EcolC_1097
ko:K03703	ecl:EcolC_1726
ko:K03040	ecl:EcolC_0418
ko:K11102	ecl:EcolC_3950
ko:K01893	ecl:EcolC_2666
ko:K02795	ecl:EcolC_1814
ko:K02798	ecl:EcolC_0777
ko:K09973	ecl:EcolC_3134
ko:K03575	ecl:EcolC_0753
ko:K03438	ecl:EcolC_3575
ko:K08218	ecl:EcolC_3200
ko:K08483	ecl:EcolC_1286
ko:K11189	ecl:EcolC_1286
ko:K11201	ecl:EcolC_1286
ko:K08483	ecl:EcolC_4068
ko:K11189	ecl:EcolC_4068
ko:K11201	ecl:EcolC_4068
ko:K11201	ecl:EcolC_4117
ko:K11202	ecl:EcolC_4118
ko:K11203	ecl:EcolC_4118
ko:K03177	ecl:EcolC_0532
ko:K03557	ecl:EcolC_0445
ko:K02899	ecl:EcolC_0515
ko:K05527	ecl:EcolC_3198
ko:K02501	ecl:EcolC_1619
ko:K03733	ecl:EcolC_4196
ko:K08301	ecl:EcolC_0460
ko:K02618	ecl:EcolC_2268
ko:K02609	ecl:EcolC_2267
ko:K01673	ecl:EcolC_3286
ko:K02572	ecl:EcolC_1442
ko:K02902	ecl:EcolC_0074
ko:K02614	ecl:EcolC_2259
ko:K02616	ecl:EcolC_2256
ko:K02610	ecl:EcolC_2266
ko:K02611	ecl:EcolC_2265
ko:K02394	ecl:EcolC_3364
ko:K02393	ecl:EcolC_3365
ko:K02612	ecl:EcolC_2264
ko:K02613	ecl:EcolC_2263
ko:K03789	ecl:EcolC_3684
ko:K02080	ecl:EcolC_0557
ko:K02082	ecl:EcolC_0562
ko:K02079	ecl:EcolC_0563
ko:K02566	ecl:EcolC_2981
ko:K02565	ecl:EcolC_2980
ko:K01443	ecl:EcolC_2979
ko:K02617	ecl:EcolC_2255
ko:K03554	ecl:EcolC_3239
ko:K02316	ecl:EcolC_0633
ko:K02299	ecl:EcolC_3203
ko:K02388	ecl:EcolC_3370
ko:K02389	ecl:EcolC_2525
ko:K00324	ecl:EcolC_2027
ko:K03530	ecl:EcolC_3192
ko:K04043	ecl:EcolC_3642
ko:K02904	ecl:EcolC_0401
ko:K02874	ecl:EcolC_0403
ko:K03087	ecl:EcolC_0971
ko:K01676	ecl:EcolC_2018
ko:K00074	ecl:EcolC_2260
ko:K00865	ecl:EcolC_3109
ko:K03070	ecl:EcolC_3559
ko:K07568	ecl:EcolC_3228
ko:K00758	ecl:EcolC_3674
ko:K00757	ecl:EcolC_4177
ko:K03835	ecl:EcolC_0537
ko:K11106	ecl:EcolC_0636
ko:K11105	ecl:EcolC_2434
ko:K01085	ecl:EcolC_2593
ko:K00826	ecl:EcolC_4232
ko:K02114	ecl:EcolC_4263
ko:K06916	ecl:EcolC_0474
ko:K02393	ecl:EcolC_2521
ko:K08300	ecl:EcolC_2516
ko:K07251	ecl:EcolC_2495
ko:K03781	ecl:EcolC_1900
ko:K02916	ecl:EcolC_1915
ko:K02887	ecl:EcolC_1916
ko:K08349	ecl:EcolC_2182
ko:K01147	ecl:EcolC_2339
ko:K03113	ecl:EcolC_2344
ko:K06190	ecl:EcolC_2373
ko:K02492	ecl:EcolC_2416
ko:K01897	ecl:EcolC_1828
ko:K06201	ecl:EcolC_1758
ko:K02416	ecl:EcolC_1697
ko:K00012	ecl:EcolC_1614
ko:K00882	ecl:EcolC_1480
ko:K09125	ecl:EcolC_0245
ko:K07862	ecl:EcolC_0611
ko:K01703	ecl:EcolC_3585
ko:K01448	ecl:EcolC_3844
ko:K00876	ecl:EcolC_1575
ko:K00760	ecl:EcolC_3534
ko:K03387	ecl:EcolC_3037
ko:K02573	ecl:EcolC_1445
ko:K02567	ecl:EcolC_1444
ko:K02519	ecl:EcolC_0530
ko:K01681	ecl:EcolC_2891
ko:K03551	ecl:EcolC_1772
ko:K00427	ecl:EcolC_0105
ko:K02550	ecl:EcolC_0726
ko:K03412	ecl:EcolC_1749
ko:K00088	ecl:EcolC_1169
ko:K01951	ecl:EcolC_1170
ko:K02500	ecl:EcolC_1617
ko:K11103	ecl:EcolC_0189
ko:K02945	ecl:EcolC_2685
ko:K04485	ecl:EcolC_3667
ko:K01814	ecl:EcolC_1618
ko:K02744	ecl:EcolC_0564
ko:K00338	ecl:EcolC_1371
ko:K02802	ecl:EcolC_2977
ko:K02803	ecl:EcolC_2977
ko:K02804	ecl:EcolC_2977
ko:K00339	ecl:EcolC_1372
ko:K00336	ecl:EcolC_1369
ko:K00335	ecl:EcolC_1368
ko:K00762	ecl:EcolC_0069
ko:K03644	ecl:EcolC_3017
ko:K00957	ecl:EcolC_0960
ko:K01581	ecl:EcolC_0749
ko:K02956	ecl:EcolC_0533
ko:K03431	ecl:EcolC_0524
ko:K01255	ecl:EcolC_3752
ko:K02982	ecl:EcolC_0399
ko:K00053	ecl:EcolC_4228
ko:K00297	ecl:EcolC_4074
ko:K03633	ecl:EcolC_2674
ko:K01676	ecl:EcolC_3905
ko:K01679	ecl:EcolC_2019
ko:K02615	ecl:EcolC_2258
ko:K01580	ecl:EcolC_2164
ko:K10984	ecl:EcolC_0560
ko:K10985	ecl:EcolC_0559
ko:K10986	ecl:EcolC_0558
ko:K02745	ecl:EcolC_0567
ko:K00341	ecl:EcolC_1374
ko:K02747	ecl:EcolC_0565
ko:K00343	ecl:EcolC_1376
ko:K00342	ecl:EcolC_1375
ko:K00334	ecl:EcolC_1367
ko:K00331	ecl:EcolC_1365
ko:K01883	ecl:EcolC_3096
ko:K02570	ecl:EcolC_1443
ko:K00340	ecl:EcolC_1373
ko:K06173	ecl:EcolC_1334
ko:K02777	ecl:EcolC_1261
ko:K01923	ecl:EcolC_1200
ko:K10763	ecl:EcolC_1180
ko:K01952	ecl:EcolC_1120
ko:K03596	ecl:EcolC_1108
ko:K02884	ecl:EcolC_1077
ko:K02959	ecl:EcolC_1074
ko:K01507	ecl:EcolC_3784
ko:K01983	ecl:EcolC_R0082
ko:K00765	ecl:EcolC_1623
ko:K00013	ecl:EcolC_1622
ko:K00817	ecl:EcolC_1621
ko:K00789	ecl:EcolC_0772
ko:K01812	ecl:EcolC_0608
ko:K02600	ecl:EcolC_0529
ko:K02871	ecl:EcolC_0475
ko:K02986	ecl:EcolC_0417
ko:K01586	ecl:EcolC_0877
ko:K02437	ecl:EcolC_0805
ko:K01807	ecl:EcolC_0796
ko:K01480	ecl:EcolC_0774
ko:K02221	ecl:EcolC_0762
ko:K01760	ecl:EcolC_0688
ko:K02621	ecl:EcolC_0678
ko:K00982	ecl:EcolC_0646
ko:K06153	ecl:EcolC_0642
ko:K03578	ecl:EcolC_2245
ko:K01195	ecl:EcolC_2013
ko:K03569	ecl:EcolC_0456
ko:K03570	ecl:EcolC_0457
ko:K02774	ecl:EcolC_1554
ko:K02760	ecl:EcolC_1894
ko:K01424	ecl:EcolC_0757
ko:K01424	ecl:EcolC_1865
ko:K01744	ecl:EcolC_3873
ko:K03787	ecl:EcolC_0968
ko:K01652	ecl:EcolC_0028
ko:K02818	ecl:EcolC_3771
ko:K02819	ecl:EcolC_3771
ko:K11177	ecl:EcolC_3335
ko:K05835	ecl:EcolC_4185
ko:K11066	ecl:EcolC_2729
ko:K02822	ecl:EcolC_3819
ko:K02798	ecl:EcolC_0113
ko:K02799	ecl:EcolC_0113
ko:K02800	ecl:EcolC_0113
ko:K02806	ecl:EcolC_0496
ko:K01246	ecl:EcolC_0167
ko:K03919	ecl:EcolC_1438
ko:K01247	ecl:EcolC_1573
ko:K11104	ecl:EcolC_3907
ko:K01448	ecl:EcolC_0898
ko:K00852	ecl:EcolC_4242
ko:K04077	ecl:EcolC_3869
ko:K04063	ecl:EcolC_2175
ko:K01338	ecl:EcolC_3193
ko:K02298	ecl:EcolC_3202
ko:K01652	ecl:EcolC_4234
ko:K09021	ecl:EcolC_2585
ko:K02564	ecl:EcolC_2978
ko:K04075	ecl:EcolC_3472
ko:K09018	ecl:EcolC_2583
ko:K00425	ecl:EcolC_2618
ko:K02426	ecl:EcolC_1952
ko:K02805	ecl:EcolC_4212
ko:K01681	ecl:EcolC_2350
ko:K11068	ecl:EcolC_0810
ko:K03668	ecl:EcolC_2276
ko:K00859	ecl:EcolC_3555
ko:K10972	ecl:EcolC_3118
ko:K03571	ecl:EcolC_0458
ko:K03591	ecl:EcolC_4085
ko:K01887	ecl:EcolC_1756
ko:K00240	ecl:EcolC_2931
ko:K10973	ecl:EcolC_3116
ko:K07404	ecl:EcolC_2895
ko:K06175	ecl:EcolC_0921
ko:K07350	ecl:EcolC_3743
ko:K00857	ecl:EcolC_2389
ko:K03737	ecl:EcolC_2278
ko:K02569	ecl:EcolC_1448
ko:K02574	ecl:EcolC_1446
ko:K02752	ecl:EcolC_0997
ko:K02753	ecl:EcolC_0997
ko:K02755	ecl:EcolC_4272
ko:K02756	ecl:EcolC_4272
ko:K02757	ecl:EcolC_4272
ko:K02742	ecl:EcolC_0770
ko:K02453	ecl:EcolC_0388
ko:K04763	ecl:EcolC_0815
ko:K03408	ecl:EcolC_1745
ko:K00567	ecl:EcolC_2290
ko:K02510	ecl:EcolC_3707
ko:K02455	ecl:EcolC_0386
ko:K05596	ecl:EcolC_0794
ko:K09023	ecl:EcolC_2586
ko:K07644	ecl:EcolC_3076
ko:K07806	ecl:EcolC_1396
ko:K07305	ecl:EcolC_1854
ko:K02507	ecl:EcolC_0322
ko:K02450	ecl:EcolC_0390
ko:K02452	ecl:EcolC_0389
ko:K03841	ecl:EcolC_3779
ko:K01545	ecl:EcolC_2957
ko:K02390	ecl:EcolC_2524
ko:K02419	ecl:EcolC_1694
ko:K01682	ecl:EcolC_3541
ko:K01489	ecl:EcolC_1505
ko:K07309	ecl:EcolC_2043
ko:K07310	ecl:EcolC_2042
ko:K03076	ecl:EcolC_0413
ko:K07311	ecl:EcolC_2041
ko:K01582	ecl:EcolC_3896
ko:K03641	ecl:EcolC_2915
ko:K02996	ecl:EcolC_0476
ko:K02890	ecl:EcolC_0398
ko:K01581	ecl:EcolC_2963
ko:K00768	ecl:EcolC_1637
ko:K03718	ecl:EcolC_4251
ko:K07312	ecl:EcolC_2040
ko:K03979	ecl:EcolC_0517
ko:K00265	ecl:EcolC_0488
ko:K03628	ecl:EcolC_4220
ko:K01438	ecl:EcolC_4059
ko:K02909	ecl:EcolC_4082
ko:K06891	ecl:EcolC_2715
ko:K02679	ecl:EcolC_0889
ko:K02680	ecl:EcolC_0890
ko:K02681	ecl:EcolC_0892
ko:K02682	ecl:EcolC_3551
ko:K03719	ecl:EcolC_2707
ko:K03772	ecl:EcolC_0366
ko:K02464	ecl:EcolC_0378
ko:K07640	ecl:EcolC_4106
ko:K07643	ecl:EcolC_3915
ko:K02505	ecl:EcolC_3553
ko:K07648	ecl:EcolC_0490
ko:K04651	ecl:EcolC_0702
ko:K04651	ecl:EcolC_0986
ko:K02568	ecl:EcolC_1447
ko:K02459	ecl:EcolC_0382
ko:K02461	ecl:EcolC_0380
ko:K02462	ecl:EcolC_0379
ko:K00266	ecl:EcolC_0487
ko:K06222	ecl:EcolC_3458
ko:K08161	ecl:EcolC_2547
ko:K08163	ecl:EcolC_4284
ko:K00104	ecl:EcolC_0721
ko:K11477	ecl:EcolC_0724
ko:K11391	ecl:EcolC_0616
ko:K01643	ecl:EcolC_3029
ko:K03711	ecl:EcolC_2973
ko:K03636	ecl:EcolC_2859
ko:K01104	ecl:EcolC_1580
ko:K11531	ecl:EcolC_2146
ko:K11530	ecl:EcolC_2140
ko:K00031	ecl:EcolC_2467
ko:K07278	ecl:EcolC_3787
ko:K03773	ecl:EcolC_3799
ko:K01104	ecl:EcolC_2614
ko:K03748	ecl:EcolC_1504
ko:K11072	ecl:EcolC_2477
ko:K11535	ecl:EcolC_1277
ko:K07263	ecl:EcolC_2163
ko:K11472	ecl:EcolC_0722
ko:K11473	ecl:EcolC_0723
ko:K03779	ecl:EcolC_0638
ko:K03780	ecl:EcolC_0637
ko:K00059	ecl:EcolC_2508
ko:K09934	ecl:EcolC_1422
ko:K07592	ecl:EcolC_0580
ko:K03972	ecl:EcolC_2317
ko:K11750	ecl:EcolC_3342
ko:K09473	ecl:EcolC_2327
ko:K01894	ecl:EcolC_3515
ko:K06905	ecl:EcolC_2751
ko:K01061	ecl:EcolC_4178
ko:K11747	ecl:EcolC_0362
ko:K01759	ecl:EcolC_1978
ko:K02598	ecl:EcolC_0345
ko:K11744	ecl:EcolC_2029
ko:K09251	ecl:EcolC_0627
ko:K04334	ecl:EcolC_2557
ko:K09470	ecl:EcolC_2328
ko:K00262	ecl:EcolC_1871
ko:K11742	ecl:EcolC_2031
ko:K11743	ecl:EcolC_2030
ko:K08682	ecl:EcolC_3229
ko:K04751	ecl:EcolC_1124
ko:K11755	ecl:EcolC_1616
ko:K07098	ecl:EcolC_3495
ko:K00228	ecl:EcolC_1243
ko:K12974	ecl:EcolC_1291
ko:K12975	ecl:EcolC_0170
ko:K13288	ecl:EcolC_3848
ko:K08314	ecl:EcolC_4069
ko:K09946	ecl:EcolC_1561
ko:K12962	ecl:EcolC_1391
ko:K13069	ecl:EcolC_2167
ko:K02458	ecl:EcolC_0383
ko:K02851	ecl:EcolC_4219
ko:K01034	ecl:EcolC_1429
ko:K01460	ecl:EcolC_0705
ko:K00906	ecl:EcolC_4014
ko:K01534	ecl:EcolC_0247
ko:K08172	ecl:EcolC_1662
ko:K04017	ecl:EcolC_3952
ko:K01467	ecl:EcolC_3860
ko:K02057	ecl:EcolC_3781
ko:K08485	ecl:EcolC_0494
ko:K00854	ecl:EcolC_0150
ko:K06183	ecl:EcolC_1464
ko:K12370	ecl:EcolC_0173
ko:K00657	ecl:EcolC_2046
ko:K03276	ecl:EcolC_0083
ko:K08324	ecl:EcolC_2133
ko:K04753	ecl:EcolC_0680
ko:K12944	ecl:EcolC_1398
ko:K12973	ecl:EcolC_3022
ko:K13301	ecl:EcolC_3560
ko:K12983	ecl:EcolC_0086
ko:K03079	ecl:EcolC_3816
ko:K04016	ecl:EcolC_3953
ko:K13926	ecl:EcolC_0229
ko:K00558	ecl:EcolC_1682
ko:K02024	ecl:EcolC_3993
ko:K00799	ecl:EcolC_1994
ko:K00823	ecl:EcolC_2323
ko:K03324	ecl:EcolC_4010
