ko:K18893	babr:DO74_372
ko:K02275	babr:DO74_1388
ko:K03568	babr:DO74_1390
ko:K00942	babr:DO74_1391
ko:K07082	babr:DO74_1393
ko:K09458	babr:DO74_1394
ko:K02078	babr:DO74_1395
ko:K00059	babr:DO74_1396
ko:K00645	babr:DO74_1397
ko:K02990	babr:DO74_1398
ko:K02963	babr:DO74_1399
ko:K02939	babr:DO74_1401
ko:K00574	babr:DO74_1402
ko:K04485	babr:DO74_1404
ko:K03558	babr:DO74_1405
ko:K00764	babr:DO74_1406
ko:K17103	babr:DO74_1408
ko:K01613	babr:DO74_1409
ko:K06147	babr:DO74_1410
ko:K06966	babr:DO74_1413
ko:K03215	babr:DO74_1414
ko:K06442	babr:DO74_1415
ko:K01662	babr:DO74_1416
ko:K06911	babr:DO74_1417
ko:K03602	babr:DO74_1421
ko:K03435	babr:DO74_2199
ko:K00368	babr:DO74_2202
ko:K02448	babr:DO74_2210
ko:K04748	babr:DO74_2211
ko:K04561	babr:DO74_2212
ko:K02305	babr:DO74_2213
ko:K02164	babr:DO74_2215
ko:K03734	babr:DO74_2224
ko:K00380	babr:DO74_2225
ko:K02484	babr:DO74_2230
ko:K00074	babr:DO74_2234
ko:K06446	babr:DO74_2236
ko:K08196	babr:DO74_2238
ko:K03572	babr:DO74_2239
ko:K00912	babr:DO74_2241
ko:K02527	babr:DO74_2242
ko:K09778	babr:DO74_2243
ko:K01092	babr:DO74_2245
ko:K03592	babr:DO74_2246
ko:K03455	babr:DO74_2247
ko:K07001	babr:DO74_2248
ko:K07263	babr:DO74_2249
ko:K07263	babr:DO74_2250
ko:K04042	babr:DO74_3043
ko:K00820	babr:DO74_3044
ko:K03655	babr:DO74_3045
ko:K09159	babr:DO74_3046
ko:K03723	babr:DO74_3047
ko:K02035	babr:DO74_3050
ko:K11940	babr:DO74_3052
ko:K03185	babr:DO74_3053
ko:K01004	babr:DO74_3054
ko:K02056	babr:DO74_3057
ko:K02057	babr:DO74_3058
ko:K02057	babr:DO74_3059
ko:K02058	babr:DO74_3060
ko:K14441	babr:DO74_3061
ko:K03594	babr:DO74_3062
ko:K13772	babr:DO74_3065
ko:K07039	babr:DO74_3072
ko:K00012	babr:DO74_3079
ko:K15580	babr:DO74_3085
ko:K15580	babr:DO74_3086
ko:K15581	babr:DO74_3087
ko:K15582	babr:DO74_3088
ko:K10823	babr:DO74_3089
ko:K15583	babr:DO74_3089
ko:K03919	babr:DO74_3090
ko:K08369	babr:DO74_3091
ko:K01266	babr:DO74_3092
ko:K03466	babr:DO74_3093
ko:K01161	babr:DO74_3008
ko:K05366	babr:DO74_1747
ko:K14222	babr:DO74_3010
ko:K14220	babr:DO74_3003
ko:K18954	babr:DO74_2989
ko:K18893	babr:DO74_371
ko:K00335	babr:DO74_1065
ko:K16898	babr:DO74_1940
ko:K03497	babr:DO74_2441
ko:K03496	babr:DO74_2442
ko:K19055	babr:DO74_2753
ko:K14224	babr:DO74_267
ko:K09472	babr:DO74_2475
ko:K00020	babr:DO74_582
ko:K14224	babr:DO74_617
ko:K14224	babr:DO74_616
ko:K18979	babr:DO74_2605
ko:K03526	babr:DO74_157
ko:K07483	babr:DO74_1325
ko:K07483	babr:DO74_3069
ko:K02483	babr:DO74_2229
ko:K07498	babr:DO74_90
ko:K03761	babr:DO74_453
ko:K16899	babr:DO74_1941
ko:K00446	babr:DO74_2487
ko:K03496	babr:DO74_1984
ko:K03497	babr:DO74_1985
ko:K04565	babr:DO74_2930
ko:K03194	babr:DO74_2378
ko:K03201	babr:DO74_2383
ko:K03202	babr:DO74_2384
ko:K03203	babr:DO74_2385
ko:K03204	babr:DO74_2386
ko:K03196	babr:DO74_2388
ko:K03111	babr:DO74_780
ko:K07484	babr:DO74_3070
ko:K14218	babr:DO74_2048
ko:K02483	babr:DO74_1250
ko:K00611	babr:DO74_1536
ko:K18996	babr:DO74_2440
ko:K19231	babr:DO74_2500
ko:K02032	babr:DO74_2639
ko:K13581	babr:DO74_1365
ko:K13642	babr:DO74_2164
ko:K00875	babr:DO74_2194
ko:K07497	babr:DO74_2578
ko:K07492	babr:DO74_964
ko:K02032	babr:DO74_3189
ko:K02032	babr:DO74_2574
ko:K12448	babr:DO74_3081
ko:K04747	babr:DO74_2214
ko:K00529	babr:DO74_2906
ko:K00798	babr:DO74_2064
ko:K01621	babr:DO74_2107
ko:K01239	babr:DO74_2436
ko:K19181	babr:DO74_1993
ko:K00102	babr:DO74_495
ko:K01985	babr:DO74_2535
ko:K01985	babr:DO74_284
ko:K01985	babr:DO74_83
ko:K22468	babr:DO74_1541
ko:K02032	babr:DO74_2857
ko:K00344	babr:DO74_2101
ko:K08678	babr:DO74_3082
ko:K19221	babr:DO74_590
ko:K00020	babr:DO74_934
ko:K00020	babr:DO74_935
ko:K00001	babr:DO74_1025
ko:K01992	babr:DO74_3149
ko:K01992	babr:DO74_550
ko:K19342	babr:DO74_2185
ko:K07497	babr:DO74_2537
ko:K07497	babr:DO74_1340
ko:K07497	babr:DO74_1341
ko:K07497	babr:DO74_2309
ko:K06041	babr:DO74_2373
ko:K02032	babr:DO74_2557
ko:K11080	babr:DO74_2545
ko:K09691	babr:DO74_1337
ko:K04771	babr:DO74_510
ko:K07492	babr:DO74_1329
ko:K00001	babr:DO74_3192
ko:K00035	babr:DO74_2705
ko:K07498	babr:DO74_87
ko:K11080	babr:DO74_2544
ko:K00525	babr:DO74_2152
ko:K19339	babr:DO74_2190
ko:K19340	babr:DO74_2187
ko:K19341	babr:DO74_2186
ko:K02032	babr:DO74_2551
ko:K02031	babr:DO74_2558
ko:K02031	babr:DO74_2573
ko:K02031	babr:DO74_2638
ko:K02031	babr:DO74_3188
ko:K09690	babr:DO74_1336
ko:K09386	babr:DO74_1552
ko:K17686	babr:DO74_1649
ko:K07102	babr:DO74_1943
ko:K19689	babr:DO74_1898
ko:K00992	babr:DO74_1942
ko:K17722	babr:DO74_1553
ko:K19777	babr:DO74_2129
ko:K00799	babr:DO74_933
ko:K08744	babr:DO74_1172
ko:K07147	babr:DO74_2660
ko:K19802	babr:DO74_866
ko:K09796	babr:DO74_1809
ko:K20265	babr:DO74_2131
ko:K02483	babr:DO74_3140
ko:K00525	babr:DO74_842
ko:K00526	babr:DO74_2151
ko:K14230	babr:DO74_2536
ko:K14230	babr:DO74_285
ko:K14230	babr:DO74_84
ko:K14237	babr:DO74_2401
ko:K14221	babr:DO74_1072
ko:K14221	babr:DO74_2146
ko:K14232	babr:DO74_1152
ko:K14231	babr:DO74_1587
ko:K14234	babr:DO74_1577
ko:K14234	babr:DO74_947
ko:K14234	babr:DO74_2808
ko:K14219	babr:DO74_1563
ko:K14219	babr:DO74_922
ko:K14219	babr:DO74_2004
ko:K14223	babr:DO74_1344
ko:K14223	babr:DO74_305
ko:K14233	babr:DO74_1226
ko:K14233	babr:DO74_91
ko:K14233	babr:DO74_3067
ko:K14233	babr:DO74_2579
ko:K14228	babr:DO74_981
ko:K14228	babr:DO74_836
ko:K14228	babr:DO74_2086
ko:K14228	babr:DO74_2597
ko:K14225	babr:DO74_920
ko:K14225	babr:DO74_2752
ko:K14225	babr:DO74_2630
ko:K14228	babr:DO74_800
ko:K14228	babr:DO74_806
ko:K14232	babr:DO74_1092
ko:K14232	babr:DO74_1672
ko:K14237	babr:DO74_1073
ko:K14237	babr:DO74_923
ko:K14235	babr:DO74_643
ko:K14236	babr:DO74_640
ko:K14229	babr:DO74_3039
ko:K20539	babr:DO74_279
ko:K03197	babr:DO74_2379
ko:K03198	babr:DO74_2380
ko:K03200	babr:DO74_2382
ko:K03296	babr:DO74_1559
ko:K00304	babr:DO74_1641
ko:K03199	babr:DO74_2381
ko:K03195	babr:DO74_2387
ko:K11529	babr:DO74_1486
ko:K16011	babr:DO74_2125
ko:K21054	babr:DO74_2781
ko:K21062	babr:DO74_2220
ko:K21137	babr:DO74_2731
ko:K01980	babr:DO74_2534
ko:K22025	babr:DO74_2306
ko:K00821	babr:DO74_1537
ko:K21136	babr:DO74_2730
ko:K13609	babr:DO74_2219
ko:K21134	babr:DO74_2732
ko:K01286	babr:DO74_812
ko:K03676	babr:DO74_66
ko:K06217	babr:DO74_1892
ko:K01520	babr:DO74_247
ko:K06952	babr:DO74_1203
ko:K01286	babr:DO74_2007
ko:K09882	babr:DO74_2019
ko:K02316	babr:DO74_428
ko:K06904	babr:DO74_1273
ko:K06191	babr:DO74_2154
ko:K00560	babr:DO74_505
ko:K00287	babr:DO74_506
ko:K02314	babr:DO74_1403
ko:K03553	babr:DO74_688
ko:K01286	babr:DO74_716
ko:K02004	babr:DO74_250
ko:K02483	babr:DO74_1258
ko:K01740	babr:DO74_1080
ko:K01738	babr:DO74_1080
ko:K00108	babr:DO74_286
ko:K01802	babr:DO74_788
ko:K09017	babr:DO74_1556
ko:K09806	babr:DO74_390
ko:K01139	babr:DO74_1216
ko:K02335	babr:DO74_1742
ko:K00015	babr:DO74_1868
ko:K01649	babr:DO74_1192
ko:K01649	babr:DO74_1191
ko:K21420	babr:DO74_1114
ko:K21470	babr:DO74_1108
ko:K01420	babr:DO74_1214
ko:K21603	babr:DO74_2508
ko:K21564	babr:DO74_2183
ko:K21697	babr:DO74_2329
ko:K21564	babr:DO74_2200
ko:K00344	babr:DO74_3056
ko:K21832	babr:DO74_446
ko:K19591	babr:DO74_1650
ko:K21910	babr:DO74_2777
ko:K21948	babr:DO74_2303
ko:K21929	babr:DO74_1219
ko:K21929	babr:DO74_1242
ko:K05802	babr:DO74_575
ko:K08319	babr:DO74_2302
ko:K22131	babr:DO74_2304
ko:K22130	babr:DO74_2307
ko:K03595	babr:DO74_1206
ko:K00302	babr:DO74_1638
ko:K00302	babr:DO74_1639
ko:K00302	babr:DO74_1640
ko:K22187	babr:DO74_1660
ko:K22310	babr:DO74_1716
ko:K11991	babr:DO74_2254
ko:K02257	babr:DO74_1386
ko:K11206	babr:DO74_67
ko:K00424	babr:DO74_3108
ko:K22548	babr:DO74_1505
