ko:K03722	ecok:ECMDS42_1482
ko:K05501	ecok:ECMDS42_3075
ko:K00762	ecok:ECMDS42_3076
ko:K01972	ecok:ECMDS42_3081
ko:K00942	ecok:ECMDS42_3082
ko:K03060	ecok:ECMDS42_3083
ko:K00556	ecok:ECMDS42_3085
ko:K03655	ecok:ECMDS42_3086
ko:K06204	ecok:ECMDS42_0136
ko:K06206	ecok:ECMDS42_0137
ko:K01975	ecok:ECMDS42_0138
ko:K03579	ecok:ECMDS42_0139
ko:K05365	ecok:ECMDS42_0140
ko:K01845	ecok:ECMDS42_0141
ko:K03281	ecok:ECMDS42_0142
ko:K15724	ecok:ECMDS42_0143
ko:K01129	ecok:ECMDS42_0147
ko:K02647	ecok:ECMDS42_0149
ko:K00990	ecok:ECMDS42_0153
ko:K01265	ecok:ECMDS42_0154
ko:K02967	ecok:ECMDS42_0156
ko:K02357	ecok:ECMDS42_0157
ko:K09903	ecok:ECMDS42_0158
ko:K02838	ecok:ECMDS42_0159
ko:K00099	ecok:ECMDS42_0160
ko:K00806	ecok:ECMDS42_0161
ko:K00981	ecok:ECMDS42_0162
ko:K11749	ecok:ECMDS42_0163
ko:K07277	ecok:ECMDS42_0164
ko:K06142	ecok:ECMDS42_0165
ko:K02536	ecok:ECMDS42_0166
ko:K02372	ecok:ECMDS42_0167
ko:K00677	ecok:ECMDS42_0168
ko:K00748	ecok:ECMDS42_0169
ko:K03470	ecok:ECMDS42_0170
ko:K02337	ecok:ECMDS42_0171
ko:K01962	ecok:ECMDS42_0172
ko:K04075	ecok:ECMDS42_0175
ko:K15034	ecok:ECMDS42_0179
ko:K06079	ecok:ECMDS42_0180
ko:K01881	ecok:ECMDS42_0182
ko:K06080	ecok:ECMDS42_0184
ko:K02073	ecok:ECMDS42_0185
ko:K02072	ecok:ECMDS42_0186
ko:K02071	ecok:ECMDS42_0187
ko:K07153	ecok:ECMDS42_0953
ko:K00566	ecok:ECMDS42_0954
ko:K12152	ecok:ECMDS42_0955
ko:K06181	ecok:ECMDS42_0956
ko:K00031	ecok:ECMDS42_0957
ko:K03608	ecok:ECMDS42_0961
ko:K03609	ecok:ECMDS42_0962
ko:K03610	ecok:ECMDS42_0963
ko:K09902	ecok:ECMDS42_0966
ko:K09160	ecok:ECMDS42_0968
ko:K11139	ecok:ECMDS42_0969
ko:K03611	ecok:ECMDS42_0972
ko:K03314	ecok:ECMDS42_0973
ko:K03603	ecok:ECMDS42_0974
ko:K00285	ecok:ECMDS42_0976
ko:K01775	ecok:ECMDS42_0977
ko:K08308	ecok:ECMDS42_0980
ko:K01194	ecok:ECMDS42_0984
ko:K05881	ecok:ECMDS42_0985
ko:K05879	ecok:ECMDS42_0986
ko:K05878	ecok:ECMDS42_0987
ko:K05880	ecok:ECMDS42_0988
ko:K06942	ecok:ECMDS42_0990
ko:K01056	ecok:ECMDS42_0991
ko:K03321	ecok:ECMDS42_0993
ko:K00948	ecok:ECMDS42_0994
ko:K00919	ecok:ECMDS42_0995
ko:K02494	ecok:ECMDS42_0996
ko:K02492	ecok:ECMDS42_0997
ko:K02835	ecok:ECMDS42_0998
ko:K02493	ecok:ECMDS42_0999
ko:K01627	ecok:ECMDS42_1002
ko:K02197	ecok:ECMDS42_1764
ko:K02196	ecok:ECMDS42_1765
ko:K02195	ecok:ECMDS42_1766
ko:K02194	ecok:ECMDS42_1767
ko:K02568	ecok:ECMDS42_1770
ko:K02573	ecok:ECMDS42_1772
ko:K02567	ecok:ECMDS42_1773
ko:K02570	ecok:ECMDS42_1774
ko:K02572	ecok:ECMDS42_1775
ko:K08276	ecok:ECMDS42_1776
ko:K00116	ecok:ECMDS42_1777
ko:K06159	ecok:ECMDS42_1778
ko:K03919	ecok:ECMDS42_1779
ko:K10778	ecok:ECMDS42_1780
ko:K03734	ecok:ECMDS42_1781
ko:K09475	ecok:ECMDS42_1782
ko:K07676	ecok:ECMDS42_1784
ko:K07687	ecok:ECMDS42_1785
ko:K07677	ecok:ECMDS42_1786
ko:K07710	ecok:ECMDS42_1787
ko:K07714	ecok:ECMDS42_1788
ko:K01034	ecok:ECMDS42_1789
ko:K02106	ecok:ECMDS42_1791
ko:K09934	ecok:ECMDS42_1798
ko:K02469	ecok:ECMDS42_1800
ko:K11107	ecok:ECMDS42_1805
ko:K01126	ecok:ECMDS42_1808
ko:K02445	ecok:ECMDS42_1809
ko:K00111	ecok:ECMDS42_1810
ko:K11391	ecok:ECMDS42_2553
ko:K07043	ecok:ECMDS42_2554
ko:K07862	ecok:ECMDS42_2559
ko:K01685	ecok:ECMDS42_2561
ko:K01812	ecok:ECMDS42_2562
ko:K08191	ecok:ECMDS42_2563
ko:K15977	ecok:ECMDS42_2571
ko:K06911	ecok:ECMDS42_2576
ko:K01752	ecok:ECMDS42_2580
ko:K00656	ecok:ECMDS42_2582
ko:K03838	ecok:ECMDS42_2584
ko:K01754	ecok:ECMDS42_2585
ko:K07592	ecok:ECMDS42_2586
ko:K07591	ecok:ECMDS42_2587
ko:K00865	ecok:ECMDS42_2591
ko:K12299	ecok:ECMDS42_2594
ko:K16371	ecok:ECMDS42_2599
ko:K02079	ecok:ECMDS42_2602
ko:K02082	ecok:ECMDS42_2603
ko:K01803	ecok:ECMDS42_3357
ko:K14065	ecok:ECMDS42_3361
ko:K10804	ecok:ECMDS42_0393
ko:K02003	ecok:ECMDS42_0394
ko:K06917	ecok:ECMDS42_0396
ko:K10972	ecok:ECMDS42_0397
ko:K01483	ecok:ECMDS42_0398
ko:K10973	ecok:ECMDS42_0399
ko:K01608	ecok:ECMDS42_0400
ko:K10975	ecok:ECMDS42_0404
ko:K00865	ecok:ECMDS42_0407
ko:K14977	ecok:ECMDS42_0408
ko:K02083	ecok:ECMDS42_0409
ko:K00926	ecok:ECMDS42_0416
ko:K01589	ecok:ECMDS42_0417
ko:K01588	ecok:ECMDS42_0418
ko:K03269	ecok:ECMDS42_0419
ko:K01883	ecok:ECMDS42_0421
ko:K07038	ecok:ECMDS42_0422
ko:K01491	ecok:ECMDS42_0424
ko:K07352	ecok:ECMDS42_0425
ko:K07353	ecok:ECMDS42_0426
ko:K07354	ecok:ECMDS42_0427
ko:K07356	ecok:ECMDS42_0428
ko:K07355	ecok:ECMDS42_0429
ko:K07688	ecok:ECMDS42_0430
ko:K11920	ecok:ECMDS42_0432
ko:K11739	ecok:ECMDS42_0434
ko:K11740	ecok:ECMDS42_0435
ko:K07644	ecok:ECMDS42_0436
ko:K07798	ecok:ECMDS42_0440
ko:K07787	ecok:ECMDS42_0441
ko:K11732	ecok:ECMDS42_0442
ko:K02471	ecok:ECMDS42_1208
ko:K06871	ecok:ECMDS42_1209
ko:K07154	ecok:ECMDS42_1218
ko:K11216	ecok:ECMDS42_1222
ko:K11531	ecok:ECMDS42_1223
ko:K10558	ecok:ECMDS42_1224
ko:K10556	ecok:ECMDS42_1225
ko:K10557	ecok:ECMDS42_1226
ko:K10555	ecok:ECMDS42_1227
ko:K08321	ecok:ECMDS42_1228
ko:K00041	ecok:ECMDS42_1232
ko:K01425	ecok:ECMDS42_1235
ko:K08324	ecok:ECMDS42_1236
ko:K08159	ecok:ECMDS42_1239
ko:K03712	ecok:ECMDS42_1241
ko:K13632	ecok:ECMDS42_1242
ko:K13630	ecok:ECMDS42_1243
ko:K15268	ecok:ECMDS42_1244
ko:K01284	ecok:ECMDS42_1249
ko:K08322	ecok:ECMDS42_1250
ko:K08323	ecok:ECMDS42_1251
ko:K09771	ecok:ECMDS42_1252
ko:K04029	ecok:ECMDS42_2003
ko:K04031	ecok:ECMDS42_2004
ko:K00029	ecok:ECMDS42_2005
ko:K00615	ecok:ECMDS42_2007
ko:K12945	ecok:ECMDS42_2009
ko:K07674	ecok:ECMDS42_2011
ko:K06999	ecok:ECMDS42_2016
ko:K06957	ecok:ECMDS42_2017
ko:K01923	ecok:ECMDS42_2019
ko:K07287	ecok:ECMDS42_2020
ko:K01714	ecok:ECMDS42_2021
ko:K03567	ecok:ECMDS42_2022
ko:K03564	ecok:ECMDS42_2023
ko:K12138	ecok:ECMDS42_2026
ko:K12139	ecok:ECMDS42_2027
ko:K12140	ecok:ECMDS42_2028
ko:K12141	ecok:ECMDS42_2029
ko:K12142	ecok:ECMDS42_2030
ko:K12143	ecok:ECMDS42_2031
ko:K12144	ecok:ECMDS42_2032
ko:K12145	ecok:ECMDS42_2033
ko:K03459	ecok:ECMDS42_2035
ko:K10763	ecok:ECMDS42_2039
ko:K00761	ecok:ECMDS42_2041
ko:K01933	ecok:ECMDS42_2042
ko:K11175	ecok:ECMDS42_2043
ko:K00937	ecok:ECMDS42_2044
ko:K01524	ecok:ECMDS42_2045
ko:K01951	ecok:ECMDS42_2050
ko:K03601	ecok:ECMDS42_2052
ko:K07397	ecok:ECMDS42_2803
ko:K04095	ecok:ECMDS42_2808
ko:K06141	ecok:ECMDS42_2811
ko:K00362	ecok:ECMDS42_2812
ko:K00363	ecok:ECMDS42_2813
ko:K02598	ecok:ECMDS42_2814
ko:K02302	ecok:ECMDS42_2815
ko:K10708	ecok:ECMDS42_2818
ko:K10709	ecok:ECMDS42_2819
ko:K10710	ecok:ECMDS42_2820
ko:K10711	ecok:ECMDS42_2821
ko:K01867	ecok:ECMDS42_2830
ko:K01091	ecok:ECMDS42_2831
ko:K01783	ecok:ECMDS42_2832
ko:K03112	ecok:ECMDS42_2834
ko:K01735	ecok:ECMDS42_2835
ko:K00891	ecok:ECMDS42_2836
ko:K02507	ecok:ECMDS42_2837
ko:K12291	ecok:ECMDS42_2838
ko:K12290	ecok:ECMDS42_2839
ko:K12289	ecok:ECMDS42_2840
ko:K12288	ecok:ECMDS42_2841
ko:K05366	ecok:ECMDS42_2842
ko:K08312	ecok:ECMDS42_2843
ko:K04762	ecok:ECMDS42_2846
ko:K04083	ecok:ECMDS42_2847
ko:K01610	ecok:ECMDS42_2849
ko:K07638	ecok:ECMDS42_2850
ko:K07659	ecok:ECMDS42_2851
ko:K04760	ecok:ECMDS42_2852
ko:K06925	ecok:ECMDS42_3610
ko:K01448	ecok:ECMDS42_3611
ko:K03572	ecok:ECMDS42_3612
ko:K00791	ecok:ECMDS42_3613
ko:K03666	ecok:ECMDS42_3614
ko:K03665	ecok:ECMDS42_3615
ko:K04088	ecok:ECMDS42_3616
ko:K04087	ecok:ECMDS42_3617
ko:K09937	ecok:ECMDS42_3618
ko:K01939	ecok:ECMDS42_3619
ko:K13771	ecok:ECMDS42_3620
ko:K12573	ecok:ECMDS42_3621
ko:K03218	ecok:ECMDS42_3622
ko:K09980	ecok:ECMDS42_3623
ko:K08989	ecok:ECMDS42_3626
ko:K09456	ecok:ECMDS42_3629
ko:K03477	ecok:ECMDS42_3633
ko:K03078	ecok:ECMDS42_3638
ko:K02990	ecok:ECMDS42_3642
ko:K02686	ecok:ECMDS42_3643
ko:K02963	ecok:ECMDS42_3644
ko:K02939	ecok:ECMDS42_3645
ko:K07269	ecok:ECMDS42_3648
ko:K03773	ecok:ECMDS42_3649
ko:K11737	ecok:ECMDS42_3650
ko:K07322	ecok:ECMDS42_3651
ko:K08302	ecok:ECMDS42_2604
ko:K00265	ecok:ECMDS42_2681
ko:K03312	ecok:ECMDS42_3087
ko:K16345	ecok:ECMDS42_3088
ko:K01811	ecok:ECMDS42_3090
ko:K03291	ecok:ECMDS42_3093
ko:K02073	ecok:ECMDS42_3095
ko:K06901	ecok:ECMDS42_3099
ko:K01486	ecok:ECMDS42_3100
ko:K07783	ecok:ECMDS42_3102
ko:K07675	ecok:ECMDS42_3103
ko:K00528	ecok:ECMDS42_3362
ko:K00864	ecok:ECMDS42_3364
ko:K02440	ecok:ECMDS42_3365
ko:K09892	ecok:ECMDS42_3366
ko:K02553	ecok:ECMDS42_3367
ko:K02548	ecok:ECMDS42_3368
ko:K03667	ecok:ECMDS42_3369
ko:K01419	ecok:ECMDS42_3370
ko:K03591	ecok:ECMDS42_3371
ko:K04066	ecok:ECMDS42_3373
ko:K02909	ecok:ECMDS42_3374
ko:K03764	ecok:ECMDS42_3376
ko:K12525	ecok:ECMDS42_3378
ko:K00297	ecok:ECMDS42_3379
ko:K03782	ecok:ECMDS42_3380
ko:K09974	ecok:ECMDS42_3382
ko:K00005	ecok:ECMDS42_3383
ko:K08483	ecok:ECMDS42_3385
ko:K11189	ecok:ECMDS42_3385
ko:K11201	ecok:ECMDS42_3385
ko:K11203	ecok:ECMDS42_3386
ko:K11202	ecok:ECMDS42_3387
ko:K00656	ecok:ECMDS42_3388
ko:K04069	ecok:ECMDS42_3389
ko:K11202	ecok:ECMDS42_3390
ko:K01595	ecok:ECMDS42_3393
ko:K01438	ecok:ECMDS42_3394
ko:K00145	ecok:ECMDS42_3395
ko:K00930	ecok:ECMDS42_3396
ko:K01755	ecok:ECMDS42_3397
ko:K04761	ecok:ECMDS42_3399
ko:K00322	ecok:ECMDS42_3400
ko:K16092	ecok:ECMDS42_3404
ko:K01776	ecok:ECMDS42_3405
ko:K00821	ecok:ECMDS42_2806
ko:K03273	ecok:ECMDS42_0188
ko:K06222	ecok:ECMDS42_0195
ko:K08307	ecok:ECMDS42_0199
ko:K03271	ecok:ECMDS42_0211
ko:K02346	ecok:ECMDS42_0220
ko:K02839	ecok:ECMDS42_0225
ko:K11750	ecok:ECMDS42_0228
ko:K11926	ecok:ECMDS42_0229
ko:K11929	ecok:ECMDS42_0230
ko:K00931	ecok:ECMDS42_0231
ko:K00147	ecok:ECMDS42_0232
ko:K02167	ecok:ECMDS42_0236
ko:K02168	ecok:ECMDS42_0237
ko:K13244	ecok:ECMDS42_0238
ko:K07300	ecok:ECMDS42_1009
ko:K07673	ecok:ECMDS42_1015
ko:K02575	ecok:ECMDS42_1016
ko:K00370	ecok:ECMDS42_1017
ko:K00371	ecok:ECMDS42_1018
ko:K00373	ecok:ECMDS42_1019
ko:K01433	ecok:ECMDS42_1026
ko:K09858	ecok:ECMDS42_1027
ko:K07001	ecok:ECMDS42_1028
ko:K00963	ecok:ECMDS42_1030
ko:K04072	ecok:ECMDS42_1036
ko:K15580	ecok:ECMDS42_1038
ko:K15581	ecok:ECMDS42_1039
ko:K09901	ecok:ECMDS42_1043
ko:K06131	ecok:ECMDS42_1044
ko:K10716	ecok:ECMDS42_1045
ko:K09780	ecok:ECMDS42_1046
ko:K03832	ecok:ECMDS42_1047
ko:K10806	ecok:ECMDS42_1048
ko:K02362	ecok:ECMDS42_0443
ko:K02364	ecok:ECMDS42_0447
ko:K02013	ecok:ECMDS42_0449
ko:K02015	ecok:ECMDS42_0450
ko:K02015	ecok:ECMDS42_0451
ko:K02016	ecok:ECMDS42_0453
ko:K02361	ecok:ECMDS42_0454
ko:K02363	ecok:ECMDS42_0455
ko:K01252	ecok:ECMDS42_0456
ko:K00216	ecok:ECMDS42_0457
ko:K06200	ecok:ECMDS42_0459
ko:K08317	ecok:ECMDS42_0461
ko:K14287	ecok:ECMDS42_0462
ko:K03805	ecok:ECMDS42_0466
ko:K03387	ecok:ECMDS42_0468
ko:K11932	ecok:ECMDS42_0469
ko:K06140	ecok:ECMDS42_0471
ko:K01169	ecok:ECMDS42_0472
ko:K05964	ecok:ECMDS42_0475
ko:K01643	ecok:ECMDS42_0476
ko:K01644	ecok:ECMDS42_0477
ko:K01646	ecok:ECMDS42_0478
ko:K01910	ecok:ECMDS42_0479
ko:K07700	ecok:ECMDS42_0480
ko:K07702	ecok:ECMDS42_0481
ko:K12973	ecok:ECMDS42_0483
ko:K03704	ecok:ECMDS42_0484
ko:K06199	ecok:ECMDS42_0485
ko:K03425	ecok:ECMDS42_0488
ko:K03644	ecok:ECMDS42_0489
ko:K07309	ecok:ECMDS42_1257
ko:K07310	ecok:ECMDS42_1258
ko:K07311	ecok:ECMDS42_1259
ko:K03281	ecok:ECMDS42_1262
ko:K01935	ecok:ECMDS42_1263
ko:K15545	ecok:ECMDS42_1264
ko:K08224	ecok:ECMDS42_1266
ko:K04775	ecok:ECMDS42_1268
ko:K11742	ecok:ECMDS42_1269
ko:K11743	ecok:ECMDS42_1270
ko:K11744	ecok:ECMDS42_1271
ko:K00325	ecok:ECMDS42_1272
ko:K00324	ecok:ECMDS42_1273
ko:K03758	ecok:ECMDS42_1275
ko:K13938	ecok:ECMDS42_1276
ko:K07661	ecok:ECMDS42_1278
ko:K07639	ecok:ECMDS42_1279
ko:K01676	ecok:ECMDS42_1282
ko:K01809	ecok:ECMDS42_1283
ko:K16140	ecok:ECMDS42_1285
ko:K16139	ecok:ECMDS42_1286
ko:K01195	ecok:ECMDS42_1287
ko:K16138	ecok:ECMDS42_1288
ko:K16136	ecok:ECMDS42_1290
ko:K14155	ecok:ECMDS42_1292
ko:K10773	ecok:ECMDS42_1304
ko:K03977	ecok:ECMDS42_2054
ko:K01892	ecok:ECMDS42_2057
ko:K15539	ecok:ECMDS42_2059
ko:K06941	ecok:ECMDS42_2060
ko:K00940	ecok:ECMDS42_2061
ko:K05367	ecok:ECMDS42_2062
ko:K06894	ecok:ECMDS42_2063
ko:K07751	ecok:ECMDS42_2067
ko:K04755	ecok:ECMDS42_2069
ko:K04044	ecok:ECMDS42_2070
ko:K04082	ecok:ECMDS42_2071
ko:K04487	ecok:ECMDS42_2074
ko:K13643	ecok:ECMDS42_2075
ko:K15396	ecok:ECMDS42_2076
ko:K05820	ecok:ECMDS42_2080
ko:K05817	ecok:ECMDS42_2081
ko:K05709	ecok:ECMDS42_2083
ko:K15977	ecok:ECMDS42_2087
ko:K02057	ecok:ECMDS42_2090
ko:K00600	ecok:ECMDS42_2095
ko:K05916	ecok:ECMDS42_2096
ko:K04751	ecok:ECMDS42_2097
ko:K07715	ecok:ECMDS42_2098
ko:K07711	ecok:ECMDS42_2100
ko:K06959	ecok:ECMDS42_2853
ko:K04758	ecok:ECMDS42_2854
ko:K04759	ecok:ECMDS42_2855
ko:K07490	ecok:ECMDS42_2856
ko:K02170	ecok:ECMDS42_2858
ko:K07400	ecok:ECMDS42_2860
ko:K06155	ecok:ECMDS42_2861
ko:K00705	ecok:ECMDS42_2862
ko:K00688	ecok:ECMDS42_2863
ko:K03556	ecok:ECMDS42_2864
ko:K14415	ecok:ECMDS42_2866
ko:K14414	ecok:ECMDS42_2867
ko:K02439	ecok:ECMDS42_2870
ko:K00111	ecok:ECMDS42_2871
ko:K00688	ecok:ECMDS42_2873
ko:K00703	ecok:ECMDS42_2874
ko:K00975	ecok:ECMDS42_2875
ko:K00133	ecok:ECMDS42_2878
ko:K06156	ecok:ECMDS42_2880
ko:K06145	ecok:ECMDS42_2882
ko:K06911	ecok:ECMDS42_2883
ko:K01126	ecok:ECMDS42_2888
ko:K05813	ecok:ECMDS42_2892
ko:K01996	ecok:ECMDS42_2893
ko:K01995	ecok:ECMDS42_2894
ko:K01998	ecok:ECMDS42_2895
ko:K01997	ecok:ECMDS42_2896
ko:K01999	ecok:ECMDS42_2897
ko:K01999	ecok:ECMDS42_2899
ko:K03089	ecok:ECMDS42_2900
ko:K09811	ecok:ECMDS42_2901
ko:K07109	ecok:ECMDS42_3658
ko:K07278	ecok:ECMDS42_3662
ko:K09800	ecok:ECMDS42_3663
ko:K02057	ecok:ECMDS42_3671
ko:K02057	ecok:ECMDS42_3672
ko:K03841	ecok:ECMDS42_3673
ko:K02558	ecok:ECMDS42_3674
ko:K09889	ecok:ECMDS42_3675
ko:K03592	ecok:ECMDS42_3676
ko:K02818	ecok:ECMDS42_3681
ko:K02819	ecok:ECMDS42_3681
ko:K03485	ecok:ECMDS42_3682
ko:K01531	ecok:ECMDS42_3683
ko:K00610	ecok:ECMDS42_3685
ko:K00609	ecok:ECMDS42_3686
ko:K00611	ecok:ECMDS42_3693
ko:K09893	ecok:ECMDS42_3694
ko:K00951	ecok:ECMDS42_2288
ko:K07085	ecok:ECMDS42_0699
ko:K11073	ecok:ECMDS42_0706
ko:K11076	ecok:ECMDS42_0707
ko:K11075	ecok:ECMDS42_0708
ko:K11074	ecok:ECMDS42_0709
ko:K03212	ecok:ECMDS42_0711
ko:K09996	ecok:ECMDS42_0712
ko:K09999	ecok:ECMDS42_0714
ko:K09997	ecok:ECMDS42_0715
ko:K11066	ecok:ECMDS42_0719
ko:K01620	ecok:ECMDS42_0722
ko:K00156	ecok:ECMDS42_0723
ko:K11933	ecok:ECMDS42_0724
ko:K06188	ecok:ECMDS42_0727
ko:K09824	ecok:ECMDS42_0729
ko:K13888	ecok:ECMDS42_0730
ko:K05685	ecok:ECMDS42_0731
ko:K03704	ecok:ECMDS42_0732
ko:K06891	ecok:ECMDS42_0733
ko:K03694	ecok:ECMDS42_0734
ko:K02518	ecok:ECMDS42_0736
ko:K00684	ecok:ECMDS42_0737
ko:K00384	ecok:ECMDS42_0740
ko:K03466	ecok:ECMDS42_0742
ko:K03634	ecok:ECMDS42_0743
ko:K07478	ecok:ECMDS42_0744
ko:K01875	ecok:ECMDS42_0745
ko:K07306	ecok:ECMDS42_0746
ko:K07156	ecok:ECMDS42_1518
ko:K10857	ecok:ECMDS42_1521
ko:K01354	ecok:ECMDS42_1522
ko:K09918	ecok:ECMDS42_1525
ko:K08289	ecok:ECMDS42_1526
ko:K01625	ecok:ECMDS42_1527
ko:K01690	ecok:ECMDS42_1528
ko:K00036	ecok:ECMDS42_1529
ko:K00873	ecok:ECMDS42_1531
ko:K02560	ecok:ECMDS42_1532
ko:K09817	ecok:ECMDS42_1535
ko:K09816	ecok:ECMDS42_1536
ko:K03551	ecok:ECMDS42_1537
ko:K03550	ecok:ECMDS42_1538
ko:K01159	ecok:ECMDS42_1540
ko:K08310	ecok:ECMDS42_1542
ko:K01876	ecok:ECMDS42_1543
ko:K07136	ecok:ECMDS42_1546
ko:K15256	ecok:ECMDS42_1547
ko:K15257	ecok:ECMDS42_1548
ko:K07821	ecok:ECMDS42_1550
ko:K09907	ecok:ECMDS42_1552
ko:K01887	ecok:ECMDS42_1553
ko:K14064	ecok:ECMDS42_1555
ko:K00697	ecok:ECMDS42_1556
ko:K01087	ecok:ECMDS42_1557
ko:K10538	ecok:ECMDS42_1558
ko:K10539	ecok:ECMDS42_1559
ko:K10537	ecok:ECMDS42_1560
ko:K01146	ecok:ECMDS42_2303
ko:K00048	ecok:ECMDS42_2304
ko:K01628	ecok:ECMDS42_2305
ko:K02429	ecok:ECMDS42_2306
ko:K01818	ecok:ECMDS42_2307
ko:K02431	ecok:ECMDS42_2309
ko:K02430	ecok:ECMDS42_2310
ko:K06968	ecok:ECMDS42_2311
ko:K01766	ecok:ECMDS42_2316
ko:K02426	ecok:ECMDS42_2317
ko:K08304	ecok:ECMDS42_2319
ko:K01448	ecok:ECMDS42_2323
ko:K14682	ecok:ECMDS42_2324
ko:K03581	ecok:ECMDS42_2325
ko:K03582	ecok:ECMDS42_2326
ko:K01407	ecok:ECMDS42_2327
ko:K03583	ecok:ECMDS42_2328
ko:K02681	ecok:ECMDS42_2329
ko:K02680	ecok:ECMDS42_2331
ko:K02679	ecok:ECMDS42_2332
ko:K13292	ecok:ECMDS42_2334
ko:K08484	ecok:ECMDS42_2335
ko:K08311	ecok:ECMDS42_2336
ko:K03573	ecok:ECMDS42_2337
ko:K08227	ecok:ECMDS42_2341
ko:K05939	ecok:ECMDS42_2342
ko:K02529	ecok:ECMDS42_2345
ko:K01586	ecok:ECMDS42_2346
ko:K01815	ecok:ECMDS42_2351
ko:K01653	ecok:ECMDS42_3105
ko:K01652	ecok:ECMDS42_3106
ko:K08154	ecok:ECMDS42_3108
ko:K06871	ecok:ECMDS42_3109
ko:K03482	ecok:ECMDS42_3120
ko:K07085	ecok:ECMDS42_3121
ko:K04081	ecok:ECMDS42_3122
ko:K04080	ecok:ECMDS42_3123
ko:K01684	ecok:ECMDS42_3128
ko:K01631	ecok:ECMDS42_3129
ko:K00883	ecok:ECMDS42_3130
ko:K02470	ecok:ECMDS42_3135
ko:K03629	ecok:ECMDS42_3136
ko:K02338	ecok:ECMDS42_3137
ko:K02313	ecok:ECMDS42_3138
ko:K02914	ecok:ECMDS42_3139
ko:K03536	ecok:ECMDS42_3140
ko:K08998	ecok:ECMDS42_3141
ko:K03217	ecok:ECMDS42_3142
ko:K03650	ecok:ECMDS42_3143
ko:K01667	ecok:ECMDS42_3145
ko:K03836	ecok:ECMDS42_3146
ko:K08163	ecok:ECMDS42_3147
ko:K06901	ecok:ECMDS42_3151
ko:K09925	ecok:ECMDS42_3154
ko:K06190	ecok:ECMDS42_1049
ko:K07275	ecok:ECMDS42_1051
ko:K00112	ecok:ECMDS42_1811
ko:K00113	ecok:ECMDS42_1812
ko:K12660	ecok:ECMDS42_1815
ko:K12661	ecok:ECMDS42_1817
ko:K07806	ecok:ECMDS42_1823
ko:K10012	ecok:ECMDS42_1824
ko:K10011	ecok:ECMDS42_1825
ko:K13014	ecok:ECMDS42_1826
ko:K07264	ecok:ECMDS42_1827
ko:K12962	ecok:ECMDS42_1828
ko:K12963	ecok:ECMDS42_1829
ko:K01911	ecok:ECMDS42_1831
ko:K01661	ecok:ECMDS42_1833
ko:K02551	ecok:ECMDS42_1835
ko:K05594	ecok:ECMDS42_1837
ko:K00343	ecok:ECMDS42_1847
ko:K00342	ecok:ECMDS42_1848
ko:K00341	ecok:ECMDS42_1849
ko:K00340	ecok:ECMDS42_1850
ko:K00339	ecok:ECMDS42_1851
ko:K00338	ecok:ECMDS42_1852
ko:K00337	ecok:ECMDS42_1853
ko:K00334	ecok:ECMDS42_1856
ko:K13378	ecok:ECMDS42_1857
ko:K00331	ecok:ECMDS42_1858
ko:K00330	ecok:ECMDS42_1859
ko:K10984	ecok:ECMDS42_2605
ko:K10985	ecok:ECMDS42_2606
ko:K10986	ecok:ECMDS42_2607
ko:K02080	ecok:ECMDS42_2608
ko:K07347	ecok:ECMDS42_2611
ko:K07056	ecok:ECMDS42_2613
ko:K07121	ecok:ECMDS42_2614
ko:K07460	ecok:ECMDS42_2615
ko:K07089	ecok:ECMDS42_2618
ko:K05520	ecok:ECMDS42_2620
ko:K09979	ecok:ECMDS42_2621
ko:K07461	ecok:ECMDS42_2622
ko:K03824	ecok:ECMDS42_2623
ko:K08303	ecok:ECMDS42_2625
ko:K03835	ecok:ECMDS42_2628
ko:K05592	ecok:ECMDS42_2629
ko:K05803	ecok:ECMDS42_2630
ko:K00962	ecok:ECMDS42_2631
ko:K02956	ecok:ECMDS42_2633
ko:K02834	ecok:ECMDS42_2635
ko:K02519	ecok:ECMDS42_2636
ko:K02600	ecok:ECMDS42_2637
ko:K09748	ecok:ECMDS42_2638
ko:K01940	ecok:ECMDS42_2640
ko:K03075	ecok:ECMDS42_2643
ko:K03431	ecok:ECMDS42_2644
ko:K00796	ecok:ECMDS42_2645
ko:K03798	ecok:ECMDS42_2646
ko:K07574	ecok:ECMDS42_2648
ko:K03624	ecok:ECMDS42_2649
ko:K07259	ecok:ECMDS42_2650
ko:K03979	ecok:ECMDS42_2651
ko:K02899	ecok:ECMDS42_2653
ko:K02888	ecok:ECMDS42_2654
ko:K00075	ecok:ECMDS42_3410
ko:K03524	ecok:ECMDS42_3411
ko:K02358	ecok:ECMDS42_3417
ko:K03073	ecok:ECMDS42_3418
ko:K02601	ecok:ECMDS42_3419
ko:K02867	ecok:ECMDS42_3420
ko:K02863	ecok:ECMDS42_3421
ko:K02864	ecok:ECMDS42_3422
ko:K02935	ecok:ECMDS42_3423
ko:K03043	ecok:ECMDS42_3424
ko:K03046	ecok:ECMDS42_3425
ko:K03150	ecok:ECMDS42_3427
ko:K03149	ecok:ECMDS42_3428
ko:K03154	ecok:ECMDS42_3429
ko:K00788	ecok:ECMDS42_3431
ko:K03147	ecok:ECMDS42_3432
ko:K07740	ecok:ECMDS42_3433
ko:K03426	ecok:ECMDS42_3434
ko:K01599	ecok:ECMDS42_3435
