ko:K02495	sfe:SFxv_4293
ko:K03439	sfe:SFxv_3236
ko:K03575	sfe:SFxv_3237
ko:K08306	sfe:SFxv_3240
ko:K01581	sfe:SFxv_3243
ko:K07150	sfe:SFxv_3244
ko:K07345	sfe:SFxv_4140
ko:K00820	sfe:SFxv_4151
ko:K04042	sfe:SFxv_4152
ko:K02114	sfe:SFxv_4153
ko:K02112	sfe:SFxv_4154
ko:K02115	sfe:SFxv_4155
ko:K02111	sfe:SFxv_4156
ko:K02113	sfe:SFxv_4157
ko:K02109	sfe:SFxv_4159
ko:K02110	sfe:SFxv_4160
ko:K02108	sfe:SFxv_4161
ko:K03501	sfe:SFxv_4163
ko:K03495	sfe:SFxv_4164
ko:K06205	sfe:SFxv_4165
ko:K01914	sfe:SFxv_4167
ko:K03924	sfe:SFxv_4169
ko:K03549	sfe:SFxv_4171
ko:K06726	sfe:SFxv_4172
ko:K10441	sfe:SFxv_4176
ko:K02529	sfe:SFxv_4181
ko:K09474	sfe:SFxv_5037
ko:K10804	sfe:SFxv_0483a
ko:K02003	sfe:SFxv_0484
ko:K06917	sfe:SFxv_0488
ko:K10972	sfe:SFxv_0489
ko:K01483	sfe:SFxv_0490
ko:K10973	sfe:SFxv_0491
ko:K01608	sfe:SFxv_0492
ko:K02083	sfe:SFxv_0497
ko:K00926	sfe:SFxv_0499
ko:K01589	sfe:SFxv_0500
ko:K01588	sfe:SFxv_0501
ko:K03269	sfe:SFxv_0502
ko:K01883	sfe:SFxv_0504
ko:K07038	sfe:SFxv_0505
ko:K01491	sfe:SFxv_0507
ko:K07688	sfe:SFxv_0513
ko:K11740	sfe:SFxv_0517
ko:K07644	sfe:SFxv_0518
ko:K07798	sfe:SFxv_0523
ko:K07787	sfe:SFxv_0534
ko:K11732	sfe:SFxv_0535
ko:K00097	sfe:SFxv_0051
ko:K03771	sfe:SFxv_0052
ko:K05801	sfe:SFxv_0054
ko:K03580	sfe:SFxv_0056
ko:K02336	sfe:SFxv_0057
ko:K01804	sfe:SFxv_0059
ko:K02063	sfe:SFxv_0064
ko:K02064	sfe:SFxv_0065
ko:K11925	sfe:SFxv_0067
ko:K00833	sfe:SFxv_0790
ko:K01012	sfe:SFxv_0789
ko:K02169	sfe:SFxv_0792
ko:K01935	sfe:SFxv_0793
ko:K03702	sfe:SFxv_0795
ko:K03639	sfe:SFxv_0797
ko:K03638	sfe:SFxv_0798
ko:K03637	sfe:SFxv_0799
ko:K03636	sfe:SFxv_0800
ko:K06890	sfe:SFxv_0803
ko:K11927	sfe:SFxv_0813
ko:K13574	sfe:SFxv_0817
ko:K13650	sfe:SFxv_0825
ko:K00313	sfe:SFxv_1715
ko:K01284	sfe:SFxv_1745
ko:K15268	sfe:SFxv_1751
ko:K13630	sfe:SFxv_1752
ko:K13632	sfe:SFxv_1753
ko:K03712	sfe:SFxv_1754
ko:K08159	sfe:SFxv_1756
ko:K08324	sfe:SFxv_1759
ko:K01425	sfe:SFxv_1760
ko:K00041	sfe:SFxv_1763
ko:K06173	sfe:SFxv_2639
ko:K03473	sfe:SFxv_2641
ko:K15461	sfe:SFxv_2645
ko:K09906	sfe:SFxv_2647
ko:K07090	sfe:SFxv_2648
ko:K07261	sfe:SFxv_2649
ko:K01736	sfe:SFxv_2650
ko:K07320	sfe:SFxv_2652
ko:K08296	sfe:SFxv_2663
ko:K06076	sfe:SFxv_2667
ko:K04754	sfe:SFxv_2669
ko:K01193	sfe:SFxv_2675
ko:K01753	sfe:SFxv_2678
ko:K07786	sfe:SFxv_2679
ko:K07797	sfe:SFxv_2680
ko:K07690	sfe:SFxv_2681
ko:K07679	sfe:SFxv_2682
ko:K07088	sfe:SFxv_2684
ko:K12974	sfe:SFxv_2690
ko:K14261	sfe:SFxv_2692
ko:K02478	sfe:SFxv_2693
ko:K06861	sfe:SFxv_3554
ko:K03092	sfe:SFxv_3555
ko:K05808	sfe:SFxv_3556
ko:K06958	sfe:SFxv_3558
ko:K07648	sfe:SFxv_3563
ko:K07139	sfe:SFxv_3564
ko:K00266	sfe:SFxv_3566
ko:K00885	sfe:SFxv_3570
ko:K03290	sfe:SFxv_3572
ko:K03600	sfe:SFxv_3578
ko:K03599	sfe:SFxv_3579
ko:K02996	sfe:SFxv_3581
ko:K02871	sfe:SFxv_3582
ko:K06916	sfe:SFxv_3583
ko:K09908	sfe:SFxv_3584
ko:K04691	sfe:SFxv_3586
ko:K00024	sfe:SFxv_3587
ko:K03402	sfe:SFxv_3588
ko:K03623	sfe:SFxv_3590
ko:K03468	sfe:SFxv_3591
ko:K15548	sfe:SFxv_3592
ko:K03568	sfe:SFxv_3595
ko:K08301	sfe:SFxv_3597
ko:K06287	sfe:SFxv_3598
ko:K03571	sfe:SFxv_3599
ko:K03570	sfe:SFxv_3600
ko:K03569	sfe:SFxv_3601
ko:K02160	sfe:SFxv_3606
ko:K01961	sfe:SFxv_3607
ko:K14392	sfe:SFxv_3609
ko:K02687	sfe:SFxv_3610
ko:K02815	sfe:SFxv_4459
ko:K02814	sfe:SFxv_4460
ko:K02813	sfe:SFxv_4461
ko:K02812	sfe:SFxv_4462
ko:K06182	sfe:SFxv_4465
ko:K07701	sfe:SFxv_4471
ko:K07703	sfe:SFxv_4473
ko:K01676	sfe:SFxv_4475
ko:K08984	sfe:SFxv_4476
ko:K07406	sfe:SFxv_4478
ko:K01584	sfe:SFxv_4480
ko:K03755	sfe:SFxv_4481
ko:K03759	sfe:SFxv_4482
ko:K03760	sfe:SFxv_4483
ko:K07643	sfe:SFxv_4485
ko:K03762	sfe:SFxv_4486
ko:K06193	sfe:SFxv_4489
ko:K02041	sfe:SFxv_4491
ko:K02044	sfe:SFxv_4492
ko:K02042	sfe:SFxv_4493
ko:K13631	sfe:SFxv_4498
ko:K13639	sfe:SFxv_4499
ko:K06901	sfe:SFxv_4501
ko:K14393	sfe:SFxv_4504
ko:K03385	sfe:SFxv_4507
ko:K04013	sfe:SFxv_4508
ko:K04016	sfe:SFxv_4511
ko:K11102	sfe:SFxv_4514
ko:K04744	sfe:SFxv_0053
ko:K03291	sfe:SFxv_0069
ko:K01704	sfe:SFxv_0070
ko:K01703	sfe:SFxv_0071
ko:K00052	sfe:SFxv_0072
ko:K01649	sfe:SFxv_0073
ko:K05798	sfe:SFxv_0075
ko:K01652	sfe:SFxv_0076
ko:K01653	sfe:SFxv_0077
ko:K03435	sfe:SFxv_0079
ko:K03925	sfe:SFxv_0082
ko:K03438	sfe:SFxv_0083
ko:K03586	sfe:SFxv_0084
ko:K03587	sfe:SFxv_0085
ko:K01928	sfe:SFxv_0086
ko:K10679	sfe:SFxv_0537
ko:K06048	sfe:SFxv_0540
ko:K09901	sfe:SFxv_1422
ko:K06131	sfe:SFxv_1423
ko:K10716	sfe:SFxv_1425
ko:K03832	sfe:SFxv_1428
ko:K10806	sfe:SFxv_1429
ko:K06190	sfe:SFxv_1430
ko:K07275	sfe:SFxv_1432
ko:K01695	sfe:SFxv_1435
ko:K01696	sfe:SFxv_1436
ko:K13498	sfe:SFxv_1437
ko:K13497	sfe:SFxv_1438
ko:K01657	sfe:SFxv_1439
ko:K07053	sfe:SFxv_1440
ko:K06178	sfe:SFxv_1442
ko:K03168	sfe:SFxv_1447
ko:K13634	sfe:SFxv_1448
ko:K01681	sfe:SFxv_1451
ko:K01591	sfe:SFxv_1457
ko:K03113	sfe:SFxv_1458
ko:K04062	sfe:SFxv_1459
ko:K01147	sfe:SFxv_1463
ko:K00208	sfe:SFxv_1465
ko:K14052	sfe:SFxv_1474
ko:K09470	sfe:SFxv_1475
ko:K09473	sfe:SFxv_1476
ko:K03208	sfe:SFxv_2350
ko:K03207	sfe:SFxv_2351
ko:K02377	sfe:SFxv_2352
ko:K01711	sfe:SFxv_2353
ko:K03818	sfe:SFxv_2354
ko:K13620	sfe:SFxv_2357
ko:K13684	sfe:SFxv_2358
ko:K03819	sfe:SFxv_2359
ko:K01991	sfe:SFxv_2363
ko:K07289	sfe:SFxv_2365
ko:K01494	sfe:SFxv_2366
ko:K00876	sfe:SFxv_2367
ko:K07799	sfe:SFxv_2369
ko:K07789	sfe:SFxv_2371
ko:K07664	sfe:SFxv_2373
ko:K09946	sfe:SFxv_2375
ko:K08303	sfe:SFxv_2376
ko:K02774	sfe:SFxv_2384
ko:K02773	sfe:SFxv_2385
ko:K00941	sfe:SFxv_2393
ko:K00878	sfe:SFxv_2394
ko:K06946	sfe:SFxv_3285
ko:K12687	sfe:SFxv_3286
ko:K02278	sfe:SFxv_3303
ko:K02651	sfe:SFxv_3304
ko:K01638	sfe:SFxv_3309
ko:K11477	sfe:SFxv_3310
ko:K11474	sfe:SFxv_3313
ko:K11720	sfe:SFxv_3321
ko:K09897	sfe:SFxv_4187
ko:K01652	sfe:SFxv_4189
ko:K11258	sfe:SFxv_4190
ko:K00826	sfe:SFxv_4191
ko:K01687	sfe:SFxv_4192
ko:K01754	sfe:SFxv_4193
ko:K02521	sfe:SFxv_4195
ko:K00053	sfe:SFxv_4194
ko:K03656	sfe:SFxv_4197
ko:K01524	sfe:SFxv_4198
ko:K03732	sfe:SFxv_4199
ko:K03671	sfe:SFxv_4200
ko:K03628	sfe:SFxv_4202
ko:K05790	sfe:SFxv_4205
ko:K02472	sfe:SFxv_4207
ko:K00973	sfe:SFxv_4209
ko:K02805	sfe:SFxv_4211
ko:K12582	sfe:SFxv_4213
ko:K02853	sfe:SFxv_4214
ko:K06871	sfe:SFxv_4217
ko:K02498	sfe:SFxv_4222
ko:K02496	sfe:SFxv_4223
ko:K01749	sfe:SFxv_4225
ko:K05851	sfe:SFxv_4226
ko:K06202	sfe:SFxv_4227
ko:K01778	sfe:SFxv_4234
ko:K09824	sfe:SFxv_5091
ko:K02362	sfe:SFxv_0547
ko:K02364	sfe:SFxv_0552
ko:K02013	sfe:SFxv_0555
ko:K02015	sfe:SFxv_0556
ko:K02015	sfe:SFxv_0557
ko:K02016	sfe:SFxv_0559
ko:K02363	sfe:SFxv_0561
ko:K01252	sfe:SFxv_0562
ko:K00216	sfe:SFxv_0563
ko:K06200	sfe:SFxv_0565
ko:K08317	sfe:SFxv_0567
ko:K14287	sfe:SFxv_0568
ko:K03805	sfe:SFxv_0576
ko:K03387	sfe:SFxv_0578
ko:K11932	sfe:SFxv_0580
ko:K06140	sfe:SFxv_0583
ko:K01169	sfe:SFxv_0584
ko:K05964	sfe:SFxv_0587
ko:K01643	sfe:SFxv_0588
ko:K01644	sfe:SFxv_0589
ko:K01646	sfe:SFxv_0590
ko:K01910	sfe:SFxv_0591
ko:K02018	sfe:SFxv_0596
ko:K02020	sfe:SFxv_0597
ko:K02019	sfe:SFxv_0599
ko:K05776	sfe:SFxv_0600
ko:K14056	sfe:SFxv_1477
ko:K00823	sfe:SFxv_1480
ko:K03974	sfe:SFxv_1481
ko:K03969	sfe:SFxv_1482
ko:K03970	sfe:SFxv_1483
ko:K03971	sfe:SFxv_1485
ko:K01000	sfe:SFxv_0088
ko:K01925	sfe:SFxv_0089
ko:K03588	sfe:SFxv_0090
ko:K02563	sfe:SFxv_0091
ko:K01924	sfe:SFxv_0092
ko:K01921	sfe:SFxv_0093
ko:K03589	sfe:SFxv_0094
ko:K03590	sfe:SFxv_0095
ko:K10037	sfe:SFxv_0829
ko:K10036	sfe:SFxv_0830
ko:K04047	sfe:SFxv_0831
ko:K01929	sfe:SFxv_0087
ko:K11939	sfe:SFxv_0832
ko:K11934	sfe:SFxv_0833
ko:K11924	sfe:SFxv_0837
ko:K00656	sfe:SFxv_0843
ko:K04069	sfe:SFxv_0844
ko:K03750	sfe:SFxv_0847
ko:K13051	sfe:SFxv_0848
ko:K13892	sfe:SFxv_0849
ko:K13889	sfe:SFxv_0850
ko:K13890	sfe:SFxv_0851
ko:K13891	sfe:SFxv_0852
ko:K14441	sfe:SFxv_0855
ko:K11534	sfe:SFxv_0862
ko:K08160	sfe:SFxv_0864
ko:K07085	sfe:SFxv_0869
ko:K11073	sfe:SFxv_0876
ko:K11076	sfe:SFxv_0877
ko:K11075	sfe:SFxv_0878
ko:K11074	sfe:SFxv_0879
ko:K03212	sfe:SFxv_0881
ko:K09996	sfe:SFxv_0882
ko:K09999	sfe:SFxv_0884
ko:K08321	sfe:SFxv_1771
ko:K11216	sfe:SFxv_1776
ko:K11531	sfe:SFxv_1777
ko:K10558	sfe:SFxv_1778
ko:K10556	sfe:SFxv_1779
ko:K10557	sfe:SFxv_1780
ko:K08323	sfe:SFxv_1789
ko:K09771	sfe:SFxv_1790
ko:K07310	sfe:SFxv_1805
ko:K07311	sfe:SFxv_1806
ko:K03281	sfe:SFxv_1809
ko:K01935	sfe:SFxv_1810
ko:K15545	sfe:SFxv_1811
ko:K04775	sfe:SFxv_1815
ko:K11742	sfe:SFxv_1816
ko:K11743	sfe:SFxv_1817
ko:K11744	sfe:SFxv_1818
ko:K00325	sfe:SFxv_1819
ko:K00324	sfe:SFxv_1820
ko:K03758	sfe:SFxv_1822
ko:K13938	sfe:SFxv_1823
ko:K08483	sfe:SFxv_2696
ko:K11189	sfe:SFxv_2696
ko:K11201	sfe:SFxv_2696
ko:K08326	sfe:SFxv_2698
ko:K11203	sfe:SFxv_2699
ko:K11202	sfe:SFxv_2700
ko:K03322	sfe:SFxv_2704
ko:K11535	sfe:SFxv_2705
ko:K14347	sfe:SFxv_2713
ko:K09954	sfe:SFxv_2714
ko:K01972	sfe:SFxv_2715
ko:K03528	sfe:SFxv_2716
ko:K06203	sfe:SFxv_2717
ko:K01738	sfe:SFxv_2718
ko:K00868	sfe:SFxv_2722
ko:K12339	sfe:SFxv_2726
ko:K02045	sfe:SFxv_2727
ko:K02047	sfe:SFxv_2728
ko:K02046	sfe:SFxv_2729
ko:K02048	sfe:SFxv_2730
ko:K15835	sfe:SFxv_2733
ko:K07106	sfe:SFxv_2732
ko:K11191	sfe:SFxv_2734
ko:K11192	sfe:SFxv_2734
ko:K07223	sfe:SFxv_2735
ko:K01448	sfe:SFxv_2739
ko:K00228	sfe:SFxv_2740
ko:K04033	sfe:SFxv_2741
ko:K04025	sfe:SFxv_2742
ko:K04026	sfe:SFxv_2743
ko:K03557	sfe:SFxv_3612
ko:K09969	sfe:SFxv_3617
ko:K09971	sfe:SFxv_3622
ko:K09972	sfe:SFxv_3623
ko:K00014	sfe:SFxv_3628
ko:K07566	sfe:SFxv_3629
ko:K07479	sfe:SFxv_3631
ko:K04096	sfe:SFxv_3633
ko:K01462	sfe:SFxv_3634
ko:K00604	sfe:SFxv_3635
ko:K03500	sfe:SFxv_3636
ko:K02879	sfe:SFxv_3638
ko:K03040	sfe:SFxv_3639
ko:K02986	sfe:SFxv_3640
ko:K02948	sfe:SFxv_3641
ko:K02952	sfe:SFxv_3642
ko:K02919	sfe:SFxv_3643
ko:K03076	sfe:SFxv_3644
ko:K02876	sfe:SFxv_3645
ko:K02907	sfe:SFxv_3646
ko:K02988	sfe:SFxv_3647
ko:K02881	sfe:SFxv_3648
ko:K02933	sfe:SFxv_3649
ko:K02994	sfe:SFxv_3650
ko:K02954	sfe:SFxv_3651
ko:K02931	sfe:SFxv_3652
ko:K02895	sfe:SFxv_3653
ko:K02874	sfe:SFxv_3654
ko:K02961	sfe:SFxv_3655
ko:K02904	sfe:SFxv_3656
ko:K02878	sfe:SFxv_3657
ko:K02982	sfe:SFxv_3658
ko:K02890	sfe:SFxv_3659
ko:K02965	sfe:SFxv_3660
ko:K02886	sfe:SFxv_3661
ko:K02892	sfe:SFxv_3662
ko:K02926	sfe:SFxv_3663
ko:K15550	sfe:SFxv_4517
ko:K15547	sfe:SFxv_4518
ko:K15549	sfe:SFxv_4519
ko:K03701	sfe:SFxv_4522
ko:K03788	sfe:SFxv_4525
ko:K00832	sfe:SFxv_4527
ko:K01775	sfe:SFxv_4528
ko:K05539	sfe:SFxv_4532
ko:K09823	sfe:SFxv_4535
ko:K03327	sfe:SFxv_4537
ko:K01356	sfe:SFxv_4538
ko:K00901	sfe:SFxv_4539
ko:K00631	sfe:SFxv_4540
ko:K03179	sfe:SFxv_4541
ko:K03181	sfe:SFxv_4542
ko:K05775	sfe:SFxv_4544
ko:K02024	sfe:SFxv_4545
ko:K08138	sfe:SFxv_4550
ko:K13256	sfe:SFxv_4551
ko:K01810	sfe:SFxv_4557
ko:K00928	sfe:SFxv_4558
ko:K07559	sfe:SFxv_4567
ko:K01305	sfe:SFxv_4571
ko:K00254	sfe:SFxv_1025
ko:K08151	sfe:SFxv_1140
ko:K13683	sfe:SFxv_2355
ko:K16348	sfe:SFxv_4694
ko:K01990	sfe:SFxv_0810
ko:K07497	sfe:SFxv_0754
ko:K12679	sfe:SFxv_5027
ko:K12262	sfe:SFxv_2012
ko:K07497	sfe:SFxv_0934
ko:K07497	sfe:SFxv_1803
ko:K07497	sfe:SFxv_2132
ko:K07497	sfe:SFxv_2150
ko:K07497	sfe:SFxv_2672
ko:K07497	sfe:SFxv_3135
ko:K07497	sfe:SFxv_2284
ko:K18968	sfe:SFxv_0361
ko:K10906	sfe:SFxv_1559
ko:K14237	sfe:SFxv_5254
ko:K14237	sfe:SFxv_5319
ko:K14237	sfe:SFxv_5255
ko:K14237	sfe:SFxv_5321
ko:K11012	sfe:SFxv_3256
ko:K11745	sfe:SFxv_0045
ko:K16092	sfe:SFxv_4411
ko:K16138	sfe:SFxv_1840
ko:K02503	sfe:SFxv_1260
ko:K16301	sfe:SFxv_1108
ko:K16136	sfe:SFxv_1846
ko:K16140	sfe:SFxv_1836
ko:K14225	sfe:SFxv_5292
ko:K16137	sfe:SFxv_1880
ko:K14223	sfe:SFxv_5230
ko:K14223	sfe:SFxv_5231
ko:K14233	sfe:SFxv_5315
ko:K14233	sfe:SFxv_5317
ko:K14230	sfe:SFxv_5302
ko:K14230	sfe:SFxv_5312
ko:K14230	sfe:SFxv_5296
ko:K14237	sfe:SFxv_5247
ko:K14234	sfe:SFxv_5275
ko:K14228	sfe:SFxv_5285
ko:K02550	sfe:SFxv_3308
ko:K02014	sfe:SFxv_0150
ko:K05875	sfe:SFxv_2159
ko:K07480	sfe:SFxv_4887
ko:K07480	sfe:SFxv_4790
ko:K07480	sfe:SFxv_4761
ko:K07480	sfe:SFxv_4726
ko:K07480	sfe:SFxv_4690
ko:K07480	sfe:SFxv_4677
ko:K07480	sfe:SFxv_4619
ko:K07480	sfe:SFxv_4060
ko:K07480	sfe:SFxv_4044
ko:K07480	sfe:SFxv_3983
ko:K07480	sfe:SFxv_3945
ko:K07480	sfe:SFxv_3925
ko:K07480	sfe:SFxv_3917
ko:K07480	sfe:SFxv_3867
ko:K07480	sfe:SFxv_3850
ko:K07480	sfe:SFxv_3619
ko:K07480	sfe:SFxv_3201
ko:K07480	sfe:SFxv_3016
ko:K07480	sfe:SFxv_2660
ko:K07480	sfe:SFxv_2381
ko:K07480	sfe:SFxv_2356
ko:K07480	sfe:SFxv_2313
ko:K07480	sfe:SFxv_2245
ko:K07480	sfe:SFxv_2167
ko:K07480	sfe:SFxv_1940
ko:K07480	sfe:SFxv_1937
ko:K07480	sfe:SFxv_1719
ko:K07480	sfe:SFxv_1551
ko:K07480	sfe:SFxv_0655
ko:K07480	sfe:SFxv_0553
ko:K07480	sfe:SFxv_0140
ko:K07480	sfe:SFxv_4731
ko:K07480	sfe:SFxv_4673
ko:K07480	sfe:SFxv_4329
ko:K07480	sfe:SFxv_4084
ko:K07480	sfe:SFxv_4070
ko:K07480	sfe:SFxv_3949
ko:K07480	sfe:SFxv_3855
ko:K07480	sfe:SFxv_3576
ko:K07480	sfe:SFxv_3443
ko:K07480	sfe:SFxv_3062
ko:K07480	sfe:SFxv_3059
ko:K07480	sfe:SFxv_2418
ko:K07480	sfe:SFxv_2402
ko:K07480	sfe:SFxv_2259
ko:K07480	sfe:SFxv_2029
ko:K07480	sfe:SFxv_1911
ko:K07480	sfe:SFxv_1694
ko:K07480	sfe:SFxv_1682
ko:K07480	sfe:SFxv_1530
ko:K07480	sfe:SFxv_1367
ko:K07480	sfe:SFxv_1085
ko:K07480	sfe:SFxv_0592
ko:K07480	sfe:SFxv_0511
ko:K07480	sfe:SFxv_0407
ko:K07480	sfe:SFxv_0307
ko:K07480	sfe:SFxv_0276
ko:K07480	sfe:SFxv_0268
ko:K07480	sfe:SFxv_1155
ko:K07480	sfe:SFxv_1142
ko:K07480	sfe:SFxv_1138
ko:K07480	sfe:SFxv_4175
ko:K07480	sfe:SFxv_3836
ko:K07480	sfe:SFxv_2489
ko:K08151	sfe:SFxv_1153
ko:K07480	sfe:SFxv_3208
ko:K07480	sfe:SFxv_1931
ko:K07480	sfe:SFxv_2410
ko:K02014	sfe:SFxv_4052
ko:K14744	sfe:SFxv_0763
ko:K00526	sfe:SFxv_2558
ko:K00287	sfe:SFxv_0047
ko:K07497	sfe:SFxv_2873
ko:K07497	sfe:SFxv_3149
ko:K07497	sfe:SFxv_4348
ko:K07497	sfe:SFxv_4564
ko:K07497	sfe:SFxv_4942
ko:K09022	sfe:SFxv_3460
ko:K01175	sfe:SFxv_0669
ko:K07483	sfe:SFxv_4221
ko:K03386	sfe:SFxv_0577
ko:K05966	sfe:SFxv_0586
ko:K02017	sfe:SFxv_0595
ko:K01784	sfe:SFxv_0601
ko:K02025	sfe:SFxv_1492
ko:K04844	sfe:SFxv_1497
ko:K10762	sfe:SFxv_1521
ko:K03593	sfe:SFxv_2405
ko:K01489	sfe:SFxv_2461
ko:K14235	sfe:SFxv_5264
ko:K16052	sfe:SFxv_2063
ko:K10563	sfe:SFxv_4003
ko:K14234	sfe:SFxv_5241
ko:K14234	sfe:SFxv_5310
ko:K14234	sfe:SFxv_5245
ko:K14234	sfe:SFxv_5272
ko:K14234	sfe:SFxv_5303
ko:K14234	sfe:SFxv_5237
ko:K14221	sfe:SFxv_5224
ko:K14221	sfe:SFxv_5263
ko:K14221	sfe:SFxv_5225
ko:K14237	sfe:SFxv_5248
ko:K14231	sfe:SFxv_5259
ko:K14231	sfe:SFxv_5284
ko:K14230	sfe:SFxv_5260
ko:K14228	sfe:SFxv_5290
ko:K14234	sfe:SFxv_5289
ko:K14232	sfe:SFxv_5286
ko:K14238	sfe:SFxv_5261
ko:K07657	sfe:SFxv_0376
ko:K07126	sfe:SFxv_0406
ko:K07660	sfe:SFxv_1310
ko:K11105	sfe:SFxv_1355
ko:K01297	sfe:SFxv_1357
ko:K12943	sfe:SFxv_3140
ko:K01823	sfe:SFxv_3153
ko:K04763	sfe:SFxv_3159
ko:K01262	sfe:SFxv_3173
ko:K01934	sfe:SFxv_3176
ko:K00058	sfe:SFxv_3178
ko:K01847	sfe:SFxv_3181
ko:K07588	sfe:SFxv_3182
ko:K03442	sfe:SFxv_3188
ko:K06934	sfe:SFxv_3192
ko:K02755	sfe:SFxv_4068
ko:K02756	sfe:SFxv_4068
ko:K02757	sfe:SFxv_4068
ko:K03307	sfe:SFxv_4113
ko:K07784	sfe:SFxv_4127
ko:K03767	sfe:SFxv_3693
ko:K14230	sfe:SFxv_5235
ko:K14230	sfe:SFxv_5243
ko:K14230	sfe:SFxv_5239
ko:K14230	sfe:SFxv_5308
ko:K01985	sfe:SFxv_5214
ko:K01985	sfe:SFxv_5215
ko:K01985	sfe:SFxv_5217
ko:K01985	sfe:SFxv_5218
ko:K01985	sfe:SFxv_5219
ko:K01985	sfe:SFxv_5220
ko:K01985	sfe:SFxv_5216
ko:K07729	sfe:SFxv_0323a
ko:K00059	sfe:SFxv_1249
ko:K02619	sfe:SFxv_1252
ko:K11069	sfe:SFxv_1278
ko:K11071	sfe:SFxv_1280
ko:K11072	sfe:SFxv_1281
ko:K01258	sfe:SFxv_1282
ko:K01176	sfe:SFxv_2199
ko:K06910	sfe:SFxv_2209
ko:K02414	sfe:SFxv_2217
ko:K02100	sfe:SFxv_3125
ko:K00626	sfe:SFxv_3128
ko:K03488	sfe:SFxv_4067
ko:K13287	sfe:SFxv_4969
ko:K13285	sfe:SFxv_4971
ko:K04067	sfe:SFxv_0457
ko:K00939	sfe:SFxv_0464
ko:K03455	sfe:SFxv_0468
ko:K11751	sfe:SFxv_0470
ko:K06039	sfe:SFxv_1394
ko:K00374	sfe:SFxv_1403
ko:K15582	sfe:SFxv_1419
ko:K00033	sfe:SFxv_2326
ko:K02173	sfe:SFxv_3197
ko:K01480	sfe:SFxv_3206
ko:K01585	sfe:SFxv_3210
ko:K02428	sfe:SFxv_3225
ko:K01424	sfe:SFxv_3233
ko:K03289	sfe:SFxv_3242
ko:K02116	sfe:SFxv_4162
ko:K03718	sfe:SFxv_4166
ko:K10440	sfe:SFxv_4178
ko:K00852	sfe:SFxv_4180
ko:K11751	sfe:SFxv_5032
ko:K07483	sfe:SFxv_1040
ko:K02004	sfe:SFxv_0486
ko:K03768	sfe:SFxv_0503
ko:K07665	sfe:SFxv_0519
ko:K04774	sfe:SFxv_1445
ko:K08992	sfe:SFxv_1454
ko:K03606	sfe:SFxv_2346
ko:K01104	sfe:SFxv_2362
ko:K02436	sfe:SFxv_2379
ko:K00094	sfe:SFxv_2380
ko:K02775	sfe:SFxv_2383
ko:K00666	sfe:SFxv_3316
ko:K00652	sfe:SFxv_3320
ko:K03769	sfe:SFxv_4196
ko:K02851	sfe:SFxv_4204
ko:K02852	sfe:SFxv_4215
ko:K01719	sfe:SFxv_4224
ko:K07483	sfe:SFxv_3496
ko:K07483	sfe:SFxv_0902
ko:K07483	sfe:SFxv_0950
ko:K07483	sfe:SFxv_1010
ko:K07483	sfe:SFxv_1198
ko:K07483	sfe:SFxv_1336
ko:K07483	sfe:SFxv_1519
ko:K07483	sfe:SFxv_1649
ko:K07483	sfe:SFxv_2008
ko:K07483	sfe:SFxv_2301
ko:K07483	sfe:SFxv_2872
ko:K07483	sfe:SFxv_2956
ko:K07483	sfe:SFxv_3150
ko:K07483	sfe:SFxv_3273
ko:K07483	sfe:SFxv_3745
ko:K07483	sfe:SFxv_4136
ko:K07483	sfe:SFxv_4349
ko:K07483	sfe:SFxv_4470
ko:K07483	sfe:SFxv_4563
ko:K07483	sfe:SFxv_4941
ko:K07483	sfe:SFxv_5059
ko:K07483	sfe:SFxv_5126
ko:K07483	sfe:SFxv_1783
ko:K07483	sfe:SFxv_3384
ko:K07483	sfe:SFxv_4039
ko:K07483	sfe:SFxv_4058
ko:K06445	sfe:SFxv_0288
ko:K07491	sfe:SFxv_0293
ko:K03830	sfe:SFxv_0299
ko:K00769	sfe:SFxv_0303
ko:K08161	sfe:SFxv_1206a
ko:K03810	sfe:SFxv_1222
ko:K06179	sfe:SFxv_1241
ko:K06201	sfe:SFxv_2139
ko:K00575	sfe:SFxv_2157
ko:K03087	sfe:SFxv_3031
ko:K00380	sfe:SFxv_3049
ko:K04765	sfe:SFxv_3067
ko:K02798	sfe:SFxv_3960
ko:K02799	sfe:SFxv_3960
ko:K02800	sfe:SFxv_3960
ko:K00101	sfe:SFxv_3972
ko:K00639	sfe:SFxv_3986
ko:K02843	sfe:SFxv_3989
ko:K03279	sfe:SFxv_3993
ko:K10541	sfe:SFxv_2465
ko:K03748	sfe:SFxv_2462
ko:K11209	sfe:SFxv_3332
ko:K06281	sfe:SFxv_3337
ko:K06282	sfe:SFxv_3340
ko:K01760	sfe:SFxv_3349
ko:K07666	sfe:SFxv_3366
ko:K01515	sfe:SFxv_3375
ko:K02858	sfe:SFxv_3382
ko:K03498	sfe:SFxv_4278
ko:K00230	sfe:SFxv_4279
ko:K10000	sfe:SFxv_0886
ko:K16012	sfe:SFxv_0915
ko:K16013	sfe:SFxv_0916
ko:K07307	sfe:SFxv_0924
ko:K07308	sfe:SFxv_0925
ko:K01679	sfe:SFxv_1831
ko:K01488	sfe:SFxv_1849
ko:K03617	sfe:SFxv_1854
ko:K03616	sfe:SFxv_1855
