ko:K09796	pstu:UIB01_11395
ko:K03673	pstu:UIB01_00940
ko:K13590	pstu:UIB01_00950
ko:K11066	pstu:UIB01_00955
ko:K11384	pstu:UIB01_00970
ko:K07080	pstu:UIB01_01005
ko:K07649	pstu:UIB01_01020
ko:K07774	pstu:UIB01_01025
ko:K07795	pstu:UIB01_01035
ko:K07794	pstu:UIB01_01040
ko:K07793	pstu:UIB01_01045
ko:K07120	pstu:UIB01_01050
ko:K03324	pstu:UIB01_01055
ko:K08738	pstu:UIB01_01060
ko:K03583	pstu:UIB01_01065
ko:K03582	pstu:UIB01_01070
ko:K03581	pstu:UIB01_01075
ko:K07088	pstu:UIB01_01090
ko:K10806	pstu:UIB01_01100
ko:K02040	pstu:UIB01_01105
ko:K02037	pstu:UIB01_01110
ko:K02038	pstu:UIB01_01115
ko:K02036	pstu:UIB01_01120
ko:K02039	pstu:UIB01_01125
ko:K01126	pstu:UIB01_01150
ko:K07095	pstu:UIB01_01165
ko:K01687	pstu:UIB01_01180
ko:K06969	pstu:UIB01_01190
ko:K05520	pstu:UIB01_01195
ko:K10563	pstu:UIB01_01205
ko:K03324	pstu:UIB01_01215
ko:K00681	pstu:UIB01_01220
ko:K07644	pstu:UIB01_05530
ko:K01142	pstu:UIB01_05535
ko:K16345	pstu:UIB01_05555
ko:K01483	pstu:UIB01_05570
ko:K01477	pstu:UIB01_05575
ko:K07127	pstu:UIB01_05590
ko:K06901	pstu:UIB01_05600
ko:K01487	pstu:UIB01_05610
ko:K07402	pstu:UIB01_05615
ko:K13482	pstu:UIB01_05620
ko:K13481	pstu:UIB01_05625
ko:K02058	pstu:UIB01_05635
ko:K18456	pstu:UIB01_05640
ko:K07461	pstu:UIB01_05660
ko:K06899	pstu:UIB01_05680
ko:K02548	pstu:UIB01_05685
ko:K06970	pstu:UIB01_05705
ko:K01873	pstu:UIB01_05730
ko:K02339	pstu:UIB01_05740
ko:K01255	pstu:UIB01_05745
ko:K07091	pstu:UIB01_05750
ko:K11720	pstu:UIB01_05755
ko:K03704	pstu:UIB01_05765
ko:K07568	pstu:UIB01_05780
ko:K00773	pstu:UIB01_05785
ko:K03210	pstu:UIB01_05790
ko:K03072	pstu:UIB01_05795
ko:K03074	pstu:UIB01_05800
ko:K01092	pstu:UIB01_05810
ko:K08963	pstu:UIB01_10260
ko:K02469	pstu:UIB01_10265
ko:K00831	pstu:UIB01_10270
ko:K14170	pstu:UIB01_10275
ko:K00817	pstu:UIB01_10280
ko:K00945	pstu:UIB01_10290
ko:K02945	pstu:UIB01_10295
ko:K00799	pstu:UIB01_10310
ko:K01495	pstu:UIB01_10315
ko:K07320	pstu:UIB01_10330
ko:K00036	pstu:UIB01_10335
ko:K01057	pstu:UIB01_10340
ko:K01625	pstu:UIB01_10345
ko:K06178	pstu:UIB01_10350
ko:K00568	pstu:UIB01_10365
ko:K07084	pstu:UIB01_10410
ko:K07093	pstu:UIB01_10420
ko:K01637	pstu:UIB01_10425
ko:K01756	pstu:UIB01_10450
ko:K07153	pstu:UIB01_10455
ko:K00566	pstu:UIB01_10460
ko:K06076	pstu:UIB01_14740
ko:K07001	pstu:UIB01_14750
ko:K01130	pstu:UIB01_14765
ko:K00243	pstu:UIB01_14825
ko:K00117	pstu:UIB01_14830
ko:K06182	pstu:UIB01_14845
ko:K02030	pstu:UIB01_14850
ko:K03724	pstu:UIB01_14870
ko:K01953	pstu:UIB01_14910
ko:K09898	pstu:UIB01_14935
ko:K03449	pstu:UIB01_14945
ko:K14393	pstu:UIB01_14955
ko:K04754	pstu:UIB01_14975
ko:K06911	pstu:UIB01_14980
ko:K02517	pstu:UIB01_14985
ko:K03610	pstu:UIB01_14990
ko:K03609	pstu:UIB01_14995
ko:K03608	pstu:UIB01_15000
ko:K06177	pstu:UIB01_15005
ko:K01267	pstu:UIB01_15010
ko:K00762	pstu:UIB01_19280
ko:K01142	pstu:UIB01_19285
ko:K09940	pstu:UIB01_19290
ko:K00989	pstu:UIB01_19295
ko:K00942	pstu:UIB01_19305
ko:K03060	pstu:UIB01_19310
ko:K03798	pstu:UIB01_19340
ko:K08988	pstu:UIB01_19355
ko:K06872	pstu:UIB01_19360
ko:K03744	pstu:UIB01_19365
ko:K00252	pstu:UIB01_19385
ko:K05787	pstu:UIB01_19405
ko:K05297	pstu:UIB01_19410
ko:K03303	pstu:UIB01_19420
ko:K01638	pstu:UIB01_19425
ko:K11477	pstu:UIB01_19430
ko:K11473	pstu:UIB01_19435
ko:K11472	pstu:UIB01_19440
ko:K00104	pstu:UIB01_19445
ko:K11474	pstu:UIB01_19450
ko:K03181	pstu:UIB01_19455
ko:K03179	pstu:UIB01_19460
ko:K07657	pstu:UIB01_19465
ko:K07636	pstu:UIB01_19470
ko:K01999	pstu:UIB01_19500
ko:K00790	pstu:UIB01_04695
ko:K00765	pstu:UIB01_04700
ko:K00013	pstu:UIB01_04705
ko:K00817	pstu:UIB01_04710
ko:K04691	pstu:UIB01_04715
ko:K00957	pstu:UIB01_04725
ko:K00955	pstu:UIB01_04730
ko:K02652	pstu:UIB01_04740
ko:K02653	pstu:UIB01_04745
ko:K02654	pstu:UIB01_04750
ko:K00859	pstu:UIB01_04755
ko:K09862	pstu:UIB01_04760
ko:K02871	pstu:UIB01_04775
ko:K02996	pstu:UIB01_04780
ko:K00411	pstu:UIB01_04785
ko:K00412	pstu:UIB01_04790
ko:K00413	pstu:UIB01_04795
ko:K03599	pstu:UIB01_04800
ko:K03600	pstu:UIB01_04805
ko:K03271	pstu:UIB01_04815
ko:K07460	pstu:UIB01_04820
ko:K07121	pstu:UIB01_04825
ko:K07056	pstu:UIB01_04830
ko:K03925	pstu:UIB01_04835
ko:K03438	pstu:UIB01_04840
ko:K03586	pstu:UIB01_04845
ko:K03587	pstu:UIB01_04850
ko:K01928	pstu:UIB01_04855
ko:K01929	pstu:UIB01_04860
ko:K01000	pstu:UIB01_04865
ko:K01925	pstu:UIB01_04870
ko:K03588	pstu:UIB01_04875
ko:K02563	pstu:UIB01_04880
ko:K01924	pstu:UIB01_04885
ko:K01921	pstu:UIB01_04890
ko:K03589	pstu:UIB01_04895
ko:K03590	pstu:UIB01_04900
ko:K03531	pstu:UIB01_04905
ko:K02535	pstu:UIB01_04910
ko:K03594	pstu:UIB01_04915
ko:K04064	pstu:UIB01_04925
ko:K07507	pstu:UIB01_04935
ko:K06966	pstu:UIB01_04955
ko:K01129	pstu:UIB01_09305
ko:K03752	pstu:UIB01_09345
ko:K09471	pstu:UIB01_09365
ko:K01868	pstu:UIB01_09375
ko:K02520	pstu:UIB01_09380
ko:K02916	pstu:UIB01_09385
ko:K02887	pstu:UIB01_09390
ko:K01889	pstu:UIB01_09395
ko:K01890	pstu:UIB01_09400
ko:K04764	pstu:UIB01_09405
ko:K07154	pstu:UIB01_09430
ko:K02230	pstu:UIB01_09515
ko:K01953	pstu:UIB01_09560
ko:K00643	pstu:UIB01_09575
ko:K03406	pstu:UIB01_13880
ko:K00355	pstu:UIB01_13885
ko:K13688	pstu:UIB01_13960
ko:K08303	pstu:UIB01_13965
ko:K08159	pstu:UIB01_13975
ko:K00274	pstu:UIB01_13995
ko:K10716	pstu:UIB01_14010
ko:K17675	pstu:UIB01_14020
ko:K02440	pstu:UIB01_14030
ko:K00864	pstu:UIB01_14035
ko:K02444	pstu:UIB01_14040
ko:K00111	pstu:UIB01_14045
ko:K03769	pstu:UIB01_14060
ko:K03406	pstu:UIB01_14065
ko:K01092	pstu:UIB01_14090
ko:K12972	pstu:UIB01_14105
ko:K03320	pstu:UIB01_14110
ko:K01129	pstu:UIB01_14115
ko:K15268	pstu:UIB01_14135
ko:K06886	pstu:UIB01_14155
ko:K02428	pstu:UIB01_14160
ko:K07397	pstu:UIB01_18435
ko:K10914	pstu:UIB01_18440
ko:K01609	pstu:UIB01_18445
ko:K00766	pstu:UIB01_18450
ko:K01658	pstu:UIB01_18455
ko:K01657	pstu:UIB01_18460
ko:K01091	pstu:UIB01_18465
ko:K01783	pstu:UIB01_18470
ko:K14268	pstu:UIB01_18475
ko:K00135	pstu:UIB01_18480
ko:K02053	pstu:UIB01_18485
ko:K02054	pstu:UIB01_18490
ko:K02055	pstu:UIB01_18495
ko:K02052	pstu:UIB01_18500
ko:K05801	pstu:UIB01_18520
ko:K07102	pstu:UIB01_18530
ko:K04744	pstu:UIB01_18535
ko:K03771	pstu:UIB01_18540
ko:K00097	pstu:UIB01_18545
ko:K02528	pstu:UIB01_18550
ko:K06195	pstu:UIB01_18555
ko:K01525	pstu:UIB01_18560
ko:K02439	pstu:UIB01_18565
ko:K07180	pstu:UIB01_18570
ko:K09786	pstu:UIB01_18575
ko:K00974	pstu:UIB01_18585
ko:K00950	pstu:UIB01_18590
ko:K01633	pstu:UIB01_18595
ko:K08591	pstu:UIB01_18600
ko:K01409	pstu:UIB01_18605
ko:K02970	pstu:UIB01_18610
ko:K03086	pstu:UIB01_18620
ko:K01740	pstu:UIB01_18645
ko:K03672	pstu:UIB01_18650
ko:K02078	pstu:UIB01_18665
ko:K02078	pstu:UIB01_18670
ko:K01745	pstu:UIB01_18695
ko:K07107	pstu:UIB01_18700
ko:K01995	pstu:UIB01_19505
ko:K01996	pstu:UIB01_19510
ko:K01997	pstu:UIB01_19515
ko:K01998	pstu:UIB01_19520
ko:K13292	pstu:UIB01_19535
ko:K07090	pstu:UIB01_19540
ko:K08484	pstu:UIB01_19550
ko:K02029	pstu:UIB01_00645
ko:K02030	pstu:UIB01_00650
ko:K02028	pstu:UIB01_00655
ko:K02168	pstu:UIB01_00660
ko:K02030	pstu:UIB01_00670
ko:K03575	pstu:UIB01_00740
ko:K07289	pstu:UIB01_00745
ko:K15578	pstu:UIB01_00755
ko:K15577	pstu:UIB01_00760
ko:K15576	pstu:UIB01_00765
ko:K01693	pstu:UIB01_00775
ko:K02501	pstu:UIB01_00780
ko:K01814	pstu:UIB01_00790
ko:K02500	pstu:UIB01_00795
ko:K09798	pstu:UIB01_00810
ko:K03797	pstu:UIB01_00815
ko:K15633	pstu:UIB01_00825
ko:K03071	pstu:UIB01_00840
ko:K02415	pstu:UIB01_00850
ko:K01934	pstu:UIB01_00865
ko:K09888	pstu:UIB01_00870
ko:K09895	pstu:UIB01_00880
ko:K01262	pstu:UIB01_00885
ko:K03185	pstu:UIB01_00890
ko:K02012	pstu:UIB01_00905
ko:K02011	pstu:UIB01_00910
ko:K00605	pstu:UIB01_00915
ko:K02437	pstu:UIB01_00920
ko:K03070	pstu:UIB01_05250
ko:K00620	pstu:UIB01_05255
ko:K03574	pstu:UIB01_05265
ko:K03386	pstu:UIB01_05270
ko:K03387	pstu:UIB01_05275
ko:K06889	pstu:UIB01_05285
ko:K00798	pstu:UIB01_05295
ko:K00077	pstu:UIB01_05305
ko:K09767	pstu:UIB01_05315
ko:K03442	pstu:UIB01_05320
ko:K08218	pstu:UIB01_05325
ko:K07443	pstu:UIB01_05330
ko:K00059	pstu:UIB01_05340
ko:K07226	pstu:UIB01_05345
ko:K07113	pstu:UIB01_05350
ko:K04078	pstu:UIB01_05355
ko:K04077	pstu:UIB01_05360
ko:K18138	pstu:UIB01_05370
ko:K03585	pstu:UIB01_05375
ko:K03406	pstu:UIB01_05380
ko:K09947	pstu:UIB01_05385
ko:K07338	pstu:UIB01_05390
ko:K07231	pstu:UIB01_05400
ko:K03744	pstu:UIB01_05405
ko:K04564	pstu:UIB01_05425
ko:K06895	pstu:UIB01_05430
ko:K05596	pstu:UIB01_05435
ko:K12686	pstu:UIB01_05450
ko:K00763	pstu:UIB01_05460
ko:K05916	pstu:UIB01_05475
ko:K00873	pstu:UIB01_05485
ko:K01608	pstu:UIB01_05505
ko:K07127	pstu:UIB01_05515
ko:K07458	pstu:UIB01_09895
ko:K06871	pstu:UIB01_10000
ko:K08167	pstu:UIB01_10030
ko:K00138	pstu:UIB01_10075
ko:K04023	pstu:UIB01_10080
ko:K03735	pstu:UIB01_10085
ko:K03736	pstu:UIB01_10090
ko:K07248	pstu:UIB01_10100
ko:K02014	pstu:UIB01_10110
ko:K00873	pstu:UIB01_10115
ko:K11105	pstu:UIB01_10125
ko:K01424	pstu:UIB01_10135
ko:K11103	pstu:UIB01_10145
ko:K01755	pstu:UIB01_10150
ko:K03630	pstu:UIB01_10170
ko:K09858	pstu:UIB01_14460
ko:K00528	pstu:UIB01_14465
ko:K05812	pstu:UIB01_14485
ko:K07576	pstu:UIB01_14500
ko:K06966	pstu:UIB01_14505
ko:K03565	pstu:UIB01_14510
ko:K03743	pstu:UIB01_14520
ko:K03555	pstu:UIB01_14530
ko:K05524	pstu:UIB01_14535
ko:K06986	pstu:UIB01_14550
ko:K14335	pstu:UIB01_14555
ko:K07058	pstu:UIB01_14560
ko:K03412	pstu:UIB01_14575
ko:K00575	pstu:UIB01_14580
ko:K03408	pstu:UIB01_14585
ko:K03406	pstu:UIB01_14590
ko:K03407	pstu:UIB01_14595
ko:K03413	pstu:UIB01_14605
ko:K03406	pstu:UIB01_14610
ko:K01426	pstu:UIB01_14625
ko:K01455	pstu:UIB01_14635
ko:K11963	pstu:UIB01_14640
ko:K11962	pstu:UIB01_14645
ko:K11961	pstu:UIB01_14650
ko:K11960	pstu:UIB01_14655
ko:K11959	pstu:UIB01_14660
ko:K02078	pstu:UIB01_14690
ko:K07222	pstu:UIB01_14710
ko:K02014	pstu:UIB01_14720
ko:K05851	pstu:UIB01_19030
ko:K06140	pstu:UIB01_19035
ko:K06202	pstu:UIB01_19040
ko:K01586	pstu:UIB01_19050
ko:K01778	pstu:UIB01_19055
ko:K09921	pstu:UIB01_19060
ko:K03733	pstu:UIB01_19065
ko:K03320	pstu:UIB01_19085
ko:K03320	pstu:UIB01_19090
ko:K04752	pstu:UIB01_19095
ko:K09806	pstu:UIB01_19100
ko:K07391	pstu:UIB01_19105
ko:K02168	pstu:UIB01_19110
ko:K03656	pstu:UIB01_19120
ko:K11068	pstu:UIB01_19125
ko:K00140	pstu:UIB01_19135
ko:K00134	pstu:UIB01_19150
ko:K01187	pstu:UIB01_19155
ko:K05343	pstu:UIB01_19160
ko:K03816	pstu:UIB01_19170
ko:K00285	pstu:UIB01_19195
ko:K03719	pstu:UIB01_19200
ko:K03406	pstu:UIB01_19225
ko:K00074	pstu:UIB01_19230
ko:K03630	pstu:UIB01_19245
ko:K13038	pstu:UIB01_19250
ko:K15778	pstu:UIB01_19260
ko:K00930	pstu:UIB01_19265
ko:K02313	pstu:UIB01_00005
ko:K02338	pstu:UIB01_00010
ko:K03629	pstu:UIB01_00015
ko:K02470	pstu:UIB01_00020
ko:K03387	pstu:UIB01_00025
ko:K13069	pstu:UIB01_00030
ko:K00655	pstu:UIB01_00035
ko:K03273	pstu:UIB01_00040
ko:K01879	pstu:UIB01_00045
ko:K01878	pstu:UIB01_00050
ko:K01246	pstu:UIB01_00055
ko:K02517	pstu:UIB01_00060
ko:K03435	pstu:UIB01_04410
ko:K02768	pstu:UIB01_04415
ko:K08483	pstu:UIB01_04415
ko:K11183	pstu:UIB01_04415
ko:K00882	pstu:UIB01_04420
ko:K02769	pstu:UIB01_04425
ko:K02770	pstu:UIB01_04425
ko:K02837	pstu:UIB01_04435
ko:K01581	pstu:UIB01_04440
ko:K07126	pstu:UIB01_04445
ko:K16090	pstu:UIB01_04455
ko:K00380	pstu:UIB01_04460
ko:K09939	pstu:UIB01_04475
ko:K16089	pstu:UIB01_04480
ko:K15011	pstu:UIB01_04490
ko:K15012	pstu:UIB01_04495
ko:K07088	pstu:UIB01_04500
ko:K07301	pstu:UIB01_04525
ko:K07301	pstu:UIB01_04530
ko:K03642	pstu:UIB01_04535
ko:K02434	pstu:UIB01_04540
ko:K02433	pstu:UIB01_04545
ko:K02435	pstu:UIB01_04550
ko:K03569	pstu:UIB01_04555
ko:K03570	pstu:UIB01_04560
ko:K03571	pstu:UIB01_04565
ko:K06287	pstu:UIB01_04575
ko:K08301	pstu:UIB01_04580
ko:K03568	pstu:UIB01_04595
ko:K09889	pstu:UIB01_04600
ko:K03592	pstu:UIB01_04605
ko:K11189	pstu:UIB01_04610
ko:K06958	pstu:UIB01_04615
ko:K02806	pstu:UIB01_04620
ko:K05808	pstu:UIB01_04625
ko:K03092	pstu:UIB01_04630
ko:K06861	pstu:UIB01_04635
ko:K09774	pstu:UIB01_04640
ko:K11719	pstu:UIB01_04645
ko:K03270	pstu:UIB01_04650
ko:K06041	pstu:UIB01_04655
ko:K02065	pstu:UIB01_04660
ko:K02066	pstu:UIB01_04665
ko:K02067	pstu:UIB01_04670
ko:K07323	pstu:UIB01_04675
ko:K07122	pstu:UIB01_04680
ko:K17315	pstu:UIB01_09010
ko:K17316	pstu:UIB01_09015
ko:K17317	pstu:UIB01_09020
ko:K10112	pstu:UIB01_09025
ko:K02024	pstu:UIB01_09030
ko:K06889	pstu:UIB01_09040
ko:K01736	pstu:UIB01_09045
ko:K05820	pstu:UIB01_09050
ko:K08967	pstu:UIB01_09055
ko:K01247	pstu:UIB01_09080
ko:K00797	pstu:UIB01_09085
ko:K07395	pstu:UIB01_09105
ko:K07090	pstu:UIB01_09120
ko:K07240	pstu:UIB01_09125
ko:K09977	pstu:UIB01_09130
ko:K00858	pstu:UIB01_09135
ko:K02441	pstu:UIB01_09145
ko:K09916	pstu:UIB01_09150
ko:K01256	pstu:UIB01_09160
ko:K07003	pstu:UIB01_09170
ko:K02303	pstu:UIB01_09175
ko:K00372	pstu:UIB01_09180
ko:K00363	pstu:UIB01_09185
ko:K02575	pstu:UIB01_09205
ko:K16370	pstu:UIB01_09210
ko:K07114	pstu:UIB01_09235
ko:K07114	pstu:UIB01_09240
ko:K03924	pstu:UIB01_09255
ko:K15371	pstu:UIB01_09260
ko:K00254	pstu:UIB01_09275
ko:K03812	pstu:UIB01_09280
ko:K12297	pstu:UIB01_09285
ko:K07259	pstu:UIB01_09290
ko:K09923	pstu:UIB01_09295
ko:K05782	pstu:UIB01_13605
ko:K03381	pstu:UIB01_13610
ko:K03464	pstu:UIB01_13615
ko:K05783	pstu:UIB01_13630
ko:K05784	pstu:UIB01_13635
ko:K05550	pstu:UIB01_13640
ko:K05549	pstu:UIB01_13645
ko:K05539	pstu:UIB01_13660
ko:K00616	pstu:UIB01_13665
ko:K04754	pstu:UIB01_13685
ko:K06879	pstu:UIB01_13695
ko:K01992	pstu:UIB01_13700
ko:K01990	pstu:UIB01_13705
ko:K05526	pstu:UIB01_13710
ko:K01692	pstu:UIB01_13725
ko:K03972	pstu:UIB01_13755
ko:K06445	pstu:UIB01_13765
ko:K07639	pstu:UIB01_13770
ko:K07661	pstu:UIB01_13775
ko:K03566	pstu:UIB01_13830
ko:K01118	pstu:UIB01_13835
ko:K02881	pstu:UIB01_18160
ko:K02933	pstu:UIB01_18165
ko:K02994	pstu:UIB01_18170
ko:K02954	pstu:UIB01_18175
ko:K02931	pstu:UIB01_18180
ko:K02895	pstu:UIB01_18185
ko:K02874	pstu:UIB01_18190
ko:K02961	pstu:UIB01_18195
ko:K02904	pstu:UIB01_18200
ko:K02878	pstu:UIB01_18205
ko:K02982	pstu:UIB01_18210
ko:K02890	pstu:UIB01_18215
ko:K02965	pstu:UIB01_18220
ko:K02886	pstu:UIB01_18225
ko:K02892	pstu:UIB01_18230
ko:K02926	pstu:UIB01_18235
ko:K02906	pstu:UIB01_18240
ko:K02946	pstu:UIB01_18245
ko:K02358	pstu:UIB01_18250
ko:K02355	pstu:UIB01_18255
ko:K02992	pstu:UIB01_18260
ko:K02950	pstu:UIB01_18265
ko:K03046	pstu:UIB01_18270
ko:K03043	pstu:UIB01_18275
ko:K02935	pstu:UIB01_18280
ko:K02864	pstu:UIB01_18285
ko:K02863	pstu:UIB01_18290
ko:K02867	pstu:UIB01_18295
ko:K02601	pstu:UIB01_18300
ko:K03073	pstu:UIB01_18305
ko:K02358	pstu:UIB01_18315
ko:K03525	pstu:UIB01_18340
ko:K03524	pstu:UIB01_18345
ko:K01866	pstu:UIB01_18380
ko:K09001	pstu:UIB01_18390
ko:K15724	pstu:UIB01_18395
ko:K00145	pstu:UIB01_18400
ko:K08973	pstu:UIB01_18405
ko:K02503	pstu:UIB01_18420
ko:K06134	pstu:UIB01_18425
ko:K00480	pstu:UIB01_22695
ko:K00480	pstu:UIB01_22720
ko:K01821	pstu:UIB01_22760
ko:K06204	pstu:UIB01_22955
ko:K07080	pstu:UIB01_00410
ko:K06167	pstu:UIB01_00425
ko:K05774	pstu:UIB01_00430
ko:K06162	pstu:UIB01_00435
ko:K05780	pstu:UIB01_00440
ko:K05781	pstu:UIB01_00445
ko:K06163	pstu:UIB01_00450
ko:K06164	pstu:UIB01_00455
ko:K06165	pstu:UIB01_00460
ko:K06166	pstu:UIB01_00465
ko:K02043	pstu:UIB01_00470
ko:K02042	pstu:UIB01_00475
ko:K02044	pstu:UIB01_00480
ko:K02041	pstu:UIB01_00485
ko:K15373	pstu:UIB01_00490
ko:K13929	pstu:UIB01_00495
ko:K13930	pstu:UIB01_00500
ko:K13931	pstu:UIB01_00505
ko:K13932	pstu:UIB01_00510
ko:K13933	pstu:UIB01_00515
ko:K13934	pstu:UIB01_00520
ko:K13935	pstu:UIB01_00525
ko:K03406	pstu:UIB01_00540
ko:K00285	pstu:UIB01_00545
ko:K13928	pstu:UIB01_00550
ko:K11904	pstu:UIB01_00570
ko:K11914	pstu:UIB01_00575
ko:K11907	pstu:UIB01_00580
ko:K11895	pstu:UIB01_00585
ko:K11896	pstu:UIB01_00590
ko:K11905	pstu:UIB01_00615
ko:K11900	pstu:UIB01_00620
ko:K11901	pstu:UIB01_00625
ko:K11910	pstu:UIB01_00630
ko:K01792	pstu:UIB01_00635
ko:K02029	pstu:UIB01_00640
ko:K03321	pstu:UIB01_04965
ko:K00116	pstu:UIB01_04975
ko:K07286	pstu:UIB01_04985
ko:K03406	pstu:UIB01_05025
ko:K00564	pstu:UIB01_05045
ko:K00018	pstu:UIB01_05050
ko:K00666	pstu:UIB01_05060
ko:K13788	pstu:UIB01_05090
ko:K00925	pstu:UIB01_05095
ko:K03775	pstu:UIB01_05100
ko:K00432	pstu:UIB01_05105
ko:K16137	pstu:UIB01_05110
ko:K06942	pstu:UIB01_05120
ko:K01056	pstu:UIB01_05125
ko:K02897	pstu:UIB01_05130
ko:K00948	pstu:UIB01_05135
ko:K00919	pstu:UIB01_05150
ko:K02494	pstu:UIB01_05155
ko:K02492	pstu:UIB01_05165
ko:K02835	pstu:UIB01_05170
ko:K02493	pstu:UIB01_05175
ko:K01776	pstu:UIB01_05185
ko:K02824	pstu:UIB01_05200
ko:K00761	pstu:UIB01_05205
ko:K00760	pstu:UIB01_05210
ko:K09918	pstu:UIB01_05235
ko:K07644	pstu:UIB01_09590
ko:K07665	pstu:UIB01_09595
ko:K17686	pstu:UIB01_09610
ko:K04084	pstu:UIB01_09625
ko:K07233	pstu:UIB01_09630
ko:K07798	pstu:UIB01_09665
ko:K07787	pstu:UIB01_09670
ko:K00954	pstu:UIB01_01230
ko:K00154	pstu:UIB01_01245
ko:K07019	pstu:UIB01_01255
ko:K08316	pstu:UIB01_01265
ko:K07263	pstu:UIB01_01270
ko:K07263	pstu:UIB01_01275
ko:K03110	pstu:UIB01_01280
ko:K09812	pstu:UIB01_01285
ko:K09811	pstu:UIB01_01290
ko:K03089	pstu:UIB01_01295
ko:K03814	pstu:UIB01_01310
ko:K03154	pstu:UIB01_01320
ko:K03149	pstu:UIB01_01325
ko:K03439	pstu:UIB01_01330
ko:K00926	pstu:UIB01_01340
ko:K00611	pstu:UIB01_01345
ko:K01478	pstu:UIB01_01350
ko:K03758	pstu:UIB01_01355
ko:K02428	pstu:UIB01_01375
ko:K00641	pstu:UIB01_01390
ko:K02221	pstu:UIB01_01400
ko:K00286	pstu:UIB01_01405
ko:K06997	pstu:UIB01_01410
ko:K02669	pstu:UIB01_01415
ko:K02670	pstu:UIB01_01420
ko:K01465	pstu:UIB01_01440
ko:K00609	pstu:UIB01_01445
ko:K02825	pstu:UIB01_01450
ko:K07447	pstu:UIB01_01455
ko:K07735	pstu:UIB01_01460
ko:K03832	pstu:UIB01_01465
ko:K01920	pstu:UIB01_01470
ko:K02657	pstu:UIB01_01475
ko:K02658	pstu:UIB01_01480
ko:K02659	pstu:UIB01_01485
ko:K02660	pstu:UIB01_01490
ko:K02487	pstu:UIB01_01500
ko:K07220	pstu:UIB01_09715
ko:K14162	pstu:UIB01_09750
ko:K01150	pstu:UIB01_09755
ko:K06147	pstu:UIB01_09775
ko:K10010	pstu:UIB01_09805
ko:K10009	pstu:UIB01_09810
ko:K02424	pstu:UIB01_09815
ko:K03087	pstu:UIB01_14190
ko:K06194	pstu:UIB01_14195
ko:K08974	pstu:UIB01_14200
ko:K00573	pstu:UIB01_14205
ko:K03787	pstu:UIB01_14210
ko:K06176	pstu:UIB01_14215
ko:K01770	pstu:UIB01_14220
ko:K01070	pstu:UIB01_14235
ko:K00121	pstu:UIB01_14240
ko:K00991	pstu:UIB01_14260
ko:K05589	pstu:UIB01_14265
ko:K01689	pstu:UIB01_14270
ko:K01627	pstu:UIB01_14275
ko:K01937	pstu:UIB01_14280
ko:K04075	pstu:UIB01_14285
ko:K01962	pstu:UIB01_14290
ko:K02337	pstu:UIB01_14295
ko:K03470	pstu:UIB01_14300
ko:K00748	pstu:UIB01_14305
ko:K00677	pstu:UIB01_14310
ko:K02372	pstu:UIB01_14315
ko:K02536	pstu:UIB01_14320
ko:K06142	pstu:UIB01_14325
ko:K07277	pstu:UIB01_14330
ko:K11749	pstu:UIB01_14335
ko:K00099	pstu:UIB01_14340
ko:K00981	pstu:UIB01_14345
ko:K00806	pstu:UIB01_14350
ko:K02838	pstu:UIB01_14355
ko:K09903	pstu:UIB01_14360
ko:K02357	pstu:UIB01_14365
ko:K02967	pstu:UIB01_14370
ko:K01265	pstu:UIB01_14375
ko:K00990	pstu:UIB01_14380
ko:K05564	pstu:UIB01_14385
ko:K05563	pstu:UIB01_14390
ko:K05562	pstu:UIB01_14395
ko:K05561	pstu:UIB01_14400
ko:K05560	pstu:UIB01_14405
ko:K05559	pstu:UIB01_14410
ko:K06077	pstu:UIB01_14415
ko:K00275	pstu:UIB01_14425
ko:K00647	pstu:UIB01_18725
ko:K00059	pstu:UIB01_18735
ko:K09458	pstu:UIB01_18740
ko:K08224	pstu:UIB01_18760
ko:K01599	pstu:UIB01_18765
ko:K00266	pstu:UIB01_18770
ko:K00265	pstu:UIB01_18775
ko:K03112	pstu:UIB01_18780
ko:K01735	pstu:UIB01_18785
ko:K00891	pstu:UIB01_18790
ko:K02666	pstu:UIB01_18795
ko:K02665	pstu:UIB01_18800
ko:K02662	pstu:UIB01_18815
ko:K05366	pstu:UIB01_18820
ko:K00029	pstu:UIB01_18825
ko:K02909	pstu:UIB01_18835
ko:K04066	pstu:UIB01_18840
ko:K01887	pstu:UIB01_18845
ko:K00523	pstu:UIB01_18855
ko:K03182	pstu:UIB01_18860
ko:K03628	pstu:UIB01_18865
ko:K03671	pstu:UIB01_18870
ko:K01524	pstu:UIB01_18880
ko:K00937	pstu:UIB01_18885
ko:K01698	pstu:UIB01_18890
ko:K09768	pstu:UIB01_18905
ko:K05834	pstu:UIB01_18910
ko:K06158	pstu:UIB01_18925
ko:K07740	pstu:UIB01_18940
ko:K03611	pstu:UIB01_18945
ko:K02498	pstu:UIB01_18950
ko:K02496	pstu:UIB01_18955
ko:K01719	pstu:UIB01_18960
ko:K01749	pstu:UIB01_18965
ko:K08083	pstu:UIB01_18970
ko:K08082	pstu:UIB01_18975
ko:K01755	pstu:UIB01_18980
ko:K06596	pstu:UIB01_01500
ko:K06597	pstu:UIB01_01505
ko:K15396	pstu:UIB01_05815
ko:K00640	pstu:UIB01_05820
