ko:K04042	cbb:CLD_0938
ko:K14221	cbb:CLD_0874
ko:K07052	cbb:CLD_3633
ko:K07057	cbb:CLD_1156
ko:K08314	cbb:CLD_1095
ko:K14227	cbb:CLD_0334
ko:K14227	cbb:CLD_0981
ko:K03292	cbb:CLD_3369
ko:K02304	cbb:CLD_3640
ko:K14233	cbb:CLD_0787
ko:K06133	cbb:CLD_1973
ko:K14238	cbb:CLD_1570
ko:K07052	cbb:CLD_2994
ko:K14218	cbb:CLD_0335
ko:K14218	cbb:CLD_0980
ko:K14218	cbb:CLD_0813
ko:K00131	cbb:CLD_3314
ko:K07005	cbb:CLD_0125
ko:K03307	cbb:CLD_0384
ko:K06147	cbb:CLD_3507
ko:K06147	cbb:CLD_3261
ko:K06147	cbb:CLD_2953
ko:K06147	cbb:CLD_2295
ko:K06147	cbb:CLD_2294
ko:K03307	cbb:CLD_0901
ko:K01537	cbb:CLD_3011
ko:K07496	cbb:CLD_2501
ko:K00764	cbb:CLD_1630
ko:K01270	cbb:CLD_3151
ko:K06919	cbb:CLD_2436
ko:K00131	cbb:CLD_2273
ko:K01992	cbb:CLD_0129
ko:K01990	cbb:CLD_0132
ko:K01990	cbb:CLD_0113
ko:K14540	cbb:CLD_2198
ko:K14652	cbb:CLD_1678
ko:K03091	cbb:CLD_2095
ko:K09022	cbb:CLD_1563
ko:K06881	cbb:CLD_2224
ko:K01183	cbb:CLD_3478
ko:K03215	cbb:CLD_1140
ko:K15580	cbb:CLD_1386
ko:K15583	cbb:CLD_1389
ko:K06998	cbb:CLD_2399
ko:K15383	cbb:CLD_3285
ko:K15633	cbb:CLD_0546
ko:K15629	cbb:CLD_3520
ko:K15738	cbb:CLD_3495
ko:K01035	cbb:CLD_1722
ko:K02226	cbb:CLD_3753
ko:K15582	cbb:CLD_1388
ko:K15581	cbb:CLD_1387
ko:K15632	cbb:CLD_1710
ko:K01835	cbb:CLD_1425
ko:K00812	cbb:CLD_2836
ko:K15976	cbb:CLD_3709
ko:K07260	cbb:CLD_3528
ko:K15986	cbb:CLD_1928
ko:K03310	cbb:CLD_3320
ko:K02358	cbb:CLD_1022
ko:K20038	cbb:CLD_2523
ko:K07705	cbb:CLD_1215
ko:K03699	cbb:CLD_1633
ko:K16370	cbb:CLD_2632
ko:K16785	cbb:CLD_2654
ko:K03299	cbb:CLD_2371
ko:K11733	cbb:CLD_0514
ko:K01223	cbb:CLD_1716
ko:K04759	cbb:CLD_3754
ko:K03699	cbb:CLD_1613
ko:K16329	cbb:CLD_3400
ko:K16328	cbb:CLD_3401
ko:K02851	cbb:CLD_0638
ko:K02036	cbb:CLD_0362
ko:K03429	cbb:CLD_0659
ko:K02027	cbb:CLD_0679
ko:K02026	cbb:CLD_3037
ko:K16786	cbb:CLD_1055
ko:K16625	cbb:CLD_A0072
ko:K06011	cbb:CLD_A0068
ko:K16623	cbb:CLD_A0069
ko:K05825	cbb:CLD_2838
ko:K16624	cbb:CLD_A0071
ko:K16787	cbb:CLD_1056
ko:K16785	cbb:CLD_1057
ko:K16788	cbb:CLD_1945
ko:K16789	cbb:CLD_0195
ko:K02027	cbb:CLD_3036
ko:K10823	cbb:CLD_1390
ko:K16626	cbb:CLD_A0073
ko:K16651	cbb:CLD_3607
ko:K02025	cbb:CLD_3038
ko:K02055	cbb:CLD_3454
ko:K13015	cbb:CLD_1432
ko:K18344	cbb:CLD_2656
ko:K16962	cbb:CLD_3389
ko:K16898	cbb:CLD_0306
ko:K01835	cbb:CLD_0855
ko:K16950	cbb:CLD_3603
ko:K16951	cbb:CLD_3602
ko:K02028	cbb:CLD_2609
ko:K02028	cbb:CLD_0323
ko:K02030	cbb:CLD_2607
ko:K11636	cbb:CLD_0431
ko:K16786	cbb:CLD_2653
ko:K16787	cbb:CLD_2653
ko:K11635	cbb:CLD_0432
ko:K02004	cbb:CLD_0477
ko:K18345	cbb:CLD_2657
ko:K11991	cbb:CLD_0788
ko:K16963	cbb:CLD_3135
ko:K16961	cbb:CLD_3137
ko:K16925	cbb:CLD_2652
ko:K16962	cbb:CLD_3136
ko:K17828	cbb:CLD_1295
ko:K16899	cbb:CLD_0317
ko:K00196	cbb:CLD_3225
ko:K02749	cbb:CLD_0475
ko:K02750	cbb:CLD_0475
ko:K02054	cbb:CLD_3453
ko:K14080	cbb:CLD_3056
ko:K02029	cbb:CLD_2608
ko:K07260	cbb:CLD_0147
ko:K01760	cbb:CLD_0026
ko:K17103	cbb:CLD_0577
ko:K01990	cbb:CLD_0041
ko:K01990	cbb:CLD_0131
ko:K01990	cbb:CLD_0798
ko:K01990	cbb:CLD_1784
ko:K01990	cbb:CLD_3006
ko:K01990	cbb:CLD_3324
ko:K01990	cbb:CLD_3726
ko:K01990	cbb:CLD_3799
ko:K19309	cbb:CLD_2289
ko:K05601	cbb:CLD_1781
ko:K01992	cbb:CLD_0040
ko:K01992	cbb:CLD_0255
ko:K01992	cbb:CLD_1170
ko:K01992	cbb:CLD_3004
ko:K01992	cbb:CLD_3005
ko:K01992	cbb:CLD_3156
ko:K01992	cbb:CLD_3157
ko:K01992	cbb:CLD_3378
ko:K10112	cbb:CLD_3039
ko:K17686	cbb:CLD_3264
ko:K17675	cbb:CLD_3172
ko:K19969	cbb:CLD_3207
ko:K17758	cbb:CLD_1108
ko:K17759	cbb:CLD_1108
ko:K17722	cbb:CLD_1755
ko:K17723	cbb:CLD_1756
ko:K02171	cbb:CLD_0087
ko:K02107	cbb:CLD_1934
ko:K13010	cbb:CLD_1860
ko:K00004	cbb:CLD_2359
ko:K02172	cbb:CLD_0086
ko:K02116	cbb:CLD_0636
ko:K07076	cbb:CLD_1463
ko:K18231	cbb:CLD_0197
ko:K18234	cbb:CLD_0512
ko:K00335	cbb:CLD_2792
ko:K18350	cbb:CLD_0505
ko:K18429	cbb:CLD_1853
ko:K18431	cbb:CLD_1850
ko:K18430	cbb:CLD_1854
ko:K00336	cbb:CLD_2793
ko:K18349	cbb:CLD_0506
ko:K03742	cbb:CLD_0564
ko:K21405	cbb:CLD_1637
ko:K06213	cbb:CLD_3438
ko:K18672	cbb:CLD_1075
ko:K06896	cbb:CLD_2948
ko:K18707	cbb:CLD_1590
ko:K18682	cbb:CLD_2237
ko:K03790	cbb:CLD_3631
ko:K03790	cbb:CLD_3632
ko:K20025	cbb:CLD_2382
ko:K03789	cbb:CLD_2017
ko:K06147	cbb:CLD_2694
ko:K07171	cbb:CLD_1112
ko:K06147	cbb:CLD_2693
ko:K18888	cbb:CLD_2671
ko:K18887	cbb:CLD_2670
ko:K19055	cbb:CLD_3044
ko:K02315	cbb:CLD_1501
ko:K03526	cbb:CLD_2216
ko:K19221	cbb:CLD_3606
ko:K14761	cbb:CLD_0823
ko:K19115	cbb:CLD_A0194
ko:K19114	cbb:CLD_A0193
ko:K19116	cbb:CLD_A0195
ko:K19134	cbb:CLD_2404
ko:K07317	cbb:CLD_1450
ko:K19091	cbb:CLD_2401
ko:K01990	cbb:CLD_0256
ko:K01990	cbb:CLD_0528
ko:K01990	cbb:CLD_1169
ko:K01990	cbb:CLD_3158
ko:K01990	cbb:CLD_3379
ko:K01066	cbb:CLD_2393
ko:K19271	cbb:CLD_2604
ko:K19302	cbb:CLD_0401
ko:K19302	cbb:CLD_1099
ko:K01567	cbb:CLD_1449
ko:K01992	cbb:CLD_0112
ko:K01992	cbb:CLD_0254
ko:K12952	cbb:CLD_3262
ko:K19271	cbb:CLD_0021
ko:K19310	cbb:CLD_2290
ko:K04771	cbb:CLD_0942
ko:K19405	cbb:CLD_0991
ko:K19302	cbb:CLD_1100
ko:K19411	cbb:CLD_0990
ko:K19350	cbb:CLD_1709
ko:K02031	cbb:CLD_2883
ko:K02032	cbb:CLD_2883
ko:K19689	cbb:CLD_1779
ko:K10670	cbb:CLD_3305
ko:K10670	cbb:CLD_3306
ko:K03616	cbb:CLD_0378
ko:K21636	cbb:CLD_0693
ko:K00100	cbb:CLD_3130
ko:K01560	cbb:CLD_3542
ko:K20107	cbb:CLD_2949
ko:K20108	cbb:CLD_2949
ko:K12132	cbb:CLD_2133
ko:K20074	cbb:CLD_2132
ko:K20037	cbb:CLD_2524
ko:K20116	cbb:CLD_1820
ko:K20117	cbb:CLD_1820
ko:K20118	cbb:CLD_1820
ko:K07800	cbb:CLD_0420
ko:K20265	cbb:CLD_2166
ko:K20265	cbb:CLD_0409
ko:K20116	cbb:CLD_3231
ko:K20117	cbb:CLD_3231
ko:K20118	cbb:CLD_3231
ko:K01400	cbb:CLD_3104
ko:K20491	cbb:CLD_2969
ko:K20492	cbb:CLD_2968
ko:K20487	cbb:CLD_2701
ko:K20487	cbb:CLD_2966
ko:K20488	cbb:CLD_2967
ko:K20490	cbb:CLD_2970
ko:K07800	cbb:CLD_0413
ko:K20534	cbb:CLD_0453
ko:K20488	cbb:CLD_2700
ko:K21405	cbb:CLD_2927
ko:K22103	cbb:CLD_2939
ko:K20882	cbb:CLD_2381
ko:K20026	cbb:CLD_2383
ko:K20904	cbb:CLD_1234
ko:K20903	cbb:CLD_1233
ko:K21028	cbb:CLD_3422
ko:K08968	cbb:CLD_1634
ko:K07258	cbb:CLD_2787
ko:K07258	cbb:CLD_1565
ko:K02077	cbb:CLD_1203
ko:K21417	cbb:CLD_2924
ko:K21405	cbb:CLD_2909
ko:K21405	cbb:CLD_2687
ko:K21416	cbb:CLD_2925
ko:K22044	cbb:CLD_0843
ko:K21405	cbb:CLD_2913
ko:K05364	cbb:CLD_1125
ko:K21471	cbb:CLD_0723
ko:K21576	cbb:CLD_3303
ko:K21577	cbb:CLD_3304
ko:K21562	cbb:CLD_0100
ko:K21600	cbb:CLD_3265
ko:K21600	cbb:CLD_1967
ko:K10672	cbb:CLD_3309
ko:K10671	cbb:CLD_3311
ko:K21929	cbb:CLD_0768
ko:K21898	cbb:CLD_2651
ko:K21929	cbb:CLD_0713
ko:K21898	cbb:CLD_2622
ko:K21903	cbb:CLD_0268
ko:K22129	cbb:CLD_2368
ko:K22024	cbb:CLD_2369
ko:K22132	cbb:CLD_0776
ko:K07456	cbb:CLD_0127
ko:K01046	cbb:CLD_2567
ko:K01585	cbb:CLD_1423
ko:K22405	cbb:CLD_1946
ko:K22430	cbb:CLD_2384
ko:K22432	cbb:CLD_2386
ko:K22431	cbb:CLD_1236
ko:K05592	cbb:CLD_2858
ko:K22373	cbb:CLD_3560
ko:K22431	cbb:CLD_2385
ko:K22432	cbb:CLD_1237
ko:K22430	cbb:CLD_1235
ko:K22579	cbb:CLD_1983
