ko:K12340	yep:YE105_C3363
ko:K00123	yep:YE105_C3862
ko:K00123	yep:YE105_C3863
ko:K02379	yep:YE105_C3864
ko:K04564	yep:YE105_C3865
ko:K14762	yep:YE105_C3871
ko:K02562	yep:YE105_C3874
ko:K00009	yep:YE105_C3875
ko:K02798	yep:YE105_C3876
ko:K02799	yep:YE105_C3876
ko:K02800	yep:YE105_C3876
ko:K01879	yep:YE105_C3878
ko:K01878	yep:YE105_C3879
ko:K01246	yep:YE105_C3880
ko:K03826	yep:YE105_C3881
ko:K01176	yep:YE105_C3888
ko:K00835	yep:YE105_C3889
ko:K07085	yep:YE105_C3890
ko:K04081	yep:YE105_C3891
ko:K10974	yep:YE105_C0526
ko:K07454	yep:YE105_C0530
ko:K11530	yep:YE105_C0536
ko:K08321	yep:YE105_C0537
ko:K10555	yep:YE105_C0538
ko:K10557	yep:YE105_C0539
ko:K10556	yep:YE105_C0540
ko:K10558	yep:YE105_C0541
ko:K11531	yep:YE105_C0542
ko:K11216	yep:YE105_C0543
ko:K02849	yep:YE105_C0544
ko:K03758	yep:YE105_C0546
ko:K01478	yep:YE105_C0547
ko:K00005	yep:YE105_C0550
ko:K05878	yep:YE105_C0551
ko:K05879	yep:YE105_C0552
ko:K05881	yep:YE105_C0553
ko:K00612	yep:YE105_C0555
ko:K01051	yep:YE105_C0560
ko:K05880	yep:YE105_C0561
ko:K03484	yep:YE105_C0562
ko:K01193	yep:YE105_C0563
ko:K02809	yep:YE105_C0564
ko:K02810	yep:YE105_C0564
ko:K00847	yep:YE105_C0566
ko:K02016	yep:YE105_C0567
ko:K14744	yep:YE105_C1366
ko:K02018	yep:YE105_C1367
ko:K02017	yep:YE105_C1368
ko:K07404	yep:YE105_C1370
ko:K00833	yep:YE105_C1371
ko:K01012	yep:YE105_C1372
ko:K00652	yep:YE105_C1373
ko:K02169	yep:YE105_C1374
ko:K01935	yep:YE105_C1375
ko:K03702	yep:YE105_C1377
ko:K03639	yep:YE105_C1380
ko:K03637	yep:YE105_C1381
ko:K03636	yep:YE105_C1382
ko:K03635	yep:YE105_C1383
ko:K06890	yep:YE105_C1384
ko:K01993	yep:YE105_C1388
ko:K11927	yep:YE105_C1390
ko:K05541	yep:YE105_C1391
ko:K06213	yep:YE105_C1393
ko:K07262	yep:YE105_C1394
ko:K03777	yep:YE105_C1395
ko:K05873	yep:YE105_C1396
ko:K02041	yep:YE105_C1400
ko:K02044	yep:YE105_C1401
ko:K02042	yep:YE105_C1402
ko:K02042	yep:YE105_C1403
ko:K01011	yep:YE105_C1410
ko:K05845	yep:YE105_C1413
ko:K05846	yep:YE105_C1414
ko:K05847	yep:YE105_C1415
ko:K05846	yep:YE105_C1416
ko:K01938	yep:YE105_C2211
ko:K03617	yep:YE105_C2213
ko:K03616	yep:YE105_C2214
ko:K03615	yep:YE105_C2215
ko:K03614	yep:YE105_C2220
ko:K03612	yep:YE105_C2221
ko:K03613	yep:YE105_C2222
ko:K10773	yep:YE105_C2223
ko:K01147	yep:YE105_C2225
ko:K06200	yep:YE105_C2226
ko:K08313	yep:YE105_C2228
ko:K04062	yep:YE105_C2232
ko:K03113	yep:YE105_C2233
ko:K01591	yep:YE105_C2234
ko:K12151	yep:YE105_C2235
ko:K05782	yep:YE105_C2236
ko:K01681	yep:YE105_C2243
ko:K13634	yep:YE105_C2245
ko:K03168	yep:YE105_C2246
ko:K04774	yep:YE105_C2248
ko:K06178	yep:YE105_C2252
ko:K07053	yep:YE105_C2254
ko:K01657	yep:YE105_C2255
ko:K01658	yep:YE105_C2256
ko:K00766	yep:YE105_C2257
ko:K13498	yep:YE105_C2258
ko:K01696	yep:YE105_C2259
ko:K01695	yep:YE105_C2260
ko:K05916	yep:YE105_C3044
ko:K07048	yep:YE105_C3048
ko:K04751	yep:YE105_C3051
ko:K01950	yep:YE105_C3052
ko:K07715	yep:YE105_C3053
ko:K07711	yep:YE105_C3055
ko:K01952	yep:YE105_C3058
ko:K07106	yep:YE105_C3063
ko:K00997	yep:YE105_C3067
ko:K03474	yep:YE105_C3068
ko:K03584	yep:YE105_C3069
ko:K03595	yep:YE105_C3070
ko:K03685	yep:YE105_C3071
ko:K03100	yep:YE105_C3072
ko:K03596	yep:YE105_C3073
ko:K03803	yep:YE105_C3075
ko:K03598	yep:YE105_C3076
ko:K03597	yep:YE105_C3077
ko:K03088	yep:YE105_C3078
ko:K00278	yep:YE105_C3079
ko:K05590	yep:YE105_C3081
ko:K06866	yep:YE105_C3085
ko:K03648	yep:YE105_C3086
ko:K03687	yep:YE105_C3087
ko:K00858	yep:YE105_C3088
ko:K03631	yep:YE105_C3089
ko:K06186	yep:YE105_C3090
ko:K09801	yep:YE105_C3091
ko:K03664	yep:YE105_C3093
ko:K04080	yep:YE105_C3892
ko:K01754	yep:YE105_C3895
ko:K01750	yep:YE105_C3896
ko:K02470	yep:YE105_C3898
ko:K03629	yep:YE105_C3899
ko:K02338	yep:YE105_C3900
ko:K02313	yep:YE105_C3901
ko:K02914	yep:YE105_C3902
ko:K03536	yep:YE105_C3903
ko:K08998	yep:YE105_C3904
ko:K03217	yep:YE105_C3905
ko:K03650	yep:YE105_C3906
ko:K02073	yep:YE105_C3908
ko:K02071	yep:YE105_C3909
ko:K02072	yep:YE105_C3910
ko:K03406	yep:YE105_C3911
ko:K06901	yep:YE105_C3916
ko:K02029	yep:YE105_C3918
ko:K02029	yep:YE105_C3919
ko:K02039	yep:YE105_C3922
ko:K02036	yep:YE105_C3923
ko:K02038	yep:YE105_C3924
ko:K02037	yep:YE105_C3925
ko:K02040	yep:YE105_C3926
ko:K00820	yep:YE105_C3927
ko:K04042	yep:YE105_C3928
ko:K02114	yep:YE105_C3929
ko:K02112	yep:YE105_C3930
ko:K00616	yep:YE105_C0611
ko:K03831	yep:YE105_C0612
ko:K04043	yep:YE105_C0615
ko:K03686	yep:YE105_C0616
ko:K03313	yep:YE105_C0617
ko:K03717	yep:YE105_C0618
ko:K02968	yep:YE105_C0619
ko:K11753	yep:YE105_C0620
ko:K01870	yep:YE105_C0621
ko:K03101	yep:YE105_C0622
ko:K03774	yep:YE105_C0623
ko:K03527	yep:YE105_C0624
ko:K00215	yep:YE105_C0625
ko:K01956	yep:YE105_C0626
ko:K03722	yep:YE105_C1424
ko:K06188	yep:YE105_C1425
ko:K06970	yep:YE105_C1430
ko:K03406	yep:YE105_C1431
ko:K10037	yep:YE105_C1433
ko:K10036	yep:YE105_C1434
ko:K04047	yep:YE105_C1437
ko:K00598	yep:YE105_C1438
ko:K03088	yep:YE105_C1440
ko:K11934	yep:YE105_C1445
ko:K03750	yep:YE105_C1451
ko:K06871	yep:YE105_C1453
ko:K02003	yep:YE105_C1454
ko:K02005	yep:YE105_C1455
ko:K02004	yep:YE105_C1456
ko:K01070	yep:YE105_C1458
ko:K00121	yep:YE105_C1459
ko:K01495	yep:YE105_C1462
ko:K07148	yep:YE105_C1463
ko:K02529	yep:YE105_C1464
ko:K10540	yep:YE105_C1465
ko:K06080	yep:YE105_C0998
ko:K02073	yep:YE105_C0999
ko:K02072	yep:YE105_C1000
ko:K02071	yep:YE105_C1001
ko:K03273	yep:YE105_C1002
ko:K05811	yep:YE105_C1003
ko:K00998	yep:YE105_C1004
ko:K09181	yep:YE105_C1005
ko:K03672	yep:YE105_C1007
ko:K03214	yep:YE105_C1008
ko:K03446	yep:YE105_C1010
ko:K03543	yep:YE105_C1011
ko:K02029	yep:YE105_C1023
ko:K02029	yep:YE105_C1024
ko:K02083	yep:YE105_C1027
ko:K14287	yep:YE105_C1029
ko:K08964	yep:YE105_C1030
ko:K09880	yep:YE105_C1031
ko:K08967	yep:YE105_C1032
ko:K08963	yep:YE105_C1033
ko:K00899	yep:YE105_C1034
ko:K06445	yep:YE105_C1038
ko:K03271	yep:YE105_C1039
ko:K00346	yep:YE105_C1042
ko:K00347	yep:YE105_C1043
ko:K00348	yep:YE105_C1044
ko:K00349	yep:YE105_C1045
ko:K00350	yep:YE105_C1046
ko:K00351	yep:YE105_C1047
ko:K04477	yep:YE105_C1838
ko:K08162	yep:YE105_C1841
ko:K03790	yep:YE105_C1844
ko:K07497	yep:YE105_C1762
ko:K07274	yep:YE105_C2306
ko:K01069	yep:YE105_C3159
ko:K06218	yep:YE105_C0483
ko:K07497	yep:YE105_P0048
ko:K01897	yep:YE105_C1916
ko:K14223	yep:YE105_Ct0034
ko:K01048	yep:YE105_C0207
ko:K08359	yep:YE105_C2503
ko:K03978	yep:YE105_C0025
ko:K01915	yep:YE105_C0031
ko:K09894	yep:YE105_C0026
ko:K06207	yep:YE105_C0032
ko:K07712	yep:YE105_C0028
ko:K07058	yep:YE105_C0034
ko:K07708	yep:YE105_C0029
ko:K07560	yep:YE105_C0035
ko:K03148	yep:YE105_C0293
ko:K00788	yep:YE105_C0294
ko:K03147	yep:YE105_C0295
ko:K07740	yep:YE105_C0296
ko:K03426	yep:YE105_C0297
ko:K01599	yep:YE105_C0298
ko:K05982	yep:YE105_C0299
ko:K09891	yep:YE105_C0300
ko:K05787	yep:YE105_C0301
ko:K01945	yep:YE105_C0303
ko:K00602	yep:YE105_C0304
ko:K03154	yep:YE105_C0292
ko:K14393	yep:YE105_C0305
ko:K01895	yep:YE105_C0307
ko:K11102	yep:YE105_C0308
ko:K14979	yep:YE105_C0309
ko:K14978	yep:YE105_C0310
ko:K03219	yep:YE105_C0312
ko:K03220	yep:YE105_C0313
ko:K03221	yep:YE105_C0324
ko:K03222	yep:YE105_C0327
ko:K03230	yep:YE105_C0332
ko:K03224	yep:YE105_C0333
ko:K03225	yep:YE105_C0336
ko:K03226	yep:YE105_C0338
ko:K03227	yep:YE105_C0339
ko:K03228	yep:YE105_C0340
ko:K03229	yep:YE105_C0341
ko:K07112	yep:YE105_C0342
ko:K03832	yep:YE105_C0344
ko:K03088	yep:YE105_C0345
ko:K02471	yep:YE105_C0348
ko:K07263	yep:YE105_C0349
ko:K03312	yep:YE105_C0042
ko:K03655	yep:YE105_C0044
ko:K00556	yep:YE105_C0045
ko:K03060	yep:YE105_C0047
ko:K00942	yep:YE105_C0048
ko:K01972	yep:YE105_C0049
ko:K03317	yep:YE105_C0052
ko:K13816	yep:YE105_C0053
ko:K14051	yep:YE105_C0054
ko:K06897	yep:YE105_C0055
ko:K00989	yep:YE105_C0057
ko:K00762	yep:YE105_C0058
ko:K05501	yep:YE105_C0059
ko:K01520	yep:YE105_C0060
ko:K13038	yep:YE105_C0061
ko:K03630	yep:YE105_C0062
ko:K02902	yep:YE105_C0063
ko:K02913	yep:YE105_C0064
ko:K10563	yep:YE105_C0065
ko:K00954	yep:YE105_C0066
ko:K12984	yep:YE105_C0067
ko:K02527	yep:YE105_C0068
ko:K02841	yep:YE105_C0069
ko:K02843	yep:YE105_C0070
ko:K03274	yep:YE105_C0071
ko:K00639	yep:YE105_C0072
ko:K00060	yep:YE105_C0073
ko:K09798	yep:YE105_C0076
ko:K03676	yep:YE105_C0080
ko:K03071	yep:YE105_C0081
ko:K00057	yep:YE105_C0082
ko:K00640	yep:YE105_C0083
ko:K03216	yep:YE105_C0084
ko:K10778	yep:YE105_C0085
ko:K07640	yep:YE105_C0086
ko:K07662	yep:YE105_C0087
ko:K06006	yep:YE105_C0088
ko:K13283	yep:YE105_C0089
ko:K00850	yep:YE105_C0090
ko:K02048	yep:YE105_C0091
ko:K01803	yep:YE105_C0093
ko:K00528	yep:YE105_C0096
ko:K02446	yep:YE105_C0100
ko:K00864	yep:YE105_C0101
ko:K02440	yep:YE105_C0102
ko:K09892	yep:YE105_C0103
ko:K02553	yep:YE105_C0104
ko:K02548	yep:YE105_C0105
ko:K03667	yep:YE105_C0106
ko:K01419	yep:YE105_C0107
ko:K03591	yep:YE105_C0108
ko:K04066	yep:YE105_C0110
ko:K02909	yep:YE105_C0111
ko:K03764	yep:YE105_C0112
ko:K12525	yep:YE105_C0114
ko:K00297	yep:YE105_C0115
ko:K01595	yep:YE105_C0116
ko:K01438	yep:YE105_C0118
ko:K00145	yep:YE105_C0119
ko:K00930	yep:YE105_C0120
ko:K01755	yep:YE105_C0122
ko:K12536	yep:YE105_C0127
ko:K12537	yep:YE105_C0128
ko:K03832	yep:YE105_C0129
ko:K00382	yep:YE105_C0130
ko:K04761	yep:YE105_C0132
ko:K00322	yep:YE105_C0133
ko:K01776	yep:YE105_C0138
ko:K02057	yep:YE105_C0141
ko:K02057	yep:YE105_C0142
ko:K09897	yep:YE105_C0144
ko:K07391	yep:YE105_C0145
ko:K01652	yep:YE105_C0146
ko:K11258	yep:YE105_C0147
ko:K00826	yep:YE105_C0148
ko:K01687	yep:YE105_C0149
ko:K01754	yep:YE105_C0150
ko:K02521	yep:YE105_C0153
ko:K00053	yep:YE105_C0154
ko:K07347	yep:YE105_C0162
ko:K07345	yep:YE105_C0164
ko:K03769	yep:YE105_C0165
ko:K03656	yep:YE105_C0166
ko:K01524	yep:YE105_C0168
ko:K03732	yep:YE105_C0169
ko:K03671	yep:YE105_C0170
ko:K03673	yep:YE105_C0022
ko:K02335	yep:YE105_C0023
ko:K03628	yep:YE105_C0171
ko:K02851	yep:YE105_C0172
ko:K05790	yep:YE105_C0173
ko:K01791	yep:YE105_C0174
ko:K02472	yep:YE105_C0175
ko:K01710	yep:YE105_C0176
ko:K00973	yep:YE105_C0177
ko:K02805	yep:YE105_C0179
ko:K12582	yep:YE105_C0181
ko:K02853	yep:YE105_C0182
ko:K02852	yep:YE105_C0183
ko:K03293	yep:YE105_C0184
ko:K02498	yep:YE105_C0185
ko:K02496	yep:YE105_C0186
ko:K01749	yep:YE105_C0188
ko:K05851	yep:YE105_C0189
ko:K01719	yep:YE105_C0187
ko:K06202	yep:YE105_C0190
ko:K01778	yep:YE105_C0192
ko:K09921	yep:YE105_C0193
ko:K03733	yep:YE105_C0194
ko:K03657	yep:YE105_C0196
ko:K03284	yep:YE105_C0200
ko:K05786	yep:YE105_C0201
ko:K01058	yep:YE105_C0203
ko:K03654	yep:YE105_C0204
ko:K05835	yep:YE105_C0205
ko:K05834	yep:YE105_C0206
ko:K01126	yep:YE105_C0209
ko:K02445	yep:YE105_C0210
ko:K00111	yep:YE105_C0211
ko:K00112	yep:YE105_C0212
ko:K00113	yep:YE105_C0213
ko:K09125	yep:YE105_C0215
ko:K04085	yep:YE105_C0216
ko:K01534	yep:YE105_C0217
ko:K08993	yep:YE105_C0221
ko:K03110	yep:YE105_C0223
ko:K09812	yep:YE105_C0224
ko:K09811	yep:YE105_C0225
ko:K03089	yep:YE105_C0226
ko:K01999	yep:YE105_C0231
ko:K01997	yep:YE105_C0232
ko:K01998	yep:YE105_C0233
ko:K01995	yep:YE105_C0234
ko:K01996	yep:YE105_C0235
ko:K05813	yep:YE105_C0242
ko:K05814	yep:YE105_C0243
ko:K05815	yep:YE105_C0244
ko:K05816	yep:YE105_C0245
ko:K01126	yep:YE105_C0246
ko:K07088	yep:YE105_C0247
ko:K03576	yep:YE105_C0248
ko:K00549	yep:YE105_C0249
ko:K01061	yep:YE105_C0250
ko:K00757	yep:YE105_C0251
ko:K06200	yep:YE105_C0254
ko:K09760	yep:YE105_C0256
ko:K03183	yep:YE105_C0257
ko:K03690	yep:YE105_C0258
ko:K03688	yep:YE105_C0259
ko:K03116	yep:YE105_C0260
ko:K03117	yep:YE105_C0261
ko:K03118	yep:YE105_C0262
ko:K03424	yep:YE105_C0263
ko:K01698	yep:YE105_C0264
ko:K05785	yep:YE105_C0265
ko:K03182	yep:YE105_C0266
ko:K05368	yep:YE105_C0267
ko:K01825	yep:YE105_C0269
ko:K03498	yep:YE105_C0272
ko:K00230	yep:YE105_C0273
ko:K00075	yep:YE105_C0277
ko:K03524	yep:YE105_C0278
ko:K00867	yep:YE105_C0279
ko:K02358	yep:YE105_C0281
ko:K03073	yep:YE105_C0282
ko:K02601	yep:YE105_C0283
ko:K02867	yep:YE105_C0284
ko:K02863	yep:YE105_C0285
ko:K02864	yep:YE105_C0286
ko:K02935	yep:YE105_C0287
ko:K03043	yep:YE105_C0288
ko:K03046	yep:YE105_C0289
ko:K03150	yep:YE105_C0290
ko:K03149	yep:YE105_C0291
ko:K02014	yep:YE105_C0353
ko:K02013	yep:YE105_C0355
ko:K02015	yep:YE105_C0356
ko:K06205	yep:YE105_C0001
ko:K03718	yep:YE105_C0002
ko:K01914	yep:YE105_C0003
ko:K03924	yep:YE105_C0006
ko:K03549	yep:YE105_C0007
ko:K06726	yep:YE105_C0008
ko:K10441	yep:YE105_C0009
ko:K10440	yep:YE105_C0010
ko:K10439	yep:YE105_C0011
ko:K00852	yep:YE105_C0012
ko:K02529	yep:YE105_C0013
ko:K03753	yep:YE105_C0018
ko:K03752	yep:YE105_C0019
ko:K09896	yep:YE105_C0020
ko:K08289	yep:YE105_C2386
ko:K09917	yep:YE105_C2387
ko:K01665	yep:YE105_C2388
ko:K01752	yep:YE105_C2390
ko:K02793	yep:YE105_C2392
ko:K02794	yep:YE105_C2392
ko:K02795	yep:YE105_C2393
ko:K02796	yep:YE105_C2394
ko:K02014	yep:YE105_C2397
ko:K00563	yep:YE105_C2400
ko:K03587	yep:YE105_C2401
ko:K03704	yep:YE105_C2403
ko:K12973	yep:YE105_C2405
ko:K03758	yep:YE105_C2415
ko:K07178	yep:YE105_C2418
ko:K01425	yep:YE105_C3198
ko:K09923	yep:YE105_C3199
ko:K03439	yep:YE105_C3200
ko:K03575	yep:YE105_C3201
ko:K08306	yep:YE105_C3203
ko:K07090	yep:YE105_C3204
ko:K01581	yep:YE105_C3205
ko:K07480	yep:YE105_C3211
ko:K01442	yep:YE105_C3212
ko:K03756	yep:YE105_C3215
ko:K01581	yep:YE105_C3216
ko:K01265	yep:YE105_C3223
ko:K02013	yep:YE105_C3224
ko:K02015	yep:YE105_C3225
ko:K02015	yep:YE105_C3226
ko:K02016	yep:YE105_C3227
ko:K00375	yep:YE105_C3231
ko:K02529	yep:YE105_C3234
ko:K03324	yep:YE105_C3236
ko:K03762	yep:YE105_C3239
ko:K00878	yep:YE105_C3245
ko:K04656	yep:YE105_C3247
ko:K04655	yep:YE105_C3248
ko:K04654	yep:YE105_C3249
ko:K10542	yep:YE105_C1466
ko:K10541	yep:YE105_C1467
ko:K05796	yep:YE105_C1470
ko:K08315	yep:YE105_C1471
ko:K07275	yep:YE105_C2262
ko:K06940	yep:YE105_C2263
ko:K06190	yep:YE105_C2266
ko:K10806	yep:YE105_C2267
ko:K03832	yep:YE105_C2268
ko:K09780	yep:YE105_C2269
ko:K06131	yep:YE105_C2272
ko:K09901	yep:YE105_C2273
ko:K04072	yep:YE105_C2281
ko:K00857	yep:YE105_C2283
ko:K03746	yep:YE105_C2284
ko:K00012	yep:YE105_C2285
ko:K07001	yep:YE105_C2287
ko:K03829	yep:YE105_C2288
ko:K09858	yep:YE105_C2289
ko:K01433	yep:YE105_C2290
ko:K01142	yep:YE105_C2292
ko:K08320	yep:YE105_C2293
ko:K03169	yep:YE105_C2295
ko:K01008	yep:YE105_C2296
ko:K04773	yep:YE105_C2298
ko:K01424	yep:YE105_C2299
ko:K08281	yep:YE105_C2300
ko:K09916	yep:YE105_C2302
ko:K07305	yep:YE105_C2303
ko:K00134	yep:YE105_C2304
ko:K01792	yep:YE105_C2305
ko:K07180	yep:YE105_C2307
ko:K09786	yep:YE105_C2308
ko:K06911	yep:YE105_C2312
ko:K07552	yep:YE105_C2314
ko:K01775	yep:YE105_C2315
ko:K00558	yep:YE105_C3099
ko:K03478	yep:YE105_C3110
ko:K03490	yep:YE105_C3111
ko:K02759	yep:YE105_C3112
ko:K02761	yep:YE105_C3114
ko:K02760	yep:YE105_C3115
ko:K06199	yep:YE105_C3119
ko:K06199	yep:YE105_C3120
ko:K10716	yep:YE105_C3121
ko:K07241	yep:YE105_C3123
ko:K08717	yep:YE105_C3124
ko:K03190	yep:YE105_C3125
ko:K01955	yep:YE105_C0627
ko:K00287	yep:YE105_C0631
ko:K01525	yep:YE105_C0632
ko:K06195	yep:YE105_C0633
ko:K02528	yep:YE105_C0634
ko:K00097	yep:YE105_C0635
ko:K03771	yep:YE105_C0636
ko:K04744	yep:YE105_C0637
ko:K05801	yep:YE105_C0638
ko:K06177	yep:YE105_C0639
ko:K03580	yep:YE105_C0642
ko:K02336	yep:YE105_C0643
ko:K02063	yep:YE105_C0646
ko:K02064	yep:YE105_C0647
ko:K11925	yep:YE105_C0649
ko:K04069	yep:YE105_C0650
ko:K00656	yep:YE105_C0651
ko:K03291	yep:YE105_C0653
ko:K05809	yep:YE105_C0655
ko:K05807	yep:YE105_C0656
ko:K06180	yep:YE105_C0657
ko:K05810	yep:YE105_C0658
ko:K03695	yep:YE105_C0659
ko:K14170	yep:YE105_C0662
ko:K14187	yep:YE105_C0663
ko:K01626	yep:YE105_C0664
ko:K07792	yep:YE105_C0666
ko:K07283	yep:YE105_C0667
ko:K02884	yep:YE105_C0668
ko:K00554	yep:YE105_C0669
ko:K02860	yep:YE105_C0670
ko:K02959	yep:YE105_C0671
ko:K03106	yep:YE105_C0672
ko:K07173	yep:YE105_C0675
ko:K01919	yep:YE105_C0676
ko:K03563	yep:YE105_C0679
ko:K12142	yep:YE105_C1475
ko:K12141	yep:YE105_C1476
ko:K12140	yep:YE105_C1477
ko:K12139	yep:YE105_C1478
ko:K12138	yep:YE105_C1479
ko:K12137	yep:YE105_C1480
ko:K04651	yep:YE105_C1482
ko:K04653	yep:YE105_C1483
ko:K03748	yep:YE105_C1484
ko:K00027	yep:YE105_C1485
ko:K01489	yep:YE105_C1486
ko:K06518	yep:YE105_C1488
ko:K01874	yep:YE105_C1493
ko:K03593	yep:YE105_C1494
ko:K00876	yep:YE105_C1495
ko:K01494	yep:YE105_C1496
ko:K07289	yep:YE105_C1497
ko:K03326	yep:YE105_C1498
ko:K00963	yep:YE105_C1502
ko:K00963	yep:YE105_C1503
ko:K01711	yep:YE105_C1504
ko:K13010	yep:YE105_C1505
ko:K09690	yep:YE105_C1506
ko:K09691	yep:YE105_C1507
ko:K12995	yep:YE105_C1511
ko:K00033	yep:YE105_C1512
ko:K11755	yep:YE105_C1513
ko:K02500	yep:YE105_C1514
ko:K01814	yep:YE105_C1515
ko:K02501	yep:YE105_C1516
ko:K01872	yep:YE105_C0680
ko:K03565	yep:YE105_C0681
ko:K03553	yep:YE105_C0682
ko:K03743	yep:YE105_C0683
ko:K07308	yep:YE105_C0686
ko:K07307	yep:YE105_C0687
ko:K07306	yep:YE105_C0688
ko:K01676	yep:YE105_C0689
ko:K01999	yep:YE105_C0690
ko:K01997	yep:YE105_C0691
ko:K01998	yep:YE105_C0692
ko:K01995	yep:YE105_C0693
ko:K01996	yep:YE105_C0695
ko:K01999	yep:YE105_C0697
ko:K02814	yep:YE105_C0703
ko:K02355	yep:YE105_C0707
ko:K00428	yep:YE105_C0709
ko:K00817	yep:YE105_C0710
ko:K00059	yep:YE105_C0712
ko:K02078	yep:YE105_C0713
ko:K09458	yep:YE105_C0715
ko:K05685	yep:YE105_C0717
ko:K13888	yep:YE105_C0718
ko:K03673	yep:YE105_C0721
ko:K01141	yep:YE105_C1527
ko:K09802	yep:YE105_C1530
ko:K02057	yep:YE105_C1531
ko:K02057	yep:YE105_C1532
ko:K04720	yep:YE105_C1536
ko:K04029	yep:YE105_C1539
ko:K04031	yep:YE105_C1540
ko:K13921	yep:YE105_C1543
ko:K13922	yep:YE105_C1544
ko:K13920	yep:YE105_C1553
ko:K13919	yep:YE105_C1554
ko:K01699	yep:YE105_C1555
ko:K02224	yep:YE105_C1560
ko:K02227	yep:YE105_C1561
ko:K06042	yep:YE105_C1562
ko:K02188	yep:YE105_C1563
ko:K03399	yep:YE105_C1564
ko:K02191	yep:YE105_C1565
ko:K05936	yep:YE105_C1566
ko:K02189	yep:YE105_C1567
ko:K05934	yep:YE105_C1568
ko:K05895	yep:YE105_C1569
ko:K02190	yep:YE105_C1570
ko:K03394	yep:YE105_C1571
ko:K02007	yep:YE105_C1572
ko:K02009	yep:YE105_C1573
ko:K02008	yep:YE105_C1574
ko:K02006	yep:YE105_C1575
ko:K06906	yep:YE105_C2371
ko:K06905	yep:YE105_C2372
ko:K07245	yep:YE105_C2376
ko:K07156	yep:YE105_C2377
ko:K02217	yep:YE105_C2378
ko:K02345	yep:YE105_C2379
ko:K10857	yep:YE105_C2380
ko:K01354	yep:YE105_C2381
ko:K09900	yep:YE105_C2383
ko:K09918	yep:YE105_C2384
ko:K05591	yep:YE105_C2385
ko:K02115	yep:YE105_C3931
ko:K02111	yep:YE105_C3932
ko:K02113	yep:YE105_C3933
ko:K02109	yep:YE105_C3934
ko:K02110	yep:YE105_C3935
ko:K02108	yep:YE105_C3936
ko:K02116	yep:YE105_C3937
ko:K03501	yep:YE105_C3938
ko:K03495	yep:YE105_C3939
ko:K00564	yep:YE105_C0575
ko:K02344	yep:YE105_C0576
ko:K03789	yep:YE105_C0577
ko:K02837	yep:YE105_C0578
ko:K03424	yep:YE105_C0582
ko:K03317	yep:YE105_C0583
ko:K01619	yep:YE105_C0584
ko:K01839	yep:YE105_C0586
ko:K03784	yep:YE105_C0587
ko:K07186	yep:YE105_C0588
ko:K01079	yep:YE105_C0589
ko:K04485	yep:YE105_C0590
ko:K06211	yep:YE105_C0591
ko:K08309	yep:YE105_C0600
ko:K03720	yep:YE105_C0601
ko:K05804	yep:YE105_C0604
ko:K05805	yep:YE105_C0605
ko:K07773	yep:YE105_C0606
ko:K12524	yep:YE105_C0607
ko:K00872	yep:YE105_C0608
ko:K01733	yep:YE105_C0609
ko:K09861	yep:YE105_C0610
ko:K03189	yep:YE105_C3126
ko:K03188	yep:YE105_C3127
ko:K03187	yep:YE105_C3128
ko:K01428	yep:YE105_C3129
ko:K01429	yep:YE105_C3130
ko:K01430	yep:YE105_C3131
ko:K02032	yep:YE105_C3132
ko:K02034	yep:YE105_C3134
ko:K02033	yep:YE105_C3135
ko:K03704	yep:YE105_C3140
ko:K00375	yep:YE105_C3147
ko:K03230	yep:YE105_P0016
ko:K04058	yep:YE105_P0021
ko:K03224	yep:YE105_P0022
ko:K03225	yep:YE105_P0025
ko:K03226	yep:YE105_P0026
ko:K03227	yep:YE105_P0027
ko:K03228	yep:YE105_P0028
ko:K03229	yep:YE105_P0029
ko:K03219	yep:YE105_P0034
ko:K03220	yep:YE105_P0035
ko:K03221	yep:YE105_P0037
ko:K03222	yep:YE105_P0041
ko:K04054	yep:YE105_P0042
ko:K03223	yep:YE105_P0043
ko:K01089	yep:YE105_C1517
ko:K00817	yep:YE105_C1518
ko:K00013	yep:YE105_C1519
ko:K00765	yep:YE105_C1520
ko:K02057	yep:YE105_C1523
ko:K00285	yep:YE105_C2316
ko:K03603	yep:YE105_C2318
ko:K03314	yep:YE105_C2319
ko:K03611	yep:YE105_C2320
ko:K06201	yep:YE105_C2323
ko:K09907	yep:YE105_C2324
ko:K01887	yep:YE105_C2325
ko:K06217	yep:YE105_C2327
ko:K11936	yep:YE105_C2331
ko:K11931	yep:YE105_C2332
ko:K11935	yep:YE105_C2333
ko:K13255	yep:YE105_C2335
ko:K02003	yep:YE105_C2341
ko:K02004	yep:YE105_C2342
ko:K02004	yep:YE105_C2343
ko:K07230	yep:YE105_C2345
ko:K07243	yep:YE105_C2346
ko:K01425	yep:YE105_C2349
ko:K07701	yep:YE105_C2354
ko:K07703	yep:YE105_C2355
ko:K11616	yep:YE105_C2356
ko:K11738	yep:YE105_C2357
ko:K10974	yep:YE105_C2367
ko:K06191	yep:YE105_C3149
ko:K03647	yep:YE105_C3150
ko:K00525	yep:YE105_C3151
ko:K00526	yep:YE105_C3152
ko:K02000	yep:YE105_C3153
ko:K02002	yep:YE105_C3155
ko:K02342	yep:YE105_C3156
ko:K03469	yep:YE105_C3157
