ko:K04044	ypy:YPK_1280
ko:K06871	ypy:YPK_0985
ko:K00970	ypy:YPK_3470
ko:K00027	ypy:YPK_2562
ko:K00821	ypy:YPK_0245
ko:K01874	ypy:YPK_2554
ko:K01890	ypy:YPK_1825
ko:K02563	ypy:YPK_3518
ko:K11202	ypy:YPK_3660
ko:K11016	ypy:YPK_2156
ko:K11017	ypy:YPK_2157
ko:K01665	ypy:YPK_2449
ko:K01658	ypy:YPK_2043
ko:K03772	ypy:YPK_0270
ko:K02852	ypy:YPK_4022
ko:K01868	ypy:YPK_1820
ko:K00346	ypy:YPK_3305
ko:K11021	ypy:YPK_0473
ko:K03189	ypy:YPK_1136
ko:K11102	ypy:YPK_3920
ko:K03820	ypy:YPK_3009
ko:K11008	ypy:YPK_2615
ko:K03040	ypy:YPK_0308
ko:K09973	ypy:YPK_3166
ko:K08483	ypy:YPK_3657
ko:K11189	ypy:YPK_3657
ko:K11201	ypy:YPK_3657
ko:K03177	ypy:YPK_3728
ko:K03557	ypy:YPK_0452
ko:K01807	ypy:YPK_0858
ko:K01807	ypy:YPK_2769
ko:K02501	ypy:YPK_2529
ko:K03188	ypy:YPK_1135
ko:K08301	ypy:YPK_0469
ko:K02372	ypy:YPK_1077
ko:K02536	ypy:YPK_1076
ko:K02565	ypy:YPK_2999
ko:K02566	ypy:YPK_3000
ko:K02389	ypy:YPK_2423
ko:K02316	ypy:YPK_0635
ko:K02388	ypy:YPK_0720
ko:K02946	ypy:YPK_0282
ko:K02886	ypy:YPK_0286
ko:K02965	ypy:YPK_0287
ko:K02933	ypy:YPK_0298
ko:K03087	ypy:YPK_3425
ko:K01676	ypy:YPK_3404
ko:K00757	ypy:YPK_3950
ko:K02507	ypy:YPK_0224
ko:K03753	ypy:YPK_4200
ko:K07090	ypy:YPK_1516
ko:K11105	ypy:YPK_1658
ko:K07806	ypy:YPK_1831
ko:K07862	ypy:YPK_0558
ko:K01448	ypy:YPK_3802
ko:K07347	ypy:YPK_2757
ko:K00876	ypy:YPK_2552
ko:K00349	ypy:YPK_3302
ko:K00348	ypy:YPK_3303
ko:K00088	ypy:YPK_1302
ko:K01951	ypy:YPK_1303
ko:K02500	ypy:YPK_2531
ko:K11103	ypy:YPK_0098
ko:K04485	ypy:YPK_3621
ko:K01814	ypy:YPK_2530
ko:K02744	ypy:YPK_0989
ko:K00339	ypy:YPK_1568
ko:K00336	ypy:YPK_1565
ko:K00335	ypy:YPK_1564
ko:K00817	ypy:YPK_2527
ko:K01679	ypy:YPK_1985
ko:K02745	ypy:YPK_0992
ko:K10009	ypy:YPK_2375
ko:K10010	ypy:YPK_2374
ko:K00343	ypy:YPK_1572
ko:K00341	ypy:YPK_1570
ko:K02747	ypy:YPK_0990
ko:K00342	ypy:YPK_1571
ko:K00334	ypy:YPK_1563
ko:K00331	ypy:YPK_1561
ko:K03501	ypy:YPK_4218
ko:K02904	ypy:YPK_0291
ko:K07404	ypy:YPK_2933
ko:K03570	ypy:YPK_0466
ko:K02760	ypy:YPK_1144
ko:K01424	ypy:YPK_2674
ko:K01424	ypy:YPK_2092
ko:K01744	ypy:YPK_3825
ko:K01652	ypy:YPK_1950
ko:K02818	ypy:YPK_0495
ko:K02819	ypy:YPK_0495
ko:K02798	ypy:YPK_0026
ko:K02799	ypy:YPK_0026
ko:K02800	ypy:YPK_0026
ko:K07106	ypy:YPK_1249
ko:K01952	ypy:YPK_1253
ko:K07711	ypy:YPK_1257
ko:K07715	ypy:YPK_1259
ko:K05916	ypy:YPK_1264
ko:K00600	ypy:YPK_1265
ko:K05820	ypy:YPK_1269
ko:K04488	ypy:YPK_1277
ko:K04082	ypy:YPK_1279
ko:K07751	ypy:YPK_1284
ko:K00940	ypy:YPK_1289
ko:K07088	ypy:YPK_1298
ko:K00720	ypy:YPK_2212
ko:K09975	ypy:YPK_2219
ko:K05836	ypy:YPK_2221
ko:K01468	ypy:YPK_2222
ko:K05526	ypy:YPK_2225
ko:K01484	ypy:YPK_2226
ko:K06447	ypy:YPK_2227
ko:K00673	ypy:YPK_2228
ko:K02026	ypy:YPK_0591
ko:K07396	ypy:YPK_0606
ko:K04095	ypy:YPK_0608
ko:K03086	ypy:YPK_0634
ko:K02970	ypy:YPK_0636
ko:K01409	ypy:YPK_0637
ko:K01633	ypy:YPK_0639
ko:K06153	ypy:YPK_0640
ko:K07184	ypy:YPK_0642
ko:K00982	ypy:YPK_0644
ko:K06193	ypy:YPK_1492
ko:K07341	ypy:YPK_2388
ko:K02413	ypy:YPK_2395
ko:K02394	ypy:YPK_2418
ko:K02393	ypy:YPK_2419
ko:K02399	ypy:YPK_2428
ko:K07156	ypy:YPK_2437
ko:K01354	ypy:YPK_2442
ko:K09900	ypy:YPK_2444
ko:K09918	ypy:YPK_2445
ko:K05591	ypy:YPK_2446
ko:K02996	ypy:YPK_0525
ko:K03599	ypy:YPK_0526
ko:K03600	ypy:YPK_0527
ko:K07139	ypy:YPK_0531
ko:K07648	ypy:YPK_0533
ko:K07460	ypy:YPK_0538
ko:K07121	ypy:YPK_0539
ko:K03281	ypy:YPK_3458
ko:K04758	ypy:YPK_0169
ko:K02438	ypy:YPK_0148
ko:K02492	ypy:YPK_2180
ko:K02494	ypy:YPK_2181
ko:K00919	ypy:YPK_2182
ko:K00948	ypy:YPK_2184
ko:K06942	ypy:YPK_2187
ko:K00852	ypy:YPK_0417
ko:K01619	ypy:YPK_0418
ko:K06901	ypy:YPK_0426
ko:K03704	ypy:YPK_0442
ko:K03704	ypy:YPK_0443
ko:K03704	ypy:YPK_0444
ko:K07056	ypy:YPK_0540
ko:K06911	ypy:YPK_0541
ko:K07393	ypy:YPK_0543
ko:K08191	ypy:YPK_0553
ko:K01812	ypy:YPK_0554
ko:K00041	ypy:YPK_0555
ko:K01685	ypy:YPK_0556
ko:K07043	ypy:YPK_0560
ko:K04077	ypy:YPK_3822
ko:K01652	ypy:YPK_4061
ko:K01681	ypy:YPK_2030
ko:K11068	ypy:YPK_0873
ko:K00240	ypy:YPK_2969
ko:K02453	ypy:YPK_1004
ko:K09125	ypy:YPK_3987
ko:K03222	ypy:YPK_3910
ko:K01153	ypy:YPK_3674
ko:K03719	ypy:YPK_1733
ko:K03719	ypy:YPK_2686
ko:K05596	ypy:YPK_0857
ko:K03230	ypy:YPK_3907
ko:K00347	ypy:YPK_3304
ko:K03841	ypy:YPK_3766
ko:K02390	ypy:YPK_2422
ko:K02025	ypy:YPK_0590
ko:K03744	ypy:YPK_1494
ko:K02197	ypy:YPK_1500
ko:K02198	ypy:YPK_1501
ko:K02199	ypy:YPK_1502
ko:K02200	ypy:YPK_1503
ko:K07320	ypy:YPK_1513
ko:K01736	ypy:YPK_1514
ko:K07261	ypy:YPK_1515
ko:K09906	ypy:YPK_1517
ko:K09920	ypy:YPK_0656
ko:K03651	ypy:YPK_0657
ko:K09954	ypy:YPK_1433
ko:K09962	ypy:YPK_1435
ko:K01885	ypy:YPK_1437
ko:K03322	ypy:YPK_1439
ko:K01682	ypy:YPK_3487
ko:K00845	ypy:YPK_1444
ko:K02011	ypy:YPK_1462
ko:K02012	ypy:YPK_1463
ko:K07345	ypy:YPK_1475
ko:K07347	ypy:YPK_1477
ko:K00840	ypy:YPK_2229
ko:K07673	ypy:YPK_2232
ko:K02003	ypy:YPK_2246
ko:K03076	ypy:YPK_0303
ko:K07230	ypy:YPK_2251
ko:K07243	ypy:YPK_2252
ko:K01425	ypy:YPK_2254
ko:K02867	ypy:YPK_0335
ko:K02863	ypy:YPK_0336
ko:K02864	ypy:YPK_0337
ko:K02935	ypy:YPK_0338
ko:K00788	ypy:YPK_0346
ko:K03147	ypy:YPK_0347
ko:K01599	ypy:YPK_0351
ko:K05982	ypy:YPK_0352
ko:K09891	ypy:YPK_0353
ko:K01945	ypy:YPK_0356
ko:K00651	ypy:YPK_0363
ko:K01638	ypy:YPK_0364
ko:K01637	ypy:YPK_0365
ko:K00548	ypy:YPK_0368
ko:K00928	ypy:YPK_0372
ko:K01810	ypy:YPK_0373
ko:K07664	ypy:YPK_1327
ko:K07789	ypy:YPK_1330
ko:K07788	ypy:YPK_1331
ko:K07799	ypy:YPK_1332
ko:K00375	ypy:YPK_1334
ko:K02843	ypy:YPK_4147
ko:K06175	ypy:YPK_1060
ko:K03718	ypy:YPK_4215
ko:K02424	ypy:YPK_2376
ko:K02805	ypy:YPK_4026
ko:K02679	ypy:YPK_1037
ko:K02680	ypy:YPK_1038
ko:K02681	ypy:YPK_1040
ko:K03229	ypy:YPK_3899
ko:K03826	ypy:YPK_0020
ko:K01246	ypy:YPK_0021
ko:K00009	ypy:YPK_0027
ko:K02562	ypy:YPK_0028
ko:K00123	ypy:YPK_0037
ko:K00127	ypy:YPK_0040
ko:K01042	ypy:YPK_0042
ko:K03833	ypy:YPK_0043
ko:K08160	ypy:YPK_0048
ko:K01805	ypy:YPK_0056
ko:K03427	ypy:YPK_0065
ko:K11066	ypy:YPK_1794
ko:K00351	ypy:YPK_3300
ko:K03227	ypy:YPK_3901
ko:K02505	ypy:YPK_3500
ko:K07685	ypy:YPK_1384
ko:K02567	ypy:YPK_1387
ko:K09768	ypy:YPK_1392
ko:K07223	ypy:YPK_1399
ko:K01639	ypy:YPK_1400
ko:K01788	ypy:YPK_1401
ko:K03290	ypy:YPK_1407
ko:K02048	ypy:YPK_1408
ko:K02046	ypy:YPK_1409
ko:K02047	ypy:YPK_1410
ko:K02045	ypy:YPK_1411
ko:K08483	ypy:YPK_1427
ko:K01738	ypy:YPK_1429
ko:K01972	ypy:YPK_1432
ko:K02459	ypy:YPK_1010
ko:K02461	ypy:YPK_1012
ko:K04046	ypy:YPK_1340
ko:K00937	ypy:YPK_1344
ko:K02037	ypy:YPK_1345
ko:K02038	ypy:YPK_1346
ko:K02036	ypy:YPK_1347
ko:K11175	ypy:YPK_1350
ko:K01933	ypy:YPK_1351
ko:K00761	ypy:YPK_1352
ko:K03548	ypy:YPK_1357
ko:K01714	ypy:YPK_1362
ko:K01923	ypy:YPK_1364
ko:K07054	ypy:YPK_1366
ko:K07345	ypy:YPK_2272
ko:K02026	ypy:YPK_2278
ko:K02025	ypy:YPK_2279
ko:K03710	ypy:YPK_2284
ko:K09803	ypy:YPK_2295
ko:K06908	ypy:YPK_2301
ko:K06906	ypy:YPK_2304
ko:K06223	ypy:YPK_2320
ko:K07147	ypy:YPK_0462
ko:K03568	ypy:YPK_0472
ko:K00135	ypy:YPK_0486
ko:K03623	ypy:YPK_0488
ko:K09889	ypy:YPK_0489
ko:K06140	ypy:YPK_0493
ko:K01226	ypy:YPK_0494
ko:K03485	ypy:YPK_0496
ko:K09022	ypy:YPK_0498
ko:K00610	ypy:YPK_0499
ko:K05808	ypy:YPK_0504
ko:K06861	ypy:YPK_0506
ko:K09774	ypy:YPK_0507
ko:K03270	ypy:YPK_0509
ko:K06041	ypy:YPK_0510
ko:K07301	ypy:YPK_0511
ko:K02065	ypy:YPK_0512
ko:K02066	ypy:YPK_0513
ko:K02067	ypy:YPK_0514
ko:K07323	ypy:YPK_0515
ko:K09908	ypy:YPK_0521
ko:K02012	ypy:YPK_1375
ko:K02011	ypy:YPK_1376
ko:K06871	ypy:YPK_1379
ko:K02465	ypy:YPK_1015
ko:K00266	ypy:YPK_0529
ko:K07136	ypy:YPK_2150
ko:K00036	ypy:YPK_2134
ko:K00873	ypy:YPK_2136
ko:K02560	ypy:YPK_2138
ko:K09815	ypy:YPK_2140
ko:K09817	ypy:YPK_2141
ko:K09816	ypy:YPK_2142
ko:K08310	ypy:YPK_2147
ko:K00995	ypy:YPK_2354
ko:K06903	ypy:YPK_2342
ko:K06907	ypy:YPK_2347
ko:K06908	ypy:YPK_2348
ko:K06906	ypy:YPK_2351
ko:K09907	ypy:YPK_2154
ko:K01887	ypy:YPK_2155
ko:K03790	ypy:YPK_2161
ko:K08162	ypy:YPK_2162
ko:K01627	ypy:YPK_2175
ko:K07224	ypy:YPK_2365
ko:K07243	ypy:YPK_2366
ko:K02406	ypy:YPK_2381
ko:K06222	ypy:YPK_1101
ko:K02455	ypy:YPK_1006
ko:K03711	ypy:YPK_2991
ko:K11892	ypy:YPK_1484
ko:K08219	ypy:YPK_2680
ko:K00758	ypy:YPK_3626
ko:K00010	ypy:YPK_3046
ko:K00031	ypy:YPK_1723
ko:K11530	ypy:YPK_3655
ko:K08224	ypy:YPK_1983
ko:K09898	ypy:YPK_0255
ko:K07264	ypy:YPK_1835
ko:K07278	ypy:YPK_3770
ko:K03773	ypy:YPK_3778
ko:K11900	ypy:YPK_0799
ko:K07689	ypy:YPK_2356
ko:K05396	ypy:YPK_2377
ko:K01897	ypy:YPK_2125
ko:K11531	ypy:YPK_3649
ko:K03748	ypy:YPK_2563
ko:K11535	ypy:YPK_1438
ko:K01154	ypy:YPK_3673
ko:K03426	ypy:YPK_0349
ko:K11896	ypy:YPK_0389
ko:K11896	ypy:YPK_1473
ko:K11747	ypy:YPK_0266
ko:K01894	ypy:YPK_3469
ko:K00247	ypy:YPK_3816
ko:K11537	ypy:YPK_2910
ko:K06889	ypy:YPK_3786
ko:K08682	ypy:YPK_3266
ko:K08317	ypy:YPK_2519
ko:K00262	ypy:YPK_0119
ko:K11749	ypy:YPK_1073
ko:K07126	ypy:YPK_2207
ko:K07790	ypy:YPK_1972
ko:K11755	ypy:YPK_2532
ko:K02598	ypy:YPK_0233
ko:K07343	ypy:YPK_2628
ko:K11903	ypy:YPK_0385
ko:K12974	ypy:YPK_0430
ko:K08325	ypy:YPK_0668
ko:K12975	ypy:YPK_0080
ko:K02458	ypy:YPK_1009
ko:K09946	ypy:YPK_1326
ko:K12962	ypy:YPK_1836
ko:K12963	ypy:YPK_1837
ko:K00228	ypy:YPK_1393
ko:K02851	ypy:YPK_4033
ko:K00215	ypy:YPK_3584
ko:K01728	ypy:YPK_0096
ko:K00906	ypy:YPK_0366
ko:K00219	ypy:YPK_0563
ko:K01207	ypy:YPK_1700
ko:K07289	ypy:YPK_2550
ko:K00046	ypy:YPK_1576
ko:K00059	ypy:YPK_2609
ko:K12532	ypy:YPK_2003
ko:K04477	ypy:YPK_2165
ko:K05540	ypy:YPK_0453
ko:K06183	ypy:YPK_2793
ko:K12370	ypy:YPK_0090
ko:K12530	ypy:YPK_2004
ko:K12500	ypy:YPK_3228
ko:K00657	ypy:YPK_1349
ko:K06905	ypy:YPK_2305
ko:K06905	ypy:YPK_2352
ko:K04753	ypy:YPK_0665
ko:K10192	ypy:YPK_1798
ko:K10193	ypy:YPK_1801
ko:K02001	ypy:YPK_1114
ko:K13301	ypy:YPK_3510
ko:K00799	ypy:YPK_1883
ko:K11209	ypy:YPK_0437
ko:K01950	ypy:YPK_1261
ko:K03759	ypy:YPK_2861
ko:K04775	ypy:YPK_1928
ko:K06079	ypy:YPK_1090
ko:K05791	ypy:YPK_3877
ko:K11074	ypy:YPK_2727
ko:K01093	ypy:YPK_1730
ko:K11898	ypy:YPK_1489
ko:K07307	ypy:YPK_1455
ko:K01187	ypy:YPK_0977
ko:K11743	ypy:YPK_2131
ko:K11738	ypy:YPK_2256
ko:K11076	ypy:YPK_2729
ko:K11753	ypy:YPK_3589
ko:K03791	ypy:YPK_0199
ko:K07665	ypy:YPK_2192
ko:K12297	ypy:YPK_2641
ko:K03636	ypy:YPK_2920
ko:K12288	ypy:YPK_0220
ko:K00748	ypy:YPK_1079
ko:K11937	ypy:YPK_2238
ko:K02002	ypy:YPK_1113
ko:K03478	ypy:YPK_1148
ko:K03769	ypy:YPK_4040
ko:K01809	ypy:YPK_1986
ko:K11750	ypy:YPK_3290
ko:K07724	ypy:YPK_0217
ko:K10716	ypy:YPK_1141
ko:K07724	ypy:YPK_3760
ko:K07724	ypy:YPK_3055
ko:K01730	ypy:YPK_1792
ko:K12453	ypy:YPK_3188
ko:K12452	ypy:YPK_3189
ko:K05875	ypy:YPK_0034
ko:K07473	ypy:YPK_0425
ko:K06077	ypy:YPK_0736
ko:K00823	ypy:YPK_1335
ko:K01497	ypy:YPK_2029
ko:K01491	ypy:YPK_3150
ko:K12372	ypy:YPK_0092
ko:K16345	ypy:YPK_4182
ko:K01150	ypy:YPK_0841
ko:K13053	ypy:YPK_2629
ko:K08967	ypy:YPK_3319
ko:K01069	ypy:YPK_1106
ko:K11933	ypy:YPK_2702
ko:K05595	ypy:YPK_1817
ko:K01840	ypy:YPK_1632
ko:K12291	ypy:YPK_0223
ko:K05368	ypy:YPK_3935
ko:K07459	ypy:YPK_2699
ko:K03490	ypy:YPK_1147
ko:K12525	ypy:YPK_4094
ko:K02478	ypy:YPK_0146
ko:K06889	ypy:YPK_2191
ko:K02485	ypy:YPK_2078
ko:K12961	ypy:YPK_0537
ko:K13292	ypy:YPK_1035
ko:K12984	ypy:YPK_4150
ko:K10804	ypy:YPK_3159
ko:K13014	ypy:YPK_1834
ko:K10195	ypy:YPK_1799
ko:K10194	ypy:YPK_1800
ko:K01011	ypy:YPK_2866
ko:K03760	ypy:YPK_1873
ko:K11897	ypy:YPK_1490
ko:K04771	ypy:YPK_3452
ko:K11744	ypy:YPK_1669
ko:K11938	ypy:YPK_3225
ko:K00884	ypy:YPK_1710
ko:K01139	ypy:YPK_4178
ko:K01048	ypy:YPK_3995
ko:K00060	ypy:YPK_4144
ko:K11896	ypy:YPK_2587
ko:K01739	ypy:YPK_4095
ko:K00568	ypy:YPK_2847
ko:K11936	ypy:YPK_2239
ko:K11910	ypy:YPK_2590
ko:K11893	ypy:YPK_0800
ko:K11907	ypy:YPK_1474
ko:K11891	ypy:YPK_1485
ko:K11909	ypy:YPK_0397
ko:K11935	ypy:YPK_2241
ko:K11075	ypy:YPK_2728
ko:K11752	ypy:YPK_3258
ko:K01766	ypy:YPK_1050
ko:K11931	ypy:YPK_2240
ko:K11891	ypy:YPK_0399
ko:K11905	ypy:YPK_0388
ko:K11906	ypy:YPK_0392
ko:K11926	ypy:YPK_3289
ko:K11901	ypy:YPK_1479
ko:K10037	ypy:YPK_1599
ko:K00965	ypy:YPK_2944
ko:K11901	ypy:YPK_0386
ko:K11910	ypy:YPK_0398
ko:K11891	ypy:YPK_2591
ko:K11927	ypy:YPK_2898
ko:K11754	ypy:YPK_1532
ko:K11903	ypy:YPK_1481
ko:K11907	ypy:YPK_0395
ko:K18979	ypy:YPK_3805
ko:K11904	ypy:YPK_0764
ko:K00040	ypy:YPK_2779
ko:K10026	ypy:YPK_3444
ko:K11895	ypy:YPK_1472
ko:K11907	ypy:YPK_3559
ko:K11907	ypy:YPK_0804
ko:K11903	ypy:YPK_0803
ko:K04487	ypy:YPK_2115
ko:K04487	ypy:YPK_1276
ko:K11717	ypy:YPK_1851
ko:K00632	ypy:YPK_3934
ko:K11719	ypy:YPK_0508
ko:K11934	ypy:YPK_1606
ko:K01785	ypy:YPK_2946
ko:K06168	ypy:YPK_3005
ko:K11893	ypy:YPK_1483
ko:K11894	ypy:YPK_0391
ko:K11895	ypy:YPK_0390
ko:K08313	ypy:YPK_2019
ko:K11925	ypy:YPK_3540
ko:K11895	ypy:YPK_2586
ko:K03524	ypy:YPK_0327
ko:K01710	ypy:YPK_4029
ko:K11893	ypy:YPK_0393
ko:K02217	ypy:YPK_2438
ko:K07122	ypy:YPK_0516
ko:K11073	ypy:YPK_2730
ko:K00647	ypy:YPK_1520
ko:K00647	ypy:YPK_2610
ko:K01759	ypy:YPK_1869
ko:K01119	ypy:YPK_3776
ko:K07307	ypy:YPK_3393
ko:K12149	ypy:YPK_3109
ko:K01187	ypy:YPK_3271
ko:K03386	ypy:YPK_3267
ko:K06957	ypy:YPK_1368
ko:K03472	ypy:YPK_0851
ko:K10038	ypy:YPK_1598
ko:K11900	ypy:YPK_0387
ko:K08234	ypy:YPK_1083
ko:K01190	ypy:YPK_1739
ko:K00853	ypy:YPK_2000
ko:K09810	ypy:YPK_1708
ko:K02302	ypy:YPK_0232
ko:K03425	ypy:YPK_3028
ko:K10036	ypy:YPK_1600
ko:K01358	ypy:YPK_3234
ko:K11748	ypy:YPK_0265
ko:K02532	ypy:YPK_2492
ko:K07491	ypy:YPK_0279
ko:K02099	ypy:YPK_1996
ko:K00024	ypy:YPK_3761
ko:K11906	ypy:YPK_2585
ko:K11905	ypy:YPK_2584
ko:K04755	ypy:YPK_1281
ko:K01089	ypy:YPK_2528
ko:K11940	ypy:YPK_2621
ko:K03286	ypy:YPK_2630
ko:K11941	ypy:YPK_1660
ko:K03119	ypy:YPK_0261
ko:K01760	ypy:YPK_3894
ko:K02426	ypy:YPK_1049
ko:K04751	ypy:YPK_1262
ko:K06958	ypy:YPK_0502
ko:K01243	ypy:YPK_3454
ko:K12308	ypy:YPK_0973
ko:K11720	ypy:YPK_3677
ko:K00598	ypy:YPK_1603
ko:K01092	ypy:YPK_1273
ko:K02237	ypy:YPK_3229
ko:K08368	ypy:YPK_1652
ko:K00108	ypy:YPK_2917
ko:K00602	ypy:YPK_0357
ko:K00974	ypy:YPK_0641
ko:K01593	ypy:YPK_2867
ko:K12251	ypy:YPK_0835
ko:K11534	ypy:YPK_2738
ko:K00065	ypy:YPK_1803
ko:K08351	ypy:YPK_1026
ko:K06895	ypy:YPK_0855
ko:K11892	ypy:YPK_0801
ko:K11901	ypy:YPK_0798
ko:K11900	ypy:YPK_3564
ko:K11903	ypy:YPK_3563
ko:K11897	ypy:YPK_3562
ko:K11896	ypy:YPK_3561
ko:K11895	ypy:YPK_3560
ko:K01058	ypy:YPK_3999
ko:K03971	ypy:YPK_1897
ko:K01524	ypy:YPK_4037
ko:K09979	ypy:YPK_3704
ko:K08485	ypy:YPK_0501
ko:K07397	ypy:YPK_0249
ko:K00557	ypy:YPK_4074
ko:K02000	ypy:YPK_1115
ko:K03897	ypy:YPK_2546
ko:K00839	ypy:YPK_3325
ko:K09806	ypy:YPK_0647
ko:K08961	ypy:YPK_0997
ko:K02414	ypy:YPK_0729
ko:K05685	ypy:YPK_2695
ko:K07733	ypy:YPK_0948
ko:K13637	ypy:YPK_2780
ko:K00885	ypy:YPK_1404
ko:K03321	ypy:YPK_2174
ko:K13038	ypy:YPK_4156
ko:K13256	ypy:YPK_0375
ko:K13288	ypy:YPK_3808
ko:K13255	ypy:YPK_2548
ko:K06879	ypy:YPK_1057
ko:K13283	ypy:YPK_4127
ko:K13378	ypy:YPK_1562
ko:K05874	ypy:YPK_1753
ko:K02423	ypy:YPK_2384
ko:K00297	ypy:YPK_4093
ko:K01271	ypy:YPK_3932
ko:K07246	ypy:YPK_1616
ko:K00007	ypy:YPK_1922
ko:K06887	ypy:YPK_3060
ko:K00029	ypy:YPK_1391
ko:K13788	ypy:YPK_1550
ko:K05939	ypy:YPK_1027
ko:K05349	ypy:YPK_3072
ko:K12410	ypy:YPK_1711
ko:K00835	ypy:YPK_0014
ko:K05349	ypy:YPK_0593
ko:K03406	ypy:YPK_2833
ko:K12368	ypy:YPK_0088
ko:K12371	ypy:YPK_0091
ko:K00951	ypy:YPK_3449
ko:K12339	ypy:YPK_1412
ko:K07270	ypy:YPK_2678
ko:K00854	ypy:YPK_2770
ko:K12512	ypy:YPK_0679
ko:K08997	ypy:YPK_1840
ko:K12513	ypy:YPK_0678
ko:K04085	ypy:YPK_3986
ko:K12511	ypy:YPK_0680
ko:K15548	ypy:YPK_0484
ko:K12573	ypy:YPK_3791
ko:K12510	ypy:YPK_0681
ko:K04772	ypy:YPK_0520
ko:K13735	ypy:YPK_0145
ko:K14055	ypy:YPK_1943
ko:K13888	ypy:YPK_2696
ko:K13628	ypy:YPK_1278
ko:K03896	ypy:YPK_0785
ko:K07186	ypy:YPK_3623
ko:K02081	ypy:YPK_0995
ko:K04065	ypy:YPK_3632
ko:K06223	ypy:YPK_0888
ko:K03406	ypy:YPK_1597
ko:K12582	ypy:YPK_4024
ko:K00124	ypy:YPK_0039
ko:K06415	ypy:YPK_2108
ko:K03272	ypy:YPK_0645
ko:K01051	ypy:YPK_3639
ko:K14054	ypy:YPK_1905
ko:K05847	ypy:YPK_2863
ko:K05685	ypy:YPK_1422
ko:K01782	ypy:YPK_1509
ko:K01825	ypy:YPK_3933
ko:K14058	ypy:YPK_1912
ko:K06211	ypy:YPK_3620
ko:K02004	ypy:YPK_3157
ko:K07497	ypy:YPK_3926
ko:K07245	ypy:YPK_2436
ko:K12531	ypy:YPK_2002
ko:K12536	ypy:YPK_4084
ko:K12537	ypy:YPK_4083
ko:K12545	ypy:YPK_4085
ko:K01534	ypy:YPK_3985
ko:K00455	ypy:YPK_2458
ko:K02062	ypy:YPK_3544
ko:K04691	ypy:YPK_0519
ko:K06956	ypy:YPK_1795
ko:K01488	ypy:YPK_1993
ko:K01479	ypy:YPK_2223
ko:K06221	ypy:YPK_3075
ko:K12369	ypy:YPK_0089
ko:K07038	ypy:YPK_1380
ko:K07038	ypy:YPK_1796
ko:K12524	ypy:YPK_3604
ko:K00854	ypy:YPK_0055
ko:K03457	ypy:YPK_1110
ko:K03668	ypy:YPK_1917
ko:K06075	ypy:YPK_1876
ko:K02477	ypy:YPK_3358
ko:K04072	ypy:YPK_2072
ko:K13895	ypy:YPK_2788
ko:K01779	ypy:YPK_1521
ko:K09961	ypy:YPK_1223
ko:K09880	ypy:YPK_3320
ko:K12373	ypy:YPK_2992
ko:K01077	ypy:YPK_1946
ko:K02778	ypy:YPK_0974
ko:K05845	ypy:YPK_2865
ko:K01147	ypy:YPK_2016
ko:K12514	ypy:YPK_0677
ko:K06518	ypy:YPK_2559
ko:K05876	ypy:YPK_1742
ko:K12973	ypy:YPK_2476
ko:K01791	ypy:YPK_4031
ko:K13001	ypy:YPK_3184
ko:K13002	ypy:YPK_3180
ko:K01826	ypy:YPK_2457
ko:K05921	ypy:YPK_2460
ko:K01061	ypy:YPK_3951
ko:K06006	ypy:YPK_4131
ko:K05812	ypy:YPK_3342
ko:K05921	ypy:YPK_2461
ko:K12942	ypy:YPK_0748
ko:K03297	ypy:YPK_1914
ko:K00297	ypy:YPK_3884
ko:K13745	ypy:YPK_2547
ko:K00121	ypy:YPK_2571
ko:K01176	ypy:YPK_0016
ko:K03782	ypy:YPK_3388
ko:K06887	ypy:YPK_1459
ko:K03894	ypy:YPK_0786
ko:K03895	ypy:YPK_0784
ko:K13638	ypy:YPK_0310
ko:K01813	ypy:YPK_3846
ko:K13735	ypy:YPK_1315
ko:K01792	ypy:YPK_2097
ko:K13641	ypy:YPK_0367
ko:K10778	ypy:YPK_4134
ko:K07114	ypy:YPK_1416
ko:K13643	ypy:YPK_1275
ko:K13634	ypy:YPK_2032
ko:K01070	ypy:YPK_2572
ko:K13694	ypy:YPK_2784
ko:K13821	ypy:YPK_2369
ko:K02004	ypy:YPK_2574
ko:K02004	ypy:YPK_2247
ko:K02004	ypy:YPK_2248
ko:K06147	ypy:YPK_3037
ko:K01120	ypy:YPK_1164
ko:K07474	ypy:YPK_3746
ko:K13695	ypy:YPK_1838
ko:K13894	ypy:YPK_2787
ko:K13896	ypy:YPK_2789
ko:K13888	ypy:YPK_1423
ko:K13893	ypy:YPK_2786
ko:K08978	ypy:YPK_1154
ko:K14233	ypy:YPK_R0070
ko:K14228	ypy:YPK_R0051
ko:K14219	ypy:YPK_R0061
ko:K14155	ypy:YPK_1968
ko:K14220	ypy:YPK_R0024
ko:K14220	ypy:YPK_R0026
ko:K14220	ypy:YPK_R0025
ko:K00065	ypy:YPK_0987
ko:K02055	ypy:YPK_1336
ko:K14238	ypy:YPK_R0001
ko:K01977	ypy:YPK_R0085
ko:K01977	ypy:YPK_R0089
ko:K01977	ypy:YPK_R0090
ko:K01977	ypy:YPK_R0091
ko:K01977	ypy:YPK_R0086
ko:K01977	ypy:YPK_R0087
ko:K01977	ypy:YPK_R0088
ko:K14232	ypy:YPK_R0002
