ko:K19416	sbt:Sbal678_2315
ko:K01770	sbt:Sbal678_3283
ko:K00991	sbt:Sbal678_3284
ko:K05589	sbt:Sbal678_3285
ko:K01689	sbt:Sbal678_3286
ko:K04082	sbt:Sbal678_2500
ko:K01937	sbt:Sbal678_3287
ko:K04765	sbt:Sbal678_3288
ko:K10536	sbt:Sbal678_3289
ko:K00549	sbt:Sbal678_3291
ko:K03215	sbt:Sbal678_3297
ko:K13628	sbt:Sbal678_2501
ko:K07678	sbt:Sbal678_3298
ko:K09891	sbt:Sbal678_3299
ko:K07088	sbt:Sbal678_3302
ko:K03631	sbt:Sbal678_3303
ko:K04488	sbt:Sbal678_2502
ko:K04487	sbt:Sbal678_2503
ko:K01095	sbt:Sbal678_3304
ko:K00946	sbt:Sbal678_3305
ko:K03625	sbt:Sbal678_3306
ko:K00794	sbt:Sbal678_3307
ko:K14652	sbt:Sbal678_3308
ko:K00793	sbt:Sbal678_3309
ko:K11752	sbt:Sbal678_3310
ko:K07738	sbt:Sbal678_3311
ko:K00600	sbt:Sbal678_3312
ko:K07396	sbt:Sbal678_3316
ko:K00245	sbt:Sbal678_4108
ko:K00244	sbt:Sbal678_4109
ko:K00246	sbt:Sbal678_4110
ko:K00246	sbt:Sbal678_4111
ko:K13643	sbt:Sbal678_2504
ko:K00640	sbt:Sbal678_2505
ko:K15396	sbt:Sbal678_2506
ko:K02687	sbt:Sbal678_4112
ko:K03557	sbt:Sbal678_4114
ko:K03658	sbt:Sbal678_4115
ko:K07322	sbt:Sbal678_4116
ko:K03192	sbt:Sbal678_4118
ko:K03733	sbt:Sbal678_4120
ko:K01092	sbt:Sbal678_2507
ko:K09921	sbt:Sbal678_4121
ko:K01778	sbt:Sbal678_4122
ko:K01586	sbt:Sbal678_4123
ko:K00930	sbt:Sbal678_4245
ko:K00145	sbt:Sbal678_4246
ko:K01595	sbt:Sbal678_4247
ko:K02379	sbt:Sbal678_4251
ko:K00123	sbt:Sbal678_4257
ko:K00124	sbt:Sbal678_4258
ko:K05851	sbt:Sbal678_4126
ko:K01749	sbt:Sbal678_4127
ko:K01719	sbt:Sbal678_4128
ko:K02496	sbt:Sbal678_4129
ko:K06202	sbt:Sbal678_4125
ko:K02498	sbt:Sbal678_4130
ko:K03656	sbt:Sbal678_4139
ko:K09806	sbt:Sbal678_4140
ko:K09927	sbt:Sbal678_4143
ko:K06143	sbt:Sbal678_4145
ko:K03308	sbt:Sbal678_4149
ko:K05592	sbt:Sbal678_0588
ko:K03701	sbt:Sbal678_0590
ko:K03581	sbt:Sbal678_0598
ko:K11021	sbt:Sbal678_0616
ko:K11021	sbt:Sbal678_0617
ko:K03500	sbt:Sbal678_1450
ko:K06193	sbt:Sbal678_1456
ko:K03449	sbt:Sbal678_1457
ko:K06987	sbt:Sbal678_1459
ko:K03711	sbt:Sbal678_1464
ko:K12373	sbt:Sbal678_1467
ko:K00845	sbt:Sbal678_1468
ko:K06133	sbt:Sbal678_1490
ko:K06377	sbt:Sbal678_1493
ko:K06879	sbt:Sbal678_1496
ko:K15723	sbt:Sbal678_1497
ko:K07394	sbt:Sbal678_1888
ko:K07004	sbt:Sbal678_1897
ko:K07017	sbt:Sbal678_1901
ko:K01524	sbt:Sbal678_1908
ko:K00937	sbt:Sbal678_1909
ko:K04046	sbt:Sbal678_1910
ko:K05805	sbt:Sbal678_1911
ko:K01760	sbt:Sbal678_1912
ko:K07114	sbt:Sbal678_1916
ko:K13590	sbt:Sbal678_1918
ko:K09897	sbt:Sbal678_1922
ko:K00901	sbt:Sbal678_1924
ko:K07504	sbt:Sbal678_1926
ko:K01104	sbt:Sbal678_1927
ko:K14540	sbt:Sbal678_1928
ko:K03781	sbt:Sbal678_1645
ko:K00457	sbt:Sbal678_2734
ko:K09919	sbt:Sbal678_2737
ko:K01284	sbt:Sbal678_2743
ko:K03827	sbt:Sbal678_2746
ko:K01284	sbt:Sbal678_2748
ko:K01119	sbt:Sbal678_2749
ko:K09909	sbt:Sbal678_2750
ko:K03273	sbt:Sbal678_2751
ko:K00648	sbt:Sbal678_2753
ko:K02342	sbt:Sbal678_2755
ko:K07182	sbt:Sbal678_2756
ko:K14393	sbt:Sbal678_2757
ko:K03673	sbt:Sbal678_2759
ko:K01972	sbt:Sbal678_2763
ko:K01807	sbt:Sbal678_3532
ko:K06969	sbt:Sbal678_3533
ko:K09930	sbt:Sbal678_3535
ko:K06213	sbt:Sbal678_3540
ko:K06177	sbt:Sbal678_3543
ko:K01955	sbt:Sbal678_3544
ko:K01956	sbt:Sbal678_3545
ko:K00215	sbt:Sbal678_3546
ko:K03773	sbt:Sbal678_3547
ko:K03686	sbt:Sbal678_3556
ko:K04043	sbt:Sbal678_3557
ko:K00147	sbt:Sbal678_3562
ko:K00931	sbt:Sbal678_3563
ko:K06901	sbt:Sbal678_3564
ko:K01255	sbt:Sbal678_3567
ko:K03406	sbt:Sbal678_3570
ko:K12267	sbt:Sbal678_1930
ko:K01698	sbt:Sbal678_1931
ko:K03684	sbt:Sbal678_1938
ko:K07157	sbt:Sbal678_2715
ko:K02346	sbt:Sbal678_3573
ko:K03594	sbt:Sbal678_3575
ko:K03594	sbt:Sbal678_3576
ko:K05952	sbt:Sbal678_3577
ko:K03734	sbt:Sbal678_3578
ko:K00351	sbt:Sbal678_3579
ko:K00350	sbt:Sbal678_3580
ko:K00349	sbt:Sbal678_3581
ko:K00348	sbt:Sbal678_3582
ko:K00347	sbt:Sbal678_3583
ko:K00346	sbt:Sbal678_3584
ko:K06959	sbt:Sbal678_4366
ko:K04760	sbt:Sbal678_4367
ko:K07659	sbt:Sbal678_4370
ko:K07638	sbt:Sbal678_4371
ko:K07660	sbt:Sbal678_4376
ko:K03088	sbt:Sbal678_2716
ko:K07637	sbt:Sbal678_4377
ko:K02297	sbt:Sbal678_4382
ko:K02298	sbt:Sbal678_4383
ko:K02299	sbt:Sbal678_4384
ko:K02300	sbt:Sbal678_4385
ko:K07167	sbt:Sbal678_2717
ko:K02030	sbt:Sbal678_2724
ko:K00059	sbt:Sbal678_4391
ko:K15256	sbt:Sbal678_4394
ko:K03088	sbt:Sbal678_4399
ko:K00666	sbt:Sbal678_2726
ko:K03561	sbt:Sbal678_4405
ko:K00451	sbt:Sbal678_2733
ko:K02970	sbt:Sbal678_1254
ko:K01409	sbt:Sbal678_1255
ko:K02451	sbt:Sbal678_1264
ko:K01845	sbt:Sbal678_1267
ko:K00609	sbt:Sbal678_1268
ko:K08591	sbt:Sbal678_1256
ko:K15724	sbt:Sbal678_1271
ko:K06188	sbt:Sbal678_1274
ko:K09001	sbt:Sbal678_1275
ko:K01866	sbt:Sbal678_1277
ko:K02227	sbt:Sbal678_1282
ko:K01243	sbt:Sbal678_1283
ko:K01338	sbt:Sbal678_1669
ko:K03530	sbt:Sbal678_1670
ko:K03770	sbt:Sbal678_1671
ko:K03974	sbt:Sbal678_1679
ko:K03969	sbt:Sbal678_1680
ko:K03970	sbt:Sbal678_1681
ko:K06918	sbt:Sbal678_1683
ko:K08990	sbt:Sbal678_1684
ko:K01633	sbt:Sbal678_1257
ko:K00950	sbt:Sbal678_1258
ko:K06153	sbt:Sbal678_1259
ko:K01761	sbt:Sbal678_1685
ko:K02237	sbt:Sbal678_1686
ko:K09909	sbt:Sbal678_1689
ko:K04067	sbt:Sbal678_1690
ko:K07090	sbt:Sbal678_1691
ko:K02336	sbt:Sbal678_1693
ko:K00563	sbt:Sbal678_1260
ko:K03561	sbt:Sbal678_1701
ko:K03561	sbt:Sbal678_1702
ko:K03832	sbt:Sbal678_1704
ko:K03769	sbt:Sbal678_1708
ko:K14761	sbt:Sbal678_1710
ko:K07090	sbt:Sbal678_1713
ko:K06078	sbt:Sbal678_1261
ko:K03547	sbt:Sbal678_1714
ko:K07043	sbt:Sbal678_1718
ko:K07001	sbt:Sbal678_1721
ko:K00974	sbt:Sbal678_1262
ko:K07000	sbt:Sbal678_2524
ko:K01207	sbt:Sbal678_2525
ko:K01752	sbt:Sbal678_2526
ko:K02450	sbt:Sbal678_1263
ko:K03832	sbt:Sbal678_4408
ko:K07115	sbt:Sbal678_4411
ko:K03744	sbt:Sbal678_4414
ko:K12942	sbt:Sbal678_4415
ko:K10680	sbt:Sbal678_0479
ko:K03442	sbt:Sbal678_0490
ko:K01581	sbt:Sbal678_0493
ko:K09794	sbt:Sbal678_0494
ko:K00757	sbt:Sbal678_0495
ko:K01887	sbt:Sbal678_0502
ko:K04066	sbt:Sbal678_0503
ko:K02909	sbt:Sbal678_0505
ko:K00029	sbt:Sbal678_0506
ko:K12279	sbt:Sbal678_0508
ko:K12280	sbt:Sbal678_0510
ko:K12281	sbt:Sbal678_0511
ko:K12282	sbt:Sbal678_0512
ko:K12283	sbt:Sbal678_0513
ko:K12284	sbt:Sbal678_0514
ko:K12276	sbt:Sbal678_0515
ko:K12278	sbt:Sbal678_0516
ko:K10925	sbt:Sbal678_0518
ko:K10924	sbt:Sbal678_0519
ko:K10926	sbt:Sbal678_0520
ko:K10927	sbt:Sbal678_0521
ko:K12285	sbt:Sbal678_0522
ko:K12286	sbt:Sbal678_0523
ko:K12287	sbt:Sbal678_0524
ko:K03569	sbt:Sbal678_0525
ko:K03570	sbt:Sbal678_0526
ko:K03571	sbt:Sbal678_0527
ko:K06287	sbt:Sbal678_0528
ko:K08676	sbt:Sbal678_1340
ko:K03406	sbt:Sbal678_1355
ko:K03664	sbt:Sbal678_1365
ko:K09801	sbt:Sbal678_1367
ko:K06186	sbt:Sbal678_1368
ko:K03455	sbt:Sbal678_1372
ko:K08301	sbt:Sbal678_0529
ko:K03568	sbt:Sbal678_0532
ko:K01993	sbt:Sbal678_0534
ko:K09889	sbt:Sbal678_0540
ko:K03592	sbt:Sbal678_0541
ko:K09890	sbt:Sbal678_0544
ko:K01679	sbt:Sbal678_0545
ko:K14441	sbt:Sbal678_0547
ko:K09807	sbt:Sbal678_0548
ko:K03811	sbt:Sbal678_0553
ko:K00757	sbt:Sbal678_0554
ko:K01923	sbt:Sbal678_0559
ko:K08352	sbt:Sbal678_0563
ko:K07090	sbt:Sbal678_0566
ko:K03764	sbt:Sbal678_0567
ko:K12525	sbt:Sbal678_0569
ko:K01638	sbt:Sbal678_1374
ko:K01637	sbt:Sbal678_1375
ko:K13954	sbt:Sbal678_1379
ko:K02167	sbt:Sbal678_1380
ko:K00705	sbt:Sbal678_1387
ko:K00700	sbt:Sbal678_1388
ko:K00688	sbt:Sbal678_1390
ko:K00975	sbt:Sbal678_1392
ko:K01091	sbt:Sbal678_1791
ko:K07040	sbt:Sbal678_1793
ko:K02911	sbt:Sbal678_1794
ko:K03621	sbt:Sbal678_1795
ko:K00648	sbt:Sbal678_1796
ko:K00645	sbt:Sbal678_1797
ko:K00059	sbt:Sbal678_1798
ko:K02078	sbt:Sbal678_1799
ko:K09458	sbt:Sbal678_1800
ko:K01792	sbt:Sbal678_1804
ko:K02014	sbt:Sbal678_1806
ko:K01953	sbt:Sbal678_1808
ko:K02566	sbt:Sbal678_1811
ko:K11175	sbt:Sbal678_1812
ko:K01933	sbt:Sbal678_1813
ko:K00761	sbt:Sbal678_1814
ko:K07084	sbt:Sbal678_1816
ko:K03386	sbt:Sbal678_1817
ko:K03683	sbt:Sbal678_1818
ko:K01322	sbt:Sbal678_1821
ko:K07107	sbt:Sbal678_1822
ko:K03562	sbt:Sbal678_1823
ko:K03560	sbt:Sbal678_1824
ko:K03641	sbt:Sbal678_1826
ko:K03640	sbt:Sbal678_1827
ko:K03284	sbt:Sbal678_2621
ko:K00563	sbt:Sbal678_1786
ko:K12410	sbt:Sbal678_2624
ko:K03704	sbt:Sbal678_1787
ko:K03711	sbt:Sbal678_2625
ko:K08300	sbt:Sbal678_1789
ko:K06140	sbt:Sbal678_2627
ko:K01902	sbt:Sbal678_2628
ko:K01903	sbt:Sbal678_2629
ko:K00658	sbt:Sbal678_2630
ko:K06179	sbt:Sbal678_1790
ko:K00164	sbt:Sbal678_2631
ko:K00240	sbt:Sbal678_2632
ko:K00239	sbt:Sbal678_2633
ko:K03602	sbt:Sbal678_1418
ko:K02556	sbt:Sbal678_1419
ko:K02557	sbt:Sbal678_1420
ko:K03151	sbt:Sbal678_1421
ko:K07020	sbt:Sbal678_1424
ko:K06968	sbt:Sbal678_1426
ko:K00030	sbt:Sbal678_1427
ko:K01146	sbt:Sbal678_1431
ko:K06966	sbt:Sbal678_1432
ko:K03554	sbt:Sbal678_1436
ko:K00297	sbt:Sbal678_0570
ko:K07657	sbt:Sbal678_1438
ko:K03406	sbt:Sbal678_0571
ko:K07636	sbt:Sbal678_1439
ko:K02040	sbt:Sbal678_1440
ko:K00432	sbt:Sbal678_1442
ko:K06213	sbt:Sbal678_1443
ko:K00703	sbt:Sbal678_1393
ko:K02030	sbt:Sbal678_1398
ko:K00782	sbt:Sbal678_1407
ko:K03303	sbt:Sbal678_1411
ko:K01895	sbt:Sbal678_1832
ko:K03406	sbt:Sbal678_1834
ko:K00833	sbt:Sbal678_1835
ko:K01012	sbt:Sbal678_1836
ko:K00652	sbt:Sbal678_1837
ko:K02169	sbt:Sbal678_1838
ko:K01935	sbt:Sbal678_1839
ko:K05787	sbt:Sbal678_1840
ko:K00858	sbt:Sbal678_1412
ko:K09915	sbt:Sbal678_1843
ko:K00243	sbt:Sbal678_1844
ko:K01585	sbt:Sbal678_1845
ko:K01611	sbt:Sbal678_1846
ko:K00275	sbt:Sbal678_1847
ko:K09768	sbt:Sbal678_1848
ko:K03611	sbt:Sbal678_1853
ko:K03314	sbt:Sbal678_1854
ko:K03687	sbt:Sbal678_1413
ko:K01662	sbt:Sbal678_1416
ko:K03603	sbt:Sbal678_1855
ko:K09786	sbt:Sbal678_1857
ko:K00795	sbt:Sbal678_1417
ko:K07180	sbt:Sbal678_1858
ko:K04564	sbt:Sbal678_1859
ko:K07390	sbt:Sbal678_1860
ko:K01256	sbt:Sbal678_2562
ko:K01070	sbt:Sbal678_2527
ko:K00121	sbt:Sbal678_2528
ko:K03797	sbt:Sbal678_2563
ko:K03607	sbt:Sbal678_2564
ko:K00765	sbt:Sbal678_2539
ko:K09918	sbt:Sbal678_2566
ko:K03808	sbt:Sbal678_2567
ko:K03808	sbt:Sbal678_2568
ko:K06886	sbt:Sbal678_3327
ko:K01939	sbt:Sbal678_3338
ko:K00013	sbt:Sbal678_2540
ko:K00817	sbt:Sbal678_2541
ko:K03415	sbt:Sbal678_3339
ko:K08303	sbt:Sbal678_3343
ko:K14645	sbt:Sbal678_3345
ko:K08303	sbt:Sbal678_3347
ko:K01089	sbt:Sbal678_2542
ko:K04767	sbt:Sbal678_3355
ko:K02501	sbt:Sbal678_2543
ko:K06901	sbt:Sbal678_3356
ko:K02571	sbt:Sbal678_3357
ko:K01814	sbt:Sbal678_2544
ko:K03532	sbt:Sbal678_3358
ko:K02500	sbt:Sbal678_2545
ko:K07811	sbt:Sbal678_3359
ko:K03533	sbt:Sbal678_3360
ko:K11755	sbt:Sbal678_2546
ko:K03834	sbt:Sbal678_2547
ko:K09978	sbt:Sbal678_2550
ko:K07647	sbt:Sbal678_3361
ko:K11930	sbt:Sbal678_3362
ko:K07772	sbt:Sbal678_3363
ko:K04485	sbt:Sbal678_3365
ko:K01079	sbt:Sbal678_3368
ko:K07186	sbt:Sbal678_3369
ko:K03784	sbt:Sbal678_3370
ko:K01839	sbt:Sbal678_3371
ko:K00758	sbt:Sbal678_3372
ko:K01619	sbt:Sbal678_3373
ko:K05517	sbt:Sbal678_3374
ko:K03317	sbt:Sbal678_3375
ko:K15371	sbt:Sbal678_2556
ko:K03424	sbt:Sbal678_3376
ko:K00830	sbt:Sbal678_4157
ko:K01754	sbt:Sbal678_4158
ko:K01916	sbt:Sbal678_2661
ko:K00892	sbt:Sbal678_2662
ko:K00242	sbt:Sbal678_2634
ko:K01772	sbt:Sbal678_2663
ko:K00939	sbt:Sbal678_2664
ko:K05838	sbt:Sbal678_2665
ko:K04079	sbt:Sbal678_2666
ko:K07287	sbt:Sbal678_2669
ko:K01714	sbt:Sbal678_2670
ko:K03567	sbt:Sbal678_2671
ko:K03564	sbt:Sbal678_2672
ko:K00241	sbt:Sbal678_2635
ko:K02519	sbt:Sbal678_3432
ko:K02600	sbt:Sbal678_3433
ko:K09748	sbt:Sbal678_3434
ko:K03075	sbt:Sbal678_3435
ko:K01803	sbt:Sbal678_3436
ko:K03431	sbt:Sbal678_3437
ko:K01647	sbt:Sbal678_2636
ko:K00796	sbt:Sbal678_3438
ko:K03798	sbt:Sbal678_3439
ko:K02427	sbt:Sbal678_3440
ko:K07574	sbt:Sbal678_3441
ko:K03074	sbt:Sbal678_3442
ko:K03072	sbt:Sbal678_3443
ko:K03624	sbt:Sbal678_3445
ko:K09939	sbt:Sbal678_3448
ko:K09900	sbt:Sbal678_2640
ko:K06942	sbt:Sbal678_3450
ko:K01056	sbt:Sbal678_3451
ko:K03184	sbt:Sbal678_3452
ko:K06168	sbt:Sbal678_3454
ko:K07042	sbt:Sbal678_3456
ko:K09907	sbt:Sbal678_2647
ko:K06189	sbt:Sbal678_3457
ko:K00428	sbt:Sbal678_2651
ko:K03820	sbt:Sbal678_3458
ko:K01869	sbt:Sbal678_3462
ko:K06899	sbt:Sbal678_2652
ko:K03643	sbt:Sbal678_3463
ko:K02340	sbt:Sbal678_3464
ko:K00969	sbt:Sbal678_3465
ko:K09904	sbt:Sbal678_2653
ko:K09710	sbt:Sbal678_3466
ko:K00783	sbt:Sbal678_3467
ko:K07014	sbt:Sbal678_2654
ko:K00995	sbt:Sbal678_2678
ko:K03703	sbt:Sbal678_2679
ko:K02824	sbt:Sbal678_1861
ko:K07689	sbt:Sbal678_2680
ko:K01716	sbt:Sbal678_2684
ko:K03812	sbt:Sbal678_2685
ko:K09938	sbt:Sbal678_1862
ko:K15738	sbt:Sbal678_2687
ko:K12297	sbt:Sbal678_2689
ko:K03825	sbt:Sbal678_2691
ko:K06187	sbt:Sbal678_2692
ko:K09747	sbt:Sbal678_2693
ko:K02343	sbt:Sbal678_2694
ko:K00759	sbt:Sbal678_2695
ko:K09790	sbt:Sbal678_2696
ko:K09929	sbt:Sbal678_2698
ko:K09930	sbt:Sbal678_2699
ko:K05541	sbt:Sbal678_2702
ko:K10763	sbt:Sbal678_1863
ko:K11751	sbt:Sbal678_2705
ko:K06999	sbt:Sbal678_2706
ko:K03775	sbt:Sbal678_2709
ko:K08305	sbt:Sbal678_2710
ko:K03548	sbt:Sbal678_1869
ko:K03415	sbt:Sbal678_2713
ko:K04047	sbt:Sbal678_3478
ko:K02014	sbt:Sbal678_3480
ko:K02016	sbt:Sbal678_3482
ko:K02013	sbt:Sbal678_3483
ko:K03784	sbt:Sbal678_1877
ko:K02015	sbt:Sbal678_3484
ko:K02015	sbt:Sbal678_3485
ko:K07154	sbt:Sbal678_3495
ko:K00657	sbt:Sbal678_3497
ko:K06141	sbt:Sbal678_1878
ko:K03811	sbt:Sbal678_1882
ko:K09781	sbt:Sbal678_3531
ko:K06895	sbt:Sbal678_2673
ko:K04015	sbt:Sbal678_4316
ko:K04014	sbt:Sbal678_4317
ko:K05596	sbt:Sbal678_2674
ko:K03799	sbt:Sbal678_2675
ko:K05995	sbt:Sbal678_2676
ko:K06039	sbt:Sbal678_4193
ko:K06910	sbt:Sbal678_4203
ko:K01581	sbt:Sbal678_4205
ko:K03756	sbt:Sbal678_4206
ko:K00851	sbt:Sbal678_4208
ko:K06156	sbt:Sbal678_4209
ko:K01687	sbt:Sbal678_4159
ko:K11258	sbt:Sbal678_4160
ko:K01652	sbt:Sbal678_4161
ko:K00053	sbt:Sbal678_4163
ko:K02521	sbt:Sbal678_4164
ko:K07391	sbt:Sbal678_4169
ko:K00826	sbt:Sbal678_4180
ko:K09892	sbt:Sbal678_4185
ko:K03673	sbt:Sbal678_4187
ko:K08997	sbt:Sbal678_4190
ko:K03801	sbt:Sbal678_3474
ko:K03644	sbt:Sbal678_3475
ko:K05515	sbt:Sbal678_3468
ko:K05837	sbt:Sbal678_3469
ko:K03789	sbt:Sbal678_3476
ko:K00127	sbt:Sbal678_4259
ko:K00123	sbt:Sbal678_4261
ko:K08305	sbt:Sbal678_3470
ko:K00124	sbt:Sbal678_4262
ko:K00127	sbt:Sbal678_4263
ko:K03406	sbt:Sbal678_4266
ko:K03453	sbt:Sbal678_4271
ko:K03216	sbt:Sbal678_4280
ko:K07552	sbt:Sbal678_4304
ko:K03406	sbt:Sbal678_4306
ko:K03642	sbt:Sbal678_3471
ko:K07258	sbt:Sbal678_3472
ko:K09158	sbt:Sbal678_3473
ko:K09812	sbt:Sbal678_4327
ko:K03110	sbt:Sbal678_4328
ko:K08993	sbt:Sbal678_4330
ko:K07798	sbt:Sbal678_4336
ko:K07787	sbt:Sbal678_4337
ko:K06996	sbt:Sbal678_4339
ko:K03835	sbt:Sbal678_4340
ko:K00631	sbt:Sbal678_4341
ko:K01356	sbt:Sbal678_4342
ko:K04013	sbt:Sbal678_4318
ko:K02275	sbt:Sbal678_4344
ko:K02274	sbt:Sbal678_4345
ko:K02258	sbt:Sbal678_4346
ko:K02276	sbt:Sbal678_4347
ko:K02259	sbt:Sbal678_4350
ko:K07152	sbt:Sbal678_4352
ko:K02551	sbt:Sbal678_4321
ko:K03327	sbt:Sbal678_4354
ko:K08680	sbt:Sbal678_4322
ko:K07400	sbt:Sbal678_4356
ko:K02170	sbt:Sbal678_4363
ko:K02549	sbt:Sbal678_4323
ko:K01911	sbt:Sbal678_4324
ko:K03089	sbt:Sbal678_4325
ko:K09811	sbt:Sbal678_4326
ko:K02014	sbt:Sbal678_1472
ko:K02014	sbt:Sbal678_2087
ko:K15035	sbt:Sbal678_R0036
ko:K14229	sbt:Sbal678_R0041
ko:K14229	sbt:Sbal678_R0047
ko:K14229	sbt:Sbal678_R0042
ko:K14229	sbt:Sbal678_R0044
ko:K14229	sbt:Sbal678_R0045
ko:K14229	sbt:Sbal678_R0046
ko:K14229	sbt:Sbal678_R0043
ko:K16089	sbt:Sbal678_4274
ko:K14221	sbt:Sbal678_R0004
ko:K14221	sbt:Sbal678_R0049
ko:K14221	sbt:Sbal678_R0017
ko:K14221	sbt:Sbal678_R0122
ko:K16088	sbt:Sbal678_2340
ko:K16090	sbt:Sbal678_0767
ko:K16091	sbt:Sbal678_3585
ko:K16088	sbt:Sbal678_2343
ko:K16089	sbt:Sbal678_2533
ko:K16088	sbt:Sbal678_2819
ko:K16088	sbt:Sbal678_0549
ko:K15726	sbt:Sbal678_4004
ko:K16137	sbt:Sbal678_0279
ko:K15726	sbt:Sbal678_4470
ko:K02014	sbt:Sbal678_0542
ko:K14234	sbt:Sbal678_R0010
ko:K14234	sbt:Sbal678_R0098
ko:K14234	sbt:Sbal678_R0096
ko:K02014	sbt:Sbal678_0306
ko:K00526	sbt:Sbal678_2408
ko:K00986	sbt:Sbal678_0922
ko:K16087	sbt:Sbal678_1081
ko:K16087	sbt:Sbal678_1455
ko:K14232	sbt:Sbal678_R0037
ko:K14232	sbt:Sbal678_R0126
ko:K14232	sbt:Sbal678_R0127
ko:K10716	sbt:Sbal678_0944
ko:K16053	sbt:Sbal678_0125
ko:K14219	sbt:Sbal678_R0038
ko:K16074	sbt:Sbal678_3868
ko:K01270	sbt:Sbal678_3568
ko:K01270	sbt:Sbal678_2742
ko:K01801	sbt:Sbal678_1555
ko:K02017	sbt:Sbal678_0298
ko:K00568	sbt:Sbal678_2405
ko:K01983	sbt:Sbal678_R0040
ko:K01978	sbt:Sbal678_R0130
ko:K01991	sbt:Sbal678_3046
ko:K15773	sbt:Sbal678_0386
ko:K07506	sbt:Sbal678_3325
ko:K08344	sbt:Sbal678_4389
ko:K01250	sbt:Sbal678_3799
ko:K14223	sbt:Sbal678_R0112
ko:K07165	sbt:Sbal678_4400
ko:K16293	sbt:Sbal678_0564
ko:K01980	sbt:Sbal678_R0002
ko:K01980	sbt:Sbal678_R0077
ko:K01980	sbt:Sbal678_R0033
ko:K01980	sbt:Sbal678_R0132
ko:K01980	sbt:Sbal678_R0021
ko:K01980	sbt:Sbal678_R0135
ko:K01980	sbt:Sbal678_R0015
ko:K01980	sbt:Sbal678_R0008
ko:K01980	sbt:Sbal678_R0124
ko:K01980	sbt:Sbal678_R0027
ko:K03292	sbt:Sbal678_1245
ko:K16211	sbt:Sbal678_2452
ko:K16317	sbt:Sbal678_2657
ko:K00209	sbt:Sbal678_1673
ko:K03299	sbt:Sbal678_1644
ko:K00956	sbt:Sbal678_0990
ko:K01840	sbt:Sbal678_1627
ko:K01739	sbt:Sbal678_0568
ko:K01659	sbt:Sbal678_4175
ko:K01178	sbt:Sbal678_2453
ko:K01990	sbt:Sbal678_0082
ko:K13053	sbt:Sbal678_4343
ko:K01183	sbt:Sbal678_3243
ko:K01069	sbt:Sbal678_2060
ko:K00253	sbt:Sbal678_2983
ko:K01990	sbt:Sbal678_1586
ko:K08154	sbt:Sbal678_2384
ko:K12982	sbt:Sbal678_4505
ko:K08085	sbt:Sbal678_1194
ko:K06858	sbt:Sbal678_1043
ko:K02303	sbt:Sbal678_0988
ko:K15269	sbt:Sbal678_4278
ko:K01048	sbt:Sbal678_4525
ko:K01977	sbt:Sbal678_R0080
ko:K01977	sbt:Sbal678_R0026
ko:K01977	sbt:Sbal678_R0005
ko:K01977	sbt:Sbal678_R0018
ko:K01977	sbt:Sbal678_R0125
ko:K01977	sbt:Sbal678_R0136
ko:K01977	sbt:Sbal678_R0014
ko:K01977	sbt:Sbal678_R0032
ko:K01977	sbt:Sbal678_R0133
ko:K01977	sbt:Sbal678_R0001
ko:K08359	sbt:Sbal678_3891
ko:K16322	sbt:Sbal678_3630
ko:K16294	sbt:Sbal678_0565
ko:K05799	sbt:Sbal678_4088
ko:K05349	sbt:Sbal678_1248
ko:K16171	sbt:Sbal678_1554
ko:K14219	sbt:Sbal678_R0099
ko:K04014	sbt:Sbal678_4029
ko:K04015	sbt:Sbal678_4028
ko:K04018	sbt:Sbal678_4030
ko:K03566	sbt:Sbal678_1423
ko:K08364	sbt:Sbal678_3221
ko:K16263	sbt:Sbal678_4313
ko:K13283	sbt:Sbal678_0270
ko:K03321	sbt:Sbal678_1788
ko:K02075	sbt:Sbal678_3953
ko:K01985	sbt:Sbal678_R0003
ko:K01985	sbt:Sbal678_R0009
ko:K01985	sbt:Sbal678_R0016
ko:K01985	sbt:Sbal678_R0076
ko:K01985	sbt:Sbal678_R0024
ko:K01985	sbt:Sbal678_R0123
ko:K01985	sbt:Sbal678_R0028
ko:K01985	sbt:Sbal678_R0034
ko:K01985	sbt:Sbal678_R0134
ko:K01985	sbt:Sbal678_R0131
ko:K01985	sbt:Sbal678_R0022
ko:K14227	sbt:Sbal678_R0006
ko:K14227	sbt:Sbal678_R0079
ko:K14227	sbt:Sbal678_R0019
ko:K14218	sbt:Sbal678_R0007
ko:K14218	sbt:Sbal678_R0078
ko:K14218	sbt:Sbal678_R0020
ko:K14236	sbt:Sbal678_R0011
ko:K14236	sbt:Sbal678_R0054
ko:K14236	sbt:Sbal678_R0053
ko:K14236	sbt:Sbal678_R0055
ko:K14230	sbt:Sbal678_R0035
ko:K01166	sbt:Sbal678_4338
ko:K14234	sbt:Sbal678_R0023
ko:K14225	sbt:Sbal678_R0012
ko:K14234	sbt:Sbal678_R0013
ko:K14228	sbt:Sbal678_R0025
ko:K14228	sbt:Sbal678_R0029
ko:K14228	sbt:Sbal678_R0030
ko:K14231	sbt:Sbal678_R0031
ko:K14231	sbt:Sbal678_R0095
ko:K14231	sbt:Sbal678_R0097
ko:K02484	sbt:Sbal678_1132
ko:K14226	sbt:Sbal678_R0039
ko:K14226	sbt:Sbal678_R0128
ko:K14233	sbt:Sbal678_R0048
ko:K14220	sbt:Sbal678_R0050
