ko:K16238	kpk:A593_15915
ko:K03683	kpk:A593_24830
ko:K07390	kpk:A593_24835
ko:K13631	kpk:A593_24845
ko:K04564	kpk:A593_24850
ko:K03604	kpk:A593_24865
ko:K00574	kpk:A593_24880
ko:K00793	kpk:A593_24885
ko:K03327	kpk:A593_24890
ko:K06966	kpk:A593_24905
ko:K01673	kpk:A593_24980
ko:K01759	kpk:A593_24995
ko:K02072	kpk:A593_25010
ko:K02073	kpk:A593_25015
ko:K02071	kpk:A593_25020
ko:K02035	kpk:A593_25025
ko:K02033	kpk:A593_25030
ko:K02034	kpk:A593_25035
ko:K06915	kpk:A593_25085
ko:K18765	kpk:A593_08490
ko:K01996	kpk:A593_00975
ko:K01995	kpk:A593_00980
ko:K01998	kpk:A593_00985
ko:K01997	kpk:A593_00990
ko:K00656	kpk:A593_01000
ko:K00932	kpk:A593_01005
ko:K03838	kpk:A593_01010
ko:K01754	kpk:A593_01015
ko:K07592	kpk:A593_01020
ko:K05847	kpk:A593_01025
ko:K05846	kpk:A593_01030
ko:K05846	kpk:A593_01035
ko:K05845	kpk:A593_01040
ko:K02027	kpk:A593_01065
ko:K02025	kpk:A593_01070
ko:K02026	kpk:A593_01075
ko:K10112	kpk:A593_01085
ko:K07395	kpk:A593_01090
ko:K01194	kpk:A593_01115
ko:K02014	kpk:A593_01120
ko:K08308	kpk:A593_01135
ko:K01297	kpk:A593_01140
ko:K11105	kpk:A593_01145
ko:K01775	kpk:A593_01150
ko:K00285	kpk:A593_01155
ko:K03603	kpk:A593_01165
ko:K03314	kpk:A593_01170
ko:K03611	kpk:A593_01175
ko:K09160	kpk:A593_01185
ko:K09902	kpk:A593_01195
ko:K03610	kpk:A593_01200
ko:K03609	kpk:A593_01205
ko:K03608	kpk:A593_01210
ko:K03684	kpk:A593_01215
ko:K07285	kpk:A593_01225
ko:K09917	kpk:A593_01245
ko:K01665	kpk:A593_01250
ko:K02468	kpk:A593_05395
ko:K02467	kpk:A593_05400
ko:K12266	kpk:A593_05405
ko:K12264	kpk:A593_05410
ko:K12265	kpk:A593_05415
ko:K07241	kpk:A593_05420
ko:K04656	kpk:A593_05425
ko:K05796	kpk:A593_05430
ko:K03487	kpk:A593_05435
ko:K02752	kpk:A593_05440
ko:K02753	kpk:A593_05440
ko:K01223	kpk:A593_05445
ko:K08315	kpk:A593_05455
ko:K15834	kpk:A593_05460
ko:K15832	kpk:A593_05465
ko:K15831	kpk:A593_05470
ko:K15830	kpk:A593_05475
ko:K15829	kpk:A593_05480
ko:K15827	kpk:A593_05490
ko:K15833	kpk:A593_05495
ko:K04651	kpk:A593_05500
ko:K04652	kpk:A593_05505
ko:K04653	kpk:A593_05510
ko:K04654	kpk:A593_05515
ko:K04655	kpk:A593_05520
ko:K15836	kpk:A593_05525
ko:K01223	kpk:A593_05530
ko:K16077	kpk:A593_05540
ko:K02761	kpk:A593_05545
ko:K02760	kpk:A593_05550
ko:K02761	kpk:A593_05555
ko:K02759	kpk:A593_05560
ko:K00847	kpk:A593_05565
ko:K11604	kpk:A593_05575
ko:K11607	kpk:A593_05580
ko:K11605	kpk:A593_05585
ko:K11606	kpk:A593_05590
ko:K07088	kpk:A593_05605
ko:K01652	kpk:A593_05610
ko:K07401	kpk:A593_05615
ko:K16087	kpk:A593_05620
ko:K07225	kpk:A593_05625
ko:K02016	kpk:A593_05630
ko:K02015	kpk:A593_05635
ko:K02013	kpk:A593_05640
ko:K04095	kpk:A593_05645
ko:K03186	kpk:A593_05675
ko:K00694	kpk:A593_09670
ko:K12372	kpk:A593_09685
ko:K12371	kpk:A593_09690
ko:K12370	kpk:A593_09695
ko:K12369	kpk:A593_09700
ko:K12368	kpk:A593_09705
ko:K08177	kpk:A593_09735
ko:K01246	kpk:A593_09745
ko:K03826	kpk:A593_09750
ko:K08351	kpk:A593_09755
ko:K02525	kpk:A593_09765
ko:K00874	kpk:A593_09775
ko:K00090	kpk:A593_09785
ko:K08195	kpk:A593_09795
ko:K07726	kpk:A593_09800
ko:K03704	kpk:A593_09805
ko:K01879	kpk:A593_09820
ko:K01878	kpk:A593_09825
ko:K00854	kpk:A593_09850
ko:K01805	kpk:A593_09855
ko:K10543	kpk:A593_09860
ko:K10544	kpk:A593_09870
ko:K02529	kpk:A593_09875
ko:K03796	kpk:A593_09880
ko:K01176	kpk:A593_09885
ko:K00835	kpk:A593_09890
ko:K05796	kpk:A593_09895
ko:K03833	kpk:A593_09900
ko:K01042	kpk:A593_09905
ko:K02798	kpk:A593_09925
ko:K02799	kpk:A593_09925
ko:K02800	kpk:A593_09925
ko:K00009	kpk:A593_09930
ko:K02562	kpk:A593_09935
ko:K00151	kpk:A593_13990
ko:K05921	kpk:A593_13995
ko:K05921	kpk:A593_14000
ko:K12658	kpk:A593_14025
ko:K00041	kpk:A593_14080
ko:K01002	kpk:A593_14125
ko:K02317	kpk:A593_14140
ko:K00481	kpk:A593_14155
ko:K02761	kpk:A593_14180
ko:K13255	kpk:A593_14185
ko:K00564	kpk:A593_14210
ko:K02344	kpk:A593_14215
ko:K03789	kpk:A593_14220
ko:K08723	kpk:A593_14225
ko:K02837	kpk:A593_14230
ko:K04065	kpk:A593_14235
ko:K03424	kpk:A593_14250
ko:K01619	kpk:A593_14255
ko:K00758	kpk:A593_14260
ko:K01839	kpk:A593_14265
ko:K03784	kpk:A593_14270
ko:K01626	kpk:A593_18280
ko:K01834	kpk:A593_18285
ko:K01785	kpk:A593_18290
ko:K00849	kpk:A593_18295
ko:K00965	kpk:A593_18300
ko:K01784	kpk:A593_18305
ko:K05776	kpk:A593_18310
ko:K02019	kpk:A593_18315
ko:K02020	kpk:A593_18325
ko:K02018	kpk:A593_18330
ko:K02017	kpk:A593_18335
ko:K07404	kpk:A593_18350
ko:K11932	kpk:A593_18420
ko:K01468	kpk:A593_18435
ko:K01479	kpk:A593_18440
ko:K05836	kpk:A593_18445
ko:K01712	kpk:A593_18450
ko:K01745	kpk:A593_18455
ko:K16234	kpk:A593_18460
ko:K06910	kpk:A593_18465
ko:K00833	kpk:A593_18470
ko:K01012	kpk:A593_18475
ko:K00652	kpk:A593_18480
ko:K02169	kpk:A593_18485
ko:K01935	kpk:A593_18490
ko:K03702	kpk:A593_18505
ko:K07643	kpk:A593_18515
ko:K07771	kpk:A593_18520
ko:K03760	kpk:A593_18525
ko:K03639	kpk:A593_18535
ko:K03638	kpk:A593_18540
ko:K03637	kpk:A593_18545
ko:K03636	kpk:A593_18550
ko:K03635	kpk:A593_18555
ko:K06890	kpk:A593_18560
ko:K07027	kpk:A593_18565
ko:K02532	kpk:A593_22690
ko:K01190	kpk:A593_22695
ko:K13633	kpk:A593_22715
ko:K00549	kpk:A593_22725
ko:K11959	kpk:A593_22730
ko:K11960	kpk:A593_22735
ko:K11961	kpk:A593_22740
ko:K11962	kpk:A593_22745
ko:K11963	kpk:A593_22750
ko:K15268	kpk:A593_22765
ko:K13630	kpk:A593_22770
ko:K13632	kpk:A593_22775
ko:K03712	kpk:A593_22780
ko:K05595	kpk:A593_22790
ko:K08159	kpk:A593_22795
ko:K03307	kpk:A593_22820
ko:K01714	kpk:A593_22825
ko:K00016	kpk:A593_22850
ko:K03829	kpk:A593_22855
ko:K08324	kpk:A593_22865
ko:K01425	kpk:A593_22870
ko:K09161	kpk:A593_03285
ko:K09899	kpk:A593_03290
ko:K00925	kpk:A593_03295
ko:K13788	kpk:A593_03300
ko:K07095	kpk:A593_03310
ko:K07589	kpk:A593_03325
ko:K07071	kpk:A593_03330
ko:K10017	kpk:A593_03340
ko:K10015	kpk:A593_03345
ko:K10016	kpk:A593_03350
ko:K10014	kpk:A593_03355
ko:K10013	kpk:A593_03360
ko:K03186	kpk:A593_03365
ko:K00764	kpk:A593_03370
ko:K03558	kpk:A593_03375
ko:K03749	kpk:A593_03380
ko:K11754	kpk:A593_03385
ko:K01963	kpk:A593_03390
ko:K03975	kpk:A593_03395
ko:K06173	kpk:A593_03400
ko:K03473	kpk:A593_03410
ko:K10124	kpk:A593_03420
ko:K02759	kpk:A593_03425
ko:K02761	kpk:A593_03430
ko:K02760	kpk:A593_03435
ko:K03482	kpk:A593_03440
ko:K00647	kpk:A593_03450
ko:K15461	kpk:A593_03455
ko:K09906	kpk:A593_03465
ko:K07090	kpk:A593_03470
ko:K07261	kpk:A593_03475
ko:K01736	kpk:A593_03480
ko:K07320	kpk:A593_03485
ko:K08296	kpk:A593_03495
ko:K01782	kpk:A593_03500
ko:K06076	kpk:A593_03515
ko:K04754	kpk:A593_03520
ko:K07690	kpk:A593_07690
ko:K05880	kpk:A593_07715
ko:K00005	kpk:A593_07720
ko:K05878	kpk:A593_07725
ko:K05879	kpk:A593_07730
ko:K05881	kpk:A593_07735
ko:K07229	kpk:A593_07745
ko:K09251	kpk:A593_07755
ko:K11530	kpk:A593_07760
ko:K08321	kpk:A593_07765
ko:K10555	kpk:A593_07770
ko:K10557	kpk:A593_07775
ko:K10556	kpk:A593_07780
ko:K10558	kpk:A593_07785
ko:K11531	kpk:A593_07790
ko:K11216	kpk:A593_07795
ko:K00219	kpk:A593_07800
ko:K11391	kpk:A593_07805
ko:K01198	kpk:A593_07820
ko:K07043	kpk:A593_07825
ko:K07862	kpk:A593_07840
ko:K01685	kpk:A593_07850
ko:K01812	kpk:A593_07855
ko:K08191	kpk:A593_07860
ko:K15977	kpk:A593_07900
ko:K07393	kpk:A593_07905
ko:K06911	kpk:A593_07920
ko:K00865	kpk:A593_07940
ko:K01630	kpk:A593_07950
ko:K01708	kpk:A593_07960
ko:K07056	kpk:A593_07965
ko:K07121	kpk:A593_07970
ko:K07460	kpk:A593_07975
ko:K12961	kpk:A593_07980
ko:K03150	kpk:A593_11945
ko:K03149	kpk:A593_11950
ko:K03154	kpk:A593_11955
ko:K03148	kpk:A593_11960
ko:K00788	kpk:A593_11965
ko:K03147	kpk:A593_11970
ko:K07740	kpk:A593_11975
ko:K03426	kpk:A593_11980
ko:K01599	kpk:A593_11985
ko:K05982	kpk:A593_11990
ko:K09891	kpk:A593_11995
ko:K05787	kpk:A593_12000
ko:K07803	kpk:A593_12010
ko:K07709	kpk:A593_12015
ko:K01945	kpk:A593_12025
ko:K00602	kpk:A593_12030
ko:K03827	kpk:A593_12055
ko:K00651	kpk:A593_12060
ko:K01638	kpk:A593_12065
ko:K01637	kpk:A593_12070
ko:K00906	kpk:A593_12075
ko:K00548	kpk:A593_12085
ko:K03324	kpk:A593_12090
ko:K00014	kpk:A593_12095
ko:K02815	kpk:A593_12105
ko:K02814	kpk:A593_12110
ko:K02813	kpk:A593_12115
ko:K02812	kpk:A593_12120
ko:K00068	kpk:A593_12125
ko:K06182	kpk:A593_12135
ko:K03453	kpk:A593_12155
ko:K00928	kpk:A593_12160
ko:K01810	kpk:A593_12165
ko:K13256	kpk:A593_12180
ko:K10110	kpk:A593_12185
ko:K10109	kpk:A593_12190
ko:K10108	kpk:A593_12195
ko:K10111	kpk:A593_12200
ko:K02024	kpk:A593_12205
ko:K05775	kpk:A593_12210
ko:K03181	kpk:A593_12215
ko:K00795	kpk:A593_16250
ko:K03602	kpk:A593_16255
ko:K03151	kpk:A593_16260
ko:K03152	kpk:A593_16270
ko:K00077	kpk:A593_16275
ko:K09767	kpk:A593_16280
ko:K08195	kpk:A593_16295
ko:K00014	kpk:A593_16320
ko:K02624	kpk:A593_16325
ko:K02300	kpk:A593_16340
ko:K02299	kpk:A593_16345
ko:K02298	kpk:A593_16350
ko:K02297	kpk:A593_16355
ko:K08218	kpk:A593_16360
ko:K07286	kpk:A593_16365
ko:K05527	kpk:A593_16370
ko:K03545	kpk:A593_16375
ko:K01358	kpk:A593_16380
ko:K03544	kpk:A593_16385
ko:K01338	kpk:A593_16395
ko:K03530	kpk:A593_16400
ko:K03770	kpk:A593_16405
ko:K02237	kpk:A593_16410
ko:K12500	kpk:A593_16415
ko:K06920	kpk:A593_16420
ko:K11938	kpk:A593_16430
ko:K01738	kpk:A593_16435
ko:K05800	kpk:A593_16440
ko:K04752	kpk:A593_16455
ko:K03320	kpk:A593_16460
ko:K10805	kpk:A593_16465
ko:K09914	kpk:A593_16470
ko:K07443	kpk:A593_16475
ko:K10111	kpk:A593_16525
ko:K01607	kpk:A593_20620
ko:K10036	kpk:A593_20625
ko:K10037	kpk:A593_20630
ko:K10038	kpk:A593_20635
ko:K00432	kpk:A593_20670
ko:K09786	kpk:A593_20685
ko:K07180	kpk:A593_20690
ko:K01792	kpk:A593_20705
ko:K00134	kpk:A593_20710
ko:K07305	kpk:A593_20715
ko:K09916	kpk:A593_20720
ko:K01183	kpk:A593_20735
ko:K08281	kpk:A593_20740
ko:K01424	kpk:A593_20745
ko:K04773	kpk:A593_20750
ko:K09474	kpk:A593_20760
ko:K01008	kpk:A593_20765
ko:K00262	kpk:A593_20780
ko:K08320	kpk:A593_20785
ko:K05779	kpk:A593_20800
ko:K05778	kpk:A593_20805
ko:K05777	kpk:A593_20810
ko:K01142	kpk:A593_20830
ko:K00840	kpk:A593_20835
ko:K00673	kpk:A593_20840
ko:K06447	kpk:A593_20845
ko:K01484	kpk:A593_20850
ko:K05526	kpk:A593_20855
ko:K05984	kpk:A593_20865
ko:K01916	kpk:A593_20870
ko:K04064	kpk:A593_20875
ko:K02760	kpk:A593_20880
ko:K02759	kpk:A593_20890
ko:K03490	kpk:A593_20895
ko:K02051	kpk:A593_25110
ko:K01485	kpk:A593_25130
ko:K01470	kpk:A593_25140
ko:K02051	kpk:A593_25145
ko:K02049	kpk:A593_25150
ko:K02050	kpk:A593_25155
ko:K07240	kpk:A593_25180
ko:K01821	kpk:A593_25195
ko:K17737	kpk:A593_25220
ko:K01028	kpk:A593_25225
ko:K01029	kpk:A593_25230
ko:K00074	kpk:A593_25240
ko:K00019	kpk:A593_25250
ko:K01575	kpk:A593_25260
ko:K01652	kpk:A593_25265
ko:K03366	kpk:A593_25270
ko:K17228	kpk:A593_25275
ko:K03832	kpk:A593_25300
ko:K00041	kpk:A593_22890
ko:K11903	kpk:A593_22920
ko:K01607	kpk:A593_22930
ko:K00598	kpk:A593_22935
ko:K00459	kpk:A593_22970
ko:K02072	kpk:A593_22975
ko:K01714	kpk:A593_25305
ko:K02200	kpk:A593_25335
ko:K02199	kpk:A593_25340
ko:K02198	kpk:A593_25345
ko:K02197	kpk:A593_25350
ko:K02196	kpk:A593_25355
ko:K02195	kpk:A593_25360
ko:K06151	kpk:A593_25380
ko:K06152	kpk:A593_25385
ko:K02010	kpk:A593_25395
ko:K01752	kpk:A593_01260
ko:K02793	kpk:A593_01275
ko:K02794	kpk:A593_01275
ko:K02795	kpk:A593_01280
ko:K00563	kpk:A593_01300
ko:K03587	kpk:A593_01305
ko:K03704	kpk:A593_01310
ko:K08169	kpk:A593_01335
ko:K03799	kpk:A593_01340
ko:K03797	kpk:A593_01345
ko:K03607	kpk:A593_01350
ko:K03808	kpk:A593_01360
ko:K11392	kpk:A593_01370
ko:K09824	kpk:A593_01390
ko:K07245	kpk:A593_01405
ko:K07156	kpk:A593_01410
ko:K10857	kpk:A593_01420
ko:K01354	kpk:A593_01425
ko:K09918	kpk:A593_01435
ko:K08289	kpk:A593_01440
ko:K01625	kpk:A593_01445
ko:K01690	kpk:A593_01450
ko:K00036	kpk:A593_01455
ko:K00873	kpk:A593_01465
ko:K11616	kpk:A593_01470
ko:K00027	kpk:A593_01480
ko:K07703	kpk:A593_01485
ko:K02560	kpk:A593_01490
ko:K09815	kpk:A593_01500
ko:K09817	kpk:A593_01505
ko:K09816	kpk:A593_01510
ko:K03551	kpk:A593_01515
ko:K03550	kpk:A593_01520
ko:K01159	kpk:A593_01525
ko:K08310	kpk:A593_01535
ko:K03087	kpk:A593_05700
ko:K06194	kpk:A593_05705
ko:K00573	kpk:A593_05710
ko:K03787	kpk:A593_05715
ko:K01770	kpk:A593_05725
ko:K00991	kpk:A593_05730
ko:K05589	kpk:A593_05735
ko:K00860	kpk:A593_05745
ko:K00956	kpk:A593_05750
ko:K00957	kpk:A593_05755
ko:K02302	kpk:A593_05760
ko:K09612	kpk:A593_05765
ko:K00390	kpk:A593_05770
ko:K00381	kpk:A593_05775
ko:K00380	kpk:A593_05780
ko:K01737	kpk:A593_05785
ko:K10026	kpk:A593_05790
ko:K01689	kpk:A593_05800
ko:K01937	kpk:A593_05805
ko:K04765	kpk:A593_05810
ko:K00951	kpk:A593_05815
ko:K03215	kpk:A593_05820
ko:K07678	kpk:A593_05825
ko:K00865	kpk:A593_05830
ko:K01706	kpk:A593_05835
ko:K13918	kpk:A593_05840
ko:K03535	kpk:A593_05845
ko:K06175	kpk:A593_05855
ko:K15723	kpk:A593_05870
ko:K06879	kpk:A593_05875
ko:K06966	kpk:A593_05880
ko:K03837	kpk:A593_05885
ko:K01752	kpk:A593_05890
ko:K15553	kpk:A593_05895
ko:K04091	kpk:A593_05935
ko:K01146	kpk:A593_05945
ko:K14762	kpk:A593_09945
ko:K00427	kpk:A593_09950
ko:K14348	kpk:A593_09955
ko:K03216	kpk:A593_09965
ko:K00640	kpk:A593_09970
ko:K00057	kpk:A593_09975
ko:K03071	kpk:A593_09980
ko:K15633	kpk:A593_09995
ko:K09798	kpk:A593_10005
ko:K00060	kpk:A593_10015
ko:K00639	kpk:A593_10020
ko:K03274	kpk:A593_10025
ko:K02843	kpk:A593_10030
ko:K02841	kpk:A593_10035
ko:K02849	kpk:A593_10060
ko:K02844	kpk:A593_10065
ko:K02527	kpk:A593_10080
ko:K12984	kpk:A593_10085
ko:K00954	kpk:A593_10090
ko:K10563	kpk:A593_10095
ko:K02913	kpk:A593_10100
ko:K02902	kpk:A593_10105
ko:K03630	kpk:A593_10110
ko:K13038	kpk:A593_10115
ko:K05501	kpk:A593_10125
ko:K01053	kpk:A593_10130
ko:K00762	kpk:A593_10135
ko:K00989	kpk:A593_10140
ko:K01993	kpk:A593_10155
ko:K10778	kpk:A593_10180
ko:K01972	kpk:A593_10195
ko:K00942	kpk:A593_10205
ko:K03060	kpk:A593_10210
ko:K00556	kpk:A593_10220
ko:K03800	kpk:A593_14275
ko:K07186	kpk:A593_14280
ko:K01079	kpk:A593_14285
ko:K04485	kpk:A593_14290
ko:K08309	kpk:A593_14305
ko:K03720	kpk:A593_14310
ko:K05804	kpk:A593_14325
ko:K05805	kpk:A593_14330
ko:K07663	kpk:A593_14335
ko:K07641	kpk:A593_14340
ko:K06143	kpk:A593_14345
ko:K07773	kpk:A593_14350
ko:K02533	kpk:A593_14355
ko:K12524	kpk:A593_14360
ko:K01733	kpk:A593_14370
ko:K09861	kpk:A593_14380
ko:K03310	kpk:A593_14385
ko:K00616	kpk:A593_14390
ko:K03831	kpk:A593_14395
ko:K07034	kpk:A593_14405
ko:K04043	kpk:A593_14420
ko:K03686	kpk:A593_14425
ko:K03717	kpk:A593_14435
ko:K02968	kpk:A593_14440
ko:K11753	kpk:A593_14445
ko:K01870	kpk:A593_14450
ko:K03101	kpk:A593_14455
ko:K03774	kpk:A593_14460
ko:K03527	kpk:A593_14465
ko:K12700	kpk:A593_14470
ko:K03319	kpk:A593_14485
ko:K01681	kpk:A593_14495
ko:K07702	kpk:A593_14515
ko:K07700	kpk:A593_14520
ko:K01910	kpk:A593_14540
ko:K01646	kpk:A593_14545
ko:K01644	kpk:A593_14550
ko:K01643	kpk:A593_14555
ko:K05966	kpk:A593_14560
ko:K00215	kpk:A593_14565
ko:K01956	kpk:A593_14570
ko:K01993	kpk:A593_18600
ko:K00615	kpk:A593_18625
ko:K00615	kpk:A593_18630
ko:K11927	kpk:A593_18635
ko:K13650	kpk:A593_18665
ko:K06970	kpk:A593_18675
ko:K10038	kpk:A593_18685
ko:K10037	kpk:A593_18690
ko:K10036	kpk:A593_18695
ko:K04047	kpk:A593_18700
ko:K11939	kpk:A593_18705
ko:K11934	kpk:A593_18710
ko:K11924	kpk:A593_18725
ko:K01223	kpk:A593_18740
ko:K03492	kpk:A593_18745
ko:K01187	kpk:A593_18765
ko:K08191	kpk:A593_18770
ko:K07757	kpk:A593_18785
ko:K00656	kpk:A593_18790
ko:K04069	kpk:A593_18795
ko:K03750	kpk:A593_18805
ko:K13051	kpk:A593_18810
ko:K13892	kpk:A593_18815
ko:K13889	kpk:A593_18820
ko:K14441	kpk:A593_18835
ko:K02073	kpk:A593_22985
ko:K16839	kpk:A593_23035
ko:K16345	kpk:A593_23040
ko:K16840	kpk:A593_23045
ko:K07127	kpk:A593_23050
ko:K07154	kpk:A593_23060
ko:K07727	kpk:A593_23095
ko:K01265	kpk:A593_23115
ko:K07017	kpk:A593_23135
ko:K01232	kpk:A593_23160
ko:K02749	kpk:A593_23165
ko:K02750	kpk:A593_23165
ko:K03482	kpk:A593_23170
ko:K07090	kpk:A593_23175
ko:K01721	kpk:A593_23235
ko:K01426	kpk:A593_23240
ko:K06886	kpk:A593_23245
ko:K02433	kpk:A593_01860
ko:K13635	kpk:A593_01875
ko:K12339	kpk:A593_01915
ko:K00640	kpk:A593_01920
ko:K03316	kpk:A593_01925
ko:K16137	kpk:A593_01930
ko:K01241	kpk:A593_01955
ko:K03566	kpk:A593_02005
ko:K07168	kpk:A593_02050
ko:K01251	kpk:A593_02055
ko:K00768	kpk:A593_02060
ko:K02233	kpk:A593_02065
ko:K09802	kpk:A593_02070
ko:K07470	kpk:A593_02080
ko:K07258	kpk:A593_02090
ko:K01141	kpk:A593_02095
ko:K02355	kpk:A593_02100
ko:K03737	kpk:A593_02110
ko:K02588	kpk:A593_02115
ko:K02586	kpk:A593_02120
ko:K02591	kpk:A593_02125
ko:K02593	kpk:A593_02130
ko:K04031	kpk:A593_06230
ko:K04029	kpk:A593_06235
ko:K16651	kpk:A593_06245
ko:K04720	kpk:A593_06250
ko:K01448	kpk:A593_06255
ko:K14682	kpk:A593_06260
ko:K03581	kpk:A593_06270
ko:K03582	kpk:A593_06275
ko:K03583	kpk:A593_06285
ko:K02681	kpk:A593_06290
ko:K02680	kpk:A593_06300
ko:K02679	kpk:A593_06305
ko:K13292	kpk:A593_06315
ko:K08484	kpk:A593_06320
ko:K08311	kpk:A593_06325
ko:K03573	kpk:A593_06330
ko:K08227	kpk:A593_06350
ko:K05939	kpk:A593_06355
ko:K02529	kpk:A593_06365
ko:K13637	kpk:A593_06375
ko:K05350	kpk:A593_06380
ko:K02761	kpk:A593_06385
ko:K01586	kpk:A593_06395
ko:K10193	kpk:A593_06420
ko:K10194	kpk:A593_06425
ko:K10195	kpk:A593_06430
ko:K10192	kpk:A593_06435
ko:K01193	kpk:A593_06445
ko:K02532	kpk:A593_06450
ko:K02100	kpk:A593_06460
ko:K00065	kpk:A593_06465
ko:K01730	kpk:A593_06470
ko:K00626	kpk:A593_06480
ko:K02024	kpk:A593_10520
ko:K07784	kpk:A593_10545
ko:K07783	kpk:A593_10550
ko:K07675	kpk:A593_10555
ko:K01653	kpk:A593_10565
ko:K01652	kpk:A593_10570
ko:K08154	kpk:A593_10595
ko:K13636	kpk:A593_10600
ko:K13629	kpk:A593_10605
ko:K01753	kpk:A593_10610
ko:K06871	kpk:A593_10615
ko:K00389	kpk:A593_10625
ko:K01232	kpk:A593_10630
ko:K02749	kpk:A593_10635
ko:K02750	kpk:A593_10635
ko:K03482	kpk:A593_10640
ko:K11921	kpk:A593_03910
ko:K07089	kpk:A593_07990
ko:K05520	kpk:A593_08000
ko:K09979	kpk:A593_08005
ko:K07461	kpk:A593_08010
ko:K03824	kpk:A593_08015
ko:K08303	kpk:A593_08025
ko:K03835	kpk:A593_08040
ko:K05592	kpk:A593_08045
ko:K05803	kpk:A593_08050
ko:K00962	kpk:A593_08055
ko:K02956	kpk:A593_08060
ko:K03177	kpk:A593_08065
ko:K02834	kpk:A593_08070
ko:K02519	kpk:A593_08075
ko:K02600	kpk:A593_08080
ko:K09748	kpk:A593_08085
ko:K01940	kpk:A593_08095
ko:K03075	kpk:A593_08120
ko:K03431	kpk:A593_08125
ko:K00796	kpk:A593_08130
ko:K03798	kpk:A593_08135
ko:K02427	kpk:A593_08140
ko:K07574	kpk:A593_08145
ko:K03624	kpk:A593_08150
ko:K07259	kpk:A593_08155
ko:K03979	kpk:A593_08160
ko:K02899	kpk:A593_08170
ko:K02888	kpk:A593_08175
ko:K02523	kpk:A593_08180
ko:K00790	kpk:A593_08190
ko:K07122	kpk:A593_08200
ko:K07323	kpk:A593_08205
ko:K02067	kpk:A593_08210
ko:K02066	kpk:A593_08215
ko:K02065	kpk:A593_08220
ko:K07301	kpk:A593_08225
ko:K06041	kpk:A593_08230
ko:K03270	kpk:A593_08235
ko:K11719	kpk:A593_08240
ko:K09774	kpk:A593_08245
ko:K06861	kpk:A593_08250
ko:K03092	kpk:A593_08255
ko:K03179	kpk:A593_12220
ko:K00631	kpk:A593_12225
ko:K00901	kpk:A593_12230
ko:K01356	kpk:A593_12235
ko:K03327	kpk:A593_12240
ko:K09823	kpk:A593_12250
ko:K05539	kpk:A593_12260
ko:K01775	kpk:A593_12280
ko:K00832	kpk:A593_12285
ko:K03788	kpk:A593_12290
ko:K03701	kpk:A593_12305
ko:K18325	kpk:A593_12325
ko:K07277	kpk:A593_12340
ko:K01092	kpk:A593_12360
ko:K13631	kpk:A593_12405
ko:K13639	kpk:A593_12410
ko:K00799	kpk:A593_12415
ko:K06901	kpk:A593_12420
ko:K03316	kpk:A593_12425
ko:K06518	kpk:A593_12435
ko:K07347	kpk:A593_12455
ko:K14393	kpk:A593_12470
ko:K01895	kpk:A593_12480
ko:K11102	kpk:A593_12485
ko:K07126	kpk:A593_12490
ko:K15771	kpk:A593_16535
ko:K01224	kpk:A593_16545
ko:K12308	kpk:A593_16550
ko:K02778	kpk:A593_16555
ko:K02024	kpk:A593_16560
ko:K02909	kpk:A593_16570
ko:K02919	kpk:A593_16575
ko:K00375	kpk:A593_16585
ko:K00661	kpk:A593_16595
ko:K18138	kpk:A593_16610
ko:K03585	kpk:A593_16615
ko:K03577	kpk:A593_16620
ko:K05802	kpk:A593_16625
ko:K04067	kpk:A593_16640
ko:K09790	kpk:A593_16645
ko:K00759	kpk:A593_16650
ko:K02343	kpk:A593_16655
ko:K09747	kpk:A593_16660
ko:K06187	kpk:A593_16665
ko:K04079	kpk:A593_16670
ko:K00939	kpk:A593_16675
ko:K01772	kpk:A593_16680
ko:K00892	kpk:A593_16685
ko:K03455	kpk:A593_16690
ko:K08223	kpk:A593_16695
ko:K11751	kpk:A593_16700
ko:K09973	kpk:A593_16710
ko:K17686	kpk:A593_16715
ko:K07340	kpk:A593_16725
ko:K02068	kpk:A593_16735
ko:K02069	kpk:A593_16740
ko:K05838	kpk:A593_16745
ko:K10804	kpk:A593_16755
ko:K02003	kpk:A593_16760
ko:K02004	kpk:A593_16765
ko:K06917	kpk:A593_16775
ko:K01589	kpk:A593_16780
ko:K01588	kpk:A593_16785
ko:K03269	kpk:A593_16795
ko:K03768	kpk:A593_16800
ko:K01883	kpk:A593_16805
ko:K14761	kpk:A593_16810
ko:K01491	kpk:A593_16815
ko:K01222	kpk:A593_20900
ko:K03478	kpk:A593_20905
ko:K03781	kpk:A593_20910
ko:K15722	kpk:A593_20915
ko:K06956	kpk:A593_20920
ko:K07038	kpk:A593_20925
ko:K00065	kpk:A593_20930
ko:K10806	kpk:A593_20945
ko:K06190	kpk:A593_20955
ko:K06940	kpk:A593_20965
ko:K07275	kpk:A593_20970
ko:K16090	kpk:A593_20980
ko:K13021	kpk:A593_21000
ko:K07246	kpk:A593_21005
ko:K01695	kpk:A593_21015
ko:K01696	kpk:A593_21020
ko:K13498	kpk:A593_21025
ko:K13497	kpk:A593_21030
ko:K01657	kpk:A593_21035
ko:K07053	kpk:A593_21040
ko:K03566	kpk:A593_21055
ko:K06178	kpk:A593_21060
ko:K04774	kpk:A593_21080
