ko:K18917	cgq:CGLAR1_04630
ko:K18320	cgq:CGLAR1_00415
ko:K18320	cgq:CGLAR1_00445
ko:K18320	cgq:CGLAR1_00465
ko:K18320	cgq:CGLAR1_00475
ko:K18320	cgq:CGLAR1_00500
ko:K09693	cgq:CGLAR1_02175
ko:K09692	cgq:CGLAR1_02180
ko:K07316	cgq:CGLAR1_10400
ko:K18955	cgq:CGLAR1_04270
ko:K18833	cgq:CGLAR1_13320
ko:K14218	cgq:CGLAR1_12050
ko:K00529	cgq:CGLAR1_03220
ko:K14219	cgq:CGLAR1_01405
ko:K14219	cgq:CGLAR1_01420
ko:K06147	cgq:CGLAR1_05220
ko:K06147	cgq:CGLAR1_06015
ko:K03111	cgq:CGLAR1_14290
ko:K03497	cgq:CGLAR1_14830
ko:K03496	cgq:CGLAR1_14835
ko:K03496	cgq:CGLAR1_14900
ko:K01856	cgq:CGLAR1_11350
ko:K03111	cgq:CGLAR1_11610
ko:K18320	cgq:CGLAR1_11770
ko:K03496	cgq:CGLAR1_07505
ko:K08322	cgq:CGLAR1_12480
ko:K02013	cgq:CGLAR1_13670
ko:K07483	cgq:CGLAR1_00395
ko:K07483	cgq:CGLAR1_07075
ko:K07483	cgq:CGLAR1_11710
ko:K07483	cgq:CGLAR1_12980
ko:K03526	cgq:CGLAR1_09355
ko:K07816	cgq:CGLAR1_06240
ko:K01046	cgq:CGLAR1_00705
ko:K00067	cgq:CGLAR1_02045
ko:K01790	cgq:CGLAR1_02045
ko:K01659	cgq:CGLAR1_03745
ko:K00384	cgq:CGLAR1_03915
ko:K07746	cgq:CGLAR1_05545
ko:K16783	cgq:CGLAR1_09095
ko:K01046	cgq:CGLAR1_00710
ko:K10563	cgq:CGLAR1_14390
ko:K00798	cgq:CGLAR1_12150
ko:K01239	cgq:CGLAR1_07210
ko:K02021	cgq:CGLAR1_05180
ko:K03293	cgq:CGLAR1_06130
ko:K01710	cgq:CGLAR1_02050
ko:K02032	cgq:CGLAR1_12745
ko:K01239	cgq:CGLAR1_13615
ko:K18918	cgq:CGLAR1_14875
ko:K00135	cgq:CGLAR1_13020
ko:K01066	cgq:CGLAR1_00895
ko:K01239	cgq:CGLAR1_09175
ko:K01066	cgq:CGLAR1_06175
ko:K19265	cgq:CGLAR1_06670
ko:K01990	cgq:CGLAR1_13200
ko:K07496	cgq:CGLAR1_14870
ko:K16164	cgq:CGLAR1_14490
ko:K19302	cgq:CGLAR1_13870
ko:K03722	cgq:CGLAR1_11960
ko:K01992	cgq:CGLAR1_07680
ko:K07494	cgq:CGLAR1_11870
ko:K19267	cgq:CGLAR1_07250
ko:K00526	cgq:CGLAR1_11985
ko:K07149	cgq:CGLAR1_00035
ko:K06867	cgq:CGLAR1_11080
ko:K02475	cgq:CGLAR1_00635
ko:K06867	cgq:CGLAR1_10820
ko:K02483	cgq:CGLAR1_12780
ko:K01992	cgq:CGLAR1_13195
ko:K06881	cgq:CGLAR1_09205
ko:K09684	cgq:CGLAR1_02825
ko:K19577	cgq:CGLAR1_03800
ko:K11991	cgq:CGLAR1_01435
ko:K19710	cgq:CGLAR1_08710
ko:K14226	cgq:CGLAR1_11630
ko:K00344	cgq:CGLAR1_08240
ko:K09796	cgq:CGLAR1_08725
ko:K12132	cgq:CGLAR1_00245
ko:K12132	cgq:CGLAR1_10185
ko:K12132	cgq:CGLAR1_00250
ko:K20074	cgq:CGLAR1_00265
ko:K20468	cgq:CGLAR1_13790
ko:K20470	cgq:CGLAR1_13785
ko:K14225	cgq:CGLAR1_11430
ko:K01214	cgq:CGLAR1_09855
ko:K14224	cgq:CGLAR1_06865
ko:K14224	cgq:CGLAR1_06855
ko:K14224	cgq:CGLAR1_06845
ko:K20814	cgq:CGLAR1_07880
ko:K00525	cgq:CGLAR1_12010
ko:K21071	cgq:CGLAR1_06615
ko:K01768	cgq:CGLAR1_01860
ko:K13877	cgq:CGLAR1_02675
ko:K00821	cgq:CGLAR1_07375
ko:K21147	cgq:CGLAR1_01345
ko:K21147	cgq:CGLAR1_09490
ko:K14225	cgq:CGLAR1_13695
ko:K02335	cgq:CGLAR1_07150
ko:K00287	cgq:CGLAR1_04635
ko:K00560	cgq:CGLAR1_04640
ko:K06223	cgq:CGLAR1_01905
ko:K02314	cgq:CGLAR1_14280
ko:K02316	cgq:CGLAR1_10690
ko:K06217	cgq:CGLAR1_10790
ko:K06191	cgq:CGLAR1_12020
ko:K07465	cgq:CGLAR1_07900
ko:K01520	cgq:CGLAR1_08815
ko:K03553	cgq:CGLAR1_09070
ko:K03465	cgq:CGLAR1_09150
ko:K02021	cgq:CGLAR1_08020
ko:K01436	cgq:CGLAR1_03885
ko:K22468	cgq:CGLAR1_05000
ko:K03636	cgq:CGLAR1_01380
ko:K21481	cgq:CGLAR1_12845
ko:K21473	cgq:CGLAR1_08095
ko:K21480	cgq:CGLAR1_10470
ko:K05364	cgq:CGLAR1_00255
ko:K21471	cgq:CGLAR1_10245
ko:K21401	cgq:CGLAR1_02770
ko:K21481	cgq:CGLAR1_14340
ko:K21498	cgq:CGLAR1_14480
ko:K21564	cgq:CGLAR1_06225
ko:K21600	cgq:CGLAR1_02345
ko:K21498	cgq:CGLAR1_07905
ko:K10914	cgq:CGLAR1_01760
ko:K21685	cgq:CGLAR1_12155
ko:K14234	cgq:CGLAR1_01870
ko:K14228	cgq:CGLAR1_11880
ko:K21885	cgq:CGLAR1_04945
ko:K14228	cgq:CGLAR1_08030
ko:K14228	cgq:CGLAR1_08025
ko:K21962	cgq:CGLAR1_08110
ko:K14219	cgq:CGLAR1_06250
ko:K22044	cgq:CGLAR1_06710
ko:K14224	cgq:CGLAR1_12200
ko:K14220	cgq:CGLAR1_10670
ko:K14220	cgq:CGLAR1_10675
ko:K01816	cgq:CGLAR1_09865
ko:K03595	cgq:CGLAR1_10775
ko:K14235	cgq:CGLAR1_02800
ko:K14233	cgq:CGLAR1_01400
ko:K14223	cgq:CGLAR1_06840
ko:K14223	cgq:CGLAR1_06850
ko:K14236	cgq:CGLAR1_02780
ko:K14219	cgq:CGLAR1_11620
ko:K03892	cgq:CGLAR1_01605
ko:K03892	cgq:CGLAR1_02640
ko:K14228	cgq:CGLAR1_00280
ko:K14233	cgq:CGLAR1_01320
ko:K14233	cgq:CGLAR1_01445
ko:K14233	cgq:CGLAR1_01490
ko:K14232	cgq:CGLAR1_01680
ko:K22270	cgq:CGLAR1_14510
ko:K14219	cgq:CGLAR1_04620
ko:K14232	cgq:CGLAR1_07585
ko:K14237	cgq:CGLAR1_10545
ko:K14230	cgq:CGLAR1_10660
ko:K22131	cgq:CGLAR1_11725
ko:K14234	cgq:CGLAR1_02785
ko:K14234	cgq:CGLAR1_02790
ko:K14228	cgq:CGLAR1_05285
ko:K14232	cgq:CGLAR1_11410
ko:K14229	cgq:CGLAR1_11750
ko:K14229	cgq:CGLAR1_11755
ko:K14229	cgq:CGLAR1_12215
ko:K14234	cgq:CGLAR1_12600
ko:K17758	cgq:CGLAR1_03440
ko:K17759	cgq:CGLAR1_03440
ko:K22316	cgq:CGLAR1_10515
ko:K22306	cgq:CGLAR1_11105
ko:K02257	cgq:CGLAR1_08245
ko:K22311	cgq:CGLAR1_08700
ko:K00666	cgq:CGLAR1_01725
ko:K11206	cgq:CGLAR1_13390
ko:K22476	cgq:CGLAR1_13165
ko:K00728	cgq:CGLAR1_04865
ko:K22468	cgq:CGLAR1_13030
ko:K08300	cgq:CGLAR1_11175
ko:K08301	cgq:CGLAR1_11175
ko:K07566	cgq:CGLAR1_06385
ko:K01007	cgq:CGLAR1_03235
