ko:K01139	kps:KPNJ2_00117
ko:K00873	kps:KPNJ2_02013
ko:K00036	kps:KPNJ2_02017
ko:K01690	kps:KPNJ2_02018
ko:K01625	kps:KPNJ2_02019
ko:K08289	kps:KPNJ2_02020
ko:K01354	kps:KPNJ2_02022
ko:K10857	kps:KPNJ2_02023
ko:K07156	kps:KPNJ2_02025
ko:K03613	kps:KPNJ2_02457
ko:K03612	kps:KPNJ2_02458
ko:K03614	kps:KPNJ2_02459
ko:K03615	kps:KPNJ2_02460
ko:K03616	kps:KPNJ2_02461
ko:K03617	kps:KPNJ2_02462
ko:K01223	kps:KPNJ2_02465
ko:K01488	kps:KPNJ2_02468
ko:K12262	kps:KPNJ2_02473
ko:K00121	kps:KPNJ2_02475
ko:K05358	kps:KPNJ2_02476
ko:K00448	kps:KPNJ2_02479
ko:K00449	kps:KPNJ2_02480
ko:K03929	kps:KPNJ2_02482
ko:K00055	kps:KPNJ2_02483
ko:K03817	kps:KPNJ2_02485
ko:K03304	kps:KPNJ2_02487
ko:K16868	kps:KPNJ2_02488
ko:K07506	kps:KPNJ2_02491
ko:K05782	kps:KPNJ2_02492
ko:K08303	kps:KPNJ2_02494
ko:K00426	kps:KPNJ2_02498
ko:K00425	kps:KPNJ2_02499
ko:K02055	kps:KPNJ2_02503
ko:K02052	kps:KPNJ2_02504
ko:K02054	kps:KPNJ2_02505
ko:K02053	kps:KPNJ2_02506
ko:K00137	kps:KPNJ2_02507
ko:K05526	kps:KPNJ2_02998
ko:K01484	kps:KPNJ2_02999
ko:K06447	kps:KPNJ2_03000
ko:K00673	kps:KPNJ2_03001
ko:K00840	kps:KPNJ2_03002
ko:K00261	kps:KPNJ2_03005
ko:K06075	kps:KPNJ2_03008
ko:K03578	kps:KPNJ2_03013
ko:K01118	kps:KPNJ2_03014
ko:K02617	kps:KPNJ2_03016
ko:K02616	kps:KPNJ2_03017
ko:K01912	kps:KPNJ2_03018
ko:K02614	kps:KPNJ2_03020
ko:K00074	kps:KPNJ2_03021
ko:K15866	kps:KPNJ2_03022
ko:K01692	kps:KPNJ2_03023
ko:K02613	kps:KPNJ2_03024
ko:K02612	kps:KPNJ2_03025
ko:K02611	kps:KPNJ2_03026
ko:K02610	kps:KPNJ2_03027
ko:K02609	kps:KPNJ2_03028
ko:K02618	kps:KPNJ2_03029
ko:K00276	kps:KPNJ2_03031
ko:K00077	kps:KPNJ2_03033
ko:K14063	kps:KPNJ2_03036
ko:K09978	kps:KPNJ2_03037
ko:K03778	kps:KPNJ2_03042
ko:K11924	kps:KPNJ2_03721
ko:K11934	kps:KPNJ2_03724
ko:K11939	kps:KPNJ2_03727
ko:K04047	kps:KPNJ2_03728
ko:K10036	kps:KPNJ2_03729
ko:K10037	kps:KPNJ2_03730
ko:K10038	kps:KPNJ2_03731
ko:K06970	kps:KPNJ2_03733
ko:K13650	kps:KPNJ2_03735
ko:K01077	kps:KPNJ2_04325
ko:K08161	kps:KPNJ2_04327
ko:K01921	kps:KPNJ2_04329
ko:K17938	kps:KPNJ2_04333
ko:K01698	kps:KPNJ2_04336
ko:K03119	kps:KPNJ2_04338
ko:K15552	kps:KPNJ2_04339
ko:K10831	kps:KPNJ2_04340
ko:K15551	kps:KPNJ2_04341
ko:K00547	kps:KPNJ2_04343
ko:K16235	kps:KPNJ2_04344
ko:K03735	kps:KPNJ2_04347
ko:K03736	kps:KPNJ2_04348
ko:K01999	kps:KPNJ2_04351
ko:K01997	kps:KPNJ2_04352
ko:K01998	kps:KPNJ2_04353
ko:K01995	kps:KPNJ2_04354
ko:K01996	kps:KPNJ2_04355
ko:K02030	kps:KPNJ2_04358
ko:K02028	kps:KPNJ2_04359
ko:K02029	kps:KPNJ2_04360
ko:K02029	kps:KPNJ2_04361
ko:K02041	kps:KPNJ2_04370
ko:K02044	kps:KPNJ2_04371
ko:K02042	kps:KPNJ2_04372
ko:K02042	kps:KPNJ2_04373
ko:K04087	kps:KPNJ2_05004
ko:K04088	kps:KPNJ2_05005
ko:K03665	kps:KPNJ2_05006
ko:K03666	kps:KPNJ2_05007
ko:K00791	kps:KPNJ2_05008
ko:K03572	kps:KPNJ2_05009
ko:K01448	kps:KPNJ2_05010
ko:K06925	kps:KPNJ2_05011
ko:K17758	kps:KPNJ2_05012
ko:K17759	kps:KPNJ2_05012
ko:K09996	kps:KPNJ2_05015
ko:K13288	kps:KPNJ2_05016
ko:K06949	kps:KPNJ2_05017
ko:K01613	kps:KPNJ2_05018
ko:K04568	kps:KPNJ2_05021
ko:K00244	kps:KPNJ2_05022
ko:K00245	kps:KPNJ2_05023
ko:K00246	kps:KPNJ2_05024
ko:K00247	kps:KPNJ2_05025
ko:K03098	kps:KPNJ2_05026
ko:K16348	kps:KPNJ2_05028
ko:K16347	kps:KPNJ2_05029
ko:K02356	kps:KPNJ2_05030
ko:K07347	kps:KPNJ2_05035
ko:K13408	kps:KPNJ2_05039
ko:K13409	kps:KPNJ2_05040
ko:K04077	kps:KPNJ2_05043
ko:K04078	kps:KPNJ2_05044
ko:K16263	kps:KPNJ2_05046
ko:K07113	kps:KPNJ2_05047
ko:K01744	kps:KPNJ2_05049
ko:K07791	kps:KPNJ2_05050
ko:K03926	kps:KPNJ2_05051
ko:K04084	kps:KPNJ2_05052
ko:K03737	kps:KPNJ2_03045
ko:K00656	kps:KPNJ2_03580
ko:K04069	kps:KPNJ2_03581
ko:K08219	kps:KPNJ2_03582
ko:K07308	kps:KPNJ2_03583
ko:K07307	kps:KPNJ2_03584
ko:K07306	kps:KPNJ2_03585
ko:K01875	kps:KPNJ2_03586
ko:K07478	kps:KPNJ2_03587
ko:K03634	kps:KPNJ2_03588
ko:K03466	kps:KPNJ2_03589
ko:K03719	kps:KPNJ2_03590
ko:K00384	kps:KPNJ2_03591
ko:K16013	kps:KPNJ2_03592
ko:K16012	kps:KPNJ2_03593
ko:K00684	kps:KPNJ2_03594
ko:K02518	kps:KPNJ2_03595
ko:K03694	kps:KPNJ2_03596
ko:K06891	kps:KPNJ2_03597
ko:K03704	kps:KPNJ2_03598
ko:K05685	kps:KPNJ2_03599
ko:K13888	kps:KPNJ2_03600
ko:K07459	kps:KPNJ2_03601
ko:K06188	kps:KPNJ2_03603
ko:K05601	kps:KPNJ2_03605
ko:K11933	kps:KPNJ2_03606
ko:K15977	kps:KPNJ2_03608
ko:K00156	kps:KPNJ2_03609
ko:K01620	kps:KPNJ2_03610
ko:K11066	kps:KPNJ2_03613
ko:K10000	kps:KPNJ2_03617
ko:K09997	kps:KPNJ2_03618
ko:K09999	kps:KPNJ2_03619
ko:K09998	kps:KPNJ2_03620
ko:K09996	kps:KPNJ2_03621
ko:K03212	kps:KPNJ2_03624
ko:K11074	kps:KPNJ2_03626
ko:K11075	kps:KPNJ2_03627
ko:K11076	kps:KPNJ2_03628
ko:K11073	kps:KPNJ2_03629
ko:K10111	kps:KPNJ2_04217
ko:K07443	kps:KPNJ2_04226
ko:K09914	kps:KPNJ2_04227
ko:K10805	kps:KPNJ2_04228
ko:K03320	kps:KPNJ2_04229
ko:K04752	kps:KPNJ2_04230
ko:K05800	kps:KPNJ2_04233
ko:K01738	kps:KPNJ2_04234
ko:K11938	kps:KPNJ2_04235
ko:K06920	kps:KPNJ2_04237
ko:K12500	kps:KPNJ2_04238
ko:K02237	kps:KPNJ2_04239
ko:K03770	kps:KPNJ2_04240
ko:K03530	kps:KPNJ2_04241
ko:K01338	kps:KPNJ2_04242
ko:K03544	kps:KPNJ2_04243
ko:K01358	kps:KPNJ2_04244
ko:K03545	kps:KPNJ2_04245
ko:K05527	kps:KPNJ2_04247
ko:K07286	kps:KPNJ2_04249
ko:K08218	kps:KPNJ2_04250
ko:K02297	kps:KPNJ2_04251
ko:K02298	kps:KPNJ2_04252
ko:K02299	kps:KPNJ2_04253
ko:K02300	kps:KPNJ2_04254
ko:K02624	kps:KPNJ2_04257
ko:K00014	kps:KPNJ2_04258
ko:K08195	kps:KPNJ2_04263
ko:K09767	kps:KPNJ2_04266
ko:K00077	kps:KPNJ2_04267
ko:K03152	kps:KPNJ2_04268
ko:K03151	kps:KPNJ2_04270
ko:K03602	kps:KPNJ2_04271
ko:K01255	kps:KPNJ2_04898
ko:K02339	kps:KPNJ2_04899
ko:K01873	kps:KPNJ2_04900
ko:K03828	kps:KPNJ2_04901
ko:K06169	kps:KPNJ2_04902
ko:K09893	kps:KPNJ2_04903
ko:K00611	kps:KPNJ2_04904
ko:K03710	kps:KPNJ2_04905
ko:K00609	kps:KPNJ2_04913
ko:K00610	kps:KPNJ2_04914
ko:K09022	kps:KPNJ2_04915
ko:K01531	kps:KPNJ2_04916
ko:K03485	kps:KPNJ2_04917
ko:K02818	kps:KPNJ2_04918
ko:K02819	kps:KPNJ2_04918
ko:K01226	kps:KPNJ2_04919
ko:K02761	kps:KPNJ2_04920
ko:K01222	kps:KPNJ2_04921
ko:K02760	kps:KPNJ2_04922
ko:K01042	kps:KPNJ2_04931
ko:K01465	kps:KPNJ2_04932
ko:K15536	kps:KPNJ2_04940
ko:K03592	kps:KPNJ2_04941
ko:K09889	kps:KPNJ2_04942
ko:K02558	kps:KPNJ2_04949
ko:K04080	kps:KPNJ2_00015
ko:K04081	kps:KPNJ2_00016
ko:K07085	kps:KPNJ2_00018
ko:K03482	kps:KPNJ2_00019
ko:K02749	kps:KPNJ2_00020
ko:K02750	kps:KPNJ2_00020
ko:K01232	kps:KPNJ2_00021
ko:K00389	kps:KPNJ2_00022
ko:K06871	kps:KPNJ2_00024
ko:K01753	kps:KPNJ2_00025
ko:K13629	kps:KPNJ2_00026
ko:K13636	kps:KPNJ2_00027
ko:K08154	kps:KPNJ2_00028
ko:K01652	kps:KPNJ2_00034
ko:K01653	kps:KPNJ2_00035
ko:K07675	kps:KPNJ2_00037
ko:K07783	kps:KPNJ2_00038
ko:K07784	kps:KPNJ2_00039
ko:K07726	kps:KPNJ2_00042
ko:K05306	kps:KPNJ2_00045
ko:K03430	kps:KPNJ2_00046
ko:K11081	kps:KPNJ2_00048
ko:K11084	kps:KPNJ2_00049
ko:K11083	kps:KPNJ2_00050
ko:K11082	kps:KPNJ2_00051
ko:K11082	kps:KPNJ2_00052
ko:K02024	kps:KPNJ2_00053
ko:K02759	kps:KPNJ2_00054
ko:K02761	kps:KPNJ2_00055
ko:K02760	kps:KPNJ2_00056
ko:K16516	kps:KPNJ2_00061
ko:K16515	kps:KPNJ2_00062
ko:K10218	kps:KPNJ2_00063
ko:K16514	kps:KPNJ2_00064
ko:K01607	kps:KPNJ2_02940
ko:K01055	kps:KPNJ2_02941
ko:K01857	kps:KPNJ2_02942
ko:K01032	kps:KPNJ2_02944
ko:K01031	kps:KPNJ2_02945
ko:K02624	kps:KPNJ2_02946
ko:K14057	kps:KPNJ2_02948
ko:K12940	kps:KPNJ2_02949
ko:K12941	kps:KPNJ2_02950
ko:K12941	kps:KPNJ2_02951
ko:K12942	kps:KPNJ2_02952
ko:K00567	kps:KPNJ2_02955
ko:K14055	kps:KPNJ2_02957
ko:K00325	kps:KPNJ2_02959
ko:K00324	kps:KPNJ2_02960
ko:K03758	kps:KPNJ2_02966
ko:K13938	kps:KPNJ2_02967
ko:K07661	kps:KPNJ2_02969
ko:K07639	kps:KPNJ2_02971
ko:K01679	kps:KPNJ2_02973
ko:K01676	kps:KPNJ2_02974
ko:K01809	kps:KPNJ2_02975
ko:K16136	kps:KPNJ2_02977
ko:K14155	kps:KPNJ2_02980
ko:K16074	kps:KPNJ2_02981
ko:K08987	kps:KPNJ2_02986
ko:K07112	kps:KPNJ2_02987
ko:K00134	kps:KPNJ2_02992
ko:K07248	kps:KPNJ2_02993
ko:K09018	kps:KPNJ2_03477
ko:K09020	kps:KPNJ2_03478
ko:K09021	kps:KPNJ2_03479
ko:K09023	kps:KPNJ2_03480
ko:K09019	kps:KPNJ2_03481
ko:K09024	kps:KPNJ2_03482
ko:K09016	kps:KPNJ2_03483
ko:K03809	kps:KPNJ2_03488
ko:K01085	kps:KPNJ2_03490
ko:K07124	kps:KPNJ2_03492
ko:K14052	kps:KPNJ2_03495
ko:K09470	kps:KPNJ2_03496
ko:K09473	kps:KPNJ2_03497
ko:K14056	kps:KPNJ2_03498
ko:K09471	kps:KPNJ2_03501
ko:K16135	kps:KPNJ2_03502
ko:K07246	kps:KPNJ2_03503
ko:K03451	kps:KPNJ2_03504
ko:K00135	kps:KPNJ2_03506
ko:K15580	kps:KPNJ2_03512
ko:K11179	kps:KPNJ2_03514
ko:K01512	kps:KPNJ2_03515
ko:K06910	kps:KPNJ2_03517
ko:K06969	kps:KPNJ2_03518
ko:K11940	kps:KPNJ2_03519
ko:K06929	kps:KPNJ2_03520
ko:K01734	kps:KPNJ2_03521
ko:K03658	kps:KPNJ2_03522
ko:K07343	kps:KPNJ2_03525
ko:K10679	kps:KPNJ2_04055
ko:K02793	kps:KPNJ2_04056
ko:K02794	kps:KPNJ2_04057
ko:K02795	kps:KPNJ2_04058
ko:K16053	kps:KPNJ2_04067
ko:K11732	kps:KPNJ2_04083
ko:K02014	kps:KPNJ2_04084
ko:K09471	kps:KPNJ2_04087
ko:K06995	kps:KPNJ2_04088
ko:K06871	kps:KPNJ2_04095
ko:K01130	kps:KPNJ2_04096
ko:K10013	kps:KPNJ2_04100
ko:K02016	kps:KPNJ2_04107
ko:K02015	kps:KPNJ2_04108
ko:K03831	kps:KPNJ2_04687
ko:K00616	kps:KPNJ2_04688
ko:K03310	kps:KPNJ2_04689
ko:K09861	kps:KPNJ2_04690
ko:K01733	kps:KPNJ2_04692
ko:K00872	kps:KPNJ2_04693
ko:K12524	kps:KPNJ2_04694
ko:K02533	kps:KPNJ2_04696
ko:K07773	kps:KPNJ2_04698
ko:K06143	kps:KPNJ2_04699
ko:K07641	kps:KPNJ2_04700
ko:K07663	kps:KPNJ2_04701
ko:K07316	kps:KPNJ2_01924
ko:K01241	kps:KPNJ2_01929
ko:K16137	kps:KPNJ2_01934
ko:K03316	kps:KPNJ2_01935
ko:K13635	kps:KPNJ2_01938
ko:K09933	kps:KPNJ2_01944
ko:K07458	kps:KPNJ2_01949
ko:K09781	kps:KPNJ2_01951
ko:K07781	kps:KPNJ2_01956
ko:K01176	kps:KPNJ2_01959
ko:K02424	kps:KPNJ2_01960
ko:K10009	kps:KPNJ2_01962
ko:K10010	kps:KPNJ2_01963
ko:K07782	kps:KPNJ2_01964
ko:K07689	kps:KPNJ2_01968
ko:K03703	kps:KPNJ2_01969
ko:K00995	kps:KPNJ2_01970
ko:K01714	kps:KPNJ2_01972
ko:K03832	kps:KPNJ2_02355
ko:K18143	kps:KPNJ2_02358
ko:K18144	kps:KPNJ2_02359
ko:K03366	kps:KPNJ2_02366
ko:K01652	kps:KPNJ2_02367
ko:K01575	kps:KPNJ2_02368
ko:K00019	kps:KPNJ2_02370
ko:K00074	kps:KPNJ2_02372
ko:K00626	kps:KPNJ2_02373
ko:K01029	kps:KPNJ2_02374
ko:K01028	kps:KPNJ2_02375
ko:K17737	kps:KPNJ2_02376
ko:K02050	kps:KPNJ2_02384
ko:K02049	kps:KPNJ2_02385
ko:K02051	kps:KPNJ2_02386
ko:K01470	kps:KPNJ2_02387
ko:K01485	kps:KPNJ2_02389
ko:K02051	kps:KPNJ2_02393
ko:K02034	kps:KPNJ2_02404
ko:K02033	kps:KPNJ2_02405
ko:K01425	kps:KPNJ2_02831
ko:K08324	kps:KPNJ2_02832
ko:K00016	kps:KPNJ2_02835
ko:K01714	kps:KPNJ2_02840
ko:K03307	kps:KPNJ2_02841
ko:K08159	kps:KPNJ2_02846
ko:K05595	kps:KPNJ2_02847
ko:K03712	kps:KPNJ2_02849
ko:K13632	kps:KPNJ2_02850
ko:K13630	kps:KPNJ2_02851
ko:K15268	kps:KPNJ2_02852
ko:K11963	kps:KPNJ2_02855
ko:K11962	kps:KPNJ2_02856
ko:K11961	kps:KPNJ2_02857
ko:K11960	kps:KPNJ2_02858
ko:K11959	kps:KPNJ2_02859
ko:K00549	kps:KPNJ2_02860
ko:K13633	kps:KPNJ2_02862
ko:K01190	kps:KPNJ2_02867
ko:K02532	kps:KPNJ2_02868
ko:K03299	kps:KPNJ2_02877
ko:K01284	kps:KPNJ2_02883
ko:K16066	kps:KPNJ2_02884
ko:K09984	kps:KPNJ2_03374
ko:K00031	kps:KPNJ2_03379
ko:K06181	kps:KPNJ2_03380
ko:K12152	kps:KPNJ2_03381
ko:K00566	kps:KPNJ2_03382
ko:K07153	kps:KPNJ2_03383
ko:K01756	kps:KPNJ2_03384
ko:K07660	kps:KPNJ2_03387
ko:K07637	kps:KPNJ2_03388
ko:K01258	kps:KPNJ2_03390
ko:K11072	kps:KPNJ2_03391
ko:K11071	kps:KPNJ2_03392
ko:K11070	kps:KPNJ2_03393
ko:K11069	kps:KPNJ2_03394
ko:K12410	kps:KPNJ2_03398
ko:K00884	kps:KPNJ2_03399
ko:K09808	kps:KPNJ2_03400
ko:K09810	kps:KPNJ2_03401
ko:K09808	kps:KPNJ2_03402
ko:K03723	kps:KPNJ2_03403
ko:K12151	kps:KPNJ2_03405
ko:K02014	kps:KPNJ2_03409
ko:K03885	kps:KPNJ2_03411
ko:K07000	kps:KPNJ2_03412
ko:K01207	kps:KPNJ2_03413
ko:K05805	kps:KPNJ2_04702
ko:K05804	kps:KPNJ2_04703
ko:K03720	kps:KPNJ2_04706
ko:K08309	kps:KPNJ2_04707
ko:K06211	kps:KPNJ2_04709
ko:K04485	kps:KPNJ2_04710
ko:K01079	kps:KPNJ2_04711
ko:K07186	kps:KPNJ2_04712
ko:K03800	kps:KPNJ2_04713
ko:K03784	kps:KPNJ2_04714
ko:K01839	kps:KPNJ2_04715
ko:K00758	kps:KPNJ2_04716
ko:K01619	kps:KPNJ2_04717
ko:K03317	kps:KPNJ2_04718
ko:K03424	kps:KPNJ2_04719
ko:K02837	kps:KPNJ2_04723
ko:K08723	kps:KPNJ2_04724
ko:K03789	kps:KPNJ2_04725
ko:K02344	kps:KPNJ2_04726
ko:K00564	kps:KPNJ2_04727
ko:K13255	kps:KPNJ2_04731
ko:K02761	kps:KPNJ2_04732
ko:K00123	kps:KPNJ2_05367
ko:K00124	kps:KPNJ2_05368
ko:K00127	kps:KPNJ2_05369
ko:K02380	kps:KPNJ2_05370
ko:K07560	kps:KPNJ2_05375
ko:K07058	kps:KPNJ2_05376
ko:K06207	kps:KPNJ2_05378
ko:K01915	kps:KPNJ2_05381
ko:K07708	kps:KPNJ2_05382
ko:K07712	kps:KPNJ2_05383
ko:K09894	kps:KPNJ2_05386
ko:K03978	kps:KPNJ2_05387
ko:K03673	kps:KPNJ2_05391
ko:K09896	kps:KPNJ2_05393
ko:K03752	kps:KPNJ2_05394
ko:K03753	kps:KPNJ2_05395
ko:K02529	kps:KPNJ2_05404
ko:K00852	kps:KPNJ2_05405
ko:K10439	kps:KPNJ2_05406
ko:K10440	kps:KPNJ2_05407
ko:K10441	kps:KPNJ2_05408
ko:K06726	kps:KPNJ2_05409
ko:K03549	kps:KPNJ2_05411
ko:K03924	kps:KPNJ2_05412
ko:K01914	kps:KPNJ2_05414
ko:K03718	kps:KPNJ2_05415
ko:K06205	kps:KPNJ2_05416
ko:K03495	kps:KPNJ2_05417
ko:K03501	kps:KPNJ2_05418
ko:K02116	kps:KPNJ2_05419
ko:K02108	kps:KPNJ2_05420
ko:K03535	kps:KPNJ2_01137
ko:K13918	kps:KPNJ2_01138
ko:K01706	kps:KPNJ2_01139
ko:K00865	kps:KPNJ2_01140
ko:K07678	kps:KPNJ2_01141
ko:K03215	kps:KPNJ2_01142
ko:K00951	kps:KPNJ2_01143
ko:K04765	kps:KPNJ2_01144
ko:K01937	kps:KPNJ2_01145
ko:K01689	kps:KPNJ2_01146
ko:K10026	kps:KPNJ2_01149
ko:K01737	kps:KPNJ2_01150
ko:K00380	kps:KPNJ2_01151
ko:K00381	kps:KPNJ2_01152
ko:K00390	kps:KPNJ2_01153
ko:K09612	kps:KPNJ2_01154
ko:K02302	kps:KPNJ2_01155
ko:K00957	kps:KPNJ2_01156
ko:K00956	kps:KPNJ2_01157
ko:K00860	kps:KPNJ2_01158
ko:K05589	kps:KPNJ2_01160
ko:K00991	kps:KPNJ2_01161
ko:K01770	kps:KPNJ2_01162
ko:K06176	kps:KPNJ2_01163
ko:K03787	kps:KPNJ2_01164
ko:K00573	kps:KPNJ2_01165
ko:K06194	kps:KPNJ2_01166
ko:K03087	kps:KPNJ2_01167
ko:K03186	kps:KPNJ2_01172
ko:K03555	kps:KPNJ2_01176
ko:K11903	kps:KPNJ2_01179
ko:K02013	kps:KPNJ2_01180
ko:K02015	kps:KPNJ2_01181
ko:K02016	kps:KPNJ2_01182
ko:K07225	kps:KPNJ2_01183
ko:K16087	kps:KPNJ2_01184
ko:K07401	kps:KPNJ2_01185
ko:K01652	kps:KPNJ2_01186
ko:K07088	kps:KPNJ2_01187
ko:K01011	kps:KPNJ2_01454
ko:K06894	kps:KPNJ2_01455
ko:K05367	kps:KPNJ2_01456
ko:K00940	kps:KPNJ2_01457
ko:K06941	kps:KPNJ2_01458
ko:K15539	kps:KPNJ2_01460
ko:K01892	kps:KPNJ2_01462
ko:K17713	kps:KPNJ2_01464
ko:K03977	kps:KPNJ2_01465
ko:K03601	kps:KPNJ2_01468
ko:K00088	kps:KPNJ2_01469
ko:K01951	kps:KPNJ2_01470
ko:K06871	kps:KPNJ2_01472
ko:K01524	kps:KPNJ2_01477
ko:K00937	kps:KPNJ2_01478
ko:K11175	kps:KPNJ2_01479
ko:K01933	kps:KPNJ2_01480
ko:K01223	kps:KPNJ2_01482
ko:K00761	kps:KPNJ2_01483
ko:K02824	kps:KPNJ2_01484
ko:K10763	kps:KPNJ2_01485
ko:K00537	kps:KPNJ2_01487
ko:K03548	kps:KPNJ2_01490
ko:K03564	kps:KPNJ2_01491
ko:K03567	kps:KPNJ2_01492
ko:K01714	kps:KPNJ2_01493
ko:K07287	kps:KPNJ2_01494
ko:K01923	kps:KPNJ2_01495
ko:K07054	kps:KPNJ2_01496
ko:K06957	kps:KPNJ2_01497
ko:K06999	kps:KPNJ2_01498
ko:K01439	kps:KPNJ2_01500
ko:K18324	kps:KPNJ2_01502
ko:K12945	kps:KPNJ2_01505
ko:K01991	kps:KPNJ2_01819
ko:K01104	kps:KPNJ2_01820
ko:K16692	kps:KPNJ2_01821
ko:K12992	kps:KPNJ2_01823
ko:K12990	kps:KPNJ2_01824
ko:K00033	kps:KPNJ2_01826
ko:K00973	kps:KPNJ2_01829
ko:K00067	kps:KPNJ2_01830
ko:K01790	kps:KPNJ2_01831
ko:K00012	kps:KPNJ2_01832
ko:K08679	kps:KPNJ2_01833
ko:K08679	kps:KPNJ2_01843
ko:K01854	kps:KPNJ2_01847
ko:K11755	kps:KPNJ2_01853
ko:K02500	kps:KPNJ2_01854
ko:K01814	kps:KPNJ2_01855
ko:K02501	kps:KPNJ2_01856
ko:K01089	kps:KPNJ2_01857
ko:K00817	kps:KPNJ2_01858
ko:K00013	kps:KPNJ2_01859
ko:K00765	kps:KPNJ2_01860
ko:K02355	kps:KPNJ2_01867
ko:K06073	kps:KPNJ2_02244
ko:K02073	kps:KPNJ2_02245
ko:K00432	kps:KPNJ2_02246
ko:K06074	kps:KPNJ2_02247
ko:K08997	kps:KPNJ2_02250
ko:K01626	kps:KPNJ2_02252
ko:K07251	kps:KPNJ2_03414
ko:K07337	kps:KPNJ2_03415
ko:K02503	kps:KPNJ2_03417
ko:K02778	kps:KPNJ2_03418
ko:K02779	kps:KPNJ2_03418
ko:K03424	kps:KPNJ2_03419
ko:K02341	kps:KPNJ2_03420
ko:K00943	kps:KPNJ2_03421
ko:K07082	kps:KPNJ2_03422
ko:K02619	kps:KPNJ2_03423
ko:K01093	kps:KPNJ2_03943
ko:K08963	kps:KPNJ2_03944
ko:K00899	kps:KPNJ2_03945
ko:K07733	kps:KPNJ2_03996
ko:K03070	kps:KPNJ2_04585
ko:K13301	kps:KPNJ2_04586
ko:K02535	kps:KPNJ2_04588
ko:K03531	kps:KPNJ2_04589
ko:K03590	kps:KPNJ2_04590
ko:K03589	kps:KPNJ2_04591
ko:K01921	kps:KPNJ2_04592
ko:K01924	kps:KPNJ2_04593
ko:K02563	kps:KPNJ2_04594
ko:K03588	kps:KPNJ2_04595
ko:K01925	kps:KPNJ2_04596
ko:K01000	kps:KPNJ2_04597
ko:K01929	kps:KPNJ2_04598
ko:K01928	kps:KPNJ2_04599
ko:K03587	kps:KPNJ2_04600
ko:K03586	kps:KPNJ2_04601
ko:K03438	kps:KPNJ2_04602
ko:K03925	kps:KPNJ2_04603
ko:K03435	kps:KPNJ2_04604
ko:K01653	kps:KPNJ2_04605
ko:K01652	kps:KPNJ2_04606
ko:K05798	kps:KPNJ2_04608
ko:K01649	kps:KPNJ2_04609
ko:K00052	kps:KPNJ2_04610
ko:K01703	kps:KPNJ2_04611
ko:K01704	kps:KPNJ2_04612
ko:K00014	kps:KPNJ2_04615
ko:K03785	kps:KPNJ2_04617
ko:K08194	kps:KPNJ2_04620
ko:K03291	kps:KPNJ2_04621
ko:K11925	kps:KPNJ2_04624
ko:K02064	kps:KPNJ2_04626
ko:K02063	kps:KPNJ2_04627
ko:K02062	kps:KPNJ2_04628
ko:K02099	kps:KPNJ2_04630
ko:K00853	kps:KPNJ2_04631
ko:K01804	kps:KPNJ2_04632
ko:K02336	kps:KPNJ2_04634
ko:K02851	kps:KPNJ2_05265
ko:K03628	kps:KPNJ2_05266
ko:K03671	kps:KPNJ2_05267
ko:K03732	kps:KPNJ2_05268
ko:K01524	kps:KPNJ2_05269
ko:K07150	kps:KPNJ2_05272
ko:K03656	kps:KPNJ2_05273
ko:K03769	kps:KPNJ2_05274
ko:K03769	kps:KPNJ2_05275
ko:K00053	kps:KPNJ2_05276
ko:K02521	kps:KPNJ2_05277
ko:K01754	kps:KPNJ2_05278
ko:K01687	kps:KPNJ2_05279
ko:K00826	kps:KPNJ2_05280
ko:K11258	kps:KPNJ2_05281
ko:K01652	kps:KPNJ2_05282
ko:K07391	kps:KPNJ2_05285
ko:K09897	kps:KPNJ2_05286
ko:K01776	kps:KPNJ2_05293
ko:K16092	kps:KPNJ2_05294
ko:K00322	kps:KPNJ2_05299
ko:K04761	kps:KPNJ2_05300
ko:K01755	kps:KPNJ2_05302
ko:K00930	kps:KPNJ2_05303
ko:K00145	kps:KPNJ2_05304
ko:K01438	kps:KPNJ2_05305
ko:K01595	kps:KPNJ2_05306
ko:K08314	kps:KPNJ2_05309
ko:K00005	kps:KPNJ2_05310
ko:K00297	kps:KPNJ2_05312
ko:K02004	kps:KPNJ2_04165
ko:K02003	kps:KPNJ2_04166
ko:K10804	kps:KPNJ2_04167
ko:K05838	kps:KPNJ2_04169
ko:K02069	kps:KPNJ2_04170
ko:K02068	kps:KPNJ2_04171
ko:K07340	kps:KPNJ2_04173
ko:K17686	kps:KPNJ2_04175
ko:K09973	kps:KPNJ2_04177
ko:K11751	kps:KPNJ2_04179
ko:K08223	kps:KPNJ2_04181
ko:K03455	kps:KPNJ2_04182
ko:K00892	kps:KPNJ2_04183
ko:K01772	kps:KPNJ2_04184
ko:K00939	kps:KPNJ2_04185
ko:K04079	kps:KPNJ2_04187
ko:K06187	kps:KPNJ2_04188
ko:K09747	kps:KPNJ2_04189
ko:K02343	kps:KPNJ2_04190
ko:K00759	kps:KPNJ2_04191
ko:K09790	kps:KPNJ2_04192
ko:K04067	kps:KPNJ2_04193
ko:K05802	kps:KPNJ2_04196
ko:K03577	kps:KPNJ2_04197
ko:K03585	kps:KPNJ2_04198
ko:K18138	kps:KPNJ2_04199
ko:K00661	kps:KPNJ2_04202
ko:K00375	kps:KPNJ2_04204
ko:K02919	kps:KPNJ2_04206
