ko:K07005	bmai:DM57_10060
ko:K12251	bmai:DM57_2028
ko:K02055	bmai:DM57_2026
ko:K03086	bmai:DM57_2022
ko:K01919	bmai:DM57_2021
ko:K01247	bmai:DM57_2020
ko:K10778	bmai:DM57_2019
ko:K08234	bmai:DM57_2018
ko:K03650	bmai:DM57_2014
ko:K03217	bmai:DM57_2012
ko:K08998	bmai:DM57_2011
ko:K03536	bmai:DM57_15280
ko:K02914	bmai:DM57_2009
ko:K02313	bmai:DM57_2008
ko:K02338	bmai:DM57_2007
ko:K02470	bmai:DM57_2006
ko:K00720	bmai:DM57_2003
ko:K06193	bmai:DM57_1997
ko:K01995	bmai:DM57_1712
ko:K01998	bmai:DM57_1712
ko:K01996	bmai:DM57_1711
ko:K03495	bmai:DM57_1710
ko:K03501	bmai:DM57_1709
ko:K02116	bmai:DM57_15380
ko:K02108	bmai:DM57_1704
ko:K02110	bmai:DM57_1703
ko:K02109	bmai:DM57_1702
ko:K02113	bmai:DM57_1701
ko:K02111	bmai:DM57_1700
ko:K02115	bmai:DM57_1699
ko:K02112	bmai:DM57_1698
ko:K02114	bmai:DM57_1697
ko:K00666	bmai:DM57_1696
ko:K06929	bmai:DM57_1695
ko:K01713	bmai:DM57_1694
ko:K01599	bmai:DM57_1693
ko:K04066	bmai:DM57_1692
ko:K13821	bmai:DM57_1690
ko:K01999	bmai:DM57_1689
ko:K12508	bmai:DM57_1688
ko:K09456	bmai:DM57_1687
ko:K10013	bmai:DM57_1684
ko:K01534	bmai:DM57_1679
ko:K03735	bmai:DM57_1673
ko:K03736	bmai:DM57_1672
ko:K00138	bmai:DM57_1670
ko:K04033	bmai:DM57_1669
ko:K01652	bmai:DM57_1667
ko:K01752	bmai:DM57_1665
ko:K00281	bmai:DM57_1663
ko:K02437	bmai:DM57_1662
ko:K00605	bmai:DM57_1661
ko:K02535	bmai:DM57_1314
ko:K03070	bmai:DM57_1312
ko:K00620	bmai:DM57_1311
ko:K06923	bmai:DM57_1310
ko:K03574	bmai:DM57_1309
ko:K09862	bmai:DM57_15505
ko:K18778	bmai:DM57_1308
ko:K00859	bmai:DM57_1307
ko:K02654	bmai:DM57_1306
ko:K02653	bmai:DM57_1305
ko:K02652	bmai:DM57_1304
ko:K02523	bmai:DM57_1295
ko:K02888	bmai:DM57_1294
ko:K02899	bmai:DM57_1293
ko:K03979	bmai:DM57_1292
ko:K00931	bmai:DM57_1291
ko:K08311	bmai:DM57_1289
ko:K01881	bmai:DM57_1288
ko:K00760	bmai:DM57_1286
ko:K03106	bmai:DM57_1285
ko:K06950	bmai:DM57_1283
ko:K03806	bmai:DM57_1282
ko:K06077	bmai:DM57_1277
ko:K00856	bmai:DM57_1276
ko:K11065	bmai:DM57_1275
ko:K02687	bmai:DM57_1273
ko:K01961	bmai:DM57_1272
ko:K02160	bmai:DM57_1271
ko:K03786	bmai:DM57_1270
ko:K02558	bmai:DM57_1267
ko:K07000	bmai:DM57_1266
ko:K01147	bmai:DM57_1265
ko:K00014	bmai:DM57_1264
ko:K03814	bmai:DM57_1263
ko:K00883	bmai:DM57_1259
ko:K01631	bmai:DM57_1258
ko:K02424	bmai:DM57_916
ko:K00845	bmai:DM57_915
ko:K01057	bmai:DM57_914
ko:K00036	bmai:DM57_913
ko:K17315	bmai:DM57_912
ko:K17316	bmai:DM57_911
ko:K17317	bmai:DM57_910
ko:K10112	bmai:DM57_909
ko:K00384	bmai:DM57_906
ko:K03466	bmai:DM57_905
ko:K03634	bmai:DM57_904
ko:K07478	bmai:DM57_903
ko:K01875	bmai:DM57_901
ko:K03610	bmai:DM57_897
ko:K03609	bmai:DM57_896
ko:K03608	bmai:DM57_895
ko:K02841	bmai:DM57_891
ko:K03832	bmai:DM57_888
ko:K02428	bmai:DM57_884
ko:K00989	bmai:DM57_883
ko:K00942	bmai:DM57_881
ko:K03060	bmai:DM57_880
ko:K04760	bmai:DM57_876
ko:K03640	bmai:DM57_870
ko:K03641	bmai:DM57_869
ko:K03560	bmai:DM57_867
ko:K03562	bmai:DM57_866
ko:K07107	bmai:DM57_865
ko:K16066	bmai:DM57_864
ko:K00600	bmai:DM57_863
ko:K07738	bmai:DM57_862
ko:K00957	bmai:DM57_443
ko:K01755	bmai:DM57_440
ko:K01265	bmai:DM57_438
ko:K05524	bmai:DM57_435
ko:K00528	bmai:DM57_434
ko:K00208	bmai:DM57_431
ko:K13893	bmai:DM57_430
ko:K13894	bmai:DM57_429
ko:K13895	bmai:DM57_428
ko:K13896	bmai:DM57_427
ko:K07001	bmai:DM57_425
ko:K01885	bmai:DM57_424
ko:K02553	bmai:DM57_418
ko:K01638	bmai:DM57_416
ko:K01560	bmai:DM57_415
ko:K01637	bmai:DM57_412
ko:K03789	bmai:DM57_406
ko:K09977	bmai:DM57_404
ko:K00941	bmai:DM57_403
ko:K01775	bmai:DM57_401
ko:K04485	bmai:DM57_400
ko:K06158	bmai:DM57_398
ko:K00432	bmai:DM57_397
ko:K06131	bmai:DM57_396
ko:K07320	bmai:DM57_395
ko:K01439	bmai:DM57_394
ko:K00674	bmai:DM57_392
ko:K14267	bmai:DM57_391
ko:K03529	bmai:DM57_389
ko:K07507	bmai:DM57_06745
ko:K17686	bmai:DM57_06770
ko:K00801	bmai:DM57_06815
ko:K00426	bmai:DM57_06835
ko:K00425	bmai:DM57_06840
ko:K01620	bmai:DM57_06845
ko:K05366	bmai:DM57_06855
ko:K02013	bmai:DM57_06865
ko:K02015	bmai:DM57_06875
ko:K02016	bmai:DM57_06880
ko:K07225	bmai:DM57_06885
ko:K16087	bmai:DM57_06890
ko:K02053	bmai:DM57_06905
ko:K02052	bmai:DM57_06910
ko:K02055	bmai:DM57_06915
ko:K02053	bmai:DM57_06920
ko:K06966	bmai:DM57_06925
ko:K01808	bmai:DM57_06940
ko:K17207	bmai:DM57_06945
ko:K17206	bmai:DM57_06950
ko:K17205	bmai:DM57_06955
ko:K00065	bmai:DM57_06960
ko:K05878	bmai:DM57_06970
ko:K05879	bmai:DM57_06975
ko:K05973	bmai:DM57_2894
ko:K16147	bmai:DM57_2893
ko:K05343	bmai:DM57_2892
ko:K01236	bmai:DM57_2888
ko:K00705	bmai:DM57_2887
ko:K06044	bmai:DM57_2886
ko:K00375	bmai:DM57_2883
ko:K01895	bmai:DM57_2872
ko:K03327	bmai:DM57_2870
ko:K08296	bmai:DM57_2866
ko:K01524	bmai:DM57_2856
ko:K00937	bmai:DM57_2855
ko:K07636	bmai:DM57_2854
ko:K07657	bmai:DM57_2853
ko:K02039	bmai:DM57_2852
ko:K02036	bmai:DM57_2851
ko:K07234	bmai:DM57_2629
ko:K09013	bmai:DM57_2627
ko:K09015	bmai:DM57_2626
ko:K11717	bmai:DM57_2625
ko:K04488	bmai:DM57_2624
ko:K13771	bmai:DM57_2621
ko:K02297	bmai:DM57_2619
ko:K02300	bmai:DM57_2615
ko:K10255	bmai:DM57_2614
ko:K10013	bmai:DM57_2613
ko:K00799	bmai:DM57_15080
ko:K05526	bmai:DM57_2611
ko:K01484	bmai:DM57_2610
ko:K06447	bmai:DM57_2609
ko:K00673	bmai:DM57_2608
ko:K00673	bmai:DM57_2607
ko:K10017	bmai:DM57_2604
ko:K10015	bmai:DM57_2603
ko:K01114	bmai:DM57_2600
ko:K00868	bmai:DM57_2599
ko:K00720	bmai:DM57_2596
ko:K01999	bmai:DM57_2589
ko:K06147	bmai:DM57_2585
ko:K00697	bmai:DM57_2584
ko:K01087	bmai:DM57_2583
ko:K07152	bmai:DM57_2582
ko:K02348	bmai:DM57_2579
ko:K06911	bmai:DM57_2578
ko:K03577	bmai:DM57_2339
ko:K02484	bmai:DM57_2334
ko:K07259	bmai:DM57_2332
ko:K07566	bmai:DM57_2328
ko:K01589	bmai:DM57_2327
ko:K01588	bmai:DM57_2326
ko:K01923	bmai:DM57_2325
ko:K01624	bmai:DM57_2324
ko:K00873	bmai:DM57_2323
ko:K00927	bmai:DM57_2322
ko:K00826	bmai:DM57_2319
ko:K02843	bmai:DM57_2317
ko:K07019	bmai:DM57_2315
ko:K03637	bmai:DM57_2312
ko:K07649	bmai:DM57_2306
ko:K03565	bmai:DM57_2303
ko:K01903	bmai:DM57_2301
ko:K01902	bmai:DM57_2300
ko:K03832	bmai:DM57_2295
ko:K03776	bmai:DM57_2291
ko:K01684	bmai:DM57_2284
ko:K07245	bmai:DM57_2283
ko:K07240	bmai:DM57_1995
ko:K07240	bmai:DM57_1994
ko:K02397	bmai:DM57_1991
ko:K02396	bmai:DM57_1990
ko:K02395	bmai:DM57_1988
ko:K02394	bmai:DM57_1987
ko:K02393	bmai:DM57_1986
ko:K02392	bmai:DM57_1985
ko:K02391	bmai:DM57_1984
ko:K02390	bmai:DM57_1983
ko:K02389	bmai:DM57_1982
ko:K02388	bmai:DM57_1981
ko:K02387	bmai:DM57_1980
ko:K02386	bmai:DM57_1978
ko:K02398	bmai:DM57_1977
ko:K02399	bmai:DM57_1976
ko:K00974	bmai:DM57_1974
ko:K00329	bmai:DM57_1972
ko:K00356	bmai:DM57_1972
ko:K08309	bmai:DM57_1971
ko:K07160	bmai:DM57_1966
ko:K09973	bmai:DM57_1963
ko:K12372	bmai:DM57_1962
ko:K12371	bmai:DM57_1961
ko:K12369	bmai:DM57_1958
ko:K12368	bmai:DM57_1957
ko:K01338	bmai:DM57_1953
ko:K00528	bmai:DM57_1949
ko:K03294	bmai:DM57_1945
ko:K07402	bmai:DM57_1944
ko:K09939	bmai:DM57_1943
ko:K04061	bmai:DM57_1942
ko:K03656	bmai:DM57_1656
ko:K03406	bmai:DM57_1646
ko:K00648	bmai:DM57_1633
ko:K02078	bmai:DM57_1632
ko:K00648	bmai:DM57_1631
ko:K02407	bmai:DM57_1627
ko:K02406	bmai:DM57_1626
ko:K02970	bmai:DM57_1625
ko:K01246	bmai:DM57_1624
ko:K18676	bmai:DM57_1623
ko:K06188	bmai:DM57_1621
ko:K02403	bmai:DM57_1618
ko:K02402	bmai:DM57_1617
ko:K02556	bmai:DM57_1616
ko:K03413	bmai:DM57_1613
ko:K03407	bmai:DM57_1612
ko:K03408	bmai:DM57_1611
ko:K00575	bmai:DM57_1609
ko:K03411	bmai:DM57_1608
ko:K03412	bmai:DM57_1607
ko:K03413	bmai:DM57_1606
ko:K03414	bmai:DM57_1605
ko:K02401	bmai:DM57_1601
ko:K02400	bmai:DM57_1599
ko:K10537	bmai:DM57_1256
ko:K10539	bmai:DM57_1255
ko:K10538	bmai:DM57_1254
ko:K01591	bmai:DM57_1251
ko:K03743	bmai:DM57_1250
ko:K01095	bmai:DM57_1249
ko:K00946	bmai:DM57_1248
ko:K00029	bmai:DM57_1247
ko:K09761	bmai:DM57_1244
ko:K00797	bmai:DM57_1242
ko:K00615	bmai:DM57_1241
ko:K00134	bmai:DM57_1240
ko:K01725	bmai:DM57_1238
ko:K01673	bmai:DM57_1237
ko:K11921	bmai:DM57_1236
ko:K11103	bmai:DM57_1234
ko:K01477	bmai:DM57_1233
ko:K03711	bmai:DM57_1230
ko:K06186	bmai:DM57_1229
ko:K00215	bmai:DM57_1228
ko:K03561	bmai:DM57_1227
ko:K03559	bmai:DM57_1226
ko:K01869	bmai:DM57_1225
ko:K03643	bmai:DM57_1224
ko:K02340	bmai:DM57_1223
ko:K00147	bmai:DM57_1222
ko:K08973	bmai:DM57_1221
ko:K01690	bmai:DM57_1219
ko:K01625	bmai:DM57_1218
ko:K03299	bmai:DM57_1217
ko:K00851	bmai:DM57_1216
ko:K01756	bmai:DM57_1215
ko:K02575	bmai:DM57_1214
ko:K00261	bmai:DM57_1212
ko:K10001	bmai:DM57_1209
ko:K10003	bmai:DM57_1208
ko:K10002	bmai:DM57_1207
ko:K10004	bmai:DM57_1206
ko:K04078	bmai:DM57_1203
ko:K13993	bmai:DM57_1202
ko:K01465	bmai:DM57_1198
ko:K08084	bmai:DM57_861
ko:K02672	bmai:DM57_859
ko:K02655	bmai:DM57_857
ko:K00252	bmai:DM57_852
ko:K05712	bmai:DM57_847
ko:K08195	bmai:DM57_845
ko:K00451	bmai:DM57_844
ko:K01555	bmai:DM57_843
ko:K04719	bmai:DM57_840
ko:K03778	bmai:DM57_839
ko:K07506	bmai:DM57_836
ko:K13481	bmai:DM57_833
ko:K13482	bmai:DM57_832
ko:K02014	bmai:DM57_829
ko:K02013	bmai:DM57_828
ko:K02016	bmai:DM57_826
ko:K02015	bmai:DM57_825
ko:K07518	bmai:DM57_820
ko:K07090	bmai:DM57_818
ko:K01126	bmai:DM57_816
ko:K07275	bmai:DM57_808
ko:K01972	bmai:DM57_387
ko:K01462	bmai:DM57_386
ko:K06182	bmai:DM57_385
ko:K00990	bmai:DM57_384
ko:K01265	bmai:DM57_383
ko:K02967	bmai:DM57_382
ko:K02357	bmai:DM57_381
ko:K09903	bmai:DM57_380
ko:K02838	bmai:DM57_379
ko:K00806	bmai:DM57_378
ko:K00981	bmai:DM57_377
ko:K00099	bmai:DM57_376
ko:K11749	bmai:DM57_375
ko:K07277	bmai:DM57_374
ko:K06142	bmai:DM57_373
ko:K02536	bmai:DM57_372
ko:K02372	bmai:DM57_371
ko:K00677	bmai:DM57_370
ko:K00748	bmai:DM57_369
ko:K03470	bmai:DM57_368
ko:K03437	bmai:DM57_367
ko:K09773	bmai:DM57_366
ko:K05998	bmai:DM57_365
ko:K03664	bmai:DM57_359
ko:K09801	bmai:DM57_357
ko:K00088	bmai:DM57_352
ko:K01951	bmai:DM57_350
ko:K09983	bmai:DM57_346
ko:K11991	bmai:DM57_344
ko:K01297	bmai:DM57_343
ko:K03457	bmai:DM57_340
ko:K16841	bmai:DM57_339
ko:K13485	bmai:DM57_337
ko:K01477	bmai:DM57_336
ko:K01483	bmai:DM57_334
ko:K03282	bmai:DM57_330
ko:K03969	bmai:DM57_325
ko:K05366	bmai:DM57_324
ko:K11927	bmai:DM57_2280
ko:K00681	bmai:DM57_2277
ko:K02444	bmai:DM57_2276
ko:K00111	bmai:DM57_2273
ko:K00864	bmai:DM57_2272
ko:K02440	bmai:DM57_2271
ko:K00800	bmai:DM57_2269
ko:K00800	bmai:DM57_2268
ko:K01953	bmai:DM57_2267
ko:K02858	bmai:DM57_2263
ko:K06168	bmai:DM57_2259
ko:K07042	bmai:DM57_2257
ko:K07232	bmai:DM57_2256
ko:K06189	bmai:DM57_2255
ko:K03820	bmai:DM57_2254
ko:K01879	bmai:DM57_2252
ko:K03273	bmai:DM57_2251
ko:K00655	bmai:DM57_2250
ko:K07043	bmai:DM57_2249
ko:K01759	bmai:DM57_2248
ko:K02528	bmai:DM57_2246
ko:K00097	bmai:DM57_2245
ko:K03771	bmai:DM57_2244
ko:K04744	bmai:DM57_2243
ko:K07102	bmai:DM57_2242
ko:K06147	bmai:DM57_2240
ko:K10806	bmai:DM57_2239
ko:K02379	bmai:DM57_2237
ko:K07516	bmai:DM57_2234
ko:K08310	bmai:DM57_2230
ko:K01876	bmai:DM57_2229
ko:K02423	bmai:DM57_1940
ko:K02422	bmai:DM57_1939
ko:K02408	bmai:DM57_1938
ko:K02409	bmai:DM57_1937
ko:K02410	bmai:DM57_1936
ko:K02411	bmai:DM57_1935
ko:K02412	bmai:DM57_1934
ko:K02413	bmai:DM57_1933
ko:K02414	bmai:DM57_1932
ko:K00154	bmai:DM57_1928
ko:K08224	bmai:DM57_1924
ko:K00477	bmai:DM57_1919
ko:K00789	bmai:DM57_1917
ko:K02517	bmai:DM57_1916
ko:K01778	bmai:DM57_1915
ko:K09921	bmai:DM57_1914
ko:K03733	bmai:DM57_1913
ko:K06969	bmai:DM57_1912
ko:K06204	bmai:DM57_1910
ko:K01419	bmai:DM57_1909
ko:K03667	bmai:DM57_1908
ko:K15012	bmai:DM57_1907
ko:K15011	bmai:DM57_1906
ko:K00930	bmai:DM57_1904
ko:K05501	bmai:DM57_1902
ko:K00641	bmai:DM57_1901
ko:K08218	bmai:DM57_1899
ko:K13979	bmai:DM57_1895
ko:K00681	bmai:DM57_1892
ko:K14393	bmai:DM57_1884
ko:K04562	bmai:DM57_1597
ko:K02405	bmai:DM57_1596
ko:K01251	bmai:DM57_1595
ko:K08972	bmai:DM57_1594
ko:K00297	bmai:DM57_1593
ko:K01061	bmai:DM57_1591
ko:K00459	bmai:DM57_1590
ko:K11897	bmai:DM57_1588
ko:K11896	bmai:DM57_1587
ko:K11895	bmai:DM57_1586
ko:K11907	bmai:DM57_1585
ko:K11902	bmai:DM57_1584
ko:K03286	bmai:DM57_1583
ko:K11890	bmai:DM57_1582
ko:K11891	bmai:DM57_1581
ko:K12340	bmai:DM57_1578
ko:K13409	bmai:DM57_1577
ko:K13408	bmai:DM57_1576
ko:K01256	bmai:DM57_1573
ko:K09941	bmai:DM57_1568
ko:K04046	bmai:DM57_1564
ko:K07056	bmai:DM57_1562
ko:K07460	bmai:DM57_1561
ko:K03271	bmai:DM57_1560
ko:K08738	bmai:DM57_1558
ko:K03704	bmai:DM57_15460
ko:K02453	bmai:DM57_1547
ko:K02454	bmai:DM57_1546
ko:K02455	bmai:DM57_1545
ko:K02452	bmai:DM57_1544
ko:K02456	bmai:DM57_1543
ko:K02457	bmai:DM57_1542
ko:K02458	bmai:DM57_1541
ko:K02459	bmai:DM57_1540
ko:K07397	bmai:DM57_1196
ko:K05916	bmai:DM57_1193
ko:K00798	bmai:DM57_1192
ko:K00104	bmai:DM57_1190
ko:K11472	bmai:DM57_1189
ko:K11473	bmai:DM57_1188
ko:K06997	bmai:DM57_1187
ko:K00286	bmai:DM57_1186
ko:K02042	bmai:DM57_1185
ko:K02044	bmai:DM57_15535
ko:K02041	bmai:DM57_1182
ko:K06162	bmai:DM57_1181
ko:K05780	bmai:DM57_1180
ko:K05781	bmai:DM57_1179
ko:K06163	bmai:DM57_1178
ko:K06164	bmai:DM57_1177
ko:K06165	bmai:DM57_1176
ko:K06166	bmai:DM57_1175
ko:K02043	bmai:DM57_1174
ko:K05774	bmai:DM57_1172
ko:K03179	bmai:DM57_1171
ko:K03782	bmai:DM57_1167
ko:K04761	bmai:DM57_1165
ko:K03655	bmai:DM57_1164
ko:K07568	bmai:DM57_1163
ko:K00773	bmai:DM57_1162
ko:K03210	bmai:DM57_1161
ko:K03072	bmai:DM57_1160
ko:K03074	bmai:DM57_1159
ko:K12262	bmai:DM57_1155
ko:K03808	bmai:DM57_1154
ko:K03808	bmai:DM57_1153
ko:K06192	bmai:DM57_1152
ko:K09857	bmai:DM57_1151
ko:K07444	bmai:DM57_1148
ko:K06996	bmai:DM57_1147
ko:K00325	bmai:DM57_1145
ko:K00324	bmai:DM57_1144
ko:K04078	bmai:DM57_802
ko:K04077	bmai:DM57_801
ko:K00941	bmai:DM57_800
ko:K07735	bmai:DM57_797
ko:K07447	bmai:DM57_796
ko:K02825	bmai:DM57_795
ko:K00609	bmai:DM57_794
ko:K01465	bmai:DM57_793
ko:K00655	bmai:DM57_792
ko:K01525	bmai:DM57_791
ko:K00973	bmai:DM57_789
ko:K01790	bmai:DM57_788
ko:K00067	bmai:DM57_787
ko:K17947	bmai:DM57_783
ko:K01997	bmai:DM57_770
ko:K01998	bmai:DM57_769
ko:K01995	bmai:DM57_768
ko:K01996	bmai:DM57_767
ko:K00523	bmai:DM57_763
ko:K06183	bmai:DM57_760
ko:K07156	bmai:DM57_759
ko:K01714	bmai:DM57_754
ko:K01628	bmai:DM57_753
ko:K05825	bmai:DM57_749
ko:K01754	bmai:DM57_322
ko:K01438	bmai:DM57_321
ko:K03723	bmai:DM57_319
ko:K00991	bmai:DM57_318
ko:K01770	bmai:DM57_317
ko:K04756	bmai:DM57_316
ko:K03386	bmai:DM57_315
ko:K07638	bmai:DM57_314
ko:K07659	bmai:DM57_313
ko:K02291	bmai:DM57_309
ko:K00077	bmai:DM57_300
ko:K00865	bmai:DM57_298
ko:K03545	bmai:DM57_297
ko:K01358	bmai:DM57_296
ko:K03544	bmai:DM57_295
ko:K01338	bmai:DM57_294
ko:K03770	bmai:DM57_287
ko:K10804	bmai:DM57_286
ko:K02003	bmai:DM57_285
ko:K01810	bmai:DM57_284
ko:K00285	bmai:DM57_282
ko:K01952	bmai:DM57_281
ko:K03824	bmai:DM57_280
ko:K03769	bmai:DM57_279
ko:K05527	bmai:DM57_278
ko:K06190	bmai:DM57_277
ko:K07305	bmai:DM57_276
ko:K07516	bmai:DM57_273
ko:K08281	bmai:DM57_272
ko:K00626	bmai:DM57_271
ko:K02460	bmai:DM57_1539
ko:K02461	bmai:DM57_1538
ko:K02462	bmai:DM57_1537
ko:K02463	bmai:DM57_1536
ko:K03446	bmai:DM57_1532
ko:K06518	bmai:DM57_1530
ko:K02415	bmai:DM57_1528
ko:K02416	bmai:DM57_1527
ko:K02417	bmai:DM57_1526
ko:K02418	bmai:DM57_1525
ko:K02419	bmai:DM57_1524
ko:K10947	bmai:DM57_1520
ko:K01999	bmai:DM57_1514
ko:K01997	bmai:DM57_1513
ko:K01998	bmai:DM57_1512
ko:K01995	bmai:DM57_1511
ko:K01996	bmai:DM57_1510
ko:K01156	bmai:DM57_1507
ko:K07316	bmai:DM57_1506
ko:K07649	bmai:DM57_1503
ko:K02050	bmai:DM57_1502
ko:K02049	bmai:DM57_1501
ko:K02051	bmai:DM57_1500
ko:K02421	bmai:DM57_1496
ko:K02420	bmai:DM57_1495
ko:K03600	bmai:DM57_1486
ko:K00324	bmai:DM57_1143
ko:K00566	bmai:DM57_1141
ko:K00799	bmai:DM57_1138
ko:K01262	bmai:DM57_1137
ko:K03185	bmai:DM57_1136
ko:K05540	bmai:DM57_1135
ko:K03557	bmai:DM57_1134
ko:K00602	bmai:DM57_1133
ko:K01159	bmai:DM57_1132
ko:K03550	bmai:DM57_1131
ko:K03551	bmai:DM57_1130
ko:K07560	bmai:DM57_1126
ko:K01866	bmai:DM57_1125
ko:K09001	bmai:DM57_1124
ko:K15724	bmai:DM57_1120
ko:K02996	bmai:DM57_1119
ko:K02871	bmai:DM57_1118
ko:K01626	bmai:DM57_1115
ko:K03568	bmai:DM57_1114
ko:K00982	bmai:DM57_1111
ko:K03631	bmai:DM57_1110
ko:K00858	bmai:DM57_1109
ko:K03705	bmai:DM57_1108
ko:K01772	bmai:DM57_1107
ko:K04762	bmai:DM57_1106
ko:K03687	bmai:DM57_1105
ko:K04043	bmai:DM57_1103
ko:K03686	bmai:DM57_1102
ko:K03342	bmai:DM57_1101
ko:K00606	bmai:DM57_1100
ko:K00950	bmai:DM57_1098
ko:K00970	bmai:DM57_1097
ko:K10763	bmai:DM57_1095
ko:K01933	bmai:DM57_1094
ko:K00791	bmai:DM57_1092
ko:K03572	bmai:DM57_1091
ko:K03975	bmai:DM57_1090
ko:K03442	bmai:DM57_1089
ko:K04079	bmai:DM57_745
ko:K03181	bmai:DM57_744
ko:K03307	bmai:DM57_740
ko:K04750	bmai:DM57_739
ko:K00616	bmai:DM57_738
ko:K05782	bmai:DM57_737
ko:K09989	bmai:DM57_736
ko:K10773	bmai:DM57_729
ko:K03616	bmai:DM57_728
ko:K05973	bmai:DM57_726
ko:K03466	bmai:DM57_722
ko:K08289	bmai:DM57_720
ko:K01894	bmai:DM57_716
ko:K07146	bmai:DM57_715
ko:K02337	bmai:DM57_714
ko:K11085	bmai:DM57_713
ko:K02849	bmai:DM57_708
ko:K03088	bmai:DM57_701
ko:K16345	bmai:DM57_695
ko:K08301	bmai:DM57_694
ko:K06287	bmai:DM57_693
ko:K00783	bmai:DM57_692
ko:K09710	bmai:DM57_691
ko:K00969	bmai:DM57_15730
ko:K00228	bmai:DM57_689
ko:K06980	bmai:DM57_263
ko:K07082	bmai:DM57_262
ko:K00943	bmai:DM57_261
ko:K02341	bmai:DM57_260
ko:K03823	bmai:DM57_259
ko:K03424	bmai:DM57_258
ko:K01424	bmai:DM57_249
ko:K03281	bmai:DM57_240
ko:K00874	bmai:DM57_235
ko:K02525	bmai:DM57_231
ko:K03284	bmai:DM57_216
ko:K09780	bmai:DM57_215
ko:K00163	bmai:DM57_07315
ko:K01703	bmai:DM57_07335
ko:K01704	bmai:DM57_07345
ko:K00052	bmai:DM57_07350
ko:K00133	bmai:DM57_07360
ko:K06173	bmai:DM57_07370
ko:K01817	bmai:DM57_07375
ko:K01696	bmai:DM57_07380
ko:K01695	bmai:DM57_07390
ko:K01963	bmai:DM57_07395
ko:K11754	bmai:DM57_07400
ko:K03749	bmai:DM57_07405
ko:K03558	bmai:DM57_07410
ko:K00764	bmai:DM57_07415
ko:K10764	bmai:DM57_07420
ko:K01711	bmai:DM57_07435
ko:K00963	bmai:DM57_07470
ko:K07058	bmai:DM57_07495
ko:K06987	bmai:DM57_07505
ko:K02030	bmai:DM57_07515
ko:K02028	bmai:DM57_07540
ko:K02029	bmai:DM57_07540
ko:K02030	bmai:DM57_07545
ko:K00123	bmai:DM57_07555
ko:K00124	bmai:DM57_07565
ko:K00127	bmai:DM57_07570
ko:K02380	bmai:DM57_07575
ko:K01042	bmai:DM57_07580
ko:K03221	bmai:DM57_08215
ko:K03230	bmai:DM57_08240
ko:K03225	bmai:DM57_08265
ko:K13285	bmai:DM57_08295
ko:K13286	bmai:DM57_08300
ko:K13287	bmai:DM57_08310
ko:K13741	bmai:DM57_08330
ko:K06911	bmai:DM57_08400
ko:K03762	bmai:DM57_08415
ko:K02624	bmai:DM57_08425
ko:K03776	bmai:DM57_08440
ko:K03710	bmai:DM57_09040
ko:K01870	bmai:DM57_09105
ko:K01114	bmai:DM57_09120
ko:K02168	bmai:DM57_09135
ko:K13051	bmai:DM57_09145
ko:K13892	bmai:DM57_4037
ko:K13889	bmai:DM57_09150
ko:K13890	bmai:DM57_09155
ko:K13891	bmai:DM57_09160
ko:K01266	bmai:DM57_4042
ko:K16203	bmai:DM57_09165
ko:K00448	bmai:DM57_09175
ko:K00449	bmai:DM57_09180
ko:K02623	bmai:DM57_09185
ko:K01626	bmai:DM57_09215
ko:K16263	bmai:DM57_09235
ko:K03724	bmai:DM57_09250
ko:K00681	bmai:DM57_09265
ko:K12340	bmai:DM57_09270
ko:K13409	bmai:DM57_09285
ko:K13408	bmai:DM57_09295
ko:K07115	bmai:DM57_09910
ko:K00019	bmai:DM57_09920
ko:K00832	bmai:DM57_09930
ko:K03702	bmai:DM57_09935
ko:K07230	bmai:DM57_09940
ko:K07243	bmai:DM57_09950
ko:K16137	bmai:DM57_10005
ko:K00208	bmai:DM57_10030
ko:K04064	bmai:DM57_10045
ko:K00375	bmai:DM57_10055
ko:K00666	bmai:DM57_10080
ko:K00694	bmai:DM57_10100
ko:K00822	bmai:DM57_10145
ko:K00140	bmai:DM57_10150
ko:K01046	bmai:DM57_14535
ko:K04565	bmai:DM57_2712
ko:K03496	bmai:DM57_2700
ko:K07001	bmai:DM57_2090
ko:K03111	bmai:DM57_1751
ko:K03746	bmai:DM57_1745
ko:K03746	bmai:DM57_2924
ko:K03169	bmai:DM57_2041
ko:K03496	bmai:DM57_1708
ko:K03497	bmai:DM57_1707
ko:K03646	bmai:DM57_868
ko:K03746	bmai:DM57_2907
ko:K03746	bmai:DM57_1620
ko:K03746	bmai:DM57_08305
ko:K03746	bmai:DM57_11990
ko:K15773	bmai:DM57_08005
ko:K08151	bmai:DM57_11135
ko:K03746	bmai:DM57_12280
ko:K03746	bmai:DM57_13660
ko:K01856	bmai:DM57_14380
ko:K03496	bmai:DM57_14695
ko:K03497	bmai:DM57_14700
ko:K03746	bmai:DM57_05345
ko:K07050	bmai:DM57_668
ko:K18249	bmai:DM57_14350
ko:K03297	bmai:DM57_3157
ko:K07485	bmai:DM57_05795
ko:K07485	bmai:DM57_185
ko:K07485	bmai:DM57_2035
ko:K07485	bmai:DM57_342
ko:K07497	bmai:DM57_21
ko:K07497	bmai:DM57_976
ko:K19055	bmai:DM57_11505
