ko:K03602	abau:IX87_04485
ko:K03098	abau:IX87_09190
ko:K03702	abau:IX87_09195
ko:K00812	abau:IX87_09215
ko:K06169	abau:IX87_09245
ko:K03474	abau:IX87_09250
ko:K03584	abau:IX87_09255
ko:K03685	abau:IX87_09270
ko:K03100	abau:IX87_09280
ko:K03596	abau:IX87_09285
ko:K07107	abau:IX87_09290
ko:K00278	abau:IX87_09300
ko:K00943	abau:IX87_09310
ko:K07082	abau:IX87_09315
ko:K02619	abau:IX87_09320
ko:K02048	abau:IX87_09325
ko:K07002	abau:IX87_09330
ko:K02046	abau:IX87_09335
ko:K02047	abau:IX87_09340
ko:K02045	abau:IX87_09345
ko:K13635	abau:IX87_09350
ko:K04084	abau:IX87_13785
ko:K16842	abau:IX87_13805
ko:K16840	abau:IX87_13810
ko:K07127	abau:IX87_13815
ko:K16839	abau:IX87_13830
ko:K01477	abau:IX87_13835
ko:K01483	abau:IX87_13840
ko:K02622	abau:IX87_13845
ko:K07000	abau:IX87_13850
ko:K03611	abau:IX87_13895
ko:K01919	abau:IX87_13900
ko:K14287	abau:IX87_13920
ko:K07657	abau:IX87_13940
ko:K07636	abau:IX87_13945
ko:K01613	abau:IX87_13955
ko:K01011	abau:IX87_13960
ko:K00763	abau:IX87_13965
ko:K07560	abau:IX87_13970
ko:K01079	abau:IX87_13985
ko:K14652	abau:IX87_13995
ko:K00794	abau:IX87_14000
ko:K03625	abau:IX87_14005
ko:K00946	abau:IX87_14010
ko:K01095	abau:IX87_14015
ko:K04042	abau:IX87_14020
ko:K00820	abau:IX87_14025
ko:K01776	abau:IX87_14030
ko:K01091	abau:IX87_14035
ko:K01479	abau:IX87_14045
ko:K01468	abau:IX87_14050
ko:K02858	abau:IX87_18445
ko:K01579	abau:IX87_18460
ko:K01056	abau:IX87_18465
ko:K02897	abau:IX87_18470
ko:K00948	abau:IX87_18475
ko:K00919	abau:IX87_18500
ko:K02494	abau:IX87_18505
ko:K02492	abau:IX87_18515
ko:K05807	abau:IX87_18525
ko:K06180	abau:IX87_18530
ko:K05810	abau:IX87_18535
ko:K03664	abau:IX87_18545
ko:K02338	abau:IX87_18565
ko:K03455	abau:IX87_16800
ko:K02913	abau:IX87_16805
ko:K02902	abau:IX87_16810
ko:K00154	abau:IX87_16845
ko:K01433	abau:IX87_16855
ko:K03832	abau:IX87_16860
ko:K03561	abau:IX87_16865
ko:K03559	abau:IX87_16870
ko:K07304	abau:IX87_16875
ko:K13292	abau:IX87_16905
ko:K07093	abau:IX87_16915
ko:K07093	abau:IX87_16920
ko:K03118	abau:IX87_16925
ko:K03117	abau:IX87_16930
ko:K03116	abau:IX87_16935
ko:K07088	abau:IX87_16940
ko:K00117	abau:IX87_21525
ko:K03321	abau:IX87_21535
ko:K01556	abau:IX87_21565
ko:K04762	abau:IX87_21600
ko:K03565	abau:IX87_21610
ko:K00677	abau:IX87_21620
ko:K02372	abau:IX87_21625
ko:K02536	abau:IX87_21630
ko:K06142	abau:IX87_21635
ko:K07277	abau:IX87_21640
ko:K11749	abau:IX87_21645
ko:K00099	abau:IX87_21650
ko:K00981	abau:IX87_21655
ko:K00806	abau:IX87_21660
ko:K02838	abau:IX87_21665
ko:K09903	abau:IX87_21670
ko:K14441	abau:IX87_21675
ko:K07708	abau:IX87_21680
ko:K07712	abau:IX87_21685
ko:K01770	abau:IX87_21705
ko:K01934	abau:IX87_00320
ko:K01338	abau:IX87_00345
ko:K00783	abau:IX87_00350
ko:K21645	abau:IX87_19540
ko:K18793	abau:IX87_21860
ko:K03427	abau:IX87_08470
ko:K14218	abau:IX87_11615
ko:K14218	abau:IX87_11780
ko:K14218	abau:IX87_15455
ko:K14218	abau:IX87_14650
ko:K14218	abau:IX87_14365
ko:K14218	abau:IX87_17630
ko:K14227	abau:IX87_11620
ko:K14227	abau:IX87_14645
ko:K14227	abau:IX87_15450
ko:K14227	abau:IX87_11785
ko:K14227	abau:IX87_14370
ko:K14227	abau:IX87_17625
ko:K14233	abau:IX87_13145
ko:K14220	abau:IX87_08095
ko:K14220	abau:IX87_08100
ko:K14220	abau:IX87_09235
ko:K14220	abau:IX87_08090
ko:K18902	abau:IX87_07635
ko:K01977	abau:IX87_11790
ko:K18893	abau:IX87_02460
ko:K14223	abau:IX87_18480
ko:K14223	abau:IX87_18485
ko:K14223	abau:IX87_18490
ko:K14223	abau:IX87_18495
ko:K14219	abau:IX87_07665
ko:K18794	abau:IX87_02560
ko:K06218	abau:IX87_01225
ko:K14219	abau:IX87_11915
ko:K14219	abau:IX87_11935
ko:K14219	abau:IX87_11930
ko:K14237	abau:IX87_10875
ko:K14237	abau:IX87_10885
ko:K14237	abau:IX87_10900
ko:K18793	abau:IX87_16825
ko:K14159	abau:IX87_05675
ko:K14228	abau:IX87_07300
ko:K14228	abau:IX87_07310
ko:K14224	abau:IX87_05635
ko:K14224	abau:IX87_12900
ko:K14224	abau:IX87_12905
ko:K14224	abau:IX87_12880
ko:K14218	abau:IX87_12875
ko:K14228	abau:IX87_11480
ko:K14232	abau:IX87_17805
ko:K14232	abau:IX87_17820
ko:K14219	abau:IX87_17810
ko:K14226	abau:IX87_17815
ko:K14230	abau:IX87_04475
ko:K14229	abau:IX87_16545
ko:K14229	abau:IX87_16550
ko:K14230	abau:IX87_16225
ko:K14230	abau:IX87_16230
ko:K14228	abau:IX87_16220
ko:K18824	abau:IX87_13165
ko:K14235	abau:IX87_15950
ko:K14237	abau:IX87_08755
ko:K14219	abau:IX87_10400
ko:K14228	abau:IX87_09930
ko:K14228	abau:IX87_09940
ko:K14222	abau:IX87_09925
ko:K14233	abau:IX87_05590
ko:K14233	abau:IX87_09800
ko:K14230	abau:IX87_01880
ko:K14230	abau:IX87_01925
ko:K14231	abau:IX87_13030
ko:K14231	abau:IX87_13035
ko:K14233	abau:IX87_11940
ko:K14235	abau:IX87_07295
ko:K14235	abau:IX87_07305
ko:K14225	abau:IX87_04380
ko:K14234	abau:IX87_13320
ko:K14234	abau:IX87_15920
ko:K14230	abau:IX87_02700
ko:K14236	abau:IX87_15925
ko:K14225	abau:IX87_15930
ko:K14225	abau:IX87_15200
ko:K14225	abau:IX87_15195
ko:K14234	abau:IX87_15935
ko:K18850	abau:IX87_02420
ko:K18901	abau:IX87_07630
ko:K18903	abau:IX87_07640
ko:K06596	abau:IX87_10935
ko:K02663	abau:IX87_12805
ko:K02625	abau:IX87_19515
ko:K00335	abau:IX87_18095
ko:K00336	abau:IX87_18100
ko:K03976	abau:IX87_19050
ko:K00130	abau:IX87_00895
ko:K18552	abau:IX87_13195
ko:K03526	abau:IX87_17110
ko:K14742	abau:IX87_17730
ko:K03503	abau:IX87_01105
ko:K03502	abau:IX87_01110
ko:K03502	abau:IX87_05820
ko:K03496	abau:IX87_15215
ko:K03746	abau:IX87_15885
ko:K01856	abau:IX87_20690
ko:K03497	abau:IX87_02360
ko:K03496	abau:IX87_02365
ko:K07724	abau:IX87_21245
ko:K03496	abau:IX87_12475
ko:K04565	abau:IX87_12485
ko:K03502	abau:IX87_21890
ko:K03503	abau:IX87_21950
ko:K03502	abau:IX87_21955
ko:K03503	abau:IX87_03300
ko:K18320	abau:IX87_12720
ko:K18320	abau:IX87_12770
ko:K18320	abau:IX87_13180
ko:K04343	abau:IX87_13225
ko:K10673	abau:IX87_13230
ko:K03111	abau:IX87_13440
ko:K07215	abau:IX87_00955
ko:K03761	abau:IX87_09900
ko:K18305	abau:IX87_19585
ko:K16249	abau:IX87_04535
ko:K16243	abau:IX87_04540
ko:K03503	abau:IX87_04785
ko:K03502	abau:IX87_04790
ko:K03646	abau:IX87_09460
ko:K05599	abau:IX87_19670
ko:K18979	abau:IX87_02590
ko:K03431	abau:IX87_13170
ko:K18997	abau:IX87_16375
ko:K02664	abau:IX87_12800
ko:K09483	abau:IX87_20870
ko:K06992	abau:IX87_17690
ko:K00557	abau:IX87_02505
ko:K19275	abau:IX87_12745
ko:K22444	abau:IX87_01885
ko:K19068	abau:IX87_14885
ko:K12979	abau:IX87_16080
ko:K01046	abau:IX87_12575
ko:K01066	abau:IX87_01900
ko:K00020	abau:IX87_15100
ko:K01992	abau:IX87_09610
ko:K01992	abau:IX87_19205
ko:K01992	abau:IX87_19210
ko:K01392	abau:IX87_18875
ko:K07497	abau:IX87_21250
ko:K00529	abau:IX87_00780
ko:K00638	abau:IX87_10000
ko:K03862	abau:IX87_05265
ko:K19302	abau:IX87_17080
ko:K06867	abau:IX87_03885
ko:K04771	abau:IX87_09295
ko:K01096	abau:IX87_10250
ko:K00984	abau:IX87_15250
ko:K07216	abau:IX87_01700
ko:K19577	abau:IX87_06610
ko:K19577	abau:IX87_14245
ko:K17686	abau:IX87_04520
ko:K00992	abau:IX87_02375
ko:K03897	abau:IX87_19060
ko:K00799	abau:IX87_03175
ko:K06132	abau:IX87_11650
ko:K15777	abau:IX87_00355
ko:K19810	abau:IX87_08775
ko:K01457	abau:IX87_04005
ko:K20034	abau:IX87_20610
ko:K00020	abau:IX87_17360
ko:K22443	abau:IX87_01895
ko:K16066	abau:IX87_09240
ko:K03809	abau:IX87_18540
ko:K01802	abau:IX87_00845
ko:K00507	abau:IX87_11290
ko:K20455	abau:IX87_14990
ko:K09788	abau:IX87_10390
ko:K20534	abau:IX87_09620
ko:K00220	abau:IX87_07480
ko:K00800	abau:IX87_07480
ko:K00632	abau:IX87_16070
ko:K02483	abau:IX87_07545
ko:K20881	abau:IX87_21595
ko:K00249	abau:IX87_11755
ko:K21053	abau:IX87_05150
ko:K21062	abau:IX87_03835
ko:K13877	abau:IX87_20655
ko:K13877	abau:IX87_20425
ko:K21061	abau:IX87_03815
ko:K01768	abau:IX87_18955
ko:K11935	abau:IX87_06800
ko:K11931	abau:IX87_06795
ko:K11937	abau:IX87_06785
ko:K13877	abau:IX87_03790
ko:K21021	abau:IX87_11635
ko:K00525	abau:IX87_18015
ko:K00130	abau:IX87_05440
ko:K21023	abau:IX87_17225
ko:K03892	abau:IX87_02955
ko:K13877	abau:IX87_05345
ko:K00249	abau:IX87_19030
ko:K00249	abau:IX87_20635
ko:K00001	abau:IX87_10175
ko:K02314	abau:IX87_00195
ko:K02314	abau:IX87_06065
ko:K01160	abau:IX87_10575
ko:K02314	abau:IX87_10590
ko:K02315	abau:IX87_01440
ko:K00558	abau:IX87_01450
ko:K03462	abau:IX87_20340
ko:K03546	abau:IX87_01655
ko:K01520	abau:IX87_01725
ko:K01185	abau:IX87_01950
ko:K07474	abau:IX87_02065
ko:K07451	abau:IX87_02085
ko:K02314	abau:IX87_06860
ko:K06217	abau:IX87_11845
ko:K06223	abau:IX87_21360
ko:K00287	abau:IX87_16885
ko:K00560	abau:IX87_16890
ko:K03553	abau:IX87_21605
ko:K01185	abau:IX87_07675
ko:K01160	abau:IX87_07810
ko:K02315	abau:IX87_07825
ko:K07336	abau:IX87_16970
ko:K03676	abau:IX87_17145
ko:K03791	abau:IX87_21990
ko:K02315	abau:IX87_08405
ko:K17733	abau:IX87_03895
ko:K02316	abau:IX87_18520
ko:K07451	abau:IX87_18665
ko:K07474	abau:IX87_18685
ko:K01185	abau:IX87_10415
ko:K06889	abau:IX87_20190
ko:K00108	abau:IX87_20025
ko:K00108	abau:IX87_20085
ko:K03863	abau:IX87_05270
ko:K20938	abau:IX87_03045
ko:K02335	abau:IX87_17560
ko:K01139	abau:IX87_12650
ko:K00526	abau:IX87_18005
ko:K21416	abau:IX87_19390
ko:K21417	abau:IX87_19395
ko:K21472	abau:IX87_14205
ko:K21420	abau:IX87_01790
ko:K21699	abau:IX87_07215
ko:K10914	abau:IX87_02825
ko:K01777	abau:IX87_20090
ko:K21747	abau:IX87_19020
ko:K21756	abau:IX87_20685
ko:K21757	abau:IX87_04570
ko:K21758	abau:IX87_20805
ko:K21758	abau:IX87_04605
ko:K21802	abau:IX87_05295
ko:K19591	abau:IX87_04515
ko:K21990	abau:IX87_14165
ko:K22003	abau:IX87_17870
ko:K22027	abau:IX87_20780
ko:K22025	abau:IX87_20405
ko:K22105	abau:IX87_08960
ko:K22067	abau:IX87_21885
ko:K03595	abau:IX87_09265
ko:K22132	abau:IX87_17295
ko:K08994	abau:IX87_19420
ko:K08994	abau:IX87_11530
ko:K22186	abau:IX87_20420
ko:K13875	abau:IX87_20670
ko:K22292	abau:IX87_14755
ko:K22302	abau:IX87_10610
ko:K22302	abau:IX87_08435
ko:K02257	abau:IX87_06840
ko:K01505	abau:IX87_18185
ko:K00611	abau:IX87_21695
ko:K13061	abau:IX87_15130
ko:K00424	abau:IX87_21110
ko:K22550	abau:IX87_03810
ko:K22549	abau:IX87_03805
