ko:K16238	bthl:BG87_600
ko:K01998	bthl:BG87_561
ko:K01999	bthl:BG87_563
ko:K01997	bthl:BG87_564
ko:K01995	bthl:BG87_565
ko:K01998	bthl:BG87_565
ko:K01996	bthl:BG87_566
ko:K03495	bthl:BG87_567
ko:K03501	bthl:BG87_568
ko:K03496	bthl:BG87_569
ko:K03497	bthl:BG87_570
ko:K02116	bthl:BG87_572
ko:K02108	bthl:BG87_573
ko:K02110	bthl:BG87_574
ko:K02109	bthl:BG87_575
ko:K02113	bthl:BG87_576
ko:K02111	bthl:BG87_577
ko:K02115	bthl:BG87_578
ko:K02112	bthl:BG87_579
ko:K02114	bthl:BG87_580
ko:K00666	bthl:BG87_581
ko:K01713	bthl:BG87_582
ko:K01599	bthl:BG87_583
ko:K04066	bthl:BG87_584
ko:K13821	bthl:BG87_586
ko:K01999	bthl:BG87_587
ko:K12508	bthl:BG87_588
ko:K09456	bthl:BG87_589
ko:K10013	bthl:BG87_592
ko:K01534	bthl:BG87_596
ko:K03735	bthl:BG87_601
ko:K03736	bthl:BG87_602
ko:K06199	bthl:BG87_1417
ko:K02221	bthl:BG87_1419
ko:K06895	bthl:BG87_1423
ko:K03182	bthl:BG87_1424
ko:K03625	bthl:BG87_1427
ko:K00794	bthl:BG87_1428
ko:K14652	bthl:BG87_1429
ko:K07497	bthl:BG87_1431
ko:K07483	bthl:BG87_1432
ko:K07341	bthl:BG87_1436
ko:K00793	bthl:BG87_1437
ko:K11752	bthl:BG87_1438
ko:K01845	bthl:BG87_1439
ko:K07552	bthl:BG87_1443
ko:K02028	bthl:BG87_1444
ko:K10009	bthl:BG87_1445
ko:K02424	bthl:BG87_1446
ko:K00845	bthl:BG87_1447
ko:K01057	bthl:BG87_1448
ko:K00036	bthl:BG87_1450
ko:K17315	bthl:BG87_1451
ko:K17316	bthl:BG87_1452
ko:K17317	bthl:BG87_1453
ko:K10112	bthl:BG87_1454
ko:K00384	bthl:BG87_1457
ko:K03466	bthl:BG87_1458
ko:K03634	bthl:BG87_1459
ko:K07478	bthl:BG87_1460
ko:K01875	bthl:BG87_1462
ko:K03610	bthl:BG87_1467
ko:K03609	bthl:BG87_1468
ko:K03408	bthl:BG87_2273
ko:K00666	bthl:BG87_2276
ko:K05845	bthl:BG87_2278
ko:K05846	bthl:BG87_2279
ko:K05847	bthl:BG87_2280
ko:K05846	bthl:BG87_2281
ko:K03758	bthl:BG87_2283
ko:K01478	bthl:BG87_2284
ko:K00611	bthl:BG87_2285
ko:K00926	bthl:BG87_2286
ko:K03449	bthl:BG87_2292
ko:K05936	bthl:BG87_2294
ko:K05895	bthl:BG87_2295
ko:K02188	bthl:BG87_2296
ko:K00595	bthl:BG87_2297
ko:K02229	bthl:BG87_2298
ko:K06042	bthl:BG87_2299
ko:K03394	bthl:BG87_2300
ko:K13541	bthl:BG87_2301
ko:K01183	bthl:BG87_2302
ko:K06999	bthl:BG87_2304
ko:K13580	bthl:BG87_2305
ko:K03405	bthl:BG87_2306
ko:K02230	bthl:BG87_2307
ko:K02234	bthl:BG87_2308
ko:K07241	bthl:BG87_2309
ko:K02189	bthl:BG87_2311
ko:K19221	bthl:BG87_2312
ko:K02224	bthl:BG87_2313
ko:K01714	bthl:BG87_3094
ko:K07156	bthl:BG87_3099
ko:K06183	bthl:BG87_3100
ko:K00523	bthl:BG87_3103
ko:K01996	bthl:BG87_3107
ko:K01995	bthl:BG87_3108
ko:K01998	bthl:BG87_3109
ko:K01997	bthl:BG87_3110
ko:K03527	bthl:BG87_3112
ko:K03774	bthl:BG87_3113
ko:K03630	bthl:BG87_3114
ko:K02902	bthl:BG87_3115
ko:K02913	bthl:BG87_3116
ko:K00278	bthl:BG87_3117
ko:K00767	bthl:BG87_3118
ko:K03517	bthl:BG87_3119
ko:K03500	bthl:BG87_3122
ko:K11175	bthl:BG87_3123
ko:K11753	bthl:BG87_3124
ko:K01870	bthl:BG87_3125
ko:K03101	bthl:BG87_3126
ko:K13038	bthl:BG87_3127
ko:K03694	bthl:BG87_3132
ko:K06891	bthl:BG87_3133
ko:K03704	bthl:BG87_3134
ko:K00031	bthl:BG87_3136
ko:K06181	bthl:BG87_3137
ko:K09005	bthl:BG87_3138
ko:K02355	bthl:BG87_3139
ko:K03710	bthl:BG87_3141
ko:K01647	bthl:BG87_3143
ko:K03406	bthl:BG87_3938
ko:K07141	bthl:BG87_3941
ko:K07126	bthl:BG87_3944
ko:K16090	bthl:BG87_3945
ko:K00609	bthl:BG87_3946
ko:K00375	bthl:BG87_3950
ko:K05396	bthl:BG87_3958
ko:K02624	bthl:BG87_3962
ko:K00457	bthl:BG87_3965
ko:K15650	bthl:BG87_3966
ko:K07782	bthl:BG87_3973
ko:K01414	bthl:BG87_3974
ko:K03119	bthl:BG87_3984
ko:K00370	bthl:BG87_3990
ko:K00371	bthl:BG87_3991
ko:K00019	bthl:BG87_4773
ko:K03431	bthl:BG87_2671
ko:K00796	bthl:BG87_2672
ko:K03798	bthl:BG87_2673
ko:K02427	bthl:BG87_2674
ko:K03833	bthl:BG87_3459
ko:K01426	bthl:BG87_3465
ko:K05349	bthl:BG87_3467
ko:K08195	bthl:BG87_3470
ko:K07152	bthl:BG87_3472
ko:K03228	bthl:BG87_3485
ko:K03224	bthl:BG87_3487
ko:K03223	bthl:BG87_3488
ko:K03222	bthl:BG87_3490
ko:K18374	bthl:BG87_3491
ko:K18373	bthl:BG87_3492
ko:K03229	bthl:BG87_3493
ko:K03230	bthl:BG87_3494
ko:K18381	bthl:BG87_3495
ko:K03225	bthl:BG87_3496
ko:K03226	bthl:BG87_3497
ko:K03227	bthl:BG87_3498
ko:K03220	bthl:BG87_3500
ko:K18373	bthl:BG87_3505
ko:K07657	bthl:BG87_3508
ko:K02669	bthl:BG87_3510
ko:K18369	bthl:BG87_4308
ko:K01387	bthl:BG87_4321
ko:K06894	bthl:BG87_4326
ko:K05367	bthl:BG87_4327
ko:K03410	bthl:BG87_4328
ko:K00832	bthl:BG87_4336
ko:K11734	bthl:BG87_4337
ko:K11068	bthl:BG87_4340
ko:K01999	bthl:BG87_4341
ko:K03534	bthl:BG87_4344
ko:K18333	bthl:BG87_4345
ko:K18335	bthl:BG87_4347
ko:K07046	bthl:BG87_4348
ko:K01685	bthl:BG87_4349
ko:K02057	bthl:BG87_4351
ko:K02056	bthl:BG87_4352
ko:K10439	bthl:BG87_4353
ko:K13639	bthl:BG87_4355
ko:K00024	bthl:BG87_4360
ko:K00019	bthl:BG87_5137
ko:K01574	bthl:BG87_5138
ko:K19302	bthl:BG87_5139
ko:K09930	bthl:BG87_5147
ko:K06895	bthl:BG87_5151
ko:K05596	bthl:BG87_5152
ko:K00640	bthl:BG87_5159
ko:K01495	bthl:BG87_5161
ko:K00481	bthl:BG87_5163
ko:K01031	bthl:BG87_5164
ko:K01032	bthl:BG87_5165
ko:K01857	bthl:BG87_5166
ko:K01055	bthl:BG87_5167
ko:K01607	bthl:BG87_5168
ko:K08195	bthl:BG87_5169
ko:K03672	bthl:BG87_5173
ko:K17218	bthl:BG87_5174
ko:K12340	bthl:BG87_5175
ko:K02003	bthl:BG87_5181
ko:K02004	bthl:BG87_5182
ko:K02005	bthl:BG87_5184
ko:K05805	bthl:BG87_5185
ko:K07115	bthl:BG87_4775
ko:K11082	bthl:BG87_4788
ko:K11083	bthl:BG87_4789
ko:K11084	bthl:BG87_4790
ko:K11081	bthl:BG87_4791
ko:K03430	bthl:BG87_4792
ko:K08194	bthl:BG87_4793
ko:K00014	bthl:BG87_4794
ko:K03786	bthl:BG87_4795
ko:K00457	bthl:BG87_4796
ko:K03303	bthl:BG87_4797
ko:K01638	bthl:BG87_4798
ko:K12658	bthl:BG87_4804
ko:K08166	bthl:BG87_4810
ko:K15977	bthl:BG87_4811
ko:K03303	bthl:BG87_4814
ko:K00782	bthl:BG87_4815
ko:K18929	bthl:BG87_4816
ko:K18928	bthl:BG87_4817
ko:K02073	bthl:BG87_4823
ko:K03381	bthl:BG87_5609
ko:K01856	bthl:BG87_5610
ko:K16319	bthl:BG87_5613
ko:K16320	bthl:BG87_5614
ko:K18249	bthl:BG87_5616
ko:K02503	bthl:BG87_5617
ko:K03316	bthl:BG87_5621
ko:K01652	bthl:BG87_5622
ko:K13487	bthl:BG87_5626
ko:K13488	bthl:BG87_5627
ko:K13486	bthl:BG87_5628
ko:K13489	bthl:BG87_5629
ko:K13490	bthl:BG87_5630
ko:K13491	bthl:BG87_5631
ko:K01560	bthl:BG87_5632
ko:K07052	bthl:BG87_5634
ko:K01867	bthl:BG87_5638
ko:K18199	bthl:BG87_5640
ko:K06147	bthl:BG87_5641
ko:K07223	bthl:BG87_5642
ko:K07397	bthl:BG87_5644
ko:K02014	bthl:BG87_5654
ko:K07004	bthl:BG87_5659
ko:K06134	bthl:BG87_1001
ko:K03925	bthl:BG87_1003
ko:K03438	bthl:BG87_1004
ko:K03586	bthl:BG87_1005
ko:K03587	bthl:BG87_1006
ko:K01928	bthl:BG87_1007
ko:K01929	bthl:BG87_1008
ko:K01000	bthl:BG87_1009
ko:K01925	bthl:BG87_1010
ko:K03588	bthl:BG87_1011
ko:K02563	bthl:BG87_1012
ko:K01924	bthl:BG87_1013
ko:K01921	bthl:BG87_1014
ko:K03589	bthl:BG87_1015
ko:K03590	bthl:BG87_1016
ko:K03531	bthl:BG87_1017
ko:K02535	bthl:BG87_1019
ko:K03070	bthl:BG87_1021
ko:K00620	bthl:BG87_1022
ko:K06923	bthl:BG87_1023
ko:K03574	bthl:BG87_1024
ko:K09862	bthl:BG87_1025
ko:K18778	bthl:BG87_1026
ko:K00859	bthl:BG87_1027
ko:K02654	bthl:BG87_1028
ko:K02653	bthl:BG87_1029
ko:K02652	bthl:BG87_1030
ko:K02523	bthl:BG87_1033
ko:K02888	bthl:BG87_1034
ko:K02899	bthl:BG87_1035
ko:K03979	bthl:BG87_1036
ko:K00931	bthl:BG87_1037
ko:K08311	bthl:BG87_1039
ko:K01881	bthl:BG87_1040
ko:K00760	bthl:BG87_1041
ko:K03106	bthl:BG87_1043
ko:K06950	bthl:BG87_1045
ko:K03806	bthl:BG87_1046
ko:K06077	bthl:BG87_1050
ko:K00856	bthl:BG87_1051
ko:K11065	bthl:BG87_1052
ko:K01092	bthl:BG87_1843
ko:K02533	bthl:BG87_1844
ko:K00640	bthl:BG87_1845
ko:K03269	bthl:BG87_1846
ko:K03768	bthl:BG87_1847
ko:K03767	bthl:BG87_1848
ko:K01883	bthl:BG87_1850
ko:K01247	bthl:BG87_1851
ko:K01962	bthl:BG87_1852
ko:K04075	bthl:BG87_1853
ko:K00928	bthl:BG87_1854
ko:K00860	bthl:BG87_1861
ko:K03119	bthl:BG87_1867
ko:K00615	bthl:BG87_1871
ko:K00615	bthl:BG87_1872
ko:K00831	bthl:BG87_1875
ko:K00957	bthl:BG87_1877
ko:K01755	bthl:BG87_1880
ko:K01265	bthl:BG87_1882
ko:K00208	bthl:BG87_1886
ko:K13893	bthl:BG87_1887
ko:K13894	bthl:BG87_1888
ko:K13895	bthl:BG87_1889
ko:K13896	bthl:BG87_1890
ko:K07001	bthl:BG87_1892
ko:K01885	bthl:BG87_1893
ko:K03624	bthl:BG87_2677
ko:K01955	bthl:BG87_2678
ko:K11250	bthl:BG87_2679
ko:K01956	bthl:BG87_2680
ko:K08307	bthl:BG87_2684
ko:K01069	bthl:BG87_2685
ko:K02342	bthl:BG87_2688
ko:K09771	bthl:BG87_2689
ko:K03762	bthl:BG87_2690
ko:K00645	bthl:BG87_2694
ko:K13930	bthl:BG87_2695
ko:K13934	bthl:BG87_2696
ko:K13933	bthl:BG87_2697
ko:K13932	bthl:BG87_2698
ko:K13931	bthl:BG87_2699
ko:K13929	bthl:BG87_2700
ko:K01596	bthl:BG87_2705
ko:K09965	bthl:BG87_2717
ko:K07734	bthl:BG87_2719
ko:K03219	bthl:BG87_3520
ko:K12255	bthl:BG87_3526
ko:K15773	bthl:BG87_3531
ko:K00694	bthl:BG87_3538
ko:K03119	bthl:BG87_3541
ko:K15551	bthl:BG87_3542
ko:K10831	bthl:BG87_3543
ko:K15552	bthl:BG87_3544
ko:K09990	bthl:BG87_3548
ko:K03306	bthl:BG87_3549
ko:K08677	bthl:BG87_3554
ko:K00101	bthl:BG87_3556
ko:K03761	bthl:BG87_3558
ko:K00404	bthl:BG87_4362
ko:K00405	bthl:BG87_4363
ko:K06995	bthl:BG87_4369
ko:K13874	bthl:BG87_4370
ko:K10538	bthl:BG87_4371
ko:K10539	bthl:BG87_4372
ko:K10537	bthl:BG87_4373
ko:K13873	bthl:BG87_4374
ko:K13876	bthl:BG87_4375
ko:K01114	bthl:BG87_4382
ko:K00428	bthl:BG87_4383
ko:K01485	bthl:BG87_4385
ko:K10974	bthl:BG87_4387
ko:K01266	bthl:BG87_4394
ko:K06194	bthl:BG87_4399
ko:K10001	bthl:BG87_4400
ko:K00140	bthl:BG87_4402
ko:K00822	bthl:BG87_4403
ko:K05913	bthl:BG87_4406
ko:K04090	bthl:BG87_4407
ko:K07326	bthl:BG87_5194
ko:K07240	bthl:BG87_5195
ko:K03701	bthl:BG87_5197
ko:K01114	bthl:BG87_5200
ko:K07497	bthl:BG87_5201
ko:K11071	bthl:BG87_5205
ko:K11070	bthl:BG87_5206
ko:K11069	bthl:BG87_5207
ko:K07497	bthl:BG87_5213
ko:K07483	bthl:BG87_5215
ko:K03671	bthl:BG87_5220
ko:K11921	bthl:BG87_5227
ko:K07345	bthl:BG87_5236
ko:K15540	bthl:BG87_5237
ko:K07347	bthl:BG87_5238
ko:K07345	bthl:BG87_5239
ko:K11892	bthl:BG87_5240
ko:K11901	bthl:BG87_5242
ko:K03656	bthl:BG87_623
ko:K00605	bthl:BG87_628
ko:K02437	bthl:BG87_629
ko:K00281	bthl:BG87_630
ko:K01752	bthl:BG87_632
ko:K01652	bthl:BG87_633
ko:K04033	bthl:BG87_635
ko:K00138	bthl:BG87_636
ko:K02470	bthl:BG87_641
ko:K02338	bthl:BG87_642
ko:K02313	bthl:BG87_643
ko:K02914	bthl:BG87_644
ko:K03536	bthl:BG87_645
ko:K03217	bthl:BG87_646
ko:K03650	bthl:BG87_648
ko:K14060	bthl:BG87_650
ko:K07497	bthl:BG87_654
ko:K11069	bthl:BG87_659
ko:K03608	bthl:BG87_1469
ko:K02841	bthl:BG87_1473
ko:K03832	bthl:BG87_1476
ko:K02428	bthl:BG87_1482
ko:K00989	bthl:BG87_1483
ko:K00942	bthl:BG87_1485
ko:K03060	bthl:BG87_1486
ko:K04760	bthl:BG87_1490
ko:K03704	bthl:BG87_1493
ko:K02342	bthl:BG87_1494
ko:K04093	bthl:BG87_1495
ko:K02014	bthl:BG87_1498
ko:K03841	bthl:BG87_1503
ko:K03576	bthl:BG87_1504
ko:K00549	bthl:BG87_1505
ko:K01256	bthl:BG87_1506
ko:K01487	bthl:BG87_1510
ko:K06901	bthl:BG87_1511
ko:K07402	bthl:BG87_1513
ko:K03611	bthl:BG87_1514
ko:K02433	bthl:BG87_1515
ko:K00126	bthl:BG87_1521
ko:K02014	bthl:BG87_2316
ko:K10531	bthl:BG87_2317
ko:K06160	bthl:BG87_2320
ko:K02016	bthl:BG87_2322
ko:K13255	bthl:BG87_2323
ko:K02015	bthl:BG87_2324
ko:K02013	bthl:BG87_2325
ko:K03088	bthl:BG87_2328
ko:K00854	bthl:BG87_2331
ko:K00008	bthl:BG87_2332
ko:K10440	bthl:BG87_2333
ko:K10441	bthl:BG87_2334
ko:K10439	bthl:BG87_2335
ko:K07345	bthl:BG87_2341
ko:K18139	bthl:BG87_2343
ko:K18095	bthl:BG87_2344
ko:K18094	bthl:BG87_2345
ko:K18129	bthl:BG87_2346
ko:K02029	bthl:BG87_2348
ko:K02029	bthl:BG87_2349
ko:K02030	bthl:BG87_2350
ko:K12511	bthl:BG87_2354
ko:K02283	bthl:BG87_2356
ko:K02282	bthl:BG87_2357
ko:K02280	bthl:BG87_2359
ko:K02279	bthl:BG87_2360
ko:K02278	bthl:BG87_2361
ko:K02651	bthl:BG87_2362
ko:K00077	bthl:BG87_3147
ko:K07240	bthl:BG87_3150
ko:K04564	bthl:BG87_3152
ko:K03601	bthl:BG87_3153
ko:K00912	bthl:BG87_3154
ko:K09791	bthl:BG87_3155
ko:K00979	bthl:BG87_3156
ko:K00939	bthl:BG87_3157
ko:K03980	bthl:BG87_3160
ko:K02968	bthl:BG87_3161
ko:K00075	bthl:BG87_3165
ko:K09767	bthl:BG87_3166
ko:K08591	bthl:BG87_3167
ko:K04763	bthl:BG87_3170
ko:K00567	bthl:BG87_3171
ko:K18979	bthl:BG87_3172
ko:K06925	bthl:BG87_3173
ko:K01448	bthl:BG87_3174
ko:K15268	bthl:BG87_3175
ko:K06911	bthl:BG87_3176
ko:K05838	bthl:BG87_3177
ko:K00275	bthl:BG87_3179
ko:K00574	bthl:BG87_3180
ko:K07304	bthl:BG87_3182
ko:K07130	bthl:BG87_3185
ko:K01556	bthl:BG87_3186
ko:K00453	bthl:BG87_3187
ko:K08195	bthl:BG87_3188
ko:K00077	bthl:BG87_3189
ko:K00141	bthl:BG87_3190
ko:K01576	bthl:BG87_3191
ko:K00007	bthl:BG87_3193
ko:K00854	bthl:BG87_3194
ko:K00373	bthl:BG87_3992
ko:K00374	bthl:BG87_3993
ko:K03769	bthl:BG87_3994
ko:K02575	bthl:BG87_3995
ko:K00797	bthl:BG87_3998
ko:K11189	bthl:BG87_3999
ko:K12140	bthl:BG87_4004
ko:K12141	bthl:BG87_4005
ko:K00878	bthl:BG87_4012
ko:K00219	bthl:BG87_4014
ko:K11752	bthl:BG87_4022
ko:K01497	bthl:BG87_4026
ko:K18139	bthl:BG87_4027
ko:K18307	bthl:BG87_4028
ko:K18306	bthl:BG87_4029
ko:K01993	bthl:BG87_4032
ko:K01990	bthl:BG87_4033
ko:K01990	bthl:BG87_4034
ko:K01992	bthl:BG87_4035
ko:K01992	bthl:BG87_4036
ko:K03798	bthl:BG87_4039
ko:K00137	bthl:BG87_4829
ko:K00053	bthl:BG87_4831
ko:K01586	bthl:BG87_4833
ko:K00645	bthl:BG87_4836
ko:K07088	bthl:BG87_4838
ko:K18903	bthl:BG87_4843
ko:K18902	bthl:BG87_4844
ko:K18901	bthl:BG87_4845
ko:K18900	bthl:BG87_4847
ko:K01821	bthl:BG87_4852
ko:K01008	bthl:BG87_4854
ko:K00375	bthl:BG87_4856
ko:K00823	bthl:BG87_4857
ko:K00135	bthl:BG87_4858
ko:K03776	bthl:BG87_4866
ko:K02624	bthl:BG87_4868
ko:K10013	bthl:BG87_4872
ko:K06987	bthl:BG87_4874
ko:K02073	bthl:BG87_4875
ko:K16011	bthl:BG87_5669
ko:K03606	bthl:BG87_5670
ko:K00012	bthl:BG87_5671
ko:K01104	bthl:BG87_5672
ko:K01991	bthl:BG87_5673
ko:K16692	bthl:BG87_5674
ko:K03772	bthl:BG87_5681
ko:K07044	bthl:BG87_5682
ko:K00826	bthl:BG87_5694
ko:K04073	bthl:BG87_5696
ko:K01666	bthl:BG87_5697
ko:K15256	bthl:BG87_5708
ko:K00788	bthl:BG87_5710
ko:K08715	bthl:BG87_215
ko:K02048	bthl:BG87_218
ko:K01714	bthl:BG87_219
ko:K01114	bthl:BG87_225
ko:K07002	bthl:BG87_226
ko:K06991	bthl:BG87_227
ko:K02687	bthl:BG87_1054
ko:K01961	bthl:BG87_1055
ko:K02160	bthl:BG87_1056
ko:K03786	bthl:BG87_1057
ko:K02558	bthl:BG87_1060
ko:K07000	bthl:BG87_1061
ko:K01147	bthl:BG87_1062
ko:K00014	bthl:BG87_1063
ko:K03814	bthl:BG87_1064
ko:K00883	bthl:BG87_1068
ko:K01631	bthl:BG87_1069
ko:K10537	bthl:BG87_1071
ko:K10539	bthl:BG87_1072
ko:K10538	bthl:BG87_1073
ko:K01785	bthl:BG87_1075
ko:K01591	bthl:BG87_1076
ko:K03743	bthl:BG87_1077
ko:K01095	bthl:BG87_1078
ko:K00946	bthl:BG87_1079
ko:K00029	bthl:BG87_1080
ko:K01167	bthl:BG87_1081
ko:K09761	bthl:BG87_1083
ko:K00797	bthl:BG87_1085
ko:K00615	bthl:BG87_1086
ko:K00134	bthl:BG87_1087
ko:K01725	bthl:BG87_1089
ko:K01673	bthl:BG87_1090
ko:K11921	bthl:BG87_1091
ko:K11103	bthl:BG87_1093
ko:K01477	bthl:BG87_1094
ko:K01483	bthl:BG87_1095
ko:K03711	bthl:BG87_1096
ko:K06186	bthl:BG87_1097
ko:K00215	bthl:BG87_1098
ko:K03561	bthl:BG87_1099
ko:K03559	bthl:BG87_1100
ko:K01869	bthl:BG87_1101
ko:K03643	bthl:BG87_1102
ko:K02340	bthl:BG87_1103
ko:K02553	bthl:BG87_1901
ko:K01638	bthl:BG87_1903
ko:K01560	bthl:BG87_1904
ko:K01637	bthl:BG87_1907
ko:K14742	bthl:BG87_1910
ko:K03789	bthl:BG87_1911
ko:K09977	bthl:BG87_1913
ko:K00941	bthl:BG87_1914
ko:K01775	bthl:BG87_1916
ko:K04485	bthl:BG87_1917
ko:K06158	bthl:BG87_1919
ko:K00432	bthl:BG87_1920
ko:K06131	bthl:BG87_1921
ko:K07320	bthl:BG87_1922
ko:K01439	bthl:BG87_1923
ko:K00674	bthl:BG87_1925
ko:K14267	bthl:BG87_1926
ko:K03529	bthl:BG87_1929
ko:K01972	bthl:BG87_1931
ko:K01462	bthl:BG87_1932
ko:K06182	bthl:BG87_1933
ko:K00990	bthl:BG87_1934
ko:K01265	bthl:BG87_1935
ko:K02967	bthl:BG87_1936
ko:K02357	bthl:BG87_1937
ko:K09903	bthl:BG87_1938
ko:K02838	bthl:BG87_1939
ko:K00806	bthl:BG87_1940
ko:K00981	bthl:BG87_1941
ko:K00099	bthl:BG87_1942
ko:K11749	bthl:BG87_1943
ko:K07277	bthl:BG87_1944
ko:K03406	bthl:BG87_673
ko:K02407	bthl:BG87_683
ko:K02406	bthl:BG87_684
ko:K02970	bthl:BG87_685
ko:K01246	bthl:BG87_689
ko:K18676	bthl:BG87_691
ko:K06188	bthl:BG87_693
ko:K03746	bthl:BG87_694
ko:K02403	bthl:BG87_696
ko:K02402	bthl:BG87_697
ko:K02556	bthl:BG87_698
ko:K02557	bthl:BG87_699
ko:K03413	bthl:BG87_700
ko:K03407	bthl:BG87_701
ko:K03408	bthl:BG87_702
ko:K00575	bthl:BG87_704
ko:K03411	bthl:BG87_705
ko:K03412	bthl:BG87_706
ko:K03413	bthl:BG87_707
ko:K03414	bthl:BG87_708
ko:K02401	bthl:BG87_713
ko:K02400	bthl:BG87_714
ko:K02404	bthl:BG87_715
ko:K04562	bthl:BG87_716
ko:K02405	bthl:BG87_717
ko:K01251	bthl:BG87_718
ko:K08972	bthl:BG87_719
ko:K00297	bthl:BG87_720
ko:K00123	bthl:BG87_1522
ko:K00124	bthl:BG87_1523
ko:K00127	bthl:BG87_1524
ko:K00568	bthl:BG87_1529
ko:K03286	bthl:BG87_1530
ko:K02469	bthl:BG87_1531
ko:K09924	bthl:BG87_1532
ko:K00831	bthl:BG87_1533
ko:K14170	bthl:BG87_1534
ko:K00800	bthl:BG87_1535
ko:K00945	bthl:BG87_1536
ko:K02945	bthl:BG87_1537
ko:K05788	bthl:BG87_1538
ko:K00012	bthl:BG87_1541
ko:K03274	bthl:BG87_1543
ko:K02237	bthl:BG87_1544
ko:K12339	bthl:BG87_1545
ko:K08305	bthl:BG87_1546
ko:K02071	bthl:BG87_1549
ko:K02072	bthl:BG87_1550
ko:K02073	bthl:BG87_1551
ko:K03521	bthl:BG87_1552
ko:K03522	bthl:BG87_1553
ko:K00285	bthl:BG87_1555
ko:K03719	bthl:BG87_1556
ko:K02959	bthl:BG87_1560
ko:K02860	bthl:BG87_1561
ko:K00554	bthl:BG87_1562
ko:K02884	bthl:BG87_1564
ko:K02227	bthl:BG87_1566
ko:K06949	bthl:BG87_1568
ko:K06013	bthl:BG87_1569
ko:K13288	bthl:BG87_1570
ko:K03831	bthl:BG87_1571
ko:K09889	bthl:BG87_1572
ko:K03592	bthl:BG87_1573
ko:K02049	bthl:BG87_2363
ko:K03761	bthl:BG87_2364
ko:K09786	bthl:BG87_2366
ko:K06142	bthl:BG87_1945
ko:K02536	bthl:BG87_1946
ko:K02055	bthl:BG87_2728
ko:K02053	bthl:BG87_2729
ko:K02053	bthl:BG87_2731
ko:K02052	bthl:BG87_2732
ko:K03147	bthl:BG87_2743
ko:K04062	bthl:BG87_2744
ko:K15034	bthl:BG87_2749
ko:K03581	bthl:BG87_2750
ko:K03582	bthl:BG87_2751
ko:K03583	bthl:BG87_2752
ko:K16234	bthl:BG87_2754
ko:K02012	bthl:BG87_2756
ko:K02011	bthl:BG87_2757
ko:K02010	bthl:BG87_2758
ko:K05800	bthl:BG87_2759
ko:K07118	bthl:BG87_2761
ko:K07093	bthl:BG87_2764
ko:K07799	bthl:BG87_2766
ko:K07788	bthl:BG87_2767
ko:K07789	bthl:BG87_2768
ko:K02274	bthl:BG87_2774
ko:K02275	bthl:BG87_2775
ko:K03221	bthl:BG87_3568
ko:K03230	bthl:BG87_3573
ko:K03225	bthl:BG87_3578
ko:K13285	bthl:BG87_3584
ko:K13286	bthl:BG87_3585
ko:K03746	bthl:BG87_3586
ko:K13287	bthl:BG87_3587
ko:K13741	bthl:BG87_3591
ko:K13790	bthl:BG87_3592
ko:K11891	bthl:BG87_3598
ko:K11892	bthl:BG87_3599
ko:K11893	bthl:BG87_3600
ko:K11904	bthl:BG87_3606
ko:K11907	bthl:BG87_3607
ko:K11895	bthl:BG87_3608
ko:K11896	bthl:BG87_3609
ko:K11905	bthl:BG87_3610
ko:K11903	bthl:BG87_3611
ko:K11900	bthl:BG87_3612
ko:K11901	bthl:BG87_3613
ko:K11910	bthl:BG87_3616
ko:K15313	bthl:BG87_4412
ko:K15312	bthl:BG87_4413
ko:K15311	bthl:BG87_4414
ko:K00646	bthl:BG87_4415
ko:K15337	bthl:BG87_4416
ko:K13611	bthl:BG87_4417
ko:K15329	bthl:BG87_4419
ko:K06133	bthl:BG87_4420
ko:K01962	bthl:BG87_4423
ko:K07782	bthl:BG87_4425
ko:K00666	bthl:BG87_4430
ko:K00375	bthl:BG87_4436
ko:K04064	bthl:BG87_4438
ko:K00208	bthl:BG87_4441
ko:K16137	bthl:BG87_4444
ko:K09136	bthl:BG87_4448
ko:K00612	bthl:BG87_4455
ko:K01775	bthl:BG87_4461
ko:K11900	bthl:BG87_5243
ko:K11903	bthl:BG87_5244
ko:K11906	bthl:BG87_5245
ko:K11893	bthl:BG87_5246
ko:K11892	bthl:BG87_5247
ko:K11891	bthl:BG87_5248
ko:K11904	bthl:BG87_5250
ko:K11902	bthl:BG87_5255
ko:K11895	bthl:BG87_5256
ko:K11896	bthl:BG87_5257
ko:K11897	bthl:BG87_5258
ko:K11898	bthl:BG87_5259
ko:K11907	bthl:BG87_5261
ko:K07677	bthl:BG87_5262
ko:K07687	bthl:BG87_5263
ko:K18475	bthl:BG87_5267
ko:K02406	bthl:BG87_5272
ko:K02556	bthl:BG87_5273
ko:K02557	bthl:BG87_5274
ko:K03413	bthl:BG87_5275
ko:K03407	bthl:BG87_5276
ko:K03408	bthl:BG87_5277
ko:K03406	bthl:BG87_5278
ko:K00575	bthl:BG87_5279
ko:K03411	bthl:BG87_5280
ko:K03412	bthl:BG87_5281
ko:K03412	bthl:BG87_5282
ko:K02400	bthl:BG87_5283
ko:K02401	bthl:BG87_5284
ko:K02421	bthl:BG87_5285
ko:K02420	bthl:BG87_5286
ko:K02419	bthl:BG87_5287
ko:K02417	bthl:BG87_5288
ko:K02408	bthl:BG87_5290
ko:K02409	bthl:BG87_5291
ko:K02410	bthl:BG87_5292
