ko:K08744	mte:CCDC5079_1680
ko:K17218	mte:CCDC5079_0308
ko:K12445	mte:CCDC5079_2712
ko:K15581	mte:CCDC5079_3395
ko:K19311	mte:CCDC5079_2955
ko:K01990	mte:CCDC5079_1563
ko:K07045	mte:CCDC5079_1736
ko:K07045	mte:CCDC5079_2129
ko:K01990	mte:CCDC5079_1126
ko:K01990	mte:CCDC5079_1354
ko:K01990	mte:CCDC5079_2696
ko:K03574	mte:CCDC5079_0387
ko:K00951	mte:CCDC5079_2382
ko:K00265	mte:CCDC5079_3587
ko:K17103	mte:CCDC5079_0407
ko:K02484	mte:CCDC5079_0562
ko:K02484	mte:CCDC5079_0563
ko:K15580	mte:CCDC5079_3396
ko:K15582	mte:CCDC5079_3394
ko:K10112	mte:CCDC5079_1886
ko:K17484	mte:CCDC5079_2108
ko:K17483	mte:CCDC5079_2109
ko:K00384	mte:CCDC5079_1367
ko:K10112	mte:CCDC5079_1145
ko:K01739	mte:CCDC5079_0997
ko:K17811	mte:CCDC5079_3124
ko:K01130	mte:CCDC5079_0616
ko:K01130	mte:CCDC5079_0659
ko:K01130	mte:CCDC5079_3047
ko:K00344	mte:CCDC5079_1351
ko:K17836	mte:CCDC5079_1912
ko:K03767	mte:CCDC5079_0010
ko:K12574	mte:CCDC5079_2526
ko:K00254	mte:CCDC5079_1977
ko:K02026	mte:CCDC5079_1144
ko:K02026	mte:CCDC5079_2142
ko:K02026	mte:CCDC5079_1887
ko:K14337	mte:CCDC5079_2010
ko:K00020	mte:CCDC5079_0694
ko:K00128	mte:CCDC5079_0133
ko:K00128	mte:CCDC5079_0208
ko:K00128	mte:CCDC5079_0710
ko:K00128	mte:CCDC5079_3040
ko:K02027	mte:CCDC5079_1142
ko:K02027	mte:CCDC5079_2143
ko:K01187	mte:CCDC5079_2281
ko:K02027	mte:CCDC5079_1889
ko:K17947	mte:CCDC5079_0504
ko:K00344	mte:CCDC5079_2896
ko:K08351	mte:CCDC5079_1339
ko:K07493	mte:CCDC5079_3177
ko:K07493	mte:CCDC5079_3375
ko:K07064	mte:CCDC5079_2626
ko:K07064	mte:CCDC5079_3069
ko:K07064	mte:CCDC5079_3428
ko:K02031	mte:CCDC5079_1184
ko:K02032	mte:CCDC5079_1184
ko:K02031	mte:CCDC5079_3393
ko:K02032	mte:CCDC5079_3393
ko:K17883	mte:CCDC5079_2617
ko:K00529	mte:CCDC5079_1726
ko:K07068	mte:CCDC5079_3262
ko:K00249	mte:CCDC5079_0900
ko:K00091	mte:CCDC5079_0125
ko:K00897	mte:CCDC5079_3547
ko:K00104	mte:CCDC5079_1160
ko:K00104	mte:CCDC5079_2111
ko:K03719	mte:CCDC5079_3038
ko:K17840	mte:CCDC5079_0244
ko:K08351	mte:CCDC5079_1338
ko:K02471	mte:CCDC5079_1677
ko:K21688	mte:CCDC5079_0933
ko:K00138	mte:CCDC5079_0431
ko:K07161	mte:CCDC5079_0344
ko:K06994	mte:CCDC5079_0376
ko:K06994	mte:CCDC5079_0377
ko:K07655	mte:CCDC5079_0833
ko:K01847	mte:CCDC5079_1390
ko:K01929	mte:CCDC5079_1995
ko:K00602	mte:CCDC5079_0883
ko:K06994	mte:CCDC5079_1418
ko:K00631	mte:CCDC5079_1447
ko:K02313	mte:CCDC5079_0001
ko:K03701	mte:CCDC5079_1514
ko:K07399	mte:CCDC5079_0496
ko:K01911	mte:CCDC5079_0509
ko:K01890	mte:CCDC5079_1527
ko:K00145	mte:CCDC5079_1530
ko:K02355	mte:CCDC5079_0106
ko:K07386	mte:CCDC5079_0182
ko:K11159	mte:CCDC5079_0611
ko:K03043	mte:CCDC5079_0618
ko:K02471	mte:CCDC5079_1676
ko:K00982	mte:CCDC5079_2057
ko:K02111	mte:CCDC5079_1209
ko:K02227	mte:CCDC5079_2073
ko:K00803	mte:CCDC5079_2089
ko:K04792	mte:CCDC5079_2199
ko:K02340	mte:CCDC5079_2231
ko:K01876	mte:CCDC5079_2370
ko:K06978	mte:CCDC5079_2571
ko:K00990	mte:CCDC5079_2677
ko:K03529	mte:CCDC5079_2682
ko:K12441	mte:CCDC5079_2692
ko:K10843	mte:CCDC5079_0796
ko:K01955	mte:CCDC5079_1284
ko:K12953	mte:CCDC5079_1843
ko:K02519	mte:CCDC5079_2601
ko:K02224	mte:CCDC5079_2610
ko:K12430	mte:CCDC5079_2707
ko:K03657	mte:CCDC5079_2952
ko:K03724	mte:CCDC5079_3044
ko:K03525	mte:CCDC5079_3340
ko:K01972	mte:CCDC5079_2768
ko:K13787	mte:CCDC5079_3127
ko:K03040	mte:CCDC5079_3202
ko:K00666	mte:CCDC5079_3243
ko:K14733	mte:CCDC5079_3355
ko:K03168	mte:CCDC5079_3380
ko:K00265	mte:CCDC5079_3586
ko:K00666	mte:CCDC5079_3244
ko:K07001	mte:CCDC5079_3460
ko:K12428	mte:CCDC5079_3531
ko:K14136	mte:CCDC5079_3536
ko:K07171	mte:CCDC5079_1908
ko:K07485	mte:CCDC5079_3527
ko:K07100	mte:CCDC5079_0536
ko:K02067	mte:CCDC5079_0158
ko:K18481	mte:CCDC5079_3230
ko:K18481	mte:CCDC5079_1818
ko:K18481	mte:CCDC5079_1262
ko:K18481	mte:CCDC5079_3229
ko:K18481	mte:CCDC5079_1261
ko:K18481	mte:CCDC5079_1819
ko:K18481	mte:CCDC5079_2210
ko:K18481	mte:CCDC5079_0161
ko:K18481	mte:CCDC5079_0162
ko:K18481	mte:CCDC5079_0163
ko:K18481	mte:CCDC5079_0164
ko:K18455	mte:CCDC5079_1000
ko:K18472	mte:CCDC5079_2084
ko:K00681	mte:CCDC5079_0715
ko:K00681	mte:CCDC5079_2214
ko:K03574	mte:CCDC5079_2741
ko:K22311	mte:CCDC5079_2409
ko:K18554	mte:CCDC5079_2431
ko:K07485	mte:CCDC5079_1215
ko:K18687	mte:CCDC5079_3302
ko:K18688	mte:CCDC5079_3253
ko:K18688	mte:CCDC5079_3255
ko:K18688	mte:CCDC5079_3256
ko:K18911	mte:CCDC5079_3432
ko:K01990	mte:CCDC5079_3509
ko:K01992	mte:CCDC5079_3511
ko:K07171	mte:CCDC5079_1391
ko:K21672	mte:CCDC5079_0855
ko:K18955	mte:CCDC5079_3162
ko:K18913	mte:CCDC5079_3431
ko:K07481	mte:CCDC5079_0958
ko:K18851	mte:CCDC5079_3534
ko:K07171	mte:CCDC5079_2572
ko:K18851	mte:CCDC5079_1742
ko:K10747	mte:CCDC5079_2818
ko:K18894	mte:CCDC5079_0178
ko:K01971	mte:CCDC5079_0867
ko:K18955	mte:CCDC5079_3412
ko:K18912	mte:CCDC5079_3434
ko:K04565	mte:CCDC5079_0403
ko:K03111	mte:CCDC5079_0050
ko:K03496	mte:CCDC5079_1584
ko:K03111	mte:CCDC5079_2287
ko:K03496	mte:CCDC5079_2965
ko:K03497	mte:CCDC5079_3644
ko:K03496	mte:CCDC5079_3645
ko:K07496	mte:CCDC5079_2644
ko:K07496	mte:CCDC5079_2734
ko:K07496	mte:CCDC5079_3558
ko:K07497	mte:CCDC5079_2579
ko:K03325	mte:CCDC5079_2438
ko:K03741	mte:CCDC5079_2438
ko:K07481	mte:CCDC5079_2718
ko:K07481	mte:CCDC5079_3133
ko:K07481	mte:CCDC5079_3132
ko:K03761	mte:CCDC5079_3216
ko:K03822	mte:CCDC5079_1560
ko:K07064	mte:CCDC5079_2400
ko:K00335	mte:CCDC5079_2905
ko:K07483	mte:CCDC5079_1049
ko:K07483	mte:CCDC5079_1629
ko:K07483	mte:CCDC5079_1658
ko:K07483	mte:CCDC5079_2176
ko:K07483	mte:CCDC5079_2581
ko:K07483	mte:CCDC5079_1270
ko:K07483	mte:CCDC5079_2935
ko:K07483	mte:CCDC5079_3076
ko:K07483	mte:CCDC5079_1863
ko:K07483	mte:CCDC5079_2774
ko:K07483	mte:CCDC5079_2882
ko:K07483	mte:CCDC5079_3128
ko:K07483	mte:CCDC5079_1946
ko:K07483	mte:CCDC5079_1949
ko:K07064	mte:CCDC5079_2936
ko:K07064	mte:CCDC5079_3131
ko:K02483	mte:CCDC5079_3494
ko:K00249	mte:CCDC5079_0117
ko:K07497	mte:CCDC5079_1269
ko:K07497	mte:CCDC5079_1657
ko:K07497	mte:CCDC5079_1862
ko:K07497	mte:CCDC5079_1948
ko:K07497	mte:CCDC5079_2775
ko:K07497	mte:CCDC5079_2881
ko:K07497	mte:CCDC5079_3172
ko:K07064	mte:CCDC5079_0224
ko:K06893	mte:CCDC5079_0032
ko:K07064	mte:CCDC5079_0575
ko:K00249	mte:CCDC5079_0216
ko:K00249	mte:CCDC5079_2895
ko:K00001	mte:CCDC5079_0148
ko:K00001	mte:CCDC5079_1427
ko:K02113	mte:CCDC5079_1208
ko:K02109	mte:CCDC5079_1208
ko:K07485	mte:CCDC5079_0687
ko:K02483	mte:CCDC5079_0700
ko:K01822	mte:CCDC5079_0703
ko:K01046	mte:CCDC5079_2854
ko:K01768	mte:CCDC5079_1168
ko:K01768	mte:CCDC5079_1220
ko:K01768	mte:CCDC5079_1222
ko:K01768	mte:CCDC5079_1223
ko:K01768	mte:CCDC5079_1501
ko:K14215	mte:CCDC5079_2183
ko:K07064	mte:CCDC5079_1148
ko:K00336	mte:CCDC5079_2906
ko:K07064	mte:CCDC5079_1808
ko:K07100	mte:CCDC5079_1981
ko:K01436	mte:CCDC5079_3053
ko:K07064	mte:CCDC5079_2331
ko:K03892	mte:CCDC5079_2437
ko:K00344	mte:CCDC5079_0135
ko:K08095	mte:CCDC5079_1833
ko:K08095	mte:CCDC5079_3197
ko:K08095	mte:CCDC5079_2128
ko:K07450	mte:CCDC5079_0849
ko:K07481	mte:CCDC5079_0957
ko:K07481	mte:CCDC5079_0959
ko:K07493	mte:CCDC5079_0968
ko:K07493	mte:CCDC5079_2316
ko:K07493	mte:CCDC5079_2779
ko:K07493	mte:CCDC5079_2868
ko:K00370	mte:CCDC5079_1610
ko:K03526	mte:CCDC5079_2629
ko:K00273	mte:CCDC5079_1761
ko:K19221	mte:CCDC5079_2611
ko:K19138	mte:CCDC5079_2584
ko:K06893	mte:CCDC5079_0127
ko:K07064	mte:CCDC5079_0615
ko:K07064	mte:CCDC5079_2632
ko:K19093	mte:CCDC5079_1980
ko:K00798	mte:CCDC5079_1216
ko:K01865	mte:CCDC5079_2834
ko:K01710	mte:CCDC5079_3207
ko:K01710	mte:CCDC5079_3512
ko:K00135	mte:CCDC5079_1606
ko:K07064	mte:CCDC5079_0693
ko:K07064	mte:CCDC5079_1695
ko:K07064	mte:CCDC5079_2298
ko:K12431	mte:CCDC5079_3555
ko:K12431	mte:CCDC5079_3556
ko:K03722	mte:CCDC5079_1232
ko:K07496	mte:CCDC5079_0850
ko:K07496	mte:CCDC5079_0851
ko:K07496	mte:CCDC5079_2560
ko:K07496	mte:CCDC5079_2561
ko:K07497	mte:CCDC5079_1048
ko:K07497	mte:CCDC5079_1628
ko:K07497	mte:CCDC5079_2177
ko:K07497	mte:CCDC5079_2582
ko:K07497	mte:CCDC5079_2934
ko:K07497	mte:CCDC5079_3075
ko:K07497	mte:CCDC5079_3129
ko:K07497	mte:CCDC5079_1947
ko:K01992	mte:CCDC5079_1562
ko:K07065	mte:CCDC5079_2348
ko:K07486	mte:CCDC5079_1860
ko:K07068	mte:CCDC5079_3283
ko:K07496	mte:CCDC5079_0568
ko:K07065	mte:CCDC5079_0546
ko:K07497	mte:CCDC5079_3176
ko:K07098	mte:CCDC5079_3414
ko:K06881	mte:CCDC5079_2598
ko:K15856	mte:CCDC5079_0098
ko:K08884	mte:CCDC5079_1617
ko:K19686	mte:CCDC5079_0582
ko:K19686	mte:CCDC5079_0570
ko:K19710	mte:CCDC5079_2411
ko:K19686	mte:CCDC5079_1831
ko:K19686	mte:CCDC5079_2531
ko:K07064	mte:CCDC5079_1945
ko:K15510	mte:CCDC5079_0381
ko:K03742	mte:CCDC5079_1757
ko:K13775	mte:CCDC5079_2975
ko:K19302	mte:CCDC5079_0286
ko:K01934	mte:CCDC5079_0916
ko:K03929	mte:CCDC5079_1021
ko:K05606	mte:CCDC5079_1225
ko:K00721	mte:CCDC5079_1898
ko:K12132	mte:CCDC5079_0014
ko:K12132	mte:CCDC5079_0015
ko:K12132	mte:CCDC5079_1930
ko:K20074	mte:CCDC5079_0018
ko:K20467	mte:CCDC5079_0188
ko:K22552	mte:CCDC5079_0781
ko:K20469	mte:CCDC5079_0190
ko:K20497	mte:CCDC5079_2102
ko:K00525	mte:CCDC5079_2808
ko:K20470	mte:CCDC5079_0191
ko:K20466	mte:CCDC5079_0187
ko:K20468	mte:CCDC5079_0189
ko:K01214	mte:CCDC5079_1459
ko:K08884	mte:CCDC5079_2671
ko:K20814	mte:CCDC5079_1953
ko:K21059	mte:CCDC5079_2709
ko:K00249	mte:CCDC5079_0140
ko:K01768	mte:CCDC5079_3378
ko:K01768	mte:CCDC5079_3379
ko:K01768	mte:CCDC5079_1221
ko:K21071	mte:CCDC5079_2765
ko:K21140	mte:CCDC5079_1236
ko:K21014	mte:CCDC5079_0274
ko:K00821	mte:CCDC5079_1534
ko:K21119	mte:CCDC5079_1159
ko:K21147	mte:CCDC5079_2958
ko:K21142	mte:CCDC5079_2872
ko:K21199	mte:CCDC5079_2104
ko:K00526	mte:CCDC5079_2805
ko:K00526	mte:CCDC5079_0218
ko:K00526	mte:CCDC5079_1830
ko:K02335	mte:CCDC5079_1505
ko:K07465	mte:CCDC5079_1959
ko:K06904	mte:CCDC5079_2443
ko:K01520	mte:CCDC5079_2480
ko:K03553	mte:CCDC5079_2512
ko:K03465	mte:CCDC5079_2528
ko:K00287	mte:CCDC5079_2534
ko:K00560	mte:CCDC5079_2535
ko:K02314	mte:CCDC5079_0052
ko:K02316	mte:CCDC5079_2168
ko:K06217	mte:CCDC5079_2190
ko:K08884	mte:CCDC5079_2012
ko:K05364	mte:CCDC5079_0016
ko:K21142	mte:CCDC5079_3071
ko:K21302	mte:CCDC5079_3058
ko:K22468	mte:CCDC5079_2983
ko:K08884	mte:CCDC5079_0860
ko:K06954	mte:CCDC5079_0421
ko:K07027	mte:CCDC5079_0549
ko:K00257	mte:CCDC5079_1246
ko:K08884	mte:CCDC5079_1615
ko:K00632	mte:CCDC5079_2559
ko:K07054	mte:CCDC5079_0392
ko:K21147	mte:CCDC5079_2869
ko:K21148	mte:CCDC5079_1237
ko:K07133	mte:CCDC5079_3041
ko:K00525	mte:CCDC5079_0535
ko:K21200	mte:CCDC5079_1639
ko:K21310	mte:CCDC5079_2988
ko:K21397	mte:CCDC5079_1618
ko:K02483	mte:CCDC5079_0564
ko:K22044	mte:CCDC5079_2860
ko:K21473	mte:CCDC5079_1373
ko:K21474	mte:CCDC5079_1374
ko:K21401	mte:CCDC5079_0527
ko:K21481	mte:CCDC5079_3333
ko:K21687	mte:CCDC5079_0802
ko:K21600	mte:CCDC5079_0893
ko:K10914	mte:CCDC5079_3406
ko:K21608	mte:CCDC5079_0782
ko:K21672	mte:CCDC5079_0977
ko:K21686	mte:CCDC5079_1042
ko:K21689	mte:CCDC5079_1740
ko:K21690	mte:CCDC5079_2209
ko:K21884	mte:CCDC5079_1552
ko:K21885	mte:CCDC5079_1840
ko:K21886	mte:CCDC5079_3476
ko:K21887	mte:CCDC5079_3475
ko:K21929	mte:CCDC5079_1163
ko:K21887	mte:CCDC5079_3474
ko:K21961	mte:CCDC5079_3583
ko:K21992	mte:CCDC5079_1247
ko:K21962	mte:CCDC5079_1370
ko:K22010	mte:CCDC5079_1502
ko:K22027	mte:CCDC5079_2851
ko:K00936	mte:CCDC5079_2971
ko:K22044	mte:CCDC5079_2861
ko:K22107	mte:CCDC5079_3315
ko:K03595	mte:CCDC5079_2186
ko:K22108	mte:CCDC5079_3298
ko:K01563	mte:CCDC5079_2378
ko:K12436	mte:CCDC5079_1896
ko:K17758	mte:CCDC5079_3179
ko:K17759	mte:CCDC5079_3179
ko:K22297	mte:CCDC5079_1765
ko:K22306	mte:CCDC5079_2237
ko:K02257	mte:CCDC5079_1348
ko:K22336	mte:CCDC5079_3571
ko:K01563	mte:CCDC5079_2123
ko:K01563	mte:CCDC5079_1690
ko:K22295	mte:CCDC5079_3152
ko:K22298	mte:CCDC5079_2180
ko:K01551	mte:CCDC5079_2020
ko:K22303	mte:CCDC5079_3153
ko:K11206	mte:CCDC5079_0449
ko:K07141	mte:CCDC5079_0321
ko:K11159	mte:CCDC5079_0612
ko:K00728	mte:CCDC5079_0926
ko:K08300	mte:CCDC5079_2257
ko:K08301	mte:CCDC5079_2257
ko:K07566	mte:CCDC5079_1203
ko:K22476	mte:CCDC5079_0400
