ko:K13040	sbp:Sbal223_3676
ko:K09926	sbp:Sbal223_2218
ko:K09792	sbp:Sbal223_2221
ko:K03796	sbp:Sbal223_2226
ko:K00134	sbp:Sbal223_2229
ko:K00134	sbp:Sbal223_2231
ko:K03517	sbp:Sbal223_2232
ko:K09699	sbp:Sbal223_2233
ko:K03598	sbp:Sbal223_3116
ko:K03597	sbp:Sbal223_3117
ko:K03088	sbp:Sbal223_3118
ko:K00278	sbp:Sbal223_3119
ko:K09159	sbp:Sbal223_3121
ko:K03717	sbp:Sbal223_3122
ko:K03313	sbp:Sbal223_3124
ko:K00560	sbp:Sbal223_3125
ko:K08484	sbp:Sbal223_3128
ko:K08311	sbp:Sbal223_3129
ko:K03573	sbp:Sbal223_3130
ko:K04761	sbp:Sbal223_3132
ko:K07139	sbp:Sbal223_3134
ko:K00266	sbp:Sbal223_3136
ko:K02227	sbp:Sbal223_3138
ko:K01866	sbp:Sbal223_3143
ko:K09001	sbp:Sbal223_3145
ko:K00609	sbp:Sbal223_3152
ko:K01845	sbp:Sbal223_3153
ko:K02450	sbp:Sbal223_3157
ko:K06078	sbp:Sbal223_3159
ko:K00563	sbp:Sbal223_3160
ko:K06153	sbp:Sbal223_3161
ko:K00950	sbp:Sbal223_3162
ko:K01633	sbp:Sbal223_3163
ko:K08591	sbp:Sbal223_3164
ko:K01409	sbp:Sbal223_3165
ko:K02970	sbp:Sbal223_3166
ko:K09117	sbp:Sbal223_3167
ko:K02316	sbp:Sbal223_3168
ko:K03086	sbp:Sbal223_3169
ko:K00847	sbp:Sbal223_3171
ko:K05350	sbp:Sbal223_3174
ko:K03110	sbp:Sbal223_4094
ko:K08993	sbp:Sbal223_4096
ko:K07798	sbp:Sbal223_4102
ko:K06996	sbp:Sbal223_4107
ko:K03835	sbp:Sbal223_4108
ko:K00631	sbp:Sbal223_4109
ko:K01356	sbp:Sbal223_4110
ko:K02275	sbp:Sbal223_4112
ko:K02274	sbp:Sbal223_4113
ko:K02258	sbp:Sbal223_4114
ko:K02276	sbp:Sbal223_4115
ko:K02259	sbp:Sbal223_4119
ko:K07152	sbp:Sbal223_4121
ko:K03327	sbp:Sbal223_4123
ko:K07400	sbp:Sbal223_4125
ko:K12058	sbp:Sbal223_4383
ko:K00027	sbp:Sbal223_3566
ko:K04754	sbp:Sbal223_1466
ko:K03305	sbp:Sbal223_1468
ko:K05785	sbp:Sbal223_1469
ko:K02170	sbp:Sbal223_4127
ko:K06959	sbp:Sbal223_4130
ko:K04760	sbp:Sbal223_4131
ko:K07638	sbp:Sbal223_4135
ko:K07660	sbp:Sbal223_4140
ko:K02297	sbp:Sbal223_4146
ko:K02298	sbp:Sbal223_4147
ko:K02299	sbp:Sbal223_4148
ko:K02300	sbp:Sbal223_4149
ko:K09914	sbp:Sbal223_2859
ko:K07275	sbp:Sbal223_2861
ko:K09962	sbp:Sbal223_2862
ko:K03721	sbp:Sbal223_2866
ko:K01724	sbp:Sbal223_2867
ko:K00500	sbp:Sbal223_2868
ko:K00963	sbp:Sbal223_2869
ko:K02572	sbp:Sbal223_2871
ko:K00847	sbp:Sbal223_2877
ko:K00067	sbp:Sbal223_2879
ko:K04477	sbp:Sbal223_2880
ko:K03704	sbp:Sbal223_2883
ko:K07386	sbp:Sbal223_3809
ko:K03179	sbp:Sbal223_3817
ko:K03657	sbp:Sbal223_3818
ko:K07054	sbp:Sbal223_3823
ko:K06915	sbp:Sbal223_3826
ko:K07080	sbp:Sbal223_3828
ko:K03672	sbp:Sbal223_3833
ko:K07089	sbp:Sbal223_3838
ko:K01945	sbp:Sbal223_3841
ko:K01599	sbp:Sbal223_3846
ko:K07740	sbp:Sbal223_3847
ko:K01682	sbp:Sbal223_3848
ko:K07001	sbp:Sbal223_3852
ko:K00382	sbp:Sbal223_3854
ko:K00627	sbp:Sbal223_3855
ko:K00163	sbp:Sbal223_3856
ko:K03807	sbp:Sbal223_3858
ko:K03806	sbp:Sbal223_3859
ko:K00767	sbp:Sbal223_3860
ko:K05809	sbp:Sbal223_3092
ko:K01626	sbp:Sbal223_3099
ko:K02884	sbp:Sbal223_3100
ko:K00554	sbp:Sbal223_3101
ko:K02860	sbp:Sbal223_3102
ko:K02959	sbp:Sbal223_3103
ko:K03106	sbp:Sbal223_3104
ko:K00997	sbp:Sbal223_3108
ko:K03474	sbp:Sbal223_3109
ko:K03584	sbp:Sbal223_3110
ko:K03595	sbp:Sbal223_3111
ko:K03685	sbp:Sbal223_3112
ko:K03100	sbp:Sbal223_3113
ko:K03596	sbp:Sbal223_3114
ko:K03803	sbp:Sbal223_3115
ko:K02907	sbp:Sbal223_4038
ko:K02988	sbp:Sbal223_4039
ko:K02881	sbp:Sbal223_4040
ko:K02933	sbp:Sbal223_4041
ko:K02994	sbp:Sbal223_4042
ko:K02954	sbp:Sbal223_4043
ko:K02931	sbp:Sbal223_4044
ko:K02895	sbp:Sbal223_4045
ko:K02874	sbp:Sbal223_4046
ko:K02961	sbp:Sbal223_4047
ko:K02904	sbp:Sbal223_4048
ko:K02878	sbp:Sbal223_4049
ko:K02982	sbp:Sbal223_4050
ko:K02890	sbp:Sbal223_4051
ko:K02965	sbp:Sbal223_4052
ko:K02886	sbp:Sbal223_4053
ko:K02892	sbp:Sbal223_4054
ko:K02926	sbp:Sbal223_4055
ko:K02906	sbp:Sbal223_4056
ko:K02946	sbp:Sbal223_4057
ko:K02358	sbp:Sbal223_4058
ko:K02355	sbp:Sbal223_4059
ko:K02036	sbp:Sbal223_2816
ko:K02038	sbp:Sbal223_2817
ko:K02037	sbp:Sbal223_2818
ko:K09941	sbp:Sbal223_2825
ko:K06219	sbp:Sbal223_3751
ko:K09973	sbp:Sbal223_3752
ko:K03413	sbp:Sbal223_3760
ko:K03530	sbp:Sbal223_3761
ko:K05844	sbp:Sbal223_3763
ko:K03310	sbp:Sbal223_3770
ko:K07576	sbp:Sbal223_3771
ko:K00134	sbp:Sbal223_3774
ko:K07089	sbp:Sbal223_3776
ko:K02348	sbp:Sbal223_3785
ko:K03543	sbp:Sbal223_3787
ko:K03282	sbp:Sbal223_3789
ko:K03786	sbp:Sbal223_3798
ko:K02160	sbp:Sbal223_3799
ko:K03182	sbp:Sbal223_3803
ko:K00945	sbp:Sbal223_2065
ko:K02945	sbp:Sbal223_2066
ko:K05788	sbp:Sbal223_2067
ko:K01591	sbp:Sbal223_2070
ko:K09912	sbp:Sbal223_2072
ko:K07259	sbp:Sbal223_2074
ko:K00998	sbp:Sbal223_2077
ko:K07093	sbp:Sbal223_2081
ko:K03654	sbp:Sbal223_2085
ko:K08276	sbp:Sbal223_2087
ko:K09181	sbp:Sbal223_2093
ko:K03413	sbp:Sbal223_2097
ko:K03407	sbp:Sbal223_2098
ko:K03408	sbp:Sbal223_2099
ko:K03411	sbp:Sbal223_2102
ko:K03412	sbp:Sbal223_2103
ko:K02556	sbp:Sbal223_3000
ko:K03602	sbp:Sbal223_3001
ko:K00795	sbp:Sbal223_3002
ko:K01662	sbp:Sbal223_3003
ko:K03687	sbp:Sbal223_3005
ko:K00858	sbp:Sbal223_3006
ko:K03303	sbp:Sbal223_3007
ko:K00782	sbp:Sbal223_3011
ko:K00975	sbp:Sbal223_3024
ko:K00688	sbp:Sbal223_3026
ko:K00700	sbp:Sbal223_3028
ko:K00705	sbp:Sbal223_3029
ko:K02167	sbp:Sbal223_3037
ko:K01637	sbp:Sbal223_3042
ko:K01638	sbp:Sbal223_3043
ko:K02992	sbp:Sbal223_4060
ko:K02950	sbp:Sbal223_4061
ko:K03046	sbp:Sbal223_4062
ko:K03043	sbp:Sbal223_4063
ko:K02935	sbp:Sbal223_4064
ko:K02864	sbp:Sbal223_4065
ko:K02863	sbp:Sbal223_4066
ko:K02867	sbp:Sbal223_4067
ko:K02601	sbp:Sbal223_4068
ko:K03073	sbp:Sbal223_4069
ko:K00867	sbp:Sbal223_4071
ko:K00075	sbp:Sbal223_4073
ko:K01776	sbp:Sbal223_4075
ko:K00507	sbp:Sbal223_4079
ko:K01008	sbp:Sbal223_4080
ko:K06917	sbp:Sbal223_4081
ko:K03089	sbp:Sbal223_4091
ko:K09811	sbp:Sbal223_4092
ko:K09812	sbp:Sbal223_4093
ko:K11749	sbp:Sbal223_2895
ko:K12410	sbp:Sbal223_1843
ko:K12064	sbp:Sbal223_4439
ko:K12066	sbp:Sbal223_4499
ko:K12067	sbp:Sbal223_4374
ko:K03296	sbp:Sbal223_1829
ko:K01270	sbp:Sbal223_1725
ko:K13053	sbp:Sbal223_4111
ko:K02824	sbp:Sbal223_2501
ko:K01497	sbp:Sbal223_2690
ko:K00564	sbp:Sbal223_0831
ko:K05368	sbp:Sbal223_3804
ko:K12267	sbp:Sbal223_2435
ko:K02455	sbp:Sbal223_0155
ko:K12067	sbp:Sbal223_4442
ko:K12068	sbp:Sbal223_4443
ko:K00748	sbp:Sbal223_2889
ko:K12067	sbp:Sbal223_4498
ko:K11933	sbp:Sbal223_3096
ko:K05595	sbp:Sbal223_0127
ko:K05595	sbp:Sbal223_2370
ko:K00632	sbp:Sbal223_0019
ko:K03719	sbp:Sbal223_3922
ko:K06889	sbp:Sbal223_3608
ko:K02478	sbp:Sbal223_2684
ko:K02478	sbp:Sbal223_0058
ko:K12373	sbp:Sbal223_3212
ko:K01533	sbp:Sbal223_2219
ko:K00666	sbp:Sbal223_1739
ko:K00281	sbp:Sbal223_3617
ko:K13051	sbp:Sbal223_2389
ko:K01467	sbp:Sbal223_2079
ko:K12961	sbp:Sbal223_3991
ko:K00845	sbp:Sbal223_2948
ko:K13292	sbp:Sbal223_3126
ko:K01897	sbp:Sbal223_2428
ko:K00626	sbp:Sbal223_2856
ko:K05799	sbp:Sbal223_3857
ko:K00130	sbp:Sbal223_3036
ko:K03760	sbp:Sbal223_2091
ko:K01061	sbp:Sbal223_3435
ko:K01061	sbp:Sbal223_0985
ko:K01739	sbp:Sbal223_0564
ko:K01710	sbp:Sbal223_1472
ko:K06168	sbp:Sbal223_1106
ko:K00568	sbp:Sbal223_2057
ko:K02017	sbp:Sbal223_0821
ko:K01083	sbp:Sbal223_2110
ko:K03768	sbp:Sbal223_2336
ko:K03417	sbp:Sbal223_3945
ko:K11754	sbp:Sbal223_1618
ko:K01069	sbp:Sbal223_2327
ko:K04487	sbp:Sbal223_1961
ko:K11719	sbp:Sbal223_0710
ko:K00661	sbp:Sbal223_1730
ko:K00661	sbp:Sbal223_3556
ko:K07284	sbp:Sbal223_2447
ko:K03524	sbp:Sbal223_4072
ko:K11717	sbp:Sbal223_3507
ko:K12060	sbp:Sbal223_4381
ko:K01119	sbp:Sbal223_1719
ko:K06212	sbp:Sbal223_1695
ko:K12066	sbp:Sbal223_4375
ko:K12066	sbp:Sbal223_4441
ko:K12068	sbp:Sbal223_4373
ko:K03386	sbp:Sbal223_2546
ko:K03386	sbp:Sbal223_3444
ko:K07814	sbp:Sbal223_0859
ko:K10536	sbp:Sbal223_1234
ko:K07645	sbp:Sbal223_2398
ko:K01659	sbp:Sbal223_3946
ko:K01358	sbp:Sbal223_2750
ko:K00024	sbp:Sbal223_3627
ko:K04755	sbp:Sbal223_1966
ko:K01089	sbp:Sbal223_1930
ko:K01436	sbp:Sbal223_0208
ko:K03496	sbp:Sbal223_1359
ko:K03496	sbp:Sbal223_4349
ko:K03286	sbp:Sbal223_3244
ko:K01784	sbp:Sbal223_1075
ko:K01784	sbp:Sbal223_2870
ko:K08154	sbp:Sbal223_2078
ko:K11752	sbp:Sbal223_1211
ko:K03148	sbp:Sbal223_2026
ko:K07090	sbp:Sbal223_2705
ko:K01874	sbp:Sbal223_1886
ko:K07090	sbp:Sbal223_0562
ko:K06958	sbp:Sbal223_0704
ko:K03496	sbp:Sbal223_4464
ko:K02237	sbp:Sbal223_2731
ko:K11720	sbp:Sbal223_1259
ko:K05794	sbp:Sbal223_2793
ko:K01621	sbp:Sbal223_3243
ko:K12285	sbp:Sbal223_0519
ko:K00853	sbp:Sbal223_2138
ko:K12262	sbp:Sbal223_1322
ko:K01092	sbp:Sbal223_1957
ko:K00974	sbp:Sbal223_3158
ko:K04083	sbp:Sbal223_0149
ko:K04762	sbp:Sbal223_0150
ko:K02452	sbp:Sbal223_0152
ko:K02453	sbp:Sbal223_0153
ko:K02454	sbp:Sbal223_0154
ko:K02456	sbp:Sbal223_0156
ko:K02457	sbp:Sbal223_0157
ko:K02459	sbp:Sbal223_0159
ko:K02460	sbp:Sbal223_0160
ko:K09930	sbp:Sbal223_1061
ko:K06969	sbp:Sbal223_1063
ko:K01807	sbp:Sbal223_1064
ko:K09781	sbp:Sbal223_1065
ko:K00849	sbp:Sbal223_1073
ko:K02529	sbp:Sbal223_1078
ko:K02014	sbp:Sbal223_1080
ko:K04047	sbp:Sbal223_1082
ko:K03789	sbp:Sbal223_1084
ko:K03644	sbp:Sbal223_1085
ko:K03801	sbp:Sbal223_1086
ko:K09158	sbp:Sbal223_1087
ko:K07258	sbp:Sbal223_1088
ko:K03642	sbp:Sbal223_1089
ko:K05837	sbp:Sbal223_1091
ko:K05515	sbp:Sbal223_1092
ko:K00783	sbp:Sbal223_1093
ko:K09710	sbp:Sbal223_1094
ko:K00969	sbp:Sbal223_1095
ko:K02340	sbp:Sbal223_1096
ko:K03643	sbp:Sbal223_1097
ko:K01869	sbp:Sbal223_1098
ko:K03820	sbp:Sbal223_1102
ko:K06189	sbp:Sbal223_1103
ko:K07042	sbp:Sbal223_1104
ko:K06217	sbp:Sbal223_1105
ko:K03184	sbp:Sbal223_1108
ko:K01056	sbp:Sbal223_1109
ko:K06942	sbp:Sbal223_1110
ko:K09939	sbp:Sbal223_1112
ko:K03624	sbp:Sbal223_1115
ko:K03072	sbp:Sbal223_1117
ko:K03074	sbp:Sbal223_1118
ko:K08483	sbp:Sbal223_1997
ko:K02784	sbp:Sbal223_1998
ko:K09707	sbp:Sbal223_1999
ko:K00602	sbp:Sbal223_3840
ko:K01512	sbp:Sbal223_1950
ko:K03723	sbp:Sbal223_1952
ko:K09808	sbp:Sbal223_1954
ko:K09808	sbp:Sbal223_1956
ko:K00640	sbp:Sbal223_1959
ko:K04488	sbp:Sbal223_1962
ko:K04082	sbp:Sbal223_1964
ko:K04044	sbp:Sbal223_1965
ko:K05844	sbp:Sbal223_1967
ko:K00940	sbp:Sbal223_1970
ko:K04080	sbp:Sbal223_1971
ko:K01653	sbp:Sbal223_1972
ko:K01652	sbp:Sbal223_1973
ko:K07552	sbp:Sbal223_1974
ko:K07146	sbp:Sbal223_1981
ko:K00979	sbp:Sbal223_1984
ko:K01673	sbp:Sbal223_1987
ko:K01439	sbp:Sbal223_1992
ko:K02777	sbp:Sbal223_1996
ko:K03455	sbp:Sbal223_2884
ko:K04075	sbp:Sbal223_2886
ko:K02337	sbp:Sbal223_2887
ko:K03470	sbp:Sbal223_2888
ko:K00677	sbp:Sbal223_2890
ko:K02372	sbp:Sbal223_2891
ko:K02536	sbp:Sbal223_2892
ko:K06142	sbp:Sbal223_2893
ko:K07277	sbp:Sbal223_2894
ko:K00099	sbp:Sbal223_2896
ko:K00981	sbp:Sbal223_2897
ko:K00806	sbp:Sbal223_2898
ko:K02838	sbp:Sbal223_2899
ko:K09903	sbp:Sbal223_2900
ko:K02357	sbp:Sbal223_2901
ko:K02967	sbp:Sbal223_2902
ko:K01265	sbp:Sbal223_2903
ko:K00990	sbp:Sbal223_2904
ko:K01433	sbp:Sbal223_2907
ko:K06175	sbp:Sbal223_2911
ko:K02652	sbp:Sbal223_3867
ko:K02653	sbp:Sbal223_3868
ko:K02654	sbp:Sbal223_3869
ko:K00859	sbp:Sbal223_3870
ko:K09862	sbp:Sbal223_3872
ko:K03732	sbp:Sbal223_3876
ko:K03671	sbp:Sbal223_3877
ko:K03628	sbp:Sbal223_3878
ko:K00245	sbp:Sbal223_3882
ko:K00246	sbp:Sbal223_3884
ko:K00246	sbp:Sbal223_3885
ko:K02687	sbp:Sbal223_3886
ko:K03557	sbp:Sbal223_3888
ko:K03658	sbp:Sbal223_3889
ko:K07322	sbp:Sbal223_3890
ko:K03192	sbp:Sbal223_3892
ko:K03733	sbp:Sbal223_3894
ko:K09921	sbp:Sbal223_3895
ko:K01778	sbp:Sbal223_3896
ko:K01586	sbp:Sbal223_3897
ko:K06202	sbp:Sbal223_3899
ko:K05851	sbp:Sbal223_3900
ko:K01749	sbp:Sbal223_3901
ko:K01719	sbp:Sbal223_3902
ko:K02496	sbp:Sbal223_3903
ko:K02498	sbp:Sbal223_3904
ko:K03656	sbp:Sbal223_3913
ko:K09927	sbp:Sbal223_3917
ko:K06143	sbp:Sbal223_3919
ko:K01712	sbp:Sbal223_0102
ko:K01745	sbp:Sbal223_0103
ko:K00123	sbp:Sbal223_0104
ko:K02380	sbp:Sbal223_0107
ko:K01042	sbp:Sbal223_0108
ko:K03833	sbp:Sbal223_0109
ko:K02379	sbp:Sbal223_0110
ko:K07112	sbp:Sbal223_0111
ko:K03181	sbp:Sbal223_0129
ko:K02415	sbp:Sbal223_0130
ko:K09712	sbp:Sbal223_0132
ko:K03750	sbp:Sbal223_0135
ko:K02217	sbp:Sbal223_0136
ko:K02858	sbp:Sbal223_0138
ko:K01354	sbp:Sbal223_0139
ko:K07461	sbp:Sbal223_0140
ko:K09807	sbp:Sbal223_0141
ko:K01610	sbp:Sbal223_0148
ko:K01322	sbp:Sbal223_2543
ko:K06895	sbp:Sbal223_1789
ko:K01058	sbp:Sbal223_0952
ko:K04767	sbp:Sbal223_1158
ko:K01322	sbp:Sbal223_2090
ko:K03970	sbp:Sbal223_2736
ko:K08485	sbp:Sbal223_0703
ko:K01607	sbp:Sbal223_0086
ko:K08358	sbp:Sbal223_3677
ko:K13041	sbp:Sbal223_3675
ko:K01250	sbp:Sbal223_3579
ko:K02000	sbp:Sbal223_2310
ko:K01664	sbp:Sbal223_3701
ko:K01897	sbp:Sbal223_3334
ko:K00956	sbp:Sbal223_0955
ko:K09806	sbp:Sbal223_3914
ko:K06113	sbp:Sbal223_2156
ko:K00067	sbp:Sbal223_0462
ko:K11312	sbp:Sbal223_3511
ko:K05685	sbp:Sbal223_0826
ko:K13590	sbp:Sbal223_2446
ko:K01424	sbp:Sbal223_0641
ko:K03321	sbp:Sbal223_3253
ko:K00215	sbp:Sbal223_1050
ko:K06183	sbp:Sbal223_3555
ko:K02040	sbp:Sbal223_2979
ko:K06183	sbp:Sbal223_3836
ko:K13288	sbp:Sbal223_3717
ko:K13255	sbp:Sbal223_1652
ko:K02462	sbp:Sbal223_0163
ko:K02463	sbp:Sbal223_0164
ko:K10804	sbp:Sbal223_1678
ko:K02116	sbp:Sbal223_4317
ko:K08234	sbp:Sbal223_2304
ko:K07394	sbp:Sbal223_2476
ko:K07263	sbp:Sbal223_0644
ko:K07263	sbp:Sbal223_3261
ko:K02303	sbp:Sbal223_0953
ko:K13788	sbp:Sbal223_1690
ko:K02664	sbp:Sbal223_4006
ko:K03406	sbp:Sbal223_2094
ko:K03406	sbp:Sbal223_2100
ko:K03406	sbp:Sbal223_1632
ko:K12339	sbp:Sbal223_3291
ko:K01271	sbp:Sbal223_0021
ko:K06183	sbp:Sbal223_3276
ko:K00951	sbp:Sbal223_1225
ko:K01077	sbp:Sbal223_0832
ko:K00537	sbp:Sbal223_2496
ko:K03406	sbp:Sbal223_0270
ko:K03406	sbp:Sbal223_0279
ko:K03406	sbp:Sbal223_3382
ko:K03406	sbp:Sbal223_3405
ko:K03406	sbp:Sbal223_3422
ko:K03406	sbp:Sbal223_3725
ko:K03406	sbp:Sbal223_2530
ko:K03406	sbp:Sbal223_0567
ko:K03406	sbp:Sbal223_0921
ko:K03406	sbp:Sbal223_1280
ko:K03406	sbp:Sbal223_2420
ko:K03406	sbp:Sbal223_3170
ko:K03406	sbp:Sbal223_0226
ko:K03406	sbp:Sbal223_2000
ko:K03406	sbp:Sbal223_3506
ko:K03406	sbp:Sbal223_3213
ko:K03406	sbp:Sbal223_0194
ko:K03406	sbp:Sbal223_3551
ko:K03406	sbp:Sbal223_3601
ko:K03406	sbp:Sbal223_3274
ko:K03406	sbp:Sbal223_3316
ko:K03406	sbp:Sbal223_3352
ko:K03406	sbp:Sbal223_3680
ko:K01150	sbp:Sbal223_0835
ko:K06006	sbp:Sbal223_0257
ko:K03087	sbp:Sbal223_1245
ko:K03719	sbp:Sbal223_2190
ko:K00557	sbp:Sbal223_4076
ko:K04085	sbp:Sbal223_0017
ko:K00219	sbp:Sbal223_2052
ko:K07497	sbp:Sbal223_2351
ko:K03973	sbp:Sbal223_2735
ko:K12573	sbp:Sbal223_0728
ko:K03296	sbp:Sbal223_1828
ko:K14055	sbp:Sbal223_2223
ko:K08359	sbp:Sbal223_3678
ko:K13821	sbp:Sbal223_0904
ko:K01571	sbp:Sbal223_3266
ko:K13529	sbp:Sbal223_1557
ko:K00030	sbp:Sbal223_2992
ko:K03406	sbp:Sbal223_3064
ko:K14059	sbp:Sbal223_2134
ko:K07165	sbp:Sbal223_4160
ko:K00799	sbp:Sbal223_3561
ko:K06218	sbp:Sbal223_4332
ko:K01782	sbp:Sbal223_1598
ko:K14058	sbp:Sbal223_2224
ko:K01916	sbp:Sbal223_1803
ko:K00020	sbp:Sbal223_2851
ko:K01825	sbp:Sbal223_0020
ko:K07274	sbp:Sbal223_3498
ko:K07274	sbp:Sbal223_3285
ko:K04691	sbp:Sbal223_0720
ko:K02414	sbp:Sbal223_1442
ko:K06156	sbp:Sbal223_3979
ko:K01654	sbp:Sbal223_1405
ko:K04774	sbp:Sbal223_1674
ko:K12524	sbp:Sbal223_3086
ko:K12525	sbp:Sbal223_0565
ko:K08992	sbp:Sbal223_2068
ko:K01897	sbp:Sbal223_0077
ko:K08085	sbp:Sbal223_3225
ko:K06075	sbp:Sbal223_0569
ko:K01420	sbp:Sbal223_2222
ko:K13038	sbp:Sbal223_0401
ko:K02477	sbp:Sbal223_2685
ko:K01491	sbp:Sbal223_2752
ko:K01488	sbp:Sbal223_4297
ko:K09880	sbp:Sbal223_0088
ko:K02778	sbp:Sbal223_2908
ko:K02779	sbp:Sbal223_2908
ko:K06518	sbp:Sbal223_0975
ko:K08352	sbp:Sbal223_0559
ko:K12373	sbp:Sbal223_2949
ko:K08305	sbp:Sbal223_1090
ko:K00244	sbp:Sbal223_3433
ko:K05922	sbp:Sbal223_2405
ko:K01524	sbp:Sbal223_3875
ko:K12942	sbp:Sbal223_4208
ko:K01515	sbp:Sbal223_0807
ko:K03272	sbp:Sbal223_0937
ko:K13979	sbp:Sbal223_3610
ko:K13888	sbp:Sbal223_0825
ko:K05540	sbp:Sbal223_3887
ko:K07679	sbp:Sbal223_0173
ko:K00121	sbp:Sbal223_1940
ko:K03782	sbp:Sbal223_3414
ko:K18138	sbp:Sbal223_4211
ko:K13634	sbp:Sbal223_1857
ko:K01070	sbp:Sbal223_1941
ko:K13638	sbp:Sbal223_3839
ko:K01792	sbp:Sbal223_2567
ko:K09700	sbp:Sbal223_2128
ko:K10778	sbp:Sbal223_0891
ko:K02451	sbp:Sbal223_3156
ko:K07114	sbp:Sbal223_3252
ko:K07114	sbp:Sbal223_2448
ko:K01485	sbp:Sbal223_1290
ko:K13643	sbp:Sbal223_1960
ko:K02075	sbp:Sbal223_3740
ko:K06857	sbp:Sbal223_4264
ko:K13938	sbp:Sbal223_3625
ko:K02004	sbp:Sbal223_0855
ko:K02004	sbp:Sbal223_1680
ko:K02004	sbp:Sbal223_1020
ko:K02077	sbp:Sbal223_3741
ko:K03767	sbp:Sbal223_3030
ko:K07186	sbp:Sbal223_1144
ko:K03317	sbp:Sbal223_0983
ko:K01934	sbp:Sbal223_3624
ko:K01175	sbp:Sbal223_2240
ko:K01580	sbp:Sbal223_2774
ko:K02663	sbp:Sbal223_4007
ko:K02004	sbp:Sbal223_1021
ko:K07114	sbp:Sbal223_1593
ko:K07114	sbp:Sbal223_1592
ko:K07182	sbp:Sbal223_1712
ko:K04072	sbp:Sbal223_2371
ko:K13628	sbp:Sbal223_1963
ko:K03292	sbp:Sbal223_3175
ko:K02673	sbp:Sbal223_3229
ko:K03406	sbp:Sbal223_1626
ko:K07221	sbp:Sbal223_0924
ko:K04069	sbp:Sbal223_2061
ko:K11021	sbp:Sbal223_0609
ko:K01183	sbp:Sbal223_1284
ko:K00124	sbp:Sbal223_0105
ko:K01113	sbp:Sbal223_3587
ko:K06893	sbp:Sbal223_1204
ko:K01977	sbp:Sbal223_R0011
ko:K01977	sbp:Sbal223_R0028
ko:K01977	sbp:Sbal223_R0014
ko:K01977	sbp:Sbal223_R0023
ko:K01977	sbp:Sbal223_R0034
ko:K01977	sbp:Sbal223_R0004
ko:K01977	sbp:Sbal223_R0031
ko:K01977	sbp:Sbal223_R0001
ko:K01977	sbp:Sbal223_R0007
ko:K01977	sbp:Sbal223_R0017
ko:K14393	sbp:Sbal223_1711
ko:K13498	sbp:Sbal223_1661
ko:K08084	sbp:Sbal223_0852
ko:K03772	sbp:Sbal223_3398
ko:K13954	sbp:Sbal223_3038
ko:K01969	sbp:Sbal223_1529
ko:K00407	sbp:Sbal223_2216
ko:K05927	sbp:Sbal223_2404
ko:K00124	sbp:Sbal223_0232
ko:K00124	sbp:Sbal223_0228
ko:K00058	sbp:Sbal223_0861
ko:K09909	sbp:Sbal223_1718
ko:K06967	sbp:Sbal223_2018
ko:K13771	sbp:Sbal223_0043
ko:K10918	sbp:Sbal223_3354
ko:K03317	sbp:Sbal223_1138
ko:K13766	sbp:Sbal223_1528
ko:K02057	sbp:Sbal223_2149
ko:K00965	sbp:Sbal223_1072
ko:K01011	sbp:Sbal223_3198
ko:K03605	sbp:Sbal223_2407
ko:K14153	sbp:Sbal223_2025
ko:K08325	sbp:Sbal223_0267
ko:K00830	sbp:Sbal223_3930
ko:K07250	sbp:Sbal223_3186
ko:K15539	sbp:Sbal223_1372
ko:K01077	sbp:Sbal223_0685
ko:K14266	sbp:Sbal223_3181
ko:K19591	sbp:Sbal223_2847
ko:K13590	sbp:Sbal223_2092
ko:K07791	sbp:Sbal223_0639
ko:K14187	sbp:Sbal223_3098
ko:K21029	sbp:Sbal223_0134
ko:K02058	sbp:Sbal223_2147
ko:K02057	sbp:Sbal223_2150
ko:K00459	sbp:Sbal223_3814
ko:K07017	sbp:Sbal223_2821
ko:K07497	sbp:Sbal223_4200
ko:K02010	sbp:Sbal223_3633
ko:K00674	sbp:Sbal223_2905
ko:K14445	sbp:Sbal223_3834
ko:K02005	sbp:Sbal223_1017
ko:K02304	sbp:Sbal223_1576
ko:K06147	sbp:Sbal223_3335
ko:K08177	sbp:Sbal223_0060
ko:K14205	sbp:Sbal223_1675
ko:K02482	sbp:Sbal223_4260
ko:K07216	sbp:Sbal223_0820
ko:K06858	sbp:Sbal223_1005
ko:K14170	sbp:Sbal223_3093
ko:K01838	sbp:Sbal223_2961
ko:K01990	sbp:Sbal223_0075
ko:K03307	sbp:Sbal223_1074
ko:K15011	sbp:Sbal223_0463
ko:K07727	sbp:Sbal223_2136
ko:K14260	sbp:Sbal223_2248
ko:K14441	sbp:Sbal223_0543
ko:K01768	sbp:Sbal223_3131
ko:K15045	sbp:Sbal223_2165
ko:K01178	sbp:Sbal223_2010
ko:K01524	sbp:Sbal223_2456
ko:K07733	sbp:Sbal223_0384
ko:K01985	sbp:Sbal223_R0003
ko:K01985	sbp:Sbal223_R0016
ko:K01985	sbp:Sbal223_R0009
ko:K01985	sbp:Sbal223_R0032
ko:K01985	sbp:Sbal223_R0029
ko:K01985	sbp:Sbal223_R0006
ko:K01985	sbp:Sbal223_R0013
ko:K01985	sbp:Sbal223_R0019
ko:K01985	sbp:Sbal223_R0021
ko:K01985	sbp:Sbal223_R0026
ko:K01985	sbp:Sbal223_R0010
