ko:K18137	abab:BJAB0715_02253
ko:K00831	abab:BJAB0715_02989
ko:K01993	abab:BJAB0715_02991
ko:K02469	abab:BJAB0715_02999
ko:K03522	abab:BJAB0715_03000
ko:K03521	abab:BJAB0715_03001
ko:K03733	abab:BJAB0715_03002
ko:K01778	abab:BJAB0715_03005
ko:K01586	abab:BJAB0715_03006
ko:K11737	abab:BJAB0715_03008
ko:K03310	abab:BJAB0715_03009
ko:K04485	abab:BJAB0715_03010
ko:K04568	abab:BJAB0715_03012
ko:K03473	abab:BJAB0715_03013
ko:K02379	abab:BJAB0715_03015
ko:K00865	abab:BJAB0715_03018
ko:K02622	abab:BJAB0715_03742
ko:K07000	abab:BJAB0715_03743
ko:K03611	abab:BJAB0715_03756
ko:K01919	abab:BJAB0715_03757
ko:K14287	abab:BJAB0715_03761
ko:K07636	abab:BJAB0715_03766
ko:K01613	abab:BJAB0715_03768
ko:K00763	abab:BJAB0715_03770
ko:K07560	abab:BJAB0715_03771
ko:K01079	abab:BJAB0715_03774
ko:K14652	abab:BJAB0715_03776
ko:K00794	abab:BJAB0715_03777
ko:K03625	abab:BJAB0715_03778
ko:K00946	abab:BJAB0715_03779
ko:K01095	abab:BJAB0715_03781
ko:K04042	abab:BJAB0715_03782
ko:K00820	abab:BJAB0715_03783
ko:K01776	abab:BJAB0715_03784
ko:K01091	abab:BJAB0715_03785
ko:K01468	abab:BJAB0715_03788
ko:K14218	abab:BJAB0715_tRNA67
ko:K01990	abab:BJAB0715_02715
ko:K01985	abab:BJAB0715_rRNA1
ko:K01985	abab:BJAB0715_rRNA16
ko:K01985	abab:BJAB0715_rRNA12
ko:K01985	abab:BJAB0715_rRNA6
ko:K01985	abab:BJAB0715_rRNA13
ko:K01985	abab:BJAB0715_rRNA9
ko:K14218	abab:BJAB0715_tRNA1
ko:K14218	abab:BJAB0715_tRNA59
ko:K14218	abab:BJAB0715_tRNA4
ko:K14218	abab:BJAB0715_tRNA20
ko:K14218	abab:BJAB0715_tRNA8
ko:K14218	abab:BJAB0715_tRNA61
ko:K14227	abab:BJAB0715_tRNA19
ko:K14227	abab:BJAB0715_tRNA3
ko:K14227	abab:BJAB0715_tRNA7
ko:K14227	abab:BJAB0715_tRNA62
ko:K14227	abab:BJAB0715_tRNA60
ko:K14227	abab:BJAB0715_tRNA2
ko:K01977	abab:BJAB0715_rRNA10
ko:K14230	abab:BJAB0715_tRNA15
ko:K14230	abab:BJAB0715_tRNA16
ko:K14230	abab:BJAB0715_tRNA30
ko:K14230	abab:BJAB0715_tRNA31
ko:K14230	abab:BJAB0715_tRNA34
ko:K14232	abab:BJAB0715_tRNA21
ko:K14232	abab:BJAB0715_tRNA24
ko:K14219	abab:BJAB0715_tRNA22
ko:K14226	abab:BJAB0715_tRNA23
ko:K01977	abab:BJAB0715_rRNA15
ko:K01977	abab:BJAB0715_rRNA18
ko:K01897	abab:BJAB0715_00242
ko:K01897	abab:BJAB0715_02076
ko:K01992	abab:BJAB0715_02716
ko:K01992	abab:BJAB0715_02992
ko:K14225	abab:BJAB0715_tRNA35
ko:K14225	abab:BJAB0715_tRNA5
ko:K14225	abab:BJAB0715_tRNA6
ko:K14234	abab:BJAB0715_tRNA9
ko:K14234	abab:BJAB0715_tRNA12
ko:K14236	abab:BJAB0715_tRNA10
ko:K14235	abab:BJAB0715_tRNA13
ko:K14228	abab:BJAB0715_tRNA14
ko:K14223	abab:BJAB0715_tRNA25
ko:K14223	abab:BJAB0715_tRNA26
ko:K14223	abab:BJAB0715_tRNA27
ko:K14223	abab:BJAB0715_tRNA29
ko:K14223	abab:BJAB0715_tRNA28
ko:K14224	abab:BJAB0715_tRNA32
ko:K14224	abab:BJAB0715_tRNA69
ko:K14224	abab:BJAB0715_tRNA68
ko:K14224	abab:BJAB0715_tRNA70
ko:K14233	abab:BJAB0715_tRNA33
ko:K14233	abab:BJAB0715_tRNA47
ko:K14235	abab:BJAB0715_tRNA37
ko:K14235	abab:BJAB0715_tRNA39
ko:K14228	abab:BJAB0715_tRNA38
ko:K14228	abab:BJAB0715_tRNA40
ko:K14228	abab:BJAB0715_tRNA49
ko:K14228	abab:BJAB0715_tRNA50
ko:K14228	abab:BJAB0715_tRNA58
ko:K14219	abab:BJAB0715_tRNA51
ko:K14220	abab:BJAB0715_tRNA42
ko:K14220	abab:BJAB0715_tRNA46
ko:K14220	abab:BJAB0715_tRNA44
ko:K14220	abab:BJAB0715_tRNA43
ko:K14237	abab:BJAB0715_tRNA45
ko:K14237	abab:BJAB0715_tRNA52
ko:K14237	abab:BJAB0715_tRNA55
ko:K14237	abab:BJAB0715_tRNA57
ko:K14222	abab:BJAB0715_tRNA48
ko:K14221	abab:BJAB0715_tRNA53
ko:K14221	abab:BJAB0715_tRNA54
ko:K14221	abab:BJAB0715_tRNA56
ko:K14219	abab:BJAB0715_tRNA63
ko:K14219	abab:BJAB0715_tRNA65
ko:K14219	abab:BJAB0715_tRNA64
ko:K14233	abab:BJAB0715_tRNA66
ko:K14233	abab:BJAB0715_tRNA73
ko:K14231	abab:BJAB0715_tRNA71
ko:K14231	abab:BJAB0715_tRNA72
ko:K01980	abab:BJAB0715_rRNA2
ko:K01980	abab:BJAB0715_rRNA17
ko:K01980	abab:BJAB0715_rRNA14
ko:K01980	abab:BJAB0715_rRNA8
ko:K01980	abab:BJAB0715_rRNA5
ko:K01980	abab:BJAB0715_rRNA11
ko:K01977	abab:BJAB0715_rRNA3
ko:K01977	abab:BJAB0715_rRNA4
ko:K01977	abab:BJAB0715_rRNA7
ko:K02049	abab:BJAB0715_01463
ko:K07215	abab:BJAB0715_01031
ko:K15555	abab:BJAB0715_00064
ko:K00130	abab:BJAB0715_01041
ko:K00666	abab:BJAB0715_00633
ko:K02454	abab:BJAB0715_00660
ko:K11263	abab:BJAB0715_01446
ko:K07126	abab:BJAB0715_01448
ko:K01941	abab:BJAB0715_01455
ko:K02051	abab:BJAB0715_01462
ko:K02050	abab:BJAB0715_01464
ko:K01679	abab:BJAB0715_02262
ko:K01784	abab:BJAB0715_02263
ko:K11179	abab:BJAB0715_02267
ko:K03635	abab:BJAB0715_02273
ko:K01596	abab:BJAB0715_03043
ko:K01113	abab:BJAB0715_03052
ko:K02427	abab:BJAB0715_03058
ko:K01507	abab:BJAB0715_00245
ko:K08167	abab:BJAB0715_00262
ko:K09806	abab:BJAB0715_00267
ko:K01785	abab:BJAB0715_01079
ko:K00548	abab:BJAB0715_01082
ko:K13628	abab:BJAB0715_01839
ko:K04488	abab:BJAB0715_01840
ko:K02014	abab:BJAB0715_01862
ko:K01409	abab:BJAB0715_02641
ko:K00090	abab:BJAB0715_02645
ko:K04085	abab:BJAB0715_02659
ko:K00784	abab:BJAB0715_02668
ko:K01974	abab:BJAB0715_02672
ko:K01270	abab:BJAB0715_02673
ko:K07017	abab:BJAB0715_02677
ko:K01760	abab:BJAB0715_03435
ko:K14230	abab:BJAB0715_tRNA36
ko:K14219	abab:BJAB0715_tRNA41
ko:K04763	abab:BJAB0715_00289
ko:K01515	abab:BJAB0715_00298
ko:K03298	abab:BJAB0715_00302
ko:K01719	abab:BJAB0715_00310
ko:K02463	abab:BJAB0715_00316
ko:K02004	abab:BJAB0715_01099
ko:K00004	abab:BJAB0715_01924
ko:K03574	abab:BJAB0715_02685
ko:K02454	abab:BJAB0715_02692
ko:K08305	abab:BJAB0715_02720
ko:K03574	abab:BJAB0715_03448
ko:K02067	abab:BJAB0715_03454
ko:K01092	abab:BJAB0715_03459
ko:K00567	abab:BJAB0715_00701
ko:K01488	abab:BJAB0715_00704
ko:K03286	abab:BJAB0715_01489
ko:K01692	abab:BJAB0715_01524
ko:K01104	abab:BJAB0715_02300
ko:K08167	abab:BJAB0715_02308
ko:K00059	abab:BJAB0715_02312
ko:K00626	abab:BJAB0715_02313
ko:K00616	abab:BJAB0715_02316
ko:K03316	abab:BJAB0715_03074
ko:K07054	abab:BJAB0715_03075
ko:K00241	abab:BJAB0715_03088
ko:K00799	abab:BJAB0715_03848
ko:K02653	abab:BJAB0715_00369
ko:K00939	abab:BJAB0715_01137
ko:K03616	abab:BJAB0715_01139
ko:K01934	abab:BJAB0715_01147
ko:K02051	abab:BJAB0715_01939
ko:K02050	abab:BJAB0715_01940
ko:K02049	abab:BJAB0715_01941
ko:K02014	abab:BJAB0715_01945
ko:K00626	abab:BJAB0715_01951
ko:K02017	abab:BJAB0715_01974
ko:K01081	abab:BJAB0715_01978
ko:K06445	abab:BJAB0715_02737
ko:K01607	abab:BJAB0715_02738
ko:K00974	abab:BJAB0715_02747
ko:K01262	abab:BJAB0715_02759
ko:K00058	abab:BJAB0715_03509
ko:K00821	abab:BJAB0715_02200
ko:K03593	abab:BJAB0715_00773
ko:K01243	abab:BJAB0715_00774
ko:K02010	abab:BJAB0715_01559
ko:K00626	abab:BJAB0715_01573
ko:K01186	abab:BJAB0715_02370
ko:K07666	abab:BJAB0715_03130
ko:K03177	abab:BJAB0715_03514
ko:K02674	abab:BJAB0715_03523
ko:K04085	abab:BJAB0715_00413
ko:K02014	abab:BJAB0715_01216
ko:K01262	abab:BJAB0715_01223
ko:K00121	abab:BJAB0715_01996
ko:K02014	abab:BJAB0715_02787
ko:K01759	abab:BJAB0715_02814
ko:K07258	abab:BJAB0715_02823
ko:K02665	abab:BJAB0715_03548
ko:K01885	abab:BJAB0715_03563
ko:K15727	abab:BJAB0715_03570
ko:K15725	abab:BJAB0715_03571
ko:K05794	abab:BJAB0715_00032
ko:K00652	abab:BJAB0715_00799
ko:K00059	abab:BJAB0715_00810
ko:K02858	abab:BJAB0715_00815
ko:K00666	abab:BJAB0715_01594
ko:K03743	abab:BJAB0715_01605
ko:K02028	abab:BJAB0715_01623
ko:K02030	abab:BJAB0715_01624
ko:K02030	abab:BJAB0715_01625
ko:K00059	abab:BJAB0715_01632
ko:K11209	abab:BJAB0715_01634
ko:K02014	abab:BJAB0715_02390
ko:K04093	abab:BJAB0715_02394
ko:K00799	abab:BJAB0715_02397
ko:K07346	abab:BJAB0715_02400
ko:K01826	abab:BJAB0715_02406
ko:K03768	abab:BJAB0715_02417
ko:K06177	abab:BJAB0715_02426
ko:K06183	abab:BJAB0715_02429
ko:K02433	abab:BJAB0715_03185
ko:K00380	abab:BJAB0715_03202
ko:K06179	abab:BJAB0715_00439
ko:K00799	abab:BJAB0715_00442
ko:K01424	abab:BJAB0715_00463
ko:K02014	abab:BJAB0715_01247
ko:K00219	abab:BJAB0715_01252
ko:K01708	abab:BJAB0715_01288
ko:K04774	abab:BJAB0715_02831
ko:K00508	abab:BJAB0715_02845
ko:K06177	abab:BJAB0715_02850
ko:K07263	abab:BJAB0715_02859
ko:K01243	abab:BJAB0715_00062
ko:K04091	abab:BJAB0715_00066
ko:K00568	abab:BJAB0715_00074
ko:K03451	abab:BJAB0715_00839
ko:K00135	abab:BJAB0715_00842
ko:K00647	abab:BJAB0715_00850
ko:K10831	abab:BJAB0715_01664
ko:K03325	abab:BJAB0715_01676
ko:K01439	abab:BJAB0715_03208
ko:K02660	abab:BJAB0715_03211
ko:K02659	abab:BJAB0715_03212
ko:K02658	abab:BJAB0715_03213
ko:K02657	abab:BJAB0715_03214
ko:K02014	abab:BJAB0715_03228
ko:K10563	abab:BJAB0715_03230
ko:K03769	abab:BJAB0715_03231
ko:K00564	abab:BJAB0715_03236
ko:K03286	abab:BJAB0715_03240
ko:K00626	abab:BJAB0715_03242
ko:K04750	abab:BJAB0715_03243
ko:K00626	abab:BJAB0715_03252
ko:K01782	abab:BJAB0715_03253
ko:K03455	abab:BJAB0715_00485
ko:K07304	abab:BJAB0715_00494
ko:K02428	abab:BJAB0715_00508
ko:K03299	abab:BJAB0715_00526
ko:K00851	abab:BJAB0715_00527
ko:K03535	abab:BJAB0715_01289
ko:K03333	abab:BJAB0715_01312
ko:K00276	abab:BJAB0715_02112
ko:K00059	abab:BJAB0715_02116
ko:K01426	abab:BJAB0715_02122
ko:K07258	abab:BJAB0715_02872
ko:K00135	abab:BJAB0715_03659
ko:K00970	abab:BJAB0715_00626
ko:K05524	abab:BJAB0715_01419
ko:K03498	abab:BJAB0715_02178
ko:K09909	abab:BJAB0715_02191
ko:K00882	abab:BJAB0715_02211
ko:K02238	abab:BJAB0715_02982
ko:K07657	abab:BJAB0715_03765
ko:K01011	abab:BJAB0715_03769
ko:K01479	abab:BJAB0715_03787
ko:K01104	abab:BJAB0715_00091
ko:K01784	abab:BJAB0715_00114
ko:K00101	abab:BJAB0715_00118
ko:K03711	abab:BJAB0715_00881
ko:K03153	abab:BJAB0715_00891
ko:K07305	abab:BJAB0715_01689
ko:K00799	abab:BJAB0715_01712
ko:K08997	abab:BJAB0715_03281
ko:K02014	abab:BJAB0715_03291
ko:K10914	abab:BJAB0715_01343
ko:K03743	abab:BJAB0715_01348
ko:K00799	abab:BJAB0715_01356
ko:K07004	abab:BJAB0715_01358
ko:K00799	abab:BJAB0715_01359
ko:K03386	abab:BJAB0715_01365
ko:K07213	abab:BJAB0715_01376
ko:K01607	abab:BJAB0715_02143
ko:K07019	abab:BJAB0715_02160
ko:K00219	abab:BJAB0715_02163
ko:K03499	abab:BJAB0715_02177
ko:K02619	abab:BJAB0715_02935
ko:K00674	abab:BJAB0715_02944
ko:K03560	abab:BJAB0715_02963
ko:K00088	abab:BJAB0715_03701
ko:K02014	abab:BJAB0715_03704
ko:K02014	abab:BJAB0715_03720
ko:K16839	abab:BJAB0715_03737
ko:K06177	abab:BJAB0715_00138
ko:K02014	abab:BJAB0715_00141
ko:K01692	abab:BJAB0715_00154
ko:K00799	abab:BJAB0715_00183
ko:K00027	abab:BJAB0715_00186
ko:K09966	abab:BJAB0715_01773
ko:K07098	abab:BJAB0715_03341
ko:K01525	abab:BJAB0715_03348
ko:K09815	abab:BJAB0715_00193
ko:K02116	abab:BJAB0715_00194
ko:K02014	abab:BJAB0715_00215
ko:K07273	abab:BJAB0715_00233
ko:K11085	abab:BJAB0715_01786
ko:K02014	abab:BJAB0715_01816
ko:K02033	abab:BJAB0715_01820
ko:K01082	abab:BJAB0715_01825
ko:K07665	abab:BJAB0715_02598
ko:K07346	abab:BJAB0715_02613
ko:K01457	abab:BJAB0715_01461
ko:K01069	abab:BJAB0715_02576
ko:K01659	abab:BJAB0715_00123
ko:K03767	abab:BJAB0715_00052
ko:K00108	abab:BJAB0715_01040
ko:K01130	abab:BJAB0715_01089
ko:K01487	abab:BJAB0715_00028
ko:K06518	abab:BJAB0715_01637
ko:K05540	abab:BJAB0715_02899
ko:K03892	abab:BJAB0715_01674
ko:K00537	abab:BJAB0715_01673
ko:K00254	abab:BJAB0715_02650
ko:K11928	abab:BJAB0715_01760
ko:K01658	abab:BJAB0715_02760
ko:K00632	abab:BJAB0715_00347
ko:K00146	abab:BJAB0715_02110
ko:K06972	abab:BJAB0715_02180
ko:K01840	abab:BJAB0715_00115
ko:K07318	abab:BJAB0715_00272
ko:K10673	abab:BJAB0715_02891
ko:K01497	abab:BJAB0715_03461
ko:K17733	abab:BJAB0715_01496
ko:K17737	abab:BJAB0715_01955
ko:K00001	abab:BJAB0715_02302
ko:K00220	abab:BJAB0715_02675
ko:K01046	abab:BJAB0715_03516
ko:K18139	abab:BJAB0715_03116
ko:K00130	abab:BJAB0715_01270
ko:K03719	abab:BJAB0715_00143
ko:K03719	abab:BJAB0715_02393
ko:K05599	abab:BJAB0715_01970
ko:K11311	abab:BJAB0715_01968
ko:K07003	abab:BJAB0715_00165
ko:K02031	abab:BJAB0715_01822
ko:K02032	abab:BJAB0715_01822
ko:K17938	abab:BJAB0715_03192
ko:K07506	abab:BJAB0715_01932
ko:K01007	abab:BJAB0715_02549
ko:K00956	abab:BJAB0715_01115
ko:K14742	abab:BJAB0715_00689
ko:K03366	abab:BJAB0715_01923
ko:K08485	abab:BJAB0715_00631
ko:K09017	abab:BJAB0715_00063
ko:K04343	abab:BJAB0715_02890
ko:K00557	abab:BJAB0715_01756
ko:K03772	abab:BJAB0715_00088
ko:K13794	abab:BJAB0715_00715
ko:K01800	abab:BJAB0715_03799
ko:K22589	abab:BJAB0715_02797
ko:K00800	abab:BJAB0715_02675
ko:K18143	abab:BJAB0715_00261
ko:K02614	abab:BJAB0715_01531
ko:K18144	abab:BJAB0715_00260
ko:K10014	abab:BJAB0715_02704
ko:K03719	abab:BJAB0715_01759
ko:K00020	abab:BJAB0715_00151
ko:K00249	abab:BJAB0715_03364
ko:K05600	abab:BJAB0715_01969
ko:K07782	abab:BJAB0715_00159
ko:K11747	abab:BJAB0715_00405
ko:K02768	abab:BJAB0715_02210
ko:K08483	abab:BJAB0715_02210
ko:K11183	abab:BJAB0715_02210
ko:K18118	abab:BJAB0715_03584
ko:K06923	abab:BJAB0715_00990
ko:K00496	abab:BJAB0715_01848
ko:K00600	abab:BJAB0715_02710
ko:K01262	abab:BJAB0715_02758
ko:K06135	abab:BJAB0715_01982
ko:K02073	abab:BJAB0715_01255
ko:K11734	abab:BJAB0715_01264
ko:K00154	abab:BJAB0715_01285
ko:K01130	abab:BJAB0715_01309
ko:K20074	abab:BJAB0715_00593
ko:K11939	abab:BJAB0715_01427
ko:K07391	abab:BJAB0715_00253
ko:K07267	abab:BJAB0715_02138
ko:K00865	abab:BJAB0715_03017
ko:K07126	abab:BJAB0715_01475
ko:K03530	abab:BJAB0715_02339
ko:K11734	abab:BJAB0715_03143
ko:K01263	abab:BJAB0715_02761
ko:K14159	abab:BJAB0715_01240
ko:K18320	abab:BJAB0715_p0052
ko:K18383	abab:BJAB0715_01301
ko:K12262	abab:BJAB0715_01551
ko:K07165	abab:BJAB0715_01026
ko:K01791	abab:BJAB0715_00096
ko:K18303	abab:BJAB0715_03833
ko:K18302	abab:BJAB0715_03834
ko:K18301	abab:BJAB0715_03835
ko:K00138	abab:BJAB0715_02411
ko:K03446	abab:BJAB0715_02012
ko:K03296	abab:BJAB0715_03217
ko:K16234	abab:BJAB0715_03789
ko:K18476	abab:BJAB0715_02887
ko:K21758	abab:BJAB0715_01307
ko:K11904	abab:BJAB0715_00132
ko:K07645	abab:BJAB0715_03129
ko:K07645	abab:BJAB0715_02687
ko:K16235	abab:BJAB0715_03492
ko:K03462	abab:BJAB0715_02019
ko:K11904	abab:BJAB0715_01466
ko:K00681	abab:BJAB0715_00896
ko:K00042	abab:BJAB0715_02049
ko:K18697	abab:BJAB0715_03746
ko:K21645	abab:BJAB0715_01949
ko:K18902	abab:BJAB0715_02707
ko:K18893	abab:BJAB0715_01765
ko:K18900	abab:BJAB0715_02705
ko:K18794	abab:BJAB0715_01744
ko:K00984	abab:BJAB0715_00178
ko:K18793	abab:BJAB0715_00989
ko:K18824	abab:BJAB0715_02885
ko:K18850	abab:BJAB0715_01771
ko:K18901	abab:BJAB0715_02706
ko:K18903	abab:BJAB0715_02708
ko:K03646	abab:BJAB0715_02964
ko:K03502	abab:BJAB0715_02284
ko:K03497	abab:BJAB0715_p0037
ko:K03496	abab:BJAB0715_p0038
ko:K03503	abab:BJAB0715_p0048
ko:K03502	abab:BJAB0715_p0049
ko:K07480	abab:BJAB0715_p0055
ko:K03503	abab:BJAB0715_01614
ko:K03502	abab:BJAB0715_02440
ko:K03496	abab:BJAB0715_00171
ko:K03496	abab:BJAB0715_01782
ko:K03496	abab:BJAB0715_00993
ko:K03502	abab:BJAB0715_01000
ko:K03111	abab:BJAB0715_01012
ko:K03497	abab:BJAB0715_01783
ko:K03746	abab:BJAB0715_00315
ko:K03496	abab:BJAB0715_03498
ko:K04565	abab:BJAB0715_03500
ko:K01856	abab:BJAB0715_02102
ko:K03111	abab:BJAB0715_03666
ko:K02663	abab:BJAB0715_03550
ko:K02625	abab:BJAB0715_01944
ko:K00335	abab:BJAB0715_00747
ko:K00336	abab:BJAB0715_00748
ko:K03761	abab:BJAB0715_03048
ko:K03976	abab:BJAB0715_01854
ko:K18972	abab:BJAB0715_p0053
ko:K03526	abab:BJAB0715_00542
ko:K06596	abab:BJAB0715_03210
ko:K07497	abab:BJAB0715_01424
ko:K07497	abab:BJAB0715_03298
ko:K07497	abab:BJAB0715_p0058
ko:K18979	abab:BJAB0715_01738
ko:K18997	abab:BJAB0715_00401
ko:K02664	abab:BJAB0715_03549
ko:K07497	abab:BJAB0715_00248
ko:K09483	abab:BJAB0715_02139
ko:K06992	abab:BJAB0715_00679
ko:K06992	abab:BJAB0715_00681
ko:K19275	abab:BJAB0715_p0027
ko:K07452	abab:BJAB0715_00595
ko:K22444	abab:BJAB0715_00843
ko:K19068	abab:BJAB0715_00105
ko:K03446	abab:BJAB0715_02057
ko:K12979	abab:BJAB0715_00349
ko:K19165	abab:BJAB0715_02060
ko:K07497	abab:BJAB0715_01423
ko:K07497	abab:BJAB0715_p0057
ko:K07497	abab:BJAB0715_03299
ko:K07497	abab:BJAB0715_00247
ko:K07497	abab:BJAB0715_00255
ko:K07497	abab:BJAB0715_02881
ko:K01066	abab:BJAB0715_00840
ko:K01992	abab:BJAB0715_01886
ko:K01992	abab:BJAB0715_01887
ko:K01992	abab:BJAB0715_02993
ko:K19274	abab:BJAB0715_p0002
ko:K01392	abab:BJAB0715_01819
ko:K00638	abab:BJAB0715_03067
ko:K03862	abab:BJAB0715_01306
ko:K19302	abab:BJAB0715_00536
ko:K06867	abab:BJAB0715_01498
ko:K04771	abab:BJAB0715_02930
ko:K01096	abab:BJAB0715_03112
ko:K01096	abab:BJAB0715_03113
ko:K03602	abab:BJAB0715_p0050
ko:K02650	abab:BJAB0715_03537
ko:K07216	abab:BJAB0715_00877
ko:K19577	abab:BJAB0715_02435
ko:K19577	abab:BJAB0715_03827
ko:K17686	abab:BJAB0715_01377
ko:K00992	abab:BJAB0715_01780
ko:K00799	abab:BJAB0715_01635
ko:K06132	abab:BJAB0715_03342
ko:K03298	abab:BJAB0715_01507
ko:K15777	abab:BJAB0715_01142
ko:K19810	abab:BJAB0715_02809
ko:K00020	abab:BJAB0715_00616
ko:K16066	abab:BJAB0715_02919
ko:K22443	abab:BJAB0715_00841
ko:K03809	abab:BJAB0715_00831
ko:K01802	abab:BJAB0715_01051
ko:K20276	abab:BJAB0715_03073
ko:K00507	abab:BJAB0715_03280
ko:K00507	abab:BJAB0715_02595
ko:K20455	abab:BJAB0715_00124
ko:K09788	abab:BJAB0715_03141
ko:K20534	abab:BJAB0715_02996
ko:K06954	abab:BJAB0715_02594
ko:K02483	abab:BJAB0715_02688
ko:K20881	abab:BJAB0715_02230
ko:K21053	abab:BJAB0715_01329
ko:K21062	abab:BJAB0715_01506
ko:K13877	abab:BJAB0715_02055
ko:K13877	abab:BJAB0715_02095
ko:K21061	abab:BJAB0715_01510
ko:K01768	abab:BJAB0715_01835
ko:K11935	abab:BJAB0715_02547
ko:K11931	abab:BJAB0715_02546
ko:K11937	abab:BJAB0715_02544
ko:K21105	abab:BJAB0715_01294
ko:K13877	abab:BJAB0715_01515
ko:K21021	abab:BJAB0715_03339
ko:K00525	abab:BJAB0715_00738
ko:K21023	abab:BJAB0715_00566
ko:K13877	abab:BJAB0715_01292
ko:K00249	abab:BJAB0715_01850
ko:K00001	abab:BJAB0715_03099
ko:K00287	abab:BJAB0715_00496
ko:K00560	abab:BJAB0715_00497
ko:K06223	abab:BJAB0715_02360
ko:K02314	abab:BJAB0715_03151
ko:K02316	abab:BJAB0715_00827
ko:K01520	abab:BJAB0715_00872
ko:K03546	abab:BJAB0715_00885
ko:K02314	abab:BJAB0715_02492
ko:K00558	abab:BJAB0715_00925
ko:K02315	abab:BJAB0715_00927
ko:K02314	abab:BJAB0715_02559
ko:K06217	abab:BJAB0715_03379
ko:K10954	abab:BJAB0715_02004
ko:K07336	abab:BJAB0715_00514
ko:K03676	abab:BJAB0715_00549
ko:K09935	abab:BJAB0715_00641
ko:K03553	abab:BJAB0715_02232
ko:K03863	abab:BJAB0715_01305
ko:K20938	abab:BJAB0715_01660
ko:K02335	abab:BJAB0715_00656
ko:K01139	abab:BJAB0715_03531
ko:K00526	abab:BJAB0715_00736
ko:K21416	abab:BJAB0715_01919
ko:K21417	abab:BJAB0715_01920
ko:K21472	abab:BJAB0715_03819
ko:K21420	abab:BJAB0715_00859
ko:K21699	abab:BJAB0715_02636
ko:K10914	abab:BJAB0715_01701
ko:K21747	abab:BJAB0715_01847
ko:K21747	abab:BJAB0715_01544
ko:K21756	abab:BJAB0715_02101
ko:K21757	abab:BJAB0715_01375
ko:K21758	abab:BJAB0715_02125
ko:K21758	abab:BJAB0715_01368
ko:K21802	abab:BJAB0715_01300
ko:K19591	abab:BJAB0715_01378
ko:K21990	abab:BJAB0715_03811
ko:K22003	abab:BJAB0715_00713
ko:K22027	abab:BJAB0715_02121
ko:K22025	abab:BJAB0715_02051
ko:K22105	abab:BJAB0715_02847
ko:K22067	abab:BJAB0715_02283
ko:K13874	abab:BJAB0715_02065
ko:K01816	abab:BJAB0715_00615
ko:K07183	abab:BJAB0715_02282
ko:K22132	abab:BJAB0715_00602
ko:K08994	abab:BJAB0715_01925
ko:K08994	abab:BJAB0715_03321
ko:K22186	abab:BJAB0715_02054
ko:K13875	abab:BJAB0715_02098
ko:K22292	abab:BJAB0715_00073
ko:K02257	abab:BJAB0715_02555
ko:K01505	abab:BJAB0715_00765
ko:K00611	abab:BJAB0715_02254
ko:K13061	abab:BJAB0715_00157
ko:K22444	abab:BJAB0715_00844
ko:K22550	abab:BJAB0715_01511
ko:K22549	abab:BJAB0715_01512
