ko:K01212	bamn:BASU_3671
ko:K01870	bamn:BASU_1482
ko:K03101	bamn:BASU_1484
ko:K06180	bamn:BASU_1485
ko:K02825	bamn:BASU_1486
ko:K00609	bamn:BASU_1488
ko:K01465	bamn:BASU_1489
ko:K01956	bamn:BASU_1490
ko:K01955	bamn:BASU_1491
ko:K01308	bamn:BASU_2241
ko:K03315	bamn:BASU_2244
ko:K02036	bamn:BASU_2249
ko:K02036	bamn:BASU_2250
ko:K02038	bamn:BASU_2251
ko:K02037	bamn:BASU_2252
ko:K02040	bamn:BASU_2253
ko:K08222	bamn:BASU_2255
ko:K04564	bamn:BASU_2256
ko:K09793	bamn:BASU_2257
ko:K05967	bamn:BASU_2262
ko:K01151	bamn:BASU_2266
ko:K03527	bamn:BASU_2269
ko:K06967	bamn:BASU_2271
ko:K03086	bamn:BASU_2273
ko:K09768	bamn:BASU_2275
ko:K09773	bamn:BASU_2276
ko:K01879	bamn:BASU_2278
ko:K01878	bamn:BASU_2279
ko:K01118	bamn:BASU_2990
ko:K03623	bamn:BASU_3002
ko:K03664	bamn:BASU_3004
ko:K12573	bamn:BASU_3006
ko:K03928	bamn:BASU_3007
ko:K03075	bamn:BASU_3008
ko:K05846	bamn:BASU_3018
ko:K05845	bamn:BASU_3019
ko:K05846	bamn:BASU_3020
ko:K05847	bamn:BASU_3021
ko:K05846	bamn:BASU_3023
ko:K05845	bamn:BASU_3024
ko:K05846	bamn:BASU_3025
ko:K05847	bamn:BASU_3026
ko:K01892	bamn:BASU_2410
ko:K01448	bamn:BASU_2412
ko:K07560	bamn:BASU_2413
ko:K00759	bamn:BASU_2415
ko:K07462	bamn:BASU_2416
ko:K07228	bamn:BASU_2418
ko:K12257	bamn:BASU_2419
ko:K06409	bamn:BASU_2421
ko:K03210	bamn:BASU_2424
ko:K00773	bamn:BASU_2425
ko:K06019	bamn:BASU_3132
ko:K13292	bamn:BASU_3133
ko:K01443	bamn:BASU_3135
ko:K03710	bamn:BASU_3137
ko:K08972	bamn:BASU_3140
ko:K03701	bamn:BASU_3145
ko:K03702	bamn:BASU_3146
ko:K03797	bamn:BASU_3155
ko:K09811	bamn:BASU_3157
ko:K09812	bamn:BASU_3158
ko:K02836	bamn:BASU_3161
ko:K03070	bamn:BASU_3162
ko:K02423	bamn:BASU_3165
ko:K02422	bamn:BASU_3166
ko:K02407	bamn:BASU_3167
ko:K02406	bamn:BASU_3168
ko:K03563	bamn:BASU_3169
ko:K13626	bamn:BASU_3170
ko:K02397	bamn:BASU_3172
ko:K02396	bamn:BASU_3173
ko:K02398	bamn:BASU_3175
ko:K01983	bamn:BASU_misc_RNA_33
ko:K01978	bamn:BASU_misc_RNA_11
ko:K01985	bamn:BASU_5s_rRNA_1
ko:K01985	bamn:BASU_5s_rRNA_8
ko:K01985	bamn:BASU_5s_rRNA_5
ko:K01985	bamn:BASU_5s_rRNA_10
ko:K01985	bamn:BASU_5s_rRNA_6
ko:K01985	bamn:BASU_5s_rRNA_3
ko:K01985	bamn:BASU_5s_rRNA_2
ko:K01985	bamn:BASU_5s_rRNA_7
ko:K01985	bamn:BASU_5s_rRNA_9
ko:K16264	bamn:BASU_0517
ko:K01714	bamn:BASU_0519
ko:K00941	bamn:BASU_0525
ko:K13979	bamn:BASU_0528
ko:K00375	bamn:BASU_0531
ko:K07734	bamn:BASU_0532
ko:K00375	bamn:BASU_0537
ko:K06439	bamn:BASU_0538
ko:K07010	bamn:BASU_0543
ko:K00005	bamn:BASU_0547
ko:K07552	bamn:BASU_0548
ko:K09458	bamn:BASU_0549
ko:K07090	bamn:BASU_0551
ko:K07246	bamn:BASU_0557
ko:K08965	bamn:BASU_1294
ko:K08966	bamn:BASU_1295
ko:K08967	bamn:BASU_1297
ko:K13532	bamn:BASU_1300
ko:K15973	bamn:BASU_1301
ko:K02557	bamn:BASU_1302
ko:K02556	bamn:BASU_1303
ko:K06920	bamn:BASU_1307
ko:K01737	bamn:BASU_1308
ko:K10026	bamn:BASU_1309
ko:K09457	bamn:BASU_1310
ko:K01449	bamn:BASU_1321
ko:K01534	bamn:BASU_1324
ko:K03480	bamn:BASU_1327
ko:K06315	bamn:BASU_1331
ko:K03716	bamn:BASU_1332
ko:K02491	bamn:BASU_1337
ko:K03415	bamn:BASU_1341
ko:K01839	bamn:BASU_2089
ko:K03315	bamn:BASU_2096
ko:K01744	bamn:BASU_2097
ko:K02346	bamn:BASU_2110
ko:K01753	bamn:BASU_2116
ko:K07124	bamn:BASU_2117
ko:K00286	bamn:BASU_2119
ko:K15313	bamn:BASU_2120
ko:K15311	bamn:BASU_2121
ko:K02601	bamn:BASU_2135
ko:K03790	bamn:BASU_2846
ko:K14189	bamn:BASU_2847
ko:K01778	bamn:BASU_2849
ko:K03885	bamn:BASU_2852
ko:K00872	bamn:BASU_2856
ko:K01733	bamn:BASU_2857
ko:K00003	bamn:BASU_2858
ko:K03644	bamn:BASU_2864
ko:K07090	bamn:BASU_2868
ko:K08153	bamn:BASU_2874
ko:K02083	bamn:BASU_2876
ko:K10711	bamn:BASU_2879
ko:K10710	bamn:BASU_2880
ko:K10119	bamn:BASU_2881
ko:K10117	bamn:BASU_2883
ko:K10708	bamn:BASU_2884
ko:K00783	bamn:BASU_3623
ko:K01476	bamn:BASU_3631
ko:K02205	bamn:BASU_3632
ko:K06714	bamn:BASU_3637
ko:K01126	bamn:BASU_0217
ko:K02445	bamn:BASU_0218
ko:K08317	bamn:BASU_0226
ko:K08289	bamn:BASU_0227
ko:K17103	bamn:BASU_0229
ko:K01613	bamn:BASU_0231
ko:K07146	bamn:BASU_0233
ko:K11102	bamn:BASU_0234
ko:K00826	bamn:BASU_0235
ko:K01425	bamn:BASU_0239
ko:K07717	bamn:BASU_0240
ko:K07719	bamn:BASU_0241
ko:K15975	bamn:BASU_0245
ko:K15977	bamn:BASU_0246
ko:K01449	bamn:BASU_0249
ko:K02250	bamn:BASU_0999
ko:K03100	bamn:BASU_1010
ko:K16898	bamn:BASU_1019
ko:K03547	bamn:BASU_1020
ko:K06304	bamn:BASU_1023
ko:K06302	bamn:BASU_1024
ko:K06301	bamn:BASU_1025
ko:K06300	bamn:BASU_1026
ko:K06299	bamn:BASU_1027
ko:K01953	bamn:BASU_1032
ko:K02291	bamn:BASU_1033
ko:K06895	bamn:BASU_1037
ko:K09767	bamn:BASU_1042
ko:K00243	bamn:BASU_1043
ko:K07335	bamn:BASU_1044
ko:K07259	bamn:BASU_1802
ko:K13955	bamn:BASU_1813
ko:K00266	bamn:BASU_1814
ko:K00931	bamn:BASU_1817
ko:K00286	bamn:BASU_1818
ko:K11216	bamn:BASU_1824
ko:K06878	bamn:BASU_1832
ko:K08976	bamn:BASU_1839
ko:K03654	bamn:BASU_1846
ko:K01118	bamn:BASU_1847
ko:K07113	bamn:BASU_2569
ko:K00873	bamn:BASU_2570
ko:K00850	bamn:BASU_2571
ko:K01962	bamn:BASU_2572
ko:K01963	bamn:BASU_2573
ko:K02337	bamn:BASU_2575
ko:K01755	bamn:BASU_2584
ko:K01940	bamn:BASU_2585
ko:K03638	bamn:BASU_2586
ko:K00925	bamn:BASU_2587
ko:K11065	bamn:BASU_2589
ko:K04773	bamn:BASU_2593
ko:K00858	bamn:BASU_2594
ko:K01895	bamn:BASU_2596
ko:K03151	bamn:BASU_2598
ko:K04487	bamn:BASU_2599
ko:K03311	bamn:BASU_2600
ko:K04486	bamn:BASU_2602
ko:K02986	bamn:BASU_2607
ko:K11686	bamn:BASU_3331
ko:K07088	bamn:BASU_3332
ko:K02909	bamn:BASU_3335
ko:K03628	bamn:BASU_3336
ko:K00790	bamn:BASU_3338
ko:K01624	bamn:BASU_3340
ko:K02490	bamn:BASU_3341
ko:K01937	bamn:BASU_3343
ko:K06131	bamn:BASU_3346
ko:K06131	bamn:BASU_3350
ko:K00373	bamn:BASU_3353
ko:K00371	bamn:BASU_3354
ko:K00370	bamn:BASU_3355
ko:K02575	bamn:BASU_3359
ko:K01887	bamn:BASU_3360
ko:K00797	bamn:BASU_3374
ko:K01821	bamn:BASU_3380
ko:K02003	bamn:BASU_0355
ko:K00928	bamn:BASU_0361
ko:K02015	bamn:BASU_0363
ko:K02015	bamn:BASU_0364
ko:K02013	bamn:BASU_0365
ko:K02016	bamn:BASU_0366
ko:K00375	bamn:BASU_0372
ko:K05340	bamn:BASU_0375
ko:K14166	bamn:BASU_0378
ko:K00009	bamn:BASU_0383
ko:K07160	bamn:BASU_0387
ko:K06350	bamn:BASU_0391
ko:K03817	bamn:BASU_0402
ko:K01224	bamn:BASU_1146
ko:K00965	bamn:BASU_1147
ko:K00849	bamn:BASU_1149
ko:K02787	bamn:BASU_1150
ko:K02788	bamn:BASU_1150
ko:K07507	bamn:BASU_1157
ko:K00123	bamn:BASU_1161
ko:K02069	bamn:BASU_1166
ko:K02068	bamn:BASU_1167
ko:K03885	bamn:BASU_1171
ko:K01812	bamn:BASU_1172
ko:K02529	bamn:BASU_1174
ko:K00041	bamn:BASU_1175
ko:K01685	bamn:BASU_1176
ko:K07090	bamn:BASU_1177
ko:K06359	bamn:BASU_1179
ko:K03088	bamn:BASU_1192
ko:K07443	bamn:BASU_1952
ko:K16169	bamn:BASU_1956
ko:K03816	bamn:BASU_1957
ko:K01299	bamn:BASU_1958
ko:K07444	bamn:BASU_1962
ko:K07502	bamn:BASU_1965
ko:K05366	bamn:BASU_1975
ko:K10773	bamn:BASU_1977
ko:K01893	bamn:BASU_1979
ko:K00812	bamn:BASU_1980
ko:K01579	bamn:BASU_1984
ko:K01918	bamn:BASU_1985
ko:K00606	bamn:BASU_1986
ko:K03524	bamn:BASU_1987
ko:K01734	bamn:BASU_1991
ko:K00215	bamn:BASU_1992
ko:K01673	bamn:BASU_2711
ko:K02909	bamn:BASU_2712
ko:K00425	bamn:BASU_2713
ko:K00426	bamn:BASU_2714
ko:K01911	bamn:BASU_2717
ko:K01661	bamn:BASU_2718
ko:K02551	bamn:BASU_2720
ko:K11440	bamn:BASU_2731
ko:K05916	bamn:BASU_2738
ko:K03367	bamn:BASU_3478
ko:K03739	bamn:BASU_3479
ko:K14188	bamn:BASU_3480
ko:K03740	bamn:BASU_3481
ko:K00826	bamn:BASU_3482
ko:K02759	bamn:BASU_3484
ko:K02761	bamn:BASU_3485
ko:K02760	bamn:BASU_3486
ko:K03652	bamn:BASU_3489
ko:K02015	bamn:BASU_3490
ko:K02015	bamn:BASU_3491
ko:K02016	bamn:BASU_3492
ko:K03893	bamn:BASU_3494
ko:K02760	bamn:BASU_3495
ko:K02759	bamn:BASU_3496
ko:K02761	bamn:BASU_3497
ko:K01223	bamn:BASU_3498
ko:K00847	bamn:BASU_3499
ko:K01809	bamn:BASU_3500
ko:K03781	bamn:BASU_3502
ko:K01442	bamn:BASU_3503
ko:K03457	bamn:BASU_3504
ko:K00426	bamn:BASU_3508
ko:K00425	bamn:BASU_3509
ko:K00563	bamn:BASU_3521
ko:K16323	bamn:BASU_3522
ko:K01939	bamn:BASU_3650
ko:K02939	bamn:BASU_3663
ko:K06382	bamn:BASU_0068
ko:K04075	bamn:BASU_0071
ko:K00760	bamn:BASU_0072
ko:K03798	bamn:BASU_0073
ko:K03525	bamn:BASU_0074
ko:K04083	bamn:BASU_0075
ko:K01738	bamn:BASU_0077
ko:K01665	bamn:BASU_0078
ko:K00796	bamn:BASU_0081
ko:K01633	bamn:BASU_0082
ko:K00950	bamn:BASU_0083
ko:K04567	bamn:BASU_0086
ko:K03696	bamn:BASU_0092
ko:K04485	bamn:BASU_0093
ko:K00991	bamn:BASU_0096
ko:K01770	bamn:BASU_0097
ko:K00640	bamn:BASU_0099
ko:K01883	bamn:BASU_0100
ko:K11145	bamn:BASU_0101
ko:K03218	bamn:BASU_0102
ko:K06962	bamn:BASU_0103
ko:K03091	bamn:BASU_0104
ko:K03073	bamn:BASU_0105
ko:K02601	bamn:BASU_0106
ko:K02867	bamn:BASU_0107
ko:K03781	bamn:BASU_0847
ko:K15553	bamn:BASU_0850
ko:K15554	bamn:BASU_0851
ko:K02954	bamn:BASU_0853
ko:K03216	bamn:BASU_0859
ko:K07180	bamn:BASU_0864
ko:K09786	bamn:BASU_0865
ko:K03809	bamn:BASU_0869
ko:K03704	bamn:BASU_0876
ko:K02073	bamn:BASU_0877
ko:K06956	bamn:BASU_0879
ko:K06180	bamn:BASU_0886
ko:K02440	bamn:BASU_0893
ko:K00864	bamn:BASU_0894
ko:K00111	bamn:BASU_0895
ko:K03555	bamn:BASU_1644
ko:K03572	bamn:BASU_1645
ko:K15328	bamn:BASU_1652
ko:K15337	bamn:BASU_1654
ko:K15311	bamn:BASU_1655
ko:K15313	bamn:BASU_1657
ko:K00791	bamn:BASU_1676
ko:K03666	bamn:BASU_1677
ko:K01448	bamn:BASU_1684
ko:K06413	bamn:BASU_1685
ko:K03665	bamn:BASU_1686
ko:K01915	bamn:BASU_1689
ko:K01198	bamn:BASU_1692
ko:K01805	bamn:BASU_1694
ko:K07568	bamn:BASU_2426
ko:K03551	bamn:BASU_2428
ko:K03550	bamn:BASU_2429
ko:K06318	bamn:BASU_2430
ko:K06370	bamn:BASU_2433
ko:K03517	bamn:BASU_2434
ko:K00767	bamn:BASU_2435
ko:K00278	bamn:BASU_2436
ko:K04487	bamn:BASU_2437
ko:K06209	bamn:BASU_2440
ko:K03979	bamn:BASU_2441
ko:K06375	bamn:BASU_2442
ko:K02899	bamn:BASU_2443
ko:K02888	bamn:BASU_2445
ko:K06401	bamn:BASU_2447
ko:K03609	bamn:BASU_2448
ko:K03610	bamn:BASU_2449
ko:K03571	bamn:BASU_2450
ko:K03570	bamn:BASU_2451
ko:K03569	bamn:BASU_2452
ko:K03630	bamn:BASU_2453
ko:K06287	bamn:BASU_2454
ko:K14233	bamn:BASU_tRNA40
ko:K01980	bamn:BASU_23s_rRNA_6
ko:K14219	bamn:BASU_tRNA10
ko:K14219	bamn:BASU_tRNA16
ko:K14219	bamn:BASU_tRNA72
ko:K14219	bamn:BASU_tRNA35
ko:K14220	bamn:BASU_tRNA13
ko:K14228	bamn:BASU_tRNA54
ko:K01980	bamn:BASU_23s_rRNA_1
ko:K01739	bamn:BASU_1132
ko:K01977	bamn:BASU_16s_rRNA_8
ko:K14234	bamn:BASU_tRNA5
ko:K14234	bamn:BASU_tRNA25
ko:K14234	bamn:BASU_tRNA46
ko:K14234	bamn:BASU_tRNA67
ko:K01791	bamn:BASU_3198
ko:K14227	bamn:BASU_tRNA21
ko:K14227	bamn:BASU_tRNA64
ko:K14227	bamn:BASU_tRNA83
ko:K01980	bamn:BASU_23s_rRNA_8
ko:K01980	bamn:BASU_23s_rRNA_7
ko:K01980	bamn:BASU_23s_rRNA_4
ko:K01977	bamn:BASU_16s_rRNA_4
ko:K01342	bamn:BASU_0989
ko:K17836	bamn:BASU_1142
ko:K03292	bamn:BASU_1173
ko:K03292	bamn:BASU_1691
ko:K01843	bamn:BASU_1901
ko:K15668	bamn:BASU_1797
ko:K15655	bamn:BASU_0324
ko:K01980	bamn:BASU_23s_rRNA_5
ko:K01980	bamn:BASU_23s_rRNA_10
ko:K01980	bamn:BASU_23s_rRNA_9
ko:K01977	bamn:BASU_16s_rRNA_6
ko:K01977	bamn:BASU_16s_rRNA_3
ko:K01977	bamn:BASU_16s_rRNA_1
ko:K01977	bamn:BASU_16s_rRNA_9
ko:K17752	bamn:BASU_0463
ko:K08194	bamn:BASU_0296
ko:K11928	bamn:BASU_0304
ko:K00483	bamn:BASU_0220
ko:K17763	bamn:BASU_0461
ko:K17763	bamn:BASU_1263
ko:K17763	bamn:BASU_2234
ko:K06518	bamn:BASU_0199
ko:K17828	bamn:BASU_1493
ko:K14230	bamn:BASU_tRNA19
ko:K14230	bamn:BASU_tRNA75
ko:K14230	bamn:BASU_tRNA2
ko:K14218	bamn:BASU_tRNA63
ko:K18115	bamn:BASU_1857
ko:K17837	bamn:BASU_1125
ko:K07979	bamn:BASU_2687
ko:K17763	bamn:BASU_1872
ko:K04757	bamn:BASU_0466
ko:K16044	bamn:BASU_2989
ko:K07284	bamn:BASU_0885
ko:K01977	bamn:BASU_16s_rRNA_2
ko:K01977	bamn:BASU_16s_rRNA_5
ko:K01980	bamn:BASU_23s_rRNA_2
ko:K14233	bamn:BASU_tRNA1
ko:K14233	bamn:BASU_tRNA77
ko:K17763	bamn:BASU_0692
ko:K00128	bamn:BASU_1856
ko:K00128	bamn:BASU_2608
ko:K00128	bamn:BASU_3599
ko:K17758	bamn:BASU_3505
ko:K17762	bamn:BASU_0462
ko:K15657	bamn:BASU_0326
ko:K01977	bamn:BASU_16s_rRNA_7
ko:K17733	bamn:BASU_0264
ko:K01187	bamn:BASU_2754
ko:K00537	bamn:BASU_2910
ko:K08221	bamn:BASU_0714
ko:K18104	bamn:BASU_3121
ko:K00104	bamn:BASU_2518
ko:K00632	bamn:BASU_2912
ko:K00008	bamn:BASU_0602
ko:K02809	bamn:BASU_0182
ko:K02810	bamn:BASU_0182
ko:K16697	bamn:BASU_3191
ko:K16694	bamn:BASU_3192
ko:K00004	bamn:BASU_0613
ko:K07222	bamn:BASU_0518
ko:K00130	bamn:BASU_2732
ko:K01101	bamn:BASU_2861
ko:K03892	bamn:BASU_3493
ko:K22579	bamn:BASU_3148
ko:K03206	bamn:BASU_0899
ko:K21471	bamn:BASU_3117
ko:K07145	bamn:BASU_0690
ko:K21469	bamn:BASU_0181
ko:K03719	bamn:BASU_0406
ko:K21472	bamn:BASU_2865
ko:K21466	bamn:BASU_1336
ko:K02809	bamn:BASU_3439
ko:K02810	bamn:BASU_3439
ko:K00634	bamn:BASU_2162
ko:K01046	bamn:BASU_0258
ko:K18231	bamn:BASU_0544
ko:K19302	bamn:BASU_3282
ko:K00004	bamn:BASU_0171
ko:K19546	bamn:BASU_3407
ko:K02078	bamn:BASU_0668
ko:K02372	bamn:BASU_0669
ko:K09458	bamn:BASU_0671
ko:K00059	bamn:BASU_0672
ko:K05937	bamn:BASU_1000
ko:K11691	bamn:BASU_0439
ko:K19449	bamn:BASU_2218
ko:K19429	bamn:BASU_3069
ko:K19430	bamn:BASU_3068
ko:K06366	bamn:BASU_2563
ko:K16960	bamn:BASU_2994
ko:K19420	bamn:BASU_3081
ko:K15973	bamn:BASU_1273
ko:K09457	bamn:BASU_1314
ko:K06284	bamn:BASU_1384
ko:K06304	bamn:BASU_2178
ko:K13614	bamn:BASU_1661
ko:K03742	bamn:BASU_1633
ko:K13615	bamn:BASU_1662
ko:K15468	bamn:BASU_1663
ko:K16236	bamn:BASU_3561
ko:K07705	bamn:BASU_2539
ko:K00681	bamn:BASU_3244
ko:K00681	bamn:BASU_1808
ko:K08693	bamn:BASU_0754
ko:K15640	bamn:BASU_0991
ko:K04749	bamn:BASU_0465
ko:K09388	bamn:BASU_3384
ko:K06389	bamn:BASU_1222
ko:K09809	bamn:BASU_3202
ko:K06380	bamn:BASU_2455
ko:K06384	bamn:BASU_2093
ko:K12555	bamn:BASU_0973
ko:K15632	bamn:BASU_0521
ko:K18770	bamn:BASU_2779
ko:K18672	bamn:BASU_0188
ko:K18707	bamn:BASU_2296
ko:K18692	bamn:BASU_2267
ko:K18929	bamn:BASU_3060
ko:K01971	bamn:BASU_1275
ko:K18928	bamn:BASU_3061
ko:K18925	bamn:BASU_1248
ko:K18907	bamn:BASU_3688
ko:K06147	bamn:BASU_0791
ko:K09692	bamn:BASU_3201
ko:K11814	bamn:BASU_1673
ko:K11815	bamn:BASU_1672
ko:K01612	bamn:BASU_0339
ko:K07171	bamn:BASU_0460
ko:K13611	bamn:BASU_1658
ko:K18967	bamn:BASU_0878
ko:K03169	bamn:BASU_0407
ko:K06147	bamn:BASU_0790
ko:K05593	bamn:BASU_0683
ko:K03111	bamn:BASU_3264
ko:K04565	bamn:BASU_1866
ko:K01233	bamn:BASU_2894
ko:K03111	bamn:BASU_3699
ko:K03497	bamn:BASU_3706
ko:K03496	bamn:BASU_3707
ko:K03497	bamn:BASU_3708
ko:K08168	bamn:BASU_2355
ko:K06321	bamn:BASU_1911
ko:K06320	bamn:BASU_1913
ko:K06343	bamn:BASU_1115
ko:K06340	bamn:BASU_1118
ko:K02538	bamn:BASU_2364
ko:K08191	bamn:BASU_1757
ko:K06352	bamn:BASU_1180
ko:K06378	bamn:BASU_2086
ko:K16247	bamn:BASU_0601
ko:K06372	bamn:BASU_2217
ko:K16956	bamn:BASU_2998
ko:K16593	bamn:BASU_1779
ko:K06344	bamn:BASU_1114
ko:K19005	bamn:BASU_0700
ko:K06376	bamn:BASU_1298
ko:K06437	bamn:BASU_1363
ko:K09681	bamn:BASU_1816
ko:K06323	bamn:BASU_1909
ko:K03526	bamn:BASU_2260
ko:K06289	bamn:BASU_2937
ko:K19005	bamn:BASU_0743
ko:K18979	bamn:BASU_0857
ko:K13052	bamn:BASU_0066
ko:K11639	bamn:BASU_0732
ko:K07816	bamn:BASU_3476
ko:K14742	bamn:BASU_0583
ko:K06368	bamn:BASU_0265
ko:K03429	bamn:BASU_1937
ko:K06361	bamn:BASU_0359
ko:K06353	bamn:BASU_0360
ko:K06595	bamn:BASU_0995
ko:K06609	bamn:BASU_0579
ko:K06415	bamn:BASU_0905
ko:K19242	bamn:BASU_0908
ko:K02483	bamn:BASU_0357
ko:K19563	bamn:BASU_1783
ko:K06292	bamn:BASU_3211
ko:K06293	bamn:BASU_3212
ko:K13037	bamn:BASU_3404
ko:K06360	bamn:BASU_3297
ko:K02032	bamn:BASU_1241
ko:K02777	bamn:BASU_1967
ko:K15662	bamn:BASU_1772
ko:K05375	bamn:BASU_2822
ko:K02031	bamn:BASU_0845
ko:K07149	bamn:BASU_0332
ko:K11633	bamn:BASU_3576
ko:K02253	bamn:BASU_2799
ko:K00354	bamn:BASU_2138
ko:K13277	bamn:BASU_3473
ko:K16699	bamn:BASU_3186
ko:K19220	bamn:BASU_1867
ko:K15663	bamn:BASU_1771
ko:K00798	bamn:BASU_2946
ko:K19223	bamn:BASU_0902
ko:K19224	bamn:BASU_0907
ko:K11615	bamn:BASU_2783
ko:K06345	bamn:BASU_2432
ko:K01897	bamn:BASU_0993
ko:K01710	bamn:BASU_3418
ko:K01447	bamn:BASU_1221
ko:K06288	bamn:BASU_2936
ko:K01447	bamn:BASU_1181
ko:K16921	bamn:BASU_2686
ko:K06336	bamn:BASU_2219
ko:K06291	bamn:BASU_3210
ko:K11620	bamn:BASU_2943
ko:K16706	bamn:BASU_3188
ko:K06362	bamn:BASU_3269
ko:K06364	bamn:BASU_3365
ko:K15661	bamn:BASU_1773
ko:K03339	bamn:BASU_3578
ko:K01785	bamn:BASU_1803
ko:K19426	bamn:BASU_3073
ko:K19433	bamn:BASU_2221
ko:K00839	bamn:BASU_2875
ko:K19285	bamn:BASU_3443
ko:K19286	bamn:BASU_0369
ko:K19302	bamn:BASU_1896
ko:K00020	bamn:BASU_1334
ko:K19424	bamn:BASU_3076
ko:K06884	bamn:BASU_0434
ko:K02100	bamn:BASU_3048
ko:K01567	bamn:BASU_0772
ko:K03722	bamn:BASU_1959
ko:K03722	bamn:BASU_1983
ko:K01992	bamn:BASU_0444
ko:K01992	bamn:BASU_0875
ko:K01992	bamn:BASU_1126
ko:K01992	bamn:BASU_2974
ko:K15667	bamn:BASU_1798
ko:K15666	bamn:BASU_1799
ko:K15665	bamn:BASU_1800
ko:K11638	bamn:BASU_0730
ko:K19422	bamn:BASU_3078
ko:K19421	bamn:BASU_3079
ko:K04771	bamn:BASU_2929
ko:K04771	bamn:BASU_1231
ko:K15664	bamn:BASU_1801
ko:K01400	bamn:BASU_1416
ko:K19405	bamn:BASU_0091
ko:K00903	bamn:BASU_3080
ko:K07149	bamn:BASU_3086
ko:K19411	bamn:BASU_0090
ko:K00525	bamn:BASU_1681
ko:K19432	bamn:BASU_3456
ko:K19419	bamn:BASU_3075
ko:K19423	bamn:BASU_3077
ko:K19425	bamn:BASU_3074
ko:K03574	bamn:BASU_2705
ko:K19428	bamn:BASU_3070
ko:K19431	bamn:BASU_3067
ko:K19418	bamn:BASU_3071
ko:K02031	bamn:BASU_1075
ko:K18567	bamn:BASU_0568
ko:K19550	bamn:BASU_3401
ko:K13612	bamn:BASU_1659
ko:K02032	bamn:BASU_1076
ko:K06881	bamn:BASU_2579
ko:K19577	bamn:BASU_0811
ko:K16248	bamn:BASU_0603
ko:K13613	bamn:BASU_2129
ko:K00887	bamn:BASU_2285
ko:K01906	bamn:BASU_1784
ko:K21755	bamn:BASU_0337
ko:K19549	bamn:BASU_3402
ko:K19548	bamn:BASU_3405
ko:K19547	bamn:BASU_3406
ko:K19552	bamn:BASU_3403
ko:K06440	bamn:BASU_0542
ko:K08164	bamn:BASU_1809
ko:K19701	bamn:BASU_3041
ko:K01258	bamn:BASU_2146
ko:K07119	bamn:BASU_0718
ko:K19784	bamn:BASU_2764
ko:K00547	bamn:BASU_1041
ko:K00297	bamn:BASU_1041
ko:K19802	bamn:BASU_1239
ko:K19955	bamn:BASU_2767
ko:K19955	bamn:BASU_2766
ko:K05770	bamn:BASU_2723
ko:K20074	bamn:BASU_1515
ko:K18907	bamn:BASU_1038
ko:K12132	bamn:BASU_1516
ko:K20201	bamn:BASU_3321
ko:K20116	bamn:BASU_1328
ko:K20117	bamn:BASU_1328
ko:K20118	bamn:BASU_1328
ko:K21613	bamn:BASU_0353
ko:K01271	bamn:BASU_1325
ko:K20492	bamn:BASU_3015
ko:K20487	bamn:BASU_3013
ko:K20488	bamn:BASU_3014
ko:K20490	bamn:BASU_3017
ko:K20491	bamn:BASU_3016
ko:K20534	bamn:BASU_1229
ko:K18889	bamn:BASU_0933
ko:K08884	bamn:BASU_0070
ko:K18890	bamn:BASU_0934
ko:K20534	bamn:BASU_0818
ko:K21759	bamn:BASU_0340
ko:K22103	bamn:BASU_3263
ko:K01179	bamn:BASU_1764
ko:K20742	bamn:BASU_1240
ko:K07258	bamn:BASU_2060
ko:K02101	bamn:BASU_2526
ko:K22106	bamn:BASU_2370
ko:K21029	bamn:BASU_1365
ko:K20895	bamn:BASU_1474
ko:K03148	bamn:BASU_1110
ko:K21064	bamn:BASU_3216
ko:K08968	bamn:BASU_2604
ko:K00821	bamn:BASU_1061
ko:K21064	bamn:BASU_0386
ko:K00435	bamn:BASU_3400
ko:K02314	bamn:BASU_3652
ko:K00857	bamn:BASU_3334
ko:K00526	bamn:BASU_1682
ko:K07474	bamn:BASU_1193
ko:K06909	bamn:BASU_1194
ko:K00287	bamn:BASU_1927
ko:K00560	bamn:BASU_1928
ko:K02316	bamn:BASU_2274
ko:K06217	bamn:BASU_2288
ko:K01493	bamn:BASU_2311
ko:K03553	bamn:BASU_1634
ko:K01520	bamn:BASU_1715
ko:K03546	bamn:BASU_1021
ko:K00560	bamn:BASU_0523
ko:K21285	bamn:BASU_3207
ko:K05799	bamn:BASU_3063
ko:K01297	bamn:BASU_1842
ko:K03328	bamn:BASU_0061
ko:K03293	bamn:BASU_0201
ko:K03293	bamn:BASU_2696
ko:K00980	bamn:BASU_3204
ko:K02335	bamn:BASU_2556
ko:K21416	bamn:BASU_0781
ko:K13615	bamn:BASU_2123
ko:K21417	bamn:BASU_0782
ko:K13281	bamn:BASU_3347
ko:K06607	bamn:BASU_3589
ko:K03293	bamn:BASU_3054
ko:K21405	bamn:BASU_0785
ko:K21464	bamn:BASU_3376
ko:K21481	bamn:BASU_0972
ko:K21465	bamn:BASU_2254
ko:K21467	bamn:BASU_0396
ko:K21468	bamn:BASU_2384
ko:K21567	bamn:BASU_0306
ko:K21487	bamn:BASU_1831
ko:K21601	bamn:BASU_0379
ko:K21487	bamn:BASU_1136
ko:K21567	bamn:BASU_2837
ko:K21600	bamn:BASU_2988
ko:K21488	bamn:BASU_1830
ko:K21745	bamn:BASU_0529
