ko:K11720	syq:SYNPCCP_2878
ko:K14228	syq:SYNPCCP_t0041
ko:K14237	syq:SYNPCCP_t0042
ko:K01485	syq:SYNPCCP_0952
ko:K16786	syq:SYNPCCP_1196
ko:K11331	syq:SYNPCCP_2736
ko:K16915	syq:SYNPCCP_2420
ko:K11328	syq:SYNPCCP_2732
ko:K03559	syq:SYNPCCP_0025
ko:K03559	syq:SYNPCCP_0383
ko:K03559	syq:SYNPCCP_2625
ko:K11991	syq:SYNPCCP_1187
ko:K04035	syq:SYNPCCP_0005
ko:K00218	syq:SYNPCCP_2616
ko:K14228	syq:SYNPCCP_t0007
ko:K02303	syq:SYNPCCP_2429
ko:K02006	syq:SYNPCCP_2417
ko:K16881	syq:SYNPCCP_2991
ko:K04035	syq:SYNPCCP_1644
ko:K11327	syq:SYNPCCP_2734
ko:K11330	syq:SYNPCCP_2733
ko:K11356	syq:SYNPCCP_1621
ko:K14606	syq:SYNPCCP_2800
ko:K08698	syq:SYNPCCP_0197
ko:K05586	syq:SYNPCCP_1522
ko:K00367	syq:SYNPCCP_0913
ko:K06596	syq:SYNPCCP_2057
ko:K02636	syq:SYNPCCP_1687
ko:K02636	syq:SYNPCCP_1053
ko:K02636	syq:SYNPCCP_3125
ko:K11520	syq:SYNPCCP_2394
ko:K11354	syq:SYNPCCP_2342
ko:K11355	syq:SYNPCCP_2343
ko:K11720	syq:SYNPCCP_1031
ko:K00988	syq:SYNPCCP_2860
ko:K17062	syq:SYNPCCP_1009
ko:K17063	syq:SYNPCCP_1192
ko:K17246	syq:SYNPCCP_1336
ko:K17108	syq:SYNPCCP_1087
ko:K17245	syq:SYNPCCP_0808
ko:K01537	syq:SYNPCCP_2779
ko:K01992	syq:SYNPCCP_1774
ko:K01992	syq:SYNPCCP_3169
ko:K01990	syq:SYNPCCP_0050
ko:K01990	syq:SYNPCCP_0784
ko:K01990	syq:SYNPCCP_2275
ko:K17244	syq:SYNPCCP_0780
ko:K00951	syq:SYNPCCP_1502
ko:K17218	syq:SYNPCCP_1021
ko:K07024	syq:SYNPCCP_1844
ko:K01537	syq:SYNPCCP_1562
ko:K01992	syq:SYNPCCP_2189
ko:K01992	syq:SYNPCCP_2163
ko:K01990	syq:SYNPCCP_2606
ko:K01990	syq:SYNPCCP_2164
ko:K00104	syq:SYNPCCP_2290
ko:K11527	syq:SYNPCCP_1509
ko:K10112	syq:SYNPCCP_0933
ko:K17686	syq:SYNPCCP_0692
ko:K10112	syq:SYNPCCP_3033
ko:K17836	syq:SYNPCCP_2695
ko:K02027	syq:SYNPCCP_1083
ko:K03292	syq:SYNPCCP_1681
ko:K00226	syq:SYNPCCP_2806
ko:K00971	syq:SYNPCCP_1685
ko:K02055	syq:SYNPCCP_1958
ko:K08700	syq:SYNPCCP_2287
ko:K00290	syq:SYNPCCP_2299
ko:K00254	syq:SYNPCCP_2921
ko:K07494	syq:SYNPCCP_0351
ko:K07494	syq:SYNPCCP_2777
ko:K01658	syq:SYNPCCP_2314
ko:K17758	syq:SYNPCCP_1735
ko:K17759	syq:SYNPCCP_1735
ko:K17838	syq:SYNPCCP_2724
ko:K07263	syq:SYNPCCP_1513
ko:K01791	syq:SYNPCCP_2662
ko:K00128	syq:SYNPCCP_2600
ko:K04749	syq:SYNPCCP_1076
ko:K07814	syq:SYNPCCP_1417
ko:K18007	syq:SYNPCCP_1518
ko:K13010	syq:SYNPCCP_1474
ko:K07494	syq:SYNPCCP_0109
ko:K07494	syq:SYNPCCP_1404
ko:K07494	syq:SYNPCCP_1575
ko:K07494	syq:SYNPCCP_1732
ko:K07494	syq:SYNPCCP_2025
ko:K07494	syq:SYNPCCP_2260
ko:K07494	syq:SYNPCCP_1459
ko:K07492	syq:SYNPCCP_1255
ko:K07492	syq:SYNPCCP_2787
ko:K13010	syq:SYNPCCP_0333
ko:K07814	syq:SYNPCCP_1195
ko:K07222	syq:SYNPCCP_2754
ko:K01286	syq:SYNPCCP_2002
ko:K00091	syq:SYNPCCP_0663
ko:K00436	syq:SYNPCCP_1515
ko:K06921	syq:SYNPCCP_1245
ko:K01768	syq:SYNPCCP_0393
ko:K18235	syq:SYNPCCP_2091
ko:K18234	syq:SYNPCCP_1603
ko:K02456	syq:SYNPCCP_2950
ko:K05568	syq:SYNPCCP_0678
ko:K11955	syq:SYNPCCP_1339
ko:K06196	syq:SYNPCCP_2370
ko:K02652	syq:SYNPCCP_2587
ko:K03969	syq:SYNPCCP_3128
ko:K07260	syq:SYNPCCP_2832
ko:K11326	syq:SYNPCCP_2735
ko:K07494	syq:SYNPCCP_1711
ko:K07494	syq:SYNPCCP_1710
ko:K07492	syq:SYNPCCP_0879
ko:K07492	syq:SYNPCCP_1152
ko:K07492	syq:SYNPCCP_1254
ko:K07492	syq:SYNPCCP_1343
ko:K07492	syq:SYNPCCP_1366
ko:K07492	syq:SYNPCCP_1523
ko:K07492	syq:SYNPCCP_2000
ko:K07492	syq:SYNPCCP_2016
ko:K07492	syq:SYNPCCP_2103
ko:K07492	syq:SYNPCCP_2104
ko:K03742	syq:SYNPCCP_2442
ko:K03462	syq:SYNPCCP_2729
ko:K01437	syq:SYNPCCP_0662
ko:K00681	syq:SYNPCCP_1694
ko:K18534	syq:SYNPCCP_1912
ko:K02659	syq:SYNPCCP_0625
ko:K00241	syq:SYNPCCP_2455
ko:K18678	syq:SYNPCCP_3061
ko:K05946	syq:SYNPCCP_1696
ko:K18828	syq:SYNPCCP_0436
ko:K18910	syq:SYNPCCP_1068
ko:K18829	syq:SYNPCCP_0437
ko:K18814	syq:SYNPCCP_1448
ko:K03789	syq:SYNPCCP_2208
ko:K05366	syq:SYNPCCP_2242
ko:K07171	syq:SYNPCCP_0338
ko:K07171	syq:SYNPCCP_0953
ko:K18829	syq:SYNPCCP_2366
ko:K07480	syq:SYNPCCP_1413
ko:K07389	syq:SYNPCCP_3058
ko:K11811	syq:SYNPCCP_1831
ko:K07480	syq:SYNPCCP_0786
ko:K07480	syq:SYNPCCP_0598
ko:K09932	syq:SYNPCCP_2334
ko:K07480	syq:SYNPCCP_1256
ko:K09797	syq:SYNPCCP_1275
ko:K03496	syq:SYNPCCP_2684
ko:K03502	syq:SYNPCCP_2731
ko:K03111	syq:SYNPCCP_2884
ko:K03496	syq:SYNPCCP_2887
ko:K11521	syq:SYNPCCP_0869
ko:K01665	syq:SYNPCCP_1640
ko:K03668	syq:SYNPCCP_2562
ko:K07495	syq:SYNPCCP_1579
ko:K02663	syq:SYNPCCP_1700
ko:K18979	syq:SYNPCCP_0991
ko:K19032	syq:SYNPCCP_2509
ko:K02664	syq:SYNPCCP_1701
ko:K16149	syq:SYNPCCP_3035
ko:K19159	syq:SYNPCCP_1890
ko:K19159	syq:SYNPCCP_1464
ko:K19155	syq:SYNPCCP_0094
ko:K19156	syq:SYNPCCP_0093
ko:K19221	syq:SYNPCCP_1359
ko:K19159	syq:SYNPCCP_1900
ko:K01046	syq:SYNPCCP_0828
ko:K00002	syq:SYNPCCP_1827
ko:K08678	syq:SYNPCCP_1535
ko:K01710	syq:SYNPCCP_2554
ko:K05978	syq:SYNPCCP_3032
ko:K01621	syq:SYNPCCP_3100
ko:K00020	syq:SYNPCCP_2267
ko:K19302	syq:SYNPCCP_2523
ko:K09690	syq:SYNPCCP_3143
ko:K07495	syq:SYNPCCP_0523
ko:K03722	syq:SYNPCCP_0041
ko:K07496	syq:SYNPCCP_1293
ko:K07497	syq:SYNPCCP_1458
ko:K07492	syq:SYNPCCP_2747
ko:K07493	syq:SYNPCCP_2772
ko:K07494	syq:SYNPCCP_0042
ko:K07494	syq:SYNPCCP_0389
ko:K07494	syq:SYNPCCP_3029
ko:K07494	syq:SYNPCCP_3028
ko:K07494	syq:SYNPCCP_2268
ko:K07494	syq:SYNPCCP_2776
ko:K07494	syq:SYNPCCP_2294
ko:K07494	syq:SYNPCCP_2197
ko:K07494	syq:SYNPCCP_1753
ko:K07494	syq:SYNPCCP_1559
ko:K07494	syq:SYNPCCP_1558
ko:K07494	syq:SYNPCCP_1472
ko:K07494	syq:SYNPCCP_1220
ko:K07494	syq:SYNPCCP_0996
ko:K07492	syq:SYNPCCP_0435
ko:K07492	syq:SYNPCCP_0471
ko:K07492	syq:SYNPCCP_0472
ko:K07492	syq:SYNPCCP_0787
ko:K07492	syq:SYNPCCP_0788
ko:K07492	syq:SYNPCCP_2623
ko:K07492	syq:SYNPCCP_2194
ko:K07492	syq:SYNPCCP_2228
ko:K07492	syq:SYNPCCP_2771
ko:K07492	syq:SYNPCCP_2775
ko:K02031	syq:SYNPCCP_0671
ko:K02032	syq:SYNPCCP_0671
ko:K07494	syq:SYNPCCP_1324
ko:K07492	syq:SYNPCCP_1999
ko:K07495	syq:SYNPCCP_1796
ko:K07013	syq:SYNPCCP_1971
ko:K07492	syq:SYNPCCP_2015
ko:K07492	syq:SYNPCCP_2746
ko:K07066	syq:SYNPCCP_2801
ko:K07494	syq:SYNPCCP_3110
ko:K05275	syq:SYNPCCP_1428
ko:K15669	syq:SYNPCCP_2221
ko:K09690	syq:SYNPCCP_0320
ko:K09691	syq:SYNPCCP_0324
ko:K09690	syq:SYNPCCP_1465
ko:K09691	syq:SYNPCCP_1466
ko:K19707	syq:SYNPCCP_2298
ko:K20024	syq:SYNPCCP_1680
ko:K05770	syq:SYNPCCP_2033
ko:K20074	syq:SYNPCCP_1094
ko:K12132	syq:SYNPCCP_0660
ko:K20207	syq:SYNPCCP_1768
ko:K20207	syq:SYNPCCP_1304
ko:K00507	syq:SYNPCCP_2536
ko:K09691	syq:SYNPCCP_3142
ko:K20534	syq:SYNPCCP_2869
ko:K18889	syq:SYNPCCP_2648
ko:K20534	syq:SYNPCCP_2036
ko:K18890	syq:SYNPCCP_0731
ko:K07242	syq:SYNPCCP_0682
ko:K01179	syq:SYNPCCP_2482
ko:K01214	syq:SYNPCCP_0122
ko:K01214	syq:SYNPCCP_1077
ko:K01208	syq:SYNPCCP_1232
ko:K02487	syq:SYNPCCP_0623
ko:K02487	syq:SYNPCCP_2576
ko:K21071	syq:SYNPCCP_0269
ko:K00525	syq:SYNPCCP_1758
ko:K01768	syq:SYNPCCP_1249
ko:K01768	syq:SYNPCCP_1303
ko:K21071	syq:SYNPCCP_2805
ko:K00821	syq:SYNPCCP_0584
ko:K21231	syq:SYNPCCP_2001
ko:K00526	syq:SYNPCCP_3144
ko:K02703	syq:SYNPCCP_0008
ko:K02335	syq:SYNPCCP_2783
ko:K21147	syq:SYNPCCP_1863
ko:K03465	syq:SYNPCCP_0498
ko:K06217	syq:SYNPCCP_0540
ko:K03553	syq:SYNPCCP_3149
ko:K02703	syq:SYNPCCP_3121
ko:K03546	syq:SYNPCCP_0456
ko:K03676	syq:SYNPCCP_0957
ko:K02703	syq:SYNPCCP_1654
ko:K07313	syq:SYNPCCP_1661
ko:K02715	syq:SYNPCCP_1055
ko:K06223	syq:SYNPCCP_1151
ko:K00558	syq:SYNPCCP_2244
ko:K02638	syq:SYNPCCP_2261
ko:K05371	syq:SYNPCCP_2689
ko:K03676	syq:SYNPCCP_2995
ko:K02706	syq:SYNPCCP_1223
ko:K02314	syq:SYNPCCP_2552
ko:K13522	syq:SYNPCCP_2728
ko:K02706	syq:SYNPCCP_2886
ko:K06223	syq:SYNPCCP_3045
ko:K02316	syq:SYNPCCP_1653
ko:K02022	syq:SYNPCCP_1688
ko:K03636	syq:SYNPCCP_1560
ko:K01090	syq:SYNPCCP_0195
ko:K11527	syq:SYNPCCP_1421
ko:K11527	syq:SYNPCCP_1308
ko:K11527	syq:SYNPCCP_1415
ko:K11527	syq:SYNPCCP_1416
ko:K11527	syq:SYNPCCP_1510
ko:K14333	syq:SYNPCCP_2654
ko:K22044	syq:SYNPCCP_0599
ko:K21480	syq:SYNPCCP_0288
ko:K21480	syq:SYNPCCP_1643
ko:K21430	syq:SYNPCCP_0445
ko:K21563	syq:SYNPCCP_3088
ko:K10026	syq:SYNPCCP_1135
ko:K10914	syq:SYNPCCP_1684
ko:K21703	syq:SYNPCCP_1347
ko:K21600	syq:SYNPCCP_2087
ko:K21561	syq:SYNPCCP_1434
ko:K10914	syq:SYNPCCP_0685
ko:K21703	syq:SYNPCCP_2837
ko:K13638	syq:SYNPCCP_2768
ko:K03741	syq:SYNPCCP_1832
ko:K22044	syq:SYNPCCP_2804
ko:K21903	syq:SYNPCCP_2741
ko:K22044	syq:SYNPCCP_0174
ko:K03595	syq:SYNPCCP_2056
ko:K08994	syq:SYNPCCP_0367
ko:K02257	syq:SYNPCCP_1605
ko:K03181	syq:SYNPCCP_0776
ko:K22305	syq:SYNPCCP_0073
ko:K02226	syq:SYNPCCP_0919
ko:K01551	syq:SYNPCCP_2582
ko:K11206	syq:SYNPCCP_2405
ko:K00728	syq:SYNPCCP_0459
ko:K01007	syq:SYNPCCP_2703
