ko:K07492	bsup:BSPT1_II0505
ko:K02488	bsup:BSPT1_II0564
ko:K11443	bsup:BSPT1_II0565
ko:K06140	bsup:BSPT1_II0567
ko:K02346	bsup:BSPT1_II0569
ko:K02342	bsup:BSPT1_II0577
ko:K00285	bsup:BSPT1_II0581
ko:K02030	bsup:BSPT1_II0582
ko:K02030	bsup:BSPT1_II0583
ko:K02073	bsup:BSPT1_I1989
ko:K07391	bsup:BSPT1_I1947
ko:K03642	bsup:BSPT1_I1949
ko:K09790	bsup:BSPT1_I1951
ko:K02040	bsup:BSPT1_I1952
ko:K02073	bsup:BSPT1_I1990
ko:K02037	bsup:BSPT1_I1953
ko:K02038	bsup:BSPT1_I1954
ko:K02036	bsup:BSPT1_I1955
ko:K02039	bsup:BSPT1_I1956
ko:K07657	bsup:BSPT1_I1957
ko:K04047	bsup:BSPT1_I1961
ko:K03789	bsup:BSPT1_I1964
ko:K06168	bsup:BSPT1_I1966
ko:K07042	bsup:BSPT1_I1969
ko:K03820	bsup:BSPT1_I1971
ko:K00789	bsup:BSPT1_I1973
ko:K03439	bsup:BSPT1_I1974
ko:K09748	bsup:BSPT1_I1975
ko:K02600	bsup:BSPT1_I1976
ko:K07742	bsup:BSPT1_I1978
ko:K02519	bsup:BSPT1_I1979
ko:K02834	bsup:BSPT1_I1980
ko:K03177	bsup:BSPT1_I1981
ko:K02956	bsup:BSPT1_I1982
ko:K00962	bsup:BSPT1_I1983
ko:K00564	bsup:BSPT1_I1984
ko:K00208	bsup:BSPT1_I1985
ko:K00647	bsup:BSPT1_I1986
ko:K01716	bsup:BSPT1_I1987
ko:K00376	bsup:BSPT1_II0239
ko:K00039	bsup:BSPT1_II0231
ko:K07218	bsup:BSPT1_II0240
ko:K02053	bsup:BSPT1_II0290
ko:K03585	bsup:BSPT1_II0295
ko:K01580	bsup:BSPT1_II0297
ko:K01425	bsup:BSPT1_II0301
ko:K01840	bsup:BSPT1_II0306
ko:K00088	bsup:BSPT1_II0309
ko:K04761	bsup:BSPT1_II0311
ko:K03781	bsup:BSPT1_II0312
ko:K03500	bsup:BSPT1_II0315
ko:K01243	bsup:BSPT1_II0317
ko:K01951	bsup:BSPT1_II0318
ko:K07230	bsup:BSPT1_II0334
ko:K07243	bsup:BSPT1_II0336
ko:K00925	bsup:BSPT1_II0339
ko:K03310	bsup:BSPT1_II0441
ko:K00651	bsup:BSPT1_II0443
ko:K07273	bsup:BSPT1_II0444
ko:K00648	bsup:BSPT1_II0445
ko:K00833	bsup:BSPT1_II0446
ko:K01935	bsup:BSPT1_II0447
ko:K00652	bsup:BSPT1_II0448
ko:K01012	bsup:BSPT1_II0449
ko:K03831	bsup:BSPT1_II0451
ko:K03500	bsup:BSPT1_II1245
ko:K08169	bsup:BSPT1_II0970
ko:K00602	bsup:BSPT1_II1249
ko:K06902	bsup:BSPT1_II1250
ko:K15371	bsup:BSPT1_II1251
ko:K08988	bsup:BSPT1_II1252
ko:K06872	bsup:BSPT1_II1253
ko:K03744	bsup:BSPT1_II1254
ko:K02959	bsup:BSPT1_II1256
ko:K04092	bsup:BSPT1_II1257
ko:K03106	bsup:BSPT1_II1258
ko:K01673	bsup:BSPT1_II1260
ko:K00868	bsup:BSPT1_II1261
ko:K00140	bsup:BSPT1_II1263
ko:K08311	bsup:BSPT1_II1268
ko:K03797	bsup:BSPT1_II1269
ko:K00783	bsup:BSPT1_II1272
ko:K09710	bsup:BSPT1_II1273
ko:K00969	bsup:BSPT1_II1275
ko:K00147	bsup:BSPT1_II1276
ko:K00931	bsup:BSPT1_II1277
ko:K03979	bsup:BSPT1_II1278
ko:K02899	bsup:BSPT1_II1283
ko:K02888	bsup:BSPT1_II1284
ko:K18676	bsup:BSPT1_II1301
ko:K09815	bsup:BSPT1_II1304
ko:K09817	bsup:BSPT1_II1305
ko:K09816	bsup:BSPT1_II1306
ko:K09823	bsup:BSPT1_II1307
ko:K02421	bsup:BSPT1_II1311
ko:K02400	bsup:BSPT1_II1312
ko:K02420	bsup:BSPT1_II1314
ko:K02389	bsup:BSPT1_II1315
ko:K06601	bsup:BSPT1_II1316
ko:K02914	bsup:BSPT1_II0974
ko:K03536	bsup:BSPT1_II0975
ko:K06602	bsup:BSPT1_II1317
ko:K02397	bsup:BSPT1_II1318
ko:K02396	bsup:BSPT1_II1319
ko:K02390	bsup:BSPT1_II1320
ko:K10565	bsup:BSPT1_II1323
ko:K10564	bsup:BSPT1_II1324
ko:K03217	bsup:BSPT1_II0976
ko:K02034	bsup:BSPT1_II0963
ko:K02033	bsup:BSPT1_II0964
ko:K02035	bsup:BSPT1_II0965
ko:K00059	bsup:BSPT1_II0966
ko:K00128	bsup:BSPT1_II0967
ko:K02072	bsup:BSPT1_II0911
ko:K02970	bsup:BSPT1_II0914
ko:K00325	bsup:BSPT1_II0919
ko:K00324	bsup:BSPT1_II0920
ko:K00324	bsup:BSPT1_II0921
ko:K07010	bsup:BSPT1_II0931
ko:K01470	bsup:BSPT1_II0937
ko:K06999	bsup:BSPT1_II0940
ko:K17247	bsup:BSPT1_II0942
ko:K10440	bsup:BSPT1_II0944
ko:K10440	bsup:BSPT1_II0945
ko:K10441	bsup:BSPT1_II0946
ko:K10439	bsup:BSPT1_II0947
ko:K02014	bsup:BSPT1_II0950
ko:K00799	bsup:BSPT1_II0953
ko:K15736	bsup:BSPT1_II0957
ko:K02342	bsup:BSPT1_II0958
ko:K02433	bsup:BSPT1_II0960
ko:K06131	bsup:BSPT1_II1011
ko:K02837	bsup:BSPT1_II1015
ko:K13038	bsup:BSPT1_II1016
ko:K03688	bsup:BSPT1_II1017
ko:K03183	bsup:BSPT1_II1018
ko:K00761	bsup:BSPT1_II1019
ko:K03745	bsup:BSPT1_II1020
ko:K07304	bsup:BSPT1_II1021
ko:K00135	bsup:BSPT1_II1028
ko:K02034	bsup:BSPT1_II1032
ko:K02033	bsup:BSPT1_II1033
ko:K00627	bsup:BSPT1_II1036
ko:K02035	bsup:BSPT1_II1037
ko:K11381	bsup:BSPT1_II1038
ko:K00074	bsup:BSPT1_II1039
ko:K06446	bsup:BSPT1_II1041
ko:K01434	bsup:BSPT1_II1042
ko:K02035	bsup:BSPT1_II1043
ko:K02033	bsup:BSPT1_II1044
ko:K02034	bsup:BSPT1_II1045
ko:K02035	bsup:BSPT1_II1050
ko:K02033	bsup:BSPT1_II1051
ko:K02034	bsup:BSPT1_II1052
ko:K01426	bsup:BSPT1_II1056
ko:K01426	bsup:BSPT1_II1057
ko:K11078	bsup:BSPT1_II1059
ko:K01845	bsup:BSPT1_II1064
ko:K02049	bsup:BSPT1_II1377
ko:K02050	bsup:BSPT1_II1378
ko:K01999	bsup:BSPT1_II1382
ko:K16087	bsup:BSPT1_II1380
ko:K01998	bsup:BSPT1_II1384
ko:K01997	bsup:BSPT1_II1383
ko:K01995	bsup:BSPT1_II1385
ko:K01996	bsup:BSPT1_II1386
ko:K02051	bsup:BSPT1_II1376
ko:K03777	bsup:BSPT1_II1070
ko:K00135	bsup:BSPT1_II1080
ko:K01247	bsup:BSPT1_II1084
ko:K01894	bsup:BSPT1_II1085
ko:K01638	bsup:BSPT1_II1086
ko:K03823	bsup:BSPT1_II1087
ko:K03089	bsup:BSPT1_II1088
ko:K01999	bsup:BSPT1_II1217
ko:K01996	bsup:BSPT1_II1219
ko:K01996	bsup:BSPT1_II1220
ko:K06180	bsup:BSPT1_II1089
ko:K03711	bsup:BSPT1_II1092
ko:K03088	bsup:BSPT1_II1098
ko:K03561	bsup:BSPT1_II1106
ko:K03559	bsup:BSPT1_II1107
ko:K03832	bsup:BSPT1_II1108
ko:K05685	bsup:BSPT1_II1110
ko:K13888	bsup:BSPT1_II1111
ko:K05800	bsup:BSPT1_II1113
ko:K01939	bsup:BSPT1_II1119
ko:K00058	bsup:BSPT1_II1121
ko:K01588	bsup:BSPT1_II1180
ko:K01589	bsup:BSPT1_II1181
ko:K02919	bsup:BSPT1_II1182
ko:K00873	bsup:BSPT1_II1184
ko:K15738	bsup:BSPT1_II1188
ko:K00949	bsup:BSPT1_II1191
ko:K02064	bsup:BSPT1_II1192
ko:K02063	bsup:BSPT1_II1193
ko:K02062	bsup:BSPT1_II1194
ko:K03089	bsup:BSPT1_II1197
ko:K07736	bsup:BSPT1_II1199
ko:K01995	bsup:BSPT1_II1221
ko:K05524	bsup:BSPT1_II1200
ko:K04762	bsup:BSPT1_II1202
ko:K17675	bsup:BSPT1_II1203
ko:K00626	bsup:BSPT1_II1205
ko:K02911	bsup:BSPT1_II1208
ko:K03814	bsup:BSPT1_II1209
ko:K00795	bsup:BSPT1_II1210
ko:K00019	bsup:BSPT1_II1212
ko:K01958	bsup:BSPT1_II1214
ko:K01999	bsup:BSPT1_II1215
ko:K02557	bsup:BSPT1_II1325
ko:K02409	bsup:BSPT1_II1328
ko:K02406	bsup:BSPT1_II1330
ko:K10543	bsup:BSPT1_II1336
ko:K10545	bsup:BSPT1_II1338
ko:K10544	bsup:BSPT1_II1339
ko:K02510	bsup:BSPT1_II1343
ko:K02509	bsup:BSPT1_II1345
ko:K00151	bsup:BSPT1_II1348
ko:K01826	bsup:BSPT1_II1349
ko:K07025	bsup:BSPT1_II1354
ko:K01999	bsup:BSPT1_II1362
ko:K01997	bsup:BSPT1_II1363
ko:K01995	bsup:BSPT1_II1364
ko:K01998	bsup:BSPT1_II1364
ko:K01996	bsup:BSPT1_II1365
ko:K07090	bsup:BSPT1_II1367
ko:K03710	bsup:BSPT1_II1368
ko:K02027	bsup:BSPT1_II1369
ko:K02026	bsup:BSPT1_II1370
ko:K02025	bsup:BSPT1_II1371
ko:K10112	bsup:BSPT1_II1372
ko:K03978	bsup:BSPT1_II0977
ko:K00930	bsup:BSPT1_II0978
ko:K07025	bsup:BSPT1_II0979
ko:K06966	bsup:BSPT1_II0980
ko:K00674	bsup:BSPT1_II0981
ko:K01439	bsup:BSPT1_II0983
ko:K06173	bsup:BSPT1_II0985
ko:K00604	bsup:BSPT1_II0986
ko:K01462	bsup:BSPT1_II0987
ko:K09760	bsup:BSPT1_II0988
ko:K07401	bsup:BSPT1_II0989
ko:K07461	bsup:BSPT1_II0990
ko:K03596	bsup:BSPT1_II0991
ko:K00329	bsup:BSPT1_II0993
ko:K00356	bsup:BSPT1_II0993
ko:K06153	bsup:BSPT1_II0994
ko:K00799	bsup:BSPT1_II0995
ko:K07261	bsup:BSPT1_II0998
ko:K01734	bsup:BSPT1_II0999
ko:K00845	bsup:BSPT1_II1000
ko:K06147	bsup:BSPT1_II1001
ko:K00215	bsup:BSPT1_II1002
ko:K01834	bsup:BSPT1_II1003
ko:K04719	bsup:BSPT1_II1006
ko:K00154	bsup:BSPT1_II1009
ko:K00862	bsup:BSPT1_II0805
ko:K01624	bsup:BSPT1_II0813
ko:K03841	bsup:BSPT1_II0814
ko:K06207	bsup:BSPT1_II0816
ko:K06213	bsup:BSPT1_II0817
ko:K01284	bsup:BSPT1_II0818
ko:K01644	bsup:BSPT1_II0821
ko:K01644	bsup:BSPT1_II0822
ko:K01704	bsup:BSPT1_II0823
ko:K00133	bsup:BSPT1_II0827
ko:K10778	bsup:BSPT1_II0830
ko:K00052	bsup:BSPT1_II0831
ko:K09791	bsup:BSPT1_II0833
ko:K07157	bsup:BSPT1_II0834
ko:K05838	bsup:BSPT1_II0835
ko:K15586	bsup:BSPT1_II0741
ko:K15585	bsup:BSPT1_II0742
ko:K15584	bsup:BSPT1_II0743
ko:K07722	bsup:BSPT1_II0744
ko:K01708	bsup:BSPT1_II0745
ko:K01708	bsup:BSPT1_II0746
ko:K02053	bsup:BSPT1_II0747
ko:K02054	bsup:BSPT1_II0748
ko:K02433	bsup:BSPT1_II0959
ko:K02055	bsup:BSPT1_II0751
ko:K00040	bsup:BSPT1_II0752
ko:K00040	bsup:BSPT1_II0753
ko:K01812	bsup:BSPT1_II0754
ko:K01686	bsup:BSPT1_II0756
ko:K03453	bsup:BSPT1_II1124
ko:K06199	bsup:BSPT1_II0760
ko:K06199	bsup:BSPT1_II0761
ko:K03431	bsup:BSPT1_II1126
ko:K09137	bsup:BSPT1_II0762
ko:K13582	bsup:BSPT1_II0764
ko:K07090	bsup:BSPT1_II0765
ko:K06953	bsup:BSPT1_II0767
ko:K03724	bsup:BSPT1_II0768
ko:K00459	bsup:BSPT1_II0772
ko:K03427	bsup:BSPT1_II0780
ko:K03798	bsup:BSPT1_II1127
ko:K04075	bsup:BSPT1_II1128
ko:K01154	bsup:BSPT1_II0781
ko:K01153	bsup:BSPT1_II0782
ko:K07043	bsup:BSPT1_II0783
ko:K17202	bsup:BSPT1_II0798
ko:K17203	bsup:BSPT1_II0800
ko:K17204	bsup:BSPT1_II0801
ko:K01628	bsup:BSPT1_II1067
ko:K00831	bsup:BSPT1_II1123
ko:K03640	bsup:BSPT1_II1131
ko:K03641	bsup:BSPT1_II1132
ko:K03560	bsup:BSPT1_II1134
ko:K03562	bsup:BSPT1_II1135
ko:K07107	bsup:BSPT1_II1136
ko:K03551	bsup:BSPT1_II1137
ko:K03550	bsup:BSPT1_II1138
ko:K01159	bsup:BSPT1_II1139
ko:K13592	bsup:BSPT1_II1140
ko:K00788	bsup:BSPT1_II1143
ko:K07126	bsup:BSPT1_II1144
ko:K02356	bsup:BSPT1_II1145
ko:K01092	bsup:BSPT1_II1146
ko:K02557	bsup:BSPT1_II1148
ko:K06147	bsup:BSPT1_II1149
ko:K02909	bsup:BSPT1_II1150
ko:K03523	bsup:BSPT1_II1154
ko:K09706	bsup:BSPT1_II1155
ko:K09769	bsup:BSPT1_II1157
ko:K01934	bsup:BSPT1_II1158
ko:K09888	bsup:BSPT1_II1159
ko:K03643	bsup:BSPT1_II1236
ko:K01869	bsup:BSPT1_II1237
ko:K06997	bsup:BSPT1_II1238
ko:K01895	bsup:BSPT1_II1241
ko:K03799	bsup:BSPT1_II1244
ko:K00615	bsup:BSPT1_II1162
ko:K00134	bsup:BSPT1_II1163
ko:K00927	bsup:BSPT1_II1164
ko:K01908	bsup:BSPT1_II1166
ko:K09987	bsup:BSPT1_II1171
ko:K01998	bsup:BSPT1_II1222
ko:K01997	bsup:BSPT1_II1223
ko:K12658	bsup:BSPT1_II1224
ko:K00285	bsup:BSPT1_II1225
ko:K06075	bsup:BSPT1_II1227
ko:K02114	bsup:BSPT1_II1228
ko:K02112	bsup:BSPT1_II1229
ko:K02115	bsup:BSPT1_II1230
ko:K02111	bsup:BSPT1_II1231
ko:K02113	bsup:BSPT1_II1232
ko:K04066	bsup:BSPT1_II1234
ko:K00616	bsup:BSPT1_II1235
ko:K06886	bsup:BSPT1_II0840
ko:K01476	bsup:BSPT1_II0842
ko:K10680	bsup:BSPT1_II0844
ko:K10680	bsup:BSPT1_II0845
ko:K06959	bsup:BSPT1_II0847
ko:K00128	bsup:BSPT1_II0851
ko:K01433	bsup:BSPT1_II0852
ko:K01443	bsup:BSPT1_II0854
ko:K00820	bsup:BSPT1_II0855
ko:K03710	bsup:BSPT1_II0856
ko:K00101	bsup:BSPT1_II0864
ko:K01775	bsup:BSPT1_II0867
ko:K00285	bsup:BSPT1_II0868
ko:K00822	bsup:BSPT1_II0870
ko:K05836	bsup:BSPT1_II0871
ko:K01468	bsup:BSPT1_II0874
ko:K01745	bsup:BSPT1_II0875
ko:K01479	bsup:BSPT1_II0876
ko:K01712	bsup:BSPT1_II0877
ko:K09975	bsup:BSPT1_II0878
ko:K00824	bsup:BSPT1_II0879
ko:K10547	bsup:BSPT1_II0880
ko:K10548	bsup:BSPT1_II0881
ko:K10546	bsup:BSPT1_II0883
ko:K01631	bsup:BSPT1_II0884
ko:K00883	bsup:BSPT1_II0885
ko:K01687	bsup:BSPT1_II0886
ko:K01652	bsup:BSPT1_II0890
ko:K01652	bsup:BSPT1_II0891
ko:K01266	bsup:BSPT1_II0895
ko:K09969	bsup:BSPT1_II0896
ko:K01999	bsup:BSPT1_II0902
ko:K01995	bsup:BSPT1_II0903
ko:K01996	bsup:BSPT1_II0904
ko:K01997	bsup:BSPT1_II0905
ko:K01998	bsup:BSPT1_II0906
ko:K02073	bsup:BSPT1_II0909
ko:K02071	bsup:BSPT1_II0910
ko:K11209	bsup:BSPT1_I1090
ko:K22616	bsup:BSPT1_I1587
ko:K00249	bsup:BSPT1_I1303
ko:K00001	bsup:BSPT1_II0673
ko:K00065	bsup:BSPT1_II0927
ko:K00076	bsup:BSPT1_I1657
ko:K01144	bsup:BSPT1_I1417
ko:K11079	bsup:BSPT1_II1060
ko:K00108	bsup:BSPT1_I1166
ko:K04771	bsup:BSPT1_I1106
ko:K19270	bsup:BSPT1_I0858
ko:K21686	bsup:BSPT1_I0523
ko:K11077	bsup:BSPT1_II1058
ko:K14226	bsup:BSPT1_I1639
ko:K03446	bsup:BSPT1_II0083
ko:K00108	bsup:BSPT1_I1673
ko:K13010	bsup:BSPT1_I1196
ko:K05799	bsup:BSPT1_II0138
ko:K07498	bsup:BSPT1_II1290
ko:K01252	bsup:BSPT1_II1406
ko:K01252	bsup:BSPT1_II1407
ko:K02363	bsup:BSPT1_II1408
ko:K02361	bsup:BSPT1_II1409
ko:K02364	bsup:BSPT1_II1410
ko:K03088	bsup:BSPT1_II1414
ko:K01999	bsup:BSPT1_II1417
ko:K01997	bsup:BSPT1_II1418
ko:K00852	bsup:BSPT1_II1397
ko:K02057	bsup:BSPT1_II1399
ko:K01998	bsup:BSPT1_II1419
ko:K02057	bsup:BSPT1_II1400
ko:K02056	bsup:BSPT1_II1401
ko:K07335	bsup:BSPT1_II1402
ko:K01995	bsup:BSPT1_II1420
ko:K02362	bsup:BSPT1_II1404
ko:K01996	bsup:BSPT1_II1421
ko:K00216	bsup:BSPT1_II1405
ko:K00059	bsup:BSPT1_II1423
ko:K14234	bsup:BSPT1_I0281
ko:K14219	bsup:BSPT1_I0296
ko:K14232	bsup:BSPT1_I0995
ko:K14233	bsup:BSPT1_I1080
ko:K01980	bsup:BSPT1_II1075
ko:K01980	bsup:BSPT1_II1297
ko:K01161	bsup:BSPT1_II0573
ko:K14233	bsup:BSPT1_II0512
ko:K03111	bsup:BSPT1_I0606
ko:K03497	bsup:BSPT1_I1872
ko:K03496	bsup:BSPT1_I1873
ko:K03196	bsup:BSPT1_II0027
ko:K03204	bsup:BSPT1_II0029
ko:K03203	bsup:BSPT1_II0030
ko:K03201	bsup:BSPT1_II0031
ko:K03194	bsup:BSPT1_II0036
ko:K07473	bsup:BSPT1_II0333
ko:K04565	bsup:BSPT1_II0641
ko:K00446	bsup:BSPT1_II1347
ko:K00335	bsup:BSPT1_I0909
ko:K16898	bsup:BSPT1_I1918
ko:K03497	bsup:BSPT1_II1392
ko:K03496	bsup:BSPT1_II1391
ko:K00336	bsup:BSPT1_I0908
ko:K19055	bsup:BSPT1_II0836
ko:K14224	bsup:BSPT1_II1091
ko:K01980	bsup:BSPT1_I1678
ko:K09472	bsup:BSPT1_II1359
ko:K00020	bsup:BSPT1_I0385
ko:K02483	bsup:BSPT1_II0194
ko:K18979	bsup:BSPT1_II0996
ko:K03526	bsup:BSPT1_II1211
ko:K03761	bsup:BSPT1_I1486
ko:K03761	bsup:BSPT1_I1487
ko:K16899	bsup:BSPT1_I1917
ko:K07483	bsup:BSPT1_II0509
ko:K07484	bsup:BSPT1_II0508
ko:K02483	bsup:BSPT1_I1105
ko:K00611	bsup:BSPT1_I0324
ko:K18996	bsup:BSPT1_II1393
ko:K00344	bsup:BSPT1_II0524
ko:K02032	bsup:BSPT1_II0961
ko:K13642	bsup:BSPT1_II0264
ko:K00875	bsup:BSPT1_II0232
ko:K02032	bsup:BSPT1_II0357
ko:K02032	bsup:BSPT1_II1030
ko:K00020	bsup:BSPT1_I0765
ko:K04747	bsup:BSPT1_II0210
ko:K00529	bsup:BSPT1_II0668
ko:K00798	bsup:BSPT1_I1792
ko:K01621	bsup:BSPT1_II0338
ko:K01239	bsup:BSPT1_II1398
ko:K19181	bsup:BSPT1_I1864
ko:K00102	bsup:BSPT1_I1442
ko:K01710	bsup:BSPT1_II0792
ko:K01710	bsup:BSPT1_II0793
ko:K22468	bsup:BSPT1_I0319
ko:K02032	bsup:BSPT1_II0721
ko:K19233	bsup:BSPT1_II1280
ko:K19233	bsup:BSPT1_II1279
ko:K01985	bsup:BSPT1_I1676
ko:K01985	bsup:BSPT1_II1073
ko:K01985	bsup:BSPT1_II1295
ko:K00344	bsup:BSPT1_II0344
ko:K08678	bsup:BSPT1_II0491
ko:K12448	bsup:BSPT1_II0492
ko:K19221	bsup:BSPT1_I0395
ko:K07497	bsup:BSPT1_I1201
ko:K01992	bsup:BSPT1_I1383
ko:K01992	bsup:BSPT1_II0423
ko:K07497	bsup:BSPT1_I1200
ko:K07497	bsup:BSPT1_II1025
ko:K07497	bsup:BSPT1_II1071
ko:K19342	bsup:BSPT1_II0243
ko:K06041	bsup:BSPT1_II0041
ko:K02032	bsup:BSPT1_II1047
ko:K11080	bsup:BSPT1_II1063
ko:K04771	bsup:BSPT1_I1425
ko:K00001	bsup:BSPT1_II0354
ko:K07498	bsup:BSPT1_II1286
ko:K11080	bsup:BSPT1_II1061
ko:K07492	bsup:BSPT1_I1183
ko:K19339	bsup:BSPT1_II0238
ko:K19340	bsup:BSPT1_II0241
ko:K19341	bsup:BSPT1_II0242
ko:K02032	bsup:BSPT1_II1054
ko:K02031	bsup:BSPT1_II1046
ko:K02031	bsup:BSPT1_II1031
ko:K02031	bsup:BSPT1_II0962
ko:K07344	bsup:BSPT1_II0322
ko:K00525	bsup:BSPT1_II0278
ko:K00525	bsup:BSPT1_I0671
ko:K09386	bsup:BSPT1_I0305
ko:K17686	bsup:BSPT1_I0218
ko:K19713	bsup:BSPT1_II0310
ko:K07102	bsup:BSPT1_I1915
ko:K19689	bsup:BSPT1_I1960
ko:K00992	bsup:BSPT1_I1916
ko:K01977	bsup:BSPT1_I1681
ko:K01977	bsup:BSPT1_II1078
ko:K01977	bsup:BSPT1_II1300
ko:K17722	bsup:BSPT1_I0304
ko:K19777	bsup:BSPT1_II0302
ko:K14218	bsup:BSPT1_I1808
ko:K14237	bsup:BSPT1_II0011
ko:K14229	bsup:BSPT1_II0540
ko:K14222	bsup:BSPT1_II0571
ko:K14220	bsup:BSPT1_II0578
ko:K14233	bsup:BSPT1_II1024
ko:K00799	bsup:BSPT1_I0764
ko:K08744	bsup:BSPT1_I1022
ko:K07147	bsup:BSPT1_II0941
ko:K19802	bsup:BSPT1_I0696
ko:K07497	bsup:BSPT1_I1186
ko:K14221	bsup:BSPT1_I0916
ko:K14221	bsup:BSPT1_II0285
ko:K14229	bsup:BSPT1_I1370
ko:K14230	bsup:BSPT1_I1507
ko:K14230	bsup:BSPT1_I1637
ko:K14230	bsup:BSPT1_I1675
ko:K14230	bsup:BSPT1_II1294
ko:K14230	bsup:BSPT1_II1072
ko:K09796	bsup:BSPT1_I0049
ko:K20265	bsup:BSPT1_II0300
ko:K20266	bsup:BSPT1_II0323
ko:K02483	bsup:BSPT1_II0433
ko:K06075	bsup:BSPT1_II0429
ko:K14219	bsup:BSPT1_I0751
ko:K14219	bsup:BSPT1_I0993
ko:K14219	bsup:BSPT1_I1854
ko:K14228	bsup:BSPT1_I0820
ko:K14228	bsup:BSPT1_I1766
ko:K14237	bsup:BSPT1_I0918
ko:K14223	bsup:BSPT1_I1203
ko:K14231	bsup:BSPT1_I0270
ko:K14225	bsup:BSPT1_I0452
ko:K14232	bsup:BSPT1_I0195
ko:K14236	bsup:BSPT1_I0451
ko:K14232	bsup:BSPT1_I0939
ko:K14225	bsup:BSPT1_I0749
ko:K00526	bsup:BSPT1_II0279
ko:K14234	bsup:BSPT1_I0778
ko:K14234	bsup:BSPT1_II0774
ko:K14223	bsup:BSPT1_I1655
ko:K14233	bsup:BSPT1_II1285
ko:K14228	bsup:BSPT1_II1004
ko:K14224	bsup:BSPT1_I0423
ko:K14225	bsup:BSPT1_II0838
ko:K14225	bsup:BSPT1_II0971
ko:K14235	bsup:BSPT1_I0455
ko:K14228	bsup:BSPT1_I0625
ko:K14228	bsup:BSPT1_I0630
ko:K14228	bsup:BSPT1_I0663
ko:K14237	bsup:BSPT1_I0752
ko:K20539	bsup:BSPT1_II1079
ko:K03200	bsup:BSPT1_II0032
ko:K03198	bsup:BSPT1_II0034
ko:K03197	bsup:BSPT1_II0035
ko:K03296	bsup:BSPT1_I0298
ko:K03199	bsup:BSPT1_II0033
ko:K03195	bsup:BSPT1_II0028
ko:K11529	bsup:BSPT1_I1355
ko:K16011	bsup:BSPT1_II0305
ko:K21054	bsup:BSPT1_II0806
ko:K21062	bsup:BSPT1_II0204
ko:K21137	bsup:BSPT1_II0858
ko:K00821	bsup:BSPT1_I0323
ko:K07497	bsup:BSPT1_I1198
ko:K21136	bsup:BSPT1_II0859
ko:K13609	bsup:BSPT1_II0205
ko:K21134	bsup:BSPT1_II0857
ko:K01286	bsup:BSPT1_I0538
ko:K06904	bsup:BSPT1_I1131
ko:K02316	bsup:BSPT1_I1513
ko:K01286	bsup:BSPT1_I0638
ko:K03553	bsup:BSPT1_I0505
ko:K02314	bsup:BSPT1_I1265
ko:K03676	bsup:BSPT1_I1695
ko:K06952	bsup:BSPT1_I1053
ko:K00287	bsup:BSPT1_I1429
ko:K00560	bsup:BSPT1_I1430
ko:K09882	bsup:BSPT1_I1838
ko:K01286	bsup:BSPT1_I1851
ko:K06191	bsup:BSPT1_II0276
ko:K06217	bsup:BSPT1_I1968
ko:K01520	bsup:BSPT1_II1112
ko:K02483	bsup:BSPT1_I1113
ko:K01740	bsup:BSPT1_I0923
ko:K01738	bsup:BSPT1_I0923
ko:K01802	bsup:BSPT1_I0614
ko:K09017	bsup:BSPT1_I0301
ko:K09806	bsup:BSPT1_I1559
ko:K01139	bsup:BSPT1_I1066
ko:K02335	bsup:BSPT1_I0122
ko:K00015	bsup:BSPT1_I1992
ko:K07497	bsup:BSPT1_I0987
ko:K01649	bsup:BSPT1_I1042
ko:K02483	bsup:BSPT1_II0193
ko:K21420	bsup:BSPT1_I0963
ko:K21470	bsup:BSPT1_I0956
ko:K21470	bsup:BSPT1_I0753
ko:K01420	bsup:BSPT1_I1064
ko:K21603	bsup:BSPT1_II1321
ko:K21564	bsup:BSPT1_II0245
ko:K21697	bsup:BSPT1_II0087
ko:K21564	bsup:BSPT1_II0224
ko:K21832	bsup:BSPT1_I1495
ko:K19591	bsup:BSPT1_I0219
ko:K21910	bsup:BSPT1_II0811
ko:K21948	bsup:BSPT1_II0111
ko:K21929	bsup:BSPT1_I1070
ko:K21929	bsup:BSPT1_I1096
ko:K05802	bsup:BSPT1_I0379
ko:K22025	bsup:BSPT1_II0108
ko:K22131	bsup:BSPT1_II0110
ko:K22130	bsup:BSPT1_II0107
ko:K08319	bsup:BSPT1_II0112
ko:K03595	bsup:BSPT1_I1056
ko:K00304	bsup:BSPT1_I0227
ko:K00302	bsup:BSPT1_I0228
ko:K00302	bsup:BSPT1_I0229
ko:K22187	bsup:BSPT1_I0207
ko:K22310	bsup:BSPT1_I0147
ko:K11991	bsup:BSPT1_II0164
ko:K02257	bsup:BSPT1_I1248
ko:K11206	bsup:BSPT1_I1694
ko:K00424	bsup:BSPT1_II0467
ko:K22548	bsup:BSPT1_I0361
