ko:K01006	lmz:LMOSLCC2482_1929
ko:K00756	lmz:LMOSLCC2482_2049
ko:K02529	lmz:LMOSLCC2482_2050
ko:K05346	lmz:LMOSLCC2482_2052
ko:K00656	lmz:LMOSLCC2482_1978
ko:K07007	lmz:LMOSLCC2482_1979
ko:K06973	lmz:LMOSLCC2482_1980
ko:K00800	lmz:LMOSLCC2482_1984
ko:K00817	lmz:LMOSLCC2482_1986
ko:K06208	lmz:LMOSLCC2482_1987
ko:K01735	lmz:LMOSLCC2482_1988
ko:K01736	lmz:LMOSLCC2482_1989
ko:K00940	lmz:LMOSLCC2482_1990
ko:K03183	lmz:LMOSLCC2482_1992
ko:K01495	lmz:LMOSLCC2482_1994
ko:K03530	lmz:LMOSLCC2482_1995
ko:K00057	lmz:LMOSLCC2482_1997
ko:K03977	lmz:LMOSLCC2482_1998
ko:K02945	lmz:LMOSLCC2482_1999
ko:K00945	lmz:LMOSLCC2482_2000
ko:K03654	lmz:LMOSLCC2482_2003
ko:K07651	lmz:LMOSLCC2482_2010
ko:K07775	lmz:LMOSLCC2482_2011
ko:K06178	lmz:LMOSLCC2482_2012
ko:K06024	lmz:LMOSLCC2482_2013
ko:K05896	lmz:LMOSLCC2482_2014
ko:K01586	lmz:LMOSLCC2482_2015
ko:K11068	lmz:LMOSLCC2482_1926
ko:K09773	lmz:LMOSLCC2482_1928
ko:K00563	lmz:LMOSLCC2482_1934
ko:K15738	lmz:LMOSLCC2482_1937
ko:K01938	lmz:LMOSLCC2482_1938
ko:K03704	lmz:LMOSLCC2482_1940
ko:K16169	lmz:LMOSLCC2482_1945
ko:K03816	lmz:LMOSLCC2482_1946
ko:K01299	lmz:LMOSLCC2482_1947
ko:K07444	lmz:LMOSLCC2482_1948
ko:K05366	lmz:LMOSLCC2482_1953
ko:K10773	lmz:LMOSLCC2482_1955
ko:K01893	lmz:LMOSLCC2482_1957
ko:K00812	lmz:LMOSLCC2482_1958
ko:K01579	lmz:LMOSLCC2482_1961
ko:K01918	lmz:LMOSLCC2482_1962
ko:K00606	lmz:LMOSLCC2482_1963
ko:K03524	lmz:LMOSLCC2482_1965
ko:K01734	lmz:LMOSLCC2482_1967
ko:K00215	lmz:LMOSLCC2482_1968
ko:K01624	lmz:LMOSLCC2482_2196
ko:K01624	lmz:LMOSLCC2482_2197
ko:K03710	lmz:LMOSLCC2482_2208
ko:K03671	lmz:LMOSLCC2482_2216
ko:K08177	lmz:LMOSLCC2482_2235
ko:K11717	lmz:LMOSLCC2482_2414
ko:K09015	lmz:LMOSLCC2482_2415
ko:K09013	lmz:LMOSLCC2482_2416
ko:K02073	lmz:LMOSLCC2482_2418
ko:K02072	lmz:LMOSLCC2482_2419
ko:K02071	lmz:LMOSLCC2482_2420
ko:K02437	lmz:LMOSLCC2482_2427
ko:K05837	lmz:LMOSLCC2482_2429
ko:K05837	lmz:LMOSLCC2482_2430
ko:K02013	lmz:LMOSLCC2482_2431
ko:K02015	lmz:LMOSLCC2482_2432
ko:K02016	lmz:LMOSLCC2482_2433
ko:K03664	lmz:LMOSLCC2482_2451
ko:K12573	lmz:LMOSLCC2482_2452
ko:K03928	lmz:LMOSLCC2482_2453
ko:K03075	lmz:LMOSLCC2482_2454
ko:K01689	lmz:LMOSLCC2482_2458
ko:K15633	lmz:LMOSLCC2482_2459
ko:K06131	lmz:LMOSLCC2482_2507
ko:K09811	lmz:LMOSLCC2482_2510
ko:K09812	lmz:LMOSLCC2482_2511
ko:K02836	lmz:LMOSLCC2482_2513
ko:K03070	lmz:LMOSLCC2482_2514
ko:K05946	lmz:LMOSLCC2482_2525
ko:K02372	lmz:LMOSLCC2482_2528
ko:K03569	lmz:LMOSLCC2482_2529
ko:K00790	lmz:LMOSLCC2482_2530
ko:K02114	lmz:LMOSLCC2482_2532
ko:K02112	lmz:LMOSLCC2482_2533
ko:K02115	lmz:LMOSLCC2482_2534
ko:K02111	lmz:LMOSLCC2482_2535
ko:K02113	lmz:LMOSLCC2482_2536
ko:K02109	lmz:LMOSLCC2482_2537
ko:K02110	lmz:LMOSLCC2482_2538
ko:K02108	lmz:LMOSLCC2482_2539
ko:K00761	lmz:LMOSLCC2482_2542
ko:K00600	lmz:LMOSLCC2482_2543
ko:K07566	lmz:LMOSLCC2482_2545
ko:K02493	lmz:LMOSLCC2482_2546
ko:K02835	lmz:LMOSLCC2482_2547
ko:K03217	lmz:LMOSLCC2482_2871
ko:K03536	lmz:LMOSLCC2482_2872
ko:K02914	lmz:LMOSLCC2482_2873
ko:K01733	lmz:LMOSLCC2482_2550
ko:K00003	lmz:LMOSLCC2482_2551
ko:K02909	lmz:LMOSLCC2482_2552
ko:K03628	lmz:LMOSLCC2482_2555
ko:K00790	lmz:LMOSLCC2482_2556
ko:K13678	lmz:LMOSLCC2482_2558
ko:K01937	lmz:LMOSLCC2482_2564
ko:K01887	lmz:LMOSLCC2482_2566
ko:K01821	lmz:LMOSLCC2482_2569
ko:K06885	lmz:LMOSLCC2482_2570
ko:K08281	lmz:LMOSLCC2482_2576
ko:K16264	lmz:LMOSLCC2482_2580
ko:K02003	lmz:LMOSLCC2482_2585
ko:K02379	lmz:LMOSLCC2482_2589
ko:K00123	lmz:LMOSLCC2482_2591
ko:K03704	lmz:LMOSLCC2482_2072
ko:K02904	lmz:LMOSLCC2482_2637
ko:K02878	lmz:LMOSLCC2482_2638
ko:K02982	lmz:LMOSLCC2482_2639
ko:K02890	lmz:LMOSLCC2482_2640
ko:K02965	lmz:LMOSLCC2482_2641
ko:K02886	lmz:LMOSLCC2482_2642
ko:K02892	lmz:LMOSLCC2482_2643
ko:K02926	lmz:LMOSLCC2482_2644
ko:K02906	lmz:LMOSLCC2482_2645
ko:K02946	lmz:LMOSLCC2482_2646
ko:K03734	lmz:LMOSLCC2482_2649
ko:K03885	lmz:LMOSLCC2482_2651
ko:K02358	lmz:LMOSLCC2482_2671
ko:K02355	lmz:LMOSLCC2482_2672
ko:K02992	lmz:LMOSLCC2482_2673
ko:K02950	lmz:LMOSLCC2482_2674
ko:K01129	lmz:LMOSLCC2482_2675
ko:K01783	lmz:LMOSLCC2482_2678
ko:K00615	lmz:LMOSLCC2482_2679
ko:K01783	lmz:LMOSLCC2482_2680
ko:K01808	lmz:LMOSLCC2482_2681
ko:K01652	lmz:LMOSLCC2482_2062
ko:K02761	lmz:LMOSLCC2482_2729
ko:K00426	lmz:LMOSLCC2482_2739
ko:K00425	lmz:LMOSLCC2482_2740
ko:K01895	lmz:LMOSLCC2482_2742
ko:K02768	lmz:LMOSLCC2482_2755
ko:K02769	lmz:LMOSLCC2482_2755
ko:K02770	lmz:LMOSLCC2482_2755
ko:K00865	lmz:LMOSLCC2482_2758
ko:K12410	lmz:LMOSLCC2482_2761
ko:K01875	lmz:LMOSLCC2482_2769
ko:K03501	lmz:LMOSLCC2482_2821
ko:K03495	lmz:LMOSLCC2482_2828
ko:K03650	lmz:LMOSLCC2482_2829
ko:K08170	lmz:LMOSLCC2482_2836
ko:K00831	lmz:LMOSLCC2482_2843
ko:K07078	lmz:LMOSLCC2482_2847
ko:K00865	lmz:LMOSLCC2482_2850
ko:K03534	lmz:LMOSLCC2482_2863
ko:K00848	lmz:LMOSLCC2482_2866
ko:K01803	lmz:LMOSLCC2482_2460
ko:K00927	lmz:LMOSLCC2482_2461
ko:K00134	lmz:LMOSLCC2482_2462
ko:K05311	lmz:LMOSLCC2482_2463
ko:K03092	lmz:LMOSLCC2482_2464
ko:K01273	lmz:LMOSLCC2482_2465
ko:K01358	lmz:LMOSLCC2482_2471
ko:K06958	lmz:LMOSLCC2482_2477
ko:K00384	lmz:LMOSLCC2482_2481
ko:K06019	lmz:LMOSLCC2482_2484
ko:K13292	lmz:LMOSLCC2482_2485
ko:K08972	lmz:LMOSLCC2482_2487
ko:K03701	lmz:LMOSLCC2482_2491
ko:K03702	lmz:LMOSLCC2482_2492
ko:K07023	lmz:LMOSLCC2482_2495
ko:K02039	lmz:LMOSLCC2482_2498
ko:K02036	lmz:LMOSLCC2482_2499
ko:K02036	lmz:LMOSLCC2482_2500
ko:K05340	lmz:LMOSLCC2482_0428
ko:K05340	lmz:LMOSLCC2482_0173
ko:K02851	lmz:LMOSLCC2482_1004
ko:K16644	lmz:LMOSLCC2482_0204
ko:K15770	lmz:LMOSLCC2482_2188
ko:K15770	lmz:LMOSLCC2482_0254
ko:K15772	lmz:LMOSLCC2482_0256
ko:K01985	lmz:LMOSLCC2482rRNA03
ko:K01985	lmz:LMOSLCC2482rRNA16
ko:K01985	lmz:LMOSLCC2482rRNA13
ko:K01985	lmz:LMOSLCC2482rRNA06
ko:K01985	lmz:LMOSLCC2482rRNA07
ko:K01985	lmz:LMOSLCC2482rRNA10
ko:K13730	lmz:LMOSLCC2482_0438
ko:K13731	lmz:LMOSLCC2482_0439
ko:K15772	lmz:LMOSLCC2482_2186
ko:K15771	lmz:LMOSLCC2482_2187
ko:K16786	lmz:LMOSLCC2482_2613
ko:K02768	lmz:LMOSLCC2482_0430
ko:K02026	lmz:LMOSLCC2482_0180
ko:K02025	lmz:LMOSLCC2482_0810
ko:K16787	lmz:LMOSLCC2482_2612
ko:K16785	lmz:LMOSLCC2482_2611
ko:K09681	lmz:LMOSLCC2482_1796
ko:K06915	lmz:LMOSLCC2482_p0022
ko:K01534	lmz:LMOSLCC2482_p0031
ko:K00980	lmz:LMOSLCC2482_1133
ko:K16789	lmz:LMOSLCC2482_1484
ko:K01838	lmz:LMOSLCC2482_2849
ko:K02768	lmz:LMOSLCC2482_0406
ko:K02768	lmz:LMOSLCC2482_2200
ko:K02768	lmz:LMOSLCC2482_0634
ko:K02025	lmz:LMOSLCC2482_0179
ko:K13052	lmz:LMOSLCC2482_0217
ko:K10947	lmz:LMOSLCC2482_0775
ko:K03574	lmz:LMOSLCC2482_1682
ko:K16785	lmz:LMOSLCC2482_2647
ko:K03574	lmz:LMOSLCC2482_2371
ko:K09951	lmz:LMOSLCC2482_2604
ko:K02768	lmz:LMOSLCC2482_0360
ko:K11050	lmz:LMOSLCC2482_1033
ko:K16651	lmz:LMOSLCC2482_1209
ko:K02851	lmz:LMOSLCC2482_2523
ko:K07979	lmz:LMOSLCC2482_2307
ko:K16898	lmz:LMOSLCC2482_2332
ko:K01834	lmz:LMOSLCC2482_2271
ko:K14219	lmz:LMOSLCC2482tRNA17
ko:K14218	lmz:LMOSLCC2482tRNA10
ko:K14218	lmz:LMOSLCC2482tRNA65
ko:K14218	lmz:LMOSLCC2482tRNA60
ko:K14218	lmz:LMOSLCC2482tRNA30
ko:K14231	lmz:LMOSLCC2482tRNA24
ko:K14231	lmz:LMOSLCC2482tRNA53
ko:K14230	lmz:LMOSLCC2482tRNA26
ko:K14230	lmz:LMOSLCC2482tRNA55
ko:K14230	lmz:LMOSLCC2482tRNA28
ko:K14230	lmz:LMOSLCC2482tRNA29
ko:K14236	lmz:LMOSLCC2482tRNA43
ko:K14236	lmz:LMOSLCC2482tRNA52
ko:K14223	lmz:LMOSLCC2482tRNA44
ko:K14223	lmz:LMOSLCC2482tRNA49
ko:K14222	lmz:LMOSLCC2482tRNA47
ko:K14235	lmz:LMOSLCC2482tRNA51
ko:K02030	lmz:LMOSLCC2482_1799
ko:K02006	lmz:LMOSLCC2482_1247
ko:K01271	lmz:LMOSLCC2482_1635
ko:K14224	lmz:LMOSLCC2482tRNA14
ko:K14224	lmz:LMOSLCC2482tRNA57
ko:K14224	lmz:LMOSLCC2482tRNA41
ko:K14224	lmz:LMOSLCC2482tRNA18
ko:K01980	lmz:LMOSLCC2482rRNA02
ko:K01980	lmz:LMOSLCC2482rRNA05
ko:K01980	lmz:LMOSLCC2482rRNA17
ko:K01980	lmz:LMOSLCC2482rRNA11
ko:K01980	lmz:LMOSLCC2482rRNA14
ko:K01980	lmz:LMOSLCC2482rRNA08
ko:K14225	lmz:LMOSLCC2482tRNA06
ko:K14225	lmz:LMOSLCC2482tRNA34
ko:K14225	lmz:LMOSLCC2482tRNA48
ko:K14225	lmz:LMOSLCC2482tRNA16
ko:K14225	lmz:LMOSLCC2482tRNA22
ko:K14226	lmz:LMOSLCC2482tRNA23
ko:K14226	lmz:LMOSLCC2482tRNA50
ko:K14237	lmz:LMOSLCC2482tRNA67
ko:K02226	lmz:LMOSLCC2482_1187
ko:K14229	lmz:LMOSLCC2482tRNA04
ko:K14229	lmz:LMOSLCC2482tRNA36
ko:K14229	lmz:LMOSLCC2482tRNA45
ko:K14220	lmz:LMOSLCC2482tRNA12
ko:K14220	lmz:LMOSLCC2482tRNA64
ko:K14220	lmz:LMOSLCC2482tRNA59
ko:K14220	lmz:LMOSLCC2482tRNA20
ko:K11991	lmz:LMOSLCC2482_2741
ko:K10974	lmz:LMOSLCC2482_0461
ko:K14237	lmz:LMOSLCC2482tRNA02
ko:K14237	lmz:LMOSLCC2482tRNA56
ko:K14237	lmz:LMOSLCC2482tRNA38
ko:K14234	lmz:LMOSLCC2482tRNA03
ko:K14234	lmz:LMOSLCC2482tRNA37
ko:K14234	lmz:LMOSLCC2482tRNA42
ko:K14228	lmz:LMOSLCC2482tRNA05
ko:K14228	lmz:LMOSLCC2482tRNA35
ko:K14228	lmz:LMOSLCC2482tRNA07
ko:K14228	lmz:LMOSLCC2482tRNA33
ko:K14228	lmz:LMOSLCC2482tRNA40
ko:K14228	lmz:LMOSLCC2482tRNA46
ko:K14232	lmz:LMOSLCC2482tRNA09
ko:K14232	lmz:LMOSLCC2482tRNA31
ko:K14233	lmz:LMOSLCC2482tRNA11
ko:K14233	lmz:LMOSLCC2482tRNA19
ko:K14233	lmz:LMOSLCC2482tRNA13
ko:K14233	lmz:LMOSLCC2482tRNA27
ko:K14233	lmz:LMOSLCC2482tRNA58
ko:K14221	lmz:LMOSLCC2482tRNA15
ko:K14221	lmz:LMOSLCC2482tRNA25
ko:K14221	lmz:LMOSLCC2482tRNA54
ko:K14227	lmz:LMOSLCC2482tRNA21
ko:K14227	lmz:LMOSLCC2482tRNA61
ko:K14227	lmz:LMOSLCC2482tRNA66
ko:K02008	lmz:LMOSLCC2482_1246
ko:K14229	lmz:LMOSLCC2482tRNA01
ko:K04027	lmz:LMOSLCC2482_1220
ko:K14219	lmz:LMOSLCC2482tRNA08
ko:K14219	lmz:LMOSLCC2482tRNA32
ko:K14219	lmz:LMOSLCC2482tRNA39
ko:K14219	lmz:LMOSLCC2482tRNA62
ko:K16899	lmz:LMOSLCC2482_2333
ko:K16960	lmz:LMOSLCC2482_2348
ko:K16959	lmz:LMOSLCC2482_2349
ko:K16958	lmz:LMOSLCC2482_2350
ko:K16957	lmz:LMOSLCC2482_2351
ko:K11070	lmz:LMOSLCC2482_0852
ko:K10027	lmz:LMOSLCC2482_1047
ko:K01992	lmz:LMOSLCC2482_2292
ko:K01990	lmz:LMOSLCC2482_2293
ko:K01992	lmz:LMOSLCC2482_2280
ko:K02029	lmz:LMOSLCC2482_0888
ko:K02030	lmz:LMOSLCC2482_0888
ko:K02029	lmz:LMOSLCC2482_2316
ko:K02030	lmz:LMOSLCC2482_2316
ko:K17319	lmz:LMOSLCC2482_2065
ko:K17318	lmz:LMOSLCC2482_2063
ko:K02028	lmz:LMOSLCC2482_1800
ko:K01990	lmz:LMOSLCC2482_2281
ko:K13923	lmz:LMOSLCC2482_1199
ko:K01990	lmz:LMOSLCC2482_0792
ko:K01990	lmz:LMOSLCC2482_2202
ko:K01992	lmz:LMOSLCC2482_2026
ko:K01992	lmz:LMOSLCC2482_2203
ko:K02028	lmz:LMOSLCC2482_0889
ko:K02028	lmz:LMOSLCC2482_2317
ko:K00265	lmz:LMOSLCC2482_1795
ko:K00951	lmz:LMOSLCC2482_1578
ko:K03574	lmz:LMOSLCC2482_1294
ko:K17320	lmz:LMOSLCC2482_2064
ko:K08986	lmz:LMOSLCC2482_0967
ko:K01992	lmz:LMOSLCC2482_0801
ko:K17472	lmz:LMOSLCC2482_1570
ko:K01992	lmz:LMOSLCC2482_0723
ko:K01992	lmz:LMOSLCC2482_1027
ko:K01992	lmz:LMOSLCC2482_1144
ko:K01992	lmz:LMOSLCC2482_2305
ko:K10112	lmz:LMOSLCC2482_0285
ko:K17686	lmz:LMOSLCC2482_1915
ko:K01990	lmz:LMOSLCC2482_0030
ko:K01990	lmz:LMOSLCC2482_0722
ko:K01990	lmz:LMOSLCC2482_1026
ko:K01990	lmz:LMOSLCC2482_1143
ko:K01990	lmz:LMOSLCC2482_2027
ko:K01990	lmz:LMOSLCC2482_2306
ko:K01990	lmz:LMOSLCC2482_2666
ko:K01990	lmz:LMOSLCC2482_2791
ko:K02954	lmz:LMOSLCC2482_1943
ko:K01990	lmz:LMOSLCC2482_0969
ko:K01990	lmz:LMOSLCC2482_1697
ko:K01533	lmz:LMOSLCC2482_p0025
ko:K07260	lmz:LMOSLCC2482_1917
ko:K01739	lmz:LMOSLCC2482_1744
ko:K01840	lmz:LMOSLCC2482_0906
ko:K02027	lmz:LMOSLCC2482_1791
ko:K01791	lmz:LMOSLCC2482_2541
ko:K02827	lmz:LMOSLCC2482_0014
ko:K02026	lmz:LMOSLCC2482_0811
ko:K02026	lmz:LMOSLCC2482_0902
ko:K02026	lmz:LMOSLCC2482_1793
ko:K02026	lmz:LMOSLCC2482_2855
ko:K17752	lmz:LMOSLCC2482_0934
ko:K02027	lmz:LMOSLCC2482_0181
ko:K01658	lmz:LMOSLCC2482_1693
ko:K17828	lmz:LMOSLCC2482_1895
ko:K02027	lmz:LMOSLCC2482_0812
ko:K02027	lmz:LMOSLCC2482_2857
ko:K17763	lmz:LMOSLCC2482_0165
ko:K17763	lmz:LMOSLCC2482_0932
ko:K00661	lmz:LMOSLCC2482_0719
ko:K07284	lmz:LMOSLCC2482_0974
ko:K02027	lmz:LMOSLCC2482_0900
ko:K00537	lmz:LMOSLCC2482_2428
ko:K04757	lmz:LMOSLCC2482_0937
ko:K12574	lmz:LMOSLCC2482_1489
ko:K12574	lmz:LMOSLCC2482_1074
ko:K01183	lmz:LMOSLCC2482_0113
ko:K17762	lmz:LMOSLCC2482_0933
ko:K01187	lmz:LMOSLCC2482_0183
ko:K17733	lmz:LMOSLCC2482_0684
ko:K02769	lmz:LMOSLCC2482_0431
ko:K02769	lmz:LMOSLCC2482_2199
ko:K02769	lmz:LMOSLCC2482_0407
ko:K07145	lmz:LMOSLCC2482_0478
ko:K09022	lmz:LMOSLCC2482_0885
ko:K18104	lmz:LMOSLCC2482_2767
ko:K08221	lmz:LMOSLCC2482_1463
ko:K02770	lmz:LMOSLCC2482_2198
ko:K08316	lmz:LMOSLCC2482_2111
ko:K01101	lmz:LMOSLCC2482_2405
ko:K02809	lmz:LMOSLCC2482_1720
ko:K02810	lmz:LMOSLCC2482_1720
ko:K02770	lmz:LMOSLCC2482_0408
ko:K02770	lmz:LMOSLCC2482_0432
ko:K13731	lmz:LMOSLCC2482_2562
ko:K13731	lmz:LMOSLCC2482_2563
ko:K22597	lmz:LMOSLCC2482_2858
ko:K02794	lmz:LMOSLCC2482_0826
ko:K22597	lmz:LMOSLCC2482_2757
ko:K00008	lmz:LMOSLCC2482_0502
ko:K00008	lmz:LMOSLCC2482_2683
ko:K00008	lmz:LMOSLCC2482_2682
ko:K18231	lmz:LMOSLCC2482_0965
ko:K00691	lmz:LMOSLCC2482_2184
ko:K00858	lmz:LMOSLCC2482_1013
ko:K11754	lmz:LMOSLCC2482_1607
ko:K04773	lmz:LMOSLCC2482_1642
ko:K09815	lmz:LMOSLCC2482_1735
ko:K03763	lmz:LMOSLCC2482_1371
ko:K05352	lmz:LMOSLCC2482_1131
ko:K02994	lmz:LMOSLCC2482_2631
ko:K09017	lmz:LMOSLCC2482_2025
ko:K22579	lmz:LMOSLCC2482_0418
ko:K02538	lmz:LMOSLCC2482_0429
ko:K03483	lmz:LMOSLCC2482_2664
ko:K01297	lmz:LMOSLCC2482_1699
ko:K03742	lmz:LMOSLCC2482_1451
ko:K03328	lmz:LMOSLCC2482_0215
ko:K04749	lmz:LMOSLCC2482_0936
ko:K00285	lmz:LMOSLCC2482_1971
ko:K02828	lmz:LMOSLCC2482_0015
ko:K18672	lmz:LMOSLCC2482_2182
ko:K18673	lmz:LMOSLCC2482_2786
ko:K02829	lmz:LMOSLCC2482_0016
ko:K07282	lmz:LMOSLCC2482_0017
ko:K01223	lmz:LMOSLCC2482_0018
ko:K02793	lmz:LMOSLCC2482_0021
ko:K02794	lmz:LMOSLCC2482_0022
ko:K02795	lmz:LMOSLCC2482_0023
ko:K06201	lmz:LMOSLCC2482_0026
ko:K02755	lmz:LMOSLCC2482_0027
ko:K02756	lmz:LMOSLCC2482_0027
ko:K02757	lmz:LMOSLCC2482_0027
ko:K18682	lmz:LMOSLCC2482_1453
ko:K18692	lmz:LMOSLCC2482_1505
ko:K03790	lmz:LMOSLCC2482_2861
ko:K09692	lmz:LMOSLCC2482_1117
ko:K02963	lmz:LMOSLCC2482_0051
ko:K07813	lmz:LMOSLCC2482_0053
ko:K07706	lmz:LMOSLCC2482_0055
ko:K07707	lmz:LMOSLCC2482_0056
ko:K02939	lmz:LMOSLCC2482_0058
ko:K01939	lmz:LMOSLCC2482_0061
ko:K03466	lmz:LMOSLCC2482_0069
ko:K10778	lmz:LMOSLCC2482_0085
ko:K07171	lmz:LMOSLCC2482_0931
ko:K07012	lmz:LMOSLCC2482_0518
ko:K18892	lmz:LMOSLCC2482_2774
ko:K18891	lmz:LMOSLCC2482_2773
ko:K18821	lmz:LMOSLCC2482_2571
ko:K00662	lmz:LMOSLCC2482_1772
ko:K18967	lmz:LMOSLCC2482_2238
ko:K03111	lmz:LMOSLCC2482_0050
ko:K03111	lmz:LMOSLCC2482_0660
ko:K08151	lmz:LMOSLCC2482_0880
ko:K03111	lmz:LMOSLCC2482_2527
ko:K03169	lmz:LMOSLCC2482_2778
ko:K03497	lmz:LMOSLCC2482_2809
ko:K03496	lmz:LMOSLCC2482_2810
ko:K03497	lmz:LMOSLCC2482_2813
ko:K03502	lmz:LMOSLCC2482_p0053
ko:K03502	lmz:LMOSLCC2482_2695
ko:K07483	lmz:LMOSLCC2482_p0043
ko:K07498	lmz:LMOSLCC2482_p0020
ko:K19005	lmz:LMOSLCC2482_0972
ko:K04028	lmz:LMOSLCC2482_1224
ko:K00634	lmz:LMOSLCC2482_1421
ko:K07029	lmz:LMOSLCC2482_1814
ko:K03526	lmz:LMOSLCC2482_1496
ko:K07483	lmz:LMOSLCC2482_0712
ko:K18979	lmz:LMOSLCC2482_0980
ko:K07483	lmz:LMOSLCC2482_0873
ko:K07816	lmz:LMOSLCC2482_0845
ko:K19002	lmz:LMOSLCC2482_2559
ko:K07498	lmz:LMOSLCC2482_p0021
ko:K19088	lmz:LMOSLCC2482_0515
ko:K09951	lmz:LMOSLCC2482_0520
ko:K00354	lmz:LMOSLCC2482_2474
ko:K03339	lmz:LMOSLCC2482_2560
ko:K00798	lmz:LMOSLCC2482_1249
ko:K19075	lmz:LMOSLCC2482_0516
ko:K19090	lmz:LMOSLCC2482_0517
ko:K01710	lmz:LMOSLCC2482_1126
ko:K01710	lmz:LMOSLCC2482_1127
ko:K05881	lmz:LMOSLCC2482_0353
ko:K05881	lmz:LMOSLCC2482_2715
ko:K00020	lmz:LMOSLCC2482_1052
ko:K02777	lmz:LMOSLCC2482_1064
ko:K00571	lmz:LMOSLCC2482_1639
ko:K19091	lmz:LMOSLCC2482_0514
ko:K19090	lmz:LMOSLCC2482_p0040
ko:K19137	lmz:LMOSLCC2482_2603
ko:K19225	lmz:LMOSLCC2482_1389
ko:K03722	lmz:LMOSLCC2482_1960
ko:K19285	lmz:LMOSLCC2482_0982
ko:K01990	lmz:LMOSLCC2482_0800
ko:K01992	lmz:LMOSLCC2482_0970
ko:K01992	lmz:LMOSLCC2482_1698
ko:K19351	lmz:LMOSLCC2482_0203
ko:K19411	lmz:LMOSLCC2482_0230
ko:K19302	lmz:LMOSLCC2482_2073
ko:K19267	lmz:LMOSLCC2482_0441
ko:K04771	lmz:LMOSLCC2482_0300
ko:K19405	lmz:LMOSLCC2482_0231
ko:K19302	lmz:LMOSLCC2482_1684
ko:K03574	lmz:LMOSLCC2482_1732
ko:K19509	lmz:LMOSLCC2482_2056
ko:K19508	lmz:LMOSLCC2482_2057
ko:K19507	lmz:LMOSLCC2482_2058
ko:K19504	lmz:LMOSLCC2482_2055
ko:K06881	lmz:LMOSLCC2482_1632
ko:K19510	lmz:LMOSLCC2482_2054
ko:K19504	lmz:LMOSLCC2482_0040
ko:K00887	lmz:LMOSLCC2482_1519
ko:K02796	lmz:LMOSLCC2482_0024
ko:K02796	lmz:LMOSLCC2482_0106
ko:K02796	lmz:LMOSLCC2482_0824
ko:K19689	lmz:LMOSLCC2482_1775
ko:K19689	lmz:LMOSLCC2482_1663
ko:K01258	lmz:LMOSLCC2482_1428
ko:K00547	lmz:LMOSLCC2482_1742
ko:K00297	lmz:LMOSLCC2482_1742
ko:K02538	lmz:LMOSLCC2482_2201
ko:K21636	lmz:LMOSLCC2482_0286
ko:K19975	lmz:LMOSLCC2482_1909
ko:K19976	lmz:LMOSLCC2482_1910
ko:K19973	lmz:LMOSLCC2482_1911
ko:K20074	lmz:LMOSLCC2482_1883
ko:K12132	lmz:LMOSLCC2482_1882
ko:K20265	lmz:LMOSLCC2482_2365
ko:K20265	lmz:LMOSLCC2482_0042
ko:K20265	lmz:LMOSLCC2482_0452
ko:K20201	lmz:LMOSLCC2482_2544
ko:K00525	lmz:LMOSLCC2482_2219
ko:K00526	lmz:LMOSLCC2482_2218
ko:K18889	lmz:LMOSLCC2482_1712
ko:K20534	lmz:LMOSLCC2482_0978
ko:K18890	lmz:LMOSLCC2482_1711
ko:K20534	lmz:LMOSLCC2482_2554
ko:K20885	lmz:LMOSLCC2482_0905
ko:K01208	lmz:LMOSLCC2482_2189
ko:K21030	lmz:LMOSLCC2482_1130
ko:K21029	lmz:LMOSLCC2482_1096
ko:K08968	lmz:LMOSLCC2482_1655
ko:K21064	lmz:LMOSLCC2482_2328
ko:K00821	lmz:LMOSLCC2482_1646
ko:K00821	lmz:LMOSLCC2482_1647
ko:K00435	lmz:LMOSLCC2482_2175
ko:K04068	lmz:LMOSLCC2482_0287
ko:K00857	lmz:LMOSLCC2482_2548
ko:K06223	lmz:LMOSLCC2482_0305
ko:K00287	lmz:LMOSLCC2482_1935
ko:K00560	lmz:LMOSLCC2482_1936
ko:K07313	lmz:LMOSLCC2482_0707
ko:K06904	lmz:LMOSLCC2482_0669
ko:K09935	lmz:LMOSLCC2482_0944
ko:K03553	lmz:LMOSLCC2482_1452
ko:K06217	lmz:LMOSLCC2482_1522
ko:K02316	lmz:LMOSLCC2482_1510
ko:K01493	lmz:LMOSLCC2482_1538
ko:K03546	lmz:LMOSLCC2482_1706
ko:K01520	lmz:LMOSLCC2482_1755
ko:K02314	lmz:LMOSLCC2482_0059
ko:K21298	lmz:LMOSLCC2482_1789
ko:K02335	lmz:LMOSLCC2482_1622
ko:K21285	lmz:LMOSLCC2482_1132
ko:K21252	lmz:LMOSLCC2482_1766
ko:K22044	lmz:LMOSLCC2482_1060
ko:K21465	lmz:LMOSLCC2482_1493
ko:K21467	lmz:LMOSLCC2482_0445
ko:K21481	lmz:LMOSLCC2482_2279
ko:K21471	lmz:LMOSLCC2482_2508
ko:K21471	lmz:LMOSLCC2482_2509
ko:K18704	lmz:LMOSLCC2482_1129
ko:K21567	lmz:LMOSLCC2482_2394
ko:K21567	lmz:LMOSLCC2482_2024
ko:K21600	lmz:LMOSLCC2482_1916
ko:K21560	lmz:LMOSLCC2482_0200
ko:K18704	lmz:LMOSLCC2482_1120
ko:K22010	lmz:LMOSLCC2482_1212
ko:K00680	lmz:LMOSLCC2482_2352
