ko:K02030	kpu:KP1_2889
ko:K01915	kpu:KP1_0030
ko:K06207	kpu:KP1_0031
ko:K07058	kpu:KP1_0033
ko:K07560	kpu:KP1_0034
ko:K00784	kpu:KP1_3907
ko:K00343	kpu:KP1_3908
ko:K00342	kpu:KP1_3909
ko:K00341	kpu:KP1_3910
ko:K00340	kpu:KP1_3911
ko:K00339	kpu:KP1_3913
ko:K00338	kpu:KP1_3914
ko:K00337	kpu:KP1_3915
ko:K00336	kpu:KP1_3916
ko:K00335	kpu:KP1_3917
ko:K00334	kpu:KP1_3919
ko:K00331	kpu:KP1_3921
ko:K00330	kpu:KP1_3922
ko:K08722	kpu:KP1_3928
ko:K09161	kpu:KP1_3931
ko:K09899	kpu:KP1_3932
ko:K00925	kpu:KP1_3933
ko:K07095	kpu:KP1_3936
ko:K07589	kpu:KP1_3939
ko:K07071	kpu:KP1_3940
ko:K10017	kpu:KP1_3942
ko:K10015	kpu:KP1_3943
ko:K10016	kpu:KP1_3944
ko:K10014	kpu:KP1_3945
ko:K03186	kpu:KP1_3948
ko:K00764	kpu:KP1_3950
ko:K03558	kpu:KP1_3951
ko:K03749	kpu:KP1_3952
ko:K01963	kpu:KP1_3954
ko:K03975	kpu:KP1_3956
ko:K06173	kpu:KP1_3957
ko:K03473	kpu:KP1_3959
ko:K00647	kpu:KP1_3963
ko:K11906	kpu:KP1_2421
ko:K08969	kpu:KP1_2435
ko:K02073	kpu:KP1_2436
ko:K02071	kpu:KP1_2437
ko:K02072	kpu:KP1_2438
ko:K05591	kpu:KP1_2450
ko:K03737	kpu:KP1_2455
ko:K03778	kpu:KP1_2458
ko:K09978	kpu:KP1_2463
ko:K00077	kpu:KP1_2467
ko:K02618	kpu:KP1_2470
ko:K02609	kpu:KP1_2472
ko:K02610	kpu:KP1_2473
ko:K02611	kpu:KP1_2474
ko:K02612	kpu:KP1_2475
ko:K02613	kpu:KP1_2476
ko:K00074	kpu:KP1_2479
ko:K01912	kpu:KP1_2482
ko:K02616	kpu:KP1_2483
ko:K01507	kpu:KP1_2914
ko:K02035	kpu:KP1_2917
ko:K02033	kpu:KP1_2918
ko:K02034	kpu:KP1_2919
ko:K02031	kpu:KP1_2920
ko:K02032	kpu:KP1_2920
ko:K08350	kpu:KP1_2929
ko:K08349	kpu:KP1_2930
ko:K05783	kpu:KP1_2934
ko:K05784	kpu:KP1_2935
ko:K05550	kpu:KP1_2936
ko:K05549	kpu:KP1_2937
ko:K03381	kpu:KP1_2939
ko:K03464	kpu:KP1_2940
ko:K08167	kpu:KP1_2943
ko:K02575	kpu:KP1_2945
ko:K02011	kpu:KP1_2951
ko:K02012	kpu:KP1_2952
ko:K01821	kpu:KP1_2955
ko:K11208	kpu:KP1_2956
ko:K11738	kpu:KP1_2969
ko:K02014	kpu:KP1_2972
ko:K07119	kpu:KP1_2976
ko:K03823	kpu:KP1_2978
ko:K09824	kpu:KP1_3482
ko:K07156	kpu:KP1_3486
ko:K02345	kpu:KP1_3487
ko:K10857	kpu:KP1_3488
ko:K01354	kpu:KP1_3489
ko:K09918	kpu:KP1_3492
ko:K08289	kpu:KP1_3491
ko:K01625	kpu:KP1_3494
ko:K01690	kpu:KP1_3495
ko:K00036	kpu:KP1_3496
ko:K00873	kpu:KP1_3499
ko:K02560	kpu:KP1_3500
ko:K09815	kpu:KP1_3502
ko:K09817	kpu:KP1_3503
ko:K09816	kpu:KP1_3504
ko:K03551	kpu:KP1_3505
ko:K03550	kpu:KP1_3506
ko:K01159	kpu:KP1_3507
ko:K08310	kpu:KP1_3509
ko:K01876	kpu:KP1_3510
ko:K07136	kpu:KP1_3513
ko:K06201	kpu:KP1_3517
ko:K09907	kpu:KP1_3518
ko:K01887	kpu:KP1_3519
ko:K00697	kpu:KP1_3523
ko:K10538	kpu:KP1_3525
ko:K10539	kpu:KP1_3526
ko:K09915	kpu:KP1_2068
ko:K03810	kpu:KP1_2069
ko:K03980	kpu:KP1_2070
ko:K08300	kpu:KP1_2074
ko:K06179	kpu:KP1_2075
ko:K07040	kpu:KP1_2077
ko:K02911	kpu:KP1_2078
ko:K03621	kpu:KP1_2079
ko:K00648	kpu:KP1_2080
ko:K00645	kpu:KP1_2081
ko:K00059	kpu:KP1_2082
ko:K02078	kpu:KP1_2083
ko:K09458	kpu:KP1_2084
ko:K02619	kpu:KP1_2085
ko:K07082	kpu:KP1_2086
ko:K00943	kpu:KP1_2087
ko:K02341	kpu:KP1_2088
ko:K02624	kpu:KP1_2553
ko:K01031	kpu:KP1_2555
ko:K01032	kpu:KP1_2556
ko:K03734	kpu:KP1_2566
ko:K07703	kpu:KP1_2567
ko:K07701	kpu:KP1_2568
ko:K01857	kpu:KP1_2558
ko:K01676	kpu:KP1_2562
ko:K01866	kpu:KP1_3047
ko:K00275	kpu:KP1_3048
ko:K09001	kpu:KP1_3050
ko:K06077	kpu:KP1_3051
ko:K04565	kpu:KP1_3058
ko:K06938	kpu:KP1_3060
ko:K10680	kpu:KP1_3062
ko:K03683	kpu:KP1_3064
ko:K07390	kpu:KP1_3065
ko:K04564	kpu:KP1_3068
ko:K03604	kpu:KP1_3071
ko:K00574	kpu:KP1_3074
ko:K00793	kpu:KP1_3075
ko:K03327	kpu:KP1_3076
ko:K06966	kpu:KP1_3079
ko:K01673	kpu:KP1_3090
ko:K02035	kpu:KP1_3095
ko:K02033	kpu:KP1_3096
ko:K02034	kpu:KP1_3097
ko:K02031	kpu:KP1_3098
ko:K03656	kpu:KP1_0138
ko:K07150	kpu:KP1_0139
ko:K03732	kpu:KP1_0143
ko:K03671	kpu:KP1_0144
ko:K03628	kpu:KP1_0145
ko:K02851	kpu:KP1_0146
ko:K05790	kpu:KP1_0147
ko:K01791	kpu:KP1_0148
ko:K01652	kpu:KP1_0129
ko:K11258	kpu:KP1_0130
ko:K02472	kpu:KP1_0149
ko:K01710	kpu:KP1_0150
ko:K00973	kpu:KP1_0151
ko:K02805	kpu:KP1_0153
ko:K00826	kpu:KP1_0131
ko:K01687	kpu:KP1_0132
ko:K01754	kpu:KP1_0133
ko:K02521	kpu:KP1_0134
ko:K00053	kpu:KP1_0135
ko:K03769	kpu:KP1_0136
ko:K03769	kpu:KP1_0137
ko:K04080	kpu:KP1_0633
ko:K03169	kpu:KP1_0634
ko:K00558	kpu:KP1_0645
ko:K00574	kpu:KP1_0677
ko:K09701	kpu:KP1_0678
ko:K03098	kpu:KP1_0684
ko:K07787	kpu:KP1_0686
ko:K07798	kpu:KP1_0687
ko:K07796	kpu:KP1_0689
ko:K07665	kpu:KP1_0690
ko:K07644	kpu:KP1_0691
ko:K01993	kpu:KP1_0700
ko:K01867	kpu:KP1_0701
ko:K10555	kpu:KP1_4801
ko:K10557	kpu:KP1_4802
ko:K10556	kpu:KP1_4803
ko:K10558	kpu:KP1_4804
ko:K11531	kpu:KP1_4806
ko:K11216	kpu:KP1_4807
ko:K11391	kpu:KP1_4809
ko:K07043	kpu:KP1_4812
ko:K07862	kpu:KP1_4815
ko:K01685	kpu:KP1_4817
ko:K01812	kpu:KP1_4818
ko:K02380	kpu:KP1_0039
ko:K00127	kpu:KP1_0040
ko:K00123	kpu:KP1_0043
ko:K02379	kpu:KP1_0046
ko:K00850	kpu:KP1_0050
ko:K02822	kpu:KP1_0051
ko:K03475	kpu:KP1_0052
ko:K01624	kpu:KP1_0053
ko:K02821	kpu:KP1_0055
ko:K02529	kpu:KP1_0061
ko:K02532	kpu:KP1_0063
ko:K03534	kpu:KP1_0064
ko:K05815	kpu:KP1_0568
ko:K05814	kpu:KP1_0569
ko:K01673	kpu:KP1_0572
ko:K03338	kpu:KP1_0558
ko:K03336	kpu:KP1_0559
ko:K06605	kpu:KP1_0562
ko:K03335	kpu:KP1_0564
ko:K05813	kpu:KP1_0565
ko:K02443	kpu:KP1_1112
ko:K00382	kpu:KP1_1116
ko:K00627	kpu:KP1_1117
ko:K03556	kpu:KP1_1121
ko:K02168	kpu:KP1_1531
ko:K03566	kpu:KP1_1534
ko:K00864	kpu:KP1_1542
ko:K00615	kpu:KP1_1544
ko:K00615	kpu:KP1_1545
ko:K02362	kpu:KP1_1546
ko:K02364	kpu:KP1_1550
ko:K02013	kpu:KP1_1551
ko:K02015	kpu:KP1_1552
ko:K02015	kpu:KP1_1553
ko:K02016	kpu:KP1_1556
ko:K02361	kpu:KP1_1557
ko:K02363	kpu:KP1_1558
ko:K01252	kpu:KP1_1559
ko:K00216	kpu:KP1_1560
ko:K06200	kpu:KP1_1563
ko:K08317	kpu:KP1_1568
ko:K00899	kpu:KP1_1575
ko:K08963	kpu:KP1_1577
ko:K01093	kpu:KP1_1578
ko:K07783	kpu:KP1_1579
ko:K01092	kpu:KP1_1580
ko:K10974	kpu:KP1_1584
ko:K08964	kpu:KP1_1585
ko:K04069	kpu:KP1_1900
ko:K00656	kpu:KP1_1902
ko:K06212	kpu:KP1_1903
ko:K09136	kpu:KP1_1904
ko:K00831	kpu:KP1_1906
ko:K00800	kpu:KP1_1907
ko:K00945	kpu:KP1_1909
ko:K02945	kpu:KP1_1910
ko:K05788	kpu:KP1_1912
ko:K02238	kpu:KP1_1913
ko:K00912	kpu:KP1_1915
ko:K09927	kpu:KP1_1916
ko:K09791	kpu:KP1_1917
ko:K00979	kpu:KP1_1918
ko:K06219	kpu:KP1_1921
ko:K03633	kpu:KP1_1922
ko:K03804	kpu:KP1_1923
ko:K03632	kpu:KP1_1924
ko:K00813	kpu:KP1_1928
ko:K01893	kpu:KP1_1931
ko:K01751	kpu:KP1_1933
ko:K03837	kpu:KP1_1934
ko:K06016	kpu:KP1_1935
ko:K00763	kpu:KP1_1937
ko:K01256	kpu:KP1_1939
ko:K00299	kpu:KP1_1944
ko:K07140	kpu:KP1_1948
ko:K12297	kpu:KP1_1949
ko:K03808	kpu:KP1_1951
ko:K06192	kpu:KP1_1952
ko:K09857	kpu:KP1_1953
ko:K01716	kpu:KP1_1955
ko:K04770	kpu:KP1_1956
ko:K09911	kpu:KP1_1957
ko:K03286	kpu:KP1_1958
ko:K03658	kpu:KP1_1964
ko:K06929	kpu:KP1_1966
ko:K11940	kpu:KP1_1967
ko:K00208	kpu:KP1_2327
ko:K09975	kpu:KP1_2329
ko:K08170	kpu:KP1_2340
ko:K03974	kpu:KP1_2341
ko:K03969	kpu:KP1_2342
ko:K03970	kpu:KP1_2343
ko:K03973	kpu:KP1_2344
ko:K03971	kpu:KP1_2345
ko:K03543	kpu:KP1_2824
ko:K09458	kpu:KP1_2826
ko:K01951	kpu:KP1_2831
ko:K02529	kpu:KP1_2842
ko:K03335	kpu:KP1_2844
ko:K01996	kpu:KP1_3402
ko:K01995	kpu:KP1_3403
ko:K01998	kpu:KP1_3404
ko:K01997	kpu:KP1_3406
ko:K01999	kpu:KP1_3407
ko:K00656	kpu:KP1_3408
ko:K03838	kpu:KP1_3410
ko:K02822	kpu:KP1_1214
ko:K08682	kpu:KP1_1219
ko:K07568	kpu:KP1_1221
ko:K00773	kpu:KP1_1222
ko:K03210	kpu:KP1_1223
ko:K03072	kpu:KP1_1225
ko:K03074	kpu:KP1_1226
ko:K06996	kpu:KP1_1227
ko:K05517	kpu:KP1_1229
ko:K07738	kpu:KP1_1231
ko:K11752	kpu:KP1_1232
ko:K00794	kpu:KP1_1233
ko:K03625	kpu:KP1_1234
ko:K00946	kpu:KP1_1235
ko:K01095	kpu:KP1_1236
ko:K01662	kpu:KP1_1238
ko:K00795	kpu:KP1_1239
ko:K03602	kpu:KP1_1240
ko:K03151	kpu:KP1_1241
ko:K00783	kpu:KP1_1623
ko:K09710	kpu:KP1_1624
ko:K00969	kpu:KP1_1626
ko:K02340	kpu:KP1_1627
ko:K03643	kpu:KP1_1628
ko:K01869	kpu:KP1_1630
ko:K10004	kpu:KP1_1635
ko:K10002	kpu:KP1_1636
ko:K10003	kpu:KP1_1637
ko:K10001	kpu:KP1_1638
ko:K03820	kpu:KP1_1639
ko:K06189	kpu:KP1_1640
ko:K07042	kpu:KP1_1641
ko:K06217	kpu:KP1_1642
ko:K06168	kpu:KP1_1643
ko:K03184	kpu:KP1_1644
ko:K01953	kpu:KP1_1645
ko:K02566	kpu:KP1_1646
ko:K02565	kpu:KP1_1647
ko:K01443	kpu:KP1_1648
ko:K02564	kpu:KP1_1650
ko:K02802	kpu:KP1_1651
ko:K02803	kpu:KP1_1651
ko:K02804	kpu:KP1_1651
ko:K01886	kpu:KP1_1653
ko:K07243	kpu:KP1_2035
ko:K07224	kpu:KP1_2036
ko:K06217	kpu:KP1_2038
ko:K06911	kpu:KP1_2041
ko:K04477	kpu:KP1_2044
ko:K08191	kpu:KP1_4819
ko:K07393	kpu:KP1_4828
ko:K06911	kpu:KP1_4832
ko:K00865	kpu:KP1_4838
ko:K08302	kpu:KP1_4847
ko:K02769	kpu:KP1_4849
ko:K02770	kpu:KP1_4849
ko:K02773	kpu:KP1_4852
ko:K02774	kpu:KP1_4853
ko:K02775	kpu:KP1_4854
ko:K02436	kpu:KP1_4856
ko:K07056	kpu:KP1_4858
ko:K07121	kpu:KP1_4859
ko:K07460	kpu:KP1_4861
ko:K07089	kpu:KP1_4865
ko:K07461	kpu:KP1_4869
ko:K03482	kpu:KP1_5464
ko:K07085	kpu:KP1_5465
ko:K04081	kpu:KP1_5467
ko:K04080	kpu:KP1_5468
ko:K00883	kpu:KP1_5475
ko:K02470	kpu:KP1_5480
ko:K03629	kpu:KP1_5481
ko:K02338	kpu:KP1_5482
ko:K02313	kpu:KP1_5483
ko:K02914	kpu:KP1_5485
ko:K03536	kpu:KP1_5486
ko:K03217	kpu:KP1_5487
ko:K03650	kpu:KP1_5488
ko:K08163	kpu:KP1_5490
ko:K06901	kpu:KP1_5494
ko:K02039	kpu:KP1_5502
ko:K02036	kpu:KP1_5503
ko:K02038	kpu:KP1_5504
ko:K02037	kpu:KP1_5505
ko:K02040	kpu:KP1_5506
ko:K00820	kpu:KP1_5507
ko:K04042	kpu:KP1_5508
ko:K02114	kpu:KP1_5513
ko:K02112	kpu:KP1_5514
ko:K02115	kpu:KP1_5515
ko:K02111	kpu:KP1_5516
ko:K02113	kpu:KP1_5518
ko:K02109	kpu:KP1_5519
ko:K02110	kpu:KP1_5520
ko:K11941	kpu:KP1_2049
ko:K03670	kpu:KP1_2050
ko:K03669	kpu:KP1_2051
ko:K12147	kpu:KP1_2053
ko:K08161	kpu:KP1_2054
ko:K02517	kpu:KP1_2055
ko:K07146	kpu:KP1_2057
ko:K02846	kpu:KP1_2059
ko:K12148	kpu:KP1_2060
ko:K01118	kpu:KP1_2486
ko:K03578	kpu:KP1_2487
ko:K00261	kpu:KP1_2495
ko:K00840	kpu:KP1_2498
ko:K00673	kpu:KP1_2499
ko:K06447	kpu:KP1_2501
ko:K01484	kpu:KP1_2502
ko:K05526	kpu:KP1_2504
ko:K03293	kpu:KP1_2505
ko:K00134	kpu:KP1_2510
ko:K07112	kpu:KP1_2514
ko:K08987	kpu:KP1_2515
ko:K01809	kpu:KP1_2524
ko:K01676	kpu:KP1_2525
ko:K01679	kpu:KP1_2526
ko:K10748	kpu:KP1_2527
ko:K07639	kpu:KP1_2528
ko:K07661	kpu:KP1_2531
ko:K03758	kpu:KP1_2534
ko:K00324	kpu:KP1_2539
ko:K00325	kpu:KP1_2540
ko:K00567	kpu:KP1_2546
ko:K01629	kpu:KP1_0070
ko:K01813	kpu:KP1_0071
ko:K00848	kpu:KP1_0072
ko:K02855	kpu:KP1_0073
ko:K02854	kpu:KP1_0074
ko:K02856	kpu:KP1_0075
ko:K04564	kpu:KP1_0076
ko:K07640	kpu:KP1_0078
ko:K07662	kpu:KP1_0079
ko:K00850	kpu:KP1_0082
ko:K02553	kpu:KP1_0084
ko:K02548	kpu:KP1_0085
ko:K03667	kpu:KP1_0086
ko:K01419	kpu:KP1_0088
ko:K03591	kpu:KP1_0090
ko:K05499	kpu:KP1_0091
ko:K04066	kpu:KP1_0092
ko:K02909	kpu:KP1_0093
ko:K03764	kpu:KP1_0094
ko:K00297	kpu:KP1_0102
ko:K00005	kpu:KP1_0104
ko:K08314	kpu:KP1_0105
ko:K01595	kpu:KP1_0108
ko:K01438	kpu:KP1_0109
ko:K00145	kpu:KP1_0110
ko:K00930	kpu:KP1_0111
ko:K01755	kpu:KP1_0112
ko:K04761	kpu:KP1_0115
ko:K00322	kpu:KP1_0116
ko:K01776	kpu:KP1_0122
ko:K09897	kpu:KP1_0125
ko:K07391	kpu:KP1_0126
ko:K07345	kpu:KP1_0597
ko:K07347	kpu:KP1_0600
ko:K02782	kpu:KP1_0605
ko:K02783	kpu:KP1_0605
ko:K02781	kpu:KP1_0607
ko:K07724	kpu:KP1_0609
ko:K11929	kpu:KP1_1135
ko:K02042	kpu:KP1_1140
ko:K02042	kpu:KP1_1141
ko:K02044	kpu:KP1_1142
ko:K02041	kpu:KP1_1143
ko:K01996	kpu:KP1_1156
ko:K01995	kpu:KP1_1157
ko:K01998	kpu:KP1_1159
ko:K01997	kpu:KP1_1160
ko:K01999	kpu:KP1_1161
ko:K03736	kpu:KP1_1163
ko:K03735	kpu:KP1_1164
ko:K02108	kpu:KP1_5521
ko:K02116	kpu:KP1_5522
ko:K03501	kpu:KP1_5523
ko:K03495	kpu:KP1_5524
ko:K02909	kpu:KP1_1310
ko:K02919	kpu:KP1_1311
ko:K00375	kpu:KP1_1313
ko:K00661	kpu:KP1_1316
ko:K05839	kpu:KP1_1317
ko:K03577	kpu:KP1_1321
ko:K05802	kpu:KP1_1322
ko:K04067	kpu:KP1_1325
ko:K09790	kpu:KP1_1326
ko:K00759	kpu:KP1_1327
ko:K02343	kpu:KP1_1328
ko:K09747	kpu:KP1_1329
ko:K06187	kpu:KP1_1330
ko:K04079	kpu:KP1_1331
ko:K00939	kpu:KP1_1334
ko:K01772	kpu:KP1_1335
ko:K00892	kpu:KP1_1336
ko:K03455	kpu:KP1_1337
ko:K08223	kpu:KP1_1338
ko:K11751	kpu:KP1_1339
ko:K09973	kpu:KP1_1342
ko:K07340	kpu:KP1_1345
ko:K05838	kpu:KP1_1349
ko:K02003	kpu:KP1_1353
ko:K06917	kpu:KP1_1356
ko:K10972	kpu:KP1_1357
ko:K01483	kpu:KP1_1359
ko:K10973	kpu:KP1_1360
ko:K01608	kpu:KP1_1361
ko:K01816	kpu:KP1_1362
ko:K10975	kpu:KP1_1365
ko:K00865	kpu:KP1_1369
ko:K02381	kpu:KP1_1375
ko:K00926	kpu:KP1_1378
ko:K01589	kpu:KP1_1379
ko:K01588	kpu:KP1_1380
ko:K03269	kpu:KP1_1382
ko:K02019	kpu:KP1_1719
ko:K02020	kpu:KP1_1721
ko:K02018	kpu:KP1_1722
ko:K02017	kpu:KP1_1723
ko:K07404	kpu:KP1_1725
ko:K01468	kpu:KP1_1742
ko:K05836	kpu:KP1_1744
ko:K01712	kpu:KP1_1745
ko:K01745	kpu:KP1_1746
ko:K06910	kpu:KP1_1748
ko:K00833	kpu:KP1_1749
ko:K01012	kpu:KP1_1750
ko:K00652	kpu:KP1_1751
ko:K02169	kpu:KP1_1752
ko:K01935	kpu:KP1_1753
ko:K03702	kpu:KP1_1756
ko:K07643	kpu:KP1_1759
ko:K07771	kpu:KP1_1760
ko:K03760	kpu:KP1_1761
ko:K03639	kpu:KP1_1764
ko:K03638	kpu:KP1_1765
ko:K03637	kpu:KP1_1766
ko:K03636	kpu:KP1_1767
ko:K03635	kpu:KP1_1768
ko:K06890	kpu:KP1_1769
ko:K01993	kpu:KP1_1777
ko:K00615	kpu:KP1_1783
ko:K01803	kpu:KP1_2114
ko:K02526	kpu:KP1_2117
ko:K01808	kpu:KP1_2121
ko:K00616	kpu:KP1_2122
ko:K11069	kpu:KP1_2127
ko:K11070	kpu:KP1_2128
ko:K11071	kpu:KP1_2129
ko:K01258	kpu:KP1_2131
ko:K07637	kpu:KP1_2136
ko:K07660	kpu:KP1_2137
ko:K01756	kpu:KP1_2140
ko:K07153	kpu:KP1_2141
ko:K00566	kpu:KP1_2143
ko:K06181	kpu:KP1_2145
ko:K00031	kpu:KP1_2146
ko:K03497	kpu:KP1_2152
ko:K06952	kpu:KP1_2154
ko:K00558	kpu:KP1_2166
ko:K07080	kpu:KP1_2173
ko:K11250	kpu:KP1_2186
ko:K11744	kpu:KP1_2582
ko:K11743	kpu:KP1_2583
ko:K11742	kpu:KP1_2584
ko:K04775	kpu:KP1_2586
ko:K01299	kpu:KP1_2593
ko:K08224	kpu:KP1_2595
ko:K01935	kpu:KP1_2598
ko:K03281	kpu:KP1_2599
ko:K07312	kpu:KP1_2601
ko:K07307	kpu:KP1_2602
ko:K07309	kpu:KP1_2603
ko:K09771	kpu:KP1_2608
ko:K00040	kpu:KP1_2610
ko:K10441	kpu:KP1_0353
ko:K06167	kpu:KP1_0356
ko:K05774	kpu:KP1_0357
ko:K06162	kpu:KP1_0358
ko:K05780	kpu:KP1_0359
ko:K05781	kpu:KP1_0360
ko:K06163	kpu:KP1_0362
ko:K06164	kpu:KP1_0363
ko:K06165	kpu:KP1_0364
ko:K06166	kpu:KP1_0365
ko:K02043	kpu:KP1_0366
ko:K06193	kpu:KP1_0368
ko:K07406	kpu:KP1_0371
ko:K05516	kpu:KP1_0376
ko:K11937	kpu:KP1_0380
ko:K11936	kpu:KP1_0381
ko:K11931	kpu:KP1_0382
ko:K11935	kpu:KP1_0383
ko:K04084	kpu:KP1_0392
ko:K03926	kpu:KP1_0393
ko:K07791	kpu:KP1_0394
ko:K01744	kpu:KP1_0395
ko:K07113	kpu:KP1_0396
ko:K04078	kpu:KP1_0399
ko:K04077	kpu:KP1_0400
ko:K07347	kpu:KP1_0410
ko:K02356	kpu:KP1_0416
ko:K01000	kpu:KP1_0909
ko:K01925	kpu:KP1_0910
ko:K03588	kpu:KP1_0911
ko:K02563	kpu:KP1_0912
ko:K01924	kpu:KP1_0913
ko:K01921	kpu:KP1_0914
ko:K03589	kpu:KP1_0915
ko:K03590	kpu:KP1_0916
ko:K03531	kpu:KP1_0917
ko:K02535	kpu:KP1_0918
ko:K03070	kpu:KP1_0922
ko:K09862	kpu:KP1_0924
ko:K00859	kpu:KP1_0926
ko:K00364	kpu:KP1_0928
ko:K02682	kpu:KP1_0931
ko:K00767	kpu:KP1_0932
ko:K03806	kpu:KP1_0933
ko:K03807	kpu:KP1_0934
ko:K11734	kpu:KP1_0938
ko:K00163	kpu:KP1_0941
ko:K00627	kpu:KP1_0943
ko:K00382	kpu:KP1_0944
ko:K01682	kpu:KP1_0949
ko:K09910	kpu:KP1_0950
ko:K01611	kpu:KP1_0951
ko:K00797	kpu:KP1_0952
ko:K00760	kpu:KP1_0960
ko:K01673	kpu:KP1_0961
ko:K01579	kpu:KP1_0966
ko:K01918	kpu:KP1_0967
ko:K00606	kpu:KP1_0968
ko:K00950	kpu:KP1_0969
ko:K01894	kpu:KP1_0972
ko:K06204	kpu:KP1_0973
ko:K06206	kpu:KP1_0974
ko:K01975	kpu:KP1_0975
ko:K03579	kpu:KP1_0976
ko:K07673	kpu:KP1_3328
ko:K00372	kpu:KP1_3331
ko:K00362	kpu:KP1_3332
ko:K06039	kpu:KP1_3338
ko:K06197	kpu:KP1_3342
ko:K07300	kpu:KP1_3343
ko:K01627	kpu:KP1_3345
ko:K02493	kpu:KP1_3348
ko:K02835	kpu:KP1_3349
ko:K02492	kpu:KP1_3350
ko:K02494	kpu:KP1_3352
ko:K00919	kpu:KP1_3353
ko:K00948	kpu:KP1_3354
ko:K01056	kpu:KP1_3359
ko:K06942	kpu:KP1_3361
ko:K11911	kpu:KP1_3364
ko:K11906	kpu:KP1_3367
ko:K11895	kpu:KP1_3368
ko:K11896	kpu:KP1_3369
ko:K11891	kpu:KP1_3370
ko:K11893	kpu:KP1_3387
ko:K09912	kpu:KP1_3390
ko:K06177	kpu:KP1_3392
ko:K07479	kpu:KP1_5002
ko:K03747	kpu:KP1_5003
ko:K04096	kpu:KP1_5004
ko:K01462	kpu:KP1_5005
ko:K00604	kpu:KP1_5006
ko:K03500	kpu:KP1_5007
ko:K03499	kpu:KP1_5008
ko:K03282	kpu:KP1_5009
ko:K09890	kpu:KP1_5010
ko:K02879	kpu:KP1_5014
ko:K03040	kpu:KP1_5015
ko:K02986	kpu:KP1_5016
ko:K02948	kpu:KP1_5017
ko:K02952	kpu:KP1_5018
ko:K03076	kpu:KP1_5019
ko:K02876	kpu:KP1_5020
ko:K02907	kpu:KP1_5021
ko:K02988	kpu:KP1_5023
ko:K02881	kpu:KP1_5024
ko:K02933	kpu:KP1_5025
ko:K02994	kpu:KP1_5027
ko:K02954	kpu:KP1_5028
ko:K02931	kpu:KP1_5029
ko:K02895	kpu:KP1_5030
ko:K02874	kpu:KP1_5031
ko:K02961	kpu:KP1_5033
ko:K02904	kpu:KP1_5034
ko:K02878	kpu:KP1_5035
ko:K02982	kpu:KP1_5036
ko:K02890	kpu:KP1_5037
ko:K02965	kpu:KP1_5038
ko:K02886	kpu:KP1_5040
ko:K02892	kpu:KP1_5041
ko:K02926	kpu:KP1_5042
ko:K02906	kpu:KP1_5044
ko:K02946	kpu:KP1_5045
ko:K03594	kpu:KP1_5047
ko:K02192	kpu:KP1_5048
ko:K02355	kpu:KP1_5050
ko:K02992	kpu:KP1_5053
ko:K02950	kpu:KP1_5054
ko:K07237	kpu:KP1_5055
ko:K07236	kpu:KP1_5056
ko:K07235	kpu:KP1_5057
ko:K03745	kpu:KP1_5060
ko:K03775	kpu:KP1_5061
ko:K07070	kpu:KP1_5063
ko:K03119	kpu:KP1_1173
ko:K01698	kpu:KP1_1175
ko:K00147	kpu:KP1_1132
ko:K00931	kpu:KP1_1133
ko:K07690	kpu:KP1_4772
ko:K06122	kpu:KP1_4780
ko:K06121	kpu:KP1_4781
ko:K06120	kpu:KP1_4782
ko:K05880	kpu:KP1_4789
ko:K00005	kpu:KP1_4790
ko:K05878	kpu:KP1_4792
ko:K05879	kpu:KP1_4793
ko:K05881	kpu:KP1_4794
ko:K09251	kpu:KP1_4798
ko:K11530	kpu:KP1_4799
ko:K08321	kpu:KP1_4800
ko:K03190	kpu:KP1_4753
ko:K01430	kpu:KP1_4755
ko:K01429	kpu:KP1_4756
ko:K01428	kpu:KP1_4757
ko:K03187	kpu:KP1_4758
ko:K03188	kpu:KP1_4760
ko:K03189	kpu:KP1_4761
ko:K01409	kpu:KP1_4763
ko:K02970	kpu:KP1_4764
ko:K02316	kpu:KP1_4765
ko:K03086	kpu:KP1_4766
ko:K03152	kpu:KP1_1244
ko:K00077	kpu:KP1_1245
ko:K09767	kpu:KP1_1246
ko:K00014	kpu:KP1_1255
ko:K02624	kpu:KP1_1256
ko:K02300	kpu:KP1_1259
ko:K02299	kpu:KP1_1260
ko:K02298	kpu:KP1_1261
ko:K02297	kpu:KP1_1262
ko:K08218	kpu:KP1_1263
ko:K07286	kpu:KP1_1264
ko:K05527	kpu:KP1_1267
ko:K03545	kpu:KP1_1269
ko:K01358	kpu:KP1_1270
ko:K03544	kpu:KP1_1271
ko:K01338	kpu:KP1_1272
ko:K03530	kpu:KP1_1273
ko:K03770	kpu:KP1_1274
ko:K02237	kpu:KP1_1275
ko:K06920	kpu:KP1_1277
ko:K11938	kpu:KP1_1279
ko:K01738	kpu:KP1_1280
ko:K05800	kpu:KP1_1281
ko:K04752	kpu:KP1_1285
ko:K03320	kpu:KP1_1286
ko:K10805	kpu:KP1_1287
ko:K09914	kpu:KP1_1288
ko:K07443	kpu:KP1_1289
ko:K01224	kpu:KP1_1305
ko:K12308	kpu:KP1_1306
ko:K02024	kpu:KP1_1308
ko:K03839	kpu:KP1_1660
ko:K03645	kpu:KP1_1663
ko:K07667	kpu:KP1_1666
ko:K07646	kpu:KP1_1667
ko:K01548	kpu:KP1_1668
