ko:K06900	bmab:BM45_4020
ko:K07497	bmab:BM45_2102
ko:K07497	bmab:BM45_2103
ko:K04062	bmab:BM45_2104
ko:K15034	bmab:BM45_2109
ko:K03581	bmab:BM45_2110
ko:K03582	bmab:BM45_2111
ko:K03583	bmab:BM45_2112
ko:K16234	bmab:BM45_2114
ko:K02012	bmab:BM45_2116
ko:K02011	bmab:BM45_2117
ko:K02010	bmab:BM45_2118
ko:K05800	bmab:BM45_2119
ko:K07118	bmab:BM45_2121
ko:K03701	bmab:BM45_2896
ko:K03111	bmab:BM45_2898
ko:K07497	bmab:BM45_2899
ko:K07497	bmab:BM45_2900
ko:K03656	bmab:BM45_2904
ko:K00605	bmab:BM45_2910
ko:K02437	bmab:BM45_2911
ko:K00281	bmab:BM45_2912
ko:K01752	bmab:BM45_2914
ko:K01652	bmab:BM45_2916
ko:K04033	bmab:BM45_2918
ko:K00138	bmab:BM45_2919
ko:K03736	bmab:BM45_2921
ko:K03735	bmab:BM45_2922
ko:K01534	bmab:BM45_2928
ko:K10013	bmab:BM45_2933
ko:K09456	bmab:BM45_2936
ko:K12508	bmab:BM45_2937
ko:K01999	bmab:BM45_2938
ko:K13821	bmab:BM45_2939
ko:K04066	bmab:BM45_2941
ko:K01599	bmab:BM45_2942
ko:K01713	bmab:BM45_2943
ko:K06929	bmab:BM45_2944
ko:K00666	bmab:BM45_2945
ko:K02114	bmab:BM45_2948
ko:K02112	bmab:BM45_2949
ko:K07115	bmab:BM45_3754
ko:K00019	bmab:BM45_3756
ko:K00832	bmab:BM45_3758
ko:K03702	bmab:BM45_3759
ko:K07230	bmab:BM45_3760
ko:K07243	bmab:BM45_3762
ko:K07497	bmab:BM45_3765
ko:K07497	bmab:BM45_3766
ko:K11082	bmab:BM45_3776
ko:K11083	bmab:BM45_3777
ko:K11084	bmab:BM45_3778
ko:K11081	bmab:BM45_3779
ko:K03430	bmab:BM45_3780
ko:K08194	bmab:BM45_3781
ko:K00014	bmab:BM45_3782
ko:K03786	bmab:BM45_3783
ko:K00457	bmab:BM45_3784
ko:K07497	bmab:BM45_3786
ko:K07497	bmab:BM45_3787
ko:K12658	bmab:BM45_3793
ko:K08166	bmab:BM45_3799
ko:K15977	bmab:BM45_3800
ko:K03303	bmab:BM45_3801
ko:K00782	bmab:BM45_3802
ko:K18929	bmab:BM45_3803
ko:K18928	bmab:BM45_3804
ko:K01953	bmab:BM45_4602
ko:K11891	bmab:BM45_4607
ko:K11892	bmab:BM45_4608
ko:K11893	bmab:BM45_4609
ko:K11906	bmab:BM45_4610
ko:K11903	bmab:BM45_4611
ko:K11901	bmab:BM45_4613
ko:K11907	bmab:BM45_4614
ko:K11898	bmab:BM45_4617
ko:K11897	bmab:BM45_4618
ko:K11896	bmab:BM45_4619
ko:K11895	bmab:BM45_4620
ko:K11902	bmab:BM45_4621
ko:K11904	bmab:BM45_4622
ko:K00355	bmab:BM45_4629
ko:K01740	bmab:BM45_4631
ko:K01941	bmab:BM45_4636
ko:K01961	bmab:BM45_4637
ko:K07160	bmab:BM45_4639
ko:K01434	bmab:BM45_4641
ko:K01259	bmab:BM45_4642
ko:K00833	bmab:BM45_233
ko:K00652	bmab:BM45_234
ko:K01935	bmab:BM45_235
ko:K01012	bmab:BM45_236
ko:K06201	bmab:BM45_237
ko:K01077	bmab:BM45_239
ko:K01077	bmab:BM45_240
ko:K07497	bmab:BM45_243
ko:K07497	bmab:BM45_244
ko:K14347	bmab:BM45_247
ko:K00847	bmab:BM45_251
ko:K01633	bmab:BM45_256
ko:K14058	bmab:BM45_257
ko:K04042	bmab:BM45_258
ko:K00820	bmab:BM45_259
ko:K07787	bmab:BM45_262
ko:K07798	bmab:BM45_263
ko:K06872	bmab:BM45_267
ko:K03744	bmab:BM45_268
ko:K01533	bmab:BM45_269
ko:K07213	bmab:BM45_270
ko:K01940	bmab:BM45_273
ko:K00383	bmab:BM45_274
ko:K07267	bmab:BM45_281
ko:K07497	bmab:BM45_282
ko:K07497	bmab:BM45_283
ko:K00720	bmab:BM45_284
ko:K13292	bmab:BM45_1093
ko:K09888	bmab:BM45_1096
ko:K16092	bmab:BM45_1098
ko:K02015	bmab:BM45_1099
ko:K02013	bmab:BM45_1100
ko:K00768	bmab:BM45_1101
ko:K02233	bmab:BM45_1102
ko:K02226	bmab:BM45_1103
ko:K02016	bmab:BM45_1105
ko:K02225	bmab:BM45_1106
ko:K02227	bmab:BM45_1107
ko:K02231	bmab:BM45_1108
ko:K02232	bmab:BM45_1109
ko:K15977	bmab:BM45_1110
ko:K03496	bmab:BM45_1111
ko:K01579	bmab:BM45_1112
ko:K01918	bmab:BM45_1113
ko:K05896	bmab:BM45_1114
ko:K07278	bmab:BM45_1116
ko:K09800	bmab:BM45_1117
ko:K01874	bmab:BM45_1120
ko:K03593	bmab:BM45_1122
ko:K04565	bmab:BM45_1123
ko:K01494	bmab:BM45_1124
ko:K01584	bmab:BM45_1125
ko:K01755	bmab:BM45_1128
ko:K07347	bmab:BM45_1129
ko:K07346	bmab:BM45_1130
ko:K01595	bmab:BM45_1136
ko:K01749	bmab:BM45_1137
ko:K13543	bmab:BM45_1138
ko:K02498	bmab:BM45_1139
ko:K00059	bmab:BM45_1141
ko:K00128	bmab:BM45_1142
ko:K01507	bmab:BM45_1143
ko:K07461	bmab:BM45_1144
ko:K07497	bmab:BM45_1707
ko:K07497	bmab:BM45_1708
ko:K00817	bmab:BM45_1709
ko:K03408	bmab:BM45_1717
ko:K00666	bmab:BM45_1720
ko:K05845	bmab:BM45_1723
ko:K05846	bmab:BM45_1724
ko:K05847	bmab:BM45_1725
ko:K05846	bmab:BM45_1727
ko:K03758	bmab:BM45_1729
ko:K01478	bmab:BM45_1730
ko:K00611	bmab:BM45_1731
ko:K00926	bmab:BM45_1732
ko:K03449	bmab:BM45_1740
ko:K05936	bmab:BM45_1742
ko:K05895	bmab:BM45_1743
ko:K02188	bmab:BM45_1744
ko:K00595	bmab:BM45_1745
ko:K02229	bmab:BM45_1746
ko:K06042	bmab:BM45_1747
ko:K03394	bmab:BM45_1748
ko:K13541	bmab:BM45_1749
ko:K01183	bmab:BM45_1750
ko:K06999	bmab:BM45_1752
ko:K13580	bmab:BM45_1753
ko:K03405	bmab:BM45_1754
ko:K02230	bmab:BM45_1755
ko:K02234	bmab:BM45_1756
ko:K00325	bmab:BM45_2536
ko:K06996	bmab:BM45_2538
ko:K07444	bmab:BM45_2539
ko:K09857	bmab:BM45_2542
ko:K06192	bmab:BM45_2543
ko:K03808	bmab:BM45_2544
ko:K03808	bmab:BM45_2545
ko:K12262	bmab:BM45_2546
ko:K03074	bmab:BM45_2550
ko:K03072	bmab:BM45_2551
ko:K03210	bmab:BM45_2552
ko:K00773	bmab:BM45_2553
ko:K07568	bmab:BM45_2554
ko:K03655	bmab:BM45_2555
ko:K04761	bmab:BM45_2556
ko:K03782	bmab:BM45_2558
ko:K04047	bmab:BM45_2560
ko:K03179	bmab:BM45_2562
ko:K05774	bmab:BM45_2563
ko:K02043	bmab:BM45_2565
ko:K06166	bmab:BM45_2566
ko:K06165	bmab:BM45_2567
ko:K06164	bmab:BM45_2568
ko:K06163	bmab:BM45_2569
ko:K05781	bmab:BM45_2570
ko:K05780	bmab:BM45_2571
ko:K06162	bmab:BM45_2572
ko:K02041	bmab:BM45_2573
ko:K02042	bmab:BM45_2576
ko:K00286	bmab:BM45_2577
ko:K06997	bmab:BM45_2578
ko:K11473	bmab:BM45_2579
ko:K11472	bmab:BM45_2580
ko:K00104	bmab:BM45_2581
ko:K00102	bmab:BM45_2582
ko:K00798	bmab:BM45_2583
ko:K05916	bmab:BM45_2584
ko:K07397	bmab:BM45_2586
ko:K01465	bmab:BM45_2588
ko:K00646	bmab:BM45_3381
ko:K15337	bmab:BM45_3382
ko:K15313	bmab:BM45_3383
ko:K15312	bmab:BM45_3384
ko:K15311	bmab:BM45_3387
ko:K13611	bmab:BM45_3397
ko:K14257	bmab:BM45_3400
ko:K07168	bmab:BM45_3404
ko:K07300	bmab:BM45_3406
ko:K05595	bmab:BM45_3407
ko:K07052	bmab:BM45_3408
ko:K16165	bmab:BM45_3409
ko:K03088	bmab:BM45_3412
ko:K03088	bmab:BM45_3417
ko:K07165	bmab:BM45_3418
ko:K02014	bmab:BM45_3419
ko:K10440	bmab:BM45_3420
ko:K10440	bmab:BM45_3421
ko:K10441	bmab:BM45_3422
ko:K10439	bmab:BM45_3423
ko:K07497	bmab:BM45_3429
ko:K07497	bmab:BM45_3430
ko:K01241	bmab:BM45_4223
ko:K02204	bmab:BM45_4225
ko:K02020	bmab:BM45_4233
ko:K02018	bmab:BM45_4234
ko:K02017	bmab:BM45_4235
ko:K02019	bmab:BM45_4236
ko:K01821	bmab:BM45_4238
ko:K00788	bmab:BM45_4243
ko:K15256	bmab:BM45_4245
ko:K07497	bmab:BM45_4253
ko:K07497	bmab:BM45_4254
ko:K03606	bmab:BM45_4255
ko:K16011	bmab:BM45_4256
ko:K16011	bmab:BM45_4257
ko:K07004	bmab:BM45_4267
ko:K02014	bmab:BM45_4272
ko:K00674	bmab:BM45_1350
ko:K14267	bmab:BM45_1351
ko:K03529	bmab:BM45_1353
ko:K01972	bmab:BM45_1355
ko:K07497	bmab:BM45_1916
ko:K07497	bmab:BM45_1917
ko:K01872	bmab:BM45_1920
ko:K04062	bmab:BM45_1922
ko:K01886	bmab:BM45_1923
ko:K01207	bmab:BM45_1926
ko:K00428	bmab:BM45_1929
ko:K00209	bmab:BM45_1931
ko:K03543	bmab:BM45_1932
ko:K03446	bmab:BM45_1933
ko:K07687	bmab:BM45_1935
ko:K07347	bmab:BM45_1938
ko:K07346	bmab:BM45_1939
ko:K03746	bmab:BM45_1946
ko:K03322	bmab:BM45_1948
ko:K07497	bmab:BM45_1950
ko:K07497	bmab:BM45_1951
ko:K11896	bmab:BM45_1956
ko:K04618	bmab:BM45_1959
ko:K03746	bmab:BM45_1963
ko:K03524	bmab:BM45_2740
ko:K01119	bmab:BM45_2742
ko:K02066	bmab:BM45_2743
ko:K02065	bmab:BM45_2744
ko:K02067	bmab:BM45_2745
ko:K18480	bmab:BM45_2746
ko:K07018	bmab:BM45_2749
ko:K07258	bmab:BM45_2750
ko:K00824	bmab:BM45_2751
ko:K09158	bmab:BM45_2752
ko:K03566	bmab:BM45_2753
ko:K03801	bmab:BM45_2755
ko:K03644	bmab:BM45_2756
ko:K00681	bmab:BM45_2759
ko:K14393	bmab:BM45_2767
ko:K11103	bmab:BM45_2768
ko:K10125	bmab:BM45_2769
ko:K10125	bmab:BM45_2770
ko:K10126	bmab:BM45_2771
ko:K07391	bmab:BM45_2776
ko:K09806	bmab:BM45_2777
ko:K04752	bmab:BM45_2778
ko:K03320	bmab:BM45_2779
ko:K01919	bmab:BM45_2781
ko:K01920	bmab:BM45_2782
ko:K02821	bmab:BM45_2783
ko:K11189	bmab:BM45_2784
ko:K08483	bmab:BM45_2785
ko:K03797	bmab:BM45_2787
ko:K01834	bmab:BM45_2788
ko:K03071	bmab:BM45_2791
ko:K00057	bmab:BM45_2792
ko:K03710	bmab:BM45_3593
ko:K07112	bmab:BM45_3602
ko:K07112	bmab:BM45_3603
ko:K11717	bmab:BM45_3607
ko:K00640	bmab:BM45_3610
ko:K01322	bmab:BM45_3612
ko:K03543	bmab:BM45_3613
ko:K12990	bmab:BM45_3615
ko:K18101	bmab:BM45_3618
ko:K18100	bmab:BM45_3619
ko:K07497	bmab:BM45_3620
ko:K07497	bmab:BM45_3621
ko:K02167	bmab:BM45_3622
ko:K08369	bmab:BM45_3627
ko:K07675	bmab:BM45_3628
ko:K03704	bmab:BM45_3636
ko:K01633	bmab:BM45_3637
ko:K00305	bmab:BM45_3638
ko:K07497	bmab:BM45_3640
ko:K07497	bmab:BM45_3641
ko:K00140	bmab:BM45_3642
ko:K00822	bmab:BM45_3643
ko:K03497	bmab:BM45_4438
ko:K03496	bmab:BM45_4439
ko:K00537	bmab:BM45_4440
ko:K03088	bmab:BM45_4442
ko:K03410	bmab:BM45_4446
ko:K06045	bmab:BM45_4450
ko:K10036	bmab:BM45_4452
ko:K10037	bmab:BM45_4453
ko:K10038	bmab:BM45_4454
ko:K01607	bmab:BM45_4457
ko:K04754	bmab:BM45_4458
ko:K07003	bmab:BM45_4459
ko:K02003	bmab:BM45_4464
ko:K02004	bmab:BM45_4465
ko:K02480	bmab:BM45_4477
ko:K03825	bmab:BM45_4482
ko:K01426	bmab:BM45_4484
ko:K00265	bmab:BM45_1
ko:K00266	bmab:BM45_2
ko:K03310	bmab:BM45_3
ko:K01975	bmab:BM45_4
ko:K01576	bmab:BM45_664
ko:K00141	bmab:BM45_665
ko:K00077	bmab:BM45_666
ko:K08195	bmab:BM45_667
ko:K00453	bmab:BM45_668
ko:K01556	bmab:BM45_669
ko:K07130	bmab:BM45_670
ko:K07304	bmab:BM45_673
ko:K00574	bmab:BM45_675
ko:K00275	bmab:BM45_676
ko:K05838	bmab:BM45_678
ko:K05838	bmab:BM45_679
ko:K06911	bmab:BM45_680
ko:K15268	bmab:BM45_681
ko:K01448	bmab:BM45_682
ko:K06925	bmab:BM45_683
ko:K18979	bmab:BM45_684
ko:K00567	bmab:BM45_685
ko:K04763	bmab:BM45_686
ko:K08591	bmab:BM45_689
ko:K09767	bmab:BM45_690
ko:K00075	bmab:BM45_691
ko:K02968	bmab:BM45_694
ko:K03980	bmab:BM45_695
ko:K07497	bmab:BM45_700
ko:K07497	bmab:BM45_701
ko:K02518	bmab:BM45_703
ko:K15738	bmab:BM45_708
ko:K02622	bmab:BM45_709
ko:K02621	bmab:BM45_710
ko:K06016	bmab:BM45_716
ko:K14260	bmab:BM45_1518
ko:K00003	bmab:BM45_1519
ko:K01733	bmab:BM45_1520
ko:K03750	bmab:BM45_1521
ko:K03636	bmab:BM45_1522
ko:K03635	bmab:BM45_1523
ko:K06886	bmab:BM45_1524
ko:K13771	bmab:BM45_1525
ko:K03695	bmab:BM45_1526
ko:K01607	bmab:BM45_1530
ko:K03327	bmab:BM45_1531
ko:K02909	bmab:BM45_1533
ko:K09933	bmab:BM45_1534
ko:K03628	bmab:BM45_1537
ko:K03671	bmab:BM45_1538
ko:K02343	bmab:BM45_1539
ko:K09747	bmab:BM45_1540
ko:K06187	bmab:BM45_1541
ko:K03787	bmab:BM45_1543
ko:K00573	bmab:BM45_1544
ko:K06194	bmab:BM45_1545
ko:K03087	bmab:BM45_1546
ko:K07501	bmab:BM45_1547
ko:K03215	bmab:BM45_1549
ko:K00940	bmab:BM45_1551
ko:K06941	bmab:BM45_1552
ko:K15539	bmab:BM45_1553
ko:K03526	bmab:BM45_1554
ko:K01892	bmab:BM45_1555
ko:K17713	bmab:BM45_1557
ko:K03977	bmab:BM45_1558
ko:K03666	bmab:BM45_1559
ko:K03665	bmab:BM45_1560
ko:K04088	bmab:BM45_1561
ko:K04087	bmab:BM45_1562
ko:K09937	bmab:BM45_1563
ko:K02502	bmab:BM45_1564
ko:K01939	bmab:BM45_1565
ko:K07101	bmab:BM45_1566
ko:K03549	bmab:BM45_1567
ko:K06193	bmab:BM45_290
ko:K07240	bmab:BM45_292
ko:K07240	bmab:BM45_293
ko:K03566	bmab:BM45_294
ko:K02397	bmab:BM45_296
ko:K02396	bmab:BM45_297
ko:K02395	bmab:BM45_299
ko:K02394	bmab:BM45_300
ko:K02393	bmab:BM45_301
ko:K02392	bmab:BM45_302
ko:K02391	bmab:BM45_303
ko:K02390	bmab:BM45_304
ko:K02389	bmab:BM45_305
ko:K02388	bmab:BM45_306
ko:K02387	bmab:BM45_307
ko:K02386	bmab:BM45_309
ko:K02398	bmab:BM45_310
ko:K02399	bmab:BM45_311
ko:K00974	bmab:BM45_313
ko:K00329	bmab:BM45_315
ko:K00356	bmab:BM45_315
ko:K08309	bmab:BM45_316
ko:K07160	bmab:BM45_321
ko:K09973	bmab:BM45_324
ko:K12372	bmab:BM45_325
ko:K01753	bmab:BM45_502
ko:K06015	bmab:BM45_504
ko:K06879	bmab:BM45_506
ko:K01754	bmab:BM45_507
ko:K03183	bmab:BM45_511
ko:K03690	bmab:BM45_513
ko:K03688	bmab:BM45_514
ko:K01876	bmab:BM45_518
ko:K08310	bmab:BM45_519
ko:K07516	bmab:BM45_523
ko:K02379	bmab:BM45_526
ko:K10806	bmab:BM45_528
ko:K06147	bmab:BM45_529
ko:K07102	bmab:BM45_531
ko:K04744	bmab:BM45_532
ko:K03771	bmab:BM45_533
ko:K00097	bmab:BM45_534
ko:K02528	bmab:BM45_535
ko:K01759	bmab:BM45_537
ko:K07043	bmab:BM45_538
ko:K00655	bmab:BM45_539
ko:K03273	bmab:BM45_540
ko:K01879	bmab:BM45_541
ko:K01878	bmab:BM45_542
ko:K03820	bmab:BM45_543
ko:K06189	bmab:BM45_544
ko:K07232	bmab:BM45_545
ko:K07042	bmab:BM45_546
ko:K06168	bmab:BM45_548
ko:K02858	bmab:BM45_552
ko:K01462	bmab:BM45_1356
ko:K06182	bmab:BM45_1357
ko:K00990	bmab:BM45_1358
ko:K01265	bmab:BM45_1359
ko:K02967	bmab:BM45_1360
ko:K02357	bmab:BM45_1361
ko:K09903	bmab:BM45_1362
ko:K02838	bmab:BM45_1363
ko:K00806	bmab:BM45_1364
ko:K00981	bmab:BM45_1365
ko:K00099	bmab:BM45_1366
ko:K11749	bmab:BM45_1367
ko:K07277	bmab:BM45_1368
ko:K06142	bmab:BM45_1369
ko:K02536	bmab:BM45_1370
ko:K02372	bmab:BM45_1371
ko:K00677	bmab:BM45_1372
ko:K00748	bmab:BM45_1373
ko:K03470	bmab:BM45_1374
ko:K03437	bmab:BM45_1375
ko:K09773	bmab:BM45_1376
ko:K05998	bmab:BM45_1377
ko:K03664	bmab:BM45_1383
ko:K09801	bmab:BM45_1385
ko:K00088	bmab:BM45_1390
ko:K01951	bmab:BM45_1392
ko:K06959	bmab:BM45_1568
ko:K07093	bmab:BM45_2124
ko:K09861	bmab:BM45_2134
ko:K14287	bmab:BM45_2136
ko:K00799	bmab:BM45_2137
ko:K01515	bmab:BM45_2149
ko:K00343	bmab:BM45_2151
ko:K00342	bmab:BM45_2152
ko:K00341	bmab:BM45_2153
ko:K00340	bmab:BM45_2154
ko:K00339	bmab:BM45_2155
ko:K00338	bmab:BM45_2156
ko:K00337	bmab:BM45_2157
ko:K00336	bmab:BM45_2158
ko:K00335	bmab:BM45_2159
ko:K00334	bmab:BM45_2160
ko:K00333	bmab:BM45_2161
ko:K00332	bmab:BM45_2162
ko:K00331	bmab:BM45_2163
ko:K00330	bmab:BM45_2164
ko:K03075	bmab:BM45_2166
ko:K01803	bmab:BM45_2167
ko:K00962	bmab:BM45_2169
ko:K02956	bmab:BM45_2170
ko:K01999	bmab:BM45_2171
ko:K02115	bmab:BM45_2950
ko:K02111	bmab:BM45_2951
ko:K02113	bmab:BM45_2952
ko:K02109	bmab:BM45_2953
ko:K02110	bmab:BM45_2954
ko:K02108	bmab:BM45_2955
ko:K02116	bmab:BM45_2956
ko:K03497	bmab:BM45_2958
ko:K03496	bmab:BM45_2959
ko:K03501	bmab:BM45_2960
ko:K03495	bmab:BM45_2961
ko:K01996	bmab:BM45_2962
ko:K01995	bmab:BM45_2963
ko:K01998	bmab:BM45_2963
ko:K01997	bmab:BM45_2964
ko:K01999	bmab:BM45_2965
ko:K01998	bmab:BM45_2967
ko:K01997	bmab:BM45_2968
ko:K01999	bmab:BM45_2969
ko:K01996	bmab:BM45_2970
ko:K01995	bmab:BM45_2971
ko:K00140	bmab:BM45_2973
ko:K00500	bmab:BM45_2977
ko:K01724	bmab:BM45_2978
ko:K07117	bmab:BM45_2982
ko:K01951	bmab:BM45_2984
ko:K06048	bmab:BM45_2986
ko:K15461	bmab:BM45_2988
ko:K03530	bmab:BM45_2989
ko:K03642	bmab:BM45_2991
ko:K03746	bmab:BM45_2996
ko:K07226	bmab:BM45_2997
ko:K02072	bmab:BM45_3809
ko:K02071	bmab:BM45_3810
ko:K02073	bmab:BM45_3812
ko:K00137	bmab:BM45_3819
ko:K00053	bmab:BM45_3821
ko:K01586	bmab:BM45_3823
ko:K00645	bmab:BM45_3826
ko:K07088	bmab:BM45_3829
ko:K18903	bmab:BM45_3833
ko:K18902	bmab:BM45_3835
ko:K18901	bmab:BM45_3836
ko:K18900	bmab:BM45_3838
ko:K01008	bmab:BM45_3841
ko:K00375	bmab:BM45_3848
ko:K00823	bmab:BM45_3849
ko:K00135	bmab:BM45_3850
ko:K03776	bmab:BM45_3856
ko:K02624	bmab:BM45_3859
ko:K02688	bmab:BM45_4646
ko:K03417	bmab:BM45_4647
ko:K01659	bmab:BM45_4648
ko:K07507	bmab:BM45_4662
ko:K17686	bmab:BM45_4668
ko:K00801	bmab:BM45_4676
ko:K00426	bmab:BM45_4681
ko:K00425	bmab:BM45_4682
ko:K01620	bmab:BM45_4684
ko:K05596	bmab:BM45_4683
ko:K05366	bmab:BM45_4685
ko:K02013	bmab:BM45_4687
ko:K02015	bmab:BM45_4688
ko:K02016	bmab:BM45_4690
ko:K07225	bmab:BM45_4691
ko:K16087	bmab:BM45_4692
ko:K02053	bmab:BM45_4695
ko:K02052	bmab:BM45_4696
ko:K02055	bmab:BM45_4697
ko:K12371	bmab:BM45_326
ko:K12370	bmab:BM45_328
ko:K12369	bmab:BM45_329
ko:K12368	bmab:BM45_330
ko:K01338	bmab:BM45_334
ko:K00528	bmab:BM45_338
ko:K09919	bmab:BM45_1145
ko:K01950	bmab:BM45_1146
ko:K04751	bmab:BM45_1147
ko:K10017	bmab:BM45_1149
ko:K10015	bmab:BM45_1150
ko:K10016	bmab:BM45_1151
ko:K10014	bmab:BM45_1152
ko:K06911	bmab:BM45_1154
ko:K07659	bmab:BM45_1156
ko:K07638	bmab:BM45_1157
ko:K02050	bmab:BM45_1159
ko:K02049	bmab:BM45_1160
ko:K07497	bmab:BM45_1161
ko:K00697	bmab:BM45_1163
ko:K08169	bmab:BM45_1166
ko:K06910	bmab:BM45_1167
ko:K08276	bmab:BM45_1171
ko:K07262	bmab:BM45_1172
ko:K07497	bmab:BM45_1175
ko:K07497	bmab:BM45_1176
ko:K14682	bmab:BM45_1185
ko:K03578	bmab:BM45_1186
ko:K01915	bmab:BM45_1192
ko:K07708	bmab:BM45_1193
ko:K07712	bmab:BM45_1194
ko:K01142	bmab:BM45_1196
ko:K07684	bmab:BM45_1197
ko:K07241	bmab:BM45_1757
ko:K02189	bmab:BM45_1758
ko:K19221	bmab:BM45_1759
ko:K02224	bmab:BM45_1760
ko:K02014	bmab:BM45_1762
ko:K10531	bmab:BM45_1763
ko:K06160	bmab:BM45_1766
ko:K02016	bmab:BM45_1768
ko:K13255	bmab:BM45_1769
ko:K02015	bmab:BM45_1770
ko:K02013	bmab:BM45_1771
ko:K03088	bmab:BM45_1774
ko:K00008	bmab:BM45_1778
ko:K10440	bmab:BM45_1779
ko:K10441	bmab:BM45_1780
ko:K10439	bmab:BM45_1781
ko:K07497	bmab:BM45_1786
ko:K07497	bmab:BM45_1787
ko:K07497	bmab:BM45_1788
ko:K07345	bmab:BM45_1791
ko:K07346	bmab:BM45_1792
ko:K18095	bmab:BM45_1793
ko:K18094	bmab:BM45_1794
ko:K18129	bmab:BM45_1795
ko:K02029	bmab:BM45_1797
ko:K02029	bmab:BM45_1798
ko:K02030	bmab:BM45_1799
ko:K12511	bmab:BM45_1803
ko:K02283	bmab:BM45_1805
ko:K02282	bmab:BM45_1806
ko:K13993	bmab:BM45_2592
ko:K04078	bmab:BM45_2593
ko:K10004	bmab:BM45_2596
ko:K10002	bmab:BM45_2597
ko:K10003	bmab:BM45_2598
ko:K10001	bmab:BM45_2599
ko:K00261	bmab:BM45_2600
ko:K02575	bmab:BM45_2602
ko:K01756	bmab:BM45_2603
ko:K00851	bmab:BM45_2604
ko:K03299	bmab:BM45_2605
ko:K01625	bmab:BM45_2606
ko:K01690	bmab:BM45_2607
ko:K19337	bmab:BM45_2608
ko:K08973	bmab:BM45_2609
ko:K00147	bmab:BM45_2610
ko:K02340	bmab:BM45_2611
ko:K03643	bmab:BM45_2612
ko:K01869	bmab:BM45_2613
ko:K03559	bmab:BM45_2614
ko:K03561	bmab:BM45_2615
ko:K00215	bmab:BM45_2616
ko:K06186	bmab:BM45_2617
ko:K03711	bmab:BM45_2618
ko:K01483	bmab:BM45_2619
ko:K01483	bmab:BM45_2620
ko:K01477	bmab:BM45_2621
ko:K11103	bmab:BM45_2622
ko:K07497	bmab:BM45_2623
ko:K07497	bmab:BM45_2624
ko:K11921	bmab:BM45_2627
ko:K01673	bmab:BM45_2628
ko:K01725	bmab:BM45_2629
ko:K00134	bmab:BM45_2631
ko:K00615	bmab:BM45_2632
ko:K00797	bmab:BM45_2633
ko:K09761	bmab:BM45_2635
ko:K01167	bmab:BM45_2637
ko:K00029	bmab:BM45_2638
ko:K07644	bmab:BM45_3432
ko:K07665	bmab:BM45_3433
ko:K15726	bmab:BM45_3434
ko:K15727	bmab:BM45_3435
ko:K15725	bmab:BM45_3436
ko:K09129	bmab:BM45_3439
ko:K19055	bmab:BM45_3440
ko:K03758	bmab:BM45_3442
ko:K03798	bmab:BM45_3444
ko:K18306	bmab:BM45_3448
ko:K18307	bmab:BM45_3449
ko:K18139	bmab:BM45_3450
ko:K01497	bmab:BM45_3451
ko:K03587	bmab:BM45_3459
ko:K02058	bmab:BM45_3460
ko:K03455	bmab:BM45_3462
ko:K07044	bmab:BM45_3464
ko:K16074	bmab:BM45_3469
ko:K02027	bmab:BM45_3473
ko:K02025	bmab:BM45_3474
ko:K02026	bmab:BM45_3475
ko:K05351	bmab:BM45_3476
ko:K10112	bmab:BM45_3477
ko:K00854	bmab:BM45_3479
ko:K07258	bmab:BM45_3480
ko:K03587	bmab:BM45_3481
ko:K00380	bmab:BM45_3483
ko:K07397	bmab:BM45_4281
ko:K07223	bmab:BM45_4283
ko:K06147	bmab:BM45_4284
ko:K18199	bmab:BM45_4285
ko:K01867	bmab:BM45_4287
ko:K07052	bmab:BM45_4290
ko:K01560	bmab:BM45_4292
ko:K13491	bmab:BM45_4293
ko:K13490	bmab:BM45_4294
ko:K13489	bmab:BM45_4295
ko:K13486	bmab:BM45_4296
ko:K13488	bmab:BM45_4297
ko:K13487	bmab:BM45_4298
ko:K01652	bmab:BM45_4303
ko:K03316	bmab:BM45_4304
ko:K02503	bmab:BM45_4308
ko:K18249	bmab:BM45_4309
ko:K16320	bmab:BM45_4311
ko:K16319	bmab:BM45_4312
ko:K01856	bmab:BM45_4315
ko:K03381	bmab:BM45_4316
ko:K03464	bmab:BM45_4317
ko:K02300	bmab:BM45_4318
ko:K02299	bmab:BM45_4319
ko:K02298	bmab:BM45_4320
ko:K02297	bmab:BM45_4321
ko:K00219	bmab:BM45_4322
ko:K09983	bmab:BM45_1396
ko:K11991	bmab:BM45_1398
ko:K01297	bmab:BM45_1399
ko:K03457	bmab:BM45_1402
ko:K16841	bmab:BM45_1403
ko:K13485	bmab:BM45_1405
ko:K01477	bmab:BM45_1406
ko:K01483	bmab:BM45_1408
ko:K05973	bmab:BM45_1976
ko:K16147	bmab:BM45_1977
ko:K05343	bmab:BM45_1978
ko:K00700	bmab:BM45_1979
ko:K00700	bmab:BM45_1980
ko:K01236	bmab:BM45_1982
ko:K00705	bmab:BM45_1983
ko:K06044	bmab:BM45_1984
ko:K00375	bmab:BM45_1987
ko:K07497	bmab:BM45_1995
ko:K01895	bmab:BM45_1999
ko:K03327	bmab:BM45_2001
ko:K08296	bmab:BM45_2005
ko:K01524	bmab:BM45_2015
ko:K00937	bmab:BM45_2016
ko:K07636	bmab:BM45_2017
ko:K07657	bmab:BM45_2018
ko:K02039	bmab:BM45_2019
ko:K03216	bmab:BM45_2794
