ko:K01212	bso:BSNT_10032
ko:K06335	bso:BSNT_08378
ko:K06433	bso:BSNT_10843
ko:K06432	bso:BSNT_08379
ko:K01681	bso:BSNT_08380
ko:K06431	bso:BSNT_08383
ko:K06434	bso:BSNT_08384
ko:K07107	bso:BSNT_08386
ko:K08591	bso:BSNT_08389
ko:K02622	bso:BSNT_08392
ko:K02621	bso:BSNT_08393
ko:K03310	bso:BSNT_08398
ko:K15924	bso:BSNT_08401
ko:K15921	bso:BSNT_08402
ko:K00963	bso:BSNT_08405
ko:K01640	bso:BSNT_08410
ko:K02160	bso:BSNT_08411
ko:K01961	bso:BSNT_08412
ko:K00666	bso:BSNT_08413
ko:K15668	bso:BSNT_08419
ko:K15667	bso:BSNT_08422
ko:K07259	bso:BSNT_08423
ko:K18115	bso:BSNT_08495
ko:K04564	bso:BSNT_08496
ko:K03308	bso:BSNT_08497
ko:K03453	bso:BSNT_08498
ko:K00658	bso:BSNT_08499
ko:K00164	bso:BSNT_08500
ko:K04565	bso:BSNT_08503
ko:K19220	bso:BSNT_08504
ko:K03327	bso:BSNT_08508
ko:K17763	bso:BSNT_08509
ko:K05786	bso:BSNT_08513
ko:K03299	bso:BSNT_08516
ko:K03299	bso:BSNT_08517
ko:K06999	bso:BSNT_08522
ko:K15975	bso:BSNT_08523
ko:K15975	bso:BSNT_08524
ko:K03307	bso:BSNT_08526
ko:K03797	bso:BSNT_08527
ko:K07260	bso:BSNT_08530
ko:K03784	bso:BSNT_08531
ko:K01843	bso:BSNT_08542
ko:K01438	bso:BSNT_08544
ko:K01034	bso:BSNT_08546
ko:K06323	bso:BSNT_08550
ko:K06322	bso:BSNT_08551
ko:K01609	bso:BSNT_08661
ko:K00766	bso:BSNT_08662
ko:K01657	bso:BSNT_08663
ko:K06208	bso:BSNT_08665
ko:K01735	bso:BSNT_08666
ko:K01736	bso:BSNT_08667
ko:K00575	bso:BSNT_08668
ko:K00940	bso:BSNT_08670
ko:K00805	bso:BSNT_08671
ko:K03183	bso:BSNT_08672
ko:K00805	bso:BSNT_08673
ko:K06285	bso:BSNT_08674
ko:K01495	bso:BSNT_08675
ko:K03530	bso:BSNT_08676
ko:K06398	bso:BSNT_08677
ko:K00057	bso:BSNT_08680
ko:K03977	bso:BSNT_08681
ko:K05739	bso:BSNT_08683
ko:K01823	bso:BSNT_08686
ko:K02945	bso:BSNT_08687
ko:K00945	bso:BSNT_08689
ko:K06313	bso:BSNT_08692
ko:K01449	bso:BSNT_08693
ko:K00384	bso:BSNT_08696
ko:K00260	bso:BSNT_08697
ko:K16511	bso:BSNT_08699
ko:K07052	bso:BSNT_08703
ko:K03654	bso:BSNT_08704
ko:K05337	bso:BSNT_08707
ko:K00058	bso:BSNT_08710
ko:K03785	bso:BSNT_08711
ko:K03088	bso:BSNT_08713
ko:K02028	bso:BSNT_08828
ko:K02029	bso:BSNT_08829
ko:K02030	bso:BSNT_08830
ko:K19578	bso:BSNT_08833
ko:K09699	bso:BSNT_08835
ko:K00167	bso:BSNT_08836
ko:K00166	bso:BSNT_08837
ko:K00382	bso:BSNT_08838
ko:K00929	bso:BSNT_08839
ko:K00263	bso:BSNT_08840
ko:K03417	bso:BSNT_08844
ko:K01720	bso:BSNT_08845
ko:K01647	bso:BSNT_08846
ko:K00074	bso:BSNT_08848
ko:K00626	bso:BSNT_08849
ko:K01126	bso:BSNT_08850
ko:K01448	bso:BSNT_08851
ko:K07699	bso:BSNT_08855
ko:K06399	bso:BSNT_08856
ko:K03631	bso:BSNT_08857
ko:K03402	bso:BSNT_08858
ko:K06442	bso:BSNT_08859
ko:K01662	bso:BSNT_08860
ko:K13789	bso:BSNT_08862
ko:K03602	bso:BSNT_08863
ko:K03601	bso:BSNT_08864
ko:K01491	bso:BSNT_08865
ko:K03625	bso:BSNT_08866
ko:K01961	bso:BSNT_08868
ko:K02160	bso:BSNT_08869
ko:K06397	bso:BSNT_08873
ko:K06396	bso:BSNT_08874
ko:K06395	bso:BSNT_08875
ko:K06394	bso:BSNT_08876
ko:K06393	bso:BSNT_08877
ko:K06392	bso:BSNT_08878
ko:K02687	bso:BSNT_08989
ko:K03686	bso:BSNT_08990
ko:K04043	bso:BSNT_08991
ko:K03687	bso:BSNT_08992
ko:K03705	bso:BSNT_08993
ko:K03596	bso:BSNT_08995
ko:K06385	bso:BSNT_08997
ko:K06012	bso:BSNT_08998
ko:K02968	bso:BSNT_08999
ko:K02340	bso:BSNT_09000
ko:K02238	bso:BSNT_09003
ko:K02237	bso:BSNT_09005
ko:K02239	bso:BSNT_09006
ko:K09710	bso:BSNT_09008
ko:K00969	bso:BSNT_09010
ko:K07574	bso:BSNT_09011
ko:K00014	bso:BSNT_09012
ko:K06948	bso:BSNT_09013
ko:K07015	bso:BSNT_09014
ko:K06371	bso:BSNT_09015
ko:K00033	bso:BSNT_09020
ko:K03091	bso:BSNT_09024
ko:K01679	bso:BSNT_09026
ko:K04750	bso:BSNT_09028
ko:K06366	bso:BSNT_09029
ko:K01876	bso:BSNT_09155
ko:K01892	bso:BSNT_09156
ko:K01448	bso:BSNT_09158
ko:K07560	bso:BSNT_09159
ko:K00951	bso:BSNT_09160
ko:K00759	bso:BSNT_09161
ko:K07462	bso:BSNT_09162
ko:K02867	bso:BSNT_06392
ko:K02863	bso:BSNT_06393
ko:K02864	bso:BSNT_06394
ko:K02935	bso:BSNT_06395
ko:K00564	bso:BSNT_06396
ko:K04075	bso:BSNT_06340
ko:K00760	bso:BSNT_06341
ko:K03798	bso:BSNT_06342
ko:K03525	bso:BSNT_06343
ko:K04083	bso:BSNT_06344
ko:K01738	bso:BSNT_06346
ko:K01665	bso:BSNT_06347
ko:K01664	bso:BSNT_06348
ko:K02619	bso:BSNT_06349
ko:K00796	bso:BSNT_06350
ko:K01633	bso:BSNT_06351
ko:K00950	bso:BSNT_06352
ko:K04567	bso:BSNT_06355
ko:K03708	bso:BSNT_06374
ko:K19411	bso:BSNT_06375
ko:K19405	bso:BSNT_06376
ko:K03696	bso:BSNT_06377
ko:K04485	bso:BSNT_06378
ko:K07067	bso:BSNT_06379
ko:K03406	bso:BSNT_06678
ko:K03406	bso:BSNT_06679
ko:K08094	bso:BSNT_06680
ko:K08093	bso:BSNT_06681
ko:K15656	bso:BSNT_06686
ko:K15657	bso:BSNT_06687
ko:K16786	bso:BSNT_06430
ko:K16787	bso:BSNT_06431
ko:K16785	bso:BSNT_06432
ko:K06173	bso:BSNT_06433
ko:K02871	bso:BSNT_06434
ko:K02996	bso:BSNT_06435
ko:K01448	bso:BSNT_06438
ko:K03593	bso:BSNT_06439
ko:K06294	bso:BSNT_06440
ko:K06349	bso:BSNT_06441
ko:K09696	bso:BSNT_06594
ko:K06368	bso:BSNT_06600
ko:K06368	bso:BSNT_06601
ko:K00034	bso:BSNT_06602
ko:K01182	bso:BSNT_06603
ko:K09815	bso:BSNT_06604
ko:K09817	bso:BSNT_06605
ko:K09816	bso:BSNT_06606
ko:K06133	bso:BSNT_06692
ko:K07149	bso:BSNT_06693
ko:K10010	bso:BSNT_06695
ko:K10009	bso:BSNT_06696
ko:K02424	bso:BSNT_06697
ko:K03186	bso:BSNT_06699
ko:K01259	bso:BSNT_06704
ko:K03305	bso:BSNT_06705
ko:K06295	bso:BSNT_06708
ko:K06297	bso:BSNT_06709
ko:K06296	bso:BSNT_06710
ko:K02003	bso:BSNT_06711
ko:K02004	bso:BSNT_06712
ko:K06361	bso:BSNT_06715
ko:K02988	bso:BSNT_10827
ko:K03043	bso:BSNT_06397
ko:K03046	bso:BSNT_06398
ko:K07590	bso:BSNT_06399
ko:K02950	bso:BSNT_06400
ko:K02992	bso:BSNT_06401
ko:K02355	bso:BSNT_06402
ko:K02358	bso:BSNT_06403
ko:K02946	bso:BSNT_06405
ko:K02906	bso:BSNT_06406
ko:K02926	bso:BSNT_06407
ko:K02892	bso:BSNT_06408
ko:K02886	bso:BSNT_06409
ko:K02890	bso:BSNT_06410
ko:K02982	bso:BSNT_06411
ko:K02878	bso:BSNT_06412
ko:K02904	bso:BSNT_06413
ko:K02961	bso:BSNT_06414
ko:K02874	bso:BSNT_10826
ko:K02895	bso:BSNT_06415
ko:K02931	bso:BSNT_06416
ko:K02954	bso:BSNT_06417
ko:K02994	bso:BSNT_06418
ko:K02933	bso:BSNT_06419
ko:K02881	bso:BSNT_06420
ko:K03088	bso:BSNT_06483
ko:K18672	bso:BSNT_06485
ko:K03431	bso:BSNT_06487
ko:K00820	bso:BSNT_06488
ko:K05795	bso:BSNT_06610
ko:K05795	bso:BSNT_06611
ko:K08369	bso:BSNT_06616
ko:K02000	bso:BSNT_06619
ko:K02001	bso:BSNT_06620
ko:K03321	bso:BSNT_06463
ko:K02015	bso:BSNT_06466
ko:K02015	bso:BSNT_06467
ko:K02016	bso:BSNT_06468
ko:K01207	bso:BSNT_06471
ko:K02809	bso:BSNT_06473
ko:K02810	bso:BSNT_06473
ko:K07106	bso:BSNT_06475
ko:K01247	bso:BSNT_06490
ko:K13530	bso:BSNT_06491
ko:K13531	bso:BSNT_06492
ko:K05577	bso:BSNT_06494
ko:K09822	bso:BSNT_06495
ko:K15629	bso:BSNT_06509
ko:K01126	bso:BSNT_06513
ko:K02445	bso:BSNT_06514
ko:K02564	bso:BSNT_06543
ko:K03710	bso:BSNT_06544
ko:K00826	bso:BSNT_06547
ko:K16235	bso:BSNT_06548
ko:K00547	bso:BSNT_06549
ko:K11626	bso:BSNT_06552
ko:K01425	bso:BSNT_06553
ko:K07717	bso:BSNT_06554
ko:K07719	bso:BSNT_06555
ko:K01707	bso:BSNT_06556
ko:K03535	bso:BSNT_06558
ko:K01706	bso:BSNT_06560
ko:K01708	bso:BSNT_06562
ko:K06979	bso:BSNT_06565
ko:K01990	bso:BSNT_06570
ko:K01449	bso:BSNT_06574
ko:K01113	bso:BSNT_06577
ko:K03116	bso:BSNT_06578
ko:K03118	bso:BSNT_06579
ko:K01304	bso:BSNT_06580
ko:K18926	bso:BSNT_06582
ko:K18939	bso:BSNT_06583
ko:K01424	bso:BSNT_06585
ko:K07039	bso:BSNT_06588
ko:K09697	bso:BSNT_06592
ko:K09697	bso:BSNT_06593
ko:K02002	bso:BSNT_06621
ko:K14665	bso:BSNT_06622
ko:K01176	bso:BSNT_06626
ko:K00016	bso:BSNT_06628
ko:K03303	bso:BSNT_06630
ko:K09190	bso:BSNT_06632
ko:K09967	bso:BSNT_06637
ko:K01916	bso:BSNT_06639
ko:K00891	bso:BSNT_06641
ko:K01060	bso:BSNT_06647
ko:K07074	bso:BSNT_06648
ko:K00318	bso:BSNT_06649
ko:K00294	bso:BSNT_06650
ko:K11928	bso:BSNT_06651
ko:K08986	bso:BSNT_06653
ko:K08289	bso:BSNT_06530
ko:K17103	bso:BSNT_06534
ko:K01613	bso:BSNT_06536
ko:K06880	bso:BSNT_06538
ko:K07146	bso:BSNT_06540
ko:K11102	bso:BSNT_06541
ko:K02907	bso:BSNT_10828
ko:K02876	bso:BSNT_06421
ko:K03076	bso:BSNT_06422
ko:K00939	bso:BSNT_06423
ko:K01265	bso:BSNT_06424
ko:K02919	bso:BSNT_06426
ko:K02952	bso:BSNT_06427
ko:K02948	bso:BSNT_10829
ko:K03040	bso:BSNT_06428
ko:K02879	bso:BSNT_06429
ko:K03100	bso:BSNT_06744
ko:K02372	bso:BSNT_06747
ko:K06353	bso:BSNT_06716
ko:K00928	bso:BSNT_06719
ko:K02015	bso:BSNT_06721
ko:K02015	bso:BSNT_06722
ko:K02013	bso:BSNT_06723
ko:K02016	bso:BSNT_06724
ko:K19286	bso:BSNT_06728
ko:K00375	bso:BSNT_06731
ko:K07250	bso:BSNT_06732
ko:K00135	bso:BSNT_06733
ko:K05340	bso:BSNT_06734
ko:K00034	bso:BSNT_06735
ko:K14166	bso:BSNT_06737
ko:K02799	bso:BSNT_06740
ko:K02800	bso:BSNT_06740
ko:K02798	bso:BSNT_06741
ko:K00009	bso:BSNT_06742
ko:K07246	bso:BSNT_06743
ko:K07089	bso:BSNT_06654
ko:K13542	bso:BSNT_06657
ko:K00363	bso:BSNT_06658
ko:K00362	bso:BSNT_06659
ko:K00372	bso:BSNT_06660
ko:K00362	bso:BSNT_06661
ko:K02575	bso:BSNT_06662
ko:K09007	bso:BSNT_06663
ko:K10009	bso:BSNT_06668
ko:K02424	bso:BSNT_06669
ko:K01223	bso:BSNT_06675
ko:K07160	bso:BSNT_06750
ko:K06351	bso:BSNT_06753
ko:K06350	bso:BSNT_06754
ko:K03483	bso:BSNT_06762
ko:K07228	bso:BSNT_09164
ko:K12257	bso:BSNT_09165
ko:K06409	bso:BSNT_09167
ko:K03210	bso:BSNT_09170
ko:K00773	bso:BSNT_09171
ko:K07568	bso:BSNT_09172
ko:K03551	bso:BSNT_09174
ko:K03550	bso:BSNT_09175
ko:K06318	bso:BSNT_09176
ko:K00010	bso:BSNT_09178
ko:K03310	bso:BSNT_09184
ko:K06345	bso:BSNT_09186
ko:K06370	bso:BSNT_09187
ko:K03517	bso:BSNT_09188
ko:K00767	bso:BSNT_09189
ko:K00278	bso:BSNT_09190
ko:K04487	bso:BSNT_09191
ko:K07105	bso:BSNT_09192
ko:K04518	bso:BSNT_09193
ko:K06209	bso:BSNT_09194
ko:K03979	bso:BSNT_09195
ko:K06375	bso:BSNT_09196
ko:K02899	bso:BSNT_09198
ko:K07584	bso:BSNT_09199
ko:K02888	bso:BSNT_09200
ko:K06402	bso:BSNT_09201
ko:K06401	bso:BSNT_09202
ko:K03609	bso:BSNT_09203
ko:K03610	bso:BSNT_09204
ko:K03571	bso:BSNT_09205
ko:K03570	bso:BSNT_09206
ko:K03569	bso:BSNT_09207
ko:K11144	bso:BSNT_09317
ko:K03346	bso:BSNT_09318
ko:K07738	bso:BSNT_09319
ko:K01611	bso:BSNT_09320
ko:K00134	bso:BSNT_09321
ko:K00859	bso:BSNT_09326
ko:K10563	bso:BSNT_09328
ko:K07636	bso:BSNT_09330
ko:K07658	bso:BSNT_09331
ko:K00024	bso:BSNT_09333
ko:K00031	bso:BSNT_09334
ko:K01647	bso:BSNT_09335
ko:K07113	bso:BSNT_09340
ko:K00873	bso:BSNT_09341
ko:K00850	bso:BSNT_09342
ko:K01962	bso:BSNT_09343
ko:K01963	bso:BSNT_09344
ko:K00027	bso:BSNT_09345
ko:K00456	bso:BSNT_09564
ko:K06153	bso:BSNT_09567
ko:K01813	bso:BSNT_09570
ko:K03534	bso:BSNT_09571
ko:K00848	bso:BSNT_09572
ko:K03406	bso:BSNT_09576
ko:K03406	bso:BSNT_09577
ko:K03406	bso:BSNT_09578
ko:K03406	bso:BSNT_09580
ko:K03406	bso:BSNT_09583
ko:K00686	bso:BSNT_09584
ko:K01187	bso:BSNT_09588
ko:K06973	bso:BSNT_09590
ko:K10716	bso:BSNT_09593
ko:K01810	bso:BSNT_09596
ko:K19955	bso:BSNT_09597
ko:K19955	bso:BSNT_09598
ko:K09779	bso:BSNT_09599
ko:K07570	bso:BSNT_09600
ko:K10907	bso:BSNT_09602
ko:K02100	bso:BSNT_09974
ko:K02103	bso:BSNT_09975
ko:K00782	bso:BSNT_09982
ko:K18929	bso:BSNT_09983
ko:K18928	bso:BSNT_09984
ko:K07693	bso:BSNT_09985
ko:K07778	bso:BSNT_09986
ko:K01992	bso:BSNT_09987
ko:K01990	bso:BSNT_09988
ko:K00939	bso:BSNT_09989
ko:K19707	bso:BSNT_09991
ko:K07315	bso:BSNT_09992
ko:K01224	bso:BSNT_09993
ko:K12308	bso:BSNT_09994
ko:K15772	bso:BSNT_09995
ko:K15771	bso:BSNT_09996
ko:K15770	bso:BSNT_09997
ko:K02529	bso:BSNT_09998
ko:K03303	bso:BSNT_10001
ko:K03092	bso:BSNT_10002
ko:K19431	bso:BSNT_10005
ko:K19430	bso:BSNT_10006
ko:K19429	bso:BSNT_10007
ko:K19428	bso:BSNT_10008
ko:K19418	bso:BSNT_10010
ko:K19427	bso:BSNT_10011
ko:K19426	bso:BSNT_10012
ko:K19425	bso:BSNT_10013
ko:K19419	bso:BSNT_10014
ko:K19424	bso:BSNT_10015
ko:K19423	bso:BSNT_10016
ko:K19422	bso:BSNT_10017
ko:K19421	bso:BSNT_10018
ko:K00903	bso:BSNT_10019
ko:K19420	bso:BSNT_10020
ko:K19417	bso:BSNT_10022
ko:K03929	bso:BSNT_10023
ko:K13727	bso:BSNT_10025
ko:K05311	bso:BSNT_09973
ko:K01779	bso:BSNT_10028
ko:K00692	bso:BSNT_10031
ko:K18924	bso:BSNT_10035
ko:K11741	bso:BSNT_10036
ko:K03466	bso:BSNT_10040
ko:K04763	bso:BSNT_10078
ko:K01358	bso:BSNT_10081
ko:K01838	bso:BSNT_10082
ko:K01182	bso:BSNT_10083
ko:K00691	bso:BSNT_10084
ko:K15772	bso:BSNT_10086
ko:K15771	bso:BSNT_10087
ko:K06966	bso:BSNT_10091
ko:K03321	bso:BSNT_10093
ko:K01673	bso:BSNT_10094
ko:K00090	bso:BSNT_10095
ko:K02004	bso:BSNT_10096
ko:K02003	bso:BSNT_10097
ko:K00675	bso:BSNT_10100
ko:K11184	bso:BSNT_10101
ko:K09762	bso:BSNT_10102
ko:K06958	bso:BSNT_10104
ko:K03574	bso:BSNT_10105
ko:K00384	bso:BSNT_10106
ko:K18104	bso:BSNT_10109
ko:K11755	bso:BSNT_10113
ko:K02500	bso:BSNT_10114
ko:K01814	bso:BSNT_10115
ko:K02501	bso:BSNT_10116
ko:K01693	bso:BSNT_10117
ko:K00013	bso:BSNT_10118
ko:K00765	bso:BSNT_10119
ko:K02502	bso:BSNT_10120
ko:K19551	bso:BSNT_10122
ko:K06019	bso:BSNT_10126
ko:K13292	bso:BSNT_10128
ko:K06023	bso:BSNT_10129
ko:K01443	bso:BSNT_10130
ko:K02564	bso:BSNT_10131
ko:K03710	bso:BSNT_10132
ko:K08972	bso:BSNT_10136
ko:K15770	bso:BSNT_10088
ko:K02406	bso:BSNT_10142
ko:K03701	bso:BSNT_10143
ko:K03702	bso:BSNT_10144
ko:K03797	bso:BSNT_10151
ko:K09811	bso:BSNT_10152
ko:K09812	bso:BSNT_10153
ko:K12263	bso:BSNT_10154
ko:K02836	bso:BSNT_10156
ko:K03070	bso:BSNT_10157
ko:K02423	bso:BSNT_10160
ko:K02422	bso:BSNT_10161
ko:K02407	bso:BSNT_10162
ko:K06603	bso:BSNT_10163
ko:K02406	bso:BSNT_10164
ko:K03563	bso:BSNT_10165
ko:K13626	bso:BSNT_10166
ko:K02397	bso:BSNT_10168
ko:K02396	bso:BSNT_10169
ko:K02398	bso:BSNT_10171
ko:K02242	bso:BSNT_10173
ko:K02241	bso:BSNT_10174
ko:K02240	bso:BSNT_10175
ko:K07692	bso:BSNT_10177
ko:K07777	bso:BSNT_10178
ko:K01990	bso:BSNT_10185
ko:K02851	bso:BSNT_10187
ko:K16699	bso:BSNT_10188
ko:K16698	bso:BSNT_10189
ko:K16706	bso:BSNT_10190
ko:K16705	bso:BSNT_10191
ko:K00012	bso:BSNT_10192
ko:K16697	bso:BSNT_10193
ko:K16694	bso:BSNT_10194
ko:K00681	bso:BSNT_10254
ko:K07240	bso:BSNT_10256
ko:K07240	bso:BSNT_10257
ko:K05982	bso:BSNT_10261
ko:K00012	bso:BSNT_10270
ko:K01104	bso:BSNT_10271
ko:K03111	bso:BSNT_10279
ko:K07284	bso:BSNT_10283
ko:K03282	bso:BSNT_10286
ko:K02372	bso:BSNT_10287
ko:K06362	bso:BSNT_10288
ko:K02392	bso:BSNT_10289
ko:K02392	bso:BSNT_10290
ko:K03569	bso:BSNT_10291
ko:K06283	bso:BSNT_10292
ko:K03457	bso:BSNT_10296
ko:K03320	bso:BSNT_10300
ko:K04751	bso:BSNT_10301
ko:K19302	bso:BSNT_10302
ko:K06386	bso:BSNT_10304
ko:K03823	bso:BSNT_10305
ko:K03628	bso:BSNT_10362
ko:K02446	bso:BSNT_10364
ko:K00790	bso:BSNT_10365
ko:K00616	bso:BSNT_10367
ko:K01624	bso:BSNT_10368
ko:K02490	bso:BSNT_10369
ko:K01937	bso:BSNT_10371
ko:K03048	bso:BSNT_10373
ko:K06131	bso:BSNT_10376
ko:K06147	bso:BSNT_10380
ko:K06131	bso:BSNT_10382
ko:K00374	bso:BSNT_10383
ko:K00373	bso:BSNT_10384
ko:K00371	bso:BSNT_10385
ko:K00370	bso:BSNT_10386
ko:K02575	bso:BSNT_10390
ko:K01887	bso:BSNT_10391
ko:K01990	bso:BSNT_10396
ko:K06364	bso:BSNT_10404
ko:K01480	bso:BSNT_10405
ko:K00797	bso:BSNT_10406
ko:K01821	bso:BSNT_10411
ko:K01868	bso:BSNT_10413
ko:K00826	bso:BSNT_10523
ko:K01222	bso:BSNT_10524
ko:K02759	bso:BSNT_10525
ko:K02761	bso:BSNT_10526
ko:K02760	bso:BSNT_10527
ko:K03491	bso:BSNT_10528
ko:K03652	bso:BSNT_10530
ko:K03781	bso:BSNT_10531
ko:K01992	bso:BSNT_10533
ko:K01990	bso:BSNT_10534
ko:K03088	bso:BSNT_10538
ko:K03457	bso:BSNT_10539
ko:K17758	bso:BSNT_10540
ko:K16012	bso:BSNT_10541
ko:K16013	bso:BSNT_10542
ko:K00426	bso:BSNT_10543
ko:K00425	bso:BSNT_10544
ko:K10112	bso:BSNT_10551
ko:K00128	bso:BSNT_10553
ko:K01784	bso:BSNT_10555
ko:K01258	bso:BSNT_10560
ko:K00549	bso:BSNT_10566
ko:K00019	bso:BSNT_10567
ko:K01029	bso:BSNT_10568
ko:K01028	bso:BSNT_10569
ko:K00563	bso:BSNT_10572
ko:K16323	bso:BSNT_10573
ko:K03781	bso:BSNT_10576
ko:K03300	bso:BSNT_10577
ko:K03817	bso:BSNT_06768
ko:K03719	bso:BSNT_06772
ko:K03169	bso:BSNT_06773
ko:K00158	bso:BSNT_06775
ko:K03322	bso:BSNT_06779
ko:K06884	bso:BSNT_06783
ko:K07217	bso:BSNT_06786
ko:K11691	bso:BSNT_06788
ko:K11692	bso:BSNT_06789
ko:K11103	bso:BSNT_06790
ko:K01990	bso:BSNT_06793
ko:K01992	bso:BSNT_06794
ko:K01921	bso:BSNT_06801
ko:K01929	bso:BSNT_06802
ko:K05592	bso:BSNT_06803
ko:K09167	bso:BSNT_06805
ko:K08981	bso:BSNT_06806
ko:K00997	bso:BSNT_06808
ko:K01775	bso:BSNT_06810
ko:K07723	bso:BSNT_06811
ko:K07171	bso:BSNT_06812
ko:K17763	bso:BSNT_06813
ko:K17762	bso:BSNT_06814
ko:K17752	bso:BSNT_06815
ko:K07315	bso:BSNT_06816
ko:K04749	bso:BSNT_06817
ko:K04757	bso:BSNT_06818
ko:K03090	bso:BSNT_06819
ko:K05518	bso:BSNT_06820
ko:K14237	bso:BSNT_07637
ko:K18889	bso:BSNT_07404
ko:K05770	bso:BSNT_09516
ko:K20074	bso:BSNT_08088
ko:K12132	bso:BSNT_08089
ko:K01980	bso:BSNT_09545
ko:K01977	bso:BSNT_06957
ko:K01977	bso:BSNT_06293
ko:K01985	bso:BSNT_06296
ko:K01985	bso:BSNT_06373
ko:K01985	bso:BSNT_06446
ko:K01985	bso:BSNT_06461
ko:K01985	bso:BSNT_06319
ko:K01985	bso:BSNT_06960
ko:K01985	bso:BSNT_06457
ko:K01985	bso:BSNT_06359
ko:K01985	bso:BSNT_09544
ko:K01985	bso:BSNT_07265
ko:K01977	bso:BSNT_06370
ko:K01977	bso:BSNT_06356
ko:K01977	bso:BSNT_06314
ko:K01977	bso:BSNT_09547
ko:K01977	bso:BSNT_06454
ko:K20201	bso:BSNT_10347
ko:K20116	bso:BSNT_07881
ko:K20117	bso:BSNT_07881
ko:K20118	bso:BSNT_07881
ko:K02763	bso:BSNT_06542
ko:K02764	bso:BSNT_06542
ko:K02765	bso:BSNT_06542
ko:K06336	bso:BSNT_08899
ko:K19550	bso:BSNT_10426
ko:K02032	bso:BSNT_07785
ko:K21613	bso:BSNT_10631
ko:K11196	bso:BSNT_09093
ko:K01977	bso:BSNT_07262
ko:K01980	bso:BSNT_06445
ko:K01980	bso:BSNT_07264
ko:K01980	bso:BSNT_06959
ko:K01980	bso:BSNT_06455
ko:K20389	bso:BSNT_07063
ko:K01977	bso:BSNT_06443
ko:K14220	bso:BSNT_06447
ko:K14220	bso:BSNT_07266
ko:K14220	bso:BSNT_09524
ko:K14220	bso:BSNT_06828
ko:K20345	bso:BSNT_10682
ko:K20344	bso:BSNT_10681
ko:K20418	bso:BSNT_10608
ko:K16838	bso:BSNT_09727
ko:K20534	bso:BSNT_07773
ko:K06326	bso:BSNT_08346
ko:K06331	bso:BSNT_09515
ko:K06337	bso:BSNT_09513
ko:K06339	bso:BSNT_07677
ko:K06343	bso:BSNT_07619
ko:K06344	bso:BSNT_07618
ko:K06367	bso:BSNT_06854
ko:K06418	bso:BSNT_09373
ko:K06419	bso:BSNT_07407
ko:K06424	bso:BSNT_09751
ko:K00632	bso:BSNT_09773
ko:K11194	bso:BSNT_09095
ko:K02771	bso:BSNT_09092
ko:K00634	bso:BSNT_08841
ko:K01046	bso:BSNT_06586
ko:K01046	bso:BSNT_07217
ko:K00980	bso:BSNT_10218
ko:K00130	bso:BSNT_09556
ko:K01227	bso:BSNT_10221
ko:K15655	bso:BSNT_06685
ko:K01101	bso:BSNT_09711
ko:K08884	bso:BSNT_06339
ko:K08884	bso:BSNT_06502
ko:K11640	bso:BSNT_06589
ko:K02483	bso:BSNT_10099
ko:K18890	bso:BSNT_07405
ko:K20534	bso:BSNT_07245
ko:K19575	bso:BSNT_08834
ko:K16044	bso:BSNT_09872
ko:K21759	bso:BSNT_06701
ko:K14236	bso:BSNT_06481
ko:K14236	bso:BSNT_07274
ko:K14225	bso:BSNT_06364
ko:K14225	bso:BSNT_06449
ko:K14225	bso:BSNT_07278
ko:K14225	bso:BSNT_09539
ko:K14230	bso:BSNT_06961
ko:K14230	bso:BSNT_07270
ko:K14230	bso:BSNT_09530
ko:K14230	bso:BSNT_09532
ko:K14230	bso:BSNT_09533
ko:K14224	bso:BSNT_06336
ko:K14224	bso:BSNT_09522
ko:K14224	bso:BSNT_06478
ko:K14224	bso:BSNT_10757
ko:K14224	bso:BSNT_06830
ko:K14224	bso:BSNT_07268
ko:K22103	bso:BSNT_10278
ko:K01179	bso:BSNT_08399
ko:K01200	bso:BSNT_09413
ko:K20742	bso:BSNT_07784
ko:K07258	bso:BSNT_08723
ko:K22106	bso:BSNT_09107
ko:K01271	bso:BSNT_07878
ko:K01208	bso:BSNT_10089
ko:K01977	bso:BSNT_06458
ko:K21029	bso:BSNT_07924
ko:K14228	bso:BSNT_07281
ko:K14228	bso:BSNT_09540
ko:K14233	bso:BSNT_06303
ko:K14233	bso:BSNT_07267
ko:K14227	bso:BSNT_06315
ko:K14227	bso:BSNT_09525
ko:K14237	bso:BSNT_06360
ko:K14229	bso:BSNT_06362
ko:K14229	bso:BSNT_09541
ko:K14229	bso:BSNT_10758
ko:K14229	bso:BSNT_06832
ko:K20895	bso:BSNT_08046
ko:K03148	bso:BSNT_07613
ko:K14225	bso:BSNT_06956
ko:K14225	bso:BSNT_07299
ko:K14225	bso:BSNT_09526
ko:K14231	bso:BSNT_07272
ko:K14231	bso:BSNT_09528
ko:K14231	bso:BSNT_10755
ko:K14219	bso:BSNT_06366
ko:K14219	bso:BSNT_06955
ko:K14219	bso:BSNT_06450
ko:K14219	bso:BSNT_09537
ko:K14219	bso:BSNT_08428
ko:K14219	bso:BSNT_09253
ko:K14219	bso:BSNT_10079
ko:K14232	bso:BSNT_06367
ko:K14232	bso:BSNT_06451
ko:K14232	bso:BSNT_09536
ko:K14234	bso:BSNT_06361
ko:K14234	bso:BSNT_09542
ko:K14234	bso:BSNT_07273
