ko:K19296	ppud:DW66_4804
ko:K08224	ppud:DW66_5308
ko:K01599	ppud:DW66_5310
ko:K00266	ppud:DW66_5312
ko:K00265	ppud:DW66_5313
ko:K03112	ppud:DW66_5314
ko:K01735	ppud:DW66_5315
ko:K00891	ppud:DW66_5316
ko:K02666	ppud:DW66_5317
ko:K02662	ppud:DW66_5320
ko:K05366	ppud:DW66_5321
ko:K00029	ppud:DW66_5322
ko:K02909	ppud:DW66_5324
ko:K05810	ppud:DW66_0635
ko:K03695	ppud:DW66_0636
ko:K03885	ppud:DW66_0637
ko:K09862	ppud:DW66_0642
ko:K00859	ppud:DW66_0643
ko:K02654	ppud:DW66_0644
ko:K02653	ppud:DW66_0645
ko:K03893	ppud:DW66_0657
ko:K00024	ppud:DW66_0662
ko:K02029	ppud:DW66_0663
ko:K02030	ppud:DW66_0664
ko:K01739	ppud:DW66_0666
ko:K16235	ppud:DW66_0667
ko:K03566	ppud:DW66_0668
ko:K01733	ppud:DW66_0669
ko:K00003	ppud:DW66_0671
ko:K00600	ppud:DW66_0675
ko:K00262	ppud:DW66_0679
ko:K03773	ppud:DW66_0688
ko:K03743	ppud:DW66_1565
ko:K03565	ppud:DW66_1567
ko:K06966	ppud:DW66_1568
ko:K05812	ppud:DW66_1571
ko:K00901	ppud:DW66_1573
ko:K00528	ppud:DW66_1575
ko:K02742	ppud:DW66_1576
ko:K14058	ppud:DW66_1578
ko:K03809	ppud:DW66_1581
ko:K00537	ppud:DW66_1582
ko:K03778	ppud:DW66_1586
ko:K02052	ppud:DW66_2417
ko:K07160	ppud:DW66_2421
ko:K11892	ppud:DW66_2424
ko:K11904	ppud:DW66_2426
ko:K01714	ppud:DW66_2432
ko:K00375	ppud:DW66_2434
ko:K03406	ppud:DW66_2436
ko:K03549	ppud:DW66_2439
ko:K02040	ppud:DW66_2444
ko:K02037	ppud:DW66_2445
ko:K02038	ppud:DW66_2446
ko:K02036	ppud:DW66_2447
ko:K01915	ppud:DW66_2451
ko:K07010	ppud:DW66_2452
ko:K12256	ppud:DW66_2453
ko:K06876	ppud:DW66_2457
ko:K00574	ppud:DW66_2459
ko:K09701	ppud:DW66_2460
ko:K01992	ppud:DW66_2471
ko:K01990	ppud:DW66_2472
ko:K11312	ppud:DW66_3332
ko:K05358	ppud:DW66_3333
ko:K07267	ppud:DW66_3335
ko:K01438	ppud:DW66_3336
ko:K07222	ppud:DW66_3339
ko:K02014	ppud:DW66_3341
ko:K07165	ppud:DW66_3342
ko:K03088	ppud:DW66_3343
ko:K01835	ppud:DW66_3344
ko:K07789	ppud:DW66_3349
ko:K07788	ppud:DW66_3350
ko:K07799	ppud:DW66_3351
ko:K11065	ppud:DW66_3352
ko:K03837	ppud:DW66_3353
ko:K00832	ppud:DW66_3354
ko:K13609	ppud:DW66_3356
ko:K02030	ppud:DW66_3358
ko:K02029	ppud:DW66_3359
ko:K02029	ppud:DW66_3360
ko:K00285	ppud:DW66_3361
ko:K02028	ppud:DW66_3362
ko:K07010	ppud:DW66_3363
ko:K01707	ppud:DW66_3364
ko:K03535	ppud:DW66_3365
ko:K01708	ppud:DW66_3366
ko:K09936	ppud:DW66_3374
ko:K16090	ppud:DW66_3376
ko:K09136	ppud:DW66_3379
ko:K07302	ppud:DW66_3380
ko:K07303	ppud:DW66_3381
ko:K07402	ppud:DW66_3383
ko:K02030	ppud:DW66_3384
ko:K00575	ppud:DW66_4230
ko:K03415	ppud:DW66_4231
ko:K02386	ppud:DW66_4232
ko:K02398	ppud:DW66_4233
ko:K02399	ppud:DW66_4234
ko:K00166	ppud:DW66_4238
ko:K00167	ppud:DW66_4239
ko:K09699	ppud:DW66_4240
ko:K00382	ppud:DW66_4241
ko:K03566	ppud:DW66_4243
ko:K05774	ppud:DW66_4246
ko:K06213	ppud:DW66_4248
ko:K03563	ppud:DW66_4249
ko:K00928	ppud:DW66_4250
ko:K01872	ppud:DW66_4252
ko:K05526	ppud:DW66_4254
ko:K01484	ppud:DW66_4256
ko:K06447	ppud:DW66_4257
ko:K00673	ppud:DW66_4258
ko:K00673	ppud:DW66_4259
ko:K10025	ppud:DW66_4263
ko:K10023	ppud:DW66_4264
ko:K10022	ppud:DW66_4266
ko:K01895	ppud:DW66_4268
ko:K03721	ppud:DW66_4270
ko:K00500	ppud:DW66_4271
ko:K01724	ppud:DW66_4272
ko:K11734	ppud:DW66_4276
ko:K06178	ppud:DW66_4277
ko:K06024	ppud:DW66_4279
ko:K06193	ppud:DW66_0690
ko:K02523	ppud:DW66_0691
ko:K02888	ppud:DW66_0692
ko:K02899	ppud:DW66_0693
ko:K03979	ppud:DW66_0694
ko:K00931	ppud:DW66_0695
ko:K05805	ppud:DW66_0696
ko:K03789	ppud:DW66_0702
ko:K04066	ppud:DW66_5325
ko:K01887	ppud:DW66_5326
ko:K02669	ppud:DW66_5330
ko:K06997	ppud:DW66_5331
ko:K00286	ppud:DW66_5332
ko:K02221	ppud:DW66_5333
ko:K00641	ppud:DW66_5334
ko:K02428	ppud:DW66_5337
ko:K03439	ppud:DW66_5340
ko:K03149	ppud:DW66_5341
ko:K03154	ppud:DW66_5342
ko:K03814	ppud:DW66_5344
ko:K03089	ppud:DW66_5345
ko:K09811	ppud:DW66_5346
ko:K09812	ppud:DW66_5347
ko:K03110	ppud:DW66_5348
ko:K07263	ppud:DW66_5350
ko:K07263	ppud:DW66_5351
ko:K07165	ppud:DW66_0706
ko:K08223	ppud:DW66_0707
ko:K01247	ppud:DW66_0710
ko:K10778	ppud:DW66_0711
ko:K16074	ppud:DW66_0718
ko:K02028	ppud:DW66_0719
ko:K02029	ppud:DW66_0720
ko:K02029	ppud:DW66_0721
ko:K02030	ppud:DW66_0722
ko:K01754	ppud:DW66_0724
ko:K15783	ppud:DW66_0726
ko:K15784	ppud:DW66_0727
ko:K15786	ppud:DW66_0728
ko:K15785	ppud:DW66_0729
ko:K11747	ppud:DW66_0732
ko:K06942	ppud:DW66_0738
ko:K01056	ppud:DW66_0739
ko:K02897	ppud:DW66_0740
ko:K00948	ppud:DW66_0741
ko:K00919	ppud:DW66_0742
ko:K02494	ppud:DW66_0743
ko:K07678	ppud:DW66_1587
ko:K12339	ppud:DW66_1590
ko:K03215	ppud:DW66_1591
ko:K00951	ppud:DW66_1592
ko:K04765	ppud:DW66_1593
ko:K09912	ppud:DW66_1594
ko:K11175	ppud:DW66_1597
ko:K01933	ppud:DW66_1598
ko:K09938	ppud:DW66_1599
ko:K10763	ppud:DW66_1601
ko:K02224	ppud:DW66_1608
ko:K04719	ppud:DW66_1609
ko:K02227	ppud:DW66_1610
ko:K02225	ppud:DW66_1611
ko:K02232	ppud:DW66_1612
ko:K02231	ppud:DW66_1613
ko:K00768	ppud:DW66_1614
ko:K02226	ppud:DW66_1615
ko:K02233	ppud:DW66_1616
ko:K00432	ppud:DW66_1621
ko:K06076	ppud:DW66_1624
ko:K09760	ppud:DW66_1628
ko:K03453	ppud:DW66_1635
ko:K03554	ppud:DW66_1636
ko:K01265	ppud:DW66_1637
ko:K07675	ppud:DW66_2475
ko:K17226	ppud:DW66_2481
ko:K00138	ppud:DW66_2484
ko:K06138	ppud:DW66_2485
ko:K03321	ppud:DW66_2488
ko:K00615	ppud:DW66_2494
ko:K00615	ppud:DW66_2495
ko:K00005	ppud:DW66_2496
ko:K00014	ppud:DW66_2498
ko:K00005	ppud:DW66_2499
ko:K07267	ppud:DW66_2501
ko:K12254	ppud:DW66_2502
ko:K10439	ppud:DW66_2503
ko:K10441	ppud:DW66_2504
ko:K10440	ppud:DW66_2505
ko:K01142	ppud:DW66_2511
ko:K08984	ppud:DW66_2522
ko:K11735	ppud:DW66_2528
ko:K01470	ppud:DW66_2529
ko:K07184	ppud:DW66_3390
ko:K01821	ppud:DW66_3394
ko:K00145	ppud:DW66_3396
ko:K02050	ppud:DW66_3398
ko:K02051	ppud:DW66_3399
ko:K02049	ppud:DW66_3400
ko:K03885	ppud:DW66_3405
ko:K03457	ppud:DW66_3406
ko:K01607	ppud:DW66_3413
ko:K03457	ppud:DW66_3422
ko:K03320	ppud:DW66_3423
ko:K01915	ppud:DW66_3427
ko:K08281	ppud:DW66_3431
ko:K00763	ppud:DW66_3432
ko:K06966	ppud:DW66_3436
ko:K00998	ppud:DW66_3440
ko:K03782	ppud:DW66_3441
ko:K18297	ppud:DW66_3442
ko:K05896	ppud:DW66_4280
ko:K07053	ppud:DW66_4282
ko:K06190	ppud:DW66_4283
ko:K09780	ppud:DW66_4284
ko:K03498	ppud:DW66_4289
ko:K07401	ppud:DW66_4296
ko:K07001	ppud:DW66_4298
ko:K06075	ppud:DW66_4299
ko:K03654	ppud:DW66_4300
ko:K07039	ppud:DW66_4301
ko:K09790	ppud:DW66_4302
ko:K12543	ppud:DW66_4303
ko:K03776	ppud:DW66_4305
ko:K12255	ppud:DW66_4307
ko:K03307	ppud:DW66_4308
ko:K16053	ppud:DW66_4318
ko:K03457	ppud:DW66_4319
ko:K01118	ppud:DW66_4321
ko:K03767	ppud:DW66_4325
ko:K09919	ppud:DW66_4327
ko:K16872	ppud:DW66_4329
ko:K03578	ppud:DW66_4330
ko:K01915	ppud:DW66_4331
ko:K01897	ppud:DW66_4333
ko:K01897	ppud:DW66_4334
ko:K03088	ppud:DW66_4337
ko:K07010	ppud:DW66_0746
ko:K17103	ppud:DW66_0749
ko:K02492	ppud:DW66_0751
ko:K02835	ppud:DW66_0752
ko:K02493	ppud:DW66_0753
ko:K01776	ppud:DW66_0755
ko:K01669	ppud:DW66_0758
ko:K06955	ppud:DW66_0761
ko:K07071	ppud:DW66_0762
ko:K01772	ppud:DW66_0763
ko:K02824	ppud:DW66_0764
ko:K00761	ppud:DW66_0765
ko:K00760	ppud:DW66_0766
ko:K00116	ppud:DW66_0770
ko:K07286	ppud:DW66_0772
ko:K00564	ppud:DW66_0780
ko:K00018	ppud:DW66_0781
ko:K00666	ppud:DW66_0782
ko:K03556	ppud:DW66_0785
ko:K13788	ppud:DW66_0792
ko:K03775	ppud:DW66_0794
ko:K00432	ppud:DW66_0795
ko:K03406	ppud:DW66_0797
ko:K06203	ppud:DW66_0800
ko:K00362	ppud:DW66_1640
ko:K00363	ppud:DW66_1641
ko:K02623	ppud:DW66_1642
ko:K03773	ppud:DW66_1643
ko:K03797	ppud:DW66_1648
ko:K02052	ppud:DW66_1652
ko:K02053	ppud:DW66_1653
ko:K02054	ppud:DW66_1654
ko:K04065	ppud:DW66_4945
ko:K00962	ppud:DW66_4946
ko:K02956	ppud:DW66_4947
ko:K03177	ppud:DW66_4948
ko:K02834	ppud:DW66_4949
ko:K02519	ppud:DW66_4950
ko:K02600	ppud:DW66_4951
ko:K09748	ppud:DW66_4952
ko:K01803	ppud:DW66_4953
ko:K03431	ppud:DW66_4954
ko:K00796	ppud:DW66_4955
ko:K03798	ppud:DW66_4956
ko:K02427	ppud:DW66_4957
ko:K07574	ppud:DW66_4958
ko:K03624	ppud:DW66_4960
ko:K01955	ppud:DW66_4961
ko:K01956	ppud:DW66_4962
ko:K00215	ppud:DW66_4963
ko:K03686	ppud:DW66_4964
ko:K04043	ppud:DW66_4965
ko:K03687	ppud:DW66_4966
ko:K03631	ppud:DW66_4967
ko:K03711	ppud:DW66_4968
ko:K06186	ppud:DW66_4969
ko:K03664	ppud:DW66_4971
ko:K03303	ppud:DW66_4973
ko:K00101	ppud:DW66_4974
ko:K11735	ppud:DW66_4983
ko:K01706	ppud:DW66_4984
ko:K10805	ppud:DW66_4989
ko:K07007	ppud:DW66_4994
ko:K02426	ppud:DW66_5846
ko:K08998	ppud:DW66_5847
ko:K00154	ppud:DW66_5891
ko:K08316	ppud:DW66_5352
ko:K07263	ppud:DW66_5353
ko:K07263	ppud:DW66_5354
ko:K07019	ppud:DW66_5355
ko:K01011	ppud:DW66_5356
ko:K00154	ppud:DW66_5358
ko:K00954	ppud:DW66_5361
ko:K10563	ppud:DW66_5363
ko:K05520	ppud:DW66_5365
ko:K06969	ppud:DW66_5366
ko:K01687	ppud:DW66_5367
ko:K01118	ppud:DW66_5369
ko:K06956	ppud:DW66_5371
ko:K02012	ppud:DW66_5376
ko:K02011	ppud:DW66_5377
ko:K02010	ppud:DW66_5378
ko:K01534	ppud:DW66_5380
ko:K02055	ppud:DW66_1656
ko:K01267	ppud:DW66_1660
ko:K06177	ppud:DW66_1661
ko:K03608	ppud:DW66_1662
ko:K03609	ppud:DW66_1663
ko:K03610	ppud:DW66_1664
ko:K02517	ppud:DW66_1665
ko:K07001	ppud:DW66_1666
ko:K04754	ppud:DW66_1667
ko:K02002	ppud:DW66_1671
ko:K14393	ppud:DW66_1673
ko:K03563	ppud:DW66_1676
ko:K09898	ppud:DW66_1677
ko:K01953	ppud:DW66_1680
ko:K15461	ppud:DW66_1681
ko:K01679	ppud:DW66_1685
ko:K09924	ppud:DW66_1686
ko:K05527	ppud:DW66_1687
ko:K07146	ppud:DW66_1688
ko:K07396	ppud:DW66_1689
ko:K08688	ppud:DW66_2531
ko:K00134	ppud:DW66_2537
ko:K03325	ppud:DW66_2539
ko:K13794	ppud:DW66_2541
ko:K13796	ppud:DW66_2542
ko:K13795	ppud:DW66_2543
ko:K03300	ppud:DW66_2547
ko:K03088	ppud:DW66_2553
ko:K02014	ppud:DW66_2555
ko:K01649	ppud:DW66_2556
ko:K13633	ppud:DW66_2558
ko:K00077	ppud:DW66_2566
ko:K00014	ppud:DW66_2570
ko:K07395	ppud:DW66_2571
ko:K00375	ppud:DW66_2578
ko:K02002	ppud:DW66_2582
ko:K02001	ppud:DW66_2583
ko:K02000	ppud:DW66_2584
ko:K01745	ppud:DW66_2585
ko:K06222	ppud:DW66_3446
ko:K03381	ppud:DW66_3450
ko:K03464	ppud:DW66_3451
ko:K01753	ppud:DW66_3454
ko:K11073	ppud:DW66_3457
ko:K00355	ppud:DW66_3458
ko:K12252	ppud:DW66_3460
ko:K01775	ppud:DW66_3461
ko:K15866	ppud:DW66_3465
ko:K02205	ppud:DW66_3466
ko:K02030	ppud:DW66_3468
ko:K02004	ppud:DW66_3473
ko:K02003	ppud:DW66_3474
ko:K11895	ppud:DW66_3475
ko:K11906	ppud:DW66_3477
ko:K11891	ppud:DW66_3478
ko:K05515	ppud:DW66_3479
ko:K00799	ppud:DW66_3481
ko:K11474	ppud:DW66_3483
ko:K00104	ppud:DW66_3484
ko:K11472	ppud:DW66_3485
ko:K11473	ppud:DW66_3486
ko:K11477	ppud:DW66_3487
ko:K01638	ppud:DW66_3488
ko:K00375	ppud:DW66_3491
ko:K03449	ppud:DW66_3492
ko:K00626	ppud:DW66_3496
ko:K00074	ppud:DW66_3497
ko:K01462	ppud:DW66_4343
ko:K07058	ppud:DW66_4344
ko:K00243	ppud:DW66_4347
ko:K00906	ppud:DW66_4349
ko:K16088	ppud:DW66_4354
ko:K06160	ppud:DW66_4363
ko:K01738	ppud:DW66_4365
ko:K09989	ppud:DW66_4369
ko:K07160	ppud:DW66_4372
ko:K01354	ppud:DW66_4378
ko:K09160	ppud:DW66_4385
ko:K09902	ppud:DW66_4388
ko:K03684	ppud:DW66_4389
ko:K03760	ppud:DW66_4390
ko:K01826	ppud:DW66_4391
ko:K09794	ppud:DW66_4392
ko:K01758	ppud:DW66_4393
ko:K05800	ppud:DW66_4394
ko:K00767	ppud:DW66_0802
ko:K03806	ppud:DW66_0805
ko:K03807	ppud:DW66_0806
ko:K03424	ppud:DW66_0807
ko:K03435	ppud:DW66_0808
ko:K02768	ppud:DW66_0809
ko:K08483	ppud:DW66_0809
ko:K11183	ppud:DW66_0809
ko:K00882	ppud:DW66_0810
ko:K02769	ppud:DW66_0811
ko:K02770	ppud:DW66_0811
ko:K09954	ppud:DW66_0812
ko:K07644	ppud:DW66_0817
ko:K07665	ppud:DW66_0818
ko:K03415	ppud:DW66_0824
ko:K12266	ppud:DW66_0825
ko:K05916	ppud:DW66_0826
ko:K03611	ppud:DW66_0827
ko:K02297	ppud:DW66_0828
ko:K02298	ppud:DW66_0829
ko:K02299	ppud:DW66_0830
ko:K02300	ppud:DW66_0831
ko:K14261	ppud:DW66_0833
ko:K06940	ppud:DW66_0835
ko:K00116	ppud:DW66_0836
ko:K07286	ppud:DW66_0838
ko:K06917	ppud:DW66_0843
ko:K01008	ppud:DW66_0844
ko:K02044	ppud:DW66_0845
ko:K02041	ppud:DW66_0846
ko:K02042	ppud:DW66_0847
ko:K02042	ppud:DW66_0848
ko:K02030	ppud:DW66_0852
ko:K02028	ppud:DW66_0853
ko:K02029	ppud:DW66_0854
ko:K02433	ppud:DW66_0856
ko:K10001	ppud:DW66_0857
ko:K00568	ppud:DW66_1695
ko:K08963	ppud:DW66_1696
ko:K02469	ppud:DW66_1697
ko:K00831	ppud:DW66_1698
ko:K14170	ppud:DW66_1699
ko:K00945	ppud:DW66_1701
ko:K02945	ppud:DW66_1702
ko:K05788	ppud:DW66_1704
ko:K07576	ppud:DW66_1707
ko:K01790	ppud:DW66_1713
ko:K00973	ppud:DW66_1714
ko:K00067	ppud:DW66_1715
ko:K01711	ppud:DW66_1722
ko:K13007	ppud:DW66_1726
ko:K01791	ppud:DW66_1734
ko:K02237	ppud:DW66_1736
ko:K01591	ppud:DW66_1738
ko:K06153	ppud:DW66_1739
ko:K03406	ppud:DW66_1746
ko:K05782	ppud:DW66_1747
ko:K00799	ppud:DW66_1748
ko:K01495	ppud:DW66_1750
ko:K14055	ppud:DW66_2594
ko:K07576	ppud:DW66_2595
ko:K13993	ppud:DW66_2603
ko:K03798	ppud:DW66_2607
ko:K04077	ppud:DW66_2612
ko:K14055	ppud:DW66_2613
ko:K00948	ppud:DW66_2614
ko:K14055	ppud:DW66_2616
ko:K14055	ppud:DW66_2617
ko:K02825	ppud:DW66_2618
ko:K03756	ppud:DW66_2620
ko:K13292	ppud:DW66_5383
ko:K07090	ppud:DW66_5384
ko:K08484	ppud:DW66_5386
ko:K08311	ppud:DW66_5387
ko:K01754	ppud:DW66_5390
ko:K01807	ppud:DW66_5391
ko:K00058	ppud:DW66_5398
ko:K07394	ppud:DW66_5402
ko:K00661	ppud:DW66_5407
ko:K01434	ppud:DW66_5408
ko:K02073	ppud:DW66_5410
ko:K07002	ppud:DW66_5412
ko:K02045	ppud:DW66_5413
ko:K02047	ppud:DW66_5414
ko:K02046	ppud:DW66_5415
ko:K02048	ppud:DW66_5416
ko:K11074	ppud:DW66_5423
ko:K11075	ppud:DW66_5424
ko:K11076	ppud:DW66_5425
ko:K11073	ppud:DW66_5426
ko:K11073	ppud:DW66_5427
ko:K12256	ppud:DW66_5428
ko:K01915	ppud:DW66_5429
ko:K01915	ppud:DW66_5430
ko:K14682	ppud:DW66_5431
ko:K01438	ppud:DW66_5432
ko:K05800	ppud:DW66_5434
ko:K02454	ppud:DW66_5436
ko:K02030	ppud:DW66_2621
ko:K14652	ppud:DW66_2642
ko:K14205	ppud:DW66_3499
ko:K03549	ppud:DW66_3501
ko:K14441	ppud:DW66_3502
ko:K03827	ppud:DW66_3507
ko:K06182	ppud:DW66_3508
ko:K11103	ppud:DW66_3511
ko:K07637	ppud:DW66_3512
ko:K07660	ppud:DW66_3513
ko:K02362	ppud:DW66_3516
ko:K07639	ppud:DW66_3517
ko:K07661	ppud:DW66_3518
ko:K10680	ppud:DW66_3534
ko:K09019	ppud:DW66_3544
ko:K06988	ppud:DW66_3545
ko:K03639	ppud:DW66_4397
ko:K03638	ppud:DW66_4399
ko:K12658	ppud:DW66_4403
ko:K00116	ppud:DW66_4411
ko:K03498	ppud:DW66_4414
ko:K03313	ppud:DW66_4415
ko:K01923	ppud:DW66_4416
ko:K07287	ppud:DW66_4418
ko:K01714	ppud:DW66_4419
ko:K03567	ppud:DW66_4420
ko:K03564	ppud:DW66_4421
ko:K03548	ppud:DW66_4422
ko:K03517	ppud:DW66_4425
ko:K14052	ppud:DW66_4427
ko:K03406	ppud:DW66_4428
ko:K06920	ppud:DW66_4430
ko:K10026	ppud:DW66_4431
ko:K03640	ppud:DW66_4433
ko:K03641	ppud:DW66_4434
ko:K03560	ppud:DW66_4436
ko:K03562	ppud:DW66_4437
ko:K01075	ppud:DW66_4438
ko:K03551	ppud:DW66_4439
ko:K03550	ppud:DW66_4440
ko:K01159	ppud:DW66_4441
ko:K01876	ppud:DW66_4443
ko:K04047	ppud:DW66_4446
ko:K03704	ppud:DW66_4447
ko:K03745	ppud:DW66_4448
ko:K00820	ppud:DW66_0001
ko:K04042	ppud:DW66_0003
ko:K02114	ppud:DW66_0004
ko:K02112	ppud:DW66_0005
ko:K02115	ppud:DW66_0006
ko:K02111	ppud:DW66_0007
ko:K02113	ppud:DW66_0008
ko:K02109	ppud:DW66_0009
ko:K02110	ppud:DW66_0010
ko:K02108	ppud:DW66_0011
ko:K02116	ppud:DW66_0012
ko:K03501	ppud:DW66_0015
ko:K03495	ppud:DW66_0016
ko:K03650	ppud:DW66_0017
ko:K03217	ppud:DW66_0018
ko:K03536	ppud:DW66_0019
ko:K02914	ppud:DW66_0020
ko:K02313	ppud:DW66_0021
ko:K02338	ppud:DW66_0022
ko:K00285	ppud:DW66_0859
ko:K07568	ppud:DW66_0861
ko:K00773	ppud:DW66_0862
ko:K03210	ppud:DW66_0863
ko:K03072	ppud:DW66_0864
ko:K03074	ppud:DW66_0865
ko:K01092	ppud:DW66_0867
ko:K15396	ppud:DW66_0868
ko:K00640	ppud:DW66_0869
ko:K13643	ppud:DW66_0870
ko:K04487	ppud:DW66_0871
ko:K04488	ppud:DW66_0872
ko:K13628	ppud:DW66_0873
ko:K04082	ppud:DW66_0874
ko:K04044	ppud:DW66_0875
ko:K04755	ppud:DW66_0876
ko:K00940	ppud:DW66_0878
ko:K06941	ppud:DW66_0879
ko:K02656	ppud:DW66_0880
ko:K15539	ppud:DW66_0881
ko:K01892	ppud:DW66_0883
ko:K17713	ppud:DW66_0885
ko:K03977	ppud:DW66_0886
ko:K14287	ppud:DW66_0887
ko:K00380	ppud:DW66_0889
ko:K16090	ppud:DW66_0891
ko:K07126	ppud:DW66_0893
ko:K01581	ppud:DW66_0894
ko:K03088	ppud:DW66_0895
ko:K07165	ppud:DW66_0896
ko:K16091	ppud:DW66_0897
ko:K05847	ppud:DW66_0898
ko:K05846	ppud:DW66_0899
ko:K05845	ppud:DW66_0900
ko:K05846	ppud:DW66_0901
ko:K02837	ppud:DW66_0902
ko:K11073	ppud:DW66_0903
ko:K06995	ppud:DW66_0904
ko:K12372	ppud:DW66_0907
ko:K12371	ppud:DW66_0908
ko:K12370	ppud:DW66_0909
ko:K12369	ppud:DW66_0910
ko:K12368	ppud:DW66_0911
ko:K12368	ppud:DW66_0913
ko:K07320	ppud:DW66_1754
ko:K06889	ppud:DW66_1756
ko:K01736	ppud:DW66_1757
ko:K05820	ppud:DW66_1758
ko:K08967	ppud:DW66_1759
ko:K07238	ppud:DW66_1764
ko:K03284	ppud:DW66_1771
ko:K00655	ppud:DW66_1772
ko:K01692	ppud:DW66_1773
ko:K02014	ppud:DW66_1774
ko:K02356	ppud:DW66_1782
ko:K07090	ppud:DW66_1786
ko:K09927	ppud:DW66_1789
ko:K01626	ppud:DW66_1790
ko:K05592	ppud:DW66_1792
ko:K00569	ppud:DW66_1794
ko:K03799	ppud:DW66_1795
ko:K14260	ppud:DW66_1796
ko:K07305	ppud:DW66_1797
ko:K00432	ppud:DW66_1798
ko:K06923	ppud:DW66_1800
ko:K03719	ppud:DW66_4997
ko:K02342	ppud:DW66_4998
ko:K09945	ppud:DW66_5000
ko:K03579	ppud:DW66_5003
ko:K03719	ppud:DW66_5007
ko:K06181	ppud:DW66_5009
ko:K01241	ppud:DW66_5010
ko:K09456	ppud:DW66_5011
ko:K00941	ppud:DW66_5015
ko:K00788	ppud:DW66_5016
ko:K01845	ppud:DW66_5017
ko:K07126	ppud:DW66_5018
ko:K07042	ppud:DW66_5021
ko:K06189	ppud:DW66_5022
ko:K03820	ppud:DW66_5023
ko:K01869	ppud:DW66_5026
ko:K03643	ppud:DW66_5027
ko:K02340	ppud:DW66_5028
ko:K09890	ppud:DW66_5029
ko:K08305	ppud:DW66_5030
ko:K01297	ppud:DW66_5031
ko:K03644	ppud:DW66_5032
ko:K03801	ppud:DW66_5033
ko:K09158	ppud:DW66_5034
ko:K07258	ppud:DW66_5035
ko:K03642	ppud:DW66_5036
ko:K08305	ppud:DW66_5037
ko:K05837	ppud:DW66_5038
ko:K05515	ppud:DW66_5039
ko:K00783	ppud:DW66_5040
ko:K09710	ppud:DW66_5041
ko:K00969	ppud:DW66_5042
ko:K00147	ppud:DW66_5043
ko:K03652	ppud:DW66_5044
ko:K07157	ppud:DW66_5046
ko:K02687	ppud:DW66_5050
ko:K07347	ppud:DW66_1804
ko:K03406	ppud:DW66_2647
ko:K01682	ppud:DW66_2650
ko:K07045	ppud:DW66_2652
ko:K01912	ppud:DW66_2654
ko:K02052	ppud:DW66_2656
ko:K02054	ppud:DW66_2659
ko:K00822	ppud:DW66_2665
ko:K00140	ppud:DW66_2666
ko:K15372	ppud:DW66_2667
ko:K09022	ppud:DW66_2669
ko:K06016	ppud:DW66_2672
ko:K12972	ppud:DW66_2673
ko:K11737	ppud:DW66_2679
ko:K18297	ppud:DW66_2685
ko:K18334	ppud:DW66_2690
ko:K03446	ppud:DW66_3556
ko:K03543	ppud:DW66_3562
ko:K07003	ppud:DW66_3567
ko:K03809	ppud:DW66_3573
ko:K09780	ppud:DW66_3575
ko:K03381	ppud:DW66_3576
ko:K09780	ppud:DW66_3592
ko:K03381	ppud:DW66_3593
ko:K03406	ppud:DW66_3613
ko:K18093	ppud:DW66_4450
ko:K01881	ppud:DW66_4451
ko:K02346	ppud:DW66_4453
ko:K14205	ppud:DW66_4454
ko:K03549	ppud:DW66_4456
ko:K14441	ppud:DW66_4457
ko:K03827	ppud:DW66_4462
ko:K06182	ppud:DW66_4463
ko:K11103	ppud:DW66_4466
ko:K07637	ppud:DW66_4467
ko:K07660	ppud:DW66_4468
ko:K02362	ppud:DW66_4471
ko:K07639	ppud:DW66_4472
ko:K07661	ppud:DW66_4473
ko:K07006	ppud:DW66_4486
ko:K00799	ppud:DW66_4487
ko:K07039	ppud:DW66_4488
ko:K01424	ppud:DW66_4489
ko:K01652	ppud:DW66_4494
ko:K03629	ppud:DW66_0023
ko:K02470	ppud:DW66_0024
ko:K17218	ppud:DW66_0028
ko:K07090	ppud:DW66_0029
ko:K00655	ppud:DW66_0033
ko:K03273	ppud:DW66_0034
ko:K01879	ppud:DW66_0035
ko:K01878	ppud:DW66_0036
ko:K01246	ppud:DW66_0037
ko:K02517	ppud:DW66_0038
ko:K03499	ppud:DW66_0040
ko:K03500	ppud:DW66_0041
ko:K00604	ppud:DW66_0042
ko:K01462	ppud:DW66_0043
ko:K04096	ppud:DW66_0044
ko:K07566	ppud:DW66_0045
ko:K00228	ppud:DW66_0048
ko:K00014	ppud:DW66_0049
ko:K03321	ppud:DW66_0050
ko:K02002	ppud:DW66_0051
ko:K01133	ppud:DW66_0052
ko:K10253	ppud:DW66_0055
ko:K01695	ppud:DW66_0056
ko:K01696	ppud:DW66_0057
ko:K09165	ppud:DW66_0060
ko:K04063	ppud:DW66_0063
ko:K01091	ppud:DW66_0068
ko:K01414	ppud:DW66_0070
ko:K07070	ppud:DW66_0071
ko:K01414	ppud:DW66_0072
ko:K01673	ppud:DW66_0074
ko:K02275	ppud:DW66_0077
ko:K02274	ppud:DW66_0078
ko:K02258	ppud:DW66_0079
ko:K02276	ppud:DW66_0080
ko:K12368	ppud:DW66_0914
ko:K15011	ppud:DW66_0916
ko:K15012	ppud:DW66_0917
ko:K07088	ppud:DW66_0918
ko:K11734	ppud:DW66_0919
ko:K01607	ppud:DW66_0920
ko:K07301	ppud:DW66_0921
