ko:K02030	bsh:BSU6051_23980
ko:K03303	bsh:BSU6051_03060
ko:K09190	bsh:BSU6051_03100
ko:K09967	bsh:BSU6051_03120
ko:K00891	bsh:BSU6051_03150
ko:K01060	bsh:BSU6051_03180
ko:K07074	bsh:BSU6051_03190
ko:K00318	bsh:BSU6051_03200
ko:K07089	bsh:BSU6051_03250
ko:K13542	bsh:BSU6051_03280
ko:K00363	bsh:BSU6051_03290
ko:K00362	bsh:BSU6051_03300
ko:K00372	bsh:BSU6051_03310
ko:K00362	bsh:BSU6051_03320
ko:K02575	bsh:BSU6051_03330
ko:K09007	bsh:BSU6051_03340
ko:K08174	bsh:BSU6051_10520
ko:K16898	bsh:BSU6051_10630
ko:K03547	bsh:BSU6051_10640
ko:K06304	bsh:BSU6051_10670
ko:K06303	bsh:BSU6051_10680
ko:K06302	bsh:BSU6051_10690
ko:K06301	bsh:BSU6051_10700
ko:K06300	bsh:BSU6051_10710
ko:K06299	bsh:BSU6051_10720
ko:K01953	bsh:BSU6051_10790
ko:K02291	bsh:BSU6051_10810
ko:K06895	bsh:BSU6051_10870
ko:K00860	bsh:BSU6051_10910
ko:K00958	bsh:BSU6051_10920
ko:K00390	bsh:BSU6051_10930
ko:K05979	bsh:BSU6051_10940
ko:K08221	bsh:BSU6051_10980
ko:K07259	bsh:BSU6051_18350
ko:K13955	bsh:BSU6051_18430
ko:K00266	bsh:BSU6051_18440
ko:K00931	bsh:BSU6051_18470
ko:K00286	bsh:BSU6051_18480
ko:K11216	bsh:BSU6051_18550
ko:K09190	bsh:BSU6051_25820
ko:K11622	bsh:BSU6051_33100
ko:K11621	bsh:BSU6051_33110
ko:K11619	bsh:BSU6051_33130
ko:K02013	bsh:BSU6051_33160
ko:K02015	bsh:BSU6051_33170
ko:K02016	bsh:BSU6051_33180
ko:K02003	bsh:BSU6051_33270
ko:K02013	bsh:BSU6051_33290
ko:K02015	bsh:BSU6051_33300
ko:K02015	bsh:BSU6051_33310
ko:K02016	bsh:BSU6051_33320
ko:K03758	bsh:BSU6051_33330
ko:K07038	bsh:BSU6051_33350
ko:K07219	bsh:BSU6051_33370
ko:K02020	bsh:BSU6051_33380
ko:K02018	bsh:BSU6051_33390
ko:K00381	bsh:BSU6051_33430
ko:K03657	bsh:BSU6051_33450
ko:K03611	bsh:BSU6051_33470
ko:K01534	bsh:BSU6051_33490
ko:K03449	bsh:BSU6051_40480
ko:K02939	bsh:BSU6051_40500
ko:K08224	bsh:BSU6051_40660
ko:K06888	bsh:BSU6051_40820
ko:K08369	bsh:BSU6051_40840
ko:K01142	bsh:BSU6051_40880
ko:K02963	bsh:BSU6051_40890
ko:K06885	bsh:BSU6051_05780
ko:K02760	bsh:BSU6051_05810
ko:K02759	bsh:BSU6051_05820
ko:K02761	bsh:BSU6051_05830
ko:K01223	bsh:BSU6051_05840
ko:K00847	bsh:BSU6051_05860
ko:K01809	bsh:BSU6051_05870
ko:K00946	bsh:BSU6051_05900
ko:K06925	bsh:BSU6051_05910
ko:K03789	bsh:BSU6051_05930
ko:K06158	bsh:BSU6051_05950
ko:K03637	bsh:BSU6051_05960
ko:K01926	bsh:BSU6051_05970
ko:K03116	bsh:BSU6051_05980
ko:K03118	bsh:BSU6051_05990
ko:K04078	bsh:BSU6051_06020
ko:K04077	bsh:BSU6051_06030
ko:K10979	bsh:BSU6051_13410
ko:K03093	bsh:BSU6051_13450
ko:K03799	bsh:BSU6051_13490
ko:K13533	bsh:BSU6051_13530
ko:K08963	bsh:BSU6051_13550
ko:K00899	bsh:BSU6051_13560
ko:K08965	bsh:BSU6051_13590
ko:K08966	bsh:BSU6051_13600
ko:K08967	bsh:BSU6051_13620
ko:K13532	bsh:BSU6051_13660
ko:K15973	bsh:BSU6051_13670
ko:K02557	bsh:BSU6051_13680
ko:K02556	bsh:BSU6051_13690
ko:K06920	bsh:BSU6051_13720
ko:K01737	bsh:BSU6051_13730
ko:K10026	bsh:BSU6051_13740
ko:K09457	bsh:BSU6051_13750
ko:K03611	bsh:BSU6051_21440
ko:K09888	bsh:BSU6051_28610
ko:K01890	bsh:BSU6051_28630
ko:K01889	bsh:BSU6051_28640
ko:K03437	bsh:BSU6051_28650
ko:K06426	bsh:BSU6051_28660
ko:K02647	bsh:BSU6051_28670
ko:K11473	bsh:BSU6051_28690
ko:K06200	bsh:BSU6051_28710
ko:K01804	bsh:BSU6051_28800
ko:K02887	bsh:BSU6051_28850
ko:K02916	bsh:BSU6051_28860
ko:K02520	bsh:BSU6051_28870
ko:K05339	bsh:BSU6051_28900
ko:K05338	bsh:BSU6051_28910
ko:K07704	bsh:BSU6051_28930
ko:K01868	bsh:BSU6051_28950
ko:K07738	bsh:BSU6051_29000
ko:K01611	bsh:BSU6051_29010
ko:K00134	bsh:BSU6051_29020
ko:K00859	bsh:BSU6051_29060
ko:K07282	bsh:BSU6051_35880
ko:K02529	bsh:BSU6051_35910
ko:K06726	bsh:BSU6051_35930
ko:K10441	bsh:BSU6051_35940
ko:K01575	bsh:BSU6051_36000
ko:K01652	bsh:BSU6051_36010
ko:K03893	bsh:BSU6051_36030
ko:K06330	bsh:BSU6051_36060
ko:K07240	bsh:BSU6051_36120
ko:K07240	bsh:BSU6051_36130
ko:K05982	bsh:BSU6051_36170
ko:K00012	bsh:BSU6051_36230
ko:K02313	bsh:BSU6051_00010
ko:K02338	bsh:BSU6051_00020
ko:K03629	bsh:BSU6051_00040
ko:K02470	bsh:BSU6051_00060
ko:K02469	bsh:BSU6051_00070
ko:K06215	bsh:BSU6051_00110
ko:K08681	bsh:BSU6051_00120
ko:K01875	bsh:BSU6051_00130
ko:K15519	bsh:BSU6051_00140
ko:K15518	bsh:BSU6051_00150
ko:K06306	bsh:BSU6051_00160
ko:K06890	bsh:BSU6051_07200
ko:K00978	bsh:BSU6051_07270
ko:K01709	bsh:BSU6051_07280
ko:K08223	bsh:BSU6051_07320
ko:K15738	bsh:BSU6051_07370
ko:K02013	bsh:BSU6051_07490
ko:K00820	bsh:BSU6051_01900
ko:K01126	bsh:BSU6051_02130
ko:K02445	bsh:BSU6051_02140
ko:K08289	bsh:BSU6051_02230
ko:K01613	bsh:BSU6051_02290
ko:K07146	bsh:BSU6051_02330
ko:K11102	bsh:BSU6051_02340
ko:K03088	bsh:BSU6051_09520
ko:K00655	bsh:BSU6051_09540
ko:K11358	bsh:BSU6051_09570
ko:K06199	bsh:BSU6051_09600
ko:K06199	bsh:BSU6051_09610
ko:K01126	bsh:BSU6051_09620
ko:K16052	bsh:BSU6051_09640
ko:K12410	bsh:BSU6051_09650
ko:K00824	bsh:BSU6051_09670
ko:K03315	bsh:BSU6051_09680
ko:K07228	bsh:BSU6051_09860
ko:K16916	bsh:BSU6051_40140
ko:K16917	bsh:BSU6051_40150
ko:K01985	bsh:BSU6051_0082024
ko:K01985	bsh:BSU6051_0157012
ko:K01985	bsh:BSU6051_0157021
ko:K01985	bsh:BSU6051_0007014
ko:K01985	bsh:BSU6051_0157024
ko:K01985	bsh:BSU6051_0082012
ko:K01985	bsh:BSU6051_0023014
ko:K16925	bsh:BSU6051_13230
ko:K16960	bsh:BSU6051_29340
ko:K16959	bsh:BSU6051_29350
ko:K16958	bsh:BSU6051_29360
ko:K16957	bsh:BSU6051_29370
ko:K16956	bsh:BSU6051_29380
ko:K03794	bsh:BSU6051_15620
ko:K01977	bsh:BSU6051_0082022
ko:K01977	bsh:BSU6051_0023010
ko:K01977	bsh:BSU6051_0007010
ko:K01977	bsh:BSU6051_0082010
ko:K01977	bsh:BSU6051_0875010
ko:K01977	bsh:BSU6051_0589012
ko:K01977	bsh:BSU6051_0157010
ko:K01977	bsh:BSU6051_0157019
ko:K01977	bsh:BSU6051_0157022
ko:K01977	bsh:BSU6051_3098033
ko:K21064	bsh:BSU6051_11140
ko:K14218	bsh:BSU6051_0007012
ko:K14218	bsh:BSU6051_0082021
ko:K14218	bsh:BSU6051_0023012
ko:K14218	bsh:BSU6051_0157018
ko:K01897	bsh:BSU6051_10270
ko:K17217	bsh:BSU6051_27250
ko:K01992	bsh:BSU6051_38650
ko:K17103	bsh:BSU6051_02270
ko:K06326	bsh:BSU6051_17700
ko:K06418	bsh:BSU6051_29570
ko:K01990	bsh:BSU6051_02570
ko:K01990	bsh:BSU6051_30010
ko:K01990	bsh:BSU6051_37390
ko:K01990	bsh:BSU6051_38660
ko:K01992	bsh:BSU6051_30000
ko:K01992	bsh:BSU6051_09900
ko:K17319	bsh:BSU6051_07110
ko:K17319	bsh:BSU6051_30135
ko:K17318	bsh:BSU6051_07100
ko:K17318	bsh:BSU6051_30160
ko:K06369	bsh:BSU6051_18910
ko:K16838	bsh:BSU6051_32450
ko:K16922	bsh:BSU6051_40160
ko:K01218	bsh:BSU6051_05880
ko:K09815	bsh:BSU6051_02850
ko:K01176	bsh:BSU6051_03040
ko:K00016	bsh:BSU6051_03050
ko:K01916	bsh:BSU6051_03130
ko:K00294	bsh:BSU6051_03210
ko:K07120	bsh:BSU6051_10570
ko:K16899	bsh:BSU6051_10620
ko:K08097	bsh:BSU6051_10950
ko:K00666	bsh:BSU6051_18250
ko:K00059	bsh:BSU6051_18500
ko:K00058	bsh:BSU6051_18560
ko:K03406	bsh:BSU6051_18610
ko:K01569	bsh:BSU6051_18670
ko:K03325	bsh:BSU6051_25790
ko:K11617	bsh:BSU6051_33090
ko:K01569	bsh:BSU6051_33240
ko:K02004	bsh:BSU6051_33260
ko:K02005	bsh:BSU6051_33280
ko:K03316	bsh:BSU6051_33420
ko:K00380	bsh:BSU6051_33440
ko:K07213	bsh:BSU6051_33510
ko:K06329	bsh:BSU6051_40530
ko:K15986	bsh:BSU6051_40550
ko:K07052	bsh:BSU6051_40830
ko:K01759	bsh:BSU6051_40860
ko:K09685	bsh:BSU6051_00470
ko:K02499	bsh:BSU6051_00580
ko:K07257	bsh:BSU6051_37860
ko:K03488	bsh:BSU6051_38070
ko:K01226	bsh:BSU6051_07810
ko:K03486	bsh:BSU6051_07820
ko:K01104	bsh:BSU6051_07880
ko:K02824	bsh:BSU6051_15480
ko:K02823	bsh:BSU6051_15530
ko:K07052	bsh:BSU6051_23010
ko:K05337	bsh:BSU6051_23040
ko:K00058	bsh:BSU6051_23070
ko:K09763	bsh:BSU6051_23230
ko:K07069	bsh:BSU6051_23328
ko:K03768	bsh:BSU6051_23360
ko:K01048	bsh:BSU6051_30510
ko:K02051	bsh:BSU6051_30595
ko:K02049	bsh:BSU6051_30610
ko:K02050	bsh:BSU6051_30620
ko:K11709	bsh:BSU6051_30740
ko:K11708	bsh:BSU6051_30750
ko:K11710	bsh:BSU6051_30760
ko:K11707	bsh:BSU6051_30770
ko:K02549	bsh:BSU6051_30780
ko:K08680	bsh:BSU6051_30810
ko:K02552	bsh:BSU6051_30830
ko:K00294	bsh:BSU6051_37780
ko:K03346	bsh:BSU6051_28990
ko:K10563	bsh:BSU6051_29080
ko:K00852	bsh:BSU6051_35920
ko:K10440	bsh:BSU6051_35950
ko:K10439	bsh:BSU6051_35960
ko:K01077	bsh:BSU6051_05740
ko:K05937	bsh:BSU6051_05750
ko:K03492	bsh:BSU6051_05850
ko:K01409	bsh:BSU6051_05940
ko:K07052	bsh:BSU6051_06010
ko:K07098	bsh:BSU6051_13370
ko:K00567	bsh:BSU6051_13540
ko:K08969	bsh:BSU6051_13580
ko:K08964	bsh:BSU6051_13610
ko:K03697	bsh:BSU6051_13700
ko:K03471	bsh:BSU6051_28620
ko:K01759	bsh:BSU6051_28700
ko:K01209	bsh:BSU6051_28720
ko:K00853	bsh:BSU6051_28790
ko:K07025	bsh:BSU6051_28940
ko:K11144	bsh:BSU6051_28980
ko:K03307	bsh:BSU6051_06660
ko:K02433	bsh:BSU6051_06680
ko:K07720	bsh:BSU6051_06960
ko:K02025	bsh:BSU6051_06980
ko:K06147	bsh:BSU6051_14320
ko:K06147	bsh:BSU6051_14330
ko:K02005	bsh:BSU6051_14350
ko:K02004	bsh:BSU6051_14370
ko:K03436	bsh:BSU6051_14380
ko:K00882	bsh:BSU6051_14390
ko:K03499	bsh:BSU6051_14510
ko:K01092	bsh:BSU6051_14670
ko:K00065	bsh:BSU6051_22140
ko:K03593	bsh:BSU6051_01540
ko:K02443	bsh:BSU6051_09270
ko:K01835	bsh:BSU6051_09310
ko:K02480	bsh:BSU6051_09320
ko:K01077	bsh:BSU6051_09410
ko:K03294	bsh:BSU6051_09460
ko:K00059	bsh:BSU6051_16870
ko:K00639	bsh:BSU6051_17000
ko:K15329	bsh:BSU6051_17120
ko:K15312	bsh:BSU6051_17160
ko:K01262	bsh:BSU6051_24460
ko:K13280	bsh:BSU6051_24630
ko:K02249	bsh:BSU6051_24670
ko:K02248	bsh:BSU6051_24680
ko:K02246	bsh:BSU6051_24700
ko:K02245	bsh:BSU6051_24710
ko:K02244	bsh:BSU6051_24720
ko:K02243	bsh:BSU6051_24730
ko:K16509	bsh:BSU6051_24770
ko:K07017	bsh:BSU6051_32010
ko:K13628	bsh:BSU6051_32160
ko:K03317	bsh:BSU6051_32180
ko:K03488	bsh:BSU6051_39080
ko:K06902	bsh:BSU6051_39100
ko:K02755	bsh:BSU6051_39270
ko:K02756	bsh:BSU6051_39270
ko:K02757	bsh:BSU6051_39270
ko:K01479	bsh:BSU6051_39380
ko:K01619	bsh:BSU6051_39420
ko:K01990	bsh:BSU6051_09070
ko:K01990	bsh:BSU6051_01950
ko:K01990	bsh:BSU6051_09890
ko:K06325	bsh:BSU6051_36050
ko:K01104	bsh:BSU6051_36240
ko:K06877	bsh:BSU6051_22220
ko:K03700	bsh:BSU6051_22310
ko:K02086	bsh:BSU6051_22350
ko:K00974	bsh:BSU6051_22450
ko:K06286	bsh:BSU6051_29610
ko:K04767	bsh:BSU6051_29700
ko:K00027	bsh:BSU6051_29880
ko:K01439	bsh:BSU6051_29980
ko:K02116	bsh:BSU6051_36880
ko:K08234	bsh:BSU6051_37020
ko:K00027	bsh:BSU6051_37050
ko:K02446	bsh:BSU6051_37090
ko:K00616	bsh:BSU6051_37110
ko:K03048	bsh:BSU6051_37160
ko:K06147	bsh:BSU6051_37230
ko:K01990	bsh:BSU6051_10040
ko:K00564	bsh:BSU6051_01060
ko:K00939	bsh:BSU6051_01370
ko:K16786	bsh:BSU6051_01450
ko:K16787	bsh:BSU6051_01460
ko:K06377	bsh:BSU6051_08760
ko:K09764	bsh:BSU6051_16640
ko:K03177	bsh:BSU6051_16660
ko:K00929	bsh:BSU6051_24070
ko:K00626	bsh:BSU6051_24170
ko:K03406	bsh:BSU6051_31230
ko:K03406	bsh:BSU6051_31240
ko:K03406	bsh:BSU6051_31250
ko:K03406	bsh:BSU6051_31260
ko:K07570	bsh:BSU6051_31390
ko:K02056	bsh:BSU6051_31550
ko:K05565	bsh:BSU6051_31600
ko:K05568	bsh:BSU6051_31630
ko:K05570	bsh:BSU6051_31650
ko:K16012	bsh:BSU6051_38730
ko:K16013	bsh:BSU6051_38740
ko:K01784	bsh:BSU6051_38860
ko:K06910	bsh:BSU6051_38870
ko:K01258	bsh:BSU6051_38920
ko:K09825	bsh:BSU6051_08730
ko:K15629	bsh:BSU6051_02100
ko:K02564	bsh:BSU6051_02360
ko:K03455	bsh:BSU6051_09850
ko:K03698	bsh:BSU6051_09930
ko:K07533	bsh:BSU6051_09950
ko:K03647	bsh:BSU6051_17370
ko:K03713	bsh:BSU6051_17450
ko:K00854	bsh:BSU6051_17610
ko:K00845	bsh:BSU6051_24850
ko:K01934	bsh:BSU6051_24890
ko:K02076	bsh:BSU6051_25100
ko:K13300	bsh:BSU6051_25190
ko:K01489	bsh:BSU6051_25300
ko:K01466	bsh:BSU6051_32410
ko:K03406	bsh:BSU6051_03440
ko:K08093	bsh:BSU6051_03460
ko:K01259	bsh:BSU6051_03660
ko:K02004	bsh:BSU6051_03740
ko:K00158	bsh:BSU6051_04340
ko:K09167	bsh:BSU6051_04590
ko:K08981	bsh:BSU6051_04600
ko:K07315	bsh:BSU6051_04700
ko:K03090	bsh:BSU6051_04730
ko:K05518	bsh:BSU6051_04740
ko:K03095	bsh:BSU6051_04790
ko:K00059	bsh:BSU6051_11980
ko:K03976	bsh:BSU6051_12060
ko:K01719	bsh:BSU6051_12230
ko:K00073	bsh:BSU6051_12320
ko:K03784	bsh:BSU6051_19630
ko:K03647	bsh:BSU6051_20070
ko:K01243	bsh:BSU6051_27270
ko:K10041	bsh:BSU6051_27430
ko:K01182	bsh:BSU6051_34560
ko:K00691	bsh:BSU6051_34570
ko:K15770	bsh:BSU6051_34610
ko:K00090	bsh:BSU6051_34680
ko:K02004	bsh:BSU6051_34690
ko:K09762	bsh:BSU6051_34750
ko:K09684	bsh:BSU6051_32420
ko:K10118	bsh:BSU6051_32590
ko:K00010	bsh:BSU6051_39700
ko:K06610	bsh:BSU6051_39710
ko:K06889	bsh:BSU6051_11150
ko:K02033	bsh:BSU6051_11390
ko:K15582	bsh:BSU6051_11450
ko:K15583	bsh:BSU6051_11460
ko:K10823	bsh:BSU6051_11470
ko:K01181	bsh:BSU6051_18840
ko:K00274	bsh:BSU6051_19020
ko:K00657	bsh:BSU6051_26600
ko:K00059	bsh:BSU6051_33590
ko:K03406	bsh:BSU6051_33690
ko:K05595	bsh:BSU6051_33850
ko:K06346	bsh:BSU6051_41030
ko:K14227	bsh:BSU6051_0007011
ko:K11633	bsh:BSU6051_39650
ko:K11623	bsh:BSU6051_05410
ko:K06324	bsh:BSU6051_06300
ko:K07094	bsh:BSU6051_06600
ko:K11189	bsh:BSU6051_13900
ko:K08483	bsh:BSU6051_13910
ko:K03406	bsh:BSU6051_13950
ko:K00841	bsh:BSU6051_14000
ko:K07098	bsh:BSU6051_14050
ko:K05822	bsh:BSU6051_14180
ko:K03635	bsh:BSU6051_14300
ko:K07305	bsh:BSU6051_21680
ko:K07304	bsh:BSU6051_21690
ko:K03469	bsh:BSU6051_21970
ko:K03469	bsh:BSU6051_21990
ko:K16168	bsh:BSU6051_22040
ko:K16167	bsh:BSU6051_22050
ko:K07658	bsh:BSU6051_29110
ko:K00027	bsh:BSU6051_29220
ko:K00059	bsh:BSU6051_29420
ko:K07114	bsh:BSU6051_36730
ko:K07114	bsh:BSU6051_36740
ko:K07114	bsh:BSU6051_00650
ko:K02619	bsh:BSU6051_00760
ko:K03708	bsh:BSU6051_00830
ko:K07067	bsh:BSU6051_00880
ko:K09698	bsh:BSU6051_00920
ko:K07104	bsh:BSU6051_08240
ko:K07586	bsh:BSU6051_08680
ko:K11085	bsh:BSU6051_08690
ko:K00949	bsh:BSU6051_15800
ko:K06414	bsh:BSU6051_15810
ko:K07030	bsh:BSU6051_15840
ko:K00059	bsh:BSU6051_15910
ko:K09787	bsh:BSU6051_15970
ko:K02414	bsh:BSU6051_16270
ko:K07258	bsh:BSU6051_23480
ko:K03783	bsh:BSU6051_23490
ko:K04763	bsh:BSU6051_23510
ko:K03711	bsh:BSU6051_23520
ko:K00027	bsh:BSU6051_23550
ko:K01424	bsh:BSU6051_23580
ko:K01515	bsh:BSU6051_23610
ko:K06889	bsh:BSU6051_23640
ko:K00867	bsh:BSU6051_23760
ko:K00784	bsh:BSU6051_23840
ko:K00033	bsh:BSU6051_23860
ko:K01966	bsh:BSU6051_23920
ko:K00700	bsh:BSU6051_30980
ko:K16789	bsh:BSU6051_30990
ko:K07192	bsh:BSU6051_31010
ko:K03499	bsh:BSU6051_31090
ko:K03498	bsh:BSU6051_31100
ko:K01813	bsh:BSU6051_31180
ko:K01759	bsh:BSU6051_38370
ko:K01222	bsh:BSU6051_38560
ko:K03491	bsh:BSU6051_38600
ko:K15976	bsh:BSU6051_05480
ko:K06994	bsh:BSU6051_05650
ko:K01297	bsh:BSU6051_12970
ko:K07404	bsh:BSU6051_13010
ko:K04076	bsh:BSU6051_28210
ko:K02428	bsh:BSU6051_28360
ko:K00241	bsh:BSU6051_28450
ko:K01209	bsh:BSU6051_28510
ko:K02242	bsh:BSU6051_35450
ko:K02241	bsh:BSU6051_35460
ko:K02240	bsh:BSU6051_35470
ko:K07692	bsh:BSU6051_35490
ko:K02851	bsh:BSU6051_35530
ko:K09693	bsh:BSU6051_35700
ko:K00712	bsh:BSU6051_35730
ko:K00088	bsh:BSU6051_00090
ko:K07258	bsh:BSU6051_00100
ko:K14338	bsh:BSU6051_07250
ko:K01560	bsh:BSU6051_07330
ko:K03294	bsh:BSU6051_07340
ko:K11637	bsh:BSU6051_07580
ko:K01958	bsh:BSU6051_14860
ko:K02274	bsh:BSU6051_14900
ko:K02862	bsh:BSU6051_14930
ko:K07177	bsh:BSU6051_15050
ko:K08724	bsh:BSU6051_15160
ko:K03886	bsh:BSU6051_22560
ko:K04517	bsh:BSU6051_22610
ko:K00575	bsh:BSU6051_22720
ko:K00805	bsh:BSU6051_22740
ko:K00805	bsh:BSU6051_22760
ko:K01823	bsh:BSU6051_22870
ko:K06313	bsh:BSU6051_22920
ko:K06183	bsh:BSU6051_30035
ko:K05020	bsh:BSU6051_30070
ko:K00652	bsh:BSU6051_30220
ko:K10118	bsh:BSU6051_30280
ko:K00374	bsh:BSU6051_37250
ko:K01480	bsh:BSU6051_37490
ko:K03298	bsh:BSU6051_37630
ko:K00625	bsh:BSU6051_37660
ko:K00547	bsh:BSU6051_02410
ko:K11626	bsh:BSU6051_02420
ko:K03535	bsh:BSU6051_02480
ko:K01708	bsh:BSU6051_02510
ko:K01113	bsh:BSU6051_02620
ko:K01424	bsh:BSU6051_02690
ko:K09697	bsh:BSU6051_02750
ko:K09696	bsh:BSU6051_02760
ko:K01182	bsh:BSU6051_02840
ko:K00626	bsh:BSU6051_10350
ko:K03307	bsh:BSU6051_10450
ko:K09976	bsh:BSU6051_17910
ko:K06196	bsh:BSU6051_17930
ko:K02238	bsh:BSU6051_25570
ko:K06948	bsh:BSU6051_25670
ko:K00033	bsh:BSU6051_25730
ko:K04488	bsh:BSU6051_32680
ko:K00059	bsh:BSU6051_32900
ko:K07770	bsh:BSU6051_33010
ko:K01679	bsh:BSU6051_33040
ko:K11618	bsh:BSU6051_33080
ko:K00851	bsh:BSU6051_40060
ko:K03299	bsh:BSU6051_40070
ko:K00033	bsh:BSU6051_40080
ko:K03386	bsh:BSU6051_40090
ko:K00819	bsh:BSU6051_40340
ko:K07652	bsh:BSU6051_40400
ko:K07668	bsh:BSU6051_40410
ko:K06402	bsh:BSU6051_27970
ko:K02236	bsh:BSU6051_28070
ko:K01719	bsh:BSU6051_28140
ko:K06023	bsh:BSU6051_35000
ko:K02564	bsh:BSU6051_35020
ko:K06603	bsh:BSU6051_35350
ko:K03294	bsh:BSU6051_12860
ko:K00010	bsh:BSU6051_27770
ko:K07105	bsh:BSU6051_27890
ko:K04518	bsh:BSU6051_27900
ko:K07584	bsh:BSU6051_27950
ko:K07250	bsh:BSU6051_03900
ko:K00135	bsh:BSU6051_03910
ko:K00034	bsh:BSU6051_03930
ko:K02799	bsh:BSU6051_03981
ko:K02800	bsh:BSU6051_03981
ko:K02798	bsh:BSU6051_03982
ko:K16509	bsh:BSU6051_11500
ko:K07816	bsh:BSU6051_11600
ko:K03455	bsh:BSU6051_11640
ko:K03153	bsh:BSU6051_11670
ko:K01760	bsh:BSU6051_11880
ko:K03299	bsh:BSU6051_19520
ko:K03307	bsh:BSU6051_19580
ko:K09815	bsh:BSU6051_26830
ko:K00121	bsh:BSU6051_26970
ko:K01607	bsh:BSU6051_27009
ko:K14338	bsh:BSU6051_27160
ko:K15770	bsh:BSU6051_34160
ko:K03929	bsh:BSU6051_34390
ko:K01664	bsh:BSU6051_00750
ko:K11638	bsh:BSU6051_07590
ko:K01980	bsh:BSU6051_0082011
ko:K01980	bsh:BSU6051_0589013
ko:K01980	bsh:BSU6051_0157023
ko:K01980	bsh:BSU6051_0082023
ko:K01980	bsh:BSU6051_0007013
ko:K01980	bsh:BSU6051_0023013
ko:K01980	bsh:BSU6051_0875011
ko:K01980	bsh:BSU6051_0157011
ko:K01980	bsh:BSU6051_3098032
ko:K01980	bsh:BSU6051_0157020
ko:K01983	bsh:BSU6051_0018010
ko:K03457	bsh:BSU6051_36470
ko:K00096	bsh:BSU6051_28760
ko:K06430	bsh:BSU6051_22290
ko:K06427	bsh:BSU6051_33340
ko:K17216	bsh:BSU6051_27260
ko:K00034	bsh:BSU6051_02830
ko:K15035	bsh:BSU6051_3359010
ko:K01897	bsh:BSU6051_28560
ko:K03457	bsh:BSU6051_38710
ko:K17320	bsh:BSU6051_07120
ko:K17320	bsh:BSU6051_30170
ko:K06298	bsh:BSU6051_28380
ko:K01212	bsh:BSU6051_34460
ko:K16235	bsh:BSU6051_02400
ko:K08986	bsh:BSU6051_03240
ko:K06424	bsh:BSU6051_32640
ko:K11634	bsh:BSU6051_39660
ko:K04091	bsh:BSU6051_08860
ko:K00265	bsh:BSU6051_18450
ko:K01537	bsh:BSU6051_15650
ko:K02101	bsh:BSU6051_28770
ko:K17462	bsh:BSU6051_27280
ko:K02029	bsh:BSU6051_23970
ko:K19575	bsh:BSU6051_24020
ko:K14230	bsh:BSU6051_0063010
ko:K01992	bsh:BSU6051_10050
ko:K02028	bsh:BSU6051_23960
ko:K17236	bsh:BSU6051_28730
ko:K17235	bsh:BSU6051_28740
ko:K01978	bsh:BSU6051_2217010
ko:K14227	bsh:BSU6051_0023011
ko:K06367	bsh:BSU6051_05010
ko:K03574	bsh:BSU6051_34780
ko:K01990	bsh:BSU6051_04490
ko:K01990	bsh:BSU6051_34090
ko:K01990	bsh:BSU6051_40620
ko:K01990	bsh:BSU6051_08310
ko:K01990	bsh:BSU6051_09080
ko:K10112	bsh:BSU6051_32550
ko:K10112	bsh:BSU6051_38810
ko:K14224	bsh:BSU6051_0063011
ko:K14224	bsh:BSU6051_0172010
ko:K14224	bsh:BSU6051_0479012
ko:K14224	bsh:BSU6051_0875015
ko:K01992	bsh:BSU6051_04500
ko:K01992	bsh:BSU6051_08320
ko:K01992	bsh:BSU6051_08330
ko:K01992	bsh:BSU6051_09090
ko:K01992	bsh:BSU6051_34080
ko:K17485	bsh:BSU6051_35070
ko:K17472	bsh:BSU6051_27520
ko:K17474	bsh:BSU6051_35060
ko:K14220	bsh:BSU6051_0479010
ko:K14220	bsh:BSU6051_0157013
ko:K14233	bsh:BSU6051_0875014
ko:K14237	bsh:BSU6051_1190010
ko:K14234	bsh:BSU6051_0157014
ko:K14237	bsh:BSU6051_0082013
ko:K14237	bsh:BSU6051_0172011
ko:K14237	bsh:BSU6051_0875016
ko:K14236	bsh:BSU6051_0172013
ko:K14236	bsh:BSU6051_0875021
ko:K14229	bsh:BSU6051_0082015
ko:K14229	bsh:BSU6051_0479014
ko:K14228	bsh:BSU6051_0479015
ko:K14228	bsh:BSU6051_0082016
ko:K14228	bsh:BSU6051_0479016
ko:K14232	bsh:BSU6051_0082020
ko:K14232	bsh:BSU6051_0157017
ko:K14221	bsh:BSU6051_0589016
ko:K14221	bsh:BSU6051_0875018
ko:K14226	bsh:BSU6051_0875023
ko:K14225	bsh:BSU6051_0082017
ko:K14225	bsh:BSU6051_0157015
ko:K14225	bsh:BSU6051_0875025
ko:K14219	bsh:BSU6051_41070
ko:K14233	bsh:BSU6051_0013010
ko:K14228	bsh:BSU6051_0082018
ko:K14228	bsh:BSU6051_0875027
ko:K14223	bsh:BSU6051_0172014
ko:K14223	bsh:BSU6051_0479013
ko:K14223	bsh:BSU6051_0875024
ko:K14233	bsh:BSU6051_0479011
ko:K14225	bsh:BSU6051_0589011
ko:K14225	bsh:BSU6051_0889910
ko:K14230	bsh:BSU6051_0589015
ko:K14230	bsh:BSU6051_0875017
ko:K14220	bsh:BSU6051_0875013
ko:K17686	bsh:BSU6051_33500
ko:K14231	bsh:BSU6051_0875019
ko:K14235	bsh:BSU6051_0875022
