ko:K19416	sbb:Sbal175_2211
ko:K03781	sbb:Sbal175_3373
ko:K00067	sbb:Sbal175_0531
ko:K15011	sbb:Sbal175_0532
ko:K15012	sbb:Sbal175_0533
ko:K06876	sbb:Sbal175_0536
ko:K03667	sbb:Sbal175_0539
ko:K01419	sbb:Sbal175_0540
ko:K01581	sbb:Sbal175_0552
ko:K09794	sbb:Sbal175_0553
ko:K00757	sbb:Sbal175_0554
ko:K01887	sbb:Sbal175_0561
ko:K04066	sbb:Sbal175_0562
ko:K02909	sbb:Sbal175_0564
ko:K00029	sbb:Sbal175_0565
ko:K00426	sbb:Sbal175_1369
ko:K09794	sbb:Sbal175_1372
ko:K15894	sbb:Sbal175_1380
ko:K03427	sbb:Sbal175_1393
ko:K01154	sbb:Sbal175_1394
ko:K01153	sbb:Sbal175_1395
ko:K09860	sbb:Sbal175_1403
ko:K02399	sbb:Sbal175_1404
ko:K02398	sbb:Sbal175_1405
ko:K02386	sbb:Sbal175_1406
ko:K03415	sbb:Sbal175_1407
ko:K02387	sbb:Sbal175_1409
ko:K02388	sbb:Sbal175_1410
ko:K02389	sbb:Sbal175_1411
ko:K02390	sbb:Sbal175_1412
ko:K02391	sbb:Sbal175_1413
ko:K02392	sbb:Sbal175_1414
ko:K02393	sbb:Sbal175_1415
ko:K02394	sbb:Sbal175_1416
ko:K02395	sbb:Sbal175_1417
ko:K02396	sbb:Sbal175_1418
ko:K02397	sbb:Sbal175_1419
ko:K02406	sbb:Sbal175_1420
ko:K01868	sbb:Sbal175_2194
ko:K02520	sbb:Sbal175_2195
ko:K02916	sbb:Sbal175_2196
ko:K02887	sbb:Sbal175_2197
ko:K00384	sbb:Sbal175_2198
ko:K00259	sbb:Sbal175_2199
ko:K03466	sbb:Sbal175_2201
ko:K03634	sbb:Sbal175_2202
ko:K07478	sbb:Sbal175_2203
ko:K06199	sbb:Sbal175_2204
ko:K01875	sbb:Sbal175_2205
ko:K07237	sbb:Sbal175_2208
ko:K07236	sbb:Sbal175_2209
ko:K07235	sbb:Sbal175_2210
ko:K01638	sbb:Sbal175_3020
ko:K06186	sbb:Sbal175_3026
ko:K09801	sbb:Sbal175_3027
ko:K03664	sbb:Sbal175_3029
ko:K01733	sbb:Sbal175_3054
ko:K00872	sbb:Sbal175_3055
ko:K12524	sbb:Sbal175_3056
ko:K03775	sbb:Sbal175_3057
ko:K03720	sbb:Sbal175_3059
ko:K05809	sbb:Sbal175_3062
ko:K14170	sbb:Sbal175_3063
ko:K11933	sbb:Sbal175_3066
ko:K14187	sbb:Sbal175_3068
ko:K01626	sbb:Sbal175_3069
ko:K02884	sbb:Sbal175_3070
ko:K00554	sbb:Sbal175_3071
ko:K01928	sbb:Sbal175_3843
ko:K03587	sbb:Sbal175_3844
ko:K03586	sbb:Sbal175_3845
ko:K03438	sbb:Sbal175_3846
ko:K03925	sbb:Sbal175_3847
ko:K00864	sbb:Sbal175_3849
ko:K06076	sbb:Sbal175_3850
ko:K01704	sbb:Sbal175_3851
ko:K01703	sbb:Sbal175_3852
ko:K00052	sbb:Sbal175_3853
ko:K01649	sbb:Sbal175_3854
ko:K03654	sbb:Sbal175_3856
ko:K05786	sbb:Sbal175_3858
ko:K14682	sbb:Sbal175_3860
ko:K02913	sbb:Sbal175_3861
ko:K02902	sbb:Sbal175_3862
ko:K03630	sbb:Sbal175_3863
ko:K13038	sbb:Sbal175_3864
ko:K05501	sbb:Sbal175_3866
ko:K01495	sbb:Sbal175_3868
ko:K00762	sbb:Sbal175_3869
ko:K00989	sbb:Sbal175_3870
ko:K07154	sbb:Sbal175_3873
ko:K00942	sbb:Sbal175_3890
ko:K03060	sbb:Sbal175_3891
ko:K07667	sbb:Sbal175_0059
ko:K06911	sbb:Sbal175_0061
ko:K02478	sbb:Sbal175_0062
ko:K08177	sbb:Sbal175_0064
ko:K07090	sbb:Sbal175_0065
ko:K00690	sbb:Sbal175_0069
ko:K00847	sbb:Sbal175_0072
ko:K03831	sbb:Sbal175_0073
ko:K06894	sbb:Sbal175_0074
ko:K05367	sbb:Sbal175_0075
ko:K07107	sbb:Sbal175_0085
ko:K07107	sbb:Sbal175_0088
ko:K09880	sbb:Sbal175_0093
ko:K01126	sbb:Sbal175_0096
ko:K07734	sbb:Sbal175_0097
ko:K01468	sbb:Sbal175_0102
ko:K05836	sbb:Sbal175_0103
ko:K01712	sbb:Sbal175_0104
ko:K01745	sbb:Sbal175_0105
ko:K13821	sbb:Sbal175_0908
ko:K07184	sbb:Sbal175_0909
ko:K03306	sbb:Sbal175_0910
ko:K07220	sbb:Sbal175_0911
ko:K09980	sbb:Sbal175_0917
ko:K00797	sbb:Sbal175_0918
ko:K00982	sbb:Sbal175_0921
ko:K07086	sbb:Sbal175_0923
ko:K06916	sbb:Sbal175_0926
ko:K07795	sbb:Sbal175_0929
ko:K02517	sbb:Sbal175_0940
ko:K03272	sbb:Sbal175_0941
ko:K00325	sbb:Sbal175_0946
ko:K00324	sbb:Sbal175_0947
ko:K00381	sbb:Sbal175_0949
ko:K00390	sbb:Sbal175_0950
ko:K03814	sbb:Sbal175_0952
ko:K01058	sbb:Sbal175_0956
ko:K00957	sbb:Sbal175_0958
ko:K03088	sbb:Sbal175_1733
ko:K07157	sbb:Sbal175_1734
ko:K03415	sbb:Sbal175_1736
ko:K03775	sbb:Sbal175_1740
ko:K06999	sbb:Sbal175_1743
ko:K05541	sbb:Sbal175_1746
ko:K09930	sbb:Sbal175_1748
ko:K09929	sbb:Sbal175_1749
ko:K09790	sbb:Sbal175_1751
ko:K00759	sbb:Sbal175_1752
ko:K02343	sbb:Sbal175_1753
ko:K09747	sbb:Sbal175_1754
ko:K06187	sbb:Sbal175_1755
ko:K12297	sbb:Sbal175_1758
ko:K15738	sbb:Sbal175_1760
ko:K03812	sbb:Sbal175_1762
ko:K01716	sbb:Sbal175_1763
ko:K07689	sbb:Sbal175_1766
ko:K03703	sbb:Sbal175_1767
ko:K10763	sbb:Sbal175_2558
ko:K09938	sbb:Sbal175_2559
ko:K07390	sbb:Sbal175_2561
ko:K04564	sbb:Sbal175_2562
ko:K07180	sbb:Sbal175_2563
ko:K09786	sbb:Sbal175_2564
ko:K03603	sbb:Sbal175_2566
ko:K03314	sbb:Sbal175_2567
ko:K03611	sbb:Sbal175_2568
ko:K09768	sbb:Sbal175_2573
ko:K00275	sbb:Sbal175_2574
ko:K01611	sbb:Sbal175_2575
ko:K00243	sbb:Sbal175_2578
ko:K09915	sbb:Sbal175_2579
ko:K05787	sbb:Sbal175_2582
ko:K01935	sbb:Sbal175_2583
ko:K02169	sbb:Sbal175_2584
ko:K01012	sbb:Sbal175_2586
ko:K00833	sbb:Sbal175_2587
ko:K01895	sbb:Sbal175_2590
ko:K03640	sbb:Sbal175_2595
ko:K03641	sbb:Sbal175_2596
ko:K03745	sbb:Sbal175_3381
ko:K01462	sbb:Sbal175_3382
ko:K09859	sbb:Sbal175_3383
ko:K07337	sbb:Sbal175_3384
ko:K01256	sbb:Sbal175_3385
ko:K01951	sbb:Sbal175_3392
ko:K03670	sbb:Sbal175_3393
ko:K03782	sbb:Sbal175_3395
ko:K04567	sbb:Sbal175_3397
ko:K02836	sbb:Sbal175_3398
ko:K00123	sbb:Sbal175_3399
ko:K07240	sbb:Sbal175_3401
ko:K03212	sbb:Sbal175_3402
ko:K00111	sbb:Sbal175_3403
ko:K03778	sbb:Sbal175_3412
ko:K01061	sbb:Sbal175_3413
ko:K01255	sbb:Sbal175_3422
ko:K03387	sbb:Sbal175_3424
ko:K07462	sbb:Sbal175_3428
ko:K03981	sbb:Sbal175_3429
ko:K03311	sbb:Sbal175_3431
ko:K05590	sbb:Sbal175_3433
ko:K03569	sbb:Sbal175_0585
ko:K03570	sbb:Sbal175_0586
ko:K03571	sbb:Sbal175_0587
ko:K06287	sbb:Sbal175_0588
ko:K08301	sbb:Sbal175_0589
ko:K03568	sbb:Sbal175_0592
ko:K01993	sbb:Sbal175_0594
ko:K09889	sbb:Sbal175_0601
ko:K03592	sbb:Sbal175_0602
ko:K09890	sbb:Sbal175_0605
ko:K14441	sbb:Sbal175_0607
ko:K09807	sbb:Sbal175_0608
ko:K03811	sbb:Sbal175_0612
ko:K00757	sbb:Sbal175_0613
ko:K01923	sbb:Sbal175_0618
ko:K07090	sbb:Sbal175_0625
ko:K03764	sbb:Sbal175_0626
ko:K02044	sbb:Sbal175_0147
ko:K00860	sbb:Sbal175_0961
ko:K10679	sbb:Sbal175_0971
ko:K07262	sbb:Sbal175_0985
ko:K07300	sbb:Sbal175_0987
ko:K01061	sbb:Sbal175_0993
ko:K02013	sbb:Sbal175_1006
ko:K02015	sbb:Sbal175_1007
ko:K00768	sbb:Sbal175_1008
ko:K02233	sbb:Sbal175_1009
ko:K02231	sbb:Sbal175_1010
ko:K02232	sbb:Sbal175_1011
ko:K00995	sbb:Sbal175_1768
ko:K05995	sbb:Sbal175_1770
ko:K03799	sbb:Sbal175_1771
ko:K05596	sbb:Sbal175_1772
ko:K06895	sbb:Sbal175_1773
ko:K14232	sbb:Sbal175_R0114
ko:K14232	sbb:Sbal175_R0020
ko:K14232	sbb:Sbal175_R0021
ko:K10716	sbb:Sbal175_0913
ko:K16053	sbb:Sbal175_0120
ko:K14219	sbb:Sbal175_R0113
ko:K16074	sbb:Sbal175_3636
ko:K01270	sbb:Sbal175_1708
ko:K01801	sbb:Sbal175_2845
ko:K02017	sbb:Sbal175_3961
ko:K00568	sbb:Sbal175_2118
ko:K01983	sbb:Sbal175_R0111
ko:K01978	sbb:Sbal175_R0017
ko:K15773	sbb:Sbal175_3874
ko:K07506	sbb:Sbal175_1187
ko:K08344	sbb:Sbal175_4180
ko:K07394	sbb:Sbal175_2535
ko:K01250	sbb:Sbal175_3562
ko:K09607	sbb:Sbal175_0164
ko:K06970	sbb:Sbal175_0167
ko:K02858	sbb:Sbal175_0174
ko:K02454	sbb:Sbal175_0191
ko:K02463	sbb:Sbal175_0201
ko:K01082	sbb:Sbal175_0210
ko:K00135	sbb:Sbal175_1015
ko:K02005	sbb:Sbal175_1023
ko:K02004	sbb:Sbal175_1026
ko:K02004	sbb:Sbal175_1027
ko:K06149	sbb:Sbal175_1036
ko:K06177	sbb:Sbal175_1061
ko:K02030	sbb:Sbal175_1062
ko:K00241	sbb:Sbal175_1859
ko:K03711	sbb:Sbal175_1869
ko:K11085	sbb:Sbal175_2657
ko:K02238	sbb:Sbal175_2658
ko:K00867	sbb:Sbal175_0224
ko:K00127	sbb:Sbal175_0267
ko:K02014	sbb:Sbal175_1078
ko:K07258	sbb:Sbal175_1086
ko:K08305	sbb:Sbal175_1088
ko:K07660	sbb:Sbal175_1877
ko:K03593	sbb:Sbal175_1914
ko:K02619	sbb:Sbal175_1917
ko:K11392	sbb:Sbal175_1923
ko:K14761	sbb:Sbal175_2690
ko:K03769	sbb:Sbal175_2692
ko:K06177	sbb:Sbal175_3496
ko:K03718	sbb:Sbal175_3497
ko:K03406	sbb:Sbal175_3534
ko:K06183	sbb:Sbal175_3538
ko:K08642	sbb:Sbal175_0116
ko:K04067	sbb:Sbal175_2711
ko:K09909	sbb:Sbal175_2712
ko:K03768	sbb:Sbal175_2738
ko:K00799	sbb:Sbal175_3544
ko:K08981	sbb:Sbal175_3546
ko:K00027	sbb:Sbal175_3549
ko:K02014	sbb:Sbal175_3559
ko:K00852	sbb:Sbal175_3563
ko:K01113	sbb:Sbal175_3570
ko:K09705	sbb:Sbal175_3576
ko:K03406	sbb:Sbal175_3580
ko:K06889	sbb:Sbal175_3587
ko:K00124	sbb:Sbal175_0268
ko:K00127	sbb:Sbal175_0271
ko:K00124	sbb:Sbal175_0272
ko:K02665	sbb:Sbal175_0294
ko:K12961	sbb:Sbal175_0309
ko:K02427	sbb:Sbal175_1119
ko:K03177	sbb:Sbal175_1129
ko:K03317	sbb:Sbal175_1137
ko:K01619	sbb:Sbal175_1139
ko:K00758	sbb:Sbal175_1140
ko:K03784	sbb:Sbal175_1142
ko:K07186	sbb:Sbal175_1143
ko:K07772	sbb:Sbal175_1149
ko:K02571	sbb:Sbal175_1155
ko:K04767	sbb:Sbal175_1157
ko:K00121	sbb:Sbal175_1961
ko:K01580	sbb:Sbal175_2759
ko:K05794	sbb:Sbal175_2775
ko:K07017	sbb:Sbal175_2798
ko:K01934	sbb:Sbal175_3603
ko:K02010	sbb:Sbal175_3612
ko:K00799	sbb:Sbal175_3616
ko:K06147	sbb:Sbal175_3623
ko:K01278	sbb:Sbal175_3642
ko:K00851	sbb:Sbal175_0322
ko:K03756	sbb:Sbal175_0324
ko:K06910	sbb:Sbal175_0328
ko:K06039	sbb:Sbal175_0344
ko:K08997	sbb:Sbal175_0347
ko:K01092	sbb:Sbal175_1981
ko:K04488	sbb:Sbal175_1986
ko:K13628	sbb:Sbal175_1987
ko:K05844	sbb:Sbal175_1991
ko:K01439	sbb:Sbal175_2017
ko:K03406	sbb:Sbal175_2021
ko:K08483	sbb:Sbal175_2024
ko:K02784	sbb:Sbal175_2025
ko:K03406	sbb:Sbal175_2027
ko:K02342	sbb:Sbal175_2030
ko:K00059	sbb:Sbal175_2830
ko:K00626	sbb:Sbal175_2836
ko:K01724	sbb:Sbal175_2848
ko:K01784	sbb:Sbal175_2851
ko:K01082	sbb:Sbal175_2859
ko:K04477	sbb:Sbal175_2861
ko:K13041	sbb:Sbal175_3653
ko:K13040	sbb:Sbal175_3654
ko:K08358	sbb:Sbal175_3655
ko:K08357	sbb:Sbal175_3657
ko:K03406	sbb:Sbal175_3658
ko:K03769	sbb:Sbal175_3662
ko:K10914	sbb:Sbal175_3668
ko:K01664	sbb:Sbal175_3679
ko:K14223	sbb:Sbal175_R0033
ko:K00830	sbb:Sbal175_0381
ko:K09806	sbb:Sbal175_0396
ko:K01719	sbb:Sbal175_0409
ko:K04765	sbb:Sbal175_1223
ko:K03087	sbb:Sbal175_1233
ko:K03148	sbb:Sbal175_2087
ko:K03455	sbb:Sbal175_2865
ko:K00674	sbb:Sbal175_2886
ko:K03406	sbb:Sbal175_3703
ko:K00569	sbb:Sbal175_3705
ko:K02077	sbb:Sbal175_3719
ko:K03442	sbb:Sbal175_3725
ko:K05844	sbb:Sbal175_3741
ko:K02414	sbb:Sbal175_0458
ko:K00244	sbb:Sbal175_0471
ko:K00245	sbb:Sbal175_0472
ko:K03406	sbb:Sbal175_1265
ko:K01262	sbb:Sbal175_1267
ko:K08974	sbb:Sbal175_1278
ko:K01424	sbb:Sbal175_2111
ko:K00219	sbb:Sbal175_2113
ko:K08992	sbb:Sbal175_2130
ko:K00845	sbb:Sbal175_2930
ko:K12373	sbb:Sbal175_2931
ko:K07657	sbb:Sbal175_2958
ko:K02348	sbb:Sbal175_3762
ko:K07386	sbb:Sbal175_3791
ko:K07165	sbb:Sbal175_4187
ko:K01270	sbb:Sbal175_3325
ko:K16293	sbb:Sbal175_0623
ko:K01980	sbb:Sbal175_R0002
ko:K01980	sbb:Sbal175_R0027
ko:K01980	sbb:Sbal175_R0072
ko:K01980	sbb:Sbal175_R0023
ko:K01980	sbb:Sbal175_R0015
ko:K01980	sbb:Sbal175_R0008
ko:K01980	sbb:Sbal175_R0140
ko:K01980	sbb:Sbal175_R0137
ko:K01980	sbb:Sbal175_R0131
ko:K01980	sbb:Sbal175_R0118
ko:K02653	sbb:Sbal175_0486
ko:K15986	sbb:Sbal175_0523
ko:K02014	sbb:Sbal175_0525
ko:K02428	sbb:Sbal175_1315
ko:K03442	sbb:Sbal175_1332
ko:K03830	sbb:Sbal175_1346
ko:K01081	sbb:Sbal175_1350
ko:K00088	sbb:Sbal175_1361
ko:K05812	sbb:Sbal175_2142
ko:K01322	sbb:Sbal175_2152
ko:K13590	sbb:Sbal175_2154
ko:K03406	sbb:Sbal175_2156
ko:K03406	sbb:Sbal175_2162
ko:K00575	sbb:Sbal175_2163
ko:K09700	sbb:Sbal175_2189
ko:K00030	sbb:Sbal175_2969
ko:K02030	sbb:Sbal175_2997
ko:K00700	sbb:Sbal175_3006
ko:K07054	sbb:Sbal175_3804
ko:K06183	sbb:Sbal175_3817
ko:K06177	sbb:Sbal175_0528
ko:K03442	sbb:Sbal175_0550
ko:K12279	sbb:Sbal175_0567
ko:K12280	sbb:Sbal175_0569
ko:K12281	sbb:Sbal175_0570
ko:K12282	sbb:Sbal175_0571
ko:K12283	sbb:Sbal175_0572
ko:K12284	sbb:Sbal175_0573
ko:K12276	sbb:Sbal175_0574
ko:K12278	sbb:Sbal175_0575
ko:K10925	sbb:Sbal175_0577
ko:K10924	sbb:Sbal175_0578
ko:K10924	sbb:Sbal175_0579
ko:K10926	sbb:Sbal175_0580
ko:K10927	sbb:Sbal175_0581
ko:K00059	sbb:Sbal175_1387
ko:K00575	sbb:Sbal175_1408
ko:K11179	sbb:Sbal175_2207
ko:K06897	sbb:Sbal175_2223
ko:K03455	sbb:Sbal175_3022
ko:K03406	sbb:Sbal175_3037
ko:K08676	sbb:Sbal175_3051
ko:K03316	sbb:Sbal175_3064
ko:K12285	sbb:Sbal175_0582
ko:K12286	sbb:Sbal175_0583
ko:K12287	sbb:Sbal175_0584
ko:K01679	sbb:Sbal175_0606
ko:K08352	sbb:Sbal175_0622
ko:K06603	sbb:Sbal175_1422
ko:K10942	sbb:Sbal175_1427
ko:K10943	sbb:Sbal175_1428
ko:K02414	sbb:Sbal175_1435
ko:K03796	sbb:Sbal175_2261
ko:K07304	sbb:Sbal175_2272
ko:K01835	sbb:Sbal175_2273
ko:K07491	sbb:Sbal175_2292
ko:K03803	sbb:Sbal175_3085
ko:K01243	sbb:Sbal175_3107
ko:K00647	sbb:Sbal175_3915
ko:K00059	sbb:Sbal175_3917
ko:K01259	sbb:Sbal175_3933
ko:K07792	sbb:Sbal175_3947
ko:K03292	sbb:Sbal175_3145
ko:K16211	sbb:Sbal175_2037
ko:K16317	sbb:Sbal175_1839
ko:K00209	sbb:Sbal175_2728
ko:K11021	sbb:Sbal175_0672
ko:K11021	sbb:Sbal175_0673
ko:K07031	sbb:Sbal175_1477
ko:K02851	sbb:Sbal175_1481
ko:K03617	sbb:Sbal175_2309
ko:K03616	sbb:Sbal175_2310
ko:K03615	sbb:Sbal175_2311
ko:K03614	sbb:Sbal175_2312
ko:K03612	sbb:Sbal175_2313
ko:K03613	sbb:Sbal175_2314
ko:K01759	sbb:Sbal175_2319
ko:K08234	sbb:Sbal175_2341
ko:K02450	sbb:Sbal175_3127
ko:K00974	sbb:Sbal175_3128
ko:K06078	sbb:Sbal175_3129
ko:K01409	sbb:Sbal175_3135
ko:K03406	sbb:Sbal175_3140
ko:K07250	sbb:Sbal175_3156
ko:K00135	sbb:Sbal175_3157
ko:K09471	sbb:Sbal175_3158
ko:K01011	sbb:Sbal175_3168
ko:K06177	sbb:Sbal175_3956
ko:K03635	sbb:Sbal175_3964
ko:K03406	sbb:Sbal175_3969
ko:K03406	sbb:Sbal175_3977
ko:K07640	sbb:Sbal175_3991
ko:K07114	sbb:Sbal175_3228
ko:K09983	sbb:Sbal175_4009
ko:K02200	sbb:Sbal175_4011
ko:K02200	sbb:Sbal175_4014
ko:K02193	sbb:Sbal175_4016
ko:K00245	sbb:Sbal175_0702
ko:K00244	sbb:Sbal175_0703
ko:K01424	sbb:Sbal175_0707
ko:K07263	sbb:Sbal175_0709
ko:K01387	sbb:Sbal175_0718
ko:K01785	sbb:Sbal175_0721
ko:K01607	sbb:Sbal175_0737
ko:K01077	sbb:Sbal175_0750
ko:K00033	sbb:Sbal175_1527
ko:K11689	sbb:Sbal175_1546
ko:K11688	sbb:Sbal175_1547
ko:K01885	sbb:Sbal175_1549
ko:K00567	sbb:Sbal175_1552
ko:K06177	sbb:Sbal175_1560
ko:K06445	sbb:Sbal175_2356
ko:K02342	sbb:Sbal175_2360
ko:K03469	sbb:Sbal175_2361
ko:K03768	sbb:Sbal175_2372
ko:K03227	sbb:Sbal175_2390
ko:K12373	sbb:Sbal175_3188
ko:K03406	sbb:Sbal175_3189
ko:K02014	sbb:Sbal175_3196
ko:K02674	sbb:Sbal175_3204
ko:K03286	sbb:Sbal175_3221
ko:K00616	sbb:Sbal175_3222
ko:K03299	sbb:Sbal175_2757
ko:K00956	sbb:Sbal175_0959
ko:K01840	sbb:Sbal175_2773
ko:K01739	sbb:Sbal175_0627
ko:K01659	sbb:Sbal175_0363
ko:K01178	sbb:Sbal175_2036
ko:K01990	sbb:Sbal175_0081
ko:K13053	sbb:Sbal175_4091
ko:K01183	sbb:Sbal175_1269
ko:K01069	sbb:Sbal175_2364
ko:K00253	sbb:Sbal175_1523
ko:K01990	sbb:Sbal175_2811
ko:K01077	sbb:Sbal175_0751
ko:K02806	sbb:Sbal175_0769
ko:K02067	sbb:Sbal175_0779
ko:K07283	sbb:Sbal175_0795
ko:K03409	sbb:Sbal175_0803
ko:K07114	sbb:Sbal175_1586
ko:K07114	sbb:Sbal175_1587
ko:K01782	sbb:Sbal175_1592
ko:K00647	sbb:Sbal175_1607
ko:K02571	sbb:Sbal175_2445
ko:K07263	sbb:Sbal175_3236
ko:K08086	sbb:Sbal175_1610
ko:K15350	sbb:Sbal175_2408
ko:K14978	sbb:Sbal175_2422
ko:K14979	sbb:Sbal175_2423
ko:K05595	sbb:Sbal175_2430
ko:K02569	sbb:Sbal175_2441
ko:K01572	sbb:Sbal175_3240
ko:K01571	sbb:Sbal175_3241
ko:K03406	sbb:Sbal175_3249
ko:K06183	sbb:Sbal175_3251
ko:K07034	sbb:Sbal175_3258
ko:K03406	sbb:Sbal175_4053
ko:K04015	sbb:Sbal175_4063
ko:K08680	sbb:Sbal175_4069
ko:K02549	sbb:Sbal175_4070
ko:K03406	sbb:Sbal175_4086
ko:K02274	sbb:Sbal175_4093
ko:K02258	sbb:Sbal175_4094
ko:K07660	sbb:Sbal175_4166
ko:K00059	sbb:Sbal175_4181
ko:K12942	sbb:Sbal175_4202
ko:K00799	sbb:Sbal175_4209
ko:K00383	sbb:Sbal175_4214
ko:K03307	sbb:Sbal175_4219
ko:K02552	sbb:Sbal175_4239
ko:K06857	sbb:Sbal175_4247
ko:K10563	sbb:Sbal175_4252
ko:K00639	sbb:Sbal175_4269
ko:K02441	sbb:Sbal175_4272
ko:K01488	sbb:Sbal175_4281
ko:K02014	sbb:Sbal175_4291
ko:K02116	sbb:Sbal175_4301
ko:K01515	sbb:Sbal175_0815
ko:K02017	sbb:Sbal175_0830
ko:K09749	sbb:Sbal175_0839
ko:K00564	sbb:Sbal175_0840
ko:K01077	sbb:Sbal175_0841
ko:K03406	sbb:Sbal175_1620
ko:K03406	sbb:Sbal175_1626
ko:K04774	sbb:Sbal175_1656
ko:K02004	sbb:Sbal175_1662
ko:K04652	sbb:Sbal175_2471
ko:K04655	sbb:Sbal175_2474
ko:K03406	sbb:Sbal175_2482
ko:K08305	sbb:Sbal175_2484
ko:K06177	sbb:Sbal175_3277
ko:K01525	sbb:Sbal175_3290
ko:K03406	sbb:Sbal175_3291
ko:K02014	sbb:Sbal175_3306
ko:K06147	sbb:Sbal175_3310
ko:K07227	sbb:Sbal175_3312
ko:K03406	sbb:Sbal175_3327
ko:K04085	sbb:Sbal175_0017
ko:K03498	sbb:Sbal175_0023
ko:K00230	sbb:Sbal175_0024
ko:K00230	sbb:Sbal175_0026
ko:K03498	sbb:Sbal175_0027
ko:K03499	sbb:Sbal175_0028
ko:K03747	sbb:Sbal175_0034
ko:K02004	sbb:Sbal175_0858
ko:K00058	sbb:Sbal175_0864
ko:K00970	sbb:Sbal175_0873
ko:K07019	sbb:Sbal175_0881
ko:K16013	sbb:Sbal175_0902
ko:K16012	sbb:Sbal175_0903
ko:K06212	sbb:Sbal175_1677
ko:K02014	sbb:Sbal175_1678
ko:K07182	sbb:Sbal175_1694
ko:K02342	sbb:Sbal175_1695
ko:K09909	sbb:Sbal175_1700
ko:K01119	sbb:Sbal175_1701
ko:K01104	sbb:Sbal175_2500
ko:K13590	sbb:Sbal175_2508
ko:K07114	sbb:Sbal175_2510
ko:K01760	sbb:Sbal175_2514
ko:K07004	sbb:Sbal175_2526
ko:K03406	sbb:Sbal175_3359
ko:K06183	sbb:Sbal175_3365
ko:K07004	sbb:Sbal175_3378
ko:K03498	sbb:Sbal175_0057
ko:K03499	sbb:Sbal175_0058
ko:K09696	sbb:Sbal175_0077
ko:K09697	sbb:Sbal175_0078
ko:K01607	sbb:Sbal175_0091
ko:K03406	sbb:Sbal175_0925
ko:K07221	sbb:Sbal175_0928
ko:K07793	sbb:Sbal175_0931
ko:K11105	sbb:Sbal175_0939
ko:K00380	sbb:Sbal175_0948
ko:K00666	sbb:Sbal175_1722
ko:K02030	sbb:Sbal175_1724
ko:K07167	sbb:Sbal175_1732
ko:K08305	sbb:Sbal175_1739
ko:K11751	sbb:Sbal175_1744
ko:K03825	sbb:Sbal175_1756
ko:K03548	sbb:Sbal175_2552
ko:K02824	sbb:Sbal175_2560
ko:K01585	sbb:Sbal175_2576
ko:K00652	sbb:Sbal175_2585
ko:K03406	sbb:Sbal175_2588
ko:K03560	sbb:Sbal175_2598
ko:K03406	sbb:Sbal175_3386
ko:K03406	sbb:Sbal175_3400
ko:K00244	sbb:Sbal175_3411
ko:K03386	sbb:Sbal175_3423
ko:K04763	sbb:Sbal175_3430
ko:K15460	sbb:Sbal175_3432
ko:K00230	sbb:Sbal175_0966
ko:K03317	sbb:Sbal175_0991
ko:K03406	sbb:Sbal175_1000
ko:K00548	sbb:Sbal175_1004
ko:K00939	sbb:Sbal175_1782
ko:K01916	sbb:Sbal175_1785
ko:K01322	sbb:Sbal175_2601
ko:K03386	sbb:Sbal175_2604
ko:K02566	sbb:Sbal175_2609
ko:K02014	sbb:Sbal175_2613
ko:K00059	sbb:Sbal175_2621
ko:K06179	sbb:Sbal175_2629
ko:K01489	sbb:Sbal175_2646
ko:K07116	sbb:Sbal175_3459
ko:K02014	sbb:Sbal175_3479
ko:K03406	sbb:Sbal175_3484
ko:K08154	sbb:Sbal175_2140
ko:K12982	sbb:Sbal175_4265
ko:K08085	sbb:Sbal175_3201
ko:K06858	sbb:Sbal175_1014
ko:K02303	sbb:Sbal175_0957
ko:K15269	sbb:Sbal175_4032
ko:K01048	sbb:Sbal175_4283
ko:K01977	sbb:Sbal175_R0005
ko:K01977	sbb:Sbal175_R0026
ko:K01977	sbb:Sbal175_R0119
ko:K01977	sbb:Sbal175_R0138
ko:K01977	sbb:Sbal175_R0001
ko:K01977	sbb:Sbal175_R0014
ko:K01977	sbb:Sbal175_R0141
ko:K01977	sbb:Sbal175_R0134
ko:K01977	sbb:Sbal175_R0069
ko:K01977	sbb:Sbal175_R0022
ko:K12262	sbb:Sbal175_1304
ko:K08359	sbb:Sbal175_3656
ko:K16322	sbb:Sbal175_3390
ko:K16294	sbb:Sbal175_0624
ko:K05799	sbb:Sbal175_0492
ko:K05349	sbb:Sbal175_3142
ko:K16171	sbb:Sbal175_2846
ko:K14219	sbb:Sbal175_R0041
ko:K03566	sbb:Sbal175_2973
ko:K08364	sbb:Sbal175_1288
ko:K16263	sbb:Sbal175_4060
ko:K13283	sbb:Sbal175_3988
ko:K03321	sbb:Sbal175_2631
ko:K02075	sbb:Sbal175_3718
ko:K01985	sbb:Sbal175_R0003
ko:K01985	sbb:Sbal175_R0024
ko:K01985	sbb:Sbal175_R0016
ko:K01985	sbb:Sbal175_R0009
ko:K01985	sbb:Sbal175_R0130
ko:K01985	sbb:Sbal175_R0136
ko:K01985	sbb:Sbal175_R0117
ko:K01985	sbb:Sbal175_R0139
ko:K01985	sbb:Sbal175_R0028
ko:K01985	sbb:Sbal175_R0073
ko:K01985	sbb:Sbal175_R0128
ko:K14227	sbb:Sbal175_R0006
ko:K14227	sbb:Sbal175_R0070
