ko:K02495	senr:STMDT2_38651
ko:K07491	senr:STMDT2_18811
ko:K02406	senr:STMDT2_18831
ko:K02407	senr:STMDT2_18841
ko:K02422	senr:STMDT2_18851
ko:K02423	senr:STMDT2_18861
ko:K01176	senr:STMDT2_18871
ko:K07112	senr:STMDT2_18891
ko:K12542	senr:STMDT2_26391
ko:K02781	senr:STMDT2_26571
ko:K02782	senr:STMDT2_26581
ko:K02783	senr:STMDT2_26581
ko:K08093	senr:STMDT2_26611
ko:K08094	senr:STMDT2_26621
ko:K06859	senr:STMDT2_26631
ko:K02406	senr:STMDT2_26771
ko:K07017	senr:STMDT2_26821
ko:K09824	senr:STMDT2_26851
ko:K07241	senr:STMDT2_26881
ko:K07649	senr:STMDT2_26891
ko:K07774	senr:STMDT2_26901
ko:K07795	senr:STMDT2_26911
ko:K07793	senr:STMDT2_26931
ko:K15737	senr:STMDT2_26941
ko:K15736	senr:STMDT2_26951
ko:K00135	senr:STMDT2_26961
ko:K01999	senr:STMDT2_34521
ko:K03089	senr:STMDT2_34531
ko:K09811	senr:STMDT2_34541
ko:K09812	senr:STMDT2_34551
ko:K03110	senr:STMDT2_34561
ko:K08993	senr:STMDT2_34581
ko:K01534	senr:STMDT2_34611
ko:K03406	senr:STMDT2_34621
ko:K04085	senr:STMDT2_34631
ko:K09125	senr:STMDT2_34641
ko:K06133	senr:STMDT2_34681
ko:K07722	senr:STMDT2_34691
ko:K13926	senr:STMDT2_34711
ko:K01993	senr:STMDT2_34721
ko:K07007	senr:STMDT2_34731
ko:K16322	senr:STMDT2_34741
ko:K06144	senr:STMDT2_34751
ko:K06149	senr:STMDT2_34761
ko:K03305	senr:STMDT2_34771
ko:K15984	senr:STMDT2_34781
ko:K01414	senr:STMDT2_34791
ko:K07115	senr:STMDT2_34811
ko:K00383	senr:STMDT2_34821
ko:K01424	senr:STMDT2_34831
ko:K07792	senr:STMDT2_34841
ko:K03710	senr:STMDT2_34871
ko:K01194	senr:STMDT2_34881
ko:K07058	senr:STMDT2_34931
ko:K07290	senr:STMDT2_34951
ko:K00874	senr:STMDT2_34971
ko:K11103	senr:STMDT2_34991
ko:K01999	senr:STMDT2_34501
ko:K07058	senr:STMDT2_38871
ko:K07560	senr:STMDT2_38881
ko:K02380	senr:STMDT2_38951
ko:K00127	senr:STMDT2_38961
ko:K00124	senr:STMDT2_38971
ko:K00123	senr:STMDT2_38981
ko:K02379	senr:STMDT2_39001
ko:K03534	senr:STMDT2_39061
ko:K01629	senr:STMDT2_39081
ko:K01813	senr:STMDT2_39091
ko:K00848	senr:STMDT2_39101
ko:K17713	senr:STMDT2_24811
ko:K01892	senr:STMDT2_24831
ko:K15539	senr:STMDT2_24851
ko:K06941	senr:STMDT2_24861
ko:K00940	senr:STMDT2_24871
ko:K03402	senr:STMDT2_32521
ko:K03623	senr:STMDT2_32551
ko:K03468	senr:STMDT2_32561
ko:K15548	senr:STMDT2_32571
ko:K03568	senr:STMDT2_32601
ko:K08301	senr:STMDT2_32621
ko:K06287	senr:STMDT2_32631
ko:K03571	senr:STMDT2_32641
ko:K03570	senr:STMDT2_32651
ko:K03569	senr:STMDT2_32661
ko:K17247	senr:STMDT2_32711
ko:K02160	senr:STMDT2_32721
ko:K01961	senr:STMDT2_32731
ko:K14392	senr:STMDT2_32751
ko:K02687	senr:STMDT2_32761
ko:K03557	senr:STMDT2_32781
ko:K00014	senr:STMDT2_32881
ko:K07566	senr:STMDT2_32891
ko:K07479	senr:STMDT2_32901
ko:K03747	senr:STMDT2_32911
ko:K04096	senr:STMDT2_32921
ko:K01462	senr:STMDT2_32931
ko:K00604	senr:STMDT2_32941
ko:K03500	senr:STMDT2_32951
ko:K03499	senr:STMDT2_32961
ko:K03282	senr:STMDT2_32971
ko:K09890	senr:STMDT2_32981
ko:K02879	senr:STMDT2_33011
ko:K03656	senr:STMDT2_37841
ko:K01524	senr:STMDT2_37851
ko:K03732	senr:STMDT2_37861
ko:K03671	senr:STMDT2_37871
ko:K03628	senr:STMDT2_37881
ko:K02851	senr:STMDT2_37891
ko:K05790	senr:STMDT2_37901
ko:K02472	senr:STMDT2_37921
ko:K03977	senr:STMDT2_24801
ko:K02855	senr:STMDT2_39111
ko:K02854	senr:STMDT2_39121
ko:K00611	senr:STMDT2_43111
ko:K00926	senr:STMDT2_43121
ko:K01478	senr:STMDT2_43131
ko:K00611	senr:STMDT2_43151
ko:K09893	senr:STMDT2_43161
ko:K06169	senr:STMDT2_43171
ko:K03828	senr:STMDT2_43191
ko:K01873	senr:STMDT2_43211
ko:K02339	senr:STMDT2_43221
ko:K01255	senr:STMDT2_43231
ko:K07091	senr:STMDT2_43251
ko:K11720	senr:STMDT2_43261
ko:K06146	senr:STMDT2_43271
ko:K06157	senr:STMDT2_43281
ko:K00046	senr:STMDT2_43291
ko:K00098	senr:STMDT2_43301
ko:K00851	senr:STMDT2_43311
ko:K12957	senr:STMDT2_43321
ko:K18139	senr:STMDT2_03461
ko:K16704	senr:STMDT2_37951
ko:K02805	senr:STMDT2_37961
ko:K16693	senr:STMDT2_37971
ko:K12582	senr:STMDT2_37981
ko:K02853	senr:STMDT2_37991
ko:K02852	senr:STMDT2_38001
ko:K02498	senr:STMDT2_38021
ko:K02496	senr:STMDT2_38031
ko:K01719	senr:STMDT2_38041
ko:K01749	senr:STMDT2_38051
ko:K01613	senr:STMDT2_41991
ko:K06949	senr:STMDT2_42001
ko:K13288	senr:STMDT2_42011
ko:K09996	senr:STMDT2_42021
ko:K06925	senr:STMDT2_42051
ko:K01448	senr:STMDT2_42061
ko:K03572	senr:STMDT2_42071
ko:K00791	senr:STMDT2_42081
ko:K03666	senr:STMDT2_42091
ko:K03665	senr:STMDT2_42101
ko:K04088	senr:STMDT2_42111
ko:K04087	senr:STMDT2_42121
ko:K01939	senr:STMDT2_42131
ko:K13771	senr:STMDT2_42141
ko:K12573	senr:STMDT2_42151
ko:K03218	senr:STMDT2_42161
ko:K09980	senr:STMDT2_42171
ko:K10716	senr:STMDT2_42191
ko:K08989	senr:STMDT2_42211
ko:K02099	senr:STMDT2_01061
ko:K02062	senr:STMDT2_01081
ko:K02063	senr:STMDT2_01091
ko:K02064	senr:STMDT2_01101
ko:K11925	senr:STMDT2_01111
ko:K01704	senr:STMDT2_01121
ko:K01703	senr:STMDT2_01131
ko:K00052	senr:STMDT2_01141
ko:K01649	senr:STMDT2_01151
ko:K05806	senr:STMDT2_01161
ko:K05798	senr:STMDT2_01171
ko:K01652	senr:STMDT2_01181
ko:K01653	senr:STMDT2_01191
ko:K03435	senr:STMDT2_01201
ko:K03925	senr:STMDT2_01211
ko:K03438	senr:STMDT2_01221
ko:K03586	senr:STMDT2_01231
ko:K03587	senr:STMDT2_01241
ko:K01928	senr:STMDT2_01251
ko:K01929	senr:STMDT2_01261
ko:K01000	senr:STMDT2_01271
ko:K01925	senr:STMDT2_01281
ko:K03588	senr:STMDT2_01291
ko:K02563	senr:STMDT2_01301
ko:K01924	senr:STMDT2_01311
ko:K01921	senr:STMDT2_01321
ko:K03589	senr:STMDT2_01331
ko:K03590	senr:STMDT2_01341
ko:K03531	senr:STMDT2_01351
ko:K02535	senr:STMDT2_01361
ko:K13301	senr:STMDT2_01371
ko:K03070	senr:STMDT2_01381
ko:K03574	senr:STMDT2_01391
ko:K09862	senr:STMDT2_01401
ko:K00859	senr:STMDT2_01421
ko:K00364	senr:STMDT2_01431
ko:K08307	senr:STMDT2_02561
ko:K03469	senr:STMDT2_02591
ko:K02342	senr:STMDT2_02601
ko:K11902	senr:STMDT2_02611
ko:K02504	senr:STMDT2_01451
ko:K02682	senr:STMDT2_01461
ko:K00767	senr:STMDT2_01471
ko:K03806	senr:STMDT2_01481
ko:K03807	senr:STMDT2_01491
ko:K11734	senr:STMDT2_01521
ko:K00163	senr:STMDT2_01541
ko:K02945	senr:STMDT2_09171
ko:K05788	senr:STMDT2_09181
ko:K11085	senr:STMDT2_09201
ko:K00912	senr:STMDT2_09211
ko:K09927	senr:STMDT2_09221
ko:K09791	senr:STMDT2_09231
ko:K00979	senr:STMDT2_09241
ko:K06219	senr:STMDT2_09271
ko:K03633	senr:STMDT2_09281
ko:K03804	senr:STMDT2_09291
ko:K03632	senr:STMDT2_09301
ko:K00813	senr:STMDT2_09341
ko:K09476	senr:STMDT2_09351
ko:K01893	senr:STMDT2_09361
ko:K01751	senr:STMDT2_09381
ko:K03310	senr:STMDT2_09391
ko:K00763	senr:STMDT2_09401
ko:K10762	senr:STMDT2_09511
ko:K03608	senr:STMDT2_17361
ko:K03684	senr:STMDT2_17371
ko:K01897	senr:STMDT2_17391
ko:K09917	senr:STMDT2_17441
ko:K01665	senr:STMDT2_17451
ko:K01752	senr:STMDT2_17471
ko:K02793	senr:STMDT2_17501
ko:K02794	senr:STMDT2_17501
ko:K02795	senr:STMDT2_17511
ko:K00563	senr:STMDT2_17551
ko:K03587	senr:STMDT2_17561
ko:K03704	senr:STMDT2_17571
ko:K08169	senr:STMDT2_17631
ko:K03799	senr:STMDT2_17641
ko:K03797	senr:STMDT2_17651
ko:K03607	senr:STMDT2_17661
ko:K03808	senr:STMDT2_17681
ko:K11392	senr:STMDT2_17701
ko:K13741	senr:STMDT2_17751
ko:K03584	senr:STMDT2_25401
ko:K03595	senr:STMDT2_25411
ko:K03685	senr:STMDT2_25421
ko:K03100	senr:STMDT2_25431
ko:K03596	senr:STMDT2_25441
ko:K03803	senr:STMDT2_25891
ko:K03598	senr:STMDT2_25901
ko:K07397	senr:STMDT2_33521
ko:K10914	senr:STMDT2_33531
ko:K01664	senr:STMDT2_33561
ko:K04095	senr:STMDT2_33571
ko:K06141	senr:STMDT2_33601
ko:K00362	senr:STMDT2_33611
ko:K00363	senr:STMDT2_33621
ko:K02598	senr:STMDT2_33631
ko:K02302	senr:STMDT2_33641
ko:K12516	senr:STMDT2_33651
ko:K01867	senr:STMDT2_33681
ko:K01091	senr:STMDT2_33691
ko:K01783	senr:STMDT2_33701
ko:K03112	senr:STMDT2_33721
ko:K01735	senr:STMDT2_33731
ko:K00891	senr:STMDT2_33741
ko:K02507	senr:STMDT2_33751
ko:K12291	senr:STMDT2_33761
ko:K12290	senr:STMDT2_33771
ko:K12289	senr:STMDT2_33781
ko:K12288	senr:STMDT2_33791
ko:K05366	senr:STMDT2_33801
ko:K08312	senr:STMDT2_33811
ko:K04762	senr:STMDT2_33841
ko:K04083	senr:STMDT2_33851
ko:K01610	senr:STMDT2_33871
ko:K07638	senr:STMDT2_33881
ko:K07659	senr:STMDT2_33891
ko:K04760	senr:STMDT2_33901
ko:K06959	senr:STMDT2_33911
ko:K04758	senr:STMDT2_33921
ko:K04759	senr:STMDT2_33931
ko:K07490	senr:STMDT2_33941
ko:K02170	senr:STMDT2_33961
ko:K07400	senr:STMDT2_33981
ko:K06155	senr:STMDT2_33991
ko:K00705	senr:STMDT2_34001
ko:K00688	senr:STMDT2_34011
ko:K03556	senr:STMDT2_34021
ko:K03576	senr:STMDT2_38321
ko:K00549	senr:STMDT2_38331
ko:K06871	senr:STMDT2_38341
ko:K01061	senr:STMDT2_38351
ko:K00757	senr:STMDT2_38361
ko:K09760	senr:STMDT2_38371
ko:K03183	senr:STMDT2_38381
ko:K03690	senr:STMDT2_38391
ko:K03688	senr:STMDT2_38401
ko:K03116	senr:STMDT2_38411
ko:K03117	senr:STMDT2_38421
ko:K03118	senr:STMDT2_38431
ko:K03424	senr:STMDT2_38441
ko:K02505	senr:STMDT2_01441
ko:K03182	senr:STMDT2_38461
ko:K05368	senr:STMDT2_38471
ko:K01825	senr:STMDT2_38501
ko:K03498	senr:STMDT2_38531
ko:K00230	senr:STMDT2_38541
ko:K11895	senr:STMDT2_02621
ko:K11896	senr:STMDT2_02631
ko:K11897	senr:STMDT2_02641
ko:K11898	senr:STMDT2_02651
ko:K11907	senr:STMDT2_02671
ko:K11901	senr:STMDT2_02681
ko:K11900	senr:STMDT2_02691
ko:K11903	senr:STMDT2_02721
ko:K11903	senr:STMDT2_02751
ko:K11906	senr:STMDT2_02761
ko:K11893	senr:STMDT2_02771
ko:K11892	senr:STMDT2_02781
ko:K11891	senr:STMDT2_02811
ko:K11890	senr:STMDT2_02821
ko:K07347	senr:STMDT2_02981
ko:K04338	senr:STMDT2_10741
ko:K04337	senr:STMDT2_10751
ko:K04335	senr:STMDT2_10771
ko:K04334	senr:STMDT2_10781
ko:K04336	senr:STMDT2_10791
ko:K11941	senr:STMDT2_10831
ko:K03670	senr:STMDT2_10841
ko:K03669	senr:STMDT2_10851
ko:K12147	senr:STMDT2_10871
ko:K08161	senr:STMDT2_10881
ko:K02517	senr:STMDT2_10891
ko:K02846	senr:STMDT2_10941
ko:K12148	senr:STMDT2_10951
ko:K12149	senr:STMDT2_10961
ko:K01465	senr:STMDT2_10971
ko:K03675	senr:STMDT2_10991
ko:K08162	senr:STMDT2_11001
ko:K03790	senr:STMDT2_11011
ko:K09915	senr:STMDT2_11021
ko:K03810	senr:STMDT2_11031
ko:K03980	senr:STMDT2_11041
ko:K02399	senr:STMDT2_11051
ko:K02398	senr:STMDT2_11061
ko:K02386	senr:STMDT2_11071
ko:K02387	senr:STMDT2_11081
ko:K02388	senr:STMDT2_11091
ko:K02389	senr:STMDT2_11101
ko:K02390	senr:STMDT2_11111
ko:K02391	senr:STMDT2_11121
ko:K02392	senr:STMDT2_11131
ko:K02393	senr:STMDT2_11141
ko:K02394	senr:STMDT2_11151
ko:K02395	senr:STMDT2_11161
ko:K02396	senr:STMDT2_11171
ko:K02397	senr:STMDT2_11181
ko:K08300	senr:STMDT2_11191
ko:K06179	senr:STMDT2_11211
ko:K02408	senr:STMDT2_18921
ko:K02409	senr:STMDT2_18931
ko:K02410	senr:STMDT2_18941
ko:K02411	senr:STMDT2_18951
ko:K02412	senr:STMDT2_18961
ko:K02413	senr:STMDT2_18971
ko:K02414	senr:STMDT2_18981
ko:K02415	senr:STMDT2_18991
ko:K02416	senr:STMDT2_19001
ko:K02417	senr:STMDT2_19011
ko:K02418	senr:STMDT2_19021
ko:K02419	senr:STMDT2_19031
ko:K02420	senr:STMDT2_19041
ko:K02421	senr:STMDT2_19051
ko:K07781	senr:STMDT2_19061
ko:K07026	senr:STMDT2_19091
ko:K09781	senr:STMDT2_19121
ko:K07458	senr:STMDT2_19141
ko:K06950	senr:STMDT2_19161
ko:K03704	senr:STMDT2_19191
ko:K07250	senr:STMDT2_26971
ko:K11735	senr:STMDT2_26981
ko:K15735	senr:STMDT2_26991
ko:K00375	senr:STMDT2_27081
ko:K03647	senr:STMDT2_27121
ko:K02000	senr:STMDT2_27151
ko:K02001	senr:STMDT2_27161
ko:K02002	senr:STMDT2_27171
ko:K15974	senr:STMDT2_27191
ko:K03543	senr:STMDT2_27201
ko:K03446	senr:STMDT2_27211
ko:K07173	senr:STMDT2_27231
ko:K01919	senr:STMDT2_27241
ko:K03563	senr:STMDT2_27271
ko:K01872	senr:STMDT2_27281
ko:K03565	senr:STMDT2_27291
ko:K03743	senr:STMDT2_27311
ko:K08305	senr:STMDT2_27321
ko:K02783	senr:STMDT2_27331
ko:K02782	senr:STMDT2_27341
ko:K02783	senr:STMDT2_27341
ko:K02781	senr:STMDT2_27351
ko:K00068	senr:STMDT2_27361
ko:K02466	senr:STMDT2_27371
ko:K02468	senr:STMDT2_27381
ko:K02467	senr:STMDT2_27391
ko:K12266	senr:STMDT2_27401
ko:K12264	senr:STMDT2_27411
ko:K12265	senr:STMDT2_27421
ko:K00694	senr:STMDT2_35041
ko:K12372	senr:STMDT2_35121
ko:K12371	senr:STMDT2_35131
ko:K12370	senr:STMDT2_35141
ko:K12369	senr:STMDT2_35151
ko:K12368	senr:STMDT2_35161
ko:K03753	senr:STMDT2_38551
ko:K03752	senr:STMDT2_38561
ko:K09896	senr:STMDT2_38571
ko:K07109	senr:STMDT2_42531
ko:K07304	senr:STMDT2_42561
ko:K07278	senr:STMDT2_42571
ko:K09800	senr:STMDT2_42581
ko:K01507	senr:STMDT2_42621
ko:K03841	senr:STMDT2_42631
ko:K02558	senr:STMDT2_42641
ko:K03337	senr:STMDT2_42681
ko:K00140	senr:STMDT2_42691
ko:K03335	senr:STMDT2_42711
ko:K00010	senr:STMDT2_42721
ko:K01201	senr:STMDT2_42731
ko:K06606	senr:STMDT2_42741
ko:K03338	senr:STMDT2_42761
ko:K03336	senr:STMDT2_42771
ko:K00010	senr:STMDT2_42781
ko:K06606	senr:STMDT2_42801
ko:K07347	senr:STMDT2_35231
ko:K02856	senr:STMDT2_39131
ko:K04564	senr:STMDT2_39181
ko:K07640	senr:STMDT2_39211
ko:K06006	senr:STMDT2_39231
ko:K13283	senr:STMDT2_39241
ko:K00850	senr:STMDT2_39251
ko:K02048	senr:STMDT2_39261
ko:K01521	senr:STMDT2_39271
ko:K00847	senr:STMDT2_39291
ko:K11216	senr:STMDT2_39351
ko:K11531	senr:STMDT2_39361
ko:K10558	senr:STMDT2_39371
ko:K10556	senr:STMDT2_39381
ko:K10557	senr:STMDT2_39391
ko:K01338	senr:STMDT2_43361
ko:K09982	senr:STMDT2_43471
ko:K13637	senr:STMDT2_43531
ko:K01867	senr:STMDT2_43541
ko:K06887	senr:STMDT2_43561
ko:K01779	senr:STMDT2_43571
ko:K01305	senr:STMDT2_43591
ko:K12975	senr:STMDT2_35201
ko:K00627	senr:STMDT2_01551
ko:K00382	senr:STMDT2_01561
ko:K01682	senr:STMDT2_01601
ko:K09910	senr:STMDT2_01621
ko:K02526	senr:STMDT2_01631
ko:K01611	senr:STMDT2_01671
ko:K00797	senr:STMDT2_01681
ko:K14588	senr:STMDT2_01701
ko:K00117	senr:STMDT2_01711
ko:K00760	senr:STMDT2_01721
ko:K01673	senr:STMDT2_01731
ko:K01992	senr:STMDT2_01751
ko:K07347	senr:STMDT2_01771
ko:K01579	senr:STMDT2_01821
ko:K01918	senr:STMDT2_01831
ko:K00606	senr:STMDT2_01841
ko:K00950	senr:STMDT2_01851
ko:K00970	senr:STMDT2_01861
ko:K01894	senr:STMDT2_01871
ko:K06204	senr:STMDT2_01881
ko:K06206	senr:STMDT2_01891
ko:K01975	senr:STMDT2_01901
ko:K03579	senr:STMDT2_01911
ko:K05365	senr:STMDT2_01921
ko:K02014	senr:STMDT2_01931
ko:K02013	senr:STMDT2_01941
ko:K02016	senr:STMDT2_01951
ko:K02015	senr:STMDT2_01961
ko:K01845	senr:STMDT2_02041
ko:K03281	senr:STMDT2_02051
ko:K01256	senr:STMDT2_09941
ko:K07140	senr:STMDT2_09971
ko:K12297	senr:STMDT2_09981
ko:K15738	senr:STMDT2_09991
ko:K03808	senr:STMDT2_10001
ko:K06192	senr:STMDT2_10011
ko:K09857	senr:STMDT2_10021
ko:K03812	senr:STMDT2_10031
ko:K01716	senr:STMDT2_10041
ko:K04770	senr:STMDT2_10051
ko:K09911	senr:STMDT2_10061
ko:K03286	senr:STMDT2_10071
ko:K07343	senr:STMDT2_10091
ko:K03658	senr:STMDT2_10121
ko:K01734	senr:STMDT2_10131
ko:K09909	senr:STMDT2_10141
ko:K06929	senr:STMDT2_10151
ko:K11940	senr:STMDT2_10161
ko:K06969	senr:STMDT2_10171
ko:K06910	senr:STMDT2_10181
ko:K01512	senr:STMDT2_10201
ko:K11179	senr:STMDT2_10211
ko:K07245	senr:STMDT2_18021
ko:K07156	senr:STMDT2_18031
ko:K10857	senr:STMDT2_18061
ko:K01354	senr:STMDT2_18071
ko:K09918	senr:STMDT2_18101
ko:K08289	senr:STMDT2_18111
ko:K01625	senr:STMDT2_18121
ko:K01690	senr:STMDT2_18131
ko:K00036	senr:STMDT2_18141
ko:K00873	senr:STMDT2_18161
ko:K02560	senr:STMDT2_18171
ko:K09815	senr:STMDT2_18191
ko:K09817	senr:STMDT2_18201
ko:K09816	senr:STMDT2_18211
ko:K03551	senr:STMDT2_18221
ko:K03550	senr:STMDT2_18231
ko:K01159	senr:STMDT2_18271
ko:K08310	senr:STMDT2_18291
ko:K01876	senr:STMDT2_18301
ko:K07404	senr:STMDT2_07631
ko:K01051	senr:STMDT2_07641
ko:K01468	senr:STMDT2_07651
ko:K01479	senr:STMDT2_07661
ko:K05836	senr:STMDT2_07671
ko:K01712	senr:STMDT2_07681
ko:K01745	senr:STMDT2_07691
ko:K06910	senr:STMDT2_07701
ko:K00833	senr:STMDT2_07711
ko:K01012	senr:STMDT2_07721
ko:K00652	senr:STMDT2_07731
ko:K02169	senr:STMDT2_07741
ko:K01935	senr:STMDT2_07751
ko:K03702	senr:STMDT2_07761
ko:K03639	senr:STMDT2_07791
ko:K03638	senr:STMDT2_07801
ko:K03637	senr:STMDT2_07811
ko:K03636	senr:STMDT2_07821
ko:K03635	senr:STMDT2_07831
ko:K06890	senr:STMDT2_07841
ko:K06890	senr:STMDT2_07851
ko:K07027	senr:STMDT2_07881
ko:K01993	senr:STMDT2_07951
ko:K11927	senr:STMDT2_07971
ko:K06970	senr:STMDT2_08021
ko:K10037	senr:STMDT2_08051
ko:K10036	senr:STMDT2_08061
ko:K04047	senr:STMDT2_08071
ko:K11939	senr:STMDT2_08081
ko:K11934	senr:STMDT2_08091
ko:K11924	senr:STMDT2_08111
ko:K12524	senr:STMDT2_00021
ko:K00872	senr:STMDT2_00031
ko:K01733	senr:STMDT2_00041
ko:K09861	senr:STMDT2_00051
ko:K03310	senr:STMDT2_00061
ko:K00616	senr:STMDT2_00071
ko:K03831	senr:STMDT2_00081
ko:K07034	senr:STMDT2_00091
ko:K04043	senr:STMDT2_00121
ko:K03686	senr:STMDT2_00131
ko:K07347	senr:STMDT2_00231
ko:K06871	senr:STMDT2_00371
ko:K03313	senr:STMDT2_00401
ko:K03717	senr:STMDT2_00411
ko:K01811	senr:STMDT2_00421
ko:K02968	senr:STMDT2_00441
ko:K11753	senr:STMDT2_00461
ko:K01870	senr:STMDT2_00471
ko:K03101	senr:STMDT2_00481
ko:K03774	senr:STMDT2_00491
ko:K13889	senr:STMDT2_08251
ko:K13890	senr:STMDT2_08261
ko:K13891	senr:STMDT2_08271
ko:K03527	senr:STMDT2_00501
ko:K07757	senr:STMDT2_08181
ko:K00656	senr:STMDT2_08191
ko:K14441	senr:STMDT2_08281
ko:K03521	senr:STMDT2_08311
ko:K03522	senr:STMDT2_08321
ko:K00311	senr:STMDT2_08341
ko:K07258	senr:STMDT2_08391
ko:K11534	senr:STMDT2_08401
ko:K04069	senr:STMDT2_08201
ko:K03750	senr:STMDT2_08221
ko:K13051	senr:STMDT2_08231
ko:K13892	senr:STMDT2_08241
ko:K12700	senr:STMDT2_00521
ko:K07702	senr:STMDT2_00531
ko:K07700	senr:STMDT2_00541
ko:K01571	senr:STMDT2_00561
ko:K01573	senr:STMDT2_00571
ko:K01910	senr:STMDT2_00591
ko:K01646	senr:STMDT2_00601
ko:K01644	senr:STMDT2_00611
ko:K01643	senr:STMDT2_00621
ko:K05964	senr:STMDT2_00631
ko:K05966	senr:STMDT2_00641
ko:K00215	senr:STMDT2_00651
ko:K01956	senr:STMDT2_00671
ko:K01955	senr:STMDT2_00681
ko:K08277	senr:STMDT2_00691
ko:K08279	senr:STMDT2_00701
ko:K08299	senr:STMDT2_00711
ko:K02182	senr:STMDT2_00721
ko:K08298	senr:STMDT2_00731
ko:K08297	senr:STMDT2_00741
ko:K05245	senr:STMDT2_00751
ko:K03521	senr:STMDT2_00761
ko:K03522	senr:STMDT2_00771
ko:K00313	senr:STMDT2_00781
ko:K03855	senr:STMDT2_00791
ko:K08368	senr:STMDT2_00801
ko:K11746	senr:STMDT2_00871
ko:K01525	senr:STMDT2_00901
ko:K06195	senr:STMDT2_00911
ko:K02528	senr:STMDT2_00921
ko:K00097	senr:STMDT2_00931
ko:K03771	senr:STMDT2_00941
ko:K04744	senr:STMDT2_00951
ko:K05801	senr:STMDT2_00961
ko:K06177	senr:STMDT2_00971
ko:K03580	senr:STMDT2_00981
ko:K02336	senr:STMDT2_00991
ko:K01804	senr:STMDT2_01041
ko:K00853	senr:STMDT2_01051
ko:K07136	senr:STMDT2_18331
ko:K15256	senr:STMDT2_18341
ko:K15257	senr:STMDT2_18351
ko:K06201	senr:STMDT2_18361
ko:K09907	senr:STMDT2_18371
ko:K01887	senr:STMDT2_18381
ko:K05515	senr:STMDT2_18391
ko:K15532	senr:STMDT2_18401
ko:K03516	senr:STMDT2_18411
ko:K03597	senr:STMDT2_25911
ko:K03088	senr:STMDT2_25921
ko:K00278	senr:STMDT2_25931
ko:K15460	senr:STMDT2_25941
ko:K05590	senr:STMDT2_25951
ko:K11249	senr:STMDT2_25971
ko:K03648	senr:STMDT2_25991
ko:K03214	senr:STMDT2_26001
ko:K03672	senr:STMDT2_26011
ko:K05812	senr:STMDT2_26021
ko:K00998	senr:STMDT2_26041
ko:K05811	senr:STMDT2_26051
ko:K03695	senr:STMDT2_26081
ko:K05810	senr:STMDT2_26091
ko:K06180	senr:STMDT2_26101
ko:K05807	senr:STMDT2_26111
ko:K05809	senr:STMDT2_26121
ko:K14170	senr:STMDT2_26131
ko:K14187	senr:STMDT2_26151
ko:K01626	senr:STMDT2_26161
ko:K02884	senr:STMDT2_26211
ko:K00554	senr:STMDT2_26221
ko:K02860	senr:STMDT2_26231
ko:K02959	senr:STMDT2_26241
ko:K03106	senr:STMDT2_26251
ko:K03687	senr:STMDT2_26291
ko:K00858	senr:STMDT2_26301
ko:K03631	senr:STMDT2_26311
ko:K06186	senr:STMDT2_26321
ko:K09801	senr:STMDT2_26331
ko:K03664	senr:STMDT2_26351
ko:K12543	senr:STMDT2_26371
ko:K01974	senr:STMDT2_34051
ko:K14415	senr:STMDT2_34061
ko:K14414	senr:STMDT2_34081
ko:K02444	senr:STMDT2_34091
ko:K02441	senr:STMDT2_34111
ko:K02439	senr:STMDT2_34121
ko:K00111	senr:STMDT2_34131
ko:K02040	senr:STMDT2_34151
ko:K00005	senr:STMDT2_34161
ko:K01687	senr:STMDT2_34181
ko:K00688	senr:STMDT2_34211
ko:K00703	senr:STMDT2_34221
ko:K00975	senr:STMDT2_34231
ko:K00700	senr:STMDT2_34251
ko:K00133	senr:STMDT2_34261
ko:K06156	senr:STMDT2_34271
ko:K00851	senr:STMDT2_34281
ko:K06145	senr:STMDT2_34291
ko:K06911	senr:STMDT2_34301
ko:K03825	senr:STMDT2_34321
ko:K09936	senr:STMDT2_34351
ko:K07048	senr:STMDT2_34361
ko:K01126	senr:STMDT2_34391
ko:K05816	senr:STMDT2_34401
ko:K05815	senr:STMDT2_34411
ko:K05814	senr:STMDT2_34421
ko:K05813	senr:STMDT2_34431
ko:K07341	senr:STMDT2_34441
ko:K01996	senr:STMDT2_34461
ko:K01995	senr:STMDT2_34471
ko:K01998	senr:STMDT2_34481
ko:K01997	senr:STMDT2_34491
ko:K03673	senr:STMDT2_38591
ko:K03978	senr:STMDT2_38621
ko:K09894	senr:STMDT2_38641
ko:K07712	senr:STMDT2_38661
ko:K07708	senr:STMDT2_38671
ko:K01915	senr:STMDT2_38681
ko:K06207	senr:STMDT2_38691
ko:K15922	senr:STMDT2_38791
ko:K01671	senr:STMDT2_38821
ko:K08318	senr:STMDT2_38831
ko:K06605	senr:STMDT2_42811
ko:K09889	senr:STMDT2_42821
ko:K03592	senr:STMDT2_42831
ko:K15536	senr:STMDT2_42841
ko:K01465	senr:STMDT2_42911
ko:K01042	senr:STMDT2_42921
ko:K01226	senr:STMDT2_43001
ko:K02818	senr:STMDT2_43011
ko:K02819	senr:STMDT2_43011
ko:K03485	senr:STMDT2_43021
ko:K09022	senr:STMDT2_43051
ko:K00610	senr:STMDT2_43061
ko:K00609	senr:STMDT2_43071
ko:K00241	senr:STMDT2_07151
ko:K00242	senr:STMDT2_07161
ko:K00239	senr:STMDT2_07171
