ko:K22617	pfx:A7318_06110
ko:K06076	pfx:A7318_14565
ko:K06445	pfx:A7318_14570
ko:K00059	pfx:A7318_14575
ko:K00626	pfx:A7318_14585
ko:K01897	pfx:A7318_14590
ko:K07003	pfx:A7318_14605
ko:K03546	pfx:A7318_14635
ko:K01669	pfx:A7318_02775
ko:K09701	pfx:A7318_02795
ko:K00574	pfx:A7318_02800
ko:K01776	pfx:A7318_02820
ko:K21029	pfx:A7318_02825
ko:K09808	pfx:A7318_07020
ko:K07644	pfx:A7318_07025
ko:K07665	pfx:A7318_07030
ko:K06879	pfx:A7318_07040
ko:K04754	pfx:A7318_07055
ko:K00616	pfx:A7318_07075
ko:K05539	pfx:A7318_07080
ko:K19577	pfx:A7318_07090
ko:K00116	pfx:A7318_07095
ko:K06988	pfx:A7318_07100
ko:K06966	pfx:A7318_07130
ko:K00209	pfx:A7318_07140
ko:K01560	pfx:A7318_07145
ko:K00821	pfx:A7318_07155
ko:K18457	pfx:A7318_07180
ko:K07782	pfx:A7318_07185
ko:K01259	pfx:A7318_07190
ko:K02033	pfx:A7318_07195
ko:K02034	pfx:A7318_07200
ko:K02031	pfx:A7318_07205
ko:K02035	pfx:A7318_07215
ko:K00568	pfx:A7318_07230
ko:K12960	pfx:A7318_07235
ko:K08963	pfx:A7318_07240
ko:K02469	pfx:A7318_07245
ko:K00831	pfx:A7318_07250
ko:K14170	pfx:A7318_07255
ko:K00817	pfx:A7318_07260
ko:K00945	pfx:A7318_07270
ko:K02945	pfx:A7318_07275
ko:K05788	pfx:A7318_07285
ko:K08992	pfx:A7318_07290
ko:K03406	pfx:A7318_11570
ko:K06204	pfx:A7318_11575
ko:K17214	pfx:A7318_11580
ko:K17215	pfx:A7318_11585
ko:K17213	pfx:A7318_11590
ko:K00010	pfx:A7318_11600
ko:K03336	pfx:A7318_11605
ko:K06606	pfx:A7318_11610
ko:K03337	pfx:A7318_11615
ko:K03335	pfx:A7318_11620
ko:K03338	pfx:A7318_11625
ko:K07787	pfx:A7318_11635
ko:K07798	pfx:A7318_11640
ko:K00375	pfx:A7318_11655
ko:K07552	pfx:A7318_11660
ko:K02483	pfx:A7318_11670
ko:K00064	pfx:A7318_11690
ko:K11073	pfx:A7318_11705
ko:K01915	pfx:A7318_11710
ko:K02014	pfx:A7318_11720
ko:K01761	pfx:A7318_11745
ko:K05685	pfx:A7318_11755
ko:K13888	pfx:A7318_11760
ko:K06153	pfx:A7318_11770
ko:K03406	pfx:A7318_11775
ko:K03811	pfx:A7318_11780
ko:K01142	pfx:A7318_11795
ko:K00681	pfx:A7318_11800
ko:K18030	pfx:A7318_11810
ko:K18029	pfx:A7318_11815
ko:K02014	pfx:A7318_16135
ko:K03088	pfx:A7318_16140
ko:K07165	pfx:A7318_16145
ko:K21405	pfx:A7318_16150
ko:K17324	pfx:A7318_16155
ko:K17325	pfx:A7318_16160
ko:K17322	pfx:A7318_16165
ko:K17323	pfx:A7318_16170
ko:K17321	pfx:A7318_16180
ko:K02051	pfx:A7318_16220
ko:K14347	pfx:A7318_16230
ko:K08159	pfx:A7318_16240
ko:K00616	pfx:A7318_16245
ko:K10441	pfx:A7318_16265
ko:K10439	pfx:A7318_16270
ko:K10440	pfx:A7318_16275
ko:K00615	pfx:A7318_16280
ko:K00615	pfx:A7318_16285
ko:K00864	pfx:A7318_16290
ko:K01996	pfx:A7318_16300
ko:K01999	pfx:A7318_16305
ko:K01998	pfx:A7318_16310
ko:K01997	pfx:A7318_16315
ko:K01995	pfx:A7318_16320
ko:K20938	pfx:A7318_16330
ko:K02390	pfx:A7318_20485
ko:K02389	pfx:A7318_20490
ko:K02388	pfx:A7318_20495
ko:K02387	pfx:A7318_20500
ko:K00575	pfx:A7318_20505
ko:K03415	pfx:A7318_20510
ko:K02386	pfx:A7318_20515
ko:K02398	pfx:A7318_20520
ko:K02399	pfx:A7318_20525
ko:K06213	pfx:A7318_20560
ko:K03563	pfx:A7318_20580
ko:K00928	pfx:A7318_20585
ko:K01872	pfx:A7318_20590
ko:K01620	pfx:A7318_20595
ko:K00794	pfx:A7318_20600
ko:K05526	pfx:A7318_20605
ko:K01484	pfx:A7318_20615
ko:K06447	pfx:A7318_20620
ko:K00673	pfx:A7318_20625
ko:K00673	pfx:A7318_20630
ko:K00840	pfx:A7318_20635
ko:K10025	pfx:A7318_20650
ko:K06987	pfx:A7318_20655
ko:K10023	pfx:A7318_20660
ko:K10024	pfx:A7318_20665
ko:K10022	pfx:A7318_20670
ko:K01895	pfx:A7318_20675
ko:K01755	pfx:A7318_20700
ko:K02029	pfx:A7318_20705
ko:K02028	pfx:A7318_20710
ko:K02030	pfx:A7318_20715
ko:K01426	pfx:A7318_20735
ko:K19736	pfx:A7318_20750
ko:K18968	pfx:A7318_20755
ko:K03406	pfx:A7318_20760
ko:K00305	pfx:A7318_24965
ko:K00303	pfx:A7318_24980
ko:K00600	pfx:A7318_24985
ko:K01620	pfx:A7318_24995
ko:K00479	pfx:A7318_25010
ko:K03521	pfx:A7318_25015
ko:K03522	pfx:A7318_25020
ko:K01273	pfx:A7318_25040
ko:K17736	pfx:A7318_25060
ko:K02002	pfx:A7318_25065
ko:K17735	pfx:A7318_25075
ko:K07107	pfx:A7318_25080
ko:K00471	pfx:A7318_25085
ko:K01752	pfx:A7318_25100
ko:K02002	pfx:A7318_25105
ko:K02001	pfx:A7318_25110
ko:K02000	pfx:A7318_25115
ko:K02168	pfx:A7318_25120
ko:K02167	pfx:A7318_25125
ko:K00108	pfx:A7318_25135
ko:K18100	pfx:A7318_25150
ko:K05591	pfx:A7318_25160
ko:K07007	pfx:A7318_25165
ko:K02030	pfx:A7318_25175
ko:K02348	pfx:A7318_25180
ko:K07043	pfx:A7318_25190
ko:K01624	pfx:A7318_25205
ko:K00927	pfx:A7318_25220
ko:K03472	pfx:A7318_25225
ko:K00615	pfx:A7318_25230
ko:K11075	pfx:A7318_25895
ko:K11076	pfx:A7318_25900
ko:K11073	pfx:A7318_25905
ko:K11073	pfx:A7318_25910
ko:K12256	pfx:A7318_25915
ko:K01915	pfx:A7318_25920
ko:K01915	pfx:A7318_25925
ko:K15555	pfx:A7318_25940
ko:K15554	pfx:A7318_25945
ko:K04091	pfx:A7318_25950
ko:K15553	pfx:A7318_25955
ko:K00299	pfx:A7318_25960
ko:K15551	pfx:A7318_25975
ko:K14682	pfx:A7318_25980
ko:K01438	pfx:A7318_25985
ko:K05800	pfx:A7318_25995
ko:K02454	pfx:A7318_26005
ko:K07340	pfx:A7318_26015
ko:K02437	pfx:A7318_26030
ko:K00605	pfx:A7318_26035
ko:K02011	pfx:A7318_26040
ko:K02012	pfx:A7318_26045
ko:K18800	pfx:A7318_26050
ko:K03547	pfx:A7318_14640
ko:K02420	pfx:A7318_18850
ko:K02419	pfx:A7318_18855
ko:K02418	pfx:A7318_18860
ko:K02417	pfx:A7318_18865
ko:K02416	pfx:A7318_18870
ko:K02415	pfx:A7318_18875
ko:K02414	pfx:A7318_18880
ko:K20976	pfx:A7318_18885
ko:K20977	pfx:A7318_18890
ko:K20978	pfx:A7318_18895
ko:K02413	pfx:A7318_18900
ko:K02412	pfx:A7318_18905
ko:K02411	pfx:A7318_18910
ko:K02410	pfx:A7318_18915
ko:K02409	pfx:A7318_18920
ko:K02408	pfx:A7318_18925
ko:K10943	pfx:A7318_18930
ko:K10942	pfx:A7318_18935
ko:K10941	pfx:A7318_18940
ko:K02422	pfx:A7318_18950
ko:K02407	pfx:A7318_18955
ko:K06603	pfx:A7318_18960
ko:K02406	pfx:A7318_18965
ko:K00648	pfx:A7318_18970
ko:K02397	pfx:A7318_18975
ko:K02396	pfx:A7318_18980
ko:K02395	pfx:A7318_18985
ko:K02394	pfx:A7318_18990
ko:K02393	pfx:A7318_18995
ko:K02392	pfx:A7318_19000
ko:K02391	pfx:A7318_19005
ko:K03721	pfx:A7318_19010
ko:K00500	pfx:A7318_19015
ko:K01724	pfx:A7318_19020
ko:K00832	pfx:A7318_19025
ko:K07401	pfx:A7318_19050
ko:K07001	pfx:A7318_19055
ko:K06075	pfx:A7318_19060
ko:K03654	pfx:A7318_19065
ko:K07039	pfx:A7318_19070
ko:K09790	pfx:A7318_19075
ko:K09760	pfx:A7318_19085
ko:K06076	pfx:A7318_19110
ko:K00600	pfx:A7318_23305
ko:K06200	pfx:A7318_23320
ko:K04485	pfx:A7318_23330
ko:K06867	pfx:A7318_23335
ko:K03781	pfx:A7318_23340
ko:K03282	pfx:A7318_23345
ko:K00528	pfx:A7318_23350
ko:K07782	pfx:A7318_23355
ko:K00426	pfx:A7318_23365
ko:K00425	pfx:A7318_23370
ko:K11177	pfx:A7318_23380
ko:K11178	pfx:A7318_23385
ko:K13483	pfx:A7318_23390
ko:K06901	pfx:A7318_23400
ko:K00557	pfx:A7318_23405
ko:K12538	pfx:A7318_23410
ko:K12537	pfx:A7318_23415
ko:K12536	pfx:A7318_23420
ko:K12545	pfx:A7318_23425
ko:K16152	pfx:A7318_23430
ko:K03524	pfx:A7318_23440
ko:K03525	pfx:A7318_23445
ko:K03073	pfx:A7318_23475
ko:K02601	pfx:A7318_23480
ko:K02867	pfx:A7318_23485
ko:K02863	pfx:A7318_23490
ko:K02864	pfx:A7318_23495
ko:K02935	pfx:A7318_23500
ko:K03043	pfx:A7318_23505
ko:K03046	pfx:A7318_23510
ko:K02950	pfx:A7318_23515
ko:K02992	pfx:A7318_23520
ko:K02355	pfx:A7318_23525
ko:K02358	pfx:A7318_23530
ko:K02946	pfx:A7318_23535
ko:K02906	pfx:A7318_23540
ko:K02926	pfx:A7318_23545
ko:K02892	pfx:A7318_23550
ko:K02886	pfx:A7318_23555
ko:K02965	pfx:A7318_23560
ko:K02890	pfx:A7318_23565
ko:K02982	pfx:A7318_23570
ko:K02259	pfx:A7318_27715
ko:K07152	pfx:A7318_27725
ko:K02073	pfx:A7318_27730
ko:K02072	pfx:A7318_27735
ko:K02071	pfx:A7318_27740
ko:K03781	pfx:A7318_27745
ko:K09816	pfx:A7318_27755
ko:K09817	pfx:A7318_27760
ko:K09823	pfx:A7318_27765
ko:K09815	pfx:A7318_27770
ko:K02204	pfx:A7318_27775
ko:K02335	pfx:A7318_27785
ko:K03978	pfx:A7318_27790
ko:K03673	pfx:A7318_27805
ko:K13590	pfx:A7318_27815
ko:K11066	pfx:A7318_27820
ko:K11383	pfx:A7318_27825
ko:K11384	pfx:A7318_27830
ko:K11102	pfx:A7318_27845
ko:K18480	pfx:A7318_27855
ko:K02067	pfx:A7318_27860
ko:K02065	pfx:A7318_27865
ko:K02066	pfx:A7318_27870
ko:K03324	pfx:A7318_27885
ko:K03300	pfx:A7318_27895
ko:K18118	pfx:A7318_27930
ko:K00325	pfx:A7318_27935
ko:K00324	pfx:A7318_27940
ko:K00324	pfx:A7318_27945
ko:K00252	pfx:A7318_27955
ko:K03497	pfx:A7318_27985
ko:K21470	pfx:A7318_14400
ko:K03642	pfx:A7318_03670
ko:K02434	pfx:A7318_03675
ko:K02433	pfx:A7318_03680
ko:K02435	pfx:A7318_03685
ko:K03569	pfx:A7318_03690
ko:K03570	pfx:A7318_03695
ko:K03571	pfx:A7318_03700
ko:K06287	pfx:A7318_03705
ko:K08301	pfx:A7318_03710
ko:K03568	pfx:A7318_03725
ko:K09889	pfx:A7318_03730
ko:K03592	pfx:A7318_03735
ko:K01679	pfx:A7318_03745
ko:K04564	pfx:A7318_03755
ko:K07238	pfx:A7318_03760
ko:K11189	pfx:A7318_03765
ko:K06958	pfx:A7318_03770
ko:K02806	pfx:A7318_03775
ko:K05808	pfx:A7318_03780
ko:K03092	pfx:A7318_03785
ko:K06861	pfx:A7318_03790
ko:K09774	pfx:A7318_03795
ko:K11719	pfx:A7318_03800
ko:K03270	pfx:A7318_03805
ko:K06041	pfx:A7318_03810
ko:K02065	pfx:A7318_03815
ko:K02066	pfx:A7318_03820
ko:K02067	pfx:A7318_03825
ko:K07323	pfx:A7318_03830
ko:K07122	pfx:A7318_03835
ko:K00790	pfx:A7318_03845
ko:K00765	pfx:A7318_03850
ko:K00013	pfx:A7318_03855
ko:K00817	pfx:A7318_03860
ko:K02824	pfx:A7318_03865
ko:K00761	pfx:A7318_03870
ko:K00760	pfx:A7318_03875
ko:K00116	pfx:A7318_03895
ko:K07286	pfx:A7318_03910
ko:K03406	pfx:A7318_03940
ko:K03406	pfx:A7318_08150
ko:K00647	pfx:A7318_08155
ko:K01716	pfx:A7318_08160
ko:K20974	pfx:A7318_08165
ko:K02014	pfx:A7318_08175
ko:K00057	pfx:A7318_08180
ko:K08296	pfx:A7318_08190
ko:K02483	pfx:A7318_08230
ko:K01591	pfx:A7318_08235
ko:K07119	pfx:A7318_08240
ko:K03406	pfx:A7318_08255
ko:K01992	pfx:A7318_08275
ko:K01990	pfx:A7318_08280
ko:K00799	pfx:A7318_08285
ko:K06445	pfx:A7318_08295
ko:K01113	pfx:A7318_08315
ko:K03559	pfx:A7318_08325
ko:K03832	pfx:A7318_08330
ko:K02014	pfx:A7318_08335
ko:K03561	pfx:A7318_08340
ko:K00375	pfx:A7318_08360
ko:K11073	pfx:A7318_08370
ko:K02078	pfx:A7318_08425
ko:K06903	pfx:A7318_12725
ko:K06907	pfx:A7318_12750
ko:K06908	pfx:A7318_12755
ko:K06906	pfx:A7318_12770
ko:K06905	pfx:A7318_12780
ko:K03791	pfx:A7318_12785
ko:K20534	pfx:A7318_12800
ko:K21060	pfx:A7318_12850
ko:K13877	pfx:A7318_12855
ko:K21062	pfx:A7318_12860
ko:K12658	pfx:A7318_12865
ko:K02040	pfx:A7318_12890
ko:K02037	pfx:A7318_12895
ko:K02038	pfx:A7318_12900
ko:K02036	pfx:A7318_12905
ko:K07677	pfx:A7318_17180
ko:K07677	pfx:A7318_17190
ko:K07687	pfx:A7318_17195
ko:K07347	pfx:A7318_17210
ko:K02030	pfx:A7318_17225
ko:K02029	pfx:A7318_17230
ko:K00274	pfx:A7318_17255
ko:K02030	pfx:A7318_17260
ko:K02028	pfx:A7318_17265
ko:K02029	pfx:A7318_17270
ko:K02014	pfx:A7318_17275
ko:K02453	pfx:A7318_17280
ko:K02463	pfx:A7318_17285
ko:K02462	pfx:A7318_17290
ko:K02461	pfx:A7318_17295
ko:K02460	pfx:A7318_17300
ko:K02459	pfx:A7318_17305
ko:K02458	pfx:A7318_17310
ko:K02457	pfx:A7318_17315
ko:K02456	pfx:A7318_17320
ko:K02455	pfx:A7318_17325
ko:K02454	pfx:A7318_17330
ko:K06145	pfx:A7318_17335
ko:K02014	pfx:A7318_17340
ko:K02002	pfx:A7318_01135
ko:K01066	pfx:A7318_01140
ko:K01259	pfx:A7318_01145
ko:K07560	pfx:A7318_01150
ko:K03670	pfx:A7318_01155
ko:K03669	pfx:A7318_01160
ko:K02030	pfx:A7318_01165
ko:K02030	pfx:A7318_01170
ko:K02029	pfx:A7318_01175
ko:K02028	pfx:A7318_01180
ko:K03406	pfx:A7318_01185
ko:K03406	pfx:A7318_01190
ko:K02848	pfx:A7318_01210
ko:K02844	pfx:A7318_01215
ko:K02841	pfx:A7318_01220
ko:K02843	pfx:A7318_01225
ko:K00982	pfx:A7318_01230
ko:K00163	pfx:A7318_01235
ko:K00627	pfx:A7318_01240
ko:K07304	pfx:A7318_01250
ko:K07115	pfx:A7318_01255
ko:K01740	pfx:A7318_01260
ko:K11904	pfx:A7318_01270
ko:K11928	pfx:A7318_01275
ko:K13821	pfx:A7318_01280
ko:K03406	pfx:A7318_01310
ko:K11105	pfx:A7318_01315
ko:K05802	pfx:A7318_01320
ko:K18831	pfx:A7318_01330
ko:K19166	pfx:A7318_01335
ko:K03672	pfx:A7318_01340
ko:K03496	pfx:A7318_01345
ko:K02078	pfx:A7318_01360
ko:K02078	pfx:A7318_01365
ko:K01745	pfx:A7318_01390
ko:K07107	pfx:A7318_01395
ko:K02372	pfx:A7318_05630
ko:K00677	pfx:A7318_05635
ko:K00748	pfx:A7318_05640
ko:K03470	pfx:A7318_05645
ko:K02337	pfx:A7318_05650
ko:K01962	pfx:A7318_05655
ko:K04075	pfx:A7318_05660
ko:K01937	pfx:A7318_05665
ko:K01627	pfx:A7318_05670
ko:K01689	pfx:A7318_05675
ko:K05589	pfx:A7318_05680
ko:K00991	pfx:A7318_05685
ko:K00121	pfx:A7318_05695
ko:K01070	pfx:A7318_05700
ko:K01770	pfx:A7318_05705
ko:K02493	pfx:A7318_02830
ko:K02835	pfx:A7318_02835
ko:K02492	pfx:A7318_02840
ko:K02494	pfx:A7318_02850
ko:K00919	pfx:A7318_02855
ko:K00948	pfx:A7318_02865
ko:K02897	pfx:A7318_02870
ko:K01056	pfx:A7318_02875
ko:K06942	pfx:A7318_02880
ko:K03222	pfx:A7318_02895
ko:K03223	pfx:A7318_02905
ko:K03219	pfx:A7318_02920
ko:K03229	pfx:A7318_02935
ko:K03228	pfx:A7318_02940
ko:K03227	pfx:A7318_02945
ko:K03226	pfx:A7318_02950
ko:K03225	pfx:A7318_02955
ko:K03224	pfx:A7318_02970
ko:K03220	pfx:A7318_02975
ko:K03230	pfx:A7318_02980
ko:K04058	pfx:A7318_02985
ko:K00681	pfx:A7318_03015
ko:K05810	pfx:A7318_03020
ko:K01921	pfx:A7318_03025
ko:K03406	pfx:A7318_03055
ko:K07665	pfx:A7318_03070
ko:K07644	pfx:A7318_03075
ko:K15726	pfx:A7318_03080
ko:K15727	pfx:A7318_03085
ko:K15725	pfx:A7318_03090
ko:K16264	pfx:A7318_03095
ko:K00973	pfx:A7318_07300
ko:K01790	pfx:A7318_07305
ko:K17947	pfx:A7318_07345
ko:K00640	pfx:A7318_07350
ko:K13007	pfx:A7318_07365
ko:K02237	pfx:A7318_07375
ko:K09967	pfx:A7318_07385
ko:K16238	pfx:A7318_07390
ko:K01545	pfx:A7318_07395
ko:K01546	pfx:A7318_07400
ko:K01547	pfx:A7318_07405
ko:K01548	pfx:A7318_07410
ko:K07646	pfx:A7318_07415
ko:K07667	pfx:A7318_07420
ko:K07001	pfx:A7318_07425
ko:K03424	pfx:A7318_07465
ko:K15977	pfx:A7318_07475
ko:K01992	pfx:A7318_07490
ko:K01990	pfx:A7318_07495
ko:K04760	pfx:A7318_07505
ko:K02004	pfx:A7318_07510
ko:K02003	pfx:A7318_07515
ko:K10804	pfx:A7318_07520
ko:K16291	pfx:A7318_07530
ko:K06975	pfx:A7318_07540
ko:K01626	pfx:A7318_07545
ko:K00077	pfx:A7318_07560
ko:K01081	pfx:A7318_07565
ko:K13634	pfx:A7318_07575
ko:K18028	pfx:A7318_11825
ko:K14974	pfx:A7318_11830
ko:K15357	pfx:A7318_11835
ko:K01799	pfx:A7318_11840
ko:K13995	pfx:A7318_11845
ko:K14155	pfx:A7318_11860
ko:K15553	pfx:A7318_11870
ko:K15554	pfx:A7318_11875
ko:K15555	pfx:A7318_11880
ko:K07165	pfx:A7318_11885
ko:K03088	pfx:A7318_11890
ko:K12661	pfx:A7318_11905
ko:K02510	pfx:A7318_11910
ko:K07248	pfx:A7318_11915
ko:K07046	pfx:A7318_11920
ko:K03534	pfx:A7318_11925
ko:K02856	pfx:A7318_11930
ko:K18337	pfx:A7318_11935
ko:K07267	pfx:A7318_11940
ko:K20757	pfx:A7318_11965
ko:K00526	pfx:A7318_11970
ko:K01682	pfx:A7318_11975
ko:K06938	pfx:A7318_11980
ko:K06169	pfx:A7318_11990
ko:K06720	pfx:A7318_12000
ko:K18073	pfx:A7318_12010
ko:K18072	pfx:A7318_12015
ko:K03924	pfx:A7318_12030
ko:K18291	pfx:A7318_12055
ko:K18289	pfx:A7318_12070
ko:K18292	pfx:A7318_12075
ko:K11688	pfx:A7318_12080
ko:K11689	pfx:A7318_12085
ko:K11690	pfx:A7318_12090
ko:K01467	pfx:A7318_12095
ko:K17850	pfx:A7318_12100
ko:K01061	pfx:A7318_12110
ko:K05559	pfx:A7318_16355
ko:K05560	pfx:A7318_16360
ko:K05561	pfx:A7318_16365
ko:K05562	pfx:A7318_16370
ko:K05563	pfx:A7318_16375
ko:K05564	pfx:A7318_16380
ko:K03100	pfx:A7318_16400
ko:K05995	pfx:A7318_16410
ko:K01883	pfx:A7318_16415
ko:K01886	pfx:A7318_16420
ko:K03768	pfx:A7318_16425
ko:K03269	pfx:A7318_16430
ko:K03446	pfx:A7318_16435
ko:K03543	pfx:A7318_16440
ko:K09800	pfx:A7318_16455
ko:K07278	pfx:A7318_16460
ko:K01142	pfx:A7318_16470
ko:K01785	pfx:A7318_16485
ko:K18981	pfx:A7318_16495
ko:K07245	pfx:A7318_16505
ko:K07156	pfx:A7318_16510
ko:K03827	pfx:A7318_16515
ko:K09017	pfx:A7318_16520
ko:K17723	pfx:A7318_16525
ko:K17722	pfx:A7318_16530
ko:K01464	pfx:A7318_16535
ko:K03457	pfx:A7318_16540
ko:K06016	pfx:A7318_16545
ko:K07262	pfx:A7318_16575
ko:K01491	pfx:A7318_16580
ko:K03545	pfx:A7318_16605
ko:K01358	pfx:A7318_16610
ko:K03544	pfx:A7318_16615
ko:K01338	pfx:A7318_16620
ko:K01126	pfx:A7318_20790
ko:K03406	pfx:A7318_20810
ko:K16074	pfx:A7318_20815
ko:K03306	pfx:A7318_20820
ko:K07160	pfx:A7318_20835
ko:K03088	pfx:A7318_20880
ko:K07006	pfx:A7318_20905
ko:K13653	pfx:A7318_20910
ko:K14261	pfx:A7318_20915
ko:K03299	pfx:A7318_20920
ko:K00851	pfx:A7318_20925
ko:K06145	pfx:A7318_20930
ko:K00799	pfx:A7318_20935
ko:K08369	pfx:A7318_20945
ko:K03406	pfx:A7318_20955
ko:K00799	pfx:A7318_20965
ko:K01745	pfx:A7318_20970
ko:K15553	pfx:A7318_20980
ko:K02002	pfx:A7318_20985
ko:K02014	pfx:A7318_20990
ko:K07165	pfx:A7318_20995
ko:K03088	pfx:A7318_21000
ko:K01462	pfx:A7318_21025
ko:K07058	pfx:A7318_21030
ko:K00789	pfx:A7318_25240
ko:K01972	pfx:A7318_25250
ko:K08304	pfx:A7318_25265
ko:K03316	pfx:A7318_25275
ko:K01251	pfx:A7318_25295
ko:K00297	pfx:A7318_25300
ko:K02030	pfx:A7318_25310
ko:K11927	pfx:A7318_25315
ko:K00833	pfx:A7318_25330
ko:K09761	pfx:A7318_25335
ko:K10001	pfx:A7318_25340
ko:K00285	pfx:A7318_25350
ko:K11068	pfx:A7318_25360
ko:K07240	pfx:A7318_25365
ko:K07240	pfx:A7318_25370
ko:K13928	pfx:A7318_25375
ko:K13935	pfx:A7318_25390
ko:K13934	pfx:A7318_25395
ko:K13933	pfx:A7318_25400
ko:K13932	pfx:A7318_25405
ko:K13931	pfx:A7318_25410
ko:K13930	pfx:A7318_25415
ko:K13929	pfx:A7318_25420
ko:K06598	pfx:A7318_25440
ko:K02487	pfx:A7318_25445
ko:K06596	pfx:A7318_25445
ko:K02660	pfx:A7318_25450
ko:K02659	pfx:A7318_25455
ko:K02658	pfx:A7318_25460
ko:K02657	pfx:A7318_25465
ko:K01920	pfx:A7318_25470
ko:K03832	pfx:A7318_25475
ko:K07735	pfx:A7318_25480
ko:K07447	pfx:A7318_25485
ko:K02825	pfx:A7318_25490
ko:K00609	pfx:A7318_25495
ko:K01465	pfx:A7318_25500
ko:K15553	pfx:A7318_17350
ko:K09471	pfx:A7318_17365
ko:K01304	pfx:A7318_17390
ko:K07644	pfx:A7318_17395
ko:K07665	pfx:A7318_17400
ko:K19270	pfx:A7318_17415
ko:K03563	pfx:A7318_17430
ko:K01150	pfx:A7318_17440
ko:K07506	pfx:A7318_21630
ko:K12266	pfx:A7318_21640
ko:K05916	pfx:A7318_21645
ko:K03611	pfx:A7318_21650
ko:K02297	pfx:A7318_21655
ko:K02298	pfx:A7318_21660
ko:K02299	pfx:A7318_21665
ko:K02300	pfx:A7318_21670
ko:K00817	pfx:A7318_21680
ko:K09969	pfx:A7318_21700
ko:K08738	pfx:A7318_21735
ko:K07666	pfx:A7318_21765
ko:K07645	pfx:A7318_21770
ko:K03185	pfx:A7318_26060
ko:K01262	pfx:A7318_26065
ko:K09895	pfx:A7318_26070
ko:K09892	pfx:A7318_26075
ko:K09888	pfx:A7318_26080
ko:K01934	pfx:A7318_26090
ko:K01993	pfx:A7318_26100
ko:K13926	pfx:A7318_26105
ko:K01992	pfx:A7318_26110
ko:K02415	pfx:A7318_26115
ko:K02445	pfx:A7318_26125
ko:K07232	pfx:A7318_26130
ko:K02014	pfx:A7318_26135
ko:K00523	pfx:A7318_26145
ko:K03182	pfx:A7318_26150
ko:K03628	pfx:A7318_26160
ko:K03671	pfx:A7318_26165
ko:K05799	pfx:A7318_26170
ko:K02030	pfx:A7318_26175
ko:K02029	pfx:A7318_26180
ko:K02029	pfx:A7318_26185
ko:K02028	pfx:A7318_26190
ko:K01524	pfx:A7318_26215
ko:K00937	pfx:A7318_26220
ko:K01698	pfx:A7318_26225
ko:K09768	pfx:A7318_26245
ko:K07243	pfx:A7318_26250
ko:K09859	pfx:A7318_26255
ko:K07337	pfx:A7318_26265
ko:K05834	pfx:A7318_26275
ko:K06158	pfx:A7318_26285
ko:K03773	pfx:A7318_26305
ko:K07740	pfx:A7318_26310
ko:K03611	pfx:A7318_26315
ko:K02498	pfx:A7318_26320
ko:K02496	pfx:A7318_26325
ko:K06176	pfx:A7318_05710
ko:K03787	pfx:A7318_05715
ko:K00573	pfx:A7318_05720
ko:K03087	pfx:A7318_05725
ko:K03704	pfx:A7318_05730
ko:K01494	pfx:A7318_05735
ko:K03724	pfx:A7318_05750
ko:K10017	pfx:A7318_05755
ko:K06987	pfx:A7318_05760
ko:K10015	pfx:A7318_05765
ko:K10016	pfx:A7318_05770
ko:K10014	pfx:A7318_05775
ko:K10747	pfx:A7318_05780
ko:K07577	pfx:A7318_05785
ko:K07116	pfx:A7318_05790
ko:K11209	pfx:A7318_05795
ko:K09858	pfx:A7318_05810
ko:K03722	pfx:A7318_05835
ko:K00275	pfx:A7318_05855
ko:K06077	pfx:A7318_05865
ko:K03313	pfx:A7318_05870
ko:K01738	pfx:A7318_05875
ko:K07137	pfx:A7318_05880
ko:K08985	pfx:A7318_05885
ko:K02228	pfx:A7318_10185
ko:K06999	pfx:A7318_10190
ko:K11747	pfx:A7318_10200
ko:K15268	pfx:A7318_10210
ko:K01953	pfx:A7318_10215
ko:K20036	pfx:A7318_10225
ko:K03322	pfx:A7318_10240
ko:K09936	pfx:A7318_10250
ko:K09936	pfx:A7318_10255
ko:K05517	pfx:A7318_10285
ko:K10227	pfx:A7318_10295
ko:K08281	pfx:A7318_10305
ko:K08482	pfx:A7318_10320
ko:K06876	pfx:A7318_10325
ko:K03549	pfx:A7318_10335
ko:K01495	pfx:A7318_10345
ko:K07127	pfx:A7318_10355
ko:K07665	pfx:A7318_10365
ko:K07644	pfx:A7318_10370
ko:K02055	pfx:A7318_10375
ko:K00303	pfx:A7318_10380
ko:K02053	pfx:A7318_10395
ko:K02054	pfx:A7318_10400
ko:K02052	pfx:A7318_10405
ko:K11959	pfx:A7318_10425
ko:K07114	pfx:A7318_14660
ko:K07114	pfx:A7318_14665
ko:K03924	pfx:A7318_14680
ko:K15371	pfx:A7318_14695
ko:K06966	pfx:A7318_14700
ko:K05799	pfx:A7318_14715
ko:K11103	pfx:A7318_14720
ko:K01246	pfx:A7318_14725
ko:K00375	pfx:A7318_14740
ko:K16137	pfx:A7318_14770
ko:K03837	pfx:A7318_14775
ko:K07552	pfx:A7318_14795
ko:K06911	pfx:A7318_14800
ko:K05786	pfx:A7318_14805
ko:K02493	pfx:A7318_14810
ko:K00286	pfx:A7318_14815
ko:K16088	pfx:A7318_14865
ko:K07165	pfx:A7318_14870
ko:K03088	pfx:A7318_14875
ko:K03457	pfx:A7318_14895
