ko:K19744	pag:PLES_11121
ko:K02768	pag:PLES_14711
ko:K08483	pag:PLES_14711
ko:K11183	pag:PLES_14711
ko:K00882	pag:PLES_14721
ko:K02769	pag:PLES_14731
ko:K02770	pag:PLES_14731
ko:K00012	pag:PLES_14741
ko:K07264	pag:PLES_14771
ko:K10011	pag:PLES_14791
ko:K10012	pag:PLES_14801
ko:K07806	pag:PLES_14811
ko:K09861	pag:PLES_14941
ko:K07090	pag:PLES_02741
ko:K00166	pag:PLES_30571
ko:K03168	pag:PLES_30601
ko:K01354	pag:PLES_38781
ko:K03100	pag:PLES_38791
ko:K03499	pag:PLES_00151
ko:K03500	pag:PLES_00161
ko:K00604	pag:PLES_00171
ko:K01462	pag:PLES_00181
ko:K04096	pag:PLES_00201
ko:K07566	pag:PLES_00211
ko:K00014	pag:PLES_00241
ko:K02002	pag:PLES_00291
ko:K01695	pag:PLES_00341
ko:K01696	pag:PLES_00351
ko:K09165	pag:PLES_00371
ko:K01953	pag:PLES_00521
ko:K09983	pag:PLES_00561
ko:K07396	pag:PLES_00591
ko:K01091	pag:PLES_00661
ko:K01414	pag:PLES_00681
ko:K07070	pag:PLES_00691
ko:K02003	pag:PLES_00741
ko:K07663	pag:PLES_04591
ko:K07641	pag:PLES_04601
ko:K06143	pag:PLES_04611
ko:K02014	pag:PLES_04661
ko:K03088	pag:PLES_04681
ko:K01638	pag:PLES_04781
ko:K05786	pag:PLES_04811
ko:K02019	pag:PLES_04831
ko:K05811	pag:PLES_04841
ko:K07160	pag:PLES_04881
ko:K01012	pag:PLES_04961
ko:K02170	pag:PLES_04981
ko:K02169	pag:PLES_04991
ko:K01935	pag:PLES_05001
ko:K03696	pag:PLES_04551
ko:K00611	pag:PLES_14961
ko:K07390	pag:PLES_15001
ko:K07006	pag:PLES_20241
ko:K03752	pag:PLES_20301
ko:K03638	pag:PLES_20311
ko:K03750	pag:PLES_20321
ko:K00803	pag:PLES_20341
ko:K00111	pag:PLES_20351
ko:K07140	pag:PLES_20381
ko:K08309	pag:PLES_20411
ko:K06149	pag:PLES_20451
ko:K03168	pag:PLES_20511
ko:K01356	pag:PLES_20551
ko:K01207	pag:PLES_20571
ko:K03723	pag:PLES_20601
ko:K00134	pag:PLES_20611
ko:K00346	pag:PLES_20631
ko:K00347	pag:PLES_20641
ko:K00348	pag:PLES_20651
ko:K00349	pag:PLES_20661
ko:K00350	pag:PLES_20671
ko:K00351	pag:PLES_20681
ko:K03734	pag:PLES_20691
ko:K05952	pag:PLES_20701
ko:K00322	pag:PLES_20711
ko:K01126	pag:PLES_20721
ko:K09808	pag:PLES_20741
ko:K09808	pag:PLES_20761
ko:K09928	pag:PLES_20771
ko:K02238	pag:PLES_20781
ko:K03561	pag:PLES_20791
ko:K03559	pag:PLES_20801
ko:K00912	pag:PLES_20811
ko:K09791	pag:PLES_20821
ko:K00979	pag:PLES_20831
ko:K01627	pag:PLES_26401
ko:K03630	pag:PLES_26511
ko:K07160	pag:PLES_32161
ko:K00156	pag:PLES_32201
ko:K03088	pag:PLES_32281
ko:K01953	pag:PLES_32371
ko:K01556	pag:PLES_32411
ko:K02355	pag:PLES_32511
ko:K02014	pag:PLES_32521
ko:K00612	pag:PLES_32531
ko:K05820	pag:PLES_32541
ko:K01673	pag:PLES_32681
ko:K01725	pag:PLES_32691
ko:K03221	pag:PLES_36101
ko:K03220	pag:PLES_36121
ko:K03219	pag:PLES_36131
ko:K03230	pag:PLES_36241
ko:K04058	pag:PLES_36291
ko:K03224	pag:PLES_36301
ko:K03225	pag:PLES_36321
ko:K03226	pag:PLES_36331
ko:K03227	pag:PLES_36341
ko:K03228	pag:PLES_36351
ko:K00797	pag:PLES_36391
ko:K01247	pag:PLES_36401
ko:K05820	pag:PLES_36451
ko:K01736	pag:PLES_36461
ko:K07320	pag:PLES_36491
ko:K01495	pag:PLES_36531
ko:K06996	pag:PLES_36551
ko:K01462	pag:PLES_41971
ko:K00243	pag:PLES_42031
ko:K06182	pag:PLES_42111
ko:K02413	pag:PLES_42161
ko:K02412	pag:PLES_42171
ko:K02411	pag:PLES_42181
ko:K02410	pag:PLES_42191
ko:K02409	pag:PLES_42201
ko:K02408	pag:PLES_42211
ko:K10943	pag:PLES_42221
ko:K10942	pag:PLES_42231
ko:K10941	pag:PLES_42241
ko:K02422	pag:PLES_42261
ko:K02407	pag:PLES_42271
ko:K06603	pag:PLES_42281
ko:K02406	pag:PLES_42291
ko:K02397	pag:PLES_42341
ko:K02396	pag:PLES_42351
ko:K02395	pag:PLES_42361
ko:K02394	pag:PLES_42371
ko:K02393	pag:PLES_42381
ko:K02392	pag:PLES_42391
ko:K02391	pag:PLES_42401
ko:K02390	pag:PLES_42411
ko:K02389	pag:PLES_42421
ko:K02388	pag:PLES_42431
ko:K02387	pag:PLES_42441
ko:K01999	pag:PLES_42481
ko:K01997	pag:PLES_42491
ko:K01998	pag:PLES_42501
ko:K01995	pag:PLES_42511
ko:K01996	pag:PLES_42521
ko:K04079	pag:PLES_42541
ko:K02535	pag:PLES_47851
ko:K03531	pag:PLES_47861
ko:K03590	pag:PLES_47871
ko:K03589	pag:PLES_47881
ko:K01921	pag:PLES_47891
ko:K01924	pag:PLES_47901
ko:K02563	pag:PLES_47911
ko:K03588	pag:PLES_47921
ko:K01925	pag:PLES_47931
ko:K01000	pag:PLES_47941
ko:K01929	pag:PLES_47951
ko:K01928	pag:PLES_47961
ko:K03587	pag:PLES_47971
ko:K03586	pag:PLES_47981
ko:K03438	pag:PLES_47991
ko:K06940	pag:PLES_13721
ko:K00990	pag:PLES_13771
ko:K01265	pag:PLES_13781
ko:K02967	pag:PLES_13791
ko:K02357	pag:PLES_13801
ko:K09903	pag:PLES_13811
ko:K02838	pag:PLES_13821
ko:K00806	pag:PLES_13831
ko:K00945	pag:PLES_19051
ko:K02945	pag:PLES_19061
ko:K05788	pag:PLES_19071
ko:K01953	pag:PLES_19131
ko:K03702	pag:PLES_19211
ko:K03543	pag:PLES_19231
ko:K01885	pag:PLES_19251
ko:K01625	pag:PLES_19281
ko:K07107	pag:PLES_19291
ko:K05541	pag:PLES_19301
ko:K04080	pag:PLES_19331
ko:K01703	pag:PLES_19381
ko:K01704	pag:PLES_19391
ko:K00052	pag:PLES_19411
ko:K00133	pag:PLES_19421
ko:K06173	pag:PLES_19451
ko:K01817	pag:PLES_19461
ko:K01963	pag:PLES_19481
ko:K03749	pag:PLES_19501
ko:K03558	pag:PLES_19511
ko:K00764	pag:PLES_19521
ko:K10764	pag:PLES_19531
ko:K02453	pag:PLES_19551
ko:K02452	pag:PLES_19561
ko:K02454	pag:PLES_19571
ko:K02456	pag:PLES_19591
ko:K02457	pag:PLES_19601
ko:K03466	pag:PLES_24901
ko:K03634	pag:PLES_24911
ko:K07478	pag:PLES_24921
ko:K01875	pag:PLES_24931
ko:K07393	pag:PLES_24951
ko:K11179	pag:PLES_24971
ko:K07237	pag:PLES_24981
ko:K07236	pag:PLES_24991
ko:K07235	pag:PLES_25001
ko:K00836	pag:PLES_30951
ko:K03808	pag:PLES_31071
ko:K00097	pag:PLES_31131
ko:K07119	pag:PLES_31281
ko:K07217	pag:PLES_31401
ko:K06048	pag:PLES_31441
ko:K03426	pag:PLES_35041
ko:K03314	pag:PLES_35071
ko:K01584	pag:PLES_35091
ko:K02342	pag:PLES_35111
ko:K03469	pag:PLES_35121
ko:K08307	pag:PLES_35151
ko:K00208	pag:PLES_35211
ko:K03770	pag:PLES_35221
ko:K03530	pag:PLES_35231
ko:K01338	pag:PLES_35241
ko:K03544	pag:PLES_35251
ko:K03545	pag:PLES_35271
ko:K01883	pag:PLES_35341
ko:K01886	pag:PLES_35351
ko:K03269	pag:PLES_35371
ko:K06169	pag:PLES_35391
ko:K06938	pag:PLES_35411
ko:K01682	pag:PLES_35421
ko:K07183	pag:PLES_35441
ko:K02575	pag:PLES_35461
ko:K08304	pag:PLES_40871
ko:K01649	pag:PLES_40921
ko:K06911	pag:PLES_40991
ko:K06911	pag:PLES_41041
ko:K01482	pag:PLES_41141
ko:K03758	pag:PLES_41151
ko:K02742	pag:PLES_41321
ko:K03547	pag:PLES_46611
ko:K03546	pag:PLES_46621
ko:K03581	pag:PLES_46631
ko:K03582	pag:PLES_46641
ko:K03583	pag:PLES_46651
ko:K07240	pag:PLES_46691
ko:K02278	pag:PLES_46751
ko:K02283	pag:PLES_46821
ko:K02282	pag:PLES_46831
ko:K02280	pag:PLES_46841
ko:K02279	pag:PLES_46851
ko:K06986	pag:PLES_46901
ko:K01433	pag:PLES_46921
ko:K01141	pag:PLES_46941
ko:K03924	pag:PLES_47001
ko:K00873	pag:PLES_47071
ko:K01676	pag:PLES_47111
ko:K03322	pag:PLES_47121
ko:K02314	pag:PLES_08031
ko:K07313	pag:PLES_08041
ko:K01866	pag:PLES_08331
ko:K07552	pag:PLES_08351
ko:K00404	pag:PLES_08381
ko:K00381	pag:PLES_08411
ko:K00151	pag:PLES_08481
ko:K00981	pag:PLES_13841
ko:K00099	pag:PLES_13851
ko:K07277	pag:PLES_13871
ko:K06142	pag:PLES_13881
ko:K02536	pag:PLES_13891
ko:K02372	pag:PLES_13901
ko:K00677	pag:PLES_13911
ko:K03470	pag:PLES_13931
ko:K03310	pag:PLES_13941
ko:K02337	pag:PLES_13951
ko:K01962	pag:PLES_13961
ko:K04075	pag:PLES_13971
ko:K01937	pag:PLES_13981
ko:K01627	pag:PLES_13991
ko:K01689	pag:PLES_14001
ko:K05589	pag:PLES_14011
ko:K00991	pag:PLES_14021
ko:K07112	pag:PLES_14041
ko:K01770	pag:PLES_14081
ko:K06176	pag:PLES_14091
ko:K03787	pag:PLES_14101
ko:K00573	pag:PLES_14111
ko:K06194	pag:PLES_14121
ko:K03555	pag:PLES_14151
ko:K03743	pag:PLES_14171
ko:K03553	pag:PLES_14181
ko:K03565	pag:PLES_14191
ko:K06966	pag:PLES_14201
ko:K07576	pag:PLES_14211
ko:K09954	pag:PLES_14231
ko:K11070	pag:PLES_14261
ko:K11071	pag:PLES_14271
ko:K00901	pag:PLES_14321
ko:K02909	pag:PLES_14341
ko:K02919	pag:PLES_14351
ko:K02459	pag:PLES_19621
ko:K02460	pag:PLES_19631
ko:K02461	pag:PLES_19641
ko:K09977	pag:PLES_19711
ko:K00858	pag:PLES_19721
ko:K02441	pag:PLES_19741
ko:K09916	pag:PLES_19751
ko:K01256	pag:PLES_19771
ko:K03924	pag:PLES_19901
ko:K03812	pag:PLES_20101
ko:K07259	pag:PLES_20131
ko:K09923	pag:PLES_20141
ko:K07690	pag:PLES_20151
ko:K01129	pag:PLES_20171
ko:K02051	pag:PLES_25711
ko:K01993	pag:PLES_25901
ko:K02014	pag:PLES_25981
ko:K03703	pag:PLES_26031
ko:K00382	pag:PLES_26171
ko:K07239	pag:PLES_26181
ko:K01236	pag:PLES_31621
ko:K00705	pag:PLES_31631
ko:K06044	pag:PLES_31641
ko:K00700	pag:PLES_31731
ko:K10979	pag:PLES_31761
ko:K07507	pag:PLES_31781
ko:K03781	pag:PLES_31791
ko:K00688	pag:PLES_31821
ko:K07347	pag:PLES_31971
ko:K07345	pag:PLES_31991
ko:K02668	pag:PLES_49291
ko:K03074	pag:PLES_11541
ko:K00640	pag:PLES_11581
ko:K04488	pag:PLES_11611
ko:K04082	pag:PLES_11631
ko:K04044	pag:PLES_11641
ko:K01999	pag:PLES_17001
ko:K01753	pag:PLES_17071
ko:K01915	pag:PLES_17081
ko:K09931	pag:PLES_17101
ko:K02399	pag:PLES_17121
ko:K02398	pag:PLES_17131
ko:K02386	pag:PLES_17141
ko:K03415	pag:PLES_17151
ko:K03654	pag:PLES_17201
ko:K07001	pag:PLES_17251
ko:K07401	pag:PLES_17261
ko:K03274	pag:PLES_17271
ko:K02078	pag:PLES_17301
ko:K00648	pag:PLES_17311
ko:K07044	pag:PLES_17391
ko:K09936	pag:PLES_17441
ko:K01114	pag:PLES_17461
ko:K02042	pag:PLES_17491
ko:K02035	pag:PLES_57121
ko:K03630	pag:PLES_57141
ko:K01520	pag:PLES_57161
ko:K00930	pag:PLES_57181
ko:K07107	pag:PLES_57241
ko:K00762	pag:PLES_57261
ko:K01142	pag:PLES_57271
ko:K09940	pag:PLES_57281
ko:K00989	pag:PLES_57291
ko:K00942	pag:PLES_57311
ko:K03060	pag:PLES_57321
ko:K04761	pag:PLES_57391
ko:K03655	pag:PLES_57401
ko:K05787	pag:PLES_57431
ko:K11473	pag:PLES_57481
ko:K11472	pag:PLES_57491
ko:K11474	pag:PLES_57511
ko:K03181	pag:PLES_57521
ko:K03179	pag:PLES_57531
ko:K07657	pag:PLES_57551
ko:K07636	pag:PLES_57561
ko:K02039	pag:PLES_57601
ko:K02036	pag:PLES_57611
ko:K02038	pag:PLES_57621
ko:K00797	pag:PLES_51591
ko:K07645	pag:PLES_51621
ko:K07178	pag:PLES_51651
ko:K07814	pag:PLES_51661
ko:K06219	pag:PLES_51751
ko:K01126	pag:PLES_51771
ko:K03833	pag:PLES_51911
ko:K01042	pag:PLES_51921
ko:K02380	pag:PLES_51931
ko:K00127	pag:PLES_51941
ko:K00123	pag:PLES_51961
ko:K00123	pag:PLES_51971
ko:K09936	pag:PLES_52001
ko:K06940	pag:PLES_52021
ko:K03327	pag:PLES_52061
ko:K01531	pag:PLES_52101
ko:K08983	pag:PLES_52131
ko:K00382	pag:PLES_52141
ko:K07124	pag:PLES_52171
ko:K11068	pag:PLES_52181
ko:K03116	pag:PLES_54581
ko:K03117	pag:PLES_54591
ko:K03118	pag:PLES_54601
ko:K03669	pag:PLES_54671
ko:K03670	pag:PLES_54681
ko:K07560	pag:PLES_54691
ko:K00285	pag:PLES_54741
ko:K01468	pag:PLES_54821
ko:K01745	pag:PLES_54831
ko:K02002	pag:PLES_54861
ko:K01745	pag:PLES_54881
ko:K01712	pag:PLES_54901
ko:K02002	pag:PLES_54931
ko:K09975	pag:PLES_54941
ko:K05836	pag:PLES_54951
ko:K03098	pag:PLES_54971
ko:K03841	pag:PLES_55001
ko:K06207	pag:PLES_55071
ko:K03151	pag:PLES_55081
ko:K01915	pag:PLES_55091
ko:K07708	pag:PLES_55141
ko:K07712	pag:PLES_55151
ko:K03216	pag:PLES_55171
ko:K02037	pag:PLES_57631
ko:K02040	pag:PLES_57641
ko:K10806	pag:PLES_57661
ko:K02167	pag:PLES_57691
ko:K02168	pag:PLES_57701
ko:K02002	pag:PLES_57731
ko:K01752	pag:PLES_57751
ko:K07107	pag:PLES_57811
ko:K02002	pag:PLES_57841
ko:K01438	pag:PLES_57861
ko:K06131	pag:PLES_57901
ko:K09958	pag:PLES_57911
ko:K03522	pag:PLES_57961
ko:K03521	pag:PLES_57971
ko:K07727	pag:PLES_57991
ko:K07090	pag:PLES_22171
ko:K03088	pag:PLES_38821
ko:K09160	pag:PLES_38831
ko:K09902	pag:PLES_38871
ko:K03684	pag:PLES_38881
ko:K06901	pag:PLES_38911
ko:K01477	pag:PLES_38951
ko:K01483	pag:PLES_38961
ko:K03639	pag:PLES_39061
ko:K01608	pag:PLES_39101
ko:K01816	pag:PLES_39111
ko:K00873	pag:PLES_39141
ko:K08717	pag:PLES_39151
ko:K02048	pag:PLES_39191
ko:K04023	pag:PLES_39211
ko:K02444	pag:PLES_39221
ko:K00864	pag:PLES_39251
ko:K02200	pag:PLES_39301
ko:K02200	pag:PLES_39311
ko:K02199	pag:PLES_39321
ko:K02198	pag:PLES_39331
ko:K02197	pag:PLES_39341
ko:K02196	pag:PLES_39351
ko:K02195	pag:PLES_39361
ko:K02194	pag:PLES_39371
ko:K02193	pag:PLES_39381
ko:K04061	pag:PLES_39401
ko:K00059	pag:PLES_39431
ko:K05810	pag:PLES_39441
ko:K07127	pag:PLES_38921
ko:K03408	pag:PLES_39491
ko:K03408	pag:PLES_39501
ko:K02557	pag:PLES_39521
ko:K02556	pag:PLES_39531
ko:K03412	pag:PLES_39541
ko:K03407	pag:PLES_39551
ko:K00432	pag:PLES_44801
ko:K03775	pag:PLES_44811
ko:K00925	pag:PLES_44821
ko:K07044	pag:PLES_45131
ko:K06991	pag:PLES_45251
ko:K03322	pag:PLES_45331
ko:K00145	pag:PLES_06411
ko:K09001	pag:PLES_06451
ko:K01866	pag:PLES_06471
ko:K03525	pag:PLES_06491
ko:K02358	pag:PLES_06511
ko:K03073	pag:PLES_06521
ko:K02601	pag:PLES_06531
ko:K02867	pag:PLES_06541
ko:K02863	pag:PLES_06551
ko:K02864	pag:PLES_06561
ko:K02935	pag:PLES_06571
ko:K03043	pag:PLES_06581
ko:K03046	pag:PLES_06591
ko:K02950	pag:PLES_06601
ko:K02992	pag:PLES_06611
ko:K02355	pag:PLES_06621
ko:K02946	pag:PLES_06641
ko:K02906	pag:PLES_06651
ko:K02926	pag:PLES_06661
ko:K02892	pag:PLES_06671
ko:K02886	pag:PLES_06681
ko:K03414	pag:PLES_39561
ko:K03413	pag:PLES_39571
ko:K02405	pag:PLES_39581
ko:K04562	pag:PLES_39591
ko:K02404	pag:PLES_39601
ko:K02400	pag:PLES_39611
ko:K06872	pag:PLES_39621
ko:K06872	pag:PLES_39631
ko:K02401	pag:PLES_39641
ko:K02421	pag:PLES_39651
ko:K02420	pag:PLES_39661
ko:K02419	pag:PLES_39671
ko:K02418	pag:PLES_39681
ko:K02417	pag:PLES_39691
ko:K02416	pag:PLES_39701
ko:K02415	pag:PLES_39711
ko:K07039	pag:PLES_39741
ko:K09790	pag:PLES_39751
ko:K07644	pag:PLES_39761
ko:K07665	pag:PLES_39771
ko:K03827	pag:PLES_39861
ko:K01652	pag:PLES_39961
ko:K11073	pag:PLES_40031
ko:K06969	pag:PLES_40061
ko:K01118	pag:PLES_45581
ko:K02014	pag:PLES_45621
ko:K01338	pag:PLES_45641
ko:K03474	pag:PLES_45701
ko:K03584	pag:PLES_45711
ko:K03595	pag:PLES_45721
ko:K03685	pag:PLES_45731
ko:K03100	pag:PLES_45751
ko:K03596	pag:PLES_45761
ko:K03803	pag:PLES_45781
ko:K03598	pag:PLES_45791
ko:K03597	pag:PLES_45801
ko:K03088	pag:PLES_45811
ko:K00278	pag:PLES_45821
ko:K09159	pag:PLES_45831
ko:K06980	pag:PLES_45841
ko:K07649	pag:PLES_45861
ko:K07774	pag:PLES_45871
ko:K07795	pag:PLES_45891
ko:K07120	pag:PLES_45921
ko:K03648	pag:PLES_45931
ko:K00140	pag:PLES_45961
ko:K02965	pag:PLES_06691
ko:K02890	pag:PLES_06701
ko:K02982	pag:PLES_06711
ko:K02878	pag:PLES_06721
ko:K02904	pag:PLES_06731
ko:K02961	pag:PLES_06741
ko:K02874	pag:PLES_06751
ko:K02895	pag:PLES_06761
ko:K02931	pag:PLES_06771
ko:K02954	pag:PLES_06781
ko:K02994	pag:PLES_06791
ko:K02933	pag:PLES_06801
ko:K02881	pag:PLES_06811
ko:K02988	pag:PLES_06821
ko:K02907	pag:PLES_06831
ko:K02876	pag:PLES_06841
ko:K03076	pag:PLES_06851
ko:K02952	pag:PLES_06861
ko:K02948	pag:PLES_06871
ko:K02986	pag:PLES_06881
ko:K03040	pag:PLES_06891
ko:K02879	pag:PLES_06901
ko:K03781	pag:PLES_06911
ko:K03594	pag:PLES_06921
ko:K03701	pag:PLES_06931
ko:K03111	pag:PLES_06951
ko:K01626	pag:PLES_07151
ko:K01921	pag:PLES_07261
ko:K02836	pag:PLES_12821
ko:K04567	pag:PLES_12841
ko:K01595	pag:PLES_12971
ko:K00939	pag:PLES_12981
ko:K09914	pag:PLES_13101
ko:K00631	pag:PLES_13111
ko:K02426	pag:PLES_13161
ko:K09780	pag:PLES_18651
ko:K06190	pag:PLES_18661
ko:K07053	pag:PLES_18671
ko:K05896	pag:PLES_18691
ko:K06024	pag:PLES_18701
ko:K00134	pag:PLES_18731
ko:K01690	pag:PLES_18741
ko:K00845	pag:PLES_18751
ko:K07267	pag:PLES_18821
ko:K00036	pag:PLES_18851
ko:K01057	pag:PLES_18861
ko:K01625	pag:PLES_18871
ko:K06178	pag:PLES_18891
ko:K03312	pag:PLES_18921
ko:K08963	pag:PLES_18991
ko:K02469	pag:PLES_19001
ko:K00831	pag:PLES_19011
ko:K00817	pag:PLES_19031
ko:K01756	pag:PLES_24761
ko:K07153	pag:PLES_24781
ko:K00566	pag:PLES_24791
ko:K00031	pag:PLES_24811
ko:K00031	pag:PLES_24821
ko:K03704	pag:PLES_24831
ko:K06891	pag:PLES_24841
ko:K03694	pag:PLES_24851
ko:K02518	pag:PLES_24861
ko:K00684	pag:PLES_24881
ko:K00384	pag:PLES_24891
ko:K02453	pag:PLES_34551
ko:K02452	pag:PLES_34561
ko:K02020	pag:PLES_34611
ko:K02018	pag:PLES_34621
ko:K09781	pag:PLES_34671
ko:K00404	pag:PLES_34681
ko:K09984	pag:PLES_34761
ko:K07400	pag:PLES_34781
ko:K00548	pag:PLES_34821
ko:K06941	pag:PLES_34861
ko:K00381	pag:PLES_34891
ko:K06076	pag:PLES_40241
ko:K00432	pag:PLES_40251
ko:K02233	pag:PLES_40311
ko:K00768	pag:PLES_40331
ko:K02231	pag:PLES_40341
ko:K02232	pag:PLES_40351
ko:K02225	pag:PLES_40361
ko:K02227	pag:PLES_40371
ko:K04719	pag:PLES_40381
ko:K03543	pag:PLES_40721
ko:K07118	pag:PLES_46021
ko:K03824	pag:PLES_46191
ko:K03559	pag:PLES_46361
ko:K03561	pag:PLES_46371
ko:K02454	pag:PLES_46441
ko:K00042	pag:PLES_39121
ko:K11743	pag:PLES_37871
ko:K00130	pag:PLES_57681
ko:K04051	pag:PLES_36091
ko:K04059	pag:PLES_36261
ko:K01851	pag:PLES_06961
ko:K00484	pag:PLES_08841
ko:K01897	pag:PLES_17671
ko:K11720	pag:PLES_11471
ko:K07637	pag:PLES_41411
ko:K05794	pag:PLES_27451
ko:K00137	pag:PLES_30941
ko:K01259	pag:PLES_54701
ko:K12262	pag:PLES_43981
ko:K00316	pag:PLES_12691
ko:K00974	pag:PLES_05811
ko:K12252	pag:PLES_53641
ko:K03229	pag:PLES_36361
ko:K00059	pag:PLES_35001
ko:K06895	pag:PLES_47441
ko:K03087	pag:PLES_14131
ko:K00019	pag:PLES_33201
ko:K05349	pag:PLES_36031
ko:K02664	pag:PLES_54321
ko:K01784	pag:PLES_09081
ko:K02474	pag:PLES_19091
ko:K00104	pag:PLES_57501
ko:K02000	pag:PLES_57711
ko:K02000	pag:PLES_54841
ko:K02503	pag:PLES_06351
ko:K02503	pag:PLES_17711
ko:K18302	pag:PLES_13071
ko:K05685	pag:PLES_29121
ko:K01992	pag:PLES_13131
ko:K13590	pag:PLES_58831
ko:K02688	pag:PLES_31041
ko:K06183	pag:PLES_46121
ko:K01424	pag:PLES_30511
ko:K05520	pag:PLES_07561
ko:K00215	pag:PLES_51441
ko:K05520	pag:PLES_03521
ko:K13038	pag:PLES_57151
ko:K13288	pag:PLES_53371
ko:K00675	pag:PLES_52121
ko:K02116	pag:PLES_59571
ko:K13378	pag:PLES_24661
ko:K00297	pag:PLES_04281
ko:K12990	pag:PLES_41891
ko:K13926	pag:PLES_56251
ko:K13894	pag:PLES_32621
ko:K13893	pag:PLES_32631
ko:K02462	pag:PLES_19651
ko:K13766	pag:PLES_33101
ko:K07394	pag:PLES_03061
ko:K06867	pag:PLES_27971
ko:K06147	pag:PLES_42061
ko:K05343	pag:PLES_31741
ko:K13487	pag:PLES_12741
ko:K13482	pag:PLES_38051
ko:K01079	pag:PLES_53461
ko:K10816	pag:PLES_31301
ko:K13788	pag:PLES_44831
ko:K02657	pag:PLES_04061
ko:K03406	pag:PLES_24501
ko:K03406	pag:PLES_24521
ko:K03406	pag:PLES_01771
ko:K03406	pag:PLES_01811
ko:K03406	pag:PLES_21441
ko:K12339	pag:PLES_43841
ko:K00520	pag:PLES_26871
ko:K13061	pag:PLES_15361
ko:K12371	pag:PLES_48851
ko:K09945	pag:PLES_10231
ko:K07684	pag:PLES_10991
ko:K00951	pag:PLES_43821
ko:K01555	pag:PLES_33151
ko:K05789	pag:PLES_19081
ko:K00854	pag:PLES_29601
ko:K09806	pag:PLES_56841
ko:K12510	pag:PLES_46811
ko:K12685	pag:PLES_14981
ko:K00557	pag:PLES_51051
ko:K01897	pag:PLES_17661
ko:K13060	pag:PLES_39821
ko:K04085	pag:PLES_37651
ko:K00146	pag:PLES_09031
ko:K07397	pag:PLES_06321
ko:K00219	pag:PLES_19681
ko:K00799	pag:PLES_36721
ko:K12573	pag:PLES_53231
ko:K12511	pag:PLES_46801
ko:K07017	pag:PLES_24151
ko:K07114	pag:PLES_19871
ko:K07114	pag:PLES_19861
ko:K13930	pag:PLES_02041
ko:K13628	pag:PLES_11621
ko:K13934	pag:PLES_02081
ko:K13935	pag:PLES_02091
ko:K07221	pag:PLES_17881
ko:K13821	pag:PLES_45611
ko:K07497	pag:PLES_23481
ko:K01960	pag:PLES_58301
ko:K07130	pag:PLES_32401
ko:K03406	pag:PLES_33931
ko:K03406	pag:PLES_40611
ko:K03406	pag:PLES_46701
ko:K03406	pag:PLES_49011
ko:K03406	pag:PLES_36811
ko:K03406	pag:PLES_46881
ko:K03406	pag:PLES_27211
ko:K03406	pag:PLES_27311
ko:K03406	pag:PLES_37191
ko:K03406	pag:PLES_53011
ko:K03406	pag:PLES_54621
ko:K03406	pag:PLES_39901
ko:K03406	pag:PLES_50181
ko:K05834	pag:PLES_56431
ko:K15778	pag:PLES_57171
ko:K11383	pag:PLES_58801
ko:K00091	pag:PLES_50161
ko:K01267	pag:PLES_18201
ko:K08642	pag:PLES_34521
ko:K01802	pag:PLES_12651
ko:K13933	pag:PLES_02071
ko:K13928	pag:PLES_02121
ko:K13929	pag:PLES_02031
ko:K13932	pag:PLES_02061
ko:K02057	pag:PLES_01391
ko:K14058	pag:PLES_41171
ko:K14052	pag:PLES_32811
ko:K13789	pag:PLES_09331
ko:K02462	pag:PLES_46461
ko:K13953	pag:PLES_58221
ko:K01916	pag:PLES_53061
ko:K01055	pag:PLES_02281
ko:K01825	pag:PLES_20481
ko:K01782	pag:PLES_35921
ko:K13888	pag:PLES_29131
ko:K01534	pag:PLES_26991
ko:K12536	pag:PLES_16551
ko:K12537	pag:PLES_16561
ko:K12545	pag:PLES_16541
ko:K01534	pag:PLES_26261
ko:K12538	pag:PLES_16571
ko:K00455	pag:PLES_08471
ko:K05524	pag:PLES_14141
ko:K05524	pag:PLES_23891
ko:K13007	pag:PLES_19171
ko:K01697	pag:PLES_03971
ko:K07092	pag:PLES_51801
ko:K01856	pag:PLES_27861
ko:K01479	pag:PLES_18931
ko:K01479	pag:PLES_54811
ko:K12368	pag:PLES_48761
ko:K04774	pag:PLES_34951
ko:K04691	pag:PLES_48251
ko:K09934	pag:PLES_48701
ko:K12369	pag:PLES_48831
ko:K03574	pag:PLES_18881
ko:K03711	pag:PLES_51491
ko:K00799	pag:PLES_20251
ko:K03457	pag:PLES_04721
ko:K03457	pag:PLES_04401
ko:K00632	pag:PLES_21231
ko:K00632	pag:PLES_20491
ko:K07823	pag:PLES_02251
ko:K01487	pag:PLES_38071
ko:K06879	pag:PLES_22661
ko:K13895	pag:PLES_35191
ko:K00281	pag:PLES_28491
ko:K01491	pag:PLES_35331
ko:K00281	pag:PLES_56071
ko:K10954	pag:PLES_41201
ko:K01607	pag:PLES_02291
ko:K09982	pag:PLES_46181
ko:K00303	pag:PLES_58111
ko:K01077	pag:PLES_17701
ko:K06518	pag:PLES_16281
ko:K05845	pag:PLES_10881
ko:K02203	pag:PLES_35721
ko:K07679	pag:PLES_10301
ko:K07090	pag:PLES_45521
ko:K02508	pag:PLES_08511
ko:K08305	pag:PLES_48231
ko:K07216	pag:PLES_36541
ko:K03791	pag:PLES_08091
ko:K03791	pag:PLES_25621
