ko:K11897	eck:EC55989_3295
ko:K07735	eck:EC55989_3241
ko:K07447	eck:EC55989_3242
ko:K02798	eck:EC55989_4063
ko:K02799	eck:EC55989_4063
ko:K02800	eck:EC55989_4063
ko:K00009	eck:EC55989_4064
ko:K02562	eck:EC55989_4065
ko:K00427	eck:EC55989_4070
ko:K00101	eck:EC55989_4072
ko:K03216	eck:EC55989_4073
ko:K00640	eck:EC55989_4074
ko:K00057	eck:EC55989_4075
ko:K03071	eck:EC55989_4076
ko:K03676	eck:EC55989_4077
ko:K09798	eck:EC55989_4081
ko:K00639	eck:EC55989_4084
ko:K03274	eck:EC55989_4086
ko:K02843	eck:EC55989_4087
ko:K02841	eck:EC55989_4088
ko:K02848	eck:EC55989_4094
ko:K02844	eck:EC55989_4095
ko:K02849	eck:EC55989_4096
ko:K02527	eck:EC55989_4097
ko:K00954	eck:EC55989_4098
ko:K10563	eck:EC55989_4099
ko:K02913	eck:EC55989_4100
ko:K02902	eck:EC55989_4101
ko:K03630	eck:EC55989_4103
ko:K01520	eck:EC55989_4105
ko:K01788	eck:EC55989_4918
ko:K02821	eck:EC55989_4926
ko:K02822	eck:EC55989_4927
ko:K03475	eck:EC55989_4928
ko:K02429	eck:EC55989_4932
ko:K00852	eck:EC55989_4933
ko:K11534	eck:EC55989_4935
ko:K02168	eck:EC55989_4947
ko:K09824	eck:EC55989_4950
ko:K02013	eck:EC55989_4959
ko:K02015	eck:EC55989_4961
ko:K02015	eck:EC55989_4962
ko:K02016	eck:EC55989_4963
ko:K03088	eck:EC55989_4966
ko:K11754	eck:EC55989_2559
ko:K03574	eck:EC55989_0095
ko:K09936	eck:EC55989_1580
ko:K07119	eck:EC55989_1582
ko:K02014	eck:EC55989_1584
ko:K01821	eck:EC55989_1592
ko:K02575	eck:EC55989_1601
ko:K08350	eck:EC55989_1608
ko:K00027	eck:EC55989_1611
ko:K02032	eck:EC55989_1615
ko:K02031	eck:EC55989_1616
ko:K02034	eck:EC55989_1617
ko:K02033	eck:EC55989_1618
ko:K02035	eck:EC55989_1619
ko:K08641	eck:EC55989_1620
ko:K02769	eck:EC55989_2420
ko:K02770	eck:EC55989_2420
ko:K00882	eck:EC55989_2421
ko:K02768	eck:EC55989_2422
ko:K11183	eck:EC55989_2422
ko:K03291	eck:EC55989_2423
ko:K02356	eck:EC55989_2425
ko:K07552	eck:EC55989_2436
ko:K02897	eck:EC55989_2439
ko:K06899	eck:EC55989_2440
ko:K09904	eck:EC55989_2441
ko:K07014	eck:EC55989_2442
ko:K07685	eck:EC55989_2446
ko:K02200	eck:EC55989_2447
ko:K02199	eck:EC55989_2448
ko:K02198	eck:EC55989_2449
ko:K02197	eck:EC55989_2450
ko:K02196	eck:EC55989_2451
ko:K02195	eck:EC55989_2452
ko:K02194	eck:EC55989_2453
ko:K02193	eck:EC55989_2454
ko:K02569	eck:EC55989_2455
ko:K02568	eck:EC55989_2456
ko:K02573	eck:EC55989_2459
ko:K02567	eck:EC55989_2460
ko:K02570	eck:EC55989_2461
ko:K02572	eck:EC55989_2462
ko:K08276	eck:EC55989_2464
ko:K00116	eck:EC55989_2465
ko:K02669	eck:EC55989_3243
ko:K06997	eck:EC55989_3244
ko:K02221	eck:EC55989_3245
ko:K09131	eck:EC55989_3246
ko:K09923	eck:EC55989_3252
ko:K03439	eck:EC55989_3253
ko:K03575	eck:EC55989_3254
ko:K08306	eck:EC55989_3256
ko:K03289	eck:EC55989_3257
ko:K01581	eck:EC55989_3258
ko:K07150	eck:EC55989_3259
ko:K05501	eck:EC55989_4106
ko:K00762	eck:EC55989_4107
ko:K00989	eck:EC55989_4108
ko:K01972	eck:EC55989_4112
ko:K00942	eck:EC55989_4114
ko:K03060	eck:EC55989_4115
ko:K00556	eck:EC55989_4117
ko:K03655	eck:EC55989_4118
ko:K03312	eck:EC55989_4119
ko:K01811	eck:EC55989_4123
ko:K03291	eck:EC55989_4126
ko:K02073	eck:EC55989_4128
ko:K06901	eck:EC55989_4132
ko:K01486	eck:EC55989_4133
ko:K07784	eck:EC55989_4134
ko:K07783	eck:EC55989_4135
ko:K07686	eck:EC55989_4137
ko:K03826	eck:EC55989_4006
ko:K03704	eck:EC55989_4012
ko:K01879	eck:EC55989_4013
ko:K01878	eck:EC55989_4014
ko:K01805	eck:EC55989_4020
ko:K10543	eck:EC55989_4021
ko:K10545	eck:EC55989_4022
ko:K10544	eck:EC55989_4023
ko:K02529	eck:EC55989_4025
ko:K03796	eck:EC55989_4026
ko:K00880	eck:EC55989_4037
ko:K03833	eck:EC55989_4048
ko:K01042	eck:EC55989_4049
ko:K08151	eck:EC55989_4858
ko:K02609	eck:EC55989_1524
ko:K02610	eck:EC55989_1525
ko:K02611	eck:EC55989_1526
ko:K02612	eck:EC55989_1527
ko:K02613	eck:EC55989_1528
ko:K00074	eck:EC55989_1531
ko:K01912	eck:EC55989_1534
ko:K02616	eck:EC55989_1535
ko:K00981	eck:EC55989_1540
ko:K01118	eck:EC55989_1543
ko:K03578	eck:EC55989_1544
ko:K00134	eck:EC55989_1547
ko:K09794	eck:EC55989_1557
ko:K03304	eck:EC55989_1560
ko:K05782	eck:EC55989_1566
ko:K08303	eck:EC55989_1568
ko:K01991	eck:EC55989_2318
ko:K07289	eck:EC55989_2320
ko:K01494	eck:EC55989_2321
ko:K00876	eck:EC55989_2322
ko:K01247	eck:EC55989_2324
ko:K04046	eck:EC55989_2326
ko:K07799	eck:EC55989_2330
ko:K07788	eck:EC55989_2331
ko:K07789	eck:EC55989_2332
ko:K07664	eck:EC55989_2335
ko:K08303	eck:EC55989_2340
ko:K02775	eck:EC55989_2346
ko:K02774	eck:EC55989_2347
ko:K02773	eck:EC55989_2348
ko:K08302	eck:EC55989_2351
ko:K00878	eck:EC55989_2359
ko:K02437	eck:EC55989_3191
ko:K00605	eck:EC55989_3192
ko:K03185	eck:EC55989_3195
ko:K01262	eck:EC55989_3196
ko:K09895	eck:EC55989_3197
ko:K09888	eck:EC55989_3198
ko:K01807	eck:EC55989_3202
ko:K05596	eck:EC55989_3203
ko:K07588	eck:EC55989_3206
ko:K01653	eck:EC55989_4138
ko:K01652	eck:EC55989_4139
ko:K06871	eck:EC55989_4143
ko:K00389	eck:EC55989_4145
ko:K02749	eck:EC55989_4152
ko:K02750	eck:EC55989_4152
ko:K07085	eck:EC55989_4154
ko:K04081	eck:EC55989_4155
ko:K04080	eck:EC55989_4156
ko:K01686	eck:EC55989_4987
ko:K00040	eck:EC55989_4988
ko:K01305	eck:EC55989_4994
ko:K07559	eck:EC55989_4997
ko:K03427	eck:EC55989_5011
ko:K01153	eck:EC55989_5012
ko:K02317	eck:EC55989_5024
ko:K02471	eck:EC55989_1628
ko:K06871	eck:EC55989_1629
ko:K07347	eck:EC55989_1637
ko:K07345	eck:EC55989_1639
ko:K07154	eck:EC55989_1641
ko:K11216	eck:EC55989_1644
ko:K11531	eck:EC55989_1645
ko:K10558	eck:EC55989_1646
ko:K10556	eck:EC55989_1647
ko:K10557	eck:EC55989_1648
ko:K10555	eck:EC55989_1649
ko:K08321	eck:EC55989_1650
ko:K11530	eck:EC55989_1651
ko:K00598	eck:EC55989_1652
ko:K08994	eck:EC55989_1653
ko:K00041	eck:EC55989_1654
ko:K01425	eck:EC55989_1657
ko:K08159	eck:EC55989_1663
ko:K01223	eck:EC55989_1668
ko:K02759	eck:EC55989_1670
ko:K02761	eck:EC55989_1671
ko:K02760	eck:EC55989_1672
ko:K01284	eck:EC55989_1679
ko:K03919	eck:EC55989_2467
ko:K03734	eck:EC55989_2469
ko:K09475	eck:EC55989_2470
ko:K07676	eck:EC55989_2471
ko:K06894	eck:EC55989_2476
ko:K02469	eck:EC55989_2479
ko:K00525	eck:EC55989_2482
ko:K00526	eck:EC55989_2483
ko:K11107	eck:EC55989_2484
ko:K01126	eck:EC55989_2488
ko:K02445	eck:EC55989_2489
ko:K00111	eck:EC55989_2490
ko:K00112	eck:EC55989_2491
ko:K07806	eck:EC55989_2499
ko:K10012	eck:EC55989_2500
ko:K10011	eck:EC55989_2501
ko:K07264	eck:EC55989_2504
ko:K01911	eck:EC55989_2508
ko:K02549	eck:EC55989_2509
ko:K01661	eck:EC55989_2510
ko:K08680	eck:EC55989_2511
ko:K02551	eck:EC55989_2512
ko:K02552	eck:EC55989_2513
ko:K05594	eck:EC55989_2514
ko:K02348	eck:EC55989_2515
ko:K00784	eck:EC55989_2516
ko:K00883	eck:EC55989_4163
ko:K02470	eck:EC55989_4168
ko:K03629	eck:EC55989_4169
ko:K02338	eck:EC55989_4170
ko:K02313	eck:EC55989_4171
ko:K00113	eck:EC55989_2492
ko:K12265	eck:EC55989_2973
ko:K12136	eck:EC55989_2764
ko:K02778	eck:EC55989_1213
ko:K02779	eck:EC55989_1213
ko:K12142	eck:EC55989_2772
ko:K12113	eck:EC55989_3489
ko:K12147	eck:EC55989_1166
ko:K12148	eck:EC55989_1173
ko:K12149	eck:EC55989_1174
ko:K07304	eck:EC55989_4778
ko:K12144	eck:EC55989_2774
ko:K12145	eck:EC55989_2775
ko:K12146	eck:EC55989_2776
ko:K12111	eck:EC55989_3490
ko:K01079	eck:EC55989_5050
ko:K02483	eck:EC55989_2195
ko:K00632	eck:EC55989_2586
ko:K12289	eck:EC55989_3799
ko:K02654	eck:EC55989_3381
ko:K09810	eck:EC55989_1229
ko:K12266	eck:EC55989_2971
ko:K11922	eck:EC55989_0713
ko:K11991	eck:EC55989_2846
ko:K00703	eck:EC55989_3839
ko:K12264	eck:EC55989_2972
ko:K12340	eck:EC55989_3451
ko:K03533	eck:EC55989_1108
ko:K11085	eck:EC55989_0959
ko:K07307	eck:EC55989_0940
ko:K01784	eck:EC55989_0738
ko:K08325	eck:EC55989_3428
ko:K12299	eck:EC55989_3545
ko:K11921	eck:EC55989_0345
ko:K11892	eck:EC55989_0224
ko:K00832	eck:EC55989_4547
ko:K01628	eck:EC55989_3079
ko:K01096	eck:EC55989_1439
ko:K03892	eck:EC55989_3942
ko:K08348	eck:EC55989_1605
ko:K01270	eck:EC55989_0261
ko:K04091	eck:EC55989_0984
ko:K04781	eck:EC55989_2202
ko:K04785	eck:EC55989_2209
ko:K00575	eck:EC55989_2063
ko:K00299	eck:EC55989_0986
ko:K02574	eck:EC55989_2457
ko:K11941	eck:EC55989_1160
ko:K02554	eck:EC55989_0357
ko:K01485	eck:EC55989_0344
ko:K12141	eck:EC55989_2771
ko:K11178	eck:EC55989_0290
ko:K12152	eck:EC55989_1247
ko:K03810	eck:EC55989_1181
ko:K07251	eck:EC55989_1218
ko:K01835	eck:EC55989_0675
ko:K01840	eck:EC55989_2304
ko:K11937	eck:EC55989_1132
ko:K12262	eck:EC55989_1548
ko:K02357	eck:EC55989_0164
ko:K09903	eck:EC55989_0165
ko:K02838	eck:EC55989_0166
ko:K00099	eck:EC55989_0167
ko:K00806	eck:EC55989_0168
ko:K00981	eck:EC55989_0169
ko:K07277	eck:EC55989_0171
ko:K06142	eck:EC55989_0172
ko:K02536	eck:EC55989_0173
ko:K02372	eck:EC55989_0174
ko:K00677	eck:EC55989_0175
ko:K03470	eck:EC55989_0177
ko:K02337	eck:EC55989_0178
ko:K01962	eck:EC55989_0179
ko:K06204	eck:EC55989_0139
ko:K06206	eck:EC55989_0140
ko:K01975	eck:EC55989_0141
ko:K03579	eck:EC55989_0142
ko:K05365	eck:EC55989_0143
ko:K02014	eck:EC55989_0144
ko:K02013	eck:EC55989_0145
ko:K02016	eck:EC55989_0146
ko:K02015	eck:EC55989_0147
ko:K01845	eck:EC55989_0148
ko:K03281	eck:EC55989_0149
ko:K01129	eck:EC55989_0155
ko:K02647	eck:EC55989_0157
ko:K03521	eck:EC55989_0041
ko:K03522	eck:EC55989_0042
ko:K00313	eck:EC55989_0043
ko:K00287	eck:EC55989_0048
ko:K01525	eck:EC55989_0049
ko:K03562	eck:EC55989_0722
ko:K03560	eck:EC55989_0723
ko:K03646	eck:EC55989_0724
ko:K03641	eck:EC55989_0725
ko:K03640	eck:EC55989_0726
ko:K03517	eck:EC55989_0729
ko:K03811	eck:EC55989_0730
ko:K01626	eck:EC55989_0733
ko:K01834	eck:EC55989_0734
ko:K01785	eck:EC55989_0735
ko:K00849	eck:EC55989_0736
ko:K05776	eck:EC55989_0739
ko:K02019	eck:EC55989_0741
ko:K02020	eck:EC55989_0743
ko:K02018	eck:EC55989_0744
ko:K03319	eck:EC55989_0752
ko:K06917	eck:EC55989_0518
ko:K01483	eck:EC55989_0520
ko:K01608	eck:EC55989_0522
ko:K01816	eck:EC55989_0523
ko:K00865	eck:EC55989_0528
ko:K02381	eck:EC55989_0532
ko:K00926	eck:EC55989_0535
ko:K01589	eck:EC55989_0536
ko:K01588	eck:EC55989_0537
ko:K03269	eck:EC55989_0538
ko:K01883	eck:EC55989_0540
ko:K07688	eck:EC55989_0549
ko:K07644	eck:EC55989_0561
ko:K07665	eck:EC55989_0562
ko:K07798	eck:EC55989_0565
ko:K10679	eck:EC55989_0569
ko:K04075	eck:EC55989_0182
ko:K07568	eck:EC55989_0414
ko:K00773	eck:EC55989_0415
ko:K03210	eck:EC55989_0416
ko:K03072	eck:EC55989_0417
ko:K03074	eck:EC55989_0418
ko:K05517	eck:EC55989_0420
ko:K07738	eck:EC55989_0423
ko:K00794	eck:EC55989_0425
ko:K03625	eck:EC55989_0426
ko:K00946	eck:EC55989_0427
ko:K01095	eck:EC55989_0428
ko:K01662	eck:EC55989_0430
ko:K00795	eck:EC55989_0431
ko:K03602	eck:EC55989_0432
ko:K03151	eck:EC55989_0434
ko:K03152	eck:EC55989_0435
ko:K00077	eck:EC55989_0436
ko:K09767	eck:EC55989_0437
ko:K02300	eck:EC55989_0443
ko:K02299	eck:EC55989_0444
ko:K02298	eck:EC55989_0445
ko:K02297	eck:EC55989_0446
ko:K08218	eck:EC55989_0447
ko:K06282	eck:EC55989_1080
ko:K06281	eck:EC55989_1081
ko:K03620	eck:EC55989_1082
ko:K03619	eck:EC55989_1084
ko:K03618	eck:EC55989_1085
ko:K00425	eck:EC55989_1086
ko:K00426	eck:EC55989_1087
ko:K01991	eck:EC55989_1091
ko:K03704	eck:EC55989_1097
ko:K03704	eck:EC55989_1100
ko:K07647	eck:EC55989_1103
ko:K07772	eck:EC55989_1105
ko:K03532	eck:EC55989_1106
ko:K07811	eck:EC55989_1107
ko:K05516	eck:EC55989_1110
ko:K04073	eck:EC55989_0358
ko:K01666	eck:EC55989_0359
ko:K09912	eck:EC55989_0361
ko:K01698	eck:EC55989_0376
ko:K01921	eck:EC55989_0386
ko:K00286	eck:EC55989_0395
ko:K09768	eck:EC55989_0396
ko:K00891	eck:EC55989_0397
ko:K09913	eck:EC55989_0400
ko:K03554	eck:EC55989_0402
ko:K00847	eck:EC55989_0403
ko:K03546	eck:EC55989_0405
ko:K03547	eck:EC55989_0406
ko:K07657	eck:EC55989_0407
ko:K07636	eck:EC55989_0408
ko:K03311	eck:EC55989_0410
ko:K06910	eck:EC55989_0816
ko:K00833	eck:EC55989_0817
ko:K01012	eck:EC55989_0818
ko:K02169	eck:EC55989_0820
ko:K01935	eck:EC55989_0821
ko:K03702	eck:EC55989_0822
ko:K03639	eck:EC55989_0824
ko:K03638	eck:EC55989_0825
ko:K03637	eck:EC55989_0826
ko:K03635	eck:EC55989_0828
ko:K06890	eck:EC55989_0829
ko:K06890	eck:EC55989_0830
ko:K06890	eck:EC55989_0831
ko:K07673	eck:EC55989_1320
ko:K02575	eck:EC55989_1321
ko:K00370	eck:EC55989_1322
ko:K00371	eck:EC55989_1323
ko:K00373	eck:EC55989_1324
ko:K00374	eck:EC55989_1325
ko:K01433	eck:EC55989_1327
ko:K09858	eck:EC55989_1328
ko:K07001	eck:EC55989_1329
ko:K00963	eck:EC55989_1331
ko:K03746	eck:EC55989_1332
ko:K00857	eck:EC55989_1333
ko:K09901	eck:EC55989_1345
ko:K06131	eck:EC55989_1346
ko:K09780	eck:EC55989_1349
ko:K03832	eck:EC55989_1350
ko:K10806	eck:EC55989_1351
ko:K06190	eck:EC55989_1352
ko:K07275	eck:EC55989_1354
ko:K07337	eck:EC55989_1217
ko:K01207	eck:EC55989_1219
ko:K07000	eck:EC55989_1220
ko:K03885	eck:EC55989_1221
ko:K03723	eck:EC55989_1226
ko:K09808	eck:EC55989_1228
ko:K09808	eck:EC55989_1230
ko:K11069	eck:EC55989_1235
ko:K11070	eck:EC55989_1236
ko:K11071	eck:EC55989_1237
ko:K01258	eck:EC55989_1240
ko:K07660	eck:EC55989_1243
ko:K01756	eck:EC55989_1244
ko:K07153	eck:EC55989_1245
ko:K00566	eck:EC55989_1246
ko:K06181	eck:EC55989_1248
ko:K00031	eck:EC55989_1249
ko:K00058	eck:EC55989_3200
ko:K11177	eck:EC55989_0289
ko:K05835	eck:EC55989_4300
ko:K08161	eck:EC55989_1167
ko:K08163	eck:EC55989_4180
ko:K03711	eck:EC55989_0669
ko:K03636	eck:EC55989_0827
ko:K11891	eck:EC55989_3284
ko:K11902	eck:EC55989_3289
ko:K11900	eck:EC55989_3339
ko:K11896	eck:EC55989_0229
ko:K09934	eck:EC55989_2477
ko:K07592	eck:EC55989_3535
ko:K03972	eck:EC55989_1471
ko:K06934	eck:EC55989_3216
ko:K11747	eck:EC55989_3754
ko:K11750	eck:EC55989_0263
ko:K01420	eck:EC55989_1498
ko:K02824	eck:EC55989_2782
ko:K10708	eck:EC55989_3777
ko:K02414	eck:EC55989_2163
ko:K11903	eck:EC55989_0235
ko:K01759	eck:EC55989_1819
ko:K07454	eck:EC55989_4903
ko:K07126	eck:EC55989_0636
ko:K09251	eck:EC55989_3487
ko:K02436	eck:EC55989_2344
ko:K05875	eck:EC55989_2065
ko:K04775	eck:EC55989_1763
ko:K04334	eck:EC55989_1155
ko:K09470	eck:EC55989_1459
ko:K00262	eck:EC55989_1928
ko:K11749	eck:EC55989_0170
ko:K03208	eck:EC55989_2306
ko:K04335	eck:EC55989_1154
ko:K11744	eck:EC55989_1766
ko:K07470	eck:EC55989_2268
ko:K03719	eck:EC55989_0934
ko:K11742	eck:EC55989_1764
ko:K11743	eck:EC55989_1765
ko:K04333	eck:EC55989_1153
ko:K08682	eck:EC55989_0413
ko:K07782	eck:EC55989_2137
ko:K07637	eck:EC55989_1242
ko:K11755	eck:EC55989_2285
ko:K00228	eck:EC55989_2725
ko:K02598	eck:EC55989_3773
ko:K03279	eck:EC55989_4091
ko:K12974	eck:EC55989_2674
ko:K09946	eck:EC55989_2337
ko:K13288	eck:EC55989_4719
ko:K12975	eck:EC55989_3997
ko:K02458	eck:EC55989_3373
ko:K12962	eck:EC55989_2505
ko:K13069	eck:EC55989_1622
ko:K02851	eck:EC55989_4256
ko:K01460	eck:EC55989_3404
ko:K00906	eck:EC55989_4501
ko:K01534	eck:EC55989_3877
ko:K03316	eck:EC55989_4560
ko:K04016	eck:EC55989_4569
ko:K04017	eck:EC55989_4570
ko:K01467	eck:EC55989_4707
ko:K02057	eck:EC55989_4788
ko:K12684	eck:EC55989_3279
ko:K12684	eck:EC55989_4660
ko:K12684	eck:EC55989_4682
ko:K12687	eck:EC55989_3357
ko:K06905	eck:EC55989_2130
ko:K08485	eck:EC55989_3624
ko:K01176	eck:EC55989_4028
ko:K01654	eck:EC55989_2295
ko:K00854	eck:EC55989_4019
ko:K06183	eck:EC55989_2437
ko:K12370	eck:EC55989_3993
ko:K00244	eck:EC55989_4711
ko:K00657	eck:EC55989_1749
ko:K07491	eck:EC55989_4764
ko:K02752	eck:EC55989_2977
ko:K02753	eck:EC55989_2977
ko:K07687	eck:EC55989_2472
ko:K04028	eck:EC55989_2736
ko:K12944	eck:EC55989_2497
ko:K13301	eck:EC55989_0093
ko:K00073	eck:EC55989_0531
ko:K14762	eck:EC55989_4067
ko:K01424	eck:EC55989_1936
ko:K13926	eck:EC55989_3892
ko:K07074	eck:EC55989_4510
ko:K02024	eck:EC55989_4527
ko:K00799	eck:EC55989_1803
ko:K11209	eck:EC55989_3405
ko:K01813	eck:EC55989_4381
ko:K00823	eck:EC55989_1464
ko:K03324	eck:EC55989_4505
ko:K06079	eck:EC55989_0187
ko:K05881	eck:EC55989_1294
ko:K01093	eck:EC55989_1088
ko:K01580	eck:EC55989_1625
ko:K11929	eck:EC55989_0265
ko:K07659	eck:EC55989_3813
ko:K03759	eck:EC55989_4606
ko:K03755	eck:EC55989_4607
ko:K06157	eck:EC55989_4823
ko:K04065	eck:EC55989_5037
ko:K11930	eck:EC55989_1104
ko:K11745	eck:EC55989_0047
ko:K11720	eck:EC55989_3395
ko:K00108	eck:EC55989_0313
ko:K11752	eck:EC55989_0424
ko:K11753	eck:EC55989_0024
ko:K11735	eck:EC55989_2931
ko:K09017	eck:EC55989_1124
ko:K11072	eck:EC55989_1238
ko:K01160	eck:EC55989_2626
ko:K04018	eck:EC55989_4571
ko:K04750	eck:EC55989_4597
ko:K12137	eck:EC55989_2765
ko:K01580	eck:EC55989_3962
ko:K03482	eck:EC55989_1673
ko:K04025	eck:EC55989_2727
ko:K09020	eck:EC55989_1122
ko:K07311	eck:EC55989_1754
ko:K12297	eck:EC55989_0997
ko:K12290	eck:EC55989_3798
ko:K00632	eck:EC55989_4320
ko:K12288	eck:EC55989_3800
ko:K11732	eck:EC55989_0567
ko:K11739	eck:EC55989_0553
ko:K07787	eck:EC55989_3912
ko:K00748	eck:EC55989_0176
ko:K06146	eck:EC55989_4822
ko:K07309	eck:EC55989_1752
ko:K07724	eck:EC55989_3606
ko:K04021	eck:EC55989_2735
ko:K12410	eck:EC55989_1232
ko:K07679	eck:EC55989_2663
ko:K09979	eck:EC55989_3574
ko:K01487	eck:EC55989_3170
ko:K07675	eck:EC55989_4136
ko:K08092	eck:EC55989_4032
ko:K11264	eck:EC55989_3207
ko:K02798	eck:EC55989_3226
ko:K01061	eck:EC55989_3417
ko:K01002	eck:EC55989_5021
ko:K00932	eck:EC55989_3532
ko:K01061	eck:EC55989_4307
ko:K00124	eck:EC55989_4370
ko:K05711	eck:EC55989_2827
ko:K03487	eck:EC55989_2976
ko:K11202	eck:EC55989_4377
ko:K11203	eck:EC55989_4377
ko:K11208	eck:EC55989_1587
ko:K11736	eck:EC55989_0411
ko:K07473	eck:EC55989_0250
ko:K11737	eck:EC55989_4768
ko:K05877	eck:EC55989_2064
ko:K01491	eck:EC55989_0543
ko:K02790	eck:EC55989_1788
ko:K02791	eck:EC55989_1788
ko:K06889	eck:EC55989_1492
ko:K12372	eck:EC55989_3991
ko:K07263	eck:EC55989_1626
ko:K13053	eck:EC55989_1007
ko:K02455	eck:EC55989_3376
ko:K04336	eck:EC55989_1156
ko:K04783	eck:EC55989_2211
ko:K05595	eck:EC55989_1664
ko:K05368	eck:EC55989_4319
ko:K12525	eck:EC55989_4422
ko:K12500	eck:EC55989_0457
ko:K02847	eck:EC55989_4089
ko:K07027	eck:EC55989_0832
ko:K02478	eck:EC55989_2375
ko:K02478	eck:EC55989_2676
ko:K08992	eck:EC55989_1440
ko:K03970	eck:EC55989_1468
ko:K03971	eck:EC55989_1470
ko:K03817	eck:EC55989_1558
ko:K01582	eck:EC55989_0180
ko:K01150	eck:EC55989_3238
ko:K04774	eck:EC55989_1429
ko:K01497	eck:EC55989_1438
ko:K04020	eck:EC55989_2738
ko:K03819	eck:EC55989_2314
ko:K13051	eck:EC55989_0873
ko:K13292	eck:EC55989_3104
ko:K12961	eck:EC55989_3569
ko:K12963	eck:EC55989_2506
ko:K00247	eck:EC55989_4708
ko:K02681	eck:EC55989_3099
ko:K13014	eck:EC55989_2502
ko:K10804	eck:EC55989_0507
ko:K06889	eck:EC55989_2820
ko:K01011	eck:EC55989_2806
ko:K00626	eck:EC55989_3121
ko:K04772	eck:EC55989_3647
ko:K07642	eck:EC55989_2334
ko:K11939	eck:EC55989_0857
ko:K02099	eck:EC55989_0062
ko:K09476	eck:EC55989_0978
ko:K11685	eck:EC55989_2937
ko:K03760	eck:EC55989_4605
ko:K07796	eck:EC55989_3915
ko:K08314	eck:EC55989_4429
ko:K12151	eck:EC55989_1224
ko:K00884	eck:EC55989_1231
ko:K04771	eck:EC55989_0156
ko:K01139	eck:EC55989_4116
ko:K01048	eck:EC55989_4302
ko:K02058	eck:EC55989_2834
ko:K01271	eck:EC55989_4322
ko:K00060	eck:EC55989_4083
ko:K11896	eck:EC55989_3322
ko:K01739	eck:EC55989_4421
ko:K11892	eck:EC55989_3285
ko:K11893	eck:EC55989_3287
ko:K11903	eck:EC55989_3335
ko:K00821	eck:EC55989_3765
ko:K02173	eck:EC55989_3221
ko:K00568	eck:EC55989_2480
ko:K11920	eck:EC55989_0551
ko:K03425	eck:EC55989_0619
ko:K11910	eck:EC55989_3324
ko:K02017	eck:EC55989_0745
ko:K11893	eck:EC55989_3338
ko:K11909	eck:EC55989_0222
ko:K11935	eck:EC55989_1135
ko:K11926	eck:EC55989_0264
ko:K00694	eck:EC55989_3980
ko:K01766	eck:EC55989_3089
ko:K11891	eck:EC55989_0220
ko:K11905	eck:EC55989_0230
ko:K11906	eck:EC55989_0226
ko:K11901	eck:EC55989_3298
ko:K06957	eck:EC55989_2755
ko:K02426	eck:EC55989_3090
ko:K11900	eck:EC55989_3297
ko:K11901	eck:EC55989_0233
ko:K11910	eck:EC55989_0221
ko:K10213	eck:EC55989_2415
ko:K03417	eck:EC55989_0338
ko:K11907	eck:EC55989_3283
ko:K11891	eck:EC55989_3325
ko:K11927	eck:EC55989_0841
ko:K12140	eck:EC55989_2770
ko:K12143	eck:EC55989_2773
ko:K11936	eck:EC55989_1133
ko:K11928	eck:EC55989_1126
ko:K03459	eck:EC55989_2777
ko:K11904	eck:EC55989_0236
ko:K03524	eck:EC55989_4459
ko:K01069	eck:EC55989_0211
ko:K11907	eck:EC55989_0223
ko:K11904	eck:EC55989_0560
ko:K10975	eck:EC55989_0525
ko:K11933	eck:EC55989_0917
ko:K11934	eck:EC55989_0858
ko:K03768	eck:EC55989_0539
ko:K12112	eck:EC55989_3491
ko:K11907	eck:EC55989_3334
ko:K04487	eck:EC55989_2815
ko:K11717	eck:EC55989_1847
ko:K03472	eck:EC55989_3215
ko:K11719	eck:EC55989_3617
ko:K11924	eck:EC55989_0860
ko:K11925	eck:EC55989_0067
ko:K06168	eck:EC55989_0656
ko:K11894	eck:EC55989_0227
ko:K11895	eck:EC55989_0228
ko:K08234	eck:EC55989_0181
ko:K11895	eck:EC55989_3321
ko:K11895	eck:EC55989_3293
ko:K11896	eck:EC55989_3294
ko:K11911	eck:EC55989_3315
ko:K11931	eck:EC55989_1134
ko:K11932	eck:EC55989_0600
ko:K01720	eck:EC55989_0340
ko:K01358	eck:EC55989_0451
ko:K01710	eck:EC55989_4260
ko:K08317	eck:EC55989_0592
ko:K01250	eck:EC55989_0645
ko:K03297	eck:EC55989_0772
ko:K03297	eck:EC55989_2156
ko:K11893	eck:EC55989_0225
ko:K10038	eck:EC55989_0853
ko:K07356	eck:EC55989_0547
ko:K07355	eck:EC55989_0548
ko:K06940	eck:EC55989_2424
ko:K07591	eck:EC55989_3536
ko:K06970	eck:EC55989_0851
ko:K07757	eck:EC55989_0867
ko:K02001	eck:EC55989_2946
ko:K02000	eck:EC55989_2945
ko:K00652	eck:EC55989_0819
ko:K01169	eck:EC55989_0603
ko:K05966	eck:EC55989_0605
ko:K06212	eck:EC55989_0949
ko:K03836	eck:EC55989_4179
ko:K04786	eck:EC55989_2208
ko:K04784	eck:EC55989_2207
ko:K05799	eck:EC55989_0106
ko:K00661	eck:EC55989_0472
ko:K08278	eck:EC55989_5066
ko:K16345	eck:EC55989_4121
ko:K00024	eck:EC55989_3649
ko:K00130	eck:EC55989_0314
ko:K07796	eck:EC55989_0563
ko:K07787	eck:EC55989_0566
