ko:K00477	rse:F504_3648
ko:K02230	rse:F504_4599
ko:K02188	rse:F504_4603
ko:K03394	rse:F504_4604
ko:K07664	rse:F504_4656
ko:K07642	rse:F504_4657
ko:K00428	rse:F504_4669
ko:K09165	rse:F504_4671
ko:K12543	rse:F504_4677
ko:K12541	rse:F504_4678
ko:K12542	rse:F504_4679
ko:K00874	rse:F504_4680
ko:K01753	rse:F504_4681
ko:K06015	rse:F504_4683
ko:K01625	rse:F504_4686
ko:K09712	rse:F504_4690
ko:K07638	rse:F504_4691
ko:K07659	rse:F504_4692
ko:K07799	rse:F504_4693
ko:K07788	rse:F504_4694
ko:K07789	rse:F504_4695
ko:K01057	rse:F504_5027
ko:K00036	rse:F504_5028
ko:K01690	rse:F504_5030
ko:K02275	rse:F504_5034
ko:K02276	rse:F504_5036
ko:K02276	rse:F504_5037
ko:K02029	rse:F504_5047
ko:K06901	rse:F504_5155
ko:K14232	rse:F504_rna32
ko:K14232	rse:F504_rna29
ko:K14219	rse:F504_rna31
ko:K14219	rse:F504_rna7
ko:K14228	rse:F504_rna26
ko:K14237	rse:F504_rna33
ko:K14237	rse:F504_rna25
ko:K14224	rse:F504_rna15
ko:K01990	rse:F504_2922
ko:K01980	rse:F504_rna22
ko:K01980	rse:F504_rna61
ko:K01980	rse:F504_rna53
ko:K01980	rse:F504_rna46
ko:K01985	rse:F504_rna47
ko:K01985	rse:F504_rna54
ko:K01985	rse:F504_rna62
ko:K01985	rse:F504_rna66
ko:K14578	rse:F504_1059
ko:K14218	rse:F504_rna56
ko:K14219	rse:F504_rna55
ko:K14227	rse:F504_rna20
ko:K14227	rse:F504_rna59
ko:K14227	rse:F504_rna51
ko:K14227	rse:F504_rna44
ko:K14228	rse:F504_rna41
ko:K14230	rse:F504_rna39
ko:K14225	rse:F504_rna4
ko:K07576	rse:F504_216
ko:K17686	rse:F504_3396
ko:K02480	rse:F504_24
ko:K03455	rse:F504_437
ko:K00647	rse:F504_450
ko:K00059	rse:F504_459
ko:K00851	rse:F504_465
ko:K00666	rse:F504_466
ko:K06988	rse:F504_1117
ko:K03386	rse:F504_1690
ko:K01760	rse:F504_1697
ko:K00626	rse:F504_1699
ko:K00626	rse:F504_1704
ko:K01507	rse:F504_2300
ko:K00059	rse:F504_2303
ko:K02010	rse:F504_2904
ko:K01523	rse:F504_2909
ko:K01496	rse:F504_2910
ko:K05595	rse:F504_2914
ko:K03406	rse:F504_3354
ko:K00799	rse:F504_3356
ko:K02116	rse:F504_3372
ko:K03711	rse:F504_3689
ko:K03776	rse:F504_3697
ko:K14162	rse:F504_4421
ko:K03286	rse:F504_4457
ko:K01679	rse:F504_4776
ko:K02674	rse:F504_4786
ko:K09983	rse:F504_5013
ko:K00845	rse:F504_5026
ko:K02274	rse:F504_5035
ko:K02510	rse:F504_1760
ko:K03294	rse:F504_1763
ko:K00127	rse:F504_2330
ko:K00124	rse:F504_2332
ko:K03593	rse:F504_2340
ko:K02067	rse:F504_2927
ko:K07491	rse:F504_2934
ko:K02665	rse:F504_2940
ko:K07213	rse:F504_3398
ko:K01724	rse:F504_3404
ko:K07117	rse:F504_3406
ko:K01119	rse:F504_3412
ko:K02050	rse:F504_3422
ko:K02049	rse:F504_3423
ko:K01243	rse:F504_3425
ko:K03830	rse:F504_3744
ko:K00059	rse:F504_3747
ko:K01784	rse:F504_4092
ko:K03406	rse:F504_4094
ko:K09705	rse:F504_4492
ko:K03406	rse:F504_4819
ko:K02030	rse:F504_5045
ko:K01480	rse:F504_5048
ko:K00135	rse:F504_5081
ko:K02510	rse:F504_5083
ko:K01026	rse:F504_497
ko:K06147	rse:F504_506
ko:K01262	rse:F504_540
ko:K05524	rse:F504_1139
ko:K02238	rse:F504_1145
ko:K01826	rse:F504_2377
ko:K02303	rse:F504_2378
ko:K02051	rse:F504_3441
ko:K07052	rse:F504_3452
ko:K02028	rse:F504_3458
ko:K02030	rse:F504_3460
ko:K03406	rse:F504_3462
ko:K07098	rse:F504_3794
ko:K15727	rse:F504_4158
ko:K03406	rse:F504_4172
ko:K10439	rse:F504_4173
ko:K05712	rse:F504_4517
ko:K01692	rse:F504_4550
ko:K01596	rse:F504_19
ko:K01759	rse:F504_551
ko:K00523	rse:F504_2393
ko:K00799	rse:F504_3042
ko:K02843	rse:F504_578
ko:K03406	rse:F504_1182
ko:K03406	rse:F504_1183
ko:K01092	rse:F504_1187
ko:K02533	rse:F504_1188
ko:K03768	rse:F504_1191
ko:K01885	rse:F504_1206
ko:K07019	rse:F504_576
ko:K00626	rse:F504_294
ko:K00548	rse:F504_315
ko:K00548	rse:F504_316
ko:K01692	rse:F504_325
ko:K00568	rse:F504_875
ko:K03286	rse:F504_877
ko:K04517	rse:F504_883
ko:K08305	rse:F504_897
ko:K00088	rse:F504_1476
ko:K01297	rse:F504_1494
ko:K07161	rse:F504_1508
ko:K03519	rse:F504_1510
ko:K03518	rse:F504_1512
ko:K00854	rse:F504_2082
ko:K03743	rse:F504_2697
ko:K00856	rse:F504_2718
ko:K03406	rse:F504_2725
ko:K02463	rse:F504_3135
ko:K02454	rse:F504_3137
ko:K13953	rse:F504_3153
ko:K06910	rse:F504_3514
ko:K15727	rse:F504_3837
ko:K15725	rse:F504_3838
ko:K15727	rse:F504_3873
ko:K15725	rse:F504_3874
ko:K07665	rse:F504_3876
ko:K13049	rse:F504_3879
ko:K00639	rse:F504_4244
ko:K00046	rse:F504_4255
ko:K00851	rse:F504_4256
ko:K00090	rse:F504_4257
ko:K02028	rse:F504_4270
ko:K02030	rse:F504_4271
ko:K07665	rse:F504_4568
ko:K07126	rse:F504_4594
ko:K03404	rse:F504_4600
ko:K03399	rse:F504_4601
ko:K00383	rse:F504_15
ko:K07657	rse:F504_20
ko:K07025	rse:F504_39
ko:K02035	rse:F504_51
ko:K02433	rse:F504_601
ko:K00121	rse:F504_619
ko:K03406	rse:F504_620
ko:K00799	rse:F504_621
ko:K06889	rse:F504_633
ko:K06221	rse:F504_638
ko:K02051	rse:F504_1224
ko:K02049	rse:F504_1225
ko:K02050	rse:F504_1226
ko:K03087	rse:F504_1233
ko:K00616	rse:F504_1257
ko:K17213	rse:F504_1269
ko:K07657	rse:F504_1829
ko:K02427	rse:F504_1838
ko:K13953	rse:F504_1857
ko:K06221	rse:F504_1862
ko:K07054	rse:F504_2445
ko:K00567	rse:F504_2448
ko:K05845	rse:F504_2458
ko:K05846	rse:F504_2458
ko:K00135	rse:F504_32
ko:K03711	rse:F504_55
ko:K02433	rse:F504_64
ko:K00974	rse:F504_94
ko:K07343	rse:F504_99
ko:K02657	rse:F504_681
ko:K02658	rse:F504_682
ko:K02659	rse:F504_683
ko:K02660	rse:F504_685
ko:K02487	rse:F504_686
ko:K06596	rse:F504_686
ko:K06183	rse:F504_688
ko:K01525	rse:F504_695
ko:K00010	rse:F504_1274
ko:K05814	rse:F504_1294
ko:K05815	rse:F504_1295
ko:K05816	rse:F504_1296
ko:K02342	rse:F504_1871
ko:K02033	rse:F504_1881
ko:K02035	rse:F504_1885
ko:K00939	rse:F504_2479
ko:K00567	rse:F504_2489
ko:K04763	rse:F504_2490
ko:K07116	rse:F504_2493
ko:K02067	rse:F504_336
ko:K07258	rse:F504_348
ko:K09806	rse:F504_361
ko:K02821	rse:F504_368
ko:K11189	rse:F504_369
ko:K08483	rse:F504_370
ko:K01834	rse:F504_375
ko:K06013	rse:F504_920
ko:K00799	rse:F504_955
ko:K00652	rse:F504_1523
ko:K02428	rse:F504_2117
ko:K00784	rse:F504_2119
ko:K02056	rse:F504_2130
ko:K00059	rse:F504_2143
ko:K11085	rse:F504_2158
ko:K02653	rse:F504_2754
ko:K03574	rse:F504_2759
ko:K02014	rse:F504_3555
ko:K02030	rse:F504_3886
ko:K02028	rse:F504_3888
ko:K02510	rse:F504_3901
ko:K02014	rse:F504_3908
ko:K02014	rse:F504_3911
ko:K04750	rse:F504_4625
ko:K00568	rse:F504_4629
ko:K02017	rse:F504_4642
ko:K06988	rse:F504_4644
ko:K00575	rse:F504_4871
ko:K10531	rse:F504_4890
ko:K18929	rse:F504_1727
ko:K01077	rse:F504_106
ko:K04750	rse:F504_115
ko:K03153	rse:F504_119
ko:K02674	rse:F504_737
ko:K02674	rse:F504_742
ko:K03560	rse:F504_751
ko:K03177	rse:F504_1321
ko:K01424	rse:F504_1337
ko:K03635	rse:F504_1364
ko:K08086	rse:F504_1933
ko:K00241	rse:F504_1945
ko:K02035	rse:F504_1957
ko:K00799	rse:F504_1963
ko:K00970	rse:F504_2524
ko:K06857	rse:F504_2529
ko:K03342	rse:F504_2530
ko:K01479	rse:F504_2542
ko:K03442	rse:F504_2564
ko:K00058	rse:F504_17
ko:K02274	rse:F504_384
ko:K02258	rse:F504_386
ko:K15578	rse:F504_400
ko:K15577	rse:F504_401
ko:K10563	rse:F504_420
ko:K06023	rse:F504_426
ko:K02806	rse:F504_427
ko:K03616	rse:F504_970
ko:K00852	rse:F504_978
ko:K10440	rse:F504_980
ko:K10439	rse:F504_982
ko:K04488	rse:F504_985
ko:K13628	rse:F504_986
ko:K06179	rse:F504_1009
ko:K06147	rse:F504_1580
ko:K06147	rse:F504_1581
ko:K02052	rse:F504_1596
ko:K02055	rse:F504_1599
ko:K01409	rse:F504_2178
ko:K01011	rse:F504_2185
ko:K16267	rse:F504_2187
ko:K00882	rse:F504_2791
ko:K02033	rse:F504_2797
ko:K02035	rse:F504_2798
ko:K01692	rse:F504_2800
ko:K00619	rse:F504_3591
ko:K02454	rse:F504_3600
ko:K02030	rse:F504_3628
ko:K01259	rse:F504_3636
ko:K04093	rse:F504_3637
ko:K02414	rse:F504_3937
ko:K00647	rse:F504_3971
ko:K00059	rse:F504_3973
ko:K00647	rse:F504_3975
ko:K04073	rse:F504_4323
ko:K03227	rse:F504_4359
ko:K03333	rse:F504_4662
ko:K03299	rse:F504_4685
ko:K02858	rse:F504_4687
ko:K01607	rse:F504_4942
ko:K00819	rse:F504_170
ko:K07304	rse:F504_784
ko:K00666	rse:F504_799
ko:K07232	rse:F504_801
ko:K00101	rse:F504_1373
ko:K04091	rse:F504_1381
ko:K01560	rse:F504_1405
ko:K01515	rse:F504_2001
ko:K02674	rse:F504_2577
ko:K07346	rse:F504_2609
ko:K00758	rse:F504_219
ko:K06889	rse:F504_221
ko:K01974	rse:F504_243
ko:K01561	rse:F504_273
ko:K14761	rse:F504_809
ko:K02014	rse:F504_822
ko:K04085	rse:F504_832
ko:K00799	rse:F504_837
ko:K01439	rse:F504_1434
ko:K00674	rse:F504_1437
ko:K02004	rse:F504_2044
ko:K02030	rse:F504_2056
ko:K02028	rse:F504_2059
ko:K00799	rse:F504_2645
ko:K02014	rse:F504_2654
ko:K03711	rse:F504_2673
ko:K01104	rse:F504_4184
ko:K00374	rse:F504_4226
ko:K00059	rse:F504_1020
ko:K00046	rse:F504_1626
ko:K00626	rse:F504_1628
ko:K07305	rse:F504_1642
ko:K03769	rse:F504_1645
ko:K01989	rse:F504_1649
ko:K05832	rse:F504_1650
ko:K05833	rse:F504_1651
ko:K02052	rse:F504_1655
ko:K02055	rse:F504_1656
ko:K02030	rse:F504_2218
ko:K02028	rse:F504_2221
ko:K02454	rse:F504_2265
ko:K02014	rse:F504_2853
ko:K17223	rse:F504_3296
ko:K09004	rse:F504_3298
ko:K08738	rse:F504_3301
ko:K00700	rse:F504_3679
ko:K03386	rse:F504_3686
ko:K03307	rse:F504_4004
ko:K06945	rse:F504_4029
ko:K03406	rse:F504_4379
ko:K01708	rse:F504_4389
ko:K03535	rse:F504_4391
ko:K02014	rse:F504_4409
ko:K05524	rse:F504_4413
ko:K03776	rse:F504_4720
ko:K03455	rse:F504_4966
ko:K07346	rse:F504_4969
ko:K00368	rse:F504_4973
ko:K02049	rse:F504_4977
ko:K02050	rse:F504_4978
ko:K02051	rse:F504_4979
ko:K06986	rse:F504_5149
ko:K10111	rse:F504_2095
ko:K14230	rse:F504_rna3
ko:K14230	rse:F504_rna27
ko:K14230	rse:F504_rna28
ko:K14229	rse:F504_rna5
ko:K14222	rse:F504_rna6
ko:K14222	rse:F504_rna10
ko:K14225	rse:F504_rna8
ko:K14225	rse:F504_rna9
ko:K14233	rse:F504_rna13
ko:K14233	rse:F504_rna34
ko:K14218	rse:F504_rna21
ko:K14231	rse:F504_rna1
ko:K14223	rse:F504_rna2
ko:K14229	rse:F504_rna11
ko:K14233	rse:F504_rna40
ko:K00102	rse:F504_2566
ko:K01659	rse:F504_3572
ko:K10621	rse:F504_4329
ko:K00042	rse:F504_3328
ko:K00537	rse:F504_3313
ko:K13543	rse:F504_2309
ko:K19745	rse:F504_2820
ko:K05540	rse:F504_535
ko:K03767	rse:F504_1192
ko:K06518	rse:F504_2571
ko:K07684	rse:F504_4223
ko:K03566	rse:F504_2687
ko:K03566	rse:F504_346
ko:K03566	rse:F504_4294
ko:K07263	rse:F504_408
ko:K07263	rse:F504_409
ko:K01069	rse:F504_1848
ko:K01658	rse:F504_2810
ko:K17838	rse:F504_3535
ko:K02768	rse:F504_2790
ko:K08483	rse:F504_2790
ko:K11183	rse:F504_2790
ko:K00128	rse:F504_172
ko:K00128	rse:F504_2302
ko:K00128	rse:F504_5055
ko:K01183	rse:F504_3716
ko:K00254	rse:F504_1720
ko:K00821	rse:F504_2394
ko:K02614	rse:F504_2802
ko:K01187	rse:F504_1051
ko:K18139	rse:F504_4403
ko:K18139	rse:F504_9
ko:K01801	rse:F504_405
ko:K01505	rse:F504_4579
ko:K00956	rse:F504_2379
ko:K05973	rse:F504_973
ko:K01487	rse:F504_2052
ko:K00104	rse:F504_2568
ko:K15270	rse:F504_2184
ko:K07483	rse:F504_1479
ko:K07483	rse:F504_3146
ko:K07483	rse:F504_728
ko:K02809	rse:F504_4783
ko:K02810	rse:F504_4783
ko:K03719	rse:F504_2275
ko:K03719	rse:F504_4814
ko:K03719	rse:F504_906
ko:K01485	rse:F504_1747
ko:K07483	rse:F504_2272
ko:K00632	rse:F504_503
ko:K03772	rse:F504_1786
ko:K03772	rse:F504_803
ko:K07506	rse:F504_4652
ko:K17214	rse:F504_1271
ko:K18148	rse:F504_4519
ko:K11745	rse:F504_3117
ko:K00329	rse:F504_96
ko:K00356	rse:F504_96
ko:K22589	rse:F504_4987
ko:K02058	rse:F504_2133
ko:K18143	rse:F504_3757
ko:K01184	rse:F504_3802
ko:K01184	rse:F504_4338
ko:K18144	rse:F504_3756
ko:K03520	rse:F504_1511
ko:K03719	rse:F504_3123
ko:K03719	rse:F504_2727
ko:K03719	rse:F504_137
ko:K00020	rse:F504_4575
ko:K00317	rse:F504_4539
ko:K07782	rse:F504_4446
ko:K18243	rse:F504_1060
ko:K14581	rse:F504_1062
ko:K18242	rse:F504_1061
ko:K07090	rse:F504_4760
ko:K01533	rse:F504_1303
ko:K18235	rse:F504_3586
ko:K18235	rse:F504_3177
ko:K05874	rse:F504_4872
ko:K05874	rse:F504_1261
ko:K03406	rse:F504_4707
ko:K07344	rse:F504_1133
ko:K07483	rse:F504_4842
ko:K10916	rse:F504_2856
ko:K21345	rse:F504_330
ko:K19620	rse:F504_2661
ko:K05874	rse:F504_3745
ko:K03406	rse:F504_1503
ko:K18138	rse:F504_10
ko:K03406	rse:F504_1893
ko:K18376	rse:F504_5021
ko:K07165	rse:F504_2852
ko:K18383	rse:F504_3664
ko:K18379	rse:F504_4360
ko:K03406	rse:F504_4022
ko:K01617	rse:F504_4325
ko:K02554	rse:F504_4326
ko:K18373	rse:F504_4353
ko:K18369	rse:F504_208
ko:K00138	rse:F504_3151
ko:K18374	rse:F504_4352
ko:K08068	rse:F504_3859
ko:K18381	rse:F504_4356
ko:K01845	rse:F504_1815
ko:K10778	rse:F504_2513
ko:K13953	rse:F504_192
ko:K01810	rse:F504_2092
ko:K04754	rse:F504_4285
ko:K04078	rse:F504_4309
ko:K04043	rse:F504_4310
ko:K08086	rse:F504_3630
ko:K03088	rse:F504_5125
ko:K03088	rse:F504_5127
ko:K10001	rse:F504_4015
ko:K02001	rse:F504_1078
ko:K03719	rse:F504_2277
ko:K02014	rse:F504_4767
ko:K07107	rse:F504_1732
ko:K15125	rse:F504_4126
ko:K02358	rse:F504_3012
ko:K03704	rse:F504_4143
ko:K05799	rse:F504_2055
ko:K00108	rse:F504_3393
ko:K09472	rse:F504_2063
ko:K11904	rse:F504_3258
ko:K03462	rse:F504_4383
ko:K18480	rse:F504_337
ko:K11904	rse:F504_3476
ko:K11904	rse:F504_2863
ko:K11904	rse:F504_4045
ko:K00505	rse:F504_1861
ko:K00681	rse:F504_2443
ko:K00681	rse:F504_2854
ko:K00681	rse:F504_3715
ko:K10622	rse:F504_4328
ko:K18650	rse:F504_1633
ko:K18778	rse:F504_2757
ko:K18850	rse:F504_1175
ko:K18928	rse:F504_1728
ko:K18902	rse:F504_4079
ko:K18138	rse:F504_4402
ko:K18900	rse:F504_4082
ko:K09386	rse:F504_1507
ko:K02847	rse:F504_2162
ko:K07278	rse:F504_2345
ko:K18901	rse:F504_4080
ko:K18903	rse:F504_4078
ko:K03746	rse:F504_3998
ko:K15773	rse:F504_4749
ko:K03497	rse:F504_1099
ko:K03496	rse:F504_1108
ko:K03746	rse:F504_2880
ko:K03497	rse:F504_3373
ko:K03496	rse:F504_3374
ko:K04565	rse:F504_2328
ko:K03496	rse:F504_2349
ko:K03746	rse:F504_4095
ko:K07389	rse:F504_4122
ko:K03746	rse:F504_4166
ko:K03111	rse:F504_445
ko:K03205	rse:F504_1126
ko:K14060	rse:F504_1801
ko:K03169	rse:F504_73
ko:K03646	rse:F504_752
ko:K15269	rse:F504_162
ko:K15773	rse:F504_1489
ko:K03496	rse:F504_3490
ko:K03497	rse:F504_3491
ko:K03746	rse:F504_3534
ko:K03746	rse:F504_3220
ko:K02663	rse:F504_2942
ko:K07481	rse:F504_3546
ko:K07481	rse:F504_1869
ko:K07481	rse:F504_2087
ko:K07481	rse:F504_263
ko:K07481	rse:F504_2877
ko:K07481	rse:F504_4622
ko:K07481	rse:F504_4841
ko:K07481	rse:F504_842
ko:K07481	rse:F504_857
ko:K03761	rse:F504_3495
ko:K03761	rse:F504_3547
ko:K12240	rse:F504_1578
ko:K19055	rse:F504_2843
ko:K07483	rse:F504_2283
ko:K07483	rse:F504_2319
ko:K07483	rse:F504_5023
ko:K07483	rse:F504_3811
ko:K07050	rse:F504_951
ko:K00335	rse:F504_1368
ko:K03526	rse:F504_1241
ko:K07481	rse:F504_3088
ko:K07481	rse:F504_2461
ko:K07481	rse:F504_229
ko:K07481	rse:F504_4008
ko:K07481	rse:F504_4010
ko:K07481	rse:F504_3469
ko:K18979	rse:F504_2487
ko:K16898	rse:F504_1217
ko:K16899	rse:F504_1216
ko:K18981	rse:F504_4388
ko:K18376	rse:F504_4012
ko:K07481	rse:F504_4144
ko:K07481	rse:F504_4808
ko:K07481	rse:F504_5009
ko:K07481	rse:F504_3822
ko:K07481	rse:F504_2604
ko:K07481	rse:F504_2622
ko:K07481	rse:F504_283
ko:K07481	rse:F504_2864
ko:K07481	rse:F504_4182
ko:K07481	rse:F504_4465
ko:K07481	rse:F504_4816
ko:K07481	rse:F504_4817
ko:K07481	rse:F504_4936
ko:K07481	rse:F504_5024
ko:K07481	rse:F504_3580
ko:K00335	rse:F504_2011
ko:K00336	rse:F504_2010
ko:K02664	rse:F504_2941
ko:K07497	rse:F504_4024
ko:K07497	rse:F504_4023
ko:K05375	rse:F504_4584
ko:K05375	rse:F504_3609
ko:K07746	rse:F504_3244
ko:K20074	rse:F504_2115
ko:K06020	rse:F504_2845
ko:K19092	rse:F504_3199
ko:K07326	rse:F504_867
ko:K01167	rse:F504_2692
ko:K07746	rse:F504_3242
ko:K07326	rse:F504_3821
ko:K00344	rse:F504_2141
ko:K06992	rse:F504_469
ko:K19221	rse:F504_4609
ko:K19166	rse:F504_537
ko:K00344	rse:F504_2019
ko:K12979	rse:F504_1876
ko:K02032	rse:F504_2794
ko:K04772	rse:F504_2896
ko:K00499	rse:F504_2183
ko:K00571	rse:F504_1929
ko:K01239	rse:F504_2494
ko:K19225	rse:F504_4997
ko:K00571	rse:F504_3074
ko:K01710	rse:F504_696
ko:K07448	rse:F504_3467
ko:K02031	rse:F504_2795
ko:K02031	rse:F504_1883
ko:K03446	rse:F504_3895
ko:K07172	rse:F504_3026
ko:K04128	rse:F504_4958
ko:K01066	rse:F504_3672
ko:K01066	rse:F504_3359
ko:K19267	rse:F504_4374
ko:K07497	rse:F504_446
ko:K07497	rse:F504_5100
ko:K07497	rse:F504_5101
ko:K07497	rse:F504_5103
ko:K07497	rse:F504_5104
ko:K07497	rse:F504_2284
ko:K07497	rse:F504_2320
ko:K07497	rse:F504_5022
ko:K01066	rse:F504_1617
ko:K01785	rse:F504_2680
ko:K01785	rse:F504_1053
ko:K04771	rse:F504_1026
ko:K03722	rse:F504_1712
ko:K19338	rse:F504_4260
ko:K19342	rse:F504_4829
ko:K04771	rse:F504_5017
ko:K08217	rse:F504_3752
ko:K19337	rse:F504_5025
ko:K19339	rse:F504_4825
ko:K06867	rse:F504_800
ko:K06867	rse:F504_274
ko:K06867	rse:F504_1602
ko:K19340	rse:F504_4827
ko:K19341	rse:F504_4828
ko:K19302	rse:F504_3165
ko:K02650	rse:F504_570
ko:K02650	rse:F504_571
ko:K16713	rse:F504_4189
ko:K19622	rse:F504_2663
ko:K16712	rse:F504_4188
ko:K00525	rse:F504_209
ko:K00799	rse:F504_95
ko:K00525	rse:F504_2731
ko:K00992	rse:F504_542
ko:K07165	rse:F504_4368
ko:K19667	rse:F504_4200
ko:K05875	rse:F504_3159
ko:K07666	rse:F504_3843
ko:K07666	rse:F504_5020
ko:K19668	rse:F504_4041
ko:K19666	rse:F504_3332
ko:K07119	rse:F504_1623
ko:K19784	rse:F504_4965
ko:K00799	rse:F504_947
ko:K07107	rse:F504_5134
ko:K06131	rse:F504_496
ko:K11904	rse:F504_4596
ko:K11904	rse:F504_4483
ko:K02655	rse:F504_736
ko:K08084	rse:F504_735
ko:K09181	rse:F504_3553
ko:K07044	rse:F504_4169
ko:K08744	rse:F504_1041
ko:K02160	rse:F504_4265
ko:K06042	rse:F504_4602
ko:K02480	rse:F504_2268
ko:K15125	rse:F504_5010
ko:K00505	rse:F504_358
ko:K07147	rse:F504_2950
ko:K03710	rse:F504_3997
ko:K03577	rse:F504_4404
ko:K02029	rse:F504_5046
ko:K02004	rse:F504_4931
ko:K16080	rse:F504_1221
ko:K15777	rse:F504_16
ko:K19813	rse:F504_790
ko:K19804	rse:F504_890
ko:K08992	rse:F504_889
ko:K21636	rse:F504_4241
ko:K22209	rse:F504_1113
ko:K19954	rse:F504_4002
ko:K14731	rse:F504_463
ko:K20034	rse:F504_1640
ko:K09796	rse:F504_45
ko:K20035	rse:F504_904
ko:K20266	rse:F504_1132
ko:K20276	rse:F504_4676
ko:K20277	rse:F504_3335
ko:K20275	rse:F504_3334
ko:K13061	rse:F504_3331
ko:K00507	rse:F504_4430
ko:K00507	rse:F504_2410
ko:K20455	rse:F504_3571
ko:K20527	rse:F504_1128
ko:K20531	rse:F504_1134
ko:K20532	rse:F504_1135
ko:K20533	rse:F504_1136
ko:K09788	rse:F504_3570
ko:K20528	rse:F504_1129
ko:K20529	rse:F504_1130
ko:K20530	rse:F504_1131
ko:K20628	rse:F504_838
ko:K20712	rse:F504_1286
ko:K01179	rse:F504_3606
ko:K11529	rse:F504_4916
ko:K20757	rse:F504_2628
ko:K11529	rse:F504_515
ko:K07100	rse:F504_3899
ko:K19092	rse:F504_3243
ko:K01214	rse:F504_3678
ko:K19591	rse:F504_3395
ko:K21008	rse:F504_2231
ko:K21006	rse:F504_2233
ko:K21007	rse:F504_2232
ko:K21010	rse:F504_2229
ko:K21011	rse:F504_2228
ko:K13877	rse:F504_4392
ko:K21053	rse:F504_2051
ko:K21023	rse:F504_541
ko:K21009	rse:F504_2230
ko:K21006	rse:F504_3160
ko:K21012	rse:F504_2227
ko:K21029	rse:F504_373
ko:K00249	rse:F504_1971
ko:K00248	rse:F504_1627
ko:K00526	rse:F504_2730
ko:K06905	rse:F504_3075
ko:K06906	rse:F504_3076
ko:K06908	rse:F504_3079
ko:K06907	rse:F504_3080
ko:K06903	rse:F504_3086
ko:K03553	rse:F504_564
ko:K01520	rse:F504_2424
ko:K02314	rse:F504_1342
ko:K01185	rse:F504_861
ko:K03676	rse:F504_376
ko:K00287	rse:F504_925
ko:K00560	rse:F504_926
ko:K01185	rse:F504_3208
ko:K02316	rse:F504_2175
ko:K06919	rse:F504_3261
ko:K13522	rse:F504_4384
ko:K17733	rse:F504_4452
ko:K06905	rse:F504_1756
ko:K00558	rse:F504_3478
ko:K02335	rse:F504_2191
ko:K01139	rse:F504_2110
ko:K02032	rse:F504_1884
ko:K00249	rse:F504_3542
ko:K03862	rse:F504_3661
ko:K07005	rse:F504_3142
ko:K19221	rse:F504_2358
ko:K02483	rse:F504_562
ko:K02483	rse:F504_3454
ko:K02483	rse:F504_3034
ko:K21405	rse:F504_3152
ko:K03458	rse:F504_2071
ko:K03651	rse:F504_1595
ko:K21449	rse:F504_5090
ko:K22044	rse:F504_3039
ko:K21420	rse:F504_1723
ko:K01420	rse:F504_1312
ko:K01420	rse:F504_204
ko:K21563	rse:F504_4238
ko:K21699	rse:F504_5044
ko:K10026	rse:F504_1491
ko:K10914	rse:F504_4416
ko:K21645	rse:F504_507
ko:K00344	rse:F504_1229
ko:K00043	rse:F504_1618
ko:K21815	rse:F504_5001
ko:K21802	rse:F504_3665
ko:K21795	rse:F504_3173
ko:K21721	rse:F504_3906
ko:K21929	rse:F504_1412
ko:K21949	rse:F504_3907
ko:K22024	rse:F504_4003
ko:K22027	rse:F504_3657
ko:K03892	rse:F504_4051
ko:K00043	rse:F504_4216
ko:K03741	rse:F504_4052
ko:K22131	rse:F504_22
ko:K15576	rse:F504_402
ko:K01816	rse:F504_3327
ko:K22132	rse:F504_793
ko:K09022	rse:F504_4743
ko:K03595	rse:F504_1032
ko:K00090	rse:F504_1001
ko:K07183	rse:F504_403
ko:K00304	rse:F504_1073
ko:K00302	rse:F504_1074
ko:K08994	rse:F504_3464
ko:K22292	rse:F504_874
ko:K02257	rse:F504_393
ko:K03469	rse:F504_1850
ko:K00611	rse:F504_2501
ko:K13061	rse:F504_4445
ko:K11206	rse:F504_2559
ko:K22452	rse:F504_3562
ko:K01007	rse:F504_1468
