ko:K00130	bsus:Q433_16975
ko:K06394	bsus:Q433_13350
ko:K06393	bsus:Q433_13355
ko:K06392	bsus:Q433_13360
ko:K06391	bsus:Q433_13365
ko:K06390	bsus:Q433_13370
ko:K02356	bsus:Q433_13380
ko:K01262	bsus:Q433_13385
ko:K03786	bsus:Q433_13390
ko:K07001	bsus:Q433_13410
ko:K03800	bsus:Q433_13420
ko:K00283	bsus:Q433_13430
ko:K00282	bsus:Q433_13435
ko:K00605	bsus:Q433_13440
ko:K13280	bsus:Q433_13470
ko:K02249	bsus:Q433_13490
ko:K02248	bsus:Q433_13495
ko:K02247	bsus:Q433_13500
ko:K02246	bsus:Q433_13505
ko:K02245	bsus:Q433_13510
ko:K02244	bsus:Q433_13515
ko:K02243	bsus:Q433_13520
ko:K06427	bsus:Q433_18295
ko:K07038	bsus:Q433_18300
ko:K07219	bsus:Q433_18310
ko:K02020	bsus:Q433_18315
ko:K02018	bsus:Q433_18320
ko:K03316	bsus:Q433_18335
ko:K00381	bsus:Q433_18340
ko:K00380	bsus:Q433_18345
ko:K03657	bsus:Q433_18350
ko:K03611	bsus:Q433_18370
ko:K01534	bsus:Q433_18380
ko:K17686	bsus:Q433_18385
ko:K07213	bsus:Q433_18390
ko:K01118	bsus:Q433_18405
ko:K00059	bsus:Q433_18430
ko:K03664	bsus:Q433_18435
ko:K12573	bsus:Q433_18440
ko:K03928	bsus:Q433_18445
ko:K03075	bsus:Q433_18450
ko:K03406	bsus:Q433_18480
ko:K05846	bsus:Q433_18485
ko:K05845	bsus:Q433_18490
ko:K05846	bsus:Q433_18495
ko:K05847	bsus:Q433_18500
ko:K05846	bsus:Q433_18515
ko:K05845	bsus:Q433_18520
ko:K05846	bsus:Q433_18525
ko:K05847	bsus:Q433_18530
ko:K05595	bsus:Q433_18540
ko:K01689	bsus:Q433_18565
ko:K15633	bsus:Q433_18570
ko:K01803	bsus:Q433_18575
ko:K02434	bsus:Q433_03790
ko:K03215	bsus:Q433_03810
ko:K06366	bsus:Q433_03845
ko:K16137	bsus:Q433_03865
ko:K06332	bsus:Q433_03885
ko:K06333	bsus:Q433_03890
ko:K06334	bsus:Q433_03895
ko:K07718	bsus:Q433_03920
ko:K07720	bsus:Q433_03925
ko:K02027	bsus:Q433_03930
ko:K02025	bsus:Q433_03935
ko:K02026	bsus:Q433_03940
ko:K15532	bsus:Q433_03945
ko:K01190	bsus:Q433_03985
ko:K17318	bsus:Q433_03995
ko:K17319	bsus:Q433_04000
ko:K17320	bsus:Q433_04005
ko:K07406	bsus:Q433_04010
ko:K07145	bsus:Q433_04020
ko:K17763	bsus:Q433_04035
ko:K06890	bsus:Q433_04045
ko:K14338	bsus:Q433_04075
ko:K00978	bsus:Q433_04095
ko:K01709	bsus:Q433_04100
ko:K08223	bsus:Q433_04120
ko:K01752	bsus:Q433_09085
ko:K03655	bsus:Q433_09090
ko:K03621	bsus:Q433_09100
ko:K00645	bsus:Q433_09105
ko:K00059	bsus:Q433_09110
ko:K02078	bsus:Q433_09115
ko:K03685	bsus:Q433_09120
ko:K03529	bsus:Q433_09125
ko:K03110	bsus:Q433_09130
ko:K09787	bsus:Q433_09140
ko:K03106	bsus:Q433_09145
ko:K02959	bsus:Q433_09150
ko:K06960	bsus:Q433_09155
ko:K02860	bsus:Q433_09165
ko:K00554	bsus:Q433_09170
ko:K02884	bsus:Q433_09175
ko:K14540	bsus:Q433_09180
ko:K03470	bsus:Q433_09185
ko:K04061	bsus:Q433_09195
ko:K01903	bsus:Q433_09200
ko:K01902	bsus:Q433_09205
ko:K04096	bsus:Q433_09210
ko:K03168	bsus:Q433_09215
ko:K04094	bsus:Q433_09220
ko:K03733	bsus:Q433_09225
ko:K01419	bsus:Q433_09230
ko:K03667	bsus:Q433_09235
ko:K03706	bsus:Q433_09240
ko:K02387	bsus:Q433_09245
ko:K02388	bsus:Q433_09250
ko:K02408	bsus:Q433_09255
ko:K02409	bsus:Q433_09260
ko:K02410	bsus:Q433_09265
ko:K02411	bsus:Q433_09270
ko:K02412	bsus:Q433_09275
ko:K02413	bsus:Q433_09280
ko:K02414	bsus:Q433_09290
ko:K02389	bsus:Q433_09295
ko:K02390	bsus:Q433_09300
ko:K02385	bsus:Q433_09305
ko:K02415	bsus:Q433_09310
ko:K02416	bsus:Q433_09315
ko:K02417	bsus:Q433_09320
ko:K03413	bsus:Q433_09325
ko:K02418	bsus:Q433_09330
ko:K02419	bsus:Q433_09335
ko:K02420	bsus:Q433_09340
ko:K02421	bsus:Q433_09345
ko:K02401	bsus:Q433_09350
ko:K02400	bsus:Q433_09355
ko:K02404	bsus:Q433_09360
ko:K04562	bsus:Q433_09365
ko:K03412	bsus:Q433_09370
ko:K08153	bsus:Q433_14215
ko:K00657	bsus:Q433_14220
ko:K10780	bsus:Q433_04825
ko:K06422	bsus:Q433_04830
ko:K07586	bsus:Q433_04840
ko:K11085	bsus:Q433_04845
ko:K01845	bsus:Q433_04855
ko:K03564	bsus:Q433_04860
ko:K09825	bsus:Q433_04865
ko:K06377	bsus:Q433_04980
ko:K06439	bsus:Q433_04990
ko:K03147	bsus:Q433_05000
ko:K03781	bsus:Q433_05015
ko:K15555	bsus:Q433_05025
ko:K15553	bsus:Q433_05030
ko:K15554	bsus:Q433_05035
ko:K04091	bsus:Q433_05040
ko:K02954	bsus:Q433_05050
ko:K03216	bsus:Q433_05085
ko:K07180	bsus:Q433_05110
ko:K09786	bsus:Q433_05115
ko:K03809	bsus:Q433_05140
ko:K03292	bsus:Q433_10360
ko:K01198	bsus:Q433_10365
ko:K01805	bsus:Q433_10375
ko:K01873	bsus:Q433_15155
ko:K06417	bsus:Q433_15175
ko:K01845	bsus:Q433_15180
ko:K01698	bsus:Q433_15185
ko:K01719	bsus:Q433_15190
ko:K01749	bsus:Q433_15195
ko:K02497	bsus:Q433_15200
ko:K02492	bsus:Q433_15205
ko:K03978	bsus:Q433_15215
ko:K01338	bsus:Q433_15220
ko:K04076	bsus:Q433_15225
ko:K03544	bsus:Q433_15235
ko:K03545	bsus:Q433_15240
ko:K01704	bsus:Q433_15255
ko:K01703	bsus:Q433_15260
ko:K00052	bsus:Q433_15265
ko:K01649	bsus:Q433_15270
ko:K00053	bsus:Q433_15275
ko:K01653	bsus:Q433_15280
ko:K01652	bsus:Q433_15285
ko:K03829	bsus:Q433_15305
ko:K07095	bsus:Q433_15325
ko:K02428	bsus:Q433_15330
ko:K00989	bsus:Q433_15335
ko:K06298	bsus:Q433_15340
ko:K01776	bsus:Q433_15345
ko:K01994	bsus:Q433_15360
ko:K07107	bsus:Q433_15365
ko:K00240	bsus:Q433_15370
ko:K00239	bsus:Q433_15375
ko:K00241	bsus:Q433_15380
ko:K00928	bsus:Q433_15395
ko:K03703	bsus:Q433_15405
ko:K03671	bsus:Q433_15410
ko:K01209	bsus:Q433_15425
ko:K03522	bsus:Q433_15430
ko:K03521	bsus:Q433_15435
ko:K13767	bsus:Q433_15440
ko:K13770	bsus:Q433_15445
ko:K01897	bsus:Q433_15450
ko:K08989	bsus:Q433_15460
ko:K07456	bsus:Q433_15465
ko:K02347	bsus:Q433_15470
ko:K06386	bsus:Q433_20055
ko:K03823	bsus:Q433_20060
ko:K06131	bsus:Q433_20085
ko:K07118	bsus:Q433_20100
ko:K01428	bsus:Q433_20110
ko:K01429	bsus:Q433_20115
ko:K01430	bsus:Q433_20120
ko:K03639	bsus:Q433_20155
ko:K02379	bsus:Q433_20160
ko:K07114	bsus:Q433_20170
ko:K07114	bsus:Q433_20180
ko:K06381	bsus:Q433_20190
ko:K00790	bsus:Q433_20200
ko:K02114	bsus:Q433_20225
ko:K02112	bsus:Q433_20230
ko:K02115	bsus:Q433_20235
ko:K02111	bsus:Q433_20240
ko:K02113	bsus:Q433_20245
ko:K02109	bsus:Q433_20250
ko:K02110	bsus:Q433_20260
ko:K02108	bsus:Q433_20265
ko:K02116	bsus:Q433_20270
ko:K00761	bsus:Q433_20280
ko:K00600	bsus:Q433_20285
ko:K01808	bsus:Q433_20295
ko:K07566	bsus:Q433_20315
ko:K06387	bsus:Q433_20325
ko:K02493	bsus:Q433_20340
ko:K02835	bsus:Q433_20345
ko:K08234	bsus:Q433_20350
ko:K11686	bsus:Q433_20355
ko:K07088	bsus:Q433_20360
ko:K00027	bsus:Q433_20365
ko:K05518	bsus:Q433_02785
ko:K07222	bsus:Q433_14250
ko:K16264	bsus:Q433_14255
ko:K00459	bsus:Q433_14340
ko:K01776	bsus:Q433_14350
ko:K00615	bsus:Q433_14385
ko:K00615	bsus:Q433_14390
ko:K09815	bsus:Q433_14425
ko:K03088	bsus:Q433_14430
ko:K03300	bsus:Q433_14440
ko:K00121	bsus:Q433_14505
ko:K06439	bsus:Q433_14515
ko:K01443	bsus:Q433_19165
ko:K02564	bsus:Q433_19170
ko:K03710	bsus:Q433_19175
ko:K08972	bsus:Q433_19215
ko:K02406	bsus:Q433_19240
ko:K03701	bsus:Q433_19250
ko:K03702	bsus:Q433_19255
ko:K03797	bsus:Q433_19295
ko:K09811	bsus:Q433_19300
ko:K09812	bsus:Q433_19305
ko:K12263	bsus:Q433_19310
ko:K02836	bsus:Q433_19320
ko:K03070	bsus:Q433_19330
ko:K02423	bsus:Q433_19345
ko:K02422	bsus:Q433_19350
ko:K02407	bsus:Q433_19355
ko:K06603	bsus:Q433_19360
ko:K02406	bsus:Q433_19365
ko:K03563	bsus:Q433_19370
ko:K13626	bsus:Q433_19375
ko:K02397	bsus:Q433_19385
ko:K02396	bsus:Q433_19390
ko:K02398	bsus:Q433_19400
ko:K02242	bsus:Q433_19410
ko:K02241	bsus:Q433_19415
ko:K02240	bsus:Q433_19420
ko:K07692	bsus:Q433_19430
ko:K07777	bsus:Q433_19435
ko:K02851	bsus:Q433_19450
ko:K00824	bsus:Q433_05470
ko:K03315	bsus:Q433_05475
ko:K03455	bsus:Q433_05560
ko:K07228	bsus:Q433_05565
ko:K01990	bsus:Q433_05585
ko:K01992	bsus:Q433_05590
ko:K03698	bsus:Q433_05605
ko:K07533	bsus:Q433_05615
ko:K09682	bsus:Q433_05650
ko:K00831	bsus:Q433_05670
ko:K02503	bsus:Q433_05675
ko:K01990	bsus:Q433_05685
ko:K01992	bsus:Q433_05690
ko:K12555	bsus:Q433_05720
ko:K01599	bsus:Q433_05725
ko:K01772	bsus:Q433_05735
ko:K00231	bsus:Q433_05740
ko:K01421	bsus:Q433_05750
ko:K00648	bsus:Q433_05755
ko:K11102	bsus:Q433_05785
ko:K03800	bsus:Q433_05800
ko:K15921	bsus:Q433_10730
ko:K00963	bsus:Q433_10745
ko:K01640	bsus:Q433_10770
ko:K02160	bsus:Q433_10775
ko:K01961	bsus:Q433_10780
ko:K00666	bsus:Q433_10785
ko:K07259	bsus:Q433_10845
ko:K00681	bsus:Q433_10880
ko:K13955	bsus:Q433_10890
ko:K00266	bsus:Q433_10895
ko:K00265	bsus:Q433_10900
ko:K00931	bsus:Q433_10910
ko:K00286	bsus:Q433_10915
ko:K00059	bsus:Q433_10930
ko:K11216	bsus:Q433_10970
ko:K00058	bsus:Q433_10975
ko:K03406	bsus:Q433_11005
ko:K00483	bsus:Q433_11010
ko:K01647	bsus:Q433_15785
ko:K07113	bsus:Q433_15805
ko:K00873	bsus:Q433_15810
ko:K00850	bsus:Q433_15815
ko:K01962	bsus:Q433_15825
ko:K01963	bsus:Q433_15830
ko:K00027	bsus:Q433_15835
ko:K02337	bsus:Q433_15840
ko:K07090	bsus:Q433_15885
ko:K16959	bsus:Q433_15920
ko:K16958	bsus:Q433_15925
ko:K16957	bsus:Q433_15930
ko:K00059	bsus:Q433_15955
ko:K01755	bsus:Q433_15970
ko:K01940	bsus:Q433_15975
ko:K03638	bsus:Q433_15985
ko:K00925	bsus:Q433_15990
ko:K11065	bsus:Q433_16005
ko:K04773	bsus:Q433_16025
ko:K00858	bsus:Q433_16035
ko:K01895	bsus:Q433_16045
ko:K03151	bsus:Q433_16055
ko:K04487	bsus:Q433_16060
ko:K03311	bsus:Q433_16065
ko:K06286	bsus:Q433_16070
ko:K04486	bsus:Q433_16075
ko:K02986	bsus:Q433_16100
ko:K01868	bsus:Q433_20670
ko:K09388	bsus:Q433_20700
ko:K06885	bsus:Q433_20705
ko:K06314	bsus:Q433_20720
ko:K03298	bsus:Q433_20725
ko:K16869	bsus:Q433_20735
ko:K00625	bsus:Q433_20745
ko:K02205	bsus:Q433_20800
ko:K00294	bsus:Q433_20810
ko:K00260	bsus:Q433_20815
ko:K01790	bsus:Q433_20830
ko:K00067	bsus:Q433_20835
ko:K00973	bsus:Q433_20845
ko:K07257	bsus:Q433_20855
ko:K06305	bsus:Q433_20890
ko:K00128	bsus:Q433_20915
ko:K03648	bsus:Q433_20920
ko:K00868	bsus:Q433_20930
ko:K01193	bsus:Q433_20940
ko:K02809	bsus:Q433_20945
ko:K02810	bsus:Q433_20945
ko:K02598	bsus:Q433_20950
ko:K03488	bsus:Q433_20955
ko:K14647	bsus:Q433_20965
ko:K05837	bsus:Q433_20980
ko:K05916	bsus:Q433_07450
ko:K01433	bsus:Q433_07485
ko:K00931	bsus:Q433_07490
ko:K00147	bsus:Q433_07495
ko:K00549	bsus:Q433_07530
ko:K13275	bsus:Q433_07540
ko:K17763	bsus:Q433_07545
ko:K16785	bsus:Q433_07550
ko:K16786	bsus:Q433_07555
ko:K16787	bsus:Q433_07555
ko:K16925	bsus:Q433_07560
ko:K06213	bsus:Q433_07610
ko:K15973	bsus:Q433_07630
ko:K07098	bsus:Q433_07645
ko:K10979	bsus:Q433_07665
ko:K03093	bsus:Q433_07690
ko:K06421	bsus:Q433_07700
ko:K03799	bsus:Q433_07710
ko:K13533	bsus:Q433_07735
ko:K00567	bsus:Q433_07740
ko:K08963	bsus:Q433_07750
ko:K00899	bsus:Q433_07755
ko:K08969	bsus:Q433_07765
ko:K06178	bsus:Q433_12630
ko:K06374	bsus:Q433_12635
ko:K06373	bsus:Q433_12640
ko:K06024	bsus:Q433_12655
ko:K05896	bsus:Q433_12660
ko:K09763	bsus:Q433_12665
ko:K02859	bsus:Q433_12670
ko:K02034	bsus:Q433_06435
ko:K01867	bsus:Q433_06445
ko:K15580	bsus:Q433_06455
ko:K15581	bsus:Q433_06460
ko:K15582	bsus:Q433_06465
ko:K15583	bsus:Q433_06470
ko:K10823	bsus:Q433_06475
ko:K16509	bsus:Q433_06490
ko:K16511	bsus:Q433_06500
ko:K08602	bsus:Q433_06515
ko:K06886	bsus:Q433_06535
ko:K07816	bsus:Q433_06555
ko:K00858	bsus:Q433_06560
ko:K06180	bsus:Q433_06565
ko:K03455	bsus:Q433_06580
ko:K03707	bsus:Q433_06585
ko:K10810	bsus:Q433_06590
ko:K03153	bsus:Q433_06595
ko:K03154	bsus:Q433_06600
ko:K03149	bsus:Q433_06605
ko:K00941	bsus:Q433_06615
ko:K00208	bsus:Q433_06620
ko:K06342	bsus:Q433_06645
ko:K06341	bsus:Q433_06650
ko:K03657	bsus:Q433_06685
ko:K01739	bsus:Q433_06715
ko:K01760	bsus:Q433_06720
ko:K01843	bsus:Q433_11725
ko:K01438	bsus:Q433_11735
ko:K01034	bsus:Q433_11745
ko:K06322	bsus:Q433_11770
ko:K06319	bsus:Q433_11780
ko:K01083	bsus:Q433_11790
ko:K07305	bsus:Q433_11805
ko:K07304	bsus:Q433_11810
ko:K07152	bsus:Q433_11840
ko:K01754	bsus:Q433_11850
ko:K11068	bsus:Q433_11860
ko:K01687	bsus:Q433_11905
ko:K06950	bsus:Q433_11920
ko:K00432	bsus:Q433_11925
ko:K00651	bsus:Q433_11930
ko:K03704	bsus:Q433_11950
ko:K03469	bsus:Q433_11970
ko:K09125	bsus:Q433_11975
ko:K03469	bsus:Q433_11980
ko:K06429	bsus:Q433_11985
ko:K16168	bsus:Q433_12020
ko:K02551	bsus:Q433_16720
ko:K02552	bsus:Q433_16725
ko:K00963	bsus:Q433_16740
ko:K00012	bsus:Q433_16750
ko:K00688	bsus:Q433_16790
ko:K00703	bsus:Q433_16795
ko:K00975	bsus:Q433_16800
ko:K00975	bsus:Q433_16805
ko:K16789	bsus:Q433_16940
ko:K07192	bsus:Q433_16950
ko:K11440	bsus:Q433_16970
ko:K03499	bsus:Q433_16990
ko:K03498	bsus:Q433_16995
ko:K06153	bsus:Q433_17030
ko:K01223	bsus:Q433_21675
ko:K02755	bsus:Q433_21680
ko:K02756	bsus:Q433_21680
ko:K02757	bsus:Q433_21680
ko:K06113	bsus:Q433_21715
ko:K09683	bsus:Q433_21725
ko:K01745	bsus:Q433_21730
ko:K01712	bsus:Q433_21735
ko:K01468	bsus:Q433_21740
ko:K01479	bsus:Q433_21745
ko:K00756	bsus:Q433_21755
ko:K11535	bsus:Q433_21760
ko:K01619	bsus:Q433_21765
ko:K05346	bsus:Q433_21775
ko:K04023	bsus:Q433_21785
ko:K16963	bsus:Q433_21800
ko:K16962	bsus:Q433_21805
ko:K16961	bsus:Q433_21810
ko:K01442	bsus:Q433_21830
ko:K02016	bsus:Q433_21870
ko:K11636	bsus:Q433_21880
ko:K11635	bsus:Q433_21885
ko:K06606	bsus:Q433_21905
ko:K06605	bsus:Q433_21910
ko:K00010	bsus:Q433_21915
ko:K06610	bsus:Q433_21920
ko:K03335	bsus:Q433_21925
ko:K14218	bsus:Q433_00055
ko:K14218	bsus:Q433_00560
ko:K14218	bsus:Q433_00170
ko:K14218	bsus:Q433_16875
ko:K01985	bsus:Q433_00065
ko:K01985	bsus:Q433_03375
ko:K01985	bsus:Q433_00575
ko:K01985	bsus:Q433_00995
ko:K01985	bsus:Q433_00180
ko:K01985	bsus:Q433_00515
ko:K01985	bsus:Q433_16920
ko:K07171	bsus:Q433_02745
ko:K01971	bsus:Q433_07660
ko:K01985	bsus:Q433_04895
ko:K18967	bsus:Q433_05195
ko:K03790	bsus:Q433_10945
ko:K03169	bsus:Q433_02520
ko:K06979	bsus:Q433_01540
ko:K06321	bsus:Q433_11775
ko:K06320	bsus:Q433_11785
ko:K06343	bsus:Q433_06640
ko:K06340	bsus:Q433_06655
ko:K02538	bsus:Q433_06830
ko:K08191	bsus:Q433_07045
ko:K06352	bsus:Q433_07085
ko:K06326	bsus:Q433_10450
ko:K06378	bsus:Q433_12810
ko:K16247	bsus:Q433_03470
ko:K00634	bsus:Q433_13170
ko:K06372	bsus:Q433_13455
ko:K16960	bsus:Q433_15915
ko:K16956	bsus:Q433_15935
ko:K16593	bsus:Q433_16375
ko:K18198	bsus:Q433_03975
ko:K13274	bsus:Q433_06090
ko:K06344	bsus:Q433_06635
ko:K19005	bsus:Q433_04085
ko:K06376	bsus:Q433_07795
ko:K06437	bsus:Q433_08165
ko:K03483	bsus:Q433_02465
ko:K13615	bsus:Q433_09790
ko:K09681	bsus:Q433_10905
ko:K15327	bsus:Q433_09725
ko:K06369	bsus:Q433_11290
ko:K06358	bsus:Q433_11295
ko:K06323	bsus:Q433_11765
ko:K16170	bsus:Q433_17740
ko:K03526	bsus:Q433_13715
ko:K14742	bsus:Q433_03400
ko:K05593	bsus:Q433_14335
ko:K01233	bsus:Q433_14455
ko:K03111	bsus:Q433_19925
ko:K18652	bsus:Q433_05960
ko:K03502	bsus:Q433_11300
ko:K04565	bsus:Q433_11545
ko:K08168	bsus:Q433_22490
ko:K03111	bsus:Q433_22535
ko:K03497	bsus:Q433_22570
ko:K03496	bsus:Q433_22575
ko:K03497	bsus:Q433_22590
ko:K19005	bsus:Q433_04345
ko:K18979	bsus:Q433_05075
ko:K13052	bsus:Q433_00385
ko:K18197	bsus:Q433_03970
ko:K11639	bsus:Q433_04295
ko:K06309	bsus:Q433_04365
ko:K06609	bsus:Q433_10395
ko:K05352	bsus:Q433_19600
ko:K07816	bsus:Q433_21200
ko:K11641	bsus:Q433_01670
ko:K06368	bsus:Q433_01715
ko:K06289	bsus:Q433_18110
ko:K03429	bsus:Q433_11940
ko:K15655	bsus:Q433_02090
ko:K06361	bsus:Q433_02240
ko:K06353	bsus:Q433_02245
ko:K11624	bsus:Q433_03080
ko:K06595	bsus:Q433_05875
ko:K17838	bsus:Q433_01310
ko:K11640	bsus:Q433_01665
ko:K06609	bsus:Q433_03520
ko:K06415	bsus:Q433_05335
ko:K19242	bsus:Q433_05350
ko:K02483	bsus:Q433_02230
ko:K06293	bsus:Q433_19640
ko:K13037	bsus:Q433_20770
ko:K06360	bsus:Q433_20145
ko:K06356	bsus:Q433_22205
ko:K07097	bsus:Q433_10755
ko:K16921	bsus:Q433_16515
ko:K06337	bsus:Q433_16770
ko:K02032	bsus:Q433_07430
ko:K00148	bsus:Q433_22170
ko:K02777	bsus:Q433_12125
ko:K06331	bsus:Q433_16780
ko:K11633	bsus:Q433_21890
ko:K00354	bsus:Q433_13015
ko:K06355	bsus:Q433_20600
ko:K08166	bsus:Q433_20690
ko:K13277	bsus:Q433_21135
ko:K02253	bsus:Q433_17340
ko:K16699	bsus:Q433_19455
ko:K01447	bsus:Q433_14075
ko:K19220	bsus:Q433_11550
ko:K00798	bsus:Q433_18160
ko:K19223	bsus:Q433_05320
ko:K19224	bsus:Q433_05345
ko:K13614	bsus:Q433_09785
ko:K13612	bsus:Q433_09775
ko:K07149	bsus:Q433_02135
ko:K17485	bsus:Q433_19195
ko:K06345	bsus:Q433_15010
ko:K11615	bsus:Q433_17255
ko:K01897	bsus:Q433_05865
ko:K11195	bsus:Q433_14555
ko:K11194	bsus:Q433_14560
ko:K06893	bsus:Q433_03870
ko:K01447	bsus:Q433_07305
ko:K01710	bsus:Q433_20840
ko:K11634	bsus:Q433_21895
ko:K06365	bsus:Q433_22200
ko:K06288	bsus:Q433_18105
ko:K01447	bsus:Q433_07095
ko:K07451	bsus:Q433_10085
ko:K01200	bsus:Q433_16245
ko:K06338	bsus:Q433_16775
ko:K16838	bsus:Q433_17750
ko:K06424	bsus:Q433_17860
ko:K15640	bsus:Q433_05855
ko:K15668	bsus:Q433_10815
ko:K06336	bsus:Q433_13465
ko:K00632	bsus:Q433_17980
ko:K16044	bsus:Q433_18400
ko:K06291	bsus:Q433_19630
ko:K16236	bsus:Q433_21750
ko:K11620	bsus:Q433_18140
ko:K16706	bsus:Q433_19465
ko:K01227	bsus:Q433_19615
ko:K06362	bsus:Q433_19965
ko:K06435	bsus:Q433_19995
ko:K06364	bsus:Q433_20595
ko:K03339	bsus:Q433_21900
ko:K00456	bsus:Q433_17015
ko:K19225	bsus:Q433_13610
ko:K01785	bsus:Q433_10850
ko:K19426	bsus:Q433_18785
ko:K19433	bsus:Q433_13475
ko:K00839	bsus:Q433_17795
ko:K19285	bsus:Q433_20975
ko:K19286	bsus:Q433_02300
ko:K19424	bsus:Q433_18800
ko:K06884	bsus:Q433_02600
ko:K00020	bsus:Q433_08010
ko:K02771	bsus:Q433_14545
ko:K01585	bsus:Q433_08385
ko:K02100	bsus:Q433_18605
ko:K01567	bsus:Q433_04495
ko:K01992	bsus:Q433_02655
ko:K15667	bsus:Q433_10820
ko:K15665	bsus:Q433_10835
ko:K03722	bsus:Q433_12075
ko:K03722	bsus:Q433_12210
ko:K01046	bsus:Q433_04680
ko:K19422	bsus:Q433_18810
ko:K19421	bsus:Q433_18815
ko:K01046	bsus:Q433_01650
ko:K04771	bsus:Q433_18065
ko:K15664	bsus:Q433_10840
ko:K01400	bsus:Q433_08425
ko:K04771	bsus:Q433_07375
ko:K19302	bsus:Q433_20045
ko:K15468	bsus:Q433_09795
ko:K19405	bsus:Q433_00595
ko:K19411	bsus:Q433_00590
ko:K00525	bsus:Q433_09880
ko:K19432	bsus:Q433_21040
ko:K00903	bsus:Q433_18820
ko:K19419	bsus:Q433_18795
ko:K19423	bsus:Q433_18805
ko:K19425	bsus:Q433_18790
ko:K03574	bsus:Q433_16610
ko:K19428	bsus:Q433_18770
ko:K19431	bsus:Q433_18755
ko:K19418	bsus:Q433_18775
ko:K02031	bsus:Q433_06415
ko:K18567	bsus:Q433_03305
ko:K19550	bsus:Q433_20755
ko:K02483	bsus:Q433_19005
ko:K06418	bsus:Q433_16050
ko:K06881	bsus:Q433_15860
ko:K06308	bsus:Q433_04375
ko:K11625	bsus:Q433_03085
ko:K16248	bsus:Q433_03480
ko:K00887	bsus:Q433_13845
ko:K01906	bsus:Q433_16400
ko:K21755	bsus:Q433_02160
ko:K19552	bsus:Q433_20765
ko:K19549	bsus:Q433_20760
ko:K19548	bsus:Q433_20775
ko:K06440	bsus:Q433_14495
ko:K19547	bsus:Q433_20780
ko:K08164	bsus:Q433_01215
ko:K14224	bsus:Q433_00400
ko:K14224	bsus:Q433_16815
ko:K14224	bsus:Q433_04910
ko:K14224	bsus:Q433_22290
ko:K14224	bsus:Q433_02815
ko:K14224	bsus:Q433_01090
ko:K19707	bsus:Q433_18690
ko:K14228	bsus:Q433_04975
ko:K14233	bsus:Q433_04905
ko:K14221	bsus:Q433_03385
ko:K14221	bsus:Q433_16850
ko:K14221	bsus:Q433_22285
ko:K14221	bsus:Q433_04925
ko:K14223	bsus:Q433_01110
ko:K14223	bsus:Q433_02820
ko:K14223	bsus:Q433_04955
ko:K14237	bsus:Q433_00520
ko:K14237	bsus:Q433_04915
ko:K14237	bsus:Q433_01095
ko:K14237	bsus:Q433_16915
ko:K14228	bsus:Q433_00545
ko:K14228	bsus:Q433_04970
ko:K14228	bsus:Q433_16890
ko:K14225	bsus:Q433_00540
ko:K14225	bsus:Q433_04960
ko:K14225	bsus:Q433_16895
ko:K14219	bsus:Q433_00550
ko:K14219	bsus:Q433_03355
ko:K14219	bsus:Q433_16885
ko:K14235	bsus:Q433_04945
ko:K14226	bsus:Q433_04950
ko:K14226	bsus:Q433_16840
ko:K14228	bsus:Q433_00535
ko:K14228	bsus:Q433_02830
ko:K19701	bsus:Q433_21180
ko:K14233	bsus:Q433_02810
ko:K14233	bsus:Q433_16820
ko:K14219	bsus:Q433_18910
ko:K14227	bsus:Q433_00050
ko:K14227	bsus:Q433_00165
ko:K14227	bsus:Q433_16830
ko:K14232	bsus:Q433_00555
ko:K14232	bsus:Q433_16880
ko:K14236	bsus:Q433_01105
ko:K14236	bsus:Q433_04940
ko:K14233	bsus:Q433_16860
ko:K14233	bsus:Q433_00100
ko:K14220	bsus:Q433_02805
ko:K14220	bsus:Q433_16825
ko:K14220	bsus:Q433_04900
ko:K14222	bsus:Q433_04965
ko:K14237	bsus:Q433_06740
ko:K14228	bsus:Q433_16900
ko:K14219	bsus:Q433_10865
ko:K14230	bsus:Q433_16865
ko:K14218	bsus:Q433_17020
ko:K01258	bsus:Q433_13070
ko:K14234	bsus:Q433_00525
ko:K14234	bsus:Q433_16910
ko:K14234	bsus:Q433_04935
ko:K14234	bsus:Q433_01100
ko:K14219	bsus:Q433_15320
ko:K14223	bsus:Q433_13550
ko:K14231	bsus:Q433_04930
ko:K14231	bsus:Q433_16845
ko:K14231	bsus:Q433_22280
ko:K14229	bsus:Q433_00530
ko:K14229	bsus:Q433_16905
ko:K14229	bsus:Q433_02825
ko:K14229	bsus:Q433_22295
ko:K14230	bsus:Q433_00395
ko:K14230	bsus:Q433_16870
ko:K14228	bsus:Q433_02835
ko:K14225	bsus:Q433_03360
ko:K14225	bsus:Q433_05065
ko:K14225	bsus:Q433_16835
ko:K20484	bsus:Q433_01245
ko:K20483	bsus:Q433_01235
ko:K07119	bsus:Q433_04205
ko:K00547	bsus:Q433_06215
ko:K00297	bsus:Q433_06215
ko:K19802	bsus:Q433_07420
ko:K19955	bsus:Q433_17165
ko:K01342	bsus:Q433_05825
ko:K19955	bsus:Q433_17160
ko:K05770	bsus:Q433_16785
ko:K20074	bsus:Q433_09035
ko:K18907	bsus:Q433_06150
ko:K12132	bsus:Q433_09040
ko:K20201	bsus:Q433_20305
ko:K20116	bsus:Q433_07975
