ko:K08153	banv:DJ46_5310
ko:K04518	banv:DJ46_3340
ko:K02004	banv:DJ46_3341
ko:K02004	banv:DJ46_3342
ko:K02003	banv:DJ46_3343
ko:K03979	banv:DJ46_3347
ko:K06375	banv:DJ46_3348
ko:K02899	banv:DJ46_3349
ko:K07584	banv:DJ46_3350
ko:K02888	banv:DJ46_3351
ko:K08301	banv:DJ46_3352
ko:K06402	banv:DJ46_3353
ko:K06401	banv:DJ46_3354
ko:K03609	banv:DJ46_3355
ko:K03610	banv:DJ46_3356
ko:K03571	banv:DJ46_3357
ko:K03570	banv:DJ46_3358
ko:K03569	banv:DJ46_3359
ko:K03630	banv:DJ46_3360
ko:K06287	banv:DJ46_3361
ko:K06380	banv:DJ46_3362
ko:K11754	banv:DJ46_3363
ko:K01873	banv:DJ46_3364
ko:K06417	banv:DJ46_3366
ko:K01845	banv:DJ46_3367
ko:K01698	banv:DJ46_3368
ko:K01719	banv:DJ46_3369
ko:K01749	banv:DJ46_3370
ko:K02497	banv:DJ46_3371
ko:K02492	banv:DJ46_3372
ko:K03978	banv:DJ46_3375
ko:K01338	banv:DJ46_3376
ko:K00790	banv:DJ46_4181
ko:K00342	banv:DJ46_4186
ko:K00341	banv:DJ46_4187
ko:K00340	banv:DJ46_4188
ko:K00339	banv:DJ46_4189
ko:K00338	banv:DJ46_4190
ko:K00337	banv:DJ46_4191
ko:K00333	banv:DJ46_4192
ko:K00332	banv:DJ46_4193
ko:K00331	banv:DJ46_4194
ko:K00330	banv:DJ46_4195
ko:K02114	banv:DJ46_4199
ko:K02112	banv:DJ46_4200
ko:K02115	banv:DJ46_4201
ko:K02111	banv:DJ46_4202
ko:K02113	banv:DJ46_4203
ko:K02109	banv:DJ46_4204
ko:K02110	banv:DJ46_4205
ko:K02108	banv:DJ46_4206
ko:K02116	banv:DJ46_4207
ko:K00761	banv:DJ46_4209
ko:K00600	banv:DJ46_4210
ko:K01808	banv:DJ46_4212
ko:K15977	banv:DJ46_4215
ko:K07566	banv:DJ46_4219
ko:K06387	banv:DJ46_4221
ko:K02493	banv:DJ46_4222
ko:K02835	banv:DJ46_4223
ko:K02909	banv:DJ46_4225
ko:K03628	banv:DJ46_4226
ko:K02446	banv:DJ46_4227
ko:K00790	banv:DJ46_4228
ko:K01624	banv:DJ46_4229
ko:K02490	banv:DJ46_4230
ko:K06425	banv:DJ46_5070
ko:K03305	banv:DJ46_5071
ko:K02016	banv:DJ46_5072
ko:K02015	banv:DJ46_5073
ko:K02015	banv:DJ46_5074
ko:K02013	banv:DJ46_5075
ko:K00639	banv:DJ46_5077
ko:K03574	banv:DJ46_5079
ko:K04748	banv:DJ46_5081
ko:K06131	banv:DJ46_5082
ko:K03758	banv:DJ46_5086
ko:K03486	banv:DJ46_5087
ko:K02818	banv:DJ46_5088
ko:K02819	banv:DJ46_5088
ko:K01226	banv:DJ46_5089
ko:K06295	banv:DJ46_5093
ko:K07052	banv:DJ46_5094
ko:K03310	banv:DJ46_5096
ko:K10041	banv:DJ46_5097
ko:K10039	banv:DJ46_5098
ko:K10040	banv:DJ46_5099
ko:K10040	banv:DJ46_5100
ko:K02205	banv:DJ46_5101
ko:K03088	banv:DJ46_5104
ko:K03321	banv:DJ46_5111
ko:K02035	banv:DJ46_5114
ko:K02034	banv:DJ46_5115
ko:K02033	banv:DJ46_5116
ko:K02445	banv:DJ46_5119
ko:K03695	banv:DJ46_17
ko:K02254	banv:DJ46_21
ko:K00648	banv:DJ46_22
ko:K09458	banv:DJ46_23
ko:K01867	banv:DJ46_26
ko:K15580	banv:DJ46_28
ko:K15581	banv:DJ46_29
ko:K15582	banv:DJ46_30
ko:K15583	banv:DJ46_31
ko:K10823	banv:DJ46_32
ko:K02035	banv:DJ46_34
ko:K16509	banv:DJ46_36
ko:K16511	banv:DJ46_38
ko:K06131	banv:DJ46_39
ko:K08602	banv:DJ46_41
ko:K06886	banv:DJ46_44
ko:K07816	banv:DJ46_47
ko:K00858	banv:DJ46_48
ko:K06180	banv:DJ46_49
ko:K05303	banv:DJ46_56
ko:K00973	banv:DJ46_62
ko:K01790	banv:DJ46_63
ko:K00067	banv:DJ46_65
ko:K00208	banv:DJ46_66
ko:K00370	banv:DJ46_927
ko:K00371	banv:DJ46_928
ko:K00373	banv:DJ46_929
ko:K00374	banv:DJ46_930
ko:K07979	banv:DJ46_931
ko:K01990	banv:DJ46_932
ko:K03639	banv:DJ46_935
ko:K03750	banv:DJ46_937
ko:K03635	banv:DJ46_938
ko:K03636	banv:DJ46_939
ko:K02575	banv:DJ46_940
ko:K07088	banv:DJ46_941
ko:K02304	banv:DJ46_943
ko:K13542	banv:DJ46_945
ko:K00363	banv:DJ46_946
ko:K00362	banv:DJ46_947
ko:K07322	banv:DJ46_948
ko:K00675	banv:DJ46_953
ko:K06416	banv:DJ46_955
ko:K06950	banv:DJ46_961
ko:K15738	banv:DJ46_962
ko:K01887	banv:DJ46_973
ko:K01870	banv:DJ46_979
ko:K07979	banv:DJ46_1807
ko:K05281	banv:DJ46_1808
ko:K02003	banv:DJ46_1809
ko:K02004	banv:DJ46_1810
ko:K02004	banv:DJ46_1811
ko:K13652	banv:DJ46_1814
ko:K03574	banv:DJ46_1817
ko:K09768	banv:DJ46_1820
ko:K00876	banv:DJ46_1828
ko:K07090	banv:DJ46_1832
ko:K11733	banv:DJ46_1834
ko:K03574	banv:DJ46_1841
ko:K03100	banv:DJ46_1843
ko:K01304	banv:DJ46_1847
ko:K07160	banv:DJ46_1851
ko:K06350	banv:DJ46_1852
ko:K06351	banv:DJ46_1853
ko:K03100	banv:DJ46_1855
ko:K06201	banv:DJ46_1856
ko:K06385	banv:DJ46_1857
ko:K07742	banv:DJ46_2654
ko:K02600	banv:DJ46_2655
ko:K09748	banv:DJ46_2656
ko:K03763	banv:DJ46_2657
ko:K01881	banv:DJ46_2658
ko:K11749	banv:DJ46_2659
ko:K00099	banv:DJ46_2660
ko:K00981	banv:DJ46_2661
ko:K00806	banv:DJ46_2662
ko:K02838	banv:DJ46_2663
ko:K09903	banv:DJ46_2664
ko:K02357	banv:DJ46_2665
ko:K02967	banv:DJ46_2666
ko:K03706	banv:DJ46_2667
ko:K03667	banv:DJ46_2668
ko:K01419	banv:DJ46_2669
ko:K03733	banv:DJ46_2670
ko:K04094	banv:DJ46_2671
ko:K03168	banv:DJ46_2672
ko:K04096	banv:DJ46_2673
ko:K01902	banv:DJ46_2674
ko:K01903	banv:DJ46_2675
ko:K03470	banv:DJ46_2676
ko:K14540	banv:DJ46_2677
ko:K03100	banv:DJ46_2678
ko:K02884	banv:DJ46_2679
ko:K00554	banv:DJ46_2680
ko:K02860	banv:DJ46_2681
ko:K06960	banv:DJ46_2682
ko:K02959	banv:DJ46_2683
ko:K03106	banv:DJ46_2684
ko:K09787	banv:DJ46_2685
ko:K03110	banv:DJ46_2686
ko:K03529	banv:DJ46_2687
ko:K03685	banv:DJ46_2688
ko:K02078	banv:DJ46_2689
ko:K00059	banv:DJ46_2690
ko:K00645	banv:DJ46_2691
ko:K03621	banv:DJ46_2692
ko:K03655	banv:DJ46_2694
ko:K07030	banv:DJ46_2695
ko:K02902	banv:DJ46_2697
ko:K00949	banv:DJ46_2698
ko:K01783	banv:DJ46_2699
ko:K06949	banv:DJ46_2700
ko:K02887	banv:DJ46_3485
ko:K02916	banv:DJ46_3486
ko:K02520	banv:DJ46_3487
ko:K01868	banv:DJ46_3488
ko:K11144	banv:DJ46_3490
ko:K03346	banv:DJ46_3491
ko:K07738	banv:DJ46_3492
ko:K01611	banv:DJ46_3493
ko:K00134	banv:DJ46_3494
ko:K00859	banv:DJ46_3495
ko:K10563	banv:DJ46_3497
ko:K07636	banv:DJ46_3499
ko:K07658	banv:DJ46_3500
ko:K00024	banv:DJ46_3503
ko:K00031	banv:DJ46_3504
ko:K01737	banv:DJ46_185
ko:K10026	banv:DJ46_186
ko:K09457	banv:DJ46_187
ko:K03647	banv:DJ46_195
ko:K01990	banv:DJ46_201
ko:K07052	banv:DJ46_205
ko:K03719	banv:DJ46_207
ko:K01297	banv:DJ46_211
ko:K00459	banv:DJ46_212
ko:K03740	banv:DJ46_213
ko:K14188	banv:DJ46_214
ko:K03739	banv:DJ46_215
ko:K03367	banv:DJ46_216
ko:K03839	banv:DJ46_220
ko:K03327	banv:DJ46_227
ko:K06153	banv:DJ46_228
ko:K03498	banv:DJ46_234
ko:K00826	banv:DJ46_241
ko:K06714	banv:DJ46_1096
ko:K01843	banv:DJ46_1097
ko:K06377	banv:DJ46_1105
ko:K07533	banv:DJ46_1129
ko:K06304	banv:DJ46_1133
ko:K01647	banv:DJ46_1141
ko:K01720	banv:DJ46_1142
ko:K00140	banv:DJ46_1146
ko:K03547	banv:DJ46_1151
ko:K14338	banv:DJ46_1971
ko:K07729	banv:DJ46_1989
ko:K00648	banv:DJ46_1995
ko:K02003	banv:DJ46_1999
ko:K02004	banv:DJ46_2000
ko:K03530	banv:DJ46_353
ko:K01495	banv:DJ46_354
ko:K00805	banv:DJ46_355
ko:K03183	banv:DJ46_356
ko:K00805	banv:DJ46_357
ko:K00940	banv:DJ46_358
ko:K01736	banv:DJ46_359
ko:K01735	banv:DJ46_360
ko:K00817	banv:DJ46_361
ko:K03886	banv:DJ46_365
ko:K03887	banv:DJ46_366
ko:K03888	banv:DJ46_367
ko:K06973	banv:DJ46_371
ko:K00215	banv:DJ46_375
ko:K01734	banv:DJ46_376
ko:K00974	banv:DJ46_379
ko:K03524	banv:DJ46_380
ko:K00606	banv:DJ46_382
ko:K01918	banv:DJ46_383
ko:K01579	banv:DJ46_384
ko:K00812	banv:DJ46_388
ko:K02086	banv:DJ46_389
ko:K10773	banv:DJ46_390
ko:K05366	banv:DJ46_392
ko:K03700	banv:DJ46_393
ko:K06327	banv:DJ46_400
ko:K07444	banv:DJ46_403
ko:K01299	banv:DJ46_406
ko:K01265	banv:DJ46_409
ko:K02004	banv:DJ46_1264
ko:K02003	banv:DJ46_1265
ko:K01834	banv:DJ46_1271
ko:K01270	banv:DJ46_1278
ko:K03088	banv:DJ46_1282
ko:K17836	banv:DJ46_1287
ko:K00010	banv:DJ46_1291
ko:K03338	banv:DJ46_1292
ko:K00140	banv:DJ46_1293
ko:K03336	banv:DJ46_1294
ko:K03335	banv:DJ46_1295
ko:K01624	banv:DJ46_1296
ko:K03337	banv:DJ46_1297
ko:K01119	banv:DJ46_1301
ko:K01119	banv:DJ46_1302
ko:K07729	banv:DJ46_1305
ko:K07260	banv:DJ46_1308
ko:K01448	banv:DJ46_1310
ko:K11032	banv:DJ46_1312
ko:K01104	banv:DJ46_2127
ko:K01759	banv:DJ46_2132
ko:K00661	banv:DJ46_2135
ko:K02003	banv:DJ46_2137
ko:K01867	banv:DJ46_2139
ko:K00099	banv:DJ46_2140
ko:K02116	banv:DJ46_2152
ko:K09984	banv:DJ46_2157
ko:K07404	banv:DJ46_2158
ko:K00851	banv:DJ46_2159
ko:K00616	banv:DJ46_2161
ko:K00033	banv:DJ46_2162
ko:K00615	banv:DJ46_2163
ko:K00036	banv:DJ46_2164
ko:K00059	banv:DJ46_2170
ko:K07078	banv:DJ46_2173
ko:K03710	banv:DJ46_2964
ko:K02564	banv:DJ46_2965
ko:K01443	banv:DJ46_2966
ko:K06024	banv:DJ46_2968
ko:K05896	banv:DJ46_2969
ko:K09763	banv:DJ46_2971
ko:K02859	banv:DJ46_2972
ko:K03768	banv:DJ46_2973
ko:K06408	banv:DJ46_2976
ko:K06407	banv:DJ46_2977
ko:K06407	banv:DJ46_2978
ko:K06406	banv:DJ46_2979
ko:K06405	banv:DJ46_2980
ko:K06404	banv:DJ46_2981
ko:K06403	banv:DJ46_2982
ko:K03308	banv:DJ46_2984
ko:K03091	banv:DJ46_2985
ko:K06379	banv:DJ46_2986
ko:K07258	banv:DJ46_2988
ko:K07979	banv:DJ46_2989
ko:K01990	banv:DJ46_2990
ko:K09807	banv:DJ46_2994
ko:K06901	banv:DJ46_2995
ko:K03284	banv:DJ46_2996
ko:K00756	banv:DJ46_2997
ko:K03783	banv:DJ46_2998
ko:K01839	banv:DJ46_2999
ko:K04763	banv:DJ46_3001
ko:K03711	banv:DJ46_3003
ko:K06384	banv:DJ46_3004
ko:K01515	banv:DJ46_3006
ko:K01081	banv:DJ46_3012
ko:K07507	banv:DJ46_3809
ko:K10716	banv:DJ46_3811
ko:K01810	banv:DJ46_3812
ko:K09779	banv:DJ46_3813
ko:K07570	banv:DJ46_3814
ko:K10907	banv:DJ46_3815
ko:K00090	banv:DJ46_3817
ko:K14155	banv:DJ46_3820
ko:K06347	banv:DJ46_3823
ko:K06348	banv:DJ46_3824
ko:K01880	banv:DJ46_3828
ko:K03523	banv:DJ46_3831
ko:K00963	banv:DJ46_3833
ko:K01835	banv:DJ46_3834
ko:K01255	banv:DJ46_3836
ko:K03885	banv:DJ46_3840
ko:K01778	banv:DJ46_3850
ko:K01738	banv:DJ46_642
ko:K03308	banv:DJ46_646
ko:K07304	banv:DJ46_656
ko:K00826	banv:DJ46_658
ko:K01652	banv:DJ46_659
ko:K01653	banv:DJ46_660
ko:K00053	banv:DJ46_661
ko:K01687	banv:DJ46_662
ko:K01754	banv:DJ46_663
ko:K07282	banv:DJ46_665
ko:K07150	banv:DJ46_666
ko:K18118	banv:DJ46_672
ko:K12960	banv:DJ46_676
ko:K06889	banv:DJ46_677
ko:K15580	banv:DJ46_678
ko:K03322	banv:DJ46_689
ko:K07146	banv:DJ46_690
ko:K00077	banv:DJ46_692
ko:K11033	banv:DJ46_696
ko:K11034	banv:DJ46_697
ko:K00382	banv:DJ46_1550
ko:K00627	banv:DJ46_1551
ko:K02001	banv:DJ46_1562
ko:K02000	banv:DJ46_1563
ko:K02002	banv:DJ46_1564
ko:K01358	banv:DJ46_1565
ko:K03088	banv:DJ46_1566
ko:K01807	banv:DJ46_1568
ko:K03823	banv:DJ46_1585
ko:K03657	banv:DJ46_1589
ko:K06147	banv:DJ46_2389
ko:K01681	banv:DJ46_2390
ko:K06432	banv:DJ46_2391
ko:K06433	banv:DJ46_2394
ko:K06335	banv:DJ46_2395
ko:K00626	banv:DJ46_2401
ko:K03523	banv:DJ46_2403
ko:K00666	banv:DJ46_2404
ko:K01489	banv:DJ46_2409
ko:K06999	banv:DJ46_2416
ko:K15975	banv:DJ46_2417
ko:K03307	banv:DJ46_2418
ko:K07736	banv:DJ46_2421
ko:K01479	banv:DJ46_2422
ko:K01468	banv:DJ46_2423
ko:K01712	banv:DJ46_2424
ko:K01745	banv:DJ46_2425
ko:K09683	banv:DJ46_2426
ko:K06196	banv:DJ46_2438
ko:K06518	banv:DJ46_2441
ko:K03596	banv:DJ46_3224
ko:K06012	banv:DJ46_3226
ko:K02968	banv:DJ46_3227
ko:K02340	banv:DJ46_3228
ko:K02238	banv:DJ46_3230
ko:K02237	banv:DJ46_3232
ko:K02239	banv:DJ46_3233
ko:K09710	banv:DJ46_3235
ko:K00969	banv:DJ46_3237
ko:K07574	banv:DJ46_3238
ko:K00014	banv:DJ46_3239
ko:K06948	banv:DJ46_3240
ko:K07015	banv:DJ46_3241
ko:K01647	banv:DJ46_3505
ko:K07113	banv:DJ46_3508
ko:K00873	banv:DJ46_3509
ko:K00850	banv:DJ46_3510
ko:K01962	banv:DJ46_3511
ko:K01963	banv:DJ46_3512
ko:K00027	banv:DJ46_3514
ko:K02337	banv:DJ46_3515
ko:K05338	banv:DJ46_4337
ko:K07705	banv:DJ46_4338
ko:K07704	banv:DJ46_4339
ko:K00491	banv:DJ46_4342
ko:K04564	banv:DJ46_4343
ko:K01784	banv:DJ46_4347
ko:K11068	banv:DJ46_4348
ko:K00364	banv:DJ46_4352
ko:K00783	banv:DJ46_4355
ko:K07652	banv:DJ46_4361
ko:K07668	banv:DJ46_4362
ko:K01939	banv:DJ46_4367
ko:K02939	banv:DJ46_4369
ko:K02963	banv:DJ46_4372
ko:K02990	banv:DJ46_4374
ko:K06942	banv:DJ46_4375
ko:K03501	banv:DJ46_4382
ko:K03495	banv:DJ46_4383
ko:K03650	banv:DJ46_4384
ko:K06346	banv:DJ46_4385
ko:K03217	banv:DJ46_4386
ko:K03536	banv:DJ46_4387
ko:K02914	banv:DJ46_4388
ko:K02313	banv:DJ46_4389
ko:K03484	banv:DJ46_5234
ko:K03611	banv:DJ46_5237
ko:K03324	banv:DJ46_5264
ko:K09963	banv:DJ46_5266
ko:K03491	banv:DJ46_5267
ko:K02759	banv:DJ46_5268
ko:K02760	banv:DJ46_5269
ko:K02761	banv:DJ46_5270
ko:K02004	banv:DJ46_5274
ko:K02003	banv:DJ46_5275
ko:K02005	banv:DJ46_5276
ko:K02033	banv:DJ46_5278
ko:K02034	banv:DJ46_5279
ko:K03311	banv:DJ46_5280
ko:K06334	banv:DJ46_5281
ko:K06333	banv:DJ46_5282
ko:K06332	banv:DJ46_5283
ko:K10979	banv:DJ46_5286
ko:K07734	banv:DJ46_2008
ko:K00782	banv:DJ46_2011
ko:K08174	banv:DJ46_2020
ko:K11210	banv:DJ46_2807
ko:K07177	banv:DJ46_2833
ko:K07001	banv:DJ46_2834
ko:K00954	banv:DJ46_2835
ko:K01455	banv:DJ46_2847
ko:K02862	banv:DJ46_2848
ko:K02276	banv:DJ46_2850
ko:K02274	banv:DJ46_2851
ko:K02275	banv:DJ46_2852
ko:K02259	banv:DJ46_2854
ko:K01958	banv:DJ46_2855
ko:K03588	banv:DJ46_2856
ko:K00641	banv:DJ46_3645
ko:K01869	banv:DJ46_3652
ko:K03455	banv:DJ46_3654
ko:K07228	banv:DJ46_3655
ko:K02004	banv:DJ46_3657
ko:K02003	banv:DJ46_3658
ko:K07139	banv:DJ46_3662
ko:K01779	banv:DJ46_3666
ko:K16188	banv:DJ46_3669
ko:K01048	banv:DJ46_3670
ko:K03752	banv:DJ46_3674
ko:K03638	banv:DJ46_3675
ko:K00789	banv:DJ46_3678
ko:K01610	banv:DJ46_3679
ko:K02116	banv:DJ46_3681
ko:K02051	banv:DJ46_3693
ko:K02992	banv:DJ46_4502
ko:K02355	banv:DJ46_4503
ko:K02358	banv:DJ46_4504
ko:K02946	banv:DJ46_4505
ko:K02906	banv:DJ46_4506
ko:K02926	banv:DJ46_4507
ko:K02892	banv:DJ46_4508
ko:K02886	banv:DJ46_4509
ko:K02965	banv:DJ46_4510
ko:K02890	banv:DJ46_4511
ko:K02982	banv:DJ46_4512
ko:K02878	banv:DJ46_4513
ko:K02904	banv:DJ46_4514
ko:K02961	banv:DJ46_4515
ko:K02874	banv:DJ46_4516
ko:K02895	banv:DJ46_4517
ko:K02931	banv:DJ46_4518
ko:K02954	banv:DJ46_4519
ko:K02994	banv:DJ46_4520
ko:K02933	banv:DJ46_4521
ko:K02881	banv:DJ46_4522
ko:K02988	banv:DJ46_4523
ko:K02907	banv:DJ46_4524
ko:K02876	banv:DJ46_4525
ko:K03076	banv:DJ46_4526
ko:K00939	banv:DJ46_4527
ko:K01265	banv:DJ46_4528
ko:K02518	banv:DJ46_4529
ko:K02919	banv:DJ46_4530
ko:K02952	banv:DJ46_4531
ko:K02948	banv:DJ46_4532
ko:K03040	banv:DJ46_4533
ko:K02879	banv:DJ46_4534
ko:K16786	banv:DJ46_4535
ko:K16787	banv:DJ46_4536
ko:K16785	banv:DJ46_4537
ko:K06173	banv:DJ46_4538
ko:K02871	banv:DJ46_4539
ko:K02996	banv:DJ46_4540
ko:K01448	banv:DJ46_4542
ko:K03593	banv:DJ46_4543
ko:K06294	banv:DJ46_4544
ko:K06349	banv:DJ46_4545
ko:K00865	banv:DJ46_4561
ko:K07090	banv:DJ46_5403
ko:K17103	banv:DJ46_5421
ko:K01118	banv:DJ46_5428
ko:K04749	banv:DJ46_5448
ko:K04757	banv:DJ46_5449
ko:K03090	banv:DJ46_5450
ko:K03594	banv:DJ46_5451
ko:K03885	banv:DJ46_3852
ko:K02068	banv:DJ46_3853
ko:K02069	banv:DJ46_3854
ko:K06193	banv:DJ46_3855
ko:K06925	banv:DJ46_4682
ko:K03789	banv:DJ46_4684
ko:K01409	banv:DJ46_4685
ko:K06158	banv:DJ46_4686
ko:K01926	banv:DJ46_4687
ko:K07052	banv:DJ46_4689
ko:K04078	banv:DJ46_4690
ko:K04077	banv:DJ46_4691
ko:K01951	banv:DJ46_4692
ko:K06901	banv:DJ46_4693
ko:K01784	banv:DJ46_4706
ko:K06153	banv:DJ46_4715
ko:K01588	banv:DJ46_4724
ko:K01589	banv:DJ46_4725
ko:K01756	banv:DJ46_4726
ko:K01923	banv:DJ46_4727
ko:K01952	banv:DJ46_4728
ko:K01952	banv:DJ46_4729
ko:K01952	banv:DJ46_4730
ko:K00764	banv:DJ46_4731
ko:K01933	banv:DJ46_4732
ko:K07052	banv:DJ46_5565
ko:K03406	banv:DJ46_5570
ko:K01638	banv:DJ46_5575
ko:K01637	banv:DJ46_5576
ko:K03704	banv:DJ46_5578
ko:K02250	banv:DJ46_5581
ko:K03100	banv:DJ46_5583
ko:K16899	banv:DJ46_5584
ko:K16898	banv:DJ46_5585
ko:K06304	banv:DJ46_5587
ko:K06303	banv:DJ46_5588
ko:K06302	banv:DJ46_5589
ko:K06301	banv:DJ46_5590
ko:K06300	banv:DJ46_5591
ko:K06299	banv:DJ46_5592
ko:K00819	banv:DJ46_5595
ko:K03168	banv:DJ46_5621
ko:K06371	banv:DJ46_3242
ko:K01613	banv:DJ46_3243
ko:K03091	banv:DJ46_3244
ko:K02913	banv:DJ46_3248
ko:K15976	banv:DJ46_3249
ko:K01077	banv:DJ46_3252
ko:K16937	banv:DJ46_3255
ko:K14647	banv:DJ46_3261
ko:K00500	banv:DJ46_3262
ko:K01724	banv:DJ46_3263
ko:K07104	banv:DJ46_3264
ko:K02013	banv:DJ46_3272
ko:K02015	banv:DJ46_3273
ko:K03797	banv:DJ46_4077
ko:K09811	banv:DJ46_4078
ko:K09812	banv:DJ46_4079
ko:K12263	banv:DJ46_4080
ko:K02836	banv:DJ46_4081
ko:K03070	banv:DJ46_4082
ko:K05808	banv:DJ46_4083
ko:K03704	banv:DJ46_4084
ko:K02242	banv:DJ46_4085
ko:K02240	banv:DJ46_4086
ko:K01791	banv:DJ46_4092
ko:K00012	banv:DJ46_4093
ko:K02851	banv:DJ46_4094
ko:K07240	banv:DJ46_4098
ko:K03478	banv:DJ46_4099
ko:K01222	banv:DJ46_4100
ko:K02759	banv:DJ46_4101
ko:K02761	banv:DJ46_4102
ko:K02760	banv:DJ46_4103
ko:K00797	banv:DJ46_4104
ko:K01611	banv:DJ46_4105
ko:K02759	banv:DJ46_4106
ko:K02761	banv:DJ46_4107
ko:K02760	banv:DJ46_4108
ko:K01421	banv:DJ46_4112
ko:K00425	banv:DJ46_4117
ko:K00426	banv:DJ46_4118
ko:K03147	banv:DJ46_4121
ko:K03303	banv:DJ46_4122
ko:K00824	banv:DJ46_4127
ko:K07071	banv:DJ46_4954
ko:K03565	banv:DJ46_4955
ko:K06428	banv:DJ46_4958
ko:K07038	banv:DJ46_4960
ko:K03575	banv:DJ46_4961
ko:K06422	banv:DJ46_4963
ko:K07586	banv:DJ46_4965
ko:K11085	banv:DJ46_4966
ko:K00265	banv:DJ46_4968
ko:K01845	banv:DJ46_4969
ko:K01990	banv:DJ46_4970
ko:K01992	banv:DJ46_4971
ko:K01992	banv:DJ46_4972
ko:K08713	banv:DJ46_4973
ko:K03564	banv:DJ46_4974
ko:K09825	banv:DJ46_4975
ko:K03574	banv:DJ46_4999
ko:K03216	banv:DJ46_5005
ko:K07180	banv:DJ46_5008
ko:K09786	banv:DJ46_5009
ko:K01387	banv:DJ46_5013
ko:K03100	banv:DJ46_5853
ko:K07282	banv:DJ46_5860
ko:K00681	banv:DJ46_5861
ko:K07052	banv:DJ46_5873
ko:K01448	banv:DJ46_5881
ko:K01985	banv:DJ46_4398
ko:K01985	banv:DJ46_4699
ko:K01985	banv:DJ46_4419
ko:K01985	banv:DJ46_4474
ko:K01985	banv:DJ46_4714
ko:K01985	banv:DJ46_4679
ko:K01985	banv:DJ46_4723
ko:K01985	banv:DJ46_4980
ko:K01985	banv:DJ46_4551
ko:K01985	banv:DJ46_5180
ko:K01985	banv:DJ46_3804
ko:K14219	banv:DJ46_4037
ko:K14226	banv:DJ46_3801
ko:K14226	banv:DJ46_4992
ko:K18967	banv:DJ46_4311
ko:K03790	banv:DJ46_684
ko:K18929	banv:DJ46_2012
ko:K09145	banv:DJ46_277
ko:K07496	banv:DJ46_2455
ko:K02315	banv:DJ46_4880
ko:K02315	banv:DJ46_2817
ko:K06378	banv:DJ46_2987
ko:K19055	banv:DJ46_3882
ko:K03466	banv:DJ46_2766
ko:K19005	banv:DJ46_1710
ko:K07149	banv:DJ46_4299
ko:K01872	banv:DJ46_2398
ko:K07029	banv:DJ46_4760
ko:K03526	banv:DJ46_3186
ko:K14742	banv:DJ46_4683
ko:K18231	banv:DJ46_1382
ko:K03169	banv:DJ46_4814
ko:K01247	banv:DJ46_4866
ko:K18231	banv:DJ46_4073
ko:K03169	banv:DJ46_5826
ko:K03502	banv:DJ46_5836
ko:K03169	banv:DJ46_714
ko:K03205	banv:DJ46_5912
ko:K05593	banv:DJ46_768
ko:K00662	banv:DJ46_1695
ko:K08168	banv:DJ46_3392
ko:K18220	banv:DJ46_1801
ko:K03761	banv:DJ46_5387
ko:K03111	banv:DJ46_965
ko:K03111	banv:DJ46_4373
ko:K03497	banv:DJ46_4379
ko:K03496	banv:DJ46_4380
ko:K03497	banv:DJ46_4381
ko:K18652	banv:DJ46_2021
ko:K03502	banv:DJ46_2030
ko:K08168	banv:DJ46_5491
ko:K02171	banv:DJ46_5530
ko:K02172	banv:DJ46_5531
ko:K06979	banv:DJ46_408
ko:K04565	banv:DJ46_3821
ko:K18979	banv:DJ46_5003
ko:K03466	banv:DJ46_1117
ko:K13052	banv:DJ46_4452
ko:K05396	banv:DJ46_1983
ko:K06595	banv:DJ46_4321
ko:K03741	banv:DJ46_1947
ko:K08645	banv:DJ46_5660
ko:K11029	banv:DJ46_5684
ko:K01174	banv:DJ46_5623
ko:K11030	banv:DJ46_5665
ko:K07816	banv:DJ46_3250
ko:K03429	banv:DJ46_4949
ko:K06415	banv:DJ46_5246
ko:K14220	banv:DJ46_3784
ko:K14220	banv:DJ46_5199
ko:K14220	banv:DJ46_4663
ko:K14220	banv:DJ46_4552
ko:K14220	banv:DJ46_4981
ko:K14233	banv:DJ46_4982
ko:K14233	banv:DJ46_5191
ko:K14233	banv:DJ46_3792
ko:K14233	banv:DJ46_4405
ko:K14233	banv:DJ46_5192
ko:K14224	banv:DJ46_4665
ko:K14224	banv:DJ46_4983
ko:K14224	banv:DJ46_4554
ko:K14224	banv:DJ46_4455
ko:K14224	banv:DJ46_4365
ko:K14224	banv:DJ46_5200
ko:K14224	banv:DJ46_3782
ko:K16044	banv:DJ46_2371
ko:K01239	banv:DJ46_1190
ko:K00001	banv:DJ46_1369
ko:K05799	banv:DJ46_138
ko:K01090	banv:DJ46_1829
ko:K03892	banv:DJ46_1950
ko:K00344	banv:DJ46_2169
ko:K00986	banv:DJ46_5607
ko:K02277	banv:DJ46_2849
ko:K00354	banv:DJ46_842
ko:K01046	banv:DJ46_3774
ko:K00632	banv:DJ46_3920
ko:K02777	banv:DJ46_4214
ko:K02033	banv:DJ46_1066
ko:K01200	banv:DJ46_1507
ko:K01239	banv:DJ46_1658
ko:K01239	banv:DJ46_4006
ko:K00001	banv:DJ46_2287
ko:K01239	banv:DJ46_2326
ko:K02032	banv:DJ46_4597
ko:K11615	banv:DJ46_5035
ko:K01090	banv:DJ46_51
ko:K03296	banv:DJ46_5176
ko:K01271	banv:DJ46_2715
ko:K06308	banv:DJ46_3648
ko:K10819	banv:DJ46_3584
