ko:K07046	bpk:BBK_3654
ko:K00428	bpk:BBK_64
ko:K00209	bpk:BBK_66
ko:K03543	bpk:BBK_67
ko:K03446	bpk:BBK_68
ko:K07687	bpk:BBK_70
ko:K07347	bpk:BBK_73
ko:K07346	bpk:BBK_74
ko:K03322	bpk:BBK_83
ko:K01077	bpk:BBK_1103
ko:K01077	bpk:BBK_1104
ko:K03316	bpk:BBK_1107
ko:K04090	bpk:BBK_1108
ko:K08715	bpk:BBK_1109
ko:K02048	bpk:BBK_1112
ko:K01714	bpk:BBK_1117
ko:K01114	bpk:BBK_1125
ko:K07002	bpk:BBK_1127
ko:K06991	bpk:BBK_1128
ko:K12972	bpk:BBK_1129
ko:K02407	bpk:BBK_1544
ko:K02406	bpk:BBK_1545
ko:K02970	bpk:BBK_1546
ko:K01246	bpk:BBK_1547
ko:K06188	bpk:BBK_1550
ko:K02403	bpk:BBK_1553
ko:K02402	bpk:BBK_1554
ko:K02556	bpk:BBK_1555
ko:K02557	bpk:BBK_1556
ko:K03413	bpk:BBK_1557
ko:K03407	bpk:BBK_1559
ko:K03408	bpk:BBK_1560
ko:K00575	bpk:BBK_1562
ko:K03411	bpk:BBK_1563
ko:K03412	bpk:BBK_1564
ko:K03413	bpk:BBK_1565
ko:K03414	bpk:BBK_1566
ko:K02340	bpk:BBK_1986
ko:K00147	bpk:BBK_1987
ko:K08973	bpk:BBK_1988
ko:K01690	bpk:BBK_1990
ko:K01625	bpk:BBK_1991
ko:K03299	bpk:BBK_1992
ko:K00851	bpk:BBK_1993
ko:K01756	bpk:BBK_1994
ko:K02575	bpk:BBK_1995
ko:K00261	bpk:BBK_1997
ko:K10001	bpk:BBK_1998
ko:K10003	bpk:BBK_1999
ko:K10002	bpk:BBK_2000
ko:K10004	bpk:BBK_2001
ko:K04078	bpk:BBK_2004
ko:K13993	bpk:BBK_2005
ko:K01465	bpk:BBK_2010
ko:K00127	bpk:BBK_2418
ko:K00568	bpk:BBK_2423
ko:K03286	bpk:BBK_2424
ko:K02469	bpk:BBK_2425
ko:K09924	bpk:BBK_2426
ko:K00831	bpk:BBK_2427
ko:K14170	bpk:BBK_2428
ko:K00800	bpk:BBK_2429
ko:K02849	bpk:BBK_392
ko:K11085	bpk:BBK_397
ko:K02337	bpk:BBK_398
ko:K07146	bpk:BBK_399
ko:K01894	bpk:BBK_400
ko:K08289	bpk:BBK_404
ko:K03466	bpk:BBK_406
ko:K03616	bpk:BBK_411
ko:K10773	bpk:BBK_412
ko:K09989	bpk:BBK_419
ko:K05782	bpk:BBK_420
ko:K00616	bpk:BBK_421
ko:K04750	bpk:BBK_422
ko:K03307	bpk:BBK_423
ko:K03181	bpk:BBK_427
ko:K04079	bpk:BBK_428
ko:K05825	bpk:BBK_432
ko:K07240	bpk:BBK_436
ko:K06016	bpk:BBK_438
ko:K01759	bpk:BBK_822
ko:K02528	bpk:BBK_824
ko:K00097	bpk:BBK_825
ko:K03771	bpk:BBK_826
ko:K04744	bpk:BBK_827
ko:K07102	bpk:BBK_828
ko:K06147	bpk:BBK_830
ko:K10806	bpk:BBK_831
ko:K01624	bpk:BBK_709
ko:K00873	bpk:BBK_710
ko:K00927	bpk:BBK_711
ko:K00826	bpk:BBK_714
ko:K02843	bpk:BBK_716
ko:K07019	bpk:BBK_718
ko:K03637	bpk:BBK_721
ko:K03832	bpk:BBK_722
ko:K01902	bpk:BBK_727
ko:K01903	bpk:BBK_728
ko:K03565	bpk:BBK_730
ko:K07649	bpk:BBK_733
ko:K01434	bpk:BBK_753
ko:K00156	bpk:BBK_761
ko:K02275	bpk:BBK_762
ko:K15408	bpk:BBK_763
ko:K14161	bpk:BBK_991
ko:K14160	bpk:BBK_992
ko:K05833	bpk:BBK_993
ko:K05832	bpk:BBK_994
ko:K01989	bpk:BBK_995
ko:K02073	bpk:BBK_996
ko:K03406	bpk:BBK_998
ko:K07152	bpk:BBK_1000
ko:K02259	bpk:BBK_1002
ko:K02276	bpk:BBK_1006
ko:K02258	bpk:BBK_1008
ko:K02274	bpk:BBK_1009
ko:K02275	bpk:BBK_1010
ko:K02169	bpk:BBK_1012
ko:K03216	bpk:BBK_1014
ko:K00057	bpk:BBK_1016
ko:K03071	bpk:BBK_1017
ko:K07117	bpk:BBK_1435
ko:K01724	bpk:BBK_1439
ko:K00945	bpk:BBK_2430
ko:K02945	bpk:BBK_2431
ko:K05788	bpk:BBK_2432
ko:K00012	bpk:BBK_2435
ko:K03274	bpk:BBK_2437
ko:K02237	bpk:BBK_2438
ko:K12339	bpk:BBK_2439
ko:K08305	bpk:BBK_2440
ko:K02071	bpk:BBK_2443
ko:K02072	bpk:BBK_2444
ko:K00817	bpk:BBK_3208
ko:K03408	bpk:BBK_3215
ko:K00666	bpk:BBK_3218
ko:K05845	bpk:BBK_3221
ko:K05846	bpk:BBK_3222
ko:K05847	bpk:BBK_3223
ko:K05846	bpk:BBK_3225
ko:K03758	bpk:BBK_3227
ko:K01478	bpk:BBK_3228
ko:K00611	bpk:BBK_3229
ko:K00926	bpk:BBK_3230
ko:K03449	bpk:BBK_3239
ko:K05936	bpk:BBK_3241
ko:K05895	bpk:BBK_3242
ko:K02188	bpk:BBK_3243
ko:K00595	bpk:BBK_3244
ko:K02229	bpk:BBK_3245
ko:K06042	bpk:BBK_3246
ko:K03394	bpk:BBK_3247
ko:K13541	bpk:BBK_3248
ko:K01183	bpk:BBK_3249
ko:K06999	bpk:BBK_3251
ko:K13580	bpk:BBK_3252
ko:K03405	bpk:BBK_3253
ko:K02230	bpk:BBK_3255
ko:K02234	bpk:BBK_3256
ko:K07241	bpk:BBK_3257
ko:K02189	bpk:BBK_3258
ko:K01969	bpk:BBK_4057
ko:K00253	bpk:BBK_4058
ko:K04561	bpk:BBK_4061
ko:K00368	bpk:BBK_4062
ko:K13747	bpk:BBK_4063
ko:K08369	bpk:BBK_4068
ko:K02484	bpk:BBK_4070
ko:K00380	bpk:BBK_4074
ko:K03734	bpk:BBK_4075
ko:K09471	bpk:BBK_4081
ko:K00040	bpk:BBK_4087
ko:K08323	bpk:BBK_4089
ko:K08322	bpk:BBK_4090
ko:K01916	bpk:BBK_4094
ko:K00368	bpk:BBK_4100
ko:K07152	bpk:BBK_4102
ko:K11910	bpk:BBK_4107
ko:K11901	bpk:BBK_4110
ko:K11900	bpk:BBK_4111
ko:K11903	bpk:BBK_4112
ko:K01644	bpk:BBK_4923
ko:K08369	bpk:BBK_4928
ko:K01644	bpk:BBK_4932
ko:K01720	bpk:BBK_4934
ko:K05786	bpk:BBK_4936
ko:K01512	bpk:BBK_4937
ko:K03527	bpk:BBK_4941
ko:K10253	bpk:BBK_4943
ko:K01845	bpk:BBK_4944
ko:K06200	bpk:BBK_4947
ko:K02651	bpk:BBK_4960
ko:K02651	bpk:BBK_4961
ko:K02278	bpk:BBK_4962
ko:K02279	bpk:BBK_4964
ko:K02280	bpk:BBK_4965
ko:K02282	bpk:BBK_4970
ko:K01114	bpk:BBK_5785
ko:K02168	bpk:BBK_5788
ko:K13051	bpk:BBK_5790
ko:K13892	bpk:BBK_5791
ko:K13889	bpk:BBK_5792
ko:K13890	bpk:BBK_5793
ko:K13891	bpk:BBK_5794
ko:K01266	bpk:BBK_5795
ko:K16203	bpk:BBK_5797
ko:K00448	bpk:BBK_5798
ko:K00449	bpk:BBK_5799
ko:K02623	bpk:BBK_5800
ko:K01626	bpk:BBK_5807
ko:K16263	bpk:BBK_5810
ko:K03724	bpk:BBK_5811
ko:K12340	bpk:BBK_5815
ko:K13409	bpk:BBK_5818
ko:K13408	bpk:BBK_5820
ko:K01754	bpk:BBK_5825
ko:K00231	bpk:BBK_5826
ko:K03088	bpk:BBK_5830
ko:K02379	bpk:BBK_833
ko:K07516	bpk:BBK_836
ko:K08310	bpk:BBK_840
ko:K01876	bpk:BBK_841
ko:K03688	bpk:BBK_845
ko:K03690	bpk:BBK_846
ko:K03183	bpk:BBK_848
ko:K00930	bpk:BBK_1271
ko:K05501	bpk:BBK_1273
ko:K00641	bpk:BBK_1274
ko:K08218	bpk:BBK_1276
ko:K13979	bpk:BBK_1279
ko:K01142	bpk:BBK_1280
ko:K02434	bpk:BBK_1282
ko:K02433	bpk:BBK_1283
ko:K02435	bpk:BBK_1284
ko:K03569	bpk:BBK_1285
ko:K03570	bpk:BBK_1286
ko:K03571	bpk:BBK_1287
ko:K05515	bpk:BBK_1288
ko:K05837	bpk:BBK_1289
ko:K01630	bpk:BBK_1291
ko:K01737	bpk:BBK_1292
ko:K06920	bpk:BBK_1294
ko:K05816	bpk:BBK_1712
ko:K01126	bpk:BBK_1713
ko:K07275	bpk:BBK_1714
ko:K07491	bpk:BBK_1715
ko:K00265	bpk:BBK_1716
ko:K00266	bpk:BBK_1717
ko:K03310	bpk:BBK_1718
ko:K01975	bpk:BBK_1719
ko:K02471	bpk:BBK_1720
ko:K03153	bpk:BBK_1721
ko:K03154	bpk:BBK_1722
ko:K03149	bpk:BBK_1723
ko:K00788	bpk:BBK_1724
ko:K02065	bpk:BBK_1725
ko:K02066	bpk:BBK_1726
ko:K02067	bpk:BBK_1727
ko:K04754	bpk:BBK_1728
ko:K07323	bpk:BBK_1729
ko:K07122	bpk:BBK_1730
ko:K01990	bpk:BBK_1731
ko:K01992	bpk:BBK_1732
ko:K00790	bpk:BBK_1734
ko:K00765	bpk:BBK_1735
ko:K00013	bpk:BBK_1736
ko:K00817	bpk:BBK_1737
ko:K01991	bpk:BBK_2152
ko:K01104	bpk:BBK_2153
ko:K16692	bpk:BBK_2154
ko:K07265	bpk:BBK_2156
ko:K03819	bpk:BBK_2157
ko:K01627	bpk:BBK_2160
ko:K03270	bpk:BBK_2161
ko:K06041	bpk:BBK_2162
ko:K00963	bpk:BBK_2163
ko:K02403	bpk:BBK_2164
ko:K03640	bpk:BBK_2167
ko:K03641	bpk:BBK_2168
ko:K03560	bpk:BBK_2170
ko:K03562	bpk:BBK_2171
ko:K07107	bpk:BBK_2172
ko:K16066	bpk:BBK_2173
ko:K00600	bpk:BBK_2174
ko:K07738	bpk:BBK_2175
ko:K08084	bpk:BBK_2176
ko:K01104	bpk:BBK_2667
ko:K13643	bpk:BBK_2668
ko:K04487	bpk:BBK_2669
ko:K04488	bpk:BBK_2670
ko:K13628	bpk:BBK_2671
ko:K04082	bpk:BBK_2672
ko:K04044	bpk:BBK_2673
ko:K04755	bpk:BBK_2674
ko:K04567	bpk:BBK_2677
ko:K02836	bpk:BBK_2678
ko:K07462	bpk:BBK_2679
ko:K09808	bpk:BBK_2681
ko:K09810	bpk:BBK_2682
ko:K03424	bpk:BBK_2683
ko:K02238	bpk:BBK_2684
ko:K01937	bpk:BBK_2686
ko:K01627	bpk:BBK_2687
ko:K01689	bpk:BBK_2688
ko:K05589	bpk:BBK_2689
ko:K04083	bpk:BBK_2691
ko:K07053	bpk:BBK_2695
ko:K01867	bpk:BBK_2698
ko:K01714	bpk:BBK_2700
ko:K07287	bpk:BBK_2701
ko:K03775	bpk:BBK_2705
ko:K03555	bpk:BBK_2706
ko:K01092	bpk:BBK_2708
ko:K02533	bpk:BBK_2709
ko:K00640	bpk:BBK_2710
ko:K03269	bpk:BBK_2711
ko:K03768	bpk:BBK_2712
ko:K01883	bpk:BBK_2715
ko:K01247	bpk:BBK_2716
ko:K01962	bpk:BBK_2717
ko:K01761	bpk:BBK_3525
ko:K01426	bpk:BBK_3527
ko:K06989	bpk:BBK_3535
ko:K09019	bpk:BBK_3548
ko:K07098	bpk:BBK_3549
ko:K07507	bpk:BBK_3550
ko:K06140	bpk:BBK_3558
ko:K00059	bpk:BBK_3572
ko:K07396	bpk:BBK_3575
ko:K02407	bpk:BBK_3577
ko:K02028	bpk:BBK_4386
ko:K02029	bpk:BBK_4386
ko:K02030	bpk:BBK_4389
ko:K06987	bpk:BBK_4391
ko:K07058	bpk:BBK_4393
ko:K00963	bpk:BBK_4398
ko:K01711	bpk:BBK_4405
ko:K10764	bpk:BBK_4408
ko:K00764	bpk:BBK_4409
ko:K03558	bpk:BBK_4410
ko:K03749	bpk:BBK_4411
ko:K11754	bpk:BBK_4412
ko:K01963	bpk:BBK_4413
ko:K01695	bpk:BBK_4414
ko:K01696	bpk:BBK_4416
ko:K01817	bpk:BBK_4417
ko:K06173	bpk:BBK_4418
ko:K00133	bpk:BBK_4420
ko:K00052	bpk:BBK_4422
ko:K01704	bpk:BBK_4423
ko:K01703	bpk:BBK_4425
ko:K00163	bpk:BBK_4430
ko:K01647	bpk:BBK_4434
ko:K09159	bpk:BBK_4435
ko:K11902	bpk:BBK_5246
ko:K11895	bpk:BBK_5247
ko:K11896	bpk:BBK_5248
ko:K11897	bpk:BBK_5249
ko:K11898	bpk:BBK_5250
ko:K11907	bpk:BBK_5252
ko:K07677	bpk:BBK_5253
ko:K07687	bpk:BBK_5254
ko:K02406	bpk:BBK_5263
ko:K02556	bpk:BBK_5264
ko:K02557	bpk:BBK_5265
ko:K03413	bpk:BBK_5266
ko:K03407	bpk:BBK_5267
ko:K03406	bpk:BBK_5269
ko:K00575	bpk:BBK_5270
ko:K03411	bpk:BBK_5271
ko:K03412	bpk:BBK_5272
ko:K03412	bpk:BBK_5273
ko:K02400	bpk:BBK_5274
ko:K02401	bpk:BBK_5276
ko:K02421	bpk:BBK_5277
ko:K02420	bpk:BBK_5278
ko:K02419	bpk:BBK_5279
ko:K02417	bpk:BBK_5280
ko:K02408	bpk:BBK_5283
ko:K02409	bpk:BBK_5284
ko:K02410	bpk:BBK_5285
ko:K02411	bpk:BBK_5286
ko:K02412	bpk:BBK_5287
ko:K02407	bpk:BBK_5289
ko:K02422	bpk:BBK_5290
ko:K02414	bpk:BBK_5292
ko:K02405	bpk:BBK_5294
ko:K02398	bpk:BBK_5295
ko:K02399	bpk:BBK_5296
ko:K02395	bpk:BBK_5298
ko:K10439	bpk:BBK_6109
ko:K10440	bpk:BBK_6111
ko:K02014	bpk:BBK_6112
ko:K03088	bpk:BBK_6114
ko:K03088	bpk:BBK_6118
ko:K16165	bpk:BBK_6121
ko:K07052	bpk:BBK_6122
ko:K05595	bpk:BBK_6123
ko:K07300	bpk:BBK_6124
ko:K07168	bpk:BBK_6126
ko:K14257	bpk:BBK_6130
ko:K15311	bpk:BBK_6145
ko:K15312	bpk:BBK_6146
ko:K15313	bpk:BBK_6147
ko:K15337	bpk:BBK_6148
ko:K00646	bpk:BBK_6149
ko:K03781	bpk:BBK_6154
ko:K00500	bpk:BBK_1440
ko:K00140	bpk:BBK_1444
ko:K01995	bpk:BBK_1446
ko:K01996	bpk:BBK_1447
ko:K01999	bpk:BBK_1448
ko:K01997	bpk:BBK_1449
ko:K01998	bpk:BBK_1450
ko:K01999	bpk:BBK_1452
ko:K01997	bpk:BBK_1453
ko:K01995	bpk:BBK_1454
ko:K01998	bpk:BBK_1454
ko:K01996	bpk:BBK_1455
ko:K03495	bpk:BBK_1456
ko:K03501	bpk:BBK_1457
ko:K02116	bpk:BBK_1461
ko:K01897	bpk:BBK_1881
ko:K06134	bpk:BBK_1883
ko:K03925	bpk:BBK_1884
ko:K03438	bpk:BBK_1885
ko:K03586	bpk:BBK_1886
ko:K03587	bpk:BBK_1887
ko:K01928	bpk:BBK_1888
ko:K01929	bpk:BBK_1889
ko:K01000	bpk:BBK_1890
ko:K01925	bpk:BBK_1891
ko:K03588	bpk:BBK_1892
ko:K02563	bpk:BBK_1893
ko:K01924	bpk:BBK_1894
ko:K01921	bpk:BBK_1895
ko:K03589	bpk:BBK_1896
ko:K03590	bpk:BBK_1897
ko:K03531	bpk:BBK_1898
ko:K02535	bpk:BBK_1900
ko:K03070	bpk:BBK_1903
ko:K00620	bpk:BBK_1904
ko:K06199	bpk:BBK_2314
ko:K02221	bpk:BBK_2316
ko:K06895	bpk:BBK_2320
ko:K03182	bpk:BBK_2321
ko:K03625	bpk:BBK_2324
ko:K00794	bpk:BBK_2325
ko:K14652	bpk:BBK_2326
ko:K00793	bpk:BBK_2327
ko:K11752	bpk:BBK_2328
ko:K01845	bpk:BBK_2329
ko:K07552	bpk:BBK_2332
ko:K02909	bpk:BBK_2988
ko:K09933	bpk:BBK_2989
ko:K03628	bpk:BBK_2992
ko:K03671	bpk:BBK_2993
ko:K02343	bpk:BBK_2994
ko:K09747	bpk:BBK_2996
ko:K06187	bpk:BBK_2997
ko:K03787	bpk:BBK_2999
ko:K00573	bpk:BBK_3000
ko:K06194	bpk:BBK_3001
ko:K03087	bpk:BBK_3002
ko:K07501	bpk:BBK_3003
ko:K03215	bpk:BBK_3005
ko:K00940	bpk:BBK_3007
ko:K06941	bpk:BBK_3008
ko:K15539	bpk:BBK_3009
ko:K01892	bpk:BBK_3011
ko:K17713	bpk:BBK_3013
ko:K03977	bpk:BBK_3014
ko:K03666	bpk:BBK_3015
ko:K03665	bpk:BBK_3016
ko:K04088	bpk:BBK_3017
ko:K04087	bpk:BBK_3018
ko:K09937	bpk:BBK_3019
ko:K02502	bpk:BBK_3020
ko:K01939	bpk:BBK_3021
ko:K07101	bpk:BBK_3022
ko:K03549	bpk:BBK_3023
ko:K06959	bpk:BBK_3024
ko:K05807	bpk:BBK_3028
ko:K06180	bpk:BBK_3029
ko:K05810	bpk:BBK_3030
ko:K03821	bpk:BBK_3031
ko:K00626	bpk:BBK_3032
ko:K00023	bpk:BBK_3033
ko:K14441	bpk:BBK_3036
ko:K00874	bpk:BBK_3037
ko:K00626	bpk:BBK_3038
ko:K01760	bpk:BBK_3040
ko:K01079	bpk:BBK_3041
ko:K07771	bpk:BBK_3846
ko:K00799	bpk:BBK_3850
ko:K07023	bpk:BBK_3856
ko:K03569	bpk:BBK_3858
ko:K07001	bpk:BBK_3859
ko:K02484	bpk:BBK_3860
ko:K01425	bpk:BBK_3863
ko:K01166	bpk:BBK_3864
ko:K17228	bpk:BBK_3865
ko:K13888	bpk:BBK_3866
ko:K05685	bpk:BBK_3867
ko:K00140	bpk:BBK_3872
ko:K01895	bpk:BBK_3873
ko:K07403	bpk:BBK_3876
ko:K07044	bpk:BBK_3880
ko:K01841	bpk:BBK_3881
ko:K03119	bpk:BBK_3883
ko:K07090	bpk:BBK_3886
ko:K06901	bpk:BBK_3891
ko:K00758	bpk:BBK_4700
ko:K01619	bpk:BBK_4703
ko:K03317	bpk:BBK_4704
ko:K07006	bpk:BBK_4706
ko:K00799	bpk:BBK_4707
ko:K16692	bpk:BBK_4720
ko:K01158	bpk:BBK_4726
ko:K01281	bpk:BBK_4735
ko:K14645	bpk:BBK_4736
ko:K07665	bpk:BBK_4737
ko:K07644	bpk:BBK_4738
ko:K07243	bpk:BBK_4744
ko:K10001	bpk:BBK_4748
ko:K14257	bpk:BBK_4753
ko:K07115	bpk:BBK_5572
ko:K00019	bpk:BBK_5574
ko:K00832	bpk:BBK_5575
ko:K03702	bpk:BBK_5576
ko:K07230	bpk:BBK_5577
ko:K07243	bpk:BBK_5579
ko:K06911	bpk:BBK_5584
ko:K03559	bpk:BBK_5586
ko:K03561	bpk:BBK_5587
ko:K03832	bpk:BBK_5588
ko:K02192	bpk:BBK_5589
ko:K01776	bpk:BBK_5590
ko:K03594	bpk:BBK_5591
ko:K01676	bpk:BBK_5592
ko:K01895	bpk:BBK_5595
ko:K14393	bpk:BBK_5597
ko:K09803	bpk:BBK_5602
ko:K01652	bpk:BBK_5617
ko:K00254	bpk:BBK_3361
ko:K16147	bpk:BBK_117
ko:K05343	bpk:BBK_118
ko:K00700	bpk:BBK_119
ko:K01236	bpk:BBK_121
ko:K00705	bpk:BBK_122
ko:K06044	bpk:BBK_123
ko:K00375	bpk:BBK_126
ko:K06153	bpk:BBK_134
ko:K01895	bpk:BBK_138
ko:K03327	bpk:BBK_140
ko:K08296	bpk:BBK_144
ko:K01524	bpk:BBK_152
ko:K00937	bpk:BBK_153
ko:K07636	bpk:BBK_154
ko:K07657	bpk:BBK_155
ko:K02039	bpk:BBK_156
ko:K02036	bpk:BBK_157
ko:K02038	bpk:BBK_158
ko:K02037	bpk:BBK_159
ko:K02040	bpk:BBK_160
ko:K03431	bpk:BBK_161
ko:K00796	bpk:BBK_162
ko:K03798	bpk:BBK_163
ko:K02427	bpk:BBK_164
ko:K03624	bpk:BBK_167
ko:K01955	bpk:BBK_168
ko:K11250	bpk:BBK_169
ko:K01640	bpk:BBK_1130
ko:K06938	bpk:BBK_1132
ko:K01561	bpk:BBK_1135
ko:K00459	bpk:BBK_1136
ko:K14347	bpk:BBK_1140
ko:K00847	bpk:BBK_1144
ko:K01633	bpk:BBK_1149
ko:K14058	bpk:BBK_1150
ko:K04042	bpk:BBK_1151
ko:K00820	bpk:BBK_1152
ko:K07787	bpk:BBK_1155
ko:K07798	bpk:BBK_1156
ko:K02401	bpk:BBK_1570
ko:K02400	bpk:BBK_1571
ko:K02404	bpk:BBK_1572
ko:K04562	bpk:BBK_1573
ko:K02405	bpk:BBK_1574
ko:K01251	bpk:BBK_1575
ko:K08972	bpk:BBK_1576
ko:K00297	bpk:BBK_1577
ko:K01061	bpk:BBK_1579
ko:K00459	bpk:BBK_1580
ko:K01999	bpk:BBK_1581
ko:K07226	bpk:BBK_1583
ko:K03642	bpk:BBK_1589
ko:K07056	bpk:BBK_1591
ko:K07460	bpk:BBK_1592
ko:K03271	bpk:BBK_1593
ko:K07397	bpk:BBK_2012
ko:K02871	bpk:BBK_2013
ko:K02996	bpk:BBK_2014
ko:K15724	bpk:BBK_2015
ko:K09001	bpk:BBK_2019
ko:K01866	bpk:BBK_2020
ko:K07560	bpk:BBK_2021
ko:K03551	bpk:BBK_2025
ko:K03550	bpk:BBK_2026
ko:K01159	bpk:BBK_2027
ko:K00602	bpk:BBK_2028
ko:K03557	bpk:BBK_2029
ko:K03185	bpk:BBK_2031
ko:K01262	bpk:BBK_2032
ko:K00799	bpk:BBK_2033
ko:K00566	bpk:BBK_2035
ko:K00324	bpk:BBK_2038
ko:K00324	bpk:BBK_2039
ko:K00325	bpk:BBK_2040
ko:K06996	bpk:BBK_2042
ko:K02073	bpk:BBK_2445
ko:K03521	bpk:BBK_2446
ko:K03522	bpk:BBK_2447
ko:K00285	bpk:BBK_2449
ko:K02959	bpk:BBK_2454
ko:K02860	bpk:BBK_2455
ko:K00554	bpk:BBK_2456
ko:K02884	bpk:BBK_2457
ko:K02227	bpk:BBK_2461
ko:K06013	bpk:BBK_2465
ko:K13288	bpk:BBK_2466
ko:K03831	bpk:BBK_2467
ko:K09889	bpk:BBK_2468
ko:K03592	bpk:BBK_2469
ko:K02224	bpk:BBK_3260
ko:K02014	bpk:BBK_3262
ko:K10531	bpk:BBK_3263
ko:K06160	bpk:BBK_3266
ko:K02016	bpk:BBK_3268
ko:K13255	bpk:BBK_3269
ko:K02015	bpk:BBK_3270
ko:K02013	bpk:BBK_3271
ko:K03088	bpk:BBK_3274
ko:K00854	bpk:BBK_3277
ko:K10440	bpk:BBK_3279
ko:K10441	bpk:BBK_3280
ko:K10439	bpk:BBK_3281
ko:K07345	bpk:BBK_3287
ko:K07346	bpk:BBK_3288
ko:K07347	bpk:BBK_3289
ko:K07345	bpk:BBK_3290
ko:K02029	bpk:BBK_3297
ko:K02029	bpk:BBK_3298
ko:K02030	bpk:BBK_3299
ko:K12511	bpk:BBK_3303
ko:K02283	bpk:BBK_3305
ko:K02282	bpk:BBK_3306
ko:K02280	bpk:BBK_3308
ko:K11905	bpk:BBK_4113
ko:K11896	bpk:BBK_4114
ko:K11895	bpk:BBK_4115
ko:K11907	bpk:BBK_4116
ko:K11893	bpk:BBK_4123
ko:K11892	bpk:BBK_4124
ko:K11891	bpk:BBK_4126
ko:K01495	bpk:BBK_4128
ko:K13741	bpk:BBK_4134
ko:K13287	bpk:BBK_4138
ko:K13286	bpk:BBK_4140
ko:K13285	bpk:BBK_4141
ko:K02621	bpk:BBK_444
ko:K02622	bpk:BBK_445
ko:K15738	bpk:BBK_446
ko:K02518	bpk:BBK_451
ko:K15125	bpk:BBK_462
ko:K07262	bpk:BBK_465
ko:K08276	bpk:BBK_466
ko:K06910	bpk:BBK_471
ko:K08169	bpk:BBK_472
ko:K00697	bpk:BBK_475
ko:K02049	bpk:BBK_478
ko:K02050	bpk:BBK_479
ko:K07638	bpk:BBK_482
ko:K07659	bpk:BBK_483
ko:K06911	bpk:BBK_485
ko:K10016	bpk:BBK_487
ko:K10015	bpk:BBK_488
ko:K10017	bpk:BBK_489
ko:K04751	bpk:BBK_491
ko:K01950	bpk:BBK_492
ko:K09919	bpk:BBK_493
ko:K07461	bpk:BBK_495
ko:K01507	bpk:BBK_496
ko:K01754	bpk:BBK_852
ko:K06879	bpk:BBK_853
ko:K06015	bpk:BBK_855
ko:K01753	bpk:BBK_857
ko:K05520	bpk:BBK_858
ko:K01991	bpk:BBK_866
ko:K03606	bpk:BBK_867
ko:K01192	bpk:BBK_874
ko:K03500	bpk:BBK_1299
ko:K03799	bpk:BBK_1300
ko:K00604	bpk:BBK_1302
ko:K01462	bpk:BBK_1303
ko:K04096	bpk:BBK_1304
ko:K00058	bpk:BBK_1308
ko:K11071	bpk:BBK_1318
ko:K11070	bpk:BBK_1319
ko:K11069	bpk:BBK_1320
ko:K12251	bpk:BBK_1322
ko:K02055	bpk:BBK_1324
ko:K01693	bpk:BBK_1738
ko:K05595	bpk:BBK_1739
ko:K02501	bpk:BBK_1740
ko:K01814	bpk:BBK_1741
ko:K02500	bpk:BBK_1742
ko:K01496	bpk:BBK_1743
ko:K01523	bpk:BBK_1744
ko:K02503	bpk:BBK_1746
ko:K03116	bpk:BBK_1747
ko:K03117	bpk:BBK_1748
ko:K03118	bpk:BBK_1749
ko:K00411	bpk:BBK_1752
ko:K00412	bpk:BBK_1753
ko:K00413	bpk:BBK_1754
ko:K03599	bpk:BBK_1755
ko:K03600	bpk:BBK_1756
ko:K02672	bpk:BBK_2178
ko:K02655	bpk:BBK_2180
ko:K00252	bpk:BBK_2185
ko:K05712	bpk:BBK_2190
ko:K08195	bpk:BBK_2192
ko:K00451	bpk:BBK_2193
ko:K01555	bpk:BBK_2194
ko:K04719	bpk:BBK_2197
ko:K03778	bpk:BBK_2198
ko:K04075	bpk:BBK_2718
ko:K00928	bpk:BBK_2719
ko:K00860	bpk:BBK_2727
ko:K03119	bpk:BBK_2733
ko:K00615	bpk:BBK_2737
ko:K00615	bpk:BBK_2738
ko:K00831	bpk:BBK_2741
ko:K01755	bpk:BBK_2745
ko:K00821	bpk:BBK_576
ko:K03225	bpk:BBK_4148
ko:K03230	bpk:BBK_4154
ko:K03221	bpk:BBK_4159
ko:K02283	bpk:BBK_4971
ko:K12510	bpk:BBK_4972
ko:K12511	bpk:BBK_4973
ko:K00832	bpk:BBK_4975
ko:K10979	bpk:BBK_4988
ko:K03781	bpk:BBK_4990
ko:K03092	bpk:BBK_4994
ko:K07217	bpk:BBK_4997
ko:K08995	bpk:BBK_5017
ko:K04780	bpk:BBK_5841
ko:K08325	bpk:BBK_5848
ko:K00059	bpk:BBK_5852
ko:K01495	bpk:BBK_5861
ko:K02303	bpk:BBK_5864
ko:K02575	bpk:BBK_5865
ko:K00362	bpk:BBK_5866
ko:K00363	bpk:BBK_5867
ko:K00380	bpk:BBK_5868
ko:K03587	bpk:BBK_5870
ko:K07258	bpk:BBK_5871
ko:K00854	bpk:BBK_5872
ko:K10112	bpk:BBK_5874
ko:K05351	bpk:BBK_5875
ko:K02026	bpk:BBK_5876
ko:K02025	bpk:BBK_5877
ko:K16074	bpk:BBK_5882
ko:K07044	bpk:BBK_5887
ko:K03455	bpk:BBK_5888
ko:K03587	bpk:BBK_5891
ko:K01265	bpk:BBK_2747
ko:K05524	bpk:BBK_2750
ko:K00528	bpk:BBK_2751
ko:K00208	bpk:BBK_2754
ko:K13893	bpk:BBK_2755
