ko:K00086	kpx:PMK1_01008
ko:K03658	kpx:PMK1_03323
ko:K01734	kpx:PMK1_03324
ko:K06929	kpx:PMK1_03325
ko:K11940	kpx:PMK1_03326
ko:K06969	kpx:PMK1_03327
ko:K06910	kpx:PMK1_03328
ko:K01512	kpx:PMK1_03330
ko:K11179	kpx:PMK1_03331
ko:K15580	kpx:PMK1_03333
ko:K00688	kpx:PMK1_03335
ko:K04749	kpx:PMK1_03336
ko:K02012	kpx:PMK1_03338
ko:K02011	kpx:PMK1_03339
ko:K02010	kpx:PMK1_03340
ko:K11202	kpx:PMK1_03345
ko:K04069	kpx:PMK1_03346
ko:K00656	kpx:PMK1_03347
ko:K11202	kpx:PMK1_03348
ko:K11203	kpx:PMK1_03349
ko:K08483	kpx:PMK1_03350
ko:K11189	kpx:PMK1_03350
ko:K11201	kpx:PMK1_03350
ko:K00135	kpx:PMK1_03352
ko:K02770	kpx:PMK1_04081
ko:K02769	kpx:PMK1_04082
ko:K02768	kpx:PMK1_04083
ko:K17195	kpx:PMK1_04084
ko:K03475	kpx:PMK1_04085
ko:K02822	kpx:PMK1_04086
ko:K02821	kpx:PMK1_04087
ko:K08178	kpx:PMK1_04094
ko:K02371	kpx:PMK1_04099
ko:K02083	kpx:PMK1_04100
ko:K02028	kpx:PMK1_04102
ko:K02029	kpx:PMK1_04103
ko:K02029	kpx:PMK1_04104
ko:K02030	kpx:PMK1_04105
ko:K00133	kpx:PMK1_04114
ko:K03543	kpx:PMK1_04116
ko:K09458	kpx:PMK1_04118
ko:K01951	kpx:PMK1_04122
ko:K07090	kpx:PMK1_04126
ko:K16842	kpx:PMK1_04127
ko:K16841	kpx:PMK1_04128
ko:K07168	kpx:PMK1_04904
ko:K01251	kpx:PMK1_04905
ko:K00768	kpx:PMK1_04906
ko:K02233	kpx:PMK1_04907
ko:K09802	kpx:PMK1_04908
ko:K07470	kpx:PMK1_04910
ko:K07258	kpx:PMK1_04911
ko:K01141	kpx:PMK1_04912
ko:K02355	kpx:PMK1_04913
ko:K00765	kpx:PMK1_04918
ko:K00013	kpx:PMK1_04919
ko:K00817	kpx:PMK1_04920
ko:K01089	kpx:PMK1_04921
ko:K02501	kpx:PMK1_04922
ko:K01814	kpx:PMK1_04923
ko:K02500	kpx:PMK1_04924
ko:K11755	kpx:PMK1_04925
ko:K01854	kpx:PMK1_04929
ko:K08679	kpx:PMK1_04933
ko:K00012	kpx:PMK1_04934
ko:K01840	kpx:PMK1_04935
ko:K00971	kpx:PMK1_04936
ko:K00033	kpx:PMK1_04937
ko:K06152	kpx:PMK1_04438
ko:K15342	kpx:PMK1_04443
ko:K02010	kpx:PMK1_04450
ko:K02011	kpx:PMK1_04451
ko:K02012	kpx:PMK1_04452
ko:K13574	kpx:PMK1_04453
ko:K02028	kpx:PMK1_04461
ko:K02029	kpx:PMK1_04462
ko:K02030	kpx:PMK1_04463
ko:K02016	kpx:PMK1_04465
ko:K02015	kpx:PMK1_04466
ko:K02015	kpx:PMK1_04467
ko:K02013	kpx:PMK1_04468
ko:K02014	kpx:PMK1_04469
ko:K02049	kpx:PMK1_04470
ko:K02050	kpx:PMK1_04471
ko:K02051	kpx:PMK1_04472
ko:K15553	kpx:PMK1_04473
ko:K04091	kpx:PMK1_04475
ko:K05810	kpx:PMK1_04479
ko:K05819	kpx:PMK1_04480
ko:K01666	kpx:PMK1_04481
ko:K04073	kpx:PMK1_04482
ko:K02554	kpx:PMK1_04483
ko:K01154	kpx:PMK1_c00014
ko:K03427	kpx:PMK1_c00015
ko:K07345	kpx:PMK1_c00058
ko:K07347	kpx:PMK1_c00060
ko:K13923	kpx:PMK1_00693
ko:K13922	kpx:PMK1_00697
ko:K13921	kpx:PMK1_00698
ko:K04031	kpx:PMK1_00701
ko:K04029	kpx:PMK1_00702
ko:K16651	kpx:PMK1_00704
ko:K04720	kpx:PMK1_00705
ko:K01448	kpx:PMK1_00706
ko:K14682	kpx:PMK1_00707
ko:K03581	kpx:PMK1_00709
ko:K03582	kpx:PMK1_00710
ko:K01407	kpx:PMK1_00711
ko:K03583	kpx:PMK1_00712
ko:K02681	kpx:PMK1_00713
ko:K02902	kpx:PMK1_01482
ko:K03630	kpx:PMK1_01483
ko:K13038	kpx:PMK1_01484
ko:K05501	kpx:PMK1_01486
ko:K01053	kpx:PMK1_01487
ko:K00762	kpx:PMK1_01488
ko:K00989	kpx:PMK1_01489
ko:K01993	kpx:PMK1_01492
ko:K10778	kpx:PMK1_01496
ko:K01972	kpx:PMK1_01499
ko:K00942	kpx:PMK1_01500
ko:K03060	kpx:PMK1_01501
ko:K00556	kpx:PMK1_01503
ko:K03655	kpx:PMK1_01504
ko:K02446	kpx:PMK1_01505
ko:K00528	kpx:PMK1_01506
ko:K01803	kpx:PMK1_01509
ko:K01521	kpx:PMK1_01511
ko:K02048	kpx:PMK1_01512
ko:K09892	kpx:PMK1_01513
ko:K02440	kpx:PMK1_01514
ko:K00864	kpx:PMK1_01515
ko:K03312	kpx:PMK1_01516
ko:K16345	kpx:PMK1_01517
ko:K02749	kpx:PMK1_01519
ko:K02750	kpx:PMK1_01519
ko:K01222	kpx:PMK1_01520
ko:K01811	kpx:PMK1_01522
ko:K03292	kpx:PMK1_01523
ko:K13979	kpx:PMK1_01530
ko:K03789	kpx:PMK1_02292
ko:K08723	kpx:PMK1_02293
ko:K02837	kpx:PMK1_02294
ko:K04065	kpx:PMK1_02295
ko:K03424	kpx:PMK1_02298
ko:K03317	kpx:PMK1_02299
ko:K01619	kpx:PMK1_02300
ko:K00758	kpx:PMK1_02301
ko:K01839	kpx:PMK1_02302
ko:K03784	kpx:PMK1_02303
ko:K03800	kpx:PMK1_02304
ko:K07186	kpx:PMK1_02305
ko:K01079	kpx:PMK1_02306
ko:K04485	kpx:PMK1_02307
ko:K06211	kpx:PMK1_02308
ko:K08309	kpx:PMK1_02310
ko:K03720	kpx:PMK1_02311
ko:K05804	kpx:PMK1_02314
ko:K05805	kpx:PMK1_02315
ko:K07663	kpx:PMK1_02316
ko:K07641	kpx:PMK1_02317
ko:K06143	kpx:PMK1_02318
ko:K07773	kpx:PMK1_02319
ko:K02533	kpx:PMK1_02320
ko:K12524	kpx:PMK1_02321
ko:K00872	kpx:PMK1_02322
ko:K01733	kpx:PMK1_02323
ko:K09861	kpx:PMK1_02325
ko:K03310	kpx:PMK1_02326
ko:K00616	kpx:PMK1_02327
ko:K03831	kpx:PMK1_02328
ko:K07034	kpx:PMK1_02330
ko:K04043	kpx:PMK1_02333
ko:K03686	kpx:PMK1_02334
ko:K03313	kpx:PMK1_02335
ko:K03717	kpx:PMK1_02336
ko:K11753	kpx:PMK1_02338
ko:K01870	kpx:PMK1_02339
ko:K03101	kpx:PMK1_02340
ko:K03774	kpx:PMK1_02341
ko:K03527	kpx:PMK1_02342
ko:K12700	kpx:PMK1_02343
ko:K02019	kpx:PMK1_03101
ko:K02020	kpx:PMK1_03103
ko:K02018	kpx:PMK1_03104
ko:K02017	kpx:PMK1_03105
ko:K07404	kpx:PMK1_03107
ko:K11932	kpx:PMK1_03120
ko:K01051	kpx:PMK1_03122
ko:K01468	kpx:PMK1_03123
ko:K01479	kpx:PMK1_03124
ko:K05836	kpx:PMK1_03125
ko:K01712	kpx:PMK1_03126
ko:K01745	kpx:PMK1_03127
ko:K16234	kpx:PMK1_03128
ko:K06910	kpx:PMK1_03129
ko:K00833	kpx:PMK1_03130
ko:K01012	kpx:PMK1_03131
ko:K00652	kpx:PMK1_03132
ko:K02169	kpx:PMK1_03133
ko:K01935	kpx:PMK1_03134
ko:K03702	kpx:PMK1_03136
ko:K07643	kpx:PMK1_03138
ko:K07771	kpx:PMK1_03139
ko:K03760	kpx:PMK1_03140
ko:K03639	kpx:PMK1_03142
ko:K03638	kpx:PMK1_03143
ko:K03637	kpx:PMK1_03144
ko:K03636	kpx:PMK1_03145
ko:K03635	kpx:PMK1_03146
ko:K06890	kpx:PMK1_03147
ko:K07027	kpx:PMK1_03148
ko:K13928	kpx:PMK1_03874
ko:K13935	kpx:PMK1_03875
ko:K13934	kpx:PMK1_03876
ko:K13936	kpx:PMK1_03877
ko:K13933	kpx:PMK1_03878
ko:K13932	kpx:PMK1_03879
ko:K13931	kpx:PMK1_03880
ko:K13930	kpx:PMK1_03881
ko:K13930	kpx:PMK1_03882
ko:K13929	kpx:PMK1_03883
ko:K11744	kpx:PMK1_03884
ko:K11743	kpx:PMK1_03885
ko:K11742	kpx:PMK1_03886
ko:K04775	kpx:PMK1_03887
ko:K01299	kpx:PMK1_03890
ko:K08224	kpx:PMK1_03891
ko:K15545	kpx:PMK1_03893
ko:K01935	kpx:PMK1_03894
ko:K03281	kpx:PMK1_03895
ko:K07312	kpx:PMK1_03897
ko:K07307	kpx:PMK1_03898
ko:K07309	kpx:PMK1_03899
ko:K00657	kpx:PMK1_03902
ko:K09771	kpx:PMK1_03904
ko:K00040	kpx:PMK1_03906
ko:K11932	kpx:PMK1_03907
ko:K16066	kpx:PMK1_03909
ko:K01284	kpx:PMK1_03910
ko:K04080	kpx:PMK1_03917
ko:K03299	kpx:PMK1_03922
ko:K01665	kpx:PMK1_04690
ko:K01752	kpx:PMK1_04692
ko:K02793	kpx:PMK1_04695
ko:K02794	kpx:PMK1_04695
ko:K02795	kpx:PMK1_04696
ko:K00563	kpx:PMK1_04700
ko:K03587	kpx:PMK1_04701
ko:K03704	kpx:PMK1_04702
ko:K08169	kpx:PMK1_04706
ko:K03799	kpx:PMK1_04707
ko:K03797	kpx:PMK1_04708
ko:K03607	kpx:PMK1_04709
ko:K03808	kpx:PMK1_04711
ko:K11392	kpx:PMK1_04713
ko:K09824	kpx:PMK1_04717
ko:K07245	kpx:PMK1_04719
ko:K07156	kpx:PMK1_04720
ko:K10857	kpx:PMK1_04722
ko:K01354	kpx:PMK1_04723
ko:K09918	kpx:PMK1_04725
ko:K08289	kpx:PMK1_04726
ko:K01625	kpx:PMK1_04727
ko:K01690	kpx:PMK1_04728
ko:K00036	kpx:PMK1_04729
ko:K00873	kpx:PMK1_04731
ko:K02560	kpx:PMK1_04732
ko:K09815	kpx:PMK1_04734
ko:K09817	kpx:PMK1_04735
ko:K09816	kpx:PMK1_04736
ko:K03551	kpx:PMK1_04737
ko:K03550	kpx:PMK1_04738
ko:K01159	kpx:PMK1_04739
ko:K07357	kpx:PMK1_00768
ko:K07358	kpx:PMK1_00769
ko:K07345	kpx:PMK1_00770
ko:K07351	kpx:PMK1_00771
ko:K07346	kpx:PMK1_00772
ko:K07347	kpx:PMK1_00773
ko:K07348	kpx:PMK1_00774
ko:K07349	kpx:PMK1_00775
ko:K07350	kpx:PMK1_00776
ko:K06975	kpx:PMK1_00778
ko:K15549	kpx:PMK1_00781
ko:K15547	kpx:PMK1_00782
ko:K15550	kpx:PMK1_00783
ko:K03305	kpx:PMK1_00785
ko:K00537	kpx:PMK1_00786
ko:K03893	kpx:PMK1_00787
ko:K09702	kpx:PMK1_00790
ko:K01607	kpx:PMK1_00796
ko:K08169	kpx:PMK1_00798
ko:K12943	kpx:PMK1_00800
ko:K03182	kpx:PMK1_00802
ko:K03186	kpx:PMK1_00803
ko:K07150	kpx:PMK1_00804
ko:K01823	kpx:PMK1_00805
ko:K04567	kpx:PMK1_00806
ko:K02836	kpx:PMK1_00807
ko:K07462	kpx:PMK1_00808
ko:K03981	kpx:PMK1_00809
ko:K04763	kpx:PMK1_00810
ko:K03840	kpx:PMK1_00811
ko:K09159	kpx:PMK1_00813
ko:K06980	kpx:PMK1_00814
ko:K11068	kpx:PMK1_00815
ko:K09900	kpx:PMK1_00816
ko:K01223	kpx:PMK1_00818
ko:K08344	kpx:PMK1_00820
ko:K08154	kpx:PMK1_01585
ko:K13636	kpx:PMK1_01586
ko:K13629	kpx:PMK1_01587
ko:K01753	kpx:PMK1_01588
ko:K06871	kpx:PMK1_01589
ko:K00389	kpx:PMK1_01591
ko:K01232	kpx:PMK1_01592
ko:K02749	kpx:PMK1_01593
ko:K02750	kpx:PMK1_01593
ko:K03482	kpx:PMK1_01594
ko:K07085	kpx:PMK1_01595
ko:K16692	kpx:PMK1_00003
ko:K01991	kpx:PMK1_00004
ko:K00963	kpx:PMK1_00007
ko:K07289	kpx:PMK1_00009
ko:K01494	kpx:PMK1_00010
ko:K00876	kpx:PMK1_00011
ko:K01247	kpx:PMK1_00012
ko:K04046	kpx:PMK1_00013
ko:K07660	kpx:PMK1_00015
ko:K07799	kpx:PMK1_00019
ko:K07788	kpx:PMK1_00020
ko:K07789	kpx:PMK1_00021
ko:K04081	kpx:PMK1_01597
ko:K04080	kpx:PMK1_01598
ko:K08194	kpx:PMK1_01601
ko:K01684	kpx:PMK1_01602
ko:K01631	kpx:PMK1_01603
ko:K00883	kpx:PMK1_01604
ko:K02470	kpx:PMK1_01609
ko:K03629	kpx:PMK1_01610
ko:K02338	kpx:PMK1_01611
ko:K02313	kpx:PMK1_01612
ko:K03536	kpx:PMK1_01613
ko:K03217	kpx:PMK1_01614
ko:K03650	kpx:PMK1_01615
ko:K08163	kpx:PMK1_01617
ko:K06901	kpx:PMK1_01623
ko:K07214	kpx:PMK1_01626
ko:K10124	kpx:PMK1_01627
ko:K02039	kpx:PMK1_01628
ko:K02036	kpx:PMK1_01629
ko:K02038	kpx:PMK1_01630
ko:K02037	kpx:PMK1_01631
ko:K02040	kpx:PMK1_01632
ko:K00820	kpx:PMK1_01633
ko:K03438	kpx:PMK1_02394
ko:K03586	kpx:PMK1_02395
ko:K03587	kpx:PMK1_02396
ko:K01928	kpx:PMK1_02397
ko:K01929	kpx:PMK1_02398
ko:K01000	kpx:PMK1_02399
ko:K01925	kpx:PMK1_02400
ko:K03588	kpx:PMK1_02401
ko:K02563	kpx:PMK1_02402
ko:K01924	kpx:PMK1_02403
ko:K01921	kpx:PMK1_02404
ko:K03589	kpx:PMK1_02405
ko:K03590	kpx:PMK1_02406
ko:K03531	kpx:PMK1_02407
ko:K02535	kpx:PMK1_02408
ko:K13301	kpx:PMK1_02409
ko:K03070	kpx:PMK1_02410
ko:K03574	kpx:PMK1_02411
ko:K09862	kpx:PMK1_02412
ko:K00859	kpx:PMK1_02414
ko:K00364	kpx:PMK1_02415
ko:K02505	kpx:PMK1_02416
ko:K02504	kpx:PMK1_02417
ko:K02682	kpx:PMK1_02418
ko:K00767	kpx:PMK1_02419
ko:K03806	kpx:PMK1_02420
ko:K03807	kpx:PMK1_02421
ko:K11734	kpx:PMK1_02424
ko:K00163	kpx:PMK1_02426
ko:K00627	kpx:PMK1_02427
ko:K00382	kpx:PMK1_02428
ko:K01682	kpx:PMK1_02432
ko:K09910	kpx:PMK1_02433
ko:K01611	kpx:PMK1_02434
ko:K00797	kpx:PMK1_02435
ko:K14588	kpx:PMK1_02439
ko:K00117	kpx:PMK1_02440
ko:K00760	kpx:PMK1_02441
ko:K01673	kpx:PMK1_02442
ko:K07258	kpx:PMK1_03207
ko:K11534	kpx:PMK1_03208
ko:K08160	kpx:PMK1_03210
ko:K07085	kpx:PMK1_03214
ko:K05844	kpx:PMK1_03219
ko:K11073	kpx:PMK1_03221
ko:K11076	kpx:PMK1_03222
ko:K11075	kpx:PMK1_03223
ko:K11074	kpx:PMK1_03224
ko:K03212	kpx:PMK1_03226
ko:K09996	kpx:PMK1_03229
ko:K09998	kpx:PMK1_03230
ko:K09999	kpx:PMK1_03231
ko:K09997	kpx:PMK1_03232
ko:K10000	kpx:PMK1_03233
ko:K11066	kpx:PMK1_03236
ko:K01620	kpx:PMK1_03239
ko:K00156	kpx:PMK1_03240
ko:K15977	kpx:PMK1_03241
ko:K11933	kpx:PMK1_03242
ko:K05601	kpx:PMK1_03243
ko:K06188	kpx:PMK1_03245
ko:K07459	kpx:PMK1_03246
ko:K13888	kpx:PMK1_03247
ko:K05685	kpx:PMK1_03248
ko:K03704	kpx:PMK1_03249
ko:K06891	kpx:PMK1_03250
ko:K00459	kpx:PMK1_03981
ko:K02072	kpx:PMK1_03982
ko:K02071	kpx:PMK1_03983
ko:K02073	kpx:PMK1_03984
ko:K16839	kpx:PMK1_03994
ko:K16345	kpx:PMK1_03995
ko:K16840	kpx:PMK1_03996
ko:K07127	kpx:PMK1_03997
ko:K07154	kpx:PMK1_03999
ko:K01265	kpx:PMK1_04006
ko:K07017	kpx:PMK1_04010
ko:K01232	kpx:PMK1_04015
ko:K02749	kpx:PMK1_04016
ko:K02750	kpx:PMK1_04016
ko:K03482	kpx:PMK1_04017
ko:K07090	kpx:PMK1_04018
ko:K00626	kpx:PMK1_04026
ko:K00059	kpx:PMK1_04027
ko:K01026	kpx:PMK1_04028
ko:K06950	kpx:PMK1_04791
ko:K09933	kpx:PMK1_04795
ko:K13635	kpx:PMK1_04801
ko:K03316	kpx:PMK1_04804
ko:K16137	kpx:PMK1_04805
ko:K01241	kpx:PMK1_04810
ko:K07093	kpx:PMK1_04815
ko:K02074	kpx:PMK1_04816
ko:K02075	kpx:PMK1_04817
ko:K02077	kpx:PMK1_04818
ko:K01698	kpx:PMK1_04822
ko:K01465	kpx:PMK1_04823
ko:K01868	kpx:PMK1_04825
ko:K11604	kpx:PMK1_04826
ko:K11607	kpx:PMK1_04827
ko:K11605	kpx:PMK1_04828
ko:K11606	kpx:PMK1_04829
ko:K09007	kpx:PMK1_04833
ko:K06204	kpx:PMK1_04834
ko:K03711	kpx:PMK1_04836
ko:K01883	kpx:PMK1_04840
ko:K03981	kpx:PMK1_ndm00311
ko:K04773	kpx:PMK1_ndm00332
ko:K18326	kpx:PMK1_00022
ko:K07642	kpx:PMK1_00023
ko:K07664	kpx:PMK1_00024
ko:K08303	kpx:PMK1_00025
ko:K00854	kpx:PMK1_00029
ko:K00007	kpx:PMK1_00030
ko:K03435	kpx:PMK1_00032
ko:K00039	kpx:PMK1_00033
ko:K00941	kpx:PMK1_00037
ko:K00878	kpx:PMK1_00038
ko:K01486	kpx:PMK1_00041
ko:K06901	kpx:PMK1_00042
ko:K03593	kpx:PMK1_00046
ko:K01874	kpx:PMK1_00047
ko:K02477	kpx:PMK1_00049
ko:K02478	kpx:PMK1_00050
ko:K05846	kpx:PMK1_00052
ko:K05847	kpx:PMK1_00053
ko:K05846	kpx:PMK1_00054
ko:K05845	kpx:PMK1_00055
ko:K05349	kpx:PMK1_00056
ko:K03777	kpx:PMK1_00057
ko:K03823	kpx:PMK1_00058
ko:K07262	kpx:PMK1_00059
ko:K01223	kpx:PMK1_00064
ko:K02755	kpx:PMK1_00065
ko:K02756	kpx:PMK1_00065
ko:K02757	kpx:PMK1_00065
ko:K03488	kpx:PMK1_00066
ko:K07267	kpx:PMK1_00067
ko:K05541	kpx:PMK1_00068
ko:K06518	kpx:PMK1_00069
ko:K01489	kpx:PMK1_00071
ko:K03748	kpx:PMK1_00072
ko:K10541	kpx:PMK1_00073
ko:K10542	kpx:PMK1_00074
ko:K10540	kpx:PMK1_00075
ko:K02529	kpx:PMK1_00076
ko:K07148	kpx:PMK1_00077
ko:K01495	kpx:PMK1_00078
ko:K01070	kpx:PMK1_00079
ko:K16089	kpx:PMK1_00080
ko:K11733	kpx:PMK1_00081
ko:K01151	kpx:PMK1_00084
ko:K02769	kpx:PMK1_00085
ko:K02770	kpx:PMK1_00085
ko:K00882	kpx:PMK1_00086
ko:K02768	kpx:PMK1_00087
ko:K11183	kpx:PMK1_00087
ko:K03291	kpx:PMK1_00088
ko:K06940	kpx:PMK1_00089
ko:K02356	kpx:PMK1_00090
ko:K01686	kpx:PMK1_00091
ko:K13694	kpx:PMK1_00096
ko:K13893	kpx:PMK1_00098
ko:K13894	kpx:PMK1_00099
ko:K13895	kpx:PMK1_00100
ko:K07088	kpx:PMK1_00564
ko:K01652	kpx:PMK1_00565
ko:K07401	kpx:PMK1_00566
ko:K16087	kpx:PMK1_00567
ko:K07225	kpx:PMK1_00568
ko:K02016	kpx:PMK1_00569
ko:K02015	kpx:PMK1_00570
ko:K02013	kpx:PMK1_00571
ko:K11903	kpx:PMK1_00572
ko:K03555	kpx:PMK1_00575
ko:K03186	kpx:PMK1_00579
ko:K03087	kpx:PMK1_00584
ko:K06194	kpx:PMK1_00585
ko:K00573	kpx:PMK1_00586
ko:K03787	kpx:PMK1_00587
ko:K06176	kpx:PMK1_00588
ko:K01770	kpx:PMK1_00589
ko:K00991	kpx:PMK1_00590
ko:K05589	kpx:PMK1_00591
ko:K00860	kpx:PMK1_00593
ko:K00956	kpx:PMK1_00594
ko:K00957	kpx:PMK1_00595
ko:K02302	kpx:PMK1_00596
ko:K09612	kpx:PMK1_00597
ko:K00390	kpx:PMK1_00598
ko:K00381	kpx:PMK1_00599
ko:K00380	kpx:PMK1_00600
ko:K01737	kpx:PMK1_00601
ko:K10026	kpx:PMK1_00602
ko:K01689	kpx:PMK1_00604
ko:K01937	kpx:PMK1_00605
ko:K04765	kpx:PMK1_00606
ko:K00951	kpx:PMK1_00607
ko:K03215	kpx:PMK1_00608
ko:K07678	kpx:PMK1_00609
ko:K00865	kpx:PMK1_00610
ko:K01706	kpx:PMK1_00611
ko:K13918	kpx:PMK1_00612
ko:K03535	kpx:PMK1_00613
ko:K00694	kpx:PMK1_01385
ko:K00694	kpx:PMK1_01395
ko:K12372	kpx:PMK1_01398
ko:K12371	kpx:PMK1_01399
ko:K12370	kpx:PMK1_01400
ko:K12369	kpx:PMK1_01401
ko:K12368	kpx:PMK1_01402
ko:K12975	kpx:PMK1_01405
ko:K08177	kpx:PMK1_01406
ko:K01246	kpx:PMK1_01408
ko:K03826	kpx:PMK1_01409
ko:K08351	kpx:PMK1_01410
ko:K02525	kpx:PMK1_01412
ko:K00874	kpx:PMK1_01414
ko:K00090	kpx:PMK1_01416
ko:K08195	kpx:PMK1_01418
ko:K07726	kpx:PMK1_01419
ko:K03704	kpx:PMK1_01420
ko:K01879	kpx:PMK1_01424
ko:K01878	kpx:PMK1_01425
ko:K00854	kpx:PMK1_01430
ko:K01805	kpx:PMK1_01431
ko:K07787	kpx:PMK1_02191
ko:K07798	kpx:PMK1_02192
ko:K07665	kpx:PMK1_02195
ko:K07644	kpx:PMK1_02196
ko:K13926	kpx:PMK1_02203
ko:K01993	kpx:PMK1_02204
ko:K13069	kpx:PMK1_02205
ko:K01867	kpx:PMK1_02206
ko:K02058	kpx:PMK1_02207
ko:K02056	kpx:PMK1_02208
ko:K02057	kpx:PMK1_02209
ko:K02057	kpx:PMK1_02210
ko:K00355	kpx:PMK1_02211
ko:K00135	kpx:PMK1_02228
ko:K15125	kpx:PMK1_02234
ko:K15125	kpx:PMK1_02236
ko:K00484	kpx:PMK1_02238
ko:K00483	kpx:PMK1_02239
ko:K02508	kpx:PMK1_02240
ko:K09158	kpx:PMK1_02997
ko:K07258	kpx:PMK1_02998
ko:K03642	kpx:PMK1_02999
ko:K05837	kpx:PMK1_03000
ko:K05515	kpx:PMK1_03001
ko:K00783	kpx:PMK1_03002
ko:K09710	kpx:PMK1_03003
ko:K02226	kpx:PMK1_03004
ko:K00969	kpx:PMK1_03005
ko:K02340	kpx:PMK1_03006
ko:K03643	kpx:PMK1_03007
ko:K01869	kpx:PMK1_03008
ko:K10004	kpx:PMK1_03012
ko:K10002	kpx:PMK1_03013
ko:K10003	kpx:PMK1_03014
ko:K10001	kpx:PMK1_03015
ko:K03820	kpx:PMK1_03016
ko:K06189	kpx:PMK1_03017
ko:K07042	kpx:PMK1_03018
ko:K06168	kpx:PMK1_03020
ko:K03184	kpx:PMK1_03021
ko:K01953	kpx:PMK1_03029
ko:K02566	kpx:PMK1_03030
ko:K02565	kpx:PMK1_03031
ko:K01443	kpx:PMK1_03032
ko:K02564	kpx:PMK1_03033
ko:K02802	kpx:PMK1_03034
ko:K02803	kpx:PMK1_03034
ko:K02804	kpx:PMK1_03034
ko:K01886	kpx:PMK1_03035
ko:K03288	kpx:PMK1_03039
ko:K03711	kpx:PMK1_03040
ko:K03839	kpx:PMK1_03041
ko:K03645	kpx:PMK1_03044
ko:K01835	kpx:PMK1_03045
ko:K07667	kpx:PMK1_03047
ko:K14062	kpx:PMK1_03772
ko:K03737	kpx:PMK1_03773
ko:K03778	kpx:PMK1_03776
ko:K09978	kpx:PMK1_03780
ko:K14063	kpx:PMK1_03781
ko:K00077	kpx:PMK1_03783
ko:K00276	kpx:PMK1_03785
ko:K02618	kpx:PMK1_03786
ko:K02609	kpx:PMK1_03787
ko:K02610	kpx:PMK1_03788
ko:K02611	kpx:PMK1_03789
ko:K02612	kpx:PMK1_03790
ko:K02613	kpx:PMK1_03791
ko:K01692	kpx:PMK1_03792
ko:K15866	kpx:PMK1_03793
ko:K00074	kpx:PMK1_03794
ko:K02614	kpx:PMK1_03795
ko:K01912	kpx:PMK1_03797
ko:K02616	kpx:PMK1_03798
ko:K02617	kpx:PMK1_03799
ko:K01118	kpx:PMK1_03801
ko:K03578	kpx:PMK1_03802
ko:K06075	kpx:PMK1_03807
ko:K00261	kpx:PMK1_03810
ko:K00840	kpx:PMK1_03811
ko:K00673	kpx:PMK1_03812
ko:K06447	kpx:PMK1_03813
ko:K01484	kpx:PMK1_03814
ko:K05526	kpx:PMK1_03815
ko:K07248	kpx:PMK1_03819
ko:K00134	kpx:PMK1_03820
ko:K00362	kpx:PMK1_04587
ko:K15578	kpx:PMK1_04588
ko:K15577	kpx:PMK1_04589
ko:K06039	kpx:PMK1_04592
ko:K07232	kpx:PMK1_04594
ko:K07300	kpx:PMK1_04596
ko:K01627	kpx:PMK1_04597
ko:K02493	kpx:PMK1_04600
ko:K02835	kpx:PMK1_04601
ko:K02492	kpx:PMK1_04602
ko:K02494	kpx:PMK1_04603
ko:K00919	kpx:PMK1_04604
ko:K00948	kpx:PMK1_04605
ko:K03321	kpx:PMK1_04606
ko:K01056	kpx:PMK1_04609
ko:K06942	kpx:PMK1_04610
ko:K17213	kpx:PMK1_04612
ko:K11911	kpx:PMK1_04613
ko:K11905	kpx:PMK1_04614
ko:K11906	kpx:PMK1_04615
ko:K11895	kpx:PMK1_04616
ko:K11896	kpx:PMK1_04617
ko:K11891	kpx:PMK1_04618
ko:K11904	kpx:PMK1_04627
ko:K11892	kpx:PMK1_04629
ko:K11893	kpx:PMK1_04630
ko:K09912	kpx:PMK1_04632
ko:K06177	kpx:PMK1_04633
ko:K04078	kpx:PMK1_ndm00090
ko:K04077	kpx:PMK1_ndm00091
ko:K03974	kpx:PMK1_ndm00093
ko:K11107	kpx:PMK1_ndm00117
ko:K07552	kpx:PMK1_00103
ko:K06183	kpx:PMK1_00104
ko:K02897	kpx:PMK1_00106
ko:K06899	kpx:PMK1_00111
ko:K09904	kpx:PMK1_00112
ko:K07014	kpx:PMK1_00113
ko:K08276	kpx:PMK1_00126
ko:K00116	kpx:PMK1_00127
ko:K03321	kpx:PMK1_00128
ko:K06213	kpx:PMK1_00129
ko:K06159	kpx:PMK1_00130
ko:K03919	kpx:PMK1_00131
ko:K10778	kpx:PMK1_00132
ko:K03734	kpx:PMK1_00133
ko:K09475	kpx:PMK1_00134
ko:K07676	kpx:PMK1_00135
ko:K07687	kpx:PMK1_00136
ko:K07677	kpx:PMK1_00137
ko:K02469	kpx:PMK1_00138
ko:K00568	kpx:PMK1_00139
ko:K11107	kpx:PMK1_00142
ko:K01126	kpx:PMK1_00143
ko:K02445	kpx:PMK1_00144
ko:K00111	kpx:PMK1_00145
ko:K00112	kpx:PMK1_00146
ko:K00113	kpx:PMK1_00147
ko:K12660	kpx:PMK1_00148
ko:K12661	kpx:PMK1_00150
ko:K07238	kpx:PMK1_00927
ko:K02858	kpx:PMK1_00928
ko:K09806	kpx:PMK1_00929
ko:K03272	kpx:PMK1_00931
ko:K00982	kpx:PMK1_00932
ko:K18446	kpx:PMK1_00933
ko:K07184	kpx:PMK1_00934
