ko:K19416	amaa:amad1_11020
ko:K03683	amaa:amad1_06455
ko:K01126	amaa:amad1_06465
ko:K03704	amaa:amad1_06475
ko:K10773	amaa:amad1_06490
ko:K03702	amaa:amad1_06535
ko:K06920	amaa:amad1_06545
ko:K10026	amaa:amad1_06550
ko:K01953	amaa:amad1_06560
ko:K00860	amaa:amad1_06600
ko:K00957	amaa:amad1_06605
ko:K03088	amaa:amad1_06625
ko:K03924	amaa:amad1_06660
ko:K08296	amaa:amad1_06695
ko:K03106	amaa:amad1_06715
ko:K02959	amaa:amad1_06780
ko:K02860	amaa:amad1_06785
ko:K00554	amaa:amad1_06790
ko:K02884	amaa:amad1_06795
ko:K01626	amaa:amad1_06810
ko:K14187	amaa:amad1_06815
ko:K14170	amaa:amad1_06820
ko:K03413	amaa:amad1_06825
ko:K03113	amaa:amad1_06830
ko:K07711	amaa:amad1_06860
ko:K07715	amaa:amad1_06870
ko:K01876	amaa:amad1_06895
ko:K03669	amaa:amad1_19630
ko:K03670	amaa:amad1_19635
ko:K06158	amaa:amad1_19660
ko:K07070	amaa:amad1_19665
ko:K03745	amaa:amad1_19680
ko:K04760	amaa:amad1_19700
ko:K06959	amaa:amad1_19705
ko:K02529	amaa:amad1_19735
ko:K01805	amaa:amad1_19770
ko:K05349	amaa:amad1_19790
ko:K02170	amaa:amad1_19840
ko:K07400	amaa:amad1_19855
ko:K01779	amaa:amad1_19865
ko:K03327	amaa:amad1_19875
ko:K07152	amaa:amad1_19890
ko:K02259	amaa:amad1_19900
ko:K03657	amaa:amad1_21743
ko:K08310	amaa:amad1_06900
ko:K01159	amaa:amad1_06905
ko:K03550	amaa:amad1_06910
ko:K03551	amaa:amad1_06915
ko:K07107	amaa:amad1_06920
ko:K03562	amaa:amad1_06925
ko:K03641	amaa:amad1_06940
ko:K03640	amaa:amad1_06945
ko:K03517	amaa:amad1_06965
ko:K00077	amaa:amad1_07000
ko:K06996	amaa:amad1_07015
ko:K00133	amaa:amad1_07020
ko:K12262	amaa:amad1_07030
ko:K07043	amaa:amad1_07055
ko:K16090	amaa:amad1_07080
ko:K06192	amaa:amad1_07110
ko:K03808	amaa:amad1_07115
ko:K01893	amaa:amad1_07130
ko:K07301	amaa:amad1_07140
ko:K00833	amaa:amad1_07165
ko:K01012	amaa:amad1_07170
ko:K02169	amaa:amad1_07180
ko:K01935	amaa:amad1_07185
ko:K05995	amaa:amad1_07190
ko:K06074	amaa:amad1_07205
ko:K01626	amaa:amad1_07210
ko:K09954	amaa:amad1_07220
ko:K03639	amaa:amad1_07230
ko:K06938	amaa:amad1_07260
ko:K05541	amaa:amad1_07265
ko:K10804	amaa:amad1_07280
ko:K02003	amaa:amad1_07285
ko:K07071	amaa:amad1_07295
ko:K07589	amaa:amad1_07300
ko:K07637	amaa:amad1_07310
ko:K09780	amaa:amad1_07330
ko:K01695	amaa:amad1_07335
ko:K01696	amaa:amad1_07340
ko:K13498	amaa:amad1_07345
ko:K00766	amaa:amad1_07350
ko:K01657	amaa:amad1_07360
ko:K07053	amaa:amad1_07365
ko:K05896	amaa:amad1_07375
ko:K06024	amaa:amad1_07380
ko:K06178	amaa:amad1_07385
ko:K06222	amaa:amad1_07390
ko:K06186	amaa:amad1_07435
ko:K03631	amaa:amad1_07440
ko:K04047	amaa:amad1_07445
ko:K00858	amaa:amad1_07450
ko:K00019	amaa:amad1_07460
ko:K00641	amaa:amad1_07470
ko:K03687	amaa:amad1_07495
ko:K04043	amaa:amad1_07500
ko:K03686	amaa:amad1_07505
ko:K01908	amaa:amad1_07520
ko:K00215	amaa:amad1_07530
ko:K01956	amaa:amad1_07535
ko:K01955	amaa:amad1_07540
ko:K03624	amaa:amad1_07545
ko:K04080	amaa:amad1_07560
ko:K00925	amaa:amad1_07565
ko:K13788	amaa:amad1_07570
ko:K03820	amaa:amad1_07585
ko:K06189	amaa:amad1_07590
ko:K07042	amaa:amad1_07595
ko:K06168	amaa:amad1_07605
ko:K03184	amaa:amad1_07610
ko:K03310	amaa:amad1_07670
ko:K06942	amaa:amad1_07680
ko:K01056	amaa:amad1_07685
ko:K02897	amaa:amad1_07695
ko:K12957	amaa:amad1_07700
ko:K00948	amaa:amad1_07715
ko:K00919	amaa:amad1_07720
ko:K02494	amaa:amad1_07725
ko:K02492	amaa:amad1_07730
ko:K02835	amaa:amad1_07735
ko:K02493	amaa:amad1_07740
ko:K01627	amaa:amad1_07755
ko:K07020	amaa:amad1_07770
ko:K06968	amaa:amad1_07780
ko:K02355	amaa:amad1_07785
ko:K01725	amaa:amad1_07790
ko:K01725	amaa:amad1_07795
ko:K03924	amaa:amad1_07820
ko:K03645	amaa:amad1_07825
ko:K00688	amaa:amad1_07835
ko:K05526	amaa:amad1_07845
ko:K09707	amaa:amad1_07890
ko:K06996	amaa:amad1_07895
ko:K00457	amaa:amad1_07900
ko:K00451	amaa:amad1_07905
ko:K03531	amaa:amad1_07925
ko:K07302	amaa:amad1_07975
ko:K07127	amaa:amad1_08000
ko:K07402	amaa:amad1_08010
ko:K13482	amaa:amad1_08015
ko:K13481	amaa:amad1_08020
ko:K06901	amaa:amad1_08045
ko:K02313	amaa:amad1_00010
ko:K02338	amaa:amad1_00015
ko:K03629	amaa:amad1_00020
ko:K02470	amaa:amad1_00025
ko:K01879	amaa:amad1_00035
ko:K01878	amaa:amad1_00040
ko:K01246	amaa:amad1_00045
ko:K09894	amaa:amad1_00055
ko:K03978	amaa:amad1_00070
ko:K03500	amaa:amad1_00095
ko:K00604	amaa:amad1_00100
ko:K01462	amaa:amad1_00105
ko:K04096	amaa:amad1_00115
ko:K07479	amaa:amad1_00125
ko:K07566	amaa:amad1_00130
ko:K00228	amaa:amad1_00135
ko:K07275	amaa:amad1_00140
ko:K06886	amaa:amad1_00145
ko:K00014	amaa:amad1_00150
ko:K14161	amaa:amad1_00190
ko:K05501	amaa:amad1_00225
ko:K13038	amaa:amad1_00230
ko:K03630	amaa:amad1_00235
ko:K01993	amaa:amad1_00575
ko:K13926	amaa:amad1_00580
ko:K16088	amaa:amad1_00590
ko:K06918	amaa:amad1_00615
ko:K08990	amaa:amad1_00620
ko:K04095	amaa:amad1_00635
ko:K03150	amaa:amad1_00640
ko:K03149	amaa:amad1_00645
ko:K03154	amaa:amad1_00650
ko:K14153	amaa:amad1_00660
ko:K03147	amaa:amad1_00665
ko:K02498	amaa:amad1_00670
ko:K02496	amaa:amad1_00675
ko:K01749	amaa:amad1_00685
ko:K06999	amaa:amad1_00700
ko:K00942	amaa:amad1_00705
ko:K03060	amaa:amad1_00710
ko:K00556	amaa:amad1_00725
ko:K03655	amaa:amad1_00730
ko:K15984	amaa:amad1_00735
ko:K02012	amaa:amad1_00755
ko:K02011	amaa:amad1_00760
ko:K07007	amaa:amad1_00775
ko:K15726	amaa:amad1_00805
ko:K02529	amaa:amad1_01110
ko:K00965	amaa:amad1_01120
ko:K00849	amaa:amad1_01125
ko:K00864	amaa:amad1_01170
ko:K02444	amaa:amad1_01175
ko:K00111	amaa:amad1_01180
ko:K03569	amaa:amad1_01285
ko:K03570	amaa:amad1_01290
ko:K03571	amaa:amad1_01295
ko:K06287	amaa:amad1_01300
ko:K08301	amaa:amad1_01305
ko:K03568	amaa:amad1_01320
ko:K09889	amaa:amad1_01325
ko:K03592	amaa:amad1_01330
ko:K14234	amaa:amad1_t20653
ko:K14228	amaa:amad1_t20615
ko:K14219	amaa:amad1_t20643
ko:K14220	amaa:amad1_t20553
ko:K14220	amaa:amad1_t20555
ko:K14229	amaa:amad1_t20557
ko:K14229	amaa:amad1_t20559
ko:K14229	amaa:amad1_t20561
ko:K14237	amaa:amad1_t20565
ko:K14237	amaa:amad1_t20569
ko:K14237	amaa:amad1_t20567
ko:K14218	amaa:amad1_t20571
ko:K14223	amaa:amad1_t20581
ko:K14223	amaa:amad1_t20591
ko:K14223	amaa:amad1_t20587
ko:K14223	amaa:amad1_t20597
ko:K14226	amaa:amad1_t20635
ko:K14226	amaa:amad1_t20641
ko:K14236	amaa:amad1_t20657
ko:K02030	amaa:amad1_02745
ko:K00114	amaa:amad1_16415
ko:K14237	amaa:amad1_t20599
ko:K00873	amaa:amad1_12180
ko:K16840	amaa:amad1_08005
ko:K09810	amaa:amad1_08975
ko:K14231	amaa:amad1_t20531
ko:K14232	amaa:amad1_t20631
ko:K14232	amaa:amad1_t20637
ko:K14232	amaa:amad1_t20645
ko:K03307	amaa:amad1_01130
ko:K06075	amaa:amad1_05750
ko:K03559	amaa:amad1_17130
ko:K03559	amaa:amad1_03595
ko:K07245	amaa:amad1_01710
ko:K03559	amaa:amad1_05650
ko:K02303	amaa:amad1_03340
ko:K01897	amaa:amad1_12710
ko:K00265	amaa:amad1_15715
ko:K00951	amaa:amad1_03750
ko:K16872	amaa:amad1_15230
ko:K01985	amaa:amad1_r20667
ko:K01985	amaa:amad1_r20671
ko:K01985	amaa:amad1_r20663
ko:K01985	amaa:amad1_r20673
ko:K01985	amaa:amad1_r20669
ko:K01985	amaa:amad1_r20665
ko:K00118	amaa:amad1_16280
ko:K01834	amaa:amad1_01980
ko:K14221	amaa:amad1_t20601
ko:K14221	amaa:amad1_t20603
ko:K14221	amaa:amad1_t20607
ko:K14221	amaa:amad1_t20605
ko:K14222	amaa:amad1_t20617
ko:K14232	amaa:amad1_t20625
ko:K14234	amaa:amad1_t20539
ko:K14234	amaa:amad1_t20659
ko:K14225	amaa:amad1_t20655
ko:K14228	amaa:amad1_t20647
ko:K08365	amaa:amad1_14710
ko:K14227	amaa:amad1_t20535
ko:K14227	amaa:amad1_t20627
ko:K14227	amaa:amad1_t20649
ko:K14218	amaa:amad1_t20533
ko:K14218	amaa:amad1_t20629
ko:K14218	amaa:amad1_t20651
ko:K14219	amaa:amad1_t20529
ko:K14225	amaa:amad1_t20537
ko:K14225	amaa:amad1_t20619
ko:K14230	amaa:amad1_t20541
ko:K14230	amaa:amad1_t20595
ko:K14230	amaa:amad1_t20585
ko:K14230	amaa:amad1_t20609
ko:K14230	amaa:amad1_t20611
ko:K14219	amaa:amad1_t20543
ko:K14219	amaa:amad1_t20547
ko:K14219	amaa:amad1_t20549
ko:K14233	amaa:amad1_t20621
ko:K14233	amaa:amad1_t20623
ko:K14235	amaa:amad1_t20551
ko:K14235	amaa:amad1_t20661
ko:K14228	amaa:amad1_t20583
ko:K14228	amaa:amad1_t20633
ko:K14228	amaa:amad1_t20639
ko:K14228	amaa:amad1_t20593
ko:K14228	amaa:amad1_t20589
ko:K14228	amaa:amad1_t20613
ko:K14224	amaa:amad1_t20573
ko:K14224	amaa:amad1_t20575
ko:K14224	amaa:amad1_t20577
ko:K14224	amaa:amad1_t20579
ko:K06218	amaa:amad1_02810
ko:K07662	amaa:amad1_02425
ko:K00956	amaa:amad1_06590
ko:K03417	amaa:amad1_15630
ko:K17247	amaa:amad1_11725
ko:K08282	amaa:amad1_10660
ko:K11209	amaa:amad1_18715
ko:K01977	amaa:amad1_r20675
ko:K01977	amaa:amad1_r20683
ko:K01977	amaa:amad1_r20677
ko:K01977	amaa:amad1_r20681
ko:K01977	amaa:amad1_r20679
ko:K14233	amaa:amad1_t20545
ko:K14233	amaa:amad1_t20563
ko:K01664	amaa:amad1_02255
ko:K03574	amaa:amad1_15055
ko:K01897	amaa:amad1_12970
ko:K03457	amaa:amad1_17260
ko:K17103	amaa:amad1_13215
ko:K17218	amaa:amad1_00420
ko:K01897	amaa:amad1_03620
ko:K02503	amaa:amad1_03520
ko:K17713	amaa:amad1_13735
ko:K01980	amaa:amad1_r20689
ko:K01980	amaa:amad1_r20693
ko:K01980	amaa:amad1_r20691
ko:K01980	amaa:amad1_r20687
ko:K01980	amaa:amad1_r20685
ko:K01990	amaa:amad1_16435
ko:K01990	amaa:amad1_18445
ko:K01992	amaa:amad1_00585
ko:K01992	amaa:amad1_16440
ko:K01992	amaa:amad1_18440
ko:K07245	amaa:amad1_01435
ko:K08316	amaa:amad1_18360
ko:K07576	amaa:amad1_16375
ko:K17686	amaa:amad1_01575
ko:K00813	amaa:amad1_11470
ko:K02650	amaa:amad1_15020
ko:K17686	amaa:amad1_01740
ko:K01533	amaa:amad1_10895
ko:K00130	amaa:amad1_14335
ko:K01069	amaa:amad1_12515
ko:K09857	amaa:amad1_07105
ko:K00537	amaa:amad1_11230
ko:K01130	amaa:amad1_20215
ko:K06138	amaa:amad1_16460
ko:K02477	amaa:amad1_10515
ko:K17758	amaa:amad1_18810
ko:K17759	amaa:amad1_18810
ko:K00290	amaa:amad1_15540
ko:K14742	amaa:amad1_12990
ko:K05540	amaa:amad1_19440
ko:K03767	amaa:amad1_03275
ko:K05799	amaa:amad1_14995
ko:K03892	amaa:amad1_15445
ko:K01791	amaa:amad1_14045
ko:K00632	amaa:amad1_06665
ko:K01658	amaa:amad1_07355
ko:K00248	amaa:amad1_11495
ko:K00128	amaa:amad1_02675
ko:K00632	amaa:amad1_02935
ko:K01190	amaa:amad1_16225
ko:K08485	amaa:amad1_03885
ko:K00018	amaa:amad1_20025
ko:K01467	amaa:amad1_19180
ko:K01840	amaa:amad1_10265
ko:K00661	amaa:amad1_07395
ko:K07675	amaa:amad1_16520
ko:K03566	amaa:amad1_07765
ko:K12574	amaa:amad1_11955
ko:K01190	amaa:amad1_01155
ko:K07552	amaa:amad1_04320
ko:K07577	amaa:amad1_18685
ko:K01497	amaa:amad1_00935
ko:K03286	amaa:amad1_18855
ko:K07186	amaa:amad1_13400
ko:K17737	amaa:amad1_10585
ko:K01487	amaa:amad1_07995
ko:K18139	amaa:amad1_06020
ko:K01046	amaa:amad1_18730
ko:K03973	amaa:amad1_05545
ko:K18138	amaa:amad1_00890
ko:K00520	amaa:amad1_14695
ko:K18138	amaa:amad1_03445
ko:K07814	amaa:amad1_03610
ko:K01659	amaa:amad1_15635
ko:K03719	amaa:amad1_11085
ko:K00020	amaa:amad1_16535
ko:K07814	amaa:amad1_09265
ko:K00557	amaa:amad1_16935
ko:K00344	amaa:amad1_11750
ko:K03741	amaa:amad1_15450
ko:K09017	amaa:amad1_08030
ko:K03296	amaa:amad1_11630
ko:K02483	amaa:amad1_15475
ko:K01447	amaa:amad1_15710
ko:K00108	amaa:amad1_14340
ko:K03772	amaa:amad1_19690
ko:K07003	amaa:amad1_10740
ko:K03585	amaa:amad1_03440
ko:K03605	amaa:amad1_01515
ko:K07165	amaa:amad1_19265
ko:K18298	amaa:amad1_14960
ko:K18299	amaa:amad1_14955
ko:K01243	amaa:amad1_20345
ko:K13409	amaa:amad1_21238
ko:K03796	amaa:amad1_19465
ko:K01181	amaa:amad1_19755
ko:K00615	amaa:amad1_19765
ko:K00616	amaa:amad1_19780
ko:K01785	amaa:amad1_19785
ko:K03554	amaa:amad1_21963
ko:K00382	amaa:amad1_05980
ko:K07302	amaa:amad1_11670
ko:K03522	amaa:amad1_12205
ko:K00311	amaa:amad1_12210
ko:K02014	amaa:amad1_15620
ko:K01255	amaa:amad1_16445
ko:K00925	amaa:amad1_16780
ko:K03782	amaa:amad1_17395
ko:K03782	amaa:amad1_17400
ko:K02406	amaa:amad1_06875
ko:K02015	amaa:amad1_07200
ko:K03654	amaa:amad1_02910
ko:K12205	amaa:amad1_21028
ko:K02406	amaa:amad1_05115
ko:K00059	amaa:amad1_05180
ko:K00971	amaa:amad1_08185
ko:K07733	amaa:amad1_08525
ko:K06958	amaa:amad1_05230
ko:K01356	amaa:amad1_08695
ko:K01560	amaa:amad1_09045
ko:K09948	amaa:amad1_10020
ko:K03832	amaa:amad1_10135
ko:K03832	amaa:amad1_10145
ko:K16264	amaa:amad1_16125
ko:K07165	amaa:amad1_16550
ko:K07165	amaa:amad1_06435
ko:K02554	amaa:amad1_16620
ko:K00138	amaa:amad1_16510
ko:K18446	amaa:amad1_03055
ko:K07645	amaa:amad1_03830
ko:K01437	amaa:amad1_15050
ko:K00681	amaa:amad1_02165
ko:K00681	amaa:amad1_08115
ko:K00681	amaa:amad1_02690
ko:K00681	amaa:amad1_11420
ko:K20978	amaa:amad1_06835
ko:K18640	amaa:amad1_21048
ko:K18676	amaa:amad1_14845
ko:K18640	amaa:amad1_05785
ko:K18691	amaa:amad1_04940
ko:K18850	amaa:amad1_09615
ko:K06218	amaa:amad1_02825
ko:K10747	amaa:amad1_18690
ko:K07171	amaa:amad1_16740
ko:K18800	amaa:amad1_14880
ko:K18829	amaa:amad1_19310
ko:K18831	amaa:amad1_20150
ko:K20862	amaa:amad1_00985
ko:K20881	amaa:amad1_19610
ko:K18778	amaa:amad1_15040
ko:K22452	amaa:amad1_07810
ko:K03497	amaa:amad1_20465
ko:K03496	amaa:amad1_20470
ko:K12204	amaa:amad1_21033
ko:K12203	amaa:amad1_21038
ko:K12217	amaa:amad1_21103
ko:K12218	amaa:amad1_21108
ko:K12214	amaa:amad1_21158
ko:K12213	amaa:amad1_21163
ko:K12206	amaa:amad1_21193
ko:K10748	amaa:amad1_21198
ko:K03503	amaa:amad1_21298
ko:K03502	amaa:amad1_21303
ko:K14266	amaa:amad1_19710
ko:K03497	amaa:amad1_22078
ko:K00526	amaa:amad1_11160
ko:K10747	amaa:amad1_03650
ko:K18893	amaa:amad1_18585
ko:K03502	amaa:amad1_05800
ko:K03503	amaa:amad1_05805
ko:K12070	amaa:amad1_05880
ko:K12071	amaa:amad1_05885
ko:K12068	amaa:amad1_05910
ko:K12067	amaa:amad1_05915
ko:K12065	amaa:amad1_05925
ko:K08722	amaa:amad1_11650
ko:K08722	amaa:amad1_11655
ko:K08722	amaa:amad1_11710
ko:K08364	amaa:amad1_14700
ko:K08363	amaa:amad1_14705
ko:K03496	amaa:amad1_15200
ko:K12063	amaa:amad1_06060
ko:K12062	amaa:amad1_06070
ko:K12061	amaa:amad1_06075
ko:K12060	amaa:amad1_06080
ko:K12058	amaa:amad1_06085
ko:K03111	amaa:amad1_06125
ko:K12057	amaa:amad1_06200
ko:K12072	amaa:amad1_06205
ko:K12056	amaa:amad1_06210
ko:K03646	amaa:amad1_06935
ko:K07467	amaa:amad1_04385
ko:K03496	amaa:amad1_05390
ko:K14266	amaa:amad1_10325
ko:K03746	amaa:amad1_11560
ko:K09797	amaa:amad1_14950
ko:K04565	amaa:amad1_15335
ko:K11811	amaa:amad1_15455
ko:K10277	amaa:amad1_21588
ko:K03496	amaa:amad1_22073
ko:K03976	amaa:amad1_08330
ko:K07484	amaa:amad1_01840
ko:K07484	amaa:amad1_09985
ko:K07484	amaa:amad1_14210
ko:K07484	amaa:amad1_16165
ko:K07483	amaa:amad1_02875
ko:K07483	amaa:amad1_00835
ko:K07483	amaa:amad1_04325
ko:K07483	amaa:amad1_09900
ko:K07483	amaa:amad1_10055
ko:K03526	amaa:amad1_13750
ko:K02663	amaa:amad1_02320
ko:K12064	amaa:amad1_05930
ko:K07483	amaa:amad1_20305
ko:K07483	amaa:amad1_21253
ko:K07483	amaa:amad1_21273
ko:K12069	amaa:amad1_05935
ko:K18979	amaa:amad1_18815
ko:K02664	amaa:amad1_02315
ko:K07746	amaa:amad1_12695
ko:K07746	amaa:amad1_14595
ko:K07746	amaa:amad1_16185
ko:K19155	amaa:amad1_18250
ko:K19156	amaa:amad1_18245
ko:K19166	amaa:amad1_20145
ko:K07448	amaa:amad1_00530
ko:K00476	amaa:amad1_21633
ko:K19158	amaa:amad1_11845
ko:K19166	amaa:amad1_20365
ko:K19159	amaa:amad1_11840
ko:K01710	amaa:amad1_17645
ko:K19228	amaa:amad1_05515
ko:K19229	amaa:amad1_05510
ko:K00525	amaa:amad1_11155
ko:K00798	amaa:amad1_08345
ko:K19227	amaa:amad1_05520
ko:K19092	amaa:amad1_12690
ko:K19230	amaa:amad1_05505
ko:K07448	amaa:amad1_16065
ko:K03722	amaa:amad1_12995
ko:K07497	amaa:amad1_21268
ko:K07497	amaa:amad1_00785
ko:K07497	amaa:amad1_00795
ko:K07497	amaa:amad1_00840
ko:K07497	amaa:amad1_14820
ko:K00839	amaa:amad1_08105
ko:K19337	amaa:amad1_12175
ko:K01175	amaa:amad1_11565
ko:K19302	amaa:amad1_01020
ko:K19302	amaa:amad1_03295
ko:K19337	amaa:amad1_20335
ko:K19337	amaa:amad1_12250
ko:K19577	amaa:amad1_15370
ko:K13665	amaa:amad1_14090
ko:K19592	amaa:amad1_05945
ko:K03790	amaa:amad1_20883
ko:K03790	amaa:amad1_21833
ko:K19594	amaa:amad1_06015
ko:K02030	amaa:amad1_19430
ko:K19707	amaa:amad1_09805
ko:K01069	amaa:amad1_10535
ko:K07119	amaa:amad1_19115
ko:K07147	amaa:amad1_11720
ko:K07274	amaa:amad1_04270
ko:K19804	amaa:amad1_11100
ko:K19810	amaa:amad1_03235
ko:K19954	amaa:amad1_01970
ko:K19170	amaa:amad1_20808
ko:K09796	amaa:amad1_02625
ko:K20035	amaa:amad1_12195
ko:K07484	amaa:amad1_17805
ko:K07484	amaa:amad1_09510
ko:K07484	amaa:amad1_04360
ko:K07484	amaa:amad1_10140
ko:K20264	amaa:amad1_16615
ko:K00507	amaa:amad1_16945
ko:K09788	amaa:amad1_15645
ko:K20455	amaa:amad1_15640
ko:K20444	amaa:amad1_17640
ko:K20542	amaa:amad1_17150
ko:K20543	amaa:amad1_17145
ko:K20541	amaa:amad1_17155
ko:K01214	amaa:amad1_12125
ko:K11529	amaa:amad1_15660
ko:K16044	amaa:amad1_19150
ko:K01200	amaa:amad1_10335
ko:K20920	amaa:amad1_08195
ko:K20988	amaa:amad1_08200
ko:K16554	amaa:amad1_08205
ko:K03148	amaa:amad1_00655
ko:K21029	amaa:amad1_11830
ko:K21053	amaa:amad1_08050
ko:K00821	amaa:amad1_02245
ko:K01768	amaa:amad1_02175
ko:K14379	amaa:amad1_08900
ko:K21023	amaa:amad1_12380
ko:K16011	amaa:amad1_17630
ko:K08968	amaa:amad1_10685
ko:K02495	amaa:amad1_11790
ko:K20977	amaa:amad1_06840
ko:K20975	amaa:amad1_16495
ko:K21218	amaa:amad1_06460
ko:K03553	amaa:amad1_04600
ko:K02314	amaa:amad1_08690
ko:K17733	amaa:amad1_08755
ko:K07474	amaa:amad1_08780
ko:K00558	amaa:amad1_12415
ko:K00857	amaa:amad1_14265
ko:K09882	amaa:amad1_14670
ko:K06223	amaa:amad1_16060
ko:K00558	amaa:amad1_00560
ko:K06223	amaa:amad1_02285
ko:K00287	amaa:amad1_02980
ko:K00560	amaa:amad1_03090
ko:K03546	amaa:amad1_04215
ko:K09882	amaa:amad1_06145
ko:K03676	amaa:amad1_02460
ko:K02316	amaa:amad1_03470
ko:K06217	amaa:amad1_07600
ko:K07455	amaa:amad1_08575
ko:K07336	amaa:amad1_18465
ko:K02314	amaa:amad1_18860
ko:K02315	amaa:amad1_20485
ko:K02335	amaa:amad1_00075
ko:K02481	amaa:amad1_15220
ko:K01139	amaa:amad1_00715
ko:K05375	amaa:amad1_21578
ko:K21217	amaa:amad1_18035
ko:K00249	amaa:amad1_11760
ko:K02483	amaa:amad1_14410
ko:K02483	amaa:amad1_03835
ko:K02483	amaa:amad1_18450
ko:K21420	amaa:amad1_09670
ko:K21470	amaa:amad1_12770
ko:K01420	amaa:amad1_10910
ko:K21498	amaa:amad1_02795
ko:K21498	amaa:amad1_17995
ko:K07334	amaa:amad1_02800
ko:K21575	amaa:amad1_10360
ko:K21699	amaa:amad1_06540
ko:K10914	amaa:amad1_12685
ko:K10914	amaa:amad1_17310
ko:K21973	amaa:amad1_00855
ko:K21990	amaa:amad1_13105
ko:K22105	amaa:amad1_16940
ko:K22132	amaa:amad1_10250
ko:K01816	amaa:amad1_01950
ko:K03595	amaa:amad1_13415
ko:K22293	amaa:amad1_16215
ko:K01505	amaa:amad1_15500
ko:K02257	amaa:amad1_19280
ko:K02257	amaa:amad1_19895
ko:K01439	amaa:amad1_13620
ko:K11391	amaa:amad1_03280
ko:K00275	amaa:amad1_09140
ko:K01007	amaa:amad1_09575
