ko:K01006	lmp:MUO_09580
ko:K02794	lmp:MUO_00130
ko:K02794	lmp:MUO_04170
ko:K22597	lmp:MUO_13735
ko:K00008	lmp:MUO_13335
ko:K00008	lmp:MUO_02785
ko:K00008	lmp:MUO_13330
ko:K18231	lmp:MUO_04875
ko:K05352	lmp:MUO_05675
ko:K13731	lmp:MUO_12770
ko:K09017	lmp:MUO_10065
ko:K22579	lmp:MUO_02265
ko:K02538	lmp:MUO_02320
ko:K03483	lmp:MUO_13240
ko:K01297	lmp:MUO_08415
ko:K03742	lmp:MUO_07210
ko:K03328	lmp:MUO_01220
ko:K04749	lmp:MUO_04730
ko:K09809	lmp:MUO_05685
ko:K00285	lmp:MUO_09800
ko:K18672	lmp:MUO_10880
ko:K18673	lmp:MUO_13885
ko:K18682	lmp:MUO_07220
ko:K18692	lmp:MUO_07475
ko:K03790	lmp:MUO_14285
ko:K07171	lmp:MUO_04705
ko:K18892	lmp:MUO_13820
ko:K18891	lmp:MUO_13815
ko:K18821	lmp:MUO_12810
ko:K18967	lmp:MUO_11155
ko:K03111	lmp:MUO_00275
ko:K08151	lmp:MUO_04455
ko:K00662	lmp:MUO_08785
ko:K03111	lmp:MUO_12600
ko:K03502	lmp:MUO_13395
ko:K03169	lmp:MUO_13845
ko:K03497	lmp:MUO_14010
ko:K03496	lmp:MUO_14015
ko:K03497	lmp:MUO_14030
ko:K06148	lmp:MUO_05850
ko:K19005	lmp:MUO_04910
ko:K04028	lmp:MUO_06115
ko:K00634	lmp:MUO_07065
ko:K07029	lmp:MUO_09005
ko:K03526	lmp:MUO_07430
ko:K07483	lmp:MUO_03620
ko:K18979	lmp:MUO_04945
ko:K07483	lmp:MUO_04420
ko:K07816	lmp:MUO_04265
ko:K19002	lmp:MUO_12755
ko:K02777	lmp:MUO_05360
ko:K00354	lmp:MUO_12335
ko:K03339	lmp:MUO_12760
ko:K00798	lmp:MUO_06240
ko:K05881	lmp:MUO_01940
ko:K05881	lmp:MUO_13500
ko:K00020	lmp:MUO_05300
ko:K00571	lmp:MUO_08140
ko:K19225	lmp:MUO_06905
ko:K19285	lmp:MUO_04955
ko:K03722	lmp:MUO_09745
ko:K01990	lmp:MUO_04060
ko:K01992	lmp:MUO_04900
ko:K01992	lmp:MUO_08410
ko:K19351	lmp:MUO_01160
ko:K19411	lmp:MUO_01300
ko:K19302	lmp:MUO_10315
ko:K19267	lmp:MUO_02470
ko:K04771	lmp:MUO_01655
ko:K19405	lmp:MUO_01305
ko:K19302	lmp:MUO_08340
ko:K03574	lmp:MUO_08585
ko:K19509	lmp:MUO_10220
ko:K19508	lmp:MUO_10225
ko:K19507	lmp:MUO_10230
ko:K19504	lmp:MUO_10215
ko:K06881	lmp:MUO_08105
ko:K02796	lmp:MUO_00140
ko:K02796	lmp:MUO_00665
ko:K02796	lmp:MUO_04160
ko:K19510	lmp:MUO_10210
ko:K19504	lmp:MUO_00225
ko:K00887	lmp:MUO_07545
ko:K19689	lmp:MUO_08800
ko:K19689	lmp:MUO_08240
ko:K01258	lmp:MUO_07100
ko:K00547	lmp:MUO_08630
ko:K00297	lmp:MUO_08630
ko:K02538	lmp:MUO_10975
ko:K19975	lmp:MUO_09480
ko:K19976	lmp:MUO_09485
ko:K19973	lmp:MUO_09490
ko:K20074	lmp:MUO_09350
ko:K12132	lmp:MUO_09345
ko:K20265	lmp:MUO_11795
ko:K20265	lmp:MUO_00235
ko:K20201	lmp:MUO_12685
ko:K00525	lmp:MUO_11060
ko:K18889	lmp:MUO_08480
ko:K18890	lmp:MUO_08475
ko:K22103	lmp:MUO_10810
ko:K20885	lmp:MUO_04580
ko:K01208	lmp:MUO_10915
ko:K21030	lmp:MUO_05670
ko:K21029	lmp:MUO_05520
ko:K08968	lmp:MUO_08205
ko:K21064	lmp:MUO_11605
ko:K00821	lmp:MUO_08170
ko:K00435	lmp:MUO_10840
ko:K02314	lmp:MUO_00320
ko:K04068	lmp:MUO_01595
ko:K07313	lmp:MUO_03575
ko:K09935	lmp:MUO_04765
ko:K03553	lmp:MUO_07215
ko:K03546	lmp:MUO_08450
ko:K02316	lmp:MUO_07500
ko:K06217	lmp:MUO_07560
ko:K01493	lmp:MUO_07640
ko:K01520	lmp:MUO_08700
ko:K00287	lmp:MUO_09615
ko:K00560	lmp:MUO_09620
ko:K00857	lmp:MUO_12705
ko:K21298	lmp:MUO_08880
ko:K02335	lmp:MUO_08055
ko:K21285	lmp:MUO_05690
ko:K00526	lmp:MUO_11055
ko:K21252	lmp:MUO_08755
ko:K22044	lmp:MUO_05340
ko:K21465	lmp:MUO_07415
ko:K21467	lmp:MUO_02490
ko:K21481	lmp:MUO_11360
ko:K21471	lmp:MUO_12500
ko:K21471	lmp:MUO_12505
ko:K21494	lmp:MUO_00480
ko:K18704	lmp:MUO_05655
ko:K21567	lmp:MUO_11950
ko:K21567	lmp:MUO_10060
ko:K21600	lmp:MUO_09515
ko:K21560	lmp:MUO_01145
ko:K00680	lmp:MUO_11725
ko:K21993	lmp:MUO_04840
ko:K22043	lmp:MUO_12445
ko:K00936	lmp:MUO_06060
ko:K21960	lmp:MUO_11735
ko:K03595	lmp:MUO_07535
ko:K03547	lmp:MUO_11405
ko:K01537	lmp:MUO_04465
ko:K22251	lmp:MUO_01905
ko:K22278	lmp:MUO_02285
ko:K17758	lmp:MUO_08335
ko:K02257	lmp:MUO_10555
ko:K05592	lmp:MUO_06440
ko:K13566	lmp:MUO_01605
