ko:K07005	bmal:DM55_4437
ko:K00332	bmal:DM55_2609
ko:K00333	bmal:DM55_2610
ko:K00334	bmal:DM55_2611
ko:K00337	bmal:DM55_2614
ko:K00338	bmal:DM55_2615
ko:K00339	bmal:DM55_2616
ko:K01011	bmal:DM55_3413
ko:K01061	bmal:DM55_3414
ko:K03885	bmal:DM55_3416
ko:K06966	bmal:DM55_3418
ko:K01241	bmal:DM55_3425
ko:K02204	bmal:DM55_3427
ko:K02020	bmal:DM55_3435
ko:K02018	bmal:DM55_3436
ko:K02017	bmal:DM55_3437
ko:K02019	bmal:DM55_3438
ko:K01821	bmal:DM55_3440
ko:K00788	bmal:DM55_3445
ko:K15256	bmal:DM55_3447
ko:K03606	bmal:DM55_3457
ko:K01531	bmal:DM55_4266
ko:K14645	bmal:DM55_4268
ko:K15977	bmal:DM55_4273
ko:K10016	bmal:DM55_4276
ko:K10015	bmal:DM55_4277
ko:K10017	bmal:DM55_4278
ko:K00790	bmal:DM55_4279
ko:K03781	bmal:DM55_4290
ko:K00646	bmal:DM55_4295
ko:K15337	bmal:DM55_4296
ko:K15313	bmal:DM55_4297
ko:K15312	bmal:DM55_4298
ko:K15311	bmal:DM55_4301
ko:K14257	bmal:DM55_4314
ko:K01962	bmal:DM55_297
ko:K01247	bmal:DM55_298
ko:K01883	bmal:DM55_299
ko:K03767	bmal:DM55_301
ko:K03768	bmal:DM55_302
ko:K03269	bmal:DM55_303
ko:K00640	bmal:DM55_304
ko:K02533	bmal:DM55_305
ko:K01092	bmal:DM55_306
ko:K03555	bmal:DM55_308
ko:K03775	bmal:DM55_309
ko:K03775	bmal:DM55_311
ko:K07287	bmal:DM55_314
ko:K01714	bmal:DM55_315
ko:K01867	bmal:DM55_317
ko:K07053	bmal:DM55_320
ko:K04083	bmal:DM55_324
ko:K05589	bmal:DM55_326
ko:K01689	bmal:DM55_327
ko:K01627	bmal:DM55_328
ko:K01937	bmal:DM55_329
ko:K02238	bmal:DM55_331
ko:K03424	bmal:DM55_332
ko:K09810	bmal:DM55_333
ko:K09808	bmal:DM55_334
ko:K07462	bmal:DM55_336
ko:K02836	bmal:DM55_337
ko:K04567	bmal:DM55_338
ko:K04755	bmal:DM55_341
ko:K04044	bmal:DM55_342
ko:K04082	bmal:DM55_343
ko:K13628	bmal:DM55_344
ko:K04488	bmal:DM55_345
ko:K04487	bmal:DM55_346
ko:K13643	bmal:DM55_347
ko:K02457	bmal:DM55_1147
ko:K02458	bmal:DM55_1148
ko:K02459	bmal:DM55_1149
ko:K02460	bmal:DM55_1150
ko:K02461	bmal:DM55_1151
ko:K02462	bmal:DM55_1152
ko:K02463	bmal:DM55_1153
ko:K03446	bmal:DM55_1157
ko:K03446	bmal:DM55_1158
ko:K06518	bmal:DM55_1160
ko:K02415	bmal:DM55_1162
ko:K02416	bmal:DM55_1163
ko:K02417	bmal:DM55_1164
ko:K02418	bmal:DM55_1165
ko:K02419	bmal:DM55_1166
ko:K01782	bmal:DM55_1174
ko:K00626	bmal:DM55_1175
ko:K02616	bmal:DM55_1178
ko:K10947	bmal:DM55_1181
ko:K01999	bmal:DM55_1187
ko:K01997	bmal:DM55_1188
ko:K01998	bmal:DM55_1189
ko:K01995	bmal:DM55_1190
ko:K01996	bmal:DM55_1191
ko:K01156	bmal:DM55_1194
ko:K07316	bmal:DM55_1195
ko:K07649	bmal:DM55_1198
ko:K02050	bmal:DM55_1199
ko:K00459	bmal:DM55_1993
ko:K08303	bmal:DM55_1994
ko:K04561	bmal:DM55_2004
ko:K00496	bmal:DM55_2005
ko:K01669	bmal:DM55_2006
ko:K00860	bmal:DM55_2007
ko:K07782	bmal:DM55_2008
ko:K06133	bmal:DM55_2010
ko:K01745	bmal:DM55_2011
ko:K05836	bmal:DM55_2012
ko:K01712	bmal:DM55_2013
ko:K09975	bmal:DM55_2014
ko:K01468	bmal:DM55_2015
ko:K05603	bmal:DM55_2016
ko:K07010	bmal:DM55_2018
ko:K01915	bmal:DM55_2019
ko:K12256	bmal:DM55_2020
ko:K13634	bmal:DM55_2024
ko:K00381	bmal:DM55_2025
ko:K00390	bmal:DM55_2027
ko:K00957	bmal:DM55_2028
ko:K00956	bmal:DM55_2029
ko:K02303	bmal:DM55_2030
ko:K11720	bmal:DM55_2032
ko:K07091	bmal:DM55_2033
ko:K01255	bmal:DM55_2034
ko:K02339	bmal:DM55_2035
ko:K08738	bmal:DM55_2037
ko:K01687	bmal:DM55_2039
ko:K13292	bmal:DM55_2041
ko:K09888	bmal:DM55_2044
ko:K03281	bmal:DM55_2830
ko:K00874	bmal:DM55_2835
ko:K02525	bmal:DM55_2839
ko:K03284	bmal:DM55_2854
ko:K09780	bmal:DM55_2855
ko:K07218	bmal:DM55_2867
ko:K00376	bmal:DM55_2868
ko:K03734	bmal:DM55_2869
ko:K01990	bmal:DM55_2870
ko:K01992	bmal:DM55_2871
ko:K03406	bmal:DM55_2872
ko:K01574	bmal:DM55_3681
ko:K00019	bmal:DM55_3682
ko:K07001	bmal:DM55_3683
ko:K00799	bmal:DM55_3685
ko:K16135	bmal:DM55_3687
ko:K07246	bmal:DM55_3688
ko:K09958	bmal:DM55_3690
ko:K00060	bmal:DM55_3693
ko:K00639	bmal:DM55_3694
ko:K00537	bmal:DM55_3704
ko:K03088	bmal:DM55_3706
ko:K03410	bmal:DM55_3710
ko:K06045	bmal:DM55_3714
ko:K10036	bmal:DM55_3716
ko:K10037	bmal:DM55_3717
ko:K10038	bmal:DM55_3718
ko:K01607	bmal:DM55_3721
ko:K04754	bmal:DM55_3722
ko:K07003	bmal:DM55_3723
ko:K02003	bmal:DM55_3728
ko:K02004	bmal:DM55_3729
ko:K16203	bmal:DM55_4530
ko:K00448	bmal:DM55_4531
ko:K00449	bmal:DM55_4532
ko:K02623	bmal:DM55_4533
ko:K01626	bmal:DM55_4540
ko:K16263	bmal:DM55_4543
ko:K04780	bmal:DM55_4551
ko:K08325	bmal:DM55_4558
ko:K00059	bmal:DM55_4562
ko:K01495	bmal:DM55_4571
ko:K02303	bmal:DM55_4574
ko:K02575	bmal:DM55_4575
ko:K00362	bmal:DM55_4576
ko:K00363	bmal:DM55_4577
ko:K00380	bmal:DM55_4578
ko:K03587	bmal:DM55_4580
ko:K07258	bmal:DM55_4581
ko:K00854	bmal:DM55_4582
ko:K12371	bmal:DM55_507
ko:K12372	bmal:DM55_508
ko:K09973	bmal:DM55_509
ko:K07160	bmal:DM55_512
ko:K08309	bmal:DM55_517
ko:K00329	bmal:DM55_518
ko:K00356	bmal:DM55_518
ko:K00974	bmal:DM55_520
ko:K02399	bmal:DM55_522
ko:K02398	bmal:DM55_523
ko:K02386	bmal:DM55_524
ko:K02387	bmal:DM55_526
ko:K02388	bmal:DM55_527
ko:K02389	bmal:DM55_528
ko:K02390	bmal:DM55_529
ko:K02391	bmal:DM55_530
ko:K02392	bmal:DM55_531
ko:K02393	bmal:DM55_532
ko:K02394	bmal:DM55_533
ko:K02395	bmal:DM55_534
ko:K02396	bmal:DM55_536
ko:K02397	bmal:DM55_537
ko:K03566	bmal:DM55_539
ko:K07240	bmal:DM55_540
ko:K07240	bmal:DM55_541
ko:K06193	bmal:DM55_543
ko:K00720	bmal:DM55_549
ko:K07267	bmal:DM55_552
ko:K00383	bmal:DM55_560
ko:K01940	bmal:DM55_561
ko:K02613	bmal:DM55_1362
ko:K03719	bmal:DM55_1366
ko:K00457	bmal:DM55_1367
ko:K05916	bmal:DM55_1369
ko:K00798	bmal:DM55_1370
ko:K00104	bmal:DM55_1372
ko:K11472	bmal:DM55_1373
ko:K11473	bmal:DM55_1374
ko:K06997	bmal:DM55_1375
ko:K00286	bmal:DM55_1376
ko:K02042	bmal:DM55_1377
ko:K02041	bmal:DM55_1380
ko:K06162	bmal:DM55_1381
ko:K05780	bmal:DM55_1382
ko:K05781	bmal:DM55_1383
ko:K06163	bmal:DM55_1384
ko:K06164	bmal:DM55_1385
ko:K06165	bmal:DM55_1386
ko:K06166	bmal:DM55_1387
ko:K02043	bmal:DM55_1388
ko:K05774	bmal:DM55_1390
ko:K03179	bmal:DM55_1391
ko:K04047	bmal:DM55_1393
ko:K03782	bmal:DM55_1395
ko:K04761	bmal:DM55_1397
ko:K03655	bmal:DM55_1398
ko:K07568	bmal:DM55_1399
ko:K00773	bmal:DM55_1400
ko:K03210	bmal:DM55_1401
ko:K03072	bmal:DM55_1402
ko:K03074	bmal:DM55_1403
ko:K12262	bmal:DM55_1407
ko:K03808	bmal:DM55_1408
ko:K03808	bmal:DM55_1409
ko:K06192	bmal:DM55_1410
ko:K09857	bmal:DM55_1411
ko:K07444	bmal:DM55_1414
ko:K14682	bmal:DM55_2207
ko:K03578	bmal:DM55_2208
ko:K01915	bmal:DM55_2214
ko:K07708	bmal:DM55_2215
ko:K07712	bmal:DM55_2216
ko:K01142	bmal:DM55_2218
ko:K07684	bmal:DM55_2219
ko:K07673	bmal:DM55_2220
ko:K00374	bmal:DM55_2221
ko:K00373	bmal:DM55_2222
ko:K00371	bmal:DM55_2223
ko:K00370	bmal:DM55_2224
ko:K02575	bmal:DM55_2225
ko:K02575	bmal:DM55_2226
ko:K02346	bmal:DM55_2228
ko:K01414	bmal:DM55_2229
ko:K01491	bmal:DM55_2230
ko:K00163	bmal:DM55_2233
ko:K00627	bmal:DM55_2234
ko:K00382	bmal:DM55_2235
ko:K07262	bmal:DM55_2239
ko:K02518	bmal:DM55_2247
ko:K15738	bmal:DM55_2252
ko:K02622	bmal:DM55_2253
ko:K00951	bmal:DM55_3053
ko:K01868	bmal:DM55_3055
ko:K02520	bmal:DM55_3056
ko:K02916	bmal:DM55_3057
ko:K02887	bmal:DM55_3058
ko:K01889	bmal:DM55_3059
ko:K01890	bmal:DM55_3060
ko:K04764	bmal:DM55_3061
ko:K07287	bmal:DM55_3067
ko:K06024	bmal:DM55_3080
ko:K06178	bmal:DM55_3081
ko:K09748	bmal:DM55_3082
ko:K02600	bmal:DM55_3083
ko:K02519	bmal:DM55_3084
ko:K02834	bmal:DM55_3085
ko:K03177	bmal:DM55_3086
ko:K03446	bmal:DM55_3087
ko:K03543	bmal:DM55_3088
ko:K06207	bmal:DM55_3091
ko:K00164	bmal:DM55_3092
ko:K00658	bmal:DM55_3093
ko:K00382	bmal:DM55_3094
ko:K06916	bmal:DM55_3095
ko:K01941	bmal:DM55_3901
ko:K01961	bmal:DM55_3902
ko:K07160	bmal:DM55_3904
ko:K01434	bmal:DM55_3907
ko:K01259	bmal:DM55_3908
ko:K02688	bmal:DM55_3912
ko:K03417	bmal:DM55_3913
ko:K01659	bmal:DM55_3914
ko:K07507	bmal:DM55_3928
ko:K17686	bmal:DM55_3933
ko:K00801	bmal:DM55_3941
ko:K00426	bmal:DM55_3946
ko:K00425	bmal:DM55_3947
ko:K01620	bmal:DM55_3949
ko:K03119	bmal:DM55_4746
ko:K01869	bmal:DM55_4751
ko:K06894	bmal:DM55_4756
ko:K05367	bmal:DM55_4757
ko:K00832	bmal:DM55_4765
ko:K11734	bmal:DM55_4766
ko:K11068	bmal:DM55_4770
ko:K01999	bmal:DM55_4771
ko:K03534	bmal:DM55_4781
ko:K18333	bmal:DM55_4782
ko:K18335	bmal:DM55_4784
ko:K07046	bmal:DM55_4785
ko:K01685	bmal:DM55_4786
ko:K02057	bmal:DM55_4788
ko:K03525	bmal:DM55_770
ko:K03524	bmal:DM55_771
ko:K01119	bmal:DM55_773
ko:K02066	bmal:DM55_774
ko:K02065	bmal:DM55_775
ko:K02067	bmal:DM55_776
ko:K18480	bmal:DM55_777
ko:K07018	bmal:DM55_780
ko:K07258	bmal:DM55_781
ko:K00824	bmal:DM55_782
ko:K09158	bmal:DM55_783
ko:K03566	bmal:DM55_784
ko:K03801	bmal:DM55_786
ko:K03644	bmal:DM55_787
ko:K00681	bmal:DM55_794
ko:K14393	bmal:DM55_801
ko:K11103	bmal:DM55_802
ko:K10126	bmal:DM55_805
ko:K07391	bmal:DM55_810
ko:K09806	bmal:DM55_811
ko:K04752	bmal:DM55_812
ko:K03320	bmal:DM55_813
ko:K01919	bmal:DM55_816
ko:K01920	bmal:DM55_817
ko:K02821	bmal:DM55_818
ko:K11189	bmal:DM55_819
ko:K08483	bmal:DM55_820
ko:K03797	bmal:DM55_822
ko:K01834	bmal:DM55_823
ko:K03071	bmal:DM55_826
ko:K07232	bmal:DM55_1623
ko:K07042	bmal:DM55_1624
ko:K06168	bmal:DM55_1626
ko:K02858	bmal:DM55_1630
ko:K01953	bmal:DM55_1634
ko:K00800	bmal:DM55_1636
ko:K00800	bmal:DM55_1637
ko:K02440	bmal:DM55_1639
ko:K00864	bmal:DM55_1640
ko:K00111	bmal:DM55_1641
ko:K02444	bmal:DM55_1644
ko:K00681	bmal:DM55_1645
ko:K11927	bmal:DM55_1648
ko:K07245	bmal:DM55_1651
ko:K01684	bmal:DM55_1652
ko:K03776	bmal:DM55_1659
ko:K03637	bmal:DM55_1662
ko:K03832	bmal:DM55_1663
ko:K01902	bmal:DM55_1668
ko:K01903	bmal:DM55_1669
ko:K03565	bmal:DM55_1671
ko:K07649	bmal:DM55_1674
ko:K01784	bmal:DM55_2465
ko:K01997	bmal:DM55_2470
ko:K01998	bmal:DM55_2471
ko:K01995	bmal:DM55_2472
ko:K01996	bmal:DM55_2473
ko:K00523	bmal:DM55_2477
ko:K06183	bmal:DM55_2480
ko:K07156	bmal:DM55_2481
ko:K01714	bmal:DM55_2486
ko:K01628	bmal:DM55_2487
ko:K05825	bmal:DM55_2491
ko:K04079	bmal:DM55_2495
ko:K03181	bmal:DM55_2496
ko:K03307	bmal:DM55_2500
ko:K04750	bmal:DM55_2501
ko:K00616	bmal:DM55_2502
ko:K05782	bmal:DM55_2503
ko:K09989	bmal:DM55_2504
ko:K10773	bmal:DM55_2511
ko:K03616	bmal:DM55_2512
ko:K01703	bmal:DM55_3307
ko:K00163	bmal:DM55_3312
ko:K01647	bmal:DM55_3319
ko:K09159	bmal:DM55_3320
ko:K00240	bmal:DM55_3321
ko:K00239	bmal:DM55_3322
ko:K00242	bmal:DM55_3323
ko:K00241	bmal:DM55_3324
ko:K03710	bmal:DM55_3325
ko:K00024	bmal:DM55_3326
ko:K01644	bmal:DM55_3327
ko:K01720	bmal:DM55_3329
ko:K01681	bmal:DM55_3330
ko:K15125	bmal:DM55_3331
ko:K11904	bmal:DM55_3338
ko:K11907	bmal:DM55_3339
ko:K11896	bmal:DM55_3341
ko:K11897	bmal:DM55_3342
ko:K06887	bmal:DM55_3343
ko:K11900	bmal:DM55_3344
ko:K11901	bmal:DM55_3345
ko:K11902	bmal:DM55_3346
ko:K11890	bmal:DM55_3348
ko:K11891	bmal:DM55_3349
ko:K11892	bmal:DM55_3350
ko:K11893	bmal:DM55_3351
ko:K11906	bmal:DM55_3352
ko:K07169	bmal:DM55_3354
ko:K06140	bmal:DM55_4170
ko:K01497	bmal:DM55_4174
ko:K07507	bmal:DM55_4178
ko:K07098	bmal:DM55_4179
ko:K09019	bmal:DM55_4180
ko:K01652	bmal:DM55_4192
ko:K06989	bmal:DM55_4193
ko:K01426	bmal:DM55_4202
ko:K01761	bmal:DM55_4204
ko:K00675	bmal:DM55_4207
ko:K09957	bmal:DM55_4208
ko:K03762	bmal:DM55_4213
ko:K00748	bmal:DM55_192
ko:K00677	bmal:DM55_193
ko:K02372	bmal:DM55_194
ko:K02536	bmal:DM55_195
ko:K06142	bmal:DM55_196
ko:K07277	bmal:DM55_197
ko:K11749	bmal:DM55_198
ko:K00099	bmal:DM55_199
ko:K00981	bmal:DM55_200
ko:K00806	bmal:DM55_201
ko:K02838	bmal:DM55_202
ko:K09903	bmal:DM55_203
ko:K02357	bmal:DM55_204
ko:K02967	bmal:DM55_205
ko:K01265	bmal:DM55_206
ko:K00990	bmal:DM55_207
ko:K06182	bmal:DM55_208
ko:K01462	bmal:DM55_209
ko:K01972	bmal:DM55_210
ko:K03529	bmal:DM55_212
ko:K14267	bmal:DM55_214
ko:K00674	bmal:DM55_215
ko:K01439	bmal:DM55_217
ko:K02056	bmal:DM55_4789
ko:K05819	bmal:DM55_4794
ko:K12508	bmal:DM55_4795
ko:K12508	bmal:DM55_4796
ko:K07320	bmal:DM55_218
ko:K06131	bmal:DM55_219
ko:K00432	bmal:DM55_220
ko:K06158	bmal:DM55_221
ko:K04485	bmal:DM55_223
ko:K01775	bmal:DM55_224
ko:K00941	bmal:DM55_226
ko:K09977	bmal:DM55_227
ko:K03789	bmal:DM55_229
ko:K01637	bmal:DM55_237
ko:K01560	bmal:DM55_240
ko:K01638	bmal:DM55_241
ko:K02553	bmal:DM55_243
ko:K01990	bmal:DM55_1044
ko:K01992	bmal:DM55_1045
ko:K00836	bmal:DM55_1047
ko:K14162	bmal:DM55_1051
ko:K14161	bmal:DM55_1052
ko:K14160	bmal:DM55_1053
ko:K05833	bmal:DM55_1054
ko:K05832	bmal:DM55_1055
ko:K01989	bmal:DM55_1056
ko:K03089	bmal:DM55_1058
ko:K01649	bmal:DM55_1061
ko:K00372	bmal:DM55_1064
ko:K00363	bmal:DM55_1065
ko:K00362	bmal:DM55_1066
ko:K03110	bmal:DM55_1068
ko:K00954	bmal:DM55_1070
ko:K00817	bmal:DM55_1072
ko:K01056	bmal:DM55_1073
ko:K02897	bmal:DM55_1074
ko:K00948	bmal:DM55_1075
ko:K00919	bmal:DM55_1077
ko:K02494	bmal:DM55_1078
ko:K10563	bmal:DM55_1080
ko:K03575	bmal:DM55_1081
ko:K07157	bmal:DM55_1082
ko:K06958	bmal:DM55_1083
ko:K06023	bmal:DM55_1084
ko:K02806	bmal:DM55_1085
ko:K05808	bmal:DM55_1086
ko:K03092	bmal:DM55_1087
ko:K06861	bmal:DM55_1089
ko:K09774	bmal:DM55_1090
ko:K11719	bmal:DM55_1091
ko:K01679	bmal:DM55_1887
ko:K03327	bmal:DM55_1890
ko:K14761	bmal:DM55_1891
ko:K05805	bmal:DM55_1894
ko:K05524	bmal:DM55_1897
ko:K00763	bmal:DM55_1898
ko:K00782	bmal:DM55_1899
ko:K09760	bmal:DM55_1902
ko:K03750	bmal:DM55_1905
ko:K03752	bmal:DM55_1906
ko:K03639	bmal:DM55_1907
ko:K08300	bmal:DM55_1908
ko:K06179	bmal:DM55_1909
ko:K01091	bmal:DM55_1910
ko:K04773	bmal:DM55_1912
ko:K07056	bmal:DM55_1913
ko:K06287	bmal:DM55_1914
ko:K07040	bmal:DM55_1915
ko:K02911	bmal:DM55_1916
ko:K03621	bmal:DM55_1917
ko:K00648	bmal:DM55_1918
ko:K00645	bmal:DM55_1919
ko:K00059	bmal:DM55_1920
ko:K02078	bmal:DM55_1921
ko:K09458	bmal:DM55_1922
ko:K03088	bmal:DM55_1924
ko:K03597	bmal:DM55_1925
ko:K03598	bmal:DM55_1926
ko:K03596	bmal:DM55_1929
ko:K03100	bmal:DM55_1930
ko:K03685	bmal:DM55_1931
ko:K03584	bmal:DM55_1933
ko:K03474	bmal:DM55_1934
ko:K00997	bmal:DM55_1935
ko:K01207	bmal:DM55_1936
ko:K02356	bmal:DM55_1938
ko:K03703	bmal:DM55_1940
ko:K13934	bmal:DM55_2722
ko:K13930	bmal:DM55_2723
ko:K00645	bmal:DM55_2724
ko:K03762	bmal:DM55_2733
ko:K09771	bmal:DM55_2734
ko:K02342	bmal:DM55_2735
ko:K03469	bmal:DM55_2736
ko:K01069	bmal:DM55_2738
ko:K08307	bmal:DM55_2739
ko:K01956	bmal:DM55_2743
ko:K11250	bmal:DM55_2744
ko:K01955	bmal:DM55_2745
ko:K03624	bmal:DM55_2746
ko:K02427	bmal:DM55_2749
ko:K03798	bmal:DM55_2750
ko:K00796	bmal:DM55_2751
ko:K03431	bmal:DM55_2752
ko:K02040	bmal:DM55_2753
ko:K02037	bmal:DM55_2754
ko:K02038	bmal:DM55_2755
ko:K02036	bmal:DM55_2756
ko:K02039	bmal:DM55_2757
ko:K07657	bmal:DM55_2758
ko:K07636	bmal:DM55_2759
ko:K00937	bmal:DM55_2760
ko:K01524	bmal:DM55_2761
ko:K08296	bmal:DM55_2771
ko:K03327	bmal:DM55_2775
ko:K13926	bmal:DM55_3573
ko:K03406	bmal:DM55_3576
ko:K13953	bmal:DM55_3579
ko:K02115	bmal:DM55_3580
ko:K02111	bmal:DM55_3581
ko:K02109	bmal:DM55_3582
ko:K02110	bmal:DM55_3583
ko:K02108	bmal:DM55_3584
ko:K02116	bmal:DM55_3586
ko:K02114	bmal:DM55_3587
ko:K02112	bmal:DM55_3588
ko:K03821	bmal:DM55_3589
ko:K00625	bmal:DM55_3590
ko:K00925	bmal:DM55_3591
ko:K16370	bmal:DM55_3592
ko:K01489	bmal:DM55_3594
ko:K00758	bmal:DM55_3595
ko:K01619	bmal:DM55_3598
ko:K03317	bmal:DM55_3599
ko:K00799	bmal:DM55_3602
ko:K16692	bmal:DM55_3617
ko:K01114	bmal:DM55_3622
ko:K07140	bmal:DM55_4423
ko:K16137	bmal:DM55_4428
ko:K00208	bmal:DM55_4432
ko:K04064	bmal:DM55_4434
ko:K00375	bmal:DM55_4436
ko:K00666	bmal:DM55_4440
ko:K00694	bmal:DM55_4443
ko:K00822	bmal:DM55_4450
ko:K00140	bmal:DM55_4451
ko:K00305	bmal:DM55_4455
ko:K01633	bmal:DM55_4456
ko:K03704	bmal:DM55_4457
ko:K07675	bmal:DM55_4465
ko:K08369	bmal:DM55_4466
ko:K02167	bmal:DM55_4471
ko:K18100	bmal:DM55_4474
ko:K18101	bmal:DM55_4475
ko:K15012	bmal:DM55_454
ko:K03667	bmal:DM55_455
ko:K01419	bmal:DM55_456
ko:K06204	bmal:DM55_457
ko:K06969	bmal:DM55_459
ko:K03733	bmal:DM55_460
ko:K09921	bmal:DM55_461
ko:K01778	bmal:DM55_462
ko:K02517	bmal:DM55_463
ko:K00789	bmal:DM55_464
ko:K00477	bmal:DM55_466
ko:K08224	bmal:DM55_471
ko:K00154	bmal:DM55_475
ko:K02414	bmal:DM55_479
ko:K02413	bmal:DM55_480
ko:K02412	bmal:DM55_481
ko:K02411	bmal:DM55_482
ko:K02410	bmal:DM55_483
ko:K02409	bmal:DM55_484
ko:K02408	bmal:DM55_485
ko:K02422	bmal:DM55_486
ko:K02423	bmal:DM55_487
ko:K04061	bmal:DM55_489
ko:K09939	bmal:DM55_490
ko:K07402	bmal:DM55_491
ko:K03294	bmal:DM55_492
ko:K00528	bmal:DM55_495
ko:K01338	bmal:DM55_499
ko:K12368	bmal:DM55_503
ko:K12369	bmal:DM55_504
ko:K12370	bmal:DM55_505
ko:K02878	bmal:DM55_1304
ko:K02904	bmal:DM55_1305
ko:K02961	bmal:DM55_1306
ko:K02874	bmal:DM55_1307
ko:K02895	bmal:DM55_1308
ko:K02931	bmal:DM55_1309
ko:K02954	bmal:DM55_1310
ko:K02994	bmal:DM55_1311
ko:K02933	bmal:DM55_1312
ko:K02881	bmal:DM55_1313
ko:K02988	bmal:DM55_1314
ko:K02907	bmal:DM55_1315
ko:K02876	bmal:DM55_1316
ko:K03076	bmal:DM55_1317
ko:K02518	bmal:DM55_1318
ko:K02919	bmal:DM55_1319
ko:K02952	bmal:DM55_1320
ko:K02948	bmal:DM55_1321
ko:K02986	bmal:DM55_1322
ko:K03040	bmal:DM55_1323
ko:K02879	bmal:DM55_1324
ko:K03926	bmal:DM55_1325
ko:K04084	bmal:DM55_1326
ko:K01698	bmal:DM55_1327
ko:K03978	bmal:DM55_1328
ko:K07399	bmal:DM55_1330
ko:K07275	bmal:DM55_1336
ko:K00145	bmal:DM55_1339
ko:K03809	bmal:DM55_1340
ko:K06910	bmal:DM55_1341
ko:K00762	bmal:DM55_1342
ko:K00029	bmal:DM55_1343
ko:K04090	bmal:DM55_1344
ko:K02609	bmal:DM55_1358
ko:K02610	bmal:DM55_1359
ko:K02611	bmal:DM55_1360
ko:K02612	bmal:DM55_1361
ko:K03809	bmal:DM55_2158
ko:K07058	bmal:DM55_2159
ko:K01736	bmal:DM55_2163
ko:K01595	bmal:DM55_2172
ko:K01749	bmal:DM55_2173
ko:K02498	bmal:DM55_2175
ko:K00059	bmal:DM55_2177
ko:K00128	bmal:DM55_2178
ko:K01507	bmal:DM55_2179
ko:K07461	bmal:DM55_2180
ko:K09919	bmal:DM55_2181
ko:K01950	bmal:DM55_2182
ko:K04751	bmal:DM55_2183
ko:K10017	bmal:DM55_2185
ko:K10015	bmal:DM55_2186
ko:K10016	bmal:DM55_2187
ko:K10014	bmal:DM55_2188
ko:K06911	bmal:DM55_2190
ko:K07659	bmal:DM55_2192
ko:K07638	bmal:DM55_2193
ko:K02050	bmal:DM55_2195
ko:K02049	bmal:DM55_2196
ko:K01183	bmal:DM55_2993
ko:K13541	bmal:DM55_2994
ko:K03394	bmal:DM55_2995
ko:K06042	bmal:DM55_2996
ko:K02229	bmal:DM55_2997
ko:K00595	bmal:DM55_2998
ko:K02188	bmal:DM55_2999
ko:K05895	bmal:DM55_3000
ko:K05936	bmal:DM55_3001
ko:K03449	bmal:DM55_3003
ko:K00926	bmal:DM55_3011
ko:K00611	bmal:DM55_3012
ko:K01478	bmal:DM55_3013
ko:K03758	bmal:DM55_3014
ko:K05846	bmal:DM55_3016
ko:K05847	bmal:DM55_3018
ko:K05846	bmal:DM55_3019
ko:K05845	bmal:DM55_3020
ko:K00666	bmal:DM55_3023
ko:K03408	bmal:DM55_3026
ko:K00311	bmal:DM55_3038
ko:K07107	bmal:DM55_3040
ko:K01028	bmal:DM55_3044
ko:K01029	bmal:DM55_3045
ko:K05591	bmal:DM55_3847
ko:K10001	bmal:DM55_3855
ko:K00285	bmal:DM55_3856
ko:K01953	bmal:DM55_3866
ko:K11891	bmal:DM55_3871
ko:K11892	bmal:DM55_3872
ko:K11893	bmal:DM55_3873
ko:K11906	bmal:DM55_3874
ko:K11903	bmal:DM55_3875
ko:K11901	bmal:DM55_3877
ko:K11907	bmal:DM55_3878
ko:K11898	bmal:DM55_3881
ko:K11897	bmal:DM55_3882
ko:K11896	bmal:DM55_3883
ko:K11895	bmal:DM55_3884
ko:K01980	bmal:DM55_1352
ko:K01980	bmal:DM55_4129
ko:K01977	bmal:DM55_1356
ko:K01977	bmal:DM55_2643
ko:K01977	bmal:DM55_4126
ko:K01985	bmal:DM55_4130
ko:K01985	bmal:DM55_1351
ko:K14232	bmal:DM55_718
ko:K14226	bmal:DM55_129
ko:K18778	bmal:DM55_731
ko:K18850	bmal:DM55_312
ko:K14228	bmal:DM55_2606
ko:K14228	bmal:DM55_4801
ko:K14229	bmal:DM55_2371
ko:K18928	bmal:DM55_351
ko:K14229	bmal:DM55_1537
ko:K14232	bmal:DM55_3064
ko:K14228	bmal:DM55_3116
ko:K14228	bmal:DM55_3114
ko:K14236	bmal:DM55_1276
ko:K14222	bmal:DM55_4302
ko:K14219	bmal:DM55_4143
ko:K09691	bmal:DM55_2458
ko:K14219	bmal:DM55_1133
ko:K14234	bmal:DM55_1211
ko:K14218	bmal:DM55_1106
ko:K14230	bmal:DM55_1676
ko:K14220	bmal:DM55_1895
ko:K14220	bmal:DM55_1896
ko:K14235	bmal:DM55_1281
ko:K13611	bmal:DM55_4311
ko:K14234	bmal:DM55_1279
ko:K14233	bmal:DM55_3992
ko:K14231	bmal:DM55_1556
ko:K14223	bmal:DM55_1076
ko:K14219	bmal:DM55_1781
ko:K14225	bmal:DM55_2298
ko:K14233	bmal:DM55_2341
ko:K14233	bmal:DM55_2355
ko:K14219	bmal:DM55_2363
ko:K14219	bmal:DM55_2364
ko:K14234	bmal:DM55_1797
ko:K14225	bmal:DM55_1942
ko:K14225	bmal:DM55_1943
ko:K14222	bmal:DM55_1944
ko:K14230	bmal:DM55_2227
ko:K14230	bmal:DM55_2908
ko:K14221	bmal:DM55_246
