ko:K19744	pfc:PflA506_2228
ko:K02029	pfc:PflA506_0227
ko:K02029	pfc:PflA506_0228
ko:K02072	pfc:PflA506_0238
ko:K02071	pfc:PflA506_0239
ko:K02073	pfc:PflA506_0240
ko:K10010	pfc:PflA506_0245
ko:K10009	pfc:PflA506_0246
ko:K02424	pfc:PflA506_0247
ko:K00640	pfc:PflA506_0249
ko:K02168	pfc:PflA506_0250
ko:K03119	pfc:PflA506_0252
ko:K15552	pfc:PflA506_0253
ko:K15551	pfc:PflA506_0255
ko:K01919	pfc:PflA506_0256
ko:K06959	pfc:PflA506_0258
ko:K07659	pfc:PflA506_0259
ko:K07638	pfc:PflA506_0260
ko:K02339	pfc:PflA506_1037
ko:K01255	pfc:PflA506_1038
ko:K07091	pfc:PflA506_1039
ko:K11720	pfc:PflA506_1040
ko:K03596	pfc:PflA506_1041
ko:K03100	pfc:PflA506_1042
ko:K03685	pfc:PflA506_1043
ko:K03584	pfc:PflA506_1045
ko:K03474	pfc:PflA506_1046
ko:K15257	pfc:PflA506_1049
ko:K15256	pfc:PflA506_1050
ko:K01338	pfc:PflA506_1053
ko:K00117	pfc:PflA506_1058
ko:K02909	pfc:PflA506_1079
ko:K00428	pfc:PflA506_1082
ko:K03576	pfc:PflA506_1087
ko:K01591	pfc:PflA506_1873
ko:K11073	pfc:PflA506_1885
ko:K03312	pfc:PflA506_1887
ko:K00375	pfc:PflA506_1888
ko:K03561	pfc:PflA506_1892
ko:K03832	pfc:PflA506_1894
ko:K03453	pfc:PflA506_1914
ko:K03554	pfc:PflA506_1915
ko:K03773	pfc:PflA506_1922
ko:K03412	pfc:PflA506_2707
ko:K01779	pfc:PflA506_2713
ko:K00865	pfc:PflA506_2718
ko:K02647	pfc:PflA506_2720
ko:K05786	pfc:PflA506_2725
ko:K00457	pfc:PflA506_2727
ko:K03387	pfc:PflA506_2734
ko:K00963	pfc:PflA506_2739
ko:K03919	pfc:PflA506_2746
ko:K10778	pfc:PflA506_2747
ko:K00459	pfc:PflA506_2748
ko:K02020	pfc:PflA506_2749
ko:K02018	pfc:PflA506_2750
ko:K03168	pfc:PflA506_2752
ko:K03702	pfc:PflA506_3521
ko:K00832	pfc:PflA506_3522
ko:K08324	pfc:PflA506_3525
ko:K01173	pfc:PflA506_3530
ko:K02016	pfc:PflA506_3532
ko:K02015	pfc:PflA506_3533
ko:K02013	pfc:PflA506_3534
ko:K07240	pfc:PflA506_3538
ko:K09962	pfc:PflA506_3539
ko:K03790	pfc:PflA506_3551
ko:K15256	pfc:PflA506_3555
ko:K06967	pfc:PflA506_3562
ko:K01706	pfc:PflA506_3565
ko:K01952	pfc:PflA506_4341
ko:K02024	pfc:PflA506_4345
ko:K02818	pfc:PflA506_4347
ko:K02819	pfc:PflA506_4347
ko:K01951	pfc:PflA506_4350
ko:K07090	pfc:PflA506_4353
ko:K03601	pfc:PflA506_4355
ko:K01649	pfc:PflA506_4357
ko:K14287	pfc:PflA506_4359
ko:K03977	pfc:PflA506_4360
ko:K01892	pfc:PflA506_4363
ko:K15539	pfc:PflA506_4365
ko:K02656	pfc:PflA506_4366
ko:K06941	pfc:PflA506_4367
ko:K00940	pfc:PflA506_4368
ko:K04755	pfc:PflA506_4370
ko:K04044	pfc:PflA506_4371
ko:K04082	pfc:PflA506_4372
ko:K04487	pfc:PflA506_4375
ko:K13643	pfc:PflA506_4376
ko:K00640	pfc:PflA506_4377
ko:K15396	pfc:PflA506_4378
ko:K03074	pfc:PflA506_4381
ko:K03072	pfc:PflA506_4382
ko:K03210	pfc:PflA506_4383
ko:K00773	pfc:PflA506_4384
ko:K07568	pfc:PflA506_4385
ko:K15778	pfc:PflA506_5268
ko:K00930	pfc:PflA506_5269
ko:K00762	pfc:PflA506_5270
ko:K01142	pfc:PflA506_5271
ko:K09940	pfc:PflA506_5272
ko:K00989	pfc:PflA506_5273
ko:K03272	pfc:PflA506_0470
ko:K02527	pfc:PflA506_0476
ko:K12340	pfc:PflA506_0477
ko:K03147	pfc:PflA506_0479
ko:K09920	pfc:PflA506_0482
ko:K03651	pfc:PflA506_0483
ko:K07000	pfc:PflA506_0484
ko:K02622	pfc:PflA506_0485
ko:K02621	pfc:PflA506_0487
ko:K09857	pfc:PflA506_0488
ko:K01079	pfc:PflA506_0490
ko:K01613	pfc:PflA506_0491
ko:K02556	pfc:PflA506_0494
ko:K02557	pfc:PflA506_0495
ko:K06949	pfc:PflA506_0497
ko:K13288	pfc:PflA506_0498
ko:K06925	pfc:PflA506_0502
ko:K01448	pfc:PflA506_0503
ko:K03572	pfc:PflA506_0504
ko:K00791	pfc:PflA506_0505
ko:K03666	pfc:PflA506_0506
ko:K03665	pfc:PflA506_0507
ko:K04088	pfc:PflA506_0508
ko:K04087	pfc:PflA506_0509
ko:K02502	pfc:PflA506_0510
ko:K01939	pfc:PflA506_0511
ko:K02011	pfc:PflA506_0513
ko:K02012	pfc:PflA506_0514
ko:K12573	pfc:PflA506_0517
ko:K03218	pfc:PflA506_0518
ko:K02990	pfc:PflA506_0519
ko:K02963	pfc:PflA506_0520
ko:K02939	pfc:PflA506_0522
ko:K15977	pfc:PflA506_1294
ko:K09930	pfc:PflA506_1297
ko:K01996	pfc:PflA506_1299
ko:K01995	pfc:PflA506_1300
ko:K01998	pfc:PflA506_1301
ko:K01997	pfc:PflA506_1302
ko:K01999	pfc:PflA506_1304
ko:K06940	pfc:PflA506_1307
ko:K03580	pfc:PflA506_1309
ko:K02624	pfc:PflA506_1318
ko:K08195	pfc:PflA506_1319
ko:K01040	pfc:PflA506_1321
ko:K07823	pfc:PflA506_1322
ko:K00449	pfc:PflA506_1323
ko:K00448	pfc:PflA506_1324
ko:K01857	pfc:PflA506_1326
ko:K01055	pfc:PflA506_1327
ko:K03585	pfc:PflA506_1333
ko:K03577	pfc:PflA506_1334
ko:K01912	pfc:PflA506_1335
ko:K15268	pfc:PflA506_1339
ko:K01657	pfc:PflA506_1341
ko:K01531	pfc:PflA506_2144
ko:K07507	pfc:PflA506_2145
ko:K07679	pfc:PflA506_2147
ko:K01626	pfc:PflA506_2149
ko:K03703	pfc:PflA506_2156
ko:K00995	pfc:PflA506_2157
ko:K00692	pfc:PflA506_2166
ko:K06991	pfc:PflA506_2168
ko:K10680	pfc:PflA506_2171
ko:K13924	pfc:PflA506_2177
ko:K00942	pfc:PflA506_5275
ko:K03060	pfc:PflA506_5276
ko:K03561	pfc:PflA506_5281
ko:K03832	pfc:PflA506_5283
ko:K04761	pfc:PflA506_5284
ko:K03655	pfc:PflA506_5285
ko:K02003	pfc:PflA506_5291
ko:K11890	pfc:PflA506_5294
ko:K11891	pfc:PflA506_5295
ko:K11892	pfc:PflA506_5296
ko:K11893	pfc:PflA506_5297
ko:K11906	pfc:PflA506_5298
ko:K11902	pfc:PflA506_5300
ko:K11901	pfc:PflA506_5301
ko:K11900	pfc:PflA506_5302
ko:K11903	pfc:PflA506_5303
ko:K11897	pfc:PflA506_5304
ko:K11896	pfc:PflA506_5305
ko:K11895	pfc:PflA506_5306
ko:K11907	pfc:PflA506_5307
ko:K05297	pfc:PflA506_5316
ko:K07217	pfc:PflA506_2191
ko:K07090	pfc:PflA506_2963
ko:K03088	pfc:PflA506_2965
ko:K03585	pfc:PflA506_2969
ko:K00036	pfc:PflA506_3004
ko:K06916	pfc:PflA506_3011
ko:K06076	pfc:PflA506_3782
ko:K00432	pfc:PflA506_3783
ko:K02233	pfc:PflA506_3787
ko:K00768	pfc:PflA506_3789
ko:K02231	pfc:PflA506_3790
ko:K02232	pfc:PflA506_3791
ko:K02225	pfc:PflA506_3792
ko:K02227	pfc:PflA506_3793
ko:K04719	pfc:PflA506_3794
ko:K02224	pfc:PflA506_3795
ko:K10763	pfc:PflA506_3801
ko:K09938	pfc:PflA506_3803
ko:K01933	pfc:PflA506_3804
ko:K11175	pfc:PflA506_3805
ko:K09912	pfc:PflA506_3812
ko:K03215	pfc:PflA506_3815
ko:K12339	pfc:PflA506_3816
ko:K00243	pfc:PflA506_3824
ko:K07156	pfc:PflA506_3829
ko:K00262	pfc:PflA506_4615
ko:K01841	pfc:PflA506_4617
ko:K00812	pfc:PflA506_4619
ko:K00600	pfc:PflA506_4626
ko:K06200	pfc:PflA506_4629
ko:K04485	pfc:PflA506_4631
ko:K03781	pfc:PflA506_4633
ko:K03282	pfc:PflA506_4634
ko:K00528	pfc:PflA506_4635
ko:K00426	pfc:PflA506_4639
ko:K00425	pfc:PflA506_4640
ko:K11177	pfc:PflA506_4643
ko:K11178	pfc:PflA506_4644
ko:K13483	pfc:PflA506_4645
ko:K06901	pfc:PflA506_4647
ko:K00325	pfc:PflA506_0108
ko:K00324	pfc:PflA506_0109
ko:K00324	pfc:PflA506_0110
ko:K00252	pfc:PflA506_0112
ko:K12543	pfc:PflA506_0129
ko:K12542	pfc:PflA506_0131
ko:K03119	pfc:PflA506_0132
ko:K03543	pfc:PflA506_0135
ko:K03088	pfc:PflA506_0137
ko:K07154	pfc:PflA506_0140
ko:K11935	pfc:PflA506_0154
ko:K11931	pfc:PflA506_0155
ko:K11936	pfc:PflA506_0156
ko:K11937	pfc:PflA506_0157
ko:K15125	pfc:PflA506_0159
ko:K03531	pfc:PflA506_0935
ko:K02535	pfc:PflA506_0936
ko:K07644	pfc:PflA506_0939
ko:K03415	pfc:PflA506_0947
ko:K09861	pfc:PflA506_0971
ko:K07175	pfc:PflA506_0973
ko:K03637	pfc:PflA506_0975
ko:K03636	pfc:PflA506_0976
ko:K03732	pfc:PflA506_0978
ko:K06999	pfc:PflA506_0979
ko:K09969	pfc:PflA506_0980
ko:K09970	pfc:PflA506_0981
ko:K09971	pfc:PflA506_0982
ko:K09972	pfc:PflA506_0983
ko:K01626	pfc:PflA506_1770
ko:K05592	pfc:PflA506_1773
ko:K03799	pfc:PflA506_1776
ko:K14260	pfc:PflA506_1777
ko:K00432	pfc:PflA506_1779
ko:K06923	pfc:PflA506_1781
ko:K07679	pfc:PflA506_1783
ko:K07690	pfc:PflA506_1784
ko:K01129	pfc:PflA506_1786
ko:K03320	pfc:PflA506_1791
ko:K03752	pfc:PflA506_1796
ko:K03638	pfc:PflA506_1797
ko:K03750	pfc:PflA506_1798
ko:K04061	pfc:PflA506_1799
ko:K02194	pfc:PflA506_1802
ko:K02195	pfc:PflA506_1803
ko:K02196	pfc:PflA506_1804
ko:K02197	pfc:PflA506_1805
ko:K02198	pfc:PflA506_1806
ko:K02199	pfc:PflA506_1807
ko:K05774	pfc:PflA506_1812
ko:K02048	pfc:PflA506_1817
ko:K10716	pfc:PflA506_1818
ko:K08717	pfc:PflA506_1819
ko:K00873	pfc:PflA506_1820
ko:K06911	pfc:PflA506_2606
ko:K06995	pfc:PflA506_2611
ko:K11073	pfc:PflA506_2612
ko:K01266	pfc:PflA506_2616
ko:K12536	pfc:PflA506_2619
ko:K12537	pfc:PflA506_2620
ko:K12685	pfc:PflA506_2622
ko:K12685	pfc:PflA506_2623
ko:K00131	pfc:PflA506_3222
ko:K21430	pfc:PflA506_2577
ko:K03101	pfc:PflA506_0757
ko:K03774	pfc:PflA506_0758
ko:K03527	pfc:PflA506_0760
ko:K08084	pfc:PflA506_0759
ko:K02671	pfc:PflA506_0761
ko:K02672	pfc:PflA506_0762
ko:K02655	pfc:PflA506_0763
ko:K06950	pfc:PflA506_0764
ko:K05807	pfc:PflA506_0766
ko:K06180	pfc:PflA506_0767
ko:K05810	pfc:PflA506_0768
ko:K03695	pfc:PflA506_0769
ko:K03885	pfc:PflA506_0774
ko:K09862	pfc:PflA506_0778
ko:K00859	pfc:PflA506_0780
ko:K02654	pfc:PflA506_0781
ko:K08309	pfc:PflA506_1563
ko:K15738	pfc:PflA506_1564
ko:K01825	pfc:PflA506_1567
ko:K03168	pfc:PflA506_1570
ko:K01356	pfc:PflA506_1574
ko:K01207	pfc:PflA506_1576
ko:K03723	pfc:PflA506_1579
ko:K00134	pfc:PflA506_1580
ko:K00322	pfc:PflA506_1582
ko:K01126	pfc:PflA506_1583
ko:K09808	pfc:PflA506_1585
ko:K09808	pfc:PflA506_1587
ko:K07644	pfc:PflA506_1588
ko:K06879	pfc:PflA506_1591
ko:K04754	pfc:PflA506_1594
ko:K05539	pfc:PflA506_1599
ko:K00019	pfc:PflA506_2397
ko:K13896	pfc:PflA506_2400
ko:K13895	pfc:PflA506_2401
ko:K13894	pfc:PflA506_2402
ko:K13893	pfc:PflA506_2403
ko:K11903	pfc:PflA506_2406
ko:K11910	pfc:PflA506_2407
ko:K11901	pfc:PflA506_2408
ko:K11900	pfc:PflA506_2409
ko:K11905	pfc:PflA506_2410
ko:K11896	pfc:PflA506_2411
ko:K11895	pfc:PflA506_2412
ko:K11906	pfc:PflA506_2416
ko:K11893	pfc:PflA506_2417
ko:K11892	pfc:PflA506_2418
ko:K11891	pfc:PflA506_2419
ko:K01756	pfc:PflA506_2427
ko:K01756	pfc:PflA506_2428
ko:K13896	pfc:PflA506_2444
ko:K07223	pfc:PflA506_3221
ko:K02003	pfc:PflA506_3226
ko:K05559	pfc:PflA506_3234
ko:K05560	pfc:PflA506_3235
ko:K05561	pfc:PflA506_3236
ko:K05562	pfc:PflA506_3237
ko:K05563	pfc:PflA506_3238
ko:K05564	pfc:PflA506_3239
ko:K01883	pfc:PflA506_3242
ko:K01886	pfc:PflA506_3243
ko:K03269	pfc:PflA506_3245
ko:K03446	pfc:PflA506_3246
ko:K03543	pfc:PflA506_3247
ko:K09800	pfc:PflA506_3250
ko:K07278	pfc:PflA506_3251
ko:K01142	pfc:PflA506_3253
ko:K02040	pfc:PflA506_3254
ko:K01640	pfc:PflA506_3258
ko:K01969	pfc:PflA506_3262
ko:K13766	pfc:PflA506_3263
ko:K01968	pfc:PflA506_3265
ko:K03781	pfc:PflA506_3270
ko:K03088	pfc:PflA506_3271
ko:K02390	pfc:PflA506_4034
ko:K02389	pfc:PflA506_4035
ko:K02388	pfc:PflA506_4036
ko:K02387	pfc:PflA506_4037
ko:K03415	pfc:PflA506_4039
ko:K02386	pfc:PflA506_4040
ko:K02398	pfc:PflA506_4041
ko:K02399	pfc:PflA506_4042
ko:K06213	pfc:PflA506_4055
ko:K03563	pfc:PflA506_4059
ko:K00928	pfc:PflA506_4060
ko:K01872	pfc:PflA506_4061
ko:K01620	pfc:PflA506_4062
ko:K00794	pfc:PflA506_4064
ko:K05526	pfc:PflA506_4065
ko:K01484	pfc:PflA506_4067
ko:K06447	pfc:PflA506_4068
ko:K00673	pfc:PflA506_4069
ko:K00673	pfc:PflA506_4070
ko:K06987	pfc:PflA506_4075
ko:K10023	pfc:PflA506_4076
ko:K10022	pfc:PflA506_4078
ko:K01895	pfc:PflA506_4079
ko:K00145	pfc:PflA506_4853
ko:K08973	pfc:PflA506_4854
ko:K00459	pfc:PflA506_4855
ko:K07124	pfc:PflA506_4857
ko:K02503	pfc:PflA506_4858
ko:K06134	pfc:PflA506_4859
ko:K07397	pfc:PflA506_4860
ko:K01609	pfc:PflA506_4863
ko:K00766	pfc:PflA506_4864
ko:K12686	pfc:PflA506_4866
ko:K01657	pfc:PflA506_4867
ko:K01091	pfc:PflA506_4868
ko:K01783	pfc:PflA506_4869
ko:K05801	pfc:PflA506_4872
ko:K07102	pfc:PflA506_4874
ko:K04744	pfc:PflA506_4875
ko:K03771	pfc:PflA506_4876
ko:K00097	pfc:PflA506_4877
ko:K02528	pfc:PflA506_4878
ko:K06195	pfc:PflA506_4879
ko:K02439	pfc:PflA506_4881
ko:K07180	pfc:PflA506_4882
ko:K09786	pfc:PflA506_4883
ko:K00950	pfc:PflA506_4886
ko:K01633	pfc:PflA506_4887
ko:K08591	pfc:PflA506_4888
ko:K02970	pfc:PflA506_4890
ko:K03086	pfc:PflA506_4892
ko:K00466	pfc:PflA506_4896
ko:K06135	pfc:PflA506_4899
ko:K06136	pfc:PflA506_4900
ko:K06137	pfc:PflA506_4901
ko:K06138	pfc:PflA506_4902
ko:K02002	pfc:PflA506_4969
ko:K07107	pfc:PflA506_4972
ko:K01752	pfc:PflA506_4975
ko:K02002	pfc:PflA506_4976
ko:K02001	pfc:PflA506_4977
ko:K02000	pfc:PflA506_4978
ko:K02168	pfc:PflA506_4979
ko:K02167	pfc:PflA506_4980
ko:K05591	pfc:PflA506_4987
ko:K07007	pfc:PflA506_4988
ko:K07043	pfc:PflA506_4993
ko:K01624	pfc:PflA506_4997
ko:K00927	pfc:PflA506_5000
ko:K03472	pfc:PflA506_5001
ko:K00615	pfc:PflA506_5002
ko:K00789	pfc:PflA506_5004
ko:K01972	pfc:PflA506_5006
ko:K08304	pfc:PflA506_5009
ko:K06991	pfc:PflA506_5014
ko:K01251	pfc:PflA506_5019
ko:K00767	pfc:PflA506_0786
ko:K03806	pfc:PflA506_0788
ko:K03807	pfc:PflA506_0789
ko:K03424	pfc:PflA506_0791
ko:K03435	pfc:PflA506_0792
ko:K02769	pfc:PflA506_0795
ko:K02770	pfc:PflA506_0795
ko:K01581	pfc:PflA506_0801
ko:K05847	pfc:PflA506_0802
ko:K05846	pfc:PflA506_0803
ko:K05845	pfc:PflA506_0804
ko:K05846	pfc:PflA506_0805
ko:K02837	pfc:PflA506_0806
ko:K12372	pfc:PflA506_0809
ko:K12371	pfc:PflA506_0810
ko:K12370	pfc:PflA506_0811
ko:K12369	pfc:PflA506_0812
ko:K12368	pfc:PflA506_0815
ko:K12368	pfc:PflA506_0816
ko:K15011	pfc:PflA506_0820
ko:K15012	pfc:PflA506_0821
ko:K02471	pfc:PflA506_0822
ko:K09908	pfc:PflA506_0823
ko:K07018	pfc:PflA506_0824
ko:K01867	pfc:PflA506_0825
ko:K06916	pfc:PflA506_0826
ko:K02871	pfc:PflA506_0830
ko:K02996	pfc:PflA506_0831
ko:K03827	pfc:PflA506_1650
ko:K13895	pfc:PflA506_2445
ko:K13894	pfc:PflA506_2446
ko:K13893	pfc:PflA506_2447
ko:K13893	pfc:PflA506_2448
ko:K08307	pfc:PflA506_2449
ko:K01584	pfc:PflA506_2455
ko:K00156	pfc:PflA506_2461
ko:K00381	pfc:PflA506_2464
ko:K07400	pfc:PflA506_2473
ko:K05936	pfc:PflA506_2474
ko:K02189	pfc:PflA506_2475
ko:K02234	pfc:PflA506_2481
ko:K02230	pfc:PflA506_2482
ko:K13580	pfc:PflA506_2484
ko:K09977	pfc:PflA506_2485
ko:K00858	pfc:PflA506_2486
ko:K09916	pfc:PflA506_2489
ko:K01256	pfc:PflA506_2491
ko:K07044	pfc:PflA506_2492
ko:K00496	pfc:PflA506_2496
ko:K07347	pfc:PflA506_3274
ko:K06916	pfc:PflA506_3280
ko:K03430	pfc:PflA506_3286
ko:K05306	pfc:PflA506_3287
ko:K03313	pfc:PflA506_3296
ko:K03770	pfc:PflA506_3297
ko:K03530	pfc:PflA506_3298
ko:K01338	pfc:PflA506_3299
ko:K03544	pfc:PflA506_3300
ko:K01358	pfc:PflA506_3301
ko:K03545	pfc:PflA506_3302
ko:K01491	pfc:PflA506_3307
ko:K07262	pfc:PflA506_3308
ko:K01464	pfc:PflA506_3317
ko:K07156	pfc:PflA506_3321
ko:K02029	pfc:PflA506_4088
ko:K01126	pfc:PflA506_4104
ko:K16074	pfc:PflA506_4106
ko:K07160	pfc:PflA506_4109
ko:K03088	pfc:PflA506_4115
ko:K13653	pfc:PflA506_4120
ko:K14261	pfc:PflA506_4121
ko:K06145	pfc:PflA506_4124
ko:K08369	pfc:PflA506_4128
ko:K15553	pfc:PflA506_4131
ko:K03088	pfc:PflA506_4132
ko:K06139	pfc:PflA506_4903
ko:K07726	pfc:PflA506_4905
ko:K01935	pfc:PflA506_4915
ko:K02169	pfc:PflA506_4916
ko:K02170	pfc:PflA506_4917
ko:K01012	pfc:PflA506_4919
ko:K02019	pfc:PflA506_4921
ko:K07093	pfc:PflA506_4922
ko:K05786	pfc:PflA506_4924
ko:K01638	pfc:PflA506_4926
ko:K03088	pfc:PflA506_4930
ko:K06143	pfc:PflA506_4936
ko:K07641	pfc:PflA506_4937
ko:K07663	pfc:PflA506_4938
ko:K01433	pfc:PflA506_4944
ko:K00305	pfc:PflA506_4945
ko:K00303	pfc:PflA506_4948
ko:K00600	pfc:PflA506_4949
ko:K01620	pfc:PflA506_4951
ko:K00297	pfc:PflA506_5020
ko:K11927	pfc:PflA506_5023
ko:K00833	pfc:PflA506_5026
ko:K09761	pfc:PflA506_5027
ko:K00285	pfc:PflA506_5030
ko:K11068	pfc:PflA506_5032
ko:K13928	pfc:PflA506_5033
ko:K13935	pfc:PflA506_5036
ko:K13934	pfc:PflA506_5037
ko:K13933	pfc:PflA506_5038
ko:K13932	pfc:PflA506_5039
ko:K13931	pfc:PflA506_5040
ko:K13930	pfc:PflA506_5041
ko:K13929	pfc:PflA506_5042
ko:K06598	pfc:PflA506_5045
ko:K01920	pfc:PflA506_5051
ko:K03832	pfc:PflA506_5052
ko:K07735	pfc:PflA506_5053
ko:K07447	pfc:PflA506_5054
ko:K02825	pfc:PflA506_5055
ko:K00609	pfc:PflA506_5056
ko:K01465	pfc:PflA506_5057
ko:K02669	pfc:PflA506_5060
ko:K06997	pfc:PflA506_5061
ko:K00286	pfc:PflA506_5062
ko:K02221	pfc:PflA506_5063
ko:K00641	pfc:PflA506_5064
ko:K03535	pfc:PflA506_0841
ko:K11734	pfc:PflA506_4173
ko:K03566	pfc:PflA506_1517
ko:K00568	pfc:PflA506_1692
ko:K01978	pfc:PflA506_0920
ko:K07506	pfc:PflA506_4438
ko:K08194	pfc:PflA506_0032
ko:K14221	pfc:PflA506_1917
ko:K14221	pfc:PflA506_3492
ko:K14221	pfc:PflA506_3491
ko:K14221	pfc:PflA506_1919
ko:K11915	pfc:PflA506_2420
ko:K07394	pfc:PflA506_5127
ko:K07165	pfc:PflA506_5432
ko:K02303	pfc:PflA506_3915
ko:K01980	pfc:PflA506_1961
ko:K01980	pfc:PflA506_0659
ko:K01980	pfc:PflA506_4046
ko:K01980	pfc:PflA506_4845
ko:K01980	pfc:PflA506_0117
ko:K01980	pfc:PflA506_4504
ko:K11311	pfc:PflA506_4489
ko:K00209	pfc:PflA506_1674
ko:K00146	pfc:PflA506_3415
ko:K16345	pfc:PflA506_0652
ko:K16345	pfc:PflA506_2984
ko:K01659	pfc:PflA506_3934
ko:K07346	pfc:PflA506_3275
ko:K13053	pfc:PflA506_1573
ko:K01069	pfc:PflA506_2450
ko:K10831	pfc:PflA506_0254
ko:K01977	pfc:PflA506_4049
ko:K01977	pfc:PflA506_1958
ko:K01977	pfc:PflA506_4507
ko:K01977	pfc:PflA506_4848
ko:K01977	pfc:PflA506_0656
ko:K01977	pfc:PflA506_0114
ko:K01759	pfc:PflA506_2733
ko:K03386	pfc:PflA506_2735
ko:K00383	pfc:PflA506_2738
ko:K02017	pfc:PflA506_2751
ko:K06147	pfc:PflA506_2776
ko:K06147	pfc:PflA506_2777
ko:K00010	pfc:PflA506_3030
ko:K11021	pfc:PflA506_3068
ko:K10531	pfc:PflA506_3352
ko:K02433	pfc:PflA506_3365
ko:K00854	pfc:PflA506_3369
ko:K10440	pfc:PflA506_3371
ko:K01679	pfc:PflA506_3627
ko:K09898	pfc:PflA506_3634
ko:K06889	pfc:PflA506_3648
ko:K00799	pfc:PflA506_3660
ko:K00059	pfc:PflA506_3948
ko:K01692	pfc:PflA506_3962
ko:K01782	pfc:PflA506_3966
ko:K00626	pfc:PflA506_3967
ko:K03560	pfc:PflA506_4219
ko:K03442	pfc:PflA506_4234
ko:K03406	pfc:PflA506_4244
ko:K14335	pfc:PflA506_4245
ko:K06986	pfc:PflA506_4246
ko:K03299	pfc:PflA506_4122
ko:K00851	pfc:PflA506_4123
ko:K00799	pfc:PflA506_4126
ko:K03406	pfc:PflA506_4130
ko:K01507	pfc:PflA506_4741
ko:K02054	pfc:PflA506_1931
ko:K02054	pfc:PflA506_3099
ko:K00059	pfc:PflA506_0413
ko:K00647	pfc:PflA506_0415
ko:K11105	pfc:PflA506_0438
ko:K03406	pfc:PflA506_0439
ko:K07304	pfc:PflA506_0448
ko:K00595	pfc:PflA506_0583
ko:K05595	pfc:PflA506_0588
ko:K03153	pfc:PflA506_0765
ko:K02653	pfc:PflA506_0782
ko:K03406	pfc:PflA506_0790
ko:K00882	pfc:PflA506_0794
ko:K01113	pfc:PflA506_0796
ko:K00380	pfc:PflA506_0797
ko:K07126	pfc:PflA506_0800
ko:K02014	pfc:PflA506_1030
ko:K00121	pfc:PflA506_1257
ko:K07116	pfc:PflA506_1277
ko:K01826	pfc:PflA506_1513
ko:K04085	pfc:PflA506_1559
ko:K06147	pfc:PflA506_1562
ko:K02014	pfc:PflA506_3139
ko:K01104	pfc:PflA506_3149
ko:K02238	pfc:PflA506_3155
ko:K11179	pfc:PflA506_3175
ko:K07393	pfc:PflA506_3177
ko:K15540	pfc:PflA506_0381
ko:K15540	pfc:PflA506_0382
ko:K14268	pfc:PflA506_0192
ko:K02052	pfc:PflA506_3098
ko:K02055	pfc:PflA506_3104
ko:K02004	pfc:PflA506_3377
ko:K01992	pfc:PflA506_3384
ko:K01826	pfc:PflA506_3398
ko:K02510	pfc:PflA506_3401
ko:K09471	pfc:PflA506_3403
ko:K00059	pfc:PflA506_3407
ko:K00799	pfc:PflA506_3420
ko:K06177	pfc:PflA506_3677
ko:K02619	pfc:PflA506_4009
ko:K00059	pfc:PflA506_4012
ko:K00845	pfc:PflA506_4272
ko:K03406	pfc:PflA506_4280
ko:K07338	pfc:PflA506_4283
ko:K04763	pfc:PflA506_4316
ko:K03711	pfc:PflA506_4567
ko:K01222	pfc:PflA506_4594
ko:K00355	pfc:PflA506_2922
ko:K11747	pfc:PflA506_2289
ko:K01585	pfc:PflA506_0605
ko:K00059	pfc:PflA506_0632
ko:K00626	pfc:PflA506_0633
ko:K07213	pfc:PflA506_0638
ko:K01607	pfc:PflA506_0844
ko:K02433	pfc:PflA506_0848
ko:K02014	pfc:PflA506_1059
ko:K01039	pfc:PflA506_1320
ko:K01607	pfc:PflA506_1328
ko:K06149	pfc:PflA506_1565
ko:K07665	pfc:PflA506_1589
ko:K00616	pfc:PflA506_1598
ko:K00241	pfc:PflA506_1837
ko:K03406	pfc:PflA506_1856
ko:K00647	pfc:PflA506_1857
ko:K02014	pfc:PflA506_1861
ko:K07665	pfc:PflA506_3479
ko:K09471	pfc:PflA506_3486
ko:K08086	pfc:PflA506_3503
ko:K03406	pfc:PflA506_4469
ko:K03299	pfc:PflA506_4473
ko:K02004	pfc:PflA506_4777
ko:K07027	pfc:PflA506_4786
ko:K06889	pfc:PflA506_4787
ko:K00598	pfc:PflA506_4791
ko:K01679	pfc:PflA506_0861
ko:K11189	pfc:PflA506_0865
ko:K02806	pfc:PflA506_0867
ko:K02067	pfc:PflA506_0877
ko:K02824	pfc:PflA506_0885
ko:K00564	pfc:PflA506_0902
ko:K00666	pfc:PflA506_0905
ko:K02010	pfc:PflA506_1113
ko:K03386	pfc:PflA506_1119
ko:K03616	pfc:PflA506_1127
ko:K03593	pfc:PflA506_1129
ko:K05524	pfc:PflA506_1131
ko:K00567	pfc:PflA506_1380
ko:K06183	pfc:PflA506_1384
ko:K07120	pfc:PflA506_1388
ko:K07793	pfc:PflA506_1389
ko:K03406	pfc:PflA506_1877
ko:K02014	pfc:PflA506_1893
ko:K01113	pfc:PflA506_1897
ko:K06445	pfc:PflA506_1901
ko:K07052	pfc:PflA506_3856
ko:K03776	pfc:PflA506_3857
ko:K02463	pfc:PflA506_3435
ko:K02454	pfc:PflA506_3444
ko:K00852	pfc:PflA506_3465
ko:K10440	pfc:PflA506_3467
ko:K02414	pfc:PflA506_3737
ko:K10943	pfc:PflA506_3747
ko:K10942	pfc:PflA506_3748
ko:K06603	pfc:PflA506_3753
