ko:K01006	lmon:LMOSLCC2376_1829
ko:K02443	lmon:LMOSLCC2376_1360
ko:K00626	lmon:LMOSLCC2376_1370
ko:K01641	lmon:LMOSLCC2376_1371
ko:K06902	lmon:LMOSLCC2376_1373
ko:K05845	lmon:LMOSLCC2376_1378
ko:K05846	lmon:LMOSLCC2376_1378
ko:K00383	lmon:LMOSLCC2376_1389
ko:K00625	lmon:LMOSLCC2376_2059
ko:K07098	lmon:LMOSLCC2376_2063
ko:K02004	lmon:LMOSLCC2376_2072
ko:K00691	lmon:LMOSLCC2376_2078
ko:K00058	lmon:LMOSLCC2376_2723
ko:K04844	lmon:LMOSLCC2376_2732
ko:K02025	lmon:LMOSLCC2376_2737
ko:K01629	lmon:LMOSLCC2376_2745
ko:K01813	lmon:LMOSLCC2376_2746
ko:K06610	lmon:LMOSLCC2376_2748
ko:K06346	lmon:LMOSLCC2376_2751
ko:K03492	lmon:LMOSLCC2376_0554
ko:K07030	lmon:LMOSLCC2376_0569
ko:K10947	lmon:LMOSLCC2376_0579
ko:K06147	lmon:LMOSLCC2376_0587
ko:K06147	lmon:LMOSLCC2376_0588
ko:K03095	lmon:LMOSLCC2376_0868
ko:K03492	lmon:LMOSLCC2376_0873
ko:K00383	lmon:LMOSLCC2376_0877
ko:K00135	lmon:LMOSLCC2376_0884
ko:K03491	lmon:LMOSLCC2376_0889
ko:K00867	lmon:LMOSLCC2376_0893
ko:K01104	lmon:LMOSLCC2376_0909
ko:K00016	lmon:LMOSLCC2376_1626
ko:K09815	lmon:LMOSLCC2376_1630
ko:K08680	lmon:LMOSLCC2376_1633
ko:K02552	lmon:LMOSLCC2376_1635
ko:K01760	lmon:LMOSLCC2376_1638
ko:K09825	lmon:LMOSLCC2376_1642
ko:K07586	lmon:LMOSLCC2376_1646
ko:K07025	lmon:LMOSLCC2376_0609
ko:K03294	lmon:LMOSLCC2376_0620
ko:K07104	lmon:LMOSLCC2376_0621
ko:K07457	lmon:LMOSLCC2376_0633
ko:K13921	lmon:LMOSLCC2376_1117
ko:K04720	lmon:LMOSLCC2376_1120
ko:K03399	lmon:LMOSLCC2376_1146
ko:K03469	lmon:LMOSLCC2376_1841
ko:K03700	lmon:LMOSLCC2376_1852
ko:K02086	lmon:LMOSLCC2376_1856
ko:K00974	lmon:LMOSLCC2376_1867
ko:K01426	lmon:LMOSLCC2376_2500
ko:K00939	lmon:LMOSLCC2376_2508
ko:K00805	lmon:LMOSLCC2376_2537
ko:K00805	lmon:LMOSLCC2376_2538
ko:K06994	lmon:LMOSLCC2376_2355
ko:K02564	lmon:LMOSLCC2376_0928
ko:K07816	lmon:LMOSLCC2376_0938
ko:K09963	lmon:LMOSLCC2376_1675
ko:K02025	lmon:LMOSLCC2376_1688
ko:K01580	lmon:LMOSLCC2376_2326
ko:K03488	lmon:LMOSLCC2376_2328
ko:K07032	lmon:LMOSLCC2376_2329
ko:K02190	lmon:LMOSLCC2376_1153
ko:K02009	lmon:LMOSLCC2376_1156
ko:K02004	lmon:LMOSLCC2376_1173
ko:K06994	lmon:LMOSLCC2376_1175
ko:K03471	lmon:LMOSLCC2376_1177
ko:K02428	lmon:LMOSLCC2376_1188
ko:K04750	lmon:LMOSLCC2376_1192
ko:K00027	lmon:LMOSLCC2376_1877
ko:K00575	lmon:LMOSLCC2376_0662
ko:K00805	lmon:LMOSLCC2376_1892
ko:K00805	lmon:LMOSLCC2376_1894
ko:K01104	lmon:LMOSLCC2376_1897
ko:K01424	lmon:LMOSLCC2376_1902
ko:K05337	lmon:LMOSLCC2376_1906
ko:K03783	lmon:LMOSLCC2376_1915
ko:K01470	lmon:LMOSLCC2376_2544
ko:K07048	lmon:LMOSLCC2376_2545
ko:K03475	lmon:LMOSLCC2376_2546
ko:K02822	lmon:LMOSLCC2376_2547
ko:K04517	lmon:LMOSLCC2376_1886
ko:K02775	lmon:LMOSLCC2376_2562
ko:K07533	lmon:LMOSLCC2376_1400
ko:K02076	lmon:LMOSLCC2376_1401
ko:K15986	lmon:LMOSLCC2376_1404
ko:K01489	lmon:LMOSLCC2376_1418
ko:K02238	lmon:LMOSLCC2376_1437
ko:K07035	lmon:LMOSLCC2376_2101
ko:K01759	lmon:LMOSLCC2376_2124
ko:K01026	lmon:LMOSLCC2376_2128
ko:K00567	lmon:LMOSLCC2376_0968
ko:K03697	lmon:LMOSLCC2376_0969
ko:K07052	lmon:LMOSLCC2376_0970
ko:K11189	lmon:LMOSLCC2376_0975
ko:K08483	lmon:LMOSLCC2376_0976
ko:K00841	lmon:LMOSLCC2376_0979
ko:K05822	lmon:LMOSLCC2376_0984
ko:K06201	lmon:LMOSLCC2376_0991
ko:K11617	lmon:LMOSLCC2376_0994
ko:K11618	lmon:LMOSLCC2376_0995
ko:K03499	lmon:LMOSLCC2376_0996
ko:K02755	lmon:LMOSLCC2376_1008
ko:K02756	lmon:LMOSLCC2376_1008
ko:K02757	lmon:LMOSLCC2376_1008
ko:K02004	lmon:LMOSLCC2376_1703
ko:K02433	lmon:LMOSLCC2376_1713
ko:K07094	lmon:LMOSLCC2376_1718
ko:K09762	lmon:LMOSLCC2376_2364
ko:K01835	lmon:LMOSLCC2376_2368
ko:K01785	lmon:LMOSLCC2376_2369
ko:K01784	lmon:LMOSLCC2376_2370
ko:K06023	lmon:LMOSLCC2376_2376
ko:K07658	lmon:LMOSLCC2376_2395
ko:K02242	lmon:LMOSLCC2376_2406
ko:K03486	lmon:LMOSLCC2376_1205
ko:K01226	lmon:LMOSLCC2376_1206
ko:K04763	lmon:LMOSLCC2376_1917
ko:K03711	lmon:LMOSLCC2376_1918
ko:K01515	lmon:LMOSLCC2376_1927
ko:K00784	lmon:LMOSLCC2376_1932
ko:K01619	lmon:LMOSLCC2376_1950
ko:K02793	lmon:LMOSLCC2376_1952
ko:K00851	lmon:LMOSLCC2376_2607
ko:K16012	lmon:LMOSLCC2376_2610
ko:K00158	lmon:LMOSLCC2376_0701
ko:K03406	lmon:LMOSLCC2376_0702
ko:K06948	lmon:LMOSLCC2376_1446
ko:K01243	lmon:LMOSLCC2376_1449
ko:K02004	lmon:LMOSLCC2376_1461
ko:K06198	lmon:LMOSLCC2376_2146
ko:K10823	lmon:LMOSLCC2376_2149
ko:K15583	lmon:LMOSLCC2376_2150
ko:K15582	lmon:LMOSLCC2376_2151
ko:K06976	lmon:LMOSLCC2376_2167
ko:K07533	lmon:LMOSLCC2376_2177
ko:K03698	lmon:LMOSLCC2376_2178
ko:K01679	lmon:LMOSLCC2376_2183
ko:K12555	lmon:LMOSLCC2376_2187
ko:K16644	lmon:LMOSLCC2376_0175
ko:K04750	lmon:LMOSLCC2376_2619
ko:K01191	lmon:LMOSLCC2376_2628
ko:K16013	lmon:LMOSLCC2376_2611
ko:K15770	lmon:LMOSLCC2376_2082
ko:K02017	lmon:LMOSLCC2376_1012
ko:K03635	lmon:LMOSLCC2376_1017
ko:K01092	lmon:LMOSLCC2376_1035
ko:K01958	lmon:LMOSLCC2376_1041
ko:K09693	lmon:LMOSLCC2376_1044
ko:K01258	lmon:LMOSLCC2376_1738
ko:K01104	lmon:LMOSLCC2376_1761
ko:K09787	lmon:LMOSLCC2376_1763
ko:K00059	lmon:LMOSLCC2376_1768
ko:K07030	lmon:LMOSLCC2376_1775
ko:K00949	lmon:LMOSLCC2376_1778
ko:K02240	lmon:LMOSLCC2376_2407
ko:K07692	lmon:LMOSLCC2376_2409
ko:K02549	lmon:LMOSLCC2376_2414
ko:K01580	lmon:LMOSLCC2376_0446
ko:K07098	lmon:LMOSLCC2376_0730
ko:K09704	lmon:LMOSLCC2376_0732
ko:K02795	lmon:LMOSLCC2376_0749
ko:K02793	lmon:LMOSLCC2376_0751
ko:K03976	lmon:LMOSLCC2376_0758
ko:K00016	lmon:LMOSLCC2376_1489
ko:K04518	lmon:LMOSLCC2376_1491
ko:K07584	lmon:LMOSLCC2376_1496
ko:K02236	lmon:LMOSLCC2376_1506
ko:K01719	lmon:LMOSLCC2376_1511
ko:K11144	lmon:LMOSLCC2376_1516
ko:K03346	lmon:LMOSLCC2376_1517
ko:K10563	lmon:LMOSLCC2376_1520
ko:K06889	lmon:LMOSLCC2376_2220
ko:K00882	lmon:LMOSLCC2376_2231
ko:K03436	lmon:LMOSLCC2376_2232
ko:K01372	lmon:LMOSLCC2376_2233
ko:K16329	lmon:LMOSLCC2376_2235
ko:K06183	lmon:LMOSLCC2376_2237
ko:K13730	lmon:LMOSLCC2376_0432
ko:K13731	lmon:LMOSLCC2376_0433
ko:K15772	lmon:LMOSLCC2376_2080
ko:K15771	lmon:LMOSLCC2376_2081
ko:K16786	lmon:LMOSLCC2376_2498
ko:K02768	lmon:LMOSLCC2376_0419
ko:K02026	lmon:LMOSLCC2376_0151
ko:K02025	lmon:LMOSLCC2376_0733
ko:K16787	lmon:LMOSLCC2376_2497
ko:K16785	lmon:LMOSLCC2376_2496
ko:K09681	lmon:LMOSLCC2376_1692
ko:K00980	lmon:LMOSLCC2376_1056
ko:K16789	lmon:LMOSLCC2376_1385
ko:K01838	lmon:LMOSLCC2376_2730
ko:K02768	lmon:LMOSLCC2376_0393
ko:K02768	lmon:LMOSLCC2376_2092
ko:K02025	lmon:LMOSLCC2376_0150
ko:K13052	lmon:LMOSLCC2376_0187
ko:K00008	lmon:LMOSLCC2376_0485
ko:K16785	lmon:LMOSLCC2376_2531
ko:K02768	lmon:LMOSLCC2376_0338
ko:K11050	lmon:LMOSLCC2376_0958
ko:K16651	lmon:LMOSLCC2376_1121
ko:K02851	lmon:LMOSLCC2376_2413
ko:K04027	lmon:LMOSLCC2376_1132
ko:K16898	lmon:LMOSLCC2376_2225
ko:K14219	lmon:LMOSLCC2376tRNA32
ko:K01834	lmon:LMOSLCC2376_2163
ko:K14219	lmon:LMOSLCC2376tRNA17
ko:K14218	lmon:LMOSLCC2376tRNA10
ko:K14226	lmon:LMOSLCC2376tRNA50
ko:K14231	lmon:LMOSLCC2376tRNA24
ko:K14230	lmon:LMOSLCC2376tRNA26
ko:K14230	lmon:LMOSLCC2376tRNA28
ko:K14230	lmon:LMOSLCC2376tRNA29
ko:K14236	lmon:LMOSLCC2376tRNA43
ko:K14223	lmon:LMOSLCC2376tRNA44
ko:K14223	lmon:LMOSLCC2376tRNA49
ko:K14222	lmon:LMOSLCC2376tRNA47
ko:K14235	lmon:LMOSLCC2376tRNA51
ko:K02030	lmon:LMOSLCC2376_1695
ko:K02006	lmon:LMOSLCC2376_1158
ko:K01271	lmon:LMOSLCC2376_1536
ko:K14224	lmon:LMOSLCC2376tRNA14
ko:K01980	lmon:LMOSLCC2376rRNA08
ko:K14234	lmon:LMOSLCC2376tRNA63
ko:K14225	lmon:LMOSLCC2376tRNA06
ko:K14225	lmon:LMOSLCC2376tRNA16
ko:K14226	lmon:LMOSLCC2376tRNA23
ko:K14229	lmon:LMOSLCC2376tRNA04
ko:K14220	lmon:LMOSLCC2376tRNA12
ko:K11991	lmon:LMOSLCC2376_2614
ko:K07979	lmon:LMOSLCC2376_2199
ko:K00951	lmon:LMOSLCC2376_1478
ko:K10974	lmon:LMOSLCC2376_0456
ko:K01985	lmon:LMOSLCC2376rRNA16
ko:K01985	lmon:LMOSLCC2376rRNA13
ko:K01985	lmon:LMOSLCC2376rRNA07
ko:K01985	lmon:LMOSLCC2376rRNA10
ko:K01985	lmon:LMOSLCC2376rRNA06
ko:K14237	lmon:LMOSLCC2376tRNA02
ko:K14234	lmon:LMOSLCC2376tRNA03
ko:K14234	lmon:LMOSLCC2376tRNA42
ko:K14228	lmon:LMOSLCC2376tRNA05
ko:K14228	lmon:LMOSLCC2376tRNA07
ko:K14228	lmon:LMOSLCC2376tRNA40
ko:K14228	lmon:LMOSLCC2376tRNA46
ko:K14232	lmon:LMOSLCC2376tRNA09
ko:K01985	lmon:LMOSLCC2376rRNA03
ko:K14233	lmon:LMOSLCC2376tRNA11
ko:K14233	lmon:LMOSLCC2376tRNA13
ko:K14233	lmon:LMOSLCC2376tRNA19
ko:K14233	lmon:LMOSLCC2376tRNA27
ko:K14233	lmon:LMOSLCC2376tRNA58
ko:K14221	lmon:LMOSLCC2376tRNA15
ko:K14227	lmon:LMOSLCC2376tRNA21
ko:K02226	lmon:LMOSLCC2376_1100
ko:K02008	lmon:LMOSLCC2376_1157
ko:K14229	lmon:LMOSLCC2376tRNA01
ko:K14221	lmon:LMOSLCC2376tRNA54
ko:K14221	lmon:LMOSLCC2376tRNA25
ko:K14225	lmon:LMOSLCC2376tRNA48
ko:K14219	lmon:LMOSLCC2376tRNA08
ko:K14219	lmon:LMOSLCC2376tRNA39
ko:K14219	lmon:LMOSLCC2376tRNA62
ko:K16899	lmon:LMOSLCC2376_2226
ko:K16960	lmon:LMOSLCC2376_2241
ko:K16959	lmon:LMOSLCC2376_2242
ko:K16958	lmon:LMOSLCC2376_2243
ko:K16957	lmon:LMOSLCC2376_2244
ko:K14218	lmon:LMOSLCC2376tRNA65
ko:K14218	lmon:LMOSLCC2376tRNA60
ko:K14218	lmon:LMOSLCC2376tRNA30
ko:K10027	lmon:LMOSLCC2376_0972
ko:K11070	lmon:LMOSLCC2376_0776
ko:K14228	lmon:LMOSLCC2376tRNA35
ko:K01992	lmon:LMOSLCC2376_2184
ko:K14232	lmon:LMOSLCC2376tRNA31
ko:K01977	lmon:LMOSLCC2376rRNA09
ko:K01977	lmon:LMOSLCC2376rRNA15
ko:K01977	lmon:LMOSLCC2376rRNA04
ko:K01977	lmon:LMOSLCC2376rRNA12
ko:K01977	lmon:LMOSLCC2376rRNA18
ko:K01990	lmon:LMOSLCC2376_2185
ko:K01992	lmon:LMOSLCC2376_2172
ko:K02029	lmon:LMOSLCC2376_0814
ko:K02030	lmon:LMOSLCC2376_0814
ko:K02029	lmon:LMOSLCC2376_2208
ko:K02030	lmon:LMOSLCC2376_2208
ko:K17319	lmon:LMOSLCC2376_1964
ko:K17318	lmon:LMOSLCC2376_1962
ko:K14229	lmon:LMOSLCC2376tRNA36
ko:K14229	lmon:LMOSLCC2376tRNA45
ko:K10947	lmon:LMOSLCC2376_0698
ko:K02028	lmon:LMOSLCC2376_1696
ko:K13923	lmon:LMOSLCC2376_1111
ko:K01990	lmon:LMOSLCC2376_0716
ko:K01990	lmon:LMOSLCC2376_2094
ko:K01990	lmon:LMOSLCC2376_1681
ko:K01992	lmon:LMOSLCC2376_1925
ko:K01992	lmon:LMOSLCC2376_2095
ko:K02028	lmon:LMOSLCC2376_0815
ko:K02028	lmon:LMOSLCC2376_2209
ko:K01980	lmon:LMOSLCC2376rRNA17
ko:K01980	lmon:LMOSLCC2376rRNA14
ko:K01980	lmon:LMOSLCC2376rRNA02
ko:K01980	lmon:LMOSLCC2376rRNA05
ko:K01980	lmon:LMOSLCC2376rRNA11
ko:K03574	lmon:LMOSLCC2376_1197
ko:K03574	lmon:LMOSLCC2376_2266
ko:K17320	lmon:LMOSLCC2376_1963
ko:K00265	lmon:LMOSLCC2376_1691
ko:K08986	lmon:LMOSLCC2376_0892
ko:K01992	lmon:LMOSLCC2376_0724
ko:K17472	lmon:LMOSLCC2376_1470
ko:K01992	lmon:LMOSLCC2376_0644
ko:K01992	lmon:LMOSLCC2376_0952
ko:K01992	lmon:LMOSLCC2376_2197
ko:K10112	lmon:LMOSLCC2376_0252
ko:K14224	lmon:LMOSLCC2376tRNA57
ko:K14224	lmon:LMOSLCC2376tRNA41
ko:K14224	lmon:LMOSLCC2376tRNA18
ko:K14227	lmon:LMOSLCC2376tRNA66
ko:K14227	lmon:LMOSLCC2376tRNA61
ko:K14230	lmon:LMOSLCC2376tRNA55
ko:K14225	lmon:LMOSLCC2376tRNA34
ko:K17686	lmon:LMOSLCC2376_1815
ko:K01990	lmon:LMOSLCC2376_0643
ko:K01990	lmon:LMOSLCC2376_0951
ko:K01990	lmon:LMOSLCC2376_1926
ko:K01990	lmon:LMOSLCC2376_2198
ko:K01990	lmon:LMOSLCC2376_2665
ko:K14237	lmon:LMOSLCC2376tRNA56
ko:K14237	lmon:LMOSLCC2376tRNA38
ko:K14234	lmon:LMOSLCC2376tRNA37
ko:K14225	lmon:LMOSLCC2376tRNA22
ko:K14228	lmon:LMOSLCC2376tRNA33
ko:K14220	lmon:LMOSLCC2376tRNA59
ko:K14220	lmon:LMOSLCC2376tRNA20
ko:K14220	lmon:LMOSLCC2376tRNA64
ko:K14231	lmon:LMOSLCC2376tRNA53
ko:K14236	lmon:LMOSLCC2376tRNA52
ko:K14237	lmon:LMOSLCC2376tRNA67
ko:K07260	lmon:LMOSLCC2376_1817
ko:K01739	lmon:LMOSLCC2376_1639
ko:K01840	lmon:LMOSLCC2376_0833
ko:K02027	lmon:LMOSLCC2376_1687
ko:K01791	lmon:LMOSLCC2376_2431
ko:K17752	lmon:LMOSLCC2376_0860
ko:K02027	lmon:LMOSLCC2376_0152
ko:K02026	lmon:LMOSLCC2376_1689
ko:K02026	lmon:LMOSLCC2376_2736
ko:K02026	lmon:LMOSLCC2376_0734
ko:K02026	lmon:LMOSLCC2376_0829
ko:K17828	lmon:LMOSLCC2376_1794
ko:K01658	lmon:LMOSLCC2376_1590
ko:K02027	lmon:LMOSLCC2376_0735
ko:K02027	lmon:LMOSLCC2376_2738
ko:K12574	lmon:LMOSLCC2376_1000
ko:K12574	lmon:LMOSLCC2376_1390
ko:K17763	lmon:LMOSLCC2376_0136
ko:K17763	lmon:LMOSLCC2376_0858
ko:K07284	lmon:LMOSLCC2376_0899
ko:K02027	lmon:LMOSLCC2376_0827
ko:K00661	lmon:LMOSLCC2376_0640
ko:K00537	lmon:LMOSLCC2376_2318
ko:K04757	lmon:LMOSLCC2376_0863
ko:K01183	lmon:LMOSLCC2376_0096
ko:K17762	lmon:LMOSLCC2376_0859
ko:K01187	lmon:LMOSLCC2376_0154
ko:K02769	lmon:LMOSLCC2376_0420
ko:K02769	lmon:LMOSLCC2376_0394
ko:K07145	lmon:LMOSLCC2376_0465
ko:K09022	lmon:LMOSLCC2376_0811
ko:K02769	lmon:LMOSLCC2376_2091
ko:K18104	lmon:LMOSLCC2376_2640
ko:K08221	lmon:LMOSLCC2376_1364
ko:K02770	lmon:LMOSLCC2376_2090
ko:K08316	lmon:LMOSLCC2376_2007
ko:K01101	lmon:LMOSLCC2376_2297
ko:K02809	lmon:LMOSLCC2376_1617
ko:K02810	lmon:LMOSLCC2376_1617
ko:K02770	lmon:LMOSLCC2376_0395
ko:K02770	lmon:LMOSLCC2376_0421
ko:K22597	lmon:LMOSLCC2376_2739
ko:K02794	lmon:LMOSLCC2376_0025
ko:K02794	lmon:LMOSLCC2376_0750
ko:K22597	lmon:LMOSLCC2376_2629
ko:K00008	lmon:LMOSLCC2376_2561
ko:K00008	lmon:LMOSLCC2376_2560
ko:K18231	lmon:LMOSLCC2376_0890
ko:K05352	lmon:LMOSLCC2376_1052
ko:K01835	lmon:LMOSLCC2376_2367
ko:K07052	lmon:LMOSLCC2376_2084
ko:K13731	lmon:LMOSLCC2376_2451
ko:K09017	lmon:LMOSLCC2376_1924
ko:K22579	lmon:LMOSLCC2376_0404
ko:K01297	lmon:LMOSLCC2376_1596
ko:K03483	lmon:LMOSLCC2376_2549
ko:K03742	lmon:LMOSLCC2376_1352
ko:K15780	lmon:LMOSLCC2376_0189
ko:K03328	lmon:LMOSLCC2376_0185
ko:K04749	lmon:LMOSLCC2376_0862
ko:K09809	lmon:LMOSLCC2376_1054
ko:K00285	lmon:LMOSLCC2376_1872
ko:K18672	lmon:LMOSLCC2376_2077
ko:K18673	lmon:LMOSLCC2376_2660
ko:K03629	lmon:LMOSLCC2376_0005
ko:K18682	lmon:LMOSLCC2376_1354
ko:K18692	lmon:LMOSLCC2376_1406
ko:K03790	lmon:LMOSLCC2376_2742
ko:K09692	lmon:LMOSLCC2376_1043
ko:K07171	lmon:LMOSLCC2376_0857
ko:K18892	lmon:LMOSLCC2376_2647
ko:K18891	lmon:LMOSLCC2376_2646
ko:K18821	lmon:LMOSLCC2376_2459
ko:K03111	lmon:LMOSLCC2376_0042
ko:K18967	lmon:LMOSLCC2376_2130
ko:K00662	lmon:LMOSLCC2376_1667
ko:K03111	lmon:LMOSLCC2376_2417
ko:K03502	lmon:LMOSLCC2376_2572
ko:K03169	lmon:LMOSLCC2376_2651
ko:K03497	lmon:LMOSLCC2376_2690
ko:K03496	lmon:LMOSLCC2376_2691
ko:K03497	lmon:LMOSLCC2376_2694
ko:K08151	lmon:LMOSLCC2376_0806
ko:K19005	lmon:LMOSLCC2376_0897
ko:K04028	lmon:LMOSLCC2376_1136
ko:K00634	lmon:LMOSLCC2376_1323
ko:K07029	lmon:LMOSLCC2376_1711
ko:K07483	lmon:LMOSLCC2376_0635
ko:K18979	lmon:LMOSLCC2376_0905
ko:K07483	lmon:LMOSLCC2376_0798
ko:K07816	lmon:LMOSLCC2376_0769
ko:K19002	lmon:LMOSLCC2376_2448
ko:K02777	lmon:LMOSLCC2376_0990
ko:K00354	lmon:LMOSLCC2376_2363
ko:K00798	lmon:LMOSLCC2376_1160
ko:K05881	lmon:LMOSLCC2376_0331
ko:K03339	lmon:LMOSLCC2376_2449
ko:K05881	lmon:LMOSLCC2376_2592
ko:K00020	lmon:LMOSLCC2376_0978
ko:K00571	lmon:LMOSLCC2376_1540
ko:K19225	lmon:LMOSLCC2376_1291
ko:K19285	lmon:LMOSLCC2376_0907
ko:K03722	lmon:LMOSLCC2376_1861
ko:K01990	lmon:LMOSLCC2376_0723
ko:K01992	lmon:LMOSLCC2376_0895
ko:K01992	lmon:LMOSLCC2376_1595
ko:K19351	lmon:LMOSLCC2376_0174
ko:K01990	lmon:LMOSLCC2376_0894
ko:K01990	lmon:LMOSLCC2376_1594
ko:K19411	lmon:LMOSLCC2376_0200
ko:K19302	lmon:LMOSLCC2376_1972
ko:K19267	lmon:LMOSLCC2376_0436
ko:K04771	lmon:LMOSLCC2376_0270
ko:K19405	lmon:LMOSLCC2376_0201
ko:K19302	lmon:LMOSLCC2376_1581
ko:K03574	lmon:LMOSLCC2376_1628
ko:K19509	lmon:LMOSLCC2376_1955
ko:K19508	lmon:LMOSLCC2376_1956
ko:K19507	lmon:LMOSLCC2376_1957
ko:K19504	lmon:LMOSLCC2376_1954
ko:K06881	lmon:LMOSLCC2376_1532
ko:K19510	lmon:LMOSLCC2376_1953
ko:K19504	lmon:LMOSLCC2376_0038
ko:K02796	lmon:LMOSLCC2376_0748
ko:K00887	lmon:LMOSLCC2376_1419
ko:K02796	lmon:LMOSLCC2376_0027
ko:K02796	lmon:LMOSLCC2376_0088
ko:K19689	lmon:LMOSLCC2376_1670
ko:K19689	lmon:LMOSLCC2376_1561
ko:K01258	lmon:LMOSLCC2376_1330
ko:K00547	lmon:LMOSLCC2376_1637
ko:K00297	lmon:LMOSLCC2376_1637
ko:K02538	lmon:LMOSLCC2376_0418
ko:K02538	lmon:LMOSLCC2376_2093
ko:K21636	lmon:LMOSLCC2376_0253
ko:K19975	lmon:LMOSLCC2376_1809
ko:K19976	lmon:LMOSLCC2376_1810
ko:K19973	lmon:LMOSLCC2376_1811
ko:K20074	lmon:LMOSLCC2376_1782
ko:K12132	lmon:LMOSLCC2376_1781
ko:K20265	lmon:LMOSLCC2376_2257
ko:K20265	lmon:LMOSLCC2376_0447
ko:K20201	lmon:LMOSLCC2376_2434
ko:K00525	lmon:LMOSLCC2376_2111
ko:K18889	lmon:LMOSLCC2376_1610
ko:K18890	lmon:LMOSLCC2376_1609
ko:K22103	lmon:LMOSLCC2376_2064
ko:K20885	lmon:LMOSLCC2376_0832
ko:K01208	lmon:LMOSLCC2376_2083
ko:K21030	lmon:LMOSLCC2376_1051
ko:K21029	lmon:LMOSLCC2376_1022
ko:K08968	lmon:LMOSLCC2376_1554
ko:K21064	lmon:LMOSLCC2376_2221
ko:K00821	lmon:LMOSLCC2376_1547
ko:K00435	lmon:LMOSLCC2376_2070
ko:K00857	lmon:LMOSLCC2376_2438
ko:K13730	lmon:LMOSLCC2376_2475
ko:K02314	lmon:LMOSLCC2376_0051
ko:K07313	lmon:LMOSLCC2376_0630
ko:K00558	lmon:LMOSLCC2376_0290
ko:K03553	lmon:LMOSLCC2376_1353
ko:K09935	lmon:LMOSLCC2376_0869
ko:K04068	lmon:LMOSLCC2376_0254
ko:K02316	lmon:LMOSLCC2376_1410
ko:K06217	lmon:LMOSLCC2376_1422
ko:K01493	lmon:LMOSLCC2376_1438
ko:K03546	lmon:LMOSLCC2376_1604
ko:K01520	lmon:LMOSLCC2376_1650
ko:K00287	lmon:LMOSLCC2376_1835
ko:K00560	lmon:LMOSLCC2376_1836
ko:K21298	lmon:LMOSLCC2376_1685
ko:K02335	lmon:LMOSLCC2376_1521
ko:K21285	lmon:LMOSLCC2376_1055
ko:K00526	lmon:LMOSLCC2376_2110
ko:K21252	lmon:LMOSLCC2376_1661
ko:K22044	lmon:LMOSLCC2376_0986
ko:K21481	lmon:LMOSLCC2376_2171
ko:K21465	lmon:LMOSLCC2376_1395
ko:K21467	lmon:LMOSLCC2376_0440
ko:K21471	lmon:LMOSLCC2376_2398
ko:K21471	lmon:LMOSLCC2376_2399
ko:K21567	lmon:LMOSLCC2376_1923
ko:K18704	lmon:LMOSLCC2376_1050
ko:K21567	lmon:LMOSLCC2376_2288
ko:K21600	lmon:LMOSLCC2376_1816
ko:K21560	lmon:LMOSLCC2376_0171
ko:K00680	lmon:LMOSLCC2376_2245
ko:K21993	lmon:LMOSLCC2376_0883
ko:K22043	lmon:LMOSLCC2376_2387
ko:K00936	lmon:LMOSLCC2376_1125
ko:K21960	lmon:LMOSLCC2376_2247
ko:K03547	lmon:LMOSLCC2376_2180
ko:K03595	lmon:LMOSLCC2376_1417
ko:K01537	lmon:LMOSLCC2376_0808
ko:K22251	lmon:LMOSLCC2376_0324
ko:K22278	lmon:LMOSLCC2376_0408
ko:K17758	lmon:LMOSLCC2376_1580
ko:K02257	lmon:LMOSLCC2376_2011
ko:K05592	lmon:LMOSLCC2376_1195
ko:K13566	lmon:LMOSLCC2376_0259
ko:K22441	lmon:LMOSLCC2376_0783
