ko:K07005	bmaq:DM76_3387
ko:K01866	bmaq:DM76_1413
ko:K09001	bmaq:DM76_1414
ko:K15724	bmaq:DM76_1418
ko:K02996	bmaq:DM76_1419
ko:K02871	bmaq:DM76_1420
ko:K01626	bmaq:DM76_1423
ko:K03568	bmaq:DM76_1424
ko:K00982	bmaq:DM76_1427
ko:K03631	bmaq:DM76_1428
ko:K00858	bmaq:DM76_1429
ko:K03705	bmaq:DM76_1430
ko:K01772	bmaq:DM76_1431
ko:K04762	bmaq:DM76_1432
ko:K03687	bmaq:DM76_1433
ko:K04043	bmaq:DM76_1435
ko:K03686	bmaq:DM76_1436
ko:K03342	bmaq:DM76_1437
ko:K00606	bmaq:DM76_1438
ko:K00847	bmaq:DM76_1702
ko:K16371	bmaq:DM76_1703
ko:K10227	bmaq:DM76_1704
ko:K10228	bmaq:DM76_1705
ko:K10229	bmaq:DM76_1706
ko:K10111	bmaq:DM76_1708
ko:K00854	bmaq:DM76_1714
ko:K00007	bmaq:DM76_1715
ko:K01576	bmaq:DM76_1717
ko:K00141	bmaq:DM76_1718
ko:K00077	bmaq:DM76_1719
ko:K08195	bmaq:DM76_1720
ko:K00453	bmaq:DM76_1721
ko:K01556	bmaq:DM76_1722
ko:K07130	bmaq:DM76_1723
ko:K07304	bmaq:DM76_1726
ko:K00574	bmaq:DM76_1728
ko:K00275	bmaq:DM76_1729
ko:K05838	bmaq:DM76_1731
ko:K06911	bmaq:DM76_1733
ko:K15268	bmaq:DM76_1734
ko:K01448	bmaq:DM76_1735
ko:K06925	bmaq:DM76_1736
ko:K00567	bmaq:DM76_1738
ko:K04763	bmaq:DM76_1739
ko:K08591	bmaq:DM76_1742
ko:K09767	bmaq:DM76_1743
ko:K00075	bmaq:DM76_1744
ko:K02968	bmaq:DM76_1747
ko:K03980	bmaq:DM76_1748
ko:K07687	bmaq:DM76_2071
ko:K03446	bmaq:DM76_2073
ko:K03543	bmaq:DM76_2074
ko:K00209	bmaq:DM76_2075
ko:K00428	bmaq:DM76_2077
ko:K01207	bmaq:DM76_2080
ko:K01886	bmaq:DM76_2083
ko:K04062	bmaq:DM76_2084
ko:K01872	bmaq:DM76_2086
ko:K07107	bmaq:DM76_2098
ko:K01997	bmaq:DM76_2099
ko:K01995	bmaq:DM76_2100
ko:K01998	bmaq:DM76_2100
ko:K01996	bmaq:DM76_2101
ko:K03337	bmaq:DM76_2102
ko:K03335	bmaq:DM76_2103
ko:K03336	bmaq:DM76_2104
ko:K03338	bmaq:DM76_2105
ko:K02056	bmaq:DM76_2106
ko:K02057	bmaq:DM76_2107
ko:K02058	bmaq:DM76_2108
ko:K00010	bmaq:DM76_2110
ko:K00010	bmaq:DM76_2111
ko:K00963	bmaq:DM76_2118
ko:K01873	bmaq:DM76_2119
ko:K03657	bmaq:DM76_2120
ko:K01243	bmaq:DM76_2121
ko:K08223	bmaq:DM76_2122
ko:K10773	bmaq:DM76_2496
ko:K03616	bmaq:DM76_2497
ko:K05973	bmaq:DM76_2499
ko:K03466	bmaq:DM76_2503
ko:K08289	bmaq:DM76_2505
ko:K01894	bmaq:DM76_2509
ko:K07146	bmaq:DM76_2510
ko:K02337	bmaq:DM76_2511
ko:K11085	bmaq:DM76_2512
ko:K02849	bmaq:DM76_2517
ko:K03088	bmaq:DM76_2524
ko:K16345	bmaq:DM76_2531
ko:K08301	bmaq:DM76_2532
ko:K06287	bmaq:DM76_2533
ko:K00783	bmaq:DM76_2534
ko:K09710	bmaq:DM76_2535
ko:K00969	bmaq:DM76_2536
ko:K00228	bmaq:DM76_2537
ko:K01945	bmaq:DM76_2538
ko:K00761	bmaq:DM76_2540
ko:K00059	bmaq:DM76_2541
ko:K07241	bmaq:DM76_2968
ko:K02234	bmaq:DM76_2969
ko:K02230	bmaq:DM76_2970
ko:K03405	bmaq:DM76_2971
ko:K13580	bmaq:DM76_2972
ko:K06999	bmaq:DM76_2973
ko:K01183	bmaq:DM76_2975
ko:K13541	bmaq:DM76_2976
ko:K03394	bmaq:DM76_2977
ko:K06042	bmaq:DM76_2978
ko:K02229	bmaq:DM76_2979
ko:K00595	bmaq:DM76_2980
ko:K06133	bmaq:DM76_4491
ko:K00240	bmaq:DM76_4495
ko:K01613	bmaq:DM76_4496
ko:K06147	bmaq:DM76_4498
ko:K00612	bmaq:DM76_4503
ko:K02188	bmaq:DM76_2981
ko:K05895	bmaq:DM76_2982
ko:K05936	bmaq:DM76_2983
ko:K03449	bmaq:DM76_2985
ko:K00926	bmaq:DM76_2993
ko:K00611	bmaq:DM76_2994
ko:K01478	bmaq:DM76_2995
ko:K03758	bmaq:DM76_2996
ko:K05846	bmaq:DM76_2998
ko:K05847	bmaq:DM76_3000
ko:K05846	bmaq:DM76_3001
ko:K05845	bmaq:DM76_3002
ko:K00666	bmaq:DM76_3005
ko:K03408	bmaq:DM76_3008
ko:K00311	bmaq:DM76_3020
ko:K08325	bmaq:DM76_3510
ko:K00059	bmaq:DM76_3514
ko:K01495	bmaq:DM76_3523
ko:K02303	bmaq:DM76_3526
ko:K02575	bmaq:DM76_3527
ko:K00362	bmaq:DM76_3528
ko:K00363	bmaq:DM76_3529
ko:K00380	bmaq:DM76_3530
ko:K03587	bmaq:DM76_3532
ko:K07258	bmaq:DM76_3533
ko:K00854	bmaq:DM76_3534
ko:K10112	bmaq:DM76_3536
ko:K05351	bmaq:DM76_3537
ko:K02026	bmaq:DM76_3538
ko:K02025	bmaq:DM76_3539
ko:K02027	bmaq:DM76_3540
ko:K16074	bmaq:DM76_3544
ko:K07044	bmaq:DM76_3549
ko:K03455	bmaq:DM76_3551
ko:K02058	bmaq:DM76_3553
ko:K03587	bmaq:DM76_3554
ko:K03305	bmaq:DM76_4090
ko:K03086	bmaq:DM76_4098
ko:K09117	bmaq:DM76_4100
ko:K02970	bmaq:DM76_4101
ko:K07007	bmaq:DM76_4102
ko:K01409	bmaq:DM76_4103
ko:K09007	bmaq:DM76_4104
ko:K01662	bmaq:DM76_4105
ko:K00795	bmaq:DM76_4106
ko:K03602	bmaq:DM76_4107
ko:K01011	bmaq:DM76_4110
ko:K01061	bmaq:DM76_4111
ko:K03885	bmaq:DM76_4113
ko:K06966	bmaq:DM76_4115
ko:K01241	bmaq:DM76_4122
ko:K02204	bmaq:DM76_4124
ko:K02020	bmaq:DM76_4132
ko:K02018	bmaq:DM76_4133
ko:K02017	bmaq:DM76_4134
ko:K02019	bmaq:DM76_4135
ko:K01821	bmaq:DM76_4137
ko:K00788	bmaq:DM76_4142
ko:K03581	bmaq:DM76_2646
ko:K15034	bmaq:DM76_2647
ko:K04062	bmaq:DM76_2652
ko:K03147	bmaq:DM76_2655
ko:K02052	bmaq:DM76_2665
ko:K02053	bmaq:DM76_2666
ko:K02053	bmaq:DM76_2668
ko:K02055	bmaq:DM76_2669
ko:K07734	bmaq:DM76_2679
ko:K00375	bmaq:DM76_2680
ko:K00820	bmaq:DM76_2683
ko:K11159	bmaq:DM76_2684
ko:K09965	bmaq:DM76_2685
ko:K00381	bmaq:DM76_2690
ko:K01596	bmaq:DM76_2696
ko:K11074	bmaq:DM76_3130
ko:K11075	bmaq:DM76_3131
ko:K11076	bmaq:DM76_3132
ko:K11073	bmaq:DM76_3133
ko:K03322	bmaq:DM76_3134
ko:K06938	bmaq:DM76_3135
ko:K07275	bmaq:DM76_3136
ko:K00459	bmaq:DM76_3137
ko:K00128	bmaq:DM76_3138
ko:K07290	bmaq:DM76_3141
ko:K02068	bmaq:DM76_3142
ko:K02069	bmaq:DM76_3143
ko:K01079	bmaq:DM76_3145
ko:K01760	bmaq:DM76_3146
ko:K00626	bmaq:DM76_3148
ko:K00874	bmaq:DM76_3149
ko:K14441	bmaq:DM76_3150
ko:K00023	bmaq:DM76_3152
ko:K00626	bmaq:DM76_3153
ko:K03821	bmaq:DM76_3154
ko:K05810	bmaq:DM76_3155
ko:K06180	bmaq:DM76_3156
ko:K05807	bmaq:DM76_3157
ko:K06959	bmaq:DM76_3161
ko:K03549	bmaq:DM76_3162
ko:K07101	bmaq:DM76_3163
ko:K01939	bmaq:DM76_3164
ko:K02502	bmaq:DM76_3165
ko:K09937	bmaq:DM76_3166
ko:K04087	bmaq:DM76_3167
ko:K04088	bmaq:DM76_3168
ko:K03665	bmaq:DM76_3169
ko:K03666	bmaq:DM76_3170
ko:K03977	bmaq:DM76_3171
ko:K17713	bmaq:DM76_3172
ko:K01892	bmaq:DM76_3174
ko:K15539	bmaq:DM76_3176
ko:K06941	bmaq:DM76_3177
ko:K00940	bmaq:DM76_3178
ko:K03215	bmaq:DM76_3180
ko:K07044	bmaq:DM76_3670
ko:K18369	bmaq:DM76_3681
ko:K01387	bmaq:DM76_3697
ko:K04127	bmaq:DM76_3699
ko:K03119	bmaq:DM76_3700
ko:K01869	bmaq:DM76_3705
ko:K06894	bmaq:DM76_3710
ko:K05367	bmaq:DM76_3711
ko:K00832	bmaq:DM76_3719
ko:K11734	bmaq:DM76_3720
ko:K13953	bmaq:DM76_4246
ko:K06966	bmaq:DM76_4250
ko:K00860	bmaq:DM76_4255
ko:K03406	bmaq:DM76_4256
ko:K02005	bmaq:DM76_4259
ko:K02003	bmaq:DM76_4260
ko:K02004	bmaq:DM76_4261
ko:K13926	bmaq:DM76_4268
ko:K03406	bmaq:DM76_4271
ko:K13953	bmaq:DM76_4274
ko:K02115	bmaq:DM76_4275
ko:K02111	bmaq:DM76_4276
ko:K02109	bmaq:DM76_4277
ko:K02110	bmaq:DM76_4278
ko:K02108	bmaq:DM76_4279
ko:K02116	bmaq:DM76_4281
ko:K02114	bmaq:DM76_4282
ko:K02112	bmaq:DM76_4283
ko:K03821	bmaq:DM76_4284
ko:K00625	bmaq:DM76_4285
ko:K00925	bmaq:DM76_4286
ko:K16370	bmaq:DM76_4287
ko:K01489	bmaq:DM76_4289
ko:K00758	bmaq:DM76_4290
ko:K01619	bmaq:DM76_4293
ko:K03317	bmaq:DM76_4294
ko:K00799	bmaq:DM76_4297
ko:K08995	bmaq:DM76_4520
ko:K01845	bmaq:DM76_4524
ko:K10253	bmaq:DM76_4526
ko:K03527	bmaq:DM76_4528
ko:K01512	bmaq:DM76_4532
ko:K05786	bmaq:DM76_4533
ko:K01720	bmaq:DM76_4535
ko:K01644	bmaq:DM76_4537
ko:K05591	bmaq:DM76_4544
ko:K10001	bmaq:DM76_4552
ko:K00285	bmaq:DM76_4553
ko:K01953	bmaq:DM76_4563
ko:K07507	bmaq:DM76_4625
ko:K17686	bmaq:DM76_4630
ko:K00801	bmaq:DM76_4638
ko:K00426	bmaq:DM76_4643
ko:K00425	bmaq:DM76_4644
ko:K01620	bmaq:DM76_4646
ko:K01834	bmaq:DM76_801
ko:K03071	bmaq:DM76_804
ko:K00057	bmaq:DM76_805
ko:K03216	bmaq:DM76_807
ko:K02169	bmaq:DM76_809
ko:K02275	bmaq:DM76_811
ko:K02274	bmaq:DM76_812
ko:K02258	bmaq:DM76_813
ko:K02276	bmaq:DM76_815
ko:K02259	bmaq:DM76_819
ko:K07152	bmaq:DM76_821
ko:K03406	bmaq:DM76_823
ko:K02073	bmaq:DM76_824
ko:K04046	bmaq:DM76_826
ko:K09941	bmaq:DM76_830
ko:K01256	bmaq:DM76_835
ko:K13408	bmaq:DM76_838
ko:K13409	bmaq:DM76_839
ko:K12340	bmaq:DM76_840
ko:K11891	bmaq:DM76_843
ko:K11890	bmaq:DM76_844
ko:K03286	bmaq:DM76_845
ko:K11902	bmaq:DM76_846
ko:K11907	bmaq:DM76_847
ko:K11895	bmaq:DM76_849
ko:K11896	bmaq:DM76_850
ko:K11897	bmaq:DM76_851
ko:K00459	bmaq:DM76_854
ko:K01061	bmaq:DM76_855
ko:K01990	bmaq:DM76_1020
ko:K01992	bmaq:DM76_1021
ko:K00836	bmaq:DM76_1023
ko:K14162	bmaq:DM76_1027
ko:K14161	bmaq:DM76_1028
ko:K14160	bmaq:DM76_1029
ko:K05833	bmaq:DM76_1030
ko:K05832	bmaq:DM76_1031
ko:K01989	bmaq:DM76_1032
ko:K03089	bmaq:DM76_1035
ko:K01649	bmaq:DM76_1038
ko:K00372	bmaq:DM76_1041
ko:K00363	bmaq:DM76_1042
ko:K00362	bmaq:DM76_1043
ko:K03110	bmaq:DM76_1045
ko:K00954	bmaq:DM76_1047
ko:K00817	bmaq:DM76_1049
ko:K01056	bmaq:DM76_1050
ko:K02897	bmaq:DM76_1051
ko:K00948	bmaq:DM76_1052
ko:K00919	bmaq:DM76_1054
ko:K02494	bmaq:DM76_1055
ko:K10563	bmaq:DM76_1057
ko:K03575	bmaq:DM76_1058
ko:K07157	bmaq:DM76_1059
ko:K06958	bmaq:DM76_1060
ko:K06023	bmaq:DM76_1061
ko:K02806	bmaq:DM76_1062
ko:K05808	bmaq:DM76_1063
ko:K03092	bmaq:DM76_1064
ko:K06861	bmaq:DM76_1066
ko:K09774	bmaq:DM76_1067
ko:K02886	bmaq:DM76_1277
ko:K02965	bmaq:DM76_1278
ko:K02890	bmaq:DM76_1279
ko:K02982	bmaq:DM76_1280
ko:K02878	bmaq:DM76_1281
ko:K02904	bmaq:DM76_1282
ko:K02961	bmaq:DM76_1283
ko:K02874	bmaq:DM76_1284
ko:K02895	bmaq:DM76_1285
ko:K02931	bmaq:DM76_1286
ko:K02954	bmaq:DM76_1287
ko:K02994	bmaq:DM76_1288
ko:K02933	bmaq:DM76_1289
ko:K02881	bmaq:DM76_1290
ko:K02988	bmaq:DM76_1291
ko:K02907	bmaq:DM76_1292
ko:K02876	bmaq:DM76_1293
ko:K03076	bmaq:DM76_1294
ko:K02518	bmaq:DM76_1295
ko:K02919	bmaq:DM76_1296
ko:K02952	bmaq:DM76_1297
ko:K02948	bmaq:DM76_1298
ko:K02986	bmaq:DM76_1299
ko:K03040	bmaq:DM76_1300
ko:K02879	bmaq:DM76_1301
ko:K03926	bmaq:DM76_1302
ko:K04084	bmaq:DM76_1303
ko:K01698	bmaq:DM76_1304
ko:K03978	bmaq:DM76_1305
ko:K07399	bmaq:DM76_1307
ko:K07275	bmaq:DM76_1312
ko:K00145	bmaq:DM76_1315
ko:K03809	bmaq:DM76_1316
ko:K06910	bmaq:DM76_1317
ko:K00762	bmaq:DM76_1318
ko:K00029	bmaq:DM76_1319
ko:K04090	bmaq:DM76_1320
ko:K04090	bmaq:DM76_1321
ko:K03704	bmaq:DM76_1324
ko:K01879	bmaq:DM76_1598
ko:K01878	bmaq:DM76_1599
ko:K03820	bmaq:DM76_1600
ko:K06189	bmaq:DM76_1601
ko:K07232	bmaq:DM76_1602
ko:K07042	bmaq:DM76_1603
ko:K06168	bmaq:DM76_1605
ko:K02858	bmaq:DM76_1609
ko:K01953	bmaq:DM76_1613
ko:K00800	bmaq:DM76_1614
ko:K00800	bmaq:DM76_1615
ko:K02440	bmaq:DM76_1617
ko:K00864	bmaq:DM76_1618
ko:K00111	bmaq:DM76_1619
ko:K02444	bmaq:DM76_1622
ko:K00681	bmaq:DM76_1623
ko:K11927	bmaq:DM76_1626
ko:K07245	bmaq:DM76_1629
ko:K01684	bmaq:DM76_1630
ko:K03776	bmaq:DM76_1637
ko:K03637	bmaq:DM76_1640
ko:K03832	bmaq:DM76_1641
ko:K01902	bmaq:DM76_1646
ko:K01903	bmaq:DM76_1647
ko:K03565	bmaq:DM76_1649
ko:K00459	bmaq:DM76_1968
ko:K08303	bmaq:DM76_1969
ko:K04561	bmaq:DM76_1979
ko:K00496	bmaq:DM76_1980
ko:K01669	bmaq:DM76_1981
ko:K00860	bmaq:DM76_1982
ko:K07782	bmaq:DM76_1983
ko:K06133	bmaq:DM76_1985
ko:K01745	bmaq:DM76_1986
ko:K05836	bmaq:DM76_1987
ko:K01712	bmaq:DM76_1988
ko:K09975	bmaq:DM76_1989
ko:K01468	bmaq:DM76_1990
ko:K05603	bmaq:DM76_1991
ko:K07010	bmaq:DM76_1993
ko:K01915	bmaq:DM76_1994
ko:K12256	bmaq:DM76_1995
ko:K13634	bmaq:DM76_1999
ko:K00381	bmaq:DM76_2000
ko:K00390	bmaq:DM76_2002
ko:K00957	bmaq:DM76_2003
ko:K00956	bmaq:DM76_2004
ko:K02303	bmaq:DM76_2005
ko:K11720	bmaq:DM76_2007
ko:K07091	bmaq:DM76_2008
ko:K01255	bmaq:DM76_2009
ko:K02339	bmaq:DM76_2010
ko:K08738	bmaq:DM76_2012
ko:K01687	bmaq:DM76_2014
ko:K13292	bmaq:DM76_2016
ko:K04719	bmaq:DM76_2388
ko:K03778	bmaq:DM76_2389
ko:K07506	bmaq:DM76_2392
ko:K13481	bmaq:DM76_2395
ko:K13482	bmaq:DM76_2396
ko:K02014	bmaq:DM76_2399
ko:K02013	bmaq:DM76_2400
ko:K05596	bmaq:DM76_4645
ko:K05366	bmaq:DM76_4647
ko:K02013	bmaq:DM76_4649
ko:K02015	bmaq:DM76_4650
ko:K02016	bmaq:DM76_4651
ko:K07225	bmaq:DM76_4652
ko:K16087	bmaq:DM76_4653
ko:K02053	bmaq:DM76_4656
ko:K02052	bmaq:DM76_4657
ko:K02055	bmaq:DM76_4658
ko:K02053	bmaq:DM76_4659
ko:K06966	bmaq:DM76_4660
ko:K01808	bmaq:DM76_4663
ko:K17207	bmaq:DM76_4664
ko:K17206	bmaq:DM76_4665
ko:K17205	bmaq:DM76_4666
ko:K00065	bmaq:DM76_4667
ko:K11896	bmaq:DM76_4721
ko:K11895	bmaq:DM76_4722
ko:K11907	bmaq:DM76_4723
ko:K11904	bmaq:DM76_4724
ko:K11904	bmaq:DM76_4725
ko:K11904	bmaq:DM76_4726
ko:K11906	bmaq:DM76_4731
ko:K11892	bmaq:DM76_4734
ko:K11891	bmaq:DM76_4735
ko:K18100	bmaq:DM76_4739
ko:K18101	bmaq:DM76_4740
ko:K12990	bmaq:DM76_4743
ko:K03543	bmaq:DM76_4745
ko:K00692	bmaq:DM76_4747
ko:K02529	bmaq:DM76_4748
ko:K00600	bmaq:DM76_4751
ko:K01273	bmaq:DM76_4752
ko:K03522	bmaq:DM76_4756
ko:K03521	bmaq:DM76_4757
ko:K00479	bmaq:DM76_4758
ko:K02002	bmaq:DM76_4760
ko:K01433	bmaq:DM76_4762
ko:K01133	bmaq:DM76_4764
ko:K02002	bmaq:DM76_4765
ko:K08720	bmaq:DM76_4766
ko:K05994	bmaq:DM76_4767
ko:K17736	bmaq:DM76_4769
ko:K02002	bmaq:DM76_4770
ko:K17735	bmaq:DM76_4772
ko:K07107	bmaq:DM76_4773
ko:K07243	bmaq:DM76_4833
ko:K07230	bmaq:DM76_4835
ko:K03702	bmaq:DM76_4836
ko:K00832	bmaq:DM76_4837
ko:K06153	bmaq:DM76_4844
ko:K02407	bmaq:DM76_4851
ko:K07396	bmaq:DM76_4853
ko:K00059	bmaq:DM76_4856
ko:K06140	bmaq:DM76_4870
ko:K01497	bmaq:DM76_4874
ko:K07507	bmaq:DM76_4878
ko:K07098	bmaq:DM76_4879
ko:K09019	bmaq:DM76_4880
ko:K06194	bmaq:DM76_4938
ko:K17836	bmaq:DM76_4939
ko:K03566	bmaq:DM76_4940
ko:K02034	bmaq:DM76_4944
ko:K02033	bmaq:DM76_4945
ko:K02035	bmaq:DM76_4946
ko:K08641	bmaq:DM76_4947
ko:K11904	bmaq:DM76_4951
ko:K12685	bmaq:DM76_4955
ko:K07394	bmaq:DM76_4956
ko:K02035	bmaq:DM76_4957
ko:K00626	bmaq:DM76_52
ko:K08281	bmaq:DM76_53
ko:K07516	bmaq:DM76_54
ko:K07305	bmaq:DM76_57
ko:K06190	bmaq:DM76_58
ko:K05527	bmaq:DM76_59
ko:K03769	bmaq:DM76_60
ko:K03824	bmaq:DM76_61
ko:K01952	bmaq:DM76_62
ko:K00285	bmaq:DM76_63
ko:K01810	bmaq:DM76_65
ko:K02003	bmaq:DM76_66
ko:K10804	bmaq:DM76_67
ko:K03770	bmaq:DM76_68
ko:K01338	bmaq:DM76_75
ko:K03544	bmaq:DM76_76
ko:K01358	bmaq:DM76_77
ko:K03545	bmaq:DM76_78
ko:K00865	bmaq:DM76_79
ko:K00077	bmaq:DM76_81
ko:K13635	bmaq:DM76_90
ko:K02045	bmaq:DM76_91
ko:K02047	bmaq:DM76_92
ko:K02046	bmaq:DM76_93
ko:K02048	bmaq:DM76_94
ko:K01356	bmaq:DM76_95
ko:K09695	bmaq:DM76_99
ko:K09694	bmaq:DM76_100
ko:K07089	bmaq:DM76_102
ko:K03410	bmaq:DM76_4405
ko:K06045	bmaq:DM76_4409
ko:K10036	bmaq:DM76_4411
ko:K10037	bmaq:DM76_4412
ko:K10038	bmaq:DM76_4413
ko:K01607	bmaq:DM76_4416
ko:K04754	bmaq:DM76_4417
ko:K07003	bmaq:DM76_4418
ko:K02003	bmaq:DM76_4423
ko:K02004	bmaq:DM76_4424
ko:K02480	bmaq:DM76_4438
ko:K03825	bmaq:DM76_4444
ko:K01426	bmaq:DM76_4446
ko:K05366	bmaq:DM76_4450
ko:K01637	bmaq:DM76_215
ko:K01560	bmaq:DM76_218
ko:K01638	bmaq:DM76_219
ko:K02553	bmaq:DM76_221
ko:K01885	bmaq:DM76_227
ko:K07001	bmaq:DM76_228
ko:K13896	bmaq:DM76_230
ko:K13895	bmaq:DM76_231
ko:K13894	bmaq:DM76_232
ko:K13893	bmaq:DM76_233
ko:K00208	bmaq:DM76_234
ko:K00528	bmaq:DM76_237
ko:K03639	bmaq:DM76_238
ko:K05524	bmaq:DM76_239
ko:K01265	bmaq:DM76_241
ko:K01755	bmaq:DM76_243
ko:K00957	bmaq:DM76_246
ko:K00831	bmaq:DM76_248
ko:K00615	bmaq:DM76_251
ko:K00615	bmaq:DM76_252
ko:K03119	bmaq:DM76_256
ko:K02016	bmaq:DM76_2401
ko:K02015	bmaq:DM76_2403
ko:K07518	bmaq:DM76_2408
ko:K07090	bmaq:DM76_2410
ko:K01126	bmaq:DM76_2412
ko:K07275	bmaq:DM76_2420
ko:K04078	bmaq:DM76_2426
ko:K04077	bmaq:DM76_2427
ko:K00941	bmaq:DM76_2428
ko:K07735	bmaq:DM76_2431
ko:K07447	bmaq:DM76_2432
ko:K02825	bmaq:DM76_2433
ko:K00609	bmaq:DM76_2434
ko:K01465	bmaq:DM76_2435
ko:K00655	bmaq:DM76_2436
ko:K01525	bmaq:DM76_2437
ko:K07345	bmaq:DM76_2872
ko:K07347	bmaq:DM76_2874
ko:K07345	bmaq:DM76_2875
ko:K07687	bmaq:DM76_2882
ko:K10009	bmaq:DM76_2886
ko:K02424	bmaq:DM76_2887
ko:K00254	bmaq:DM76_2888
ko:K00684	bmaq:DM76_2890
ko:K04091	bmaq:DM76_2898
ko:K15554	bmaq:DM76_2899
ko:K15555	bmaq:DM76_2900
ko:K07180	bmaq:DM76_2907
ko:K09786	bmaq:DM76_2908
ko:K02051	bmaq:DM76_2911
ko:K02049	bmaq:DM76_2913
ko:K02050	bmaq:DM76_2914
ko:K02651	bmaq:DM76_2915
ko:K00822	bmaq:DM76_3400
ko:K00140	bmaq:DM76_3401
ko:K00305	bmaq:DM76_3405
ko:K01633	bmaq:DM76_3406
ko:K03704	bmaq:DM76_3407
ko:K07675	bmaq:DM76_3415
ko:K08369	bmaq:DM76_3416
ko:K02167	bmaq:DM76_3421
ko:K18100	bmaq:DM76_3424
ko:K18101	bmaq:DM76_3425
ko:K12990	bmaq:DM76_3428
ko:K03543	bmaq:DM76_3430
ko:K01322	bmaq:DM76_3431
ko:K00640	bmaq:DM76_3433
ko:K00640	bmaq:DM76_3435
ko:K11717	bmaq:DM76_3438
ko:K07112	bmaq:DM76_3442
ko:K07112	bmaq:DM76_3443
ko:K10764	bmaq:DM76_3988
ko:K00764	bmaq:DM76_3989
ko:K03558	bmaq:DM76_3990
ko:K03749	bmaq:DM76_3991
ko:K11754	bmaq:DM76_3992
ko:K01963	bmaq:DM76_3993
ko:K01695	bmaq:DM76_3994
ko:K01696	bmaq:DM76_3996
ko:K01817	bmaq:DM76_3997
ko:K06173	bmaq:DM76_3998
ko:K00133	bmaq:DM76_4000
ko:K00052	bmaq:DM76_4002
ko:K01704	bmaq:DM76_4003
ko:K01703	bmaq:DM76_4005
ko:K00163	bmaq:DM76_4010
ko:K01647	bmaq:DM76_4017
ko:K09159	bmaq:DM76_4018
ko:K00240	bmaq:DM76_4019
ko:K00239	bmaq:DM76_4020
ko:K00242	bmaq:DM76_4021
ko:K00241	bmaq:DM76_4022
ko:K03710	bmaq:DM76_4023
ko:K00024	bmaq:DM76_4024
ko:K01644	bmaq:DM76_4025
ko:K01720	bmaq:DM76_4027
ko:K01681	bmaq:DM76_4028
ko:K15125	bmaq:DM76_4029
ko:K11904	bmaq:DM76_4036
ko:K00641	bmaq:DM76_429
ko:K05501	bmaq:DM76_430
ko:K00930	bmaq:DM76_432
ko:K15011	bmaq:DM76_434
ko:K15012	bmaq:DM76_435
ko:K03667	bmaq:DM76_436
ko:K01419	bmaq:DM76_437
ko:K06204	bmaq:DM76_438
ko:K06969	bmaq:DM76_440
ko:K03733	bmaq:DM76_441
ko:K09921	bmaq:DM76_442
ko:K01778	bmaq:DM76_443
ko:K02517	bmaq:DM76_444
ko:K00789	bmaq:DM76_445
ko:K00477	bmaq:DM76_447
ko:K08224	bmaq:DM76_452
ko:K00154	bmaq:DM76_456
ko:K02414	bmaq:DM76_460
ko:K02413	bmaq:DM76_461
ko:K02412	bmaq:DM76_462
ko:K02411	bmaq:DM76_463
ko:K02410	bmaq:DM76_464
ko:K02409	bmaq:DM76_465
ko:K02408	bmaq:DM76_466
ko:K02422	bmaq:DM76_467
ko:K02423	bmaq:DM76_468
ko:K04061	bmaq:DM76_470
ko:K09939	bmaq:DM76_471
ko:K07402	bmaq:DM76_472
ko:K03294	bmaq:DM76_473
ko:K00528	bmaq:DM76_476
ko:K00383	bmaq:DM76_540
ko:K01940	bmaq:DM76_541
ko:K07213	bmaq:DM76_544
ko:K01533	bmaq:DM76_545
ko:K03744	bmaq:DM76_546
ko:K06872	bmaq:DM76_547
ko:K07798	bmaq:DM76_551
ko:K07787	bmaq:DM76_552
ko:K00820	bmaq:DM76_555
ko:K04042	bmaq:DM76_556
ko:K14058	bmaq:DM76_557
ko:K01633	bmaq:DM76_558
ko:K00847	bmaq:DM76_563
ko:K14347	bmaq:DM76_567
ko:K01077	bmaq:DM76_574
ko:K01077	bmaq:DM76_575
ko:K06201	bmaq:DM76_577
ko:K01012	bmaq:DM76_578
ko:K01935	bmaq:DM76_579
ko:K00652	bmaq:DM76_580
ko:K00833	bmaq:DM76_581
ko:K09858	bmaq:DM76_583
ko:K00626	bmaq:DM76_585
ko:K01673	bmaq:DM76_586
ko:K00906	bmaq:DM76_587
ko:K08311	bmaq:DM76_692
ko:K00931	bmaq:DM76_694
ko:K03979	bmaq:DM76_695
ko:K02899	bmaq:DM76_696
ko:K02888	bmaq:DM76_697
ko:K02523	bmaq:DM76_698
ko:K02652	bmaq:DM76_708
ko:K02653	bmaq:DM76_709
ko:K02654	bmaq:DM76_710
ko:K00859	bmaq:DM76_711
ko:K18778	bmaq:DM76_712
ko:K03574	bmaq:DM76_713
ko:K06923	bmaq:DM76_714
ko:K00620	bmaq:DM76_715
ko:K03070	bmaq:DM76_716
ko:K02535	bmaq:DM76_718
ko:K03531	bmaq:DM76_720
ko:K03590	bmaq:DM76_721
ko:K03589	bmaq:DM76_722
ko:K01921	bmaq:DM76_723
ko:K01924	bmaq:DM76_724
ko:K02563	bmaq:DM76_725
ko:K03588	bmaq:DM76_726
ko:K01925	bmaq:DM76_727
ko:K01000	bmaq:DM76_728
ko:K01929	bmaq:DM76_729
ko:K01928	bmaq:DM76_730
ko:K03587	bmaq:DM76_731
ko:K03586	bmaq:DM76_732
ko:K03438	bmaq:DM76_733
