ko:K08153	banh:HYU01_04530
ko:K01892	banh:HYU01_22590
ko:K01489	banh:HYU01_18050
ko:K06999	banh:HYU01_18085
ko:K15975	banh:HYU01_18090
ko:K03307	banh:HYU01_18095
ko:K07736	banh:HYU01_18110
ko:K01479	banh:HYU01_18115
ko:K01468	banh:HYU01_18120
ko:K01712	banh:HYU01_18125
ko:K01745	banh:HYU01_18130
ko:K09683	banh:HYU01_18135
ko:K06196	banh:HYU01_18220
ko:K06518	banh:HYU01_18235
ko:K07090	banh:HYU01_18260
ko:K09976	banh:HYU01_18295
ko:K00615	banh:HYU01_18305
ko:K02042	banh:HYU01_18315
ko:K02042	banh:HYU01_18320
ko:K02041	banh:HYU01_18325
ko:K07560	banh:HYU01_22600
ko:K00951	banh:HYU01_22605
ko:K00759	banh:HYU01_22610
ko:K07462	banh:HYU01_22615
ko:K12257	banh:HYU01_22625
ko:K06409	banh:HYU01_22635
ko:K03210	banh:HYU01_22650
ko:K00773	banh:HYU01_22655
ko:K07568	banh:HYU01_22660
ko:K03551	banh:HYU01_22670
ko:K03550	banh:HYU01_22675
ko:K02016	banh:HYU01_22680
ko:K06318	banh:HYU01_22685
ko:K06370	banh:HYU01_22715
ko:K03517	banh:HYU01_22720
ko:K00767	banh:HYU01_22725
ko:K00278	banh:HYU01_22730
ko:K04487	banh:HYU01_22735
ko:K07105	banh:HYU01_22740
ko:K04518	banh:HYU01_22750
ko:K02004	banh:HYU01_22755
ko:K02004	banh:HYU01_22760
ko:K02003	banh:HYU01_22765
ko:K03979	banh:HYU01_22785
ko:K06375	banh:HYU01_22790
ko:K02899	banh:HYU01_22795
ko:K07584	banh:HYU01_22800
ko:K02888	banh:HYU01_22805
ko:K08301	banh:HYU01_22810
ko:K06402	banh:HYU01_22815
ko:K06401	banh:HYU01_22820
ko:K03609	banh:HYU01_22825
ko:K03610	banh:HYU01_22830
ko:K03571	banh:HYU01_22835
ko:K03570	banh:HYU01_22840
ko:K03569	banh:HYU01_22845
ko:K03630	banh:HYU01_22850
ko:K06287	banh:HYU01_22855
ko:K02044	banh:HYU01_18330
ko:K01356	banh:HYU01_18350
ko:K10947	banh:HYU01_18365
ko:K03088	banh:HYU01_18580
ko:K06380	banh:HYU01_22860
ko:K11754	banh:HYU01_22865
ko:K01873	banh:HYU01_22870
ko:K06417	banh:HYU01_22880
ko:K01845	banh:HYU01_22885
ko:K01698	banh:HYU01_22890
ko:K01719	banh:HYU01_22895
ko:K01749	banh:HYU01_22900
ko:K02497	banh:HYU01_22905
ko:K02492	banh:HYU01_22910
ko:K03978	banh:HYU01_22925
ko:K01338	banh:HYU01_22930
ko:K04076	banh:HYU01_22935
ko:K03544	banh:HYU01_22940
ko:K03545	banh:HYU01_22945
ko:K07095	banh:HYU01_22980
ko:K02428	banh:HYU01_22985
ko:K00989	banh:HYU01_22990
ko:K06298	banh:HYU01_22995
ko:K01776	banh:HYU01_23000
ko:K01994	banh:HYU01_23035
ko:K02035	banh:HYU01_23060
ko:K02034	banh:HYU01_23065
ko:K02033	banh:HYU01_23070
ko:K06188	banh:HYU01_23120
ko:K01992	banh:HYU01_23130
ko:K01915	banh:HYU01_18740
ko:K03713	banh:HYU01_18745
ko:K03665	banh:HYU01_18755
ko:K06413	banh:HYU01_18770
ko:K03666	banh:HYU01_18785
ko:K00791	banh:HYU01_18790
ko:K02768	banh:HYU01_18805
ko:K02769	banh:HYU01_18805
ko:K02770	banh:HYU01_18805
ko:K00882	banh:HYU01_18810
ko:K03436	banh:HYU01_18815
ko:K08976	banh:HYU01_18825
ko:K11735	banh:HYU01_18840
ko:K01183	banh:HYU01_18845
ko:K07098	banh:HYU01_18855
ko:K03530	banh:HYU01_18865
ko:K17686	banh:HYU01_18870
ko:K07213	banh:HYU01_18875
ko:K07017	banh:HYU01_18890
ko:K02013	banh:HYU01_18895
ko:K02015	banh:HYU01_18900
ko:K02015	banh:HYU01_18905
ko:K13530	banh:HYU01_18920
ko:K13531	banh:HYU01_18925
ko:K01247	banh:HYU01_18930
ko:K01258	banh:HYU01_18935
ko:K01834	banh:HYU01_18950
ko:K02556	banh:HYU01_23150
ko:K07260	banh:HYU01_23155
ko:K07107	banh:HYU01_23160
ko:K00240	banh:HYU01_23165
ko:K00239	banh:HYU01_23170
ko:K00241	banh:HYU01_23175
ko:K03703	banh:HYU01_23185
ko:K03671	banh:HYU01_23190
ko:K03522	banh:HYU01_23195
ko:K03521	banh:HYU01_23200
ko:K13767	banh:HYU01_23205
ko:K13770	banh:HYU01_23210
ko:K01897	banh:HYU01_23215
ko:K02016	banh:HYU01_23230
ko:K02015	banh:HYU01_23235
ko:K06969	banh:HYU01_23295
ko:K07145	banh:HYU01_23305
ko:K08600	banh:HYU01_23310
ko:K02013	banh:HYU01_23315
ko:K02015	banh:HYU01_23320
ko:K02016	banh:HYU01_23325
ko:K03311	banh:HYU01_23345
ko:K06182	banh:HYU01_23350
ko:K07456	banh:HYU01_23360
ko:K02347	banh:HYU01_23365
ko:K09888	banh:HYU01_23375
ko:K03471	banh:HYU01_23380
ko:K01893	banh:HYU01_23400
ko:K01890	banh:HYU01_23405
ko:K01889	banh:HYU01_23410
ko:K03437	banh:HYU01_23415
ko:K06426	banh:HYU01_23420
ko:K06950	banh:HYU01_23425
ko:K07052	banh:HYU01_23430
ko:K07052	banh:HYU01_23435
ko:K06518	banh:HYU01_18985
ko:K01771	banh:HYU01_19010
ko:K01449	banh:HYU01_19020
ko:K07137	banh:HYU01_19025
ko:K01442	banh:HYU01_19045
ko:K03572	banh:HYU01_19075
ko:K03555	banh:HYU01_19080
ko:K06328	banh:HYU01_19085
ko:K06168	banh:HYU01_19095
ko:K00175	banh:HYU01_19100
ko:K00174	banh:HYU01_19105
ko:K01273	banh:HYU01_19110
ko:K06416	banh:HYU01_19115
ko:K09769	banh:HYU01_19120
ko:K18682	banh:HYU01_19125
ko:K03742	banh:HYU01_19140
ko:K00995	banh:HYU01_19145
ko:K00059	banh:HYU01_19165
ko:K02057	banh:HYU01_19180
ko:K02057	banh:HYU01_19185
ko:K02057	banh:HYU01_19190
ko:K02056	banh:HYU01_19195
ko:K07335	banh:HYU01_19200
ko:K03710	banh:HYU01_19205
ko:K03466	banh:HYU01_19210
ko:K12574	banh:HYU01_19225
ko:K01714	banh:HYU01_19235
ko:K02887	banh:HYU01_23475
ko:K02916	banh:HYU01_23480
ko:K02520	banh:HYU01_23485
ko:K01868	banh:HYU01_23490
ko:K11144	banh:HYU01_23500
ko:K03346	banh:HYU01_23505
ko:K07738	banh:HYU01_23510
ko:K01611	banh:HYU01_23515
ko:K00134	banh:HYU01_23520
ko:K00859	banh:HYU01_23525
ko:K10563	banh:HYU01_23535
ko:K07636	banh:HYU01_23545
ko:K07658	banh:HYU01_23550
ko:K00024	banh:HYU01_23570
ko:K00031	banh:HYU01_23575
ko:K01647	banh:HYU01_23580
ko:K07113	banh:HYU01_23600
ko:K00873	banh:HYU01_23605
ko:K00850	banh:HYU01_23610
ko:K01962	banh:HYU01_23615
ko:K01963	banh:HYU01_23620
ko:K00027	banh:HYU01_23630
ko:K02337	banh:HYU01_23635
ko:K00928	banh:HYU01_19240
ko:K00133	banh:HYU01_19245
ko:K06411	banh:HYU01_19250
ko:K06410	banh:HYU01_19255
ko:K00962	banh:HYU01_19275
ko:K02956	banh:HYU01_19280
ko:K11753	banh:HYU01_19285
ko:K03177	banh:HYU01_19290
ko:K02834	banh:HYU01_19295
ko:K09764	banh:HYU01_19300
ko:K02519	banh:HYU01_19305
ko:K07742	banh:HYU01_19315
ko:K02600	banh:HYU01_19320
ko:K09748	banh:HYU01_19325
ko:K03763	banh:HYU01_19330
ko:K01881	banh:HYU01_19335
ko:K11749	banh:HYU01_19340
ko:K00099	banh:HYU01_19345
ko:K00981	banh:HYU01_19350
ko:K00806	banh:HYU01_19355
ko:K02838	banh:HYU01_19360
ko:K09903	banh:HYU01_19365
ko:K02357	banh:HYU01_19370
ko:K02967	banh:HYU01_19375
ko:K03706	banh:HYU01_19380
ko:K03667	banh:HYU01_19385
ko:K01419	banh:HYU01_19390
ko:K03733	banh:HYU01_19395
ko:K04094	banh:HYU01_19400
ko:K03168	banh:HYU01_19405
ko:K04096	banh:HYU01_19410
ko:K01902	banh:HYU01_19415
ko:K01903	banh:HYU01_19420
ko:K03470	banh:HYU01_19425
ko:K14540	banh:HYU01_19430
ko:K03100	banh:HYU01_19435
ko:K02884	banh:HYU01_19440
ko:K00554	banh:HYU01_19445
ko:K02860	banh:HYU01_19450
ko:K06960	banh:HYU01_19455
ko:K02959	banh:HYU01_19460
ko:K03106	banh:HYU01_19465
ko:K09787	banh:HYU01_19470
ko:K03110	banh:HYU01_19475
ko:K03529	banh:HYU01_19480
ko:K03685	banh:HYU01_19485
ko:K02078	banh:HYU01_19490
ko:K00059	banh:HYU01_19495
ko:K07729	banh:HYU01_23735
ko:K00259	banh:HYU01_23745
ko:K00059	banh:HYU01_23750
ko:K01755	banh:HYU01_23775
ko:K01940	banh:HYU01_23780
ko:K00925	banh:HYU01_23820
ko:K11065	banh:HYU01_23830
ko:K00858	banh:HYU01_23845
ko:K04750	banh:HYU01_23855
ko:K01895	banh:HYU01_23860
ko:K03151	banh:HYU01_23870
ko:K04487	banh:HYU01_23875
ko:K06286	banh:HYU01_23880
ko:K01761	banh:HYU01_23905
ko:K02986	banh:HYU01_23910
ko:K01866	banh:HYU01_23925
ko:K03088	banh:HYU01_23935
ko:K01895	banh:HYU01_23945
ko:K04766	banh:HYU01_23950
ko:K04767	banh:HYU01_23955
ko:K04768	banh:HYU01_23960
ko:K03810	banh:HYU01_23985
ko:K03282	banh:HYU01_23990
ko:K02529	banh:HYU01_24015
ko:K00645	banh:HYU01_19500
ko:K03621	banh:HYU01_19505
ko:K03655	banh:HYU01_19515
ko:K07030	banh:HYU01_19520
ko:K02902	banh:HYU01_19530
ko:K00949	banh:HYU01_19540
ko:K01783	banh:HYU01_19545
ko:K06949	banh:HYU01_19550
ko:K06941	banh:HYU01_19565
ko:K03500	banh:HYU01_19570
ko:K00604	banh:HYU01_19575
ko:K01462	banh:HYU01_19580
ko:K04066	banh:HYU01_19585
ko:K13038	banh:HYU01_19590
ko:K03060	banh:HYU01_19595
ko:K00942	banh:HYU01_19600
ko:K09777	banh:HYU01_19605
ko:K01537	banh:HYU01_19615
ko:K00762	banh:HYU01_19655
ko:K01591	banh:HYU01_19660
ko:K17828	banh:HYU01_19665
ko:K02823	banh:HYU01_19670
ko:K01955	banh:HYU01_19675
ko:K01956	banh:HYU01_19680
ko:K01465	banh:HYU01_19685
ko:K00609	banh:HYU01_19690
ko:K02824	banh:HYU01_19695
ko:K02825	banh:HYU01_19700
ko:K06180	banh:HYU01_19705
ko:K03101	banh:HYU01_19710
ko:K01870	banh:HYU01_19720
ko:K04074	banh:HYU01_19725
ko:K02221	banh:HYU01_19735
ko:K09772	banh:HYU01_19740
ko:K06997	banh:HYU01_19745
ko:K05810	banh:HYU01_19750
ko:K03091	banh:HYU01_19760
ko:K03091	banh:HYU01_19765
ko:K03817	banh:HYU01_24055
ko:K01924	banh:HYU01_24060
ko:K00763	banh:HYU01_24065
ko:K03466	banh:HYU01_24070
ko:K06878	banh:HYU01_24080
ko:K03439	banh:HYU01_24115
ko:K01975	banh:HYU01_24135
ko:K01439	banh:HYU01_24140
ko:K06183	banh:HYU01_24150
ko:K07007	banh:HYU01_24160
ko:K00034	banh:HYU01_24200
ko:K05340	banh:HYU01_24205
ko:K03636	banh:HYU01_24215
ko:K03635	banh:HYU01_24220
ko:K03753	banh:HYU01_24225
ko:K03750	banh:HYU01_24230
ko:K03637	banh:HYU01_24235
ko:K03639	banh:HYU01_24245
ko:K00641	banh:HYU01_24275
ko:K07090	banh:HYU01_15175
ko:K11733	banh:HYU01_15185
ko:K03574	banh:HYU01_15220
ko:K03100	banh:HYU01_15230
ko:K07160	banh:HYU01_15270
ko:K06351	banh:HYU01_15280
ko:K03100	banh:HYU01_15290
ko:K06201	banh:HYU01_15295
ko:K06385	banh:HYU01_15300
ko:K06329	banh:HYU01_15385
ko:K09190	banh:HYU01_15395
ko:K00121	banh:HYU01_15435
ko:K07217	banh:HYU01_15445
ko:K01744	banh:HYU01_15455
ko:K01424	banh:HYU01_15460
ko:K06383	banh:HYU01_19770
ko:K03531	banh:HYU01_19775
ko:K03590	banh:HYU01_19780
ko:K03589	banh:HYU01_19790
ko:K00075	banh:HYU01_19795
ko:K02563	banh:HYU01_19800
ko:K03588	banh:HYU01_19805
ko:K01925	banh:HYU01_19810
ko:K01000	banh:HYU01_19815
ko:K01928	banh:HYU01_19820
ko:K08384	banh:HYU01_19825
ko:K08724	banh:HYU01_19830
ko:K03438	banh:HYU01_19840
ko:K00077	banh:HYU01_19850
ko:K02911	banh:HYU01_19865
ko:K07040	banh:HYU01_19870
ko:K01869	banh:HYU01_24315
ko:K03455	banh:HYU01_24325
ko:K07228	banh:HYU01_24330
ko:K02004	banh:HYU01_24340
ko:K02003	banh:HYU01_24345
ko:K07139	banh:HYU01_24365
ko:K01779	banh:HYU01_24385
ko:K16188	banh:HYU01_24400
ko:K01048	banh:HYU01_24405
ko:K03752	banh:HYU01_24425
ko:K03638	banh:HYU01_24430
ko:K00789	banh:HYU01_24445
ko:K01610	banh:HYU01_24450
ko:K02116	banh:HYU01_24460
ko:K02051	banh:HYU01_24515
ko:K02049	banh:HYU01_24520
ko:K02050	banh:HYU01_24525
ko:K07173	banh:HYU01_24570
ko:K03294	banh:HYU01_15480
ko:K03311	banh:HYU01_15485
ko:K00286	banh:HYU01_15490
ko:K00027	banh:HYU01_15500
ko:K06312	banh:HYU01_15510
ko:K06311	banh:HYU01_15515
ko:K06310	banh:HYU01_15520
ko:K01425	banh:HYU01_15545
ko:K11626	banh:HYU01_15555
ko:K03781	banh:HYU01_15585
ko:K09932	banh:HYU01_15605
ko:K01669	banh:HYU01_15660
ko:K09822	banh:HYU01_15670
ko:K02012	banh:HYU01_26855
ko:K01784	banh:HYU01_26875
ko:K02372	banh:HYU01_26890
ko:K01791	banh:HYU01_26900
ko:K09693	banh:HYU01_26905
ko:K02472	banh:HYU01_26915
ko:K03569	banh:HYU01_26950
ko:K06283	banh:HYU01_26955
ko:K06386	banh:HYU01_26970
ko:K01990	banh:HYU01_26985
ko:K01990	banh:HYU01_26990
ko:K06381	banh:HYU01_26995
ko:K00790	banh:HYU01_27000
ko:K00343	banh:HYU01_27015
ko:K00342	banh:HYU01_27020
ko:K00341	banh:HYU01_27025
ko:K00340	banh:HYU01_27030
ko:K00339	banh:HYU01_27035
ko:K00338	banh:HYU01_27040
ko:K00337	banh:HYU01_27045
ko:K00333	banh:HYU01_27050
ko:K00332	banh:HYU01_27055
ko:K00331	banh:HYU01_27060
ko:K00330	banh:HYU01_27065
ko:K02114	banh:HYU01_27085
ko:K02112	banh:HYU01_27090
ko:K02115	banh:HYU01_27095
ko:K02111	banh:HYU01_27100
ko:K02113	banh:HYU01_27105
ko:K02109	banh:HYU01_27110
ko:K05577	banh:HYU01_15675
ko:K02548	banh:HYU01_15690
ko:K03325	banh:HYU01_15740
ko:K11210	banh:HYU01_20095
ko:K07177	banh:HYU01_20230
ko:K07001	banh:HYU01_20235
ko:K00954	banh:HYU01_20245
ko:K01455	banh:HYU01_20295
ko:K02862	banh:HYU01_20300
ko:K02276	banh:HYU01_20310
ko:K02274	banh:HYU01_20315
ko:K02275	banh:HYU01_20320
ko:K02259	banh:HYU01_20330
ko:K01958	banh:HYU01_20335
ko:K03588	banh:HYU01_20340
ko:K07175	banh:HYU01_20355
ko:K08998	banh:HYU01_24575
ko:K01673	banh:HYU01_24580
ko:K00425	banh:HYU01_24585
ko:K00426	banh:HYU01_24590
ko:K03969	banh:HYU01_24640
ko:K04759	banh:HYU01_24660
ko:K04758	banh:HYU01_24665
ko:K16789	banh:HYU01_24670
ko:K07284	banh:HYU01_24685
ko:K00760	banh:HYU01_24705
ko:K00064	banh:HYU01_24730
ko:K02004	banh:HYU01_24755
ko:K02003	banh:HYU01_24760
ko:K13653	banh:HYU01_24765
ko:K11636	banh:HYU01_24780
ko:K11636	banh:HYU01_24785
ko:K11635	banh:HYU01_24790
ko:K00874	banh:HYU01_24815
ko:K01042	banh:HYU01_24825
ko:K01465	banh:HYU01_24830
ko:K07260	banh:HYU01_24845
ko:K04045	banh:HYU01_15770
ko:K01759	banh:HYU01_15800
ko:K13530	banh:HYU01_15820
ko:K16263	banh:HYU01_15825
ko:K14338	banh:HYU01_15855
ko:K07729	banh:HYU01_15950
ko:K00648	banh:HYU01_15980
ko:K02003	banh:HYU01_16000
ko:K02004	banh:HYU01_16005
ko:K06207	banh:HYU01_20380
ko:K01092	banh:HYU01_20390
ko:K00686	banh:HYU01_20415
ko:K00382	banh:HYU01_20445
ko:K00627	banh:HYU01_20450
ko:K00162	banh:HYU01_20455
ko:K00161	banh:HYU01_20460
ko:K01462	banh:HYU01_20470
ko:K12574	banh:HYU01_20485
ko:K03499	banh:HYU01_20490
ko:K00426	banh:HYU01_20495
ko:K05823	banh:HYU01_20500
ko:K05822	banh:HYU01_20505
ko:K09776	banh:HYU01_20525
ko:K07098	banh:HYU01_20560
ko:K01524	banh:HYU01_20575
ko:K00549	banh:HYU01_20615
ko:K07697	banh:HYU01_20635
ko:K00841	banh:HYU01_20645
ko:K15772	banh:HYU01_20655
ko:K02549	banh:HYU01_24860
ko:K01911	banh:HYU01_24865
ko:K01661	banh:HYU01_24870
ko:K08680	banh:HYU01_24875
ko:K02551	banh:HYU01_24880
ko:K02552	banh:HYU01_24885
ko:K02548	banh:HYU01_24895
ko:K03704	banh:HYU01_24905
ko:K00688	banh:HYU01_24925
ko:K00703	banh:HYU01_24930
ko:K00975	banh:HYU01_24935
ko:K00975	banh:HYU01_24940
ko:K00700	banh:HYU01_24945
ko:K00016	banh:HYU01_24955
ko:K07507	banh:HYU01_25085
ko:K10716	banh:HYU01_25090
ko:K01810	banh:HYU01_25100
ko:K09779	banh:HYU01_25105
ko:K07570	banh:HYU01_25110
ko:K10907	banh:HYU01_25115
ko:K00090	banh:HYU01_25125
ko:K14155	banh:HYU01_25140
ko:K06347	banh:HYU01_25155
ko:K00800	banh:HYU01_14625
ko:K09015	banh:HYU01_25520
ko:K07476	banh:HYU01_25560
ko:K02437	banh:HYU01_25570
ko:K00537	banh:HYU01_25575
ko:K07035	banh:HYU01_25615
ko:K00016	banh:HYU01_25620
ko:K07052	banh:HYU01_25635
ko:K07516	banh:HYU01_25670
ko:K00318	banh:HYU01_25685
ko:K02110	banh:HYU01_27115
ko:K02108	banh:HYU01_27120
ko:K02116	banh:HYU01_27125
ko:K00761	banh:HYU01_27140
ko:K00600	banh:HYU01_27145
ko:K01808	banh:HYU01_27155
ko:K15977	banh:HYU01_27170
ko:K07566	banh:HYU01_27195
ko:K06387	banh:HYU01_27205
ko:K02493	banh:HYU01_27210
ko:K02835	banh:HYU01_27215
ko:K02909	banh:HYU01_27225
ko:K03628	banh:HYU01_27235
ko:K02446	banh:HYU01_27240
ko:K00790	banh:HYU01_27245
ko:K01624	banh:HYU01_27250
ko:K02490	banh:HYU01_27255
ko:K01937	banh:HYU01_27265
ko:K03048	banh:HYU01_27270
ko:K00074	banh:HYU01_27290
ko:K00626	banh:HYU01_27295
ko:K06131	banh:HYU01_27305
ko:K07693	banh:HYU01_27330
ko:K07778	banh:HYU01_27335
ko:K01992	banh:HYU01_27340
ko:K01990	banh:HYU01_27345
ko:K01265	banh:HYU01_27350
ko:K03088	banh:HYU01_27385
ko:K07729	banh:HYU01_28295
ko:K02283	banh:HYU01_28405
ko:K01887	banh:HYU01_27390
ko:K01480	banh:HYU01_27420
ko:K00797	banh:HYU01_27425
ko:K01126	banh:HYU01_27440
ko:K01821	banh:HYU01_27460
ko:K06885	banh:HYU01_27465
ko:K02016	banh:HYU01_27470
ko:K02013	banh:HYU01_27475
ko:K02015	banh:HYU01_27480
ko:K02015	banh:HYU01_27485
ko:K06314	banh:HYU01_27495
ko:K16869	banh:HYU01_27505
ko:K00625	banh:HYU01_27510
ko:K01449	banh:HYU01_27525
ko:K06305	banh:HYU01_27530
ko:K10716	banh:HYU01_27545
ko:K00752	banh:HYU01_28605
ko:K00963	banh:HYU01_28610
ko:K00012	banh:HYU01_28615
ko:K00759	banh:HYU01_28680
ko:K09815	banh:HYU01_28910
ko:K03406	banh:HYU01_25700
ko:K03294	banh:HYU01_25725
ko:K03217	banh:HYU01_25735
ko:K07729	banh:HYU01_25770
ko:K01874	banh:HYU01_25810
ko:K08777	banh:HYU01_25830
ko:K06911	banh:HYU01_25840
ko:K03455	banh:HYU01_25855
ko:K07228	banh:HYU01_25860
ko:K03310	banh:HYU01_25870
ko:K04047	banh:HYU01_25875
ko:K06966	banh:HYU01_25890
ko:K02217	banh:HYU01_25900
ko:K07148	banh:HYU01_25910
ko:K11535	banh:HYU01_25915
ko:K03317	banh:HYU01_25920
ko:K03310	banh:HYU01_25925
ko:K03310	banh:HYU01_25930
ko:K07118	banh:HYU01_25935
ko:K03885	banh:HYU01_25970
ko:K01866	banh:HYU01_25975
ko:K00075	banh:HYU01_25980
ko:K07117	banh:HYU01_25985
ko:K03648	banh:HYU01_27565
ko:K00003	banh:HYU01_27595
ko:K00651	banh:HYU01_27600
ko:K01740	banh:HYU01_27605
ko:K01560	banh:HYU01_27615
ko:K01118	banh:HYU01_27625
ko:K00868	banh:HYU01_27645
ko:K06200	banh:HYU01_27660
ko:K08369	banh:HYU01_27670
ko:K02071	banh:HYU01_25545
ko:K03644	banh:HYU01_25465
ko:K09014	banh:HYU01_25505
ko:K04488	banh:HYU01_25510
ko:K09013	banh:HYU01_25525
ko:K02073	banh:HYU01_25530
ko:K02073	banh:HYU01_25535
ko:K02072	banh:HYU01_25540
ko:K11717	banh:HYU01_25515
ko:K01834	banh:HYU01_25455
ko:K14234	banh:HYU01_00835
ko:K14219	banh:HYU01_01415
ko:K14219	banh:HYU01_03910
ko:K14219	banh:HYU01_25035
ko:K18928	banh:HYU01_06700
ko:K18929	banh:HYU01_06705
ko:K18924	banh:HYU01_21645
ko:K18925	banh:HYU01_21650
ko:K03790	banh:HYU01_14880
ko:K18928	banh:HYU01_16070
ko:K01928	banh:HYU01_12860
ko:K09692	banh:HYU01_26910
ko:K07171	banh:HYU01_01355
ko:K01777	banh:HYU01_04835
ko:K06147	banh:HYU01_12160
ko:K14237	banh:HYU01_06550
ko:K01978	banh:HYU01_28035
ko:K14218	banh:HYU01_00050
ko:K14218	banh:HYU01_00160
ko:K14218	banh:HYU01_00870
ko:K14218	banh:HYU01_25025
ko:K14218	banh:HYU01_03920
ko:K14220	banh:HYU01_00830
ko:K14220	banh:HYU01_24970
ko:K14220	banh:HYU01_01375
ko:K14220	banh:HYU01_03965
ko:K14220	banh:HYU01_02870
ko:K14223	banh:HYU01_00855
ko:K14223	banh:HYU01_01400
ko:K14223	banh:HYU01_02925
ko:K14223	banh:HYU01_03885
ko:K14225	banh:HYU01_00865
ko:K14225	banh:HYU01_03900
ko:K14225	banh:HYU01_02930
ko:K14225	banh:HYU01_25045
ko:K14225	banh:HYU01_01425
ko:K14225	banh:HYU01_02970
ko:K14225	banh:HYU01_24980
ko:K14225	banh:HYU01_22975
ko:K14221	banh:HYU01_01395
ko:K14221	banh:HYU01_03940
ko:K14221	banh:HYU01_25000
ko:K14221	banh:HYU01_27910
ko:K14221	banh:HYU01_02895
ko:K14221	banh:HYU01_01450
ko:K14232	banh:HYU01_01420
ko:K14232	banh:HYU01_25030
ko:K14232	banh:HYU01_03915
ko:K03790	banh:HYU01_12040
ko:K03790	banh:HYU01_14115
ko:K03789	banh:HYU01_08030
ko:K03790	banh:HYU01_15180
ko:K14234	banh:HYU01_02905
ko:K14234	banh:HYU01_24990
ko:K14234	banh:HYU01_03950
ko:K14234	banh:HYU01_25060
ko:K14237	banh:HYU01_00845
ko:K14237	banh:HYU01_01390
ko:K14237	banh:HYU01_03875
ko:K14237	banh:HYU01_02885
ko:K14237	banh:HYU01_25065
ko:K14235	banh:HYU01_02915
ko:K14235	banh:HYU01_03955
ko:K14233	banh:HYU01_00095
ko:K14233	banh:HYU01_25010
ko:K14233	banh:HYU01_03925
ko:K14233	banh:HYU01_03930
ko:K14233	banh:HYU01_01380
ko:K14233	banh:HYU01_24965
ko:K14233	banh:HYU01_02875
ko:K14230	banh:HYU01_00345
ko:K14230	banh:HYU01_25020
ko:K14230	banh:HYU01_01445
ko:K14230	banh:HYU01_03935
ko:K14230	banh:HYU01_02890
ko:K14230	banh:HYU01_25005
ko:K14230	banh:HYU01_21965
ko:K14230	banh:HYU01_25015
ko:K14224	banh:HYU01_00350
ko:K14224	banh:HYU01_27915
ko:K14224	banh:HYU01_01385
ko:K14224	banh:HYU01_03970
ko:K14224	banh:HYU01_24960
ko:K14224	banh:HYU01_00840
ko:K14224	banh:HYU01_02880
ko:K14219	banh:HYU01_26245
ko:K14226	banh:HYU01_02920
ko:K14226	banh:HYU01_25055
ko:K14229	banh:HYU01_00860
ko:K14229	banh:HYU01_03890
ko:K14229	banh:HYU01_24985
ko:K14229	banh:HYU01_27920
ko:K14229	banh:HYU01_01405
ko:K14228	banh:HYU01_01410
ko:K14228	banh:HYU01_02940
ko:K14228	banh:HYU01_03905
ko:K14228	banh:HYU01_25040
ko:K14219	banh:HYU01_22970
ko:K14231	banh:HYU01_02900
ko:K14231	banh:HYU01_24995
ko:K14231	banh:HYU01_03945
ko:K14231	banh:HYU01_27905
ko:K18967	banh:HYU01_27650
ko:K03790	banh:HYU01_09425
ko:K03790	banh:HYU01_13410
ko:K18929	banh:HYU01_16065
ko:K06147	banh:HYU01_12155
ko:K06979	banh:HYU01_08035
ko:K03169	banh:HYU01_09560
ko:K03169	banh:HYU01_02030
ko:K01247	banh:HYU01_02285
ko:K05593	banh:HYU01_09830
ko:K03111	banh:HYU01_10825
ko:K00662	banh:HYU01_14510
ko:K18231	banh:HYU01_12900
ko:K08168	banh:HYU01_05470
ko:K02171	banh:HYU01_05660
ko:K02172	banh:HYU01_05665
ko:K09145	banh:HYU01_07360
ko:K07496	banh:HYU01_18310
ko:K02315	banh:HYU01_02370
ko:K02315	banh:HYU01_20155
ko:K06378	banh:HYU01_20985
ko:K19055	banh:HYU01_25460
ko:K03466	banh:HYU01_19885
ko:K19005	banh:HYU01_14590
ko:K02476	banh:HYU01_03045
ko:K07149	banh:HYU01_27590
ko:K01872	banh:HYU01_17995
ko:K07029	banh:HYU01_01745
ko:K14742	banh:HYU01_01460
ko:K03526	banh:HYU01_21980
ko:K03205	banh:HYU01_29075
ko:K03502	banh:HYU01_29425
ko:K03761	banh:HYU01_04925
ko:K18231	banh:HYU01_26435
ko:K03111	banh:HYU01_27955
ko:K03497	banh:HYU01_27985
ko:K03496	banh:HYU01_27990
ko:K03497	banh:HYU01_27995
ko:K18652	banh:HYU01_16115
ko:K03502	banh:HYU01_16160
ko:K18220	banh:HYU01_15025
ko:K08168	banh:HYU01_23005
ko:K04565	banh:HYU01_25145
ko:K18979	banh:HYU01_02975
ko:K03466	banh:HYU01_11570
ko:K13052	banh:HYU01_00335
ko:K05396	banh:HYU01_15920
ko:K06595	banh:HYU01_27695
ko:K03741	banh:HYU01_15735
ko:K11029	banh:HYU01_28670
ko:K11030	banh:HYU01_28775
ko:K01174	banh:HYU01_28980
ko:K07816	banh:HYU01_22295
ko:K03429	banh:HYU01_02720
ko:K06415	banh:HYU01_04200
ko:K16044	banh:HYU01_17865
ko:K01239	banh:HYU01_11940
ko:K00001	banh:HYU01_12840
ko:K05799	banh:HYU01_06695
ko:K01090	banh:HYU01_15160
ko:K03892	banh:HYU01_15750
ko:K00344	banh:HYU01_16855
