ko:K02345	yel:LC20_03135
ko:K09903	yel:LC20_01196
ko:K02838	yel:LC20_01197
ko:K00099	yel:LC20_01199
ko:K00806	yel:LC20_01200
ko:K02030	yel:LC20_01254
ko:K02029	yel:LC20_01256
ko:K02028	yel:LC20_01257
ko:K02083	yel:LC20_01259
ko:K14287	yel:LC20_01261
ko:K08964	yel:LC20_01262
ko:K09880	yel:LC20_01263
ko:K08967	yel:LC20_01264
ko:K08963	yel:LC20_01265
ko:K00899	yel:LC20_01266
ko:K06445	yel:LC20_01273
ko:K03271	yel:LC20_01274
ko:K00346	yel:LC20_01277
ko:K00348	yel:LC20_01281
ko:K00349	yel:LC20_01282
ko:K00350	yel:LC20_01283
ko:K00351	yel:LC20_01285
ko:K03734	yel:LC20_01286
ko:K05952	yel:LC20_01287
ko:K01921	yel:LC20_01291
ko:K02346	yel:LC20_01295
ko:K01270	yel:LC20_01296
ko:K00769	yel:LC20_01298
ko:K11750	yel:LC20_01299
ko:K11926	yel:LC20_01300
ko:K00931	yel:LC20_01302
ko:K00147	yel:LC20_01303
ko:K16328	yel:LC20_01304
ko:K16329	yel:LC20_01305
ko:K16324	yel:LC20_01306
ko:K02074	yel:LC20_01423
ko:K02075	yel:LC20_01424
ko:K02919	yel:LC20_01431
ko:K02909	yel:LC20_01432
ko:K18138	yel:LC20_01437
ko:K03585	yel:LC20_01438
ko:K03577	yel:LC20_01439
ko:K06039	yel:LC20_01440
ko:K04067	yel:LC20_01444
ko:K09790	yel:LC20_01445
ko:K00759	yel:LC20_01446
ko:K02343	yel:LC20_01448
ko:K09747	yel:LC20_01449
ko:K06187	yel:LC20_01450
ko:K04079	yel:LC20_01451
ko:K00939	yel:LC20_01452
ko:K01772	yel:LC20_01453
ko:K13007	yel:LC20_01461
ko:K01784	yel:LC20_01464
ko:K00892	yel:LC20_01465
ko:K03455	yel:LC20_01466
ko:K08223	yel:LC20_01468
ko:K11751	yel:LC20_01470
ko:K03704	yel:LC20_01595
ko:K06199	yel:LC20_01597
ko:K03425	yel:LC20_01599
ko:K03644	yel:LC20_01600
ko:K03801	yel:LC20_01601
ko:K09158	yel:LC20_01602
ko:K07258	yel:LC20_01603
ko:K03642	yel:LC20_01604
ko:K05837	yel:LC20_01605
ko:K05515	yel:LC20_01606
ko:K00783	yel:LC20_01607
ko:K09710	yel:LC20_01608
ko:K00969	yel:LC20_01609
ko:K02340	yel:LC20_01610
ko:K03643	yel:LC20_01611
ko:K01869	yel:LC20_01612
ko:K01250	yel:LC20_01615
ko:K10004	yel:LC20_01616
ko:K10002	yel:LC20_01617
ko:K10003	yel:LC20_01619
ko:K10001	yel:LC20_01620
ko:K07006	yel:LC20_01623
ko:K03820	yel:LC20_01624
ko:K06189	yel:LC20_01625
ko:K07042	yel:LC20_01626
ko:K06168	yel:LC20_01628
ko:K03184	yel:LC20_01629
ko:K01953	yel:LC20_01632
ko:K02566	yel:LC20_01633
ko:K02565	yel:LC20_01634
ko:K01443	yel:LC20_01635
ko:K02564	yel:LC20_01636
ko:K03562	yel:LC20_01693
ko:K03560	yel:LC20_01694
ko:K03641	yel:LC20_01696
ko:K03640	yel:LC20_01697
ko:K03517	yel:LC20_01699
ko:K03811	yel:LC20_01700
ko:K16264	yel:LC20_01701
ko:K01626	yel:LC20_01702
ko:K01834	yel:LC20_01703
ko:K01785	yel:LC20_01705
ko:K00849	yel:LC20_01706
ko:K00965	yel:LC20_01707
ko:K01784	yel:LC20_01708
ko:K07052	yel:LC20_01709
ko:K05776	yel:LC20_01710
ko:K02019	yel:LC20_01711
ko:K02020	yel:LC20_01713
ko:K07262	yel:LC20_01836
ko:K03777	yel:LC20_01837
ko:K05873	yel:LC20_01838
ko:K02041	yel:LC20_01842
ko:K02044	yel:LC20_01843
ko:K02042	yel:LC20_01846
ko:K11959	yel:LC20_01849
ko:K11960	yel:LC20_01850
ko:K11962	yel:LC20_01853
ko:K11963	yel:LC20_01854
ko:K03230	yel:LC20_01531
ko:K03225	yel:LC20_01537
ko:K13285	yel:LC20_01543
ko:K13287	yel:LC20_01545
ko:K02078	yel:LC20_01564
ko:K13735	yel:LC20_01575
ko:K13735	yel:LC20_01578
ko:K01674	yel:LC20_01579
ko:K06147	yel:LC20_01585
ko:K01011	yel:LC20_01855
ko:K01495	yel:LC20_01920
ko:K07148	yel:LC20_01922
ko:K02529	yel:LC20_01923
ko:K10540	yel:LC20_01924
ko:K10542	yel:LC20_01926
ko:K10541	yel:LC20_01927
ko:K15836	yel:LC20_01930
ko:K05796	yel:LC20_01932
ko:K08315	yel:LC20_01933
ko:K12145	yel:LC20_01934
ko:K12143	yel:LC20_01936
ko:K12142	yel:LC20_01937
ko:K12141	yel:LC20_01938
ko:K12140	yel:LC20_01939
ko:K12139	yel:LC20_01940
ko:K12138	yel:LC20_01941
ko:K12136	yel:LC20_01943
ko:K04651	yel:LC20_01945
ko:K04653	yel:LC20_01946
ko:K03748	yel:LC20_01948
ko:K00027	yel:LC20_01950
ko:K01489	yel:LC20_01952
ko:K06518	yel:LC20_01954
ko:K02058	yel:LC20_01958
ko:K01874	yel:LC20_01961
ko:K03593	yel:LC20_01962
ko:K00876	yel:LC20_01963
ko:K01494	yel:LC20_01964
ko:K07289	yel:LC20_01965
ko:K03326	yel:LC20_01966
ko:K13920	yel:LC20_02024
ko:K13919	yel:LC20_02025
ko:K02227	yel:LC20_02034
ko:K06042	yel:LC20_02035
ko:K02188	yel:LC20_02036
ko:K03399	yel:LC20_02037
ko:K02191	yel:LC20_02038
ko:K05936	yel:LC20_02039
ko:K02189	yel:LC20_02040
ko:K05895	yel:LC20_02042
ko:K02190	yel:LC20_02043
ko:K03394	yel:LC20_02044
ko:K02007	yel:LC20_02045
ko:K02009	yel:LC20_02046
ko:K02006	yel:LC20_02049
ko:K02232	yel:LC20_02050
ko:K02231	yel:LC20_02051
ko:K02233	yel:LC20_02053
ko:K02226	yel:LC20_02054
ko:K00768	yel:LC20_02055
ko:K01940	yel:LC20_02056
ko:K03415	yel:LC20_02058
ko:K02010	yel:LC20_02059
ko:K02011	yel:LC20_02061
ko:K02012	yel:LC20_02062
ko:K07783	yel:LC20_02063
ko:K07702	yel:LC20_02066
ko:K07700	yel:LC20_02067
ko:K01910	yel:LC20_02069
ko:K01646	yel:LC20_02070
ko:K01644	yel:LC20_02071
ko:K01643	yel:LC20_02072
ko:K05964	yel:LC20_02073
ko:K05966	yel:LC20_02074
ko:K01247	yel:LC20_02187
ko:K02423	yel:LC20_02192
ko:K02422	yel:LC20_02193
ko:K02407	yel:LC20_02194
ko:K02406	yel:LC20_02196
ko:K02405	yel:LC20_02197
ko:K02425	yel:LC20_02198
ko:K02424	yel:LC20_02202
ko:K10009	yel:LC20_02203
ko:K10010	yel:LC20_02204
ko:K13821	yel:LC20_02208
ko:K11928	yel:LC20_02209
ko:K07243	yel:LC20_02210
ko:K07224	yel:LC20_02211
ko:K03809	yel:LC20_02215
ko:K06910	yel:LC20_02221
ko:K11737	yel:LC20_02223
ko:K01176	yel:LC20_02230
ko:K07689	yel:LC20_02235
ko:K03703	yel:LC20_02237
ko:K00995	yel:LC20_02238
ko:K11738	yel:LC20_02301
ko:K11616	yel:LC20_02304
ko:K07703	yel:LC20_02305
ko:K07701	yel:LC20_02306
ko:K01425	yel:LC20_02311
ko:K01434	yel:LC20_02313
ko:K07243	yel:LC20_02315
ko:K13255	yel:LC20_02323
ko:K11935	yel:LC20_02325
ko:K11931	yel:LC20_02327
ko:K11936	yel:LC20_02328
ko:K11937	yel:LC20_02329
ko:K07300	yel:LC20_02333
ko:K13635	yel:LC20_02336
ko:K07673	yel:LC20_02337
ko:K00426	yel:LC20_02340
ko:K00425	yel:LC20_02341
ko:K01484	yel:LC20_02349
ko:K05526	yel:LC20_02350
ko:K12972	yel:LC20_02404
ko:K04477	yel:LC20_02405
ko:K08162	yel:LC20_02409
ko:K03790	yel:LC20_02413
ko:K09915	yel:LC20_02414
ko:K03810	yel:LC20_02416
ko:K03980	yel:LC20_02421
ko:K01887	yel:LC20_02422
ko:K09907	yel:LC20_02425
ko:K15257	yel:LC20_02431
ko:K15256	yel:LC20_02432
ko:K07136	yel:LC20_02433
ko:K01876	yel:LC20_02439
ko:K08310	yel:LC20_02441
ko:K03550	yel:LC20_02445
ko:K03551	yel:LC20_02446
ko:K03305	yel:LC20_02447
ko:K09816	yel:LC20_02448
ko:K09817	yel:LC20_02449
ko:K02560	yel:LC20_02453
ko:K00873	yel:LC20_02454
ko:K00036	yel:LC20_02456
ko:K01625	yel:LC20_02458
ko:K00134	yel:LC20_02517
ko:K07305	yel:LC20_02519
ko:K09916	yel:LC20_02520
ko:K01424	yel:LC20_02523
ko:K04773	yel:LC20_02524
ko:K08320	yel:LC20_02530
ko:K01433	yel:LC20_02534
ko:K09858	yel:LC20_02535
ko:K07001	yel:LC20_02536
ko:K00012	yel:LC20_02538
ko:K04072	yel:LC20_02542
ko:K15580	yel:LC20_02549
ko:K15581	yel:LC20_02550
ko:K15583	yel:LC20_02553
ko:K10823	yel:LC20_02554
ko:K09901	yel:LC20_02555
ko:K06131	yel:LC20_02556
ko:K09981	yel:LC20_02561
ko:K09780	yel:LC20_02562
ko:K03832	yel:LC20_02563
ko:K10806	yel:LC20_02564
ko:K06190	yel:LC20_02565
ko:K06940	yel:LC20_02568
ko:K07275	yel:LC20_02569
ko:K01695	yel:LC20_02571
ko:K10543	yel:LC20_00059
ko:K10545	yel:LC20_00060
ko:K10544	yel:LC20_00061
ko:K02529	yel:LC20_00062
ko:K01154	yel:LC20_00065
ko:K01153	yel:LC20_00070
ko:K00537	yel:LC20_00093
ko:K02429	yel:LC20_00095
ko:K00847	yel:LC20_00096
ko:K01483	yel:LC20_00097
ko:K02529	yel:LC20_00098
ko:K01712	yel:LC20_00100
ko:K01745	yel:LC20_00101
ko:K16234	yel:LC20_00102
ko:K07027	yel:LC20_00105
ko:K00978	yel:LC20_00106
ko:K01709	yel:LC20_00109
ko:K12975	yel:LC20_00112
ko:K07675	yel:LC20_00114
ko:K07783	yel:LC20_00115
ko:K12368	yel:LC20_00125
ko:K12369	yel:LC20_00126
ko:K12370	yel:LC20_00127
ko:K12371	yel:LC20_00128
ko:K12372	yel:LC20_00129
ko:K00694	yel:LC20_00142
ko:K01728	yel:LC20_00148
ko:K11103	yel:LC20_00150
ko:K00874	yel:LC20_00152
ko:K01821	yel:LC20_00153
ko:K07290	yel:LC20_00156
ko:K07058	yel:LC20_00160
ko:K00383	yel:LC20_00162
ko:K07115	yel:LC20_00164
ko:K01414	yel:LC20_00166
ko:K15984	yel:LC20_00167
ko:K00262	yel:LC20_00169
ko:K06149	yel:LC20_00170
ko:K06144	yel:LC20_00171
ko:K16322	yel:LC20_00172
ko:K04835	yel:LC20_00182
ko:K01846	yel:LC20_00185
ko:K16651	yel:LC20_00186
ko:K02303	yel:LC20_00192
ko:K01676	yel:LC20_00195
ko:K06606	yel:LC20_00200
ko:K08138	yel:LC20_00201
ko:K03338	yel:LC20_00214
ko:K00010	yel:LC20_00217
ko:K03335	yel:LC20_00218
ko:K03825	yel:LC20_00219
ko:K06911	yel:LC20_00222
ko:K06145	yel:LC20_00223
ko:K06155	yel:LC20_00224
ko:K00851	yel:LC20_00226
ko:K00133	yel:LC20_00228
ko:K02478	yel:LC20_00234
ko:K00700	yel:LC20_00236
ko:K00975	yel:LC20_00239
ko:K00703	yel:LC20_00240
ko:K00688	yel:LC20_00241
ko:K00111	yel:LC20_00242
ko:K02444	yel:LC20_00244
ko:K02441	yel:LC20_00245
ko:K02439	yel:LC20_00246
ko:K03556	yel:LC20_00248
ko:K00688	yel:LC20_00249
ko:K00705	yel:LC20_00250
ko:K07400	yel:LC20_00251
ko:K02170	yel:LC20_00253
ko:K07490	yel:LC20_00255
ko:K04759	yel:LC20_00256
ko:K04758	yel:LC20_00257
ko:K07659	yel:LC20_00262
ko:K07638	yel:LC20_00263
ko:K01610	yel:LC20_00264
ko:K04083	yel:LC20_00265
ko:K04762	yel:LC20_00266
ko:K08312	yel:LC20_00269
ko:K05366	yel:LC20_00270
ko:K12288	yel:LC20_00271
ko:K05782	yel:LC20_02637
ko:K12151	yel:LC20_02638
ko:K03113	yel:LC20_02641
ko:K04062	yel:LC20_02644
ko:K08313	yel:LC20_02649
ko:K06200	yel:LC20_02651
ko:K10773	yel:LC20_02657
ko:K03613	yel:LC20_02658
ko:K03612	yel:LC20_02659
ko:K03614	yel:LC20_02660
ko:K03615	yel:LC20_02662
ko:K03616	yel:LC20_02663
ko:K03617	yel:LC20_02664
ko:K01938	yel:LC20_02667
ko:K12530	yel:LC20_02669
ko:K12532	yel:LC20_02670
ko:K12289	yel:LC20_00272
ko:K12290	yel:LC20_00273
ko:K12291	yel:LC20_00274
ko:K02507	yel:LC20_00275
ko:K00891	yel:LC20_00277
ko:K01735	yel:LC20_00278
ko:K03112	yel:LC20_00279
ko:K01783	yel:LC20_00281
ko:K01091	yel:LC20_00282
ko:K01867	yel:LC20_00283
ko:K02302	yel:LC20_00284
ko:K02598	yel:LC20_00285
ko:K00363	yel:LC20_00286
ko:K00362	yel:LC20_00287
ko:K01485	yel:LC20_00290
ko:K06141	yel:LC20_00291
ko:K02014	yel:LC20_00294
ko:K01222	yel:LC20_00296
ko:K03767	yel:LC20_00297
ko:K06915	yel:LC20_00298
ko:K01664	yel:LC20_00299
ko:K10914	yel:LC20_00302
ko:K07397	yel:LC20_00303
ko:K00855	yel:LC20_00304
ko:K09898	yel:LC20_00305
ko:K07019	yel:LC20_00306
ko:K15551	yel:LC20_00310
ko:K10831	yel:LC20_00311
ko:K15552	yel:LC20_00312
ko:K03119	yel:LC20_00313
ko:K06158	yel:LC20_00315
ko:K11747	yel:LC20_00317
ko:K07070	yel:LC20_00318
ko:K03775	yel:LC20_00319
ko:K03745	yel:LC20_00320
ko:K03772	yel:LC20_00321
ko:K07235	yel:LC20_00323
ko:K07236	yel:LC20_00324
ko:K07237	yel:LC20_00325
ko:K02950	yel:LC20_00326
ko:K02992	yel:LC20_00327
ko:K02355	yel:LC20_00328
ko:K02192	yel:LC20_00333
ko:K03594	yel:LC20_00334
ko:K02946	yel:LC20_00335
ko:K02906	yel:LC20_00336
ko:K02926	yel:LC20_00337
ko:K02892	yel:LC20_00338
ko:K02886	yel:LC20_00339
ko:K02890	yel:LC20_00341
ko:K02982	yel:LC20_00342
ko:K02878	yel:LC20_00343
ko:K02904	yel:LC20_00344
ko:K02961	yel:LC20_00345
ko:K02895	yel:LC20_00347
ko:K02931	yel:LC20_00348
ko:K02954	yel:LC20_00349
ko:K03747	yel:LC20_00418
ko:K07479	yel:LC20_00419
ko:K07566	yel:LC20_00420
ko:K00014	yel:LC20_00421
ko:K00651	yel:LC20_00426
ko:K01638	yel:LC20_00427
ko:K01637	yel:LC20_00428
ko:K00906	yel:LC20_00429
ko:K13641	yel:LC20_00430
ko:K00548	yel:LC20_00431
ko:K00928	yel:LC20_00433
ko:K01810	yel:LC20_00435
ko:K13256	yel:LC20_00437
ko:K10110	yel:LC20_00438
ko:K10109	yel:LC20_00439
ko:K10108	yel:LC20_00440
ko:K10111	yel:LC20_00441
ko:K02024	yel:LC20_00442
ko:K05775	yel:LC20_00443
ko:K03181	yel:LC20_00446
ko:K03179	yel:LC20_00447
ko:K00631	yel:LC20_00448
ko:K00901	yel:LC20_00449
ko:K01356	yel:LC20_00450
ko:K09823	yel:LC20_00453
ko:K05539	yel:LC20_00525
ko:K01775	yel:LC20_00530
ko:K00832	yel:LC20_00531
ko:K00799	yel:LC20_00539
ko:K06901	yel:LC20_00540
ko:K03316	yel:LC20_00542
ko:K06518	yel:LC20_00544
ko:K09972	yel:LC20_00548
ko:K09971	yel:LC20_00549
ko:K09970	yel:LC20_00550
ko:K09969	yel:LC20_00551
ko:K12974	yel:LC20_00553
ko:K03319	yel:LC20_00554
ko:K03704	yel:LC20_00556
ko:K03704	yel:LC20_00557
ko:K02994	yel:LC20_00350
ko:K02933	yel:LC20_00351
ko:K02881	yel:LC20_00352
ko:K02988	yel:LC20_00353
ko:K02907	yel:LC20_00354
ko:K02876	yel:LC20_00355
ko:K03076	yel:LC20_00356
ko:K02952	yel:LC20_00357
ko:K02948	yel:LC20_00358
ko:K02986	yel:LC20_00359
ko:K03040	yel:LC20_00360
ko:K02879	yel:LC20_00361
ko:K09890	yel:LC20_00364
ko:K03282	yel:LC20_00365
ko:K03499	yel:LC20_00366
ko:K03500	yel:LC20_00367
ko:K00604	yel:LC20_00368
ko:K01462	yel:LC20_00369
ko:K04096	yel:LC20_00370
ko:K12531	yel:LC20_02672
ko:K01804	yel:LC20_02675
ko:K10537	yel:LC20_02678
ko:K10539	yel:LC20_02679
ko:K10538	yel:LC20_02680
ko:K02099	yel:LC20_02681
ko:K14347	yel:LC20_02684
ko:K01488	yel:LC20_02685
ko:K14155	yel:LC20_02686
ko:K16136	yel:LC20_02688
ko:K01809	yel:LC20_02691
ko:K01679	yel:LC20_02692
ko:K07346	yel:LC20_02700
ko:K07345	yel:LC20_02704
ko:K08224	yel:LC20_02710
ko:K15545	yel:LC20_02713
ko:K01935	yel:LC20_02714
ko:K03281	yel:LC20_02715
ko:K09771	yel:LC20_02719
ko:K16066	yel:LC20_02720
ko:K07341	yel:LC20_02723
ko:K11209	yel:LC20_02729
ko:K06987	yel:LC20_02730
ko:K10014	yel:LC20_02734
ko:K01482	yel:LC20_02735
ko:K01241	yel:LC20_02740
ko:K15540	yel:LC20_02761
ko:K07345	yel:LC20_02764
ko:K01652	yel:LC20_02767
ko:K01653	yel:LC20_02768
ko:K03566	yel:LC20_02772
ko:K00852	yel:LC20_02777
ko:K01077	yel:LC20_02778
ko:K00059	yel:LC20_02779
ko:K07470	yel:LC20_02781
ko:K00567	yel:LC20_02784
ko:K14055	yel:LC20_02786
ko:K00325	yel:LC20_02787
ko:K00324	yel:LC20_02797
ko:K03758	yel:LC20_02800
ko:K07661	yel:LC20_02802
ko:K07639	yel:LC20_02803
ko:K01299	yel:LC20_02804
ko:K04775	yel:LC20_02807
ko:K01118	yel:LC20_02816
ko:K00007	yel:LC20_02818
ko:K00854	yel:LC20_02819
ko:K09978	yel:LC20_02824
ko:K03778	yel:LC20_02828
ko:K07507	yel:LC20_02830
ko:K14058	yel:LC20_02837
ko:K15580	yel:LC20_02842
ko:K14054	yel:LC20_02843
ko:K11065	yel:LC20_02845
ko:K03721	yel:LC20_02846
ko:K08990	yel:LC20_02849
ko:K06918	yel:LC20_02851
ko:K03971	yel:LC20_02852
ko:K03970	yel:LC20_02854
ko:K03969	yel:LC20_02855
ko:K03974	yel:LC20_02856
ko:K06996	yel:LC20_02886
ko:K00799	yel:LC20_02889
ko:K00868	yel:LC20_02890
ko:K01866	yel:LC20_02891
ko:K00275	yel:LC20_02892
ko:K09001	yel:LC20_02894
ko:K06077	yel:LC20_02897
ko:K06075	yel:LC20_02898
ko:K06938	yel:LC20_02904
ko:K03760	yel:LC20_02905
ko:K16137	yel:LC20_02906
ko:K10680	yel:LC20_02907
ko:K01759	yel:LC20_02908
ko:K03683	yel:LC20_02909
ko:K07390	yel:LC20_02910
ko:K04564	yel:LC20_02914
ko:K00574	yel:LC20_02922
ko:K00793	yel:LC20_02923
ko:K03327	yel:LC20_02924
ko:K00873	yel:LC20_02925
ko:K06078	yel:LC20_02926
ko:K02426	yel:LC20_02929
ko:K11717	yel:LC20_02930
ko:K09015	yel:LC20_02931
ko:K09013	yel:LC20_02932
ko:K09014	yel:LC20_02933
ko:K05997	yel:LC20_02934
ko:K09773	yel:LC20_02943
ko:K01626	yel:LC20_02945
ko:K16087	yel:LC20_02948
ko:K07225	yel:LC20_02949
ko:K08997	yel:LC20_02952
ko:K03800	yel:LC20_02953
ko:K12963	yel:LC20_02955
ko:K12962	yel:LC20_02956
ko:K07264	yel:LC20_02957
ko:K13014	yel:LC20_02958
ko:K10011	yel:LC20_02959
ko:K02018	yel:LC20_01775
ko:K02017	yel:LC20_01776
ko:K12678	yel:LC20_01780
ko:K07404	yel:LC20_01781
ko:K01012	yel:LC20_01784
ko:K00652	yel:LC20_01785
ko:K02169	yel:LC20_01786
ko:K01935	yel:LC20_01787
ko:K03702	yel:LC20_01790
ko:K03639	yel:LC20_01793
ko:K03637	yel:LC20_01794
ko:K03636	yel:LC20_01795
ko:K03635	yel:LC20_01796
ko:K06890	yel:LC20_01797
ko:K01993	yel:LC20_01801
ko:K11927	yel:LC20_01803
ko:K05846	yel:LC20_01862
ko:K05847	yel:LC20_01863
ko:K05846	yel:LC20_01864
ko:K06188	yel:LC20_01876
ko:K06970	yel:LC20_01883
ko:K03406	yel:LC20_01884
ko:K10038	yel:LC20_01885
ko:K10037	yel:LC20_01886
ko:K10036	yel:LC20_01887
ko:K04047	yel:LC20_01890
ko:K00598	yel:LC20_01891
ko:K03088	yel:LC20_01893
ko:K11934	yel:LC20_01898
ko:K03750	yel:LC20_01906
ko:K02003	yel:LC20_01910
ko:K01070	yel:LC20_01914
ko:K00971	yel:LC20_01971
ko:K01840	yel:LC20_01972
ko:K01711	yel:LC20_01980
ko:K12995	yel:LC20_01984
ko:K00963	yel:LC20_01985
ko:K00963	yel:LC20_01986
ko:K00033	yel:LC20_01987
ko:K11755	yel:LC20_01988
ko:K02500	yel:LC20_01989
ko:K01814	yel:LC20_01990
ko:K02501	yel:LC20_01991
ko:K01089	yel:LC20_01992
ko:K00817	yel:LC20_01993
ko:K00013	yel:LC20_01994
ko:K00765	yel:LC20_01995
ko:K02057	yel:LC20_01997
ko:K08317	yel:LC20_02001
ko:K01141	yel:LC20_02003
ko:K09802	yel:LC20_02008
ko:K02057	yel:LC20_02009
ko:K02057	yel:LC20_02010
ko:K02056	yel:LC20_02011
ko:K02058	yel:LC20_02012
ko:K16651	yel:LC20_02014
ko:K04720	yel:LC20_02015
ko:K02303	yel:LC20_02016
ko:K04029	yel:LC20_02019
ko:K04031	yel:LC20_02020
ko:K13921	yel:LC20_02023
ko:K09477	yel:LC20_02075
ko:K07345	yel:LC20_02095
ko:K07679	yel:LC20_02096
ko:K07688	yel:LC20_02099
ko:K09933	yel:LC20_02101
ko:K00981	yel:LC20_02105
ko:K00975	yel:LC20_02111
ko:K01093	yel:LC20_02112
ko:K03719	yel:LC20_02116
ko:K01190	yel:LC20_02120
ko:K05876	yel:LC20_02125
ko:K07507	yel:LC20_02128
ko:K01531	yel:LC20_02129
ko:K00335	yel:LC20_03691
ko:K04065	yel:LC20_04610
ko:K05874	yel:LC20_02139
ko:K13053	yel:LC20_03408
ko:K02477	yel:LC20_03850
ko:K02477	yel:LC20_04263
ko:K18697	yel:LC20_04140
ko:K18691	yel:LC20_04136
ko:K11741	yel:LC20_04825
ko:K06218	yel:LC20_03092
ko:K07172	yel:LC20_06205
ko:K18850	yel:LC20_03315
ko:K18889	yel:LC20_01406
ko:K05934	yel:LC20_02041
ko:K03630	yel:LC20_00082
ko:K12994	yel:LC20_01982
ko:K09691	yel:LC20_01974
ko:K09690	yel:LC20_01973
ko:K20861	yel:LC20_02296
ko:K18657	yel:LC20_03421
ko:K18918	yel:LC20_03091
ko:K18778	yel:LC20_04490
ko:K18890	yel:LC20_01407
ko:K18843	yel:LC20_03841
ko:K18850	yel:LC20_01584
ko:K03553	yel:LC20_04284
ko:K14060	yel:LC20_00724
ko:K07724	yel:LC20_01133
ko:K05839	yel:LC20_01418
ko:K03646	yel:LC20_01695
ko:K03169	yel:LC20_02528
ko:K03746	yel:LC20_02539
ko:K02345	yel:LC20_02256
ko:K10748	yel:LC20_02694
ko:K07724	yel:LC20_04759
ko:K03503	yel:LC20_03206
ko:K07480	yel:LC20_03222
ko:K07480	yel:LC20_03234
ko:K05785	yel:LC20_04968
ko:K07810	yel:LC20_00751
ko:K03674	yel:LC20_03542
ko:K04565	yel:LC20_04411
ko:K08722	yel:LC20_03700
ko:K12056	yel:LC20_06052
ko:K12072	yel:LC20_06053
ko:K12057	yel:LC20_06055
ko:K12059	yel:LC20_06060
ko:K12060	yel:LC20_06062
ko:K12061	yel:LC20_06063
ko:K12062	yel:LC20_06064
ko:K12063	yel:LC20_06065
ko:K12065	yel:LC20_06071
ko:K12066	yel:LC20_06072
ko:K12067	yel:LC20_06073
ko:K12068	yel:LC20_06074
ko:K03497	yel:LC20_06098
ko:K03111	yel:LC20_06099
ko:K03497	yel:LC20_06109
ko:K03496	yel:LC20_06211
ko:K03497	yel:LC20_06212
ko:K03496	yel:LC20_06224
ko:K12545	yel:LC20_05126
ko:K12545	yel:LC20_05128
ko:K18838	yel:LC20_00084
ko:K01699	yel:LC20_02026
ko:K03526	yel:LC20_04089
ko:K14742	yel:LC20_02464
ko:K15367	yel:LC20_04913
ko:K03761	yel:LC20_01909
ko:K18984	yel:LC20_04914
ko:K18837	yel:LC20_01503
ko:K18838	yel:LC20_01504
ko:K18837	yel:LC20_01057
ko:K05396	yel:LC20_02201
ko:K07483	yel:LC20_00927
ko:K18979	yel:LC20_04809
ko:K18997	yel:LC20_00945
ko:K18988	yel:LC20_03630
ko:K18837	yel:LC20_00085
ko:K00986	yel:LC20_00080
ko:K11748	yel:LC20_00316
ko:K07326	yel:LC20_02757
ko:K19221	yel:LC20_02603
ko:K19162	yel:LC20_01419
ko:K19222	yel:LC20_02935
ko:K02777	yel:LC20_03949
ko:K19226	yel:LC20_02859
ko:K19236	yel:LC20_02927
ko:K19165	yel:LC20_02724
ko:K01120	yel:LC20_01666
ko:K07319	yel:LC20_00480
ko:K01710	yel:LC20_05070
ko:K07319	yel:LC20_03908
ko:K19228	yel:LC20_02861
ko:K01406	yel:LC20_00168
ko:K12979	yel:LC20_02082
ko:K04772	yel:LC20_00663
ko:K04771	yel:LC20_04420
ko:K19168	yel:LC20_00969
ko:K01139	yel:LC20_05226
ko:K00557	yel:LC20_05114
ko:K00336	yel:LC20_03690
ko:K19265	yel:LC20_03861
ko:K19270	yel:LC20_03703
ko:K00839	yel:LC20_01258
ko:K01992	yel:LC20_01798
ko:K01992	yel:LC20_01799
ko:K01992	yel:LC20_04728
ko:K19268	yel:LC20_00183
ko:K03722	yel:LC20_02463
ko:K03722	yel:LC20_01874
ko:K07497	yel:LC20_01134
ko:K07497	yel:LC20_03062
ko:K17214	yel:LC20_02364
ko:K19267	yel:LC20_03203
ko:K19337	yel:LC20_02455
ko:K02031	yel:LC20_04691
ko:K00632	yel:LC20_03776
ko:K01582	yel:LC20_01213
ko:K19334	yel:LC20_04687
ko:K02464	yel:LC20_01080
ko:K02485	yel:LC20_02537
ko:K01175	yel:LC20_01649
ko:K19302	yel:LC20_03545
ko:K19304	yel:LC20_02452
ko:K19333	yel:LC20_03017
ko:K00525	yel:LC20_04239
ko:K06867	yel:LC20_04165
ko:K19303	yel:LC20_02911
ko:K01007	yel:LC20_02942
ko:K19577	yel:LC20_01088
ko:K06415	yel:LC20_02498
ko:K02483	yel:LC20_03951
ko:K02032	yel:LC20_04692
ko:K19611	yel:LC20_04459
ko:K20263	yel:LC20_02064
ko:K02796	yel:LC20_03158
ko:K00525	yel:LC20_03651
ko:K05875	yel:LC20_00042
ko:K19775	yel:LC20_00882
ko:K19745	yel:LC20_00591
ko:K13060	yel:LC20_06247
ko:K13060	yel:LC20_06258
ko:K19778	yel:LC20_03189
ko:K19784	yel:LC20_05311
ko:K00799	yel:LC20_03050
ko:K07147	yel:LC20_00590
ko:K00799	yel:LC20_03566
ko:K15777	yel:LC20_00803
ko:K02031	yel:LC20_04351
ko:K02032	yel:LC20_04350
ko:K12137	yel:LC20_01942
ko:K07662	yel:LC20_05169
ko:K19802	yel:LC20_02844
ko:K19803	yel:LC20_03593
ko:K07497	yel:LC20_01576
ko:K07497	yel:LC20_00933
ko:K07497	yel:LC20_03070
