ko:K02030	rsc:RCFBP_20811
ko:K09808	rsc:RCFBP_20317
ko:K07462	rsc:RCFBP_20319
ko:K00057	rsc:RCFBP_21130
ko:K03071	rsc:RCFBP_21131
ko:K03797	rsc:RCFBP_21135
ko:K03594	rsc:RCFBP_21137
ko:K02192	rsc:RCFBP_21138
ko:K01920	rsc:RCFBP_21142
ko:K01919	rsc:RCFBP_21143
ko:K03320	rsc:RCFBP_21144
ko:K04752	rsc:RCFBP_21145
ko:K07391	rsc:RCFBP_21149
ko:K10126	rsc:RCFBP_21155
ko:K10125	rsc:RCFBP_21156
ko:K11103	rsc:RCFBP_21157
ko:K07018	rsc:RCFBP_21159
ko:K09158	rsc:RCFBP_21161
ko:K03801	rsc:RCFBP_21164
ko:K03644	rsc:RCFBP_21165
ko:K05591	rsc:RCFBP_21168
ko:K02065	rsc:RCFBP_21177
ko:K02066	rsc:RCFBP_21178
ko:K03524	rsc:RCFBP_21179
ko:K03525	rsc:RCFBP_21180
ko:K15461	rsc:RCFBP_11666
ko:K07275	rsc:RCFBP_10115
ko:K00500	rsc:RCFBP_10110
ko:K15578	rsc:RCFBP_21108
ko:K15577	rsc:RCFBP_21107
ko:K00459	rsc:RCFBP_21238
ko:K08086	rsc:RCFBP_11400
ko:K15724	rsc:RCFBP_20988
ko:K15342	rsc:RCFBP_11063
ko:K01713	rsc:RCFBP_10886
ko:K15268	rsc:RCFBP_10219
ko:K14218	rsc:RCFBP_tRNA10
ko:K14218	rsc:RCFBP_tRNA3
ko:K14218	rsc:RCFBP_tRNA45
ko:K16092	rsc:RCFBP_11021
ko:K16137	rsc:RCFBP_20232
ko:K02014	rsc:RCFBP_10536
ko:K02030	rsc:RCFBP_11138
ko:K06889	rsc:RCFBP_11836
ko:K01760	rsc:RCFBP_11845
ko:K00652	rsc:RCFBP_11857
ko:K00674	rsc:RCFBP_20041
ko:K01439	rsc:RCFBP_20044
ko:K05816	rsc:RCFBP_20161
ko:K05815	rsc:RCFBP_20162
ko:K05814	rsc:RCFBP_20163
ko:K00010	rsc:RCFBP_20180
ko:K00010	rsc:RCFBP_20196
ko:K00616	rsc:RCFBP_20202
ko:K01885	rsc:RCFBP_20254
ko:K03768	rsc:RCFBP_20269
ko:K01092	rsc:RCFBP_20273
ko:K07304	rsc:RCFBP_20651
ko:K03560	rsc:RCFBP_20680
ko:K02674	rsc:RCFBP_20689
ko:K01262	rsc:RCFBP_20972
ko:K06910	rsc:RCFBP_20984
ko:K02258	rsc:RCFBP_21122
ko:K02274	rsc:RCFBP_21124
ko:K08483	rsc:RCFBP_21139
ko:K02821	rsc:RCFBP_21141
ko:K01974	rsc:RCFBP_21261
ko:K00819	rsc:RCFBP_21297
ko:K02035	rsc:RCFBP_21401
ko:K07025	rsc:RCFBP_21413
ko:K00135	rsc:RCFBP_21417
ko:K07657	rsc:RCFBP_21428
ko:K01596	rsc:RCFBP_21430
ko:K00058	rsc:RCFBP_21431
ko:K00383	rsc:RCFBP_21433
ko:K07098	rsc:RCFBP_21442
ko:K03406	rsc:RCFBP_20866
ko:K00121	rsc:RCFBP_20867
ko:K02433	rsc:RCFBP_20885
ko:K01026	rsc:RCFBP_21013
ko:K00851	rsc:RCFBP_21043
ko:K09806	rsc:RCFBP_21147
ko:K07258	rsc:RCFBP_21160
ko:K02067	rsc:RCFBP_21176
ko:K01692	rsc:RCFBP_21187
ko:K03153	rsc:RCFBP_21340
ko:K04750	rsc:RCFBP_21344
ko:K01077	rsc:RCFBP_21349
ko:K03406	rsc:RCFBP_20277
ko:K03406	rsc:RCFBP_20278
ko:K00059	rsc:RCFBP_20426
ko:K06179	rsc:RCFBP_20439
ko:K01560	rsc:RCFBP_20068
ko:K03635	rsc:RCFBP_20094
ko:K03087	rsc:RCFBP_20226
ko:K02050	rsc:RCFBP_20233
ko:K02238	rsc:RCFBP_20314
ko:K05524	rsc:RCFBP_20320
ko:K04488	rsc:RCFBP_20460
ko:K10440	rsc:RCFBP_20465
ko:K00852	rsc:RCFBP_20467
ko:K03616	rsc:RCFBP_20473
ko:K08305	rsc:RCFBP_20563
ko:K03286	rsc:RCFBP_20581
ko:K02674	rsc:RCFBP_20695
ko:K00135	rsc:RCFBP_20706
ko:K01525	rsc:RCFBP_20734
ko:K02004	rsc:RCFBP_11298
ko:K01515	rsc:RCFBP_11341
ko:K00799	rsc:RCFBP_11372
ko:K00241	rsc:RCFBP_11389
ko:K02427	rsc:RCFBP_11504
ko:K07657	rsc:RCFBP_11513
ko:K03294	rsc:RCFBP_11595
ko:K05833	rsc:RCFBP_11750
ko:K05832	rsc:RCFBP_11751
ko:K01989	rsc:RCFBP_11752
ko:K03769	rsc:RCFBP_11753
ko:K07305	rsc:RCFBP_11756
ko:K02342	rsc:RCFBP_11460
ko:K02033	rsc:RCFBP_11450
ko:K07098	rsc:RCFBP_11544
ko:K00626	rsc:RCFBP_11640
ko:K00626	rsc:RCFBP_11645
ko:K03386	rsc:RCFBP_11655
ko:K00626	rsc:RCFBP_11770
ko:K00046	rsc:RCFBP_11772
ko:K03518	rsc:RCFBP_11878
ko:K03519	rsc:RCFBP_11880
ko:K07161	rsc:RCFBP_11882
ko:K01297	rsc:RCFBP_11896
ko:K00088	rsc:RCFBP_20004
ko:K01424	rsc:RCFBP_20120
ko:K03177	rsc:RCFBP_20136
ko:K06013	rsc:RCFBP_20527
ko:K06183	rsc:RCFBP_20741
ko:K02487	rsc:RCFBP_20743
ko:K06596	rsc:RCFBP_20743
ko:K02660	rsc:RCFBP_20744
ko:K02659	rsc:RCFBP_20745
ko:K02658	rsc:RCFBP_20746
ko:K02657	rsc:RCFBP_20747
ko:K02843	rsc:RCFBP_20909
ko:K07019	rsc:RCFBP_20911
ko:K06445	rsc:RCFBP_20939
ko:K00059	rsc:RCFBP_20940
ko:K00059	rsc:RCFBP_21049
ko:K00647	rsc:RCFBP_21057
ko:K03455	rsc:RCFBP_21074
ko:K02806	rsc:RCFBP_21082
ko:K06023	rsc:RCFBP_21083
ko:K10563	rsc:RCFBP_21089
ko:K02116	rsc:RCFBP_10142
ko:K03406	rsc:RCFBP_10160
ko:K02454	rsc:RCFBP_10322
ko:K05595	rsc:RCFBP_10502
ko:K01496	rsc:RCFBP_10506
ko:K01523	rsc:RCFBP_10507
ko:K00548	rsc:RCFBP_21197
ko:K00548	rsc:RCFBP_21198
ko:K00626	rsc:RCFBP_21217
ko:K07343	rsc:RCFBP_21353
ko:K02433	rsc:RCFBP_21387
ko:K03711	rsc:RCFBP_21397
ko:K02674	rsc:RCFBP_10773
ko:K03442	rsc:RCFBP_10785
ko:K01479	rsc:RCFBP_10802
ko:K03593	rsc:RCFBP_11042
ko:K00124	rsc:RCFBP_11049
ko:K00127	rsc:RCFBP_11051
ko:K01607	rsc:RCFBP_11121
ko:K01011	rsc:RCFBP_11166
ko:K01409	rsc:RCFBP_11175
ko:K00059	rsc:RCFBP_11210
ko:K02028	rsc:RCFBP_11135
ko:K01692	rsc:RCFBP_10586
ko:K03406	rsc:RCFBP_10661
ko:K00856	rsc:RCFBP_10670
ko:K03743	rsc:RCFBP_10690
ko:K03711	rsc:RCFBP_10703
ko:K04763	rsc:RCFBP_10852
ko:K00567	rsc:RCFBP_10853
ko:K16066	rsc:RCFBP_20683
ko:K02067	rsc:RCFBP_10490
ko:K02033	rsc:RCFBP_10590
ko:K00882	rsc:RCFBP_10597
ko:K02653	rsc:RCFBP_10634
ko:K02014	rsc:RCFBP_10721
ko:K00939	rsc:RCFBP_10862
ko:K00567	rsc:RCFBP_10892
ko:K07054	rsc:RCFBP_10895
ko:K00059	rsc:RCFBP_11080
ko:K01507	rsc:RCFBP_11082
ko:K02665	rsc:RCFBP_10478
ko:K01801	rsc:RCFBP_21103
ko:K00344	rsc:RCFBP_11323
ko:K12262	rsc:RCFBP_20840
ko:K16203	rsc:RCFBP_20048
ko:K07497	rsc:RCFBP_10007
ko:K07497	rsc:RCFBP_10364
ko:K07497	rsc:RCFBP_20817
ko:K02014	rsc:RCFBP_20615
ko:K07011	rsc:RCFBP_20726
ko:K11733	rsc:RCFBP_11767
ko:K01992	rsc:RCFBP_10495
ko:K00505	rsc:RCFBP_11480
ko:K01826	rsc:RCFBP_11007
ko:K03458	rsc:RCFBP_11275
ko:K07045	rsc:RCFBP_11283
ko:K09386	rsc:RCFBP_11883
ko:K11733	rsc:RCFBP_11766
ko:K16165	rsc:RCFBP_21104
ko:K16171	rsc:RCFBP_21190
ko:K01069	rsc:RCFBP_11494
ko:K01167	rsc:RCFBP_10694
ko:K02480	rsc:RCFBP_21424
ko:K03719	rsc:RCFBP_10659
ko:K02051	rsc:RCFBP_10073
ko:K02051	rsc:RCFBP_20235
ko:K02052	rsc:RCFBP_11746
ko:K02052	rsc:RCFBP_11799
ko:K02058	rsc:RCFBP_11219
ko:K02030	rsc:RCFBP_10049
ko:K02035	rsc:RCFBP_10589
ko:K02035	rsc:RCFBP_11378
ko:K02035	rsc:RCFBP_11446
ko:K02031	rsc:RCFBP_10592
ko:K05874	rsc:RCFBP_20198
ko:K02483	rsc:RCFBP_10060
ko:K02483	rsc:RCFBP_10383
ko:K02483	rsc:RCFBP_20925
ko:K16267	rsc:RCFBP_11165
ko:K11959	rsc:RCFBP_11347
ko:K11961	rsc:RCFBP_11349
ko:K17213	rsc:RCFBP_20188
ko:K02768	rsc:RCFBP_10598
ko:K08483	rsc:RCFBP_10598
ko:K11183	rsc:RCFBP_10598
ko:K05825	rsc:RCFBP_20493
ko:K11962	rsc:RCFBP_11350
ko:K11963	rsc:RCFBP_11351
ko:K07012	rsc:RCFBP_11057
ko:K05845	rsc:RCFBP_10882
ko:K05846	rsc:RCFBP_10882
ko:K06016	rsc:RCFBP_10747
ko:K02226	rsc:RCFBP_11027
ko:K11991	rsc:RCFBP_11897
ko:K03559	rsc:RCFBP_11420
ko:K03559	rsc:RCFBP_10866
ko:K19416	rsc:RCFBP_20223
ko:K13485	rsc:RCFBP_11273
ko:K02237	rsc:RCFBP_20565
ko:K14222	rsc:RCFBP_tRNA27
ko:K17214	rsc:RCFBP_20186
ko:K17226	rsc:RCFBP_10221
ko:K17227	rsc:RCFBP_10222
ko:K17103	rsc:RCFBP_11316
ko:K10001	rsc:RCFBP_21330
ko:K01990	rsc:RCFBP_21290
ko:K17325	rsc:RCFBP_10398
ko:K17323	rsc:RCFBP_10396
ko:K17321	rsc:RCFBP_10394
ko:K17218	rsc:RCFBP_11520
ko:K11209	rsc:RCFBP_11364
ko:K19621	rsc:RCFBP_10714
ko:K19623	rsc:RCFBP_10712
ko:K19624	rsc:RCFBP_10702
ko:K08738	rsc:RCFBP_10220
ko:K17713	rsc:RCFBP_20215
ko:K17324	rsc:RCFBP_10399
ko:K17247	rsc:RCFBP_10470
ko:K02484	rsc:RCFBP_10061
ko:K00951	rsc:RCFBP_11571
ko:K00265	rsc:RCFBP_10485
ko:K01897	rsc:RCFBP_21380
ko:K17222	rsc:RCFBP_10224
ko:K17224	rsc:RCFBP_10227
ko:K17223	rsc:RCFBP_10225
ko:K02028	rsc:RCFBP_10051
ko:K10439	rsc:RCFBP_20463
ko:K17215	rsc:RCFBP_20187
ko:K01990	rsc:RCFBP_10494
ko:K17686	rsc:RCFBP_10117
ko:K00523	rsc:RCFBP_10992
ko:K01533	rsc:RCFBP_20153
ko:K13543	rsc:RCFBP_11075
ko:K19745	rsc:RCFBP_10565
ko:K00254	rsc:RCFBP_11626
ko:K07263	rsc:RCFBP_21101
ko:K07263	rsc:RCFBP_21100
ko:K01658	rsc:RCFBP_10575
ko:K00248	rsc:RCFBP_11771
ko:K00821	rsc:RCFBP_10991
ko:K18139	rsc:RCFBP_21438
ko:K03520	rsc:RCFBP_11879
ko:K18235	rsc:RCFBP_10272
ko:K06192	rsc:RCFBP_11538
ko:K02651	rsc:RCFBP_20755
ko:K07045	rsc:RCFBP_20797
ko:K07341	rsc:RCFBP_20830
ko:K07478	rsc:RCFBP_11094
ko:K03733	rsc:RCFBP_10925
ko:K21345	rsc:RCFBP_21182
ko:K19620	rsc:RCFBP_10715
ko:K03406	rsc:RCFBP_11887
ko:K18138	rsc:RCFBP_21437
ko:K03406	rsc:RCFBP_11438
ko:K00138	rsc:RCFBP_10309
ko:K09472	rsc:RCFBP_10754
ko:K11904	rsc:RCFBP_10175
ko:K18480	rsc:RCFBP_21175
ko:K00681	rsc:RCFBP_10535
ko:K00681	rsc:RCFBP_10899
ko:K09384	rsc:RCFBP_10037
ko:K18650	rsc:RCFBP_11765
ko:K18778	rsc:RCFBP_10631
ko:K18850	rsc:RCFBP_20285
ko:K18929	rsc:RCFBP_11619
ko:K18928	rsc:RCFBP_11618
ko:K02847	rsc:RCFBP_11191
ko:K07278	rsc:RCFBP_11037
ko:K01971	rsc:RCFBP_20893
ko:K07467	rsc:RCFBP_11823
ko:K03111	rsc:RCFBP_21065
ko:K03646	rsc:RCFBP_20679
ko:K03169	rsc:RCFBP_21378
ko:K03496	rsc:RCFBP_10140
ko:K03497	rsc:RCFBP_10141
ko:K03746	rsc:RCFBP_10947
ko:K03496	rsc:RCFBP_11033
ko:K04565	rsc:RCFBP_11053
ko:K02663	rsc:RCFBP_10476
ko:K07483	rsc:RCFBP_20550
ko:K07497	rsc:RCFBP_20544
ko:K07497	rsc:RCFBP_21244
ko:K19055	rsc:RCFBP_10545
ko:K07050	rsc:RCFBP_20490
ko:K03526	rsc:RCFBP_20218
ko:K18979	rsc:RCFBP_10856
ko:K07497	rsc:RCFBP_11107
ko:K16898	rsc:RCFBP_20243
ko:K16899	rsc:RCFBP_20244
ko:K00335	rsc:RCFBP_11331
ko:K00336	rsc:RCFBP_11332
ko:K02664	rsc:RCFBP_10477
ko:K19046	rsc:RCFBP_11059
ko:K20074	rsc:RCFBP_11256
ko:K08166	rsc:RCFBP_11072
ko:K19123	rsc:RCFBP_11058
ko:K12979	rsc:RCFBP_11455
ko:K02032	rsc:RCFBP_10593
ko:K07448	rsc:RCFBP_10044
ko:K04772	rsc:RCFBP_10519
ko:K19124	rsc:RCFBP_11060
ko:K00571	rsc:RCFBP_11404
ko:K01710	rsc:RCFBP_20733
ko:K19221	rsc:RCFBP_11024
ko:K19125	rsc:RCFBP_11061
ko:K19126	rsc:RCFBP_11062
ko:K07448	rsc:RCFBP_10038
ko:K09951	rsc:RCFBP_11064
ko:K01066	rsc:RCFBP_10155
ko:K10916	rsc:RCFBP_10532
ko:K07497	rsc:RCFBP_11104
ko:K01066	rsc:RCFBP_11781
ko:K03722	rsc:RCFBP_11634
ko:K04771	rsc:RCFBP_20419
ko:K01992	rsc:RCFBP_21289
ko:K07497	rsc:RCFBP_10006
ko:K07497	rsc:RCFBP_10008
ko:K07497	rsc:RCFBP_20543
ko:K07497	rsc:RCFBP_20551
ko:K07497	rsc:RCFBP_21243
ko:K07497	rsc:RCFBP_11910
ko:K06867	rsc:RCFBP_21236
ko:K19302	rsc:RCFBP_10295
ko:K19622	rsc:RCFBP_10713
ko:K00525	rsc:RCFBP_10655
ko:K02655	rsc:RCFBP_20696
ko:K00799	rsc:RCFBP_21358
ko:K00992	rsc:RCFBP_20970
ko:K19666	rsc:RCFBP_10190
ko:K05875	rsc:RCFBP_10299
ko:K00799	rsc:RCFBP_11802
ko:K00799	rsc:RCFBP_20494
ko:K06131	rsc:RCFBP_21014
ko:K07119	rsc:RCFBP_11775
ko:K08744	rsc:RCFBP_20405
ko:K07147	rsc:RCFBP_10469
ko:K00505	rsc:RCFBP_21150
ko:K16080	rsc:RCFBP_20238
ko:K15777	rsc:RCFBP_21432
ko:K19804	rsc:RCFBP_20569
ko:K08992	rsc:RCFBP_20570
ko:K14731	rsc:RCFBP_21045
ko:K20034	rsc:RCFBP_11758
ko:K09796	rsc:RCFBP_21407
ko:K20035	rsc:RCFBP_20556
ko:K13061	rsc:RCFBP_10191
ko:K20277	rsc:RCFBP_10187
ko:K20275	rsc:RCFBP_10188
ko:K00507	rsc:RCFBP_10976
ko:K20534	rsc:RCFBP_20768
ko:K20628	rsc:RCFBP_20597
ko:K20712	rsc:RCFBP_20170
ko:K11529	rsc:RCFBP_10195
ko:K20757	rsc:RCFBP_10743
ko:K11529	rsc:RCFBP_20996
ko:K19591	rsc:RCFBP_10118
ko:K21006	rsc:RCFBP_10298
ko:K21008	rsc:RCFBP_11125
ko:K21006	rsc:RCFBP_11123
ko:K21007	rsc:RCFBP_11124
ko:K21010	rsc:RCFBP_11127
ko:K21011	rsc:RCFBP_11128
ko:K20940	rsc:RCFBP_20884
ko:K21023	rsc:RCFBP_20971
ko:K21009	rsc:RCFBP_11126
ko:K21053	rsc:RCFBP_11291
ko:K21012	rsc:RCFBP_11129
ko:K21029	rsc:RCFBP_21136
ko:K00558	rsc:RCFBP_10010
ko:K00526	rsc:RCFBP_10656
ko:K00560	rsc:RCFBP_20521
ko:K00287	rsc:RCFBP_20522
ko:K02314	rsc:RCFBP_20115
ko:K03553	rsc:RCFBP_20924
ko:K06217	rsc:RCFBP_20948
ko:K07451	rsc:RCFBP_20357
ko:K06952	rsc:RCFBP_20376
ko:K00558	rsc:RCFBP_20378
ko:K03676	rsc:RCFBP_21132
ko:K01520	rsc:RCFBP_10962
ko:K02316	rsc:RCFBP_11178
ko:K06907	rsc:RCFBP_11725
ko:K06908	rsc:RCFBP_11726
ko:K06905	rsc:RCFBP_11733
ko:K06903	rsc:RCFBP_11736
ko:K05710	rsc:RCFBP_20191
ko:K02335	rsc:RCFBP_11162
ko:K01139	rsc:RCFBP_11262
ko:K02032	rsc:RCFBP_11447
ko:K21405	rsc:RCFBP_10308
ko:K03651	rsc:RCFBP_11800
ko:K22044	rsc:RCFBP_10380
ko:K21420	rsc:RCFBP_11623
ko:K01420	rsc:RCFBP_11532
ko:K01420	rsc:RCFBP_20144
ko:K10026	rsc:RCFBP_11899
ko:K21645	rsc:RCFBP_21005
ko:K21757	rsc:RCFBP_11866
ko:K00043	rsc:RCFBP_11780
ko:K21795	rsc:RCFBP_10283
ko:K21929	rsc:RCFBP_20062
ko:K22131	rsc:RCFBP_21426
ko:K15576	rsc:RCFBP_21106
ko:K01816	rsc:RCFBP_10197
ko:K22132	rsc:RCFBP_20644
ko:K00090	rsc:RCFBP_20446
ko:K03595	rsc:RCFBP_20413
ko:K07183	rsc:RCFBP_21105
ko:K22292	rsc:RCFBP_20584
ko:K02257	rsc:RCFBP_21115
ko:K03469	rsc:RCFBP_11492
ko:K00611	rsc:RCFBP_10844
ko:K11206	rsc:RCFBP_10789
ko:K00499	rsc:RCFBP_11169
ko:K01007	rsc:RCFBP_20012
