ko:K08744	mto:MTCTRI2_1854
ko:K00626	mto:MTCTRI2_3610
ko:K01692	mto:MTCTRI2_3614
ko:K00626	mto:MTCTRI2_3620
ko:K00059	mto:MTCTRI2_3623
ko:K15983	mto:MTCTRI2_3636
ko:K07067	mto:MTCTRI2_3651
ko:K07672	mto:MTCTRI2_1060
ko:K12436	mto:MTCTRI2_2086
ko:K14698	mto:MTCTRI2_1386
ko:K02067	mto:MTCTRI2_0173
ko:K02067	mto:MTCTRI2_0175
ko:K02067	mto:MTCTRI2_0602
ko:K07482	mto:MTCTRI2_3250
ko:K02067	mto:MTCTRI2_3565
ko:K02067	mto:MTCTRI2_3562
ko:K01840	mto:MTCTRI2_3324
ko:K16167	mto:MTCTRI2_1695
ko:K16167	mto:MTCTRI2_1689
ko:K01834	mto:MTCTRI2_0494
ko:K02480	mto:MTCTRI2_0868
ko:K01179	mto:MTCTRI2_0064
ko:K01179	mto:MTCTRI2_1119
ko:K01179	mto:MTCTRI2_1120
ko:K01207	mto:MTCTRI2_0242
ko:K01977	mto:MTCTRI2_1349
ko:K07671	mto:MTCTRI2_0926
ko:K16191	mto:MTCTRI2_0922
ko:K16192	mto:MTCTRI2_0923
ko:K16193	mto:MTCTRI2_0924
ko:K00622	mto:MTCTRI2_3630
ko:K09144	mto:MTCTRI2_2883
ko:K16370	mto:MTCTRI2_2067
ko:K14218	mto:MTCTRI2_1021
ko:K11735	mto:MTCTRI2_0530
ko:K16233	mto:MTCTRI2_1409
ko:K14222	mto:MTCTRI2_2697
ko:K00392	mto:MTCTRI2_2434
ko:K03893	mto:MTCTRI2_3643
ko:K16653	mto:MTCTRI2_3869
ko:K12433	mto:MTCTRI2_1570
ko:K07682	mto:MTCTRI2_3195
ko:K12422	mto:MTCTRI2_0102
ko:K12427	mto:MTCTRI2_2998
ko:K12441	mto:MTCTRI2_2989
ko:K14956	mto:MTCTRI2_3954
ko:K12950	mto:MTCTRI2_3337
ko:K03520	mto:MTCTRI2_0380
ko:K07448	mto:MTCTRI2_2576
ko:K16645	mto:MTCTRI2_0480
ko:K12440	mto:MTCTRI2_2988
ko:K13419	mto:MTCTRI2_3144
ko:K14699	mto:MTCTRI2_1387
ko:K12430	mto:MTCTRI2_3004
ko:K12430	mto:MTCTRI2_3005
ko:K12953	mto:MTCTRI2_2031
ko:K12426	mto:MTCTRI2_2987
ko:K12955	mto:MTCTRI2_0110
ko:K11385	mto:MTCTRI2_3873
ko:K12421	mto:MTCTRI2_2638
ko:K11386	mto:MTCTRI2_3874
ko:K13669	mto:MTCTRI2_1190
ko:K04793	mto:MTCTRI2_2421
ko:K12949	mto:MTCTRI2_0095
ko:K12949	mto:MTCTRI2_0106
ko:K11608	mto:MTCTRI2_0541
ko:K13572	mto:MTCTRI2_2135
ko:K02554	mto:MTCTRI2_3600
ko:K07684	mto:MTCTRI2_0867
ko:K12954	mto:MTCTRI2_2026
ko:K02484	mto:MTCTRI2_0777
ko:K02484	mto:MTCTRI2_3838
ko:K01239	mto:MTCTRI2_3464
ko:K07250	mto:MTCTRI2_2637
ko:K01985	mto:MTCTRI2_1351
ko:K12431	mto:MTCTRI2_3904
ko:K12425	mto:MTCTRI2_3905
ko:K12432	mto:MTCTRI2_1212
ko:K12956	mto:MTCTRI2_0992
ko:K07695	mto:MTCTRI2_3196
ko:K11628	mto:MTCTRI2_2997
ko:K12424	mto:MTCTRI2_3006
ko:K12442	mto:MTCTRI2_2990
ko:K12952	mto:MTCTRI2_0931
ko:K13670	mto:MTCTRI2_1540
ko:K14955	mto:MTCTRI2_1301
ko:K07656	mto:MTCTRI2_1059
ko:K16652	mto:MTCTRI2_3870
ko:K16650	mto:MTCTRI2_3887
ko:K16647	mto:MTCTRI2_2725
ko:K16649	mto:MTCTRI2_3861
ko:K16648	mto:MTCTRI2_0240
ko:K02851	mto:MTCTRI2_1335
ko:K00561	mto:MTCTRI2_2021
ko:K16906	mto:MTCTRI2_2739
ko:K16907	mto:MTCTRI2_2740
ko:K02030	mto:MTCTRI2_0414
ko:K11387	mto:MTCTRI2_3872
ko:K14220	mto:MTCTRI2_2383
ko:K14234	mto:MTCTRI2_0647
ko:K14228	mto:MTCTRI2_0023
ko:K14228	mto:MTCTRI2_1083
ko:K14228	mto:MTCTRI2_2177
ko:K01980	mto:MTCTRI2_1350
ko:K14237	mto:MTCTRI2_2695
ko:K16785	mto:MTCTRI2_2366
ko:K01426	mto:MTCTRI2_1294
ko:K01426	mto:MTCTRI2_2406
ko:K14233	mto:MTCTRI2_3855
ko:K01426	mto:MTCTRI2_3238
ko:K01426	mto:MTCTRI2_2944
ko:K00966	mto:MTCTRI2_3331
ko:K11991	mto:MTCTRI2_3826
ko:K04781	mto:MTCTRI2_2429
ko:K16870	mto:MTCTRI2_3332
ko:K01426	mto:MTCTRI2_3448
ko:K03922	mto:MTCTRI2_1124
ko:K16905	mto:MTCTRI2_2738
ko:K14223	mto:MTCTRI2_1044
ko:K14233	mto:MTCTRI2_3794
ko:K14229	mto:MTCTRI2_2566
ko:K14224	mto:MTCTRI2_3051
ko:K14219	mto:MTCTRI2_0943
ko:K14225	mto:MTCTRI2_0324
ko:K14218	mto:MTCTRI2_0009
ko:K14224	mto:MTCTRI2_0850
ko:K14228	mto:MTCTRI2_1385
ko:K14232	mto:MTCTRI2_1750
ko:K14237	mto:MTCTRI2_2273
ko:K14230	mto:MTCTRI2_2348
ko:K14225	mto:MTCTRI2_2509
ko:K14219	mto:MTCTRI2_2531
ko:K14219	mto:MTCTRI2_3848
ko:K14223	mto:MTCTRI2_3052
ko:K14218	mto:MTCTRI2_3131
ko:K14233	mto:MTCTRI2_3849
ko:K17218	mto:MTCTRI2_0338
ko:K12445	mto:MTCTRI2_3011
ko:K15581	mto:MTCTRI2_3733
ko:K19311	mto:MTCTRI2_3266
ko:K01990	mto:MTCTRI2_1716
ko:K14233	mto:MTCTRI2_3825
ko:K14219	mto:MTCTRI2_1324
ko:K07045	mto:MTCTRI2_1911
ko:K07045	mto:MTCTRI2_2338
ko:K14236	mto:MTCTRI2_0575
ko:K14230	mto:MTCTRI2_0648
ko:K14231	mto:MTCTRI2_0852
ko:K14226	mto:MTCTRI2_2558
ko:K01990	mto:MTCTRI2_1249
ko:K01990	mto:MTCTRI2_1495
ko:K01990	mto:MTCTRI2_2993
ko:K03574	mto:MTCTRI2_0416
ko:K00265	mto:MTCTRI2_3938
ko:K00951	mto:MTCTRI2_2631
ko:K17103	mto:MTCTRI2_0439
ko:K02484	mto:MTCTRI2_0610
ko:K02484	mto:MTCTRI2_0611
ko:K15580	mto:MTCTRI2_3734
ko:K15582	mto:MTCTRI2_3732
ko:K10112	mto:MTCTRI2_2076
ko:K14229	mto:MTCTRI2_0849
ko:K14237	mto:MTCTRI2_2698
ko:K14230	mto:MTCTRI2_3251
ko:K14225	mto:MTCTRI2_2696
ko:K14234	mto:MTCTRI2_3711
ko:K17484	mto:MTCTRI2_2310
ko:K17483	mto:MTCTRI2_2311
ko:K14234	mto:MTCTRI2_0774
ko:K14221	mto:MTCTRI2_0851
ko:K00384	mto:MTCTRI2_1508
ko:K14227	mto:MTCTRI2_0008
ko:K14228	mto:MTCTRI2_1653
ko:K10112	mto:MTCTRI2_1269
ko:K01739	mto:MTCTRI2_1107
ko:K17811	mto:MTCTRI2_3450
ko:K15911	mto:MTCTRI2_3451
ko:K01130	mto:MTCTRI2_0727
ko:K01130	mto:MTCTRI2_0679
ko:K00344	mto:MTCTRI2_1491
ko:K17836	mto:MTCTRI2_2106
ko:K12574	mto:MTCTRI2_2805
ko:K00254	mto:MTCTRI2_2174
ko:K02026	mto:MTCTRI2_1268
ko:K02026	mto:MTCTRI2_2077
ko:K02026	mto:MTCTRI2_2358
ko:K03767	mto:MTCTRI2_0011
ko:K14337	mto:MTCTRI2_2209
ko:K00020	mto:MTCTRI2_0768
ko:K00128	mto:MTCTRI2_0151
ko:K00128	mto:MTCTRI2_0227
ko:K00128	mto:MTCTRI2_0787
ko:K00128	mto:MTCTRI2_3360
ko:K02027	mto:MTCTRI2_1266
ko:K02027	mto:MTCTRI2_2079
ko:K02027	mto:MTCTRI2_2359
ko:K01187	mto:MTCTRI2_2518
ko:K17947	mto:MTCTRI2_0544
ko:K07054	mto:MTCTRI2_0422
ko:K00344	mto:MTCTRI2_3204
ko:K07493	mto:MTCTRI2_3499
ko:K07493	mto:MTCTRI2_3707
ko:K07064	mto:MTCTRI2_2920
ko:K07064	mto:MTCTRI2_3388
ko:K07064	mto:MTCTRI2_3767
ko:K02031	mto:MTCTRI2_1312
ko:K02032	mto:MTCTRI2_1312
ko:K02031	mto:MTCTRI2_3731
ko:K02032	mto:MTCTRI2_3731
ko:K17883	mto:MTCTRI2_2912
ko:K00529	mto:MTCTRI2_1901
ko:K07068	mto:MTCTRI2_3585
ko:K00249	mto:MTCTRI2_0998
ko:K08351	mto:MTCTRI2_1479
ko:K00897	mto:MTCTRI2_3896
ko:K00104	mto:MTCTRI2_1288
ko:K00104	mto:MTCTRI2_2313
ko:K03719	mto:MTCTRI2_3358
ko:K11159	mto:MTCTRI2_0670
ko:K01243	mto:MTCTRI2_2327
ko:K21688	mto:MTCTRI2_1034
ko:K00138	mto:MTCTRI2_0462
ko:K01626	mto:MTCTRI2_2213
ko:K01154	mto:MTCTRI2_2808
ko:K02067	mto:MTCTRI2_0600
ko:K02805	mto:MTCTRI2_1543
ko:K01711	mto:MTCTRI2_1551
ko:K07100	mto:MTCTRI2_0580
ko:K03742	mto:MTCTRI2_1934
ko:K02067	mto:MTCTRI2_0176
ko:K18481	mto:MTCTRI2_3559
ko:K18481	mto:MTCTRI2_2005
ko:K18481	mto:MTCTRI2_1402
ko:K18481	mto:MTCTRI2_3558
ko:K18481	mto:MTCTRI2_1401
ko:K18481	mto:MTCTRI2_2006
ko:K18481	mto:MTCTRI2_2433
ko:K18481	mto:MTCTRI2_0179
ko:K18481	mto:MTCTRI2_0180
ko:K18481	mto:MTCTRI2_0181
ko:K18481	mto:MTCTRI2_0182
ko:K18455	mto:MTCTRI2_1110
ko:K18472	mto:MTCTRI2_2283
ko:K00681	mto:MTCTRI2_0792
ko:K00681	mto:MTCTRI2_2437
ko:K03574	mto:MTCTRI2_3044
ko:K22311	mto:MTCTRI2_2660
ko:K18554	mto:MTCTRI2_2686
ko:K18688	mto:MTCTRI2_3579
ko:K07068	mto:MTCTRI2_3606
ko:K07485	mto:MTCTRI2_1346
ko:K07497	mto:MTCTRI2_3846
ko:K18687	mto:MTCTRI2_3625
ko:K01990	mto:MTCTRI2_3860
ko:K01992	mto:MTCTRI2_3862
ko:K21672	mto:MTCTRI2_0950
ko:K18917	mto:MTCTRI2_3261
ko:K18955	mto:MTCTRI2_3488
ko:K18913	mto:MTCTRI2_3770
ko:K07171	mto:MTCTRI2_1534
ko:K07171	mto:MTCTRI2_2025
ko:K18955	mto:MTCTRI2_3283
ko:K07481	mto:MTCTRI2_1062
ko:K18851	mto:MTCTRI2_3883
ko:K07171	mto:MTCTRI2_2854
ko:K18851	mto:MTCTRI2_1918
ko:K10747	mto:MTCTRI2_3125
ko:K18894	mto:MTCTRI2_0198
ko:K01971	mto:MTCTRI2_0962
ko:K18955	mto:MTCTRI2_3750
ko:K18911	mto:MTCTRI2_3771
ko:K18912	mto:MTCTRI2_3773
ko:K03111	mto:MTCTRI2_0056
ko:K04565	mto:MTCTRI2_0435
ko:K03496	mto:MTCTRI2_1738
ko:K03497	mto:MTCTRI2_3996
ko:K03496	mto:MTCTRI2_3997
ko:K03496	mto:MTCTRI2_3277
ko:K03111	mto:MTCTRI2_2525
ko:K07492	mto:MTCTRI2_1068
ko:K07496	mto:MTCTRI2_2844
ko:K07496	mto:MTCTRI2_2941
ko:K07496	mto:MTCTRI2_3037
ko:K07496	mto:MTCTRI2_3906
ko:K07497	mto:MTCTRI2_2867
ko:K03325	mto:MTCTRI2_2693
ko:K03741	mto:MTCTRI2_2693
ko:K07481	mto:MTCTRI2_1061
ko:K07481	mto:MTCTRI2_3019
ko:K07481	mto:MTCTRI2_3458
ko:K07481	mto:MTCTRI2_3457
ko:K03761	mto:MTCTRI2_3542
ko:K03822	mto:MTCTRI2_1712
ko:K07064	mto:MTCTRI2_2651
ko:K00335	mto:MTCTRI2_3213
ko:K07483	mto:MTCTRI2_1693
ko:K07483	mto:MTCTRI2_1787
ko:K07483	mto:MTCTRI2_1795
ko:K07483	mto:MTCTRI2_2060
ko:K07483	mto:MTCTRI2_0858
ko:K07483	mto:MTCTRI2_1545
ko:K07483	mto:MTCTRI2_1831
ko:K07483	mto:MTCTRI2_2317
ko:K07483	mto:MTCTRI2_3176
ko:K07483	mto:MTCTRI2_2395
ko:K07483	mto:MTCTRI2_3395
ko:K07483	mto:MTCTRI2_3705
ko:K07483	mto:MTCTRI2_2862
ko:K07483	mto:MTCTRI2_2870
ko:K07483	mto:MTCTRI2_2871
ko:K07064	mto:MTCTRI2_3243
ko:K02483	mto:MTCTRI2_3839
ko:K00249	mto:MTCTRI2_0134
ko:K00249	mto:MTCTRI2_0158
ko:K07497	mto:MTCTRI2_0857
ko:K07497	mto:MTCTRI2_1546
ko:K07497	mto:MTCTRI2_1694
ko:K07497	mto:MTCTRI2_1786
ko:K07497	mto:MTCTRI2_1796
ko:K07497	mto:MTCTRI2_1832
ko:K07497	mto:MTCTRI2_2061
ko:K07497	mto:MTCTRI2_2316
ko:K07497	mto:MTCTRI2_2394
ko:K07497	mto:MTCTRI2_2861
ko:K07497	mto:MTCTRI2_2869
ko:K07497	mto:MTCTRI2_2872
ko:K07497	mto:MTCTRI2_3177
ko:K07497	mto:MTCTRI2_3394
ko:K07497	mto:MTCTRI2_3704
ko:K07064	mto:MTCTRI2_0245
ko:K06893	mto:MTCTRI2_0036
ko:K07064	mto:MTCTRI2_0628
ko:K00249	mto:MTCTRI2_0235
ko:K00249	mto:MTCTRI2_3203
ko:K00001	mto:MTCTRI2_0166
ko:K00001	mto:MTCTRI2_1573
ko:K02113	mto:MTCTRI2_1340
ko:K02109	mto:MTCTRI2_1340
ko:K07485	mto:MTCTRI2_0757
ko:K07496	mto:MTCTRI2_0946
ko:K02483	mto:MTCTRI2_0776
ko:K01822	mto:MTCTRI2_0779
ko:K01046	mto:MTCTRI2_3160
ko:K01768	mto:MTCTRI2_1295
ko:K01768	mto:MTCTRI2_1354
ko:K01768	mto:MTCTRI2_1355
ko:K01768	mto:MTCTRI2_1356
ko:K01768	mto:MTCTRI2_1652
ko:K01768	mto:MTCTRI2_3713
ko:K14215	mto:MTCTRI2_2404
ko:K07064	mto:MTCTRI2_1273
ko:K00336	mto:MTCTRI2_3214
ko:K07064	mto:MTCTRI2_1995
ko:K01436	mto:MTCTRI2_3372
ko:K03892	mto:MTCTRI2_2692
ko:K07100	mto:MTCTRI2_2179
ko:K07064	mto:MTCTRI2_2540
ko:K07064	mto:MTCTRI2_2578
ko:K07064	mto:MTCTRI2_3455
ko:K00344	mto:MTCTRI2_0153
ko:K03976	mto:MTCTRI2_3291
ko:K08095	mto:MTCTRI2_2017
ko:K08095	mto:MTCTRI2_3519
ko:K08095	mto:MTCTRI2_2336
ko:K12132	mto:MTCTRI2_2127
ko:K07450	mto:MTCTRI2_0945
ko:K07481	mto:MTCTRI2_1063
ko:K00370	mto:MTCTRI2_1767
ko:K03526	mto:MTCTRI2_2925
ko:K07493	mto:MTCTRI2_1074
ko:K07493	mto:MTCTRI2_2559
ko:K07493	mto:MTCTRI2_3086
ko:K07493	mto:MTCTRI2_3179
ko:K07493	mto:MTCTRI2_1230
ko:K07746	mto:MTCTRI2_1993
ko:K19092	mto:MTCTRI2_1992
ko:K19139	mto:MTCTRI2_2877
ko:K00273	mto:MTCTRI2_1938
ko:K08299	mto:MTCTRI2_1168
ko:K19221	mto:MTCTRI2_2906
ko:K19138	mto:MTCTRI2_2879
ko:K06893	mto:MTCTRI2_0144
ko:K07064	mto:MTCTRI2_0677
ko:K07064	mto:MTCTRI2_2929
ko:K19093	mto:MTCTRI2_2178
ko:K00798	mto:MTCTRI2_1347
ko:K19158	mto:MTCTRI2_3431
ko:K07064	mto:MTCTRI2_0282
ko:K19140	mto:MTCTRI2_2876
ko:K01865	mto:MTCTRI2_3142
ko:K19159	mto:MTCTRI2_3430
ko:K01710	mto:MTCTRI2_3863
ko:K01710	mto:MTCTRI2_3532
ko:K09951	mto:MTCTRI2_2873
ko:K00135	mto:MTCTRI2_1762
ko:K07064	mto:MTCTRI2_0765
ko:K07064	mto:MTCTRI2_1870
ko:K07493	mto:MTCTRI2_0944
ko:K03722	mto:MTCTRI2_1366
ko:K07496	mto:MTCTRI2_0846
ko:K01992	mto:MTCTRI2_1715
ko:K07065	mto:MTCTRI2_2598
ko:K00091	mto:MTCTRI2_0142
ko:K07486	mto:MTCTRI2_2048
ko:K07485	mto:MTCTRI2_3877
ko:K17840	mto:MTCTRI2_0267
ko:K07492	mto:MTCTRI2_1181
ko:K07064	mto:MTCTRI2_2140
ko:K07492	mto:MTCTRI2_1069
ko:K07496	mto:MTCTRI2_0616
ko:K07065	mto:MTCTRI2_0591
ko:K02483	mto:MTCTRI2_0612
ko:K07497	mto:MTCTRI2_3498
ko:K07486	mto:MTCTRI2_2468
ko:K07098	mto:MTCTRI2_3752
ko:K15856	mto:MTCTRI2_0115
ko:K08884	mto:MTCTRI2_1777
ko:K19686	mto:MTCTRI2_0635
ko:K19686	mto:MTCTRI2_0619
ko:K19687	mto:MTCTRI2_0634
ko:K19687	mto:MTCTRI2_1771
ko:K19710	mto:MTCTRI2_2662
ko:K19687	mto:MTCTRI2_0618
ko:K19686	mto:MTCTRI2_2015
ko:K19686	mto:MTCTRI2_2812
ko:K19686	mto:MTCTRI2_1772
ko:K15510	mto:MTCTRI2_0410
ko:K12132	mto:MTCTRI2_0016
ko:K12132	mto:MTCTRI2_0017
ko:K20074	mto:MTCTRI2_0020
ko:K20467	mto:MTCTRI2_0207
ko:K22552	mto:MTCTRI2_0869
ko:K03636	mto:MTCTRI2_1372
ko:K20469	mto:MTCTRI2_0209
ko:K20497	mto:MTCTRI2_2301
ko:K20470	mto:MTCTRI2_0210
ko:K20466	mto:MTCTRI2_0206
ko:K20468	mto:MTCTRI2_0208
ko:K05375	mto:MTCTRI2_2420
ko:K01214	mto:MTCTRI2_1606
ko:K20814	mto:MTCTRI2_2147
ko:K21059	mto:MTCTRI2_3008
ko:K21071	mto:MTCTRI2_3072
ko:K21140	mto:MTCTRI2_1371
ko:K21014	mto:MTCTRI2_0302
ko:K00821	mto:MTCTRI2_1684
ko:K21119	mto:MTCTRI2_1287
ko:K21147	mto:MTCTRI2_3269
ko:K21142	mto:MTCTRI2_3183
ko:K21199	mto:MTCTRI2_2303
ko:K00526	mto:MTCTRI2_3111
ko:K00526	mto:MTCTRI2_0237
ko:K00526	mto:MTCTRI2_2014
ko:K02335	mto:MTCTRI2_1657
ko:K02314	mto:MTCTRI2_0060
ko:K06904	mto:MTCTRI2_2703
ko:K01520	mto:MTCTRI2_2749
ko:K03553	mto:MTCTRI2_2789
ko:K03465	mto:MTCTRI2_2807
ko:K00287	mto:MTCTRI2_2816
ko:K00560	mto:MTCTRI2_2817
ko:K06191	mto:MTCTRI2_3116
ko:K07465	mto:MTCTRI2_2154
ko:K02316	mto:MTCTRI2_2386
ko:K06217	mto:MTCTRI2_2411
ko:K21302	mto:MTCTRI2_3377
ko:K05364	mto:MTCTRI2_0018
ko:K21142	mto:MTCTRI2_3391
ko:K00525	mto:MTCTRI2_3114
ko:K08884	mto:MTCTRI2_2211
ko:K22468	mto:MTCTRI2_3299
ko:K08884	mto:MTCTRI2_0955
ko:K06954	mto:MTCTRI2_0452
ko:K07027	mto:MTCTRI2_0594
ko:K00257	mto:MTCTRI2_1383
ko:K08884	mto:MTCTRI2_1774
ko:K00632	mto:MTCTRI2_2843
ko:K21147	mto:MTCTRI2_3180
ko:K21148	mto:MTCTRI2_1373
ko:K03636	mto:MTCTRI2_0891
ko:K07133	mto:MTCTRI2_3361
ko:K00525	mto:MTCTRI2_0579
ko:K21200	mto:MTCTRI2_1809
ko:K21310	mto:MTCTRI2_3305
ko:K21397	mto:MTCTRI2_1778
ko:K21473	mto:MTCTRI2_1515
ko:K03651	mto:MTCTRI2_0822
ko:K21474	mto:MTCTRI2_1516
ko:K21401	mto:MTCTRI2_0569
ko:K21481	mto:MTCTRI2_3657
ko:K21687	mto:MTCTRI2_0890
ko:K21600	mto:MTCTRI2_0990
ko:K21600	mto:MTCTRI2_0194
ko:K10914	mto:MTCTRI2_3744
ko:K21608	mto:MTCTRI2_0870
ko:K21691	mto:MTCTRI2_2495
ko:K21672	mto:MTCTRI2_1087
ko:K21686	mto:MTCTRI2_1160
ko:K21689	mto:MTCTRI2_1916
ko:K21690	mto:MTCTRI2_2432
ko:K21884	mto:MTCTRI2_1704
ko:K21885	mto:MTCTRI2_2028
ko:K21886	mto:MTCTRI2_3817
ko:K21929	mto:MTCTRI2_1290
ko:K21887	mto:MTCTRI2_3816
ko:K21961	mto:MTCTRI2_3934
ko:K21992	mto:MTCTRI2_1384
ko:K21962	mto:MTCTRI2_1512
ko:K22027	mto:MTCTRI2_3157
ko:K00936	mto:MTCTRI2_3284
ko:K22010	mto:MTCTRI2_1654
ko:K22044	mto:MTCTRI2_3167
ko:K22107	mto:MTCTRI2_3639
ko:K22108	mto:MTCTRI2_3621
ko:K17758	mto:MTCTRI2_3501
ko:K17759	mto:MTCTRI2_3501
ko:K22297	mto:MTCTRI2_1942
ko:K22306	mto:MTCTRI2_2463
ko:K02257	mto:MTCTRI2_1488
ko:K22336	mto:MTCTRI2_3920
ko:K01563	mto:MTCTRI2_2627
ko:K01563	mto:MTCTRI2_2331
ko:K19302	mto:MTCTRI2_0314
ko:K15510	mto:MTCTRI2_0135
ko:K01934	mto:MTCTRI2_1016
ko:K05606	mto:MTCTRI2_1359
ko:K21495	mto:MTCTRI2_1985
ko:K13775	mto:MTCTRI2_3289
ko:K18688	mto:MTCTRI2_3578
ko:K01563	mto:MTCTRI2_1865
ko:K22295	mto:MTCTRI2_3477
ko:K22298	mto:MTCTRI2_2401
ko:K01551	mto:MTCTRI2_2219
ko:K22303	mto:MTCTRI2_3478
ko:K03181	mto:MTCTRI2_3007
ko:K11206	mto:MTCTRI2_0485
ko:K07141	mto:MTCTRI2_0352
ko:K00728	mto:MTCTRI2_1027
ko:K08300	mto:MTCTRI2_2489
ko:K08301	mto:MTCTRI2_2489
ko:K07566	mto:MTCTRI2_1334
