ko:K02030	kpn:KPN_01829
ko:K01716	kpn:KPN_00983
ko:K04770	kpn:KPN_00984
ko:K01507	kpn:KPN_01852
ko:K02035	kpn:KPN_01854
ko:K02033	kpn:KPN_01855
ko:K02034	kpn:KPN_01856
ko:K02031	kpn:KPN_01857
ko:K02032	kpn:KPN_01857
ko:K06940	kpn:KPN_01247
ko:K07275	kpn:KPN_01248
ko:K01420	kpn:KPN_01530
ko:K01809	kpn:KPN_01515
ko:K08964	kpn:KPN_00634
ko:K07304	kpn:KPN_04615
ko:K12299	kpn:KPN_03539
ko:K11911	kpn:KPN_02247
ko:K01628	kpn:KPN_03151
ko:K01096	kpn:KPN_01274
ko:K11931	kpn:KPN_04513
ko:K07506	kpn:KPN_01937
ko:K01270	kpn:KPN_00249
ko:K04091	kpn:KPN_00971
ko:K11941	kpn:KPN_01062
ko:K05358	kpn:KPN_01951
ko:K00108	kpn:KPN_00584
ko:K12152	kpn:KPN_01142
ko:K03810	kpn:KPN_01079
ko:K01835	kpn:KPN_00711
ko:K06605	kpn:KPN_04676
ko:K11921	kpn:KPN_02732
ko:K12262	kpn:KPN_01954
ko:K02879	kpn:KPN_03694
ko:K02952	kpn:KPN_03698
ko:K02907	kpn:KPN_03701
ko:K02988	kpn:KPN_03702
ko:K02881	kpn:KPN_03703
ko:K02761	kpn:KPN_03072
ko:K02760	kpn:KPN_03073
ko:K02759	kpn:KPN_03075
ko:K07088	kpn:KPN_03084
ko:K01652	kpn:KPN_03085
ko:K07401	kpn:KPN_03086
ko:K07225	kpn:KPN_03088
ko:K02016	kpn:KPN_03089
ko:K02015	kpn:KPN_03090
ko:K02013	kpn:KPN_03091
ko:K03186	kpn:KPN_03098
ko:K06194	kpn:KPN_03104
ko:K00573	kpn:KPN_03105
ko:K00989	kpn:KPN_03984
ko:K01993	kpn:KPN_03987
ko:K01626	kpn:KPN_02923
ko:K04095	kpn:KPN_03747
ko:K00381	kpn:KPN_03118
ko:K00380	kpn:KPN_03119
ko:K01737	kpn:KPN_03120
ko:K01689	kpn:KPN_03123
ko:K03215	kpn:KPN_03127
ko:K00865	kpn:KPN_03129
ko:K01706	kpn:KPN_03130
ko:K03535	kpn:KPN_03132
ko:K06966	kpn:KPN_03138
ko:K01752	kpn:KPN_03140
ko:K00048	kpn:KPN_03150
ko:K01818	kpn:KPN_03153
ko:K02430	kpn:KPN_03156
ko:K08304	kpn:KPN_03164
ko:K01867	kpn:KPN_03755
ko:K03112	kpn:KPN_03759
ko:K08312	kpn:KPN_03768
ko:K04083	kpn:KPN_03772
ko:K06959	kpn:KPN_03777
ko:K07490	kpn:KPN_03780
ko:K07400	kpn:KPN_03784
ko:K00705	kpn:KPN_03786
ko:K00688	kpn:KPN_03787
ko:K03556	kpn:KPN_03788
ko:K02444	kpn:KPN_03789
ko:K02441	kpn:KPN_03790
ko:K00111	kpn:KPN_03792
ko:K00688	kpn:KPN_03794
ko:K00975	kpn:KPN_03796
ko:K00700	kpn:KPN_03798
ko:K00851	kpn:KPN_03801
ko:K02761	kpn:KPN_04055
ko:K02759	kpn:KPN_04056
ko:K03430	kpn:KPN_04063
ko:K05306	kpn:KPN_04064
ko:K07784	kpn:KPN_04069
ko:K07783	kpn:KPN_04070
ko:K01653	kpn:KPN_04073
ko:K01753	kpn:KPN_04081
ko:K06871	kpn:KPN_04082
ko:K00389	kpn:KPN_04084
ko:K07085	kpn:KPN_04088
ko:K04081	kpn:KPN_04090
ko:K04080	kpn:KPN_04091
ko:K09701	kpn:KPN_04730
ko:K07798	kpn:KPN_04737
ko:K00135	kpn:KPN_04772
ko:K03567	kpn:KPN_02813
ko:K00883	kpn:KPN_04097
ko:K02954	kpn:KPN_03706
ko:K02965	kpn:KPN_03715
ko:K02886	kpn:KPN_03716
ko:K02906	kpn:KPN_03719
ko:K03594	kpn:KPN_03722
ko:K02192	kpn:KPN_03723
ko:K02355	kpn:KPN_03725
ko:K02992	kpn:KPN_03726
ko:K07237	kpn:KPN_03728
ko:K07236	kpn:KPN_03729
ko:K03745	kpn:KPN_03733
ko:K07070	kpn:KPN_03735
ko:K06158	kpn:KPN_03738
ko:K07019	kpn:KPN_03739
ko:K00855	kpn:KPN_03741
ko:K00611	kpn:KPN_04659
ko:K09893	kpn:KPN_04660
ko:K03828	kpn:KPN_04662
ko:K06915	kpn:KPN_04668
ko:K00140	kpn:KPN_04670
ko:K03337	kpn:KPN_04671
ko:K03338	kpn:KPN_04673
ko:K03336	kpn:KPN_04674
ko:K03335	kpn:KPN_04677
ko:K00556	kpn:KPN_03999
ko:K00528	kpn:KPN_04002
ko:K01521	kpn:KPN_04007
ko:K02048	kpn:KPN_04008
ko:K09892	kpn:KPN_04009
ko:K02440	kpn:KPN_04010
ko:K01811	kpn:KPN_04018
ko:K02073	kpn:KPN_04030
ko:K09958	kpn:KPN_04033
ko:K07006	kpn:KPN_04034
ko:K07552	kpn:KPN_04042
ko:K07106	kpn:KPN_04043
ko:K11081	kpn:KPN_04061
ko:K00813	kpn:KPN_00955
ko:K00548	kpn:KPN_04399
ko:K01032	kpn:KPN_01539
ko:K01579	kpn:KPN_00139
ko:K00674	kpn:KPN_00179
ko:K06859	kpn:KPN_02959
ko:K05813	kpn:KPN_04678
ko:K05815	kpn:KPN_04681
ko:K05814	kpn:KPN_04682
ko:K01673	kpn:KPN_04685
ko:K05916	kpn:KPN_02877
ko:K07715	kpn:KPN_02879
ko:K07711	kpn:KPN_02881
ko:K01952	kpn:KPN_02882
ko:K03497	kpn:KPN_pKPN3p05971
ko:K03502	kpn:KPN_pKPN3p05973
ko:K03503	kpn:KPN_pKPN3p05974
ko:K00997	kpn:KPN_02888
ko:K03474	kpn:KPN_02889
ko:K03100	kpn:KPN_02893
ko:K03598	kpn:KPN_02896
ko:K03597	kpn:KPN_02897
ko:K03088	kpn:KPN_02898
ko:K03214	kpn:KPN_02904
ko:K09181	kpn:KPN_02907
ko:K00998	kpn:KPN_02908
ko:K05811	kpn:KPN_02909
ko:K03761	kpn:KPN_02910
ko:K03695	kpn:KPN_02915
ko:K05807	kpn:KPN_02918
ko:K05809	kpn:KPN_02919
ko:K11075	kpn:KPN_00887
ko:K03632	kpn:KPN_00951
ko:K02784	kpn:KPN_02762
ko:K03826	kpn:KPN_03908
ko:K00874	kpn:KPN_03913
ko:K03704	kpn:KPN_03919
ko:K08309	kpn:KPN_04847
ko:K05805	kpn:KPN_04852
ko:K07663	kpn:KPN_04853
ko:K06143	kpn:KPN_04855
ko:K07773	kpn:KPN_04856
ko:K00850	kpn:KPN_04193
ko:K02822	kpn:KPN_04194
ko:K03475	kpn:KPN_04195
ko:K01624	kpn:KPN_04196
ko:K03534	kpn:KPN_04205
ko:K01629	kpn:KPN_04211
ko:K02855	kpn:KPN_04214
ko:K02854	kpn:KPN_04215
ko:K02856	kpn:KPN_04216
ko:K02553	kpn:KPN_04224
ko:K11258	kpn:KPN_04268
ko:K01652	kpn:KPN_00082
ko:K00027	kpn:KPN_01847
ko:K03477	kpn:KPN_04584
ko:K00821	kpn:KPN_03745
ko:K01874	kpn:KPN_02560
ko:K01890	kpn:KPN_02175
ko:K03772	kpn:KPN_03732
ko:K03183	kpn:KPN_04329
ko:K01258	kpn:KPN_01133
ko:K01916	kpn:KPN_01228
ko:K11085	kpn:KPN_00941
ko:K03040	kpn:KPN_03695
ko:K03475	kpn:KPN_00351
ko:K09973	kpn:KPN_00463
ko:K08218	kpn:KPN_00395
ko:K01679	kpn:KPN_01517
ko:K01479	kpn:KPN_00793
ko:K03188	kpn:KPN_03469
ko:K02618	kpn:KPN_01468
ko:K02536	kpn:KPN_00192
ko:K02902	kpn:KPN_03977
ko:K02614	kpn:KPN_01477
ko:K06177	kpn:KPN_02278
ko:K01739	kpn:KPN_04233
ko:K02610	kpn:KPN_01470
ko:K02611	kpn:KPN_01471
ko:K02612	kpn:KPN_01472
ko:K02613	kpn:KPN_01473
ko:K02809	kpn:KPN_00514
ko:K02810	kpn:KPN_00514
ko:K09125	kpn:KPN_03837
ko:K02961	kpn:KPN_03710
ko:K02874	kpn:KPN_03709
ko:K03087	kpn:KPN_03103
ko:K01676	kpn:KPN_01516
ko:K03565	kpn:KPN_03030
ko:K11102	kpn:KPN_04480
ko:K02760	kpn:KPN_04369
ko:K02752	kpn:KPN_03051
ko:K02753	kpn:KPN_03051
ko:K00928	kpn:KPN_04412
ko:K00215	kpn:KPN_00039
ko:K00758	kpn:KPN_04838
ko:K11106	kpn:KPN_01547
ko:K11105	kpn:KPN_02307
ko:K03784	kpn:KPN_04840
ko:K07251	kpn:KPN_01103
ko:K08350	kpn:KPN_01865
ko:K02355	kpn:KPN_02470
ko:K01147	kpn:KPN_01282
ko:K01897	kpn:KPN_02322
ko:K00012	kpn:KPN_02493
ko:K00882	kpn:KPN_02599
ko:K07862	kpn:KPN_03517
ko:K10906	kpn:KPN_01383
ko:K01448	kpn:KPN_04567
ko:K07347	kpn:KPN_03290
ko:K00876	kpn:KPN_02519
ko:K04564	kpn:KPN_04217
ko:K00372	kpn:KPN_02219
ko:K00074	kpn:KPN_01476
ko:K00427	kpn:KPN_03947
ko:K00339	kpn:KPN_02670
ko:K03497	kpn:KPN_pKPN3p05985
ko:K03497	kpn:KPN_pKPN4p07111
ko:K11103	kpn:KPN_03878
ko:K00340	kpn:KPN_02669
ko:K01814	kpn:KPN_02480
ko:K06176	kpn:KPN_03107
ko:K00338	kpn:KPN_02671
ko:K00336	kpn:KPN_02673
ko:K00335	kpn:KPN_02674
ko:K00762	kpn:KPN_03983
ko:K00817	kpn:KPN_02477
ko:K01581	kpn:KPN_03397
ko:K00053	kpn:KPN_04273
ko:K00297	kpn:KPN_04239
ko:K03633	kpn:KPN_00949
ko:K06181	kpn:KPN_01143
ko:K06182	kpn:KPN_04409
ko:K01676	kpn:KPN_01546
ko:K00549	kpn:KPN_02152
ko:K00549	kpn:KPN_01615
ko:K01697	kpn:KPN_03409
ko:K10009	kpn:KPN_02416
ko:K10010	kpn:KPN_02415
ko:K00343	kpn:KPN_02666
ko:K00342	kpn:KPN_02667
ko:K00341	kpn:KPN_02668
ko:K00331	kpn:KPN_02677
ko:K00334	kpn:KPN_02675
ko:K01923	kpn:KPN_02810
ko:K03803	kpn:KPN_02895
ko:K01686	kpn:KPN_02604
ko:K00789	kpn:KPN_03375
ko:K01586	kpn:KPN_03252
ko:K01480	kpn:KPN_03373
ko:K01760	kpn:KPN_03428
ko:K00013	kpn:KPN_02476
ko:K02757	kpn:KPN_02578
ko:K02774	kpn:KPN_03549
ko:K06121	kpn:KPN_03488
ko:K06122	kpn:KPN_03487
ko:K02760	kpn:KPN_01230
ko:K01424	kpn:KPN_01165
ko:K02345	kpn:KPN_pKPN3p05978
ko:K02345	kpn:KPN_pKPN4p07104
ko:K02345	kpn:KPN_pKPN5p08168
ko:K03787	kpn:KPN_03106
ko:K01652	kpn:KPN_04074
ko:K11066	kpn:KPN_00900
ko:K02822	kpn:KPN_04587
ko:K02761	kpn:KPN_04650
ko:K02755	kpn:KPN_02578
ko:K02756	kpn:KPN_02578
ko:K02806	kpn:KPN_03614
ko:K02438	kpn:KPN_03797
ko:K11104	kpn:KPN_04506
ko:K09021	kpn:KPN_01036
ko:K00760	kpn:KPN_00133
ko:K01951	kpn:KPN_02833
ko:K09018	kpn:KPN_01038
ko:K04753	kpn:KPN_03435
ko:K02426	kpn:KPN_02136
ko:K11068	kpn:KPN_03327
ko:K03668	kpn:KPN_01448
ko:K00859	kpn:KPN_00106
ko:K03571	kpn:KPN_03657
ko:K03591	kpn:KPN_04228
ko:K00240	kpn:KPN_00731
ko:K07404	kpn:KPN_00781
ko:K07350	kpn:KPN_03293
ko:K00857	kpn:KPN_02200
ko:K02453	kpn:KPN_00160
ko:K08722	kpn:KPN_02681
ko:K08723	kpn:KPN_04830
ko:K06175	kpn:KPN_03134
ko:K07684	kpn:KPN_02217
ko:K05596	kpn:KPN_03350
ko:K09023	kpn:KPN_01035
ko:K02457	kpn:KPN_00156
ko:K02458	kpn:KPN_00155
ko:K00973	kpn:KPN_04289
ko:K02853	kpn:KPN_04294
ko:K08321	kpn:KPN_03503
ko:K07043	kpn:KPN_03514
ko:K01685	kpn:KPN_03519
ko:K07806	kpn:KPN_03847
ko:K04084	kpn:KPN_04526
ko:K03926	kpn:KPN_04527
ko:K07113	kpn:KPN_04530
ko:K04078	kpn:KPN_04532
ko:K09475	kpn:KPN_02636
ko:K11107	kpn:KPN_02644
ko:K00112	kpn:KPN_02648
ko:K02552	kpn:KPN_02663
ko:K02348	kpn:KPN_02664
ko:K00784	kpn:KPN_02665
ko:K02507	kpn:KPN_03762
ko:K02452	kpn:KPN_00161
ko:K07262	kpn:KPN_02573
ko:K07643	kpn:KPN_00806
ko:K03639	kpn:KPN_00810
ko:K03635	kpn:KPN_00814
ko:K06890	kpn:KPN_00815
ko:K01993	kpn:KPN_00823
ko:K00615	kpn:KPN_00828
ko:K00615	kpn:KPN_00829
ko:K06970	kpn:KPN_00836
ko:K01223	kpn:KPN_00847
ko:K08191	kpn:KPN_00853
ko:K06996	kpn:KPN_00361
ko:K07305	kpn:KPN_01198
ko:K03841	kpn:KPN_04626
ko:K05517	kpn:KPN_00363
ko:K07738	kpn:KPN_00365
ko:K00946	kpn:KPN_00369
ko:K01095	kpn:KPN_00370
ko:K09808	kpn:KPN_01113
ko:K09808	kpn:KPN_01115
ko:K01803	kpn:KPN_01120
ko:K02526	kpn:KPN_01123
ko:K01808	kpn:KPN_01125
ko:K00616	kpn:KPN_01126
ko:K07153	kpn:KPN_01140
ko:K00566	kpn:KPN_01141
ko:K01776	kpn:KPN_04256
ko:K09897	kpn:KPN_04265
ko:K07391	kpn:KPN_04266
ko:K01754	kpn:KPN_04271
ko:K02521	kpn:KPN_04272
ko:K07150	kpn:KPN_04277
ko:K03732	kpn:KPN_04281
ko:K03671	kpn:KPN_04282
ko:K02851	kpn:KPN_04284
ko:K05790	kpn:KPN_04285
ko:K05775	kpn:KPN_04426
ko:K03181	kpn:KPN_04427
ko:K03327	kpn:KPN_04432
ko:K05539	kpn:KPN_04436
ko:K01775	kpn:KPN_04440
ko:K06901	kpn:KPN_04465
ko:K03750	kpn:KPN_00860
ko:K06971	kpn:KPN_01728
ko:K00852	kpn:KPN_01729
ko:K07048	kpn:KPN_01734
ko:K03475	kpn:KPN_01745
ko:K02821	kpn:KPN_01747
ko:K08178	kpn:KPN_01755
ko:K02371	kpn:KPN_01760
ko:K07217	kpn:KPN_01152
ko:K00425	kpn:KPN_01153
ko:K02051	kpn:KPN_02039
ko:K02049	kpn:KPN_02040
ko:K02050	kpn:KPN_02041
ko:K07240	kpn:KPN_02046
ko:K01575	kpn:KPN_02059
ko:K06199	kpn:KPN_pKPN5p08250
ko:K03313	kpn:KPN_pKPN5p08251
ko:K06975	kpn:KPN_03295
ko:K03305	kpn:KPN_03302
ko:K03488	kpn:KPN_02579
ko:K07267	kpn:KPN_02580
ko:K05541	kpn:KPN_02581
ko:K07148	kpn:KPN_02590
ko:K03291	kpn:KPN_02601
ko:K06940	kpn:KPN_02602
ko:K02356	kpn:KPN_02603
ko:K03497	kpn:KPN_pKPN5p08224
ko:K03497	kpn:KPN_01389
ko:K01028	kpn:KPN_02053
ko:K01029	kpn:KPN_02054
ko:K01571	kpn:KPN_00765
ko:K05776	kpn:KPN_00774
ko:K02019	kpn:KPN_00775
ko:K02020	kpn:KPN_00777
ko:K02018	kpn:KPN_00778
ko:K01468	kpn:KPN_00792
ko:K05836	kpn:KPN_00794
ko:K01712	kpn:KPN_00795
ko:K01745	kpn:KPN_00796
ko:K06910	kpn:KPN_00798
ko:K02169	kpn:KPN_00802
ko:K07127	kpn:KPN_01666
ko:K05952	kpn:KPN_00245
ko:K05835	kpn:KPN_04318
ko:K01489	kpn:KPN_02584
ko:K03830	kpn:KPN_00248
ko:K06217	kpn:KPN_01048
ko:K03670	kpn:KPN_01063
ko:K02517	kpn:KPN_01068
ko:K07146	kpn:KPN_01069
ko:K02846	kpn:KPN_01071
ko:K01465	kpn:KPN_01074
ko:K08162	kpn:KPN_01076
ko:K03790	kpn:KPN_01077
ko:K09915	kpn:KPN_01078
ko:K02911	kpn:KPN_01087
ko:K07082	kpn:KPN_01095
ko:K00943	kpn:KPN_01096
ko:K03424	kpn:KPN_01098
ko:K02014	kpn:KPN_00536
ko:K02796	kpn:KPN_00549
ko:K02795	kpn:KPN_00550
ko:K08969	kpn:KPN_01361
ko:K02073	kpn:KPN_01362
ko:K02071	kpn:KPN_01363
ko:K02072	kpn:KPN_01364
ko:K05591	kpn:KPN_01374
ko:K07645	kpn:KPN_03441
ko:K07000	kpn:KPN_03445
ko:K03651	kpn:KPN_03446
ko:K07238	kpn:KPN_03453
ko:K02858	kpn:KPN_03454
ko:K00982	kpn:KPN_03457
ko:K07184	kpn:KPN_03459
ko:K06153	kpn:KPN_03461
ko:K01633	kpn:KPN_03462
ko:K01409	kpn:KPN_03471
ko:K02759	kpn:KPN_04368
ko:K01265	kpn:KPN_01674
ko:K02429	kpn:KPN_01698
ko:K02430	kpn:KPN_01701
ko:K01619	kpn:KPN_01702
ko:K00134	kpn:KPN_01710
ko:K03707	kpn:KPN_01727
ko:K07337	kpn:KPN_01102
ko:K07000	kpn:KPN_01105
ko:K03885	kpn:KPN_01106
ko:K03305	kpn:KPN_01972
ko:K00275	kpn:KPN_01976
ko:K06938	kpn:KPN_01987
ko:K03683	kpn:KPN_01991
ko:K03604	kpn:KPN_01996
ko:K00574	kpn:KPN_01999
ko:K03327	kpn:KPN_02001
ko:K07387	kpn:KPN_03358
ko:K01652	kpn:KPN_03360
ko:K06989	kpn:KPN_03362
ko:K02742	kpn:KPN_03377
ko:K09761	kpn:KPN_03379
ko:K07735	kpn:KPN_03381
ko:K02669	kpn:KPN_03384
ko:K03150	kpn:KPN_04371
ko:K03149	kpn:KPN_04372
ko:K03154	kpn:KPN_04373
ko:K00788	kpn:KPN_04375
ko:K03147	kpn:KPN_04376
ko:K07740	kpn:KPN_04377
ko:K01599	kpn:KPN_04379
ko:K09891	kpn:KPN_04381
ko:K01945	kpn:KPN_04387
ko:K01638	kpn:KPN_04395
ko:K01637	kpn:KPN_04396
ko:K00014	kpn:KPN_04401
ko:K00068	kpn:KPN_04407
ko:K03453	kpn:KPN_04411
ko:K06906	kpn:KPN_04859
ko:K06908	kpn:KPN_04863
ko:K06907	kpn:KPN_04864
ko:K06903	kpn:KPN_04869
ko:K01494	kpn:KPN_02518
ko:K04046	kpn:KPN_02521
ko:K07799	kpn:KPN_02526
ko:K07788	kpn:KPN_02527
ko:K07789	kpn:KPN_02528
ko:K07664	kpn:KPN_02531
ko:K02032	kpn:KPN_02534
ko:K02031	kpn:KPN_02535
ko:K02034	kpn:KPN_02536
ko:K02033	kpn:KPN_02537
ko:K02035	kpn:KPN_02538
ko:K00878	kpn:KPN_02551
ko:K01486	kpn:KPN_02554
ko:K06901	kpn:KPN_02555
ko:K05846	kpn:KPN_02564
ko:K05846	kpn:KPN_02566
ko:K03777	kpn:KPN_02569
ko:K03823	kpn:KPN_02570
ko:K02035	kpn:KPN_02019
ko:K02033	kpn:KPN_02020
ko:K02034	kpn:KPN_02021
ko:K02031	kpn:KPN_02022
ko:K02032	kpn:KPN_02023
ko:K02051	kpn:KPN_02033
ko:K01698	kpn:KPN_00316
ko:K01921	kpn:KPN_00323
ko:K00286	kpn:KPN_00329
ko:K09768	kpn:KPN_00330
ko:K00891	kpn:KPN_00332
ko:K09913	kpn:KPN_00335
ko:K00847	kpn:KPN_00337
ko:K03311	kpn:KPN_00342
ko:K09932	kpn:KPN_00347
ko:K01624	kpn:KPN_00349
ko:K06997	kpn:KPN_03385
ko:K09131	kpn:KPN_03387
ko:K09923	kpn:KPN_03391
ko:K03439	kpn:KPN_03392
ko:K08306	kpn:KPN_03395
ko:K03289	kpn:KPN_03396
ko:K07150	kpn:KPN_03398
ko:K05499	kpn:KPN_04229
ko:K03764	kpn:KPN_04232
ko:K00005	kpn:KPN_04241
ko:K01595	kpn:KPN_04245
ko:K00145	kpn:KPN_04247
ko:K00930	kpn:KPN_04248
ko:K00005	kpn:KPN_03494
ko:K07309	kpn:KPN_01580
ko:K00324	kpn:KPN_01526
ko:K00075	kpn:KPN_04350
ko:K08151	kpn:KPN_pKPN5p08256
ko:K03559	kpn:KPN_03425
ko:K00655	kpn:KPN_03436
ko:K02455	kpn:KPN_00158
ko:K03688	kpn:KPN_04331
ko:K03694	kpn:KPN_00915
ko:K07312	kpn:KPN_01578
ko:K00956	kpn:KPN_03113
ko:K01438	kpn:KPN_04246
ko:K02909	kpn:KPN_04231
ko:K07507	kpn:KPN_01821
ko:K08369	kpn:KPN_01822
ko:K08994	kpn:KPN_01826
ko:K02063	kpn:KPN_00066
ko:K02064	kpn:KPN_00067
ko:K03291	kpn:KPN_00070
ko:K00014	kpn:KPN_00075
ko:K01649	kpn:KPN_00080
ko:K05798	kpn:KPN_00081
ko:K03435	kpn:KPN_00084
ko:K03586	kpn:KPN_00087
ko:K01928	kpn:KPN_00089
ko:K01929	kpn:KPN_00090
ko:K05810	kpn:KPN_02115
ko:K02016	kpn:KPN_02124
ko:K02015	kpn:KPN_02125
ko:K02013	kpn:KPN_02126
ko:K00014	kpn:KPN_02128
ko:K00457	kpn:KPN_02130
ko:K00873	kpn:KPN_02133
ko:K06078	kpn:KPN_02134
ko:K09015	kpn:KPN_02138
ko:K09013	kpn:KPN_02139
ko:K09014	kpn:KPN_02140
ko:K05997	kpn:KPN_02141
ko:K00795	kpn:KPN_00373
ko:K03151	kpn:KPN_00375
ko:K00077	kpn:KPN_00378
ko:K06891	kpn:KPN_00914
ko:K03647	kpn:KPN_03005
ko:K01812	kpn:KPN_03520
ko:K08191	kpn:KPN_03521
ko:K07393	kpn:KPN_03530
ko:K06911	kpn:KPN_03533
ko:K00865	kpn:KPN_03536
ko:K08302	kpn:KPN_03543
ko:K00287	kpn:KPN_00045
ko:K06195	kpn:KPN_00047
ko:K00097	kpn:KPN_00049
ko:K05801	kpn:KPN_00052
ko:K07700	kpn:KPN_00054
ko:K05964	kpn:KPN_00056
ko:K03580	kpn:KPN_00058
ko:K01804	kpn:KPN_00061
ko:K08160	kpn:KPN_00874
ko:K07085	kpn:KPN_00878
ko:K03674	kpn:KPN_00880
ko:K05844	kpn:KPN_00883
ko:K03212	kpn:KPN_00890
ko:K09996	kpn:KPN_00893
ko:K09998	kpn:KPN_00894
ko:K09999	kpn:KPN_00895
ko:K09997	kpn:KPN_00896
ko:K10000	kpn:KPN_00897
ko:K07345	kpn:KPN_00275
ko:K07347	kpn:KPN_00277
ko:K00147	kpn:KPN_00280
ko:K00931	kpn:KPN_00281
ko:K02042	kpn:KPN_00286
ko:K02042	kpn:KPN_00287
ko:K02041	kpn:KPN_00288
ko:K09712	kpn:KPN_01173
ko:K00432	kpn:KPN_01190
ko:K09786	kpn:KPN_01192
ko:K07180	kpn:KPN_01193
ko:K03293	kpn:KPN_04296
ko:K02496	kpn:KPN_04302
ko:K01719	kpn:KPN_04303
ko:K01749	kpn:KPN_04304
ko:K06202	kpn:KPN_04306
ko:K01778	kpn:KPN_04308
ko:K09921	kpn:KPN_04309
ko:K03284	kpn:KPN_04313
ko:K07056	kpn:KPN_03554
ko:K07121	kpn:KPN_03555
ko:K07460	kpn:KPN_03556
ko:K06167	kpn:KPN_04491
ko:K05774	kpn:KPN_04492
ko:K06162	kpn:KPN_04493
ko:K05780	kpn:KPN_04494
ko:K05781	kpn:KPN_04495
ko:K06163	kpn:KPN_04496
ko:K06164	kpn:KPN_04497
ko:K06165	kpn:KPN_04498
ko:K06166	kpn:KPN_04499
ko:K02043	kpn:KPN_04500
ko:K06193	kpn:KPN_04502
ko:K07406	kpn:KPN_04505
ko:K01620	kpn:KPN_00903
ko:K00156	kpn:KPN_00904
ko:K06188	kpn:KPN_00909
ko:K03704	kpn:KPN_00913
ko:K00684	kpn:KPN_00917
ko:K02529	kpn:KPN_01795
ko:K03707	kpn:KPN_01799
ko:K00836	kpn:KPN_01802
ko:K01951	kpn:KPN_01814
ko:K09936	kpn:KPN_01816
ko:K06916	kpn:KPN_01820
ko:K09916	kpn:KPN_01199
ko:K04773	kpn:KPN_01204
ko:K01008	kpn:KPN_01207
ko:K08320	kpn:KPN_01211
ko:K05779	kpn:KPN_01214
ko:K05777	kpn:KPN_01216
ko:K00673	kpn:KPN_01222
ko:K06447	kpn:KPN_01223
ko:K01484	kpn:KPN_01224
ko:K05526	kpn:KPN_01225
ko:K04064	kpn:KPN_01229
ko:K02016	kpn:KPN_02101
ko:K02015	kpn:KPN_02102
ko:K02015	kpn:KPN_02103
ko:K02013	kpn:KPN_02104
ko:K02049	kpn:KPN_02106
ko:K02051	kpn:KPN_02108
ko:K02805	kpn:KPN_04291
ko:K02679	kpn:KPN_03235
ko:K02680	kpn:KPN_03234
ko:K02681	kpn:KPN_03232
ko:K02682	kpn:KPN_00110
ko:K13920	kpn:KPN_03207
ko:K05784	kpn:KPN_01870
ko:K06120	kpn:KPN_03489
ko:K07552	kpn:KPN_02615
ko:K06899	kpn:KPN_02623
ko:K09904	kpn:KPN_02624
ko:K07014	kpn:KPN_02625
ko:K08276	kpn:KPN_02628
ko:K00116	kpn:KPN_02629
ko:K06213	kpn:KPN_02631
ko:K09458	kpn:KPN_01777
ko:K01951	kpn:KPN_01781
ko:K00872	kpn:KPN_00003
ko:K01733	kpn:KPN_00004
ko:K03310	kpn:KPN_00007
ko:K00616	kpn:KPN_00008
ko:K03831	kpn:KPN_00009
ko:K03717	kpn:KPN_00017
ko:K02968	kpn:KPN_00018
ko:K01870	kpn:KPN_00021
ko:K03774	kpn:KPN_00023
ko:K07700	kpn:KPN_00029
ko:K01572	kpn:KPN_00030
ko:K01573	kpn:KPN_00032
ko:K01910	kpn:KPN_00034
ko:K02200	kpn:KPN_02074
ko:K02199	kpn:KPN_02075
ko:K02198	kpn:KPN_02076
ko:K02197	kpn:KPN_02077
ko:K02195	kpn:KPN_02079
ko:K02194	kpn:KPN_02080
ko:K02193	kpn:KPN_02081
ko:K02011	kpn:KPN_02087
ko:K02012	kpn:KPN_02088
ko:K00769	kpn:KPN_00250
ko:K00135	kpn:KPN_00256
ko:K07347	kpn:KPN_00264
ko:K07345	kpn:KPN_00266
ko:K03981	kpn:KPN_03321
ko:K03840	kpn:KPN_03323
ko:K09159	kpn:KPN_03325
ko:K06980	kpn:KPN_03326
ko:K09900	kpn:KPN_03328
ko:K02437	kpn:KPN_03340
ko:K00605	kpn:KPN_03341
ko:K08484	kpn:KPN_03238
ko:K02424	kpn:KPN_02418
ko:K02505	kpn:KPN_00108
ko:K02297	kpn:KPN_00394
ko:K01262	kpn:KPN_03344
ko:K09895	kpn:KPN_03345
ko:K09888	kpn:KPN_03346
ko:K09807	kpn:KPN_03351
ko:K02459	kpn:KPN_00154
ko:K02461	kpn:KPN_00152
ko:K02462	kpn:KPN_00151
ko:K02463	kpn:KPN_00150
ko:K03719	kpn:KPN_02209
ko:K07662	kpn:KPN_04220
ko:K00265	kpn:KPN_03624
ko:K01053	kpn:KPN_03982
ko:K08161	kpn:KPN_01067
ko:K01643	kpn:KPN_00037
ko:K02217	kpn:KPN_02402
ko:K08224	kpn:KPN_01572
ko:K03636	kpn:KPN_00813
ko:K01710	kpn:KPN_02497
ko:K05396	kpn:KPN_02417
ko:K01104	kpn:KPN_02511
ko:K00031	kpn:KPN_01144
ko:K11530	kpn:KPN_03502
ko:K03381	kpn:KPN_01873
ko:K00074	kpn:KPN_02056
ko:K10026	kpn:KPN_03121
ko:K11893	kpn:KPN_03168
ko:K07689	kpn:KPN_02412
ko:K08219	kpn:KPN_00929
