ko:K00652	eum:ECUMN_3461
ko:K06201	eum:ECUMN_2172
ko:K09907	eum:ECUMN_2173
ko:K01887	eum:ECUMN_2174
ko:K03516	eum:ECUMN_2175
ko:K02400	eum:ECUMN_2176
ko:K02401	eum:ECUMN_2177
ko:K00567	eum:ECUMN_1630
ko:K05591	eum:ECUMN_1640
ko:K03737	eum:ECUMN_1644
ko:K03778	eum:ECUMN_1647
ko:K09978	eum:ECUMN_1650
ko:K00981	eum:ECUMN_1655
ko:K01118	eum:ECUMN_1658
ko:K03578	eum:ECUMN_1659
ko:K00134	eum:ECUMN_1664
ko:K00767	eum:ECUMN_0106
ko:K03806	eum:ECUMN_0107
ko:K03807	eum:ECUMN_0108
ko:K00163	eum:ECUMN_0111
ko:K00627	eum:ECUMN_0112
ko:K00382	eum:ECUMN_0113
ko:K01682	eum:ECUMN_0115
ko:K09910	eum:ECUMN_0116
ko:K01611	eum:ECUMN_0117
ko:K07479	eum:ECUMN_3757
ko:K03747	eum:ECUMN_3758
ko:K04096	eum:ECUMN_3759
ko:K01462	eum:ECUMN_3760
ko:K00604	eum:ECUMN_3761
ko:K03500	eum:ECUMN_3762
ko:K03499	eum:ECUMN_3763
ko:K03282	eum:ECUMN_3764
ko:K09890	eum:ECUMN_3765
ko:K02879	eum:ECUMN_3768
ko:K03040	eum:ECUMN_3769
ko:K02986	eum:ECUMN_3770
ko:K02948	eum:ECUMN_3771
ko:K02952	eum:ECUMN_3772
ko:K03076	eum:ECUMN_3773
ko:K02876	eum:ECUMN_3774
ko:K02907	eum:ECUMN_3775
ko:K02988	eum:ECUMN_3776
ko:K02881	eum:ECUMN_3777
ko:K02933	eum:ECUMN_3778
ko:K02994	eum:ECUMN_3779
ko:K02954	eum:ECUMN_3780
ko:K02931	eum:ECUMN_3781
ko:K02895	eum:ECUMN_3782
ko:K02874	eum:ECUMN_3783
ko:K02961	eum:ECUMN_3784
ko:K02904	eum:ECUMN_3785
ko:K02878	eum:ECUMN_3786
ko:K02982	eum:ECUMN_3787
ko:K02890	eum:ECUMN_3788
ko:K02965	eum:ECUMN_3789
ko:K02886	eum:ECUMN_3790
ko:K02892	eum:ECUMN_3791
ko:K02926	eum:ECUMN_3792
ko:K02906	eum:ECUMN_3793
ko:K02946	eum:ECUMN_3794
ko:K03594	eum:ECUMN_3797
ko:K02192	eum:ECUMN_3798
ko:K02358	eum:ECUMN_3799
ko:K02342	eum:ECUMN_0212
ko:K07258	eum:ECUMN_1029
ko:K11534	eum:ECUMN_1030
ko:K08160	eum:ECUMN_1032
ko:K07085	eum:ECUMN_1037
ko:K03674	eum:ECUMN_1039
ko:K10678	eum:ECUMN_1041
ko:K05844	eum:ECUMN_1042
ko:K11073	eum:ECUMN_1044
ko:K11076	eum:ECUMN_1045
ko:K11075	eum:ECUMN_1046
ko:K11074	eum:ECUMN_1047
ko:K03212	eum:ECUMN_1049
ko:K03475	eum:ECUMN_1050
ko:K02822	eum:ECUMN_1051
ko:K09996	eum:ECUMN_1053
ko:K09998	eum:ECUMN_1054
ko:K09999	eum:ECUMN_1055
ko:K09997	eum:ECUMN_1056
ko:K10000	eum:ECUMN_1057
ko:K11066	eum:ECUMN_1062
ko:K01620	eum:ECUMN_1065
ko:K00156	eum:ECUMN_1066
ko:K07340	eum:ECUMN_0535
ko:K05838	eum:ECUMN_0539
ko:K03723	eum:ECUMN_1292
ko:K09808	eum:ECUMN_1294
ko:K09808	eum:ECUMN_1296
ko:K06281	eum:ECUMN_1163
ko:K03620	eum:ECUMN_1164
ko:K03619	eum:ECUMN_1166
ko:K03618	eum:ECUMN_1167
ko:K00425	eum:ECUMN_1168
ko:K00426	eum:ECUMN_1169
ko:K03704	eum:ECUMN_1171
ko:K03704	eum:ECUMN_1172
ko:K07647	eum:ECUMN_1175
ko:K07772	eum:ECUMN_1177
ko:K03532	eum:ECUMN_1178
ko:K07811	eum:ECUMN_1179
ko:K08320	eum:ECUMN_2048
ko:K03169	eum:ECUMN_2050
ko:K01008	eum:ECUMN_2051
ko:K04773	eum:ECUMN_2055
ko:K08369	eum:ECUMN_2058
ko:K03098	eum:ECUMN_1407
ko:K11606	eum:ECUMN_1438
ko:K11605	eum:ECUMN_1439
ko:K11604	eum:ECUMN_1441
ko:K09773	eum:ECUMN_1994
ko:K01626	eum:ECUMN_1995
ko:K06074	eum:ECUMN_2000
ko:K00432	eum:ECUMN_2001
ko:K06073	eum:ECUMN_2002
ko:K01633	eum:ECUMN_3541
ko:K08591	eum:ECUMN_3542
ko:K03780	eum:ECUMN_3545
ko:K01409	eum:ECUMN_3547
ko:K02970	eum:ECUMN_3548
ko:K02316	eum:ECUMN_3550
ko:K03086	eum:ECUMN_3551
ko:K03776	eum:ECUMN_3555
ko:K06878	eum:ECUMN_3557
ko:K11391	eum:ECUMN_3567
ko:K07043	eum:ECUMN_3568
ko:K07862	eum:ECUMN_3573
ko:K01685	eum:ECUMN_3575
ko:K01812	eum:ECUMN_3576
ko:K08191	eum:ECUMN_3577
ko:K07393	eum:ECUMN_3586
ko:K03833	eum:ECUMN_4105
ko:K01042	eum:ECUMN_4106
ko:K05541	eum:ECUMN_2473
ko:K01489	eum:ECUMN_2476
ko:K03748	eum:ECUMN_2477
ko:K10541	eum:ECUMN_2481
ko:K10542	eum:ECUMN_2482
ko:K10540	eum:ECUMN_2483
ko:K02529	eum:ECUMN_2484
ko:K07148	eum:ECUMN_2486
ko:K01495	eum:ECUMN_2487
ko:K06445	eum:ECUMN_0242
ko:K03271	eum:ECUMN_0243
ko:K02400	eum:ECUMN_0250
ko:K02401	eum:ECUMN_0251
ko:K02421	eum:ECUMN_0252
ko:K02420	eum:ECUMN_0253
ko:K02419	eum:ECUMN_0254
ko:K02417	eum:ECUMN_0255
ko:K02416	eum:ECUMN_0256
ko:K02408	eum:ECUMN_0258
ko:K02409	eum:ECUMN_0259
ko:K02410	eum:ECUMN_0260
ko:K02411	eum:ECUMN_0261
ko:K02412	eum:ECUMN_0262
ko:K07657	eum:ECUMN_0436
ko:K07636	eum:ECUMN_0437
ko:K03311	eum:ECUMN_0438
ko:K07568	eum:ECUMN_0443
ko:K00773	eum:ECUMN_0444
ko:K03210	eum:ECUMN_0445
ko:K03072	eum:ECUMN_0446
ko:K03074	eum:ECUMN_0447
ko:K05517	eum:ECUMN_0449
ko:K07738	eum:ECUMN_0451
ko:K00794	eum:ECUMN_0453
ko:K03625	eum:ECUMN_0454
ko:K00946	eum:ECUMN_0455
ko:K01095	eum:ECUMN_0456
ko:K01662	eum:ECUMN_0459
ko:K00795	eum:ECUMN_0460
ko:K03602	eum:ECUMN_0461
ko:K03151	eum:ECUMN_0462
ko:K03152	eum:ECUMN_0463
ko:K00077	eum:ECUMN_0464
ko:K09767	eum:ECUMN_0465
ko:K02300	eum:ECUMN_0468
ko:K02299	eum:ECUMN_0469
ko:K02298	eum:ECUMN_0470
ko:K02297	eum:ECUMN_0471
ko:K08218	eum:ECUMN_0472
ko:K07286	eum:ECUMN_0473
ko:K05527	eum:ECUMN_0474
ko:K03545	eum:ECUMN_0476
ko:K03544	eum:ECUMN_0478
ko:K01338	eum:ECUMN_0479
ko:K03530	eum:ECUMN_0480
ko:K03770	eum:ECUMN_0481
ko:K06920	eum:ECUMN_0484
ko:K00558	eum:ECUMN_2253
ko:K06950	eum:ECUMN_2254
ko:K05523	eum:ECUMN_2258
ko:K05964	eum:ECUMN_0707
ko:K01643	eum:ECUMN_0708
ko:K01644	eum:ECUMN_0709
ko:K01646	eum:ECUMN_0710
ko:K01910	eum:ECUMN_0711
ko:K07700	eum:ECUMN_0712
ko:K07702	eum:ECUMN_0713
ko:K03326	eum:ECUMN_0714
ko:K03704	eum:ECUMN_0716
ko:K06199	eum:ECUMN_0717
ko:K03644	eum:ECUMN_0720
ko:K03801	eum:ECUMN_0723
ko:K09158	eum:ECUMN_0724
ko:K07258	eum:ECUMN_0725
ko:K03642	eum:ECUMN_0727
ko:K05837	eum:ECUMN_0728
ko:K05515	eum:ECUMN_0729
ko:K00783	eum:ECUMN_0730
ko:K09710	eum:ECUMN_0731
ko:K00969	eum:ECUMN_0733
ko:K02340	eum:ECUMN_0734
ko:K03643	eum:ECUMN_0735
ko:K01869	eum:ECUMN_0736
ko:K04045	eum:ECUMN_0744
ko:K10004	eum:ECUMN_0746
ko:K10002	eum:ECUMN_0747
ko:K00867	eum:ECUMN_4500
ko:K02358	eum:ECUMN_4502
ko:K03073	eum:ECUMN_4503
ko:K02601	eum:ECUMN_4504
ko:K02867	eum:ECUMN_4505
ko:K02863	eum:ECUMN_4506
ko:K02864	eum:ECUMN_4507
ko:K02935	eum:ECUMN_4508
ko:K03043	eum:ECUMN_4509
ko:K03046	eum:ECUMN_4510
ko:K08296	eum:ECUMN_2679
ko:K06076	eum:ECUMN_2684
ko:K04754	eum:ECUMN_2686
ko:K00847	eum:ECUMN_2691
ko:K01753	eum:ECUMN_2695
ko:K07690	eum:ECUMN_2698
ko:K07088	eum:ECUMN_2701
ko:K01577	eum:ECUMN_2702
ko:K00688	eum:ECUMN_3892
ko:K00975	eum:ECUMN_3894
ko:K02438	eum:ECUMN_3895
ko:K00700	eum:ECUMN_3896
ko:K00133	eum:ECUMN_3897
ko:K00851	eum:ECUMN_3900
ko:K06145	eum:ECUMN_3901
ko:K06911	eum:ECUMN_3902
ko:K03825	eum:ECUMN_3905
ko:K00681	eum:ECUMN_3909
ko:K07269	eum:ECUMN_4741
ko:K03773	eum:ECUMN_4742
ko:K07322	eum:ECUMN_4746
ko:K07109	eum:ECUMN_4752
ko:K07278	eum:ECUMN_4756
ko:K09800	eum:ECUMN_4757
ko:K01507	eum:ECUMN_4759
ko:K03841	eum:ECUMN_4765
ko:K02558	eum:ECUMN_4766
ko:K09889	eum:ECUMN_4767
ko:K02798	eum:ECUMN_4110
ko:K02799	eum:ECUMN_4110
ko:K02800	eum:ECUMN_4110
ko:K00009	eum:ECUMN_4111
ko:K02562	eum:ECUMN_4112
ko:K00427	eum:ECUMN_4118
ko:K00101	eum:ECUMN_4120
ko:K03216	eum:ECUMN_4121
ko:K00640	eum:ECUMN_4124
ko:K00057	eum:ECUMN_4125
ko:K03071	eum:ECUMN_4126
ko:K03676	eum:ECUMN_4127
ko:K09798	eum:ECUMN_4131
ko:K01154	eum:ECUMN_4957
ko:K03427	eum:ECUMN_4958
ko:K01153	eum:ECUMN_4959
ko:K00151	eum:ECUMN_4974
ko:K01151	eum:ECUMN_2495
ko:K02769	eum:ECUMN_2503
ko:K02770	eum:ECUMN_2503
ko:K00882	eum:ECUMN_2504
ko:K02768	eum:ECUMN_2505
ko:K11183	eum:ECUMN_2505
ko:K03291	eum:ECUMN_2506
ko:K02356	eum:ECUMN_2508
ko:K07552	eum:ECUMN_2519
ko:K02897	eum:ECUMN_2522
ko:K01639	eum:ECUMN_3385
ko:K08191	eum:ECUMN_1006
ko:K00656	eum:ECUMN_1011
ko:K04069	eum:ECUMN_1012
ko:K03750	eum:ECUMN_1015
ko:K05800	eum:ECUMN_0487
ko:K02846	eum:ECUMN_1233
ko:K01465	eum:ECUMN_1236
ko:K03675	eum:ECUMN_1238
ko:K08162	eum:ECUMN_1239
ko:K03790	eum:ECUMN_1240
ko:K09915	eum:ECUMN_1241
ko:K02355	eum:ECUMN_3800
ko:K02992	eum:ECUMN_3801
ko:K02950	eum:ECUMN_3802
ko:K05774	eum:ECUMN_4626
ko:K06162	eum:ECUMN_4627
ko:K05780	eum:ECUMN_4628
ko:K05781	eum:ECUMN_4629
ko:K09933	eum:ECUMN_2266
ko:K03194	eum:ECUMN_2284
ko:K03199	eum:ECUMN_2286
ko:K03200	eum:ECUMN_2287
ko:K03203	eum:ECUMN_2292
ko:K03204	eum:ECUMN_2293
ko:K03195	eum:ECUMN_2294
ko:K03196	eum:ECUMN_2295
ko:K06997	eum:ECUMN_3303
ko:K02221	eum:ECUMN_3304
ko:K09131	eum:ECUMN_3305
ko:K06901	eum:ECUMN_4191
ko:K01486	eum:ECUMN_4192
ko:K07784	eum:ECUMN_4195
ko:K07783	eum:ECUMN_4196
ko:K07686	eum:ECUMN_4198
ko:K01653	eum:ECUMN_4201
ko:K01652	eum:ECUMN_4202
ko:K06871	eum:ECUMN_4206
ko:K00389	eum:ECUMN_4208
ko:K02749	eum:ECUMN_4214
ko:K02750	eum:ECUMN_4214
ko:K07085	eum:ECUMN_4216
ko:K04081	eum:ECUMN_4217
ko:K04080	eum:ECUMN_4218
ko:K00883	eum:ECUMN_4225
ko:K02470	eum:ECUMN_4230
ko:K03629	eum:ECUMN_4231
ko:K02338	eum:ECUMN_4232
ko:K02313	eum:ECUMN_4233
ko:K02914	eum:ECUMN_4234
ko:K03536	eum:ECUMN_4235
ko:K08998	eum:ECUMN_4236
ko:K02622	eum:ECUMN_3515
ko:K07000	eum:ECUMN_3516
ko:K03651	eum:ECUMN_3517
ko:K09920	eum:ECUMN_3518
ko:K03673	eum:ECUMN_3524
ko:K03611	eum:ECUMN_3525
ko:K07238	eum:ECUMN_3527
ko:K02858	eum:ECUMN_3529
ko:K00982	eum:ECUMN_3535
ko:K08323	eum:ECUMN_1866
ko:K09771	eum:ECUMN_1867
ko:K07312	eum:ECUMN_1875
ko:K03281	eum:ECUMN_1877
ko:K01935	eum:ECUMN_1878
ko:K08224	eum:ECUMN_1881
ko:K01673	eum:ECUMN_0382
ko:K01725	eum:ECUMN_0383
ko:K03449	eum:ECUMN_0384
ko:K04073	eum:ECUMN_0394
ko:K01666	eum:ECUMN_0395
ko:K09912	eum:ECUMN_0397
ko:K03414	eum:ECUMN_2178
ko:K03413	eum:ECUMN_2179
ko:K03412	eum:ECUMN_2180
ko:K03408	eum:ECUMN_2184
ko:K03407	eum:ECUMN_2185
ko:K02557	eum:ECUMN_2186
ko:K02556	eum:ECUMN_2187
ko:K02402	eum:ECUMN_2188
ko:K02403	eum:ECUMN_2189
ko:K00697	eum:ECUMN_2191
ko:K04032	eum:ECUMN_2771
ko:K04029	eum:ECUMN_2773
ko:K04031	eum:ECUMN_2774
ko:K06911	eum:ECUMN_3592
ko:K01752	eum:ECUMN_3596
ko:K00656	eum:ECUMN_3598
ko:K01754	eum:ECUMN_3601
ko:K00865	eum:ECUMN_3606
ko:K02745	eum:ECUMN_3615
ko:K02746	eum:ECUMN_3616
ko:K02747	eum:ECUMN_3617
ko:K02744	eum:ECUMN_3618
ko:K02079	eum:ECUMN_3619
ko:K02082	eum:ECUMN_3620
ko:K08302	eum:ECUMN_3621
ko:K07056	eum:ECUMN_3626
ko:K07121	eum:ECUMN_3627
ko:K07460	eum:ECUMN_3628
ko:K07089	eum:ECUMN_3631
ko:K03476	eum:ECUMN_4725
ko:K03475	eum:ECUMN_4726
ko:K02822	eum:ECUMN_4727
ko:K02821	eum:ECUMN_4728
ko:K02990	eum:ECUMN_4733
ko:K02686	eum:ECUMN_4734
ko:K02963	eum:ECUMN_4735
ko:K02939	eum:ECUMN_4736
ko:K00997	eum:ECUMN_2884
ko:K03474	eum:ECUMN_2885
ko:K03584	eum:ECUMN_2886
ko:K03595	eum:ECUMN_2887
ko:K03685	eum:ECUMN_2888
ko:K03100	eum:ECUMN_2890
ko:K03596	eum:ECUMN_2891
ko:K03803	eum:ECUMN_2892
ko:K03598	eum:ECUMN_2893
ko:K03597	eum:ECUMN_2894
ko:K03088	eum:ECUMN_2895
ko:K05590	eum:ECUMN_2899
ko:K11249	eum:ECUMN_2903
ko:K06866	eum:ECUMN_2904
ko:K03648	eum:ECUMN_2905
ko:K03214	eum:ECUMN_2906
ko:K03672	eum:ECUMN_2908
ko:K09181	eum:ECUMN_2910
ko:K00998	eum:ECUMN_2911
ko:K05811	eum:ECUMN_2912
ko:K03761	eum:ECUMN_2913
ko:K03695	eum:ECUMN_2919
ko:K05810	eum:ECUMN_2920
ko:K04029	eum:ECUMN_2352
ko:K09802	eum:ECUMN_2353
ko:K07258	eum:ECUMN_2356
ko:K01141	eum:ECUMN_2357
ko:K00765	eum:ECUMN_2361
ko:K00013	eum:ECUMN_2362
ko:K00817	eum:ECUMN_2363
ko:K02501	eum:ECUMN_2365
ko:K01814	eum:ECUMN_2366
ko:K03581	eum:ECUMN_3146
ko:K03582	eum:ECUMN_3147
ko:K01407	eum:ECUMN_3148
ko:K03583	eum:ECUMN_3149
ko:K02680	eum:ECUMN_3152
ko:K02679	eum:ECUMN_3153
ko:K00560	eum:ECUMN_3154
ko:K08484	eum:ECUMN_3156
ko:K08311	eum:ECUMN_3157
ko:K03573	eum:ECUMN_3158
ko:K08227	eum:ECUMN_3162
ko:K02529	eum:ECUMN_3165
ko:K01586	eum:ECUMN_3166
ko:K01815	eum:ECUMN_3171
ko:K00626	eum:ECUMN_3172
ko:K06205	eum:ECUMN_4272
ko:K03718	eum:ECUMN_4273
ko:K01914	eum:ECUMN_4274
ko:K03924	eum:ECUMN_4276
ko:K03549	eum:ECUMN_4277
ko:K06726	eum:ECUMN_4278
ko:K10441	eum:ECUMN_4279
ko:K10440	eum:ECUMN_4280
ko:K10439	eum:ECUMN_4281
ko:K00852	eum:ECUMN_4282
ko:K02529	eum:ECUMN_4283
ko:K09897	eum:ECUMN_4292
ko:K07391	eum:ECUMN_4293
ko:K03304	eum:ECUMN_1677
ko:K05782	eum:ECUMN_1680
ko:K08303	eum:ECUMN_1683
ko:K09936	eum:ECUMN_1696
ko:K03823	eum:ECUMN_1697
ko:K07119	eum:ECUMN_1698
ko:K02014	eum:ECUMN_1700
ko:K00325	eum:ECUMN_1890
ko:K00324	eum:ECUMN_1891
ko:K03758	eum:ECUMN_1893
ko:K07661	eum:ECUMN_1897
ko:K07639	eum:ECUMN_1898
ko:K10748	eum:ECUMN_1899
ko:K01679	eum:ECUMN_1900
ko:K01676	eum:ECUMN_1901
ko:K01809	eum:ECUMN_1902
ko:K01195	eum:ECUMN_1906
ko:K03617	eum:ECUMN_1918
ko:K03616	eum:ECUMN_1919
ko:K03615	eum:ECUMN_1920
ko:K03614	eum:ECUMN_1921
ko:K03612	eum:ECUMN_1922
ko:K03613	eum:ECUMN_1923
ko:K10773	eum:ECUMN_1924
ko:K03305	eum:ECUMN_1925
ko:K00868	eum:ECUMN_1927
ko:K01866	eum:ECUMN_1928
ko:K00275	eum:ECUMN_1929
ko:K09001	eum:ECUMN_1931
ko:K06077	eum:ECUMN_1932
ko:K04565	eum:ECUMN_1937
ko:K07458	eum:ECUMN_2252
ko:K00919	eum:ECUMN_1505
ko:K02494	eum:ECUMN_1506
ko:K02492	eum:ECUMN_1507
ko:K03703	eum:ECUMN_2205
ko:K07689	eum:ECUMN_2206
ko:K10010	eum:ECUMN_2209
ko:K10009	eum:ECUMN_2210
ko:K05396	eum:ECUMN_2211
ko:K02424	eum:ECUMN_2212
ko:K02425	eum:ECUMN_2213
ko:K02405	eum:ECUMN_2214
ko:K02406	eum:ECUMN_2215
ko:K02407	eum:ECUMN_2216
ko:K02422	eum:ECUMN_2217
ko:K07112	eum:ECUMN_2221
ko:K03829	eum:ECUMN_2224
ko:K02408	eum:ECUMN_2229
ko:K02409	eum:ECUMN_2230
ko:K02410	eum:ECUMN_2231
ko:K02411	eum:ECUMN_2232
ko:K02412	eum:ECUMN_2233
ko:K02413	eum:ECUMN_2234
ko:K02415	eum:ECUMN_2236
ko:K02416	eum:ECUMN_2237
ko:K02417	eum:ECUMN_2238
ko:K02418	eum:ECUMN_2239
ko:K02419	eum:ECUMN_2240
ko:K02420	eum:ECUMN_2241
ko:K02421	eum:ECUMN_2242
ko:K07026	eum:ECUMN_2246
ko:K09781	eum:ECUMN_2250
ko:K07461	eum:ECUMN_3635
ko:K03824	eum:ECUMN_3636
ko:K11069	eum:ECUMN_1301
ko:K11070	eum:ECUMN_1302
ko:K03305	eum:ECUMN_0787
ko:K07160	eum:ECUMN_0791
ko:K05522	eum:ECUMN_0792
ko:K07120	eum:ECUMN_0793
ko:K01647	eum:ECUMN_0798
ko:K00241	eum:ECUMN_0799
ko:K00242	eum:ECUMN_0800
ko:K00239	eum:ECUMN_0801
ko:K00240	eum:ECUMN_0802
ko:K00164	eum:ECUMN_0803
ko:K00658	eum:ECUMN_0804
ko:K01903	eum:ECUMN_0805
ko:K01902	eum:ECUMN_0806
ko:K01695	eum:ECUMN_1559
ko:K01696	eum:ECUMN_1560
ko:K01657	eum:ECUMN_1563
ko:K07053	eum:ECUMN_1564
ko:K06178	eum:ECUMN_1567
ko:K03168	eum:ECUMN_1573
ko:K01681	eum:ECUMN_1578
ko:K01591	eum:ECUMN_1584
ko:K03113	eum:ECUMN_1585
ko:K03548	eum:ECUMN_2806
ko:K10763	eum:ECUMN_2809
ko:K00761	eum:ECUMN_2811
ko:K01933	eum:ECUMN_2813
ko:K11175	eum:ECUMN_2814
ko:K00937	eum:ECUMN_2815
ko:K01951	eum:ECUMN_2823
ko:K00088	eum:ECUMN_2824
ko:K03601	eum:ECUMN_2825
ko:K03977	eum:ECUMN_2831
ko:K01788	eum:ECUMN_3697
ko:K03290	eum:ECUMN_3698
ko:K01639	eum:ECUMN_3699
ko:K03326	eum:ECUMN_3701
ko:K03600	eum:ECUMN_3702
ko:K03599	eum:ECUMN_3703
ko:K02996	eum:ECUMN_3704
ko:K02871	eum:ECUMN_3705
ko:K06916	eum:ECUMN_3706
ko:K09908	eum:ECUMN_3707
ko:K03402	eum:ECUMN_3711
ko:K03623	eum:ECUMN_3713
ko:K02168	eum:ECUMN_4848
ko:K01223	eum:ECUMN_3038
ko:K08315	eum:ECUMN_3039
ko:K04651	eum:ECUMN_3049
ko:K00984	eum:ECUMN_4816
ko:K07240	eum:ECUMN_4818
ko:K02849	eum:ECUMN_4146
ko:K02527	eum:ECUMN_4147
ko:K00954	eum:ECUMN_4148
ko:K10563	eum:ECUMN_4149
ko:K02913	eum:ECUMN_4150
ko:K02902	eum:ECUMN_4151
ko:K03630	eum:ECUMN_4153
ko:K01520	eum:ECUMN_4155
ko:K05501	eum:ECUMN_4156
ko:K00762	eum:ECUMN_4157
ko:K00989	eum:ECUMN_4158
ko:K01972	eum:ECUMN_4162
ko:K00942	eum:ECUMN_4164
ko:K03060	eum:ECUMN_4165
ko:K00556	eum:ECUMN_4167
ko:K03655	eum:ECUMN_4168
ko:K03312	eum:ECUMN_4169
ko:K03291	eum:ECUMN_4176
ko:K02073	eum:ECUMN_4179
ko:K04485	eum:ECUMN_5013
ko:K00340	eum:ECUMN_2618
ko:K00339	eum:ECUMN_2619
ko:K00338	eum:ECUMN_2620
ko:K00337	eum:ECUMN_2621
ko:K00336	eum:ECUMN_2622
ko:K00335	eum:ECUMN_2623
ko:K00334	eum:ECUMN_2624
ko:K09689	eum:ECUMN_3431
ko:K09688	eum:ECUMN_3434
ko:K02461	eum:ECUMN_3436
ko:K02460	eum:ECUMN_3437
ko:K02459	eum:ECUMN_3438
ko:K02457	eum:ECUMN_3440
ko:K02456	eum:ECUMN_3441
ko:K02454	eum:ECUMN_3443
ko:K02453	eum:ECUMN_3444
ko:K02452	eum:ECUMN_3445
ko:K01638	eum:ECUMN_3451
ko:K11473	eum:ECUMN_3453
ko:K11472	eum:ECUMN_3454
ko:K11474	eum:ECUMN_3456
ko:K06188	eum:ECUMN_1070
ko:K09824	eum:ECUMN_1072
ko:K03704	eum:ECUMN_1075
ko:K06891	eum:ECUMN_1076
ko:K07154	eum:ECUMN_1776
ko:K11216	eum:ECUMN_1779
ko:K11531	eum:ECUMN_1780
ko:K10558	eum:ECUMN_1781
ko:K10556	eum:ECUMN_1782
ko:K10557	eum:ECUMN_1783
ko:K10555	eum:ECUMN_1784
ko:K08321	eum:ECUMN_1785
ko:K11530	eum:ECUMN_1786
ko:K00598	eum:ECUMN_1787
ko:K08994	eum:ECUMN_1788
ko:K00041	eum:ECUMN_1789
ko:K01425	eum:ECUMN_1792
ko:K08159	eum:ECUMN_1796
ko:K01284	eum:ECUMN_1805
ko:K10680	eum:ECUMN_1940
ko:K03683	eum:ECUMN_1942
ko:K03724	eum:ECUMN_1943
ko:K07390	eum:ECUMN_1944
ko:K04564	eum:ECUMN_1946
ko:K00574	eum:ECUMN_1951
ko:K00793	eum:ECUMN_1952
ko:K03327	eum:ECUMN_1953
ko:K08354	eum:ECUMN_1959
ko:K00873	eum:ECUMN_1965
ko:K06078	eum:ECUMN_1966
ko:K02426	eum:ECUMN_1968
ko:K09015	eum:ECUMN_1970
ko:K09013	eum:ECUMN_1971
ko:K09014	eum:ECUMN_1972
ko:K04062	eum:ECUMN_1586
ko:K00208	eum:ECUMN_1592
ko:K09472	eum:ECUMN_1606
ko:K09471	eum:ECUMN_1607
ko:K03974	eum:ECUMN_1609
ko:K03969	eum:ECUMN_1611
ko:K04744	eum:ECUMN_0056
ko:K05801	eum:ECUMN_0057
ko:K06177	eum:ECUMN_0059
ko:K03580	eum:ECUMN_0060
ko:K02336	eum:ECUMN_0061
ko:K01804	eum:ECUMN_0063
ko:K02063	eum:ECUMN_0068
ko:K02064	eum:ECUMN_0069
ko:K01704	eum:ECUMN_0073
ko:K01703	eum:ECUMN_0074
ko:K00052	eum:ECUMN_0075
ko:K01649	eum:ECUMN_0076
ko:K05798	eum:ECUMN_0077
ko:K03568	eum:ECUMN_3718
ko:K08301	eum:ECUMN_3720
ko:K06287	eum:ECUMN_3721
ko:K03571	eum:ECUMN_3722
ko:K03570	eum:ECUMN_3723
ko:K03569	eum:ECUMN_3724
ko:K02160	eum:ECUMN_3729
ko:K02687	eum:ECUMN_3733
ko:K03557	eum:ECUMN_3735
ko:K09969	eum:ECUMN_3743
ko:K09970	eum:ECUMN_3744
ko:K09971	eum:ECUMN_3745
ko:K09972	eum:ECUMN_3746
ko:K10111	eum:ECUMN_4569
ko:K05775	eum:ECUMN_4571
ko:K03181	eum:ECUMN_4573
ko:K03179	eum:ECUMN_4574
ko:K00631	eum:ECUMN_4575
ko:K00901	eum:ECUMN_4576
ko:K01356	eum:ECUMN_4578
ko:K03327	eum:ECUMN_4579
ko:K09823	eum:ECUMN_4581
ko:K05539	eum:ECUMN_4583
ko:K02314	eum:ECUMN_4586
ko:K04652	eum:ECUMN_3050
ko:K04653	eum:ECUMN_3051
ko:K04654	eum:ECUMN_3052
ko:K04655	eum:ECUMN_3053
ko:K03555	eum:ECUMN_3057
ko:K03186	eum:ECUMN_3062
ko:K06194	eum:ECUMN_3065
ko:K06221	eum:ECUMN_0336
ko:K03980	eum:ECUMN_1243
ko:K02399	eum:ECUMN_1244
ko:K02398	eum:ECUMN_1245
ko:K02386	eum:ECUMN_1246
ko:K02387	eum:ECUMN_1247
ko:K02388	eum:ECUMN_1248
ko:K02389	eum:ECUMN_1249
ko:K02390	eum:ECUMN_1250
ko:K02391	eum:ECUMN_1251
ko:K02392	eum:ECUMN_1252
ko:K02393	eum:ECUMN_1253
ko:K02394	eum:ECUMN_1254
ko:K02395	eum:ECUMN_1255
ko:K02396	eum:ECUMN_1256
ko:K02397	eum:ECUMN_1257
ko:K08300	eum:ECUMN_1260
ko:K06179	eum:ECUMN_1261
ko:K07040	eum:ECUMN_1263
ko:K02911	eum:ECUMN_1264
ko:K03621	eum:ECUMN_1265
ko:K00648	eum:ECUMN_1266
ko:K00645	eum:ECUMN_1267
ko:K00059	eum:ECUMN_1268
ko:K02078	eum:ECUMN_1269
ko:K09458	eum:ECUMN_1270
ko:K02619	eum:ECUMN_1273
ko:K07082	eum:ECUMN_1274
ko:K00943	eum:ECUMN_1275
ko:K02341	eum:ECUMN_1276
ko:K03424	eum:ECUMN_1277
ko:K10003	eum:ECUMN_0748
ko:K10001	eum:ECUMN_0749
ko:K03820	eum:ECUMN_0750
ko:K06189	eum:ECUMN_0751
ko:K07042	eum:ECUMN_0752
ko:K06217	eum:ECUMN_0753
