ko:K02030	rsl:RPSI07_mp0136
ko:K01807	rsl:RPSI07_2145
ko:K12410	rsl:RPSI07_2147
ko:K03218	rsl:RPSI07_2148
ko:K12573	rsl:RPSI07_2149
ko:K07101	rsl:RPSI07_2150
ko:K01939	rsl:RPSI07_2151
ko:K02502	rsl:RPSI07_2152
ko:K09937	rsl:RPSI07_2153
ko:K04087	rsl:RPSI07_2154
ko:K04088	rsl:RPSI07_2155
ko:K03665	rsl:RPSI07_2156
ko:K03666	rsl:RPSI07_2157
ko:K03977	rsl:RPSI07_2158
ko:K01892	rsl:RPSI07_2161
ko:K02656	rsl:RPSI07_2164
ko:K06941	rsl:RPSI07_2165
ko:K00640	rsl:RPSI07_2215
ko:K01951	rsl:RPSI07_2219
ko:K03555	rsl:RPSI07_2224
ko:K03775	rsl:RPSI07_2226
ko:K02686	rsl:RPSI07_2059
ko:K07287	rsl:RPSI07_2230
ko:K01714	rsl:RPSI07_2231
ko:K01867	rsl:RPSI07_2233
ko:K07053	rsl:RPSI07_2236
ko:K00384	rsl:RPSI07_2237
ko:K04083	rsl:RPSI07_2244
ko:K05589	rsl:RPSI07_2246
ko:K01689	rsl:RPSI07_2247
ko:K01627	rsl:RPSI07_2249
ko:K01937	rsl:RPSI07_2250
ko:K07395	rsl:RPSI07_2252
ko:K03269	rsl:RPSI07_2214
ko:K02967	rsl:RPSI07_1958
ko:K01265	rsl:RPSI07_1959
ko:K00990	rsl:RPSI07_1960
ko:K06182	rsl:RPSI07_1961
ko:K01462	rsl:RPSI07_1963
ko:K01972	rsl:RPSI07_1964
ko:K03529	rsl:RPSI07_1966
ko:K07320	rsl:RPSI07_1975
ko:K01356	rsl:RPSI07_2063
ko:K05539	rsl:RPSI07_2067
ko:K06207	rsl:RPSI07_2069
ko:K03543	rsl:RPSI07_2072
ko:K03446	rsl:RPSI07_2073
ko:K02834	rsl:RPSI07_2075
ko:K02519	rsl:RPSI07_2076
ko:K02600	rsl:RPSI07_2077
ko:K09748	rsl:RPSI07_2078
ko:K06178	rsl:RPSI07_2079
ko:K06024	rsl:RPSI07_2080
ko:K09792	rsl:RPSI07_2081
ko:K09926	rsl:RPSI07_2084
ko:K00406	rsl:RPSI07_2086
ko:K00407	rsl:RPSI07_2087
ko:K00405	rsl:RPSI07_2088
ko:K00404	rsl:RPSI07_2089
ko:K00128	rsl:RPSI07_1122
ko:K01740	rsl:RPSI07_1651
ko:K01736	rsl:RPSI07_1655
ko:K00311	rsl:RPSI07_1656
ko:K01028	rsl:RPSI07_1659
ko:K01029	rsl:RPSI07_1660
ko:K00019	rsl:RPSI07_1661
ko:K01868	rsl:RPSI07_1665
ko:K02520	rsl:RPSI07_1666
ko:K02916	rsl:RPSI07_1667
ko:K02887	rsl:RPSI07_1668
ko:K01889	rsl:RPSI07_1669
ko:K01890	rsl:RPSI07_1670
ko:K04764	rsl:RPSI07_1671
ko:K01999	rsl:RPSI07_1791
ko:K01997	rsl:RPSI07_1792
ko:K01998	rsl:RPSI07_1793
ko:K01995	rsl:RPSI07_1794
ko:K01996	rsl:RPSI07_1795
ko:K07516	rsl:RPSI07_1802
ko:K08281	rsl:RPSI07_1803
ko:K07107	rsl:RPSI07_1816
ko:K06980	rsl:RPSI07_1821
ko:K07082	rsl:RPSI07_1822
ko:K00943	rsl:RPSI07_1823
ko:K02341	rsl:RPSI07_1824
ko:K02676	rsl:RPSI07_1825
ko:K03424	rsl:RPSI07_1826
ko:K02053	rsl:RPSI07_1831
ko:K02053	rsl:RPSI07_1832
ko:K00161	rsl:RPSI07_1837
ko:K00162	rsl:RPSI07_1838
ko:K00627	rsl:RPSI07_1839
ko:K03464	rsl:RPSI07_1889
ko:K05805	rsl:RPSI07_1898
ko:K07402	rsl:RPSI07_1906
ko:K07507	rsl:RPSI07_1908
ko:K06938	rsl:RPSI07_1912
ko:K01737	rsl:RPSI07_1919
ko:K07154	rsl:RPSI07_1922
ko:K07396	rsl:RPSI07_1925
ko:K01975	rsl:RPSI07_1926
ko:K00448	rsl:RPSI07_1927
ko:K00449	rsl:RPSI07_1928
ko:K01951	rsl:RPSI07_1930
ko:K01695	rsl:RPSI07_1448
ko:K01963	rsl:RPSI07_1449
ko:K11754	rsl:RPSI07_1450
ko:K03749	rsl:RPSI07_1451
ko:K03558	rsl:RPSI07_1452
ko:K00764	rsl:RPSI07_1453
ko:K09694	rsl:RPSI07_1454
ko:K09695	rsl:RPSI07_1455
ko:K04062	rsl:RPSI07_1456
ko:K01696	rsl:RPSI07_1446
ko:K05979	rsl:RPSI07_2092
ko:K06916	rsl:RPSI07_2093
ko:K00382	rsl:RPSI07_2094
ko:K00658	rsl:RPSI07_2095
ko:K00164	rsl:RPSI07_2096
ko:K01126	rsl:RPSI07_2097
ko:K05813	rsl:RPSI07_2101
ko:K00940	rsl:RPSI07_2166
ko:K03215	rsl:RPSI07_2168
ko:K06194	rsl:RPSI07_2171
ko:K00573	rsl:RPSI07_2172
ko:K03787	rsl:RPSI07_2173
ko:K10680	rsl:RPSI07_2175
ko:K06187	rsl:RPSI07_2183
ko:K09747	rsl:RPSI07_2185
ko:K02343	rsl:RPSI07_2186
ko:K03671	rsl:RPSI07_2189
ko:K03628	rsl:RPSI07_2190
ko:K09808	rsl:RPSI07_2259
ko:K07462	rsl:RPSI07_2261
ko:K03424	rsl:RPSI07_2257
ko:K03703	rsl:RPSI07_2321
ko:K02356	rsl:RPSI07_2323
ko:K01207	rsl:RPSI07_2324
ko:K00997	rsl:RPSI07_2325
ko:K03474	rsl:RPSI07_2326
ko:K03584	rsl:RPSI07_2327
ko:K03595	rsl:RPSI07_2328
ko:K03685	rsl:RPSI07_2329
ko:K03100	rsl:RPSI07_2331
ko:K03596	rsl:RPSI07_2332
ko:K03598	rsl:RPSI07_2335
ko:K03597	rsl:RPSI07_2336
ko:K03088	rsl:RPSI07_2337
ko:K09458	rsl:RPSI07_2339
ko:K02078	rsl:RPSI07_2340
ko:K00645	rsl:RPSI07_2342
ko:K00648	rsl:RPSI07_2343
ko:K03621	rsl:RPSI07_2344
ko:K02911	rsl:RPSI07_2346
ko:K07040	rsl:RPSI07_2347
ko:K06287	rsl:RPSI07_2348
ko:K07056	rsl:RPSI07_2349
ko:K04773	rsl:RPSI07_2350
ko:K01091	rsl:RPSI07_2352
ko:K08300	rsl:RPSI07_2354
ko:K03639	rsl:RPSI07_2355
ko:K03752	rsl:RPSI07_2356
ko:K03750	rsl:RPSI07_2357
ko:K09760	rsl:RPSI07_2359
ko:K00782	rsl:RPSI07_2362
ko:K00763	rsl:RPSI07_2363
ko:K02836	rsl:RPSI07_2365
ko:K04567	rsl:RPSI07_2367
ko:K02116	rsl:RPSI07_0120
ko:K02653	rsl:RPSI07_0681
ko:K03406	rsl:RPSI07_0708
ko:K02665	rsl:RPSI07_0526
ko:K02067	rsl:RPSI07_0538
ko:K01692	rsl:RPSI07_0632
ko:K00856	rsl:RPSI07_0718
ko:K03743	rsl:RPSI07_0739
ko:K01872	rsl:RPSI07_2546
ko:K08983	rsl:RPSI07_2548
ko:K01886	rsl:RPSI07_2551
ko:K05838	rsl:RPSI07_2563
ko:K07396	rsl:RPSI07_2564
ko:K03782	rsl:RPSI07_2566
ko:K07290	rsl:RPSI07_2568
ko:K01207	rsl:RPSI07_2572
ko:K00275	rsl:RPSI07_2573
ko:K00574	rsl:RPSI07_2574
ko:K01556	rsl:RPSI07_2581
ko:K00453	rsl:RPSI07_2582
ko:K00252	rsl:RPSI07_2584
ko:K06901	rsl:RPSI07_2585
ko:K01706	rsl:RPSI07_2312
ko:K08191	rsl:RPSI07_2311
ko:K04755	rsl:RPSI07_2370
ko:K04044	rsl:RPSI07_2371
ko:K04082	rsl:RPSI07_2372
ko:K04487	rsl:RPSI07_2376
ko:K13643	rsl:RPSI07_2377
ko:K10441	rsl:RPSI07_2379
ko:K02529	rsl:RPSI07_2381
ko:K03702	rsl:RPSI07_2384
ko:K00832	rsl:RPSI07_2385
ko:K10773	rsl:RPSI07_2389
ko:K09019	rsl:RPSI07_2390
ko:K09989	rsl:RPSI07_2398
ko:K13891	rsl:RPSI07_1985
ko:K13890	rsl:RPSI07_1986
ko:K13889	rsl:RPSI07_1987
ko:K13892	rsl:RPSI07_1988
ko:K13051	rsl:RPSI07_1989
ko:K06158	rsl:RPSI07_1991
ko:K03611	rsl:RPSI07_1994
ko:K04485	rsl:RPSI07_1995
ko:K01775	rsl:RPSI07_1996
ko:K03789	rsl:RPSI07_1999
ko:K01638	rsl:RPSI07_2003
ko:K01637	rsl:RPSI07_2008
ko:K02553	rsl:RPSI07_2012
ko:K01652	rsl:RPSI07_2013
ko:K13635	rsl:RPSI07_2019
ko:K02045	rsl:RPSI07_2020
ko:K02047	rsl:RPSI07_2021
ko:K02046	rsl:RPSI07_2022
ko:K07002	rsl:RPSI07_2023
ko:K07712	rsl:RPSI07_2104
ko:K07708	rsl:RPSI07_2105
ko:K03578	rsl:RPSI07_2114
ko:K03337	rsl:RPSI07_2118
ko:K03335	rsl:RPSI07_2119
ko:K03336	rsl:RPSI07_2120
ko:K03338	rsl:RPSI07_2121
ko:K02529	rsl:RPSI07_2125
ko:K04763	rsl:RPSI07_0922
ko:K01297	rsl:RPSI07_1917
ko:K00088	rsl:RPSI07_1932
ko:K00128	rsl:RPSI07_3212
ko:K03406	rsl:RPSI07_0136
ko:K02346	rsl:RPSI07_1677
ko:K01142	rsl:RPSI07_1683
ko:K01414	rsl:RPSI07_1685
ko:K01491	rsl:RPSI07_1686
ko:K00163	rsl:RPSI07_1690
ko:K00627	rsl:RPSI07_1691
ko:K00382	rsl:RPSI07_1693
ko:K07107	rsl:RPSI07_1698
ko:K07262	rsl:RPSI07_1700
ko:K00684	rsl:RPSI07_1708
ko:K03549	rsl:RPSI07_1713
ko:K06959	rsl:RPSI07_1716
ko:K05807	rsl:RPSI07_1720
ko:K06180	rsl:RPSI07_1721
ko:K05810	rsl:RPSI07_1722
ko:K03821	rsl:RPSI07_1724
ko:K08369	rsl:RPSI07_1847
ko:K04786	rsl:RPSI07_1868
ko:K01935	rsl:RPSI07_1879
ko:K00833	rsl:RPSI07_1881
ko:K05783	rsl:RPSI07_1884
ko:K05784	rsl:RPSI07_1885
ko:K05550	rsl:RPSI07_1886
ko:K05549	rsl:RPSI07_1887
ko:K03381	rsl:RPSI07_1888
ko:K09801	rsl:RPSI07_1935
ko:K03664	rsl:RPSI07_1937
ko:K09773	rsl:RPSI07_1941
ko:K03437	rsl:RPSI07_1943
ko:K03470	rsl:RPSI07_1944
ko:K00748	rsl:RPSI07_1945
ko:K00677	rsl:RPSI07_1946
ko:K02372	rsl:RPSI07_1947
ko:K02536	rsl:RPSI07_1948
ko:K06142	rsl:RPSI07_1949
ko:K07277	rsl:RPSI07_1950
ko:K11749	rsl:RPSI07_1951
ko:K00099	rsl:RPSI07_1952
ko:K00981	rsl:RPSI07_1953
ko:K00806	rsl:RPSI07_1954
ko:K02838	rsl:RPSI07_1955
ko:K09903	rsl:RPSI07_1956
ko:K02357	rsl:RPSI07_1957
ko:K04079	rsl:RPSI07_2404
ko:K07001	rsl:RPSI07_2414
ko:K03303	rsl:RPSI07_2415
ko:K07240	rsl:RPSI07_2419
ko:K07240	rsl:RPSI07_2420
ko:K02621	rsl:RPSI07_2421
ko:K02622	rsl:RPSI07_2423
ko:K10001	rsl:RPSI07_2426
ko:K01754	rsl:RPSI07_2435
ko:K10107	rsl:RPSI07_2504
ko:K09688	rsl:RPSI07_2505
ko:K09689	rsl:RPSI07_2506
ko:K01711	rsl:RPSI07_2510
ko:K01991	rsl:RPSI07_2513
ko:K07265	rsl:RPSI07_2516
ko:K01620	rsl:RPSI07_2535
ko:K01821	rsl:RPSI07_2536
ko:K07403	rsl:RPSI07_2540
ko:K00299	rsl:RPSI07_2030
ko:K02048	rsl:RPSI07_2031
ko:K03695	rsl:RPSI07_2032
ko:K07518	rsl:RPSI07_2033
ko:K06199	rsl:RPSI07_2034
ko:K03636	rsl:RPSI07_2036
ko:K03750	rsl:RPSI07_2037
ko:K01733	rsl:RPSI07_2039
ko:K00003	rsl:RPSI07_2040
ko:K05595	rsl:RPSI07_0550
ko:K01496	rsl:RPSI07_0554
ko:K01523	rsl:RPSI07_0555
ko:K02033	rsl:RPSI07_0636
ko:K00882	rsl:RPSI07_0643
ko:K03711	rsl:RPSI07_0763
ko:K02014	rsl:RPSI07_0782
ko:K03442	rsl:RPSI07_0853
ko:K01479	rsl:RPSI07_0872
ko:K06867	rsl:RPSI07_1827
ko:K02452	rsl:RPSI07_0382
ko:K00457	rsl:RPSI07_0384
ko:K11746	rsl:RPSI07_0391
ko:K01295	rsl:RPSI07_0397
ko:K07667	rsl:RPSI07_0401
ko:K02624	rsl:RPSI07_0404
ko:K08195	rsl:RPSI07_0405
ko:K00457	rsl:RPSI07_0406
ko:K07687	rsl:RPSI07_0420
ko:K08224	rsl:RPSI07_0428
ko:K09939	rsl:RPSI07_0430
ko:K03670	rsl:RPSI07_0441
ko:K09941	rsl:RPSI07_0442
ko:K00864	rsl:RPSI07_0444
ko:K00111	rsl:RPSI07_0451
ko:K02444	rsl:RPSI07_0452
ko:K02358	rsl:RPSI07_0456
ko:K03073	rsl:RPSI07_0457
ko:K02601	rsl:RPSI07_0458
ko:K02867	rsl:RPSI07_0459
ko:K02863	rsl:RPSI07_0460
ko:K02864	rsl:RPSI07_0461
ko:K02935	rsl:RPSI07_0462
ko:K03043	rsl:RPSI07_0463
ko:K03046	rsl:RPSI07_0464
ko:K09934	rsl:RPSI07_0466
ko:K06894	rsl:RPSI07_0467
ko:K03654	rsl:RPSI07_0472
ko:K02950	rsl:RPSI07_0473
ko:K02992	rsl:RPSI07_0474
ko:K00432	rsl:RPSI07_0841
ko:K06996	rsl:RPSI07_0844
ko:K11473	rsl:RPSI07_0847
ko:K11472	rsl:RPSI07_0848
ko:K00798	rsl:RPSI07_0852
ko:K07154	rsl:RPSI07_0855
ko:K01626	rsl:RPSI07_0856
ko:K03568	rsl:RPSI07_0857
ko:K00982	rsl:RPSI07_0860
ko:K01438	rsl:RPSI07_0640
ko:K02769	rsl:RPSI07_0642
ko:K02770	rsl:RPSI07_0642
ko:K02899	rsl:RPSI07_0686
ko:K03979	rsl:RPSI07_0687
ko:K00931	rsl:RPSI07_0688
ko:K08311	rsl:RPSI07_0690
ko:K01881	rsl:RPSI07_0691
ko:K00472	rsl:RPSI07_0693
ko:K00760	rsl:RPSI07_0695
ko:K03106	rsl:RPSI07_0696
ko:K06950	rsl:RPSI07_0698
ko:K02668	rsl:RPSI07_0699
ko:K02667	rsl:RPSI07_0700
ko:K00449	rsl:RPSI07_2291
ko:K09958	rsl:RPSI07_2293
ko:K07088	rsl:RPSI07_2296
ko:K08195	rsl:RPSI07_2298
ko:K00450	rsl:RPSI07_2304
ko:K07165	rsl:RPSI07_0580
ko:K01185	rsl:RPSI07_0267
ko:K01708	rsl:RPSI07_mp0774
ko:K07245	rsl:RPSI07_mp0536
ko:K00253	rsl:RPSI07_3135
ko:K06919	rsl:RPSI07_0986
ko:K14645	rsl:RPSI07_0863
ko:K14652	rsl:RPSI07_2625
ko:K14645	rsl:RPSI07_0862
ko:K08191	rsl:RPSI07_mp1384
ko:K03768	rsl:RPSI07_2213
ko:K00647	rsl:RPSI07_2274
ko:K05816	rsl:RPSI07_2098
ko:K05815	rsl:RPSI07_2099
ko:K05814	rsl:RPSI07_2100
ko:K00010	rsl:RPSI07_2135
ko:K01885	rsl:RPSI07_2198
ko:K01092	rsl:RPSI07_2217
ko:K03406	rsl:RPSI07_2221
ko:K03406	rsl:RPSI07_2222
ko:K02238	rsl:RPSI07_2256
ko:K05524	rsl:RPSI07_2262
ko:K03635	rsl:RPSI07_2035
ko:K01424	rsl:RPSI07_2061
ko:K03177	rsl:RPSI07_2074
ko:K00010	rsl:RPSI07_2116
ko:K00616	rsl:RPSI07_2146
ko:K03087	rsl:RPSI07_2170
ko:K02050	rsl:RPSI07_2177
ko:K01969	rsl:RPSI07_3145
ko:K00799	rsl:RPSI07_2402
ko:K15011	rsl:RPSI07_3340
ko:K15726	rsl:RPSI07_mp0461
ko:K15726	rsl:RPSI07_mp1077
ko:K15726	rsl:RPSI07_mp0035
ko:K15726	rsl:RPSI07_mp1071
ko:K03086	rsl:RPSI07_0005
ko:K07649	rsl:RPSI07_2807
ko:K05834	rsl:RPSI07_3074
ko:K10126	rsl:RPSI07_3078
ko:K10125	rsl:RPSI07_3079
ko:K11103	rsl:RPSI07_3080
ko:K07018	rsl:RPSI07_3082
ko:K09158	rsl:RPSI07_3084
ko:K03801	rsl:RPSI07_3087
ko:K03644	rsl:RPSI07_3088
ko:K01114	rsl:RPSI07_3091
ko:K02065	rsl:RPSI07_3096
ko:K02066	rsl:RPSI07_3097
ko:K03524	rsl:RPSI07_3098
ko:K03525	rsl:RPSI07_3099
ko:K00432	rsl:RPSI07_3103
ko:K07001	rsl:RPSI07_3104
ko:K00820	rsl:RPSI07_3202
ko:K04042	rsl:RPSI07_3203
ko:K00077	rsl:RPSI07_3206
ko:K01993	rsl:RPSI07_3210
ko:K01476	rsl:RPSI07_3215
ko:K01633	rsl:RPSI07_3216
ko:K00074	rsl:RPSI07_3167
ko:K15977	rsl:RPSI07_3171
ko:K11942	rsl:RPSI07_3174
ko:K07074	rsl:RPSI07_3185
ko:K07001	rsl:RPSI07_3190
ko:K01512	rsl:RPSI07_3192
ko:K04561	rsl:RPSI07_3196
ko:K07152	rsl:RPSI07_3200
ko:K08218	rsl:RPSI07_3219
ko:K00145	rsl:RPSI07_3239
ko:K01142	rsl:RPSI07_3241
ko:K00762	rsl:RPSI07_3242
ko:K01778	rsl:RPSI07_3244
ko:K02517	rsl:RPSI07_3245
ko:K02517	rsl:RPSI07_3246
ko:K00789	rsl:RPSI07_3247
ko:K13652	rsl:RPSI07_3249
ko:K03088	rsl:RPSI07_3254
ko:K09456	rsl:RPSI07_3261
ko:K00459	rsl:RPSI07_3269
ko:K03147	rsl:RPSI07_3270
ko:K03185	rsl:RPSI07_2856
ko:K00285	rsl:RPSI07_2857
ko:K03557	rsl:RPSI07_2859
ko:K00602	rsl:RPSI07_2860
ko:K01159	rsl:RPSI07_2861
ko:K03550	rsl:RPSI07_2865
ko:K03551	rsl:RPSI07_2866
ko:K03639	rsl:RPSI07_2639
ko:K00528	rsl:RPSI07_2640
ko:K03439	rsl:RPSI07_2646
ko:K06153	rsl:RPSI07_2648
ko:K06940	rsl:RPSI07_2650
ko:K00573	rsl:RPSI07_2652
ko:K02527	rsl:RPSI07_2657
ko:K02841	rsl:RPSI07_2658
ko:K12990	rsl:RPSI07_2664
ko:K01790	rsl:RPSI07_2666
ko:K00973	rsl:RPSI07_2667
ko:K00067	rsl:RPSI07_2668
ko:K00655	rsl:RPSI07_2671
ko:K01465	rsl:RPSI07_2672
ko:K00609	rsl:RPSI07_2673
ko:K02825	rsl:RPSI07_2674
ko:K07447	rsl:RPSI07_2675
ko:K07735	rsl:RPSI07_2676
ko:K01721	rsl:RPSI07_2729
ko:K04046	rsl:RPSI07_2730
ko:K05591	rsl:RPSI07_2734
ko:K03554	rsl:RPSI07_2735
ko:K03734	rsl:RPSI07_2739
ko:K01070	rsl:RPSI07_2747
ko:K06192	rsl:RPSI07_2750
ko:K09857	rsl:RPSI07_2751
ko:K04078	rsl:RPSI07_2720
ko:K01845	rsl:RPSI07_2684
ko:K01714	rsl:RPSI07_2685
ko:K03744	rsl:RPSI07_2686
ko:K06872	rsl:RPSI07_2687
ko:K15270	rsl:RPSI07_1197
ko:K11939	rsl:RPSI07_0705
ko:K15269	rsl:RPSI07_3229
ko:K01999	rsl:RPSI07_2762
ko:K06162	rsl:RPSI07_2766
ko:K10979	rsl:RPSI07_2771
ko:K07259	rsl:RPSI07_2773
ko:K03753	rsl:RPSI07_2774
ko:K07566	rsl:RPSI07_2776
ko:K01589	rsl:RPSI07_2777
ko:K01588	rsl:RPSI07_2778
ko:K01923	rsl:RPSI07_2779
ko:K01624	rsl:RPSI07_2780
ko:K00873	rsl:RPSI07_2781
ko:K00927	rsl:RPSI07_2782
ko:K05786	rsl:RPSI07_2783
ko:K00826	rsl:RPSI07_2786
ko:K03637	rsl:RPSI07_2794
ko:K01902	rsl:RPSI07_2801
ko:K01903	rsl:RPSI07_2802
ko:K03565	rsl:RPSI07_2804
ko:K03154	rsl:RPSI07_3272
ko:K03149	rsl:RPSI07_3273
ko:K00788	rsl:RPSI07_3274
ko:K01251	rsl:RPSI07_3283
ko:K08972	rsl:RPSI07_3284
ko:K15726	rsl:RPSI07_mp0430
ko:K00297	rsl:RPSI07_3285
ko:K08309	rsl:RPSI07_3288
ko:K10001	rsl:RPSI07_3292
ko:K02049	rsl:RPSI07_2178
ko:K03500	rsl:RPSI07_3301
ko:K09125	rsl:RPSI07_2867
ko:K07560	rsl:RPSI07_2870
ko:K01866	rsl:RPSI07_2871
ko:K09001	rsl:RPSI07_2872
ko:K02996	rsl:RPSI07_2876
ko:K02871	rsl:RPSI07_2877
ko:K07397	rsl:RPSI07_2878
ko:K01465	rsl:RPSI07_2880
ko:K10004	rsl:RPSI07_2884
ko:K10002	rsl:RPSI07_2885
ko:K10003	rsl:RPSI07_2886
ko:K10001	rsl:RPSI07_2887
ko:K00261	rsl:RPSI07_2888
ko:K10806	rsl:RPSI07_2891
ko:K07516	rsl:RPSI07_2894
ko:K08310	rsl:RPSI07_2900
ko:K01876	rsl:RPSI07_2902
ko:K03688	rsl:RPSI07_2908
ko:K03690	rsl:RPSI07_2909
ko:K03183	rsl:RPSI07_2911
ko:K02471	rsl:RPSI07_2913
ko:K06911	rsl:RPSI07_2818
ko:K11927	rsl:RPSI07_2820
ko:K07275	rsl:RPSI07_2828
ko:K06955	rsl:RPSI07_2829
ko:K06168	rsl:RPSI07_2831
ko:K07042	rsl:RPSI07_2833
ko:K06189	rsl:RPSI07_2836
ko:K03820	rsl:RPSI07_2837
ko:K01878	rsl:RPSI07_2838
ko:K01879	rsl:RPSI07_2840
ko:K03273	rsl:RPSI07_2841
ko:K00655	rsl:RPSI07_2842
ko:K07043	rsl:RPSI07_2843
ko:K02528	rsl:RPSI07_2846
ko:K00097	rsl:RPSI07_2847
ko:K03771	rsl:RPSI07_2848
ko:K04744	rsl:RPSI07_2849
ko:K07102	rsl:RPSI07_2850
ko:K08715	rsl:RPSI07_2918
ko:K01754	rsl:RPSI07_2919
ko:K06879	rsl:RPSI07_2920
ko:K07112	rsl:RPSI07_2932
ko:K07112	rsl:RPSI07_2933
ko:K02078	rsl:RPSI07_2937
ko:K03701	rsl:RPSI07_2985
ko:K09129	rsl:RPSI07_2986
ko:K03324	rsl:RPSI07_2987
ko:K00759	rsl:RPSI07_2989
ko:K05520	rsl:RPSI07_2990
ko:K06041	rsl:RPSI07_2993
ko:K03270	rsl:RPSI07_2994
ko:K11719	rsl:RPSI07_2995
ko:K09774	rsl:RPSI07_2996
ko:K00954	rsl:RPSI07_3017
ko:K03110	rsl:RPSI07_3021
ko:K06895	rsl:RPSI07_3022
ko:K06861	rsl:RPSI07_2997
ko:K03092	rsl:RPSI07_2998
ko:K05808	rsl:RPSI07_2999
ko:K06958	rsl:RPSI07_3003
ko:K07157	rsl:RPSI07_3004
ko:K03575	rsl:RPSI07_3005
ko:K02494	rsl:RPSI07_3010
ko:K06911	rsl:RPSI07_3031
ko:K07397	rsl:RPSI07_3032
ko:K03089	rsl:RPSI07_3035
ko:K07152	rsl:RPSI07_3036
ko:K02259	rsl:RPSI07_3038
ko:K02276	rsl:RPSI07_3042
ko:K02275	rsl:RPSI07_3046
ko:K00919	rsl:RPSI07_3011
ko:K00948	rsl:RPSI07_3012
ko:K02897	rsl:RPSI07_3013
ko:K01056	rsl:RPSI07_3014
ko:K02169	rsl:RPSI07_3049
ko:K03216	rsl:RPSI07_3051
ko:K00057	rsl:RPSI07_3052
ko:K03071	rsl:RPSI07_3053
ko:K03797	rsl:RPSI07_3057
ko:K03594	rsl:RPSI07_3059
ko:K02192	rsl:RPSI07_3060
ko:K01920	rsl:RPSI07_3064
ko:K01919	rsl:RPSI07_3065
ko:K03320	rsl:RPSI07_3066
ko:K04752	rsl:RPSI07_3067
ko:K07391	rsl:RPSI07_3071
ko:K01887	rsl:RPSI07_3127
ko:K03673	rsl:RPSI07_3129
ko:K00906	rsl:RPSI07_3136
ko:K01673	rsl:RPSI07_3137
ko:K09858	rsl:RPSI07_3144
ko:K13766	rsl:RPSI07_3147
ko:K01012	rsl:RPSI07_3148
ko:K01968	rsl:RPSI07_3149
ko:K12972	rsl:RPSI07_3152
ko:K01640	rsl:RPSI07_3153
ko:K06938	rsl:RPSI07_3155
ko:K02651	rsl:RPSI07_2693
ko:K02278	rsl:RPSI07_2695
ko:K02279	rsl:RPSI07_2696
ko:K02280	rsl:RPSI07_2697
ko:K02282	rsl:RPSI07_2699
ko:K02283	rsl:RPSI07_2700
ko:K12510	rsl:RPSI07_2701
ko:K12511	rsl:RPSI07_2702
ko:K04077	rsl:RPSI07_2719
ko:K15012	rsl:RPSI07_3339
ko:K11960	rsl:RPSI07_1389
ko:K03406	rsl:RPSI07_2745
ko:K00121	rsl:RPSI07_2746
ko:K02433	rsl:RPSI07_2764
ko:K00135	rsl:RPSI07_2632
ko:K01907	rsl:RPSI07_2633
ko:K05524	rsl:RPSI07_2641
ko:K02843	rsl:RPSI07_2788
ko:K07019	rsl:RPSI07_2791
ko:K01026	rsl:RPSI07_2897
ko:K03286	rsl:RPSI07_2484
ko:K07304	rsl:RPSI07_2576
ko:K01525	rsl:RPSI07_2670
ko:K06183	rsl:RPSI07_2677
ko:K02487	rsl:RPSI07_2678
ko:K06596	rsl:RPSI07_2678
ko:K02660	rsl:RPSI07_2679
ko:K02659	rsl:RPSI07_2680
ko:K02658	rsl:RPSI07_2681
ko:K02657	rsl:RPSI07_2682
ko:K06445	rsl:RPSI07_2822
ko:K00059	rsl:RPSI07_2823
ko:K00626	rsl:RPSI07_2825
ko:K03560	rsl:RPSI07_2605
ko:K02674	rsl:RPSI07_2614
ko:K02674	rsl:RPSI07_2620
ko:K00851	rsl:RPSI07_2929
ko:K00477	rsl:RPSI07_mp0152
ko:K00666	rsl:RPSI07_2928
ko:K00059	rsl:RPSI07_2936
ko:K00647	rsl:RPSI07_2944
ko:K01488	rsl:RPSI07_2955
ko:K00059	rsl:RPSI07_2341
ko:K06179	rsl:RPSI07_2353
ko:K06013	rsl:RPSI07_2442
ko:K02014	rsl:RPSI07_2543
ko:K03455	rsl:RPSI07_2992
ko:K02806	rsl:RPSI07_3000
ko:K06023	rsl:RPSI07_3001
ko:K10563	rsl:RPSI07_3007
ko:K04488	rsl:RPSI07_2375
ko:K10440	rsl:RPSI07_2380
ko:K00852	rsl:RPSI07_2382
ko:K03616	rsl:RPSI07_2388
ko:K08305	rsl:RPSI07_2466
ko:K07497	rsl:RPSI07_1483
ko:K01262	rsl:RPSI07_2855
ko:K06910	rsl:RPSI07_2869
ko:K07483	rsl:RPSI07_1614
ko:K01659	rsl:RPSI07_1428
ko:K03772	rsl:RPSI07_2558
ko:K14761	rsl:RPSI07_2553
ko:K01055	rsl:RPSI07_3114
ko:K07782	rsl:RPSI07_mp0703
ko:K15674	rsl:RPSI07_mp0410
ko:K15675	rsl:RPSI07_mp0402
ko:K15677	rsl:RPSI07_mp0405
ko:K15678	rsl:RPSI07_mp0407
ko:K15679	rsl:RPSI07_mp0409
ko:K01834	rsl:RPSI07_3056
ko:K00042	rsl:RPSI07_0163
ko:K15727	rsl:RPSI07_mp0429
ko:K02258	rsl:RPSI07_3044
ko:K02274	rsl:RPSI07_3045
ko:K15554	rsl:RPSI07_2027
ko:K15634	rsl:RPSI07_2868
