ko:K13613	bama:RBAU_1681
ko:K00123	bama:RBAU_1182
ko:K02069	bama:RBAU_1187
ko:K02068	bama:RBAU_1188
ko:K03885	bama:RBAU_1192
ko:K01812	bama:RBAU_1193
ko:K02529	bama:RBAU_1195
ko:K00041	bama:RBAU_1196
ko:K01685	bama:RBAU_1197
ko:K07090	bama:RBAU_1198
ko:K06359	bama:RBAU_1200
ko:K03088	bama:RBAU_1213
ko:K07443	bama:RBAU_1985
ko:K07113	bama:RBAU_2761
ko:K00873	bama:RBAU_2762
ko:K00850	bama:RBAU_2763
ko:K01962	bama:RBAU_2764
ko:K01963	bama:RBAU_2765
ko:K02337	bama:RBAU_2767
ko:K01755	bama:RBAU_2776
ko:K01940	bama:RBAU_2777
ko:K03638	bama:RBAU_2778
ko:K00925	bama:RBAU_2779
ko:K11065	bama:RBAU_2781
ko:K04773	bama:RBAU_2785
ko:K00858	bama:RBAU_2786
ko:K01895	bama:RBAU_2788
ko:K03151	bama:RBAU_2790
ko:K04487	bama:RBAU_2791
ko:K03311	bama:RBAU_2792
ko:K04486	bama:RBAU_2794
ko:K02986	bama:RBAU_2799
ko:K06381	bama:RBAU_3528
ko:K00790	bama:RBAU_3529
ko:K02114	bama:RBAU_3533
ko:K02112	bama:RBAU_3534
ko:K02115	bama:RBAU_3535
ko:K02111	bama:RBAU_3536
ko:K02113	bama:RBAU_3537
ko:K02109	bama:RBAU_3538
ko:K02110	bama:RBAU_3539
ko:K02108	bama:RBAU_3540
ko:K00761	bama:RBAU_3541
ko:K00600	bama:RBAU_3542
ko:K01808	bama:RBAU_3544
ko:K07566	bama:RBAU_3547
ko:K06387	bama:RBAU_3549
ko:K02493	bama:RBAU_3552
ko:K02835	bama:RBAU_3553
ko:K11686	bama:RBAU_3555
ko:K07088	bama:RBAU_3556
ko:K00375	bama:RBAU_0539
ko:K07734	bama:RBAU_0540
ko:K00375	bama:RBAU_0545
ko:K06439	bama:RBAU_0546
ko:K11623	bama:RBAU_0551
ko:K07010	bama:RBAU_0554
ko:K00005	bama:RBAU_0558
ko:K07552	bama:RBAU_0559
ko:K09458	bama:RBAU_0560
ko:K07090	bama:RBAU_0562
ko:K07246	bama:RBAU_0568
ko:K03449	bama:RBAU_0579
ko:K07217	bama:RBAU_0584
ko:K06920	bama:RBAU_1328
ko:K01737	bama:RBAU_1329
ko:K10026	bama:RBAU_1330
ko:K09457	bama:RBAU_1331
ko:K01449	bama:RBAU_1342
ko:K01534	bama:RBAU_1345
ko:K03480	bama:RBAU_1348
ko:K06315	bama:RBAU_1352
ko:K03716	bama:RBAU_1353
ko:K02491	bama:RBAU_1358
ko:K03415	bama:RBAU_1362
ko:K09776	bama:RBAU_1371
ko:K03839	bama:RBAU_1375
ko:K03816	bama:RBAU_2167
ko:K01299	bama:RBAU_2168
ko:K07444	bama:RBAU_2172
ko:K07502	bama:RBAU_2175
ko:K05366	bama:RBAU_2186
ko:K10773	bama:RBAU_2188
ko:K01893	bama:RBAU_2190
ko:K07173	bama:RBAU_2904
ko:K01673	bama:RBAU_2905
ko:K02909	bama:RBAU_2906
ko:K00425	bama:RBAU_2907
ko:K00426	bama:RBAU_2908
ko:K01911	bama:RBAU_2911
ko:K01661	bama:RBAU_2912
ko:K02551	bama:RBAU_2914
ko:K11440	bama:RBAU_2926
ko:K02829	bama:RBAU_3671
ko:K02828	bama:RBAU_3672
ko:K02827	bama:RBAU_3673
ko:K02826	bama:RBAU_3674
ko:K00965	bama:RBAU_3676
ko:K00849	bama:RBAU_3677
ko:K16301	bama:RBAU_3684
ko:K00788	bama:RBAU_3687
ko:K00878	bama:RBAU_3688
ko:K06969	bama:RBAU_3692
ko:K02761	bama:RBAU_3694
ko:K02548	bama:RBAU_3698
ko:K03367	bama:RBAU_3699
ko:K03739	bama:RBAU_3700
ko:K14188	bama:RBAU_3701
ko:K03740	bama:RBAU_3702
ko:K00826	bama:RBAU_3703
ko:K02759	bama:RBAU_3705
ko:K02761	bama:RBAU_3706
ko:K02760	bama:RBAU_3707
ko:K03652	bama:RBAU_3710
ko:K02015	bama:RBAU_3711
ko:K02015	bama:RBAU_3712
ko:K02016	bama:RBAU_3713
ko:K03893	bama:RBAU_3715
ko:K07719	bama:RBAU_0254
ko:K15975	bama:RBAU_0260
ko:K15977	bama:RBAU_0261
ko:K01449	bama:RBAU_0264
ko:K03116	bama:RBAU_0266
ko:K03118	bama:RBAU_0267
ko:K01304	bama:RBAU_0268
ko:K07039	bama:RBAU_0274
ko:K16898	bama:RBAU_1042
ko:K03547	bama:RBAU_1043
ko:K06304	bama:RBAU_1046
ko:K06302	bama:RBAU_1047
ko:K06301	bama:RBAU_1048
ko:K06300	bama:RBAU_1049
ko:K06299	bama:RBAU_1050
ko:K01953	bama:RBAU_1055
ko:K02291	bama:RBAU_1056
ko:K09767	bama:RBAU_1063
ko:K00243	bama:RBAU_1064
ko:K07335	bama:RBAU_1065
ko:K11210	bama:RBAU_1076
ko:K00145	bama:RBAU_1079
ko:K00620	bama:RBAU_1080
ko:K00930	bama:RBAU_1081
ko:K01956	bama:RBAU_1083
ko:K01955	bama:RBAU_1084
ko:K13955	bama:RBAU_1831
ko:K00266	bama:RBAU_1832
ko:K00931	bama:RBAU_1835
ko:K00286	bama:RBAU_1836
ko:K11216	bama:RBAU_1842
ko:K06878	bama:RBAU_1851
ko:K08976	bama:RBAU_1858
ko:K03654	bama:RBAU_1864
ko:K01118	bama:RBAU_1865
ko:K13993	bama:RBAU_1869
ko:K04564	bama:RBAU_1877
ko:K03308	bama:RBAU_1878
ko:K00773	bama:RBAU_2620
ko:K07568	bama:RBAU_2621
ko:K03551	bama:RBAU_2622
ko:K03550	bama:RBAU_2623
ko:K06318	bama:RBAU_2624
ko:K06370	bama:RBAU_2627
ko:K03517	bama:RBAU_2628
ko:K00767	bama:RBAU_2629
ko:K00278	bama:RBAU_2630
ko:K04487	bama:RBAU_2631
ko:K06209	bama:RBAU_2634
ko:K03979	bama:RBAU_2635
ko:K06375	bama:RBAU_2636
ko:K02899	bama:RBAU_2637
ko:K02888	bama:RBAU_2639
ko:K06401	bama:RBAU_2641
ko:K03609	bama:RBAU_2642
ko:K03610	bama:RBAU_2643
ko:K03571	bama:RBAU_2644
ko:K03570	bama:RBAU_2645
ko:K03569	bama:RBAU_2646
ko:K03630	bama:RBAU_2647
ko:K06287	bama:RBAU_2648
ko:K11754	bama:RBAU_2651
ko:K01873	bama:RBAU_2652
ko:K06417	bama:RBAU_2655
ko:K01845	bama:RBAU_2656
ko:K01698	bama:RBAU_2657
ko:K01749	bama:RBAU_2659
ko:K02497	bama:RBAU_2660
ko:K02492	bama:RBAU_2661
ko:K03978	bama:RBAU_2663
ko:K01338	bama:RBAU_2664
ko:K03797	bama:RBAU_3377
ko:K09811	bama:RBAU_3379
ko:K09812	bama:RBAU_3380
ko:K02836	bama:RBAU_3383
ko:K03070	bama:RBAU_3384
ko:K02423	bama:RBAU_3387
ko:K02422	bama:RBAU_3388
ko:K02407	bama:RBAU_3389
ko:K02406	bama:RBAU_3390
ko:K03563	bama:RBAU_3391
ko:K13626	bama:RBAU_3392
ko:K02397	bama:RBAU_3394
ko:K02396	bama:RBAU_3395
ko:K02398	bama:RBAU_3397
ko:K07777	bama:RBAU_3404
ko:K16698	bama:RBAU_3409
ko:K16705	bama:RBAU_3411
ko:K00012	bama:RBAU_3412
ko:K01448	bama:RBAU_3416
ko:K00963	bama:RBAU_3421
ko:K02909	bama:RBAU_3559
ko:K03628	bama:RBAU_3560
ko:K00790	bama:RBAU_3562
ko:K01624	bama:RBAU_3564
ko:K02490	bama:RBAU_3565
ko:K01937	bama:RBAU_3567
ko:K06131	bama:RBAU_3570
ko:K03696	bama:RBAU_0094
ko:K04485	bama:RBAU_0095
ko:K01728	bama:RBAU_0744
ko:K03319	bama:RBAU_0745
ko:K00491	bama:RBAU_0759
ko:K01512	bama:RBAU_0760
ko:K01265	bama:RBAU_0765
ko:K02803	bama:RBAU_0766
ko:K02804	bama:RBAU_0766
ko:K13993	bama:RBAU_0770
ko:K02818	bama:RBAU_0773
ko:K02819	bama:RBAU_0773
ko:K05520	bama:RBAU_0780
ko:K02529	bama:RBAU_0781
ko:K00014	bama:RBAU_0782
ko:K03785	bama:RBAU_0783
ko:K07058	bama:RBAU_0788
ko:K07300	bama:RBAU_0791
ko:K00942	bama:RBAU_1527
ko:K03060	bama:RBAU_1528
ko:K13038	bama:RBAU_1529
ko:K04066	bama:RBAU_1530
ko:K01462	bama:RBAU_1531
ko:K00604	bama:RBAU_1532
ko:K03500	bama:RBAU_1533
ko:K06941	bama:RBAU_1534
ko:K06949	bama:RBAU_1537
ko:K01783	bama:RBAU_1538
ko:K02902	bama:RBAU_1541
ko:K01752	bama:RBAU_1544
ko:K01752	bama:RBAU_1545
ko:K03655	bama:RBAU_1546
ko:K03621	bama:RBAU_1548
ko:K00645	bama:RBAU_1549
ko:K02078	bama:RBAU_1551
ko:K03685	bama:RBAU_1552
ko:K03529	bama:RBAU_1553
ko:K03110	bama:RBAU_1554
ko:K03106	bama:RBAU_1557
ko:K02959	bama:RBAU_1558
ko:K06960	bama:RBAU_1559
ko:K02860	bama:RBAU_1561
ko:K00554	bama:RBAU_1562
ko:K02884	bama:RBAU_1563
ko:K14540	bama:RBAU_1564
ko:K03470	bama:RBAU_1565
ko:K04061	bama:RBAU_1567
ko:K01903	bama:RBAU_1568
ko:K01902	bama:RBAU_1569
ko:K04096	bama:RBAU_1570
ko:K03168	bama:RBAU_1571
ko:K04094	bama:RBAU_1572
ko:K03733	bama:RBAU_1573
ko:K01419	bama:RBAU_1574
ko:K03667	bama:RBAU_1575
ko:K00286	bama:RBAU_2330
ko:K15313	bama:RBAU_2331
ko:K15311	bama:RBAU_2332
ko:K02601	bama:RBAU_2346
ko:K00036	bama:RBAU_2352
ko:K02346	bama:RBAU_2354
ko:K03217	bama:RBAU_2356
ko:K05606	bama:RBAU_2359
ko:K02029	bama:RBAU_2363
ko:K09699	bama:RBAU_2367
ko:K00167	bama:RBAU_2368
ko:K00991	bama:RBAU_0098
ko:K01770	bama:RBAU_0099
ko:K00640	bama:RBAU_0101
ko:K01883	bama:RBAU_0102
ko:K11145	bama:RBAU_0103
ko:K03218	bama:RBAU_0104
ko:K06962	bama:RBAU_0105
ko:K03091	bama:RBAU_0106
ko:K03073	bama:RBAU_0107
ko:K02601	bama:RBAU_0108
ko:K02867	bama:RBAU_0109
ko:K02863	bama:RBAU_0110
ko:K02864	bama:RBAU_0111
ko:K02935	bama:RBAU_0112
ko:K03043	bama:RBAU_0114
ko:K03046	bama:RBAU_0115
ko:K07590	bama:RBAU_0116
ko:K02950	bama:RBAU_0117
ko:K02992	bama:RBAU_0118
ko:K02355	bama:RBAU_0119
ko:K02358	bama:RBAU_0120
ko:K02946	bama:RBAU_0122
ko:K02906	bama:RBAU_0123
ko:K02926	bama:RBAU_0124
ko:K02892	bama:RBAU_0125
ko:K02886	bama:RBAU_0126
ko:K02965	bama:RBAU_0127
ko:K02890	bama:RBAU_0128
ko:K02982	bama:RBAU_0129
ko:K02878	bama:RBAU_0130
ko:K02904	bama:RBAU_0131
ko:K02961	bama:RBAU_0132
ko:K02874	bama:RBAU_0133
ko:K02895	bama:RBAU_0134
ko:K02931	bama:RBAU_0135
ko:K02994	bama:RBAU_0136
ko:K02933	bama:RBAU_0137
ko:K02881	bama:RBAU_0138
ko:K07180	bama:RBAU_0888
ko:K09786	bama:RBAU_0889
ko:K03809	bama:RBAU_0893
ko:K03704	bama:RBAU_0900
ko:K02073	bama:RBAU_0901
ko:K06956	bama:RBAU_0903
ko:K06180	bama:RBAU_0910
ko:K02440	bama:RBAU_0917
ko:K00864	bama:RBAU_0918
ko:K00111	bama:RBAU_0919
ko:K13771	bama:RBAU_0927
ko:K01647	bama:RBAU_0933
ko:K03308	bama:RBAU_0936
ko:K15313	bama:RBAU_1678
ko:K00791	bama:RBAU_1696
ko:K03666	bama:RBAU_1697
ko:K01448	bama:RBAU_1704
ko:K06413	bama:RBAU_1705
ko:K03665	bama:RBAU_1706
ko:K01915	bama:RBAU_1709
ko:K01198	bama:RBAU_1712
ko:K01805	bama:RBAU_1714
ko:K01151	bama:RBAU_2476
ko:K03527	bama:RBAU_2480
ko:K06967	bama:RBAU_2482
ko:K03086	bama:RBAU_2484
ko:K09768	bama:RBAU_2486
ko:K09773	bama:RBAU_2487
ko:K01879	bama:RBAU_2489
ko:K01878	bama:RBAU_2490
ko:K03584	bama:RBAU_2491
ko:K03595	bama:RBAU_2493
ko:K07042	bama:RBAU_2497
ko:K07037	bama:RBAU_2498
ko:K06438	bama:RBAU_2500
ko:K07403	bama:RBAU_2504
ko:K09117	bama:RBAU_2505
ko:K03324	bama:RBAU_2506
ko:K09761	bama:RBAU_2508
ko:K02687	bama:RBAU_2509
ko:K03686	bama:RBAU_2510
ko:K04043	bama:RBAU_2511
ko:K03687	bama:RBAU_2512
ko:K03705	bama:RBAU_2513
ko:K03596	bama:RBAU_2515
ko:K06385	bama:RBAU_2517
ko:K06012	bama:RBAU_2518
ko:K02968	bama:RBAU_2519
ko:K02340	bama:RBAU_2520
ko:K02237	bama:RBAU_2523
ko:K05846	bama:RBAU_3237
ko:K05845	bama:RBAU_3238
ko:K05846	bama:RBAU_3239
ko:K05847	bama:RBAU_3240
ko:K05846	bama:RBAU_3242
ko:K05845	bama:RBAU_3243
ko:K05846	bama:RBAU_3244
ko:K05847	bama:RBAU_3245
ko:K13015	bama:RBAU_3259
ko:K01689	bama:RBAU_3261
ko:K15633	bama:RBAU_3262
ko:K01803	bama:RBAU_3263
ko:K00927	bama:RBAU_3264
ko:K00134	bama:RBAU_3265
ko:K05311	bama:RBAU_3266
ko:K02103	bama:RBAU_3268
ko:K14233	bama:RBAU_tRNA37
ko:K01980	bama:RBAU_23s_rRNA_1
ko:K14219	bama:RBAU_tRNA10
ko:K14219	bama:RBAU_tRNA69
ko:K14219	bama:RBAU_tRNA32
ko:K14219	bama:RBAU_tRNA16
ko:K14220	bama:RBAU_tRNA13
ko:K14228	bama:RBAU_tRNA51
ko:K01980	bama:RBAU_23s_rRNA_2
ko:K01980	bama:RBAU_23s_rRNA_6
ko:K01977	bama:RBAU_16s_rRNA_9
ko:K14234	bama:RBAU_tRNA5
ko:K14234	bama:RBAU_tRNA22
ko:K14234	bama:RBAU_tRNA43
ko:K14234	bama:RBAU_tRNA64
ko:K01977	bama:RBAU_16s_rRNA_7
ko:K01980	bama:RBAU_23s_rRNA_3
ko:K14227	bama:RBAU_tRNA18
ko:K14227	bama:RBAU_tRNA80
ko:K14227	bama:RBAU_tRNA61
ko:K01342	bama:RBAU_1012
ko:K07979	bama:RBAU_2879
ko:K17836	bama:RBAU_1162
ko:K03292	bama:RBAU_1194
ko:K03292	bama:RBAU_1711
ko:K01843	bama:RBAU_1921
ko:K15668	bama:RBAU_1817
ko:K15655	bama:RBAU_0340
ko:K00483	bama:RBAU_0233
ko:K08194	bama:RBAU_0312
ko:K11928	bama:RBAU_0320
ko:K06518	bama:RBAU_0215
ko:K17752	bama:RBAU_0477
ko:K17763	bama:RBAU_0475
ko:K17763	bama:RBAU_1284
ko:K17763	bama:RBAU_2444
ko:K17828	bama:RBAU_1513
ko:K01739	bama:RBAU_1155
ko:K14230	bama:RBAU_tRNA2
ko:K14230	bama:RBAU_tRNA72
ko:K14218	bama:RBAU_tRNA60
ko:K18115	bama:RBAU_1876
ko:K17837	bama:RBAU_1148
ko:K17763	bama:RBAU_1891
ko:K04757	bama:RBAU_0480
ko:K16044	bama:RBAU_3203
ko:K07284	bama:RBAU_0909
ko:K01791	bama:RBAU_3420
ko:K01977	bama:RBAU_16s_rRNA_10
ko:K01977	bama:RBAU_16s_rRNA_4
ko:K01980	bama:RBAU_23s_rRNA_8
ko:K14233	bama:RBAU_tRNA1
ko:K14233	bama:RBAU_tRNA74
ko:K01980	bama:RBAU_23s_rRNA_9
ko:K17763	bama:RBAU_0715
ko:K00128	bama:RBAU_3817
ko:K00128	bama:RBAU_1875
ko:K00128	bama:RBAU_2800
ko:K17758	bama:RBAU_3726
ko:K17762	bama:RBAU_0476
ko:K15657	bama:RBAU_0342
ko:K01977	bama:RBAU_16s_rRNA_8
ko:K01977	bama:RBAU_16s_rRNA_2
ko:K01977	bama:RBAU_16s_rRNA_5
ko:K01977	bama:RBAU_16s_rRNA_1
ko:K01977	bama:RBAU_16s_rRNA_3
ko:K01977	bama:RBAU_16s_rRNA_6
ko:K01980	bama:RBAU_23s_rRNA_5
ko:K01980	bama:RBAU_23s_rRNA_7
ko:K01980	bama:RBAU_23s_rRNA_10
ko:K01980	bama:RBAU_23s_rRNA_4
ko:K17733	bama:RBAU_0279
ko:K01187	bama:RBAU_2962
ko:K00537	bama:RBAU_3123
ko:K08221	bama:RBAU_0737
ko:K18104	bama:RBAU_3343
ko:K00104	bama:RBAU_2712
ko:K00632	bama:RBAU_3125
ko:K02809	bama:RBAU_0187
ko:K02810	bama:RBAU_0187
ko:K16697	bama:RBAU_3413
ko:K16694	bama:RBAU_3414
ko:K00004	bama:RBAU_0642
ko:K07222	bama:RBAU_0525
ko:K00130	bama:RBAU_2927
ko:K01101	bama:RBAU_3070
ko:K03892	bama:RBAU_3714
ko:K22579	bama:RBAU_3370
ko:K03206	bama:RBAU_0923
ko:K21471	bama:RBAU_3339
ko:K07145	bama:RBAU_0713
ko:K21469	bama:RBAU_0186
ko:K21472	bama:RBAU_3074
ko:K03719	bama:RBAU_0421
ko:K21466	bama:RBAU_1357
ko:K00008	bama:RBAU_0631
ko:K02809	bama:RBAU_3663
ko:K02810	bama:RBAU_3663
ko:K00634	bama:RBAU_2373
ko:K01046	bama:RBAU_0273
ko:K18231	bama:RBAU_0555
ko:K19302	bama:RBAU_3505
ko:K19546	bama:RBAU_3631
ko:K11691	bama:RBAU_0453
ko:K19449	bama:RBAU_2429
ko:K19429	bama:RBAU_3292
ko:K19430	bama:RBAU_3291
ko:K06366	bama:RBAU_3082
ko:K16960	bama:RBAU_3213
ko:K01698	bama:RBAU_3894
ko:K19420	bama:RBAU_3304
ko:K17716	bama:RBAU_1935
ko:K06304	bama:RBAU_2389
ko:K13614	bama:RBAU_1682
ko:K05937	bama:RBAU_1023
ko:K15973	bama:RBAU_1294
ko:K06284	bama:RBAU_1405
ko:K19422	bama:RBAU_3301
ko:K03742	bama:RBAU_1654
ko:K13615	bama:RBAU_1683
ko:K15468	bama:RBAU_1684
ko:K16236	bama:RBAU_3779
ko:K07705	bama:RBAU_2733
ko:K00681	bama:RBAU_1826
ko:K00681	bama:RBAU_3467
ko:K08693	bama:RBAU_0779
ko:K15640	bama:RBAU_1014
ko:K09388	bama:RBAU_3608
ko:K06389	bama:RBAU_1243
ko:K06384	bama:RBAU_2304
ko:K06380	bama:RBAU_2649
ko:K04749	bama:RBAU_0479
ko:K09809	bama:RBAU_3424
ko:K12555	bama:RBAU_0996
ko:K15632	bama:RBAU_0529
ko:K18770	bama:RBAU_2988
ko:K18672	bama:RBAU_0193
ko:K18707	bama:RBAU_2507
ko:K18692	bama:RBAU_2477
ko:K18929	bama:RBAU_3282
ko:K01971	bama:RBAU_1296
ko:K18928	bama:RBAU_3283
ko:K18925	bama:RBAU_1269
ko:K18907	bama:RBAU_3908
ko:K06147	bama:RBAU_0815
ko:K09692	bama:RBAU_3423
ko:K11814	bama:RBAU_1693
ko:K11815	bama:RBAU_1692
ko:K01612	bama:RBAU_0354
ko:K07171	bama:RBAU_0474
ko:K13611	bama:RBAU_1679
ko:K10747	bama:RBAU_2060
ko:K18967	bama:RBAU_0902
ko:K03790	bama:RBAU_1732
ko:K06147	bama:RBAU_0814
ko:K04565	bama:RBAU_1885
ko:K03502	bama:RBAU_2156
ko:K08168	bama:RBAU_2549
ko:K01233	bama:RBAU_3106
ko:K03111	bama:RBAU_3487
ko:K06979	bama:RBAU_0255
ko:K03169	bama:RBAU_0422
ko:K05593	bama:RBAU_0707
ko:K03111	bama:RBAU_3919
ko:K03497	bama:RBAU_3926
ko:K03496	bama:RBAU_3927
ko:K03497	bama:RBAU_3928
ko:K06321	bama:RBAU_1931
ko:K06320	bama:RBAU_1933
ko:K06343	bama:RBAU_1138
ko:K06340	bama:RBAU_1141
ko:K02538	bama:RBAU_2558
ko:K08191	bama:RBAU_1778
ko:K06352	bama:RBAU_1201
ko:K06378	bama:RBAU_2297
ko:K16247	bama:RBAU_0630
ko:K06372	bama:RBAU_2428
ko:K16956	bama:RBAU_3217
ko:K16593	bama:RBAU_1799
ko:K06344	bama:RBAU_1137
ko:K19005	bama:RBAU_0723
ko:K06376	bama:RBAU_1319
ko:K06437	bama:RBAU_1384
ko:K09681	bama:RBAU_1834
ko:K06369	bama:RBAU_1941
ko:K06323	bama:RBAU_1929
ko:K03526	bama:RBAU_2470
ko:K06289	bama:RBAU_3150
ko:K19005	bama:RBAU_0768
ko:K18979	bama:RBAU_0881
ko:K13052	bama:RBAU_0067
ko:K11639	bama:RBAU_0757
ko:K01174	bama:RBAU_2164
ko:K01174	bama:RBAU_1946
ko:K07816	bama:RBAU_3697
ko:K14742	bama:RBAU_0592
ko:K06368	bama:RBAU_0280
ko:K03429	bama:RBAU_1970
ko:K06361	bama:RBAU_0374
ko:K06353	bama:RBAU_0375
ko:K06367	bama:RBAU_2155
ko:K11624	bama:RBAU_0552
ko:K06595	bama:RBAU_1018
ko:K06609	bama:RBAU_0587
ko:K06415	bama:RBAU_0929
ko:K19242	bama:RBAU_0932
ko:K02483	bama:RBAU_0372
ko:K19563	bama:RBAU_1803
ko:K06292	bama:RBAU_3433
ko:K06293	bama:RBAU_3434
ko:K13037	bama:RBAU_3628
ko:K06360	bama:RBAU_3521
ko:K02032	bama:RBAU_1262
ko:K02777	bama:RBAU_2177
ko:K15662	bama:RBAU_1792
ko:K07149	bama:RBAU_0348
ko:K11633	bama:RBAU_3794
ko:K00354	bama:RBAU_2349
ko:K13277	bama:RBAU_3695
ko:K16699	bama:RBAU_3408
ko:K19220	bama:RBAU_1886
ko:K15663	bama:RBAU_1791
ko:K00798	bama:RBAU_3159
ko:K06345	bama:RBAU_2626
ko:K11615	bama:RBAU_2992
ko:K19223	bama:RBAU_0926
ko:K19224	bama:RBAU_0931
ko:K01897	bama:RBAU_1016
ko:K00571	bama:RBAU_2036
ko:K01710	bama:RBAU_3642
ko:K01447	bama:RBAU_1242
ko:K06288	bama:RBAU_3149
ko:K01447	bama:RBAU_1202
ko:K16921	bama:RBAU_2878
ko:K06336	bama:RBAU_2430
ko:K06291	bama:RBAU_3432
ko:K11620	bama:RBAU_3156
ko:K16706	bama:RBAU_3410
ko:K06362	bama:RBAU_3492
ko:K06364	bama:RBAU_3589
ko:K15661	bama:RBAU_1793
ko:K03339	bama:RBAU_3796
ko:K07462	bama:RBAU_2044
ko:K01785	bama:RBAU_1821
ko:K19426	bama:RBAU_3296
ko:K19433	bama:RBAU_2432
ko:K19285	bama:RBAU_3667
ko:K19286	bama:RBAU_0384
ko:K19302	bama:RBAU_1915
ko:K00020	bama:RBAU_1355
ko:K19424	bama:RBAU_3299
ko:K06884	bama:RBAU_0448
ko:K02100	bama:RBAU_3267
ko:K01567	bama:RBAU_0796
ko:K03722	bama:RBAU_2169
ko:K03722	bama:RBAU_2194
ko:K01992	bama:RBAU_0458
ko:K01992	bama:RBAU_0899
ko:K01992	bama:RBAU_1149
ko:K01992	bama:RBAU_3188
ko:K15667	bama:RBAU_1818
ko:K15666	bama:RBAU_1819
ko:K00839	bama:RBAU_3087
ko:K19421	bama:RBAU_3302
ko:K04771	bama:RBAU_3142
ko:K04771	bama:RBAU_1252
ko:K01400	bama:RBAU_1436
ko:K19405	bama:RBAU_0093
ko:K00903	bama:RBAU_3303
ko:K07149	bama:RBAU_3276
ko:K07149	bama:RBAU_3308
ko:K19411	bama:RBAU_0092
ko:K00525	bama:RBAU_1701
ko:K19432	bama:RBAU_3680
ko:K19419	bama:RBAU_3298
ko:K19423	bama:RBAU_3300
ko:K19425	bama:RBAU_3297
ko:K03574	bama:RBAU_2899
ko:K19428	bama:RBAU_3293
ko:K19431	bama:RBAU_3290
ko:K19418	bama:RBAU_3294
ko:K02031	bama:RBAU_1096
ko:K18567	bama:RBAU_0576
ko:K19550	bama:RBAU_3625
ko:K13612	bama:RBAU_1680
ko:K02032	bama:RBAU_1097
ko:K06881	bama:RBAU_2771
ko:K19577	bama:RBAU_0835
ko:K06440	bama:RBAU_0550
ko:K11625	bama:RBAU_0553
ko:K16248	bama:RBAU_0632
ko:K13613	bama:RBAU_2340
ko:K00887	bama:RBAU_2496
ko:K01906	bama:RBAU_1804
ko:K21755	bama:RBAU_0352
ko:K19549	bama:RBAU_3626
ko:K19548	bama:RBAU_3629
ko:K19547	bama:RBAU_3630
ko:K19552	bama:RBAU_3627
ko:K08164	bama:RBAU_1827
ko:K19701	bama:RBAU_3260
ko:K01258	bama:RBAU_2357
ko:K19784	bama:RBAU_2972
ko:K00547	bama:RBAU_1062
ko:K00297	bama:RBAU_1062
ko:K07119	bama:RBAU_0741
ko:K19802	bama:RBAU_1260
ko:K07691	bama:RBAU_3891
ko:K19955	bama:RBAU_2975
ko:K19955	bama:RBAU_2974
ko:K05770	bama:RBAU_2917
ko:K20074	bama:RBAU_1535
ko:K12132	bama:RBAU_1536
ko:K20201	bama:RBAU_3545
ko:K20116	bama:RBAU_1349
ko:K20117	bama:RBAU_1349
ko:K20118	bama:RBAU_1349
ko:K21613	bama:RBAU_0368
ko:K01271	bama:RBAU_1346
ko:K20492	bama:RBAU_3234
ko:K20487	bama:RBAU_3232
ko:K20488	bama:RBAU_3233
ko:K20490	bama:RBAU_3236
ko:K20491	bama:RBAU_3235
ko:K20534	bama:RBAU_1250
ko:K18889	bama:RBAU_0956
ko:K08884	bama:RBAU_0071
ko:K18890	bama:RBAU_0957
ko:K20534	bama:RBAU_0842
ko:K21759	bama:RBAU_0355
ko:K22103	bama:RBAU_3486
ko:K22222	bama:RBAU_2113
ko:K01179	bama:RBAU_1784
ko:K20742	bama:RBAU_1261
ko:K07258	bama:RBAU_2272
ko:K02101	bama:RBAU_2720
ko:K22106	bama:RBAU_2564
ko:K21029	bama:RBAU_1386
ko:K20895	bama:RBAU_1494
ko:K03148	bama:RBAU_1133
ko:K21064	bama:RBAU_3438
ko:K08968	bama:RBAU_2796
ko:K00821	bama:RBAU_1082
ko:K21064	bama:RBAU_0401
ko:K00435	bama:RBAU_3624
ko:K00526	bama:RBAU_1702
ko:K07474	bama:RBAU_1214
ko:K06909	bama:RBAU_1215
ko:K00287	bama:RBAU_1960
ko:K00560	bama:RBAU_1961
ko:K00287	bama:RBAU_2005
ko:K00560	bama:RBAU_2006
ko:K01520	bama:RBAU_2011
ko:K00526	bama:RBAU_2013
ko:K00525	bama:RBAU_2018
ko:K00857	bama:RBAU_3558
ko:K00560	bama:RBAU_0531
ko:K07455	bama:RBAU_0615
ko:K02314	bama:RBAU_3867
ko:K03553	bama:RBAU_1655
ko:K02316	bama:RBAU_2485
ko:K01520	bama:RBAU_1736
ko:K06217	bama:RBAU_2499
ko:K01493	bama:RBAU_2522
ko:K03546	bama:RBAU_1044
ko:K05799	bama:RBAU_3286
ko:K01297	bama:RBAU_1861
ko:K05375	bama:RBAU_3031
ko:K02031	bama:RBAU_0869
ko:K21285	bama:RBAU_3429
ko:K03328	bama:RBAU_0062
ko:K03293	bama:RBAU_0217
ko:K03293	bama:RBAU_2890
ko:K00980	bama:RBAU_3426
ko:K02335	bama:RBAU_2750
ko:K07741	bama:RBAU_0612
ko:K21416	bama:RBAU_0805
ko:K21417	bama:RBAU_0806
ko:K13281	bama:RBAU_3571
ko:K06607	bama:RBAU_3807
