ko:K22617	bsuc:BSSP2_I1954
ko:K07273	bsuc:BSSP2_I1467
ko:K04748	bsuc:BSSP2_II0218
ko:K02448	bsuc:BSSP2_II0219
ko:K00368	bsuc:BSSP2_II0227
ko:K03435	bsuc:BSSP2_II0230
ko:K10543	bsuc:BSSP2_II0232
ko:K10545	bsuc:BSSP2_II0233
ko:K10544	bsuc:BSSP2_II0234
ko:K00039	bsuc:BSSP2_II0236
ko:K00376	bsuc:BSSP2_II0244
ko:K07218	bsuc:BSSP2_II0245
ko:K03734	bsuc:BSSP2_II0249
ko:K07234	bsuc:BSSP2_II0252
ko:K02051	bsuc:BSSP2_II0253
ko:K02050	bsuc:BSSP2_II0254
ko:K02049	bsuc:BSSP2_II0256
ko:K08303	bsuc:BSSP2_II0259
ko:K03182	bsuc:BSSP2_II0261
ko:K03186	bsuc:BSSP2_II0262
ko:K03769	bsuc:BSSP2_II0264
ko:K00374	bsuc:BSSP2_II0265
ko:K00373	bsuc:BSSP2_II0266
ko:K01004	bsuc:BSSP2_II0534
ko:K03185	bsuc:BSSP2_II0535
ko:K11940	bsuc:BSSP2_II0536
ko:K02035	bsuc:BSSP2_II0538
ko:K03723	bsuc:BSSP2_II0541
ko:K09159	bsuc:BSSP2_II0542
ko:K03655	bsuc:BSSP2_II0543
ko:K00820	bsuc:BSSP2_II0544
ko:K04042	bsuc:BSSP2_II0545
ko:K06196	bsuc:BSSP2_II0546
ko:K14205	bsuc:BSSP2_II0547
ko:K03801	bsuc:BSSP2_II0553
ko:K02622	bsuc:BSSP2_II0555
ko:K02433	bsuc:BSSP2_II0558
ko:K01470	bsuc:BSSP2_II0948
ko:K06999	bsuc:BSSP2_II0951
ko:K17247	bsuc:BSSP2_II0953
ko:K10440	bsuc:BSSP2_II0955
ko:K10440	bsuc:BSSP2_II0956
ko:K10441	bsuc:BSSP2_II0957
ko:K10439	bsuc:BSSP2_II0958
ko:K02014	bsuc:BSSP2_II0961
ko:K00799	bsuc:BSSP2_II0964
ko:K15736	bsuc:BSSP2_II0968
ko:K02342	bsuc:BSSP2_II0969
ko:K02433	bsuc:BSSP2_II0971
ko:K07025	bsuc:BSSP2_II1366
ko:K09472	bsuc:BSSP2_II1371
ko:K01999	bsuc:BSSP2_II1374
ko:K01997	bsuc:BSSP2_II1375
ko:K01995	bsuc:BSSP2_II1376
ko:K01998	bsuc:BSSP2_II1376
ko:K01996	bsuc:BSSP2_II1377
ko:K07090	bsuc:BSSP2_II1379
ko:K03710	bsuc:BSSP2_II1380
ko:K02027	bsuc:BSSP2_II1381
ko:K02026	bsuc:BSSP2_II1382
ko:K02025	bsuc:BSSP2_II1383
ko:K10112	bsuc:BSSP2_II1384
ko:K18118	bsuc:BSSP2_I1076
ko:K03446	bsuc:BSSP2_I1077
ko:K03543	bsuc:BSSP2_I1078
ko:K13953	bsuc:BSSP2_I1079
ko:K14347	bsuc:BSSP2_I1082
ko:K01784	bsuc:BSSP2_I1084
ko:K04765	bsuc:BSSP2_I1085
ko:K04765	bsuc:BSSP2_I1086
ko:K01868	bsuc:BSSP2_I1090
ko:K08998	bsuc:BSSP2_I1093
ko:K01495	bsuc:BSSP2_I1095
ko:K01496	bsuc:BSSP2_I1096
ko:K07001	bsuc:BSSP2_I1097
ko:K00252	bsuc:BSSP2_I1106
ko:K18138	bsuc:BSSP2_I1109
ko:K03585	bsuc:BSSP2_I1110
ko:K00773	bsuc:BSSP2_I1112
ko:K07568	bsuc:BSSP2_I1113
ko:K00954	bsuc:BSSP2_I1116
ko:K02469	bsuc:BSSP2_I1118
ko:K05595	bsuc:BSSP2_I1119
ko:K05774	bsuc:BSSP2_I1120
ko:K02043	bsuc:BSSP2_I1122
ko:K03111	bsuc:BSSP2_I1123
ko:K03701	bsuc:BSSP2_I1124
ko:K00014	bsuc:BSSP2_I1872
ko:K00859	bsuc:BSSP2_I1873
ko:K02342	bsuc:BSSP2_I1874
ko:K03071	bsuc:BSSP2_I1875
ko:K07113	bsuc:BSSP2_I1876
ko:K08304	bsuc:BSSP2_I1879
ko:K03667	bsuc:BSSP2_I1883
ko:K01419	bsuc:BSSP2_I1884
ko:K01693	bsuc:BSSP2_I1885
ko:K02501	bsuc:BSSP2_I1887
ko:K01814	bsuc:BSSP2_I1888
ko:K02500	bsuc:BSSP2_I1889
ko:K01523	bsuc:BSSP2_I1890
ko:K00867	bsuc:BSSP2_I1891
ko:K15034	bsuc:BSSP2_I1892
ko:K01610	bsuc:BSSP2_I1893
ko:K01610	bsuc:BSSP2_I1894
ko:K14981	bsuc:BSSP2_I1895
ko:K14980	bsuc:BSSP2_I1896
ko:K02793	bsuc:BSSP2_I1898
ko:K11189	bsuc:BSSP2_I1899
ko:K01251	bsuc:BSSP2_I1901
ko:K16899	bsuc:BSSP2_I1906
ko:K16898	bsuc:BSSP2_I1907
ko:K03671	bsuc:BSSP2_I1908
ko:K11754	bsuc:BSSP2_I1909
ko:K01963	bsuc:BSSP2_I1910
ko:K01695	bsuc:BSSP2_I1911
ko:K01696	bsuc:BSSP2_I1913
ko:K01817	bsuc:BSSP2_I1914
ko:K07043	bsuc:BSSP2_I1916
ko:K05782	bsuc:BSSP2_I1918
ko:K00040	bsuc:BSSP2_II0765
ko:K00040	bsuc:BSSP2_II0766
ko:K01812	bsuc:BSSP2_II0767
ko:K01686	bsuc:BSSP2_II0769
ko:K06199	bsuc:BSSP2_II0773
ko:K06199	bsuc:BSSP2_II0774
ko:K09137	bsuc:BSSP2_II0775
ko:K13582	bsuc:BSSP2_II0777
ko:K07090	bsuc:BSSP2_II0778
ko:K06953	bsuc:BSSP2_II0780
ko:K03724	bsuc:BSSP2_II0781
ko:K00459	bsuc:BSSP2_II0785
ko:K01588	bsuc:BSSP2_II1191
ko:K01589	bsuc:BSSP2_II1192
ko:K02919	bsuc:BSSP2_II1193
ko:K00873	bsuc:BSSP2_II1195
ko:K15738	bsuc:BSSP2_II1199
ko:K00949	bsuc:BSSP2_II1202
ko:K02064	bsuc:BSSP2_II1203
ko:K02063	bsuc:BSSP2_II1204
ko:K02062	bsuc:BSSP2_II1205
ko:K03089	bsuc:BSSP2_II1208
ko:K03530	bsuc:BSSP2_I1125
ko:K01338	bsuc:BSSP2_I1126
ko:K03544	bsuc:BSSP2_I1127
ko:K01358	bsuc:BSSP2_I1128
ko:K03665	bsuc:BSSP2_I1129
ko:K03666	bsuc:BSSP2_I1130
ko:K03499	bsuc:BSSP2_I1132
ko:K03499	bsuc:BSSP2_I1133
ko:K13599	bsuc:BSSP2_I1134
ko:K13598	bsuc:BSSP2_I1135
ko:K07712	bsuc:BSSP2_I1136
ko:K07708	bsuc:BSSP2_I1137
ko:K07708	bsuc:BSSP2_I1138
ko:K12506	bsuc:BSSP2_I1140
ko:K03743	bsuc:BSSP2_I1141
ko:K18588	bsuc:BSSP2_I1143
ko:K03644	bsuc:BSSP2_I1144
ko:K00382	bsuc:BSSP2_I1146
ko:K00627	bsuc:BSSP2_I1147
ko:K00162	bsuc:BSSP2_I1148
ko:K00161	bsuc:BSSP2_I1149
ko:K01689	bsuc:BSSP2_I1152
ko:K07088	bsuc:BSSP2_I1470
ko:K00297	bsuc:BSSP2_I1472
ko:K03761	bsuc:BSSP2_I1475
ko:K03761	bsuc:BSSP2_I1476
ko:K00598	bsuc:BSSP2_I1477
ko:K09988	bsuc:BSSP2_I1482
ko:K00479	bsuc:BSSP2_I1483
ko:K06193	bsuc:BSSP2_I1485
ko:K08281	bsuc:BSSP2_I1486
ko:K09799	bsuc:BSSP2_I1487
ko:K01442	bsuc:BSSP2_I1489
ko:K09807	bsuc:BSSP2_I1497
ko:K09160	bsuc:BSSP2_I1499
ko:K03086	bsuc:BSSP2_I1501
ko:K03324	bsuc:BSSP2_I1503
ko:K09117	bsuc:BSSP2_I1504
ko:K01956	bsuc:BSSP2_I1505
ko:K07054	bsuc:BSSP2_I1507
ko:K01955	bsuc:BSSP2_I1510
ko:K02471	bsuc:BSSP2_I1512
ko:K03704	bsuc:BSSP2_I1514
ko:K00799	bsuc:BSSP2_I1515
ko:K00812	bsuc:BSSP2_I1517
ko:K00384	bsuc:BSSP2_I1520
ko:K03498	bsuc:BSSP2_I1521
ko:K00371	bsuc:BSSP2_II0267
ko:K00370	bsuc:BSSP2_II0268
ko:K02575	bsuc:BSSP2_II0269
ko:K13642	bsuc:BSSP2_II0270
ko:K02529	bsuc:BSSP2_II0271
ko:K10236	bsuc:BSSP2_II0272
ko:K10237	bsuc:BSSP2_II0273
ko:K10238	bsuc:BSSP2_II0274
ko:K10111	bsuc:BSSP2_II0275
ko:K03647	bsuc:BSSP2_II0282
ko:K03610	bsuc:BSSP2_II0286
ko:K03609	bsuc:BSSP2_II0287
ko:K03608	bsuc:BSSP2_II0288
ko:K02055	bsuc:BSSP2_II0292
ko:K02052	bsuc:BSSP2_II0293
ko:K02054	bsuc:BSSP2_II0294
ko:K02053	bsuc:BSSP2_II0295
ko:K03585	bsuc:BSSP2_II0300
ko:K01580	bsuc:BSSP2_II0302
ko:K01425	bsuc:BSSP2_II0306
ko:K01840	bsuc:BSSP2_II0311
ko:K00088	bsuc:BSSP2_II0314
ko:K02435	bsuc:BSSP2_II0559
ko:K07447	bsuc:BSSP2_II0562
ko:K09456	bsuc:BSSP2_II0563
ko:K00609	bsuc:BSSP2_II0564
ko:K01465	bsuc:BSSP2_II0565
ko:K08591	bsuc:BSSP2_II0566
ko:K04096	bsuc:BSSP2_II0567
ko:K03168	bsuc:BSSP2_II0569
ko:K12573	bsuc:BSSP2_II0570
ko:K02913	bsuc:BSSP2_II0574
ko:K02488	bsuc:BSSP2_II0575
ko:K11443	bsuc:BSSP2_II0576
ko:K06140	bsuc:BSSP2_II0578
ko:K02346	bsuc:BSSP2_II0580
ko:K02034	bsuc:BSSP2_II0974
ko:K02033	bsuc:BSSP2_II0975
ko:K02035	bsuc:BSSP2_II0976
ko:K00059	bsuc:BSSP2_II0977
ko:K00128	bsuc:BSSP2_II0978
ko:K08169	bsuc:BSSP2_II0981
ko:K02914	bsuc:BSSP2_II0985
ko:K03536	bsuc:BSSP2_II0986
ko:K03217	bsuc:BSSP2_II0987
ko:K03978	bsuc:BSSP2_II0988
ko:K00930	bsuc:BSSP2_II0989
ko:K07025	bsuc:BSSP2_II0990
ko:K06966	bsuc:BSSP2_II0991
ko:K00674	bsuc:BSSP2_II0992
ko:K01439	bsuc:BSSP2_II0994
ko:K06173	bsuc:BSSP2_II0996
ko:K00604	bsuc:BSSP2_II0997
ko:K01462	bsuc:BSSP2_II0998
ko:K09760	bsuc:BSSP2_II0999
ko:K02051	bsuc:BSSP2_II1388
ko:K02049	bsuc:BSSP2_II1389
ko:K02050	bsuc:BSSP2_II1390
ko:K16087	bsuc:BSSP2_II1392
ko:K01999	bsuc:BSSP2_II1394
ko:K01627	bsuc:BSSP2_I1153
ko:K01937	bsuc:BSSP2_I1154
ko:K03075	bsuc:BSSP2_I1156
ko:K01803	bsuc:BSSP2_I1157
ko:K03770	bsuc:BSSP2_I1158
ko:K00766	bsuc:BSSP2_I1159
ko:K01609	bsuc:BSSP2_I1160
ko:K03637	bsuc:BSSP2_I1161
ko:K03750	bsuc:BSSP2_I1162
ko:K01356	bsuc:BSSP2_I1163
ko:K01885	bsuc:BSSP2_I1166
ko:K01647	bsuc:BSSP2_I1167
ko:K00748	bsuc:BSSP2_I1168
ko:K09949	bsuc:BSSP2_I1169
ko:K00677	bsuc:BSSP2_I1170
ko:K02520	bsuc:BSSP2_I1921
ko:K02916	bsuc:BSSP2_I1923
ko:K02887	bsuc:BSSP2_I1924
ko:K01889	bsuc:BSSP2_I1926
ko:K01890	bsuc:BSSP2_I1927
ko:K04043	bsuc:BSSP2_I1929
ko:K03686	bsuc:BSSP2_I1930
ko:K00570	bsuc:BSSP2_I1931
ko:K01591	bsuc:BSSP2_I1932
ko:K01920	bsuc:BSSP2_I1935
ko:K07391	bsuc:BSSP2_I1936
ko:K03642	bsuc:BSSP2_I1938
ko:K09790	bsuc:BSSP2_I1940
ko:K02040	bsuc:BSSP2_I1941
ko:K02037	bsuc:BSSP2_I1942
ko:K02038	bsuc:BSSP2_I1943
ko:K02036	bsuc:BSSP2_I1944
ko:K02039	bsuc:BSSP2_I1945
ko:K07657	bsuc:BSSP2_I1946
ko:K04047	bsuc:BSSP2_I1950
ko:K03789	bsuc:BSSP2_I1953
ko:K06168	bsuc:BSSP2_I1955
ko:K07042	bsuc:BSSP2_I1958
ko:K03820	bsuc:BSSP2_I1960
ko:K00789	bsuc:BSSP2_I1962
ko:K03439	bsuc:BSSP2_I1963
ko:K09748	bsuc:BSSP2_I1964
ko:K02600	bsuc:BSSP2_I1965
ko:K07742	bsuc:BSSP2_I1966
ko:K02519	bsuc:BSSP2_I1967
ko:K02834	bsuc:BSSP2_I1969
ko:K03427	bsuc:BSSP2_II0793
ko:K01154	bsuc:BSSP2_II0794
ko:K01153	bsuc:BSSP2_II0795
ko:K07043	bsuc:BSSP2_II0796
ko:K01710	bsuc:BSSP2_II0805
ko:K17202	bsuc:BSSP2_II0810
ko:K17203	bsuc:BSSP2_II0812
ko:K17204	bsuc:BSSP2_II0813
ko:K00862	bsuc:BSSP2_II0817
ko:K07736	bsuc:BSSP2_II1210
ko:K05524	bsuc:BSSP2_II1211
ko:K04762	bsuc:BSSP2_II1213
ko:K17675	bsuc:BSSP2_II1214
ko:K00626	bsuc:BSSP2_II1215
ko:K02911	bsuc:BSSP2_II1218
ko:K03814	bsuc:BSSP2_II1219
ko:K00795	bsuc:BSSP2_II1220
ko:K03526	bsuc:BSSP2_II1221
ko:K00019	bsuc:BSSP2_II1222
ko:K01958	bsuc:BSSP2_II1224
ko:K01999	bsuc:BSSP2_II1225
ko:K01999	bsuc:BSSP2_II1227
ko:K01996	bsuc:BSSP2_II1229
ko:K01996	bsuc:BSSP2_II1230
ko:K01995	bsuc:BSSP2_II1231
ko:K01998	bsuc:BSSP2_II1232
ko:K01997	bsuc:BSSP2_II1233
ko:K01997	bsuc:BSSP2_II1395
ko:K01998	bsuc:BSSP2_II1396
ko:K01995	bsuc:BSSP2_II1397
ko:K01996	bsuc:BSSP2_II1398
ko:K03496	bsuc:BSSP2_II1404
ko:K03497	bsuc:BSSP2_II1405
ko:K18996	bsuc:BSSP2_II1406
ko:K00852	bsuc:BSSP2_II1410
ko:K01239	bsuc:BSSP2_II1411
ko:K02057	bsuc:BSSP2_II1412
ko:K00826	bsuc:BSSP2_II0619
ko:K07090	bsuc:BSSP2_II0620
ko:K07077	bsuc:BSSP2_II0621
ko:K00128	bsuc:BSSP2_II0623
ko:K00128	bsuc:BSSP2_II0624
ko:K02016	bsuc:BSSP2_II0625
ko:K02015	bsuc:BSSP2_II0626
ko:K02015	bsuc:BSSP2_II0627
ko:K02013	bsuc:BSSP2_II0628
ko:K01469	bsuc:BSSP2_II0630
ko:K02424	bsuc:BSSP2_II0631
ko:K02372	bsuc:BSSP2_I1171
ko:K02536	bsuc:BSSP2_I1172
ko:K07277	bsuc:BSSP2_I1173
ko:K11749	bsuc:BSSP2_I1174
ko:K00981	bsuc:BSSP2_I1175
ko:K00806	bsuc:BSSP2_I1176
ko:K02838	bsuc:BSSP2_I1177
ko:K09903	bsuc:BSSP2_I1178
ko:K02357	bsuc:BSSP2_I1179
ko:K02967	bsuc:BSSP2_I1180
ko:K09919	bsuc:BSSP2_I1185
ko:K02503	bsuc:BSSP2_I1186
ko:K03694	bsuc:BSSP2_I1187
ko:K06891	bsuc:BSSP2_I1188
ko:K01752	bsuc:BSSP2_I1194
ko:K09457	bsuc:BSSP2_I1202
ko:K01966	bsuc:BSSP2_I1206
ko:K01965	bsuc:BSSP2_I1207
ko:K01847	bsuc:BSSP2_I1208
ko:K07080	bsuc:BSSP2_I1212
ko:K01776	bsuc:BSSP2_I1213
ko:K02533	bsuc:BSSP2_I1214
ko:K05520	bsuc:BSSP2_I1215
ko:K00031	bsuc:BSSP2_I1217
ko:K01077	bsuc:BSSP2_I1220
ko:K03177	bsuc:BSSP2_I1970
ko:K02956	bsuc:BSSP2_I1971
ko:K00962	bsuc:BSSP2_I1972
ko:K00564	bsuc:BSSP2_I1973
ko:K00208	bsuc:BSSP2_I1974
ko:K00647	bsuc:BSSP2_I1975
ko:K01716	bsuc:BSSP2_I1976
ko:K12989	bsuc:BSSP2_I1523
ko:K03624	bsuc:BSSP2_I1524
ko:K09922	bsuc:BSSP2_I1528
ko:K10806	bsuc:BSSP2_I1530
ko:K03702	bsuc:BSSP2_I1532
ko:K03704	bsuc:BSSP2_I1534
ko:K07659	bsuc:BSSP2_I1541
ko:K07638	bsuc:BSSP2_I1543
ko:K06878	bsuc:BSSP2_I1545
ko:K13292	bsuc:BSSP2_I1549
ko:K05810	bsuc:BSSP2_I1551
ko:K00948	bsuc:BSSP2_I1554
ko:K06915	bsuc:BSSP2_I1555
ko:K02897	bsuc:BSSP2_I1556
ko:K01056	bsuc:BSSP2_I1557
ko:K06942	bsuc:BSSP2_I1558
ko:K00759	bsuc:BSSP2_I1561
ko:K00413	bsuc:BSSP2_I1563
ko:K00412	bsuc:BSSP2_I1564
ko:K00411	bsuc:BSSP2_I1565
ko:K18893	bsuc:BSSP2_I1567
ko:K18893	bsuc:BSSP2_I1568
ko:K03216	bsuc:BSSP2_I1569
ko:K00228	bsuc:BSSP2_I1573
ko:K04761	bsuc:BSSP2_II0316
ko:K03781	bsuc:BSSP2_II0317
ko:K03500	bsuc:BSSP2_II0320
ko:K01243	bsuc:BSSP2_II0322
ko:K01951	bsuc:BSSP2_II0323
ko:K07473	bsuc:BSSP2_II0339
ko:K07230	bsuc:BSSP2_II0340
ko:K07243	bsuc:BSSP2_II0342
ko:K01621	bsuc:BSSP2_II0344
ko:K00925	bsuc:BSSP2_II0345
ko:K01999	bsuc:BSSP2_II0351
ko:K01995	bsuc:BSSP2_II0352
ko:K01998	bsuc:BSSP2_II0352
ko:K01996	bsuc:BSSP2_II0353
ko:K00059	bsuc:BSSP2_II0355
ko:K00014	bsuc:BSSP2_II0356
ko:K00135	bsuc:BSSP2_II0358
ko:K01999	bsuc:BSSP2_II0359
ko:K01714	bsuc:BSSP2_II0365
ko:K02342	bsuc:BSSP2_II0589
ko:K00285	bsuc:BSSP2_II0593
ko:K02030	bsuc:BSSP2_II0594
ko:K02030	bsuc:BSSP2_II0595
ko:K01997	bsuc:BSSP2_II0599
ko:K01998	bsuc:BSSP2_II0600
ko:K01995	bsuc:BSSP2_II0602
ko:K01996	bsuc:BSSP2_II0603
ko:K01486	bsuc:BSSP2_II0604
ko:K01273	bsuc:BSSP2_II0605
ko:K05813	bsuc:BSSP2_II0606
ko:K05813	bsuc:BSSP2_II0607
ko:K05814	bsuc:BSSP2_II0608
ko:K05815	bsuc:BSSP2_II0609
ko:K05816	bsuc:BSSP2_II0610
ko:K06901	bsuc:BSSP2_II0613
ko:K07401	bsuc:BSSP2_II1000
ko:K07461	bsuc:BSSP2_II1001
ko:K03596	bsuc:BSSP2_II1002
ko:K00329	bsuc:BSSP2_II1004
ko:K00356	bsuc:BSSP2_II1004
ko:K06153	bsuc:BSSP2_II1005
ko:K00799	bsuc:BSSP2_II1006
ko:K18979	bsuc:BSSP2_II1007
ko:K07261	bsuc:BSSP2_II1009
ko:K01734	bsuc:BSSP2_II1010
ko:K00845	bsuc:BSSP2_II1011
ko:K06147	bsuc:BSSP2_II1012
ko:K00215	bsuc:BSSP2_II1013
ko:K01834	bsuc:BSSP2_II1014
ko:K04719	bsuc:BSSP2_II1017
ko:K00154	bsuc:BSSP2_II1020
ko:K06131	bsuc:BSSP2_II1022
ko:K10009	bsuc:BSSP2_II0632
ko:K10010	bsuc:BSSP2_II0633
ko:K01524	bsuc:BSSP2_II0634
ko:K02427	bsuc:BSSP2_II0635
ko:K10112	bsuc:BSSP2_II0637
ko:K17317	bsuc:BSSP2_II0638
ko:K17316	bsuc:BSSP2_II0639
ko:K13038	bsuc:BSSP2_II1027
ko:K03688	bsuc:BSSP2_II1028
ko:K03183	bsuc:BSSP2_II1029
ko:K00761	bsuc:BSSP2_II1030
ko:K03745	bsuc:BSSP2_II1031
ko:K07304	bsuc:BSSP2_II1032
ko:K00135	bsuc:BSSP2_II1039
ko:K02034	bsuc:BSSP2_II1043
ko:K02033	bsuc:BSSP2_II1044
ko:K00627	bsuc:BSSP2_II1047
ko:K02035	bsuc:BSSP2_II1048
ko:K11381	bsuc:BSSP2_II1049
ko:K00074	bsuc:BSSP2_II1050
ko:K09826	bsuc:BSSP2_I1977
ko:K02073	bsuc:BSSP2_I1979
ko:K01255	bsuc:BSSP2_I1985
ko:K10563	bsuc:BSSP2_I1987
ko:K10563	bsuc:BSSP2_I1988
ko:K01692	bsuc:BSSP2_I1989
ko:K02968	bsuc:BSSP2_I1990
ko:K02313	bsuc:BSSP2_I1992
ko:K02338	bsuc:BSSP2_I1993
ko:K03629	bsuc:BSSP2_I1994
ko:K12972	bsuc:BSSP2_I1996
ko:K13896	bsuc:BSSP2_I1997
ko:K11381	bsuc:BSSP2_II0001
ko:K00627	bsuc:BSSP2_II0002
ko:K00014	bsuc:BSSP2_II0003
ko:K01531	bsuc:BSSP2_II0005
ko:K07507	bsuc:BSSP2_II0008
ko:K13589	bsuc:BSSP2_II0012
ko:K01048	bsuc:BSSP2_II0016
ko:K04080	bsuc:BSSP2_II0019
ko:K01620	bsuc:BSSP2_II0020
ko:K00265	bsuc:BSSP2_II0021
ko:K01624	bsuc:BSSP2_II0825
ko:K03841	bsuc:BSSP2_II0826
ko:K06207	bsuc:BSSP2_II0828
ko:K06213	bsuc:BSSP2_II0829
ko:K01284	bsuc:BSSP2_II0830
ko:K01644	bsuc:BSSP2_II0833
ko:K01704	bsuc:BSSP2_II0835
ko:K00133	bsuc:BSSP2_II0839
ko:K10778	bsuc:BSSP2_II0842
ko:K00052	bsuc:BSSP2_II0843
ko:K12658	bsuc:BSSP2_II1234
ko:K00285	bsuc:BSSP2_II1235
ko:K06075	bsuc:BSSP2_II1237
ko:K02114	bsuc:BSSP2_II1238
ko:K02112	bsuc:BSSP2_II1239
ko:K02115	bsuc:BSSP2_II1240
ko:K02111	bsuc:BSSP2_II1241
ko:K02113	bsuc:BSSP2_II1242
ko:K04066	bsuc:BSSP2_II1244
ko:K00616	bsuc:BSSP2_II1245
ko:K03643	bsuc:BSSP2_II1246
ko:K01869	bsuc:BSSP2_II1247
ko:K06997	bsuc:BSSP2_II1248
ko:K01895	bsuc:BSSP2_II1251
ko:K03799	bsuc:BSSP2_II1254
ko:K03500	bsuc:BSSP2_II1255
ko:K00602	bsuc:BSSP2_II1259
ko:K06902	bsuc:BSSP2_II1260
ko:K02837	bsuc:BSSP2_II1026
ko:K02057	bsuc:BSSP2_II1413
ko:K02056	bsuc:BSSP2_II1414
ko:K07335	bsuc:BSSP2_II1415
ko:K02362	bsuc:BSSP2_II1417
ko:K00216	bsuc:BSSP2_II1418
ko:K01252	bsuc:BSSP2_II1419
ko:K01252	bsuc:BSSP2_II1420
ko:K02363	bsuc:BSSP2_II1421
ko:K02361	bsuc:BSSP2_II1422
ko:K02364	bsuc:BSSP2_II1423
ko:K03088	bsuc:BSSP2_II1427
ko:K01999	bsuc:BSSP2_II1430
ko:K01997	bsuc:BSSP2_II1431
ko:K01998	bsuc:BSSP2_II1432
ko:K01995	bsuc:BSSP2_II1433
ko:K01996	bsuc:BSSP2_II1434
ko:K00059	bsuc:BSSP2_II1436
ko:K22468	bsuc:BSSP2_I0316
ko:K00020	bsuc:BSSP2_I0965
ko:K00020	bsuc:BSSP2_I1340
ko:K07497	bsuc:BSSP2_I0529
ko:K07497	bsuc:BSSP2_I0530
ko:K07497	bsuc:BSSP2_II1036
ko:K07497	bsuc:BSSP2_II1082
ko:K07497	bsuc:BSSP2_II0105
ko:K01992	bsuc:BSSP2_I1372
ko:K01992	bsuc:BSSP2_II0429
ko:K19342	bsuc:BSSP2_II0248
ko:K06041	bsuc:BSSP2_II0041
ko:K02032	bsuc:BSSP2_II1058
ko:K11080	bsuc:BSSP2_II1074
ko:K04771	bsuc:BSSP2_I1414
ko:K00001	bsuc:BSSP2_II0360
ko:K07498	bsuc:BSSP2_II1296
ko:K11080	bsuc:BSSP2_II1072
ko:K07492	bsuc:BSSP2_II0514
ko:K19339	bsuc:BSSP2_II0243
ko:K19340	bsuc:BSSP2_II0246
ko:K19341	bsuc:BSSP2_II0247
ko:K00875	bsuc:BSSP2_II0237
ko:K02032	bsuc:BSSP2_II1065
ko:K02031	bsuc:BSSP2_II1057
ko:K02031	bsuc:BSSP2_II1042
ko:K02031	bsuc:BSSP2_II0973
ko:K07344	bsuc:BSSP2_II0327
ko:K00525	bsuc:BSSP2_II0283
ko:K00525	bsuc:BSSP2_I1059
ko:K09386	bsuc:BSSP2_I0302
ko:K17686	bsuc:BSSP2_I0216
ko:K19713	bsuc:BSSP2_II0315
ko:K07102	bsuc:BSSP2_I1904
ko:K19689	bsuc:BSSP2_I1949
ko:K00992	bsuc:BSSP2_I1905
ko:K01985	bsuc:BSSP2_I1664
ko:K01985	bsuc:BSSP2_II1084
ko:K01985	bsuc:BSSP2_II1305
ko:K01980	bsuc:BSSP2_I1666
ko:K01977	bsuc:BSSP2_I1669
ko:K01977	bsuc:BSSP2_II1089
ko:K01977	bsuc:BSSP2_II1310
ko:K17722	bsuc:BSSP2_I0301
ko:K19777	bsuc:BSSP2_II0307
ko:K14218	bsuc:BSSP2_I1797
ko:K14237	bsuc:BSSP2_II0011
ko:K14229	bsuc:BSSP2_II0549
ko:K14222	bsuc:BSSP2_II0583
ko:K14220	bsuc:BSSP2_II0590
ko:K14233	bsuc:BSSP2_II1035
ko:K00799	bsuc:BSSP2_I0966
ko:K08744	bsuc:BSSP2_I0706
ko:K07147	bsuc:BSSP2_II0952
ko:K19802	bsuc:BSSP2_I1033
ko:K14221	bsuc:BSSP2_I0811
ko:K14221	bsuc:BSSP2_II0290
ko:K14229	bsuc:BSSP2_I1359
ko:K14230	bsuc:BSSP2_I1496
ko:K14230	bsuc:BSSP2_I1624
ko:K14230	bsuc:BSSP2_I1663
ko:K14230	bsuc:BSSP2_II1304
ko:K14230	bsuc:BSSP2_II1083
ko:K07497	bsuc:BSSP2_I0544
ko:K07484	bsuc:BSSP2_II0517
ko:K09796	bsuc:BSSP2_I0049
ko:K02483	bsuc:BSSP2_II0199
ko:K20265	bsuc:BSSP2_II0305
ko:K20266	bsuc:BSSP2_II0328
ko:K02483	bsuc:BSSP2_II0439
ko:K14219	bsuc:BSSP2_I0979
ko:K14219	bsuc:BSSP2_I0735
ko:K14219	bsuc:BSSP2_I1843
ko:K14228	bsuc:BSSP2_I0909
ko:K14228	bsuc:BSSP2_I1755
ko:K14237	bsuc:BSSP2_I0809
ko:K14223	bsuc:BSSP2_I0527
ko:K14231	bsuc:BSSP2_I0267
ko:K14225	bsuc:BSSP2_I1275
ko:K14232	bsuc:BSSP2_I0193
ko:K14236	bsuc:BSSP2_I1276
ko:K14232	bsuc:BSSP2_I0788
ko:K14225	bsuc:BSSP2_I0981
ko:K06075	bsuc:BSSP2_II0435
ko:K00526	bsuc:BSSP2_II0284
ko:K14234	bsuc:BSSP2_I0952
ko:K14234	bsuc:BSSP2_II0787
ko:K14223	bsuc:BSSP2_I1642
ko:K14233	bsuc:BSSP2_II1295
ko:K14228	bsuc:BSSP2_II1015
ko:K14224	bsuc:BSSP2_I1304
ko:K14225	bsuc:BSSP2_II0849
ko:K14225	bsuc:BSSP2_II0982
ko:K14235	bsuc:BSSP2_I1272
ko:K14228	bsuc:BSSP2_I1099
ko:K14228	bsuc:BSSP2_I1104
ko:K14228	bsuc:BSSP2_I1067
ko:K14237	bsuc:BSSP2_I0978
