ko:K07489	ypo:BZ17_3368
ko:K03183	ypo:BZ17_2328
ko:K09760	ypo:BZ17_2329
ko:K06200	ypo:BZ17_2331
ko:K00757	ypo:BZ17_2333
ko:K01061	ypo:BZ17_2334
ko:K00549	ypo:BZ17_2335
ko:K03576	ypo:BZ17_2337
ko:K07088	ypo:BZ17_2340
ko:K01126	ypo:BZ17_2341
ko:K05816	ypo:BZ17_2342
ko:K05815	ypo:BZ17_2343
ko:K05814	ypo:BZ17_2344
ko:K05813	ypo:BZ17_2345
ko:K01996	ypo:BZ17_2353
ko:K01995	ypo:BZ17_2354
ko:K01998	ypo:BZ17_2355
ko:K01997	ypo:BZ17_2356
ko:K01999	ypo:BZ17_2357
ko:K03089	ypo:BZ17_2359
ko:K09811	ypo:BZ17_2360
ko:K09812	ypo:BZ17_2361
ko:K03110	ypo:BZ17_2362
ko:K08316	ypo:BZ17_2363
ko:K08993	ypo:BZ17_2364
ko:K07396	ypo:BZ17_3179
ko:K04095	ypo:BZ17_3183
ko:K03086	ypo:BZ17_3190
ko:K02970	ypo:BZ17_3192
ko:K01409	ypo:BZ17_3193
ko:K08591	ypo:BZ17_3194
ko:K01633	ypo:BZ17_3195
ko:K06153	ypo:BZ17_3196
ko:K00974	ypo:BZ17_3197
ko:K07184	ypo:BZ17_3198
ko:K18446	ypo:BZ17_3199
ko:K00982	ypo:BZ17_3200
ko:K03272	ypo:BZ17_3201
ko:K16263	ypo:BZ17_3202
ko:K09806	ypo:BZ17_3203
ko:K02858	ypo:BZ17_3204
ko:K12340	ypo:BZ17_3209
ko:K01515	ypo:BZ17_3210
ko:K09920	ypo:BZ17_3211
ko:K03651	ypo:BZ17_3212
ko:K07000	ypo:BZ17_3213
ko:K02622	ypo:BZ17_3214
ko:K03923	ypo:BZ17_3216
ko:K02621	ypo:BZ17_3217
ko:K00655	ypo:BZ17_3218
ko:K06221	ypo:BZ17_3221
ko:K08325	ypo:BZ17_3222
ko:K01760	ypo:BZ17_3225
ko:K03561	ypo:BZ17_3226
ko:K03559	ypo:BZ17_3228
ko:K04773	ypo:BZ17_376
ko:K01424	ypo:BZ17_377
ko:K08281	ypo:BZ17_378
ko:K09916	ypo:BZ17_379
ko:K07305	ypo:BZ17_380
ko:K00134	ypo:BZ17_381
ko:K01792	ypo:BZ17_382
ko:K07180	ypo:BZ17_384
ko:K09786	ypo:BZ17_385
ko:K06911	ypo:BZ17_388
ko:K07552	ypo:BZ17_389
ko:K07126	ypo:BZ17_488
ko:K00720	ypo:BZ17_493
ko:K00648	ypo:BZ17_498
ko:K09975	ypo:BZ17_500
ko:K05603	ypo:BZ17_501
ko:K05836	ypo:BZ17_502
ko:K01468	ypo:BZ17_503
ko:K01479	ypo:BZ17_504
ko:K05526	ypo:BZ17_506
ko:K01484	ypo:BZ17_507
ko:K06447	ypo:BZ17_508
ko:K00673	ypo:BZ17_509
ko:K00840	ypo:BZ17_510
ko:K07673	ypo:BZ17_514
ko:K07300	ypo:BZ17_515
ko:K11937	ypo:BZ17_519
ko:K11936	ypo:BZ17_520
ko:K11931	ypo:BZ17_521
ko:K11935	ypo:BZ17_522
ko:K16868	ypo:BZ17_524
ko:K02003	ypo:BZ17_527
ko:K02004	ypo:BZ17_528
ko:K02004	ypo:BZ17_529
ko:K07230	ypo:BZ17_531
ko:K07243	ypo:BZ17_532
ko:K01425	ypo:BZ17_534
ko:K11738	ypo:BZ17_536
ko:K00350	ypo:BZ17_538
ko:K01834	ypo:BZ17_1363
ko:K01626	ypo:BZ17_1364
ko:K16264	ypo:BZ17_1366
ko:K03811	ypo:BZ17_1367
ko:K03517	ypo:BZ17_1368
ko:K03640	ypo:BZ17_1377
ko:K03641	ypo:BZ17_1378
ko:K03646	ypo:BZ17_1379
ko:K03560	ypo:BZ17_1380
ko:K03562	ypo:BZ17_1381
ko:K07107	ypo:BZ17_1382
ko:K00426	ypo:BZ17_1385
ko:K00425	ypo:BZ17_1386
ko:K01902	ypo:BZ17_1387
ko:K01903	ypo:BZ17_1388
ko:K00658	ypo:BZ17_1389
ko:K00164	ypo:BZ17_1390
ko:K00240	ypo:BZ17_1391
ko:K00239	ypo:BZ17_1392
ko:K00242	ypo:BZ17_1393
ko:K00241	ypo:BZ17_1394
ko:K01647	ypo:BZ17_1395
ko:K03687	ypo:BZ17_1396
ko:K00858	ypo:BZ17_1397
ko:K03631	ypo:BZ17_1398
ko:K06186	ypo:BZ17_1399
ko:K09801	ypo:BZ17_1400
ko:K03664	ypo:BZ17_1402
ko:K03839	ypo:BZ17_1412
ko:K03711	ypo:BZ17_1413
ko:K12373	ypo:BZ17_1414
ko:K05795	ypo:BZ17_2211
ko:K05795	ypo:BZ17_2212
ko:K05794	ypo:BZ17_2213
ko:K05793	ypo:BZ17_2214
ko:K05792	ypo:BZ17_2215
ko:K05791	ypo:BZ17_2216
ko:K00297	ypo:BZ17_2223
ko:K07227	ypo:BZ17_2225
ko:K16087	ypo:BZ17_2228
ko:K07225	ypo:BZ17_2229
ko:K02016	ypo:BZ17_2230
ko:K02015	ypo:BZ17_2231
ko:K02013	ypo:BZ17_2232
ko:K01760	ypo:BZ17_2233
ko:K08722	ypo:BZ17_4048
ko:K14260	ypo:BZ17_4049
ko:K00330	ypo:BZ17_4051
ko:K00331	ypo:BZ17_4052
ko:K13378	ypo:BZ17_4053
ko:K00334	ypo:BZ17_4054
ko:K00335	ypo:BZ17_4055
ko:K00336	ypo:BZ17_4056
ko:K00337	ypo:BZ17_4057
ko:K00338	ypo:BZ17_4058
ko:K00339	ypo:BZ17_4059
ko:K00340	ypo:BZ17_4060
ko:K00341	ypo:BZ17_4061
ko:K00342	ypo:BZ17_4062
ko:K00343	ypo:BZ17_4063
ko:K00851	ypo:BZ17_4066
ko:K00046	ypo:BZ17_4067
ko:K01690	ypo:BZ17_4073
ko:K05594	ypo:BZ17_4075
ko:K02552	ypo:BZ17_4077
ko:K02551	ypo:BZ17_4078
ko:K08680	ypo:BZ17_4079
ko:K01661	ypo:BZ17_4080
ko:K02549	ypo:BZ17_4081
ko:K01911	ypo:BZ17_4082
ko:K06970	ypo:BZ17_4085
ko:K03406	ypo:BZ17_4086
ko:K10038	ypo:BZ17_4087
ko:K10037	ypo:BZ17_4088
ko:K10036	ypo:BZ17_4089
ko:K04047	ypo:BZ17_4091
ko:K00598	ypo:BZ17_4092
ko:K11939	ypo:BZ17_4094
ko:K11934	ypo:BZ17_4095
ko:K00138	ypo:BZ17_263
ko:K16066	ypo:BZ17_265
ko:K03281	ypo:BZ17_268
ko:K01935	ypo:BZ17_269
ko:K15545	ypo:BZ17_271
ko:K08224	ypo:BZ17_273
ko:K10748	ypo:BZ17_274
ko:K01679	ypo:BZ17_275
ko:K01809	ypo:BZ17_276
ko:K03710	ypo:BZ17_278
ko:K01488	ypo:BZ17_282
ko:K14347	ypo:BZ17_283
ko:K02099	ypo:BZ17_285
ko:K10538	ypo:BZ17_286
ko:K10539	ypo:BZ17_287
ko:K10537	ypo:BZ17_288
ko:K00853	ypo:BZ17_289
ko:K01804	ypo:BZ17_290
ko:K12531	ypo:BZ17_292
ko:K12532	ypo:BZ17_293
ko:K12530	ypo:BZ17_294
ko:K03617	ypo:BZ17_296
ko:K03616	ypo:BZ17_297
ko:K03615	ypo:BZ17_298
ko:K03614	ypo:BZ17_300
ko:K03612	ypo:BZ17_301
ko:K03613	ypo:BZ17_302
ko:K10773	ypo:BZ17_303
ko:K01147	ypo:BZ17_306
ko:K06200	ypo:BZ17_307
ko:K08313	ypo:BZ17_309
ko:K04062	ypo:BZ17_312
ko:K03113	ypo:BZ17_313
ko:K01591	ypo:BZ17_314
ko:K08992	ypo:BZ17_317
ko:K01096	ypo:BZ17_318
ko:K03212	ypo:BZ17_1153
ko:K11074	ypo:BZ17_1155
ko:K11075	ypo:BZ17_1156
ko:K11076	ypo:BZ17_1157
ko:K11073	ypo:BZ17_1158
ko:K03674	ypo:BZ17_1161
ko:K07085	ypo:BZ17_1162
ko:K19302	ypo:BZ17_1164
ko:K01619	ypo:BZ17_1165
ko:K11534	ypo:BZ17_1166
ko:K03837	ypo:BZ17_1167
ko:K07258	ypo:BZ17_1168
ko:K02072	ypo:BZ17_1169
ko:K02071	ypo:BZ17_1170
ko:K02073	ypo:BZ17_1171
ko:K16089	ypo:BZ17_1176
ko:K02013	ypo:BZ17_1177
ko:K02015	ypo:BZ17_1178
ko:K02016	ypo:BZ17_1179
ko:K11733	ypo:BZ17_1180
ko:K01151	ypo:BZ17_1184
ko:K07347	ypo:BZ17_1185
ko:K02769	ypo:BZ17_1190
ko:K02770	ypo:BZ17_1190
ko:K00882	ypo:BZ17_1191
ko:K02768	ypo:BZ17_1192
ko:K11183	ypo:BZ17_1192
ko:K02057	ypo:BZ17_1194
ko:K02056	ypo:BZ17_1195
ko:K02058	ypo:BZ17_1196
ko:K01807	ypo:BZ17_1197
ko:K00854	ypo:BZ17_1198
ko:K00135	ypo:BZ17_1199
ko:K00058	ypo:BZ17_1201
ko:K06940	ypo:BZ17_1203
ko:K11717	ypo:BZ17_2002
ko:K02849	ypo:BZ17_2004
ko:K11216	ypo:BZ17_2005
ko:K11531	ypo:BZ17_2006
ko:K10558	ypo:BZ17_2007
ko:K10556	ypo:BZ17_2008
ko:K10557	ypo:BZ17_2009
ko:K10555	ypo:BZ17_2010
ko:K08321	ypo:BZ17_2011
ko:K11530	ypo:BZ17_2012
ko:K08483	ypo:BZ17_2014
ko:K11189	ypo:BZ17_2014
ko:K11201	ypo:BZ17_2014
ko:K11203	ypo:BZ17_2015
ko:K11202	ypo:BZ17_2016
ko:K11202	ypo:BZ17_2018
ko:K03427	ypo:BZ17_2022
ko:K01154	ypo:BZ17_2023
ko:K01153	ypo:BZ17_2024
ko:K11720	ypo:BZ17_2029
ko:K00285	ypo:BZ17_390
ko:K03603	ypo:BZ17_392
ko:K03314	ypo:BZ17_393
ko:K03611	ypo:BZ17_394
ko:K04487	ypo:BZ17_397
ko:K09160	ypo:BZ17_399
ko:K08305	ypo:BZ17_401
ko:K09902	ypo:BZ17_402
ko:K03610	ypo:BZ17_403
ko:K03609	ypo:BZ17_404
ko:K03608	ypo:BZ17_405
ko:K03684	ypo:BZ17_406
ko:K01897	ypo:BZ17_407
ko:K07285	ypo:BZ17_408
ko:K14742	ypo:BZ17_409
ko:K03722	ypo:BZ17_410
ko:K11742	ypo:BZ17_412
ko:K11743	ypo:BZ17_413
ko:K01625	ypo:BZ17_414
ko:K00036	ypo:BZ17_416
ko:K00873	ypo:BZ17_418
ko:K02560	ypo:BZ17_419
ko:K19304	ypo:BZ17_420
ko:K09815	ypo:BZ17_421
ko:K09817	ypo:BZ17_422
ko:K09816	ypo:BZ17_423
ko:K03551	ypo:BZ17_424
ko:K03550	ypo:BZ17_425
ko:K01159	ypo:BZ17_426
ko:K08310	ypo:BZ17_428
ko:K03406	ypo:BZ17_1259
ko:K16210	ypo:BZ17_1261
ko:K18988	ypo:BZ17_1262
ko:K09475	ypo:BZ17_1265
ko:K07676	ypo:BZ17_1268
ko:K07687	ypo:BZ17_1269
ko:K07677	ypo:BZ17_1270
ko:K02469	ypo:BZ17_1271
ko:K00568	ypo:BZ17_1272
ko:K11107	ypo:BZ17_1275
ko:K08276	ypo:BZ17_1276
ko:K03834	ypo:BZ17_1278
ko:K03781	ypo:BZ17_1280
ko:K03722	ypo:BZ17_1281
ko:K01584	ypo:BZ17_1285
ko:K03759	ypo:BZ17_1286
ko:K05846	ypo:BZ17_1287
ko:K05847	ypo:BZ17_1288
ko:K05846	ypo:BZ17_1289
ko:K05845	ypo:BZ17_1290
ko:K01011	ypo:BZ17_1291
ko:K11963	ypo:BZ17_1294
ko:K11962	ypo:BZ17_1295
ko:K11961	ypo:BZ17_1296
ko:K11960	ypo:BZ17_1297
ko:K11959	ypo:BZ17_1298
ko:K02042	ypo:BZ17_1300
ko:K02042	ypo:BZ17_1301
ko:K02044	ypo:BZ17_1302
ko:K02041	ypo:BZ17_1303
ko:K05873	ypo:BZ17_1307
ko:K03777	ypo:BZ17_1308
ko:K07262	ypo:BZ17_1309
ko:K02899	ypo:BZ17_2100
ko:K02888	ypo:BZ17_2101
ko:K02523	ypo:BZ17_2102
ko:K07724	ypo:BZ17_2104
ko:K00024	ypo:BZ17_2105
ko:K03402	ypo:BZ17_2106
ko:K02558	ypo:BZ17_2108
ko:K03841	ypo:BZ17_2109
ko:K01507	ypo:BZ17_2110
ko:K09800	ypo:BZ17_2112
ko:K07278	ypo:BZ17_2113
ko:K07304	ypo:BZ17_2114
ko:K07109	ypo:BZ17_2117
ko:K01082	ypo:BZ17_2118
ko:K01119	ypo:BZ17_2119
ko:K07322	ypo:BZ17_2120
ko:K03773	ypo:BZ17_2121
ko:K07269	ypo:BZ17_2122
ko:K02939	ypo:BZ17_2124
ko:K02963	ypo:BZ17_2125
ko:K02990	ypo:BZ17_2126
ko:K06889	ypo:BZ17_2128
ko:K09456	ypo:BZ17_2130
ko:K03218	ypo:BZ17_2131
ko:K12573	ypo:BZ17_2132
ko:K13771	ypo:BZ17_2133
ko:K01939	ypo:BZ17_2134
ko:K09937	ypo:BZ17_2135
ko:K04087	ypo:BZ17_2136
ko:K04088	ypo:BZ17_2137
ko:K03665	ypo:BZ17_2138
ko:K03666	ypo:BZ17_2139
ko:K00791	ypo:BZ17_2140
ko:K03572	ypo:BZ17_2141
ko:K01448	ypo:BZ17_2142
ko:K06925	ypo:BZ17_2143
ko:K17758	ypo:BZ17_2144
ko:K17759	ypo:BZ17_2144
ko:K18979	ypo:BZ17_2145
ko:K13288	ypo:BZ17_2151
ko:K06949	ypo:BZ17_2152
ko:K01613	ypo:BZ17_2153
ko:K11903	ypo:BZ17_2959
ko:K11901	ypo:BZ17_2960
ko:K11900	ypo:BZ17_2961
ko:K11905	ypo:BZ17_2962
ko:K11896	ypo:BZ17_2963
ko:K11895	ypo:BZ17_2964
ko:K11906	ypo:BZ17_2966
ko:K11893	ypo:BZ17_2967
ko:K11892	ypo:BZ17_2968
ko:K11907	ypo:BZ17_2969
ko:K11909	ypo:BZ17_2971
ko:K11910	ypo:BZ17_2972
ko:K11891	ypo:BZ17_2973
ko:K11911	ypo:BZ17_2974
ko:K11904	ypo:BZ17_2975
ko:K19048	ypo:BZ17_2980
ko:K11904	ypo:BZ17_2983
ko:K02057	ypo:BZ17_2991
ko:K00852	ypo:BZ17_2992
ko:K01619	ypo:BZ17_2993
ko:K00299	ypo:BZ17_2994
ko:K15553	ypo:BZ17_2995
ko:K04091	ypo:BZ17_2996
ko:K15554	ypo:BZ17_2997
ko:K15555	ypo:BZ17_2998
ko:K07473	ypo:BZ17_2999
ko:K06901	ypo:BZ17_3000
ko:K03316	ypo:BZ17_3001
ko:K12974	ypo:BZ17_3003
ko:K02058	ypo:BZ17_3004
ko:K02056	ypo:BZ17_3005
ko:K02057	ypo:BZ17_3006
ko:K02057	ypo:BZ17_3007
ko:K11209	ypo:BZ17_3010
ko:K01524	ypo:BZ17_3828
ko:K00937	ypo:BZ17_3829
ko:K02037	ypo:BZ17_3830
ko:K02038	ypo:BZ17_3831
ko:K02036	ypo:BZ17_3832
ko:K18475	ypo:BZ17_3833
ko:K00657	ypo:BZ17_3834
ko:K11175	ypo:BZ17_3835
ko:K01933	ypo:BZ17_3836
ko:K00761	ypo:BZ17_3837
ko:K02824	ypo:BZ17_3838
ko:K10763	ypo:BZ17_3839
ko:K00537	ypo:BZ17_3840
ko:K03548	ypo:BZ17_3842
ko:K03564	ypo:BZ17_3845
ko:K03567	ypo:BZ17_3846
ko:K01714	ypo:BZ17_3847
ko:K07287	ypo:BZ17_3848
ko:K01923	ypo:BZ17_3849
ko:K07054	ypo:BZ17_3850
ko:K06957	ypo:BZ17_3852
ko:K01439	ypo:BZ17_3855
ko:K02012	ypo:BZ17_3858
ko:K02011	ypo:BZ17_3859
ko:K02010	ypo:BZ17_3860
ko:K06871	ypo:BZ17_3862
ko:K07038	ypo:BZ17_3863
ko:K18324	ypo:BZ17_3865
ko:K07685	ypo:BZ17_3867
ko:K02572	ypo:BZ17_3868
ko:K02570	ypo:BZ17_3869
ko:K02567	ypo:BZ17_3870
ko:K02568	ypo:BZ17_3871
ko:K02569	ypo:BZ17_3872
ko:K00029	ypo:BZ17_3874
ko:K09768	ypo:BZ17_3875
ko:K00228	ypo:BZ17_3876
ko:K07112	ypo:BZ17_2237
ko:K03229	ypo:BZ17_2238
ko:K03228	ypo:BZ17_2239
ko:K03227	ypo:BZ17_2240
ko:K03226	ypo:BZ17_2241
ko:K03225	ypo:BZ17_2242
ko:K03224	ypo:BZ17_2245
ko:K03230	ypo:BZ17_2246
ko:K03222	ypo:BZ17_2249
ko:K03221	ypo:BZ17_2252
ko:K18984	ypo:BZ17_2254
ko:K03220	ypo:BZ17_2255
ko:K03219	ypo:BZ17_2256
ko:K14978	ypo:BZ17_2257
ko:K14979	ypo:BZ17_2258
ko:K11102	ypo:BZ17_2259
ko:K01895	ypo:BZ17_2260
ko:K03485	ypo:BZ17_3066
ko:K09022	ypo:BZ17_3068
ko:K00610	ypo:BZ17_3069
ko:K00609	ypo:BZ17_3070
ko:K08485	ypo:BZ17_3071
ko:K06958	ypo:BZ17_3072
ko:K02806	ypo:BZ17_3073
ko:K05808	ypo:BZ17_3074
ko:K03092	ypo:BZ17_3075
ko:K06861	ypo:BZ17_3076
ko:K09774	ypo:BZ17_3077
ko:K11719	ypo:BZ17_3078
ko:K03270	ypo:BZ17_3079
ko:K06041	ypo:BZ17_3080
ko:K07301	ypo:BZ17_3081
ko:K02065	ypo:BZ17_3082
ko:K02066	ypo:BZ17_3083
ko:K02067	ypo:BZ17_3084
ko:K07323	ypo:BZ17_3085
ko:K07122	ypo:BZ17_3086
ko:K00790	ypo:BZ17_3088
ko:K04691	ypo:BZ17_3089
ko:K04772	ypo:BZ17_3090
ko:K09908	ypo:BZ17_3091
ko:K06916	ypo:BZ17_3093
ko:K02871	ypo:BZ17_3094
ko:K02996	ypo:BZ17_3095
ko:K03599	ypo:BZ17_3096
ko:K03600	ypo:BZ17_3097
ko:K00266	ypo:BZ17_3099
ko:K00265	ypo:BZ17_3100
ko:K07139	ypo:BZ17_3101
ko:K07648	ypo:BZ17_3103
ko:K03814	ypo:BZ17_3105
ko:K12961	ypo:BZ17_3107
ko:K07460	ypo:BZ17_3108
ko:K07121	ypo:BZ17_3109
ko:K07056	ypo:BZ17_3110
ko:K06911	ypo:BZ17_3111
ko:K07393	ypo:BZ17_3113
ko:K15977	ypo:BZ17_3114
ko:K14261	ypo:BZ17_3939
ko:K18843	ypo:BZ17_3941
ko:K07308	ypo:BZ17_3947
ko:K07307	ypo:BZ17_3948
ko:K07306	ypo:BZ17_3949
ko:K06887	ypo:BZ17_3951
ko:K02010	ypo:BZ17_3954
ko:K02011	ypo:BZ17_3955
ko:K02012	ypo:BZ17_3956
ko:K08305	ypo:BZ17_3957
ko:K11902	ypo:BZ17_3964
ko:K11895	ypo:BZ17_3965
ko:K11896	ypo:BZ17_3966
ko:K11907	ypo:BZ17_3967
ko:K07345	ypo:BZ17_3968
ko:K07347	ypo:BZ17_3970
ko:K11901	ypo:BZ17_3972
ko:K11900	ypo:BZ17_3973
ko:K11903	ypo:BZ17_3974
ko:K11906	ypo:BZ17_3975
ko:K11893	ypo:BZ17_3976
ko:K11892	ypo:BZ17_3977
ko:K11891	ypo:BZ17_3978
ko:K11904	ypo:BZ17_3979
ko:K11898	ypo:BZ17_3982
ko:K11897	ypo:BZ17_3983
ko:K06193	ypo:BZ17_3985
ko:K03744	ypo:BZ17_3987
ko:K02193	ypo:BZ17_3990
ko:K02194	ypo:BZ17_3991
ko:K02195	ypo:BZ17_3992
ko:K02196	ypo:BZ17_3993
ko:K02197	ypo:BZ17_3994
ko:K07091	ypo:BZ17_2030
ko:K01255	ypo:BZ17_2031
ko:K02339	ypo:BZ17_2032
ko:K01873	ypo:BZ17_2033
ko:K03828	ypo:BZ17_2034
ko:K09893	ypo:BZ17_2035
ko:K00611	ypo:BZ17_2036
ko:K02035	ypo:BZ17_2038
ko:K02033	ypo:BZ17_2039
ko:K02034	ypo:BZ17_2040
ko:K02043	ypo:BZ17_2046
ko:K01485	ypo:BZ17_2847
ko:K06141	ypo:BZ17_2848
ko:K02014	ypo:BZ17_2849
ko:K01222	ypo:BZ17_2851
ko:K03767	ypo:BZ17_2853
ko:K06915	ypo:BZ17_2854
ko:K01664	ypo:BZ17_2855
ko:K10914	ypo:BZ17_2858
ko:K07397	ypo:BZ17_2859
ko:K00855	ypo:BZ17_2861
ko:K09898	ypo:BZ17_2862
ko:K07019	ypo:BZ17_2863
ko:K15551	ypo:BZ17_2865
ko:K10831	ypo:BZ17_2866
ko:K15552	ypo:BZ17_2867
ko:K03119	ypo:BZ17_2868
ko:K06158	ypo:BZ17_2871
ko:K11748	ypo:BZ17_2872
ko:K11747	ypo:BZ17_2873
ko:K07070	ypo:BZ17_2874
ko:K03775	ypo:BZ17_2875
ko:K03745	ypo:BZ17_2876
ko:K03772	ypo:BZ17_2877
ko:K07235	ypo:BZ17_2879
ko:K07236	ypo:BZ17_2880
ko:K07237	ypo:BZ17_2881
ko:K02950	ypo:BZ17_2882
ko:K02992	ypo:BZ17_2883
ko:K02355	ypo:BZ17_2884
ko:K02358	ypo:BZ17_2885
ko:K02192	ypo:BZ17_2886
ko:K03594	ypo:BZ17_2887
ko:K02946	ypo:BZ17_2888
ko:K02906	ypo:BZ17_2889
ko:K02926	ypo:BZ17_2890
ko:K02892	ypo:BZ17_2891
ko:K02886	ypo:BZ17_2892
ko:K02965	ypo:BZ17_2893
ko:K02890	ypo:BZ17_2894
ko:K02982	ypo:BZ17_2895
ko:K02878	ypo:BZ17_2896
ko:K02904	ypo:BZ17_2897
ko:K02961	ypo:BZ17_2898
ko:K02874	ypo:BZ17_2899
ko:K02895	ypo:BZ17_2900
ko:K02931	ypo:BZ17_2901
ko:K07160	ypo:BZ17_3721
ko:K01304	ypo:BZ17_3724
ko:K03648	ypo:BZ17_3725
ko:K05590	ypo:BZ17_3731
ko:K15460	ypo:BZ17_3732
ko:K00278	ypo:BZ17_3733
ko:K03088	ypo:BZ17_3734
ko:K03597	ypo:BZ17_3735
ko:K03598	ypo:BZ17_3736
ko:K03803	ypo:BZ17_3737
ko:K03596	ypo:BZ17_3739
ko:K03100	ypo:BZ17_3740
ko:K03685	ypo:BZ17_3741
ko:K03584	ypo:BZ17_3743
ko:K03474	ypo:BZ17_3744
ko:K00997	ypo:BZ17_3745
ko:K07106	ypo:BZ17_3748
ko:K18697	ypo:BZ17_3749
ko:K11991	ypo:BZ17_3750
ko:K18691	ypo:BZ17_3751
ko:K01952	ypo:BZ17_3752
ko:K07711	ypo:BZ17_3756
ko:K07715	ypo:BZ17_3758
ko:K01950	ypo:BZ17_3759
ko:K04751	ypo:BZ17_3760
ko:K05916	ypo:BZ17_3762
ko:K00600	ypo:BZ17_3763
ko:K16078	ypo:BZ17_3764
ko:K05820	ypo:BZ17_3766
ko:K01092	ypo:BZ17_3769
ko:K15396	ypo:BZ17_3770
ko:K13643	ypo:BZ17_3771
ko:K04487	ypo:BZ17_3772
ko:K04488	ypo:BZ17_3773
ko:K13628	ypo:BZ17_3774
ko:K10195	ypo:BZ17_95
ko:K10194	ypo:BZ17_96
ko:K10193	ypo:BZ17_97
ko:K01731	ypo:BZ17_98
ko:K00065	ypo:BZ17_99
ko:K01815	ypo:BZ17_100
ko:K19270	ypo:BZ17_102
ko:K11606	ypo:BZ17_105
ko:K11605	ypo:BZ17_106
ko:K11607	ypo:BZ17_107
ko:K11604	ypo:BZ17_108
ko:K08308	ypo:BZ17_109
ko:K05595	ypo:BZ17_110
ko:K01868	ypo:BZ17_113
ko:K02520	ypo:BZ17_114
ko:K02916	ypo:BZ17_115
ko:K02887	ypo:BZ17_116
ko:K01889	ypo:BZ17_117
ko:K01890	ypo:BZ17_118
ko:K04764	ypo:BZ17_119
ko:K06073	ypo:BZ17_121
ko:K00432	ypo:BZ17_122
ko:K06074	ypo:BZ17_123
ko:K07806	ypo:BZ17_124
ko:K10012	ypo:BZ17_125
ko:K10011	ypo:BZ17_126
ko:K13014	ypo:BZ17_127
ko:K07264	ypo:BZ17_128
ko:K12962	ypo:BZ17_129
ko:K12963	ypo:BZ17_130
ko:K03800	ypo:BZ17_132
ko:K08997	ypo:BZ17_133
ko:K01626	ypo:BZ17_134
ko:K09773	ypo:BZ17_135
ko:K19222	ypo:BZ17_139
ko:K05997	ypo:BZ17_140
ko:K09014	ypo:BZ17_141
ko:K09013	ypo:BZ17_142
ko:K09015	ypo:BZ17_143
ko:K11717	ypo:BZ17_144
ko:K02426	ypo:BZ17_145
ko:K19236	ypo:BZ17_146
ko:K06078	ypo:BZ17_147
ko:K00873	ypo:BZ17_148
ko:K01495	ypo:BZ17_995
ko:K00121	ypo:BZ17_998
ko:K01070	ypo:BZ17_999
ko:K02004	ypo:BZ17_1001
ko:K02005	ypo:BZ17_1002
ko:K02003	ypo:BZ17_1003
ko:K06871	ypo:BZ17_1004
ko:K03750	ypo:BZ17_1006
ko:K11911	ypo:BZ17_1011
ko:K11905	ypo:BZ17_1012
ko:K11906	ypo:BZ17_1013
ko:K11895	ypo:BZ17_1014
ko:K11896	ypo:BZ17_1015
ko:K11910	ypo:BZ17_1018
ko:K11891	ypo:BZ17_1019
ko:K11904	ypo:BZ17_1027
ko:K11907	ypo:BZ17_1028
ko:K11903	ypo:BZ17_1029
ko:K11892	ypo:BZ17_1031
ko:K11893	ypo:BZ17_1032
ko:K11900	ypo:BZ17_1033
ko:K11901	ypo:BZ17_1034
ko:K00645	ypo:BZ17_1035
ko:K01641	ypo:BZ17_1041
ko:K00059	ypo:BZ17_1042
ko:K00647	ypo:BZ17_1043
ko:K02372	ypo:BZ17_1044
ko:K09910	ypo:BZ17_1838
ko:K01682	ypo:BZ17_1839
ko:K00382	ypo:BZ17_1840
ko:K00627	ypo:BZ17_1841
ko:K00163	ypo:BZ17_1842
ko:K11734	ypo:BZ17_1844
ko:K03807	ypo:BZ17_1845
ko:K03806	ypo:BZ17_1846
ko:K00767	ypo:BZ17_1847
ko:K02682	ypo:BZ17_1848
ko:K02504	ypo:BZ17_1849
ko:K02505	ypo:BZ17_1850
ko:K00364	ypo:BZ17_1852
ko:K00859	ypo:BZ17_1853
ko:K18778	ypo:BZ17_1854
ko:K09862	ypo:BZ17_1855
ko:K07491	ypo:BZ17_1856
ko:K03574	ypo:BZ17_1857
ko:K03070	ypo:BZ17_1858
ko:K13301	ypo:BZ17_1859
ko:K02535	ypo:BZ17_1861
ko:K03531	ypo:BZ17_1862
ko:K03590	ypo:BZ17_1863
ko:K03589	ypo:BZ17_1864
ko:K01921	ypo:BZ17_1865
ko:K01924	ypo:BZ17_1866
ko:K02563	ypo:BZ17_1867
ko:K03588	ypo:BZ17_1868
ko:K01925	ypo:BZ17_1869
ko:K01000	ypo:BZ17_1870
ko:K01929	ypo:BZ17_1871
ko:K01928	ypo:BZ17_1872
ko:K03587	ypo:BZ17_1873
ko:K03586	ypo:BZ17_1874
ko:K03438	ypo:BZ17_1875
ko:K03925	ypo:BZ17_1876
ko:K03435	ypo:BZ17_1878
ko:K01653	ypo:BZ17_1879
ko:K01652	ypo:BZ17_1880
ko:K01897	ypo:BZ17_1881
ko:K05798	ypo:BZ17_1882
ko:K01649	ypo:BZ17_1884
ko:K00052	ypo:BZ17_1885
ko:K01703	ypo:BZ17_1886
ko:K01704	ypo:BZ17_1888
ko:K07483	ypo:BZ17_2683
ko:K00854	ypo:BZ17_2689
ko:K01805	ypo:BZ17_2690
ko:K10543	ypo:BZ17_2691
ko:K10545	ypo:BZ17_2692
